	1/num	299/num	300.000/num	A./name	Beatrix/name	Brazilië/name	Champs-Elysées/name	Chinees/adj	Crijns/name	Djindjic/name	Duits/adj	Engeland/name	Eredivisie/name	Euronext/name	Frans/adj	Gimv/name	Italiaans/adj	Japan/name	Jean/name	Latijns-Amerikaans/adj	Maasstad/name	Marilyn/name	Minerva/name	Nederland/name	Polen/name	Sommer/name	Spielbergs/det	Strupar/name	UCB/name	Verenigde/name	Vlaams_nationalist/noun	Wallonië/name	Westers/adj	Wouters/name	Zoran/name	Zuidoost/name	aan/prep	aangesloten/adj	aanleiding/noun	aantal/noun	achteloos/adj	achter/prep	adem/part	af/part	afstandelijk/adj	afval/noun	al/adv	al/det	alle/det	alleen/adv	alleen/vg	aller/det	allicht/adv	als/comp	als/prep	altijd/adv	ander/adj	angstig/adj	bang/adj	bed/noun	bedoeld/adj	begerig/adj	bekijk/verb	bekogel/verb	ben/verb	beneden/adv	bepaal/verb	beschouwd/adj	besluit/verb	bestuurlijk/adj	bevestiging/noun	bewonder/adj	bewust/adj	bezoeker/noun	bied/verb	bier/noun	bij/prep	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	bouw/verb	boven/prep	breed/adj	brief_DIM/noun	briefwisseling/noun	broeierig/adj	buiten/prep	buitenaf/adv	buitenlander/noun	buitenstaander/noun	cockpit/noun	collectie/noun	controleer/verb	coulisse/noun	dak/noun	dan/adv	dan/comparative	danseres/noun	dat/comp	dat/det	dat/pron	de/det	definitief/adj	design/noun	deze/det	dezelfde/det	diagnose/noun	dichtbij/adj	die/det	die/pron	diepzinnig/adj	ding/noun	doe/verb	dood/verb	door/prep	doordringend/adj	drama/noun	dreigend/adj	driehonderd/num	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	dummy/noun	echter/adv	een/det	eender/adj	eens/adv	eenzelfde/det	eenzijdig/adj	eerste/num	eeuwig/adj	eigen_toe/verb	electronisch/adj	elk/det	elkaar/pron	en/comp	en/vg	ene/adj	enkel/adj	er/adv	er/noun	ernaar/pp	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	exclusief/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	frank/noun	fris/adj	ga/verb	gauw/adj	gebit/noun	gedurfd/adj	geef/verb	geen/det	gelaatsuitdrukking/noun	gelegenheid/prep	gemiddeld/adj	generaal/noun	geniepig/adj	genoeg/det	geregisseerd/adj	gericht/adj	gevolgd/adj	gewoon/adj	gezicht/noun	glas/noun	glimlach/verb	goed/adj	gram/noun	groente/noun	groot/adj	guitig/adj	gun/verb	haar/det	hard/adj	hautain/adj	heb/verb	hecht/verb	heel/adv	heen/part	heer/noun	hem/pron	hersenen/noun	het/det	het/noun	hij/pron	hoe/adj	hoef/verb	hoewel/comp	hongerig/adj	hun/det	ieder/det	iemand/noun	ik/pron	immigrant/noun	in/prep	inkt_zwart/adj	inspireer/adj	instantie/noun	instrumentarium/noun	intellectueel/noun	intelligent/adj	internet/noun	ironie/noun	ironisch/adj	jaar/noun	jaar_boek/noun	je/det	je/pron	jongen/noun	jouw/det	kaart/noun	kan/verb	kerkganger/noun	keur_af/adj	keuze/noun	kies/verb	kijk/verb	kijk_aan/verb	kijk_op/verb	kijker/noun	klaag/verb	klein/adj	kleuter/noun	klok/noun	knie/noun	koek/noun	koel/adj	koffie/noun	kom/verb	komiek/noun	komisch/adj	kop/noun	kort/adj	krijg/verb	kritisch/adj	kwaad/adj	laat/adj	laat/verb	laat_af/adj	lang/adj	langdurig/adj	leef/verb	leeg/adj	leer/verb	leid/verb	leid_af/verb	leuk/adj	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	maak/verb	maar/comp	maar/vg	mag/verb	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	me/pron	meegereisd/adj	meer/adj	meest/adj	meewarig/adj	meisje/noun	mens/noun	merk_op/verb	met/prep	mijn/det	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	moet/verb	mond/noun	monster/noun	na/prep	naar/adj	naar/prep	natuurlijk/adj	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neer/part	neergestort/adj	niet/adv	niet/vg	niet_westers/adj	nieuw/adj	nog/adv	nu/adv	objectief/adj	of/comp	of/vg	om/comp	omdat/comp	omvangrijk/adj	onder/prep	ondernemer/noun	ondertussen/adv	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	ons/det	ons/pron	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	ontwikkeling/noun	onvergetelijk/adj	onvermijdelijk/adj	oog/noun	ooit/adv	ook/adv	ook/vg	op/adj	op/part	op/prep	open/adj	open/part	opgelucht/adj	opnieuw/adv	opzichtig/adj	opzij/adv	over/prep	paard/noun	pak/noun	pasgeboren/adj	per/prep	prachtig/adj	prijs/noun	prijs/verb	probleem/noun	projectontwikkelaar/noun	publiek/adj	raad_aan/verb	raam/noun	recht/adj	regelmatig/adj	rest/noun	richt/verb	richting/noun	rug/noun	ruw/adj	scenario/noun	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schiet/verb	schijn/noun	schouder/noun	schuif/verb	schuin/adj	sereen/adj	site/noun	situatie/noun	smeek/adj	snel/adj	sober/adj	spannend/adj	speelgoed/noun	spiegel_DIM/noun	spreek/verb	sta/verb	staar/adj	staatssecretaris/noun	stad/noun	star/adj	steen_DIM/noun	steevast/adj	stel_vast/verb	stilte/noun	stoeprand/noun	straat/noun	strak/adj	streng/adj	stuur/verb	surf/adj	tante/noun	te/adv	te/comp	tegel/noun	tegelijkertijd/adj	tegemoet/part	teneinde/comp	ter/prep	terwijl/comp	thee_lepel/noun	tien/num	tijd/noun	tijdje/noun	toch/adv	toe/adv	toe/part	toekomst/noun	toets/noun	toon/verb	tot/prep	trainer/noun	tred/noun	trek_op/verb	trek_open/verb	triomfantelijk/adj	tussen/prep	twee/num	typisch/adj	u/det	uit/prep	vaag/adj	vader/noun	val/verb	van/comp	van/prep	vandaag/adv	veel/adj	veel/adv	veel/det	veelbetekenend/adj	vergeefs/adj	verleden/noun	verliefd/adj	vermeend/adj	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertegenwoordiger/noun	vertoon/noun	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vier/num	vijandelijk/adj	vitrine/noun	vluchtig/adj	voedsel/noun	voetballer/noun	volg/verb	volsta/verb	voor/prep	voorbijganger/noun	vooruit/adv	vraag/adj	vraag_af/verb	waar/adv	waarin/pp	waarmee/pp	waarvan/pp	wakker/adj	wanneer/comp	wat/adv	wat/det	wat/pron	we/pron	weemoedig/adj	weer/adv	wel/adv	wend_af/verb	wereld/noun	werk/noun	werkelijkheid/noun	werp/verb	werp_toe/verb	werp_uit/verb	wie/pron	wil/verb	wissel_uit/verb	woord/noun	word/verb	worst/noun	wortel/noun	zaak/noun	zal/verb	ze/pron	zeg/verb	zelfs/adv	zet_neer/verb	zeventig/num	zich/pron	zichzelf/pron	zie/verb	zie_vooruit/adj	zij/pron	zijn/det	zit/verb	zo'n/det	zo/adv	zoek/verb	zomaar/adv	zonder/prep	zondig/adj	zorg/verb	zorgelijk/adj	zowel/vg	zuiden/noun	zwart/adj	één/num	één/pron
1/num	0.0	0.7873613	0.7747419	0.89893377	0.9617066	0.8608049	0.921478	0.92384714	0.9719029	0.9787423	0.95222807	0.90863	0.94160455	0.8929413	0.94950813	0.9102494	0.9223455	0.9088282	0.95742214	0.9280343	0.9594333	0.9477028	0.9656253	0.9151915	0.9237738	0.96232694	0.9678196	0.9145359	0.8888896	0.9422946	0.9784779	0.9210689	0.9617378	0.9071162	0.96117425	0.95157325	0.9422892	0.9556617	0.9588712	0.8860878	0.91454464	0.9455641	0.9426724	0.95384896	0.97959787	0.87697726	0.9503498	0.9439108	0.9111647	0.9343269	0.9371257	0.97805095	0.91764075	0.9547553	0.9504361	0.9647559	0.9462845	0.94836766	0.9882318	0.94434404	0.92698896	0.91960824	0.9336049	0.8906813	0.9577456	0.871938	0.8972434	0.93207103	0.9547416	0.9592608	0.9552059	0.9797177	0.96236223	0.911337	0.9355685	0.78490233	0.9329218	0.8737683	0.95627093	0.90867263	0.93936753	0.9464228	0.95007074	0.69814616	0.97719723	0.7896145	0.95188224	0.8160572	0.92477906	0.91971475	0.9612998	0.95368093	0.95273817	0.961648	0.9543599	0.96438783	0.9659096	0.95167446	0.9441437	0.9713449	0.93895596	0.95657873	0.7862901	0.9470908	0.98424405	0.947982	0.9187175	0.87063384	0.93369156	0.9547181	0.8897163	0.88855433	0.96351457	0.93804705	0.9199431	0.9411495	0.9743999	0.98073024	0.9600756	0.9764226	0.9381345	0.94644034	0.969713	0.9489289	0.7931226	0.9651001	0.9360339	0.9575296	0.9142528	0.9515695	0.96854144	0.95038736	0.84332865	0.9749384	0.9520371	0.8677583	0.9491574	0.81883156	0.9417936	0.94948775	0.9463392	0.8441559	0.9491324	0.9502903	0.82404417	0.8893953	0.9233749	0.9571959	0.93013644	0.9543483	0.9825155	0.74269354	0.84499997	0.9466415	0.9277017	0.962178	0.9517795	0.9135659	0.7935325	0.9633975	0.684515	0.8504669	0.9441013	0.86865616	0.9281142	0.92501515	0.9361655	0.9346808	0.97642255	0.94611704	0.715688	0.9834108	0.9578016	0.9078292	0.9667602	0.9661048	0.86193466	0.9128568	0.955905	0.79328495	0.94696915	0.937985	0.51831603	0.72032523	0.89083266	0.9613643	0.9200413	0.9461628	0.94304293	0.9843815	0.96379215	0.9385284	0.95783836	0.9373602	0.93997186	0.97040105	0.9170542	0.9239698	0.9824858	0.96670055	0.9755275	0.95189947	0.9239254	0.940213	0.9320049	0.91475105	0.97170776	0.9770735	0.95898587	0.8636894	0.9379068	0.9544074	0.9639744	0.97459686	0.9632074	0.9476884	0.95908856	0.93689543	0.9561731	0.84933585	0.92030585	0.9156551	0.94315344	0.9713638	0.9165869	0.8964944	0.95754856	0.9750806	0.9608378	0.9526956	0.9295743	0.96437836	0.9120495	0.9539975	0.93691015	0.97608304	0.8080104	0.9355647	0.9146001	0.9548542	0.81386495	0.88818055	0.76397634	0.95925695	0.9654519	0.9490403	0.8650009	0.9388286	0.8952031	0.966499	0.9874911	0.8796645	0.9198125	0.9675064	0.9093533	0.95340836	0.962844	0.87984747	0.9771738	0.95345354	0.9195542	0.9554348	0.80484706	0.9712924	0.82268274	0.94928056	0.9398527	0.97996056	0.95173144	0.9442319	0.96494794	0.9376141	0.9533774	0.94602835	0.9744336	0.9542031	0.86225724	0.9399943	0.96542263	0.9569002	0.9725392	0.97011405	0.8085793	0.9490414	0.8767736	0.97932154	0.9621457	0.9686926	0.95831853	0.8854037	0.91751343	0.9069163	0.9177041	0.92299986	0.94750893	0.98697406	0.9182248	0.8880038	0.9733809	0.89630073	0.9750844	0.97841984	0.9308807	0.95573807	0.925951	0.9323954	0.94095415	0.9526449	0.95352495	0.795609	0.94671834	0.9429493	0.927045	0.92424035	0.9391451	0.9445629	0.96465456	0.98059636	0.9258488	0.94015205	0.966503	0.9393629	0.96581155	0.96441305	0.9511147	0.9621974	0.96333337	0.9228403	0.95111096	0.9683127	0.9461279	0.96104795	0.926863	0.95334446	0.95099723	0.86950487	0.93101054	0.9307482	0.95368063	0.92841685	0.92781985	0.85585344	0.94548714	0.9214933	0.82954526	0.9440762	0.6614492	0.9303396	0.8101822	0.9002841	0.9838784	0.95157605	0.95684385	0.93463016	0.9568482	0.9293313	0.93819284	0.9175275	0.9691758	0.9685228	0.9223943	0.8517617	0.9656786	0.96080047	0.96930116	0.9136434	0.9470812	0.9120268	0.91857994	0.96742845	0.93846107	0.90945345	0.8809667	0.967927	0.9468422	0.98989457	0.9635258	0.9390687	0.9336553	0.9155835	0.90572774	0.9587382	0.98373336	0.897223	0.9673381	0.9734864	0.95317197	0.9496359	0.9095497	0.91422206	0.95263666	0.9527013	0.9457043	0.9726637	0.9298387	0.9688965	0.96599305	0.96138465	0.9443822	0.91460824	0.9615013	0.91324115	0.9356275	0.94534296	0.91924846	0.92245585	0.83517015	0.5375167	0.69619286	0.9333154	0.9737865	0.96292293	0.9240697	0.8633651	0.97881424	0.8882417	0.9670558	0.8223599	0.96640164	0.9067292	0.87863255	0.88474554	0.93876827	0.9235206	0.7875416	0.9425439	0.90206254	0.89462805	0.96055126	0.98959583	0.91101575	0.9475903	0.8672779	0.9206349	0.94535595	0.9215276	0.93633884	0.9366349	0.96032405	0.98245096	0.98275554	0.9659029	0.9386482	0.9720642	0.9747237	0.9316339	0.9615826	0.9756009	0.9346641	0.96029353	0.9642221	0.9804402	0.72888654	0.96866846	0.91963804	0.94128597	0.87958086	0.96199	0.93898386	0.8015006	0.8880457	0.9406204	0.93673813	0.9532212	0.9912299	0.9521682	0.90093327	0.90211457	0.81554157	0.9710005	0.92473674	0.915721	0.8394513	0.98136145	0.9622922	0.973973	0.9457599	0.97003275	0.95631766	0.9595604	0.96330065	0.965887	0.88763887	0.92873394	0.93890834	0.9526936	0.96378464	0.946162	0.97716033	0.9314511	0.7594236	0.80589414	0.9691513	0.93445337	0.94898057	0.99657756	0.88150173	0.89393437	0.85122746	0.97563446	0.97088695	0.9458194	0.97910833	0.970511	0.94392574	0.89875335	0.7871511	0.95267355	0.9734926	0.9421742	0.89052165	0.9826608	0.91464114	0.9315591	0.9325294	0.9588846	0.82837075	0.7412838	0.9453159
299/num	0.7873613	0.0	0.7944717	0.9815363	0.9515976	0.92492723	0.94810736	0.94706297	0.9510502	0.9463056	0.93744713	0.93486685	0.9453333	0.9167054	0.94360185	0.90042335	0.95316887	0.9102244	0.97399116	0.92907834	0.94138134	0.9576736	0.96984637	0.9241331	0.94798833	0.9427682	0.9687297	0.9472221	0.88095194	0.96399045	0.95977986	0.936321	0.9309329	0.949065	0.96547264	0.9192546	0.89955413	0.89648354	0.9664557	0.8594502	0.94587094	0.9350223	0.9531571	0.9580623	0.959883	0.92486143	0.91228974	0.9163963	0.8881124	0.92068267	0.9297727	0.9693191	0.9457613	0.92392796	0.9321386	0.94930047	0.9053206	0.94211096	0.9524766	0.9344768	0.9360028	0.9324245	0.9333374	0.9413098	0.93755466	0.92080486	0.90487385	0.9349832	0.94586223	0.93438005	0.9630944	0.9432566	0.9652247	0.9094342	0.9033029	0.9210089	0.91635054	0.940333	0.9468982	0.89297915	0.92672354	0.93873274	0.93644994	0.9464667	0.9538483	0.93688405	0.931696	0.8933876	0.94018507	0.92084426	0.9488412	0.9358831	0.94129884	0.9439087	0.94790477	0.95655906	0.9211235	0.93350327	0.9161834	0.959615	0.9538054	0.9423484	0.84427375	0.95609045	0.9507157	0.9339176	0.90022695	0.8854194	0.9354255	0.91615355	0.8851338	0.873609	0.95617294	0.9447848	0.8812234	0.8804577	0.96295124	0.9737059	0.95155096	0.9367274	0.9180062	0.93508434	0.9771249	0.9522355	0.80705667	0.9575475	0.9539363	0.9397881	0.90795684	0.95737004	0.9222773	0.92608035	0.88720435	0.9277856	0.95546013	0.873703	0.9458044	0.90344036	0.95329833	0.9266079	0.8812458	0.87321377	0.93338513	0.9430732	0.90626127	0.9146578	0.9185857	0.9191835	0.9567736	0.962546	0.9582307	0.9245958	0.96024114	0.9625602	0.88019586	0.95281106	0.96535414	0.93656737	0.9218403	0.94228053	0.70007735	0.94312227	0.9240129	0.89677626	0.9378796	0.94032323	0.9478675	0.92690873	0.9435764	0.96275455	0.79471815	0.9566892	0.95941806	0.9026848	0.9831474	0.94068784	0.9223394	0.9237654	0.961793	0.93153644	0.96432185	0.9327664	0.9063236	0.93641526	0.9205611	0.95052767	0.94610536	0.93419397	0.9505478	0.9425455	0.9201064	0.94178337	0.94421774	0.96000737	0.9460427	0.93314034	0.9338272	0.917859	0.9752583	0.93304306	0.96041167	0.9132348	0.918594	0.93518996	0.8993986	0.8987572	0.9333375	0.9580413	0.956027	0.9129939	0.95843464	0.95718044	0.931872	0.9180426	0.95686257	0.92903197	0.8827162	0.9602683	0.9619057	0.89184034	0.92906845	0.92486763	0.92626184	0.9479291	0.9142328	0.8869289	0.9004391	0.945282	0.94077784	0.9422159	0.9068153	0.95161426	0.9570785	0.9642385	0.9343827	0.94982606	0.9218929	0.9344137	0.91713536	0.98481715	0.95422584	0.95147854	0.9275404	0.9501168	0.957184	0.94827336	0.9507212	0.93960786	0.9031331	0.9354461	0.97298795	0.9306783	0.94098055	0.9533699	0.9338198	0.954709	0.9593482	0.9305666	0.96504486	0.96694696	0.92855215	0.94897413	0.86563003	0.9402142	0.9136671	0.94832593	0.9471137	0.9565168	0.9365451	0.90140134	0.9443025	0.9611165	0.9532604	0.92381823	0.9503567	0.94191474	0.87808853	0.9112956	0.95507145	0.9476191	0.94007784	0.95029116	0.8849853	0.94504714	0.950686	0.96844774	0.9382401	0.9554812	0.9133825	0.95747507	0.94376576	0.9390398	0.93439674	0.90525305	0.9500755	0.97086716	0.92892796	0.9165222	0.97634816	0.90552807	0.9362492	0.96271515	0.9351424	0.94802266	0.9060025	0.9400564	0.9299793	0.9232758	0.93820965	0.88900423	0.9082051	0.91157496	0.93286675	0.93664694	0.9273666	0.93442476	0.92322946	0.95785344	0.9255001	0.9482235	0.93959665	0.9332298	0.9299742	0.95176804	0.9623143	0.95224005	0.95514137	0.9420323	0.9617815	0.96816736	0.94948655	0.90039706	0.9287447	0.95539093	0.96006036	0.89848983	0.9325587	0.93563825	0.95218605	0.9019817	0.9443537	0.91105056	0.956185	0.93368	0.89969087	0.9371766	0.74683523	0.9289448	0.7963264	0.8657703	0.97410387	0.91566104	0.9534276	0.9120835	0.9306831	0.9202949	0.91165864	0.9485172	0.94478333	0.94256955	0.9482992	0.89564705	0.959805	0.93887967	0.94892454	0.9243947	0.9316547	0.9302753	0.9385371	0.9758624	0.9719112	0.9590667	0.928508	0.96307474	0.925175	0.9734835	0.9708868	0.9151605	0.944542	0.96417767	0.89184606	0.9222344	0.97777134	0.92248714	0.9581005	0.97664934	0.93768483	0.94208795	0.958046	0.91230047	0.94166386	0.957433	0.9480408	0.9480812	0.95063645	0.9648226	0.9352327	0.93418986	0.9462554	0.9435205	0.9068541	0.95058906	0.9156554	0.94087553	0.93282497	0.936073	0.8746741	0.9600568	0.8175498	0.9398873	0.943274	0.94999456	0.9511339	0.95391226	0.9562579	0.9075048	0.9526525	0.89783853	0.9558166	0.93633145	0.9201996	0.9485048	0.9387038	0.9404798	0.84626055	0.95433074	0.9127312	0.93231004	0.9402107	0.9652202	0.92497224	0.94701916	0.9065087	0.9235939	0.9188373	0.938517	0.89615893	0.94683504	0.9650193	0.9487337	0.9667297	0.9707341	0.9536404	0.94415826	0.9708318	0.9221994	0.9445368	0.96187973	0.93634117	0.9444931	0.95009685	0.94815004	0.8311435	0.93665737	0.916202	0.924951	0.93441176	0.9572936	0.9487207	0.91331726	0.88398904	0.93579745	0.94921094	0.93467164	0.9700051	0.9213568	0.9344583	0.86367327	0.8428931	0.9470384	0.9090575	0.9476466	0.926039	0.95853525	0.93674535	0.95094	0.94312334	0.94431216	0.9466585	0.946501	0.9312081	0.96134055	0.95795125	0.94726396	0.95541394	0.91600597	0.9295674	0.93423814	0.974609	0.8900601	0.9357097	0.954017	0.97410935	0.8885529	0.9223327	0.9799201	0.90756255	0.9446411	0.88505477	0.950871	0.9508019	0.9351993	0.9491981	0.90868163	0.9349432	0.95206505	0.80576557	0.95360035	0.95061386	0.93408144	0.91577655	0.97360003	0.9408934	0.92497945	0.93676615	0.94715524	0.9431925	0.8365473	0.9372054
300.000/num	0.7747419	0.7944717	0.0	0.9143743	0.8942607	0.86099005	0.9204269	0.8070163	0.91914755	0.9057782	0.8434775	0.8458941	0.93096685	0.84954077	0.8766868	0.86116314	0.87521935	0.8560462	0.9099139	0.86120445	0.88149637	0.9126785	0.93896097	0.7734027	0.8237395	0.9214068	0.9580288	0.9215845	0.840475	0.87058175	0.9427303	0.78113514	0.8279855	0.9179311	0.9279611	0.8148552	0.81206656	0.79317695	0.9037227	0.6534724	0.852534	0.902935	0.8926687	0.9125817	0.9202068	0.77852863	0.8517004	0.84881485	0.7595033	0.8220129	0.8064223	0.9399377	0.8683201	0.8688264	0.86404586	0.92543423	0.83812374	0.8694986	0.885054	0.8729856	0.8061257	0.911488	0.8685632	0.8665725	0.8762072	0.8443359	0.85276115	0.8651402	0.88747597	0.8867297	0.88410544	0.8971306	0.89165944	0.78410673	0.81450987	0.8292711	0.85199475	0.8879026	0.89892846	0.8154899	0.87464094	0.8954632	0.8519191	0.8747168	0.8470222	0.87934095	0.84071165	0.8034606	0.89262754	0.8260949	0.8977981	0.91156375	0.8538057	0.8769978	0.76433617	0.88949305	0.87633365	0.8309713	0.79584914	0.905594	0.85014665	0.87630385	0.6928265	0.9118101	0.8896718	0.889311	0.7896353	0.7415764	0.89336175	0.90254736	0.8315172	0.86416566	0.9052075	0.9098239	0.82558703	0.7097054	0.9335906	0.93877226	0.9406213	0.81068337	0.81005967	0.92237455	0.9147398	0.8574118	0.51614875	0.92459494	0.9083779	0.92896646	0.8941873	0.8796328	0.9311766	0.86882293	0.75844705	0.899721	0.9121514	0.76036704	0.8753987	0.8892273	0.8911767	0.853469	0.81359076	0.7689084	0.9159012	0.8930066	0.760078	0.8589685	0.78801346	0.8312612	0.91824675	0.88444847	0.9075679	0.9030347	0.9297162	0.9160964	0.7994629	0.9130844	0.90858257	0.8892119	0.826552	0.93815297	0.49309766	0.92191905	0.88351	0.7847222	0.8784149	0.9025188	0.88481784	0.84280205	0.93293303	0.8916228	0.56722176	0.8728998	0.949777	0.7822039	0.9198529	0.84536576	0.868796	0.8477863	0.9277934	0.8532618	0.90702254	0.8981637	0.83602035	0.82916397	0.83589643	0.94239074	0.85727537	0.8698016	0.9148847	0.9195212	0.85125357	0.871657	0.89506316	0.891883	0.9218802	0.89927673	0.8675365	0.8370838	0.9602075	0.8736386	0.9163374	0.840363	0.8129689	0.83599603	0.73639774	0.78409475	0.8754508	0.93208563	0.7739707	0.8401691	0.92920655	0.9125154	0.8473915	0.9085714	0.8872784	0.8931445	0.8077847	0.9172459	0.915103	0.7802671	0.87745667	0.8602664	0.89674985	0.8968567	0.86587816	0.84695905	0.80076873	0.8577875	0.90610933	0.9254639	0.8980346	0.9140709	0.89008135	0.86409897	0.80833364	0.84704316	0.8097922	0.83662575	0.88708353	0.9506781	0.86713004	0.8867874	0.8480077	0.8688114	0.9054328	0.9336298	0.911324	0.9172667	0.7865624	0.89023113	0.9141816	0.88708377	0.89344	0.9033901	0.904558	0.8384546	0.84941745	0.8440572	0.9265433	0.892441	0.8564929	0.93709576	0.7612879	0.9466552	0.85410297	0.91356385	0.9110152	0.9024318	0.88062567	0.80252326	0.9013127	0.89375454	0.86665505	0.8266926	0.9412162	0.9091987	0.6932242	0.7990821	0.9202519	0.8693335	0.79820776	0.9081292	0.8165896	0.897963	0.88383836	0.936874	0.8802204	0.9245212	0.8149927	0.9325192	0.87211806	0.8953209	0.87112343	0.84440523	0.9101396	0.89911485	0.82355464	0.8300351	0.9169076	0.8394262	0.9047681	0.91832095	0.8201907	0.8616196	0.8230368	0.8854293	0.8461121	0.8787876	0.91035926	0.75369096	0.7931758	0.80117714	0.79003185	0.8187585	0.7886284	0.80031776	0.8779174	0.95236516	0.87566584	0.8912561	0.8741693	0.82934374	0.92350435	0.90966725	0.89573544	0.95411074	0.8981415	0.90052736	0.8937001	0.92455643	0.874747	0.84725124	0.79031616	0.9046086	0.84740186	0.8395009	0.8976556	0.8745014	0.8909627	0.8524201	0.88396	0.85347474	0.8728133	0.8642182	0.7940332	0.87415963	0.56012416	0.8789557	0.7245956	0.8822086	0.9038724	0.8055886	0.8714235	0.8090633	0.87119853	0.8772915	0.81434476	0.8181003	0.8552121	0.9194328	0.92351025	0.78831536	0.9092871	0.9273963	0.9534491	0.88384247	0.8696354	0.9285616	0.8780277	0.9156466	0.9157499	0.90896326	0.9034606	0.8997162	0.8097932	0.92806643	0.91932255	0.86619234	0.87685317	0.93143797	0.8212158	0.9293823	0.91454434	0.89846593	0.9244752	0.9049318	0.77106065	0.9162379	0.8639083	0.83376384	0.85342926	0.90261847	0.9152739	0.8604096	0.9162529	0.89994144	0.85374296	0.8783787	0.88293844	0.89034647	0.7949475	0.87271786	0.83795404	0.88049936	0.80075526	0.8234321	0.72713923	0.92758715	0.6272042	0.87764347	0.90838915	0.9075776	0.8954429	0.89716554	0.93132454	0.88825417	0.9125197	0.82942885	0.930942	0.8831463	0.7844583	0.8954334	0.876814	0.859039	0.765501	0.912205	0.8398364	0.83098394	0.8954352	0.89621985	0.9117691	0.90085566	0.7463878	0.89066267	0.83194315	0.86835134	0.7534273	0.91849875	0.84361815	0.9252057	0.91806155	0.8641398	0.86987644	0.81847245	0.9369565	0.8535569	0.9268051	0.8658525	0.8739826	0.9442596	0.9094931	0.94796574	0.709303	0.86514276	0.8572066	0.8843736	0.786709	0.8916567	0.89425474	0.7845556	0.7397835	0.8258667	0.9248525	0.87821615	0.92007923	0.7971379	0.8535683	0.78312063	0.6972847	0.8936688	0.8304947	0.8990079	0.8089444	0.914495	0.87029004	0.943045	0.88958085	0.91836125	0.8921016	0.91073227	0.87109095	0.909399	0.8748885	0.9078067	0.9355677	0.8204616	0.8214007	0.8538145	0.9374845	0.7654912	0.8357561	0.8805277	0.93125796	0.7672562	0.82799375	0.96444523	0.8188158	0.90281624	0.7119509	0.8957821	0.9045976	0.88795817	0.93421596	0.7899394	0.86745477	0.87744033	0.6149789	0.92369556	0.88979447	0.84791064	0.8266196	0.9300005	0.8807348	0.90090275	0.8144249	0.8323073	0.8401385	0.76658154	0.8717488
