	subliem/adj	mag/verb	heers/verb	stijf/adj	hard/adj	verdrietig/adj	weggebruiker/noun	zit_op/verb	kijk/verb	kort/adj	breek_af/verb	glans/noun	op/adv	tegelijk/adj	antwoord/noun	kalm/adj	dikwijls/adj	veelvuldig/adj	laag_DIM/noun	dier/noun	trots/noun	streep/noun	verontwaardigd/adj	uitgewoond/adj	klinker/noun	cd/noun	soundtrack/noun	plots/adj	nacht/noun	sport/noun	punt/noun	droog/verb	herhaling/noun	neerslachtig/adj	laat/adj	e/noun	blik/noun	geheel/noun	tintel/adj	vlot/adj	variant/noun	moedeloosheid/noun	oog_DIM/noun	weer/adv	keel/noun	kreet/noun	theater_zaal/noun	waai_aan/verb	acteur/noun	zucht/noun	plotseling/adj	wit/adj	veraf/adj	zie/verb	oppervlak/noun	bewust/adj	rafelig/adj	karakter/noun	lig/verb	klop/noun	meisje/noun	slag/noun	voorstelling/noun	dring_door/verb	te/adv	zend/verb	gekweld/adj	licht/adj	verdriet/noun	droog/adj	auto/noun	droef/adj	15.30/noun	doods/adj	koud/adj	onderbouwd/adj	nauw/adj	knal/noun	weinig/adj	leegte/noun	zender/noun	vuil/adj	rinkel/adj	wen/verb	teken/noun	dringend/adj	verte/noun	kant/noun	roffel/verb	verdwijn/verb	vaak/adj	staar/verb	noem/verb	lens/noun	bom/noun	deels/adv	brok/noun	nauwelijks/adv	plomp/adj	zwart/adj	mislukkeling/noun	bedoening/noun	enigszins/adv	schouw/noun	ga_schuil/verb	spiegel/noun	druk_uit/verb	avond/noun	ceremonieel/noun	oog/noun	beland/verb	radeloosheid/noun	geel_groen/adj	altijd/adv	illustreer/verb	vloek/noun	storend/adj	teleurstelling/noun	glijd/verb	vloer/noun	diep/adj	weerklink/verb	glas/noun	kogel/noun	geworden/adj	wanhoop/noun	begin/verb	paar/noun	slechts/adv	steevast/adj	wentel_af/verb	dreun/verb	schitter/verb	periode/noun	buur/noun	loop_vast/verb	het/noun	doorbraak/noun	stijg_op/adj	heerlijk/adj	ondersteund/adj	laat_af/adj	toon/noun	nadruk/noun	anti_climax/noun	ruk/verb	stil/adj	kleur/noun	streep_DIM/noun	helderheid/noun	hevig/adj	geluid/noun	opeens/adv	laat/verb	auteur/noun	schoot/noun	poging/noun	klik/noun	oog_lid/noun	dreun/adj	dik/adj	gevoel/noun	pijn/noun	gevuld/adj	butler/noun	begeleid/adj	veranderlijk/adj	gezoem/verb	finaal/adj	huid/noun	contrasteer/verb	vertolk/verb	troosteloos/adj	hoop_DIM/noun	kijker/noun	donker/adj	beetje/noun	trom/noun	sta/verb	kom_neer/verb	uittocht/noun	strijker/noun	bol/noun	iets/adv	ellende/noun	er/adv	tweedehands/adj	vluchteling/noun	been/noun	veeleer/adv	hoe/adj	prettig/adj	daar/adv	gevolgd/adj	hoofd/noun	klink/verb	electronisch/adj	toe/adv	enthousiasme/noun	geef/verb	appel/noun	kerkklok/noun	vies/adj	voorraad/noun	hoog_oven/noun	dooier/noun	tempo/noun	vloek/verb	explosie/noun	loop_uit/verb	leer/noun	klap/noun	miserie/noun	vervolgens/adv	vulpen/noun	almaar/adv	besneeuwd/adj	opgenomen/adj	duur/adv	onduidelijk/adj	zo/adv	razernij/noun	lees_voor/verb	klater/adj	indruk/noun	aanmoediging/noun	net/adj	spring/verb	ritme/noun	helder/adj	gek/adj	lijden/noun	klank/noun	piano/noun	dauw/noun	1998/noun	bont/noun	haar/noun	papier/noun	vlak/adj	ruw/adj	verkeer_ellende/noun	dof/adj	wek/verb	gezicht/noun	maak/verb	veld/noun	kas/noun	overdreven/adj	drum/noun	bleek/adj	lethargie/noun	last/noun	autistisch/adj	eerlijk/adj	schot/noun	bonk/verb	o/noun	onverschillig/adj	schoen/noun	dwaal/verb	even/adj	oud/adj	verf/noun	coupé/noun	wat/adv	blad/noun	verword/verb	sluit_af/verb	ster/noun	gestommel/verb	goud/noun	word/verb	kaal/adj	oor/noun	dan/adv	percussie/noun	vermoeidheid/noun	signaal/noun	ondersteun/verb	ondoordringbaar/adj	eufemistisch/adj	kleur/verb	talent/noun	zang_stem/noun	stof/noun	zoet/adj	beton_blok/noun	hoor/verb	bijna/adv	recept/noun	stralend/adj	zelfs/adv	beteken/verb	ga_samen/verb	spierwit/adj	poeder/noun	en/adv	berusting/noun	zand/noun	redding/noun	oog/verb	storing/noun	moment/noun	zeurderig/adj	wissel_af/verb	regen/noun	staart/noun	bas_lijn/noun	merkwaardig/adj	schilderij/noun	hol/adj	hang/verb	zelfmedelijden/noun	krokus_vakantie/noun	pas/verb	veredeld/adj	vreemd/adj	twintigjarige/adj	verweerd/adj	werkelijkheid/noun	boor/verb	seconde/noun	voortreffelijk/adj	akelig/adj	soms/adv	loutering/noun	gelatenheid/noun	by/noun	geklets/verb	song/noun	onmiddellijk/adv	tamelijk/adj	zege/noun	zwart/noun	neem_in/verb	koper/noun	sfeer/noun	vals/adj	praat/verb	naar/adj	val/adj	volg/verb	zwaar/adj	smak/verb	shirt/noun	verkrampt/adj	somber/adj	den/adv	dreun/noun	veroorzaakt/adj	vorm/noun	druif/noun	muziek/noun	gruwel/noun
subliem/adj	0.0	0.86701083	0.8335508	0.8663484	0.75368696	0.8585136	0.91601527	0.8825641	0.86043644	0.87707484	0.88731295	0.69085526	0.8029902	0.7077193	0.86727405	0.6524361	0.74136686	0.80877936	0.8201872	0.825513	0.8546087	0.7974063	0.8821746	0.8091251	0.8298412	0.6506982	0.6166799	0.7956539	0.89614445	0.8525115	0.89527357	0.8194264	0.8290924	0.7494823	0.78645283	0.8481081	0.7962196	0.64709044	0.69211257	0.7647951	0.8259092	0.86977935	0.85445297	0.7759497	0.79791087	0.66570747	0.8369942	0.8218877	0.6416826	0.77659655	0.7125851	0.8430597	0.75240505	0.8044475	0.8094388	0.85493267	0.7696868	0.7323967	0.91916895	0.90941894	0.872266	0.8625505	0.6002354	0.85616904	0.86381835	0.83899987	0.75233555	0.7573258	0.8028715	0.7731269	0.9158385	0.6917007	0.8464705	0.78809214	0.85315573	0.76107734	0.7190327	0.7373247	0.84771675	0.786044	0.8772358	0.85402334	0.7796527	0.7889485	0.85223407	0.8810873	0.7657339	0.8548642	0.72654843	0.8404778	0.75907135	0.8206573	0.899628	0.8519136	0.8951356	0.8349107	0.82036656	0.8391682	0.83387196	0.8453789	0.762437	0.81335664	0.8292642	0.79984164	0.7697722	0.88644314	0.8066305	0.7546494	0.8925089	0.8111844	0.79584336	0.83831966	0.870652	0.7921624	0.6834369	0.83954096	0.75492644	0.8094921	0.71168244	0.7982768	0.76576006	0.6879981	0.8394443	0.8581456	0.7638424	0.7424017	0.8870074	0.74286294	0.8731966	0.7229817	0.903161	0.7439873	0.7280858	0.8697468	0.8883852	0.77816665	0.8869568	0.8341762	0.8474074	0.61470115	0.5974773	0.84154224	0.5961631	0.74994755	0.77820396	0.8343367	0.78319526	0.70225054	0.7981473	0.58594215	0.8158424	0.66798794	0.7303019	0.8598001	0.7724053	0.78237206	0.72087216	0.8099917	0.82153285	0.70412576	0.7859656	0.7666436	0.8702184	0.7487614	0.8358816	0.5924085	0.7694971	0.8825245	0.7226589	0.8105279	0.7524202	0.59109664	0.81565845	0.8729041	0.83531463	0.69520277	0.78245115	0.86347127	0.9050479	0.7585598	0.8846203	0.5768008	0.78686583	0.7791041	0.8301573	0.86951524	0.8869121	0.91594434	0.8722344	0.73694134	0.81278765	0.6856557	0.8449751	0.7476851	0.8659197	0.62236214	0.6925633	0.7395942	0.82738113	0.82818556	0.87004083	0.84513545	0.8374722	0.860072	0.8463761	0.85697204	0.64072156	0.80471605	0.7411788	0.7822431	0.73400563	0.8502935	0.82264507	0.7860618	0.86950177	0.78111595	0.81459695	0.62327266	0.8461292	0.8260202	0.83004415	0.8382158	0.7173622	0.7137441	0.8160059	0.81572205	0.75166404	0.71794796	0.59754694	0.6658917	0.88082814	0.7621285	0.56080014	0.58235204	0.86697894	0.94432193	0.8466345	0.867991	0.8667765	0.7715506	0.76698476	0.89003164	0.6412991	0.84578437	0.8496493	0.8646935	0.8466022	0.8829789	0.80581367	0.65302813	0.8097882	0.8280385	0.9585347	0.86234534	0.87275827	0.7328657	0.8632071	0.8362026	0.7742991	0.8703907	0.80940557	0.7598279	0.81537163	0.8811836	0.8334748	0.7674428	0.8853901	0.9162646	0.9046634	0.7600102	0.86695343	0.8329948	0.8270845	0.7481502	0.8007339	0.8814505	0.5311657	0.84161115	0.83197135	0.5209725	0.8339515	0.86047757	0.7538382	0.8378926	0.69664145	0.8793435	0.7644125	0.85905695	0.6931077	0.812182	0.8126696	0.8082971	0.76218116	0.7888428	0.58384883	0.8893025	0.8500881	0.7377292	0.78707576	0.85328054	0.614077	0.7871094	0.9318249	0.71245515	0.793414	0.6177803	0.8099872	0.8446989	0.6843279	0.72846395	0.8291612	0.7490363	0.85770327	0.81119245	0.9212564	0.70824385	0.823966	0.7963387	0.8763891	0.8357899	0.7950851	0.83405054	0.8147861	0.42616624	0.7520279	0.65330815	0.80008566	0.7399243	0.81631655	0.8707068	0.541253	0.758602	0.7507865	0.8566884	0.7795521	0.86276114	0.7643702	0.6240923	0.85482204	0.7768381	0.80818623	0.85409427	0.7405101	0.8798676	0.8049509	0.84534836	0.8222414	0.7363688	0.8426748	0.72016597	0.8417611	0.7710052	0.83550733	0.5944924	0.8420459
mag/verb	0.86701083	0.0	0.9288333	0.8220504	0.8307278	0.88553643	0.8419738	0.84491235	0.81737137	0.83371013	0.79561394	0.8783846	0.7860774	0.88403666	0.9092915	0.87139845	0.80490094	0.80230916	0.8961903	0.81178707	0.8629708	0.89431405	0.8452211	0.9007243	0.9156996	0.9242522	0.9400676	0.8386078	0.9436951	0.85561335	0.9374991	0.83253205	0.8882413	0.8227634	0.8097064	0.9011594	0.83408046	0.78647095	0.92514163	0.8692963	0.88128436	0.9410592	0.86056495	0.6718422	0.86859995	0.82619935	0.93239	0.89030373	0.8927899	0.8744151	0.8528594	0.8460819	0.85258627	0.8286264	0.9137487	0.8797618	0.75203425	0.8721015	0.89811796	0.92771333	0.9190013	0.9478939	0.9001132	0.92132425	0.8301105	0.88106567	0.89048946	0.83460313	0.9062622	0.8375619	0.8979317	0.861255	0.9657094	0.83141637	0.8573868	0.9221834	0.90554583	0.86930245	0.7740519	0.9282959	0.80560446	0.8256947	0.8654845	0.7814974	0.93464357	0.8386901	0.8611416	0.84185684	0.88641196	0.8493893	0.69906473	0.836297	0.8785063	0.9142575	0.8924351	0.7968669	0.932814	0.761709	0.84584785	0.8559254	0.9156402	0.9218403	0.8370379	0.81805795	0.90892684	0.84785485	0.910443	0.8483476	0.91073006	0.8404443	0.8724836	0.868547	0.9007747	0.7612616	0.94075036	0.84357023	0.85745597	0.8201516	0.91325915	0.8570143	0.8469545	0.9144712	0.84300166	0.8559054	0.89227074	0.91869146	0.84018385	0.8067909	0.84336126	0.8157466	0.9073901	0.86951447	0.8762053	0.94524956	0.7707348	0.92869264	0.830631	0.92523843	0.9485368	0.817135	0.9027436	0.94694066	0.8825558	0.9148399	0.90314794	0.89223766	0.7939995	0.8611736	0.81344575	0.9412728	0.90044403	0.8865365	0.78206366	0.7791171	0.8716233	0.8695881	0.92719513	0.9231737	0.81538683	0.91619563	0.85162127	0.87280697	0.846832	0.8761374	0.9694938	0.9318434	0.96950287	0.8849653	0.90446067	0.86397994	0.9435005	0.917748	0.86723053	0.82798564	0.83811843	0.8315541	0.7624478	0.93986374	0.8425237	0.8763711	0.93279076	0.9076803	0.87873405	0.81698644	0.8659546	0.8045859	0.8149639	0.8755599	0.9159373	0.83179086	0.82656384	0.8029569	0.7772039	0.90758896	0.8915248	0.85605437	0.93531305	0.76489973	0.8828203	0.9299773	0.8271288	0.9394592	0.75413144	0.8872797	0.9801255	0.95310026	0.87311995	0.80951047	0.9123627	0.85010356	0.85976315	0.890631	0.90158296	0.8019855	0.9442179	0.79932106	0.8609183	0.9427476	0.8355838	0.924807	0.8110527	0.9476293	0.8489653	0.9205931	0.8690343	0.90927404	0.80500895	0.86534846	0.92160153	0.8796655	0.80538327	0.8783635	0.8884205	0.91712797	0.9410434	0.9225212	0.861186	0.88416874	0.86875874	0.872259	0.82636225	0.979615	0.7249403	0.91603786	0.89521146	0.81080735	0.891347	0.943012	0.73988795	0.94355136	0.8639292	0.8646167	0.8026937	0.9020148	0.91131055	0.9041671	0.883007	0.93453205	0.86715776	0.84378487	0.863466	0.73402584	0.78757036	0.8663484	0.89092106	0.7988464	0.8973552	0.9267667	0.87364304	0.918505	0.84536624	0.84573793	0.61251307	0.82545567	0.838799	0.70503163	0.9246902	0.9314447	0.9189185	0.901122	0.93839514	0.7857967	0.881934	0.9147086	0.9394448	0.89775723	0.83690816	0.8130319	0.8699473	0.8621557	0.94972867	0.8929109	0.7437432	0.83531815	0.92431116	0.9101068	0.9474275	0.6979398	0.9065702	0.8783676	0.90547687	0.81264925	0.88594425	0.9056303	0.7737499	0.9223638	0.855193	0.82816654	0.8923638	0.82539	0.87092775	0.8026969	0.7797636	0.9220238	0.9504576	0.85114425	0.828054	0.7243228	0.9684528	0.89488006	0.8890253	0.8271676	0.89868456	0.9117295	0.7999631	0.7445711	0.9246718	0.91042924	0.96323407	0.86200684	0.8691593	0.931372	0.8989935	0.9305438	0.8839634	0.8693542	0.81285894	0.8954168	0.8161015	0.7778638	0.8024586	0.9097544	0.83436054	0.9149827	0.9321959	0.86458594	0.8186866	0.7879825	0.8386147	0.86946136	0.9583059	0.8785278	0.9344177	0.8692689	0.85210496
heers/verb	0.8335508	0.9288333	0.0	0.8306587	0.8218211	0.6787909	0.8810964	0.78127444	0.8350003	0.8895638	0.9020154	0.85089517	0.90937126	0.6186005	0.84316343	0.7122755	0.8372594	0.86105615	0.86354375	0.86479825	0.6123972	0.8348279	0.8651655	0.8869753	0.9118183	0.90482867	0.8207791	0.6794071	0.79833364	0.93060666	0.90862733	0.9219873	0.83963007	0.7704208	0.90434134	0.93965054	0.58682036	0.80809623	0.8532169	0.9134064	0.8930928	0.50542283	0.93167967	0.801764	0.83629215	0.7159678	0.8813464	0.82579195	0.83451736	0.6377671	0.7367085	0.8244854	0.8935725	0.8010036	0.82699305	0.81898385	0.89359426	0.72781485	0.79540795	0.9056903	0.83862466	0.90581214	0.7497082	0.7519024	0.82560956	0.9045492	0.78298116	0.64704454	0.5370515	0.843879	0.88906205	0.71075094	0.90713066	0.6977	0.7448087	0.8553432	0.8949811	0.87733024	0.78324854	0.5590013	0.9759145	0.8198745	0.8749203	0.8871395	0.76840925	0.8926939	0.7791099	0.7266207	0.9156791	0.7875002	0.7044865	0.7204578	0.76672345	0.86074585	0.9012936	0.8281752	0.83746994	0.7638657	0.88828593	0.81365347	0.84873056	0.6818695	0.71581316	0.8946148	0.66562915	0.85216624	0.7037366	0.8168677	0.8729297	0.72551906	0.7703681	0.5851151	0.9049506	0.725347	0.8165713	0.8070061	0.7453526	0.5618143	0.7809963	0.8025739	0.6205579	0.742048	0.8319071	0.94411385	0.77257234	0.4437424	0.79663503	0.8980462	0.7083694	0.73398954	0.87029153	0.8921977	0.7254287	0.80417144	0.86212665	0.80672824	0.8603904	0.75366026	0.9010066	0.7377011	0.8591103	0.80254	0.7239336	0.91407037	0.745815	0.91153306	0.6313908	0.8002448	0.90330786	0.85756004	0.8345857	0.7419461	0.7379707	0.91215134	0.8294968	0.8313607	0.84834427	0.8699138	0.8865688	0.80320764	0.8271553	0.4746667	0.6684911	0.8664597	0.9293902	0.7704079	0.89836866	0.7550974	0.83618695	0.8193798	0.664703	0.7341223	0.7510713	0.78475827	0.86896205	0.7078264	0.72690344	0.83677393	0.8452909	0.8514326	0.8478009	0.8308308	0.87307185	0.71860087	0.7333431	0.66755396	0.8800334	0.8029491	0.89573115	0.63477576	0.7559164	0.705518	0.74603903	0.8764039	0.8799822	0.64044964	0.8486937	0.76585007	0.76047415	0.8848817	0.9002058	0.8041405	0.87263656	0.9189819	0.88906825	0.90374744	0.8549789	0.82843685	0.86693764	0.7953345	0.9272377	0.7745195	0.81183165	0.7414855	0.9452115	0.79303175	0.77594674	0.87499106	0.8342346	0.84092236	0.7544939	0.7256977	0.89802784	0.8720177	0.6794944	0.8749051	0.86752546	0.88281596	0.7201512	0.8351223	0.7988645	0.8088407	0.7451186	0.83930725	0.9271933	0.9594049	0.93499804	0.8504696	0.8710153	0.78036314	0.8511441	0.89142656	0.5509408	0.6537644	0.6631832	0.8251649	0.75896305	0.89615464	0.84503233	0.9017587	0.8422874	0.8318412	0.8427785	0.81141645	0.8195075	0.8542166	0.9344483	0.8952204	0.82001656	0.88644075	0.8394599	0.75181794	0.8590015	0.8542549	0.9080294	0.69057167	0.9297917	0.73164	0.9506655	0.8740986	0.8986578	0.90983236	0.87873757	0.73265254	0.82078946	0.8020822	0.88341504	0.61999595	0.80862176	0.9379951	0.71691537	0.8446069	0.7694453	0.8348026	0.9121442	0.88044894	0.7457055	0.9075156	0.76024944	0.692089	0.79477817	0.7903178	0.64492935	0.7501518	0.8761814	0.92956525	0.87897533	0.8144449	0.49923307	0.86142963	0.8134986	0.6652153	0.9012587	0.63253695	0.9066279	0.70332694	0.7794612	0.8582001	0.8724562	0.6289731	0.79652035	0.76805776	0.64706993	0.8012061	0.88999295	0.8082923	0.91158885	0.6975292	0.8616489	0.84525216	0.7634728	0.8437561	0.8441939	0.8748962	0.6110088	0.61125934	0.75096446	0.49421394	0.9141476	0.8110795	0.7772347	0.906228	0.71819365	0.9168108	0.83486146	0.8863114	0.868402	0.39457768	0.82707095	0.7961772	0.7625682	0.8963726	0.7804264	0.837057	0.85684633	0.877686	0.839608	0.5782007	0.8791655	0.86467326	0.8696772	0.717504	0.9358841	0.7827509	0.84249675
stijf/adj	0.8663484	0.8220504	0.8306587	0.0	0.7138916	0.8518741	0.8839377	0.8177226	0.8309536	0.7453311	0.8771087	0.80246377	0.86377716	0.715937	0.8643801	0.8179481	0.6662487	0.84327	0.81092656	0.8880199	0.8536646	0.8136233	0.81875026	0.7543075	0.84621364	0.8888384	0.89603955	0.73942673	0.8178448	0.8666593	0.9452417	0.83032215	0.8826202	0.73284215	0.8403172	0.901518	0.7112744	0.63955504	0.70053923	0.75293696	0.8523341	0.83938056	0.71369445	0.71490014	0.7015745	0.74716794	0.89968497	0.8330947	0.82707477	0.7910588	0.74838746	0.6593581	0.84578854	0.84085363	0.7354356	0.85719234	0.73177755	0.72251153	0.8517279	0.7875082	0.78985035	0.83644	0.7876567	0.8912598	0.66824245	0.9018916	0.83596975	0.7013174	0.859136	0.63726926	0.90356416	0.75316536	0.853642	0.6715635	0.57926065	0.8641233	0.866297	0.87689	0.74710274	0.8617107	0.929852	0.75801116	0.86033094	0.76811826	0.7480013	0.93732893	0.843239	0.73848045	0.8313869	0.8407344	0.665636	0.7430078	0.84679806	0.84047484	0.94641477	0.85175145	0.7994929	0.79332674	0.6977111	0.70710117	0.86232287	0.7450272	0.6734797	0.8946715	0.79336965	0.83585024	0.8218144	0.8658576	0.89004296	0.7261437	0.82812595	0.8568035	0.87185633	0.7107842	0.81663483	0.7324287	0.8212617	0.82619375	0.7474504	0.7911931	0.78538203	0.818931	0.8087013	0.8256916	0.67605466	0.77841425	0.8045908	0.85746455	0.8798287	0.719055	0.87581646	0.82903886	0.8561373	0.8851177	0.8294834	0.89689744	0.85756344	0.933705	0.8469207	0.73826444	0.85204405	0.82213557	0.73790944	0.84356445	0.8661325	0.7981373	0.7975914	0.66990393	0.79601765	0.88930094	0.78294456	0.7970629	0.6983316	0.80718607	0.8195145	0.8556795	0.8926657	0.862056	0.7610114	0.8926727	0.67177635	0.7621628	0.68120337	0.74984396	0.6977151	0.9179601	0.861232	0.89448124	0.9126567	0.6490662	0.7685486	0.8543297	0.6604825	0.84573174	0.8777255	0.6699915	0.627801	0.8409078	0.7347815	0.8043874	0.901507	0.8081429	0.75276977	0.74939585	0.80654204	0.8391289	0.8856522	0.926822	0.5770469	0.7910907	0.7877446	0.6482545	0.7594031	0.86716866	0.7333343	0.7239553	0.8107513	0.78620803	0.838578	0.86937386	0.84631	0.92795306	0.65008616	0.90868294	0.8701663	0.6991136	0.7637822	0.6605505	0.9146045	0.8633561	0.79745156	0.83378214	0.84183145	0.785023	0.84583485	0.7435986	0.7680996	0.823347	0.86510825	0.8692613	0.7703493	0.88485867	0.82188827	0.89283276	0.79468066	0.79309404	0.694678	0.7544331	0.81017345	0.73804665	0.79238033	0.87699586	0.77763164	0.8629699	0.8549458	0.9724379	0.8203715	0.6935961	0.85311806	0.67428815	0.7103819	0.9272364	0.6331065	0.87778616	0.6419328	0.8779311	0.8160604	0.80725235	0.75458795	0.8787594	0.65720767	0.83536905	0.6979979	0.86349994	0.82618064	0.8455827	0.8146109	0.9187613	0.72394335	0.8206206	0.8340216	0.73773956	0.8403562	0.8185115	0.7500978	0.65573573	0.8471228	0.81596804	0.8969137	0.81744915	0.92512393	0.8665537	0.8453442	0.6159351	0.7235607	0.7800304	0.8228636	0.6918297	0.84970057	0.9156948	0.71978986	0.81363	0.7437971	0.8643219	0.8525822	0.84220624	0.7173004	0.8555674	0.8268008	0.69725513	0.84054554	0.7578833	0.7477229	0.9241132	0.89989793	0.7648726	0.77253985	0.7673042	0.8097476	0.8298597	0.8472642	0.65867984	0.8706746	0.9118047	0.7978296	0.7852726	0.7609683	0.6024629	0.8715518	0.75237095	0.83357525	0.72702384	0.702976	0.7760471	0.8484976	0.8686021	0.85687315	0.6448294	0.8209233	0.75726926	0.716778	0.87778044	0.8522115	0.79465353	0.72730106	0.62167645	0.9184641	0.84729403	0.8435971	0.82012594	0.79086673	0.8690578	0.6708686	0.9075506	0.7484034	0.9081612	0.87301064	0.723722	0.87660456	0.90111	0.7767927	0.83759445	0.90180403	0.75463045	0.88181174	0.8157828	0.6257626	0.6862093	0.8620404	0.8293122	0.8210677	0.7648651	0.83156866	0.80383503	0.7902057
hard/adj	0.75368696	0.8307278	0.8218211	0.7138916	0.0	0.8075072	0.86837196	0.81124	0.7665963	0.7218364	0.78648	0.8076329	0.79883224	0.7270614	0.8262827	0.74379706	0.68597984	0.7619423	0.76039743	0.8119413	0.8435499	0.8013623	0.78948665	0.8260763	0.7636183	0.81082326	0.7538924	0.57374084	0.7075224	0.7854445	0.9311234	0.8113332	0.8796512	0.851691	0.76878357	0.9034376	0.7570543	0.7156893	0.76314735	0.7809505	0.80935013	0.88568026	0.8555216	0.6571769	0.6737517	0.6643828	0.89068955	0.82067126	0.8061677	0.81131655	0.6190226	0.7414823	0.7864342	0.7596823	0.74374324	0.78445077	0.7616845	0.7260714	0.7580061	0.7317669	0.87218153	0.75269485	0.82473326	0.752726	0.7107724	0.85086226	0.8215481	0.62093747	0.83943087	0.5504879	0.69058335	0.7695493	0.85040736	0.7261516	0.6232698	0.8620697	0.80878305	0.5873521	0.73903817	0.75804317	0.87093604	0.76240647	0.7756599	0.71178603	0.8561027	0.8647529	0.61866283	0.766027	0.6169561	0.7045202	0.60894465	0.7671818	0.83751786	0.77909875	0.7226186	0.874189	0.76657826	0.814467	0.8225421	0.77149737	0.8548476	0.78016174	0.63660896	0.8598646	0.7591613	0.715536	0.7979771	0.7838791	0.88397926	0.7524002	0.67382526	0.90214765	0.893936	0.79067487	0.78706074	0.80545	0.673157	0.8223871	0.63544047	0.57283217	0.70203006	0.5767764	0.6722789	0.71361756	0.6557019	0.8052263	0.7327943	0.7068955	0.8030217	0.7073895	0.8857926	0.624442	0.8276245	0.881815	0.7704497	0.8488163	0.84002626	0.91589296	0.71704614	0.6452427	0.7382816	0.823408	0.6705636	0.7725157	0.85902834	0.72089434	0.6842667	0.7232693	0.7940013	0.8288618	0.56555915	0.5318713	0.5548189	0.72146904	0.88793904	0.69293344	0.9210782	0.6830564	0.7919719	0.6902158	0.6746119	0.8325466	0.79338205	0.8232407	0.86949563	0.66272867	0.884206	0.7028185	0.7806523	0.77936745	0.7689433	0.87811655	0.7819017	0.8452475	0.8449383	0.6207589	0.71785295	0.6440867	0.78471005	0.77663594	0.87189287	0.69880146	0.72675955	0.62633836	0.8271338	0.7761432	0.8969963	0.9090545	0.7296983	0.8018121	0.7813511	0.7172667	0.74942106	0.67332846	0.5206208	0.5185724	0.6825598	0.5874796	0.75623417	0.80165404	0.8535128	0.65359473	0.6815572	0.86455786	0.9383826	0.78395724	0.72899127	0.7246702	0.66037226	0.83534557	0.7474289	0.5679034	0.84562826	0.58792394	0.89784557	0.7251303	0.80107296	0.7131867	0.8531325	0.77491665	0.7207078	0.8685448	0.85673654	0.6920419	0.8488357	0.7775925	0.5926922	0.7082772	0.57552415	0.6582474	0.650926	0.89103997	0.6102994	0.64088666	0.8168359	0.8420582	0.88342255	0.7466719	0.8386645	0.6036168	0.54156554	0.9124719	0.46339905	0.7295578	0.6850015	0.8037077	0.71818995	0.7933043	0.7407396	0.63335085	0.7185827	0.83929133	0.76528966	0.91447645	0.80622715	0.65938616	0.73433703	0.8639825	0.7218114	0.76186293	0.8362045	0.6432197	0.7531137	0.8059027	0.85613865	0.67428696	0.7742622	0.787653	0.9070476	0.8155588	0.81023884	0.88038504	0.78852683	0.61550903	0.5933472	0.70111966	0.7282071	0.86786824	0.818216	0.85770106	0.71940017	0.8533958	0.7196163	0.9118928	0.8437552	0.74178696	0.7298232	0.78859395	0.47010106	0.6962354	0.8609208	0.7802445	0.6880339	0.7830218	0.78696334	0.7878372	0.82177824	0.62673426	0.85522056	0.73162764	0.77411675	0.7077488	0.8406758	0.7854603	0.7505435	0.7525577	0.6416925	0.7741569	0.7583877	0.6963465	0.8098807	0.67893064	0.76720804	0.8536263	0.8890575	0.7842174	0.8672868	0.6578785	0.90315855	0.7617865	0.688427	0.7826607	0.72069377	0.7968664	0.70862657	0.5617908	0.9323761	0.9058727	0.93762624	0.84701127	0.71517944	0.76003313	0.70282793	0.86394054	0.84120005	0.8093242	0.74788165	0.7608224	0.8369047	0.7783489	0.7168911	0.7419195	0.77367485	0.5642011	0.68176687	0.7748084	0.7315527	0.68017995	0.82844687	0.60773003	0.76257265	0.743034	0.85710686	0.6698954	0.8455335
