	subliem/adj	gedrag/noun	VTM/name	mag/verb	na/prep	heers/verb	hard/adj	stijf/adj	fluit/adj	verdrietig/adj	anderhalf/num	weggebruiker/noun	zit_op/verb	kijk/verb	kort/adj	breek_af/verb	Marat/name	glans/noun	achter/prep	Bart/name	op/adv	Tubeke/name	tegelijk/adj	ervoor/pp	sta_caravan/noun	antwoord/noun	dan/comparative	kalm/adj	veelvuldig/adj	dikwijls/adj	laag_DIM/noun	dicht/adj	dier/noun	trots/noun	Carla/name	die/det	streep/noun	soort/noun	verontwaardigd/adj	uitgewoond/adj	klinker/noun	cd/noun	soundtrack/noun	plots/adj	nacht/noun	sport/noun	en/vg	plaats/fixed	punt/noun	portier/noun	droog/verb	herhaling/noun	neerslachtig/adj	exclusief/adj	laat/adj	e/noun	blik/noun	geheel/noun	wat/det	tintel/adj	vlot/adj	variant/noun	moedeloosheid/noun	oog_DIM/noun	welk/det	weer/adv	keel/noun	kreet/noun	dus/comp	onthul/verb	theater_zaal/noun	waai_aan/verb	acteur/noun	zucht/noun	als/comp	hierop/pp	plotseling/adj	wit/adj	veraf/adj	zie/verb	oppervlak/noun	bewust/adj	rafelig/adj	karakter/noun	lig/verb	haar/pron	klop/noun	met/name	plaats/comp	meisje/noun	kunststof/noun	slag/noun	voorstelling/noun	dring_door/verb	kraan/noun	te/adv	zend/verb	gekweld/adj	licht/adj	verdriet/noun	boven/prep	droog/adj	voet/noun	auto/noun	droef/adj	dat/pron	waarschuw/verb	15.30/noun	doods/adj	koud/adj	onderbouwd/adj	groen/adj	licht/noun	opwinding/noun	overal/adv	nauw/adj	knal/noun	bril_glas/noun	Man/name	weinig/adj	leegte/noun	zender/noun	vuil/adj	sommige/det	rinkel/adj	wen/verb	lach/noun	teken/noun	dringend/adj	verte/noun	als/comparative	zijn/det	matig/adj	kant/noun	roffel/verb	verdwijn/verb	vaak/adj	wat/pron	herinner/verb	beeld/noun	staar/verb	noem/verb	lens/noun	hart/noun	bom/noun	deels/adv	brok/noun	nauwelijks/adv	plomp/adj	zwart/adj	eindig/verb	schaamte/noun	mislukkeling/noun	akoestisch/adj	die/pron	bedoening/noun	vier/num	enigszins/adv	Safin/name	schouw/noun	ga_schuil/verb	uitlaat/noun	bus/noun	in/comp	waas/noun	spiegel/noun	gespannen/adj	druk_uit/verb	avond/noun	Rus/noun	koel/adj	ceremonieel/noun	verdacht/adj	oog/noun	operatie/noun	beland/verb	radeloosheid/noun	bezitter/noun	geel_groen/adj	Ahmet/name	altijd/adv	glazuur/noun	horde/noun	illustreer/verb	want/vg	vloek/noun	verontwaardiging/noun	bederf/verb	raak_kwijt/verb	storend/adj	teleurstelling/noun	glijd/verb	vloer/noun	diep/adj	daarna/pp	weerklink/verb	glas/noun	kogel/noun	geworden/adj	val_af/verb	wanhoop/noun	begin/verb	omschrijf/verb	paar/noun	slechts/adv	steevast/adj	2/noun	buiten/adv	wentel_af/verb	dreun/verb	schitter/verb	stoffig/adj	periode/noun	buur/noun	loop_vast/verb	overloop/noun	het/noun	mijn/det	onder/fixed	doorbraak/noun	ze/pron	weg_versperring/noun	stijg_op/adj	heerlijk/adj	vlak/adv	ondersteund/adj	slapeloos/adj	laat_af/adj	toon/noun	nadruk/noun	populair/adj	anti_climax/noun	ruk/verb	stil/adj	kleur/noun	streep_DIM/noun	verschijn/verb	helderheid/noun	hevig/adj	geluid/noun	opeens/adv	eruit/part	laat/verb	Jagger/name	door/prep	onophoudelijk/adj	auteur/noun	aan/part	ogen/fixed	Londen/name	schoot/noun	poging/noun	klik/noun	oog_lid/noun	dreun/adj	dik/adj	gevoel/noun	pijn/noun	parel/noun	zorgwekkend/adj	gevuld/adj	butler/noun	zoandapos;n/det	begeleid/adj	veranderlijk/adj	hun/det	gezoem/verb	zodat/comp	finaal/adj	huid/noun	contrasteer/verb	laag/adj	Zele/name	allemaal/adv	troosteloos/adj	vertolk/verb	hoop_DIM/noun	kijker/noun	donker/adj	beetje/noun	trom/noun	gast/noun	sta/verb	kom_neer/verb	uittocht/noun	strijker/noun	daarbij/pp	bol/noun	iets/adv	zeker/adv	ellende/noun	er/adv	tweedehands/adj	vluchteling/noun	been/noun	baas/noun	veeleer/adv	hoe/adj	kortom/tag	ver/adj	prettig/adj	daar/adv	gevolgd/adj	hoofd/noun	klink/verb	muur/noun	een/pron	electronisch/adj	toe/adv	enthousiasme/noun	doordat/comp	geef/verb	appel/noun	kerkklok/noun	sla_om/verb	vies/adj	voorraad/noun	enkel/det	hoog_oven/noun	dooier/noun	maak_schoon/verb	nergens/adv	tempo/noun	vloek/verb	explosie/noun	loop_uit/verb	leer/noun	zwak/noun	naakt/adj	klap/noun	miserie/noun	niets/noun	saai/adj	water/noun	vervolgens/adv	vulpen/noun	almaar/adv	besneeuwd/adj	hond/noun	opgenomen/adj	Gullegem/name	duur/adv	onduidelijk/adj	om/part	zo/adv	aanhoudend/adj	je/pron	nadien/pp	rook/noun	razernij/noun	lees_voor/verb	!/name	neer/part	klater/adj	indruk/noun	maar/vg	al/det	geweer_schot/noun	aanmoediging/noun	net/adj	spring/verb	enig/det	ruis/noun	iedereen/pron	ritme/noun	maart/noun	helder/adj	voel/verb	gek/adj	gras/noun	lijden/noun	klank/noun	val/verb	onzeker/adj	piano/noun	hand/fixed	slaap/noun	dauw/noun	het/det	waardoor/pp	voortijdig/adj	1998/noun	bont/noun	haar/noun	papier/noun	El/name	gitaar/noun	vlak/adj	drie/num	zich/pron	ruw/adj	verkeer_ellende/noun	dof/adj	wek/verb	gezicht/noun	maak/verb	veld/noun	kas/noun	overdreven/adj	plaat/noun	ik/pron	50/num	vlijmscherp/adj	drum/noun	bleek/adj	lethargie/noun	last/noun	autistisch/adj	eerlijk/adj	schot/noun	bonk/verb	o/noun	onder/prep	onverschillig/adj	metalen/adj	schoen/noun	dwaal/verb	weet/verb	even/adj	Brit/noun	oud/adj	verf/noun	coupé/noun	maal/noun	wat/adv	blad/noun	ontbloot/verb	grauw/adj	veel/adj	verword/verb	sluit_af/verb	haal_over/verb	ster/noun	verwijt/verb	gestommel/verb	goud/noun	word/verb	rond/prep	alsof/comp	Barcelona/name	kaal/adj	ondervoed/adj	oor/noun	dan/adv	percussie/noun	vermoeidheid/noun	signaal/noun	begin/noun	min/adj	ondersteun/verb	ondoordringbaar/adj	eufemistisch/adj	kleur/verb	talent/noun	zang_stem/noun	uit/part	stof/noun	zoet/adj	kom_terecht/verb	blazoen/noun	beton_blok/noun	lijk/verb	wakker/adj	hoor/verb	bijna/adv	recept/noun	stralend/adj	zelfs/adv	beteken/verb	ga_samen/verb	spierwit/adj	poeder/noun	krul/noun	en/adv	berusting/noun	alleen/adv	beuk/verb	zand/noun	redding/noun	oog/verb	veroorzaak/verb	tand/noun	storing/noun	blazer/noun	moment/noun	daarna/adv	zeurderig/adj	wissel_af/verb	regen/noun	staart/noun	bas_lijn/noun	merkwaardig/adj	Revisor/name	schilderij/noun	grond/noun	onderscheid/verb	hol/adj	jas/noun	hang/verb	één/num	zelfmedelijden/noun	bloedserieus/adj	krokus_vakantie/noun	pas/verb	veredeld/adj	vreemd/adj	twintigjarige/adj	verweerd/adj	werkelijkheid/noun	ratel/adj	boor/verb	sla_toe/verb	seconde/noun	kras/noun	Rafter/name	voortreffelijk/adj	akelig/adj	echt/adj	van/comp	afgewisseld/adj	soms/adv	strak/adj	nipt/adj	loutering/noun	af/adv	met/prep	gelatenheid/noun	by/noun	geklets/verb	song/noun	tafel/noun	onmiddellijk/adv	vlakte/noun	tamelijk/adj	terwijl/comp	zege/noun	zwart/noun	haar/det	kamer/noun	Bailliu/name	ongekend/adj	ontplof/adj	toen/comp	neem_in/verb	koper/noun	korrel/noun	sfeer/noun	Marco/name	vals/adj	praat/verb	D./name	triomfantelijk/adj	naar/adj	val/adj	sommig/adj	volg/verb	zwaar/adj	Dockx/name	smak/verb	shirt/noun	verkrampt/adj	metaal/noun	een/det	somber/adj	waarmee/pp	den/adv	dreun/noun	veroorzaakt/adj	vorm/noun	druif/noun	muziek/noun	gruwel/noun	vergeet/verb	elk/det	of/vg
subliem/adj	0.0	0.9002722	0.91230255	0.87948596	0.7873889	0.8376787	0.7511401	0.8505426	0.8106933	0.86331475	0.88558805	0.9228493	0.89877176	0.8677806	0.8601564	0.9024455	0.9347918	0.7329831	0.8816365	0.8465866	0.8201486	0.8924003	0.7230567	0.856408	0.91395855	0.87084997	0.87247455	0.68055665	0.8313413	0.78400266	0.8290707	0.86939156	0.8609612	0.87748635	0.88124895	0.7720071	0.79152656	0.85363054	0.88547844	0.816495	0.8274299	0.70012426	0.66146696	0.82114077	0.90760374	0.8571421	0.6352013	0.80574274	0.8957888	0.843071	0.80760616	0.8414147	0.7863507	0.8767999	0.8059063	0.86133635	0.81086385	0.6762853	0.7960088	0.7084336	0.7743753	0.84584016	0.88552594	0.8878229	0.85571724	0.78921336	0.8228649	0.7232047	0.86350787	0.8071555	0.862036	0.8515823	0.6505294	0.7867985	0.9096296	0.8398471	0.76093066	0.8422084	0.7832391	0.8180741	0.7971537	0.88232726	0.774124	0.72939986	0.91952795	0.8615278	0.908146	0.88269	0.8544527	0.8863513	0.84906685	0.8613814	0.64636034	0.8627271	0.8840255	0.8623979	0.8228965	0.71557343	0.76752055	0.8221493	0.86646724	0.7609445	0.8035512	0.9213118	0.709036	0.7651204	0.91300845	0.86139196	0.7889768	0.8376446	0.7433518	0.84592015	0.7847168	0.77334917	0.8094979	0.80981886	0.7559986	0.86050737	0.803352	0.8519382	0.7961122	0.88541794	0.8603426	0.82855284	0.80145097	0.79584575	0.7650238	0.870124	0.88949144	0.7862239	0.7907243	0.7840802	0.7387593	0.8701618	0.73910296	0.844134	0.78349245	0.8998916	0.7748871	0.73823357	0.8293979	0.9099329	0.8486039	0.8804831	0.91244256	0.85554916	0.82788277	0.8623924	0.8443373	0.86513627	0.74617577	0.87680745	0.82256013	0.64943445	0.79070365	0.8203398	0.8443797	0.8308452	0.8936624	0.80869216	0.7726238	0.8555976	0.9304662	0.87918353	0.8331179	0.8858149	0.76688206	0.8393805	0.78601	0.9379508	0.77426386	0.876382	0.9176624	0.8308762	0.76832485	0.81480616	0.8575151	0.9003396	0.86021954	0.9336514	0.8172008	0.8682388	0.87963545	0.7105004	0.81852305	0.84516597	0.83097553	0.791956	0.86114204	0.772933	0.8310975	0.738512	0.81438756	0.80079156	0.80611086	0.72416556	0.83234155	0.8721759	0.7814206	0.854697	0.7637894	0.8724004	0.8123166	0.7787137	0.88971496	0.7477772	0.93543583	0.82000625	0.9142048	0.7681965	0.76361	0.78724724	0.8526305	0.8932168	0.7995759	0.90861386	0.90300804	0.8151318	0.81536174	0.792096	0.8537768	0.8823951	0.8622355	0.629159	0.8322162	0.65000427	0.88742197	0.83835983	0.6369935	0.7810412	0.77427423	0.78729236	0.8306984	0.7903789	0.71268255	0.8044454	0.8090869	0.6112385	0.8167999	0.70098156	0.75923735	0.9094615	0.8538394	0.74584043	0.77335334	0.8092216	0.7970735	0.88515735	0.9011621	0.85471165	0.8208158	0.7571602	0.8266925	0.838091	0.7355924	0.81915796	0.78853273	0.872385	0.80158514	0.849783	0.764415	0.83464694	0.85557795	0.6448983	0.79144454	0.8468917	0.89441514	0.80058	0.75176924	0.82633096	0.74831635	0.8262596	0.9026137	0.864126	0.8199303	0.64144313	0.85595036	0.8527999	0.7146709	0.7949591	0.86684877	0.85616523	0.88985145	0.81516415	0.8820661	0.6360072	0.8449983	0.8113667	0.7979093	0.8620408	0.83041906	0.86081284	0.8794284	0.9079974	0.8784416	0.93019825	0.7463571	0.852657	0.7352668	0.8605372	0.7129662	0.8534319	0.7703152	0.85704297	0.6463542	0.8761296	0.8367664	0.72563744	0.7816006	0.8256751	0.8313406	0.81156135	0.8638717	0.8655507	0.7855036	0.8447195	0.8840363	0.7728817	0.8910603	0.8598128	0.8921996	0.68681574	0.66536593	0.80443615	0.77101755	0.78347135	0.75755113	0.85848963	0.7848059	0.8639377	0.82816136	0.93272555	0.73076844	0.81615293	0.8058889	0.8818406	0.8093681	0.8093294	0.8987972	0.6543052	0.7617225	0.8564655	0.8565119	0.8731142	0.8145716	0.8438765	0.83994365	0.76294076	0.8839548	0.84309906	0.75438213	0.8801042	0.8300241	0.7259941	0.80820656	0.66649914	0.7571305	0.8432262	0.8358576	0.76668406	0.7793163	0.8279212	0.8650378	0.88556755	0.6210628	0.94876695	0.6604989	0.8447226	0.8818364	0.81796134	0.79752684	0.5922556	0.887472	0.8702573	0.64114165	0.8943962	0.85313606	0.86274403	0.7845898	0.76805353	0.86470276	0.945559	0.8538407	0.8673529	0.87398493	0.87672865	0.6556363	0.7541269	0.84208417	0.91253394	0.7837198	0.89529663	0.6668106	0.86586523	0.85458416	0.8709446	0.84084463	0.8979478	0.81384635	0.6586308	0.84730154	0.9223133	0.73088515	0.6913363	0.8141097	0.84729487	0.9407678	0.8257284	0.8394654	0.71448255	0.88677776	0.8395648	0.85112894	0.7704789	0.82580507	0.8665669	0.8072269	0.959385	0.78037804	0.8644841	0.8343796	0.8877901	0.8475936	0.8821014	0.76852417	0.88021266	0.89772695	0.8314322	0.82293224	0.90942305	0.8748703	0.8810742	0.79207003	0.93979	0.88749826	0.8483864	0.82984066	0.93207926	0.73199075	0.79752785	0.7597517	0.8872787	0.8322085	0.8929379	0.60007656	0.860762	0.8653791	0.92375016	0.86069727	0.6029118	0.83241194	0.85275316	0.7653134	0.8272282	0.7290038	0.86828685	0.88776845	0.76258636	0.89885837	0.8796108	0.8869453	0.7793304	0.85333025	0.73240614	0.8263515	0.80749166	0.81149036	0.7796665	0.79459107	0.62409675	0.88314116	0.8619044	0.83938146	0.7796729	0.7978697	0.86816835	0.77048147	0.8486328	0.65590936	0.7869731	0.8990108	0.86710185	0.90660554	0.61014634	0.77271974	0.74824893	0.7979725	0.62860775	0.82154536	0.8637386	0.70243436	0.7433538	0.855909	0.8256172	0.89985687	0.78789985	0.7676155	0.8767896	0.86837363	0.87476385	0.8021025	0.79418314	0.91900766	0.73040515	0.8389299	0.7909559	0.9039971	0.8404472	0.8127871	0.71565247	0.86195767	0.84839016	0.82921964	0.87083656	0.8618872	0.48413587	0.7625321	0.795915	0.8734258	0.7379802	0.69143605	0.6690332	0.68643856	0.8003119	0.7915064	0.7222178	0.7606019	0.80376506	0.89224887	0.59275746	0.8967959	0.7900775	0.8672836	0.74532986	0.76549995	0.86242354	0.79623425	0.7920154	0.8958633	0.7916992	0.7664574	0.88840646	0.8368563	0.87280196	0.7924896	0.8903304	0.6621249	0.7753855	0.86483836	0.84285206	0.8536103	0.8116534	0.8147112	0.8468042	0.8627523	0.77338064	0.8787973	0.8895549	0.81144774	0.83571637	0.83206755	0.8342482	0.7014419	0.7262308	0.7656302	0.85717976	0.74684	0.8547621	0.788047	0.806723	0.62678695	0.82032627	0.866591	0.85568345	0.8015246
gedrag/noun	0.9002722	0.0	0.90714735	0.86172545	0.9505508	0.78639007	0.8316815	0.85699606	0.91408765	0.71961826	0.88817275	0.72836006	0.91255355	0.84602416	0.90442497	0.86450005	0.9738561	0.86303324	0.8877944	0.9758104	0.8233647	0.9006563	0.7743986	0.7678641	0.9105397	0.877644	0.86019504	0.8270509	0.7600601	0.69780254	0.9198139	0.9407348	0.66061175	0.8166444	0.8716466	0.7647586	0.9342737	0.69541115	0.76028585	0.91903734	0.8370241	0.8757311	0.9477295	0.85574335	0.907087	0.8139684	0.75070673	0.8067421	0.9547903	0.92695224	0.90916646	0.7551872	0.9287901	0.8907632	0.933032	0.85921264	0.7976464	0.80044764	0.8427423	0.88341737	0.91339934	0.7973541	0.8163645	0.93744785	0.8265935	0.8704362	0.8336935	0.78595304	0.7937491	0.87011087	0.9220976	0.8727559	0.8583187	0.860255	0.80156875	0.82982457	0.78291196	0.87255114	0.7947165	0.8429851	0.85260737	0.7868069	0.8823575	0.7010735	0.9111509	0.7979319	0.96019334	0.9452956	0.8981973	0.8041223	0.8668564	0.9009875	0.8640036	0.82079095	0.9008574	0.7524687	0.8590446	0.83797246	0.7271232	0.7537513	0.89205897	0.8654164	0.8889958	0.8583894	0.8712739	0.73296285	0.7786375	0.8993578	0.91531664	0.84925616	0.8700284	0.8774652	0.80190724	0.7673164	0.8760674	0.8973258	0.8275463	0.8319832	0.8444346	0.7522879	0.80251324	0.8120791	0.86404467	0.59124154	0.9120857	0.7095995	0.84983647	0.76293087	0.87972534	0.87045556	0.8123236	0.8141632	0.8664347	0.7930432	0.88826996	0.8322242	0.6062813	0.8143681	0.87276417	0.75523484	0.83025885	0.66967	0.8459135	0.90973175	0.8760285	0.73589694	0.8701966	0.7853282	0.8610982	0.8764628	0.9175542	0.7696755	0.8734878	0.8753072	0.7270024	0.8715931	0.894654	0.64195675	0.93886065	0.9189048	0.8425531	0.93639934	0.90748614	0.8478328	0.8369547	0.8582282	0.7972786	0.70307004	0.89587927	0.8889584	0.786598	0.85876036	0.79266214	0.79741406	0.8606352	0.8782122	0.82067806	0.8138822	0.8662336	0.9426844	0.82265425	0.8957733	0.8222644	0.81400824	0.7129579	0.82229954	0.7147629	0.8579328	0.8257675	0.6459891	0.7699636	0.89551204	0.86894614	0.84971845	0.93100846	0.8938115	0.9054163	0.9323886	0.861325	0.86095035	0.7700883	0.85576916	0.7355574	0.9215149	0.8851167	0.79312575	0.9340861	0.8486426	0.8048752	0.8932985	0.9287171	0.89204836	0.90674764	0.73642147	0.8431399	0.91173714	0.77642983	0.85073763	0.8599241	0.9269149	0.7596257	0.89768124	0.8161894	0.87523186	0.92106545	0.9281389	0.8482802	0.8062113	0.7591282	0.8473606	0.94078517	0.94115496	0.858999	0.7951906	0.7804582	0.90624154	0.91713727	0.84885293	0.7828768	0.7363081	0.8240386	0.84855443	0.86142945	0.8676178	0.7686186	0.76948845	0.75805646	0.8777318	0.8638603	0.9403643	0.92337954	0.81185627	0.86703527	0.8721815	0.8648019	0.91639197	0.76528466	0.73340464	0.90670884	0.7609804	0.8903611	0.86817586	0.8110243	0.9453759	0.8535393	0.7182808	0.8144062	0.76770633	0.83777815	0.84084284	0.78283787	0.84794354	0.92063415	0.82564586	0.8325888	0.9071213	0.88603526	0.8235241	0.88853335	0.6946781	0.9003191	0.8260703	0.8999958	0.8047794	0.8773224	0.90104955	0.76039714	0.89778715	0.82989943	0.77094275	0.7824559	0.887688	0.88124734	0.8675491	0.886502	0.76749897	0.66853076	0.8262595	0.7960756	0.89569485	0.8484385	0.9081128	0.92831206	0.85214376	0.75519425	0.8559793	0.73691666	0.8698317	0.8168312	0.8138982	0.70119387	0.8712397	0.8987284	0.88193965	0.7898901	0.88096017	0.8120636	0.89774984	0.938746	0.92321676	0.8920787	0.7620588	0.8531712	0.7990908	0.8529799	0.9233259	0.8921669	0.80176264	0.8664131	0.89052194	0.8297504	0.8449588	0.8260161	0.86968565	0.87809	0.9268728	0.7704412	0.90057063	0.7377938	0.88238716	0.94713813	0.8074261	0.78761315	0.82876647	0.7859269	0.7597495	0.8149724	0.91450006	0.8061743	0.79329824	0.8453444	0.9128267	0.9035839	0.8834757	0.8171264	0.77381384	0.7161709	0.89574796	0.83376765	0.89244914	0.8543801	0.80810916	0.78738636	0.8796712	0.83698857	0.97766626	0.87687385	0.7942753	0.85943425	0.85907817	0.7276764	0.7845441	0.8847856	0.7869827	0.8985498	0.8437567	0.811307	0.89728504	0.7938106	0.7452764	0.8859982	0.9423923	0.85510767	0.84799397	0.891252	0.91922736	0.87391204	0.8513806	0.92871445	0.82629114	0.83815944	0.8606112	0.6527226	0.71649426	0.7894237	0.84328884	0.874899	0.90720266	0.7246729	0.8765622	0.84979224	0.9580829	0.89633536	0.9260692	0.8674247	0.863077	0.73120433	0.6659443	0.81172705	0.9483218	0.8878188	0.91536736	0.8711482	0.7645878	0.85613567	0.89181423	0.8890094	0.92038244	0.84573597	0.80344045	0.82789224	0.8581147	0.8793244	0.9047624	0.7094363	0.88357675	0.8534887	0.8959213	0.7662849	0.9185437	0.93692183	0.8799008	0.8850671	0.73020893	0.8920111	0.94565064	0.72296154	0.8586909	0.7941941	0.9321351	0.8747283	0.8657903	0.8663853	0.83537585	0.89462537	0.72451377	0.7512516	0.9609045	0.77053195	0.8535956	0.8637879	0.8197079	0.9001883	0.8553109	0.8436032	0.8867441	0.7815112	0.83273554	0.87602425	0.8809849	0.8692468	0.77688146	0.8342742	0.81800056	0.8544699	0.8657179	0.8623686	0.6878961	0.86128783	0.7818268	0.90308267	0.8159986	0.9177301	0.8280722	0.6981454	0.8126699	0.8313005	0.89757335	0.90541446	0.8119124	0.74178016	0.8724032	0.85568446	0.8984112	0.87638366	0.88766897	0.7723997	0.8426818	0.847045	0.8267814	0.9120157	0.750429	0.8427142	0.8836061	0.8806925	0.8183937	0.8379954	0.9003849	0.8847885	0.93531746	0.74148494	0.8761529	0.93291485	0.795277	0.82141995	0.70156145	0.9033245	0.89700025	0.74387956	0.89005977	0.92807	0.88332623	0.8940103	0.8477149	0.9274445	0.87179005	0.8117666	0.81405854	0.8521761	0.8994821	0.64357907	0.8549798	0.94710183	0.8385161	0.8201119	0.81851363	0.80576307	0.9069979	0.79691863	0.825067	0.9387172	0.9089592	0.9215237	0.686421	0.85100675	0.9234046	0.836354	0.79271185	0.8837905	0.9266789	0.8252339	0.8508887	0.85053825	0.7824692	0.90597177	0.81485045	0.82454515	0.91837025	0.7207506	0.841209	0.8771167	0.8258293	0.82122886	0.86646336	0.63403416	0.89396125	0.81144536	0.91366094	0.9047355	0.90325326	0.8197935	0.8199959	0.7786103	0.80411685	0.8327546	0.79503447	0.89957774	0.7496942	0.6992861	0.88154477	0.80035436	0.8118075	0.8417567	0.8222389	0.68578744
