	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
onafhankelijkheid/noun	0.8715467	0.81528056	0.85400414	0.92916924	0.92992723	0.9420861	0.97801065	0.7993611	0.9671183	0.94287187	0.9737232	0.94893986	0.9433081	0.8033636	0.89133763	0.9665874	0.97263676	0.8610476	0.94585454	0.9242124	0.9280127	0.732484	0.8085301	0.96861845	0.9221869	0.0	0.9434588	0.7969315	0.89419544	0.85035384	0.88242894	0.9707849	0.80976045	0.76552296	0.89236325	0.93682337	0.8721512	0.7938117	0.9893147	0.5620314	0.98164386	0.92305636	0.5546687	0.89711165	0.8798926	0.83446056	0.958213	0.8839681	0.9890243	0.9458729	0.79252595	0.80644655	0.9800343	0.94008213	0.96053135	0.98143905	0.7552789	0.9617084	0.92361325	0.91656107	0.8697822	0.86919266	0.90929383	0.9373566	0.5376375	0.7033948	0.9388687	0.93466884	0.93407565	0.92709213	0.97810733	0.959124	0.98631316	0.9021669	0.8231168	0.91939753	0.9422988	0.79668677	0.93466634	0.8253984	0.9846553	0.96812	0.5921558	0.9718075	0.8811469	0.88454026	0.8837457	0.9239841	0.7992046	0.8391363	0.9188668	0.93234485	0.93809783	0.9880769	0.92594486	0.9756859	0.8988611	0.9024765	0.8811575	0.856934	0.88380605	0.9398505	0.992182	0.8956006	0.9723455	0.9556503	0.8863243	0.9261348	0.9315084	0.9021655	0.9523107	0.96668446	0.94626623	0.42662138	0.88400596	0.9665933	0.4914899	0.93103015	0.9372852	0.9796678	0.894113	0.9401749	0.8145917	0.91115046	0.9474027	0.9040302	0.86224854	0.9106156	0.9643863	0.81625366	0.82580745	0.97207767	0.9574944	0.916109	0.7834066	0.9777696	0.95138025	0.6767187	0.9935467	0.548478	0.94696814	0.9845408	0.8542719	0.95809263	0.8706167	0.715988	0.8469124	0.9391777	0.86585987	0.9122639	0.7256037	0.903323	0.5324898	0.9423353	0.9583157	0.9366466	0.8727943	0.60131943	0.9547071	0.8905302	0.9317402	0.8543546	0.5864886	0.91156363	0.77276707	0.9353212	0.7682457	0.9318245	0.95192444	0.9611746	0.93130547	0.83251977	0.93719935	0.80443496	0.8394071	0.87022865	0.9671964	0.96107036	0.8555894	0.9336488	0.90008736	0.64916354	0.82333326	0.9175449	0.9172131	0.9539672	0.9456987	0.7527453	0.8686065	0.96517545	0.7878107	0.9136028	0.92299646	0.9389084	0.9089637	0.9904973	0.89188	0.26853657
lijk/verb	0.80035496	0.7401061	0.756292	0.7673731	0.68231833	0.65013933	0.66459286	0.791032	0.67997956	0.36795956	0.97323364	0.5150372	0.8736951	0.6420469	0.67484355	0.95075333	0.6363626	0.86714923	0.6290699	0.6855964	0.9534378	0.8400911	0.84244156	0.8030954	0.7416728	0.9434588	0.0	0.7480979	0.84656143	0.73323	0.7079735	0.5989957	0.87813646	0.8054321	0.6179548	0.7632602	0.9541099	0.81258404	0.8560535	0.81170106	0.6190926	0.8075723	0.8765983	0.69257736	0.56376386	0.87904024	0.7523569	0.7659502	0.834122	0.7985276	0.7485783	0.8110347	0.8744962	0.6889111	0.75922185	0.72991055	0.6669506	0.75922656	0.8850511	0.76009864	0.77309513	0.7545082	0.6542928	0.814619	0.8197293	0.8432987	0.73984325	0.629596	0.7625951	0.68164575	0.7564918	0.690966	0.6143129	0.8286993	0.80921406	0.67106295	0.93339574	0.77796835	0.5499842	0.6895472	0.86835974	0.712193	0.77218825	0.93720615	0.64892226	0.62280464	0.73494947	0.665198	0.69339365	0.8384627	0.8314023	0.62184215	0.6533216	0.81947094	0.5149498	0.67112565	0.751578	0.76237786	0.6958902	0.7171253	0.8947565	0.7348248	0.7297586	0.81607187	0.8806015	0.7641031	0.918669	0.9257291	0.56596315	0.38886636	0.6765887	0.7369918	0.70916575	0.8662782	0.5394944	0.5464785	0.8468009	0.6973003	0.8318584	0.68743795	0.68066514	0.8362636	0.8432924	0.8323405	0.6872747	0.69187176	0.7363786	0.6528209	0.779659	0.6558939	0.73463243	0.8646536	0.6812006	0.6612909	0.95151895	0.72026336	0.77390254	0.7556075	0.665402	0.86796683	0.58736837	0.629729	0.69549155	0.74044466	0.90410274	0.67903507	0.7266536	0.67203146	0.63786876	0.6288754	0.7971833	0.7044958	0.8747955	0.6486938	0.66296935	0.87905526	0.8709229	0.88400686	0.7393129	0.88207376	0.9030214	0.68872654	0.8886442	0.7828368	0.8911951	0.82111907	0.75485665	0.71886057	0.67746353	0.92163324	0.94220006	0.7748814	0.59905756	0.61389965	0.73775077	0.8466829	0.6291491	0.79463124	0.73399305	0.6221287	0.76538485	0.9292067	0.7765615	0.79265004	0.8187328	0.73312163	0.8106315	0.6879455	0.8057792	0.6816147	0.85389096	0.88831764	0.74788743	0.778312	0.6445396	0.9347567	0.8159963	0.9043134
geleidelijk/adj	0.67141634	0.7966453	0.87576246	0.65371084	0.733799	0.7018753	0.81940013	0.85946894	0.8100032	0.7034328	0.97283214	0.83208597	0.8215159	0.68849814	0.8686288	0.9467315	0.80043024	0.8207129	0.8859419	0.88891864	0.8625702	0.8424647	0.88324034	0.7321384	0.84675705	0.7969315	0.7480979	0.0	0.66824937	0.82592475	0.6546628	0.8848034	0.64003515	0.7579912	0.71557045	0.700053	0.8729935	0.80911624	0.8837819	0.77702576	0.86963075	0.85844505	0.7820939	0.7553232	0.7557766	0.83049536	0.8540664	0.7529232	0.93558633	0.7912576	0.73688173	0.66954803	0.83509886	0.7640374	0.8353563	0.8968491	0.6474129	0.71531177	0.923313	0.84965163	0.6500281	0.70321625	0.8242047	0.83543503	0.809398	0.80559146	0.816994	0.59751016	0.8517895	0.84805244	0.8594798	0.7394582	0.7956003	0.8993158	0.72200763	0.8459818	0.9432083	0.76008505	0.73286796	0.7899431	0.9278102	0.731756	0.75915664	0.9408778	0.8176069	0.7634754	0.7449155	0.9096886	0.7402501	0.79632527	0.75197953	0.63715875	0.83463514	0.9826241	0.60384333	0.851471	0.7707727	0.7568423	0.8443345	0.7743831	0.88172257	0.8098694	0.8040858	0.91802543	0.83568823	0.77977455	0.8285163	0.8207872	0.74463576	0.70401907	0.8666998	0.9018343	0.7761972	0.77764106	0.6227032	0.7949814	0.6950551	0.83532786	0.772812	0.9505201	0.7335669	0.8701886	0.87162954	0.91105413	0.70080996	0.7892873	0.72185886	0.85694945	0.8150251	0.6996963	0.7589535	0.8540803	0.78965515	0.8724608	0.7095212	0.7775157	0.8122264	0.7712836	0.8878295	0.86526155	0.78784704	0.6827873	0.6196244	0.7831266	0.8338069	0.7477023	0.83638614	0.9246576	0.73890305	0.75157815	0.7891788	0.68341494	0.7623421	0.79411316	0.88639516	0.87923807	0.9423436	0.8533659	0.83378386	0.82592785	0.9726049	0.7287853	0.83830076	0.8304038	0.7666701	0.79436857	0.81349313	0.7632099	0.7609786	0.8758852	0.8884282	0.8585276	0.84334344	0.7776362	0.8102096	0.8872797	0.7334459	0.7283362	0.8175626	0.8822688	0.54273534	0.8393748	0.8080552	0.8318823	0.8905914	0.8269147	0.86312306	0.8263247	0.7861482	0.6540649	0.734936	0.8819022	0.90518403	0.813707	0.7406987	0.9524614	0.90928805	0.81457984
help_mee/verb	0.8041491	0.79877084	0.8598193	0.8399211	0.88294476	0.83070964	0.78486985	0.8134974	0.9245653	0.82077014	0.9270622	0.94287217	0.87545955	0.652905	0.7705176	0.9546408	0.75982916	0.6919667	0.98224163	0.81445634	0.6844126	0.94843465	0.9197443	0.708547	0.82992744	0.89419544	0.84656143	0.66824937	0.0	0.91951245	0.7345307	0.93229496	0.6162889	0.7772098	0.81089705	0.75981456	0.8136524	0.7027294	0.9951002	0.8611181	0.9846255	0.8925906	0.91966015	0.8324506	0.84412676	0.9070502	0.9475383	0.7054664	0.9541758	0.8989165	0.78352773	0.8172899	0.8606038	0.7508545	0.65805024	0.93162537	0.74648404	0.8681742	0.89029646	0.9392622	0.81441265	0.79372925	0.87514836	0.94564295	0.8809118	0.8042169	0.9480736	0.7668862	0.80796045	0.8521786	0.9625172	0.9104963	0.869694	0.91939163	0.5821527	0.8091503	0.8111107	0.86528957	0.87771076	0.84991187	0.96744853	0.88497025	0.85183454	0.9066328	0.9175217	0.7211186	0.6673787	0.80582273	0.71928465	0.78954905	0.7121085	0.9125794	0.89602536	0.99495393	0.77941406	0.8651448	0.82415545	0.7753152	0.833268	0.9226323	0.80356133	0.8938028	0.7483375	0.85518575	0.97957397	0.8031131	0.9615888	0.93480504	0.90092397	0.8423383	0.95493823	0.92272377	0.73650837	0.9049447	0.76919574	0.9668226	0.7140846	0.8608456	0.7142215	0.98495114	0.889481	0.90918374	0.8642607	0.8763723	0.69610274	0.93076205	0.73469293	0.81642956	0.70587575	0.8021474	0.79710865	0.87712854	0.84248435	0.8034808	0.78955805	0.8605741	0.9255598	0.90164906	0.88511884	0.8394177	0.81568974	0.8261274	0.8807515	0.91905	0.9092377	0.85737747	0.94927025	0.94606614	0.85922927	0.88376975	0.6751809	0.6836656	0.8767324	0.8991258	0.9634841	0.8768539	0.8458916	0.89831984	0.9227683	0.9113724	0.8855669	0.6186492	0.8991729	0.84017915	0.94224024	0.8558048	0.8930944	0.8631208	0.7321974	0.95620126	0.7315965	0.76556754	0.9615996	0.8353863	0.73735976	0.9742228	0.81226206	0.8206501	0.9201213	0.8837827	0.7583813	0.7013247	0.6412977	0.8049223	0.8364792	0.9393771	0.97210574	0.84593254	0.89470154	0.8603626	0.878932	0.8937146	0.9213787	0.93797886	0.7783342	0.9765145	0.8953842	0.83330464
operatie/noun	0.6111	0.6229638	0.87608814	0.8640001	0.6248463	0.84332657	0.8120473	0.40262485	0.83228934	0.77891195	0.9348313	0.68789375	0.8663181	0.61745393	0.65540576	0.7940406	0.8661054	0.5996735	0.69805014	0.8872535	0.8507854	0.8529809	0.6483246	0.8684255	0.7548958	0.85035384	0.73323	0.82592475	0.91951245	0.0	0.86112183	0.84450996	0.8196428	0.8676091	0.87644196	0.83910286	0.9320799	0.90065736	0.90568036	0.8451681	0.76605815	0.7528513	0.73514223	0.81601727	0.7251714	0.78373563	0.94170535	0.76412493	0.520607	0.7526126	0.6292043	0.77751505	0.93810827	0.8400698	0.89669245	0.37413824	0.63112843	0.812949	0.8838526	0.4914779	0.8089322	0.7870872	0.9294373	0.7247302	0.9380641	0.84515893	0.8536531	0.76959157	0.8302109	0.7103871	0.8255362	0.87459004	0.73285425	0.9197411	0.8194878	0.7129902	0.79251677	0.76017433	0.70618474	0.77999115	0.7906676	0.80206394	0.87377644	0.95026004	0.7097835	0.69255596	0.83995265	0.8141342	0.57132775	0.9291073	0.7924621	0.61654377	0.83254915	0.7982149	0.76497376	0.75052345	0.87728983	0.57750046	0.34776467	0.79024786	0.8574488	0.6405822	0.77847993	0.8443316	0.76394993	0.8847142	0.91664433	0.8256773	0.8113651	0.7518444	0.67254806	0.6415179	0.69106114	0.7202855	0.7077817	0.67932206	0.8602087	0.8247202	0.91389346	0.72463083	0.63230324	0.49989367	0.8468223	0.90090084	0.8443357	0.80166185	0.63498425	0.7801061	0.89223665	0.8776268	0.6372087	0.7781437	0.88324773	0.80084044	0.88533294	0.931173	0.9320475	0.8451143	0.703668	0.8898976	0.6717107	0.68203485	0.85201156	0.8865568	0.8368165	0.67618895	0.5890571	0.69647115	0.8891956	0.65093565	0.8849675	0.7682073	0.82640153	0.7549349	0.8494477	0.621706	0.9019967	0.88828623	0.6941582	0.92818147	0.9476501	0.827886	0.94558203	0.92358875	0.86130154	0.81346625	0.85039866	0.82767415	0.8864264	0.7758504	0.83858395	0.7331526	0.68109107	0.7815305	0.85412025	0.9024432	0.8105472	0.9069239	0.45822096	0.7356491	0.8212694	0.806075	0.54317695	0.65192795	0.600231	0.67792547	0.64317775	0.7650727	0.70376694	0.9011188	0.8510897	0.34945357	0.58114594	0.8073342	0.76641536	0.95749724	0.68299407	0.8593418
economie/noun	0.80482256	0.7344762	0.6841805	0.8281218	0.82607347	0.56484437	0.684496	0.77089113	0.8511894	0.82449913	0.84559906	0.6125366	0.88580793	0.69283307	0.902107	0.9292786	0.685465	0.83025426	0.95521086	0.8448186	0.8845622	0.77363765	0.90665275	0.47870046	0.8695847	0.88242894	0.7079735	0.6546628	0.7345307	0.86112183	0.0	0.8209895	0.6071774	0.46328968	0.6924551	0.7376609	0.8294741	0.82660097	0.89418286	0.6246611	0.92718047	0.8696909	0.7437792	0.75539565	0.71914315	0.8507356	0.9485495	0.6471005	0.8260153	0.85301214	0.7771783	0.6735368	0.9273212	0.6774697	0.70027435	0.82860297	0.7308259	0.8509171	0.90551525	0.88170195	0.7707157	0.68621755	0.7860892	0.8628566	0.79160595	0.70379454	0.87135434	0.6267001	0.73847383	0.8557044	0.91776425	0.8611618	0.7861057	0.9471089	0.7304677	0.6950727	0.8623512	0.7878711	0.682109	0.6921555	0.9428371	0.9162231	0.7135011	0.9447649	0.8683811	0.75202227	0.8014391	0.86409104	0.7715382	0.83229464	0.67947996	0.86328346	0.714052	0.70248675	0.684549	0.72217184	0.66150856	0.7101786	0.8526283	0.8206876	0.80774593	0.7602782	0.8918243	0.9342558	0.8582026	0.7875887	0.83457196	0.95765173	0.83914435	0.63623035	0.839008	0.90349305	0.7522228	0.7215375	0.7319368	0.73490715	0.6076087	0.88837105	0.7352662	0.92449033	0.686195	0.8922293	0.6589532	0.86098355	0.5277872	0.9102612	0.83854854	0.8891931	0.60314244	0.74850404	0.8175622	0.9044067	0.6805108	0.66503835	0.7417388	0.9142243	0.9130094	0.6629982	0.8414999	0.57283574	0.8140229	0.65306604	0.7896779	0.9052421	0.74476385	0.8260273	0.9148321	0.9190256	0.7879007	0.7422246	0.8014547	0.6622187	0.6923361	0.8105227	0.8918928	0.7817526	0.867371	0.65823364	0.846022	0.8619211	0.88944745	0.44304055	0.6154471	0.7666248	0.8082008	0.7350322	0.7314812	0.8697479	0.6786542	0.9705384	0.9083563	0.8339212	0.9277083	0.6488918	0.5179572	0.9583715	0.7758572	0.7268455	0.8754895	0.76435125	0.7034561	0.8896543	0.7526983	0.82107526	0.86574614	0.8480757	0.88414365	0.6213045	0.8598611	0.5245011	0.7422154	0.90947914	0.8709406	0.79703844	0.7291002	0.93721783	0.8025399	0.8874269
net/adv	0.9114093	0.8603977	0.8535764	0.7938601	0.7261244	0.6774503	0.76512426	0.86579716	0.64409226	0.64370036	0.84355175	0.76601756	0.9450558	0.8941881	0.7667389	0.93635607	0.6922753	0.9782026	0.59209573	0.8788725	0.9571311	0.9181424	0.9085706	0.9085919	0.7998471	0.9707849	0.5989957	0.8848034	0.93229496	0.84450996	0.8209895	0.0	0.89654016	0.8891088	0.837353	0.87977326	0.96888	0.85395813	0.83109844	0.9600053	0.5441816	0.87162405	0.992713	0.79619455	0.7209944	0.80932426	0.74735916	0.9266299	0.89876384	0.80095816	0.86395574	0.94843477	0.78040415	0.88051116	0.9102145	0.78573173	0.87480855	0.8124936	0.93115735	0.7977701	0.9501141	0.85424453	0.7743604	0.7531581	0.91936576	0.9198169	0.8287038	0.6939133	0.9251656	0.8474006	0.69362164	0.5015828	0.707353	0.94982904	0.90927106	0.82878286	0.98118985	0.8682234	0.666742	0.88483924	0.87422687	0.653713	0.9610969	0.8950476	0.6738275	0.8206781	0.9501387	0.889665	0.753369	0.9129797	0.99336624	0.5281893	0.5420444	0.9112205	0.5645372	0.7410089	0.7788794	0.8999485	0.8407787	0.74812615	0.9549838	0.87114835	0.6479125	0.922405	0.7933892	0.9458026	0.8817892	0.9928771	0.61941147	0.712499	0.52637017	0.7223926	0.73110825	0.96303564	0.62866455	0.59165514	0.98389506	0.8020338	0.9695835	0.5648104	0.8350202	0.8447993	0.9321087	0.9335721	0.910074	0.64766836	0.94151634	0.62337315	0.94184405	0.7126473	0.74659276	0.9448417	0.9017386	0.87138456	0.96019524	0.61784285	0.7781007	0.961212	0.67885506	0.87545747	0.60566425	0.5814991	0.7704109	0.661728	0.944375	0.68565875	0.8023537	0.6558974	0.8230386	0.70237136	0.856624	0.91419446	0.8886826	0.67719775	0.79594195	0.9171517	0.94156617	0.9613241	0.659469	0.94191915	0.93451905	0.8347317	0.8420338	0.8229186	0.87588495	0.80364853	0.9216814	0.7739897	0.87226224	0.8864253	0.9528608	0.8968956	0.5689163	0.8154552	0.90354764	0.9397698	0.84341586	0.9312275	0.8312162	0.73619807	0.76303583	0.9903367	0.8921333	0.8771765	0.8156422	0.6415036	0.7742696	0.8006835	0.77580446	0.6747822	0.9299948	0.9236848	0.7638949	0.92119056	0.6227741	0.96820605	0.91271675	0.96877706
systeem/noun	0.52999246	0.6969391	0.89348197	0.7497947	0.88893116	0.7587636	0.9154	0.8062505	0.8550616	0.85390204	0.79700977	0.80848324	0.9042322	0.6235503	0.7781636	0.9408091	0.93730354	0.7050235	0.93978786	0.8447982	0.5169741	0.83923656	0.8843273	0.80976194	0.8807327	0.80976045	0.87813646	0.64003515	0.6162889	0.8196428	0.6071774	0.89654016	0.0	0.63055146	0.7530675	0.8479637	0.68218863	0.90429527	0.94678956	0.7136754	0.9317708	0.72542655	0.7138718	0.7555487	0.70416176	0.8854853	0.9478713	0.6388425	0.966067	0.7637883	0.59411144	0.58164847	0.69918525	0.8891641	0.90241617	0.90569377	0.61001277	0.8756647	0.8021486	0.92287034	0.7222823	0.75190705	0.8410894	0.8855497	0.88794184	0.763862	0.93212736	0.6704191	0.91592807	0.7252876	0.95223165	0.8653813	0.81917393	0.84349227	0.64713943	0.9038313	0.7428398	0.8563376	0.81301874	0.8029845	0.9390053	0.95358616	0.77028483	0.9390542	0.83603674	0.6957637	0.48274255	0.7622027	0.60280806	0.65283346	0.67822814	0.88996446	0.8113115	0.90131086	0.83333474	0.9310739	0.7694018	0.70530236	0.74545324	0.91440094	0.6956086	0.87576306	0.9413175	0.87501794	0.97295755	0.98646104	0.86527634	0.68192065	0.8978524	0.7289125	0.89997345	0.9329911	0.7583796	0.7196338	0.8145975	0.8437015	0.5935745	0.85515946	0.6848613	0.9612204	0.76144415	0.9064554	0.866339	0.904742	0.8674391	0.9133199	0.7111672	0.8889422	0.91505516	0.7632148	0.7338504	0.77491003	0.9165195	0.9056835	0.7436018	0.86326486	0.84137625	0.8461427	0.9482637	0.6933306	0.8766362	0.8011495	0.749533	0.87643933	0.6947995	0.7087084	0.8597486	0.90372825	0.8092591	0.8142816	0.7284107	0.5433028	0.80775344	0.87816674	0.9435918	0.8076782	0.7950189	0.74433184	0.87744516	0.8302066	0.8237182	0.6913315	0.81269515	0.91833234	0.80587596	0.7652004	0.71660674	0.85808074	0.9139215	0.9729982	0.64289844	0.78374726	0.9018583	0.804613	0.8599419	0.9609942	0.85216707	0.93645954	0.83764136	0.8639511	0.69772786	0.758888	0.7749886	0.70923996	0.8099375	0.90011734	0.91409034	0.7694904	0.8375716	0.7294506	0.7976867	0.88508487	0.9303868	0.73966694	0.80472994	0.86077636	0.94286084	0.8299347
samenleving/noun	0.7771101	0.8257092	0.85600376	0.93243986	0.92606914	0.64324725	0.89914703	0.84613824	0.9066991	0.9040449	0.8806023	0.8059766	0.86022395	0.7630741	0.8336149	0.90884835	0.9325657	0.8675876	0.9527837	0.8346795	0.83600175	0.8163033	0.7994206	0.7622874	0.854914	0.76552296	0.8054321	0.7579912	0.7772098	0.8676091	0.46328968	0.8891088	0.63055146	0.0	0.6843567	0.86695206	0.8683522	0.94824326	0.87666434	0.4556629	0.9687442	0.83939993	0.59315395	0.71668184	0.8237006	0.9693714	0.9410245	0.7307782	0.9487343	0.80922306	0.59446585	0.56733346	0.9626262	0.8702923	0.93241894	0.9118936	0.7909252	0.93003166	0.7866459	0.92174774	0.75223184	0.69657564	0.7917814	0.9521586	0.6649225	0.5733525	0.8521449	0.7560259	0.87085354	0.85688025	0.90138614	0.93090916	0.85803264	0.95242	0.61297476	0.83327174	0.8907523	0.612622	0.7770699	0.72900844	0.9597663	0.9801432	0.5271275	0.97210693	0.83621997	0.7591164	0.70099354	0.82120264	0.6788109	0.49633062	0.8461918	0.9559819	0.80454636	0.826842	0.79890394	0.9790652	0.6666086	0.7955742	0.881767	0.9463561	0.83394885	0.79832935	0.97125906	0.9465637	0.9031273	0.88376987	0.91846836	0.92499703	0.89369106	0.78501576	0.9402057	0.9334935	0.83254445	0.57678086	0.8547591	0.8491994	0.39024317	0.80482435	0.79108864	0.9596591	0.81877905	0.9504253	0.5995227	0.81143904	0.8994678	0.9615626	0.8796153	0.8977902	0.8926715	0.67105556	0.81397766	0.93245876	0.8584574	0.8694412	0.7205596	0.91735643	0.9397785	0.6621876	0.9544126	0.496324	0.8974069	0.8733395	0.7547997	0.9595253	0.82926494	0.85752994	0.8513617	0.98113674	0.66703975	0.89703655	0.8065564	0.75417805	0.5873592	0.91204274	0.95450044	0.8089577	0.8402921	0.59810925	0.9280367	0.78807914	0.9495601	0.68185526	0.40937418	0.73934174	0.74334085	0.83602214	0.60609925	0.84040266	0.9396924	0.9216892	0.91831756	0.840556	0.92807204	0.66949725	0.6607685	0.90460074	0.8937363	0.8896162	0.84976494	0.87354743	0.77898616	0.87620693	0.726091	0.85380924	0.94652855	0.9172342	0.96851975	0.58692205	0.8312937	0.7512701	0.58798546	0.85873085	0.89302415	0.7449358	0.7487791	0.91320515	0.88167703	0.75259215
balans/noun	0.7809666	0.8604276	0.8757755	0.8378695	0.8489255	0.63382167	0.8569	0.8860357	0.84327203	0.5979284	0.97565866	0.7957442	0.8617569	0.6879768	0.7817216	0.81969994	0.896664	0.7617363	0.90020657	0.73433244	0.87129647	0.76637775	0.94852364	0.7864961	0.6688157	0.89236325	0.6179548	0.71557045	0.81089705	0.87644196	0.6924551	0.837353	0.7530675	0.6843567	0.0	0.8719896	0.8794615	0.9108756	0.5868205	0.8533684	0.83701646	0.82973224	0.8540093	0.6793965	0.7556785	0.7435567	0.8305631	0.77558225	0.9504505	0.8500576	0.78939414	0.6989465	0.9263444	0.8374834	0.9322133	0.915439	0.78440475	0.81917256	0.85591614	0.8650627	0.77186275	0.8476701	0.6683376	0.8708636	0.65188456	0.870625	0.61844796	0.7345836	0.8971952	0.80529815	0.73125136	0.7134615	0.7656766	0.9443778	0.72490245	0.9049867	0.84846735	0.8449719	0.7684228	0.802451	0.89300275	0.77081144	0.63164735	0.96995175	0.779509	0.7417139	0.7217579	0.8218614	0.7440615	0.79297113	0.8652456	0.74617016	0.5955539	0.8253618	0.6968607	0.8949378	0.619523	0.7133553	0.85603845	0.84239674	0.8543335	0.84154946	0.8387891	0.8423233	0.833876	0.93073916	0.8790709	0.878715	0.5852183	0.75053895	0.8194857	0.85609347	0.83474016	0.8857733	0.67531455	0.88225394	0.8431389	0.8755556	0.76618475	0.82541287	0.74486685	0.92657584	0.8509563	0.83825254	0.785586	0.85729295	0.8966564	0.8331866	0.893617	0.40858084	0.83951694	0.8245404	0.8527969	0.76995313	0.8325679	0.8182571	0.9161175	0.7991125	0.8945543	0.8418634	0.7636539	0.8102361	0.72186196	0.7735119	0.8429185	0.81471264	0.88746494	0.86218137	0.66840434	0.83430475	0.8433888	0.7419051	0.8615011	0.834198	0.83355546	0.7423897	0.8684615	0.8168949	0.7791667	0.77996445	0.9265964	0.8365274	0.8138896	0.83432764	0.82474136	0.71590483	0.8738345	0.8639408	0.88980937	0.9253299	0.9209863	0.8081964	0.81726193	0.5937402	0.9318669	0.85398275	0.8396668	0.8850546	0.85944253	0.74122834	0.69156367	0.8875678	0.79241645	0.9026228	0.9237939	0.7764438	0.877841	0.8392513	0.8992096	0.8454841	0.7769431	0.90625674	0.9377831	0.87697905	0.7904756	0.957746	0.9016836	0.76997656
