	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	bekend/adj	carrière/noun	stadion/noun	mag/verb	aantal/noun	zaal/noun	afgelopen/adj	gemeentelijk/adj	16/noun	dank/verb	daar/adv	daarentegen/adv	aanpak/noun	stelling/noun	stap_af/verb	eerder/noun	werkwijze/noun	blijkbaar/adj	mei/noun	schepen_college/noun	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Genkse/adj	zaterdag_avond/noun	sociaal-democraat/noun	ere_podium/noun	minderheid/noun	zitting/noun	jaarlijks/adj	ere_titel/noun	namelijk/adv	inwoner/noun	kaap/noun	diner/noun	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	samenleving/noun	tegelijk/adj	maand_blad/noun	Belgisch/adj	verwarmd/adj	louter/adj	al/adv	applaus_vervanging/noun	nieuw/adj	passend/adj	happening/noun	podium/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	dans/noun	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	winnares/noun	debuteer/adj	ingebruikname/noun	sporthal/noun	medaille/noun	9/noun	strijdlustig/adj	volg/adj	gesneuveld/adj	thuis_wedstrijd/noun	Frans/adj	weekend/noun	Limburgs/adj	waarde/noun	rechts/adj	verjaar_dag/noun	be/noun	goed/adj	drager/noun	meest/adj	muzikant/noun	Brugse/adj	wetenschapper/noun	afdeling/noun	Europees/adj	voortaan/adv	ondernemer/noun	kwel/noun	devies/noun	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	schooljaar/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	Rotterdammer/noun	grootte/noun	viering/noun	vasten/noun	premier/noun	minstens/adv	tent/noun	succesvol/adj	bek/noun	discretie/noun	credo/noun	ploeg_makker/noun	veelal/adv	2003/noun	vier/verb	court/noun	maart/noun	motto/noun	helder/adj	ploeg/noun	sport_raad/noun	gros/noun	begrip/noun	bovendien/adv	brood/noun	u/noun	filosofie/noun	vandaag/adv	graag/adj	bres/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	volleybal_ploeg/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	rij/noun	Oudenaardse/adj	spits/adj	sport_mens/noun	reder/noun	opvatting/noun	laureaat/noun	rentree/noun	gisteravond/adv	signeer_sessie/noun	Belg/noun	misvatting/noun	verschil/adj	vader/noun	Thais/adj	laat/verb	discipline/noun	gereformeerd/adj	Sint-Niklase/adj	donderdag/noun	naïef/adj	titel/noun	volg_opeen/adj	groente/noun	simplistisch/adj	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	held/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	zaterdag/noun	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	bestuur_lid/noun	legislatuur/noun	muzikaal/adj	september/noun	supporter/noun	ideaal/noun	principe/noun	kommer/noun	dienst/noun	afloop/noun	duidelijkheid/noun	loopbaan/noun	zondag/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	hulpverlener/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	feest_zaal/noun	junior/noun	burgerlijk/adj	lang/adj	categorie/noun	tienjarige/adj	gelovig/adj	sportief/adj	bloem_DIM/noun	seizoen/noun	waar/adv	persoon/noun	verdrijving/noun	institutioneel/adj	renner/noun	spraakmakend/adj	overwinning/noun	Brits/adj	aanvankelijk/adj	behaal/verb	indrukwekkend/adj	week/noun	verdienste/noun	bijdrage/noun	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	plechtigheid/noun	aanvang/noun	in/adj	standpunt/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	bedien/verb	officieel/adj	lijst/noun	restaurant/noun	sportman/noun	traditie/noun	kring/noun	loos/adj	verheug/verb	overtuiging/noun	beeldhouwer/noun	decor/noun	eindig/verb	speler/noun	top_schutter/noun	judoka/noun
eind/adv	0.0	0.8402256	0.9734426	0.6078391	0.9604631	0.9238048	0.94275314	0.89561963	0.953914	0.9165454	0.88893306	0.8678273	0.9138855	0.6354066	0.8529301	0.52267426	0.97099507	0.90667164	0.97441185	0.93258494	0.97228295	0.9554078	0.61782074	0.93922883	0.9498359	0.50151706	0.66568065	0.44483232	0.83811575	0.9818977	0.91056967	0.94367504	0.8168179	0.99193084	0.9405511	0.98775023	0.6442627	0.8660219	0.95714635	0.91608924	0.94771266	0.6228944	0.9467887	0.98165584	0.9052463	0.90542245	0.966393	0.93043983	0.8907856	0.9842139	0.9579031	0.8094009	0.95836353	0.96477324	0.98510516	0.62777114	0.9587018	0.7480277	0.9361655	0.7634825	0.96355957	0.95873815	0.7523668	0.82357335	0.9471167	0.78232914	0.93655676	0.9730551	0.9890718	0.8775696	0.9516789	0.7659458	0.86096126	0.98532826	0.49871755	0.96870875	0.40003282	0.92425424	0.7280383	0.9755394	0.6442243	0.9088023	0.98687786	0.99671745	0.6805186	0.8951329	0.9492771	0.99245006	0.96429783	0.9772994	0.9275613	0.9876895	0.8832433	0.9322152	0.8938182	0.9568007	0.90620387	0.9611225	0.91702366	0.9086433	0.903042	0.9457177	0.5383837	0.8525584	0.95813507	0.8778995	0.771253	0.83529437	0.9377378	0.74608123	0.91635185	0.9002034	0.73573333	0.936049	0.86891896	0.99930483	0.8955193	0.97556376	0.92045045	0.9801902	0.4453079	0.6547499	0.95862854	0.5387207	0.93912095	0.97834754	0.84118646	0.86673015	0.9705671	0.98785	0.92606133	0.98013455	0.8959801	0.9686444	0.7799639	0.8636086	0.96894234	0.99133193	0.98606485	0.9519272	0.85336626	0.83671564	0.5373298	0.7131216	0.95622	0.9796466	0.9375604	0.93902445	0.9375545	0.90194595	0.9386478	0.86322576	0.94653255	0.9619535	0.9494623	0.9939903	0.79983354	0.6463052	0.86396855	0.93650365	0.9597067	0.9387071	0.9897085	0.98285943	0.97222483	0.9021114	0.96192056	0.9774283	0.8625295	0.45736164	0.9980762	0.89749306	0.8633629	0.9991221	0.99238247	0.96218014	0.9934044	0.6325317	0.95046544	0.91061765	0.93209314	0.8229741	0.9451508	0.9694525	0.9200166	0.9878983	0.8906341	0.9855536	0.5421804	0.924101	0.93216926	0.93627894	0.98481065	0.9707528	0.66151536	0.968641	0.46936756	0.9353154	0.98765445	0.8932244	0.84140384	0.96284825	0.94841754	0.70717233	0.9516486	0.5031936	0.94138527	0.9655356	0.3750459	0.94482034	0.87460357	0.9835108	0.74470043	0.6559744	0.9736555	0.8773097	0.8565806	0.9617045	0.7305895	0.8527467	0.8024115	0.8690673	0.967417	0.8157995	0.97902215	0.8913528	0.97622573	0.8510337	0.8519603	0.75936246	0.92953247	0.9871568	0.9134059	0.9504834	0.92563915	0.96496433	0.8769371	0.97684973	0.94130754	0.8374468	0.98116046	0.5986999	0.98213714	0.9174076	0.82681775	0.87115735	0.8968813	0.86310697	0.66877276	0.9373754	0.9291175	0.4823758	0.9382357	0.91901636	0.95224816	0.96186554	0.9018322	0.9614876	0.736977	0.96689194	0.984564	0.9280469	0.971021	0.924394	0.9986385	0.840485	0.99220717	0.91726345	0.95459586	0.70686567	0.9026489	0.7844796	0.92881995
immers/adv	0.8402256	0.0	0.8905806	0.6564493	0.83626616	0.8441777	0.9096572	0.75232375	0.79306567	0.7140143	0.71364635	0.7351662	0.88302046	0.7685919	0.81753445	0.86499304	0.8546388	0.7567392	0.74842846	0.8054812	0.8273252	0.72945404	0.76182985	0.790074	0.72757566	0.82389367	0.8352599	0.8740282	0.7162074	0.7984848	0.8132343	0.7199526	0.6333827	0.8044858	0.85428125	0.827963	0.9025387	0.73682725	0.77816474	0.4850396	0.80688125	0.86333096	0.85165817	0.79797024	0.686175	0.6889069	0.7948126	0.75201434	0.8629018	0.6842574	0.7015203	0.856713	0.59362483	0.94911975	0.71190214	0.708058	0.8143113	0.76972854	0.6588845	0.779317	0.82456595	0.764065	0.8726398	0.6919883	0.8435943	0.8724427	0.82781863	0.72202206	0.8776493	0.79110146	0.8337984	0.74355966	0.7791345	0.8202721	0.8835833	0.7897694	0.70465183	0.88261193	0.7201234	0.76254916	0.62530684	0.6309798	0.579536	0.86892164	0.7282774	0.81576174	0.7191559	0.6069766	0.7437068	0.8060227	0.77216256	0.8011877	0.71149254	0.6271651	0.7323322	0.81969047	0.812437	0.80017596	0.7536833	0.6713084	0.7691983	0.7247443	0.851799	0.7524325	0.84216225	0.7037035	0.82444274	0.69783795	0.8681153	0.638054	0.72426	0.98564136	0.76864207	0.84992695	0.7825722	0.9587506	0.70445055	0.7398617	0.73027617	0.66965306	0.8484756	0.6238668	0.8104285	0.84268194	0.8237823	0.8863025	0.6874168	0.7842581	0.73258996	0.8224982	0.54795194	0.91430384	0.8721874	0.85724485	0.6732553	0.70830977	0.8005423	0.8344506	0.7962986	0.8628439	0.80507463	0.78603137	0.81650954	0.90740514	0.78336275	0.78756547	0.88912255	0.9551701	0.84583265	0.7791268	0.7418703	0.7072285	0.92426634	0.75766075	0.7952403	0.7711466	0.72518414	0.724122	0.7534014	0.83094656	0.81849563	0.8494375	0.7583472	0.7564011	0.8111111	0.7786174	0.63932025	0.7656032	0.78432566	0.8844243	0.9198434	0.73678493	0.7346056	0.93005085	0.8996698	0.7207652	0.7437253	0.72908926	0.7892975	0.8247857	0.7789003	0.8018968	0.8447735	0.7490827	0.7659797	0.67959154	0.88501495	0.77485746	0.77070296	0.6151595	0.9147484	0.67665476	0.68098414	0.83613956	0.9079529	0.7677134	0.8231815	0.6676642	0.72769433	0.679252	0.8326599	0.7956942	0.78614134	0.8121541	0.80361325	0.7334463	0.906987	0.9498714	0.75970924	0.74471605	0.7683127	0.8369262	0.88642955	0.6978015	0.85511947	0.83109426	0.82451665	0.81641936	0.79476583	0.8609955	0.8302825	0.78335017	0.7507925	0.7478513	0.7740853	0.6795738	0.7032416	0.71996975	0.717183	0.7370517	0.7745096	0.8285624	0.85941505	0.76301026	0.77083397	0.7960317	0.7194959	0.75856256	0.71365154	0.7573554	0.7816542	0.80306405	0.7695324	0.78235805	0.76695424	0.81687605	0.69638085	0.7947138	0.7811389	0.75935227	0.82597923	0.8806056	0.8835688	0.8323574	0.74925387	0.84690416	0.8868784	0.7881304	0.8058218	0.7602557	0.8936613	0.773199	0.6100354	0.57685685	0.9001729	0.8026396	0.74345756	0.8661132	0.87213814	0.6996444	0.7325393	0.72508055	0.80042845
elektricien/noun	0.9734426	0.8905806	0.0	0.7677886	0.903986	0.85975444	0.85028374	0.9758149	0.9757754	0.83821404	0.8924954	0.9093542	0.9078835	0.9959195	0.8425058	0.9591917	0.9079139	0.85277915	0.8991124	0.96797293	0.9949337	0.97041327	0.9857488	0.88530684	0.8891208	0.970282	0.83782846	0.9732915	0.9312214	0.85602653	0.88479	0.867428	0.9377079	0.9580843	0.95221937	0.8781346	0.9473365	0.95018476	0.9271192	0.810682	0.819782	0.92567086	0.960247	0.95221364	0.8897724	0.7595643	0.83940566	0.9052635	0.8684506	0.96707046	0.83456075	0.7459513	0.8789478	0.8670238	0.9450104	0.95935094	0.93873674	0.809704	0.93321687	0.8599099	0.9292455	0.7379047	0.8830649	0.76048714	0.8302308	0.94348043	0.9157609	0.95064855	0.718597	0.88650775	0.9427971	0.84417576	0.8154375	0.817095	0.9799343	0.9298303	0.96102995	0.85536575	0.8742379	0.957818	0.96415037	0.9250846	0.9474209	0.91886246	0.9434367	0.94848573	0.8087945	0.9281141	0.89964414	0.85461944	0.8846484	0.83658725	0.88154024	0.96260715	0.75786805	0.9236749	0.9881892	0.95903504	0.91359645	0.86156434	0.9750886	0.9164841	0.95043737	0.8367331	0.9876929	0.8643799	0.8643263	0.88679105	0.8577697	0.9367948	0.8185421	0.95612645	0.9164463	0.96430814	0.93484074	0.8979614	0.85524744	0.9497554	0.79255474	0.879211	0.9687478	0.9411843	0.813481	0.9773167	0.8625842	0.9357158	0.900492	0.84412235	0.92346245	0.9341396	0.81820047	0.93523777	0.9584156	0.8726729	0.9448118	0.813738	0.87376827	0.912817	0.899569	0.98357683	0.9488459	0.8986413	0.95588857	0.96765053	0.88313967	0.9381068	0.91403097	0.9902439	0.8611708	0.8583285	0.9501577	0.93691707	0.89987165	0.7197678	0.91008526	0.969067	0.78328586	0.9435869	0.89384884	0.8154047	0.8895147	0.967874	0.65036833	0.7842839	0.9516584	0.8044793	0.81748146	0.79091483	0.931826	0.971106	0.9162663	0.8398277	0.9572551	0.9555379	0.92205113	0.9707324	0.8447889	0.9380392	0.9369957	0.9087736	0.91412663	0.858623	0.84455913	0.9363176	0.92389935	0.77631444	0.9957052	0.8305393	0.9673988	0.89464724	0.93188035	0.87267125	0.8952378	0.97498435	0.89932805	0.90531063	0.97405976	0.83228326	0.9464412	0.9418384	0.98163354	0.7856113	0.96397346	0.8412772	0.9601019	0.9763938	0.88091254	0.9515735	0.98321766	0.97569907	0.961933	0.9066167	0.8693532	0.8666673	0.77518815	0.91393584	0.8845065	0.95774066	0.90673965	0.88155174	0.8215703	0.8555001	0.97396135	0.9138778	0.8395289	0.7872769	0.8431634	0.8858193	0.9096258	0.9567855	0.81210893	0.85076356	0.99081963	0.95405257	0.83207935	0.9411659	0.8808056	0.9540969	0.9897346	0.8354185	0.86782724	0.9579171	0.9257386	0.8850147	0.86022943	0.9756764	0.9258042	0.89789927	0.9656396	0.9033832	0.94751084	0.9769929	0.8810088	0.83897007	0.8908951	0.90255594	0.85352945	0.744618	0.91475874	0.9360536	0.8287873	0.8043277	0.9014189	0.9286916	0.9344106	0.9318128	0.9321467	0.8469872	0.95385605	0.89986444	0.8316119	0.87208736	0.90316
word/verb	0.6078391	0.6564493	0.7677886	0.0	0.7685114	0.8457224	0.8415305	0.7054337	0.86459476	0.8062056	0.7134241	0.810814	0.7692148	0.7039608	0.78097415	0.62988484	0.92388123	0.834903	0.88940716	0.8943035	0.91607165	0.8003656	0.7623016	0.8797079	0.9056785	0.5496695	0.64073884	0.59770703	0.66197693	0.80807525	0.7739429	0.7251187	0.6907417	0.85141295	0.83170617	0.8313768	0.65616405	0.70815444	0.7924993	0.70784104	0.75248176	0.74820817	0.74715686	0.8376311	0.78696805	0.73886204	0.7334254	0.7995992	0.7932866	0.9087199	0.74725425	0.62584317	0.650795	0.8829245	0.90600955	0.73733914	0.9160213	0.7869913	0.74982595	0.717187	0.78975725	0.75818366	0.77415687	0.68213826	0.92521966	0.83024937	0.86471105	0.89710605	0.7586781	0.72194177	0.8527226	0.68182087	0.72720754	0.7918721	0.6225233	0.92213964	0.68967164	0.76269805	0.73224163	0.81716084	0.5844775	0.72513473	0.9409506	0.84652483	0.5871964	0.9072664	0.79851496	0.88894427	0.8646388	0.8226888	0.7098341	0.87627715	0.73033774	0.6879846	0.64299923	0.87306976	0.9239552	0.8653314	0.7752726	0.665806	0.8350507	0.8445934	0.7079071	0.7204627	0.9070672	0.8336205	0.7193779	0.7731653	0.9095896	0.5671963	0.7203157	0.8698324	0.781477	0.82209456	0.900529	0.9680182	0.7388003	0.888828	0.69692963	0.82306993	0.58207536	0.5763575	0.88696855	0.61016405	0.82448316	0.9372351	0.7849067	0.5930995	0.8728835	0.8752891	0.80314445	0.9252373	0.8272035	0.9125281	0.6223717	0.70000863	0.85801464	0.90901357	0.90915656	0.8940644	0.77960503	0.7029464	0.63932526	0.6903576	0.765694	0.9424874	0.90804	0.93223536	0.7806103	0.77104855	0.80077004	0.74597573	0.8893511	0.7762168	0.9082673	0.8839335	0.61524796	0.5893637	0.65750873	0.8457693	0.8517016	0.93971753	0.8133555	0.91511905	0.90932417	0.78347874	0.77450526	0.76795083	0.71336746	0.58277607	0.9408282	0.7063595	0.7589295	0.94122267	0.9345103	0.8626878	0.94168705	0.69979393	0.79789305	0.88602364	0.78177047	0.6477877	0.6819533	0.924017	0.6715339	0.8709458	0.9114207	0.84137386	0.56448007	0.7354753	0.93946445	0.8374977	0.91569126	0.8613997	0.76664245	0.7780242	0.59508526	0.78810894	0.9212473	0.8878873	0.8622636	0.84276706	0.77184343	0.84542876	0.8634328	0.56086814	0.9254805	0.9320078	0.60669506	0.84842336	0.90022033	0.882801	0.78533405	0.6740192	0.8311225	0.6454948	0.7468242	0.880216	0.70494425	0.6651604	0.71283376	0.69753855	0.7606297	0.85007215	0.7271724	0.7798543	0.7097223	0.80097	0.5936874	0.7468014	0.8310155	0.7127548	0.87997884	0.8570445	0.84649205	0.8425765	0.81695014	0.89620674	0.7492176	0.79678047	0.8063874	0.72318673	0.8482993	0.8295834	0.6021825	0.86377645	0.71049273	0.61857367	0.67380834	0.82184345	0.8346624	0.6418946	0.8353212	0.84981114	0.81133205	0.78236943	0.8841789	0.7328709	0.58059937	0.8034137	0.8042717	0.7185328	0.7973623	0.6628426	0.84666276	0.8383553	0.9125877	0.7930129	0.80087554	0.6936053	0.8402698	0.74540627	0.7501347
plein/noun	0.9604631	0.83626616	0.903986	0.7685114	0.0	0.71326065	0.60926294	0.8916872	0.9364536	0.5685471	0.8736124	0.8508909	0.44587165	0.9676868	0.70545053	0.86174923	0.9715228	0.46068782	0.8297738	0.93613875	0.8884802	0.8535664	0.9410372	0.8862154	0.98307735	0.8721327	0.7518528	0.89263964	0.84340733	0.83425045	0.6368267	0.8440882	0.6650374	0.93699056	0.9334261	0.9387887	0.7172173	0.7958861	0.8708619	0.9106196	0.79627043	0.94515216	0.7500442	0.9161602	0.9490814	0.8795353	0.85176027	0.95815456	0.87498266	0.96043384	0.77463484	0.9225118	0.9093231	0.46090603	0.96493965	0.9497534	0.9636386	0.72400326	0.77481955	0.80863744	0.56693435	0.9084669	0.59011376	0.9357711	0.87582624	0.6988996	0.625381	0.88934696	0.89355695	0.9871154	0.9022932	0.5922188	0.53709984	0.9118672	0.8874224	0.8791034	0.95932305	0.8129597	0.8967944	0.9362644	0.8817324	0.8442335	0.9445309	0.8743984	0.78641355	0.99875	0.9202638	0.7055924	0.86223876	0.78559184	0.6569942	0.9285166	0.8227581	0.9131085	0.7790279	0.8897211	0.9958815	0.8864969	0.7529408	0.9025394	0.9265193	0.8818069	0.9294748	0.9477223	0.93418586	0.8862262	0.7153312	0.8567926	0.7172301	0.7192904	0.9180535	0.94469637	0.9117926	0.30817056	0.92002344	0.9871966	0.95877993	0.8894225	0.97707635	0.8252491	0.9856408	0.8111754	0.86806726	0.9254481	0.9096588	0.8637621	0.9459754	0.7602608	0.87363243	0.950529	0.80393296	0.90946394	0.8952018	0.9624553	0.85221165	0.8870493	0.95964676	0.9232562	0.89096314	0.78487784	0.86089236	0.65457034	0.95489657	0.72410476	0.90278023	0.88852054	0.86383295	0.967896	0.97950214	0.98169696	0.85157055	0.7073379	0.8839174	0.9070908	0.93566334	0.9174799	0.7787964	0.9046029	0.7182033	0.6559237	0.9560005	0.9413074	0.7452547	0.93863744	0.9134694	0.9217136	0.8466946	0.8657886	0.4825878	0.9199573	0.9635823	0.95486575	0.91542983	0.859653	0.97821504	0.8865311	0.9728644	0.8993992	0.91219246	0.83875716	0.9436262	0.944988	0.9020931	0.87138474	0.63914514	0.8297093	0.9960947	0.8340677	0.8201903	0.9031598	0.97394425	0.94849855	0.9240957	0.9151962	0.872126	0.7202549	0.91211593	0.8234543	0.94203085	0.9592926	0.9298684	0.666877	0.9026387	0.9849308	0.9348041	0.85904396	0.92749417	0.9627005	0.99071974	0.9040228	0.9504217	0.8697975	0.951799	0.89312506	0.83496976	0.4563036	0.9172068	0.8647238	0.92504317	0.6450511	0.5684098	0.9572639	0.7498338	0.9737252	0.9164067	0.9088828	0.80634224	0.91893315	0.79230577	0.9540838	0.35109437	0.8961902	0.9850374	0.9542799	0.9424314	0.8784337	0.93727833	0.9602292	0.9017749	0.98011476	0.66161686	0.9857761	0.94654816	0.84851867	0.761175	0.93637544	0.8628563	0.58910257	0.7338681	0.87954926	0.9430896	0.94718784	0.9362566	0.8032863	0.9458098	0.5672294	0.9341686	0.8054439	0.6675513	0.85838664	0.7399942	0.8473196	0.86526144	0.812655	0.83744276	0.91211176	0.9489379	0.7982887	0.5186472	0.9361032	0.92693865	0.98400843	0.9182785
bekom/verb	0.9238048	0.8441777	0.85975444	0.8457224	0.71326065	0.0	0.61156094	0.9280585	0.8628559	0.7780535	0.9028945	0.7745296	0.7160485	0.9530987	0.5737173	0.90889823	0.82875925	0.815952	0.9320312	0.9254207	0.8576817	0.91898304	0.9638803	0.8618376	0.93834794	0.8490231	0.7100632	0.9259775	0.80861044	0.9297495	0.6286875	0.88314	0.81890285	0.893825	0.9596513	0.9573302	0.6903937	0.6676935	0.83577096	0.95012647	0.7342981	0.91739464	0.8612101	0.9251025	0.88032824	0.8291601	0.7055172	0.92736185	0.77872056	0.8590566	0.8304485	0.69396144	0.84696996	0.95259935	0.8635407	0.9241637	0.92131615	0.79655826	0.8147985	0.7048509	0.7929642	0.84890014	0.65717137	0.8518631	0.93787056	0.870276	0.6317284	0.8311536	0.81855315	0.9222656	0.8271707	0.7962712	0.7365017	0.74069226	0.93105084	0.8394644	0.92799634	0.94276077	0.85298264	0.8584131	0.84683275	0.7908423	0.857317	0.90629786	0.75959826	0.9209288	0.91538227	0.82382065	0.8461201	0.88666505	0.63724065	0.9550133	0.6221787	0.87875116	0.6297784	0.9449963	0.96102744	0.9625568	0.8637285	0.7878237	0.909869	0.8604401	0.85581744	0.9001819	0.9478347	0.91910475	0.5485486	0.8419825	0.78061974	0.74566174	0.9597785	0.95212257	0.82539713	0.8930626	0.91790175	0.85779977	0.91920537	0.87497836	0.85292405	0.8440951	0.93215346	0.8168126	0.91329885	0.9367421	0.9783418	0.9097664	0.88123596	0.60466385	0.81201047	0.93931276	0.88729227	0.8411194	0.9435238	0.9825234	0.8563972	0.9567589	0.81082505	0.89292884	0.8640561	0.8675312	0.88471043	0.6828068	0.82093924	0.83047307	0.9677013	0.91755587	0.95543194	0.82861567	0.8820755	0.90203124	0.84363353	0.7052884	0.914684	0.784721	0.7863834	0.8993137	0.625417	0.9741124	0.74503255	0.7747925	0.9154488	0.8959635	0.69402266	0.92915213	0.9541584	0.9071387	0.89389265	0.7963101	0.6784849	0.90799004	0.9104675	0.8545079	0.84683776	0.9341018	0.9206017	0.8362483	0.82972544	0.9793097	0.88007253	0.6828172	0.87816113	0.9085092	0.91152346	0.87681675	0.7944032	0.8400856	0.9532989	0.8944845	0.8531712	0.9466022	0.890869	0.97373646	0.821879	0.8456205	0.7259729	0.8178474	0.93492687	0.8957491	0.83162856	0.8766592	0.9265355	0.43714362	0.89787614	0.86327285	0.8231225	0.8672004	0.9422772	1.0	0.9591302	0.9412365	0.95335406	0.87743574	0.89310074	0.81121194	0.90791434	0.6011808	0.9903486	0.86154425	0.84577245	0.60919076	0.55914515	0.95388883	0.6505915	0.9772854	0.78322864	0.7608568	0.86422694	0.8613869	0.6777908	0.910703	0.8335904	0.8292088	0.95983607	0.93548596	0.96051764	0.81695193	0.8231234	0.8571727	0.9228062	0.7670629	0.7664926	0.9491195	0.7763207	0.56568235	0.52220976	0.7886528	0.7090972	0.595165	0.85636413	0.9346684	0.9383268	0.9655336	0.8687875	0.601558	0.9465185	0.88743955	0.8678779	0.8101397	0.6655684	0.8572504	0.9405031	0.7759158	0.8516387	0.7864438	0.9397668	0.85514647	0.9056784	0.77621543	0.79212904	0.90681046	0.9227491	0.87394345	0.9052682
schepen/noun	0.94275314	0.9096572	0.85028374	0.8415305	0.60926294	0.61156094	0.0	0.96228796	0.99034214	0.77203393	0.91254187	0.9344379	0.703798	0.9996775	0.65685546	0.8894796	0.9282074	0.72869813	0.92520523	0.9455844	0.8831175	0.9271945	0.9624891	0.87678707	0.9829922	0.91481805	0.49633706	0.9340545	0.71122473	0.9515429	0.30492234	0.77200174	0.87997085	0.86684895	0.91095877	0.95543	0.62332743	0.82045686	0.9759617	0.9800067	0.68310744	0.97320986	0.89609563	0.95346636	0.9797275	0.98992556	0.81550884	0.9602618	0.7518426	0.8898285	0.97280216	0.8657766	0.97126913	0.8287322	0.9553672	0.9977699	1.0	0.75853217	0.94339126	0.90685457	0.8547244	0.9245095	0.66726315	0.9882371	0.99583566	0.8544244	0.6313869	0.95341235	0.982273	0.99970704	0.9793233	0.7375709	0.68457496	0.8690753	0.91207576	0.8497406	0.9648696	0.82457155	0.9370772	0.9661726	0.95373595	0.8018111	0.90801716	0.7946093	0.92354774	0.99982136	0.9901973	0.9166116	0.92188776	0.9624287	0.51021886	0.99611545	0.79479384	0.9286317	0.70301294	0.9402061	0.98719233	0.95479137	0.87876356	0.9652578	0.9781002	0.92350864	0.927986	0.9864111	0.95643246	0.9525052	0.5829375	0.9428949	0.91226274	0.83454764	1.0	0.9005949	0.9747964	0.7557516	0.98783654	0.98052984	0.9374327	0.9303209	0.998165	0.9381975	0.98020476	0.90133417	0.9820474	0.94590765	0.9469194	0.9346207	0.987427	0.69688	0.9536356	0.9260441	0.91378474	0.9999778	0.9381393	0.9913747	0.905676	0.98935586	0.7903123	0.95198447	0.9325475	0.9461205	0.9241531	0.60751	0.999751	0.82173264	0.9805936	0.94312346	0.9981495	0.981181	0.9518578	0.99124414	0.94715977	0.5578088	0.97563887	0.9562266	0.96539384	0.91669613	0.8635969	0.9995474	0.7475836	0.7791871	0.97204375	0.9806746	0.9023868	0.9351891	0.9962212	0.77708423	0.9750638	0.80949223	0.5044106	0.92891985	0.96269464	0.9834837	0.9707155	0.96348417	0.9857834	0.95213825	0.9744954	0.95342886	0.9301219	0.79619896	0.9745634	0.9665247	0.98579234	0.9175968	0.6503626	0.9258973	0.9745202	0.9569813	0.91568655	0.971051	0.8675474	0.99362797	0.86119723	0.9353953	0.68882734	0.9270997	0.9206061	0.91009223	0.87845683	0.9322567	0.99194527	0.58710784	0.9763461	0.92146665	0.98424876	0.9370794	0.97546464	0.9813473	0.98784757	0.994612	0.9889463	0.97373086	0.92874265	0.9994625	0.9996382	0.50158066	0.99996525	0.9624191	0.99185205	0.58403456	0.6686076	0.999963	0.708215	0.9530476	0.9932794	0.9340479	0.91597396	0.9439297	0.7874284	0.97949463	0.736765	0.90308475	0.98146224	0.9663509	0.9667543	0.93135095	0.9851929	0.9951972	0.8870626	0.9603876	0.8476826	0.9842585	0.98233795	0.89002943	0.76802266	0.8907082	0.93647665	0.61724776	0.8320911	0.9416148	0.8721159	0.9656849	0.69759154	0.62549496	0.9806403	0.84933263	0.9619026	0.9371637	0.6688057	0.78149223	0.9430481	0.9510975	0.93900084	0.8099253	0.90729904	0.93914413	0.9803055	0.9093387	0.8454127	0.9721914	0.96663374	0.9671995	0.96448696
