	eind/adv	immers/adv	William/name	Maurice/name	elektricien/noun	morgen/adv	aantal/noun	als/prep	na/prep	daarom/pp	daar/adv	eerder/noun	stelling/noun	werkwijze/noun	Guus/name	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Wereldbank/name	sociaal-democraat/noun	zaterdag_avond/noun	Zoutleeuw/name	Eddy/name	Bush/name	inwoner/noun	namelijk/adv	Anderen/name	mening/noun	totnogtoe/adv	ook/adv	Ier/noun	maand_blad/noun	tegelijk/adj	atleet/noun	Erik/name	al/adv	Marc/name	passend/adj	volwassene/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	Patrick/name	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	Koninklijke/name	zij/pron	weekend/noun	waarde/noun	Ann/name	goed/adj	ING/name	Dr./name	hierbij/pp	Veurne/name	wetenschapper/noun	KNVB/name	afdeling/noun	ondernemer/noun	voortaan/adv	kwel/noun	Kaplan/name	Orde/name	Lint/name	devies/noun	morgenavond/adv	vrijwilliger/noun	Raf/name	Deinze/name	Wesley/name	strategie/noun	Karel/name	gemeente_bestuur/noun	vasten/noun	premier/noun	discretie/noun	in/prep	ze/pron	credo/noun	Ajax/name	nadat/comp	tijdens/prep	sport_raad/noun	Academie/name	Gilde/name	ploeg/noun	bovendien/adv	u/noun	filosofie/noun	vandaag/adv	inzicht/noun	sport_vereniging/noun	omdat/comp	jaar/noun	student/noun	het/det	visie/noun	behalve/comp	numerus/noun	reder/noun	rij/noun	opvatting/noun	brandweerman/noun	laureaat/noun	haar/pron	gisteravond/adv	Belg/noun	VK/name	drie/num	wielrenner/noun	Uefa/name	zich/pron	misvatting/noun	daarin/pp	voorzitster/noun	Alfonso/name	vader/noun	Berlusconi/name	door/prep	Verhaegen/name	zienswijze/noun	Genève/name	Centrale/name	vrijwilliger_werk/noun	Jack/name	lid/noun	provincie/noun	held/noun	rit_winnaar/noun	winnaar/noun	zaterdag/noun	Stive/name	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	principe/noun	ideaal/noun	supporter/noun	Rillaar/name	achteraf/pp	kommer/noun	J.J./name	voor/prep	zondag/noun	Spanjaard/noun	hij/pron	muze/noun	René/name	keer/noun	evenwel/adv	lang/adj	ANC/name	Oscar/name	persoon/noun	renner/noun	aanvankelijk/adj	beeldhouwer/noun	week/noun	sport_laureaat/noun	standpunt/noun	omroep/noun	PSV/name	WTC/name	officieel/adj	lijst/noun	medewerker/noun	maatschappij/noun	Zottegem/name	daarbij/pp	aanvoerder/noun	Van/name	mezelf/pron	sportman/noun	traditie/noun	wij/pron	overtuiging/noun	decor/noun	Lierse/name	speler/noun	judoka/noun
eerder/noun	0.7549189	0.83239156	0.847078	0.8538921	0.88611746	0.7295866	0.831479	0.8049526	0.734835	0.78955853	0.85532755	0.0	0.82056564	0.8007184	0.8084562	0.750376	0.49223417	0.91645813	0.8147747	0.74291956	0.7556323	0.8047376	0.89511675	0.90059495	0.7017785	0.8525673	0.8201887	0.77803326	0.88573265	0.76420677	0.8562554	0.85707533	0.8164543	0.8290753	0.83644134	0.884483	0.779618	0.91227216	0.8702362	0.924543	0.84467113	0.8513062	0.8732912	0.8979837	0.8776642	0.8462291	0.8247015	0.8830687	0.79633224	0.70665133	0.86276644	0.85347134	0.8996421	0.91674054	0.686142	0.8689823	0.82294303	0.8865129	0.8069149	0.75241846	0.86299735	0.8108592	0.81274647	0.8866078	0.8128061	0.83762777	0.8947965	0.8452941	0.8163556	0.8938151	0.91571456	0.92738086	0.91430926	0.7709789	0.8689496	0.83083785	0.894276	0.71134686	0.8634971	0.775336	0.8215704	0.85721695	0.8178425	0.5832397	0.73174155	0.8783544	0.87810904	0.8753371	0.87138534	0.7878544	0.92910933	0.906883	0.63867414	0.8998823	0.8867652	0.75901276	0.83014876	0.87166697	0.82925665	0.8655268	0.7849188	0.9170823	0.8475616	0.906968	0.8329772	0.8182082	0.88277656	0.8344161	0.58968186	0.8793173	0.93964386	0.79969376	0.8314652	0.77990216	0.82193947	0.8537809	0.772188	0.8534504	0.8711711	0.8669802	0.7235087	0.7299809	0.89026725	0.85072136	0.717947	0.79851174	0.8816628	0.8296155	0.84380597	0.8338825	0.8795862	0.8967728	0.83615506	0.85309064	0.9275161	0.85573786	0.7503312	0.8209157	0.86559266	0.85544705	0.8934822	0.846956	0.9156404	0.8342793	0.9006953	0.86272955	0.83650994	0.87779665	0.8409593	0.72894835	0.8911748	0.87481546	0.8553848	0.7699722	0.88166445	0.8082011	0.90639585	0.85111326	0.87246203	0.70847994	0.8866381	0.66755676	0.94319147	0.8190459	0.8293825	0.8234063	0.8469049	0.71313953	0.8416357	0.79867333	0.82126004	0.925779	0.79422885	0.8445261	0.90731376	0.90652466	0.866763	0.9020899	0.872474	0.86948836	0.90606177	0.908319	0.8579616	0.84629166
stelling/noun	0.91215646	0.77893794	0.8937975	0.888429	0.9158584	0.88465637	0.8744475	0.7998609	0.89341354	0.7797787	0.88738024	0.82056564	0.0	0.71681905	0.87902033	0.92159116	0.7550988	0.8708973	0.85369605	0.86720276	0.8042721	0.9036586	0.918823	0.9120542	0.790278	0.9011825	0.7868853	0.7730736	0.6788768	0.79184633	0.8228462	0.86801225	0.8498137	0.7911042	0.885131	0.89006835	0.88875145	0.87623477	0.84420615	0.9100807	0.8668283	0.86811286	0.9248269	0.8675873	0.88734436	0.84849703	0.851316	0.9109089	0.9600619	0.7454075	0.90001	0.8022805	0.8898232	0.87209153	0.907622	0.8896307	0.76684904	0.9094318	0.7679498	0.8644497	0.9058908	0.85354245	0.872828	0.9258458	0.8129978	0.9144499	0.8923749	0.8107919	0.8885591	0.89902914	0.8995575	0.92156893	0.90849215	0.70943964	0.8650445	0.86331636	0.89817125	0.793321	0.8487328	0.8871164	0.8119392	0.770585	0.9026392	0.8277045	0.8958408	0.8918407	0.92686176	0.9127377	0.85860074	0.795473	0.91536045	0.7458612	0.84131396	0.75916207	0.88122	0.7842783	0.9489909	0.88047063	0.8276584	0.6332303	0.8345746	0.9203818	0.88520706	0.8795171	0.6012907	0.8760464	0.8788365	0.8521264	0.80178905	0.8693794	0.94143236	0.9112113	0.8979807	0.8653432	0.7891818	0.7546706	0.74694204	0.86049634	0.89746475	0.9025927	0.78434634	0.78502774	0.8719208	0.6671001	0.88760126	0.91726077	0.8534802	0.90070313	0.87339044	0.8651546	0.8642208	0.9162718	0.8985957	0.93512964	0.93440676	0.7986331	0.82863104	0.784214	0.7171813	0.71893966	0.7538877	0.9124477	0.9210239	0.79640156	0.9105195	0.9034336	0.8723484	0.9349538	0.8603627	0.78674054	0.88270515	0.892601	0.87015104	0.72370756	0.90970886	0.8484354	0.9249233	0.8918569	0.88115263	0.80545497	0.8914703	0.8823562	0.96016854	0.52554595	0.86019766	0.8971812	0.8864385	0.86766297	0.81072694	0.8792115	0.8141287	0.9296033	0.78584874	0.8709191	0.9082073	0.8623137	0.8810989	0.80378973	0.7865323	0.6695087	0.8542135	0.9039316	0.8966878	0.88052136
werkwijze/noun	0.89758146	0.72900355	0.8853378	0.90050745	0.9014672	0.8753921	0.81823826	0.7696384	0.910324	0.7135422	0.8988185	0.8007184	0.71681905	0.0	0.8334907	0.92128223	0.7866756	0.89175737	0.8425304	0.80444324	0.78906965	0.913772	0.88212246	0.91244274	0.8246986	0.90048265	0.6893351	0.7832545	0.6961294	0.7791508	0.74331415	0.8781624	0.8159138	0.7518027	0.8761628	0.9077886	0.8733491	0.9105364	0.77566147	0.8630911	0.798777	0.8175205	0.94935244	0.9039966	0.86217415	0.8969122	0.85207	0.8544017	0.91273326	0.72818494	0.9296701	0.8119648	0.9107701	0.82536	0.86276805	0.8837219	0.7424342	0.9023539	0.7113343	0.7832944	0.8433159	0.783237	0.766968	0.91968775	0.81141394	0.8599377	0.89646304	0.82659626	0.88382226	0.84937894	0.91629153	0.93831396	0.9462555	0.5942342	0.8933925	0.7970445	0.8777789	0.8339242	0.80370486	0.88973594	0.79915076	0.7635491	0.8910793	0.8482059	0.88890195	0.83660936	0.8973168	0.88574356	0.856801	0.66656697	0.9304189	0.68859303	0.8461869	0.65306795	0.8389296	0.73879254	0.9360451	0.83000135	0.7895311	0.6112039	0.78312624	0.87810844	0.8283379	0.9640585	0.6123354	0.86585623	0.8873896	0.83171815	0.8420603	0.9042628	0.9673518	0.91474104	0.8888715	0.82703424	0.79419386	0.78706	0.72223324	0.82039845	0.8919227	0.89568007	0.7862682	0.7451025	0.89040595	0.67920756	0.8547988	0.8458119	0.7772507	0.8894524	0.81205404	0.85537004	0.8792486	0.94392073	0.9299627	0.9516232	0.9626838	0.7759343	0.8244875	0.7155211	0.71668524	0.6920884	0.7888175	0.8774915	0.932085	0.7732239	0.91152817	0.8660429	0.802744	0.9612479	0.91204655	0.79922485	0.85455555	0.8729814	0.9420101	0.7168147	0.9121466	0.8166967	0.9144305	0.8330791	0.90302134	0.7456294	0.83304834	0.8912516	0.95181036	0.66030264	0.7741044	0.90630203	0.9056201	0.8349508	0.8293486	0.8011393	0.74567795	0.940577	0.7648186	0.89309263	0.914728	0.8440577	0.84813833	0.78744745	0.7699972	0.7606394	0.8188269	0.9226477	0.852283	0.86750054
Guus/name	0.8998808	0.89099306	0.72180074	0.6981099	0.8626485	0.82050896	0.9350758	0.73858416	0.84501266	0.8744022	0.87475157	0.8084562	0.87902033	0.8334907	0.0	0.8819751	0.7997277	0.8520485	0.79145324	0.8815737	0.8148566	0.79235613	0.88821816	0.7015865	0.8269204	0.9199984	0.8609284	0.8353903	0.8895775	0.87420374	0.87526405	0.79340595	0.82153094	0.8645777	0.8348664	0.6425091	0.88936555	0.71191144	0.8656903	0.9100839	0.83600146	0.91092896	0.7755606	0.72150767	0.9191029	0.9181559	0.8906168	0.941578	0.8387231	0.8178624	0.9093063	0.9241636	0.77490336	0.8704507	0.86405134	0.70597214	0.88741714	0.8975002	0.8360519	0.70599085	0.87305784	0.8582985	0.89221877	0.87460744	0.8328153	0.8232209	0.8190938	0.86467874	0.761841	0.8941559	0.7689514	0.84827894	0.7839013	0.8891473	0.6967303	0.89976954	0.9250327	0.8225502	0.88771725	0.8572969	0.8228135	0.83147824	0.62560326	0.8028419	0.86222184	0.8589344	0.86036193	0.8486785	0.76477724	0.8707956	0.8573868	0.86573285	0.85023636	0.8993874	0.90627897	0.88245976	0.9053241	0.891212	0.88083774	0.8637013	0.79086536	0.9596605	0.8522102	0.9233654	0.8800165	0.8300937	0.8123809	0.810703	0.7269616	0.8349682	0.8618121	0.88996506	0.77426696	0.78219366	0.8850956	0.8765584	0.8340341	0.82332075	0.8152695	0.7498406	0.82455003	0.79701114	0.75608975	0.89064026	0.84610575	0.85896134	0.8843928	0.6872157	0.8762959	0.9264813	0.7740203	0.86490154	0.82491684	0.85911214	0.86953765	0.88225496	0.8599258	0.8371299	0.8732436	0.9199373	0.8818825	0.81770664	0.86043787	0.8289901	0.8836555	0.74689794	0.8885646	0.887082	0.8343278	0.74391556	0.79611266	0.5924934	0.888665	0.8650707	0.93116635	0.85754627	0.735401	0.90507203	0.85517067	0.8408489	0.7530166	0.8513958	0.9169208	0.9033508	0.8720737	0.6504166	0.88133264	0.84289026	0.9099069	0.79357076	0.9109399	0.86090356	0.9093009	0.6407398	0.7112886	0.8797475	0.8246765	0.8897737	0.85776585	0.8768474	0.8512205	0.83086175	0.71250474	0.7823005
vrijdag/noun	0.6615387	0.90905	0.88522756	0.87362856	0.8995254	0.47841972	0.939276	0.9403214	0.7827216	0.9079799	0.8883601	0.750376	0.92159116	0.92128223	0.8819751	0.0	0.56122416	0.9670253	0.8210147	0.90064776	0.8865666	0.52758884	0.735324	0.8972711	0.8459557	0.85398185	0.9254309	0.93010604	0.96083707	0.8654226	0.94670063	0.90349954	0.8796631	0.925483	0.894077	0.89639735	0.87516266	0.8876986	0.9301111	0.86207014	0.9396209	0.80366254	0.8674309	0.8846831	0.8412396	0.8635812	0.92810965	0.95500296	0.7552296	0.8886374	0.5571382	0.9428808	0.8750705	0.96234363	0.86783564	0.8288222	0.9052663	0.6931541	0.93069816	0.83415437	0.8615414	0.9357771	0.8567867	0.92206883	0.88432574	0.8964708	0.78700894	0.9354098	0.63778496	0.9130418	0.8490325	0.7065879	0.85032785	0.92433465	0.8750603	0.8333938	0.9170288	0.8122362	0.92603016	0.74904174	0.92083544	0.93252647	0.8549074	0.6933348	0.7088078	0.7915391	0.8088682	0.7180544	0.89367443	0.944485	0.67069876	0.9464376	0.43080807	0.98238117	0.8971296	0.9141008	0.80149704	0.8934281	0.8871864	0.94901335	0.8474649	0.9637267	0.91543657	0.9188074	0.9527116	0.8538845	0.8179872	0.935594	0.5978056	0.92841685	0.8012955	0.8397633	0.88986737	0.8006829	0.9327431	0.94597596	0.899298	0.8671742	0.9145365	0.9345457	0.86703014	0.88446254	0.89137375	0.9222577	0.72611773	0.8237601	0.92448616	0.8660675	0.8895583	0.88889503	0.9392552	0.8934541	0.8124864	0.16194725	0.88297606	0.9656201	0.8447671	0.9459538	0.9644586	0.9210143	0.9685059	0.8530763	0.8138433	0.92883754	0.9373285	0.85425186	0.8984123	0.23778826	0.9310768	0.87730914	0.9175184	0.8760355	0.8980069	0.87655526	0.9423729	0.9171039	0.9006926	0.882111	0.89918274	0.85494035	0.8842058	0.62625635	0.8440327	0.90124947	0.9026638	0.8463037	0.81457484	0.6687553	0.914137	0.8759996	0.94919205	0.73739773	0.92384654	0.8936012	0.9036385	0.9739329	0.9272562	0.95100975	0.9445052	0.96652913	0.91646075	0.76025647	0.9016417	0.8894574
gisteren/adv	0.71034366	0.84878147	0.78212386	0.77542734	0.8705282	0.557011	0.8758758	0.8246891	0.71930814	0.7969753	0.8653655	0.49223417	0.7550988	0.7866756	0.7997277	0.56122416	0.0	0.9259287	0.6103666	0.7510319	0.72102284	0.6603028	0.81743133	0.7890979	0.6335716	0.8196368	0.8731146	0.8174316	0.8520583	0.73077416	0.8908781	0.80874354	0.8257709	0.84413314	0.83524144	0.7993591	0.8305925	0.76061916	0.88157517	0.95228076	0.8791449	0.7480663	0.7920727	0.72027016	0.84850943	0.7965169	0.8320363	0.8948691	0.7593646	0.7498325	0.73876673	0.8877498	0.81262326	0.94063824	0.71713877	0.80848145	0.8184763	0.7409713	0.8203434	0.70237595	0.79450226	0.8412419	0.78630584	0.86723125	0.8121252	0.76387036	0.833484	0.8548476	0.6993219	0.87448967	0.8322239	0.8285588	0.8418097	0.79440117	0.7496073	0.7691366	0.92202	0.5422542	0.84629744	0.7352885	0.8546813	0.8504941	0.77986187	0.4983716	0.6839046	0.8182875	0.80636746	0.847123	0.82449186	0.8651355	0.8937788	0.908876	0.35891277	0.94251424	0.8863022	0.79889286	0.86139554	0.8639877	0.78546315	0.85326844	0.8007158	0.924367	0.8172889	0.8663357	0.85133016	0.7708274	0.8033638	0.8707123	0.27203834	0.8161922	0.8651819	0.79002273	0.78129345	0.71896565	0.8119384	0.8880142	0.76544094	0.70465815	0.8221145	0.8462467	0.6675075	0.71778536	0.81617963	0.7894362	0.6206361	0.7249936	0.90274787	0.7891135	0.73937714	0.7817459	0.87148345	0.84059185	0.7832787	0.7290215	0.90067685	0.8976742	0.51991504	0.84656	0.9001374	0.8776659	0.93316483	0.7740917	0.8655082	0.7967757	0.88459134	0.8294515	0.82633966	0.78070295	0.8095257	0.7237444	0.9056476	0.79317665	0.8666919	0.72137296	0.9251571	0.8333789	0.8725312	0.8758894	0.84253067	0.6840383	0.8263696	0.5613716	0.90735203	0.6988481	0.8280297	0.7963341	0.84871	0.6104505	0.8070216	0.7215519	0.86740714	0.8414885	0.8304259	0.74122727	0.7781303	0.93812525	0.85606074	0.9085611	0.8947166	0.8817722	0.9178062	0.83758634	0.84187925	0.8167128
lief/adj	0.95013005	0.80983496	0.9226284	0.908905	0.8758878	0.8571703	0.9136214	0.81087303	0.93155694	0.7360089	0.7101683	0.91645813	0.8708973	0.89175737	0.8520485	0.9670253	0.9259287	0.0	0.94749486	0.92101985	0.8543723	0.89982986	0.9308791	0.93884677	0.8850014	0.93446547	0.76117516	0.71042514	0.7915778	0.8555074	0.7185276	0.8658594	0.8942299	0.77308714	0.8919368	0.94054663	0.8508925	0.9589154	0.8550419	0.84401786	0.8429775	0.91122323	0.94915056	0.9545748	0.9038793	0.89060634	0.8352505	0.9363912	0.9711944	0.7377898	0.89551103	0.92220134	0.91387236	0.74109125	0.9293125	0.9239526	0.84726477	0.9501832	0.87232995	0.9042515	0.946851	0.84948313	0.796146	0.88507074	0.8826026	0.95220363	0.9234892	0.8032961	0.8911352	0.89901817	0.93256575	0.9383621	0.9374003	0.87257284	0.9396876	0.90206826	0.87933815	0.9156821	0.84078705	0.91596854	0.599603	0.8148496	0.88924	0.88686657	0.93057376	0.91835445	0.9460619	0.92523056	0.894004	0.8122167	0.92440516	0.8607624	0.8879903	0.8816058	0.88037604	0.7398167	0.9433781	0.87417054	0.88836354	0.86170936	0.7796397	0.95411026	0.8684523	0.9042084	0.8431603	0.88091195	0.92534536	0.69344115	0.91073376	0.82225037	0.9629087	0.881853	0.88679695	0.90303165	0.7877901	0.85706794	0.8563778	0.9089441	0.9163853	0.7943104	0.866109	0.8843457	0.91515356	0.881774	0.91669935	0.963471	0.83856744	0.895201	0.9472057	0.9405428	0.8234254	0.93605095	0.93516326	0.95853347	0.9306635	0.7935067	0.9483108	0.7541975	0.8318782	0.8567915	0.8105656	0.8564272	0.92442036	0.7676191	0.88176405	0.93297434	0.85252476	0.9429686	0.8936524	0.68364024	0.80135113	0.9210571	0.87745124	0.8250505	0.7961881	0.8907399	0.93903667	0.90594685	0.886941	0.83602357	0.8882718	0.91044873	0.9466414	0.8631353	0.89849967	0.9076702	0.9154102	0.92062664	0.9208156	0.9222169	0.88422656	0.9378721	0.8629104	0.93063897	0.96568274	0.70973176	0.8397989	0.8722271	0.64023834	0.8367944	0.8579522	0.90273094	0.85871553	0.86550546
burgemeester/noun	0.80289733	0.88819975	0.76952875	0.6372529	0.85586965	0.8103881	0.93474257	0.854239	0.89848846	0.8150623	0.9297896	0.8147747	0.85369605	0.8425304	0.79145324	0.8210147	0.6103666	0.94749486	0.0	0.8721681	0.77402663	0.80263233	0.74007994	0.556034	0.7712848	0.8000539	0.92475843	0.87863827	0.8954589	0.83971107	0.9221058	0.8591006	0.8964555	0.906994	0.8755517	0.7038819	0.9350593	0.55046976	0.8931623	0.9686719	0.9292834	0.6469981	0.82612157	0.5154607	0.8271292	0.8118341	0.91691154	0.9329673	0.8607519	0.8123268	0.8565631	0.9632399	0.62382114	0.95706636	0.90631515	0.70974183	0.88834476	0.76800966	0.8829806	0.78972316	0.83886003	0.8354182	0.801618	0.92942226	0.88983953	0.77263963	0.7444078	0.8839858	0.7927846	0.90147537	0.6779161	0.77574813	0.78243566	0.8843428	0.58079004	0.6485612	0.9676012	0.63445324	0.87382275	0.8485181	0.89019847	0.8954646	0.881335	0.823524	0.86244935	0.7248392	0.8052479	0.8242716	0.88520885	0.9064625	0.8960132	0.9165076	0.78499097	0.9612549	0.87491083	0.88151294	0.9654781	0.8673922	0.892064	0.8886513	0.90067005	0.9418495	0.83833236	0.95854783	0.9149742	0.77427983	0.70139873	0.894216	0.679868	0.83585083	0.8126099	0.9426622	0.8137353	0.8371669	0.903728	0.9244834	0.86011946	0.6235699	0.9063462	0.7892947	0.7824216	0.8277317	0.61690795	0.839003	0.81812894	0.84591794	0.92727035	0.81901795	0.8015647	0.8090663	0.9156743	0.87140554	0.84810853	0.8633758	0.89069116	0.9510854	0.58497393	0.9200158	0.93848026	0.9005045	0.95129055	0.85156846	0.7936709	0.8499607	0.94843775	0.84262395	0.8975526	0.8763985	0.91239667	0.8051948	0.8927131	0.59841466	0.9694874	0.833307	0.96865886	0.8628862	0.87197095	0.925464	0.90547866	0.87315863	0.7122646	0.85750306	0.84686995	0.7703568	0.89404106	0.8912101	0.87953526	0.7801431	0.8050343	0.7312435	0.9396882	0.777703	0.9301456	0.7208524	0.5616843	0.94609094	0.8653892	0.9445463	0.8926613	0.9252653	0.9365275	0.84813744	0.9045725	0.8504173
Wereldbank/name	0.84337616	0.80780196	0.88356376	0.88820684	0.894862	0.861061	0.81052524	0.8209053	0.8992419	0.7922634	0.9052086	0.74291956	0.86720276	0.80444324	0.8815737	0.90064776	0.7510319	0.92101985	0.8721681	0.0	0.77921605	0.9464556	0.92362	0.94652545	0.7416222	0.8383221	0.8094191	0.8169452	0.8962689	0.7943523	0.870453	0.89173836	0.8171099	0.83509654	0.8827427	0.9441506	0.880957	0.9440793	0.8641293	0.906298	0.8456753	0.79342675	0.9282758	0.94161844	0.8841264	0.8703742	0.82664734	0.87489784	0.8576938	0.7415589	0.9110748	0.82376534	0.946702	0.91791636	0.71680593	0.8791777	0.80266905	0.945912	0.73557633	0.7637273	0.8339902	0.74647725	0.7938035	0.90610105	0.852307	0.8664247	0.93219215	0.8325283	0.899221	0.8375449	0.94180274	0.95721877	0.95224595	0.79650164	0.9248579	0.7776839	0.93047506	0.7807241	0.8741892	0.8171959	0.8734997	0.88172287	0.8924316	0.82935405	0.86404765	0.81030864	0.85969293	0.84731525	0.9472334	0.77820516	0.95216584	0.8788608	0.79344165	0.87736565	0.83494186	0.84338665	0.8819333	0.827891	0.83222485	0.8413451	0.8593914	0.91327536	0.8232677	0.97445214	0.8467053	0.8813618	0.8834504	0.89229953	0.8252003	0.90220404	0.9755313	0.91068345	0.91893023	0.8213843	0.86900574	0.88612324	0.8013826	0.85137784	0.9055427	0.91251826	0.78032625	0.7696928	0.9201847	0.83688414	0.74284595	0.7473841	0.8278382	0.89942104	0.7852148	0.74371564	0.91847	0.9517263	0.9233207	0.93683964	0.9602025	0.8570003	0.81294215	0.8589919	0.86401767	0.8393157	0.8728992	0.9091488	0.9646813	0.8870181	0.9036576	0.9158663	0.8125016	0.9544897	0.90627885	0.8169899	0.9010792	0.92236143	0.95175874	0.8183361	0.92593145	0.7719042	0.931412	0.8509995	0.9345202	0.8262493	0.90559804	0.85107136	0.94048566	0.8304583	0.78106594	0.9037994	0.88601655	0.74431574	0.8523613	0.79883003	0.80401933	0.9553972	0.8295891	0.9164274	0.94674265	0.9228723	0.90658027	0.88253707	0.84612864	0.90031874	0.9139352	0.9388622	0.9106377	0.892264
sociaal-democraat/noun	0.8884804	0.7717662	0.8645066	0.8625232	0.90430605	0.8295641	0.8784345	0.76811165	0.85540336	0.7674722	0.9007171	0.7556323	0.8042721	0.78906965	0.8148566	0.8865666	0.72102284	0.8543723	0.77402663	0.77921605	0.0	0.8965935	0.9063651	0.88419807	0.6850221	0.86601126	0.803593	0.76618165	0.7949848	0.80970144	0.82223964	0.8193893	0.84572345	0.80464375	0.8311187	0.85266376	0.84180367	0.88677835	0.85028756	0.88069695	0.83020097	0.83969873	0.8519164	0.85734797	0.90784883	0.8557472	0.8484651	0.8783683	0.9065319	0.71995234	0.90550053	0.84369874	0.87600464	0.8855498	0.84107506	0.88541454	0.8345041	0.91890746	0.78069997	0.8330665	0.89594716	0.77106214	0.84836113	0.89520377	0.83149755	0.85707414	0.8646631	0.8210858	0.8503211	0.88655	0.9024089	0.9134691	0.91015595	0.79155564	0.8484386	0.83401775	0.9162067	0.58812845	0.83407784	0.8396708	0.8074343	0.80964	0.852846	0.80328786	0.8654387	0.84789675	0.8755311	0.87489456	0.8494276	0.80057895	0.9079426	0.817108	0.80160123	0.84884644	0.8722056	0.7925774	0.87762773	0.85095394	0.8408969	0.77920544	0.83647674	0.9178884	0.80750906	0.89235026	0.7088647	0.89358103	0.87463576	0.84282184	0.74502134	0.83539	0.92729884	0.8996779	0.8220047	0.8199945	0.79966587	0.84701586	0.7975837	0.8026962	0.88638365	0.86265075	0.5874281	0.7922319	0.8702556	0.8044431	0.8125956	0.8553048	0.8583883	0.85060495	0.7407276	0.84342533	0.8234221	0.87719715	0.8437839	0.91854155	0.89715195	0.79076785	0.71293646	0.769011	0.7770791	0.8087307	0.7404783	0.8519331	0.91914916	0.85529065	0.9041721	0.89760077	0.84541345	0.9189006	0.83468497	0.7538922	0.8815103	0.858467	0.91087174	0.7597875	0.88689667	0.6391976	0.8867734	0.8841265	0.8503552	0.75554013	0.8558295	0.8451387	0.9374243	0.681702	0.7863091	0.8529644	0.90117985	0.8223061	0.79694563	0.8668318	0.7980387	0.90444136	0.8522373	0.823812	0.8807478	0.8414245	0.81545043	0.7822659	0.78087354	0.7739512	0.88060933	0.9034343	0.8600224	0.8300489
zaterdag_avond/noun	0.7852891	0.8174193	0.86991584	0.8199853	0.8546717	0.5506265	0.88859105	0.8696499	0.6579077	0.92439747	0.8093981	0.8047376	0.9036586	0.913772	0.79235613	0.52758884	0.6603028	0.89982986	0.80263233	0.9464556	0.8965935	0.0	0.6782861	0.7835612	0.90514106	0.76918787	0.8903639	0.8682809	0.9512746	0.8033832	0.9037034	0.7950716	0.9161855	0.8867763	0.8004186	0.8156668	0.84403646	0.7851515	0.89516425	0.87043583	0.87038493	0.76946384	0.64223623	0.78736246	0.75402963	0.77605796	0.87251467	0.9513109	0.7866256	0.865983	0.43871176	0.9535146	0.80755574	0.8992654	0.9304254	0.8286238	0.83902	0.6767789	0.92829674	0.8307568	0.82486236	0.9126969	0.84770197	0.86584115	0.8882236	0.8819396	0.70212185	0.8928052	0.44211316	0.8577946	0.7461723	0.5706982	0.7316493	0.9418074	0.8104934	0.8265512	0.91578907	0.9099945	0.90581197	0.6975054	0.85350144	0.89366853	0.6492323	0.670337	0.7174052	0.7788286	0.77211475	0.75027037	0.62661016	0.89173895	0.7509631	0.9453776	0.6888499	0.9625028	0.85004777	0.8973239	0.8745903	0.8551094	0.86292624	0.94038516	0.8444813	0.97287184	0.89326036	0.716819	0.94926226	0.7257818	0.72594273	0.87708336	0.44297224	0.79947186	0.6439486	0.7005478	0.82248193	0.7487755	0.8920129	0.92093074	0.8860225	0.87390566	0.84967333	0.86626685	0.89210194	0.79071337	0.7991159	0.91938215	0.81500894	0.91630757	0.91242623	0.83057624	0.89906454	0.8941295	0.85780406	0.8604941	0.76392347	0.3821295	0.89196485	0.910673	0.92771006	0.90913814	0.93030477	0.93980813	0.9491095	0.59457105	0.71173066	0.8671478	0.8811446	0.88137203	0.8365403	0.38050705	0.79005027	0.8167038	0.8886602	0.7917143	0.76698136	0.8149713	0.91516614	0.9079882	0.86506844	0.84063643	0.8183142	0.8486407	0.8465881	0.7371906	0.7808674	0.9538794	0.8920424	0.6333173	0.82298166	0.8166665	0.91180015	0.8547981	0.9495325	0.62385964	0.8285239	0.6948235	0.793338	0.92415655	0.8372906	0.9080684	0.8782191	0.91526186	0.84529287	0.57751095	0.71095157	0.7950552
