	plein/noun	bekom/verb	schepen/noun	mag/verb	aantal/noun	als/prep	na/prep	daarentegen/adv	Jean/name	stelling/noun	gisteren/adv	ere_podium/noun	Bush/name	namelijk/adv	mening/noun	onderscheiding/noun	Ier/noun	Verhofstadt/name	samenleving/noun	tegelijk/adj	al/adv	diens/det	te/comp	volg/adj	Veurne/name	wetenschapper/noun	Valerie/name	Kaplan/name	morgenavond/adv	Rode/name	decennium/noun	wedstrijd/noun	gemeente_bestuur/noun	minstens/adv	succesvol/adj	in/prep	Ajax/name	Washington/name	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	ere_burger/noun	jaar/noun	start/adj	Sunday/name	rij/noun	sport_mens/noun	haar/pron	plaats/part	gereformeerd/adj	groente/noun	Genève/name	ASN/name	Spillebeen/name	vooraf/pp	van/name	vrijwilliger_werk/noun	genodigd/adj	ander/adj	ideaal/noun	Beeldende/name	Rillaar/name	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Elsen/name	briljant/adj	keer/noun	lang/adj	bin/name	seizoen/noun	persoon/noun	zijn/det	aanvankelijk/adj	behaal/verb	indrukwekkend/adj	week/noun	sport_laureaat/noun	reflex/noun	Herentals/name	Winter/name	neem_plaats/verb	Mechelen/name	restaurant/noun	Zottegem/name	Van/name	traditie/noun	Kruishoutem/name	die/pron	Sport/name	zeven/num	stadion/noun	vier/num	dit/det	16/noun	dank/verb	stap_af/verb	schepen_college/noun	burgemeester/noun	Dekker/name	Laden/name	Jaar/name	inwoner/noun	dat/comp	Erik/name	nieuw/adj	ingebruikname/noun	weekend/noun	Brugse/adj	Elzen/name	voortaan/adv	Janssen/name	Lint/name	Deerlijk/name	Raf/name	Deinze/name	strategie/noun	jong/adj	dezelfde/det	Frankfurt/name	vasten/noun	ze/pron	credo/noun	2003/noun	nadat/comp	tijdens/prep	ploeg/noun	begrip/noun	Hoop/name	u/noun	bewogen/adj	visie/noun	Oudenaardse/adj	Vanity/name	laureaat/noun	gisteravond/adv	Alfonso/name	laat/verb	Julie/name	door/prep	Spelen/name	Champs-Elysées/name	inzet/noun	eerst/adj	eigenaardig/adj	Stive/name	idioot/adj	verkoudheid/noun	kennelijk/adj	Wiel/name	legislatuur/noun	alle/det	supporter/noun	dienst/noun	Fair/name	muze/noun	hun/det	Ninoofse/adj	ANC/name	Oscar/name	tienjarige/adj	86/num	aanvang/noun	Paul/name	daarbij/pp	kring/noun	loos/adj	Handenhoven/name	overtuiging/noun	decor/noun	top_schutter/noun	judoka/noun	Berlare/name	immers/adv	elektricien/noun	Maurice/name	carrière/noun	100ste/num	daar/adv	Telegraph/name	eerder/noun	mei/noun	vrijdag/noun	Genkse/adj	Josse/name	Sonck/name	Wereldbank/name	Zoutleeuw/name	Leidseplein/name	ere_titel/noun	enkel/det	ook/adv	Big/name	maand_blad/noun	louter/adj	passend/adj	kampioen/noun	campus/noun	zij/pron	9/noun	Gullegem/name	Frans/adj	Murcia/name	Raad/name	be/noun	ING/name	hierbij/pp	Kunsten/name	ondernemer/noun	De/name	vrijwilliger/noun	Clauwaert/name	Louis/name	premier/noun	vier/verb	maart/noun	helder/adj	sport_raad/noun	bovendien/adv	Otegem/name	omdat/comp	Pauw/name	het/det	uur/noun	numerus/noun	wereldbeker/noun	reder/noun	opvatting/noun	VK/name	drie/num	zich/pron	Venetië/name	misvatting/noun	vader/noun	provincie/noun	nerveus/adj	Geert/name	steeds/adv	minister/noun	muzikaal/adj	voor/prep	J.J./name	Harmonie/name	Spanjaard/noun	de/det	hij/pron	parool/noun	Belgisch/name	sterf_dag/noun	midden_stip/noun	stadhuis/noun	feest_zaal/noun	gelovig/adj	waar/adv	verdrijving/noun	Rosmalen/name	verdienstelijk/adj	Coolsingel/name	7/noun	David/name	61ste/num	Camenzind/name	Kennedy/name	lijst/noun	Geel/name	Lierse/name	Luc/name	Ware/name	eind/adv	word/verb	Barcelona/name	afgelopen/adj	aanpak/noun	Guus/name	sociaal-democraat/noun	jaarlijks/adj	veertig/num	diner/noun	totnogtoe/adv	persoonlijk/adv	Gaal/name	Belgisch/adj	sporter/noun	stad_bestuur/noun	dans/noun	Patrick/name	stad/noun	winnares/noun	sporthal/noun	medaille/noun	strijdlustig/adj	gesneuveld/adj	waarde/noun	Ann/name	Regine/name	goed/adj	drager/noun	Temse/name	meest/adj	KNVB/name	Telekom/name	nationaal/adj	Karel/name	Mbeki/name	ploeg_makker/noun	Ronny/name	Gilde/name	Handzame/name	Filmfestival/name	Bond/name	openbaar/noun	Deweer/name	Uefa/name	den/name	Thais/adj	Het/name	Sint-Niklase/adj	donderdag/noun	titel/noun	Centrale/name	lid/noun	winnaar/noun	Kempen/name	haar/det	Rik/name	principe/noun	kommer/noun	achteraf/pp	loopbaan/noun	Tielrode/name	eerste/num	eind_winnaar/noun	junior/noun	Vermaut/name	burgerlijk/adj	blijkbaar/adj	beeldhouwer/noun	in/adj	standpunt/noun	voorzitter/noun	gemeente/noun	omroep/noun	drie/noun	officieel/adj	wij/pron	twee/num	simplistisch/adj	elk/det
plein/noun	0.0	0.8628132	0.88709944	0.87614846	0.87465584	0.88320184	0.90861917	0.8864062	0.93934304	0.8775433	0.89119023	0.8731098	0.95053655	0.8506727	0.92755294	0.9086802	0.919702	0.94855976	0.8615433	0.79347646	0.90643054	0.91343427	0.8419708	0.88325256	0.8326318	0.91539395	0.9179381	0.9214647	0.84303975	0.8866608	0.87145317	0.9133947	0.7679768	0.9112115	0.9154417	0.75926864	0.9321592	0.91908747	0.89855945	0.92128605	0.9169404	0.8100556	0.8886167	0.9285935	0.876901	0.94511956	0.8173034	0.91880023	0.8933231	0.7620188	0.86655545	0.88646674	0.87341785	0.9459202	0.94725764	0.9024081	0.93802965	0.8918397	0.73195934	0.8480849	0.8702101	0.89003605	0.89020956	0.9303197	0.891479	0.9521482	0.9293891	0.9378183	0.8913199	0.93571246	0.89855075	0.9366015	0.91950136	0.9002961	0.88784	0.8915459	0.95828056	0.7539622	0.9134418	0.9110254	0.90203035	0.8375987	0.9037696	0.76507264	0.8565598	0.62694335	0.8767158	0.9662658	0.8859461	0.83416665	0.8217665	0.9396034	0.8830712	0.61277634	0.8887507	0.89513445	0.8690585	0.93581545	0.8228922	0.82351357	0.89966553	0.9361216	0.92863774	0.92759645	0.8203543	0.9486646	0.9558161	0.78851485	0.7921973	0.80861706	0.7580279	0.93390465	0.78251684	0.95524466	0.88618785	0.9038698	0.93769866	0.86425614	0.9337028	0.9103024	0.8700696	0.8622246	0.9241845	0.8523196	0.88429224	0.90578175	0.8867154	0.8766475	0.90854466	0.89847773	0.93538564	0.91549665	0.8847964	0.89429384	0.8133451	0.94056433	0.8818705	0.8513981	0.91396964	0.8772294	0.93463105	0.8056171	0.9244647	0.8594444	0.9174526	0.9211228	0.8628024	0.95323724	0.8807927	0.9170891	0.91586316	0.88443995	0.86069727	0.8077285	0.841661	0.8545114	0.8880008	0.8617577	0.84114224	0.7878363	0.9087696	0.96454906	0.8874178	0.9611769	0.86551476	0.9477946	0.8948191	0.85986394	0.8823274	0.95663816	0.92528135	0.64658093	0.94319445	0.9117572	0.8783579	0.82302594	0.8803962	0.930084	0.9224224	0.9094632	0.7221143	0.9487328	0.9034076	0.907452	0.9089984	0.8184895	0.8934856	0.9474386	0.9293893	0.80784285	0.61325926	0.90579665	0.8258948	0.8789966	0.91881245	0.9007573	0.9003348	0.8316743	0.96039563	0.6626673	0.89643586	0.88060266	0.89820194	0.90881634	0.91691595	0.9606286	0.9044617	0.9437965	0.8939393	0.8414485	0.8689465	0.9340788	0.84120584	0.95099205	0.93763995	0.95682085	0.8635746	0.91254	0.866207	0.8639139	0.81240726	0.9141176	0.88498914	0.9319242	0.71920854	0.85393834	0.9547887	0.9178901	0.8785919	0.90020645	0.94905096	0.8967385	0.8852768	0.7734798	0.89564335	0.9371371	0.84036463	0.8755204	0.95993054	0.8661429	0.97001	0.83806574	0.80674285	0.9150738	0.8645488	0.90232015	0.74450725	0.8927784	0.93375796	0.90277386	0.8952268	0.82643175	0.5864595	0.62409794	0.8402226	0.6224633	0.9237306	0.8914856	0.9153964	0.72967726	0.8939873	0.9662812	0.94255245	0.9678192	0.91591406	0.85312724	0.92272294	0.914666	0.9618374	0.9062588	0.8602002	0.79643345	0.9061179	0.9131352	0.91583186	0.8969282	0.90618324	0.8667574	0.8587156	0.7763064	0.8800903	0.90355587	0.9331966	0.9112001	0.88427573	0.7585037	0.84248674	0.95550305	0.57170963	0.9394404	0.6302308	0.92136645	0.8986749	0.82449985	0.9308408	0.9295439	0.950195	0.914434	0.8410716	0.8488887	0.8808194	0.93449306	0.9393551	0.90215534	0.9236634	0.9128483	0.9430793	0.950789	0.8616086	0.9227519	0.88882124	0.8960464	0.9019122	0.9268164	0.9423923	0.970851	0.8409336	0.85914946	0.7267058	0.9130716	0.92659795	0.94332296	0.91413623	0.95124084	0.84660375	0.89314246	0.9522846	0.9062983	0.9285259	0.9303004	0.92027843	0.9067178	0.92055255	0.9320072	0.9485332	0.946908	0.88917816	0.91993386	0.82758904	0.9157661	0.92129767	0.94767326	0.78721046	0.90125686	0.8707554	0.85433406	0.9061958	0.87663263	0.9460631	0.80774593
bekom/verb	0.8628132	0.0	0.83753234	0.8186774	0.82338077	0.87369823	0.8171357	0.82987803	0.8748917	0.8760383	0.8403194	0.93030053	0.922413	0.81975627	0.89072	0.87712055	0.8928449	0.84495306	0.8870908	0.85557115	0.86157775	0.8650344	0.8414746	0.8606752	0.8144834	0.89693606	0.8549567	0.9126719	0.8442197	0.86848956	0.90354127	0.86447126	0.71819806	0.82791865	0.89572567	0.85722965	0.90469164	0.9168164	0.89593077	0.9122017	0.8625245	0.8716866	0.870762	0.9118575	0.8485719	0.9323221	0.9116463	0.9102731	0.906751	0.8492607	0.8947318	0.8649439	0.8746791	0.93252015	0.9207386	0.72579634	0.9188948	0.82947654	0.85132015	0.8710859	0.9034982	0.9298132	0.8674531	0.81137764	0.8517978	0.9627213	0.8972283	0.885986	0.89942616	0.90932137	0.898248	0.95326304	0.8588905	0.83077526	0.8544122	0.84473884	0.84265864	0.8853123	0.85602945	0.903972	0.8808484	0.80935496	0.90131336	0.8601699	0.832109	0.8672228	0.8327035	0.9084742	0.9016718	0.8216958	0.8234775	0.88221055	0.8608667	0.87819606	0.85384506	0.8817327	0.8767451	0.8594323	0.79472977	0.7440407	0.84419215	0.91529423	0.93306905	0.9112027	0.81917465	0.860068	0.9187119	0.801308	0.86537933	0.841771	0.7941291	0.9298961	0.72534347	0.9018595	0.86405057	0.85078156	0.87586284	0.84326553	0.87910503	0.9084645	0.8628099	0.92372274	0.9080773	0.84547853	0.88032305	0.87724006	0.8301965	0.86935353	0.8460791	0.8633833	0.9223571	0.8847139	0.86804307	0.8985517	0.81352353	0.95607436	0.836812	0.86385125	0.9147074	0.863097	0.90696466	0.8267276	0.9212104	0.9023765	0.8641325	0.94560206	0.8525485	0.92774767	0.87002796	0.881036	0.88053423	0.9111379	0.825992	0.76178366	0.85868734	0.762288	0.90789735	0.9104791	0.7864434	0.7861064	0.90102696	0.9277483	0.87781847	0.90316445	0.8547336	0.90389633	0.88546264	0.87696403	0.8765577	0.9388859	0.8938587	0.87787575	0.8767708	0.8636854	0.8162099	0.76691234	0.87523174	0.8805405	0.91630274	0.9382364	0.8792675	0.9300809	0.88695127	0.90627813	0.8932986	0.8069073	0.87469506	0.8924402	0.8787936	0.80934507	0.88003045	0.8788317	0.7949952	0.8322439	0.9377734	0.8963387	0.8496633	0.8030005	0.8848586	0.83629483	0.8256686	0.8893981	0.8537416	0.88864434	0.92293996	0.86099637	0.91050667	0.8841341	0.8445108	0.9011586	0.8176397	0.88146734	0.8285134	0.8947993	0.89678687	0.905118	0.85393083	0.89982307	0.8716777	0.7885973	0.78142893	0.87374675	0.7598908	0.8854788	0.8305088	0.8625702	0.9013015	0.9136734	0.83889234	0.8948916	0.90416425	0.83887345	0.8864433	0.8891594	0.89601904	0.9185063	0.82591385	0.88631415	0.89026713	0.8904823	0.8882801	0.87156177	0.6952834	0.9367043	0.8845995	0.90866077	0.77234787	0.8735475	0.9118334	0.8582024	0.9352692	0.9322019	0.8238895	0.81491673	0.901556	0.86796594	0.935191	0.8915534	0.8416647	0.9141674	0.89892125	0.92621046	0.9361895	0.9453715	0.9203268	0.87023354	0.86577517	0.8529198	0.87007403	0.9205272	0.83278096	0.8362284	0.90255183	0.9163555	0.8875506	0.9041198	0.8755644	0.8423183	0.8735915	0.8514473	0.7744001	0.8422039	0.91529334	0.82143426	0.84751546	0.73012364	0.8909948	0.88030714	0.8471033	0.9063283	0.83384997	0.91103154	0.87464005	0.904656	0.8863431	0.8587459	0.94558233	0.8732636	0.8604437	0.81345177	0.8857528	0.82978535	0.91085196	0.86850274	0.8829664	0.88058394	0.8853604	0.87518585	0.843006	0.8578626	0.9150274	0.8835132	0.88985676	0.9399191	0.836587	0.9272437	0.8670713	0.9095162	0.7810929	0.8858696	0.90705216	0.89898264	0.88477385	0.8840761	0.84808266	0.86351913	0.8791176	0.8293524	0.92390335	0.85552126	0.9004263	0.8822522	0.8755806	0.9263657	0.9005766	0.9045409	0.7847373	0.82270515	0.8933355	0.8623332	0.8563595	0.8570806	0.73538804	0.87410563	0.87985206	0.8199347	0.8167944	0.8399753	0.89379865	0.8334885
schepen/noun	0.88709944	0.83753234	0.0	0.9337003	0.93668175	0.8899226	0.9467471	0.90665084	0.5454085	0.868688	0.72207063	0.9478338	0.8898363	0.93855333	0.91520953	0.8825866	0.88715315	0.68874335	0.9392989	0.91220754	0.95130616	0.81251603	0.8607575	0.89556617	0.7714845	0.9051652	0.7457448	0.89844954	0.85631037	0.8654492	0.96081114	0.96067595	0.70181644	0.9608623	0.9562352	0.9269192	0.9422566	0.91442794	0.9171862	0.76144713	0.9644762	0.9649734	0.69278103	0.97093	0.9302049	0.910185	0.9590136	0.94506013	0.9271655	0.9289846	0.91434	0.9610424	0.89454466	0.9424828	0.8102997	0.82101256	0.716411	0.91198504	0.8745773	0.94913846	0.9487743	0.89976126	0.7589821	0.9059801	0.9475026	0.9545357	0.9046627	0.6879182	0.90378875	0.976621	0.9789499	0.9566099	0.9285433	0.94154257	0.8966773	0.9141221	0.90922594	0.9468921	0.92510366	0.8375253	0.90856165	0.7644086	0.73715615	0.8820355	0.71375513	0.92979527	0.75471544	0.5019299	0.9501725	0.75452393	0.92925227	0.6827196	0.9530833	0.9220354	0.95080835	0.9328376	0.9226354	0.93345535	0.8729911	0.6132503	0.32836282	0.8550134	0.9569902	0.8702349	0.87882084	0.87149775	0.670594	0.8688885	0.8664732	0.89129484	0.6895449	0.86568594	0.80703145	0.68341976	0.7350822	0.76951814	0.5992231	0.77367413	0.9064796	0.9387521	0.969681	0.95872957	0.9661632	0.9086403	0.90417206	0.914754	0.90993726	0.91891074	0.89946496	0.9367296	0.8547399	0.90696317	0.8801409	0.88701504	0.72270787	0.9430226	0.67568386	0.79979324	0.91789955	0.931992	0.8295417	0.8574641	0.9698439	0.92504686	0.94851667	0.9634692	0.90852064	0.8576411	0.93740016	0.95337397	0.9623579	0.8534468	0.681722	0.89464813	0.9174547	0.8080268	0.9437534	0.8914821	0.91916794	0.7455083	0.90865946	0.87481093	0.8872565	0.7795151	0.9068917	0.5520028	0.94353133	0.91832703	0.91982925	0.9308934	0.94234574	0.93618506	0.7769473	0.8676275	0.7549193	0.891513	0.8774809	0.6348309	0.94917333	0.9091683	0.94860685	0.9268445	0.89185727	0.9295218	0.90396523	0.7746005	0.7737894	0.8266734	0.906519	0.72684324	0.95404	0.8398436	0.9179796	0.92250776	0.9313799	0.89647305	0.93931764	0.9103058	0.8340264	0.8178297	0.8619293	0.9373748	0.83023274	0.82305926	0.9365018	0.8173081	0.9389021	0.9339772	0.89924777	0.87109923	0.880579	0.53144896	0.8985913	0.7754419	0.61662304	0.78580636	0.85008854	0.93574655	0.9537652	0.71570575	0.89140546	0.8381338	0.9180722	0.6445339	0.88739896	0.96130884	0.93140745	0.9319881	0.86111873	0.94491047	0.79683274	0.9515794	0.9276639	0.93597746	0.9452782	0.7924687	0.8255734	0.941636	0.54414296	0.9607559	0.5575774	0.9290493	0.8786652	0.9048115	0.87497467	0.9163981	0.8806629	0.85169184	0.9545189	0.79871166	0.9317803	0.96386945	0.7604255	0.83569336	0.9403246	0.9381856	0.969082	0.92164195	0.80748785	0.9454936	0.9289058	0.75347126	0.92305243	0.92927486	0.9106139	0.8278376	0.76279277	0.85387325	0.43525678	0.91714424	0.8203339	0.8538011	0.9491512	0.9661481	0.9256611	0.8596772	0.8632511	0.9139049	0.9571798	0.9295791	0.8355028	0.81820583	0.88206756	0.8450853	0.9413886	0.6750061	0.9514321	0.502064	0.8518871	0.89086884	0.8494559	0.92586493	0.8048821	0.9250354	0.95446765	0.54843426	0.8185873	0.95005924	0.91731125	0.76989496	0.9653996	0.893901	0.9322726	0.8948866	0.56962585	0.89574486	0.7512215	0.56679714	0.84743655	0.85307413	0.9226893	0.8388832	0.9155705	0.7618259	0.9074286	0.5744924	0.91283405	0.89326125	0.6913192	0.89273393	0.9297404	0.8750345	0.87240493	0.85183674	0.82493037	0.9106513	0.5162048	0.91871446	0.94418734	0.85740256	0.91465294	0.8153755	0.9574721	0.85458726	0.7987341	0.7956983	0.8241816	0.92521524	0.7082303	0.97595966	0.82408285	0.45581806	0.77851695	0.90892726	0.93873394	0.8668118	0.9074054	0.9489114	0.9330233	0.9426234
mag/verb	0.87614846	0.8186774	0.9337003	0.0	0.8400199	0.8151494	0.85586673	0.80617505	0.9540099	0.8709043	0.8668667	0.869388	0.870638	0.70023155	0.84684956	0.8670974	0.8650042	0.86243993	0.88195705	0.80438423	0.8122188	0.89135313	0.6743764	0.78778183	0.90257865	0.85622865	0.87509876	0.88818437	0.79611325	0.87242705	0.8976025	0.7898942	0.82891476	0.8363755	0.90503883	0.8975707	0.83791596	0.89929426	0.89384854	0.9135374	0.87032145	0.8811743	0.8984716	0.88395774	0.8301849	0.92288935	0.87487227	0.8592571	0.7499212	0.9249061	0.8795513	0.8594652	0.8701274	0.9008543	0.92181724	0.7454729	0.97131586	0.83879197	0.80413234	0.84887135	0.85967815	0.92906976	0.9047564	0.84435	0.8765834	0.8780563	0.8722136	0.9093673	0.8845938	0.791996	0.85816115	0.9082137	0.8071268	0.8233097	0.8092593	0.8059206	0.8717751	0.8875002	0.8151497	0.9205903	0.85898995	0.8772522	0.8988506	0.8337005	0.8920413	0.8877886	0.8800473	0.9606651	0.8844489	0.8875888	0.75215244	0.9305489	0.8377058	0.8339256	0.8290468	0.8135536	0.90554565	0.87071353	0.83319485	0.8423681	0.9104084	0.8568445	0.8971797	0.90393144	0.8729076	0.7327165	0.94191283	0.8634516	0.900651	0.81417894	0.86896986	0.92427665	0.6515292	0.9102547	0.8722483	0.88115025	0.91314036	0.8715566	0.8732863	0.872661	0.82976264	0.9203645	0.86333025	0.60060036	0.8449288	0.884947	0.8308501	0.8563459	0.77410424	0.88212633	0.89207107	0.9128831	0.8929639	0.8982286	0.8541795	0.9283528	0.86102587	0.85476846	0.8756934	0.7092134	0.91034836	0.84147817	0.84060585	0.88731724	0.8525284	0.8300446	0.82324016	0.91330767	0.7960432	0.82901216	0.763974	0.90098715	0.86673117	0.80466294	0.7932451	0.8734138	0.8991155	0.871221	0.7260827	0.85720706	0.8809949	0.9349746	0.8720481	0.95136034	0.87740934	0.9528103	0.8015051	0.8723954	0.8355022	0.90406907	0.8207269	0.91308314	0.8672264	0.7819522	0.8901747	0.6876355	0.8708279	0.9148495	0.876118	0.89959526	0.7024343	0.91417193	0.8529952	0.91310966	0.90492916	0.81654483	0.90107554	0.84716934	0.8863186	0.8919095	0.8593223	0.8295009	0.80034375	0.66616476	0.8988117	0.8988054	0.8329349	0.82478464	0.8682713	0.8642468	0.629856	0.92585176	0.85802054	0.9230681	0.9000541	0.9104809	0.9076267	0.8885032	0.7986454	0.9552221	0.8213974	0.9688446	0.8433186	0.92878824	0.9380082	0.90573967	0.8737583	0.9217669	0.8995359	0.8707571	0.72266793	0.89908195	0.69479084	0.91126573	0.85818136	0.88468313	0.8930868	0.8562378	0.8497693	0.88189024	0.92892504	0.8227507	0.8092645	0.89112633	0.8510102	0.85630345	0.88943565	0.81444496	0.95247716	0.79694986	0.93730146	0.89766264	0.77711225	0.9407048	0.9135846	0.88428783	0.85178	0.661729	0.8706428	0.8913919	0.93167543	0.8826168	0.8851785	0.89224726	0.81075585	0.7973426	0.9038026	0.87633014	0.85071284	0.85159254	0.9334387	0.95302874	0.8972115	0.90895164	0.896224	0.8688196	0.88548553	0.81592876	0.9449105	0.88812226	0.87592006	0.6779508	0.8626098	0.90125406	0.897452	0.8529009	0.8655695	0.83045906	0.84115046	0.83972186	0.7504817	0.76272196	0.81684095	0.8390722	0.7518991	0.8295614	0.9184049	0.9400676	0.8872635	0.87644595	0.8786424	0.81393754	0.86499846	0.89018387	0.8795398	0.9267148	0.9248857	0.804451	0.8354575	0.87805694	0.85475934	0.80732703	0.8859037	0.84639305	0.93976724	0.8610727	0.859263	0.9248541	0.89995176	0.8657397	0.9131403	0.92182845	0.7503228	0.92924553	0.8128977	0.970072	0.84446996	0.95382994	0.8248016	0.8922235	0.8357917	0.9323721	0.912656	0.869409	0.90095425	0.8206299	0.92897093	0.75838035	0.85855305	0.71982765	0.86958265	0.9031072	0.86364114	0.90073025	0.86899894	0.90208566	0.86806715	0.7487365	0.93199533	0.8359182	0.8627832	0.94272715	0.8042694	0.8430042	0.8464582	0.82183325	0.57525086	0.8318086	0.8614855	0.771951
aantal/noun	0.87465584	0.82338077	0.93668175	0.8400199	0.0	0.79523516	0.821235	0.7410078	0.956809	0.8744475	0.8758758	0.9433018	0.91473466	0.74424505	0.86354506	0.8812652	0.9052917	0.91445893	0.82855606	0.79986537	0.84038186	0.8749735	0.8342386	0.8851512	0.8832357	0.8002094	0.9409204	0.8848429	0.9151213	0.9213649	0.7528554	0.9143854	0.8114692	0.7063386	0.82656264	0.8436487	0.9186891	0.9069849	0.8828892	0.9023361	0.81846076	0.8853135	0.9422512	0.8130836	0.71251273	0.9036058	0.8799238	0.8662772	0.92088956	0.86426216	0.8666222	0.8933959	0.87757283	0.8664684	0.9556509	0.8185724	0.9762629	0.76972425	0.8543075	0.685913	0.8861064	0.9304732	0.9282498	0.88100314	0.89553237	0.9405302	0.8032975	0.94533885	0.8741868	0.9317787	0.8943494	0.9151435	0.9044169	0.7738787	0.8643762	0.82699215	0.86455697	0.86209536	0.8717173	0.9406337	0.88128686	0.87251496	0.92318493	0.87942106	0.91608685	0.8929033	0.93030924	0.97919	0.8961812	0.881633	0.65215397	0.9653046	0.69200206	0.89440185	0.6904228	0.7872321	0.9435659	0.8298892	0.8702964	0.82953954	0.93474257	0.9208211	0.90358853	0.9059379	0.7798524	0.8354062	0.9558246	0.78154397	0.8376279	0.88737303	0.8575225	0.9455754	0.72124225	0.9467356	0.8994374	0.9191022	0.9426261	0.92841923	0.8390164	0.77668566	0.7745144	0.8489636	0.89893633	0.89897704	0.90023494	0.75785166	0.80687255	0.8645088	0.9030121	0.8513273	0.9230349	0.95417076	0.8619182	0.8595611	0.86711824	0.9417094	0.88666767	0.8879066	0.91780615	0.89685	0.929857	0.75385463	0.91624993	0.9394979	0.80987614	0.89098537	0.8522587	0.9551983	0.8657574	0.8408834	0.8594848	0.91910094	0.80522203	0.6140933	0.91165805	0.796831	0.9113241	0.9211446	0.7211956	0.8335295	0.85546005	0.94592077	0.8531974	0.874401	0.91879624	0.9582136	0.7535683	0.8585785	0.8560959	0.96241266	0.8814283	0.8968036	0.9389397	0.89455986	0.88740444	0.7382551	0.8915458	0.92549187	0.8966625	0.92580575	0.9046393	0.8916616	0.831479	0.9237494	0.939276	0.8429663	0.8953141	0.9405661	0.81052524	0.8579898	0.9084183	0.9040455	0.57335716	0.7942739	0.92617184	0.8666845	0.7826804	0.82465225	0.93709445	0.82229644	0.8164132	0.9505899	0.9092991	0.89401716	0.92133665	0.9041033	0.9192215	0.79912204	0.7426419	0.956149	0.75229114	0.9753291	0.7965736	0.95013714	0.95588756	0.9383912	0.9312602	0.9103579	0.8799731	0.861603	0.67119026	0.9300883	0.7661302	0.9428839	0.8351952	0.93525875	0.8260412	0.9359113	0.8203318	0.847666	0.9733081	0.7080405	0.8473605	0.9006501	0.84566534	0.9090495	0.84252435	0.87844145	0.9628401	0.741344	0.9397693	0.87838316	0.73753893	0.92197615	0.9491938	0.9127333	0.7246891	0.8943393	0.90410095	0.8913585	0.93265915	0.9409339	0.91707504	0.879294	0.8684337	0.8258577	0.88261616	0.9033018	0.8541012	0.8953271	0.94796526	0.96298474	0.93226224	0.96962434	0.913143	0.76136553	0.92685914	0.94178987	0.96176416	0.9019082	0.8424345	0.74024975	0.93045217	0.7686777	0.8111026	0.9350758	0.8784345	0.69865435	0.6608211	0.89674103	0.71760523	0.8402225	0.9192271	0.8250746	0.8055009	0.82293767	0.9160712	0.960441	0.84544945	0.9238123	0.89176834	0.9221931	0.9024724	0.838563	0.70587957	0.93379915	0.95543253	0.884872	0.8341659	0.8926377	0.6424502	0.87019277	0.849164	0.8889766	0.94514936	0.8618343	0.9429933	0.95838994	0.90126735	0.93110573	0.9194275	0.91472673	0.9005226	0.939484	0.8698671	0.97784	0.82874906	0.93850803	0.83027005	0.91204536	0.9221934	0.9021607	0.87321866	0.91609746	0.86167765	0.8599112	0.9508209	0.81544167	0.92489046	0.8829968	0.8764849	0.9244997	0.85383546	0.93473816	0.93427455	0.94737536	0.8509329	0.8841734	0.9082033	0.90581685	0.85734653	0.9569764	0.7667264	0.857827	0.8508596	0.85089445	0.87007403	0.71462464	0.88917035	0.7179369
