	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
wetenschapper/noun	0.9146343	0.76237893	0.85705936	0.7665814	0.91539395	0.89693606	0.9051652	0.86221796	0.93637836	0.85622865	0.8002094	0.85024023	0.95423216	0.8017823	0.882622	0.7973856	0.877071	0.8069149	0.87963164	0.7679498	0.9527275	0.8474908	0.93069816	0.8740759	0.8203434	0.8829806	0.78069997	0.9120469	0.83917487	0.8573586	0.8511643	0.8471412	0.70709	0.7836103	0.77312636	0.7800407	0.79774946	0.8616303	0.81377816	0.75507164	0.7539408	0.771047	0.83647174	0.77050614	0.82881874	0.83606553	0.8169459	0.7010892	0.8507862	0.84380066	0.8835522	0.8426271	0.83138573	0.8533437	0.92151093	0.90631044	0.9517934	0.96463275	0.8575568	0.8316916	0.92027867	0.78665113	0.9257305	0.81907177	0.894835	0.86324173	0.7565373	0.74910104	0.87188196	0.0	0.6902225	0.82444656	0.9022634	0.85668105	0.7935995	0.7474729	0.9365271	0.7750427	0.7954649	0.84723103	0.8949284	0.80145484	0.8801383	0.7624118	0.828847	0.89832675	0.942575	0.9259372	0.9459403	0.8225484	0.8752523	0.86217064	0.7892856	0.7460393	0.92433417	0.679071	0.56134224	0.7276577	0.8833792	0.81685233	0.90983874	0.90732306	0.9645434	0.767082	0.79081345	0.86641926	0.81580377	0.9083359	0.88332283	0.7767714	0.9622207	0.74227417	0.787505	0.86735207	0.8727445	0.8569977	0.7623203	0.83935	0.79701304	0.85252404	0.88610584	0.7988181	0.9126269	0.8885147	0.8616573	0.7959125	0.8479543	0.8800909	0.82033163	0.833603	0.90217483	0.8786272	0.79982173	0.79316086	0.7611381	0.8497726	0.821019	0.77222556	0.8415062	0.76002455	0.91635203	0.79450446	0.84011406	0.81159884	0.8353779	0.9171947	0.80863065	0.8581544	0.8664284	0.8445691	0.9323067	0.90193504	0.88948894	0.8157786	0.868652	0.89281464	0.9334882	0.9045034	0.91798866	0.7490058	0.91512096	0.89575696	0.85850203	0.92062753	0.9197457	0.8789712	0.8682672	0.75526226	0.8231428	0.940599	0.8092337	0.9038236	0.8032076	0.738011	0.91660726	0.8186412	0.88146144	0.8556077	0.94599587	0.828713	0.8518038	0.92554617	0.7998125	0.88901764	0.955674	0.8780471	0.82081366	0.7824302	0.8934588	0.9142413	0.8414484	0.8547207	0.86650544	0.7976986	0.75053364	0.8340934	0.81027305	0.782709	0.9142446	0.8402225
ondernemer/noun	0.8990174	0.7087404	0.8175222	0.76504344	0.8689465	0.8176397	0.880579	0.85270035	0.8808579	0.8213974	0.75229114	0.83660054	0.9560916	0.7533587	0.8749591	0.7241724	0.86386687	0.8108592	0.8592761	0.85354245	0.94655204	0.8099453	0.9357771	0.8504498	0.8412419	0.8354182	0.77106214	0.92444104	0.7675775	0.8573954	0.8601567	0.7240249	0.7050824	0.83053094	0.746833	0.73440135	0.835763	0.87272847	0.76997733	0.80867106	0.7200011	0.7885625	0.7982837	0.782052	0.83789766	0.801031	0.8097674	0.6576768	0.74678147	0.89546275	0.9029195	0.8380844	0.769116	0.8806809	0.90791	0.9086604	0.8950174	0.9656037	0.8356109	0.86990535	0.91849685	0.84715647	0.9159514	0.7976559	0.90410244	0.84369254	0.8042706	0.7665355	0.8473755	0.6902225	0.0	0.68485355	0.8852025	0.83892286	0.81508696	0.71468806	0.94916934	0.7747948	0.78718626	0.7009838	0.9005662	0.8337746	0.8564879	0.7894185	0.8193619	0.90206647	0.8676752	0.9182854	0.9435674	0.86845434	0.8678525	0.80711126	0.78871757	0.62618065	0.93060243	0.8475434	0.7914751	0.7988868	0.8517623	0.87784	0.88598454	0.8797677	0.965439	0.79364693	0.56417835	0.87984097	0.8484895	0.92687017	0.87508506	0.6782912	0.9442177	0.79516816	0.797353	0.8514733	0.8872358	0.8613225	0.8091642	0.86697507	0.8196904	0.8807599	0.8266762	0.808879	0.9256832	0.92666405	0.86436653	0.71104956	0.8227081	0.9242889	0.7705963	0.7354205	0.8935462	0.8652522	0.86105776	0.79582745	0.79476225	0.8653232	0.8432063	0.7044804	0.84401417	0.7508472	0.8623565	0.8613451	0.80336356	0.8343651	0.8075032	0.8952635	0.7292386	0.8492405	0.8353827	0.89565575	0.93872064	0.88088655	0.8910628	0.8607247	0.87275374	0.9099945	0.94325644	0.86478126	0.92005473	0.8558252	0.9169212	0.831539	0.79908025	0.8788526	0.91809136	0.9224491	0.862355	0.7457675	0.8241224	0.9273074	0.7900994	0.888037	0.7905256	0.82067263	0.88910925	0.79919195	0.8692303	0.8982997	0.9161835	0.8548908	0.8519662	0.92400783	0.8247604	0.9109026	0.96533835	0.84782517	0.6012623	0.7195786	0.88919634	0.91570127	0.8497725	0.84447825	0.8248074	0.8488472	0.7639172	0.8334943	0.85377395	0.84419864	0.91277635	0.82562846
voortaan/adv	0.8036778	0.5951866	0.8511564	0.61318207	0.78251684	0.72534347	0.80703145	0.91732836	0.83336705	0.6515292	0.72124225	0.89533925	0.8728588	0.802158	0.80989647	0.78292763	0.90501535	0.81274647	0.81281114	0.872828	0.89238	0.657232	0.8567867	0.8012236	0.78630584	0.801618	0.84836113	0.9338545	0.69837755	0.799585	0.8251765	0.72574997	0.61348957	0.83790517	0.6456994	0.72909117	0.8286389	0.89981586	0.76678765	0.7912388	0.84033644	0.761492	0.77479386	0.76200724	0.87118495	0.7168021	0.75672615	0.71308476	0.62952375	0.89646065	0.91862094	0.73691	0.7543825	0.89046454	0.831433	0.8861562	0.75182724	0.8892763	0.88288134	0.8549578	0.82021725	0.85894084	0.8129878	0.83317685	0.8749224	0.8262249	0.7890089	0.8235888	0.77328587	0.82444656	0.68485355	0.0	0.8176884	0.81186557	0.88661885	0.689191	0.87149984	0.7728059	0.8692399	0.6095239	0.85129786	0.87558043	0.7913038	0.87382483	0.85642475	0.9003014	0.8166558	0.87763953	0.88151765	0.8541009	0.878823	0.7264081	0.8700249	0.60308313	0.8946404	0.8493227	0.9041897	0.8541986	0.85409963	0.8839811	0.8734222	0.8812334	0.8450301	0.84700733	0.7267529	0.82600075	0.7816737	0.9261973	0.8019929	0.76837516	0.9013443	0.8460955	0.8492561	0.80776054	0.86076474	0.82973623	0.86461663	0.9080074	0.8008026	0.8144091	0.725246	0.84914327	0.83690494	0.86943185	0.831612	0.72698057	0.8569397	0.872128	0.75995636	0.69745946	0.8875075	0.8975082	0.8609905	0.7685845	0.7675973	0.87724394	0.82206535	0.77849245	0.8414954	0.8235472	0.7550494	0.8598487	0.6574263	0.86359954	0.8344525	0.9197492	0.6104431	0.8875329	0.82799	0.8552433	0.9220204	0.86505526	0.9311052	0.8761182	0.881599	0.9310613	0.9057418	0.75544083	0.92214155	0.916254	0.887923	0.72956836	0.7524172	0.7652207	0.91244817	0.87862444	0.870107	0.80170435	0.7586291	0.91013974	0.7149142	0.9045199	0.79464906	0.8923367	0.9022175	0.8265318	0.86474377	0.8913946	0.8704902	0.8447368	0.8344703	0.8741411	0.79850405	0.8342521	0.89010733	0.85960853	0.5411943	0.69840145	0.83614695	0.8346535	0.72488797	0.7412896	0.80954754	0.8817236	0.8306464	0.8350636	0.8679188	0.88378394	0.9291881	0.8455284
morgenavond/adv	0.79476595	0.8128109	0.8895236	0.83050835	0.84303975	0.8442197	0.85631037	0.85498476	0.6451942	0.79611325	0.9151213	0.8142029	0.6546291	0.92078763	0.82294196	0.7850905	0.8879549	0.8163556	0.82151836	0.8885591	0.7031057	0.7869309	0.63778496	0.7286886	0.6993219	0.7927846	0.8503211	0.84090614	0.8151465	0.7764659	0.818527	0.8268672	0.8618242	0.9148244	0.8047527	0.8695785	0.8187125	0.78612983	0.7985451	0.869352	0.94217145	0.88091797	0.79586744	0.8857265	0.86794543	0.8563457	0.8566643	0.86307514	0.78361845	0.84325355	0.63935447	0.78881276	0.81169254	0.76711786	0.8621743	0.82799923	0.7065976	0.70146453	0.80206597	0.8658106	0.64540684	0.85624355	0.5873258	0.93987757	0.8906649	0.88561773	0.8835523	0.88760525	0.7527954	0.9022634	0.8852025	0.8176884	0.0	0.76042306	0.9023735	0.8747709	0.5255955	0.9052303	0.8589647	0.8167407	0.9094811	0.84455794	0.8765079	0.800745	0.86545956	0.81021905	0.794107	0.69647276	0.7079903	0.9231817	0.6438223	0.7812191	0.93014	0.8775985	0.7492284	0.90553755	0.88758105	0.93910223	0.90946937	0.7710156	0.78651464	0.89012724	0.7095455	0.91426563	0.89061844	0.96059954	0.8641134	0.7232483	0.81244016	0.8750816	0.78982	0.9141001	0.9087316	0.73987633	0.82495785	0.5070981	0.9163349	0.9026407	0.85650015	0.8761283	0.77081513	0.89719236	0.64991003	0.7447294	0.9328664	0.8908716	0.8602806	0.783461	0.8673556	0.87644815	0.7251302	0.81983405	0.8641565	0.7626558	0.9236235	0.893193	0.8771839	0.8980728	0.880539	0.90161216	0.86363643	0.80012006	0.90328676	0.91245	0.6635653	0.88258684	0.90927714	0.8155802	0.8916399	0.87220716	0.93069166	0.75539136	0.7564671	0.8696835	0.9039652	0.83996123	0.82595074	0.72217417	0.839706	0.845878	0.825571	0.7946516	0.9016452	0.7545904	0.761709	0.9040078	0.8477639	0.88697386	0.78769684	0.6225159	0.91818655	0.9285899	0.8335388	0.83744097	0.72463715	0.8906971	0.94422925	0.836486	0.8414533	0.8899871	0.70594525	0.6508552	0.88420445	0.7252121	0.70890677	0.80400115	0.84329015	0.84912515	0.7698444	0.79451144	0.77101326	0.8884281	0.849957	0.89146805	0.8788513	0.8784441	0.90001076	0.9308289	0.68286765	0.7744867
nationaal/adj	0.8611594	0.76141185	0.91865796	0.859048	0.90215534	0.86850274	0.8948866	0.86082006	0.85050094	0.84639305	0.8889766	0.844789	0.8943904	0.89406717	0.92392254	0.8415961	0.87383133	0.8496784	0.902143	0.89648366	0.87680066	0.8664983	0.88269067	0.80542994	0.80150247	0.8837711	0.8072388	0.8472917	0.84677595	0.8915225	0.8712465	0.8810693	0.86508006	0.9170038	0.802151	0.8928222	0.81725705	0.8579785	0.8467951	0.8969486	0.80669653	0.88413686	0.5401168	0.82686865	0.8942983	0.7596377	0.85579544	0.787055	0.85675275	0.8872231	0.61240923	0.87787765	0.8395622	0.7966097	0.9154676	0.74937016	0.87763983	0.89665216	0.84458184	0.85711384	0.76499027	0.7296511	0.77448165	0.8572022	0.9099157	0.8582278	0.8408603	0.88447523	0.79975736	0.85668105	0.83892286	0.81186557	0.76042306	0.0	0.8503798	0.85305846	0.7134164	0.8709143	0.86789334	0.8653744	0.9165267	0.82641196	0.91858643	0.79643893	0.87572116	0.8670838	0.87070936	0.79536265	0.9030096	0.91201025	0.6353545	0.81271666	0.8747944	0.84809303	0.90488636	0.87112343	0.88836354	0.8971959	0.9212513	0.8596424	0.84463954	0.90329945	0.94523585	0.8651427	0.8700566	0.93593425	0.8939786	0.6820687	0.8554729	0.867519	0.788536	0.86752945	0.8632436	0.76400536	0.9031727	0.8007966	0.9121258	0.9386856	0.81189245	0.93667126	0.8582117	0.8867133	0.86620635	0.69733375	0.95314133	0.83322275	0.80835736	0.82402813	0.793335	0.80976456	0.7711499	0.91028404	0.87104994	0.8544512	0.84060764	0.9158348	0.9208841	0.8980429	0.87596697	0.8998109	0.8228756	0.84496725	0.86568534	0.8503274	0.81386626	0.9266432	0.84500796	0.81481594	0.89500475	0.9082635	0.95036787	0.77809006	0.8569635	0.9020719	0.88852066	0.8906016	0.91665995	0.88380516	0.8742284	0.8965994	0.83318466	0.8389673	0.8326214	0.8985844	0.67707515	0.9424999	0.88316745	0.8857698	0.8454535	0.6939378	0.89938843	0.88767016	0.88898903	0.87917674	0.70868087	0.9041334	0.9249701	0.8576167	0.8367166	0.8927943	0.7511697	0.841051	0.8619892	0.8522602	0.91812986	0.8233469	0.85238373	0.80697805	0.88319373	0.8952771	0.7684703	0.82953835	0.9185846	0.8164178	0.86106837	0.9052116	0.87625176	0.92283386	0.73763657	0.73789454
decennium/noun	0.8741197	0.7438039	0.9056356	0.8254456	0.87145317	0.90354127	0.96081114	0.74336857	0.90848243	0.8976025	0.7528554	0.68076324	0.9687202	0.848785	0.8541417	0.74610114	0.8220402	0.85219216	0.89473593	0.8729409	0.92934847	0.9312466	0.9427353	0.89950067	0.9040074	0.95824707	0.8067315	0.89533246	0.8025595	0.88730204	0.9067211	0.84133554	0.7942022	0.8874488	0.79485655	0.8453112	0.8765944	0.8606404	0.8798066	0.8708433	0.7384226	0.7757667	0.86925024	0.8270148	0.7084509	0.8343188	0.8743788	0.8237307	0.9201745	0.8734788	0.9111506	0.88996273	0.847246	0.89328974	0.9067024	0.90077496	0.936554	0.965837	0.87335515	0.8543799	0.87093437	0.8736911	0.8069728	0.8247656	0.90052897	0.8737902	0.84761655	0.8024807	0.9095626	0.7935995	0.81508696	0.88661885	0.9023735	0.8503798	0.0	0.8304825	0.84013134	0.8118781	0.8234605	0.9205647	0.8642149	0.9070188	0.8246793	0.7640868	0.8506776	0.91776437	0.84265953	0.8629775	0.9248642	0.8677666	0.87802947	0.9201449	0.8096363	0.7621135	0.9495718	0.7996543	0.8262325	0.8226696	0.87560135	0.79070556	0.92419356	0.5704521	0.8980551	0.8116826	0.81664425	0.92328966	0.8766267	0.8904002	0.9294561	0.8664177	0.8808674	0.7981516	0.86597294	0.8909756	0.8447045	0.90994716	0.8549815	0.89736736	0.8546798	0.90217805	0.9209201	0.8179091	0.9307788	0.9076172	0.9010726	0.82868767	0.86162984	0.8165136	0.87151414	0.87385815	0.9275093	0.88156384	0.8427141	0.8667857	0.85110164	0.86737704	0.87472284	0.71990824	0.9588701	0.8330012	0.7298113	0.7872734	0.87780684	0.7818645	0.88899815	0.8538971	0.89308524	0.76077557	0.8895037	0.8845403	0.95065314	0.81423223	0.85269076	0.86300623	0.87305355	0.89130735	0.9392303	0.9311684	0.91297483	0.8292064	0.79619384	0.8971072	0.8802104	0.9277286	0.92778856	0.7446308	0.8565547	0.8196771	0.8214607	0.76319015	0.8811501	0.84950155	0.84329677	0.8641891	0.8638316	0.8663919	0.909485	0.79116285	0.9368824	0.83987886	0.83931303	0.91871274	0.86399925	0.6773384	0.96446043	0.9674315	0.8804354	0.8671826	0.9026846	0.8899787	0.8877635	0.88201624	0.9208704	0.7367305	0.8091311	0.8649504	0.8366451	0.87317944	0.9114193	0.85292125
vrijwilliger/noun	0.86904436	0.7709972	0.8261914	0.7592046	0.84120584	0.8285134	0.8985913	0.8851182	0.86332095	0.8433186	0.7965736	0.8012669	0.9119201	0.8701198	0.84251547	0.8540042	0.8600921	0.8938151	0.8796972	0.89902914	0.9388133	0.8230358	0.9130418	0.81485975	0.87448967	0.90147537	0.88655	0.915933	0.64331585	0.8232422	0.8701036	0.6258253	0.81575	0.9008372	0.76047724	0.80726135	0.8146855	0.88963974	0.8185247	0.86808294	0.8652915	0.7910136	0.8412988	0.8338573	0.7730777	0.8353889	0.80773157	0.6681144	0.73967963	0.89722234	0.9203965	0.768137	0.7811346	0.88630843	0.89730096	0.8352976	0.8054654	0.9136456	0.8797998	0.77011794	0.89457583	0.914254	0.8179187	0.88143575	0.9169367	0.8556433	0.80684066	0.86914515	0.8117706	0.7474729	0.71468806	0.689191	0.8747709	0.85305846	0.8304825	0.0	0.8691881	0.8824529	0.7761206	0.7146847	0.8641367	0.9211393	0.70167303	0.8728856	0.8923588	0.8704605	0.8793327	0.8347773	0.93639827	0.9310773	0.8324518	0.7332512	0.883376	0.76523703	0.8908961	0.8719215	0.8854159	0.8688119	0.85550135	0.87646735	0.8881803	0.7381812	0.84363484	0.8834322	0.7392215	0.88510764	0.9012912	0.92725456	0.8241179	0.8202454	0.9155474	0.9103439	0.8261291	0.7982907	0.88842785	0.8770796	0.8674972	0.8961718	0.8193053	0.8852752	0.7735028	0.86473465	0.9012966	0.90588653	0.846556	0.60327065	0.76379424	0.8931954	0.61933005	0.7541157	0.8929378	0.9094055	0.89728534	0.6511495	0.7798002	0.89536333	0.9047104	0.8243051	0.94024986	0.8928817	0.8537716	0.8270407	0.86825556	0.87852716	0.7028289	0.89160544	0.6721632	0.87020826	0.9012085	0.84419096	0.95368767	0.90477324	0.89059114	0.88678205	0.9077608	0.91835326	0.91235507	0.84013003	0.923054	0.911447	0.82163465	0.7527797	0.8422744	0.81527793	0.8785584	0.84446	0.88442117	0.73519546	0.79487157	0.89594495	0.6495893	0.8837936	0.8537378	0.84579813	0.8887097	0.8736786	0.90508735	0.8884146	0.86898285	0.8723426	0.8044889	0.8855736	0.90761286	0.87198645	0.92159545	0.87128377	0.68297184	0.8361398	0.87162864	0.8635745	0.85926086	0.8249463	0.83310646	0.88670534	0.86009926	0.8654263	0.8719368	0.9273995	0.9010709	0.8024781
wedstrijd/noun	0.85600895	0.770194	0.9073637	0.8468141	0.9133947	0.86447126	0.96067595	0.79077893	0.6504954	0.7898942	0.9143854	0.7947068	0.7978096	0.92719656	0.8997593	0.7912911	0.8947675	0.872265	0.85784495	0.89438087	0.8343239	0.877562	0.79149735	0.7391174	0.8080629	0.9285725	0.8941695	0.8182399	0.8720797	0.8394946	0.89535224	0.85377425	0.8817239	0.9457379	0.7899864	0.87278306	0.8599732	0.81092364	0.86000705	0.932015	0.9302962	0.8917344	0.7843582	0.90320736	0.7923466	0.91831166	0.90132403	0.8119506	0.8650338	0.91606164	0.5598709	0.85751444	0.8685813	0.7743602	0.8622034	0.7432237	0.8014926	0.83007026	0.83455235	0.9011174	0.6708877	0.9197429	0.592288	0.9350521	0.9495567	0.81926847	0.91141284	0.8978903	0.8198952	0.9365271	0.94916934	0.87149984	0.5255955	0.7134164	0.84013134	0.8691881	0.0	0.9201131	0.87048066	0.906523	0.8740101	0.9437192	0.78654754	0.81998587	0.9052955	0.78694886	0.85049146	0.76094276	0.8455422	0.93723226	0.4348408	0.85461056	0.9418551	0.84368837	0.8027507	0.94372046	0.9650488	0.9366108	0.9257912	0.8029252	0.8637899	0.79616797	0.8014019	0.9409086	0.89451957	0.9661759	0.93930286	0.61540025	0.8761701	0.9109191	0.6518093	0.94870466	0.8997472	0.7656473	0.8799519	0.65733445	0.93306303	0.9574666	0.91954815	0.8880783	0.8812981	0.9290443	0.80777967	0.69009167	0.9455305	0.90097994	0.8283663	0.8086337	0.89249545	0.9045381	0.7116306	0.78864336	0.8715359	0.84158427	0.9213108	0.86017466	0.9166792	0.8969723	0.9762651	0.92558116	0.81915605	0.88688225	0.9000142	0.93379426	0.65784055	0.8668891	0.9346646	0.73635805	0.9205383	0.9138783	0.96162844	0.7308711	0.7398634	0.9370732	0.92116743	0.89582586	0.84088475	0.87400705	0.8259947	0.8824383	0.6366499	0.8659666	0.9317073	0.8819722	0.69244826	0.8312197	0.88941056	0.91703165	0.8752058	0.40507388	0.8708037	0.9386519	0.8326163	0.93285525	0.57939494	0.8788968	0.9370001	0.84355086	0.8586887	0.8468486	0.6781439	0.7308297	0.9461821	0.66671586	0.8410913	0.91439736	0.8854939	0.9177747	0.8192145	0.7619791	0.8662257	0.8909743	0.91886735	0.9230785	0.95006335	0.90573525	0.8960352	0.9490537	0.5858891	0.7382264
strategie/noun	0.90254855	0.7269498	0.931589	0.79167545	0.9337028	0.87910503	0.9064796	0.8261051	0.93673074	0.8732863	0.8390164	0.8439489	0.9755454	0.5130335	0.92457247	0.7250298	0.83877414	0.7709789	0.8471738	0.70943964	0.9511417	0.8229877	0.92433465	0.8834267	0.79440117	0.8843428	0.79155564	0.9464912	0.89462876	0.86673117	0.89723945	0.9348394	0.73307705	0.76772696	0.76171166	0.77941644	0.8946042	0.9032102	0.8169835	0.8453879	0.7320007	0.7872913	0.88052773	0.7235217	0.888577	0.7548662	0.8042049	0.8463002	0.8373089	0.8694481	0.9441095	0.8707474	0.89655125	0.9249053	0.92542756	0.94612193	0.94554436	0.9726701	0.86867076	0.9068622	0.8882554	0.8835808	0.94523	0.7685517	0.9206722	0.8467461	0.84716547	0.8066635	0.91859543	0.7750427	0.7747948	0.7728059	0.9052303	0.8709143	0.8118781	0.8824529	0.9201131	0.0	0.9326311	0.8328887	0.88758	0.81934696	0.9138909	0.7918246	0.7649631	0.9142454	0.8854067	0.95002383	0.93804014	0.77240413	0.8553668	0.8521001	0.77433115	0.7188755	0.935474	0.6944213	0.8720821	0.7039547	0.8670453	0.8767441	0.94765466	0.92250353	0.9772591	0.57897174	0.803569	0.8901499	0.8263605	0.9330484	0.92023015	0.8640901	0.95624894	0.68196374	0.8974417	0.91435635	0.8445712	0.8605138	0.7716757	0.93671745	0.8668597	0.8727138	0.9035404	0.87464345	0.89760387	0.92012596	0.9032612	0.8260306	0.7887871	0.9309413	0.8605094	0.8580823	0.90336645	0.8896763	0.8357001	0.9083039	0.82779914	0.90276295	0.83118796	0.78387	0.8704613	0.7794246	0.82212055	0.8201048	0.7063279	0.7832994	0.91575277	0.92178285	0.8142008	0.8333206	0.81174	0.85443157	0.9362642	0.8623268	0.90657496	0.9129638	0.84026474	0.93429244	0.94389635	0.9415778	0.939711	0.84419894	0.9351974	0.89843076	0.8691022	0.9324332	0.95105684	0.8983787	0.88966095	0.853916	0.9161376	0.91213864	0.8753356	0.8334951	0.7777009	0.9070924	0.8855405	0.81540614	0.89254624	0.89651126	0.96020716	0.80392766	0.90825355	0.92984635	0.61744875	0.89171255	0.97033757	0.88598245	0.83870316	0.78926885	0.9195786	0.9175532	0.87398535	0.825671	0.94498503	0.7847676	0.8023554	0.84842825	0.7613956	0.7664857	0.9482108	0.8850259
jong/adj	0.9243239	0.8300512	0.83969074	0.86962765	0.9103024	0.9084645	0.9387521	0.7905571	0.91790915	0.872661	0.77668566	0.8040321	0.94106114	0.8715593	0.8745556	0.8086735	0.84883773	0.8937641	0.846421	0.89031714	0.93243015	0.9248324	0.9341011	0.82367474	0.8972251	0.9371367	0.8834387	0.8899623	0.85227156	0.8734601	0.8589114	0.8461292	0.83509964	0.8919864	0.83093965	0.83995926	0.8311808	0.8337207	0.81548303	0.8683375	0.85364705	0.8124533	0.76657856	0.85426795	0.82126766	0.835062	0.8892943	0.76468086	0.93601775	0.84622705	0.8863346	0.90167284	0.8847326	0.8653149	0.94034517	0.8717645	0.93976	0.95289034	0.81472653	0.8105491	0.8775244	0.7802307	0.87820476	0.9205784	0.8934175	0.8115859	0.83375275	0.6980926	0.8108939	0.7954649	0.78718626	0.8692399	0.8589647	0.86789334	0.8234605	0.7761206	0.87048066	0.9326311	0.0	0.93270975	0.90047294	0.92565346	0.78456503	0.73540324	0.8588337	0.8742622	0.9278533	0.8482805	0.9378823	0.90710413	0.83667684	0.9082194	0.8714432	0.8188714	0.91151506	0.8939178	0.7865727	0.895623	0.9280782	0.8140373	0.8807436	0.82587624	0.9227505	0.8597597	0.78510755	0.9475276	0.8882493	0.9062271	0.85462576	0.8778903	0.89493215	0.8596062	0.81043494	0.83433586	0.85368943	0.8700876	0.86618805	0.6997699	0.77260715	0.87703454	0.85860944	0.82106876	0.9172769	0.8889241	0.90194356	0.808646	0.86909723	0.8661355	0.84148496	0.91345024	0.8802182	0.7891077	0.8349939	0.80554366	0.779371	0.9027986	0.85013175	0.79015297	0.9550319	0.83393896	0.90186095	0.7702921	0.93849665	0.8595771	0.8349019	0.9015934	0.89260095	0.8005172	0.9659158	0.85919505	0.9359548	0.8528397	0.82265395	0.7751546	0.92353815	0.8582888	0.9215228	0.91473085	0.9181439	0.7216823	0.8590645	0.83742964	0.88762116	0.9280154	0.8082693	0.8393295	0.7600621	0.7881074	0.8410396	0.86047065	0.82137656	0.90037996	0.8620975	0.7496555	0.86508775	0.80550915	0.94514185	0.8228212	0.9232351	0.8554165	0.7693779	0.89147395	0.92011166	0.90015876	0.9455666	0.93436646	0.9128831	0.9157242	0.81849897	0.8451793	0.9356052	0.8643867	0.88721377	0.8593682	0.83957934	0.8773402	0.87816846	0.88526803	0.85647064	0.8121992
