	maart/noun	numerus/noun	tijdens/prep	Bart/name	idee/noun	Wesley/name	//name	Ine/name	feest_zaal/noun	stadion/noun	simplistisch/adj	vader/noun	kommer/noun	reder/noun	ANC/name	eindig/verb	openbaar/noun	aanvankelijk/adj	zaterdag/noun	devies/noun	Hoet/name	foto/noun	stad_bestuur/noun	ING/name	Paul/name	dat/comp	u/noun	Anderen/name	schepen_college/noun	dezelfde/det	Europees/adj	student/noun	nieuw/adj	kampioen/noun	Murcia/name	Stadium/name	drager/noun	viering/noun	eerste/num	midden_stip/noun	rit_winnaar/noun	eigenaardig/adj	achttien/num	Rik/name	lief/adj	Elsen/name	officieel/adj	Volk/name	vooraf/pp	Geert/name	principe/noun	prijs/verb	stad/noun	sport_vereniging/noun	Berlusconi/name	behaal/verb	filosofie/noun	morgen/adv	10/noun	al/adv	Genkse/adj	plechtigheid/noun	zich/pron	Frans/adj	Raad/name	Spanjaard/noun	61ste/num	ere_titel/noun	court/noun	Clauwaert/name	idioot/adj	prijs/noun	Rotterdammer/noun	54/num	Janssen/name	bewogen/adj	wielrenner/noun	parool/noun	Didier/name	sport_laureaat/noun	Zoutleeuw/name	behalve/comp	word/verb	zij/pron	Velo/name	24/noun	Venetië/name	Academie/name	credo/noun	overwinning/noun	Verhaegen/name	Champs-Elysées/name	ook/adv	sporter/noun	lang/adj	schitterend/adj	BC/name	terwijl/comp	mening/noun	ploeg/noun	Giovanni/name	tegelijk/adj	ga_voor/verb	speler/noun	vorig/adj	bijdrage/noun	daar/adv	eind/adv	Inge/name	Belgisch/name	Sint-Niklase/adj	daarentegen/adv	eenzelfde/det	afloop/noun	wedstrijd/noun	Filmfestival/name	Beeldende/name	hun/det	waar/adv	burgerlijk/adj	keer/noun	gemeentehuis/noun	discipline/noun	hulde/noun	hij/pron	Coolsingel/name	winnaar/noun	minderheid/noun	sportman/noun	jong/adj	Stive/name	toen/comp	Harmonie/name	waarde/noun	naïef/adj	held/noun	debuteer/adj	Vermaut/name	zienswijze/noun	drie/num	Eddy/name	om/prep	afdeling/noun	Belsele/name	diens/det	inzet/noun	in/part	volwassene/noun	Nederlands/adj	Lierse/name	Jean/name	rentree/noun	soort/noun	verjaar_dag/noun	ontmoeting_centrum/noun	huwelijks_verjaar_dag/noun	Fair/name	totnogtoe/adv	sterf_dag/noun	persoonlijk/adv	Jaar/name	briljant/adj	Maurice/name	Leuven/name	bres/noun	september/noun	Erik/name	inwoner/noun	eerder/noun	deze/det	muzikant/noun	gelovig/adj	immers/adv	enkel/det	samenleving/noun	vrijdag/noun	wij/pron	stadhuis/noun	van/name	werkwijze/noun	vandaag/adv	meest/adj	inzicht/noun	strategie/noun	ingebruikname/noun	65ste/num	traditie/noun	verdienstelijk/adj	zijn/det	Valerie/name	de/name	evenwel/adv	vijfde/num	als/prep	dank/verb	Merckx/name	seizoen/noun	auteur/noun	campus/noun	vrijwilliger_werk/noun	Camenzind/name	achteraf/pp	thuis_wedstrijd/noun	alle/det	twee/num	voor/prep	Tielrode/name	nationaal/adj	veelal/adv	individueel/adj	die/pron	Ninoofse/adj	Regine/name	altijd/adv	Wiel/name	Germaine/name	restaurant/noun	Guus/name	helder/adj	Hogeschool/name	tienjarige/adj	100ste/num	Kempen/name	gesneuveld/adj	Bush/name	Oranje/name	daarin/pp	persoon/noun	lijst/noun	7/noun	titel/noun	Jacques/name	misvatting/noun	gemeenteraad/noun	Koninklijke/name	het/name	Rode/name	Romance/name	nadat/comp	70/num	30/noun	omroep/noun	discretie/noun	laat/verb	Luc/name	steeds/adv	Maurits/name	ideaal/noun	haar/det	Sint-Niklaas/name	Thais/adj	donderdag/noun	sporthal/noun	muze/noun	Rudolf/name	Sonck/name	Osama/name	bedien/verb	gisteravond/adv	vasten/noun	overtuiging/noun	hulpverlener/noun	plein/noun	kwel/noun	brandweerman/noun	goed/adj	indrukwekkend/adj	genodigd/adj	lid/noun	René/name	renner/noun	Patrick/name	David/name	jaar/noun	16/noun	elektricien/noun	Ann/name	atleet/noun	jaarlijks/adj	gereformeerd/adj	passend/adj	afgelopen/adj	dat/pron	kennelijk/adj	mens/noun	PSV/name	door/prep	Ier/noun	zaterdag_avond/noun	namelijk/adv	Eiffeltoren/name	medewerker/noun	volleybal_ploeg/noun	William/name	reflex/noun	daarom/pp	onderscheiding/noun	Rillaar/name	dit/det	maand_blad/noun	Vosselaar/name	te/comp	wetenschapper/noun	standpunt/noun	Dr./name	hierbij/pp	aandeelhouder_schap/noun	neem_plaats/verb	podium/noun	uur/noun	moraal/noun	Karel/name	in/prep	nu/comp	top_schutter/noun	verschil/adj	happening/noun	zondag/noun	stelling/noun	gemeentelijk/adj	Kaplan/name	Orde/name	supporter/noun	Big/name	stap_af/verb	drie/noun	Geel/name	volg/adj	gisteren/adv	gemeente_bestuur/noun	minister/noun	nummer/noun	Ghijs/name	Herentals/name	schepen/noun	Vanity/name	Hoop/name	Julie/name	judoka/noun	Dekker/name	Genève/name	Frankfurt/name	mag/verb	aanpak/noun	aanvang/noun	KNVB/name	voorzitter/noun	sportief/adj	vier/verb	Zottegem/name	landskampioen/noun	Cees/name	opvatting/noun	J.J./name	aftrap/noun	De/name	tegenstelling/prep	Van/name	sport_raad/noun	Kris/name	WTC/name	burgemeester/noun	vier/num	40/num	Leidseplein/name	buig/verb	vrijwilliger/noun	elk/det	succesvol/adj	voortaan/adv	bekom/verb	week/noun	verdrijving/noun	het/det	Spelen/name	volg_opeen/adj	na/prep	never/noun	menig/det	Peter/name	verheug/verb	haar/pron	eerst/adj	voorzitster/noun	ander/adj	Mbeki/name	Ajax/name	Oudenaardse/adj	VK/name	18/noun	Spillebeen/name	zaal/noun	voorbij/adj	laureaat/noun	bestuur_lid/noun	weekend/noun	aanvoerder/noun	ere_podium/noun	Agnes/name	Belg/noun	ploeg_makker/noun	sociaal-democraat/noun	V/name	visie/noun	dag/noun	de/det	Marc/name	decennium/noun	gelegenheid/prep	daarbij/pp	degeen/pron	bovendien/adv	ere_burger/noun	winnares/noun	gemeente/noun	Oscar/name	Belgisch/adj	morgenavond/adv	Olen/name	Ter/name	maatschappij/noun	rij/noun	mezelf/pron	Het/name	merendeel/noun	omdat/comp	eind_winnaar/noun	Jack/name	aantal/noun	vanwege/prep	carrière/noun	Centrale/name	wie/pron	medaille/noun	kring/noun	parochie_centrum/noun	Washington/name	wissel_af/verb	strijdlustig/adj	ze/pron	Gerard/name
maart/noun	0.0	0.9432403	0.7597562	0.90523106	0.96361464	0.88153684	0.87494886	0.8636574	0.7088303	0.8928399	0.96913505	0.9348269	0.95541996	0.9226867	0.90252197	0.7694966	0.91454464	0.891936	0.31127065	0.94569606	0.8760783	0.9416719	0.84136236	0.8653725	0.91319746	0.9429993	0.7124299	0.92983997	0.7946666	0.89740866	0.8681433	0.91350806	0.8658025	0.87765133	0.8301152	0.9095806	0.95901495	0.7261903	0.8180732	0.94047993	0.9177315	0.9407569	0.85326385	0.9130666	0.9795451	0.9237872	0.6708441	0.8405695	0.8703112	0.91702074	0.91535866	0.88205546	0.8940567	0.9066399	0.897168	0.8483425	0.956242	0.58142936	0.2438122	0.82892114	0.88546693	0.75572026	0.95061344	0.9291998	0.8865144	0.9281822	0.9302298	0.9013809	0.8923884	0.93766093	0.95446616	0.92337775	0.8500481	0.8547976	0.8989665	0.88452184	0.904654	0.8485254	0.8985089	0.8316494	0.7661949	0.87337315	0.76757187	0.90391326	0.8620708	0.24197531	0.8097655	0.82641876	0.9506227	0.9116371	0.9057231	0.9015755	0.96321136	0.9447329	0.9335079	0.9512173	0.84286827	0.938274	0.96392226	0.9341372	0.89525527	0.9304923	0.91068614	0.93951666	0.57702124	0.9410164	0.9089538	0.54588467	0.90310097	0.80037767	0.8079928	0.9204908	0.90506124	0.9528092	0.8455422	0.71704924	0.80954134	0.94213045	0.8886129	0.909764	0.9110744	0.7414714	0.960707	0.855296	0.8662263	0.86174804	0.8086647	0.9549844	0.90290505	0.9378823	0.8779328	0.7532618	0.61565846	0.9433616	0.9770442	0.955177	0.9368708	0.877086	0.9330824	0.86863893	0.9228407	0.56923205	0.8991577	0.80109566	0.9111073	0.966377	0.9353104	0.87120044	0.90776306	0.81842566	0.9088696	0.82009184	0.9752277	0.7003956	0.7090958	0.82679725	0.80904555	0.88492876	0.69898355	0.88350457	0.8292451	0.95057136	0.8589529	0.73804194	0.9383894	0.10357809	0.90564996	0.8750709	0.78871655	0.84323734	0.94600797	0.9560372	0.9054964	0.90375084	0.9798181	0.26866972	0.95894355	0.7528727	0.90853834	0.9396912	0.5666558	0.96743643	0.9772506	0.93804014	0.81538415	0.8526937	0.9612247	0.91947037	0.9077449	0.8530431	0.92791134	0.9172483	0.8835095	0.93354154	0.96951175	0.9147264	0.85026664	0.92945194	0.8651077	0.9376492	0.9189025	0.9585763	0.7802589	0.9213115	0.8750085	0.89229417	0.8415627	0.9030096	0.9547035	0.9459002	0.89973885	0.81515574	0.91844225	0.9807905	0.89007473	0.8607597	0.91649985	0.8885483	0.9689081	0.8698218	0.85912144	0.80903506	0.83665687	0.8956984	0.8941862	0.8517242	0.9074948	0.89330244	0.9127448	0.27220958	0.90306616	0.9026149	0.9551665	0.6922959	0.7773006	0.888116	0.83190984	0.9156823	0.72391933	0.9064684	0.23499483	0.9222793	0.92873746	0.949992	0.92843413	0.96633714	0.8599904	0.9760265	0.9103669	0.72719085	0.89359474	0.29820675	0.7038872	0.9164394	0.88263893	0.91463065	0.93399286	0.9605702	0.7506178	0.929601	0.9798933	0.9405156	0.91254	0.94268703	0.90025306	0.9719069	0.9412613	0.8521707	0.88913184	0.89945114	0.91580003	0.9275828	0.906962	0.7287954	0.2660761	0.89382714	0.8936851	0.90308213	0.78036433	0.9385241	0.9395517	0.75564706	0.8335564	0.95968866	0.95668054	0.8936271	0.8982006	0.8902492	0.6536499	0.922862	0.94649744	0.90015715	0.9190348	0.8927626	0.89717317	0.9149754	0.8919469	0.8373235	0.83444214	0.85080194	0.82239157	0.9147627	0.94594026	0.93168277	0.85542774	0.9292141	0.9570823	0.91340804	0.8909783	0.47067738	0.9657266	0.9014866	0.7239536	0.8893876	0.8897562	0.9383776	0.7301229	0.35770106	0.93950325	0.85174096	0.86614347	0.8966326	0.9276131	0.88167775	0.93184125	0.8729497	0.83411217	0.6443169	0.7397342	0.8507018	0.9246267	0.86152047	0.85618895	0.75143653	0.93574655	0.8730265	0.8996525	0.8660961	0.9139781	0.9102584	0.7475507	0.7894432	0.9217669	0.97336316	0.61083865	0.872556	0.90362006	0.9511656	0.6809943	0.7806514	0.8634374	0.9052623	0.9730102	0.86179835	0.72278494	0.8641088	0.93097806	0.9462082	0.8088635	0.91564804	0.8229028	0.8786967	0.8720263	0.8592355	0.85252285	0.8322997	0.93639827	0.8689058	0.89087176	0.8815176	0.89982307	0.6796558	0.93178034	0.89906335	0.84688574	0.89643854	0.793657	0.95884967	0.9473253	0.9233107	0.91280675	0.945741	0.7462928	0.8822331	0.96776134	0.8882983	0.8881895	0.83645326	0.8484372	0.29526204	0.89887255	0.7391976	0.91179645	0.8096678	0.90019876	0.6804527	0.93672913	0.9311342	0.8759525	0.92865527	0.9499191	0.9053064	0.79947317	0.96705186	0.76293445	0.8827829	0.91672754	0.9248642	0.6989655	0.94626635	0.93907785	0.9440522	0.83090293	0.88215506	0.8826135	0.90028214	0.8972026	0.7079903	0.8253796	0.75129575	0.95198727	0.93869644	0.97491944	0.5893245	0.93659693	0.9163168	0.8899168	0.89920396	0.9103579	0.9066311	0.9072675	0.8777212	0.94557786	0.9224488	0.9287071	0.6805252	0.85986376	0.9405374	0.9391171	0.93643963	0.8827858
numerus/noun	0.9432403	0.0	0.9531734	0.9838861	0.943171	0.9791609	0.9852245	0.9708995	0.9604892	0.9668779	0.92223984	0.9629583	0.9656517	0.91166437	0.9229928	0.97369236	0.94067794	0.8883876	0.9799764	0.9169816	0.9420044	0.97614527	0.8671142	0.91416097	0.9603818	0.89730614	0.96880925	0.884105	0.8741626	0.9154498	0.898082	0.7924489	0.8859078	0.97047985	0.9596693	0.9697671	0.90185475	0.94078803	0.9547954	0.96654725	0.96621144	0.9416331	0.92114836	0.98552877	0.95411026	0.96083283	0.8771966	0.960842	0.90771085	0.98359257	0.8520833	0.94893706	0.91901773	0.8983525	0.9141454	0.95202374	0.87502795	0.9296752	0.95859134	0.8998865	0.94784796	0.93111116	0.88284016	0.9509926	0.8891524	0.9643792	0.94834894	0.8952746	0.9558764	0.9655288	0.90486884	0.8909064	0.945801	0.96616393	0.97356147	0.95441663	0.94692695	0.91454756	0.9647259	0.97040427	0.9448786	0.9384749	0.85579646	0.8711643	0.9598163	0.9678767	0.97107285	0.921669	0.92350024	0.9662349	0.9642632	0.97189087	0.89903593	0.8858396	0.9328326	0.9730812	0.963678	0.9055859	0.9333075	0.9620663	0.97868973	0.8939209	0.9409495	0.93288326	0.92486113	0.867636	0.9447551	0.9105568	0.97358054	0.93150735	0.94060385	0.8984155	0.8769896	0.9736776	0.9661759	0.9661368	0.9487912	0.88878465	0.9406826	0.88244605	0.9450705	0.9419239	0.86045665	0.9507397	0.91298354	0.94266105	0.96529955	0.9063966	0.94710976	0.9475276	0.96435595	0.9480031	0.9587862	0.9145662	0.94776344	0.94558674	0.96427417	0.96403366	0.918383	0.94461083	0.98311365	0.9427082	0.9012182	0.9643358	0.9347874	0.9208464	0.8618705	0.90872955	0.91898656	0.9737871	0.96931016	0.95218915	0.91563976	0.9798657	0.9558483	0.97673494	0.9457578	0.87855124	0.9526818	0.93505406	0.9790967	0.93518066	0.97779346	0.9233726	0.9305444	0.93938005	0.9866242	0.8936622	0.91708237	0.87951756	0.9448269	0.9047237	0.85859805	0.9018893	0.9127389	0.9637267	0.8966717	0.957836	0.96834886	0.87810844	0.91914785	0.92224425	0.89604753	0.89014995	0.9154103	0.9586267	0.920279	0.95186317	0.9379517	0.9655967	0.98728496	0.87907314	0.9659221	0.939845	0.9723696	0.9762911	0.96069777	0.9199358	0.8614806	0.89037734	0.97475976	0.9338551	0.9672337	0.87265754	0.951633	0.87752414	0.96865624	0.93593425	0.86702985	0.850547	0.86206055	0.9399692	0.9797247	0.9478145	0.96094626	0.94787365	0.97910154	0.9596605	0.9356252	0.8885253	0.9400025	0.96947265	0.9589018	0.9416441	0.9403959	0.9394833	0.91108906	0.900103	0.8969606	0.97765577	0.95932883	0.95530546	0.92000186	0.90553	0.94132304	0.9682342	0.9662326	0.96345204	0.91604954	0.9291308	0.9658001	0.894112	0.9311085	0.92806184	0.9559813	0.8959999	0.9556375	0.9467686	0.92987365	0.9598666	0.91034865	0.9580343	0.96736604	0.9549336	0.94753784	0.97189677	0.9721964	0.9469917	0.94533837	0.93125534	0.91921556	0.87374663	0.9547887	0.95203835	0.89677316	0.93132305	0.9618013	0.9154839	0.90919244	0.9795029	0.9233357	0.983628	0.9760732	0.9015796	0.97808146	0.9296628	0.9686138	0.9108378	0.8680284	0.8993691	0.89819026	0.9365565	0.8948203	0.90488714	0.8921408	0.9616871	0.9141228	0.97974837	0.97287184	0.8536829	0.9590833	0.9085789	0.9545481	0.97039294	0.94290847	0.82742214	0.91310024	0.96627396	0.9030465	0.9387479	0.9482267	0.8433425	0.86641926	0.9056241	0.9440734	0.884419	0.8956714	0.95873106	0.96802926	0.97405475	0.8993949	0.9749113	0.9437841	0.8896799	0.971292	0.88736415	0.948853	0.97765714	0.9203818	0.88121974	0.9208429	0.92781043	0.9506978	0.9666357	0.92401516	0.95156884	0.9845293	0.91357094	0.924367	0.8594018	0.9005105	0.9649198	0.9325259	0.9639431	0.93140745	0.9339323	0.9443063	0.9805106	0.935001	0.9652067	0.9383086	0.94543046	0.8930868	0.8784338	0.9409472	0.8596395	0.96065485	0.95586383	0.96029323	0.9726355	0.9742059	0.94462377	0.894025	0.9784439	0.97157	0.98958087	0.95128256	0.9770747	0.9303104	0.98983395	0.952598	0.9418495	0.9412431	0.93799126	0.9348964	0.90413606	0.88510764	0.92005724	0.9498084	0.82600075	0.9013015	0.9205458	0.9313636	0.9080776	0.943791	0.93974715	0.94437045	0.9672483	0.93953663	0.9791414	0.96467865	0.91814566	0.9386708	0.94219476	0.90467703	0.90978247	0.94563264	0.9409182	0.98549724	0.9769289	0.97582245	0.95505154	0.9576775	0.93815917	0.9465415	0.96736455	0.96732825	0.96631277	0.9623944	0.9517963	0.95415616	0.9178884	0.9631985	0.9155693	0.9314071	0.8905397	0.97679985	0.92328966	0.9642509	0.90744764	0.9009651	0.8572345	0.947577	0.9648685	0.8306968	0.972419	0.9371512	0.96059954	0.9710322	0.96055734	0.89635175	0.9694203	0.93554556	0.97674054	0.8697772	0.8617724	0.97135746	0.9615836	0.8260413	0.89781165	0.95395494	0.9382198	0.9275163	0.95780927	0.9050518	0.9691009	0.92598015	0.9575897	0.9668937	0.9087576	0.9732418
tijdens/prep	0.7597562	0.9531734	0.0	0.94144434	0.9440034	0.9156464	0.9009579	0.9101806	0.85355496	0.8292686	0.9412876	0.8710692	0.9139112	0.9126695	0.8467496	0.69673014	0.8071444	0.86459756	0.7219137	0.8935952	0.874421	0.9574761	0.87648124	0.92138916	0.9224194	0.900543	0.9028238	0.8597321	0.8320365	0.87208074	0.8104178	0.8483895	0.86526453	0.84098876	0.8312717	0.86238205	0.91865546	0.77625656	0.70125973	0.92963254	0.88396555	0.8621521	0.8453641	0.90834236	0.93057376	0.91518354	0.7337794	0.85260075	0.84272546	0.9483453	0.9307499	0.88502103	0.8722273	0.87783694	0.82248986	0.8064818	0.9127591	0.6680572	0.73528636	0.8370209	0.8301728	0.77217805	0.90423775	0.8580253	0.9155432	0.8625899	0.8922609	0.9010678	0.8460189	0.9267602	0.8881418	0.92202634	0.7968404	0.94140005	0.9236613	0.743531	0.827818	0.90116966	0.9389022	0.8887497	0.828997	0.83085126	0.794749	0.85598844	0.87510526	0.7271385	0.76970965	0.86156213	0.9047526	0.8407587	0.89706844	0.8568072	0.90677667	0.8306774	0.8126515	0.83989704	0.88934726	0.86771226	0.93097216	0.8438966	0.9035025	0.8921486	0.8573448	0.87231565	0.69402254	0.9183248	0.8473798	0.7879369	0.87876165	0.84235275	0.80301833	0.8843115	0.845706	0.80060583	0.793281	0.7715249	0.9271776	0.8473117	0.7999923	0.8742329	0.82310903	0.82856715	0.86735284	0.8560182	0.8018771	0.84946537	0.75418997	0.9236149	0.8606707	0.8762295	0.9158821	0.70881	0.857078	0.94845974	0.93919504	0.8669665	0.88092107	0.91279423	0.91461027	0.7629882	0.9144737	0.81015736	0.89275265	0.85947955	0.82125825	0.83927894	0.9274139	0.88656926	0.8399572	0.8777155	0.92697805	0.7748914	0.8774721	0.7927569	0.830438	0.9024009	0.85288286	0.8230747	0.8663801	0.80782056	0.86393756	0.8796289	0.8967639	0.8410611	0.9036902	0.75961435	0.91320366	0.8951475	0.73174155	0.7492933	0.8755418	0.88511974	0.87267977	0.80507565	0.93597853	0.7088078	0.9259001	0.7891543	0.91147524	0.88890195	0.6881978	0.9102177	0.9378643	0.9039155	0.89971447	0.89208686	0.92098314	0.8501618	0.7958605	0.88325155	0.9297024	0.85789406	0.77960426	0.88020486	0.9286832	0.8851741	0.8507054	0.91622925	0.8688482	0.88349164	0.91968983	0.8592092	0.8402491	0.88174355	0.7526437	0.764228	0.89511406	0.8101912	0.8677476	0.84628737	0.8125585	0.82087755	0.92807084	0.92270863	0.915239	0.90036064	0.87976545	0.86222184	0.9246976	0.8805037	0.83463955	0.83359206	0.8629282	0.82885	0.81156534	0.75062656	0.88303876	0.869026	0.909458	0.7791106	0.85744274	0.8738923	0.9307032	0.8006724	0.8979689	0.9013362	0.7896129	0.9234233	0.67759585	0.9553349	0.75457513	0.90489584	0.8879598	0.8626692	0.9427412	0.9155985	0.88360935	0.9178054	0.8141373	0.81294376	0.83315194	0.674458	0.83756083	0.8941765	0.87087435	0.9168652	0.8839196	0.93648946	0.6717081	0.8785762	0.9313342	0.84752494	0.8766475	0.88817096	0.8051828	0.91291565	0.83939743	0.7669929	0.8768831	0.92207	0.849084	0.9294791	0.93146724	0.85965395	0.73345006	0.9170263	0.9071826	0.8074869	0.774361	0.9121672	0.89293027	0.66997755	0.820962	0.919447	0.8929735	0.8302348	0.7656847	0.8594845	0.7174052	0.8919715	0.92991644	0.87889355	0.863781	0.9068367	0.9068495	0.91279423	0.8373241	0.89708275	0.81248224	0.8833255	0.8516182	0.89727646	0.89722204	0.89406896	0.891199	0.8700422	0.94988424	0.8620359	0.82841706	0.781329	0.906925	0.90923023	0.683348	0.82418156	0.88228524	0.83961034	0.77029735	0.73257434	0.8958408	0.8905507	0.86225325	0.88730794	0.8356042	0.8768099	0.8455923	0.8425042	0.88050944	0.6863378	0.68390465	0.8763977	0.8851901	0.9096813	0.8915788	0.8189122	0.91891074	0.92693734	0.8587849	0.8962107	0.7897846	0.8577407	0.69626176	0.82278675	0.8563459	0.90932256	0.57354593	0.84472877	0.8998471	0.8604667	0.7454526	0.86757296	0.8305836	0.9054789	0.9176997	0.90700257	0.83206254	0.9476837	0.87721235	0.96127737	0.849717	0.94806755	0.8521205	0.86244935	0.77407324	0.94296557	0.83642143	0.8313112	0.85791755	0.7720087	0.76728016	0.8521658	0.86935353	0.66465986	0.8678962	0.8203696	0.76774126	0.7704672	0.5187942	0.93303925	0.83387256	0.9387522	0.807518	0.87380123	0.74225336	0.8758782	0.9247544	0.8081911	0.84527063	0.84306717	0.9390011	0.77151203	0.9097863	0.83013535	0.7273986	0.8134221	0.9054643	0.7063296	0.88410074	0.87765574	0.87893474	0.8659187	0.9067278	0.8654387	0.88475186	0.92858803	0.7300847	0.72026026	0.9294465	0.8485048	0.6112339	0.85100114	0.8883431	0.89349085	0.8828485	0.7841491	0.91218776	0.927498	0.8444311	0.7310468	0.8637173	0.87844574	0.9334439	0.8765739	0.92970055	0.86579746	0.8725072	0.8825545	0.8658949	0.8879005	0.8645088	0.8013447	0.8810791	0.895388	0.89309675	0.8233579	0.8820526	0.87179244	0.78646106	0.8021003	0.856096	0.8566206	0.9072727
Bart/name	0.90523106	0.9838861	0.94144434	0.0	0.96378803	0.36791527	0.59197354	0.6346389	0.8651107	0.9183834	0.9495292	0.8239393	0.9245828	0.89722025	0.9455431	0.81387407	0.94934607	0.94054794	0.81009114	0.9030103	0.72483945	0.6303024	0.8736576	0.9461743	0.4212045	0.9601656	0.7213379	0.9500248	0.8596968	0.9697321	0.935076	0.9261557	0.94109285	0.6590756	0.86881566	0.932103	0.9392615	0.9034343	0.8903123	0.9279728	0.79684234	0.90948975	0.9153051	0.33169305	0.95736104	0.53589904	0.9408203	0.7753726	0.8741058	0.20894712	0.9681542	0.8630206	0.9187277	0.9313321	0.91587883	0.7814505	0.9357676	0.8553487	0.90132296	0.95714885	0.7644541	0.89393425	0.9556066	0.8557122	0.9365597	0.86563194	0.88438404	0.85285044	0.91391116	0.60656786	0.93851954	0.9736054	0.844096	0.5560359	0.44469583	0.8654107	0.71224344	0.94023275	0.38509881	0.8444145	0.6880104	0.9068774	0.95013434	0.96053386	0.75755644	0.87244606	0.88049173	0.85076714	0.90470016	0.804846	0.45403397	0.908242	0.9569749	0.9352099	0.97100717	0.8311032	0.5974858	0.91304135	0.9419636	0.78089726	0.47456288	0.9552871	0.7301003	0.82391405	0.881274	0.9457591	0.97836137	0.8950672	0.4810893	0.78203034	0.8378232	0.88379276	0.9371498	0.82830167	0.8135491	0.8761239	0.8900218	0.94987947	0.965915	0.93243635	0.9215802	0.9125317	0.93717784	0.75667286	0.91096836	0.9461893	0.7747196	0.974956	0.8486571	0.84514624	0.687466	0.89030993	0.80388707	0.9782392	0.9354271	0.8885359	0.6719228	0.5845039	0.91497624	0.90047705	0.32389277	0.9612113	0.87756795	0.67268616	0.7728117	0.94093025	0.9722438	0.95852387	0.88134825	0.6811496	0.4978267	0.7277981	0.9832001	0.9118995	0.8879072	0.8777365	0.8919517	0.87899315	0.91375345	0.86622804	0.81834805	0.8697839	0.5518284	0.6548672	0.8712961	0.9273468	0.37289143	0.90461075	0.92879945	0.9574673	0.8639582	0.95121205	0.9350597	0.9269421	0.9786527	0.8692028	0.95157593	0.8609061	0.62307775	0.92849255	0.8821343	0.9613156	0.9819844	0.9481682	0.9569522	0.8938722	0.9727215	0.70739275	0.8641218	0.57982004	0.5821307	0.8931574	0.79868305	0.84198517	0.9040477	0.5178004	0.7542044	0.7599081	0.8797923	0.9386403	0.7211516	0.90696377	0.78012234	0.96545947	0.8920536	0.94013435	0.6704468	0.86382955	0.9545704	0.91768026	0.93812925	0.82460946	0.7991108	0.9702731	0.7619183	0.8113846	0.94473505	0.73525167	0.968019	0.8600372	0.85885745	0.85281706	0.7632051	0.9088883	0.9434376	0.8392678	0.94024336	0.9514252	0.87966406	0.8519008	0.8281605	0.5806786	0.95140386	0.85891336	0.8578305	0.84197634	0.79999286	0.9178766	0.88795704	0.76248544	0.870075	0.9354098	0.93155056	0.9550584	0.26760978	0.97894067	0.66211474	0.9676808	0.92111784	0.69156563	0.9152794	0.8774464	0.87814105	0.8851576	0.720372	0.58240086	0.96333444	0.86178565	0.82339513	0.9664879	0.9471161	0.95729226	0.9657444	0.9224793	0.83804965	0.9549977	0.9272862	0.89109653	0.9198547	0.46107954	0.7760253	0.25104427	0.3789395	0.91493213	0.87706375	0.8828751	0.45719206	0.8389446	0.9514328	0.9127315	0.9421979	0.94263107	0.9663682	0.9651232	0.9815322	0.7846465	0.8779078	0.75265706	0.74954844	0.9669567	0.93614984	0.7546439	0.9307316	0.6647145	0.88471574	0.95841026	0.8916256	0.613307	0.97130215	0.8891072	0.58843887	0.9630342	0.94020164	0.9087618	0.68845737	0.9422484	0.96284676	0.8291547	0.88220155	0.910396	0.9566912	0.41322047	0.914198	0.92969245	0.5197277	0.9671671	0.89572394	0.7558089	0.890528	0.93239295	0.88374597	0.8622178	0.8676719	0.8074393	0.8387766	0.9128548	0.52645314	0.880684	0.8170222	0.90700287	0.7946081	0.85877883	0.7110719	0.62869656	0.57672477	0.92365885	0.8505479	0.70931053	0.8309692	0.682838	0.9052021	0.9046029	0.9363351	0.97155994	0.8989832	0.91070753	0.59829515	0.8330685	0.8010706	0.5100075	0.8066997	0.7181382	0.96638393	0.803374	0.6791302	0.31543398	0.8789183	0.2832988	0.81951773	0.19566154	0.8732116	0.62265825	0.91051596	0.7442575	0.9431114	0.90447813	0.9315295	0.9509301	0.9045598	0.9214293	0.89515126	0.90721077	0.9787699	0.9628598	0.9524466	0.8359169	0.87118965	0.96201074	0.915757	0.24718022	0.886772	0.95950955	0.94606715	0.7377722	0.9690829	0.9456106	0.808779	0.7582272	0.51620907	0.8984059	0.676275	0.9351881	0.901423	0.6610757	0.6682255	0.79316443	0.5884117	0.87898237	0.6719497	0.7258682	0.59132004	0.88613343	0.74934214	0.9405673	0.95594215	0.91202664	0.24768442	0.97646445	0.9046017	0.9765109	0.97714746	0.955474	0.7677769	0.84461826	0.92549306	0.6486662	0.81797385	0.7796718	0.5695772	0.8096013	0.98072433	0.90426296	0.96341896	0.7907094	0.94038826	0.9657568	0.7642093	0.76868314	0.9674273	0.962643	0.9131429	0.9444546	0.93763936	0.8872333	0.94554794	0.91858065	0.92889404	0.9233706	0.76640546	0.95669806	0.57276785
