	gehandicapt/adj	bezinning/noun	immers/adv	gemakkelijk/adj	adviseer/verb	beval/verb	bijzonder/adj	Israëli/noun	duidelijk/adj	eeuwenlang/adj	pedagoog/noun	mogelijk/adj	hoe/adj	leg_stil/verb	weg_gedrag/noun	zelden/adv	economisch/adj	yoghurt/noun	evolutie/noun	houten/adj	eenwording/noun	sorteer/verb	blijk/verb	lever/verb	min/adj	wel/adv	onverwacht/adj	alternatief/adj	toe/adv	toevlucht/noun	weg/noun	talent/noun	rij_paard/verb	weggebruiker/noun	roep_op/verb	toevallig/adj	twijfel/noun	mondiaal/adj	bedreig/adj	aandacht/noun	nergens/adv	functie/noun	ook/adv	economie/noun	net/adv	kmo's/noun	bitter/adj	helaas/adv	toepassing/noun	knoflook/noun	altijd/adv	zelfs/adv	bevorder/verb	overigens/adv	traktaat/noun	voeding_middel/noun	zeer/adv	ken_toe/verb	niets/noun	christendom/noun	sporter/noun	gezondheid/noun	gesprek/noun	bevind/verb	verwijs/verb	juist/adj	lucht/noun	koppel/verb	cyclus/noun	verbeter/verb	verkiezingsnederlaag/noun	zogezegd/adj	water/noun	bijvoorbeeld/adv	compleet/adj	ego/noun	soort/noun	kop_DIM/noun	woede/noun	samenstelling/noun	streek/noun	verontwaardigd/adj	beschrijf/verb	buitengewoon/adj	museum_bezoek/noun	antibioticum/noun	spring_op/verb	zo/adv	transparantie/noun	kogel/noun	sterk/adj	nederlaag/noun	schok/noun	meestal/adv	geestelijk/adj	cultuur/noun	lang/adv	erg/adj	boodschap/noun	bekoor/verb	slagader/noun	coffeeshop/noun	het/noun	klimaat/noun	zwak/adj	chocolademelk/noun	zal/verb	bereid/verb	kan/verb	destijds/adv	musicus/noun	voorwaarde/noun	niet/adv	les/noun	zelden/adj	onderling/adj	indirect/adj	demonstratie/noun	cannabis/noun	alvast/adv	systematisch/adj	voel/verb	werkelijkheid/noun	wanneer/adv	lichamelijk/adj	1975/noun	wijs/verb	dioxine_crisis/noun	omgeving/noun	rust_periode/noun	alcohol_gebruik/noun	bad/noun	doe/verb	eersten/noun	klank/noun	rakel_op/verb	stop/verb	kritiek/noun	thee/noun	zit/verb	verschuiving/noun	kwak/verb	heftig/adj	gevolg/noun	rust/noun	advies/noun	ben/verb	Vlaams/adj	medium/noun	schrijf_toe/verb	bied/verb	eeuw/noun	heel/adj	onvermijdelijk/adj	soms/adv	bestanddeel/noun	alle/adv	olijfolie/noun	ontnuchtering/noun	paars/adj	stand_DIM/noun	anderzijds/adv	crisis/noun	ga_uit/verb	heb/verb	sanering/noun	bespaar/verb	begrotingstekort/noun	stop_in/verb	reflecteer/verb	braak/verb	groente/noun	misschien/adv	zacht/adj	homo/noun	velerlei/adj	beschouw/verb	overtuigd/adj	alternatief/noun	prestatie/noun	verzelfstandiging/noun	inderdaad/adv	regent/noun	wellicht/adv	gewoon/adj	wending/noun	wetenschappelijk/adj	ander/adj	werk/noun	werk/verb	beweging/noun	bevestig/verb	cluster/noun	alom/adv	dynamiek/noun	gevallen/adj	plant/noun	humor/noun	beslist/adj	leid/verb	verspreid/verb	meen/verb	onderhandeling/noun	dompel_onder/verb	natuurlijk/adj	ontsta/verb	overtuig/verb	schoen/noun	verscheiden/adj	voorteken/noun	partner/noun	markt/noun	invloed/noun	geloof/noun	tijdverdrijf/noun	eigenschap/noun	speel/adj	commissie/noun	regelgeving/noun	riskant/adj	effect/noun	bron/noun	dolfijn/noun	spreek/verb	vanochtend/adv	concurrentie/noun	schadelijk/adj	sommig/adj	tijd_geest/noun	vuur/noun	profiteer/verb	uiteindelijk/adj	vaak/adj	spijsvertering/noun	boek/noun	expliciet/adj	mensheid/noun	opvallend/adj	uitwerking/noun	drama/noun	chip/noun	magisch/adj	ene/adj	prijs/verb	neem_af/verb	eventueel/adj	verricht/verb	geloof/verb	kracht/noun	medisch/adj	onmiddellijk/adj	integendeel/adv	muziek/noun	marihuana/noun	spreker/noun	compensatie/noun	werking/noun	prikkel/noun	artikel/noun	beurs/noun	creatief/adj	eens/adv
gehandicapt/adj	0.0	0.79776984	0.8379909	0.8576177	0.83664185	0.93539083	0.7735648	0.9566396	0.9017585	0.8987766	0.89202696	0.8649537	0.8538569	0.88817847	0.8607198	0.7774427	0.885705	0.9163255	0.8592899	0.9305717	0.9451146	0.96383256	0.82361645	0.88222045	0.8041477	0.9065504	0.92262346	0.88379014	0.9443801	0.75075316	0.91258353	0.7892325	0.5512048	0.76503897	0.88268375	0.87264013	0.8894111	0.8668981	0.80769	0.7511846	0.92361075	0.78116894	0.719291	0.88342357	0.8470319	0.8224149	0.90297365	0.84417486	0.8555713	0.9847244	0.83878917	0.8382654	0.6596679	0.90626967	0.7597485	0.8599541	0.8086017	0.84273744	0.88752776	0.9370941	0.47687036	0.54980266	0.9201894	0.8531105	0.9113383	0.82863456	0.9797079	0.86748946	0.9305535	0.72975206	0.9803665	0.81970686	0.91590875	0.6796231	0.95753074	0.8007915	0.8409699	0.9692409	0.9567305	0.93809134	0.8629164	0.8336299	0.81187487	0.76844347	0.6497364	0.8540143	0.88446957	0.8637227	0.8249399	0.9656355	0.76773196	0.9802961	0.86911535	0.75941813	0.4745875	0.8535721	0.94019055	0.789731	0.9513891	0.9424958	0.9266343	0.9348724	0.87994194	0.7286899	0.7252726	0.94478506	0.8582403	0.87943673	0.7849555	0.8990022	0.81648046	0.9381064	0.9082382	0.6272479	0.7759627	0.79070497	0.9085047	0.8835268	0.82638687	0.92796963	0.78054065	0.6552751	0.926355	0.91111344	0.4942726	0.9762826	0.897419	0.9528157	0.8475884	0.9529071	0.7564733	0.8284637	0.8486074	0.8302698	0.9007638	0.9643289	0.8136408	0.9289007	0.970582	0.85422385	0.8723799	0.9877271	0.824194	0.83816963	0.8588515	0.84812224	0.8291367	0.8513004	0.84513396	0.7852319	0.7760903	0.91395426	0.92808735	0.9339487	0.7585708	0.9545926	0.9255163	0.96297294	0.9573513	0.9150942	0.9123007	0.7296829	0.90716	0.7877714	0.90265244	0.94027984	0.871282	0.9633762	0.968243	0.9394418	0.9083426	0.95792544	0.8808883	0.90923464	0.68907726	0.83126307	0.79966015	0.9406876	0.81811196	0.75118685	0.9163819	0.87581	0.6634548	0.87914383	0.7591121	0.9027319	0.84776855	0.82084084	0.74705684	0.7133404	0.7894759	0.97485256	0.8932183	0.9347343	0.91617036	0.8293067	0.93427056	0.9202767	0.87517935	0.83694077	0.91399944	0.8770663	0.9260654	0.8092003	0.85713005	0.891931	0.848238	0.9336711	0.8342919	0.9403253	0.79898083	0.89743745	0.863809	0.87678933	0.81380415	0.7829562	0.7661164	0.91002876	0.8730595	0.82936144	0.8409772	0.88848305	0.73095894	0.8690484	0.96762127	0.82138294	0.79478526	0.752644	0.9463815	0.96890366	0.8824413	0.9295026	0.6972116	0.73266554	0.9107248	0.80237865	0.8943612	0.8887541	0.9181061	0.9485596	0.93499166	0.9357233	0.8690895	0.9315298	0.6971431	0.8907759	0.6595088	0.9140964	0.7881924	0.7380041	0.9364855	0.8782358	0.8363617	0.8779361	0.89434433	0.81053984	0.84455657	0.5970448	0.85801727	0.9762121	0.7995827	0.9153315
bezinning/noun	0.79776984	0.0	0.8625637	0.902825	0.8459133	0.88727564	0.90954757	0.6391612	0.85739946	0.76091814	0.8272899	0.87904894	0.8550825	0.94307524	0.91362727	0.83282715	0.7430022	0.97029227	0.7242523	0.9450415	0.83730567	0.91121316	0.8991314	0.92195326	0.88514525	0.8758077	0.8958294	0.66439897	0.8314582	0.6939268	0.89801073	0.90587133	0.832553	0.8478928	0.73224235	0.94629836	0.7576112	0.8228651	0.7718224	0.7863264	0.79909545	0.87833124	0.8180094	0.8200532	0.79394263	0.90857375	0.8733079	0.88260156	0.82461596	0.9420393	0.9452454	0.8128186	0.7368554	0.8937234	0.8315772	0.9098089	0.899863	0.8833775	0.89689237	0.6994138	0.8610594	0.84519535	0.740259	0.92260957	0.8366928	0.753409	0.8928665	0.9378604	0.68922985	0.8999774	0.90080893	0.8924476	0.9211729	0.8069198	0.8297404	0.94573	0.78479207	0.9371073	0.6898689	0.9344997	0.87902635	0.8765003	0.8193842	0.85286933	0.7928234	0.86047727	0.9303245	0.9194081	0.82929516	0.948754	0.8677271	0.9743086	0.8872192	0.8784482	0.7234747	0.7236814	0.95202905	0.90988624	0.7853012	0.82075673	0.8885621	0.9415436	0.9080639	0.69663423	0.87022436	0.947539	0.75839126	0.9321111	0.82539064	0.8692454	0.87849045	0.9099858	0.93436086	0.9139254	0.8785445	0.85347855	0.80147	0.75823367	0.9221561	0.89568275	0.81444293	0.7845679	0.84287673	0.80290556	0.81499964	0.94325894	0.8866348	0.9044897	0.8149036	0.87647873	0.857264	0.92801905	0.8838264	0.9228102	0.8944606	0.8667463	0.8690351	0.8270494	0.9631534	0.9126124	0.7428981	0.92542756	0.7249655	0.933851	0.54674554	0.8461379	0.84313786	0.86659837	0.7312186	0.8425683	0.658051	0.8092894	0.8713678	0.7632506	0.83812445	0.94949853	0.85222787	0.95904964	0.8819273	0.92152154	0.8589903	0.84356254	0.85649455	0.7840587	0.7920516	0.84103453	0.8730623	0.9397878	0.91406137	0.8455282	0.9155962	0.9567133	0.8104449	0.8520123	0.8221743	0.87277704	0.76539344	0.8531373	0.7219238	0.87506866	0.85336	0.8269798	0.8638886	0.82099104	0.9116894	0.874129	0.7989398	0.83964336	0.8590718	0.7652707	0.78613883	0.87086153	0.93612564	0.8817748	0.8148007	0.9117081	0.9230188	0.84242797	0.92055595	0.7235019	0.7518852	0.70048094	0.790658	0.86381215	0.81056154	0.7291727	0.7619675	0.96733105	0.8182876	0.9118812	0.84792525	0.8958286	0.75585586	0.7295804	0.9107765	0.9082701	0.943294	0.768108	0.8635877	0.87724733	0.86355156	0.74464095	0.92326003	0.87360966	0.90871644	0.80979294	0.8353152	0.7254979	0.86408514	0.9230052	0.8684999	0.802952	0.8260107	0.90891457	0.8861384	0.8115692	0.7882058	0.9155678	0.8992855	0.9182818	0.9461792	0.8984046	0.92356443	0.9455216	0.8997803	0.90427285	0.9072516	0.79726857	0.8079814	0.8334965	0.8862814	0.82585883	0.748911	0.9077308	0.8529267	0.85989296	0.8638963	0.62991834	0.9163102	0.9205953	0.7365246	0.89407116
immers/adv	0.8379909	0.8625637	0.0	0.6204159	0.8265219	0.8590805	0.625239	0.824559	0.61237466	0.7203655	0.8105495	0.6780158	0.72228813	0.88440096	0.7574261	0.74485314	0.7280322	0.8879065	0.66537523	0.89470285	0.76820433	0.80248916	0.6342187	0.76462626	0.62435097	0.7060511	0.78684187	0.79861164	0.8894243	0.7679023	0.76347023	0.60407156	0.7926941	0.7858466	0.7130563	0.743378	0.79340863	0.7078274	0.6600861	0.73369265	0.7777942	0.7315284	0.58546925	0.73418224	0.81020534	0.599314	0.82165104	0.6118946	0.6668364	0.8894727	0.60362387	0.6785495	0.6476511	0.458358	0.87177926	0.6881583	0.52267134	0.8026817	0.78800225	0.7196847	0.70004696	0.7115694	0.81596327	0.8194955	0.6386955	0.67682254	0.8195103	0.75729805	0.81751966	0.6999749	0.82492745	0.7079122	0.7876979	0.648803	0.78205895	0.85636276	0.6893946	0.94040126	0.8525846	0.7771888	0.67918646	0.8426483	0.6934439	0.7203934	0.77625155	0.7016741	0.8898205	0.5786389	0.6861545	0.9182818	0.6884459	0.89683616	0.7744238	0.66914946	0.79406685	0.62678885	0.6641939	0.64064693	0.70614856	0.734696	0.8469828	0.78342175	0.7139634	0.74801016	0.7226683	0.9072187	0.73309827	0.81495565	0.68866545	0.6736069	0.7962949	0.71971095	0.653963	0.8704769	0.6818532	0.66023266	0.717902	0.86594594	0.78206897	0.60032517	0.65620816	0.76905787	0.68723977	0.77879435	0.7550419	0.8874227	0.73667556	0.800368	0.683828	0.90437496	0.7422818	0.8741231	0.748792	0.7593389	0.77043855	0.86975884	0.8382974	0.7689234	0.8084122	0.840054	0.71265715	0.9291945	0.78620327	0.6532926	0.9003979	0.854457	0.51395345	0.7475893	0.7829648	0.7194423	0.6801052	0.7636279	0.6866056	0.7628844	0.69053423	0.7644879	0.78897333	0.8978141	0.8025231	0.8467177	0.81990284	0.43944234	0.7959272	0.7675516	0.77561414	0.7879202	0.7658079	0.7076349	0.820538	0.61897206	0.83611476	0.7980712	0.7390989	0.8181312	0.7799664	0.7716607	0.7382523	0.7255281	0.71009	0.7530417	0.8126459	0.5388166	0.862169	0.63507587	0.7180923	0.8379007	0.7314793	0.75108504	0.750197	0.737409	0.7815067	0.80292076	0.75925726	0.8326153	0.70646954	0.81786287	0.6619122	0.78824276	0.7357501	0.6518506	0.75801915	0.7319623	0.766268	0.82755476	0.5943638	0.6881423	0.7905052	0.89790815	0.7379145	0.8600302	0.7718979	0.7149044	0.60258806	0.6828098	0.8138859	0.6861863	0.8399415	0.8235285	0.7033476	0.68574524	0.6029494	0.71883476	0.87901515	0.686046	0.8423766	0.64764273	0.6598358	0.71561605	0.83486813	0.90507025	0.7688291	0.7409451	0.62686074	0.78813535	0.8125279	0.6715047	0.7064593	0.67281497	0.69834805	0.8508158	0.84292066	0.8212898	0.89159733	0.856567	0.7857235	0.7585323	0.7695762	0.7322674	0.69913495	0.79622006	0.85104597	0.64437926	0.8046284	0.8288626	0.81427824	0.69422656	0.5850897	0.70719934	0.85345733	0.8111832	0.7519139	0.8414443
gemakkelijk/adj	0.8576177	0.902825	0.6204159	0.0	0.9050851	0.72209454	0.6624461	0.8868036	0.6039547	0.8232764	0.8713465	0.64113766	0.69728124	0.9005102	0.6646477	0.76369214	0.8897435	0.90137464	0.7881611	0.87906957	0.9138761	0.8836451	0.61710614	0.80084443	0.6948161	0.58814514	0.88243383	0.84447664	0.8383783	0.9003143	0.7039871	0.77657807	0.7848455	0.7547225	0.8705589	0.6631043	0.7970786	0.87535036	0.6821089	0.8159518	0.7892686	0.9407451	0.5398694	0.85088897	0.7161793	0.7784659	0.7977458	0.72123194	0.8215726	0.9045991	0.61545855	0.64644486	0.7280313	0.5707452	0.8888562	0.7609843	0.6303287	0.9002516	0.76649755	0.83450115	0.80579036	0.8575354	0.91100717	0.7766774	0.9309091	0.63848364	0.85441387	0.86684936	0.9205861	0.6881537	0.9097961	0.8076175	0.83878994	0.71050966	0.81989825	0.8685555	0.715003	0.90047854	0.9266203	0.9219699	0.813779	0.79489744	0.8571641	0.75226665	0.8934143	0.73193264	0.86121076	0.6633871	0.8849147	0.95298636	0.6793271	0.8954016	0.7791847	0.6200336	0.90030026	0.8536417	0.5722062	0.49429327	0.7740265	0.6738318	0.9164472	0.9250073	0.536816	0.8186313	0.67074454	0.89438915	0.6455635	0.78580123	0.6052645	0.8251587	0.87998205	0.83664966	0.6308487	0.8870013	0.716502	0.83861715	0.8373039	0.89905816	0.8626014	0.81370544	0.7949443	0.6708002	0.765359	0.76540416	0.7815977	0.9366931	0.7358961	0.9004266	0.7666178	0.78508025	0.9170387	0.91640955	0.6555212	0.87571406	0.80643994	0.8884214	0.85943544	0.87843525	0.8642084	0.6961521	0.83334833	0.8957181	0.7615849	0.85954446	0.89880985	0.9058242	0.4662789	0.8493885	0.8362448	0.88002175	0.75613546	0.8943347	0.6869713	0.8091041	0.60319203	0.8471432	0.83531016	0.90356535	0.91260666	0.8292295	0.9252236	0.65165734	0.8976008	0.8410238	0.7807403	0.89275604	0.7426915	0.88297486	0.85270417	0.8550983	0.81394184	0.81849724	0.62782097	0.7445086	0.73580766	0.75530815	0.76979345	0.7049373	0.80498385	0.79875636	0.92775327	0.62744284	0.9206265	0.70417297	0.6530107	0.8786705	0.90998006	0.73694915	0.9138252	0.55610335	0.83035994	0.8790998	0.77932274	0.85159504	0.8638567	0.8876113	0.7676093	0.8390541	0.67810917	0.78352	0.82985765	0.8164705	0.9180341	0.9251799	0.5974841	0.78068125	0.7172266	0.844417	0.7888663	0.78191066	0.82888985	0.8690604	0.7915848	0.8398731	0.8560786	0.7405585	0.83903456	0.9312871	0.8805079	0.58846605	0.7823466	0.8649983	0.8357611	0.72137064	0.92029756	0.85001755	0.7702091	0.6987976	0.8739232	0.8103235	0.81975216	0.78478026	0.5280819	0.8068675	0.8789456	0.7656848	0.8563596	0.7270886	0.8492379	0.9333583	0.9163281	0.8696855	0.828871	0.93087673	0.83988166	0.8999939	0.9011042	0.71709144	0.85503876	0.89531744	0.8437941	0.7359487	0.800878	0.8741355	0.85851085	0.8560241	0.7220688	0.8035234	0.9243335	0.9470001	0.7542069	0.73841107
adviseer/verb	0.83664185	0.8459133	0.8265219	0.9050851	0.0	0.90272766	0.8253288	0.8944293	0.85231876	0.9028551	0.8814622	0.74237895	0.83998716	0.77629155	0.97149986	0.7979994	0.8322101	0.8611964	0.8801388	0.984498	0.9445131	0.81149185	0.77282333	0.7580901	0.83753324	0.8608273	0.89342713	0.749812	0.8543967	0.79957175	0.87604225	0.9192636	0.8788221	0.9336536	0.8264209	0.88200396	0.7838491	0.8731591	0.9196659	0.86908126	0.8944019	0.785943	0.85093445	0.8937932	0.84254575	0.9161255	0.8419138	0.87315726	0.66985077	0.9186413	0.8741625	0.8533642	0.8221469	0.84596056	0.86541164	0.7357093	0.8447883	0.788382	0.92835057	0.9765207	0.79723823	0.8489082	0.7559035	0.84469795	0.8275461	0.75938267	0.8496979	0.84114164	0.918934	0.8846277	0.943403	0.90153646	0.8929146	0.73607695	0.8695542	0.94932294	0.8166366	0.90891373	0.90112597	0.62900674	0.9291991	0.8077018	0.8580552	0.8340001	0.96226764	0.7930873	0.92474973	0.89666003	0.80116427	0.92702776	0.9041958	0.97013247	0.8791482	0.8018847	0.9005316	0.89112437	0.8909245	0.8594607	0.8831897	0.9265342	0.95735097	0.7601893	0.8528718	0.8957748	0.9156552	0.95380414	0.7163585	0.79854935	0.8299993	0.77396154	0.8070626	0.685421	0.90176845	0.8232122	0.8144721	0.802324	0.82372653	0.913049	0.7185522	0.8602318	0.76365703	0.85859686	0.8645751	0.73089796	0.80408144	0.8383082	0.77079886	0.8468182	0.8571694	0.89984375	0.7793703	0.93760216	0.85637987	0.86764705	0.9131893	0.9296845	0.7308627	0.7975129	0.9042297	0.81677043	0.8303704	0.9909365	0.8348306	0.7668429	0.96657777	0.48673362	0.84847575	0.7221596	0.9110996	0.8402044	0.80970895	0.85128224	0.93461204	0.79703116	0.8464949	0.8242096	0.8637061	0.9090005	0.87616163	0.82895166	0.93436223	0.82835	0.95947874	0.8046037	0.8175269	0.7406182	0.7986192	0.7853299	0.85933703	0.9374656	0.8278386	0.88315856	0.86206126	0.8559793	0.78566223	0.9542719	0.7699226	0.83390725	0.7640949	0.8744812	0.627657	0.9129006	0.87043667	0.8600606	0.8961911	0.94084984	0.6944605	0.77069587	0.79482806	0.7384073	0.89513886	0.7777883	0.94330233	0.84906536	0.9038648	0.8049965	0.8374082	0.92024934	0.84185696	0.67127204	0.83160645	0.6782727	0.6678446	0.9615441	0.8283171	0.7953837	0.7728012	0.8803594	0.7996677	0.8605192	0.7820391	0.86330605	0.7858598	0.88192	0.8469702	0.7661789	0.89696646	0.5448843	0.67675376	0.80284256	0.7472797	0.7827008	0.9733404	0.76296806	0.8745325	0.8938845	0.8079052	0.82032245	0.9371419	0.86268973	0.84334904	0.8336381	0.7738738	0.8638514	0.8818612	0.8310076	0.93127495	0.8392087	0.80439115	0.8867581	0.9174993	0.9245341	0.8548015	0.8757117	0.7817753	0.64657414	0.71462893	0.8859664	0.94404304	0.54642904	0.78445965	0.88326603	0.9226131	0.7773682	0.92389077	0.7780869	0.7314439	0.8034252	0.8835407	0.89108276	0.82766116	0.91249573
beval/verb	0.93539083	0.88727564	0.8590805	0.72209454	0.90272766	0.0	0.7830714	0.924097	0.7759362	0.9246412	0.89338326	0.7922838	0.8072047	0.83549875	0.88399786	0.90958035	0.8269463	0.7408023	0.88434446	0.9527545	0.94378483	0.89605993	0.771659	0.80470467	0.7389891	0.73083806	0.87002873	0.9244488	0.7398252	0.9167853	0.9549789	0.8543074	0.9147227	0.93973714	0.89044803	0.76900923	0.85464734	0.86877245	0.67921185	0.8536141	0.83567697	0.8518285	0.7769712	0.8824966	0.77567184	0.9136703	0.73919356	0.8105451	0.8986661	0.78430563	0.7888955	0.82402956	0.8866221	0.6222804	0.920879	0.8034474	0.76069605	0.81888616	0.8405142	0.9460547	0.8241893	0.8675111	0.85900974	0.8039329	0.8589252	0.7498573	0.8612019	0.90710646	0.88671595	0.8320717	0.956352	0.915354	0.8506346	0.72102034	0.84192264	0.78237164	0.7626775	0.88154894	0.96250314	0.90615225	0.7622154	0.8264118	0.74127924	0.7727686	0.9391631	0.86517525	0.8840474	0.75145054	0.92120355	0.88534963	0.78817934	0.98269427	0.9460032	0.8217179	0.87922263	0.8785037	0.82989436	0.72233367	0.85543305	0.7107694	0.97472864	0.91980314	0.67807955	0.7975197	0.84472966	0.8365113	0.72953606	0.7598466	0.74535656	0.7993998	0.7502202	0.870217	0.79150844	0.9477508	0.8355441	0.883659	0.9374027	0.96438843	0.80711657	0.87467384	0.9164787	0.74114156	0.7957671	0.78068864	0.9158729	0.7475636	0.88855624	0.88428706	0.81945527	0.9137745	0.94016844	0.9006609	0.7619659	0.91795003	0.8407563	0.85772604	0.8382568	0.8955885	0.8200359	0.7525121	0.8589133	0.957279	0.7458858	0.8987852	0.91030806	0.9248803	0.70355284	0.9524176	0.87733334	0.8656026	0.8836443	0.897951	0.7583195	0.8330328	0.7668104	0.7754564	0.69789064	0.78786427	0.909583	0.87104833	0.92062	0.8705697	0.96514255	0.88788974	0.80806446	0.9041177	0.8918609	0.95827633	0.80710006	0.8971945	0.92093253	0.8000327	0.72039545	0.7202655	0.9032113	0.8752897	0.8103684	0.82216394	0.9237059	0.8396342	0.9676672	0.7116679	0.9382763	0.8674114	0.6680316	0.8236685	0.8332792	0.778055	0.8241037	0.759461	0.8920571	0.9031772	0.9260515	0.83169246	0.8311993	0.9008536	0.8301217	0.7357912	0.7379198	0.9185998	0.895079	0.8986771	0.8734615	0.827937	0.6442981	0.80795324	0.8105767	0.9240963	0.84839076	0.85094696	0.94040036	0.914158	0.80517566	0.86931884	0.80505574	0.82509863	0.8474202	0.90209216	0.91147745	0.71318966	0.8498385	0.8907297	0.90118754	0.7846386	0.90005577	0.93957764	0.7060729	0.80537033	0.87983125	0.86282027	0.84161586	0.80815756	0.75300425	0.9166486	0.77524465	0.8286563	0.931272	0.68809867	0.83575654	0.8543003	0.78560317	0.79254925	0.8797102	0.88751954	0.8807366	0.87622476	0.8699362	0.8435451	0.9212392	0.9186952	0.80645853	0.77554935	0.788023	0.8903614	0.8697999	0.9446922	0.85950273	0.90671986	0.9242443	0.8406198	0.7557576	0.6217991
bijzonder/adj	0.7735648	0.90954757	0.625239	0.6624461	0.8253288	0.7830714	0.0	0.90810585	0.7083501	0.66794133	0.79586375	0.6733564	0.6964686	0.861341	0.6855254	0.75004715	0.7574822	0.9217101	0.70099735	0.89430255	0.8370432	0.84247804	0.6035347	0.698838	0.5232496	0.7305207	0.6917169	0.77045006	0.80325073	0.8584393	0.8913235	0.6047804	0.8711726	0.6645866	0.7784208	0.7939123	0.8036162	0.8088665	0.7488793	0.7342261	0.80987215	0.79158914	0.6338202	0.72170794	0.82417107	0.7914858	0.7017877	0.6306227	0.7519739	0.8537776	0.67909527	0.71538895	0.7061224	0.6424298	0.8857979	0.68191767	0.3247463	0.7239998	0.83283186	0.8858583	0.778911	0.6781299	0.79370093	0.8805396	0.79846644	0.7068875	0.8270292	0.5997486	0.8904215	0.6800697	0.878585	0.72279525	0.8052113	0.69300926	0.7521613	0.8429198	0.6436987	0.900182	0.8804776	0.71795005	0.71798635	0.7803131	0.72461057	0.3532321	0.9107216	0.7707432	0.8813613	0.7354882	0.8181981	0.92234427	0.57096845	0.82717055	0.7879307	0.59248435	0.73396254	0.7245518	0.7885544	0.439529	0.83774596	0.7571778	0.83183324	0.9198157	0.7442992	0.68132335	0.62288594	0.9461665	0.7930668	0.8608314	0.6947652	0.7369051	0.70009905	0.8592925	0.793511	0.83397436	0.57535756	0.7848771	0.8239508	0.7889613	0.7782705	0.7363876	0.77198946	0.74983346	0.82497233	0.79707354	0.7296821	0.9178185	0.73735523	0.77374285	0.6946528	0.84538734	0.84135455	0.9313498	0.82796824	0.86258084	0.6915543	0.76284677	0.8618748	0.7483163	0.8750231	0.80565554	0.7659849	0.88040155	0.74164355	0.75598526	0.8898529	0.85502493	0.5633606	0.814376	0.7086145	0.6586837	0.7545863	0.8137935	0.7007656	0.8289492	0.5516056	0.79702604	0.8345827	0.9254334	0.8276259	0.81376904	0.8566509	0.6197127	0.90535784	0.7254414	0.7018131	0.897714	0.8747046	0.89488345	0.8771302	0.72883487	0.8476173	0.793296	0.67893577	0.7280601	0.71785164	0.725459	0.7049866	0.7161455	0.79851663	0.6408161	0.9452055	0.6021471	0.8294182	0.72020173	0.6987694	0.76139206	0.67848134	0.64416325	0.7571769	0.84263635	0.7603106	0.84742	0.77375674	0.7302735	0.6939593	0.86821985	0.63322574	0.6573052	0.6407194	0.71920276	0.84327585	0.78150266	0.87156844	0.8595944	0.59719265	0.75006235	0.7364286	0.87854546	0.8319525	0.8718619	0.8106672	0.7451441	0.69393253	0.80716276	0.76520693	0.53290045	0.69566673	0.868952	0.81926477	0.6464647	0.6472013	0.8062298	0.82455426	0.7630561	0.83753127	0.7231727	0.72548234	0.70331514	0.8333637	0.9098141	0.8122256	0.7559638	0.5485868	0.8474133	0.7644019	0.76786715	0.7548982	0.5141687	0.6567478	0.7397988	0.86258984	0.6826632	0.8072239	0.74884605	0.80711156	0.8277379	0.7933764	0.78119427	0.71086764	0.7713613	0.8813563	0.750787	0.6751727	0.84185416	0.7991849	0.85227513	0.7232251	0.72714245	0.76410764	0.80017316	0.6041508	0.8958398
