	het/noun	homo/noun	lang/adv	samenstelling/noun	boodschap/noun	duidelijk/adj	dompel_onder/verb	langs/prep	oppositie/noun	ronde_DIM/noun	gevoelsleven/noun	apparaat_DIM/noun	bron/noun	gewoon/adj	democratie/noun	ken_toe/verb	1975/noun	alvast/adv	streek/noun	op/prep	doe/verb	christendom/noun	alternatief/adj	thee/noun	opzicht/noun	toon_aan/verb	yoghurt/noun	product/noun	onvermijdelijk/adj	verkiezingsnederlaag/noun	economie/noun	oplage/noun	hun/det	tegen/prep	verbeter/verb	aankondiging/noun	alom/adv	werkzaam/adj	traktaat/noun	vuur/noun	beslist/adj	om/comp	dan/comparative	inderdaad/adv	juist/adj	riskant/adj	leg_stil/verb	koppel/verb	humor/noun	heb/verb	lichamelijk/adj	effect/noun	verricht/verb	evolutie/noun	boek/noun	onderhandeling/noun	profiteer/verb	interesse/noun	behandeling/noun	ben/verb	crisis/noun	werk/verb	lever/verb	suggestie/noun	alternatief/noun	medisch/adj	werkelijkheid/noun	herinnering/noun	combinatie/prep	verblijf/noun	tik/noun	pedagoog/noun	dat/comp	werking/noun	niets/noun	transparantie/noun	heftig/adj	verwijs/verb	wanneer/comp	leef/verb	zelfvertrouwen/noun	aanwezigheid/noun	eventueel/adj	rij_paard/verb	tijdverdrijf/noun	Christian/name	alcohol_gebruik/noun	nederlaag/noun	bedreig/adj	schoen/noun	gok/verb	groente/noun	diepte/noun	weg_gedrag/noun	eraan/pp	sommige/det	net/adv	advies/noun	groente/prefix	aandeel_markt/noun	kop_DIM/noun	nergens/adv	zo'n/det	muziek/noun	antibioticum/noun	kwaliteit/noun	het/det	magisch/adj	gemakkelijk/adj	kogel/noun	neem_af/verb	uitwerking/noun	sanering/noun	voet/noun	weg/noun	dicht_toe/verb	compensatie/noun	roep_op/verb	waarvan/pp	erg/adj	schrijf_toe/verb	concurrentie/noun	verlaging/noun	een/det	commissie/noun	sorteer/verb	voel/verb	omgeving/noun	humeur/noun	zit/verb	geestelijk/adj	wat/pron	bijzonder/adj	contact/noun	kolonie/noun	maar/comp	St./name	talent/noun	keuken/noun	boer/noun	bied/verb	bespaar/verb	haar/pron	rust/noun	technologie/noun	overigens/adv	schadelijk/adj	weggebruiker/noun	want/vg	ander/adj	beschouw/verb	reflecteer/verb	hoe/adj	klank/noun	wijs/verb	als/comparative	gesprek/noun	functie/noun	mens/noun	verplichting/noun	demonstratie/noun	werk/noun	al/comp	blijk/verb	AD/name	voorwaarde/noun	samenleving/noun	chocolademelk/noun	zacht/adj	bekoor/verb	buiten/adv	verzelfstandiging/noun	of/vg	samenwerking/noun	meest/adj	overtuig/verb	vaak/adj	chip/noun	opvallend/adj	blad/noun	ervan/pp	ondervind/verb	af/adv	alle/adv	enthousiasme/noun	heel/adj	bestanddeel/noun	dat/det	prijs/verb	anderzijds/adv	verschuiving/noun	buitengewoon/adj	cyclus/noun	vanochtend/adv	mogelijk/adj	loopbaan/noun	kritiek/noun	naarmate/comp	invloed/noun	spring_op/verb	lucht/noun	ego/noun	jargon/noun	ontnuchtering/noun	water/noun	wellicht/adv	drug/noun	de/det	uiteen/part	kan/verb	artikel/noun	mensheid/noun	misschien/adv	beschrijf/verb	bevestig/verb	hierbij/pp	bevind/verb	als/comp	eeuwenlang/adj	wending/noun	zelden/adj	bezinning/noun	eigenschap/noun	schok/noun	wel/adv	toepassing/noun	denk_terug/verb	therapie/noun	die/det	stop/verb	zo/adv	coffeeshop/noun	partner/noun	proces/noun	aandoening/noun	feit/noun	knoflook/noun	over/prep	eenwording/noun	als/prep	zeer/adv	regent/noun	uiteindelijk/adj	geloof/verb	zal/verb	klimaat/noun	gezondheid/noun	bewijs/verb	ontmoeting/noun	cannabis/noun	leid/verb	marihuana/noun	dobber/verb	overtuigd/adj	twijfel/noun	dolfijn/noun	kind/noun	allerlei/det	spreek/verb	alle/det	wetenschappelijk/adj	voordat/comp	periode/noun	bitter/adj	omdat/comp	voor/prep	soms/adv	persoonlijkheid_stoornis/noun	rakel_op/verb	gevolg/noun	zogezegd/adj	voorteken/noun	bereid/verb	stof/noun	massage/noun	vanwege/prep	geloof/noun	aandacht/noun	onmiddellijk/adj	cluster/noun	ene/adj	die/pron	beurs/noun	ken/verb	uitermate/adv	niet/adv	continent/noun	natuurlijk/adj	spreker/noun	les/noun	ontwikkeling/noun	altijd/adv	kring/noun	bos/noun	destijds/adv	kwestie/noun	beschouwing/fixed	dynamiek/noun	maar/vg	waarin/pp	min/adj	van/prep	ook/adv	rust_periode/noun	denk/verb	sport_beoefening/noun	sporter/noun	waaraan/pp	lang/adj	ontdek/verb	onverwacht/adj	ruiter/noun	adviseer/verb	prestatie/noun	compleet/adj	bad/noun	Gras/name	ga_uit/verb	begrotingstekort/noun	kracht/noun	zelden/adv	buiten/fixed	beval/verb	waarbij/pp	dankzij/prep	ingrediënt/noun	voor/comp	zelfs/adv
het/noun	0.0	0.76561844	0.62429726	0.8958488	0.6989469	0.6986712	0.9149788	0.99049205	0.9153343	0.9038661	0.84610194	0.85441524	0.85148346	0.7222856	0.84832394	0.9055754	0.97117126	0.81102043	0.8836198	0.970919	0.71361697	0.8849625	0.92191786	0.9352038	0.6822456	0.6998021	0.95448345	0.86512476	0.80525756	0.893621	0.88911146	0.95581466	0.8984353	0.9693489	0.8679035	0.8932371	0.8755014	0.9420088	0.8673277	0.93848467	0.7592648	0.7782146	0.7155993	0.56802577	0.69673073	0.60808635	0.93089336	0.95829797	0.75164604	0.78334355	0.8766738	0.8082561	0.8527928	0.77615565	0.8555506	0.8091661	0.8525919	0.7420427	0.8897816	0.36198622	0.90099096	0.76139176	0.89386004	0.7560856	0.78399634	0.93299645	0.7148112	0.84726024	0.91219157	0.94054323	0.8638797	0.87029994	0.6470462	0.9273596	0.7301255	0.85205513	0.7381424	0.8800676	0.723683	0.8605279	0.84866697	0.8729619	0.9112113	0.84382206	0.725611	0.9730616	0.90457654	0.87695026	0.68498975	0.88579595	0.8212325	0.9265281	0.90764713	0.7257416	0.83468646	0.71438384	0.8882993	0.8915018	0.9310361	0.83900845	0.94545436	0.73630595	0.7158592	0.8834268	0.86333334	0.8108177	0.8405931	0.93193805	0.5240642	0.9443351	0.85480666	0.842404	0.89586014	0.9426984	0.82659984	0.8389312	0.87450975	0.862127	0.8875225	0.47256243	0.8697812	0.8264916	0.91696364	0.8389263	0.93772215	0.8428749	0.5518232	0.88633543	0.8632863	0.69475186	0.9243741	0.6562792	0.72024506	0.79767364	0.91239643	0.47815627	1.0	0.76535404	0.9517334	0.9362644	0.86275876	0.7479888	0.7895409	0.96248597	0.8479449	0.59428966	0.76749414	0.85198927	0.49106807	0.8972424	0.7538993	0.7373726	0.66352206	0.85329103	0.78100806	0.69769967	0.8267996	0.9036013	0.72447604	0.8661379	0.92540747	0.8886158	0.50869906	0.531245	0.9285035	0.8024504	0.83328426	0.9210239	0.8204561	0.622052	0.81829154	0.8387243	0.8603649	0.86167717	0.74690473	0.71765673	0.6827242	0.95957404	0.6929867	0.90376455	0.89936376	0.763087	0.82361734	0.8606607	0.8369027	0.7368921	0.91341186	0.44465798	0.8842191	0.6752037	0.70727766	0.74835694	0.9073272	0.9197121	0.8166623	0.92772573	0.8062907	0.80980235	0.8407378	0.8664685	0.9523763	0.82801175	0.8639493	0.7697066	0.9601315	0.72726446	0.9181021	0.93455774	0.8090696	0.6851393	0.91616154	0.9124047	0.58229715	0.8574119	0.84746915	0.77389026	0.9256558	0.751824	0.91933274	0.80326515	0.80183756	0.91611516	0.78231066	0.81545967	0.4877845	0.8786785	0.74217844	0.8638309	0.7053256	0.8894943	0.55423284	0.87021935	0.8518516	0.81777316	0.80522645	0.74368566	0.95711064	0.8704262	0.8986261	0.8719028	0.6024876	0.91068304	0.80117285	0.67113185	0.5989521	0.8365904	0.90735173	0.67390454	0.81401294	0.86779904	0.7881364	0.96582985	0.88217366	0.7158661	0.746442	0.9173471	0.843534	0.8679578	0.64908314	0.83193433	0.9106566	0.85171294	0.9092263	0.7841461	0.59983516	0.9014146	0.6348241	0.79083467	0.8146473	0.7851298	0.8269996	0.66357625	0.8164089	0.8699607	0.91888773	0.82057935	0.8485888	0.8292966	0.89253306	0.90455383	0.9246053	0.8771849	0.94086856	0.7550008	0.743904	0.52115524	0.8989435	0.582088	0.8411522	0.8811639	0.8749337	0.54736596	0.8726043	0.9365423	0.8298933	0.7456404	0.87356204	0.85459363	0.44127917	0.93126804	0.6669626	0.96873915	0.50525296	0.80321443	0.5644095	0.8099096	0.8135919	0.8915205	0.80177784	0.8504292	0.86590374	0.9392436	0.8223673	0.78814965	0.8761789	0.9493923	0.903854	0.8529752	0.91481453	0.90473896	0.9198402	0.90015906	0.6558715	0.8451416	0.8507228	0.83148783	0.8713596	0.65275264
homo/noun	0.76561844	0.0	0.753388	0.86349535	0.6735771	0.8280888	0.8028569	0.87415963	0.857726	0.9251227	0.82162464	0.8690675	0.7170571	0.67756337	0.7686727	0.83016205	0.92295337	0.85833067	0.85739225	0.88666636	0.8609532	0.72011185	0.80544937	0.93036264	0.80427015	0.75331163	0.9261842	0.82087076	0.76540893	0.83430743	0.8524445	0.9308563	0.71327764	0.82894564	0.89344746	0.9089089	0.81277156	0.8298255	0.7732368	0.9225939	0.81053275	0.8240621	0.70112586	0.7304076	0.7825955	0.6660493	0.8929361	0.80915534	0.8042973	0.82742774	0.7989022	0.7774855	0.8761126	0.81275696	0.7432583	0.84849936	0.8987603	0.85366726	0.7858309	0.6662216	0.7951021	0.7934874	0.86856115	0.7980284	0.7737367	0.7815175	0.6633285	0.8091429	0.84530544	0.80267936	0.8788793	0.73035216	0.7643716	0.76589626	0.7507204	0.91787726	0.7609545	0.7357576	0.7210716	0.7175415	0.9047255	0.74701405	0.7454175	0.95012486	0.73543906	0.93508	0.83664113	0.8608637	0.6927611	0.8401729	0.6764507	0.8671403	0.8637123	0.92097104	0.8685907	0.61571217	0.7657981	0.92233163	0.92396265	0.8452835	0.82785904	0.8232809	0.649706	0.8064185	0.8248715	0.74533045	0.70313686	0.77627766	0.74601215	0.8067464	0.87120533	0.8414808	0.87516284	0.8735434	0.8967483	0.87063193	0.87641186	0.79264987	0.76243424	0.7551104	0.82546586	0.8811709	0.9260508	0.6615839	0.85518634	0.9015426	0.7473039	0.7833461	0.8723905	0.83660376	0.6971376	0.8144895	0.72191554	0.7719422	0.861794	0.7691963	1.0	0.800045	0.8509458	0.8212291	0.8272445	0.83465815	0.7559458	0.9065938	0.85054886	0.7042098	0.8118117	0.8834549	0.72170246	0.714432	0.6371002	0.8689431	0.74225974	0.80665594	0.79947346	0.7234918	0.8216933	0.70333505	0.65184575	0.8435902	0.8351563	0.8597994	0.72227395	0.73078454	0.68717897	0.8600436	0.7175692	0.9364111	0.8735117	0.88654524	0.84738547	0.75785977	0.651597	0.90829563	0.6936814	0.7858556	0.6788347	0.92977035	0.82091784	0.80983263	0.864718	0.8388618	0.7754062	0.8569226	0.845579	0.77363396	0.87505317	0.75084805	0.88707435	0.76792765	0.78593063	0.6483953	0.804681	0.8454823	0.7952971	0.8557463	0.7319023	0.7968756	0.715488	0.87171686	0.9588325	0.9240723	0.9048008	0.9165212	0.80049497	0.7681881	0.74862874	0.8194914	0.85009694	0.8240354	0.73822665	0.78714377	0.73837596	0.67930984	0.824097	0.75396943	0.85743904	0.7420359	0.75554645	0.8419379	0.82214177	0.8045926	0.7027472	0.81149477	0.8490962	0.85761213	0.889009	0.7678739	0.73490644	0.8200475	0.78463936	0.740275	0.7449348	0.78876984	0.7490274	0.70471036	0.9524941	0.71583974	0.8000648	0.6368487	0.73583573	0.8742296	0.86971486	0.79943466	0.8535948	0.72186756	0.81882983	0.7769001	0.69349897	0.80977213	0.78181523	0.78591263	0.8094236	0.8285316	0.7689527	0.74842674	0.6620704	0.7283671	0.77277935	0.7714015	0.74570704	0.8518331	0.8497994	0.8035446	0.6444558	0.76803505	0.77720416	0.83046186	0.8911317	0.8018677	0.7051563	0.8494806	0.93886817	0.8352196	0.9063788	0.72994995	0.6867744	0.80994415	0.8845824	0.92857504	0.7630157	0.66552997	0.8478142	0.8151053	0.6941916	0.7797965	0.70425224	0.7717039	0.78667194	0.81739485	0.8084018	0.76408637	0.768198	0.8758931	0.61155427	0.6823695	0.81683195	0.82589984	0.72472095	0.63739645	0.72840285	0.83929217	0.7941545	0.8796151	0.81793183	0.81640756	0.8189121	0.78046066	0.8059815	0.69291866	0.8612963	0.8910746	0.7623928	0.90272915	0.83155835	0.77594423	0.92258275	0.829144	0.89313555	0.7700822	0.7544507	0.7649123	0.86111295	0.6582822	0.8234782	0.8662705	0.84654844	0.68792033
lang/adv	0.62429726	0.753388	0.0	0.8509499	0.7346903	0.7377459	0.9423976	0.9624254	0.9087765	0.955486	0.8646478	0.8340579	0.8574866	0.782228	0.84882724	0.9276992	0.9089637	0.7797963	0.93305933	0.9604016	0.7987601	0.85684526	0.899272	0.9581443	0.77207536	0.8278656	0.88430727	0.82950824	0.81584656	0.8616538	0.9053089	0.91526717	0.89772177	0.9340456	0.8590963	0.89833915	0.89454293	0.91669923	0.87540966	0.9499321	0.7562562	0.81172216	0.7970138	0.6908673	0.81448066	0.754989	0.9168444	0.89185065	0.8940526	0.76702803	0.88429284	0.7984138	0.8763402	0.85253453	0.8588125	0.9406459	0.890025	0.8477458	0.8619661	0.5294045	0.9057911	0.7708343	0.857519	0.85313034	0.82537293	0.8590605	0.7822331	0.9381123	0.87714875	0.9448469	0.9397151	0.8637054	0.6819366	0.843165	0.69167113	0.8399173	0.8325338	0.87687355	0.77086806	0.8594012	0.86810875	0.8857703	0.8870765	0.95479375	0.8387196	0.95764303	0.9373861	0.9540004	0.7691177	0.8787537	0.93508476	0.88531697	0.9736731	0.77233833	0.9050007	0.7505055	0.7022637	0.9189611	0.9150794	0.885806	0.9428643	0.6728406	0.7243184	0.8311577	0.85510707	0.76031286	0.8921952	0.88797385	0.5609441	0.9517421	0.8636942	0.8047974	0.9515188	0.95504624	0.92705244	0.8803361	0.9453201	0.92406726	0.84995824	0.56586915	0.9056264	0.8555248	0.9088987	0.86336315	0.9235638	0.90374714	0.7385236	0.8731577	0.875456	0.7833248	0.86583173	0.7307422	0.7625484	0.8893786	0.9344895	0.6961303	1.0	0.7958198	0.9222309	0.8704249	0.8099091	0.8536329	0.7823283	0.845973	0.84426254	0.67972255	0.8431876	0.9108495	0.677766	0.8168043	0.78832185	0.85252744	0.7927495	0.8971015	0.83736676	0.76266325	0.9024805	0.8338919	0.7953779	0.8257638	0.94309294	0.92945784	0.70577383	0.7349148	0.94436973	0.8460323	0.8094914	0.973818	0.8698612	0.72470415	0.9081666	0.9180738	0.87500006	0.95227873	0.7411139	0.8395823	0.7459299	0.9043348	0.810603	0.8707278	0.7911458	0.85193396	0.84820926	0.8398367	0.88159263	0.8620653	0.8717492	0.6001358	0.94137186	0.7357953	0.86266595	0.8270881	0.86510843	0.88467956	0.6470833	0.9385954	0.8709595	0.81328297	0.8579027	0.93361175	0.9273309	0.8607238	0.893394	0.86914265	0.93466914	0.71257985	0.93502265	0.91651475	0.87790895	0.6193088	0.91355354	0.8179669	0.72922736	0.8569232	0.8238134	0.873944	0.899139	0.80608445	0.856915	0.901671	0.6872003	0.9232694	0.7772783	0.8714556	0.63238657	0.87506413	0.9266827	0.8797753	0.7386669	0.889325	0.6338109	0.9068146	0.9303797	0.9069197	0.87856543	0.7994958	0.9460487	0.8944828	0.8925492	0.8670787	0.6370571	0.8908136	0.7568556	0.6897006	0.6949214	0.8787686	0.8840898	0.75640833	0.88628274	0.9074495	0.87290925	0.9204805	0.92686194	0.6979896	0.8171712	0.95416677	0.8224609	0.8037726	0.8174131	0.852658	0.8404324	0.89296097	0.9351258	0.88704383	0.7288274	0.84398687	0.8277616	0.88367677	0.8876282	0.8396625	0.829061	0.7420272	0.8873526	0.86649925	0.9263906	0.8733139	0.8063526	0.8739977	0.848264	0.8404578	0.92175126	0.7788995	0.87547517	0.7789743	0.71089125	0.56356573	0.8097184	0.6938299	0.88464403	0.8824895	0.8652355	0.60690665	0.91395634	0.9317059	0.74946463	0.8734175	0.9481492	0.8852851	0.70064616	0.8887618	0.6335908	0.8551217	0.6025773	0.9114047	0.7290304	0.87273467	0.8342771	0.87225485	0.8588442	0.85735905	0.8514208	0.9515681	0.90046656	0.89756596	0.8421234	0.88968074	0.90475976	0.8346379	0.95093614	0.8666244	0.8113753	0.93379384	0.8066993	0.8280629	0.85585546	0.76200193	0.92920923	0.7704544
samenstelling/noun	0.8958488	0.86349535	0.8509499	0.0	0.91785794	0.8406882	0.8528682	0.94421464	0.8910788	0.9428379	0.8683528	0.7853154	0.7609743	0.9100996	0.81846076	0.7081144	0.8647863	0.8851566	0.78303987	0.77912307	0.90016896	0.7883127	0.79822755	0.82028055	0.90310866	0.7495158	0.80486894	0.6230092	0.8312616	0.8618815	0.79758495	0.80093473	0.7652885	0.951002	0.819313	0.8253963	0.8284317	0.8538754	0.8101597	0.8750709	0.8653928	0.80618715	0.91464424	0.8181334	0.68764675	0.8203467	0.8934487	0.86677164	0.7892483	0.6630966	0.82981884	0.7135062	0.75245124	0.77183855	0.77183187	0.7841906	0.7832229	0.82231975	0.75378555	0.81636846	0.8774849	0.9195959	0.6870805	0.7727074	0.9262784	0.73576534	0.8349143	0.9326869	0.814565	0.86516094	0.94393975	0.8381989	0.8189188	0.5583832	0.8785225	0.719378	0.8133645	0.75346553	0.8587632	0.864079	0.84580064	0.7114008	0.732548	0.9198997	0.78649676	0.9462007	0.7527693	0.94190747	0.8410232	0.9258048	0.82791704	0.7563378	0.89268	0.88901156	0.94832516	0.7575313	0.90660924	0.65197146	0.8171858	0.8541971	0.8612761	0.8923256	0.80649483	0.8251343	0.74592483	0.6310665	0.84533036	0.67997384	0.886622	0.86728776	0.7669907	0.62672263	0.8083928	0.9237139	0.90370363	0.68226504	0.89459014	0.8803466	0.6190253	0.9148764	0.6870055	0.8641312	0.843854	0.8099363	0.6129825	0.86876017	0.93406737	0.81708103	0.7772559	0.8517656	0.8521765	0.8305661	0.7433773	0.89704674	0.84303296	0.8935716	0.9787574	0.8592185	0.78354776	0.8376648	0.86764306	0.89522743	0.87534076	0.9433369	0.7852548	0.77769554	0.6150211	0.89535207	0.9186472	0.8037793	0.8997087	0.78422236	0.87210345	0.7431531	0.8152737	0.8259105	0.8625309	0.7837637	0.8278388	0.88669866	0.93515253	0.8465738	0.9026212	0.7717369	0.94522864	0.7926457	0.75645304	0.9157542	0.83640134	0.89545536	0.885985	0.78536844	0.8024031	0.8630677	0.78878486	0.75186014	0.805317	0.81725216	0.7635866	0.82029617	0.7305559	0.80760914	0.9512613	0.7654515	0.8783345	0.86789215	0.6414001	0.90266234	0.8196103	0.88691825	0.7210299	0.8267305	0.75108445	0.9026107	0.7504577	0.9210316	0.78781503	0.79604506	0.6606436	0.983626	0.7810882	0.9475939	0.88911104	0.8059215	0.8536048	0.860828	0.65573746	0.6239549	0.8213197	0.8844823	0.7898226	0.84135437	0.89113086	0.8554865	0.93249315	0.78416383	0.89177513	0.9425515	0.70147085	0.86456263	0.8716085	0.9013942	0.6129702	0.87902254	0.8842459	0.68738806	0.9475832	0.78774077	0.7271588	0.9083295	0.88199186	0.70055366	0.8150878	0.824243	0.79246235	0.8128027	0.72436523	0.7016079	0.8495332	0.8734281	0.7324462	0.8909242	0.8665542	0.9392366	0.80020326	0.7742369	0.7227362	0.844686	0.8854699	0.6288242	0.8234266	0.67404115	0.94010955	0.7408365	0.75742686	0.8471029	0.8887765	0.6672969	0.84303105	0.74946225	0.6941302	0.86583006	0.89277065	0.86040366	0.82810694	0.8299519	0.8933205	0.89572763	0.87573516	0.7748028	0.86805385	0.86904985	0.82282937	0.6217175	0.83989084	0.7718972	0.7396624	0.8664957	0.8608942	0.7693796	0.85859215	0.6430073	0.843596	0.78798527	0.78207433	0.8767082	0.79989725	0.83812106	0.8847487	0.9519917	0.75953203	0.9228864	0.81312466	0.89099896	0.8011099	0.8261447	0.85211337	0.7470336	0.8526821	0.8320435	0.80611104	0.6282649	0.8552232	0.9115912	0.86132765	0.8076783	0.83540446	0.7448634	0.9184516	0.7687996	0.8650973	0.83589756	0.6750616	0.806122	0.84904355	0.9589509	0.933083	0.699714	0.8647497	0.83306	0.78495926	0.8477566	0.9273384	0.82338893	0.8349141	0.6547383	0.9216448	0.928135
boodschap/noun	0.6989469	0.6735771	0.7346903	0.91785794	0.0	0.77482677	0.9064916	0.9328479	0.8479625	0.90515894	0.9139443	0.87121177	0.81614697	0.7206008	0.68199813	0.90836996	0.9085889	0.77623177	0.92074656	0.84427154	0.8048911	0.71914047	0.8224139	0.9172101	0.80321825	0.75735927	0.9125576	0.85949445	0.8444424	0.8391131	0.87740123	0.90426254	0.7347348	0.8478074	0.8175801	0.8841562	0.91899437	0.8932977	0.90922195	0.8862082	0.87398994	0.73037916	0.7949939	0.81484085	0.8009461	0.83411753	0.939074	0.86882544	0.7867283	0.8013125	0.91168284	0.74499595	0.8620813	0.67175484	0.8342097	0.8814021	0.9058103	0.8031983	0.8806415	0.6749332	0.8461497	0.8200403	0.8864173	0.71281826	0.8254395	0.9035986	0.7743232	0.8368001	0.864503	0.8692426	0.8930378	0.8757223	0.7942635	0.84343946	0.748785	0.84851956	0.7797345	0.790164	0.72556996	0.7856188	0.7760891	0.77327716	0.8937849	0.87597394	0.8679031	0.9686498	0.84863096	0.9087088	0.7016275	0.8689127	0.82714736	0.8867119	0.9031238	0.8559771	0.8762812	0.75013566	0.8372113	0.8949267	0.8833889	0.89161247	0.90557134	0.7666713	0.79938924	0.8181313	0.8990428	0.81609195	0.7639223	0.8642713	0.7552107	0.9251506	0.8474066	0.8191633	0.89273596	0.8789837	0.81177086	0.90809816	0.9449014	0.7420428	0.8688903	0.715565	0.8879831	0.8480742	0.90741277	0.8333942	0.8541001	0.8286746	0.8101609	0.78412265	0.8619025	0.8267289	0.8431015	0.6488231	0.79836184	0.8843042	0.92331684	0.7317287	0.9992702	0.86683786	0.8347677	0.8712088	0.82111675	0.76734465	0.807017	0.8750308	0.8642969	0.79606766	0.8321847	0.8592046	0.7200364	0.80732083	0.74645257	0.78390765	0.68000114	0.8211806	0.80693316	0.7158772	0.7398563	0.8170101	0.7387848	0.78516555	0.82633376	0.8387487	0.76794654	0.76014787	0.9467648	0.7917559	0.67231035	0.9218912	0.8427703	0.8941686	0.8384439	0.9052128	0.76974696	0.89055043	0.7375404	0.81371856	0.7338633	0.90813595	0.8837469	0.8995715	0.8417714	0.8340682	0.7785026	0.8879604	0.8191489	0.7340643	0.9081835	0.65181226	0.79581827	0.7519324	0.7350183	0.73859197	0.8607604	0.87190664	0.82770455	0.90279615	0.8281689	0.8268497	0.7605752	0.913958	0.9284236	0.91975284	0.7776505	0.9172399	0.9098522	0.8292903	0.8579123	0.8351448	0.78717154	0.73825717	0.91841376	0.7208091	0.7459435	0.80265236	0.8416306	0.8121286	0.87445456	0.72414243	0.7420943	0.8726138	0.724054	0.7814832	0.8170706	0.82308555	0.75992286	0.887939	0.84819305	0.82426494	0.7734886	0.89201635	0.7710083	0.9206081	0.807086	0.8342469	0.84442914	0.84157896	0.9312222	0.8463314	0.8259135	0.768035	0.7424176	0.9284453	0.81587666	0.7508107	0.75712717	0.79319966	0.8032834	0.750844	0.7606543	0.94399875	0.8214904	0.9268841	0.8920412	0.7849318	0.82512414	0.94156134	0.76819855	0.7807133	0.77093226	0.814055	0.84204906	0.7548868	0.83308333	0.8231016	0.72607934	0.7463347	0.721872	0.93501294	0.87824965	0.8433212	0.7452556	0.8466349	0.8729231	0.8503667	0.89821285	0.8383458	0.61700606	0.8079503	0.82340497	0.9064366	0.82281154	0.78387916	0.89136046	0.74625695	0.7660495	0.7226337	0.8290802	0.7999906	0.7740741	0.789948	0.7699126	0.7159657	0.85888565	0.9341107	0.74893	0.77160823	0.8046111	0.8287489	0.75338024	0.80634874	0.7237555	0.8663152	0.7497349	0.8941369	0.78382957	0.89631987	0.86973345	0.8455474	0.9148177	0.8500864	0.89406484	0.9071205	0.84748673	0.8738496	0.90509	0.9018974	0.9526674	0.8356153	0.86705625	0.77468276	0.8618509	0.87095976	0.86630535	0.79941416	0.8571438	0.8504261	0.85418797	0.7664852
