	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
er/noun	0.9229971	0.9244683	0.8775379	0.85556614	0.9187044	0.7576208	0.9047424	0.74210906	0.8003305	0.6112172	0.83420426	0.86086017	0.8404945	0.8424134	0.6071764	0.9386296	0.86054933	0.9323488	0.92389405	0.86806613	0.7618685	0.89677876	0.85127985	0.93077445	0.66019017	0.8565193	0.92266005	0.69646233	0.92075455	0.6952502	0.88277686	0.9143161	0.91794527	0.90115166	0.9496212	0.77173424	0.7457526	0.74025476	0.9175762	0.92860514	0.83732444	0.90832585	0.8594238	0.94443774	0.9116619	0.78814197	0.7460963	0.7971157	0.8481256	0.8387557	0.77843213	0.0	0.7958852	0.86717826	0.92055583	0.86540157	0.7431259	0.91762525	0.8446157	0.78110164	0.7408261	0.8237443	0.89965546	0.9398498	0.7620162	0.8532318	0.9462712	0.8254101	0.8913447	0.8808305	0.8574685	0.8707758	0.883986	0.85377747	0.689049	0.9099397	0.92905754	0.8877455	0.956814	0.83980703	0.90637535	0.8772012	0.8493305	0.8925727	0.72451305	0.91033244	0.87901044	0.7225928	0.8637313	0.6018084	0.753687	0.88117725	0.90822023	0.8916562	0.8228251	0.91574156	0.7821645	0.92159843	0.73834294	0.9057126	0.7930547	0.87871724	0.91911685	0.84019816	0.87651443	0.90381694	0.760285	0.9371529	0.9166503	0.7541749	0.93744993	0.908965	0.59707403	0.65366006	0.8734829	0.88054943	0.71113575	0.9235001	0.72271633	0.88352925	0.8648959	0.74648106	0.9013072	0.7101975	0.825644	0.81956625	0.9303173	0.9206394	0.89133704	0.85194314	0.74710816	0.8527999	0.6970081	0.92014116	0.79615796	0.27466524	0.9094542	0.8714881	0.83918685	0.8910314	0.8994498	0.8832085	0.77789533	0.90719116	0.70445985	0.87415224	0.7127091	0.92400306	0.67222285	0.9612552	0.89532065	0.7370657	0.9003578	0.92282426	0.91639405	0.9330782	0.86898077	0.8323374	0.90145946	0.71181965	0.91959524	0.92653877	0.92084837	0.9202977	0.90088713	0.88433737	0.7363385	0.81728566	0.87877256	0.90042645	0.72927725	0.6952312	0.8887285	0.7363314	0.92146635	0.906378	0.89164907	0.85898834	0.93827933	0.8668828	0.9354619	0.9281227	0.87836206	0.88650197	0.9468058
alleen/adv	0.8332785	0.8478818	0.8272835	0.77672356	0.8412035	0.37046838	0.87602276	0.70128536	0.8034675	0.7068364	0.8161805	0.81759876	0.8452264	0.84279406	0.68372667	0.8007703	0.78834796	0.87661976	0.86199623	0.77273524	0.7751013	0.8871913	0.8014988	0.84524745	0.6087314	0.80700386	0.90108925	0.74978167	0.8569068	0.60315627	0.9052307	0.81118596	0.8839211	0.8153076	0.91327816	0.83395386	0.6775714	0.7779325	0.79414105	0.8798458	0.8403505	0.8257841	0.81668794	0.81853735	0.7733584	0.7730159	0.7552222	0.80351686	0.7393253	0.7399396	0.8052617	0.7958852	0.0	0.83369285	0.8807709	0.8569269	0.7286316	0.77452564	0.7814898	0.8121681	0.76894367	0.83883893	0.8104512	0.9113631	0.75599825	0.77985543	0.8674387	0.8160584	0.8577717	0.8329022	0.8650176	0.80825675	0.87403214	0.7708204	0.7400286	0.79541165	0.88164103	0.8755701	0.9433161	0.85586137	0.822287	0.85184586	0.7940736	0.9039698	0.7692355	0.8324963	0.89446855	0.6884123	0.8586219	0.6659569	0.73415637	0.8466245	0.84027314	0.8875249	0.7927121	0.88541865	0.8127253	0.8772061	0.8045929	0.860181	0.6742499	0.80743897	0.8008137	0.7997174	0.8192011	0.846194	0.73747844	0.91015816	0.8608992	0.7300082	0.81837654	0.8515824	0.70174897	0.65751654	0.8843065	0.79925835	0.67304015	0.89003265	0.69807565	0.79439235	0.83598346	0.78066164	0.8722544	0.77819407	0.7700579	0.73039854	0.8527746	0.9012859	0.85782313	0.77646613	0.77148134	0.8078072	0.7149471	0.8745288	0.82746077	0.7739613	0.8614543	0.8076845	0.8280101	0.795714	0.8245584	0.85268265	0.76089805	0.8312035	0.7034941	0.8536576	0.6783103	0.872992	0.79731786	0.94241965	0.8247603	0.74810505	0.79756135	0.8654249	0.8699086	0.8636726	0.7817014	0.81922346	0.8423511	0.7383746	0.8803709	0.8906263	0.8516927	0.857599	0.8713773	0.8146851	0.76727724	0.8354012	0.859054	0.8598235	0.75177205	0.6630268	0.8252041	0.7876884	0.8512555	0.83978206	0.8974905	0.879702	0.8883506	0.7479858	0.88182044	0.8908958	0.8084527	0.89027065	0.9315136
bedwing/verb	0.8315282	0.83180755	0.860718	0.8376769	0.75373757	0.86074495	0.8813689	0.8637716	0.9121784	0.8376326	0.8835488	0.85183126	0.8495669	0.8105347	0.8756096	0.8525266	0.78841996	0.79078114	0.8021995	0.8281668	0.8247052	0.8551252	0.8225775	0.83461833	0.83936423	0.8900677	0.839941	0.863201	0.90997976	0.8668199	0.88650596	0.8322879	0.8760244	0.9004662	0.86606723	0.84391123	0.7982311	0.808242	0.83158994	0.91441303	0.8758021	0.8657194	0.8879249	0.8840648	0.82106584	0.78106505	0.90538186	0.81503	0.81739795	0.8512723	0.8364435	0.86717826	0.83369285	0.0	0.90637404	0.8707454	0.8264018	0.8652387	0.83778906	0.86685157	0.85414946	0.8544811	0.89999306	0.9231219	0.8912406	0.8498763	0.8776284	0.8115647	0.87461853	0.8545244	0.9027219	0.9024836	0.87819374	0.8565532	0.8222001	0.89101446	0.8846227	0.81924117	0.8439454	0.8106829	0.8158306	0.88977104	0.82008624	0.8945492	0.87818134	0.78721976	0.86114246	0.80309796	0.8115808	0.850001	0.85872585	0.8612872	0.8615359	0.8561555	0.8271379	0.90630203	0.85025734	0.8957051	0.8202029	0.85764444	0.8453213	0.8815304	0.86231387	0.8440067	0.89361465	0.8894094	0.8877913	0.8719004	0.8508314	0.83831644	0.9020372	0.81037325	0.82979196	0.8492731	0.9086192	0.88161445	0.7581534	0.8847089	0.88859427	0.8723129	0.917375	0.82397133	0.87400794	0.8141838	0.83718157	0.8562684	0.8824136	0.8498689	0.8213881	0.8709829	0.84890556	0.90816677	0.85481805	0.87738264	0.815287	0.87854177	0.8977507	0.8887137	0.8351642	0.8787791	0.8964053	0.8865679	0.8801424	0.8009112	0.8565681	0.86995256	0.84541357	0.89540654	0.8092216	0.9201502	0.8697266	0.81520194	0.88148	0.9039704	0.9058279	0.91663384	0.8253597	0.8667971	0.8881512	0.8710373	0.7926687	0.85111976	0.87558645	0.84823394	0.8794293	0.8427263	0.8743545	0.8571189	0.8733771	0.88286793	0.9027154	0.8286234	0.88572574	0.76948035	0.9008976	0.8565479	0.9069822	0.85681957	0.82137775	0.82255316	0.89968365	0.8895456	0.8152516	0.8433033	0.84485286
baan/noun	0.9285516	0.9113031	0.83132964	0.8821219	0.9300721	0.8733529	0.88295513	0.87599605	0.7921988	0.87060535	0.86972505	0.899384	0.9045648	0.8886825	0.91287625	0.8712502	0.88845277	0.9045595	0.82258487	0.8873662	0.92818683	0.74364114	0.8376812	0.79937744	0.880167	0.85202193	0.92652947	0.9061428	0.48505616	0.8561369	0.9050417	0.77464956	0.91572404	0.8488298	0.92609483	0.89143	0.8641428	0.948243	0.91739064	0.9194839	0.87178624	0.8491286	0.82056785	0.81231457	0.87779284	0.890705	0.9101846	0.89307773	0.8497242	0.8753878	0.9263725	0.92055583	0.8807709	0.90637404	0.0	0.81564033	0.7578718	0.8799937	0.9133532	0.8899015	0.89666843	0.91611665	0.8447954	0.8360364	0.892732	0.9180457	0.8089482	0.8319475	0.89775395	0.9105849	0.9092163	0.66921246	0.93924665	0.86183393	0.88011616	0.86923885	0.8939539	0.8882727	0.9487161	0.93155	0.87987834	0.31535643	0.77674717	0.8937348	0.9275032	0.88333374	0.8987055	0.8444609	0.8848029	0.8972896	0.7913522	0.8890769	0.9201478	0.85611755	0.895619	0.87696344	0.8814138	0.90109676	0.8408484	0.8668065	0.77173865	0.9046723	0.90522426	0.9151596	0.81964284	0.81554973	0.92529	0.94395703	0.85580397	0.87361085	0.81164515	0.90394557	0.8973484	0.8288797	0.8984918	0.90057373	0.87603545	0.92372024	0.8878573	0.8932306	0.93042356	0.92091376	0.9144441	0.8759074	0.8778124	0.8849215	0.74265957	0.93860036	0.8862132	0.8425609	0.67545915	0.722819	0.8913444	0.8617666	0.88527143	0.9282455	0.8715297	0.7994296	0.8788446	0.8855793	0.7811887	0.78313756	0.8290189	0.8929034	0.8846782	0.9320659	0.91770333	0.7880474	0.8962811	0.92166495	0.84524083	0.92604613	0.9169436	0.8606632	0.87432593	0.7461356	0.89347285	0.8320761	0.88357484	0.9092897	0.8954888	0.87519896	0.8680546	0.81424755	0.8739771	0.79482603	0.8936255	0.9381438	0.87468237	0.9116795	0.9178507	0.8538914	0.9048424	0.8742275	0.7779232	0.878627	0.8865385	0.88244784	0.8837403	0.8838387	0.84214705	0.905593	0.9075162	0.8488377	0.9538704
fiets/noun	0.96477467	0.8233968	0.799325	0.8777512	0.8720592	0.8455004	0.9161453	0.81529284	0.7813259	0.7812665	0.8321392	0.94189215	0.87417126	0.9314969	0.8780585	0.918143	0.84682477	0.9537288	0.86865896	0.807428	0.8282919	0.691554	0.8689906	0.86052424	0.86800534	0.92988604	0.95580626	0.8619673	0.86317927	0.85083854	0.8465016	0.78947675	0.94054407	0.8560761	0.92050695	0.80537933	0.84048456	0.933785	0.9205533	0.9216523	0.8244942	0.8756832	0.7729266	0.93540347	0.8516563	0.82107997	0.91505265	0.8006239	0.77945143	0.8749546	0.8060277	0.86540157	0.8569269	0.8707454	0.81564033	0.0	0.87246656	0.8879252	0.93383646	0.88512534	0.88686395	0.801999	0.7795155	0.8814555	0.8835261	0.89845365	0.9132434	0.7814948	0.8815242	0.9047043	0.9168926	0.8061459	0.8841765	0.88766515	0.799757	0.8759403	0.8905274	0.90130746	0.90346384	0.80988884	0.8728534	0.84315366	0.7663467	0.8584691	0.9308339	0.9063299	0.82851845	0.7741699	0.6946505	0.8747667	0.8080072	0.7843356	0.9004392	0.7734654	0.8735665	0.90799487	0.8651009	0.85982275	0.752496	0.8257939	0.8106193	0.87504375	0.9389285	0.9275404	0.9222367	0.8461104	0.8275235	0.9639294	0.8448259	0.8320988	0.9271955	0.96061397	0.8559319	0.8209978	0.8871104	0.91774195	0.83632606	0.8633949	0.85993373	0.88927174	0.9512439	0.8083486	0.8244299	0.8921174	0.87494254	0.84849155	0.84436184	0.8671056	0.855272	0.9046619	0.8284509	0.7954815	0.8899009	0.906747	0.8106147	0.884522	0.89379793	0.91012526	0.8717859	0.8647735	0.8924484	0.8508614	0.8436728	0.90777034	0.7750392	0.96480036	0.88610137	0.89463073	0.78091484	0.90679264	0.8874383	0.858332	0.8794284	0.8813067	0.9199913	0.82077616	0.8426528	0.922446	0.8853198	0.8612917	0.9028609	0.84931254	0.91042805	0.78021765	0.9046012	0.84731495	0.840119	0.8889443	0.86405706	0.8923607	0.89317226	0.8695925	0.9082223	0.8092446	0.922296	0.91117364	0.94174397	0.813251	0.7868124	0.86127174	0.90575296	0.91474265	0.92836535	0.6420031	0.97476405
zal/verb	0.73658305	0.7793903	0.56141293	0.82177234	0.8474082	0.6750319	0.8543969	0.5986854	0.7533066	0.5684025	0.74529076	0.7792207	0.82784873	0.7441534	0.6600627	0.74068356	0.7231922	0.8017014	0.81207293	0.8612571	0.84083426	0.8462533	0.7965912	0.81294096	0.73343575	0.7690071	0.81772304	0.71379507	0.7235766	0.5986583	0.8782898	0.78966814	0.7038463	0.69180137	0.8797362	0.80055916	0.71898764	0.7544702	0.8556002	0.89145994	0.7981589	0.79138374	0.83912873	0.7533363	0.8062848	0.7668567	0.77879447	0.7500028	0.73993874	0.7733938	0.86850554	0.7431259	0.7286316	0.8264018	0.7578718	0.87246656	0.0	0.8560754	0.8166333	0.8057515	0.7377254	0.85772395	0.8451845	0.77444845	0.77993345	0.8054945	0.7438981	0.7008025	0.87274367	0.81241673	0.7627102	0.71383023	0.8816119	0.8135503	0.68282413	0.7712268	0.8658372	0.77044207	0.917066	0.84585357	0.7866647	0.7455801	0.76103616	0.69599086	0.7428256	0.84895325	0.86813974	0.5130123	0.83118206	0.60315657	0.43565083	0.83063304	0.7737247	0.8710571	0.8118477	0.7810678	0.74706495	0.8846862	0.7196654	0.86530703	0.58271754	0.77103657	0.73145777	0.7526928	0.6328097	0.81826365	0.78444415	0.91679466	0.8017997	0.7248945	0.77277327	0.75895995	0.6504488	0.58416474	0.7693467	0.8741925	0.75955975	0.8575963	0.716378	0.8570814	0.8476279	0.83762455	0.89050275	0.64689904	0.80330926	0.8294459	0.69090617	0.87548065	0.8388717	0.71482927	0.7340737	0.7632614	0.6709386	0.80607986	0.835374	0.7111925	0.8298724	0.75547916	0.78448033	0.81914175	0.7478232	0.7930599	0.5058694	0.85733545	0.7548442	0.7924483	0.7060336	0.7801847	0.7746645	0.88914335	0.78051484	0.76780736	0.86184794	0.78440154	0.8586844	0.80728096	0.8206274	0.7532941	0.8448233	0.7316556	0.8788592	0.83557814	0.81132853	0.8276028	0.8599908	0.77150464	0.6788651	0.8208462	0.8363551	0.84461415	0.7834364	0.7285254	0.8268683	0.7875421	0.76893866	0.8176991	0.8094869	0.70251423	0.89256155	0.8116369	0.8458136	0.8410289	0.83573174	0.8186954	0.785584
arm/adj	0.8158778	0.86378515	0.8535936	0.88012606	0.7844515	0.80286175	0.9279671	0.8778512	0.8180932	0.8881988	0.847149	0.8931341	0.8576984	0.7761784	0.919145	0.81413805	0.84194905	0.8777847	0.6331439	0.8483923	0.88305664	0.89834243	0.833217	0.79116356	0.877184	0.8553322	0.8706582	0.89587086	0.8348841	0.87298906	0.9110052	0.7107425	0.9220459	0.88021886	0.771136	0.90021634	0.85431087	0.88064605	0.9035312	0.9270927	0.74117947	0.8979965	0.7002375	0.79745114	0.8124021	0.8282974	0.93242544	0.8555409	0.77728903	0.887393	0.88329273	0.91762525	0.77452564	0.8652387	0.8799937	0.8879252	0.8560754	0.0	0.8015241	0.8831398	0.8771485	0.7666369	0.8653408	0.9133427	0.8669718	0.8449496	0.81820214	0.85463035	0.90226537	0.8794565	0.93046075	0.84958327	0.891943	0.83279115	0.8296173	0.820502	0.8789724	0.89683837	0.87516135	0.8384289	0.7823151	0.87349916	0.77992874	0.9160323	0.91467714	0.8482095	0.934266	0.86748165	0.8768578	0.8883256	0.8522975	0.9237449	0.87922084	0.791143	0.8615348	0.9161336	0.92969275	0.8807697	0.8826355	0.71019614	0.799822	0.880669	0.81300867	0.84932125	0.877958	0.7699907	0.865441	0.9384774	0.77921546	0.83741236	0.7669263	0.8280853	0.8875745	0.8460394	0.9498266	0.8478118	0.84735376	0.7422848	0.88380575	0.76701134	0.91652423	0.8885013	0.7501571	0.87186766	0.8883509	0.7607945	0.8498016	0.80429155	0.7962464	0.87846506	0.7219517	0.8662191	0.8766816	0.8871045	0.8672969	0.908586	0.8901997	0.8106831	0.8728917	0.79889613	0.84372896	0.8848128	0.853471	0.80528384	0.79802966	0.9076295	0.8732377	0.8487042	0.90349066	0.94454336	0.90872365	0.8336793	0.929215	0.9183976	0.8875926	0.8698765	0.84959656	0.9284746	0.8706934	0.86805695	0.93539417	0.80356467	0.9055551	0.8309349	0.88181055	0.6019016	0.8500657	0.8943193	0.8561399	0.83449566	0.92256445	0.8080588	0.8797763	0.8496906	0.86426103	0.7111251	0.9452493	0.9205494	0.8470746	0.7734058	0.89479357	0.891699	0.7681097	0.903301	0.90035015
god/noun	0.8716445	0.87134737	0.82873696	0.85802853	0.7946753	0.7643763	0.9028849	0.7822011	0.89145815	0.74991107	0.93184745	0.89982057	0.87695026	0.80599076	0.8053869	0.8908884	0.7872289	0.86845046	0.9027494	0.83482736	0.84888417	0.9244932	0.81092453	0.9207952	0.79114854	0.8866024	0.86906046	0.80385673	0.92190635	0.8093694	0.9152202	0.8618367	0.9029704	0.88196754	0.8492879	0.8897821	0.7817128	0.7616209	0.82151043	0.9430478	0.7854254	0.82850087	0.8132701	0.8918454	0.8721713	0.8030424	0.8167351	0.83002496	0.7576855	0.8300841	0.87403643	0.8446157	0.7814898	0.83778906	0.9133532	0.93383646	0.8166333	0.8015241	0.0	0.75581026	0.8036663	0.82081705	0.9113839	0.964944	0.83203006	0.8325404	0.93415534	0.90646476	0.85743326	0.9052188	0.8984117	0.92878556	0.81956434	0.87442744	0.6634433	0.9031177	0.93493265	0.863322	0.86015725	0.8368987	0.72071	0.87902796	0.87781775	0.9104314	0.8553108	0.80896413	0.91706663	0.78925633	0.90495074	0.7631241	0.80173373	0.9409817	0.8443315	0.80951923	0.78597146	0.88733864	0.8884976	0.8731727	0.870499	0.7722951	0.87053263	0.82867146	0.84890646	0.73642576	0.9139925	0.87600386	0.7969191	0.9540507	0.81098026	0.6929618	0.9320162	0.8480071	0.77834725	0.79502994	0.94191694	0.7606243	0.74557436	0.79332125	0.84642476	0.7577533	0.8870747	0.8519694	0.81037045	0.795023	0.7928072	0.8242807	0.89765567	0.7468344	0.7752731	0.8825868	0.7345567	0.8801334	0.7577583	0.8731427	0.87038493	0.82316476	0.89103276	0.9122324	0.8063016	0.81619555	0.88817394	0.8850819	0.79042333	0.88834727	0.78506327	0.89690447	0.76463443	0.86130065	0.8600795	0.9606288	0.88631177	0.7815865	0.9030609	0.918603	0.91956156	0.86258996	0.8514925	0.8654715	0.8663095	0.79324955	0.9122215	0.86303943	0.8974206	0.8729254	0.88090473	0.8384329	0.7904028	0.7628571	0.85834235	0.8075879	0.8087789	0.819015	0.8766243	0.7852974	0.91973114	0.709336	0.9369818	0.8839812	0.9217831	0.83571684	0.9584992	0.93456143	0.8373809	0.90261054	0.8648609
lezer/noun	0.9074417	0.90106595	0.8016274	0.82723904	0.9112826	0.75682646	0.8961502	0.8169216	0.8644887	0.7630676	0.87714505	0.83320975	0.856781	0.79562503	0.7241577	0.85229194	0.81351733	0.9406	0.91306	0.8537928	0.7980617	0.9155962	0.7616529	0.90415835	0.7844393	0.8501025	0.8698102	0.7191614	0.8291787	0.6950073	0.89448863	0.8334166	0.8910333	0.86055136	0.8610339	0.8413348	0.7696395	0.7661173	0.7129993	0.8816735	0.72426665	0.7858776	0.7764292	0.9135616	0.8594213	0.8300943	0.8110188	0.8227163	0.8108086	0.77596736	0.8266434	0.78110164	0.8121681	0.86685157	0.8899015	0.88512534	0.8057515	0.8831398	0.75581026	0.0	0.74056596	0.8232137	0.83940643	0.9615883	0.82289225	0.80915207	0.92554766	0.8436681	0.8142257	0.84106284	0.85332006	0.862068	0.7678704	0.8323345	0.67579085	0.90670013	0.88833743	0.88727534	0.91894996	0.8123794	0.83186674	0.84179336	0.72065544	0.84551644	0.8054056	0.9241602	0.8805214	0.7470634	0.8899824	0.74052036	0.81097883	0.8734302	0.77908444	0.846406	0.7860439	0.9338684	0.7292329	0.9004151	0.8430977	0.81712353	0.7479995	0.75156105	0.9002798	0.87296623	0.8864801	0.8597156	0.7630795	0.94945204	0.79418105	0.6851245	0.91347665	0.9063482	0.7240349	0.76268053	0.93013215	0.754586	0.6855421	0.8650168	0.8107141	0.818188	0.8585021	0.808756	0.85445386	0.78015053	0.77341783	0.8475284	0.9228474	0.8676723	0.81822526	0.86414564	0.64763176	0.65030754	0.72762877	0.8017002	0.88695365	0.7711692	0.8429616	0.82933164	0.7728782	0.80437875	0.88623446	0.8054312	0.809842	0.9176913	0.8152927	0.8536109	0.77147955	0.81201994	0.78611577	0.9189633	0.751395	0.8416826	0.8615333	0.88103956	0.88389564	0.8189292	0.8156998	0.85629904	0.8549909	0.7780696	0.9230921	0.87342125	0.8826192	0.8553324	0.8530569	0.8242407	0.74175966	0.76878023	0.854959	0.8681907	0.8240664	0.75170046	0.82780373	0.81530803	0.92137456	0.851689	0.8995641	0.83702564	0.95841306	0.794471	0.9143762	0.9281684	0.8139383	0.8377855	0.9077349
zo/adv	0.93444556	0.8773621	0.79920053	0.8525315	0.9091171	0.7264876	0.869644	0.8001077	0.86619604	0.6219796	0.85843533	0.7922993	0.8628644	0.8403836	0.6231289	0.90281415	0.83134925	0.91474175	0.93205774	0.83321345	0.77191556	0.861704	0.81915677	0.90293235	0.6695298	0.8365101	0.9115692	0.66700894	0.90626395	0.6927023	0.89107823	0.9163595	0.8506214	0.8083084	0.9158791	0.75123817	0.72734547	0.7264904	0.83564913	0.9137232	0.84429926	0.8679203	0.84139067	0.9136928	0.87880296	0.77309835	0.7758063	0.808723	0.81880844	0.75339717	0.7945636	0.7408261	0.76894367	0.85414946	0.89666843	0.88686395	0.7377254	0.8771485	0.8036663	0.74056596	0.0	0.73840415	0.8586829	0.9559729	0.7429676	0.78090495	0.95237994	0.7468746	0.8631692	0.8220589	0.809994	0.9022024	0.82943046	0.76638544	0.6516994	0.9265735	0.9018983	0.85519624	0.94287765	0.84494007	0.8856846	0.850869	0.830356	0.9070107	0.6235383	0.8884535	0.8481831	0.6987395	0.86124957	0.6301255	0.7440483	0.81674415	0.6974603	0.8401111	0.7782312	0.9160823	0.81352246	0.8801246	0.74814206	0.85417974	0.6499093	0.62132645	0.92096907	0.8656888	0.8517219	0.88321704	0.7658343	0.9284394	0.89670426	0.7483455	0.9036239	0.9119786	0.5500196	0.6467657	0.8793857	0.7862878	0.5478666	0.91231364	0.808081	0.81139433	0.8777978	0.7522211	0.8338825	0.80275834	0.8372688	0.7830655	0.93640804	0.88668036	0.856963	0.86032	0.6946691	0.83203423	0.60758734	0.8851758	0.8420682	0.6977645	0.87492335	0.86283827	0.82829636	0.90005517	0.90315586	0.84567666	0.78017044	0.8623419	0.6584792	0.88816226	0.6267339	0.8933927	0.63112605	0.956162	0.8579524	0.7147379	0.8801729	0.8937019	0.86511266	0.89489394	0.80092895	0.8357147	0.88662624	0.5591093	0.8899087	0.91950303	0.9070111	0.90090084	0.86343396	0.8630205	0.77946097	0.7636875	0.8628671	0.8590784	0.7660157	0.6219765	0.808371	0.69758964	0.911012	0.88947713	0.915849	0.8985709	0.91885936	0.8673811	0.9124382	0.92187774	0.8372929	0.89204395	0.943543
jongen/noun	0.929282	0.8455756	0.78895694	0.8512533	0.8179594	0.82377404	0.88823223	0.8173238	0.8828223	0.76390904	0.8950591	0.87308997	0.84756184	0.77144396	0.78218853	0.91868395	0.84721243	0.90862155	0.8909982	0.8411309	0.77081066	0.8908094	0.7641187	0.84172606	0.76888126	0.8861061	0.9150916	0.7973912	0.88500696	0.81430507	0.90678304	0.8002313	0.89909637	0.9238229	0.76852906	0.7892818	0.78197426	0.85271394	0.892951	0.9152292	0.64650047	0.8988215	0.4927793	0.92740613	0.84592617	0.78978556	0.8978106	0.80525273	0.77573395	0.8857001	0.7912941	0.8237443	0.83883893	0.8544811	0.91611665	0.801999	0.85772395	0.7666369	0.82081705	0.8232137	0.73840415	0.0	0.8610892	0.9521038	0.8495808	0.7728288	0.9495467	0.8581628	0.8440212	0.91288495	0.8766328	0.90857565	0.8060664	0.84444404	0.6021527	0.9607829	0.91156036	0.87632215	0.7166279	0.75873506	0.83581346	0.8622923	0.7973586	0.9479368	0.840924	0.87315905	0.88413477	0.8184981	0.8487756	0.818894	0.851526	0.86664677	0.83895576	0.42083484	0.8445232	0.84416866	0.87351406	0.86251885	0.77711487	0.47687	0.8269768	0.8158332	0.9406088	0.87244046	0.93887424	0.78717524	0.7806407	0.9333466	0.70408607	0.76060414	0.93547165	0.900795	0.7328373	0.8254377	0.942191	0.8295326	0.6861277	0.75311553	0.87183774	0.8482291	0.91774917	0.76184267	0.24537337	0.7889609	0.87787724	0.81652313	0.9330034	0.64681	0.7339854	0.9118593	0.58416855	0.8360343	0.76890016	0.8919831	0.82726926	0.8109986	0.8752665	0.8906844	0.7977642	0.84790903	0.8850727	0.8966002	0.85203236	0.87504584	0.68914795	0.938524	0.76666224	0.8612484	0.7570307	0.9405902	0.89483964	0.7732311	0.88083625	0.9289135	0.8257678	0.7301078	0.819426	0.8763231	0.9101395	0.7206019	0.86774105	0.70325506	0.8423345	0.86279404	0.88612926	0.7852946	0.8395361	0.7510778	0.8876809	0.7943013	0.8524352	0.7805474	0.9033983	0.7645095	0.94271505	0.781608	0.9485352	0.8578299	0.8625807	0.8309762	0.9325904	0.9267482	0.8622291	0.71500707	0.9178574
