	dissertatie/noun	aantal/noun	beslissing/noun	aldus/prep	kondig_aan/verb	Henkel/name	lever/verb	voor/comp	keer/adv	basis/prep	luid/verb	kosten/noun	maar/adv	privatiseer/verb	onderscheid/noun	namelijk/adv	op/adv	organisatie/noun	gedetailleerd/adj	systeem/noun	binnen/prep	samenleving/noun	al/adv	bank_sector/noun	sociaal/adj	Landamp;H/name	huishouding/noun	verbeter/verb	diep/noun	te/comp	die/det	baan/noun	druk/noun	reorganiseer/verb	intercommunale/adj	onderwijs/noun	Shell/name	choreografie/noun	dollar/noun	efficiënt/adj	tijd/noun	voorrang/noun	en/vg	uitgebreid/adj	kader/prep	meestal/adv	vermogen/noun	eindelijk/adj	GIA/name	Camera/name	succesvol/adj	voldoende/det	vorm_om/verb	voldoende/adj	voeg_samen/verb	weer/adv	voorstel/noun	NMBS/name	manier/noun	natuur/noun	groei/verb	als/comp	fabriek/noun	7,5/num	Top/name	jaar/noun	dus/adv	fors/adj	log/adj	eveneens/adv	opnieuw/adv	conflict/noun	veelbelovend/adj	voorbeeld/noun	het/comp	zeventig/num	heb/verb	noodlijdend/adj	goedkoop/adj	Izegem/name	geldelijk/adj	links/noun	groep/noun	maak_uit/verb	genoeg/adj	initiatief/noun	dat/pron	jeugd_voetbal/noun	ander/adj	ten/adv	lening/noun	wil/verb	kop/noun	meen/verb	Franse/name	optisch/adj	ervaring/noun	vorig/adj	we/pron	moderniseer/verb	overheid/noun	sommige/det	Italiaan/noun	top/noun	dringend/adj	gemengd/adj	zijn/det	fantastisch/adj	administratie/noun	het/prep	sector/noun	vaak/adj	verdwijn/verb	Amerikaans/adj	ABX/name	eerst/adv	band/noun	concern/noun	onderneming/noun	zichzelf/pron	voer_door/verb	sluit/verb	bedrijf/noun	Koninkrijk/name	stoot_af/verb	eraan/pp	saneer/verb	zoals/comp	vernieuw/verb	Groep/name	dit/det	Jacobs/name	touw_DIM/noun	daarom/pp	geregeld/adj	toezicht/noun	loods_binnen/verb	voetbal_bond/noun	bepaald/adj	aanvraag/noun	moeilijkheid/noun	verlieslatend/adj	door/part	Herent/name	familie_bedrijf/noun	om/comp	rationaliseer/verb	spoor_weg/noun	Adriaan/name	nieuw/adj	winst/noun	Bie/name	Belgische/name	luchtvaart_maatschappij/noun	ons/det	probeer/verb	voorziening/noun	sneltrein_vaart/noun	gewapend/adj	Post/name	personeel/noun	top_club/noun	beperk/verb	nu/adv	China/name	extreem/adj	kost/noun	ga_door/verb	sponsor/noun	honderd/num	luchtvaart_bedrijf/noun	slechts/adv	smelt_samen/verb	schooljaar/noun	AG/name	het/noun	bezig/adj	ze/pron	hetgeen/pron	aan/comp	toen/adv	opleiding/noun	regeling/noun	begin/adv	intern/adj	duur/verb	Vinck/name	neem_over/verb	1/noun	bio_technologie_bedrijf/noun	intussen/adv	merk/noun	schrap/verb	Nederlands/adj	directie/noun	aan/part	twaalf/num	poging/noun	specialist/noun	waarbij/pp	flink/adj	noorden/noun	onder/adv	gebruik/verb	volledig/adj	regio/noun	gebied/noun	dienst/noun	vestiging/noun	accoord/noun	blijf/verb	lek/noun	koop_op/verb	weg/adv	hun/det	zodat/comp	container_park/noun	wat/prep	marketing/noun	fiscus/noun	kijk_uit/verb	dagenlang/adj	J./name	waarop/pp	Airways/name	help/verb	honderden/noun	tot/prep	Al-Qaeda/name	consolidatie/noun	staat_bedrijf/noun	Italiaans/adj	prikkel/noun	er/adv	bedrijf_terrein/noun	eens/adv	aan/adj	onderga/verb	ver/adj	eerder/noun	in/adv	structureel/adj	Meerhout/name	Usinor/name	activiteit/noun	Wereldbank/name	doordat/comp	dochter/noun	december/noun	dele/adv	werknemer/noun	geval/noun	tot/vg	Palm/name	andere/adv	RTBF/name	balans/noun	besluit/verb	software_bedrijf/noun	landbouw_sector/noun	Japans/adj	drastisch/adj	gevaarlijk/adj	vervolgens/adv	Fabricom/name	maak_gebruik/verb	zal/verb	Frans/adj	Group/name	om/part	zo/adv	totaal/adv	stel_uit/verb	Europa/name	Wellink/name	brandweer/noun	Dagblad/name	snel/adj	secretariaat/noun	betreft/prep	afdeling/noun	maar/vg	versneld/adj	grotendeels/adv	sinds/prep	slaag/verb	Nissan/name	enig/det	hervorm/verb	zwak/adj	kwaliteit/noun	winstgevend/adj	voorwaarde/noun	132/num	eindig/adj	noodzaak/noun	wijze/noun	verplicht/verb	besta/adj	faillissement/noun	bovendien/adv	negatief/adj	bedraag/verb	marge/noun	filiaal/noun	omdat/comp	positief/adj	tegelijkertijd/adj	het/det	waardoor/pp	1998/noun	buitenlands/adj	drie/num	zich/pron	keus/noun	bespaar/verb	financieel/adj	Vanenburg/name	maak/verb	Bax/name	marketing_afdeling/noun	verkoop/verb	Stefaan/name	productie/noun	Vlaamse/name	vermoedelijk/adj	totaal/noun	kosten/prep	prof_voetbal/noun	Tsetsjeens/adj	rendabel/adj	hand_DIM/noun	voetbal/noun	de/det	Herck/name	bestuur/noun	regionaal/adj	topman/noun	zorg/noun	plan/noun	last/prep	oud/adj	1999/noun	tijd/adj	management/noun	ken/verb	uiteindelijk/adj	Verenigd/name	scheld_kwijt/verb	import_verbod/noun	medium_groep/noun	voortgang/noun	werkgever_organisatie/noun	doorgaans/adv	Roemeens/adj	kapitaal/noun	Valère/name	dicht/verb	tijdlang/noun	EU/name	presteer/verb	word/verb	bank/noun	hoogte/noun	toenmalig/adj	afgelopen/adj	juli/noun	dwing/verb	termijn/noun	ontsla/verb	kom_terecht/verb	bekend/part	Bekaert/name	economie/noun	Belgisch/adj	staal_industrie/noun	zet_voort/verb	beteken/verb	Spoorwegen/name	danwel/vg	Fortis/name	ga/verb	onderdeel/noun	failliet/adj	dien/verb	Hof/name	ingekort/adj	miljard/noun	reserveer/verb	volop/adv	terug/adj	verlies/noun	morgen/noun	nationaal/adj	staart/noun	mede/adv	anders/adj	zwaarst/adj	tak/noun	eeuwig/adj	ga_in/verb	nooit/adv	moet/verb	samen/adj	Chrysler/name	betaal_af/verb	boek/verb	aandeel/noun	vandaag/adv	tennis_bond/noun	Agfa-Gevaert/name	verlieslatende/adj	Vlaams/adj	gerechtelijk/adj	heel/adj	Philips/name	daarop/pp	keten/noun	sanering/noun	jeugd_beleid/noun	openbaar/adj	tover_om/verb	wens/noun	verstoring/noun	vermindering/noun	terwijl/comp	kost/verb	daardoor/pp	gewoon/adj	haar/det	beweging/noun	principe/noun	zonder/prep	resultaat/noun	markt/noun	charter_maatschappij/noun	eufemisme/noun	fuseer/verb	koers/noun	Unilever/name	omvangrijk/adj	slank_af/verb	grondig/adj	sommig/adj	volgens/prep	club/noun	zwaar/adj	voorzitter/noun	zonder/comp	omroep/noun	breid_uit/verb	schuld/noun	fond_beheerder/noun	traject/noun	leger/noun	record_tijd/noun	wij/pron	industrieel/adj	Nederlander/noun	of/vg
dissertatie/noun	0.0	0.92957526	0.88941884	0.9604462	0.8760524	0.93880755	0.9556357	0.81976146	0.96966463	0.83392054	0.9722239	0.9546379	0.89752376	0.91353357	0.8832595	0.8747378	0.9502332	0.861724	0.75105953	0.8783205	0.9375787	0.8870816	0.8993922	0.90439963	0.8641437	0.91692346	0.9122941	0.9205867	0.8607584	0.8773805	0.8475293	0.923102	0.94650686	0.8891629	0.958649	0.9180993	0.94627225	0.86197776	0.94607335	0.9026127	0.8620691	0.94616127	0.8873043	0.75848013	0.71581686	0.8467531	0.87677217	0.7789936	0.95615673	0.97158825	0.8554093	0.93494236	0.78558177	0.9254629	0.8949249	0.8730283	0.87346256	0.8911092	0.81829536	0.87961847	0.9332061	0.9246138	0.9327897	0.95495546	0.9765734	0.88738763	0.89619136	0.92540103	0.8386767	0.9052557	0.9184102	0.92866254	0.9418396	0.86985123	0.89278376	0.90771407	0.8842163	0.9378078	0.9309977	0.96360093	0.8557798	0.93620276	0.8650357	0.95426625	0.9314366	0.8256259	0.8659804	0.93755186	0.93467635	0.96090895	0.9089038	0.8536248	0.93603843	0.9388567	0.95394564	0.8458444	0.793398	0.96168125	0.81427145	0.8605881	0.8792379	0.92180973	0.9520873	0.96291316	0.923259	0.89656544	0.6967989	0.9192657	0.8474365	0.7686942	0.92052877	0.96181303	0.86738205	0.93908775	0.9333273	0.85928714	0.92614317	0.8988191	0.90345615	0.8114977	0.833098	0.9380114	0.9002079	0.9581201	0.94050956	0.9643392	0.8606341	0.9333887	0.849083	0.9724843	0.90388185	0.96267223	0.95029163	0.8623004	0.9173965	0.9155247	0.9382714	0.9447038	0.96229094	0.8685315	0.9505654	0.8998194	0.83170104	0.9255247	0.934541	0.9111117	0.9267835	0.88842607	0.9454061	0.9304906	0.9299292	0.93328863	0.9765082	0.94463044	0.911711	0.91369164	0.8746874	0.8416618	0.93590397	0.91819483	0.9510185	0.9148897	0.9067786	0.8695553	0.9413476	0.9225558	0.93725365	0.8769198	0.95180815	0.9250886	0.9280502	0.85981536	0.9446145	0.9230379	0.97322226	0.93563896	0.83557296	0.7626586	0.93395364	0.9092721	0.9002408	0.80519104	0.8788414	0.92594653	0.9211527	0.84043443	0.91245884	0.91718143	0.9177589	0.9611106	0.8425239	0.9116274	0.943454	0.94139946	0.9557076	0.92238903	0.90303415	0.9088039	0.8614377	0.826046	0.9500153	0.9769414	0.87593484	0.9065165	0.888927	0.94981927	0.83392334	0.9267999	0.9348677	0.90259767	0.9241395	0.91547424	0.9266825	0.82450765	0.88775784	0.8352933	0.90020055	0.9662139	0.9459409	0.9234454	0.94798905	0.8264108	0.8837173	0.75981736	0.8871691	0.9754646	0.92294	0.8126451	0.9525578	0.8865594	0.8894923	0.9612894	0.94178736	0.8732307	0.8855418	0.83497345	0.9170481	0.8214576	0.9234686	0.92065996	0.94067603	0.88212955	0.9398605	0.91704	0.8846325	0.90795475	0.9281772	0.91197276	0.90082455	0.9079995	0.9501451	0.93654096	0.79032445	0.96207184	0.87257516	0.92811924	0.94944584	0.8438193	0.92157793	0.89373493	0.89013785	0.9227251	0.96078473	0.8286352	0.93946445	0.9345975	0.864343	0.9609131	0.9174523	0.71409655	0.8551904	0.93225247	0.95806915	0.9396104	0.9446768	0.9486074	0.93224126	0.8722596	0.9242026	0.9682373	0.9335532	0.879924	0.8746916	0.87589324	0.9053746	0.8714601	0.92212844	0.91164154	0.8740424	0.8922023	0.9040538	0.90232515	0.9377344	0.96721774	0.8380516	0.8815217	0.8035462	0.94302523	0.8282596	0.94362193	0.88154596	0.92277324	0.92909366	0.9279152	0.89563525	0.9043325	0.89056355	0.9243177	0.9126743	0.92889065	0.9371325	0.9150359	0.8480272	0.82241386	0.93826085	0.9549618	0.9418273	0.92111933	0.94269353	0.9390944	0.9236168	0.94000655	0.9862479	0.9165641	0.9139672	0.9533806	0.93626344	0.96831983	0.9420303	0.9477376	0.91106355	0.9359045	0.93369675	0.918014	0.9784989	0.9441415	0.8888897	0.96105635	0.9538124	0.8333571	0.92487955	0.8552371	0.89206845	0.9062833	0.93562037	0.7619718	0.86708754	0.9752601	0.9385235	0.9159734	0.89087516	0.94194955	0.9133585	0.8129916	0.94327897	0.90706784	0.904147	0.94220227	0.92109257	0.89492834	0.9470051	0.8172001	0.9125828	0.9010549	0.89364576	0.8956299	0.89690816	0.9145651	0.88124454	0.9112866	0.9528458	0.90396726	0.9489386	0.91500753	0.96997875	0.89024025	0.92956215	0.9530074	0.9320231	0.9664313	0.968176	0.91529334	0.924902	0.94728744	0.89241964	0.96456534	0.9027383	0.9409304	0.95869446	0.93384784	0.9222691	0.9278929	0.8946364	0.9366822	0.8985643	0.8718945	0.9194231	0.89153653	0.9216645	0.9086308	0.8710404	0.87395793	0.88525087	0.91250503	0.9286361	0.9150113	0.9288128	0.93131924	0.90470356	0.92692417	0.89675665	0.9180937	0.88938594	0.87662154	0.90836215	0.9260076	0.88488483	0.889002	0.85508156	0.82756424	0.8833617	0.91989726	0.8578259	0.8800738	0.9444083	0.85155296	0.9479093	0.9457698	0.84714574	0.7274256	0.87912357	0.90598714	0.8738544	0.87429893	0.9298992	0.8989632	0.9393557	0.926046	0.9314274	0.9347879	0.7318785	0.88880175	0.79839677	0.9572448	0.9500964	0.9228174	0.9590474	0.96830285	0.8976929	0.8937895	0.88780373	0.9357873	0.8962985	0.8787043	0.871027	0.9186084	0.8285209	0.8922173	0.91554904	0.9332974
aantal/noun	0.92957526	0.0	0.7621207	0.9262776	0.68241405	0.7035182	0.7438847	0.89506507	0.9316645	0.8488223	0.9020486	0.6107179	0.8811816	0.74102944	0.7874848	0.7836046	0.93350285	0.7400063	0.87497246	0.7256167	0.7306938	0.9114628	0.7833336	0.7123203	0.6874182	0.7967081	0.8607735	0.6502087	0.88011736	0.72230095	0.73843455	0.6548533	0.7472196	0.58112216	0.8056154	0.68601096	0.685814	0.7883257	0.8296584	0.73668	0.843614	0.7345534	0.7577512	0.8183664	0.8214829	0.76496124	0.6321667	0.90174305	0.8580167	0.84638834	0.73834026	0.8409072	0.736766	0.82912207	0.69211143	0.8368595	0.74225736	0.7545279	0.8636732	0.8814594	0.6516877	0.86587214	0.6724098	0.7659688	0.86838996	0.7531001	0.83716094	0.5890108	0.8390614	0.70962673	0.73662484	0.8004303	0.8006922	0.8225018	0.74348664	0.76373184	0.81832767	0.6789832	0.7473204	0.9136938	0.7751999	0.93163246	0.7518424	0.86140054	0.9091575	0.77413183	0.7750826	0.8800738	0.6927504	0.86948216	0.66827494	0.6903409	0.9195426	0.8711928	0.83300626	0.78293407	0.8157802	0.71254313	0.8160683	0.72783375	0.6867567	0.5971699	0.9025312	0.83946556	0.7858946	0.89587	0.8132499	0.9308507	0.7404635	0.7974322	0.6274151	0.7975223	0.72697484	0.75805104	0.73023236	0.81294984	0.85460794	0.5874659	0.6257231	0.8538676	0.621751	0.65319234	0.58694375	0.788089	0.61103815	0.89981836	0.612483	0.70517516	0.7263895	0.77948374	0.72958887	0.98642486	0.8834393	0.7495257	0.81981474	0.73343617	0.89409614	0.8451233	0.6261891	0.68194306	0.76183224	0.7381434	0.8182467	0.8396534	0.69058394	0.741415	0.762064	0.7711582	0.9426757	0.66718495	0.69318026	0.9426184	0.8834024	0.68846405	0.73517054	0.8264228	0.6601319	0.7298589	0.9019306	0.75716066	0.60654366	0.8739957	0.6570082	0.8144478	0.78216296	0.80387175	0.5166861	0.87017053	0.8478825	0.6926721	0.7345994	0.74962616	0.7562902	0.71777934	0.8353309	0.9499577	0.8291387	0.87625206	0.7398439	0.7387439	0.8556285	0.6867403	0.625925	0.7656782	0.7362715	0.9011011	0.82226706	0.7361009	0.8037472	0.75620186	0.79155105	0.69849	0.62177503	0.7783704	0.70649195	0.77604854	0.76098645	0.82523346	0.83583844	0.68329835	0.68449104	0.8522016	0.683106	0.81704485	0.7327406	0.7527766	0.7322515	0.7219831	0.58727235	0.7022436	0.8424471	0.83160555	0.6714909	0.8566513	0.65256304	0.70210874	0.767395	0.6754359	0.7461534	0.7585584	0.9130873	0.8732471	0.9686042	0.91081333	0.7307269	0.79693127	0.7028763	0.70686686	0.87249804	0.7043339	0.7062628	0.83182955	0.7335841	0.7707325	0.6924679	0.89700764	0.87985516	0.7706266	0.6682168	0.78990346	0.81135035	0.650382	0.8785812	0.8043331	0.5906139	0.74614716	0.6575583	0.8021848	0.8214159	0.86254203	0.6254445	0.8360314	0.79362285	0.8505198	0.7374573	0.91464573	0.85597056	0.79376125	0.75018644	0.70649177	0.73981625	0.56908417	0.8242501	0.85674095	0.7780879	0.79997575	0.63672847	0.7915157	0.71777356	0.8512443	0.8470447	0.6992879	0.8411865	0.66793656	0.8642559	0.8789415	0.8503041	0.757473	0.8010814	0.65639865	0.72404605	0.8473313	0.6313329	0.6822039	0.78746223	0.8664252	0.78156656	0.8357233	0.7255581	0.8685268	0.756676	0.61485535	0.7246649	0.74335927	0.83835936	0.72860706	0.8339732	0.6694593	0.6236415	0.6396606	0.68867385	0.7749728	0.79628235	0.68919075	0.7290143	0.74892974	0.8639183	0.6843324	0.71220094	0.60314953	0.7650151	0.6457164	0.7084192	0.7501403	0.7970457	0.6154499	0.66555226	0.7952621	0.9174387	0.88776344	0.82040757	0.73526156	0.96981823	0.5539061	0.891675	0.872554	0.61762846	0.7739346	0.77683353	0.92827517	0.6607269	0.9209815	0.8934438	0.7497164	0.958296	0.8157507	0.744555	0.81251884	0.782878	0.6797224	0.74948686	0.84741074	0.755936	0.8723612	0.6801474	0.8701884	0.8138503	0.7895361	0.78036094	0.857921	0.7455554	0.724822	0.81612736	0.762324	0.8627085	0.7050093	0.9157897	0.91837883	0.8022219	0.7280183	0.784233	0.6562432	0.6913385	0.64769423	0.8687004	0.6639495	0.84207577	0.6871641	0.6226275	0.7547772	0.8533032	0.7216495	0.75261885	0.7101292	0.76621246	0.72239316	0.70966315	0.61798185	0.7860143	0.69680464	0.71124095	0.7437911	0.7199944	0.710816	0.7103759	0.9219145	0.72004366	0.7822102	0.8029909	0.82215995	0.9033673	0.6201423	0.92267627	0.86075103	0.91684806	0.7236545	0.8815229	0.8471588	0.75431097	0.9454278	0.84805703	0.932598	0.6573254	0.85273826	0.70989174	0.78520864	0.7444533	0.68503886	0.8632047	0.83546174	0.73702	0.6603559	0.86220807	0.71748346	0.8070388	0.64678013	0.82707286	0.6585674	0.5944133	0.71960413	0.7989396	0.8911079	0.8167838	0.80062586	0.57259756	0.7909621	0.82084906	0.61917806	0.9039812	0.8245269	0.84235084	0.795128	0.8383136	0.74427384	0.7376312	0.78716713	0.847121	0.6699908	0.70389605	0.6625633	0.72349817	0.6066617	0.77154046	0.85763544	0.8172537	0.8266266	0.8188315	0.9496191	0.80583787	0.824679	0.6499431	0.70094496	0.8354648	0.73125494	0.81488454	0.8268233	0.8441204	0.69203	0.88024014	0.7162096
beslissing/noun	0.88941884	0.7621207	0.0	0.8023642	0.6651207	0.74641	0.86583567	0.91313505	0.79911005	0.85727376	0.86918545	0.7552364	0.8071966	0.778675	0.8361989	0.7631307	0.8275205	0.81464124	0.84818363	0.82391524	0.7727314	0.89639676	0.8179718	0.8634337	0.8716602	0.78496385	0.8569555	0.7703395	0.8808241	0.7224057	0.7979946	0.7611954	0.7584849	0.72273445	0.79224825	0.8230851	0.8567272	0.8839839	0.93221664	0.7974308	0.80578506	0.8530031	0.8359148	0.7697364	0.83751476	0.83399534	0.78719944	0.86507547	0.96434337	0.92683154	0.90807706	0.8216177	0.79364455	0.810496	0.784147	0.80577326	0.51813537	0.65259767	0.72463465	0.94522375	0.8676276	0.8074838	0.79062164	0.9348144	0.9381376	0.85958433	0.8204208	0.8502686	0.8202367	0.760833	0.6905609	0.8107717	0.90160465	0.82364166	0.8367881	0.9212506	0.7394968	0.77230716	0.8348281	0.9435554	0.86575174	0.9634814	0.7921268	0.78738576	0.8746146	0.81391907	0.80835116	0.82699585	0.9429613	0.8547304	0.80419064	0.63400185	0.94215566	0.7872549	0.8931916	0.9354689	0.7781488	0.75226265	0.81123054	0.7545327	0.7504923	0.835496	0.90517783	0.8036766	0.7293128	0.9210623	0.83023405	0.95483506	0.75374126	0.87373275	0.81539464	0.8628543	0.8047605	0.84523094	0.7374506	0.76676273	0.84843516	0.7611017	0.72431767	0.80801344	0.68226373	0.7249683	0.72750723	0.9287905	0.78263587	0.7379773	0.76846814	0.8286979	0.7831806	0.8008635	0.8182641	0.9699675	0.8728985	0.72824544	0.91771954	0.78762096	0.8457565	0.80459034	0.8217069	0.6156082	0.8043232	0.85123825	0.8030621	0.8001347	0.8702927	0.7915274	0.85517937	0.7596046	0.9672684	0.7684549	0.8076085	0.9104832	0.75607026	0.7653351	0.87363553	0.8009283	0.7978126	0.9158342	0.9583013	0.76540434	0.70182574	0.9292027	0.71675694	0.83259755	0.84131455	0.86499524	0.7909372	0.8134905	0.80768126	0.9311322	0.820959	0.8630646	0.86940616	0.84430027	0.89022744	0.91125107	0.8552815	0.8212884	0.7878802	0.87975883	0.8374712	0.78846246	0.74938107	0.70313185	0.73706555	0.83277804	0.7393987	0.7408966	0.7925251	0.89987046	0.73259044	0.90125	0.69322175	0.82418525	0.59004223	0.7252888	0.91766036	0.81639755	0.84118795	0.80618036	0.8468478	0.9613476	0.82699436	0.8441831	0.7814752	0.8812569	0.86115474	0.77873874	0.7388456	0.58595127	0.8091449	0.86503875	0.7807457	0.77469623	0.7861918	0.7515259	0.91743284	0.8923535	0.8368008	0.8616886	0.72311836	0.8937515	0.85552263	0.89568585	0.79226726	0.85222447	0.8912482	0.79193	0.9316209	0.79736865	0.79248506	0.82098377	0.82426023	0.83753	0.88844466	0.8743535	0.83125174	0.72897005	0.7966918	0.810913	0.9186379	0.78824747	0.93423116	0.83116037	0.7709671	0.85412675	0.78742355	0.7272356	0.7316208	0.903475	0.7422458	0.86676157	0.8603692	0.9139081	0.86696124	0.84685326	0.80240846	0.5311128	0.84783244	0.82525706	0.82638264	0.7357697	0.9015962	0.81068385	0.8331641	0.8667288	0.64853156	0.7564756	0.7725329	0.77522475	0.8354199	0.9122	0.6656991	0.7993927	0.92572975	0.88093	0.89995486	0.8746805	0.80180657	0.91187596	0.76783156	0.8178422	0.810122	0.78753424	0.8581672	0.7531619	0.9196298	0.821229	0.7451209	0.89831233	0.82659644	0.8027973	0.69165206	0.9337072	0.8920313	0.82206327	0.82676136	0.63400984	0.83994174	0.68111527	0.7877554	0.7462418	0.89148206	0.832083	0.77688706	0.6583843	0.800844	0.8137784	0.76305115	0.71502274	0.8378394	0.81381273	0.8586088	0.8360244	0.82684064	0.73569	0.78500795	0.87303233	0.89243466	0.95797724	0.9210869	0.7230796	0.9038614	0.75844526	0.8517184	0.8869283	0.8456405	0.8154458	0.89593196	0.9239559	0.79419094	0.9491956	0.8936033	0.78055215	0.99203223	0.68562335	0.78118837	0.7137059	0.90161276	0.55770874	0.71884483	0.9247087	0.7728455	0.8053436	0.75440526	0.8993048	0.81269664	0.91573197	0.8116859	0.8301995	0.82391524	0.83415294	0.8395833	0.8847535	0.8369017	0.7973948	0.88119465	0.8740881	0.8245883	0.7836548	0.8688592	0.6892004	0.8597251	0.796736	0.77373606	0.79743093	0.79176164	0.670866	0.7418602	0.74587977	0.7990786	0.74801254	0.7912067	0.8241704	0.7340374	0.8411937	0.7525821	0.7875291	0.74658716	0.80184954	0.8292838	0.81863827	0.8058274	0.78350455	0.7265867	0.77817404	0.81645674	0.8580666	0.9164155	0.8556134	0.9080952	0.7856243	0.79455674	0.84221923	0.87803864	0.81748486	0.84879833	0.938041	0.8594769	0.87940514	0.74806625	0.9157696	0.7220283	0.8190712	0.86345387	0.8124254	0.8162917	0.8079394	0.6926556	0.8086536	0.8207942	0.7988159	0.80235636	0.7135027	0.89468396	0.8444077	0.63815165	0.8953983	0.72794825	0.8440796	0.8124156	0.8469436	0.7138804	0.86047786	0.7598249	0.85641813	0.87621474	0.75969553	0.915771	0.83598125	0.88945025	0.7189873	0.90458715	0.6982378	0.8511	0.7871021	0.824314	0.73485386	0.81705385	0.83859515	0.8916674	0.7422417	0.8124173	0.90145504	0.6961048	0.84387106	0.81414515	0.76615036	0.84326684	0.8503518	0.7669314	0.78074265	0.8655114	0.8238386	0.8788473	0.9618399	0.845971	0.82707405	0.92869055	0.8103726
