	dissertatie/noun	aantal/noun	beslissing/noun	kondig_aan/verb	lever/verb	keer/adv	luid/verb	kosten/noun	maar/adv	privatiseer/verb	onderscheid/noun	namelijk/adv	op/adv	organisatie/noun	gedetailleerd/adj	systeem/noun	samenleving/noun	al/adv	bank_sector/noun	sociaal/adj	huishouding/noun	verbeter/verb	diep/noun	baan/noun	druk/noun	reorganiseer/verb	intercommunale/adj	onderwijs/noun	tijd/noun	choreografie/noun	dollar/noun	efficiënt/adj	voorrang/noun	uitgebreid/adj	meestal/adv	vermogen/noun	eindelijk/adj	succesvol/adj	vorm_om/verb	voldoende/adj	voeg_samen/verb	weer/adv	voorstel/noun	manier/noun	natuur/noun	groei/verb	fabriek/noun	jaar/noun	dus/adv	fors/adj	log/adj	eveneens/adv	opnieuw/adv	conflict/noun	veelbelovend/adj	voorbeeld/noun	heb/verb	noodlijdend/adj	goedkoop/adj	geldelijk/adj	links/noun	groep/noun	maak_uit/verb	genoeg/adj	initiatief/noun	jeugd_voetbal/noun	ander/adj	ten/adv	lening/noun	wil/verb	kop/noun	meen/verb	vorig/adj	optisch/adj	ervaring/noun	moderniseer/verb	overheid/noun	Italiaan/noun	top/noun	dringend/adj	gemengd/adj	fantastisch/adj	administratie/noun	sector/noun	verdwijn/verb	vaak/adj	Amerikaans/adj	eerst/adv	band/noun	concern/noun	onderneming/noun	voer_door/verb	sluit/verb	bedrijf/noun	stoot_af/verb	saneer/verb	vernieuw/verb	touw_DIM/noun	geregeld/adj	toezicht/noun	loods_binnen/verb	voetbal_bond/noun	bepaald/adj	aanvraag/noun	moeilijkheid/noun	verlieslatend/adj	familie_bedrijf/noun	rationaliseer/verb	spoor_weg/noun	nieuw/adj	winst/noun	luchtvaart_maatschappij/noun	probeer/verb	voorziening/noun	sneltrein_vaart/noun	gewapend/adj	personeel/noun	top_club/noun	beperk/verb	nu/adv	extreem/adj	kost/noun	ga_door/verb	sponsor/noun	luchtvaart_bedrijf/noun	slechts/adv	smelt_samen/verb	schooljaar/noun	het/noun	bezig/adj	toen/adv	opleiding/noun	regeling/noun	begin/adv	intern/adj	duur/verb	neem_over/verb	1/noun	bio_technologie_bedrijf/noun	intussen/adv	merk/noun	schrap/verb	Nederlands/adj	directie/noun	poging/noun	specialist/noun	flink/adj	noorden/noun	onder/adv	gebruik/verb	volledig/adj	regio/noun	gebied/noun	dienst/noun	vestiging/noun	accoord/noun	blijf/verb	lek/noun	koop_op/verb	weg/adv	container_park/noun	marketing/noun	fiscus/noun	kijk_uit/verb	dagenlang/adj	help/verb	honderden/noun	consolidatie/noun	staat_bedrijf/noun	Italiaans/adj	prikkel/noun	er/adv	bedrijf_terrein/noun	eens/adv	aan/adj	onderga/verb	ver/adj	eerder/noun	in/adv	structureel/adj	activiteit/noun	dochter/noun	december/noun	dele/adv	werknemer/noun	geval/noun	andere/adv	balans/noun	besluit/verb	software_bedrijf/noun	landbouw_sector/noun	Japans/adj	drastisch/adj	gevaarlijk/adj	vervolgens/adv	maak_gebruik/verb	zal/verb	Frans/adj	zo/adv	totaal/adv	stel_uit/verb	brandweer/noun	snel/adj	secretariaat/noun	afdeling/noun	versneld/adj	grotendeels/adv	slaag/verb	hervorm/verb	zwak/adj	kwaliteit/noun	winstgevend/adj	voorwaarde/noun	eindig/adj	noodzaak/noun	wijze/noun	verplicht/verb	besta/adj	faillissement/noun	bovendien/adv	negatief/adj	bedraag/verb	marge/noun	filiaal/noun	positief/adj	tegelijkertijd/adj	1998/noun	buitenlands/adj	keus/noun	bespaar/verb	financieel/adj	maak/verb	marketing_afdeling/noun	verkoop/verb	productie/noun	vermoedelijk/adj	totaal/noun	prof_voetbal/noun	Tsetsjeens/adj	rendabel/adj	hand_DIM/noun	voetbal/noun	bestuur/noun	regionaal/adj	topman/noun	zorg/noun	plan/noun	oud/adj	1999/noun	tijd/adj	management/noun	ken/verb	uiteindelijk/adj	scheld_kwijt/verb	import_verbod/noun	medium_groep/noun	voortgang/noun	werkgever_organisatie/noun	doorgaans/adv	Roemeens/adj	kapitaal/noun	dicht/verb	tijdlang/noun	presteer/verb	word/verb	bank/noun	hoogte/noun	toenmalig/adj	afgelopen/adj	juli/noun	dwing/verb	termijn/noun	ontsla/verb	kom_terecht/verb	economie/noun	Belgisch/adj	staal_industrie/noun	zet_voort/verb	beteken/verb	onderdeel/noun	ga/verb	failliet/adj	dien/verb	ingekort/adj	miljard/noun	reserveer/verb	volop/adv	terug/adj	verlies/noun	morgen/noun	nationaal/adj	staart/noun	mede/adv	anders/adj	zwaarst/adj	tak/noun	eeuwig/adj	ga_in/verb	nooit/adv	moet/verb	samen/adj	betaal_af/verb	boek/verb	aandeel/noun	vandaag/adv	tennis_bond/noun	verlieslatende/adj	Vlaams/adj	gerechtelijk/adj	heel/adj	keten/noun	sanering/noun	jeugd_beleid/noun	openbaar/adj	tover_om/verb	wens/noun	verstoring/noun	vermindering/noun	kost/verb	gewoon/adj	beweging/noun	principe/noun	resultaat/noun	markt/noun	charter_maatschappij/noun	eufemisme/noun	fuseer/verb	koers/noun	omvangrijk/adj	slank_af/verb	grondig/adj	sommig/adj	club/noun	zwaar/adj	voorzitter/noun	omroep/noun	breid_uit/verb	schuld/noun	fond_beheerder/noun	traject/noun	leger/noun	record_tijd/noun	industrieel/adj	Nederlander/noun
dissertatie/noun	0.0	0.94099146	0.955655	0.85471976	0.9494487	0.9715049	0.9944662	0.9748665	0.90672547	0.9013888	0.9134169	0.8442369	0.9461391	0.83016974	0.7455478	0.8678514	0.8951634	0.9032133	0.89293665	0.8736505	0.9438744	0.9247422	0.9042222	0.94133455	0.96547896	0.89155746	0.9759959	0.9293603	0.8601521	0.9484722	0.9614569	0.9212628	0.94903135	0.74142224	0.8722875	0.900544	0.77371514	0.83985335	0.81115985	0.9248647	0.8947743	0.87232035	0.8930766	0.9469834	0.88016504	0.93391263	0.92058957	0.8879079	0.88499695	0.9182312	0.8462906	0.87283105	0.91805506	0.9428623	0.9255875	0.86279625	0.8856151	0.92758983	0.9349477	0.8822532	0.9502367	0.83593917	0.93523496	0.91837764	0.84079516	0.97721803	0.9460586	0.9735531	0.91334045	0.8267235	0.980719	0.97566235	0.9526543	0.903899	0.83858913	0.85998154	0.8925452	0.955652	0.9731171	0.91566575	0.8760519	0.90069723	0.8509412	0.91352934	0.85156006	0.9675105	0.9267108	0.8546685	0.96263343	0.87763983	0.8927198	0.8592782	0.9429277	0.89041626	0.95639724	0.8445366	0.8465454	0.95785064	0.9494949	0.9535463	0.9266912	0.9397197	0.97705114	0.89830804	0.95665294	0.8771045	0.9367236	0.941769	0.8829643	0.9537996	0.9372042	0.94647884	0.9581043	0.90396863	0.8168386	0.9372531	0.955149	0.91499895	0.9121194	0.8532372	0.931731	0.9465998	0.88980275	0.958124	0.93937904	0.86517864	0.9556008	0.9272556	0.95438623	0.8212272	0.88832515	0.8535019	0.92647165	0.90369123	0.91989523	0.895842	0.88809186	0.91139984	0.9671314	0.8242285	0.8923553	0.96144235	0.9320092	0.95117676	0.9750533	0.8975385	0.948622	0.97889256	0.86520016	0.90336883	0.8961872	0.9471905	0.81755215	0.924372	0.9259265	0.9339781	0.93665665	0.9120949	0.90994847	0.7840599	0.8878853	0.960886	0.9541537	0.979559	0.8238464	0.9798443	0.9466525	0.9163223	0.88245827	0.9565762	0.9594591	0.8778712	0.87670857	0.8283294	0.9430972	0.79504836	0.935387	0.8904405	0.9431524	0.8828389	0.93535775	0.96411383	0.90162086	0.89000005	0.9601291	0.93780917	0.87924796	0.9563969	0.87331647	0.9233229	0.9282591	0.86041945	0.94186234	0.97134763	0.8355473	0.92694235	0.85472214	0.949552	0.84344727	0.94411135	0.982506	0.9561929	0.88283217	0.9161644	0.9196728	0.894188	0.86621517	0.8732821	0.8752542	0.9135456	0.93783164	0.8930913	0.9413326	0.86720634	0.86807704	0.9177946	0.9646453	0.8408211	0.93538886	0.8584974	0.93343514	0.936778	0.91576964	0.873371	0.88572395	0.916267	0.9223028	0.9178532	0.9332905	0.9670962	0.94239056	0.954412	0.9107303	0.9451266	0.9157443	0.96632373	0.9404864	0.94086766	0.9664269	0.908358	0.9541949	0.9303458	0.92749846	0.8899329	0.9611008	0.9726925	0.8585801	0.88419884	0.87115794	0.89031816	0.9344018	0.7217978	0.88002	0.96282774	0.9023257	0.87363154	0.96183807	0.9326231	0.8206861	0.94357413	0.91625744	0.92923725	0.9289392	0.9430008	0.82120895	0.9095405	0.92371035	0.92468977	0.8746693	0.9088484	0.94115305	0.89074296	0.9636163	0.9479152	0.9071971	0.9739062	0.88808393	0.9660816	0.9404842	0.9125665	0.91421	0.9393042	0.8778504	0.8943376	0.95743996	0.9680783	0.9255665	0.92429304	0.92871356	0.96498275	0.9621199	0.9458629	0.9168942	0.94151115	0.8929885	0.92525256	0.93820375	0.86092895	0.8565307	0.87898767	0.93672824	0.9453545	0.92624694	0.9399421	0.8785386	0.9255915	0.91521025	0.89114106	0.9320047	0.92112374	0.87253445	0.8718948	0.8672683	0.8886453	0.9912187	0.90757704	0.88626325	0.9345699	0.9636584	0.8668191	0.8643215	0.9370486	0.8826011	0.9332288	0.88706845	0.94974065	0.91785586	0.9415231	0.7192887	0.8803914	0.79339087	0.95562834	0.9323228	0.97331244	0.99474865	0.8728539	0.9002901	0.9531003	0.91552716	0.8916583	0.8485262	0.9335815	0.88044316	0.9132853
aantal/noun	0.94099146	0.0	0.74173725	0.59704006	0.71871495	0.9340349	0.9077361	0.6062747	0.8737258	0.7139098	0.88216454	0.75606096	0.9524548	0.73851216	0.90591073	0.7734075	0.91251945	0.77632034	0.7130128	0.69599056	0.8745729	0.6565458	0.8687511	0.63546944	0.73304105	0.52966666	0.79679257	0.71091557	0.820163	0.87001103	0.8174224	0.75563025	0.7369463	0.821702	0.7623986	0.66285634	0.8956631	0.7243519	0.70233136	0.81853914	0.6524948	0.8352417	0.7637284	0.82396024	0.92095506	0.6378931	0.6144687	0.7197474	0.8176816	0.56308544	0.8591608	0.6492504	0.7140872	0.8488735	0.7976781	0.84099483	0.79116416	0.6488042	0.74722606	0.77912694	0.9532334	0.7014667	0.8622764	0.8972039	0.78282505	0.8838462	0.67366683	0.87109745	0.6440617	0.64406	0.9749718	0.8575754	0.7035904	0.8178976	0.86565876	0.70014745	0.6674998	0.9072814	0.87079275	0.7697034	0.90585583	0.931977	0.7343055	0.606299	0.72071284	0.8236587	0.73717546	0.78889394	0.785135	0.54943573	0.58398616	0.5872958	0.6187867	0.5565711	0.58432204	0.5789869	0.69757324	0.96344143	0.83148307	0.73349345	0.87150854	0.84409076	0.63728654	0.66233724	0.7606819	0.7146487	0.6685755	0.7409271	0.7597194	0.6571008	0.65039593	0.6510704	0.7924693	0.6738679	0.7338091	0.8990897	0.59610903	0.88064504	0.6338408	0.80177027	0.8336403	0.53113186	0.83797777	0.8200717	0.7337793	0.73953986	0.7407572	0.70238996	0.95767456	0.8201365	0.83036053	0.68979293	0.6539535	0.74630535	0.74706507	0.89895916	0.67917824	0.80208063	0.7532886	0.76962733	0.69304025	0.5617752	0.76710963	0.6311023	0.78946275	0.8318903	0.680386	0.8621068	0.67984605	0.8170273	0.74579567	0.70997524	0.7751991	0.7141932	0.5097714	0.69516253	0.85819125	0.8587656	0.6351791	0.82823616	0.7505735	0.7629185	0.76101947	0.90483546	0.87942356	0.7749655	0.6814563	0.6956929	0.6940402	0.82432204	0.72955596	0.7599171	0.7089437	0.887633	0.86711633	0.75025886	0.6420263	0.7469177	0.81100595	0.63282216	0.56104875	0.71921265	0.81602305	0.875051	0.59416616	0.86258906	0.7428932	0.859445	0.7578478	0.7377471	0.6992298	0.7091975	0.5408231	0.8433318	0.8350468	0.801844	0.60268456	0.760423	0.8415406	0.6678306	0.8437573	0.8776268	0.75559354	0.80201036	0.6690684	0.60043216	0.6951883	0.8416281	0.7118093	0.8747789	0.82072353	0.5687295	0.7284663	0.8190211	0.7459166	0.8052075	0.64378947	0.62958276	0.6043874	0.65005285	0.79525554	0.781836	0.68650043	0.6871635	0.8583557	0.65374553	0.7497078	0.6363497	0.8495805	0.58244693	0.66650754	0.92175364	0.81057775	0.67371583	0.54446757	0.8721621	0.5409763	0.77222717	0.926065	0.61444616	0.9137727	0.9171327	0.81468666	0.72930986	0.7244166	0.7931498	0.6642562	0.8496728	0.742895	0.8543624	0.6808245	0.8628127	0.81409353	0.75881964	0.869732	0.7032559	0.70738107	0.7971778	0.77297634	0.8589216	0.6860804	0.917821	0.7967509	0.7881317	0.65899336	0.6664624	0.6575676	0.8455564	0.63195074	0.8474893	0.6511515	0.5909631	0.7232219	0.86220866	0.70920277	0.7381989	0.7226068	0.6653689	0.5398873	0.6860571	0.7239078	0.692052	0.6811645	0.66803205	0.7576679	0.77366734	0.79541653	0.8972498	0.57854486	0.90885675	0.8660954	0.9146638	0.7156351	0.8727442	0.82847476	0.71580964	0.9460433	0.83242357	0.9333995	0.6187004	0.8102913	0.7576962	0.7267509	0.6585017	0.8639027	0.8309405	0.6270504	0.84989744	0.72218823	0.80757785	0.6229094	0.5732049	0.7808893	0.8163855	0.88393956	0.8553312	0.81425	0.547114	0.80439866	0.9023145	0.8613352	0.82769334	0.7866416	0.7319428	0.7549107	0.85643697	0.6237516	0.7044091	0.7295333	0.5595045	0.7659438	0.84931374	0.81960773	0.83215284	0.9434649	0.8221283	0.60772884	0.6864788	0.82069826	0.7956859	0.839095	0.812179	0.67608315	0.89202416
beslissing/noun	0.955655	0.74173725	0.0	0.6685895	0.8908862	0.80791384	0.90412337	0.77097327	0.8187348	0.8043691	0.9284238	0.7887509	0.837145	0.7810226	0.9039138	0.8201494	0.9021711	0.8265026	0.8515666	0.8719992	0.8712697	0.7649941	0.8732159	0.82302845	0.7459994	0.7432236	0.77324927	0.78971386	0.8308685	0.98267794	0.9423852	0.8065403	0.87241125	0.8350725	0.820588	0.8013374	0.89864504	0.89556426	0.7773606	0.8406673	0.7830411	0.8218591	0.53310513	0.7613974	0.9696307	0.89234316	0.7913468	0.85384315	0.8056557	0.858661	0.8304111	0.77861935	0.6872928	0.8264858	0.91079617	0.87408155	0.76518905	0.77545106	0.8238336	0.8772172	0.973546	0.8667769	0.8264288	0.9551747	0.8225428	0.81077635	0.9442447	0.83377063	0.81345177	0.66068894	0.96129656	0.8278548	0.7839639	0.9618975	0.8200688	0.77898514	0.76689947	0.89919287	0.83665544	0.7470219	0.9295365	0.983192	0.72837317	0.7958474	0.8361358	0.84915316	0.8340611	0.8024848	0.8744486	0.78504926	0.7751462	0.692909	0.74953365	0.7656021	0.80428725	0.7740618	0.79030055	0.85732067	0.93672574	0.76114166	0.8499375	0.79237634	0.8320429	0.6366506	0.82751316	0.8950296	0.8956226	0.85572046	0.8379464	0.7974953	0.86210907	0.7563358	0.8040705	0.8577388	0.93489367	0.9574191	0.73483706	0.9167951	0.6939002	0.83700716	0.8676418	0.7850463	0.8359517	0.82443494	0.82748014	0.8298504	0.8690267	0.80789566	0.94416684	0.87602496	0.83818674	0.8045678	0.7863147	0.7266291	0.8038739	0.8595059	0.7840886	0.77153975	0.87209266	0.7220992	0.9087451	0.73149145	0.80823475	0.65103066	0.8420259	0.8398477	0.831946	0.949551	0.90413094	0.8884586	0.80866575	0.8751473	0.88246065	0.76810604	0.8095042	0.6100323	0.84265745	0.8671838	0.84055424	0.837006	0.9222585	0.8454291	0.87825143	0.796039	0.9187907	0.8725587	0.88934344	0.7846135	0.7997808	0.81964546	0.828706	0.822221	0.88891596	0.88212574	0.936989	0.7286583	0.8110025	0.77686733	0.9406734	0.7672441	0.8109153	0.8328277	0.7834055	0.89410883	0.79678446	0.81804657	0.9183841	0.7942687	0.52192855	0.8813865	0.8229662	0.8292029	0.75166917	0.95204556	0.8509934	0.8873672	0.6441891	0.7839478	0.8143755	0.9275525	0.6610398	0.87220144	0.8806171	0.75082695	0.77794486	0.85087436	0.78942835	0.8312005	0.7611233	0.9004448	0.86480796	0.82501215	0.73593205	0.88325214	0.8421129	0.82783234	0.70396006	0.85939866	0.68405515	0.76804656	0.7464924	0.93894845	0.89104956	0.8547822	0.80508024	0.8159506	0.8765046	0.8178109	0.83405447	0.7247186	0.8031405	0.92021877	0.91226965	0.8062412	0.75833595	0.85010874	0.7902044	0.8851889	0.9173876	0.8255298	0.9881631	0.904591	0.73524094	0.7820321	0.7755247	0.91239053	0.6249333	0.92578363	0.8138379	0.78809345	0.7563755	0.96603256	0.8269759	0.8387564	0.8116719	0.7855102	0.8293964	0.8245314	0.88298947	0.83083576	0.8817051	0.9072883	0.8024007	0.8802204	0.65916634	0.8629101	0.7621294	0.7263944	0.8302068	0.7935462	0.6442802	0.7440498	0.74147135	0.8145685	0.81918365	0.7371539	0.84574187	0.77553755	0.76478976	0.81873333	0.81196123	0.8152467	0.727981	0.75130975	0.92057383	0.9278246	0.88847697	0.9061816	0.8348663	0.74641216	0.84338695	0.9200835	0.80511415	0.8344595	0.9306152	0.8658624	0.88281107	0.793688	0.9321189	0.6964883	0.8349677	0.81197464	0.8506894	0.8250929	0.7381805	0.8153316	0.8227782	0.8055005	0.67714894	0.93076557	0.8880656	0.72916305	0.82361376	0.80476177	0.82456803	0.7773634	0.85872376	0.72028077	0.89338654	0.9322027	0.8980568	0.745067	0.6980914	0.8495093	0.74869704	0.83038807	0.7576564	0.8421444	0.90700895	0.72026604	0.87245023	0.8898973	0.85181653	0.81103015	0.7936562	0.8366082	0.7595229	0.7993338	0.8641384	0.84694886	0.87804025	0.96906227	0.8913615	0.97514486
kondig_aan/verb	0.85471976	0.59704006	0.6685895	0.0	0.70654917	0.9077169	0.8030181	0.65843165	0.92769355	0.5786741	0.925408	0.8070425	0.9272896	0.72445416	0.8280184	0.81222725	0.85748833	0.6845102	0.62218785	0.71056485	0.87584525	0.679989	0.87080175	0.587318	0.6720027	0.5199801	0.7593841	0.82939196	0.82471555	0.84335434	0.7822624	0.7106507	0.8166907	0.75039196	0.9283744	0.82921505	0.840917	0.6346648	0.7012264	0.81682277	0.5414087	0.8642005	0.6528326	0.87300706	0.9300412	0.6795899	0.568945	0.5284168	0.88510007	0.5840112	0.78234255	0.62987244	0.6733371	0.7618233	0.74886644	0.8432143	0.66007197	0.49565142	0.7486166	0.85687894	0.9338992	0.7746918	0.8188182	0.8798362	0.7991098	0.81556773	0.7711474	0.9113459	0.70680046	0.5834243	0.9583313	0.7737951	0.5183195	0.8569274	0.88219047	0.68168986	0.6536714	0.8865913	0.70673716	0.7160758	0.8665999	0.9084534	0.6987094	0.60045755	0.61161137	0.874467	0.5756501	0.74414945	0.7582362	0.47117466	0.50979733	0.4227885	0.48506647	0.51880336	0.5376256	0.5033406	0.7247474	0.86472404	0.8832251	0.6935059	0.7614242	0.72981536	0.85683036	0.66693234	0.6423402	0.63217723	0.64657104	0.77311975	0.6231689	0.61315155	0.6568693	0.5374384	0.78752065	0.7033061	0.8214476	0.84860027	0.64730513	0.8570323	0.64587426	0.8309045	0.8770602	0.6829332	0.7212306	0.71443224	0.64936256	0.9009925	0.71741974	0.6343901	0.9635816	0.65769947	0.6812731	0.7888978	0.7834939	0.58443755	0.6538115	0.8462379	0.44463736	0.69803345	0.6872543	0.68656933	0.7129005	0.42831331	0.6240965	0.45533812	0.6798961	0.8503098	0.7028606	0.89594865	0.71982825	0.8455112	0.65252924	0.7940045	0.8179426	0.706357	0.52625096	0.60292107	0.8347838	0.8247753	0.59383345	0.8342866	0.8371965	0.7889354	0.7889728	0.81636655	0.8134254	0.805543	0.70156777	0.62885725	0.5210996	0.58867943	0.80795467	0.79181534	0.7481011	0.8858991	0.79092556	0.63617945	0.7336956	0.65346205	0.8112639	0.6173744	0.6039288	0.62611425	0.70858955	0.88926214	0.5690411	0.8837285	0.8082851	0.81241095	0.4058044	0.6249114	0.6813792	0.5265485	0.5971879	0.89063185	0.84605217	0.80502754	0.64719975	0.527779	0.8531885	0.737093	0.60719335	0.9365717	0.78440297	0.77197266	0.651865	0.6050386	0.66087395	0.7577615	0.6488988	0.84212613	0.867131	0.4975475	0.73866093	0.77986586	0.6764742	0.7892336	0.6612723	0.70843947	0.5279409	0.72236586	0.8524594	0.76701975	0.73011893	0.5516235	0.8553715	0.6971055	0.56620085	0.64101946	0.8331438	0.60156953	0.57717216	0.84638405	0.79398036	0.53284866	0.65913206	0.78927517	0.7312391	0.7185356	0.812088	0.59085536	0.93631005	0.85044503	0.65708077	0.6109477	0.46629632	0.8747472	0.5532484	0.8023268	0.55880034	0.8443671	0.5671757	0.8676309	0.8226142	0.7389971	0.8070037	0.6640495	0.7182095	0.69215226	0.8332661	0.7318437	0.6407622	0.89677745	0.7612853	0.7383771	0.6932998	0.5598521	0.86950994	0.6484972	0.6540464	0.69373393	0.4670937	0.6603315	0.48077917	0.8197143	0.69088537	0.5558115	0.6320381	0.5747812	0.6920165	0.52003753	0.69988036	0.467169	0.7611252	0.83193666	0.75641495	0.8063389	0.7193903	0.81063986	0.5767939	0.78302044	0.69410074	0.93402874	0.704044	0.87010044	0.8371439	0.620057	0.9005824	0.7659566	0.9288784	0.7228584	0.7108532	0.75539494	0.6447555	0.6670307	0.7196356	0.76180696	0.5864248	0.7139666	0.66887856	0.7645988	0.68817985	0.50628805	0.836498	0.8192194	0.76806617	0.7946991	0.85785496	0.7008815	0.79124874	0.91969854	0.8608652	0.8016666	0.65963924	0.65889275	0.65452516	0.89046955	0.5124583	0.6665096	0.659794	0.64153194	0.7232934	0.84232706	0.7074958	0.7205761	0.7957021	0.7161993	0.6017243	0.6612806	0.81154275	0.82877153	0.7440481	0.87910575	0.59520733	0.89716583
lever/verb	0.9494487	0.71871495	0.8908862	0.70654917	0.0	0.9105248	0.8952346	0.6853685	0.8992043	0.7040312	0.79869056	0.7020519	0.8642408	0.74175763	0.8620436	0.7160728	0.6231873	0.8752001	0.7631303	0.6790097	0.6766944	0.5885043	0.9194853	0.7776933	0.7084966	0.63822496	0.8535555	0.72445583	0.8677191	0.86138827	0.77024806	0.6359439	0.79692346	0.73737955	0.78251004	0.6049694	0.80004716	0.73650706	0.7487174	0.6435623	0.6918036	0.8885893	0.78187597	0.7793106	0.7684977	0.65992826	0.72920513	0.8705927	0.7501551	0.6371859	0.769299	0.6442798	0.8375279	0.8420776	0.74706614	0.80193776	0.72954434	0.5844451	0.6434734	0.6747728	0.8601752	0.7719197	0.6679245	0.7828822	0.74046993	0.88515913	0.71732616	0.86469305	0.727913	0.82568884	0.97171926	0.8381927	0.85264647	0.6745703	0.75764436	0.7045028	0.65392804	0.92826164	0.80148405	0.8122115	0.78861666	0.86452985	0.7038789	0.6189002	0.78698397	0.80319947	0.65133584	0.9125032	0.6210016	0.67178565	0.625495	0.666536	0.71163654	0.6746297	0.65448165	0.68662894	0.8219614	0.9173173	0.7581328	0.6302663	0.81724966	0.900257	0.6606804	0.6616016	0.6400743	0.69171286	0.80072516	0.8000493	0.7858258	0.67665696	0.6610862	0.79883116	0.8503211	0.67266905	0.8718579	0.8362062	0.63166094	0.8659445	0.710871	0.8756003	0.83998686	0.6605712	0.87241066	0.71529317	0.7738589	0.8054012	0.7383933	0.90146804	0.8742088	0.8255331	0.9021064	0.7286183	0.7682033	0.87931406	0.77425385	0.9320034	0.6477078	0.8675209	0.8301163	0.8125843	0.73743725	0.7025512	0.69541466	0.7410641	0.8008887	0.7484157	0.7197387	0.8548863	0.6837919	0.5632804	0.768837	0.81938255	0.83641756	0.7423581	0.70515954	0.77008677	0.8475586	0.8570709	0.7268839	0.89390314	0.8026185	0.7266429	0.7584329	0.85460246	0.86545354	0.78192794	0.81225574	0.735448	0.7468306	0.75496227	0.6786368	0.81614166	0.8526267	0.9300761	0.8718768	0.79726434	0.8724936	0.9088436	0.84250236	0.663181	0.7215175	0.8401468	0.95121646	0.8588351	0.59669006	0.8008666	0.7695768	0.7219598	0.8329296	0.75637144	0.76092887	0.64861465	0.7832148	0.85875916	0.84056675	0.62092584	0.7710815	0.65835404	0.8687823	0.84158826	0.86380684	0.86662287	0.8078161	0.8775316	0.7272891	0.7451483	0.71647894	0.7351779	0.7239944	0.7242471	0.64422274	0.5681209	0.7696583	0.8923228	0.77586627	0.7520505	0.73256755	0.68907535	0.7342024	0.56454223	0.6910797	0.7138295	0.6887231	0.77826095	0.79642874	0.6797198	0.8058637	0.64826846	0.82687706	0.6901759	0.6285894	0.70570993	0.7730145	0.57736754	0.5863093	0.9029897	0.88039684	0.8346731	0.841887	0.64624715	0.8538383	0.83539325	0.73621213	0.73118246	0.68413234	0.61563766	0.68491316	0.783487	0.83053744	0.8747621	0.6285858	0.77011746	0.85990477	0.8829675	0.89641166	0.83692944	0.68197155	0.763222	0.6033333	0.80076516	0.6209561	0.8527559	0.84708166	0.7116939	0.8214279	0.7205524	0.8142495	0.82578677	0.7451191	0.95062613	0.68198156	0.67973053	0.75613785	0.8644966	0.72019374	0.7136202	0.8232291	0.76349676	0.7037213	0.6525576	0.8234328	0.66556096	0.7444705	0.8600883	0.76974237	0.8231012	0.8376069	0.9560851	0.59930134	0.86136615	0.8435282	0.93181586	0.725739	0.948226	0.79066133	0.7608378	0.94646823	0.8913366	0.93575555	0.8168675	0.71634793	0.8543366	0.6508095	0.63865995	0.84233856	0.8227279	0.6520947	0.7741896	0.80384517	0.8066963	0.7673588	0.69646233	0.7953714	0.77459806	0.76935124	0.7985563	0.86068296	0.72798777	0.76236963	0.87374234	0.7961101	0.8117381	0.73656434	0.6683216	0.8584118	0.8473665	0.7778019	0.6733146	0.6714494	0.69316125	0.8385212	0.82539	0.85400826	0.8262962	0.8821001	0.78090733	0.68010974	0.7281631	0.762613	0.8369471	0.82032984	0.86266553	0.65634215	0.91759896
