	EU/name	stoot_af/verb	word/verb	dissertatie/noun	bank/noun	aan/adj	hoogte/noun	zoals/comp	vernieuw/verb	Groep/name	beslissing/noun	dit/det	Jacobs/name	onderga/verb	daarom/pp	aldus/prep	ver/adj	afgelopen/adj	juli/noun	geregeld/adj	dwing/verb	toezicht/noun	eerder/noun	voor/comp	voetbal_bond/noun	structureel/adj	Meerhout/name	keer/adv	basis/prep	Usinor/name	luid/verb	activiteit/noun	Wereldbank/name	kosten/noun	maar/adv	dochter/noun	ontsla/verb	december/noun	privatiseer/verb	dele/adv	onderscheid/noun	werknemer/noun	geval/noun	tot/vg	namelijk/adv	moeilijkheid/noun	bedrijf_terrein/noun	Palm/name	op/adv	organisatie/noun	door/part	economie/noun	gedetailleerd/adj	familie_bedrijf/noun	RTBF/name	samenleving/noun	om/comp	balans/noun	software_bedrijf/noun	landbouw_sector/noun	Belgisch/adj	rationaliseer/verb	staal_industrie/noun	drastisch/adj	spoor_weg/noun	Adriaan/name	al/adv	beteken/verb	nieuw/adj	bank_sector/noun	winst/noun	sociaal/adj	Belgische/name	luchtvaart_maatschappij/noun	Spoorwegen/name	danwel/vg	ons/det	probeer/verb	onderdeel/noun	ga/verb	failliet/adj	Landamp;H/name	huishouding/noun	verbeter/verb	vervolgens/adv	diep/noun	te/comp	die/det	baan/noun	gewapend/adj	Post/name	Fabricom/name	top_club/noun	nu/adv	druk/noun	reorganiseer/verb	zal/verb	Frans/adj	intercommunale/adj	om/part	extreem/adj	ingekort/adj	Europa/name	Wellink/name	brandweer/noun	honderd/num	miljard/noun	reserveer/verb	volop/adv	luchtvaart_bedrijf/noun	snel/adj	terug/adj	secretariaat/noun	slechts/adv	betreft/prep	smelt_samen/verb	tijd/noun	dollar/noun	efficiënt/adj	voorrang/noun	verlies/noun	en/vg	uitgebreid/adj	morgen/noun	kader/prep	meestal/adv	nationaal/adj	maar/vg	staart/noun	schooljaar/noun	versneld/adj	AG/name	vermogen/noun	grotendeels/adv	sinds/prep	eindelijk/adj	mede/adv	anders/adj	zwaarst/adj	GIA/name	Nissan/name	enig/det	Camera/name	het/noun	hervorm/verb	tak/noun	zwak/adj	succesvol/adj	voldoende/det	bezig/adj	eeuwig/adj	ze/pron	winstgevend/adj	hetgeen/pron	aan/comp	toen/adv	noodzaak/noun	ga_in/verb	nooit/adv	moet/verb	opleiding/noun	verplicht/verb	voeg_samen/verb	samen/adj	Chrysler/name	besta/adj	weer/adv	manier/noun	bovendien/adv	boek/verb	natuur/noun	begin/adv	negatief/adj	bedraag/verb	vandaag/adv	als/comp	filiaal/noun	fabriek/noun	duur/verb	tennis_bond/noun	omdat/comp	Agfa-Gevaert/name	Top/name	jaar/noun	positief/adj	dus/adv	fors/adj	log/adj	tegelijkertijd/adj	het/det	waardoor/pp	verlieslatende/adj	eveneens/adv	Vlaams/adj	1998/noun	opnieuw/adv	buitenlands/adj	heel/adj	Philips/name	daarop/pp	keten/noun	1/noun	het/comp	zich/pron	zeventig/num	heb/verb	jeugd_beleid/noun	merk/noun	schrap/verb	tover_om/verb	financieel/adj	goedkoop/adj	Vanenburg/name	directie/noun	maak/verb	Bax/name	geldelijk/adj	twaalf/num	marketing_afdeling/noun	verkoop/verb	groep/noun	poging/noun	specialist/noun	waarbij/pp	flink/adj	noorden/noun	onder/adv	gebruik/verb	terwijl/comp	kost/verb	volledig/adj	regio/noun	dat/pron	jeugd_voetbal/noun	ander/adj	haar/det	ten/adv	lening/noun	wil/verb	vermoedelijk/adj	beweging/noun	totaal/noun	gebied/noun	kop/noun	kosten/prep	principe/noun	prof_voetbal/noun	dienst/noun	meen/verb	rendabel/adj	accoord/noun	blijf/verb	voetbal/noun	zonder/prep	vorig/adj	de/det	ervaring/noun	resultaat/noun	moderniseer/verb	markt/noun	hun/det	zodat/comp	overheid/noun	container_park/noun	wat/prep	fuseer/verb	Unilever/name	regionaal/adj	topman/noun	omvangrijk/adj	slank_af/verb	marketing/noun	top/noun	Italiaan/noun	fiscus/noun	last/prep	dringend/adj	gemengd/adj	oud/adj	1999/noun	zijn/det	dagenlang/adj	grondig/adj	fantastisch/adj	sommig/adj	management/noun	administratie/noun	ken/verb	het/prep	verdwijn/verb	vaak/adj	sector/noun	uiteindelijk/adj	Verenigd/name	volgens/prep	club/noun	zwaar/adj	zonder/comp	ABX/name	eerst/adv	import_verbod/noun	medium_groep/noun	help/verb	werkgever_organisatie/noun	doorgaans/adv	breid_uit/verb	schuld/noun	fond_beheerder/noun	honderden/noun	band/noun	concern/noun	traject/noun	Roemeens/adj	kapitaal/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	record_tijd/noun	consolidatie/noun	Nederlander/noun	dicht/verb	wij/pron	tijdlang/noun	staat_bedrijf/noun	prikkel/noun	industrieel/adj	bedrijf/noun	er/adv	kijk_uit/verb	of/vg
EU/name	0.0	0.809074	0.68697727	0.89764696	0.72253954	0.85829735	0.85609466	0.82704985	0.7238864	0.9185811	0.76927704	0.8518513	0.93162453	0.7459891	0.6655642	0.87744296	0.6424998	0.72426414	0.766624	0.8420949	0.71394444	0.72134787	0.81153226	0.9075008	0.69807595	0.59233975	0.92520136	0.8814193	0.7051634	0.8592144	0.9261668	0.73298293	0.6297611	0.76737815	0.8190835	0.9403796	0.804981	0.76680124	0.65209734	0.82671344	0.8820287	0.81691176	0.8615781	0.8589512	0.86302745	0.72488755	0.84461904	0.9464194	0.8932426	0.6831558	0.7899568	0.5993402	0.80255944	0.80843747	0.8978282	0.73736733	0.6859196	0.8548455	0.85830814	0.68223584	0.72863984	0.88712156	0.6320812	0.66348016	0.7261491	0.95664954	0.867751	0.7510433	0.8181536	0.60782164	0.86611855	0.6944679	0.93379325	0.73090893	0.8581574	0.88521534	0.79754114	0.805476	0.82319736	0.8968058	0.8294976	0.83926064	0.81449085	0.7031555	0.85658145	0.83924633	0.7054759	0.8380785	0.83578485	0.93833506	0.8408513	0.8611846	0.79321945	0.8251046	0.6459683	0.77769953	0.6949128	0.7965185	0.89222556	0.84998304	0.8574887	0.82513	0.5152719	0.79055107	0.8046388	0.87900484	0.7857238	0.7889817	0.82145405	0.76175404	0.72784036	0.95267975	0.91180414	0.8073102	0.8146289	0.7949171	0.8441691	0.8156791	0.78833324	0.83480245	0.8478419	0.7013072	0.8457266	0.88099396	0.82711804	0.8998521	0.75832963	0.8028892	0.95783836	0.8394216	0.71493226	0.9151823	0.8554648	0.6905128	0.79454434	0.8333994	0.7226559	0.84261394	0.848265	0.91324615	0.867177	0.82591546	0.93805534	0.91132027	0.621551	0.8607391	0.83771455	0.8336597	0.8963867	0.84141046	0.92716557	0.88844997	0.85281646	0.77618873	0.8092555	0.90739006	0.6473978	0.734601	0.904514	0.6992377	0.752929	0.7899763	0.79198843	0.8811264	0.83944225	0.7421822	0.9276248	0.84763575	0.7608206	0.90259534	0.81910354	0.85047454	0.8362651	0.8444429	0.8874543	0.7859821	0.82782423	0.82144606	0.8559909	0.86330867	0.72304463	0.8394176	0.9094997	0.8915782	0.8862497	0.8052345	0.7350482	0.80301744	0.7658377	0.8035092	0.7047733	0.8595593	0.8365855	0.78993	0.79136384	0.8405193	0.7331073	0.78829205	0.85181355	0.9232885	0.8168529	0.7262557	0.8217324	0.7532041	0.9194189	0.8041111	0.8068648	0.8650584	0.76970804	0.86995703	0.6619166	0.76620847	0.9272316	0.7768844	0.90212065	0.8941848	0.8537823	0.8580376	0.9085115	0.858914	0.8405033	0.7235721	0.7292886	0.7665357	0.82420355	0.8382899	0.7712685	0.7807921	0.7962253	0.8751873	0.73645806	0.7208611	0.78177315	0.8933623	0.88834614	0.82140034	0.7912504	0.7217732	0.7083514	0.83529603	0.7826939	0.8673817	0.75972676	0.9472625	0.89717984	0.7110858	0.7958252	0.75659525	0.80253273	0.8495381	0.7088249	0.8002439	0.83650255	0.81826687	0.8013712	0.62221426	0.8435201	0.84961534	0.65414655	0.68456435	0.77172375	0.7455734	0.6026019	0.85013545	0.8172111	0.83675647	0.8739343	0.77128655	0.85024893	0.7150209	0.7828122	0.8612599	0.74372786	0.9042737	0.80451447	0.87703174	0.69765013	0.91854745	0.8286563	0.7182735	0.88627905	0.8739055	0.7325778	0.9589155	0.7864476	0.78446466	0.7086554	0.8915524	0.7792353	0.85430765	0.86818707	0.62074035	0.80971134	0.8028192	0.7236835	0.78815913	0.7888338	0.79309225	0.86009485	0.7877043	0.49085325	0.8619187	0.68097854	0.8082229	0.80348057	0.68787277	0.73471105	0.8149861	0.82385707	0.83265966	0.7480613	0.8296878	0.7520811	0.7685589	0.7459949	0.7179927	0.7860301	0.6708006	0.8464447	0.65923095	0.87995195	0.83956045	0.8310149	0.91854805	0.7438971	0.80318534	0.79119307	0.739309	0.78376424	0.92806876	0.8821056
stoot_af/verb	0.809074	0.0	0.6054035	0.93273664	0.502339	0.87181973	0.8737253	0.55796826	0.7231203	0.5055487	0.74826276	0.7200854	0.95272017	0.84620446	0.7424089	0.82713807	0.7006349	0.7282345	0.87076956	0.84956664	0.5692163	0.7034658	0.59333175	0.84124166	0.85250354	0.5920508	0.9679222	0.9044913	0.81585264	0.6923901	0.76030356	0.3053981	0.68932784	0.609852	0.8897625	0.44346982	0.53093565	0.8934241	0.51428366	0.84290075	0.8542603	0.5138526	0.93111604	0.87158155	0.71260023	0.69032073	0.7072139	0.8687458	0.85856575	0.6876456	0.81439936	0.7074886	0.8523545	0.5929511	0.8946415	0.83380413	0.70500666	0.76056767	0.65630543	0.7333026	0.64691883	0.6478857	0.6899334	0.6165928	0.6826687	0.9603244	0.83551735	0.6884263	0.61839616	0.6164197	0.58170396	0.68854463	0.63261616	0.55108047	0.58850545	0.6195065	0.7904579	0.80744296	0.37350285	0.6859313	0.499148	0.74717176	0.8514817	0.71880734	0.7080178	0.9268839	0.665344	0.7682467	0.61279964	0.79407406	0.5424381	0.63479567	0.90207106	0.7948678	0.79213154	0.45007813	0.5999598	0.5716262	0.7343746	0.8076311	0.69871974	0.8977362	0.5826267	0.881839	0.7738388	0.79081935	0.67137945	0.76160926	0.68812704	0.54633677	0.74364066	0.81379986	0.79116666	0.8572487	0.8110947	0.5945381	0.9023108	0.7664149	0.58656806	0.72491205	0.5317125	0.63385785	0.7747414	0.94092435	0.7973306	0.81197023	0.8130887	0.819318	0.9068289	0.8169548	0.508713	0.5942974	0.781011	0.6085421	0.7594551	0.81561446	0.7365898	0.8840982	0.81258714	0.8863487	0.5736178	0.8949847	0.9377456	0.9287715	0.72363865	0.4141754	0.77310336	0.5780034	0.7547004	0.7925199	0.91864306	0.84006596	0.34810537	0.72386456	0.76615965	0.8183012	0.7051926	0.8431959	0.86496353	0.6719428	0.70913553	0.66771686	0.3690741	0.7143712	0.41595602	0.5446292	0.7388458	0.7824864	0.6117381	0.59942985	0.86067617	0.78279215	0.7210449	0.7691683	0.7603221	0.7932552	0.34985906	0.4337409	0.9391347	0.90639853	0.6580821	0.62959635	0.79480606	0.75308263	0.88478523	0.78121144	0.55540884	0.7472158	0.5887232	0.69612825	0.57675636	0.38666338	0.58703244	0.7782949	0.6596427	0.6029942	0.46500784	0.80175185	0.3937052	0.71251607	0.5164052	0.78992116	0.7978675	0.78266513	0.8018974	0.7969912	0.775898	0.53031635	0.3604222	0.7852689	0.58242285	0.63494015	0.77605253	0.4779746	0.7110664	0.9148492	0.7915582	0.8144791	0.674476	0.27759427	0.6226585	0.66366744	0.7752362	0.53549683	0.6545963	0.8691466	0.5681441	0.76087236	0.69151366	0.7874508	0.5887292	0.75802046	0.576879	0.9140988	0.65443015	0.7696126	0.8532677	0.6330067	0.56660545	0.89171934	0.8214804	0.69998723	0.7580401	0.8953383	0.66887534	0.8100186	0.79861325	0.6194352	0.80724823	0.4157973	0.76480335	0.7507537	0.94898313	0.82913506	0.69294107	0.7309598	0.9175797	0.68294275	0.7045113	0.49355996	0.67129654	0.6768054	0.63623035	0.821299	0.8166822	0.41798973	0.4291606	0.5153971	0.5657594	0.63809955	0.5421067	0.6908863	0.6873754	0.90846646	0.7393502	0.7137042	0.7296374	0.85957927	0.72760546	0.70048755	0.69756556	0.8651918	0.7717016	0.93753475	0.8290373	0.49591058	0.77556455	0.9027698	0.7507639	0.5060699	0.8390779	0.54653186	0.7539384	0.6412282	0.68504333	0.8000806	0.64369816	0.7484416	0.42809987	0.7521298	0.905262	0.56368876	0.7972975	0.7549273	0.80591786	0.6362941	0.6797904	0.8257445	0.743899	0.8065623	0.3139925	0.7486135	0.8116322	0.58741665	0.3244701	0.76289636	0.7854437	0.77916515	0.84990484	0.6469132	0.9379711	0.7505642	0.8949342	0.77690953	0.46920663	0.82768965	0.4655218	0.325841	0.8289233	0.83883405	0.6044488
word/verb	0.68697727	0.6054035	0.0	0.8582827	0.6660405	0.74502236	0.84571266	0.77688575	0.45529842	0.85639817	0.7075554	0.6933062	0.9311007	0.607431	0.53328645	0.87707853	0.6407449	0.74213547	0.7727641	0.7332269	0.68371713	0.6986935	0.67395544	0.75603485	0.74202883	0.63502806	0.90051997	0.7720039	0.783665	0.8343594	0.7632475	0.5853987	0.7168815	0.60729474	0.75806683	0.7865693	0.6643112	0.74068713	0.62835133	0.7265778	0.80410457	0.65894854	0.8094927	0.8002366	0.68125606	0.8006722	0.6761353	0.82603097	0.754903	0.76079416	0.7119628	0.71814597	0.79374576	0.66888	0.7332051	0.762404	0.5264519	0.8186166	0.7119386	0.6072222	0.86227727	0.7084826	0.71548206	0.5218754	0.60534024	0.9373238	0.6792513	0.66694295	0.71075547	0.68975556	0.81090295	0.6969021	0.89470845	0.6470705	0.6575043	0.80739665	0.7593614	0.6744729	0.6767175	0.6547954	0.7792293	0.77846575	0.83387494	0.6422986	0.5792038	0.8383826	0.4210478	0.643859	0.7095256	0.8350668	0.6427725	0.7605084	0.8936566	0.63844424	0.79856133	0.50975144	0.4266742	0.86351013	0.77432656	0.70186806	0.78071094	0.75105846	0.74682593	0.8426587	0.6595075	0.8029201	0.859604	0.79677695	0.75417155	0.7707199	0.59178823	0.88244605	0.7504832	0.80582964	0.90262306	0.7154894	0.81946176	0.85797226	0.6300243	0.70754457	0.7951524	0.6238667	0.8225356	0.85152215	0.8063688	0.8054668	0.8895106	0.6441406	0.89655346	0.72346556	0.57458115	0.8011818	0.8171255	0.6271908	0.74998844	0.7682396	0.7644137	0.8092247	0.87637454	0.9119546	0.6778281	0.86503917	0.86919534	0.8166121	0.59703296	0.7137063	0.8688678	0.77457595	0.82129425	0.73260003	0.86598104	0.6389084	0.6722388	0.5813925	0.6376982	0.78849417	0.6170696	0.78059006	0.79055744	0.38220698	0.63777626	0.7686349	0.6053145	0.89621294	0.724542	0.5110129	0.66251314	0.7001811	0.57253915	0.8433748	0.8470348	0.7066563	0.8427479	0.7948983	0.8488296	0.72190845	0.7224883	0.547606	0.80735064	0.84232104	0.5336565	0.77547234	0.8560176	0.73194325	0.88386136	0.6099552	0.67393184	0.70192444	0.59359515	0.7511914	0.49747843	0.6638125	0.7370404	0.8369893	0.77087533	0.57798576	0.745329	0.71997166	0.6572206	0.7694012	0.6823082	0.74430496	0.65103996	0.57358843	0.79525805	0.8197324	0.7799862	0.73521197	0.6493192	0.8765083	0.77222234	0.73522073	0.8080058	0.64128137	0.7468438	0.9597117	0.8016958	0.7693551	0.8779373	0.7057034	0.79511523	0.7452625	0.8449142	0.6190033	0.6093321	0.7742476	0.6985444	0.70673084	0.7618201	0.76863563	0.5273782	0.7637885	0.7014728	0.8820167	0.8005937	0.8232894	0.7858715	0.71253705	0.47155064	0.7571693	0.8048883	0.73901105	0.68150973	0.9066576	0.76304066	0.67704463	0.83172864	0.55859995	0.8034556	0.69876003	0.768603	0.7381542	0.896268	0.8115708	0.756553	0.8460305	0.89950174	0.77740467	0.53165257	0.7042555	0.6408995	0.42831612	0.6284002	0.65989983	0.92101765	0.64869887	0.69938064	0.73382837	0.8179637	0.7190218	0.5502398	0.7919258	0.9052524	0.7301458	0.7349379	0.70374405	0.57446706	0.8756747	0.7218976	0.7118294	0.75144964	0.79548156	0.5731468	0.90444744	0.76440597	0.67981917	0.66752166	0.8835479	0.80845785	0.5993613	0.782871	0.63282275	0.66800916	0.7529258	0.78015924	0.83609116	0.8220542	0.5542257	0.72969806	0.5725999	0.85680836	0.8759724	0.70697176	0.84176064	0.7886496	0.6201137	0.7709397	0.8549546	0.756827	0.8765975	0.5819281	0.58570236	0.79790837	0.72756994	0.6280331	0.62926984	0.5354171	0.6347654	0.7038497	0.7546963	0.88656515	0.80539745	0.70328355	0.7819633	0.5710734	0.7573184	0.7251815	0.5749505	0.63155526	0.846246	0.64699686
dissertatie/noun	0.89764696	0.93273664	0.8582827	0.0	0.95088947	0.90020704	0.8932066	0.954426	0.85659343	0.97999704	0.86227906	0.925317	1.0	0.7879963	0.88171864	0.99586916	0.93300873	0.89129996	0.88690335	0.89231443	0.90576774	0.9236567	0.921601	0.78934443	0.9690592	0.86066294	0.9586626	0.9644932	0.7822909	0.92869294	0.9580109	0.87835276	0.91435385	0.93810123	0.91299766	0.9128355	0.90079254	0.89457256	0.94024056	0.93709075	0.8830335	0.96146953	0.9461746	0.8138175	0.8771162	0.94890195	0.9610733	0.96176493	0.95918673	0.9100827	0.7689763	0.9356555	0.6716155	0.93120307	0.9335306	0.938305	0.9008793	0.9323747	0.93062514	0.91759074	0.97379136	0.9358413	0.8854676	0.93764186	0.9408422	0.96336466	0.88370275	0.94070876	0.9265793	0.9116414	0.91173863	0.87981594	0.97796464	0.9604478	0.92900395	0.9659217	0.902374	0.91168696	0.94200134	0.91448116	0.97206426	0.9008565	0.88267255	0.9116088	0.82842755	0.8580856	0.9064582	0.83180416	0.91670126	0.97966	0.95905316	0.9448353	0.9218159	0.85458446	0.9297214	0.87169355	0.87714434	0.98223126	0.96626866	0.8256018	0.93388176	0.8788037	0.93149227	0.94716984	0.93207633	0.9049232	0.9323415	0.94723856	0.9215739	0.9368491	0.87595546	0.9359167	0.96402204	0.8426516	0.96818304	0.9549316	0.85169566	0.94267493	0.93360347	0.95796007	0.9126242	0.8683476	0.70946336	0.87346226	0.66944957	0.79872715	0.94418293	0.87262905	0.8871634	0.9183148	0.89648664	0.9831461	0.87891966	0.90971243	0.89056736	0.7048032	0.83583045	0.92501146	0.87556845	0.9573431	0.96100044	0.8996831	0.99277127	0.8963691	0.8642173	0.962129	0.8811551	0.9105563	0.9213637	0.8197514	0.9227574	0.75226736	0.9403695	0.92519706	0.9319203	0.90956974	0.8634639	0.8485353	0.8388223	0.91384995	0.79765785	0.936052	0.9170357	0.91236544	0.9491525	0.87042487	0.85775214	0.9079795	0.84251153	0.9130592	0.91323924	0.9296661	0.90654695	0.90832007	0.9010839	0.9403668	0.94544375	0.9703048	0.821905	0.9481445	0.9053441	0.9042615	0.97097784	0.89166445	0.88493764	0.8910408	0.9071941	0.91823596	0.92118835	0.94065833	0.9305233	0.9723486	0.9036201	0.9183415	0.9408293	0.89679235	0.9194105	0.899341	0.94355714	0.8960116	0.9478807	0.9126664	0.9041219	0.8635492	0.92074054	0.86478657	0.816648	0.9464645	0.93787175	0.90656865	0.941294	0.9223593	0.9327427	0.95651406	0.9381679	0.98667556	0.8324822	0.88504195	0.92612547	0.9410053	0.8698099	0.89265835	0.8528556	0.83119977	0.93466073	0.9732968	0.79430467	0.8914342	0.8240078	0.93273765	0.91706485	0.97216356	0.88237536	0.9430502	0.95728207	0.6735003	0.9612478	0.88647026	0.9293765	0.9401391	0.9082231	0.92273563	0.9139798	0.93375796	0.96404535	0.9083751	0.9388037	0.9478846	0.967329	0.92290235	0.8570074	0.9159776	0.9326677	0.85053706	0.9680533	0.93760896	0.7580342	0.841295	0.840057	0.9484186	0.8766263	0.8479608	0.9032226	0.9559375	0.96989584	0.93370897	0.93193626	0.9347791	0.98805237	0.66667044	0.9282259	0.9424351	0.96484953	0.9624916	0.9172077	0.95111775	0.9180287	0.97397447	0.8949019	0.88208103	0.63141924	0.87573373	0.7651364	0.92769	0.9498948	0.943974	0.8505596	0.7043381	0.7234763	0.8412417	0.9490103	0.923201	0.8520346	0.95599097	0.9904004	0.95036435	0.9471561	0.8822283	0.9322814	0.8168548	0.95148647	0.94682	0.9711383	0.9362593	0.78412396	0.9072312	0.92181844	0.94719666	0.9221269	0.9189611	0.9304919	0.92006266	0.9460374	0.90879345	0.9435	0.94076735	0.88523054	0.89850664	0.92463636	0.8919989	0.9314547	0.9259151	0.84789044	0.9125337	0.9467772	0.9428958	0.9437328	0.9526325	0.84173363	0.9552576	0.93819904
bank/noun	0.72253954	0.502339	0.6660405	0.95088947	0.0	0.82893777	0.77710694	0.7485389	0.8130526	0.63700956	0.8454085	0.8180553	0.92942566	0.79234105	0.7384608	0.68809396	0.7871902	0.7530963	0.8702488	0.80171037	0.59903777	0.56981426	0.6258074	0.88215613	0.7304468	0.61026657	0.92872363	0.9485197	0.7649374	0.67073095	0.8009378	0.526839	0.54427016	0.6122885	0.91629	0.64683264	0.65859747	0.91975707	0.6141257	0.8663411	0.87635005	0.5630709	0.8724576	0.8885375	0.68387556	0.6419331	0.7990183	0.8674567	0.89561063	0.6527914	0.8447837	0.5658597	0.88063973	0.5878615	0.8351267	0.8056078	0.65528786	0.64621127	0.5062385	0.64140236	0.6168789	0.75761354	0.68324417	0.7073251	0.6485547	0.9422669	0.8856652	0.65075827	0.6911973	0.4488836	0.66950274	0.6358339	0.72243947	0.39881277	0.67804915	0.6332514	0.802445	0.7893916	0.5242982	0.69808495	0.57003856	0.5689012	0.8045505	0.71034575	0.65984815	0.94362503	0.64704716	0.79212457	0.7155514	0.87003505	0.5818505	0.716754	0.74616075	0.8256718	0.6068096	0.65896755	0.6352606	0.6709683	0.8248203	0.7802275	0.85564506	0.9313438	0.6141299	0.7071874	0.84290016	0.8044449	0.60290045	0.74989665	0.7747759	0.5895245	0.7311582	0.8423538	0.8115833	0.8688914	0.88197815	0.6723863	0.9094698	0.6406797	0.6246705	0.7506912	0.6315604	0.65539765	0.82245797	0.91140616	0.8632758	0.83724827	0.7326836	0.83995485	0.939716	0.8082827	0.5404855	0.6626799	0.6534656	0.6054525	0.86505663	0.83221173	0.6205344	0.9357814	0.8586244	0.8653806	0.6259105	0.8325393	0.85723543	0.92947346	0.70126903	0.65740013	0.7941886	0.71501416	0.69146633	0.7902869	0.9252007	0.8424202	0.5970478	0.7004861	0.8230476	0.81468964	0.6580843	0.8399395	0.8864182	0.7209394	0.7646059	0.6599935	0.5971187	0.78944683	0.6355433	0.63771594	0.7988495	0.76161623	0.57719433	0.7125891	0.8989788	0.78722656	0.79330546	0.71222234	0.8135086	0.7385186	0.5218651	0.6242093	0.9494259	0.76494133	0.6536921	0.65541583	0.82440037	0.8340728	0.7852673	0.7871041	0.5600133	0.8179676	0.6532497	0.7544993	0.47708476	0.5736575	0.6199395	0.77731717	0.69411755	0.7090477	0.4537872	0.82221735	0.5926006	0.7396151	0.5260705	0.7735337	0.82745945	0.7570586	0.8633944	0.78517175	0.8730087	0.74814653	0.6556853	0.85274	0.5594163	0.61834514	0.7021924	0.6123932	0.80092657	0.88710004	0.7646394	0.83518183	0.801195	0.53405786	0.6448118	0.7040765	0.7622167	0.56330824	0.7001176	0.8945004	0.6320237	0.7900661	0.72522163	0.81178117	0.5818877	0.76196593	0.6650855	0.8983667	0.75716937	0.8371144	0.83770204	0.38960135	0.68102694	0.9147356	0.8465685	0.69703305	0.8502196	0.8664346	0.7756344	0.76182985	0.8213375	0.56171834	0.6982166	0.63753337	0.7152529	0.8229307	0.86678904	0.76931566	0.7346126	0.6439148	0.8580761	0.7738879	0.7378489	0.45901394	0.63234353	0.6562527	0.47312927	0.86098605	0.84535104	0.53095967	0.6420975	0.61122906	0.6525774	0.6647025	0.70681655	0.7803365	0.8233706	0.8985322	0.48789197	0.76328427	0.768763	0.86318135	0.8538692	0.69930285	0.78738177	0.86904657	0.7984802	0.9479668	0.8212737	0.55889845	0.6578988	0.91822547	0.81089246	0.69151926	0.8220402	0.5152073	0.7360078	0.71706474	0.57665145	0.6428497	0.78500736	0.7267879	0.50401753	0.7706345	0.87840027	0.5160865	0.7674785	0.64237416	0.7210183	0.7633387	0.49366415	0.5833612	0.69105506	0.79090816	0.41205847	0.834148	0.79032075	0.47622842	0.30146933	0.71217114	0.71967626	0.767733	0.8109315	0.6281959	0.7895658	0.8675063	0.87860537	0.831252	0.4480574	0.820331	0.6482688	0.31322438	0.8481675	0.9195081	0.6423985
