	langzaam/adj	rand/noun	zestien_meter/noun	aantal/noun	richting/prep	trek_weg/verb	stem/verb	gelijkwaardig/adj	voor/comp	NIEUWS/name	Koksijde/name	poëzie/noun	gezelschap/noun	Waals/adj	steven_af/verb	snelheid/noun	achter/prep	Summer/name	systeem/noun	Ommen/name	statuut/noun	naar/prep	je/det	puur/adj	hoop/noun	trek_voorbij/verb	Cliteur/name	component/noun	jammer/verb	Hugo/name	elkaar/pron	Zeeburg/name	echter/adv	naam/noun	kronkel/noun	enorm/adj	isolement/noun	bijvoorbeeld/adv	die/det	te/comp	vanop/prep	streep/noun	arm/adj	werk_af/verb	constructie/noun	resem/noun	concurrent/noun	tijd/noun	kleding/noun	53/num	en/vg	punt/noun	iemand/noun	Ma/name	voorsprong/noun	design/noun	mede_leerling/noun	laat/adj	puzzel/verb	erin/pp	werking/fixed	blik/noun	in/prep	h/noun	man/noun	sluimer/adj	ergens/adv	wagon/noun	aan/prep	Julius/name	graag/adj	Mugabe/name	rood/noun	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	haar/pron	Brande/name	raadselachtig/adj	zodra/comp	te/adv	misschien/adv	laaghangend/adj	licht/adj	dribbel/noun	klassieker/noun	voet/noun	auto/noun	dat/pron	Madeleine/name	Drongen/name	goed/tag	arm/noun	heel/adv	gelijkmaker/noun	zakdoek/noun	stuur/noun	top/noun	naai/verb	Brul/name	fietspad/noun	hot/adj	slank/adj	zijn/det	Mpenza/name	langs/prep	wolk/noun	zone/noun	hoopvol/adj	grillig/adj	mee/adv	rechthoek/noun	beeld/noun	wagon_DIM/noun	Brussels/adj	fietser/noun	halfuur/noun	toestel/noun	trein_DIM/noun	Van/name	eindeloos/adj	zichzelf/pron	hunker/verb	Vanden/name	beide/pron	doorgebroken/adj	zeven/num	zelden/adv	Lauwe/name	touw_DIM/noun	weerszijden/noun	masse/adv	waaraan/pp	controleer/verb	wielertoeristen/noun	banaal/adj	vis/verb	weg/noun	veter/noun	MERELBEKE/name	evident/adj	pyjama/noun	Segers/name	afdaling/noun	poëtisch/adj	ronde/noun	poot_DIM/noun	Star/name	son/noun	hand/noun	door/part	oog/noun	stip/noun	perfect/adj	of/comp	want/vg	daarvoor/pp	klein/adj	sla/verb	houd_over/verb	sprinter/noun	ons/det	probeer/verb	zoals/pron	ergens/noun	er/noun	maak_op/verb	Steven/name	raak_kwijt/verb	fiets/noun	Dirk/name	ideaal/adj	zondag_avond/noun	outfit/noun	daarna/pp	Sparta/name	doe_voor/verb	Rotterdam/name	ver/fixed	muzikant/noun	Buizingen/name	kwestie/noun	pedaal/noun	slechts/adv	trouwring/noun	Bartali/name	kleurig/adj	terecht/adj	houvast/noun	tas/noun	om/prep	Landuyt/name	mijn/det	verandering/noun	sta_op/verb	ze/pron	toen/adv	brei/verb	kamp/verb	nadat/comp	ploeg/noun	opening/noun	roem/noun	beugel/noun	Brugstraat/noun	Thijs/name	time/verb	Lee/name	ontbreek/verb	gek/noun	totdat/comp	wiel/noun	rust/noun	hersens/noun	kar_DIM/noun	golf/noun	logisch/adj	geluid/noun	meteen/adv	tijdelijk/adj	houd_stand/verb	links/adj	door/prep	auteur/noun	duim/noun	getrokken/adj	tien/num	afwerking/noun	doos/noun	NCMV/name	ieder/det	Schuddinck/name	Vermant/name	textiel/noun	zweet/adj	bouwsel/noun	Clement/name	here/name	blijf/verb	mij/pron	BV/name	Peeters/name	negeer/verb	decoratief/adj	scheidsrechter/noun	hun/det	me/pron	zodat/comp	schouder/noun	strafschop/noun	weefsel/noun	Chirac/name	Vereecke/name	herinnering/noun	dagenlang/adj	renner/noun	allemaal/adv	kraag/noun	rad/noun	kijker/noun	J./name	beetje/noun	voorkeur/noun	SK/name	zover/comp	strijker/noun	brom_fietser/noun	speler/noun	er/adv	been/noun	immers/adv	ketting/noun	voor/adv	Claeys/name	schiet_terug/verb	haak/noun	kabel/noun	vast/part	Laer/name	muur/noun	77/num	onderaan/adv	toe/adv	doelbewust/adj	fataal/adj	vies/adj	Martens/name	Jaspers/name	enkel/det	nestel/verb	ineen/pp	fluit/verb	Merelbeke/name	diezelfde/det	architecturale/adj	White/name	anekdote/noun	ken_toe/verb	water/noun	vervolgens/adv	demonstratief/adj	Alesi/name	eind/noun	lach/verb	zo/adv	Roeland/name	in/part	remedie/noun	je/pron	nadien/pp	onzekerheid/noun	slotminuut/noun	snel/adj	gevel/noun	De/name	gestalte/noun	maar/vg	foutief/adj	ladder/noun	Tonkov/name	lijn/noun	Rossi/name	en/of/vg	iedereen/pron	tweede/num	Bangoura/noun	berg/noun	overtreding/noun	plastic/adj	trap/verb	verslag/noun	Hans/name	E40/noun	negatief/adj	val/verb	vracht_wagen/noun	zit/verb	door/comp	Mike/name	Pasanen/name	plank/noun	uur/noun	waardoor/pp	zwembad/noun	reden/noun	zich/pron	broche/noun	donderdag_morgen/noun	Gino/name	oma/noun	ik/pron	Denijs/name	Cubaans/adj	Baouf/name	stuk/adv	mis/verb	stapel/noun	zin_DIM/noun	orde/noun	Verlinden/name	onbekend/adj	Kanu/name	voertuig/noun	kleed_DIM/noun	Numan/name	metalen/adj	vind_terug/verb	Armstrong/name	hij/pron	even/adj	bescherm/verb	niks/verb	kar/noun	mondharmonica/noun	Mutavdzic/name	uitblinker/noun	brok_DIM/noun	trap/noun	leven/noun	dief/noun	scenario/noun	trein/noun	klassiek/adj	lijf_DIM/noun	mat/noun	strafschop_gebied/noun	Vdb/name	detail/noun	veel/adj	Breukink/name	Penders/name	papa/noun	23/noun	hak/verb	beide/det	ref/noun	ontwijk/verb	Crasson/noun	Marion/name	regisseur/noun	af/part	word/verb	Verbond/name	Libbrecht/name	alsof/comp	deur/noun	Bergen/name	8.15/noun	dan/adv	leverancier/noun	Giovanni/name	nog/adv	Ruth/name	begin/noun	mik/verb	gevaar/noun	onhandig/adj	elf_meter/noun	tijdje/noun	alles/noun	Herben/name	zestien/num	wetswijziging/noun	Vlamertinge/name	hoed_DIM/noun	na/adj	Baby/name	Spanje/name	net/adv	Arthur/name	opening_treffer/noun	macht/noun	minuut/noun	schrijver/noun	woest/adj	onverbiddelijk/adj	GEMENGD/name	Schröder/name	durf/verb	kort/adv	achter/adv	en/adv	energiek/adj	alleen/adv	onderuit/adv	een/adv	zet_om/verb	pin/noun	harnas/noun	Koller/name	gaandeweg/adv	gesloten/adj	tovenaar/noun	thuisploeg/noun	buiten/prep	gemeente_personeel/noun	midden/prep	gedachte/noun	hobby/noun	Christina/name	linnen/noun	prikkeldraad/noun	ongestraft/adj	tak/noun	Kristof/name	tegenstander/noun	nadrukkelijk/adj	één/num	Radzinski/name	overvloedig/adj	Zuid-Afrika/name	daartegen/pp	stuiter/verb	thema/noun	stoeprand/noun	Cecile/name	seconde/noun	stop/verb	deugd/noun	penalty/noun	rechter_been/noun	overkant/noun	soms/adv	daarop/pp	lantaarnpaal/noun	af/adv	DBEW/name	ga_uit/verb	met/prep	rugzak/noun	daarin/pp	Thomas/name	gebeurd/adj	ondertussen/adv	telkens/adv	Adriaens/name	Stekene/name	vinger/noun	Praet/name	Kempenaar/noun	song/noun	ter/prep	heen/part	hoogte/prep	Laureys/name	volk/noun	Duhalde/name	even/adv	ziek/adj	terwijl/comp	pan/noun	daardoor/pp	gewoon/adj	zie_uit/verb	haar/det	of/adv	dimensie/noun	geheugen/noun	meter/noun	zuiver/adj	toen/comp	Depoorter/name	partner/noun	sfeer/noun	deksel/noun	koers/noun	Stationstraat/noun	naar/adj	Itterbeek/name	mama/noun	ordening/noun	Bouma/name	vonk/noun	contractueel/adj	fel/adj	teken/fixed	zelf/adv	rem/noun	Steve/name	Nelis/name	echo/noun	herstel/noun	vorm/noun	onmiddellijk/adj	Mestdagh/name	Heyrman/name	sjaal_DIM/noun	twee/num	Moor/name	duikel/verb	of/vg
langzaam/adj	0.0	0.743456	0.9135039	0.8108636	0.68056846	0.70911586	0.8421652	0.90741706	0.7632301	0.8832309	0.89505666	0.8008175	0.7829425	0.8992823	0.77941275	0.68058014	0.77280056	0.9595338	0.76533204	0.9558708	0.9187243	0.69388175	0.6827686	0.7814547	0.7572845	0.7521783	0.8578757	0.7983024	0.8670745	0.9356726	0.6793647	0.8554604	0.79119706	0.8948181	0.8781666	0.7461933	0.82649565	0.7792698	0.71969414	0.7650245	0.860304	0.73462784	0.7087783	0.78405	0.79840255	0.9028152	0.78797495	0.74970984	0.79924476	0.8973888	0.5926354	0.9003645	0.74636185	0.9370733	0.8455117	0.8777592	0.8165722	0.80683255	0.78958994	0.76887906	0.87669134	0.6236551	0.80281234	0.9560703	0.7958059	0.7870498	0.7068678	0.7428469	0.8340892	0.8930303	0.8203151	0.7931367	0.8229454	0.81839544	0.8379575	0.7321433	0.7263298	0.7455565	0.96962726	0.74539995	0.6319047	0.72326005	0.78403807	0.7864511	0.6634536	0.8582823	0.88832176	0.7342211	0.80031776	0.6761475	0.9400256	0.96221155	0.7710568	0.7166111	0.7280479	0.86794746	0.8375483	0.8104415	0.753015	0.83132184	0.95634985	0.816697	0.8960072	0.70801365	0.70149225	0.9243391	0.684615	0.57231736	0.90099645	0.82080036	0.6827127	0.7390063	0.88923115	0.67840815	0.8394048	0.9087003	0.832832	0.89687395	0.7693485	0.72603196	0.975144	0.62334895	0.7835715	0.8072966	0.9717804	0.8240255	0.87200254	0.83490443	0.8341782	0.9490183	0.7888607	0.76424205	0.7909656	0.79769313	0.84001374	0.90812266	0.80767727	0.7913873	0.69813395	0.7164695	0.8683588	0.9250511	0.88765377	0.9700607	0.7579075	0.78394926	0.8885041	0.73498493	0.92804337	0.96400326	0.79046977	0.6408175	0.71067286	0.9329529	0.7210631	0.858281	0.8217012	0.90254134	0.6577866	0.73911387	0.81157446	0.7561478	0.76092947	0.7047883	0.8009175	0.8661573	0.8280133	0.7928937	0.9665423	0.71611357	0.77689755	0.93717855	0.8246459	0.8308959	0.7942517	0.68722296	0.9302312	0.8090908	0.9096093	0.90864575	0.8066632	0.99215895	0.8258374	0.7776935	0.79452544	0.9213688	0.9506034	0.76469123	0.90675056	0.7205802	0.7592441	0.85879153	0.92861736	0.743829	0.76220983	0.703761	0.64121544	0.8293043	0.84476376	0.82762575	0.850042	0.8672687	0.81073254	0.8276682	0.8496142	0.9365488	0.944306	0.89227164	0.950264	0.83050275	0.80596524	0.63879216	0.6974679	0.89281714	0.6948944	0.76592284	0.696208	0.85126776	0.64816976	0.75900924	0.77241415	0.8471612	0.83757555	0.6789932	0.88373613	0.71211666	0.70943195	0.87130547	0.8346221	0.76308656	0.9606104	0.7461246	0.96798	0.95752704	0.79489523	0.8075416	0.7915266	0.9715568	0.99072886	0.7720899	0.8406335	0.9733518	0.9500402	0.7386706	0.786093	0.8732672	0.6719868	0.7920496	0.5854585	0.723988	0.90276426	0.70333	0.9188961	0.9628315	0.73852956	0.6689253	0.8411608	0.6985357	0.76833373	0.76144254	0.66960806	0.9719731	0.69461983	0.821015	0.91728264	0.845677	0.7720838	0.9146463	0.85697806	0.73089814	0.63921976	0.813273	0.7496006	0.7544093	0.9597684	0.8176281	0.7886204	0.68471515	0.8235351	0.9681024	0.68806636	0.923868	0.76881313	0.6770733	0.7474372	0.755302	0.703236	0.9502337	0.9396487	0.77612436	0.7024751	0.72637486	0.8792809	0.8774638	0.81274533	0.8472611	0.9439035	0.838868	0.95560646	0.6525925	0.5922744	0.7373545	0.93024176	0.8655779	0.83842	0.7688052	0.9341088	0.73257315	0.88031673	0.68892324	0.7985462	0.7572119	0.9115192	0.5161691	0.7264931	0.9676697	0.82929385	0.75614893	0.90639454	0.7518602	0.8968786	0.77248144	0.92186284	0.8133055	0.76642984	0.8507347	0.9343875	0.67934775	0.897859	0.73113644	0.84377325	0.86011934	0.9568161	0.8843528	0.7898239	0.6827697	0.80287164	0.73867404	0.67691123	0.94905376	0.92534363	0.8090956	0.90197265	0.54889596	0.92024076	0.8975962	0.7327602	0.9296254	0.8443479	0.9520346	0.87876666	0.8164791	0.9766519	0.8691321	0.9209432	0.8177259	0.8187747	0.77599704	0.82155347	0.8360671	0.94749475	0.8810475	0.9532193	0.8275506	0.8411424	0.93542624	0.6623471	0.8073209	0.8044041	0.70636714	0.68218887	0.8276757	0.90635973	0.7308283	0.8833945	0.962268	0.94675237	0.824717	0.7903434	0.7609372	0.889849	0.8415512	0.7290279	0.7595739	0.7626547	0.8290243	0.84746176	0.9198489	0.74337524	0.7191098	0.8054098	0.8895682	0.8227742	0.8738595	0.78799033	0.7775614	0.87007445	0.8425605	0.9632712	0.86625326	0.9140741	0.7411902	0.8014685	0.9647402	0.97054	0.5875229	0.7985087	0.8593095	0.9427493	0.7714929	0.8785509	0.89415026	0.8328388	0.90870905	0.8476231	0.8383619	0.8134546	0.72458595	0.9108589	0.7965839	0.7171596	0.8354132	0.8754496	0.8693744	0.9066641	0.8366723	0.83824366	0.9598889	0.8338978	0.78718436	0.93453866	0.8793161	0.81425655	0.84200656	0.8852538	0.77224845	0.7221885	0.8953549	0.88710415	0.7933089	0.8722153	0.7461832	0.6718251	0.7242949	0.813967	0.8605995	0.8235711	0.87169665	0.8612063	0.8392558	0.8723509	0.71283776	0.81222135	0.844692	0.84068775	0.88795674	0.9355818	0.83248013	0.7450762	0.86650765	0.9608869	0.902524	0.74731827	0.8439765	0.66002274	0.976893	0.86898685	0.69991195	0.83397245	0.94770193	0.759881	0.8161809	0.852667	0.7933342	0.7881845	0.82948154	0.95403725	0.7806698	0.8271972	0.9010243	0.8908658	0.72283936	0.80538577	0.6194478	0.83944356	0.8618984	0.72611105	0.96197885	0.8414972	0.6420163	0.7844359	0.78446805	0.94047904	0.9485889	0.7332003	0.7473347	0.95537996	0.9243963	0.71981144	0.9300392	0.88307905	0.7792525	0.89430094	0.6778631	0.86885095	0.9600094	0.81859857	0.84708625	0.8052836	0.7800304	0.51726645	0.7364967	0.7191497	0.71610045	0.77026784	0.7101313	0.8728227	0.79517	0.7323414	0.7452054	0.7944883	0.79185486	0.94896436	0.91222614	0.82504797	0.7930676	0.8242036	0.8984948	0.76860374	0.9561135	0.8683832	0.92024964	0.92139864	0.8226666	0.9422592	0.8536893	0.86156106	0.78376746	0.6504667	0.93786573	0.9557589	0.74592954	0.71964514	0.77629805	0.7603896	0.95937747	0.9707461	0.8465693	0.77357984	0.9451634	0.82777226	0.647302
rand/noun	0.743456	0.0	0.8535116	0.943583	0.688454	0.8146646	0.95821667	0.9431375	0.8347691	0.9412361	0.8689649	0.92479765	0.88715154	0.8704783	0.9248286	0.7903788	0.81317675	0.9778588	0.9173263	0.8975629	0.943351	0.8007114	0.76340306	0.8394674	0.8894212	0.7888566	0.9607659	0.8467885	0.93384224	0.9065606	0.8510397	0.92874724	0.92449325	0.9364898	0.88146	0.8244796	0.9534654	0.8279465	0.84794915	0.9217769	0.66753304	0.79973	0.8274117	0.8662058	0.7612405	0.9240248	0.9522594	0.95829785	0.8350064	0.96029925	0.71313304	0.8924984	0.8471552	0.94544107	0.8230624	0.91700697	0.8962747	0.89723414	0.95453167	0.7697621	0.9863475	0.7301181	0.63099945	0.97267	0.86262226	0.9354135	0.7725041	0.8363519	0.86053944	0.89928436	0.89969534	0.86458546	0.74794096	0.8528873	0.8306891	0.8721401	0.8334756	0.88495725	0.9600096	0.8996675	0.7882674	0.84199727	0.9173197	0.86212534	0.7821998	0.83114046	0.96740824	0.6628753	0.8440521	0.796803	0.975799	0.9399554	0.8886108	0.72869927	0.9088496	0.7477902	0.8510352	0.90207803	0.8129736	0.8173552	0.9640205	0.8344716	0.9285905	0.8696603	0.7609243	0.7761662	0.67145985	0.7490038	0.79178834	0.9465525	0.77724445	0.796841	0.7629762	0.8477456	0.9227417	0.735318	0.8750101	0.7972117	0.85724705	0.8732827	0.9196496	0.7948332	0.92691183	0.9353837	0.91791725	0.8976488	0.6337856	0.9067688	0.92516834	0.8600892	0.76805246	0.6778304	0.9064608	0.8615581	0.84860903	0.87771714	0.83845913	0.80753607	0.76662254	0.7352274	0.9807842	0.9534877	0.8683826	0.8672903	0.88599515	0.8644134	0.91164	0.76085836	0.94638306	0.99524903	0.728006	0.85491043	0.8528408	0.72679204	0.78712434	0.9198446	0.90896344	0.927377	0.72398126	0.82195735	0.85545653	0.95157987	0.76927567	0.82416666	0.83862656	0.8952269	0.9114655	0.91026884	0.93266594	0.8394625	0.8133218	0.9286748	0.79366696	0.8508048	0.8477631	0.75321245	0.8982105	0.88914907	0.9560397	0.9656443	0.8946451	0.9599616	0.9617202	0.87526244	0.8732234	0.9645083	0.98356014	0.8046734	0.8974953	0.8830976	0.79153305	0.9156255	0.9182786	0.81686896	0.9367644	0.84508276	0.82378566	0.8811872	0.87767875	0.8810625	0.7652951	0.90910745	0.84657174	0.90596706	0.91512215	0.8984542	0.82461596	0.96527183	0.90935946	0.91504526	0.8675056	0.7896888	0.778161	0.8505596	0.8424107	0.8354279	0.7622732	0.8006784	0.8609689	0.8634167	0.87097585	0.92414564	0.8228827	0.74878895	0.92484844	0.8128988	0.8323511	0.9131079	0.875646	0.74152577	0.96723455	0.86338663	0.9380635	0.8205692	0.9155036	0.84065384	0.7840004	0.91987514	0.999638	0.85212636	0.9124291	0.9835491	0.868307	0.86278725	0.8319918	0.6645914	0.8235413	0.8701422	0.72013396	0.82350373	0.7827279	0.7606405	0.9189738	0.9332013	0.85581535	0.81628585	0.9317649	0.80576015	0.85278594	0.89587843	0.8689225	0.99585783	0.8466633	0.8289964	0.92407906	0.88676757	0.9393096	0.893227	0.82899827	0.8860873	0.73945606	0.8956951	0.79149985	0.8605745	0.9344839	0.8881696	0.83394885	0.8093228	0.7935945	0.9787193	0.6354726	0.9124179	0.8234784	0.7573339	0.91762745	0.7339677	0.76272744	0.89767754	0.9102359	0.8952781	0.8809315	0.9437987	0.7211641	0.94286215	0.7593296	0.89433867	0.94856405	0.901671	0.8512093	0.6721907	0.6454084	0.8833947	0.9272241	0.9105052	0.89287245	0.91032696	0.94847125	0.7369182	0.935869	0.8373439	0.81442857	0.9298743	0.77529746	0.87897384	0.75868696	0.9368425	0.8914326	0.7925652	0.6368615	0.8414289	0.9743426	0.7108458	0.93579465	0.84601057	0.8824292	0.89456904	0.7509732	0.7878092	0.6689336	0.6905818	0.6880648	0.9089606	0.9707655	0.8703256	0.9454155	0.73232496	0.84982485	0.7508335	0.8223482	0.9111626	0.9606851	0.81684744	0.9166405	0.71253324	0.732061	0.9327634	0.8265269	0.93253547	0.9188774	0.95710635	0.89602923	0.9165559	0.94561917	0.96297663	0.9163929	0.9065057	0.8127674	0.78390914	0.9217404	0.94051605	0.819054	0.9169994	0.88653725	0.85841763	0.83896375	0.9928546	0.69728297	0.8176009	0.95966214	0.7820719	0.76129794	0.8865365	0.8816895	0.88603544	0.96360326	0.8650416	0.80162746	0.8939798	0.6296177	0.8904882	0.90172935	0.9254345	0.875985	0.85877126	0.89083123	0.7037099	0.74474466	0.8823622	0.8585612	0.92697275	0.9503497	0.8654311	0.8904009	0.92987025	0.8785422	0.82723564	0.6683843	0.81110966	0.79262054	0.949661	0.9489996	0.8266736	0.8141895	0.96311843	0.8712651	0.7505646	0.7732801	0.8053697	0.9876657	0.83893526	0.93153554	0.93769795	0.9085	0.92971385	0.92311823	0.7199062	0.79905665	0.86881465	0.84246945	0.90324	0.8518447	0.95607775	0.8252493	0.9794582	0.87563014	0.7433516	0.8713931	0.98322165	0.85453564	0.5987836	0.9659934	0.83834505	0.91659826	0.79277766	0.95046926	0.8020057	0.76798797	0.96404946	0.93194467	0.9196542	0.8986604	0.7452611	0.75032085	0.89783645	0.86282444	0.6086658	0.8883018	0.6771451	0.8325633	0.9088576	0.9068968	0.92034644	0.7604127	0.92679775	0.80285144	0.503402	0.8983719	0.749858	0.86258906	0.9565786	0.9207349	0.8434105	0.8295294	0.72631973	0.8216518	0.91060734	0.6352678	0.8144898	0.842278	0.7217369	0.8282137	0.8249481	0.9625211	0.7593143	0.9119956	0.7683859	0.95996153	0.8819208	0.69643533	0.95808166	0.73848206	0.8717016	0.73150325	0.82083076	0.8606516	0.7786706	0.75880015	0.9772927	0.9322595	0.7255917	0.88808477	0.83975154	0.8941455	0.92888385	0.86312664	0.7141315	0.8985597	0.91754085	0.77310455	0.83664596	0.91648316	0.894323	0.8555318	0.7437902	0.7158495	0.9612227	0.8922939	0.92852044	0.6809925	0.89024305	0.6889529	0.7533094	0.8366034	0.8618625	0.8549161	0.81191254	0.9052974	0.8953099	0.88954675	0.6855035	0.7482327	0.68053913	0.9405135	0.9819897	0.9259318	0.7108662	0.9278719	0.9182154	0.831396	0.93440413	0.881642	0.985815	0.86368465	0.8990685	0.9330807	0.84215665	0.95873517	0.9382626	0.8741486	0.9319595	0.9382576	0.9107686	0.87869495	0.80364656	0.87018764	0.9111094	0.92171794	0.8667842	0.85499775	0.9300788	0.8896306	0.70634925
zestien_meter/noun	0.9135039	0.8535116	0.0	0.9186551	0.7820504	0.86793983	0.9379335	0.9278602	0.8920245	0.97534806	0.8274036	0.9529629	0.9177472	0.85615885	0.82650673	0.7440178	0.9228937	0.9636437	0.9216486	0.9231567	0.9524368	0.8112491	0.89335805	0.8974307	0.891692	0.9232485	0.8918855	0.9437181	0.76383317	0.8758367	0.92681533	0.9554944	0.7309725	0.93444943	0.89793116	0.9310475	0.9595099	0.927513	0.8613223	0.8763948	0.52910227	0.85985655	0.9570844	0.80683994	0.90919507	0.8122031	0.8708531	0.8267995	0.9868751	0.764281	0.83464473	0.8341781	0.86576504	0.9334253	0.5723194	0.9692815	0.9281804	0.7417335	0.93374467	0.8422571	0.9819232	0.91722137	0.90012586	0.83029705	0.9386159	0.94755024	0.86974823	0.9361098	0.89382344	0.90243435	0.9490165	0.92615867	0.61435425	0.85870486	0.91498697	0.91488403	0.6885581	0.90431225	0.79824936	0.93796796	0.8929461	0.86690855	0.9034863	0.97169	0.71502507	0.6864112	0.95429844	0.6855973	0.9062534	0.96341056	0.9561388	0.86951286	0.93030846	0.8737706	0.9383531	0.53096855	0.9341866	0.89361334	0.88703734	0.9390797	0.6847452	0.8994105	0.945966	0.9256182	0.8596441	0.5584662	0.79775953	0.9026882	0.763329	0.92024356	0.91160226	0.9224992	0.3838579	0.8523229	0.9395744	0.77747	0.90373284	0.5028119	0.9072755	0.9143994	0.66260207	0.91249466	0.8938641	0.95360273	0.76362276	0.87057245	0.5366928	0.90870994	0.9002145	0.76181185	0.91046554	0.86837465	0.91490024	0.9644952	0.90084493	0.925289	0.9339813	0.89742184	0.8839524	0.9151336	0.8667976	0.9417817	0.9068836	0.67110866	0.8788279	0.9251759	0.87794375	0.86635494	0.9001826	0.9973763	0.8883127	0.88322383	0.88737017	0.4643461	0.84684056	0.9719569	0.81746256	0.8806288	0.93265486	0.8374616	0.9079801	0.9553298	0.88684124	0.82835865	0.9553253	0.8912309	0.91922003	0.8339588	0.8098966	0.9136671	0.87482697	0.8032691	0.89470947	0.85861796	0.891966	0.7355256	0.75032735	0.88924325	0.96343225	0.9453298	0.9656383	0.95902115	0.96898806	0.7740052	0.906652	0.9285172	0.92218405	0.9498337	0.62187564	0.945019	0.94740653	0.93050647	0.86558723	0.9044639	0.95003766	0.9063918	0.9095341	0.76412135	0.90123785	0.9713125	0.6425041	0.71521103	0.9018414	0.92397034	0.91650885	0.8532059	0.618774	0.94248194	0.8383311	0.94254154	0.8679551	0.85300136	0.9201535	0.47556823	0.92460644	0.946332	0.9114054	0.69119537	0.9293795	0.66107965	0.89945155	0.8013665	0.85326856	0.7841517	0.90617	0.7916679	0.9429237	0.8740094	0.81759024	0.94550854	0.9653369	0.9175667	0.7819239	0.5582367	0.96200144	0.91746044	0.9321466	0.7414019	0.9853741	0.8682687	0.91738534	0.95901257	0.6343577	0.8724403	0.932298	0.5517807	0.91490686	0.92584383	0.8002604	0.8383915	0.43466735	0.9334897	0.9479386	0.73736334	0.9511957	0.90047216	0.9225771	0.96049964	0.90960646	0.9310041	0.89865655	0.8324684	0.92579395	0.957172	0.75691545	0.95153826	0.9405794	0.89215755	0.60718304	0.91602784	0.8023281	0.8015978	0.8959021	0.9263399	0.68200254	0.8254577	0.94277936	0.91800874	0.89294523	0.82238245	0.834127	0.7616525	0.88085324	0.87275016	0.8811816	0.7188391	0.9187027	0.6421914	0.84559906	0.8145343	0.89786536	0.9187053	0.5541711	0.8849926	0.6291673	0.92431724	0.86541295	0.95742464	0.7265704	0.88050485	0.7857975	0.89041907	0.9744324	0.9530658	0.86227244	0.922921	0.8716792	0.91214657	0.9494362	0.90494525	0.6065286	0.9380394	0.6350158	0.8017943	0.9298222	0.7059502	0.8659154	0.71117014	0.5255797	0.8361144	0.93874097	0.7718945	0.8866033	0.83411366	0.9443883	0.6683177	0.6554525	0.91768956	0.63983357	0.9309922	0.5047238	0.85909367	0.89927435	0.8907063	0.963049	0.8392756	0.89353657	0.9296801	0.82173324	0.82331395	0.78631335	0.94001085	0.9185479	0.7824897	0.868995	0.9106226	0.9496735	0.9581586	0.90242547	0.8396801	0.9460158	0.8909407	0.7661271	0.9688778	0.8613661	0.940736	0.61181974	0.9483539	0.9528775	0.91760963	0.59066474	0.9300015	0.7845239	0.85092914	0.9354782	0.9239617	0.9109457	0.93407094	0.9127441	0.78097665	0.70369667	0.9564164	0.9345195	0.937051	0.9171373	0.70354986	0.6394142	0.88635606	0.6257632	0.94168264	0.93711835	0.9171935	0.88204783	0.9693351	0.932863	0.6597872	0.35815305	0.8604325	0.9764771	0.8871196	0.93043923	0.5990042	0.9016566	0.9435398	0.9014949	0.8549182	0.58596647	0.8938688	0.620141	0.90104884	0.91054463	0.8405505	0.8349412	0.9833619	0.8858201	0.88492996	0.85849	0.72011065	0.96865994	0.8731076	0.9309186	0.82625234	0.84718764	0.845368	0.95877105	0.62380195	0.9032503	0.90108824	0.47576374	0.9028328	0.950971	0.9470425	0.5519578	0.91627914	0.78720355	0.93916637	0.7694105	0.96350837	0.8131583	0.7734302	0.9766126	0.50374734	0.92459524	0.5444041	0.94790995	0.88017726	0.7402499	0.95469874	0.93483734	0.7980517	0.6518251	0.7743026	0.89031696	0.883809	0.92020184	0.5786551	0.9136841	0.61456907	0.9323661	0.95700663	0.5734947	0.88106734	0.9320226	0.88395673	0.54795694	0.8197535	0.897714	0.97530925	0.92406857	0.9380785	0.8644414	0.9092728	0.9009762	0.70530355	0.9670882	0.72489774	0.69056064	0.8408667	0.8616771	0.6059226	0.9605545	0.9120214	0.9224442	0.7828997	0.9805837	0.80794346	0.9427169	0.8217765	0.6965393	0.908656	0.4727763	0.8571136	0.5432979	0.91940427	0.75661963	0.9315227	0.89682853	0.80176806	0.9731517	0.85997075	0.94744176	0.9236294	0.7831658	0.89347476	0.8906464	0.7829207	0.7075768	0.81615734	0.7852204	0.7565234	0.8668661	0.9265407	0.888494	0.9165	0.8950769	0.8192917	0.9703541	0.9601839	0.7297582	0.87495506	0.79137826	0.9188786	0.8942882	0.86543715	0.9597737	0.9366489	0.9451918	0.95085776	0.9556997	0.8364954	0.7714114	0.64863735	0.72514874	0.9514456	0.91988766	0.8983558	0.8826802	0.92787874	0.83810663	0.88715494	0.9322355	0.93324035	0.7561269	0.9448215	0.9402359	0.7969698	0.99468255	0.8856111	0.8718083	0.77597654	0.7724403	0.9472352	0.929186	0.93791485	0.78603554	0.7345693	0.83270615	0.96961814	0.8244046	0.9024537	0.9133537	0.89732707
