	immers/adv	rand/noun	word/verb	voor/adv	doorgebroken/adj	zestien_meter/noun	deur/noun	dan/adv	trek_weg/verb	8.15/noun	touw_DIM/noun	haak/noun	leverancier/noun	masse/adv	nog/adv	kabel/noun	wielertoeristen/noun	muur/noun	onderaan/adv	toe/adv	onhandig/adj	poëzie/noun	gezelschap/noun	veter/noun	Waals/adj	doelbewust/adj	alles/noun	pyjama/noun	fataal/adj	poëtisch/adj	ronde/noun	wetswijziging/noun	poot_DIM/noun	hoed_DIM/noun	hand/noun	oog/noun	naam/noun	net/adv	perfect/adj	fluit/verb	systeem/noun	statuut/noun	puur/adj	klein/adj	macht/noun	minuut/noun	sla/verb	houd_over/verb	schrijver/noun	woest/adj	component/noun	achter/adv	ergens/noun	echter/adv	en/adv	energiek/adj	vervolgens/adv	alleen/adv	maak_op/verb	enorm/adj	isolement/noun	bijvoorbeeld/adv	onderuit/adv	een/adv	raak_kwijt/verb	fiets/noun	zet_om/verb	demonstratief/adj	ideaal/adj	zondag_avond/noun	lach/verb	arm/adj	outfit/noun	zo/adv	harnas/noun	onzekerheid/noun	slotminuut/noun	constructie/noun	gesloten/adj	concurrent/noun	tovenaar/noun	tijd/noun	trouwring/noun	kleding/noun	punt/noun	gestalte/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	ladder/noun	gedachte/noun	tas/noun	design/noun	linnen/noun	mede_leerling/noun	laat/adj	ongestraft/adj	blik/noun	prikkeldraad/noun	puzzel/verb	verandering/noun	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	brei/verb	h/noun	kamp/verb	stuiter/verb	man/noun	plastic/adj	sluimer/adj	ergens/adv	stoeprand/noun	verslag/noun	roem/noun	beugel/noun	negatief/adj	seconde/noun	time/verb	gek/noun	zit/verb	wiel/noun	uur/noun	rood/noun	hersens/noun	wagen/noun	golf/noun	opnieuw/adv	overkant/noun	soms/adv	af/adv	geluid/noun	meteen/adv	raadselachtig/adj	tijdelijk/adj	donderdag_morgen/noun	telkens/adv	er/adv	duim/noun	vinger/noun	song/noun	getrokken/adj	oma/noun	volk/noun	even/adv	laaghangend/adj	licht/adj	dribbel/noun	klassieker/noun	doos/noun	Cubaans/adj	voet/noun	auto/noun	stuk/adv	pan/noun	gewoon/adj	zin_DIM/noun	of/adv	onbekend/adj	dimensie/noun	geheugen/noun	bouwsel/noun	voertuig/noun	zweet/adj	metalen/adj	arm/noun	blijf/verb	zuiver/adj	gelijkmaker/noun	decoratief/adj	even/adj	scheidsrechter/noun	zakdoek/noun	koers/noun	stuur/noun	Stationstraat/noun	kar/noun	naar/adj	top/noun	ordening/noun	herinnering/noun	trap/noun	naai/verb	dagenlang/adj	dief/noun	renner/noun	scenario/noun	allemaal/adv	kraag/noun	rad/noun	wolk/noun	zone/noun	lijf_DIM/noun	mat/noun	mee/adv	strafschop_gebied/noun	beeld/noun	zelf/adv	rem/noun	echo/noun	wagon_DIM/noun	fietser/noun	halfuur/noun	detail/noun	papa/noun	herstel/noun	trein_DIM/noun	vorm/noun	eindeloos/adj	sjaal_DIM/noun	hunker/verb	23/noun	brom_fietser/noun	ref/noun	ontwijk/verb	regisseur/noun
immers/adv	0.0	0.87859017	0.8411559	0.84709215	0.8151431	0.75877404	0.8955436	0.71129763	0.8519196	0.91800475	0.806046	0.9611515	0.790792	0.9505149	0.718898	0.83125424	0.8814116	0.88196754	0.7096952	0.8411816	0.9190185	0.8908008	0.81815946	0.8548684	0.7113397	0.91295564	0.71543413	0.91951966	0.7816714	0.9059527	0.7274324	0.922676	0.90836895	0.825513	0.7555994	0.9251725	0.82247776	0.81116116	0.7608167	0.7788024	0.79021466	0.87811357	0.77390933	0.7768586	0.85742176	0.8436346	0.7700245	0.79803383	0.9327752	0.93707776	0.86486244	0.85822934	0.7210485	0.6496441	0.8948667	0.86956686	0.7874184	0.7663652	0.9137967	0.80214053	0.91498494	0.73383784	0.8087035	0.8498758	0.7605667	0.85915494	0.8154408	0.9210502	0.82026726	0.88693154	0.84680855	0.91313726	0.930342	0.8215351	0.91122544	0.799854	0.84941626	0.87420034	0.8963394	0.71462	0.9277643	0.84264207	0.9283048	0.8661599	0.7307806	0.77959794	0.67527086	0.85833985	0.7513734	0.83338416	0.846872	0.9266262	0.86267316	0.88038284	0.94295627	0.81465524	0.77683634	0.8486817	0.96278834	0.894657	0.8049123	0.9595628	0.8193288	0.8299121	0.9189527	0.9380758	0.7938025	0.7984964	0.819436	0.93320686	0.820942	0.7819453	0.92319155	0.86409926	0.89654493	0.9312352	0.8505213	0.90364635	0.8831379	0.8458035	0.7435943	0.7601297	0.95915234	0.83050627	0.9328766	0.8476868	0.7333093	0.6891442	0.69527805	0.842638	0.8790547	0.80744624	0.61719716	0.9106791	0.79981583	0.7989212	0.80778074	0.8078894	0.7502769	0.8487206	0.78824764	0.9144349	0.9437367	0.8203931	0.85287976	0.8797829	0.76602334	0.8483825	0.8697941	0.8342522	0.9210224	0.8520562	0.8505336	0.83287936	0.9115911	0.65166986	0.8971563	0.90385264	0.88003516	0.89788723	0.90074384	0.862706	0.7922056	0.9122195	0.88360596	0.8319216	0.75097036	0.7861723	0.85374254	0.88352764	0.8198925	0.77529156	0.84381926	0.7467271	0.8327806	0.930483	0.9065842	0.861863	0.8502165	0.9155898	0.9410451	0.77821624	0.9221531	0.79249156	0.8497216	0.74843705	0.7794886	0.72864974	0.8642112	0.92256224	0.831605	0.7481613	0.96910733	0.8519294	0.8568981	0.74226004	0.78693086	0.79124105	0.92382705	0.91593343	0.85673726	0.8698021	0.77560246	0.9152333	0.84599245	0.95727885	0.7990898	0.7258718	0.9345701	0.9591595	0.8313442	0.9776609	0.84403396	0.8598122	0.7624593	0.8930545
rand/noun	0.87859017	0.0	0.7738276	0.8942662	0.5043701	0.8116479	0.7917771	0.786427	0.7893843	0.99541175	0.7319204	0.81285274	0.90802455	0.88766515	0.86647904	0.8648215	0.89096487	0.61366504	0.8165792	0.72004294	0.84047145	0.93366253	0.93049276	0.6155194	0.9117699	0.89714587	0.8068954	0.8135991	0.7320918	0.91201437	0.9213008	0.9899364	0.7095673	0.69231635	0.667581	0.8174589	0.9205497	0.4632969	0.841615	0.6230329	0.91631037	0.954461	0.7912912	0.7182597	0.9596672	0.7246358	0.7711926	0.82966465	0.959919	0.79839206	0.8604361	0.6502844	0.8994863	0.9429245	0.70997846	0.855263	0.5756984	0.90016675	0.85779953	0.7236614	0.9419832	0.7952772	0.47016883	0.9243603	0.7947627	0.81803405	0.5447674	0.86326736	0.75298035	0.87679046	0.8121388	0.82256806	0.82227147	0.8836159	0.8746834	0.9320267	0.73806876	0.8305422	0.80511516	0.90861136	0.91557264	0.96085215	0.96244836	0.80599886	0.8288539	0.833572	0.7867867	0.9787646	0.54769695	0.8707742	0.839797	0.68100345	0.9288142	0.8248234	0.9373629	0.9269304	0.682287	0.7058126	0.84172595	0.94319427	0.9508802	0.60150146	0.47784996	0.74443376	0.87267935	0.9591437	0.89587647	0.70448595	0.81149185	0.636286	0.9590751	0.7702992	0.79618454	0.9446656	0.98175293	0.8770265	0.9183798	0.85574746	0.9867003	0.8184186	0.6466665	0.7486885	0.9595273	0.6663086	0.7243341	0.8394817	0.77895117	0.82388675	0.80277693	0.8054426	0.72315985	0.862303	0.82902515	0.91265017	0.9030638	0.9402848	0.6928575	0.8688851	0.75399214	0.7951895	0.9477491	0.8475862	0.86992735	0.860192	0.6396529	0.8824267	0.7220087	0.7835544	0.9891163	0.73330396	0.9571935	0.5469368	0.8116702	0.9291762	0.7391031	0.78867614	0.9112464	0.9479745	0.9068546	0.9235284	0.9029138	0.78754914	0.8246712	0.8456354	0.72161555	0.63436586	0.8134824	0.727739	0.6546991	0.8404716	0.71106887	0.5148659	0.94538623	0.91010904	0.9000608	0.9903277	0.89375424	0.82726943	0.87608373	0.9747191	0.9317906	0.52744234	0.8080907	0.8216175	0.9234891	0.9507069	0.90577066	0.7206463	0.8348966	0.92025036	0.7976564	0.76422125	0.85331714	0.66600704	0.7578274	0.6376693	0.8757853	0.9347786	0.82626235	0.908676	0.9226507	0.88052267	0.7829595	0.8703933	0.8369422	0.92531383	0.8900377	0.9042171	0.8348156	0.81234014	0.94771534	0.91668713	0.9001678	0.5557084	0.7254077	0.9726538
word/verb	0.8411559	0.7738276	0.0	0.81471586	0.6757711	0.76100683	0.7524085	0.7754534	0.742502	0.6970916	0.9209049	0.9140209	0.82366073	0.91199654	0.8413068	0.8114573	0.8117115	0.83511484	0.8763889	0.86745787	0.83286625	0.9204799	0.89874476	0.92289144	0.8502085	0.87315124	0.7991216	0.83688134	0.67391133	0.8273018	0.9118862	0.7223841	0.87917846	0.88565856	0.81647563	0.8678731	0.76784396	0.7403354	0.8636598	0.7628382	0.86351407	0.82821226	0.87619984	0.87111163	0.8986577	0.71592045	0.75133944	0.8728417	0.9643909	0.89763474	0.78028756	0.6789974	0.9021821	0.7281674	0.83521503	0.8624879	0.656369	0.8257265	0.8112578	0.8435793	0.91187197	0.75366974	0.5434853	0.8471198	0.76247835	0.8228836	0.6023332	0.83661693	0.78339386	0.68470037	0.8843075	0.9426782	0.78861517	0.8719983	0.78338325	0.82320297	0.7723328	0.7382972	0.8119936	0.8550405	0.95265853	0.8776167	0.9034206	0.8278434	0.91608834	0.89142084	0.82446694	0.9021646	0.5383307	0.8201829	0.8440262	0.86265594	0.9425888	0.8382413	0.87659776	0.8108235	0.7448257	0.8445552	0.87203825	0.7604561	0.8937525	0.693309	0.7281163	0.9242037	0.7864295	0.94713867	0.82410425	0.8487241	0.74523336	0.82844853	0.8874299	0.8268176	0.8176463	0.755923	0.947887	0.94665766	0.8530878	0.7385375	0.90927815	0.8416185	0.77945143	0.77267236	0.7087302	0.74270713	0.83610356	0.65288687	0.8307721	0.69960636	0.8612905	0.7669024	0.85470897	0.81732297	0.74961704	0.89217764	0.7864508	0.7378411	0.66078806	0.7792522	0.87657285	0.7708174	0.8124766	0.75186384	0.9159476	0.8777754	0.76929927	0.76744586	0.71283674	0.8576199	0.9255698	0.8288915	0.96005464	0.8220703	0.6902244	0.8241469	0.8334774	0.807102	0.81997436	0.8413157	0.7351051	0.92377234	0.88192666	0.8570565	0.58621156	0.89862996	0.7892239	0.8439549	0.85368496	0.8574626	0.7207539	0.92292124	0.75350463	0.68291444	0.922766	0.88592577	0.73039746	0.7566419	0.88599974	0.84459186	0.94001037	0.95574576	0.85981643	0.7245938	0.7902041	0.84079283	0.70143735	0.8477498	0.8718907	0.86041665	0.7502396	0.8866567	0.865543	0.5075295	0.959411	0.82605904	0.8488065	0.7368298	0.77498174	0.72796875	0.7802278	0.79199904	0.9238062	0.6722363	0.7362747	0.7776017	0.9201977	0.88237065	0.8972991	0.8998025	0.7832409	0.84245366	0.92750096	0.83421075	0.6558584	0.6590013	0.73424864	0.9147082
voor/adv	0.84709215	0.8942662	0.81471586	0.0	0.84721476	0.89045835	0.8491244	0.913348	0.6593766	0.9584648	0.8888812	0.95197576	0.52420884	0.93298244	0.87385887	0.7937803	0.8852192	0.85486394	0.824613	0.9350399	0.9022105	0.90639675	0.782096	0.9563465	0.86670715	0.7050692	0.8852676	0.95492166	0.88848734	0.7390119	0.8485859	0.9763293	0.8369223	0.9176337	0.8325248	0.928839	0.5821632	0.8769982	0.7780566	0.8416889	0.86974967	0.9677498	0.8462401	0.81542104	0.94027877	0.90682936	0.8637928	0.86632454	0.84511334	0.9345038	0.6552117	0.83247614	0.89431024	0.9271753	0.86754364	0.6684308	0.7218543	0.8982793	0.9463679	0.8235506	0.8935572	0.85394263	0.75690985	0.266913	0.7876938	0.9031923	0.82764375	0.90428543	0.88187987	0.95539993	0.9581966	0.8266383	0.9419254	0.8683481	0.91263497	0.9308977	0.9071801	0.7551934	0.9034423	0.5676006	0.71636665	0.9166779	0.9203797	0.92695385	0.9340134	0.92189103	0.905553	0.9627566	0.8475678	0.80549866	0.9154157	0.8692472	0.7847264	0.9569158	0.9430987	0.9258981	0.8924534	0.87578076	0.9062588	0.83363324	0.9494511	0.9493906	0.82288367	0.83429277	0.91420454	0.9572309	0.8001698	0.86221355	0.84091556	0.78141844	0.90163815	0.85770756	0.8980336	0.90752786	0.9278402	0.8901468	0.90168995	0.9271624	0.89340687	0.8891184	0.8561203	0.76854855	0.9927067	0.8936074	0.8869581	0.8900574	0.91280496	0.8064149	0.868745	0.8350227	0.9263436	0.7856034	0.841063	0.7472956	0.9427974	0.975518	0.77212065	0.71923137	0.8562688	0.7998155	0.5021415	0.9285473	0.94984007	0.93047565	0.87409395	0.9550755	0.8706901	0.92691123	0.5857278	0.74954826	0.90601975	0.88158685	0.9057752	0.21532416	0.87695515	0.8956563	0.7841466	0.23135364	0.8849603	0.8490274	0.8186647	0.81085575	0.85634124	0.9705527	0.7362368	0.88930994	0.8808131	0.7725688	0.9389929	0.85704404	0.8029908	0.8950376	0.8948001	0.85062855	0.9122534	0.9893916	0.90106577	0.7982197	0.8044603	0.86270285	0.80502784	0.7924037	0.91376364	0.89333415	0.90875643	0.68916774	0.81172466	0.74037457	0.9147964	0.8889877	0.91482806	0.9442909	0.9736927	0.82658184	0.8877937	0.86536175	0.7681774	0.8262225	0.8897914	0.88745314	0.91997784	0.9540103	0.9285894	0.8379611	0.93494064	0.97210956	0.94737154	0.89288116	0.8369157	0.9627163	0.92229617	0.98841614	0.94888544	0.8925841	0.8347514	0.88746035
doorgebroken/adj	0.8151431	0.5043701	0.6757711	0.84721476	0.0	0.516019	0.87480485	0.84491324	0.8476147	0.99349433	0.81812775	0.9084009	0.85844207	0.95269233	0.8017951	0.9008869	0.98671746	0.7566772	0.871771	0.91272473	0.8720275	0.96083915	0.93635285	0.8465284	0.86461043	0.8396699	0.8119463	0.91574955	0.570665	0.93055946	0.8110863	0.91631144	0.8376986	0.89739203	0.755935	0.8651118	0.89195424	0.5276866	0.8981188	0.444749	0.8792715	0.98024094	0.85858095	0.8954674	0.9710697	0.46779925	0.83106613	0.761923	0.9784755	0.89326596	0.9103307	0.6332722	0.9816566	0.6984373	0.908509	0.8024572	0.67073506	0.9008344	0.86510354	0.8974441	0.9220941	0.8659171	0.4000107	0.88489664	0.82504684	0.88814247	0.3729542	0.8484016	0.78697014	0.80165243	0.95073897	0.902711	0.8906715	0.91500854	0.9310184	0.918059	0.537997	0.8663024	0.93494403	0.8436903	0.9599871	0.75483793	0.8966371	0.9512705	0.8062834	0.87206215	0.8937127	0.9611383	0.3274272	0.8508072	0.8774496	0.9208444	0.90994483	0.9127724	0.9274792	0.6632484	0.4783545	0.87305826	0.9212098	0.97521865	0.9240082	0.48436219	0.47463626	0.84826714	0.9575328	0.80934477	0.9161068	0.7480604	0.922845	0.8570397	0.91470003	0.8821002	0.8191731	0.8283846	0.90657645	0.8936844	0.86046016	0.6963001	0.93562424	0.8424032	0.9192089	0.86218405	0.91758275	0.35142303	0.8833533	0.88084114	0.8852345	0.699119	0.77671385	0.88055456	0.9051919	0.88478	0.6836069	0.90974814	0.91295063	0.92057705	0.6530774	0.9194157	0.86424804	0.7935335	0.9272936	0.8722804	0.9522383	0.8514885	0.6773877	0.96793544	0.75243807	0.71682763	0.98202884	0.8941481	0.9537716	0.72232425	0.92187166	0.90720266	0.8276111	0.83821714	0.97053736	0.89583755	0.88261884	0.97876936	0.96513623	0.8759311	0.83962476	0.9201815	0.84890234	0.80101585	0.7992725	0.72931015	0.38344896	0.90830165	0.7081521	0.3054896	0.9353958	0.79570526	0.9474499	0.9781623	0.8998628	0.8451144	0.8849198	0.99478173	0.89349675	0.51169014	0.9496629	0.88283145	0.92369664	0.9061647	0.91271025	0.8301015	0.91314423	0.91324425	0.88353693	0.70124376	0.9825331	0.61343384	0.8597185	0.36416417	0.8694439	0.91776943	0.9164285	0.9347849	0.970244	0.89164495	0.45658183	0.9816466	0.93592155	0.8610101	0.8937963	0.90975523	0.9136981	0.98476785	0.9457557	0.9662613	0.91425025	0.32923466	0.83614635	0.91266876
zestien_meter/noun	0.75877404	0.8116479	0.76100683	0.89045835	0.516019	0.0	0.8818176	0.8515591	0.8048133	0.97954583	0.8774683	0.9265515	0.8971166	0.91212124	0.90058	0.94172424	0.9632574	0.7989415	0.88729197	0.82107896	0.88975656	0.92737657	0.98177576	0.9058009	0.8317403	0.87115896	0.93637186	0.87554884	0.5888752	0.8988253	0.85795945	0.90440655	0.77628016	0.9165145	0.8272645	0.85398936	0.8968394	0.8048505	0.87104607	0.5051061	0.9280811	0.9979508	0.8830192	0.96479774	0.9332654	0.45896977	0.7906945	0.87218976	0.98062307	0.8906905	0.9313667	0.7407361	0.92093694	0.7012546	0.8408483	0.8534342	0.730848	0.8808866	0.8448983	0.8858935	0.93851984	0.9078856	0.57259166	0.92121273	0.9086695	0.87368524	0.63326395	0.8296755	0.89510876	0.9037942	0.82720774	0.9385305	0.9314012	0.85079247	0.962676	0.9205012	0.55970556	0.8562031	0.8841937	0.90494365	0.8330343	0.80505496	0.8738055	0.9840848	0.87800264	0.7819548	0.81985754	0.9317366	0.42298335	0.8285029	0.90571916	0.94047564	0.9396464	0.89021415	0.9946635	0.75932574	0.55629814	0.9048678	0.87736267	0.9318301	0.95759135	0.6103741	0.58831036	0.9094478	0.9394497	0.88431203	0.9564121	0.7237724	0.9265316	0.8824861	0.9908678	0.8622316	0.78800094	0.7923671	0.98374325	0.9185285	0.9501808	0.7513113	0.9570303	0.9339907	0.88421166	0.90713906	0.92394227	0.5059399	0.90742785	0.88259494	0.88312477	0.76115394	0.46313512	0.87020206	0.8506163	0.8749068	0.6248249	0.89429593	0.93493235	0.94358516	0.73460853	0.8938998	0.7670551	0.73009944	0.8739696	0.9470344	0.92788345	0.96884495	0.7893439	0.9743332	0.7783262	0.6258153	0.97667736	0.92720294	0.95632523	0.65020585	0.9144728	0.93620515	0.8541111	0.8239629	0.93986315	0.9590742	0.9141587	0.9693237	0.9529007	0.87870353	0.8571165	0.8488629	0.8925753	0.8165797	0.9127994	0.75315106	0.47622925	0.91215813	0.7058002	0.50687027	0.93282115	0.85450196	0.9124125	0.987048	0.9705489	0.81368834	0.9626371	0.98984104	0.92089075	0.67133236	0.9120948	0.9150506	0.9372882	0.93624413	0.8753776	0.97250277	0.9182326	0.9739774	0.8721405	0.7430178	0.89437985	0.5281987	0.9202559	0.24406499	0.8299365	0.89990926	0.89610267	0.92571914	0.98561686	0.9595512	0.43166256	0.98298913	0.92956203	0.9311639	0.9130192	0.90248924	0.8468373	0.95702314	0.9618002	0.94446325	0.9306421	0.5388061	0.88759816	0.97351986
deur/noun	0.8955436	0.7917771	0.7524085	0.8491244	0.87480485	0.8818176	0.0	0.85937953	0.77822703	0.75421894	0.8632118	0.8178738	0.8980562	0.8762991	0.8967426	0.82033956	0.81117105	0.64362776	0.8452163	0.9131462	0.8911458	0.90369844	0.86662793	0.79575485	0.97186553	0.91598153	0.90283966	0.7305672	0.930248	0.9211031	0.9518493	1.0	0.79869103	0.76363176	0.74989504	0.8145486	0.89121777	0.90571034	0.906849	0.878703	0.7159568	0.9233824	0.9502403	0.8704349	0.9670202	0.9022718	0.67446876	0.9516841	0.93871117	0.926705	0.8523323	0.71290535	0.861517	0.8451263	0.817422	0.957441	0.65558314	0.8789966	0.8924068	0.82777965	0.9435118	0.8524772	0.86226267	0.82130486	0.8816191	0.70349437	0.9517827	0.8108979	0.89956206	0.60701525	0.9290341	0.8814248	0.88857853	0.90715754	0.82635725	0.92091495	0.95745844	0.70736134	0.5767233	0.8825884	0.9425114	0.9628908	0.8589003	0.8513536	0.95424277	0.8488592	0.84419477	0.89593244	0.9176954	0.73738825	0.949993	0.7049984	0.94089735	0.917425	0.93390054	0.9304214	0.8475422	0.74679923	0.7242407	0.86911356	0.98303324	0.9273526	0.82465553	0.8887056	0.9575977	0.96034074	0.92681193	0.7180408	0.81406	0.7416526	0.9870741	0.8084832	0.8559671	0.9475351	0.95331967	0.79544157	0.94332224	0.9313221	0.9779441	0.80766445	0.7144134	0.7015927	0.54984635	0.92964095	0.8563739	0.60705197	0.88156015	0.8424438	0.8209828	0.84021163	0.89967453	0.89478254	0.8580804	0.85007924	0.76632106	0.6199194	0.6592748	0.8516683	0.7589949	0.7630017	0.93952876	0.8630026	0.9503112	0.90730244	0.83511066	0.8771976	0.84116876	0.8880192	0.9257902	0.6135784	0.9441708	0.67989457	0.6053449	0.88221973	0.75701785	0.8350239	0.9352865	0.84657043	0.6643343	0.91187143	0.9149629	0.7265489	0.6047083	0.80504787	0.64284575	0.6700647	0.7002057	0.91186523	0.86763376	0.765225	0.91353995	0.94709	0.9292418	0.9082049	0.8010529	0.77261436	0.9104065	0.89539015	0.9532383	0.99393845	0.95484143	0.71604156	0.8609648	0.7721559	0.6092866	0.83532965	0.96662176	0.86020243	0.7665132	0.839552	0.91140646	0.7971844	0.9765769	0.8052504	0.84850705	0.8903675	0.9045642	0.9603862	0.7847335	0.91584307	0.96234655	0.7167313	0.94075525	0.9716762	0.9346614	0.95459	0.91898364	0.8837896	0.8704199	0.9164357	0.9134293	0.6157975	0.71167207	0.93789285	0.76024824	0.97218037
dan/adv	0.71129763	0.786427	0.7754534	0.913348	0.84491324	0.8515591	0.85937953	0.0	0.85377777	0.9792761	0.78629035	0.8786431	0.90657353	0.6830846	0.58966184	0.8650588	0.93024063	0.79437494	0.763093	0.50394803	0.85696524	0.8586425	0.89612484	0.8705088	0.89901584	0.8994515	0.6776099	0.79540604	0.903832	0.86141735	0.866982	0.96164834	0.7713088	0.8691888	0.84691113	0.84121597	0.8519497	0.7663214	0.81437224	0.7699959	0.8207301	0.930004	0.82572424	0.79589117	0.9208181	0.8581159	0.73644584	0.87614506	0.9532715	0.84850705	0.95400584	0.7406023	0.5843009	0.7684257	0.7185558	0.76342934	0.71218777	0.68026954	0.8724536	0.8827039	0.9419025	0.84309256	0.8216018	0.8828412	0.7658155	0.71904343	0.82322365	0.8908916	0.8130136	0.8677275	0.6178076	0.8443797	0.8007182	0.58397657	0.95771515	0.8805342	0.89071834	0.9470486	0.91249675	0.86612076	0.7942423	0.7375122	0.7316935	0.8486796	0.7358552	0.90257907	0.55858624	0.9465393	0.8320781	0.8260019	0.7088325	0.7579522	0.90315306	0.8963856	0.8445543	0.7802293	0.8386454	0.81269044	0.896945	0.7056171	0.88479346	0.8867955	0.8708998	0.8350809	0.75385094	0.9143909	0.91425693	0.6689886	0.8533958	0.8342228	0.9198471	0.49308324	0.73398656	0.857486	0.9172231	0.9348897	0.8684252	0.7741941	0.94041115	0.65660036	0.60960156	0.76551205	0.972388	0.8460369	0.7439129	0.8433758	0.7757902	0.73350227	0.8665875	0.66254556	0.5170485	0.7571431	0.7130449	0.8573235	0.8791808	0.9373493	0.71829826	0.58129746	0.8515893	0.74523455	0.7690375	0.88881445	0.78881836	0.85981774	0.82123685	0.9207322	0.793339	0.8640095	0.9624899	0.82630074	0.96981144	0.73283464	0.78465974	0.94230086	0.8054428	0.5860293	0.7124112	0.93007475	0.8554475	0.9391526	0.7736355	0.8940539	0.83965373	0.8590304	0.87749004	0.70129454	0.7442271	0.78854746	0.8139941	0.88994604	0.5549501	0.78671217	0.8796902	0.8232806	0.806821	0.9510171	0.86425066	0.63969535	0.90653205	0.94764245	0.75884104	0.6941487	0.7600341	0.70452285	0.9482201	0.8627044	0.8915986	0.62524873	0.8510816	0.8770104	0.7056817	0.94588155	0.8639993	0.78099406	0.5591831	0.87249315	0.79607636	0.78807014	0.7267668	0.88131565	0.76147085	0.92367226	0.84175205	0.90414464	0.70947325	0.9252584	0.7792997	0.9133475	0.7465795	0.90510094	0.86912763	0.92329186	0.9467733	0.7911514	0.78008354	0.9334198
trek_weg/verb	0.8519196	0.7893843	0.742502	0.6593766	0.8476147	0.8048133	0.77822703	0.85377777	0.0	0.93188566	0.68632203	0.8714776	0.7797834	0.8490319	0.81144154	0.87485874	0.88204396	0.8063303	0.808855	0.8038971	0.7990443	0.9122673	0.8395978	0.8462165	0.8729093	0.7606952	0.8763874	0.8324251	0.8922451	0.88460046	0.8864894	0.9725319	0.77352786	0.7777928	0.6244834	0.8485181	0.83779675	0.8520059	0.8104384	0.8627845	0.88961196	0.94658726	0.9366313	0.7994466	0.8485357	0.8412882	0.72624004	0.846105	0.8992191	0.75758207	0.76862204	0.76588774	0.79138064	0.80330545	0.7915744	0.79111636	0.67356956	0.8444117	0.8774549	0.6325619	0.8961353	0.855072	0.74171734	0.6883453	0.7728703	0.811294	0.8444414	0.72364944	0.86919427	0.86990917	0.8669797	0.7155493	0.8156677	0.86921465	0.8445344	0.84767723	0.8484763	0.84295434	0.77571034	0.7510057	0.7707627	0.8651352	0.83345246	0.83628947	0.9429433	0.75781864	0.7938496	0.9362814	0.776435	0.8041908	0.9120767	0.787477	0.90704226	0.86523443	0.67579895	0.82833636	0.7825724	0.77747905	0.843817	0.9370831	0.8991105	0.92536896	0.77559936	0.791277	0.9288078	0.94810927	0.8061397	0.6727333	0.70561147	0.6298244	0.8570497	0.7589737	0.808373	0.88347507	0.9118419	0.78682375	0.82532007	0.81484026	0.9468753	0.79587984	0.7361566	0.7323413	0.9372141	0.7917317	0.8784305	0.80814064	0.79690415	0.72757304	0.79225206	0.8246126	0.82359296	0.7876842	0.75513315	0.8228099	0.7766511	0.8640811	0.74271613	0.7022139	0.69153124	0.70795006	0.798305	0.67685366	0.8722605	0.8126325	0.7889787	0.6460444	0.71924233	0.81663847	0.8391423	0.6941383	0.8681234	0.73276925	0.837708	0.6764841	0.8117743	0.82584465	0.79634297	0.75659347	0.81523603	0.95019156	0.86757606	0.84979993	0.84367156	0.8056649	0.7112005	0.74035215	0.83982533	0.8204833	0.83571166	0.88439363	0.6990249	0.8438125	0.763826	0.91240543	0.71841836	0.89385444	0.86279976	0.81820184	0.85662806	0.9403338	0.90426904	0.7665199	0.7909314	0.84972113	0.7360817	0.85414976	0.8685032	0.81872445	0.77544546	0.81574905	0.6585994	0.9032849	0.8238236	0.68389416	0.7994079	0.7708557	0.83914596	0.76749855	0.8464446	0.9163648	0.954703	0.8856012	0.84137845	0.82772446	0.83486617	0.9042754	0.9191129	0.85421395	0.90677524	0.8463206	0.88216	0.9586621	0.89243066	0.80253345	0.8248407	0.8546286
