	fouilleer/verb	rand/noun	bier/noun	werk_uit/verb	5,8/num	zojuist/adv	reëel/adj	vers/adj	Saddam/name	lever/verb	maar/adv	maak_schuldig/verb	Brood/name	mondiaal/adj	vrij/adj	hier/noun	onvoldoende/det	wapen/noun	CO/name	Irma/name	organisatie/noun	beschuldig/verb	scoor/verb	fruit/noun	tegelijk/adj	ga_rond/verb	stuk/noun	veel/det	al/adv	dan/comparative	halfrond/adj	en/part	schelp_dier/noun	laag_DIM/noun	achterland/noun	dier/noun	bijvoorbeeld/adv	te/comp	gemaakt/adj	bedreig/verb	ziekenhuis/noun	vervaardigd/adj	5,5/num	heet/adj	gebeur/verb	onderzoeker/noun	model/noun	constructie/noun	uitreiking/noun	zilveren/adj	Europees/adj	en/vg	België/name	constructeur/noun	energiebron/noun	manifesteer/verb	reclame_campagne/noun	gooi/verb	biologisch/adj	in/prep	wat/det	kan/verb	knoei/verb	floreer/verb	vanuit/prep	vang/verb	verga/adj	sneuvel/verb	welk/det	Messier/name	mensenrechten/noun	onschuldig/adj	pin_pas/noun	doe/verb	ingreep/noun	stoot_uit/verb	stook/verb	fraudeer/verb	voordat/comp	oppervlak/noun	materiaal/noun	genees_middel/noun	lig/verb	men/pron	glazen/adj	het/comp	goedkoop/adj	op/prep	straks/adv	zodra/comp	onderzoeksresultaat/noun	aardbeving/noun	initiatief/noun	maat/noun	bekijk/verb	koud/adj	werk/verb	lening/noun	voor/part	chemisch/adj	breng_uit/verb	moord/verb	overal/adv	verhandel/verb	garantie/noun	kunstacademie/noun	plat/adj	serveer/verb	Justice/name	gigantisch/adj	ruit/noun	als/comparative	vuur/noun	hot/adj	electoraal/adj	eerst/adv	ruimte/noun	bedacht/adj	hybride/adj	onderneming/noun	oven/noun	meer/det	voer_door/verb	bedrijf/noun	vernieling/noun	die/pron	school_bij/verb	haal/verb	vermeng/verb	produceer/verb	saneer/verb	dien_toe/verb	lanceer/verb	opgebouwd/adj	zoals/comp	sorry/tag	plunder/verb	mensenrechten_activist/noun	jarenlang/adj	overspel/noun	giet/verb	mogelijkheid/noun	glad/adj	deling/noun	allerlei/det	xtc/noun	ad/prep	operatie/noun	condoom/noun	vlees/noun	1/num	om/comp	realiseer/verb	toepassing/noun	varken/noun	hygiënisch/adj	klein/adj	megalomaan/adj	dan/comp	uranium/noun	collectief/adj	Ethiopië/name	voorziening/noun	vul/verb	nano_meter/noun	werp/verb	aard_schok/noun	koop_in/verb	statistisch/adj	waarna/pp	fraude/noun	doe_voor/verb	honderd/num	experiment/noun	begin/verb	kies/noun	weleer/adv	vat_post/verb	zoiets/pron	cocaïne/noun	erfelijk/adj	slechts/adv	6,5/num	groot/adj	verkrijgbaar/adj	milieu/noun	dezelfde/det	heb_plaats/verb	deze/det	geproduceerd/adj	plaats/verb	methaan/noun	bereid/verb	erbij/pp	kopij/noun	dealer/noun	tref/verb	soevereiniteit/noun	voer_uit/verb	consument/noun	regeling/noun	vaas/noun	gesneden/adj	gebouw/noun	hap_DIM/noun	glijd/adj	zuivering/noun	kleur/noun	bloed/noun	neem_over/verb	gerecht/noun	zij/comp	1/noun	corruptie/noun	menselijk/adj	Nederlands/adj	doping_controle/noun	wit_loof/noun	bord/noun	KRO/name	Vlaanderen/name	ongeveer/adv	misbruik/noun	eerst/adj	tien/num	doorkruis/verb	flink/adj	waarbij/pp	gebruik/verb	vrij/verb	6,7/num	van/prep	5,4/num	verspreid/verb	graad/noun	ijzeren/adj	koop_op/verb	negeer/verb	jacht/noun	grijp_in/verb	landelijk/adj	organiseer/verb	pit/noun	fiscus/noun	interim/noun	laag/adj	profiteer/verb	dier_beschermer/noun	Chinees/noun	waarop/pp	Dehaene/name	Duitsland/name	Sels/name	bewapening/noun	pak_af/verb	betrekkelijk/adj	iets/adv	inclusief/prep	420/num	bekendmaking/noun	met/vg	tot/prep	werkzoekende/noun	consolidatie/noun	zeker/adv	bottel/verb	er/adv	offer_op/verb	sterkte/noun	schoon/adj	cipier/noun	actief/adj	5/noun	uiteinde/noun	erover/pp	emmer/noun	energie/noun	kabel/noun	zo'n/det	omhoog/adv	Golfoorlog/name	bloei/noun	kom_DIM/noun	hoog/adj	probleem/noun	schaf_aan/verb	gebruik/noun	tot/vg	Steven/det	moord/noun	waarin/pp	belegging/noun	leg/verb	gekookt/adj	vervang/verb	decoder/noun	ruim/adj	drug/noun	plundering/noun	water/noun	maak_gebruik/verb	massa/noun	meng/verb	zal/verb	zondag_morgen/noun	gebruik/part	Europa/name	in/part	individueel/adj	land/noun	4,1/num	waartegen/pp	voorheen/adv	drijf/verb	gezondheid_klacht/noun	meet/verb	preventief/adj	kaart/noun	Hoessein/name	voer/verb	rond/part	spuit_in/verb	pleeg/verb	negen/noun	ondersteuning/noun	truc/noun	winkel/noun	verbouw/verb	bol_DIM/noun	etnisch/adj	olijf/noun	koop/verb	verantwoord/adj	kiosk/noun	richt_aan/verb	kom/adj	nietsvermoedend/adj	Hagemeyer/name	angstaanjagend/adj	cao/noun	apotheker/noun	maak/verb	dergelijk/adj	Hermann/name	bied_aan/verb	na/part	verkoop/verb	12/num	Kampioenschap/name	overheid_gebouw/noun	175/num	politie_optreden/noun	productie/noun	nieuw/fixed	Fifa/name	onwetendheid/noun	provincie/noun	ambitieus/adj	steeds/adv	saus/noun	steel/verb	oefen/verb	staat/noun	via/prep	de/det	giet_af/verb	nuttig/adj	regionaal/adj	topografische/adj	ijver/noun	5,2/num	New/adj	waar/adv	cq/vg	43/num	maquette/noun	werf/verb	dag_blad/noun	investeer/verb	Qwest/name	veel/adj	Fleur/name	verniel/verb	schuldig/part	vervuild/adj	zet/verb	hervat/verb	globalisering/noun	hasj/noun	het/adj	binnenkort/adv	warm/adj	wraak/noun	los/adj	vertoond/adj	word/verb	voer_in/verb	bank/noun	mogelijk/adj	geld/noun	afgelopen/adj	ethiek/noun	blijk/verb	misbruik/verb	zijde/noun	couscous/noun	vol/prep	project/noun	aan/fixed	bevraagd/noun	internet/noun	navolging/noun	Solidariteit/name	techniek/noun	specifiek/adj	Lanaken/name	product/noun	slijt/verb	zet_voort/verb	verhinder/verb	internationaal/adj	Vaart/name	relatief/adj	ga/verb	Richter/name	bescheiden/adj	alleen/adv	stad/noun	toon_aan/verb	motief/noun	verdring/verb	gewicht/noun	zet_om/verb	marktaandeel/noun	veroorzaak/verb	overtreed/verb	feest/part	ei/noun	vervuiling/noun	win_in/verb	ontrouw/adj	belegger/noun	gekleurd/adj	nationaal/adj	beperkt/adj	informatie/noun	imposant/adj	Yorkse/adj	Nike/name	4,8/num	alcohol_controle/noun	onderneem/verb	schandaal/noun	gering/adj	strooi/verb	Russisch/adj	vervals/verb	weinig/det	nooit/adv	boom/noun	illegaal/adj	zet_in/verb	boer_DIM/noun	industrie/noun	offensief/adj	boor/verb	aandeel/noun	Hofstede/name	schend/verb	roker/noun	kant-en-klaar/adj	spoor_aan/verb	Nederland/name	mooi/adj	met/prep	verschil/adj	bovenkant/noun	Staten/name	ervan/pp	tafel/noun	water_huishouding/noun	service/noun	daadwerkelijk/adj	maak_na/verb	publiek/adj	ongekend/adj	geef_vrij/verb	plant/noun	breed/adj	eiwit/noun	beker/noun	marinade/noun	slik/verb	kind_arbeid/noun	suiker/noun	eerder/adj	verdenk/verb	volgens/prep	koel_af/verb	smokkel/verb	lift/noun	pas_toe/verb	lekkers/noun	atoom/noun	zonder/comp	doping/noun	PSV/name	breid_uit/verb	een/det	ontwikkel/verb	lijd/verb	vorm/noun	DA/name	dierlijk/adj	verstrek/verb	leger/noun	synergie/noun	burger_slachtoffer/noun	industrieel/adj	pan_Europees/adj	al/part	of/vg
fouilleer/verb	0.0	0.93418527	0.91041136	0.82995754	0.9694556	0.85742044	0.8600061	0.91204643	0.8326762	0.8232004	0.8789811	0.9314282	0.9085588	0.8978075	0.91346437	0.93878436	0.8827218	0.6589636	0.936356	0.9696969	0.9294057	0.9315616	0.9324522	0.889797	0.90606666	0.9041024	0.9235283	0.8804372	0.88916415	0.93918556	0.9649923	0.94077396	0.9046998	0.93824565	0.86339754	0.79497486	0.8097079	0.7894529	0.92154914	0.77205765	0.8077415	0.9471996	0.95924574	0.9504324	0.83932424	0.92560077	0.90151966	0.8972643	0.9171146	0.9009409	0.92803293	0.8363701	0.913535	0.9179523	0.88858885	0.89752156	0.94581115	0.8788426	0.83258915	0.9138057	0.9069805	0.8001827	0.902189	0.93993527	0.83364874	0.877194	0.8580969	0.9195898	0.82301104	0.9713145	0.9122328	0.8056561	0.8101325	0.8866228	0.78404635	0.9510873	0.88739574	0.86424327	0.83106756	0.91593885	0.8803071	0.78562784	0.91123897	0.81878185	0.9708112	0.9148139	0.88378894	0.83551276	0.7841299	0.8349666	0.94311833	0.93683004	0.8983271	0.94048953	0.81039965	0.95618355	0.75741374	0.9526706	0.9061114	0.8439815	0.8854836	0.8945005	0.8945211	0.79857975	0.90763474	0.9321456	0.92505294	0.9517113	0.9572089	0.94039863	0.93539006	0.9371531	0.92139614	0.95371765	0.92702204	0.8455421	0.8949148	0.8961552	0.9210896	0.9366772	0.9664641	0.86414766	0.84106356	0.89382005	0.84124553	0.80134463	0.7755781	0.9125398	0.9143307	0.8909873	0.8758283	0.7488731	0.8680975	0.8812612	0.84437686	0.94192773	0.8506545	0.89443654	0.90667194	0.898431	0.9548014	0.7517451	0.9694203	0.9387098	0.8285812	0.7863486	0.9702756	0.8443705	0.84649915	0.94324905	0.9831453	0.80845535	0.8533225	0.85491616	0.8047911	0.90751636	0.883093	0.9304789	0.9076719	0.850282	0.7749237	0.8910778	0.81982493	0.93158203	0.97259885	0.93032986	0.87429166	0.8427723	0.9000689	0.88623536	0.89182156	0.86711484	0.8574947	0.8424961	0.8232224	0.9218637	0.9248064	0.7674306	0.913285	0.79104996	0.86344665	0.89621156	0.9287588	0.9165031	0.8661592	0.9251561	0.893551	0.848726	0.8459525	0.9162687	0.8803878	0.9382134	0.9248219	0.92707634	0.9348155	0.68461007	0.846662	0.85952616	0.729442	0.8610327	0.78123593	0.9256788	0.9555573	0.92170066	0.87502956	0.8918744	0.94073653	0.94307214	0.94700557	0.9056427	0.88022274	0.9090092	0.8548446	0.86336577	0.91072124	0.89591026	0.8648497	0.9709677	0.91375226	0.9254555	0.9455425	0.93692	0.8799451	0.9289019	0.8797797	0.927701	0.9439706	0.75197273	0.7892916	0.89029926	0.9538848	0.9164892	0.9268556	0.8790819	0.97312176	0.89362025	0.8709655	0.8524101	0.72482985	0.75768	0.8855062	0.82163537	0.9477869	0.84543216	0.9472549	0.965547	0.91153437	0.93019044	0.7876462	0.88405645	0.9077078	0.9349041	0.98364085	0.8823852	0.61627996	0.87907803	0.9196913	0.87748706	0.87879115	0.95000696	0.9656334	0.88925886	0.9087419	0.9258183	0.86506844	0.9052898	0.8403386	0.83153105	0.9267389	0.95043504	0.86179906	0.9235632	0.81943864	0.96105176	0.9262173	0.9119072	0.951992	0.89765406	0.8770195	0.9514243	0.8798481	0.94283664	0.9617486	0.9635226	0.9028363	0.7764896	0.77907336	0.9584741	0.9367864	0.88482344	0.93978006	0.92349344	0.92224425	0.9392171	0.8694896	0.8586712	0.8133554	0.69315416	0.8623308	0.9424127	0.86340004	0.88207567	0.93177545	0.79136133	0.7394671	0.85834044	0.89634615	0.8628212	0.8474988	0.8725694	0.97494966	0.82548743	0.86487556	0.9101765	0.9219453	0.901597	0.6116946	0.9317974	0.85390806	0.75450957	0.8284896	0.8652764	0.7870812	0.7943995	0.82872033	0.8593097	0.87019265	0.8228647	0.83999604	0.892187	0.941495	0.77750355	0.9334405	0.8834529	0.85781145	0.89302796	0.7707588	0.95132923	0.9251408	0.813007	0.85206777	0.878065	0.81663436	0.9286765	0.8317474	0.88288945	0.78976315	0.9319014	0.9588647	0.9240033	0.9491648	0.74672306	0.901631	0.93766975	0.9184505	0.86612844	0.87155706	0.9565792	0.8647626	0.9761876	0.7495732	0.886624	0.91713697	0.87687564	0.8740639	0.97181636	0.8010447	0.90358	0.9196189	0.9012631	0.9809444	0.93390846	0.8556731	0.9239228	0.89573175	0.9485911	0.86165035	0.96205807	0.9238117	0.9453571	0.8872065	0.9779361	0.86243	0.9495356	0.8817916	0.9018529	0.88146687	0.92633176	0.75826436	0.93981814	0.85241866	0.9525552	0.87500256	0.9217271	0.9060826	0.7091956	0.7348511	0.9025135	0.7600114	0.83183044	0.8844615	0.9316348	0.79538786	0.80270374	0.9203778	0.91194415	0.8877407	0.8994578	0.9102177	0.9022013	0.86094934	0.8802036	0.9251174	0.8467039	0.866248	0.91382694	0.9327701	0.82427216	0.8561612	0.7243505	0.95090467	0.9437845	0.91257983	0.7779378	0.9281691	0.9509178	0.9291973	0.9498268	0.8934621	0.9075599	0.9219544	0.9189812	0.94308627	0.9103908	0.8952223	0.8984972	0.89037204	0.93056333	0.88434017	0.90872926	0.9378101	0.9152754	0.94230425	0.9541115	0.81407595	0.9127242	0.9365604	0.9171704	0.9435846	0.95928305	0.60282606	0.82616615	0.92240417	0.90614605	0.82395804	0.92108774	0.8380012	0.90649736	0.8812537	0.916649	0.76351523	0.72656703	0.96222687	0.9294505	0.8267303	0.88875055	0.9612724	0.932012	0.88504773	0.82810384	0.9469826	0.7703522	0.8773831	0.94679284	0.90294373	0.85005677	0.98016983	0.9239638	0.84524894	0.9195124	0.9592049	0.7992881	0.77614343	0.9038689	0.91092503	0.9214887	0.85307765	0.8936986	0.8746976	0.9441969	0.96099365	0.9703786	0.8400364	0.91346157	0.9391259	0.8692118	0.84425104	0.91835624	0.9519341	0.7445015	0.93060184	0.74125856	0.9262705	0.92201036	0.8422693	0.86615777	0.9449132	0.80853033	0.81878334	0.852295	0.9511254	0.8955414	0.9572211	0.9100973	0.817212	0.88395303	0.90148145	0.85341316	0.9334256	0.9127817	0.94179136	0.8361237
rand/noun	0.93418527	0.0	0.7396532	0.8760403	0.9191872	0.8156182	0.9689732	0.68877083	0.94971216	0.88505304	0.88793385	0.96765983	0.8685256	0.9539439	0.8947258	0.9440833	0.92660207	0.92108536	0.91957533	0.8625568	0.9478356	0.95480937	0.90320337	0.70288277	0.76395094	0.86560625	0.7125137	0.8735535	0.8829586	0.88169384	0.8136668	0.7964332	0.86584663	0.6674885	0.80058897	0.90192795	0.8334881	0.8739395	0.8181009	0.8341864	0.8771359	0.8429695	0.8807652	0.6631712	0.977415	0.84695494	0.83865494	0.8236499	0.7833629	0.68996155	0.880426	0.7215243	0.90250105	0.91406643	0.9165711	0.8917108	0.87074435	0.7256572	0.8962524	0.79404974	0.7805909	0.9029926	0.92408264	0.8848702	0.82931304	0.79936117	0.9716135	0.9009423	0.8558896	0.89723086	0.9341	0.9141809	0.95782137	0.87652546	0.96670943	0.96157867	0.89580005	0.9195194	0.88142127	0.6168575	0.8087412	0.9047024	0.6957405	0.82997715	0.6514177	0.8788421	0.90379864	0.76857334	0.79331636	0.74599516	0.96111345	0.89695126	0.92111146	0.94098836	0.885234	0.6838805	0.9199252	0.9060205	0.921723	0.89432174	0.9195844	0.96670216	0.7004122	0.9448882	0.9567537	0.8046746	0.5823117	0.7377477	0.9818467	0.69285506	0.8586179	0.82816905	0.7932861	0.9034598	0.8997972	0.8404891	0.8132814	0.85187185	0.937129	0.8576055	0.747085	0.8655846	0.9222362	0.9105004	0.9191327	0.79494756	0.9301247	0.8141472	0.8414099	0.8502017	0.96001714	0.98412406	0.94951016	0.8253455	0.8719545	0.9629291	0.8812982	0.88705474	0.9101171	0.96044207	0.6842399	0.9302539	0.57062113	0.8686614	0.82900894	0.909912	0.96114695	0.93078154	0.8222819	0.7578734	0.8696244	0.8699125	0.87844014	0.892856	0.9095759	0.88149595	0.73092854	0.8527212	0.8028163	0.8830205	0.9460592	0.94584703	0.92502093	0.5738299	0.7534661	0.82353914	0.91884446	0.92845786	0.9639897	0.70498204	0.92666274	0.93529487	0.81573784	0.8780264	0.8942074	0.727604	0.8221275	0.8527671	0.8415505	0.8121477	0.9667522	0.8501555	0.8882695	0.74304706	0.86116743	0.95910496	0.8824507	0.8806504	0.87271726	0.88188875	0.6485174	0.9671639	0.830727	0.7892004	0.95258456	0.8579577	0.888413	0.9049145	0.9593473	0.87211263	0.95827335	0.70707977	0.80687773	0.80877614	0.7433274	0.82232785	0.938902	0.72107035	0.8180312	0.91018397	0.80447006	0.8922097	0.8700795	0.9340493	0.907509	0.911187	0.9383388	0.91695064	0.6496389	0.9152507	0.8559114	0.8449768	0.9419176	0.9387336	0.8976731	0.837406	0.77331185	0.82835233	0.87643325	0.91590536	0.90476274	0.82016635	0.90775317	0.8384469	0.8771982	0.7102794	0.9102066	0.89309907	0.9203215	0.92939794	0.9097484	0.9067569	0.73591036	0.9278637	0.9556743	0.8457333	0.8577456	0.98083067	0.89081484	0.6825148	0.8811051	0.88042235	0.97718036	0.93599355	0.8887474	0.7979237	0.7604178	0.8006398	0.90696394	0.89520574	0.94577885	0.86372113	0.94098043	0.9149958	0.8795728	0.9494844	0.87423384	0.8990699	0.8859693	0.7640424	0.8625207	0.93144006	0.91083914	0.7348014	0.8356412	0.68939036	0.85779226	0.8367182	0.72033906	0.7650313	0.97160345	0.8316405	0.75732124	0.8260382	0.9251245	0.859448	0.9117729	0.87512136	0.9495671	0.93128854	0.7336306	0.94526374	0.7486526	0.7554553	0.8145077	0.9555026	0.8175053	0.9179791	0.9081168	0.6464613	0.9408084	0.5921587	0.7815314	0.9301386	0.94379985	0.9323505	0.8612456	0.87057066	0.8848282	0.88416535	0.9063801	0.9393737	0.8543539	0.7165156	0.98530006	0.8483119	0.9635783	0.8676993	0.9602166	0.9400655	0.7378452	0.88419217	0.9662632	0.90159726	0.92069906	0.90886223	0.80105484	0.8526387	0.68308717	0.89000267	0.7434313	0.86362785	0.9094804	0.814361	0.9124731	0.87663233	0.8280891	0.90463006	0.865659	0.8712979	0.9234856	0.91564727	0.86870307	0.92362374	0.886353	0.9276422	0.86984336	0.88725054	0.9592557	0.91252196	0.8588432	0.95922834	0.89184165	0.9588353	0.96423197	0.90451974	0.849338	0.8804288	0.8374706	0.7205134	0.8853459	0.87946	0.9150894	0.89739126	0.7499473	0.7670146	0.9266689	0.90114814	0.9306655	0.8982411	0.9389485	0.93763477	0.74155843	0.90194356	0.94155145	0.8172859	0.95343834	0.9229505	0.87847674	0.9388741	0.85239697	0.9576968	0.83317834	0.9665044	0.8038089	0.76346964	0.9750467	0.95507914	0.8658656	0.93572533	0.84633255	0.68927985	0.91577035	0.7533185	0.9063244	0.90597504	0.8561983	0.88710606	0.9096328	0.927358	0.9003787	0.92472893	0.91703916	0.91945744	0.78727365	0.70776993	0.5560637	0.90146804	0.9416963	0.9478005	0.913638	0.8541024	0.9485528	0.8903199	0.86944276	0.91562504	0.880292	0.8306371	0.92040473	0.8941539	0.8982042	0.9226429	0.8617116	0.8897102	0.9152109	0.8890061	0.84883237	0.78401905	0.9381031	0.8444079	0.78984106	0.75009817	0.9352835	0.89077073	0.8899753	0.9542729	0.8935844	0.7391964	0.93798673	0.9655896	0.9920281	0.8771385	0.6303861	0.9136898	0.9172931	0.92769605	0.753546	0.94743246	0.90409064	0.9045027	0.9727786	0.98245424	0.9458912	0.9248738	0.8194783	0.9004964	0.95820737	0.92880756	0.9331403	0.7525892	0.91427135	0.9150454	0.94894505	0.8838903	0.9582941	0.7506341	0.9127533	0.91824096	0.9515747	0.9585955	0.85632145	0.9137906	0.92012805	0.65904045	0.6700826	0.8135781	0.66127557	0.91280806	0.9398002	0.6545785	0.917937	0.9179316	0.8862888	0.926964	0.9015166	0.83515537	0.9730911	0.79552996	0.76388866	0.8080011	0.7715066	0.78575134	0.85990703	0.96640134	0.7779824	0.9441593	0.9433796	0.9612921	0.72895074	0.93598646	0.87718505	0.88820744	0.7400327	0.7792672	0.8467105	0.95989454	0.9335749	0.890957	0.67472255	0.8893495	0.9120963	0.81221277	0.94759345	0.92016274	0.9305469	0.9295334	0.9577141	0.97601336	0.8700148	0.9272972	0.8130542	0.7690934
bier/noun	0.91041136	0.7396532	0.0	0.8884125	0.80317944	0.8365209	0.9067494	0.4993816	0.9115803	0.75407755	0.7858274	0.9420034	0.71119094	0.9268597	0.78972805	0.85088295	0.7955424	0.74732244	0.84581435	0.9249543	0.9178258	0.9287107	0.89615095	0.47642684	0.7114273	0.6323372	0.5917845	0.7815285	0.8560426	0.7518668	0.8391819	0.7129699	0.7073444	0.6285887	0.8491481	0.7805413	0.6664499	0.75096774	0.66887134	0.9355341	0.9438393	0.7181661	0.7815989	0.61724037	0.8554766	0.89615303	0.6549382	0.8343651	0.84938264	0.65385884	0.8763975	0.5611334	0.7082518	0.8425064	0.8018418	0.90789366	0.8359416	0.65586007	0.6462904	0.76603425	0.65132344	0.80405927	0.8281398	0.9256021	0.82073987	0.729429	0.89633805	0.85158163	0.8220863	0.9388101	0.9650036	0.8565855	0.90547824	0.81397957	0.92668235	0.8746429	0.78062296	0.9119078	0.8572721	0.69595563	0.67517436	0.6975364	0.7683456	0.7361686	0.6076101	0.8637366	0.56097317	0.85937834	0.7530798	0.7611431	0.9256441	0.87663484	0.9483271	0.79246706	0.8980371	0.5910695	0.8955982	0.85351324	0.90902627	0.7565886	0.86068046	0.9017814	0.7041218	0.7026769	0.9288729	0.89021784	0.70240706	0.5194924	0.9623346	0.7274313	0.8091458	0.8337974	0.73634475	0.88166934	0.88656974	0.7590491	0.8423643	0.78451157	0.8208537	0.8212042	0.6113267	0.7580317	0.90113837	0.7562065	0.88531566	0.7612375	0.92079896	0.7540601	0.6456057	0.6169754	0.91715986	0.859969	0.83597	0.79607177	0.79744697	0.77519846	0.8591474	0.9360755	0.8779213	0.89851093	0.5967029	0.9075529	0.6583138	0.9245863	0.6815032	0.71214145	0.8876983	0.9327714	0.7617023	0.5153886	0.7593115	0.80062366	0.87311375	0.8581399	0.6640503	0.7593927	0.69008887	0.8938763	0.7695007	0.79788005	0.9047246	0.931821	0.890365	0.52860856	0.8834181	0.81750596	0.9126704	0.75026536	0.92057264	0.7176673	0.89911294	0.9238129	0.71428156	0.8746866	0.8828491	0.70725775	0.90567815	0.94131124	0.80494946	0.70930207	0.8370051	0.760044	0.7764181	0.81121445	0.70935	0.9146599	0.7380175	0.91647184	0.8535141	0.64852345	0.80286324	0.8744246	0.6196334	0.5828712	0.8817811	0.7452262	0.951414	0.9581391	0.91012245	0.69530165	0.92657226	0.5600748	0.6840595	0.83636487	0.49747777	0.91450816	0.94187075	0.685951	0.6926619	0.8636297	0.59892297	0.8852384	0.9098234	0.93681276	0.8031204	0.8904959	0.9217793	0.58716714	0.5631523	0.81755733	0.77370024	0.67925584	0.93532175	0.9121419	0.83768415	0.93817097	0.72854793	0.78455746	0.74211144	0.9066817	0.84588575	0.8704077	0.8183634	0.83163416	0.7593173	0.77517855	0.79276663	0.94474906	0.83461285	0.9411265	0.86813056	0.9483374	0.71044683	0.9033241	0.90726066	0.725282	0.9084743	0.9362547	0.7666828	0.79598206	0.83525944	0.8117207	0.95087415	0.9263245	0.85493356	0.8245001	0.7342082	0.6834046	0.82316816	0.900004	0.9314584	0.82525355	0.8629371	0.9606893	0.7919444	0.70988166	0.7706272	0.93475085	0.87562895	0.7153586	0.92159307	0.8916403	0.8844032	0.8561103	0.7828597	0.6462971	0.71686304	0.8306541	0.732751	0.7872571	0.91641986	0.9221065	0.5363113	0.81127334	0.9393515	0.7453478	0.8225104	0.75386685	0.85863227	0.96450734	0.6764937	0.8707323	0.7827755	0.51561564	0.784394	0.8316829	0.7564668	0.7301944	0.9139597	0.55025196	0.91796947	0.56561995	0.58581185	0.90097225	0.88114226	0.9362292	0.7796756	0.88689315	0.86164504	0.8177327	0.82975733	0.8450001	0.8282082	0.8511355	0.9095611	0.7892277	0.9396966	0.76104856	0.93119335	0.85924727	0.6842065	0.81953436	0.9069359	0.8717578	0.85811925	0.8972734	0.69115597	0.7416224	0.6905431	0.92865056	0.58698714	0.64197475	0.73900247	0.7637492	0.8716976	0.8706385	0.7721655	0.8721546	0.8321492	0.9003645	0.8047405	0.8586162	0.85723424	0.8730383	0.7277826	0.80995053	0.57673484	0.8512805	0.9649377	0.896865	0.80981195	0.93094766	0.7761108	0.9697013	0.9475508	0.9201819	0.89251864	0.90842503	0.82627827	0.521279	0.7802697	0.77019286	0.9314383	0.7845793	0.88990587	0.7501415	0.8754766	0.8311106	0.91688895	0.9104285	0.85654587	0.94099563	0.7520493	0.79115975	0.8711979	0.83305836	0.8705472	0.8844652	0.83728796	0.9065518	0.75249004	0.8801305	0.8359479	0.9445367	0.81522167	0.7889577	0.9179004	0.9279415	0.67854184	0.9294575	0.7665171	0.5221238	0.94282144	0.6378622	0.92224234	0.72153425	0.80208087	0.8846552	0.84307104	0.745645	0.8605982	0.9346673	0.8780794	0.8785439	0.7961036	0.6754929	0.595181	0.9359119	0.86034834	0.93962073	0.7776177	0.89404976	0.9415911	0.810515	0.808347	0.9334452	0.5847953	0.79396236	0.9586604	0.8618898	0.9137478	0.89014524	0.74203336	0.82703567	0.8584902	0.85105824	0.7329531	0.88955146	0.8647682	0.8697107	0.849792	0.71856606	0.82719684	0.7789485	0.87929654	0.91921234	0.8848802	0.47979236	0.90473473	0.9440719	0.9646847	0.79346454	0.66429543	0.870981	0.8144052	0.8406584	0.8550708	0.90462	0.7830931	0.87660587	0.93125004	0.91853714	0.93895453	0.8806624	0.6779301	0.88597596	0.7927222	0.87907076	0.90345037	0.80018735	0.77680284	0.90151423	0.89829195	0.8356428	0.84898615	0.89443076	0.78269637	0.95198613	0.9451256	0.8295533	0.5919676	0.90828574	0.7802447	0.6933505	0.5263487	0.72083557	0.83618426	0.8651373	0.9030464	0.58207136	0.92507315	0.82737684	0.84224087	0.7075979	0.8535235	0.8840393	0.86860293	0.67782205	0.79531026	0.6426276	0.68187374	0.70938265	0.85117877	0.8934325	0.5305401	0.90344954	0.8794216	0.9133151	0.6470643	0.83340776	0.7993665	0.8785393	0.62327856	0.7925594	0.76652515	0.8699822	0.8955784	0.9269348	0.67231894	0.87370676	0.92620003	0.77826214	0.9244024	0.67930776	0.8459682	0.942711	0.8904635	0.896971	0.7390806	0.86820185	0.69114393	0.5642946
