	gericht/adj	bijzonder/adj	commentaar/noun	Magda/name	dit/det	nog/adv	gegeven/noun	signaal/noun	begin/noun	wel/adv	reactie/noun	Dekker/name	Bodson/name	Faber/name	dat/comp	teneur/noun	strohalm/noun	Priscilla/name	tegelijk/adj	Christian/name	integratie/noun	Koffrie/name	ouder/noun	tendens/noun	zeer/adv	buitengewoon/adj	zo/adv	brief/noun	dorp_DIM/noun	aanblik/noun	wanhoop/noun	weekeinde/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	De/name	buurtbewoner/noun	woordvoerder/noun	hacker/noun	uitslag/noun	oppositie/noun	erg/adj	boodschap/noun	het/noun	feestganger/noun	blik/noun	verandering/noun	iedereen/pron	realiteit/noun	ze/pron	einde/noun	constatering/noun	terugkeer/noun	bewoording/noun	trip/noun	Midden-Oosten/name	student/noun	titelstrijd/noun	echt/adj	men/pron	opnieuw/adv	ontzettend/adj	voorbeeld/noun	ontwikkeling/noun	analist/noun	geluid/noun	gelijkspel/noun	Wotte/name	auteur/noun	verwachting/noun	Freddy/name	mevrouw/noun	Demol/name	ik/pron	perspectief/noun	wending/noun	zege/noun	dat/det	Cédric/name	steeds/adv	Buurmeijer/name	Declercq/name	rots/noun	verklaring/noun	u/pron	mij/pron	hij/pron	we/pron	markt/noun	even/adj	me/pron	weinig/adj	toekomst/noun	gestemd/adj	rest/noun	teken/noun	veel/noun	kant/noun	Wijk/name	ondertitel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	wat/pron	aanvang/noun	indicator/noun	herdershond/noun	ABVV/name	Rob/name	Hezbollah/name	vertrouwen/noun	Van/name	iets/adv	Wall/name	minder/adj	wij/pron	Standaard/name	geschiedenis/noun	team/noun
zege/noun	0.94932157	0.8785319	0.9481461	0.90948594	0.867026	0.85252905	0.93246317	0.9271384	0.90299064	0.9112563	0.92054844	0.78982735	0.91055673	0.9294539	0.9195019	0.92215884	0.8121536	0.93341446	0.92534703	0.84026015	0.91764873	0.92944056	0.9677117	0.9234175	0.8743598	0.89876366	0.8971208	0.9637426	0.90523463	0.89417267	0.9012403	0.75117105	0.69250613	0.9418354	0.9393487	0.8296728	0.6713816	0.7800792	0.92712116	0.9474488	0.9217406	0.6418538	0.93445575	0.8787749	0.9387814	0.90572226	0.91324914	0.9197528	0.92075557	0.9027052	0.9340804	0.90540963	0.8391988	0.85943663	0.7866639	0.90975016	0.68705523	0.9454817	0.9383897	0.59358233	0.87692606	0.90074974	0.73193944	0.917694	0.90639013	0.9291524	0.92850775	0.9386457	0.34768987	0.8192147	0.93730086	0.9144164	0.81133956	0.94507533	0.7902215	0.90890384	0.86810917	0.8228706	0.0	0.895551	0.699335	0.92419565	0.9509264	0.749043	0.90023506	0.91404665	0.9323872	0.90460235	0.88138103	0.79833096	0.9403072	0.8718804	0.9205427	0.8736291	0.902196	0.91189337	0.92160636	0.933702	0.879462	0.9413231	0.84777457	0.9293694	0.872969	0.8316746	0.8954815	0.93542117	0.9514589	0.8132095	0.9136506	0.93150884	0.891592	0.89106566	0.9290934	0.8499886	0.7721126	0.91855484	0.9196697	0.85681283	0.83890146	0.8560441	0.932271	0.6602897
dat/det	0.8838523	0.7544123	0.8856657	0.92066544	0.44587457	0.7170427	0.798416	0.8290056	0.9399336	0.50398725	0.80063283	0.8886872	0.8502712	0.8548385	0.558824	0.8201109	0.8930752	0.8857019	0.7467588	0.9659487	0.79183644	0.84768134	0.8477414	0.8046572	0.76089525	0.754411	0.5848807	0.9236799	0.9549429	0.82681984	0.8528152	0.9236305	0.93089163	0.90676737	0.914893	0.8886874	0.91810834	0.9886507	0.88337684	0.9224252	0.84436613	0.8213742	0.8792417	0.65962523	0.8020752	0.48984635	0.8786651	0.8758976	0.7877799	0.6732593	0.7270675	0.63533723	0.9109627	0.7190314	0.86343545	0.8187027	0.88298386	0.8932097	0.9009279	0.88557255	0.6207324	0.6257678	0.88301325	0.6628624	0.8548535	0.82547915	0.83045244	0.79639494	0.8694231	0.8471952	0.88752794	0.8348196	0.96494997	0.82946837	0.9061157	0.556652	0.78653777	0.776103	0.895551	0.0	0.94640267	0.7729867	0.8678715	0.95075196	0.90673476	0.819365	0.67008305	0.5233031	0.7286055	0.59657353	0.88435906	0.76476073	0.5959314	0.70936716	0.84047496	0.88527715	0.85653615	0.8734413	0.7192951	0.9040669	0.8947877	0.8498315	0.89779884	0.9166767	0.88748455	0.859481	0.48812217	0.94647425	0.82565135	0.9173965	0.89462495	0.95208627	0.89348954	0.8258333	0.9817866	0.7217945	0.9061594	0.7749015	0.5641	0.94011605	0.89921546	0.9259364
Cédric/name	0.95861214	0.936186	0.9026793	0.8380641	0.9286755	0.904009	0.9542683	0.9741679	0.94696087	0.9389797	0.9544664	0.6566293	0.84213436	0.84896636	0.94678485	0.94509786	0.9159324	0.86580646	0.92881125	0.5231396	0.9626017	0.94107133	0.9478565	0.9429071	0.94742286	0.93587506	0.9425362	0.94755405	0.9294901	0.9154784	0.92182094	0.8601092	0.70254683	0.8816008	0.94704086	0.9082365	0.741881	0.55579233	0.9093691	0.82352823	0.92096037	0.7796917	0.953557	0.9398768	0.9554003	0.95685583	0.91798353	0.93196905	0.97232825	0.92958784	0.95389193	0.904052	0.9363232	0.9180904	0.8629131	0.9250817	0.82212764	0.9550977	0.92383856	0.7506633	0.9181111	0.9343264	0.83220816	0.9251955	0.95874524	0.9671826	0.9024444	0.9556119	0.8019006	0.8586537	0.831424	0.9573143	0.6044831	0.8672492	0.677989	0.9079876	0.9268491	0.903224	0.699335	0.94640267	0.0	0.94477046	0.9408665	0.5428188	0.9212728	0.94333065	0.9101552	0.9312894	0.87629426	0.9005669	0.9523561	0.9276823	0.9339419	0.92441505	0.9519821	0.9089568	0.9447895	0.9609947	0.9220845	0.95290846	0.8110659	0.91075486	0.90830815	0.8964162	0.9156724	0.94359565	0.95082146	0.87006843	0.9483763	0.91673017	0.8582363	0.6934166	0.94481665	0.93597156	0.5249231	0.9456688	0.9405578	0.8927796	0.91565144	0.8455105	0.9525841	0.79099864
steeds/adv	0.7590176	0.7015108	0.8806185	0.9283693	0.8308276	0.6862148	0.8115317	0.7676974	0.9304701	0.7247778	0.81211585	0.89424604	0.87536174	0.8556721	0.71996766	0.82756925	0.8504225	0.91065496	0.69834256	0.95790166	0.7521166	0.8687891	0.7798761	0.6951138	0.58922684	0.7177422	0.65648675	0.90636194	0.90181136	0.8254596	0.75949323	0.86771053	0.92499506	0.87796336	0.8764999	0.85041445	0.9361831	0.99349546	0.8124094	0.95265853	0.77276844	0.9155395	0.80590105	0.62927026	0.78871334	0.7948397	0.8270887	0.7996757	0.7837904	0.7177479	0.74038905	0.68754876	0.90435374	0.7706598	0.83625317	0.77879643	0.8788925	0.7992439	0.77567935	0.8891268	0.74184096	0.68612605	0.765463	0.67831725	0.8698765	0.75136876	0.82005996	0.75185025	0.9217873	0.87399906	0.8781996	0.8427208	0.96466446	0.8866627	0.9066494	0.7453109	0.7716821	0.83419293	0.92419565	0.7729867	0.94477046	0.0	0.89810693	0.95629907	0.84484315	0.8371252	0.83543414	0.78001577	0.72690034	0.7335279	0.7216046	0.76509994	0.77649254	0.6842525	0.78287184	0.8637104	0.8584018	0.78803504	0.8112939	0.8389214	0.8972215	0.89537287	0.887351	0.89026767	0.7971831	0.8695938	0.81825686	0.93928885	0.79825604	0.874596	0.88836056	0.9519088	0.8035204	0.78041446	0.98560864	0.65295213	0.8557178	0.6507223	0.6971947	0.9261477	0.8399165	0.87655574
Buurmeijer/name	0.9346049	0.9006813	0.9049861	0.8879193	0.8596199	0.9194403	0.9122823	0.94049686	0.89305234	0.8844582	0.886063	0.91125757	0.83956134	0.84219897	0.82556933	0.872816	0.94389015	0.94349015	0.89984024	0.91122633	0.88458586	0.8602499	0.9154345	0.9205967	0.91784316	0.8716888	0.88918036	0.894622	0.9670151	0.94365567	0.9528584	0.928845	0.90101725	0.9374936	0.95762897	0.90536034	0.9458776	0.92415786	0.89445823	0.88473004	0.9328187	0.9301944	0.8454471	0.92743367	0.9551902	0.90600264	0.94232047	0.96706104	0.9117126	0.896479	0.9291179	0.88049155	0.92569554	0.8583244	0.9358316	0.8917374	0.9624555	0.9243692	0.9095446	0.9406331	0.9038167	0.85786504	0.9120418	0.92704254	0.9463897	0.90200883	0.8654489	0.96235776	0.95128673	0.8857528	0.8951865	0.92405325	0.9399279	0.8913299	0.92317617	0.8731448	0.9243639	0.9328287	0.9509264	0.8678715	0.9408665	0.89810693	0.0	0.9347776	0.9699174	0.9192213	0.8912079	0.8866957	0.83484334	0.88539743	0.92681986	0.9403397	0.8917584	0.9030789	0.91373503	0.9337851	0.9613495	0.9524317	0.9165085	0.9731974	0.8548525	0.9273788	0.9247089	0.9062113	0.95233154	0.9405503	0.8925828	0.94161403	0.90335906	0.9671042	0.8570183	0.85986614	0.9250727	0.91268516	0.9108894	0.9212038	0.932672	0.9200747	0.8594043	0.9257021	0.94195616	0.92857003
Declercq/name	0.9483304	0.92797035	0.899384	0.6877699	0.939764	0.93203086	0.9438905	0.9539953	0.9632868	0.94716847	0.9426328	0.7033168	0.8079406	0.81477284	0.9290086	0.90267277	0.90096873	0.8804988	0.9163082	0.5261212	0.942578	0.92343795	0.9258007	0.92295724	0.9371946	0.9269299	0.9494945	0.89296556	0.93546927	0.92380077	0.9067657	0.90411246	0.6241245	0.8019188	0.9542873	0.91978383	0.79806185	0.37430394	0.8327309	0.70782626	0.9186929	0.8412112	0.9100735	0.94871515	0.9437984	0.96969205	0.934227	0.9510293	0.9604669	0.94194007	0.94003844	0.90372896	0.9436901	0.90582716	0.87295055	0.9055997	0.8371828	0.962504	0.90277594	0.80933356	0.9513047	0.9198943	0.84588045	0.9462038	0.9530108	0.9547623	0.85981363	0.954463	0.85298365	0.8679751	0.7302799	0.94795763	0.4688542	0.80062973	0.6004665	0.93271714	0.9348357	0.907027	0.749043	0.95075196	0.5428188	0.95629907	0.9347776	0.0	0.9139033	0.9079814	0.9210743	0.9501661	0.8734942	0.9135602	0.95934063	0.9182137	0.9445754	0.9330209	0.9424198	0.89473766	0.9391505	0.95935345	0.90998185	0.95101386	0.769441	0.90071976	0.9479196	0.92155296	0.9087039	0.91108966	0.9475503	0.8732288	0.93870133	0.9330021	0.75964147	0.6715894	0.9490056	0.9396982	0.39005995	0.94683164	0.94455814	0.9259036	0.91995615	0.78198147	0.92379487	0.8302667
rots/noun	0.89225227	0.8684417	0.9267796	0.9230597	0.9082335	0.87576616	0.8993499	0.91458917	0.93201816	0.90645075	0.8952699	0.9046542	0.923236	0.89429605	0.9267328	0.8941197	0.887363	0.90951556	0.81259227	0.9184297	0.92453194	0.94949913	0.92084354	0.89452124	0.8505691	0.8740992	0.8486802	0.9099054	0.6452224	0.73016906	0.8047621	0.87420684	0.9030922	0.85330033	0.8847564	0.92050564	0.9002697	0.93976223	0.8592676	0.9557888	0.850962	0.9416587	0.9166278	0.8666664	0.8957137	0.929695	0.82386446	0.76367086	0.89896345	0.874753	0.8480302	0.81529224	0.90889585	0.8699825	0.881535	0.8785999	0.83236295	0.88101375	0.90425205	0.8871425	0.8658606	0.8676455	0.8247922	0.8671401	0.883381	0.9142008	0.92977774	0.7701677	0.9168192	0.9049162	0.884002	0.90011775	0.9246366	0.89398795	0.9004868	0.8916966	0.87491316	0.85410434	0.90023506	0.90673476	0.9212728	0.84484315	0.9699174	0.9139033	0.0	0.9184499	0.9152904	0.8947269	0.84320414	0.8704673	0.8620405	0.8207733	0.88311017	0.8897733	0.92005086	0.8860407	0.8621116	0.86896485	0.8561283	0.8090148	0.88543445	0.86146694	0.94192725	0.9265175	0.80708236	0.8651414	0.9223674	0.9155109	0.87982875	0.8887376	0.9173995	0.9362433	0.87901336	0.92308366	0.9393135	0.8144128	0.88938653	0.87073404	0.8991813	0.94228244	0.8466866	0.888732
verklaring/noun	0.86619073	0.8605774	0.7118139	0.8936476	0.8308048	0.8756832	0.6726352	0.74529034	0.9338884	0.86655366	0.7026867	0.8878537	0.8465471	0.81753254	0.70511365	0.7989119	0.87894654	0.94824976	0.85733354	0.9064742	0.87597847	0.8548274	0.8508905	0.79181767	0.81055844	0.81183255	0.83653677	0.664723	0.9447313	0.89642704	0.8514087	0.8604239	0.90333515	0.8661801	0.92308885	0.84126997	0.9138672	0.9341863	0.8262995	0.7500891	0.83213055	0.8258614	0.79431903	0.87218016	0.77150476	0.8513477	0.892395	0.8990234	0.84206545	0.89716315	0.85999006	0.8320954	0.9299709	0.7164111	0.8646065	0.68194336	0.90826756	0.83600193	0.8855277	0.9355391	0.90944594	0.7862648	0.86924154	0.90368116	0.81064457	0.82745993	0.80172604	0.86252815	0.90710944	0.8573674	0.81257355	0.8113497	0.90173966	0.8163776	0.89008707	0.8910362	0.8247785	0.79728144	0.91404665	0.819365	0.94333065	0.8371252	0.9192213	0.9079814	0.9184499	0.0	0.8706403	0.8785084	0.77283126	0.8825989	0.90676653	0.90639484	0.9016513	0.84066	0.89160216	0.8638149	0.94570816	0.8227989	0.8475796	0.910705	0.8377048	0.84325284	0.9244552	0.8560959	0.9192489	0.8211479	0.883095	0.91755074	0.7592031	0.9085764	0.84476656	0.89898014	0.8292106	0.84773016	0.9212169	0.8650066	0.8658659	0.89316714	0.8366983	0.8982937	0.8665155	0.88127196
u/pron	0.91995156	0.8369919	0.82202387	0.8659782	0.83459854	0.7481181	0.84904337	0.8590546	0.9533012	0.6229261	0.8185489	0.86409795	0.8479005	0.8481445	0.700596	0.84987193	0.89948976	0.8648932	0.82286966	0.93990904	0.92546207	0.8805281	0.7333917	0.87207663	0.8389191	0.8382957	0.71922004	0.7914842	0.9283197	0.8587388	0.8753006	0.9181419	0.91143435	0.86127865	0.89316785	0.9485925	0.9244099	0.91744924	0.7956916	0.9422957	0.8477819	0.86845577	0.886298	0.784125	0.7770823	0.78112507	0.8541064	0.8500618	0.8894117	0.55843776	0.8658685	0.4857586	0.93574417	0.847437	0.90559626	0.8391656	0.851949	0.93969357	0.8503175	0.89579695	0.6735813	0.5139512	0.8542464	0.7092852	0.8771901	0.92820454	0.8657212	0.87460023	0.9198426	0.8454718	0.82383037	0.92096096	0.92374486	0.68194354	0.87157184	0.43235475	0.8878791	0.8656538	0.9323872	0.67008305	0.9101552	0.83543414	0.8912079	0.9210743	0.9152904	0.8706403	0.0	0.5213663	0.57347256	0.55273396	0.92395926	0.7174818	0.55342454	0.78383815	0.8630385	0.8632318	0.8827567	0.88155526	0.7842922	0.9138358	0.87251306	0.8406193	0.946382	0.88414794	0.85493827	0.80289185	0.5934	0.84297115	0.8858008	0.91359574	0.8974522	0.92290527	0.8918664	0.88555586	0.9483571	0.77973926	0.92897546	0.84012437	0.5263188	0.8067963	0.90674126	0.9237125
mij/pron	0.91603065	0.7904347	0.8853082	0.88446844	0.77795124	0.7267804	0.8774899	0.85078084	0.9443715	0.5743643	0.82703555	0.8632287	0.8534533	0.8632426	0.6718524	0.83237064	0.87946707	0.8844845	0.7666635	0.9616165	0.88690543	0.89051765	0.7534883	0.864798	0.8083333	0.81404465	0.66228247	0.8688856	0.92779696	0.80979145	0.8120549	0.9280044	0.8984062	0.8638272	0.9127006	0.9570298	0.91770774	0.9797976	0.8232979	0.9535886	0.8623365	0.8755917	0.8694517	0.68978846	0.7977713	0.59832895	0.8684458	0.8174349	0.8766794	0.5493146	0.7901956	0.5442066	0.9309437	0.8065345	0.89610577	0.8364395	0.8802925	0.9309969	0.87864965	0.8758782	0.5546267	0.63230014	0.86600506	0.6259555	0.87804896	0.888179	0.8684093	0.8184805	0.8978586	0.8309595	0.8783468	0.9184499	0.9382885	0.73122656	0.8807469	0.40355694	0.8546294	0.8197681	0.90460235	0.5233031	0.9312894	0.78001577	0.8866957	0.9501661	0.8947269	0.8785084	0.5213663	0.0	0.6149002	0.6158339	0.9082488	0.7135818	0.16012663	0.7334773	0.8484341	0.8762357	0.87858087	0.85301155	0.7704337	0.89302343	0.89753723	0.8921356	0.9652951	0.923696	0.88982487	0.8549332	0.52213717	0.95420283	0.9131719	0.9032219	0.91479	0.9278442	0.88603973	0.849633	0.965975	0.7752709	0.9281555	0.8146436	0.5573699	0.937427	0.902022	0.8912732
hij/pron	0.88882244	0.8291619	0.8047906	0.8116651	0.80951273	0.68227196	0.8558755	0.8408307	0.8395753	0.6602588	0.8019902	0.76906025	0.7640456	0.7306484	0.5849217	0.81158495	0.8413085	0.83404464	0.73629594	0.8705247	0.9011689	0.79237586	0.7039716	0.8369248	0.81627876	0.81592506	0.68370986	0.76347774	0.86074114	0.8206761	0.7519641	0.77383685	0.7787943	0.80281925	0.86812043	0.90632105	0.8265441	0.9469084	0.7409977	0.85334224	0.7805191	0.86375177	0.7660514	0.77970016	0.7824594	0.8059142	0.7603466	0.7884385	0.85315573	0.56040514	0.7923752	0.24600583	0.8521674	0.78305703	0.83719206	0.72910595	0.84347993	0.886004	0.8206582	0.8369928	0.6961467	0.52041614	0.6949824	0.7065403	0.88030463	0.9037303	0.8121662	0.8268701	0.8793298	0.7246393	0.77798855	0.8807635	0.8485701	0.6986203	0.76572555	0.4063241	0.8579632	0.79597074	0.88138103	0.7286055	0.87629426	0.72690034	0.83484334	0.8734942	0.84320414	0.77283126	0.57347256	0.6149002	0.0	0.5452429	0.8888316	0.6416028	0.5836266	0.75691795	0.8580742	0.82913536	0.84601766	0.83811694	0.7932205	0.86719614	0.7801929	0.82316875	0.93580884	0.73619676	0.8513631	0.81353426	0.69489336	0.8869418	0.8785545	0.8414983	0.8051108	0.8378766	0.74867094	0.8387901	0.9114244	0.7656554	0.86011267	0.8527489	0.54914004	0.87806755	0.8570796	0.81491053
we/pron	0.8468533	0.80120754	0.8911886	0.90745026	0.742738	0.5301435	0.8315563	0.8147537	0.9075428	0.5343456	0.8568088	0.8415966	0.8368772	0.85685086	0.6322057	0.8494177	0.82057995	0.86609304	0.7233948	0.9575204	0.8612719	0.85626817	0.75009775	0.81148165	0.7744858	0.8398839	0.6428925	0.90602297	0.90402883	0.8515167	0.8518304	0.84365803	0.8475438	0.91776323	0.89137334	0.88509554	0.89694047	0.9826748	0.7895359	0.9671901	0.82628953	0.8472005	0.8557652	0.70090365	0.7904583	0.703267	0.8273925	0.8405831	0.78798175	0.4949205	0.7632463	0.3794402	0.85232973	0.8243114	0.8572637	0.8590788	0.8195858	0.9152421	0.8446555	0.7937565	0.6161928	0.39634627	0.65981185	0.649856	0.890302	0.8674454	0.85117406	0.83422744	0.75920147	0.791155	0.9108982	0.84683424	0.9468596	0.81945264	0.83835506	0.33132917	0.81065905	0.83663046	0.79833096	0.59657353	0.9005669	0.7335279	0.88539743	0.9135602	0.8704673	0.8825989	0.55273396	0.6158339	0.5452429	0.0	0.86027646	0.6005527	0.60112786	0.68080795	0.77420604	0.8508253	0.8242518	0.86778605	0.768445	0.8613573	0.8766314	0.88763976	0.9209282	0.7990608	0.7950111	0.89186984	0.6256757	0.87530124	0.8548709	0.895924	0.87025225	0.94150615	0.86337286	0.769239	0.97441876	0.7569275	0.9076558	0.7488905	0.17454493	0.8849596	0.91436166	0.7476959
markt/noun	0.75911826	0.8808634	0.91683453	0.9470341	0.86529005	0.8797609	0.8385645	0.8129142	0.91061944	0.9189527	0.8835964	0.93588483	0.88537866	0.90108687	0.89666414	0.8940701	0.90883905	0.94850385	0.79931545	0.9507652	0.8075408	0.86218286	0.9071024	0.7540686	0.8047347	0.8668591	0.88449633	0.9331036	0.90108925	0.87801313	0.8806801	0.8937767	0.9270217	0.9160718	0.8375418	0.763571	0.9160523	0.98660153	0.9103837	0.9188577	0.7868329	0.92224336	0.88204587	0.87223	0.8859785	0.93875843	0.8865754	0.87631714	0.83361065	0.8785491	0.87134916	0.861061	0.934476	0.87264556	0.9009148	0.91242373	0.87487817	0.80134207	0.85077906	0.8572864	0.90032995	0.8540649	0.8244643	0.90246636	0.87522215	0.7012772	0.6972311	0.8421133	0.93936723	0.92572516	0.9097073	0.77251124	0.9560318	0.95526016	0.93701017	0.922545	0.79669386	0.9033481	0.9403072	0.88435906	0.9523561	0.7216046	0.92681986	0.95934063	0.8620405	0.90676653	0.92395926	0.9082488	0.8888316	0.86027646	0.0	0.9122469	0.8977213	0.84857476	0.80975455	0.8558688	0.83907217	0.8363084	0.85779166	0.89208084	0.9197332	0.90700346	0.78785944	0.9306815	0.82528543	0.903532	0.928646	0.9322067	0.73225176	0.9232034	0.89328676	0.9526003	0.8751105	0.80924046	0.98760337	0.80996823	0.7119181	0.8031286	0.84887075	0.91917336	0.8788332	0.8414969
even/adj	0.90596855	0.79310906	0.8778894	0.91863257	0.89768827	0.629423	0.88288987	0.8661161	0.9169533	0.64511156	0.8462394	0.8513148	0.8620612	0.89083016	0.82824945	0.8683271	0.87053025	0.8844996	0.7310324	0.9512278	0.9363409	0.9094692	0.8493625	0.8630565	0.7833665	0.81398094	0.63112605	0.909035	0.86628497	0.7483797	0.8110045	0.88013136	0.9179885	0.9090417	0.9021713	0.96186	0.89840305	0.9698495	0.83728564	0.9588058	0.86432225	0.8896734	0.9168714	0.6613116	0.7823247	0.7766896	0.8050556	0.72965646	0.88716245	0.6378831	0.81882393	0.5511743	0.8959465	0.8257023	0.8785645	0.82311445	0.8476551	0.93535316	0.91032046	0.87480956	0.6656524	0.69722235	0.7382166	0.6716515	0.9043364	0.90088177	0.9080844	0.7493682	0.88128	0.8907504	0.92451733	0.9025206	0.936428	0.780625	0.866709	0.5814157	0.87108505	0.8294445	0.8718804	0.76476073	0.9276823	0.76509994	0.9403397	0.9182137	0.8207733	0.90639484	0.7174818	0.7135818	0.6416028	0.6005527	0.9122469	0.0	0.68570447	0.7887899	0.86274123	0.85884446	0.8645804	0.88428164	0.79618806	0.837833	0.8989305	0.8947958	0.942574	0.82322973	0.83602786	0.8741372	0.75457174	0.9147266	0.8995506	0.88642853	0.9259854	0.93613577	0.898618	0.88308996	0.9574509	0.65526366	0.8840749	0.7868272	0.707578	0.93728614	0.9213773	0.919234
me/pron	0.9255951	0.81741107	0.9048572	0.8898829	0.8337947	0.7280499	0.91159827	0.8713055	0.95259976	0.5864867	0.83693296	0.8659941	0.8746968	0.86464536	0.70855165	0.8452539	0.89354753	0.8883615	0.7660277	0.95975274	0.9092522	0.90369487	0.7595726	0.87344635	0.8135204	0.8312477	0.6546514	0.8948833	0.92778975	0.80806446	0.8102091	0.9339478	0.90064555	0.89865535	0.91986275	0.9653491	0.9114044	0.98411685	0.8214704	0.9699061	0.87345564	0.904776	0.88892037	0.6794364	0.82478374	0.63940954	0.8549123	0.8106723	0.88227177	0.5401179	0.8131766	0.5074731	0.9375275	0.8344687	0.9012256	0.8501935	0.86964357	0.9315371	0.8788565	0.8735639	0.5905496	0.64333135	0.84042895	0.6157207	0.9146815	0.9050818	0.8808542	0.8054111	0.9023067	0.8405844	0.9118538	0.91731876	0.94108546	0.75649345	0.882927	0.3885492	0.88338983	0.8430203	0.9205427	0.5959314	0.9339419	0.77649254	0.8917584	0.9445754	0.88311017	0.9016513	0.55342454	0.16012663	0.5836266	0.60112786	0.8977213	0.68570447	0.0	0.762985	0.8676941	0.88382983	0.8810925	0.89772856	0.80954945	0.88570035	0.9099949	0.9019288	0.9633034	0.9178578	0.8811987	0.8749845	0.596003	0.96173203	0.9165388	0.89504224	0.9231677	0.9346762	0.8902629	0.86599106	0.9700554	0.7730721	0.9244127	0.8294959	0.58205956	0.9579845	0.9312357	0.88561654
weinig/adj	0.7888792	0.6465038	0.84162503	0.92003304	0.8059114	0.7321367	0.83431125	0.84765923	0.9563482	0.6807731	0.8151757	0.90751135	0.87177074	0.88046634	0.72393227	0.8108183	0.85977316	0.92313284	0.75224495	0.9546599	0.8299276	0.8648244	0.83927363	0.7904374	0.62490267	0.70599526	0.74281764	0.9159323	0.9260415	0.8163424	0.83717775	0.9064273	0.8774402	0.8968632	0.92227805	0.88623935	0.8615343	0.98251057	0.8072441	0.959908	0.84541833	0.87296176	0.85847545	0.6479813	0.82284456	0.74933815	0.8812495	0.8415171	0.78990895	0.7622789	0.7672538	0.7266772	0.9069544	0.7805437	0.8644795	0.81193066	0.87024724	0.8823777	0.85379046	0.87642264	0.68599707	0.6578072	0.8224752	0.7038125	0.8417264	0.81767005	0.8421314	0.8238902	0.85839546	0.83294135	0.8607415	0.85099804	0.9461801	0.91202927	0.8685367	0.7131057	0.76855266	0.7935175	0.8736291	0.70936716	0.92441505	0.6842525	0.9030789	0.9330209	0.8897733	0.84066	0.78383815	0.7334773	0.75691795	0.68080795	0.84857476	0.7887899	0.762985	0.0	0.81467867	0.8476698	0.8569883	0.80992156	0.6935321	0.8832004	0.88629144	0.8728422	0.9207723	0.92304385	0.83959216	0.86307675	0.72654784	0.92401975	0.82751065	0.9352373	0.88690925	0.9544193	0.8999225	0.808426	0.9751494	0.7158404	0.9011737	0.55159104	0.6540071	0.9124264	0.8784041	0.8555298
toekomst/noun	0.824229	0.87459666	0.9207771	0.94811785	0.84078133	0.8170552	0.8642814	0.83198804	0.9419993	0.8467032	0.9029304	0.9413887	0.8554115	0.8919031	0.7845123	0.87101907	0.8917076	0.95626765	0.8162117	0.97093725	0.77632797	0.8626971	0.89274555	0.8482711	0.82975924	0.8659644	0.8333938	0.94020724	0.92659277	0.87987727	0.8536478	0.8944176	0.9006235	0.94496435	0.916013	0.80754024	0.92117673	0.977738	0.8939652	0.9259412	0.88617116	0.8835847	0.88541955	0.8554224	0.8470032	0.8781248	0.9292735	0.85229176	0.77093256	0.8557786	0.8230462	0.8436176	0.87033784	0.8563223	0.75991005	0.85972685	0.85285926	0.808998	0.918734	0.8401706	0.84808445	0.7632176	0.855642	0.90483195	0.87495077	0.6547673	0.8267277	0.87848186	0.9125325	0.8662756	0.94297266	0.8194989	0.95715255	0.9539266	0.9151329	0.8419693	0.7049112	0.8624777	0.902196	0.84047496	0.9519821	0.78287184	0.91373503	0.9424198	0.92005086	0.89160216	0.8630385	0.8484341	0.8580742	0.77420604	0.80975455	0.86274123	0.8676941	0.81467867	0.0	0.8841769	0.87769866	0.86775756	0.8150897	0.9198497	0.90108585	0.915762	0.9294841	0.90899503	0.8783423	0.92082876	0.84750426	0.91119003	0.825265	0.95067847	0.9021702	0.9609987	0.91004086	0.8079494	0.9759067	0.86013	0.8946651	0.8501629	0.76284665	0.9337611	0.8393884	0.901703
