	het/noun	Jean-Marie/name	opnieuw/adv	Swatch/name	teken/noun	voorschot/noun	roep/verb	Franco/name	zege/noun	luid/verb	waartussen/pp	intussen/adv	eindig/verb	sterf/verb	alweer/adv	Buurmeijer/name	Koffrie/name	kwetsbaar/adj	Wall/name	toneel/noun	opper/verb	begin/noun	president/noun	dat/comp	signaal/noun	presenteer/verb	Europees/adj	student/noun	nieuw/adj	verwelkom/verb	me/pron	men/pron	breng/verb	weinig/adj	erg/adj	toe/part	gegeven/noun	vrolijk/adj	vanzelfsprekend/adj	teneur/noun	bied/verb	waarschuw/verb	naar/prep	eerste/num	competitie_start/noun	Demol/name	toekomstig/adj	zie/verb	dan/adv	commentaar/noun	vind/verb	plus/noun	partij/noun	uitslag/noun	Grosjean/name	draai/verb	vooruit/part	nog/adv	afkomst/noun	liefde_verhaal/noun	kijk_op/verb	relativeer/verb	wel/adv	allemaal/adv	aangeschaft/adj	tekenend/adj	emotioneel/adj	buurtbewoner/noun	luchtig/adj	even/adj	blik_vooruit/verb	Standaard/name	mij/pron	poseer/verb	ontwikkeling/noun	ook/adv	minder/adj	zeker/adj	Gerets/name	Polen/name	zie_uit/verb	hacker/noun	toekomst/noun	grond/prep	tegelijk/adj	wedloop/noun	uitspraak/noun	Magda/name	droef/adj	afloop/noun	laat_uit/verb	Gelders/adj	debuut/noun	doorbraak/noun	Tolkien/name	kant/noun	rest/noun	gericht/adj	voorbeeld/noun	bewoording/noun	ons/pron	hij/pron	Rompaey/name	Cédric/name	jong/adj	toen/comp	analist/noun	want/comp	discussie/noun	Hecke/name	gedoopt/prep	ouder/noun	huidig/adj	tegemoet/part	waarop/pp	promotie/noun	markt/noun	integratie/noun	moedig/adj	klim/verb	aan/part	evenmin/adv	accoord/noun	deze/det	verandering/noun	Street/name	vertrouwen/noun	wij/pron	seizoen_start/noun	vermager/verb	Coster/name	of/comp	reageer/verb	Freddy/name	feestganger/noun	Aelvoet/name	waarnaar/pp	niettemin/adv	wending/noun	beken/verb	blik/noun	tendens/noun	zo/adv	over/prep	Vanneste/name	echt/adj	Faber/name	seizoen/noun	auteur/noun	rots/noun	geval/noun	verklaring/noun	confrontatie/noun	stem_in/verb	gloor/verb	voor/prep	soms/adv	Waregem/name	eindelijk/adj	donderdag_nacht/noun	volgens/prep	maar/vg	voor/adj	mond/noun	stroom/noun	schuil/verb	Priscilla/name	boodschap/noun	kijk_aan/verb	langs/prep	oppositie/noun	ons/noun	strohalm/noun	evenals/comp	liberalisering/noun	positief/adj	roman/noun	herdershond/noun	raad/verb	perspectief/noun	gelijkspel/noun	dansbare/adj	brief/noun	veel/noun	aankondiging/noun	bruid/noun	hoewel/comp	steeds/adv	boek/noun	Monti/name	weekeinde/noun	Rob/name	glunder/verb	hedendaags/adj	zie_tegemoet/verb	Fund/name	toch/adv	gisteravond/adv	zeg/verb	vrees/verb	resultaat/noun	buis/noun	overwinnaar/noun	Eric/name	actrice/noun	stem_voor/verb	titelstrijd/noun	vooruit/adv	coach/noun	bijzonder/adj	opgewekt/adj	breng_mee/verb	en/comp	want/vg	oplossing/noun	wijs/verb	geluid/noun	gesprek/noun	crediteur/noun	stem/verb	beteken/verb	het/comp	bevolking/noun	optimistisch/adj	aanblik/noun	ontzettend/adj	noem/verb	daarom/pp	dichter/noun	ABVV/name	dit/det	verwachting/noun	mevrouw/noun	wacht/verb	blijf/verb	Werchter/name	geschiedenis/noun	vlak/noun	film/noun	Govaerts/name	zomermaand/noun	wanhoop/noun	zeer/adv	begin/verb	delegatie/noun	einde/noun	Guy/name	spreek/verb	uit/part	indicator/noun	realiteit/noun	Newconomy/name	toegang_kaart/noun	veelbelovend/adj	volg/adj	gisteren/adv	weer/adv	toon/verb	kondig_aan/verb	min/adj	W./name	honderden/noun	durf/verb	herstel/noun	ondertitel/noun	er/adv	natuurlijk/adj	misschien/adv	woordvoerder/noun	keer/verb	Dekker/name	mag/verb	angstig/adj	tolk/noun	we/pron	aanpak/noun	Winter/name	ben_toe/verb	weinig/det	vooraf/adv	kind_DIM/noun	extreem-rechts/adj	aanvang/noun	voorzitter/noun	ingewijd/adj	bezegel/verb	zwaai/verb	alom/adv	kansloos/adj	reken/verb	iets/adv	Danny/name	De/name	lied_DIM/noun	Van/name	kort/adj	aldus/prep	iedereen/pron	dj/noun	ben/verb	fluister/verb	ondanks/prep	constatering/noun	tik_weg/verb	Christian/name	eind/noun	kijk/verb	felicitatie/noun	dus/vg	één/pron	loop_vast/verb	Midden-Oosten/name	u/pron	kom_af/verb	week/noun	uitlating/noun	na/prep	klink/verb	verkondig/verb	cd/noun	terugkeer/noun	2003/num	alleszins/adv	een/det	duizenden/noun	wat/pron	maar/comp	Timmerman/name	vooral/adv	overigens/adv	zanger/noun	schrijf/verb	werp/verb	vertwijfeld/adj	laat_af/adj	beide/det	Bekkers/name	kijk_uit/verb	Wotte/name	lijk/verb	Cremers/name	Hezbollah/name	dat/det	team/noun	buitengewoon/adj	maak_plaats/verb	ik/pron	sarcastisch/adj	dag/noun	reactie/noun	somber/adj	de/det	Marc/name	cohabitation/noun	gestoken/adj	missie/noun	moment/noun	dus/adv	blik/verb	glorieus/adj	besluit/verb	er/fixed	heet/verb	periode/noun	omdat/comp	stel/verb	trip/noun	kwartaal/noun	Wijk/name	macro_economisch/adj	belofte/noun	dorp_DIM/noun	denk/verb	verwacht/verb	gestemd/adj	voeg_toe/verb	twee/noun	zak_weg/verb	ze/pron	spierwit/adj
het/noun	0.0	0.9491836	0.92098814	0.85291904	0.8067759	0.97981334	0.843607	0.9458467	0.873337	0.9133172	0.9282193	0.80787253	0.9422861	0.89431393	0.8411156	0.8005666	0.88279814	0.5970799	0.9286374	0.9102235	0.82689285	0.94267994	0.9548639	0.63203907	0.7713799	0.95613533	0.9745951	0.9511826	0.9234296	0.9144383	0.54819685	0.5936592	0.9428309	0.65745485	0.5310278	0.8733573	0.82982814	0.78585196	0.5574379	0.8302274	0.8908613	0.83430797	0.8577807	0.93736696	0.82237583	0.95126235	0.9427519	0.7484576	0.60799	0.8911733	0.52985483	0.94082755	0.91458046	0.89828956	0.90636724	0.87014425	0.884954	0.6302779	0.8676326	0.8448761	0.75464916	0.783123	0.41090858	0.54683363	0.88092065	0.78233814	0.7442273	0.902633	0.79705197	0.6374892	0.91707116	0.97916937	0.5550121	0.94896185	0.85945606	0.5046082	0.6733822	0.670192	0.9166238	0.9289632	0.7294234	0.8770911	0.8360829	0.9585212	0.7884594	0.7801086	0.8111956	0.9766078	0.8075235	0.8009407	0.8150968	0.94666576	0.92154616	0.8740934	0.84460247	0.87233937	0.86740774	0.89248526	0.7841661	0.8805853	0.6526658	0.71621203	0.9178033	0.99463457	0.8786178	0.8993183	0.8494586	0.63590693	0.757288	0.94507265	0.95053273	0.82284355	0.8599615	0.9032483	0.82813555	0.8785294	0.9345531	0.81878626	0.75049675	0.9459657	0.85417175	0.76461303	0.9359757	0.7944608	0.7853895	0.9330566	0.7853042	0.5691774	0.8429574	0.7953658	0.9799632	0.64281356	0.86056733	0.96261847	0.8861445	0.93328637	0.7444092	0.74333155	0.7878683	0.87746453	0.90135694	0.8528836	0.52892053	0.923922	0.9851642	0.5338024	0.92866635	0.8885444	0.888212	0.93634844	0.67076564	0.8329243	0.8686196	0.9168902	0.85083836	0.83813643	0.68628013	0.97534245	0.812632	0.948689	0.88109255	0.5046311	0.8719934	0.9024648	0.95325375	0.7619696	0.9143683	0.8080249	0.7998971	0.9755083	0.89471346	0.7590297	0.7898146	0.9034395	0.91305405	0.80165994	0.9100595	0.8492312	0.7718082	0.80392206	0.8462757	0.8450898	0.93769	0.72825384	0.923833	0.8966583	0.73346376	0.73419964	0.86724144	0.8645756	0.9310299	0.96396863	0.9384058	0.88804007	0.87623495	0.96884894	0.5530472	0.90215033	0.86263126	0.80347776	0.75964093	0.9359328	0.8598615	0.97414863	0.9548876	0.8280728	0.8922645	0.80605316	0.9404963	0.64680755	0.8006202	0.8174909	0.504578	0.47448462	0.701296	0.81294084	0.84432584	0.9201501	0.8423416	0.75889856	0.75464374	0.8163231	0.9203969	0.7864616	0.80227613	0.55719054	0.79225177	0.65100515	0.91353154	0.90870667	0.7017362	0.86204666	0.8782345	0.76958776	0.65593493	0.9763822	0.9134621	0.8505496	0.892639	0.9729033	0.92865014	0.82536644	0.6533029	0.86247617	0.9401169	0.9138415	0.97715586	0.7940101	0.7457355	0.91592735	0.7176987	0.89879215	0.9557984	0.762041	0.8558247	0.91949457	0.7891581	0.7467932	0.9259596	0.7153764	0.97854537	0.95117724	0.7722907	0.8881228	0.92391604	0.57244	0.58148694	0.57870847	0.9354162	0.8597731	0.8918175	0.6329089	0.7205087	0.92483443	0.55286276	0.78972507	0.91841793	0.84012604	0.7065869	0.83648175	0.81992334	0.9402503	0.9791123	0.9440559	0.77212995	0.89244914	0.91385305	0.8832686	0.81332415	0.7875985	0.7293893	0.98610026	0.9901731	0.8387811	0.983726	0.90594375	0.946222	0.6182356	0.99568653	0.45442003	0.7987579	0.8626205	0.77057457	0.85456735	0.9656699	0.95687556	0.7741757	0.9092337	0.61310685	0.9015276	0.8630862	0.95287955	0.6420273	0.7769844	0.94169784	0.77374536	0.96322083	0.7350404	0.8859272	0.9210977	0.92688173	0.9470146	0.73684806	0.8791362	0.94410497	0.57344556	0.534364	0.96801907	0.79878503	0.6266136	0.92103606	0.91861904	0.9398879	0.8739743	0.93561476	0.9081861	0.868857	0.7148171	0.9306538	0.57571363	0.89384675	0.92235935	0.420447	0.95701474	0.7572608	0.91323674	0.49181265	0.8372642	0.9177946	0.73430806	0.7687895	0.9434783	0.9891051	0.84215295	0.9606048	0.89838076	0.76237226	0.63534236	0.888525	0.8679662	0.85270905	0.60331684	0.81054103	0.87402755	0.7318748	0.7742237	0.93979424	0.9114228	0.92544043	0.8216771	0.94271123	0.9538252	0.6250691	0.77183163	0.86851203	0.9169733	0.9373497	0.90626156	0.590665	0.9173394
Jean-Marie/name	0.9491836	0.0	0.8670907	0.96257913	0.881461	0.8557469	0.7869748	0.7265903	0.8492626	0.92919445	0.94301677	0.7296623	0.8694824	0.90419096	0.82075924	0.80519897	0.8050509	0.9029292	0.81127703	0.9296402	0.7541829	0.938303	0.8131007	0.7998635	0.89998585	0.8839379	0.87702036	0.86574095	0.84204745	0.79385203	0.8765747	0.8487697	0.9615263	0.9077704	0.8926643	0.8650544	0.88006246	0.8043721	0.91071594	0.898609	0.96256596	0.77763355	0.9540049	0.9434261	0.90330464	0.48934895	0.7782221	0.92076004	0.9215112	0.8127	0.9148551	0.91707885	0.6306529	0.8632335	0.7919525	0.9473707	0.8477961	0.91141284	0.97296554	0.96613926	0.9235739	0.683854	0.92324376	0.93678206	0.9819336	0.9001702	0.88356507	0.8380752	0.84116375	0.8682084	0.7495736	0.77404594	0.86576855	0.8179067	0.91503894	0.9214029	0.90170985	0.9235485	0.6043158	0.9181345	0.9471538	0.77892447	0.9339608	0.9172641	0.8933353	0.9806409	0.7818904	0.7331258	0.86657035	0.6716268	0.84177536	0.90553343	0.87306964	0.7541862	0.93933713	0.9401771	0.94345236	0.9484625	0.94809884	0.8016921	0.9407863	0.7031132	0.83404803	0.80887884	0.90354407	0.7825513	0.7679792	0.8489174	0.8617407	0.72960484	0.97722894	0.95114654	0.79748493	0.9328785	0.87665933	0.9443569	0.88306946	0.96248484	0.87233305	0.91543806	0.922404	0.8568807	0.85379916	0.83832204	0.90542585	0.79611456	0.885288	0.9087941	0.77527326	0.8106436	0.6572733	0.93905777	0.7119672	0.56557196	0.9525287	0.7616619	0.9216809	0.7390427	0.89287984	0.79569674	0.93445414	0.87227327	0.8800169	0.8697443	0.5920778	0.8551185	0.7950577	0.8475024	0.77515066	0.9728547	0.9742879	0.8051724	0.9254343	0.9245359	0.91773015	0.90275824	0.88709146	0.7894603	0.8595234	0.94409764	0.7882395	0.8928968	0.82545656	0.84760845	0.93999577	0.90858793	0.92415875	0.8021262	0.8873691	0.9728022	0.71881264	0.8938324	0.9099834	0.8961953	0.9537227	0.7896879	0.9182741	0.919948	0.8827006	0.8863535	0.89179724	0.98158664	0.89011157	0.9381391	0.7731112	0.929478	0.83943987	0.9288312	0.934446	0.79654497	0.8248736	0.72543025	0.6397826	0.9392583	0.8639649	0.94223666	0.8697398	0.7064167	0.6912632	0.8575175	0.8775718	0.91256285	0.6784946	0.59884936	0.8949464	0.80994135	0.89766973	0.8971555	0.5655595	0.883592	0.8030948	0.87268615	0.8858372	0.89303017	0.9301077	0.88499767	0.91705596	0.8087858	0.8999503	0.7689444	0.9033017	0.86171746	0.89020526	0.7344095	0.9415491	0.9106277	0.81288683	0.8968363	0.88389724	0.7068895	0.93878543	0.8516912	0.71629155	0.9306505	0.8909365	0.9506321	0.9251844	0.9303093	0.9399029	0.8690227	0.9560027	0.95111436	0.8924334	0.85644865	0.81671596	0.93532085	0.5341933	0.7798779	0.91522616	0.9673808	0.937928	0.92186594	0.95250285	0.90447056	0.89071846	0.6784096	0.9360025	0.7923242	0.7372972	0.8964414	0.7327503	0.909117	0.8244688	0.876536	0.93466574	0.93632203	0.9547887	0.8988872	0.72524107	0.8951695	0.80672514	0.8518142	0.9098655	0.8831788	0.9464536	0.8715977	0.6677034	0.80737567	0.9156277	0.7354896	0.8708819	0.5171864	0.8132547	0.60568017	0.808913	0.74635375	0.87396014	0.78283083	0.87985253	0.81348157	0.85851085	0.6214613	0.62030935	0.8898476	0.6650381	0.92014736	0.63807976	0.87935334	0.87360126	0.91921425	0.80212206	0.8529929	0.78375596	0.94480467	0.63798606	0.9487148	0.9605195	0.6950364	0.9064845	0.90062755	0.89798725	0.80837524	0.88148504	0.94690686	0.86437654	0.6928327	0.8400844	0.9215331	0.6988483	0.9285407	0.87809193	0.83565354	0.8765182	0.8429714	0.92406726	0.93460125	0.88168037	0.7352228	0.8930049	0.8096783	0.8124404	0.9209706	0.8010303	0.90127623	0.9644921	0.8757386	0.8721414	0.8943014	0.8333477	0.891613	0.80492806	0.9171622	0.9220949	0.71519625	0.8947123	0.94945854	0.883941	0.8269129	0.94015586	0.8700528	0.7929342	0.84819394	0.62060505	0.9270686	0.7629317	0.8793511	0.9680685	0.94667053	0.76671594	0.88605183	0.73088926	0.9494286	0.868373	0.9651691	0.89710075	0.7871907	0.8581046	0.94116175	0.68689287	0.9650887	0.86934626	0.9234678	0.94859517	0.83871233	0.73150676	0.79719025	0.9292002	0.9012344	0.7751373	0.8960435
opnieuw/adv	0.92098814	0.8670907	0.0	0.8739343	0.8125448	0.87438214	0.86320615	0.9017142	0.6206653	0.93607986	0.9040956	0.7075888	0.6799721	0.8193234	0.48698378	0.91573685	0.8186712	0.9219403	0.7710328	0.75969744	0.85938525	0.70969886	0.74461854	0.77158403	0.83652973	0.7443551	0.7295327	0.8200659	0.74785656	0.81543136	0.82479864	0.78586346	0.8422003	0.8067393	0.8808507	0.8260091	0.95247805	0.84128004	0.92056525	0.8929925	0.8933301	0.79729086	0.748368	0.6761061	0.63598084	0.8153558	0.8713735	0.8094889	0.76110965	0.8525734	0.9019011	0.81908536	0.74718785	0.79365045	0.7736797	0.75755167	0.75645936	0.6679442	0.91053987	0.91223437	0.8752203	0.87374717	0.86312705	0.8449074	0.9393266	0.87667793	0.87053704	0.8427273	0.90167516	0.77701986	0.7219641	0.8669033	0.82298595	0.936922	0.88573545	0.80706257	0.7763964	0.74919546	0.7047032	0.7657467	0.8953102	0.8073444	0.8122095	0.90966046	0.81146914	0.80936396	0.84956676	0.94080865	0.86514	0.7538192	0.860406	0.8981546	0.7896321	0.7492804	0.93862677	0.85458636	0.84238786	0.93247503	0.885747	0.8316933	0.70101714	0.77670807	0.8563632	0.82727337	0.8646905	0.65049165	0.79236543	0.8303572	0.8032129	0.8762089	0.91464007	0.8899937	0.8595518	0.74694574	0.8378196	0.7609415	0.86718214	0.9039085	0.7977071	0.72034115	0.8362242	0.7709173	0.68781257	0.72961384	0.75970256	0.7789932	0.76343775	0.73505205	0.7235898	0.8603418	0.9482517	0.861519	0.85495454	0.8654389	0.7190637	0.86650735	0.8501029	0.70061445	0.78032565	0.7465565	0.920127	0.85210836	0.9057814	0.8636419	0.9092334	0.8033191	0.8309181	0.6808009	0.9480661	0.86926126	0.8749683	0.8656594	0.73503816	0.75053877	0.8425148	0.793917	0.8109437	0.7132361	0.62084055	0.80156493	0.9101019	0.7883883	0.69420946	0.9227435	0.90985274	0.90878487	0.9074405	0.88308114	0.853901	0.7837416	0.7341715	0.7870705	0.7916383	0.7642945	0.8722483	0.8543493	0.92501533	0.8817396	0.8907565	0.80231434	0.63905823	0.9413042	0.84455085	0.8495457	0.8219863	0.92263854	0.7647538	0.72671926	0.91796356	0.842029	0.6155941	0.9169903	0.8027812	0.90373546	0.7638419	0.9133528	0.7506605	0.6760131	0.872727	0.8415636	0.8000868	0.8274075	0.86853415	0.8540826	0.9424887	0.86235654	0.66711706	0.8235755	0.7252909	0.8654972	0.8448062	0.8661277	0.8301414	0.72436285	0.80774546	0.89656484	0.9437851	0.72871804	0.8500621	0.79429287	0.88553	0.73077786	0.79271	0.81127834	0.90969604	0.9053179	0.8937183	0.7379175	0.92973846	0.8730446	0.78139186	0.75426185	0.9250746	0.7510725	0.7929732	0.67620814	0.90735817	0.8765928	0.8793562	0.90620035	0.8127072	0.784838	0.87408394	0.63052297	0.6837435	0.67545915	0.86251557	0.8412239	0.8900705	0.87683773	0.86563253	0.83760095	0.9034228	0.73795307	0.58874965	0.74614036	0.376975	0.82874405	0.68934506	0.82852125	0.8865528	0.7480644	0.80909336	0.6729734	0.93945736	0.7856056	0.8747952	0.79719555	0.86749613	0.7222544	0.83584046	0.78070474	0.8238241	0.91417086	0.62915546	0.8957592	0.9124837	0.77970165	0.7821766	0.71846414	0.88064957	0.84948874	0.742108	0.8872447	0.8639784	0.80991155	0.7794266	0.84681094	0.71172833	0.76192087	0.81462556	0.87375975	0.9148131	0.89100933	0.89320636	0.8774981	0.8933913	0.80861515	0.90014166	0.85120183	0.9023537	0.7880594	0.8336069	0.8599937	0.9036341	0.65768635	0.8898324	0.8837497	0.8835034	0.9222262	0.71021163	0.8381698	0.87663275	0.7486417	0.6493317	0.87285507	0.58417284	0.91916716	0.8768512	0.88985175	0.7129141	0.83097816	0.7020123	0.7826232	0.7347852	0.869604	0.7733573	0.84546036	0.8144815	0.8124434	0.91442525	0.86685735	0.90611	0.8405447	0.8847132	0.7597035	0.8988924	0.7364967	0.7947817	0.73986125	0.8880587	0.7959887	0.90313727	0.6830158	0.89033073	0.84308016	0.81361675	0.9565666	0.67030203	0.8503689	0.83479285	0.7223139	0.8395427	0.8366575	0.81098914	0.76017576	0.84914917	0.75824386	0.8155275	0.75192654	0.676684	0.9220247	0.88373387	0.76208884	0.80083525	0.84960026	0.68703413	0.8274655	0.85834104	0.8872093	0.7540881	0.8457253	0.8754809	0.80705136	0.855054	0.8926532	0.7141619	0.678668	0.80849504	0.95138615
Swatch/name	0.85291904	0.96257913	0.8739343	0.0	0.9608495	0.96360034	0.82341146	0.95044297	0.9277422	0.957513	0.93852574	0.7885505	0.94657433	0.9893012	0.87062365	0.9379912	0.8736254	0.88494265	0.91995615	0.94648063	0.9369212	0.85887074	0.887161	0.87117314	0.9182981	0.9330632	0.93022907	0.9695755	0.8839671	0.9281574	0.9271445	0.87669986	0.8944118	0.85151446	0.77681834	0.9646587	0.9639263	0.7046015	0.88146895	0.92025995	0.95354134	0.94206095	0.8746777	0.8000479	0.9173439	0.97147596	0.91646826	0.8561228	0.83947235	0.9389174	0.93655163	0.8894117	0.9662303	0.89691675	0.98230296	0.9552448	0.90300447	0.8876146	0.99085814	0.91286933	0.941731	0.91287327	0.8681213	0.7405882	0.9300909	0.9245498	0.9298897	0.9485126	0.8733412	0.78380895	0.91842824	0.9820461	0.8910128	0.9592549	0.9038726	0.82837236	0.7248622	0.81589216	0.93129337	0.9721269	0.72490036	0.93705505	0.84279656	0.91388273	0.9279519	0.96286136	0.9368051	0.9826718	0.89502984	0.899176	0.8859758	0.9396122	0.9778195	0.90590876	0.9591822	0.86093366	0.9221184	0.9327582	0.87547946	0.90571296	0.7903437	0.8525362	0.97300875	0.9708817	0.9229122	0.8005097	0.85949653	0.90372306	0.9549494	0.98418224	0.94191647	0.9642749	0.88698393	0.9005672	0.8422764	0.9199135	0.7441251	0.933537	0.9316583	0.7616902	0.95996195	0.7474532	0.89025974	0.8940226	0.9118537	0.9176352	0.956432	0.72528946	0.9124349	0.86581045	0.9823829	0.857693	0.8957208	0.94873774	0.84199595	0.93813807	0.90088874	0.8331302	0.945987	0.81131166	0.95241445	0.9275998	0.7652775	0.90549797	0.9810883	0.79309225	0.946042	0.88165265	0.97445244	0.93984306	0.8341236	0.9379964	0.9584946	0.9703009	0.9305448	0.953315	0.8121394	0.9776732	0.94384646	0.9240791	0.907687	0.8183727	0.95296293	0.9752849	0.95281523	0.9502493	0.94154584	0.90873426	0.95609593	0.90763754	0.9307909	0.7967679	0.97403425	0.97554106	0.924118	0.8936329	0.92449945	0.8809414	0.94445646	0.9023002	0.9053287	0.84239686	0.985313	0.90050685	0.9228401	0.90578705	0.78074116	0.78358996	0.9270225	0.8897494	0.93144715	0.9597127	0.98140705	0.9709778	0.8923964	0.9569598	0.8093402	0.8593747	0.93201756	0.95797694	0.73803425	0.9257701	0.9540324	0.9680722	0.9608021	0.93767625	0.95853335	0.9115392	0.93146604	0.8085035	0.8389679	0.83300257	0.8243226	0.8482306	0.9536282	0.9040515	0.88193864	0.9373158	0.8845308	0.8480968	0.91478235	0.85714185	0.9659055	0.802449	0.9122585	0.9061358	0.91264266	0.83140236	0.96304953	0.95767915	0.8559039	0.8826519	0.9145747	0.95033634	0.8631629	0.9850617	0.95409906	0.94591755	0.9022673	0.94278795	0.92359066	0.9114684	0.8670225	0.9210956	0.9572643	0.9529302	0.9484459	0.9389715	0.79415226	0.9083146	0.906272	0.88126725	0.9507129	0.8294215	0.8900439	0.89491093	0.8289371	0.87486017	0.9418864	0.7360873	0.9201079	0.9756972	0.89484775	0.857393	0.9440903	0.9178167	0.89624834	0.8601368	0.8640268	0.9822684	0.9588602	0.8610568	0.8638587	0.9584663	0.7953878	0.90390563	0.97933763	0.950049	0.93230593	0.88261116	0.87560356	0.99345046	0.95386666	0.96286213	0.90817845	0.96004015	0.89614385	0.94826764	0.79052335	0.8317346	0.76640207	0.98041785	0.9791311	0.88368404	0.9725002	0.8421066	0.9215201	0.85179806	0.99263406	0.85175073	0.95077777	0.8929953	0.9688715	0.6456368	0.96024287	0.78241336	0.85950375	0.97618026	0.9015646	0.90871125	0.95393384	0.95967454	0.8599646	0.9825382	0.903501	0.93718654	0.876166	0.87232006	0.94910693	0.91106385	0.9405108	0.90975976	0.8394215	0.91518533	0.97765607	0.8850079	0.8731855	0.96488863	0.91133285	0.84298205	0.9141698	0.9832259	0.9797974	0.93457997	0.9718255	0.953729	0.88765025	0.91819966	0.77360773	0.87633085	0.8950761	0.9316952	0.8861856	0.8784448	0.9125959	0.90599144	0.8707868	0.9631458	0.9296584	0.884315	0.83879614	0.87521327	0.9702746	0.8718528	0.93047327	0.9479315	0.8044071	0.7575319	0.93066865	0.88768446	0.8108306	0.7316076	0.82461464	0.7293308	0.908134	0.91417444	0.9340713	0.7944432	0.89324844	0.847788	0.99069667	0.95928925	0.9251798	0.7999327	0.7986424	0.94691277	0.96769613	0.93987375	0.8093385	0.90549046
