	KLM/name	slecht/adj	na/prep	economisch/adj	aldus/prep	Leverkusen/name	multi_etnisch/adj	voor/comp	gisteren/adv	kosten/noun	vooraleer/comp	schouder_blessure/noun	Roda/name	trauma/noun	onafhankelijkheid/noun	systeem/noun	binnen/prep	samenleving/noun	Champions/noun	sociaal/adj	Oost-Timor/name	Silva/name	echter/adv	Da/name	patiënte/noun	verbeter/verb	te/comp	die/det	zodanig/adj	koers_val/noun	ziekenhuis/noun	contact/noun	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	moeilijk/adj	tijd/noun	en/vg	36-jarige/adj	voorsprong/noun	laat/adj	voldoende/adj	in/prep	kan/verb	Ajax/name	pas_aan/verb	norm/noun	verbetering/noun	pas/adv	Dimitri/name	weer/adv	maand/noun	natuur/noun	ingreep/noun	als/comp	voldoende/adv	ben/verb	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	thuis_reputatie/noun	water_kwaliteit/noun	het/comp	kaak/noun	olie_prijs/noun	winstwaarschuwing/noun	enkel_letsel/noun	kraan/noun	geschonden/adj	balk/noun	bezoeker/noun	Kosovo/name	licht/adj	dat/det	wil/verb	waarschijnlijk/adj	situatie/noun	herneem/verb	we/pron	oorspronkelijk/adj	sonde/noun	overheid/noun	gebroken/adj	kiezer/noun	naai/verb	zijn/det	Amerikaans/adj	knie_blessure/noun	effect_beurs/noun	eerst/adv	driepunters/noun	eventueel/adj	halfuur/noun	band/noun	Van/name	traditie/noun	stijl/noun	nauwelijks/adv	enigszins/adv	Hest/name	dit/det	plunder/verb	helemaal/adv	Blauw-wit/name	tijdig/adj	Damrak/name	weg/noun	Brecht/name	160.000/num	tijd/fixed	installatie/noun	help_mee/verb	operatie/noun	om/comp	Esser/name	woning/noun	doelman/noun	teneinde/comp	Goeminne/name	geloofwaardigheid/noun	spier/noun	grasland/noun	probeer/verb	gisterenavond/adv	soeverein/adj	hoofd/prefix	fiets/noun	fonds/noun	nu/adv	9-7/noun	daarna/pp	Bisschop/name	voet_blessure/noun	beurs_fonds/noun	euvel/noun	veiligheid/noun	waardevol/adj	onbemand/adj	verstedelijkt/adj	kom_na/verb	Geeroms/name	bezig/adj	ze/pron	aan/comp	nadat/comp	ploeg/noun	eenvoudig/adj	Groef/name	gebouw/noun	thuis/adv	rust/noun	competitie_start/noun	intussen/adv	hart_operatie/noun	meteen/adv	tijdelijk/adj	laat/verb	evenwicht/noun	weeg/verb	fout_DIM/noun	griep/noun	afwijking/noun	volledig/adj	gescheurd/adj	relatie/noun	gebied/noun	opening_fase/noun	primaat/noun	onderhoud/verb	van/prep	verloren/adj	Peeters/name	dak/noun	veerkrachtig/adj	hun/det	zodat/comp	wonderbaarlijk/adj	LOMMEL/name	kwetsuur/noun	spectaculair/adj	misser/noun	help/verb	vertrouwen/noun	iets/adv	scheur/noun	ondanks/prep	cabaretier/noun	sars/noun	Loocke/name	Leue/name	aan/adj	momenteel/adj	patiënt/noun	loop/prep	muur/noun	reliëf/noun	direct/adj	water_kanon/noun	doordat/comp	race/noun	hiervan/pp	kans/noun	consumentenvertrouwen/noun	kramp/noun	balans/noun	teen/noun	politiek/noun	Nigeria/name	Noord-Korea/name	vervolgens/adv	Moolen/name	zal/verb	populatie/noun	letsel/noun	krachtig/adj	nadien/pp	land/noun	snel/adj	gevel/noun	spel_maker/noun	vergeef/verb	maar/vg	normaal/adj	vrijwel/adv	kerk_toren/noun	kost/adv	vroeg/adj	Sar/name	niet/adv	Pfeiffer/name	beweeglijkheid/noun	golfer/noun	bovendien/adv	daarmee/pp	plus/noun	1991/num	misstap/noun	contract_uur/noun	glorie/noun	Song/name	door/comp	rij_richting/noun	het/det	blessure/noun	kom_terug/verb	middenvelder/noun	zich/pron	sluit_post/noun	nodig/adj	aandeel_beurs/noun	Gino/name	Truyens/name	terug/adv	op_doffer/noun	zoveel/adv	Roeselare/name	al/comp	JC/name	steeds/adv	orde/noun	staat/noun	de/det	hij/pron	ere/noun	bestuur/noun	geloof/noun	ons/pron	Estland/name	oud/adj	schade/noun	eer/noun	voorlopig/adj	wat/adv	gezondheid_probleem/noun	enkel_blessure/noun	Bernhard/name	ziekte/noun	Halle/name	Vriese/name	Sierens/name	beide/det	autonomie/noun	word/verb	mogelijk/adj	linkervleugel/noun	afgelopen/adj	verstel/verb	nog/adv	Kralj/name	verwarming/noun	blijk/verb	termijn/noun	hoewel/comp	tijdje/noun	alles/noun	reputatie/noun	geraakt/adj	Braeckevelt/name	lijk/verb	geleidelijk/adj	economie/noun	net/adv	vanmiddag/adv	lever_in/verb	groot_macht/noun	Rocky/name	leiding/noun	kort/adv	Fortis/name	stad_bestuur/noun	strand/verb	Coeyere/name	spier_blessure/noun	dien/verb	hoop/verb	middag/noun	waarde/noun	dijk/noun	goed/adj	daarna/adv	thuisploeg/noun	nederlaag/noun	verlies/noun	Evere/name	Combi/name	mede/adv	geheel/adj	technologie_aandeel/noun	de/prep	bevolking_groep/noun	opdat/comp	moet/verb	toestand/noun	griep_aanval/noun	Amsterdams/adj	voetpad/noun	democratie/noun	meer/adv	wereld_gemeenschap/noun	bilateraal/adj	volk/noun	vanzelf/adv	set/noun	vereiste/noun	terwijl/comp	wegdek/noun	haar/det	monarchie/noun	breuk/noun	lies_blessure/noun	Nokia/name	kanker/noun	lever/noun	asfalt/noun	toen/comp	allicht/adv	markt/noun	aangedaan/adj	dag/noun	virus/noun	eerder/adj	vanochtend/adv	electrisch/adj	volgens/prep	redelijk/adj	zwaar/adj	opereer/verb	gemeente/noun	knie_operatie/noun	League_duel/noun	onmiddellijk/adj	leger/noun	kliniek/noun	maak_kapot/verb	wij/pron	waar/comp	of/vg
KLM/name	0.0	0.855855	0.8514083	0.7937484	0.83035994	0.8944482	0.9063365	0.88530904	0.7158576	0.7862796	0.8488449	0.8933764	0.88266915	0.8975245	0.8369125	0.83750546	0.809663	0.8938213	0.9046951	0.8098414	0.8576302	0.93739545	0.7632679	0.9364433	0.8689395	0.81056935	0.77034354	0.8323083	0.85764945	0.7041254	0.870899	0.86665285	0.88571405	0.9074742	0.8881214	0.89764774	0.92655677	0.92092806	0.8267084	0.8879548	0.9293392	0.9047955	0.8692641	0.86771405	0.82518804	0.8439935	0.86646557	0.8755748	0.798999	0.85996604	0.9598671	0.8679993	0.8212863	0.9169962	0.82270175	0.8727302	0.86752677	0.86482996	0.89774185	0.7048229	0.86118484	0.79714537	0.937366	0.8890738	0.9010719	0.8904152	0.725255	0.64772403	0.9179952	0.9064812	0.8859362	0.9058801	0.88659775	0.87382317	0.85151064	0.8748419	0.760559	0.7842094	0.8743731	0.88744384	0.8650688	0.8721125	0.8809359	0.7062427	0.87736964	0.8810161	0.917708	0.85387397	0.7635011	0.9030813	0.66996515	0.84961873	0.93388444	0.7173462	0.9166516	0.88354623	0.9507795	0.9094999	0.93155265	0.855155	0.8531544	0.8757221	0.81174326	0.9015095	0.9171672	0.90819657	0.8340429	0.67598224	0.9073003	0.9454524	0.8254528	0.8678329	0.8614718	0.8843642	0.824852	0.8025724	0.81947803	0.89774764	0.9397781	0.7891332	0.897176	0.8549504	0.9105243	0.89410675	0.876602	0.8587698	0.8709355	0.8800234	0.90023965	0.6549765	0.8570805	0.96043843	0.865156	0.9042119	0.8979887	0.620446	0.875191	0.83302194	0.8829963	0.82365805	0.91380864	0.7943814	0.9481798	0.91049165	0.85071844	0.905111	0.7416805	0.92255956	0.90983605	0.930416	0.8917379	0.941406	0.9330473	0.8968593	0.8217425	0.8915419	0.86259216	0.8002177	0.8738571	0.91140693	0.8827467	0.90342534	0.9010922	0.8853649	0.8006279	0.92214274	0.8582563	0.8509048	0.93197834	0.8699584	0.8452277	0.7622127	0.8847707	0.93897104	0.9359741	0.94579905	0.79654455	0.8105972	0.90644485	0.9674101	0.8979456	0.85184175	0.8754552	0.90494084	0.8773599	0.81395215	0.89228606	0.8228022	0.8993611	0.8004809	0.9451381	0.94429415	0.92126596	0.7735379	0.84733826	0.87896276	0.9502045	0.9224617	0.7745738	0.9138546	0.7444723	0.8984566	0.7904363	0.93017757	0.76100016	0.9151294	0.8640653	0.92643356	0.85777205	0.85195696	0.76827276	0.8140021	0.6117149	0.7237443	0.85629416	0.8866253	0.8905685	0.8837595	0.85499084	0.84462345	0.93363386	0.90818363	0.8998921	0.876773	0.85900223	0.78687	0.9119161	0.8821395	0.916757	0.9002532	0.88508105	0.8787134	0.89367294	0.86758864	0.7177814	0.7113821	0.73049974	0.8935908	0.87593746	0.94793355	0.92056143	0.9053526	0.7934457	0.9164952	0.8543296	0.9068893	0.93344855	0.9069275	0.88507926	0.9120858	0.86790234	0.75242645	0.9471209	0.9361991	0.9153143	0.90596616	0.8667525	0.9407495	0.8821415	0.89653397	0.82960814	0.9052284	0.81931406	0.7658497	0.8294528	0.9183219	0.74545646	0.9155075	0.90816385	0.8836545	0.9113184	0.8406446	0.9390132	0.7600674	0.9079616	0.84793675	0.90316844	0.86431605	0.90628755	0.91199607	0.96067244	0.91345394	0.7507159	0.8386701	0.7744633	0.7870269	0.85103124	0.75361013	0.93148375	0.85832876	0.8845586	0.8958914	0.8747525	0.71053576	0.8103051	0.90838003	0.91444576	0.8850261	0.8684817	0.92012113	0.88084036	0.83410275	0.80989903	0.9159026	0.7312584	0.70242596	0.82542217	0.93191063	0.8368313	0.8663851	0.5344058	0.801425	0.8008428	0.9453769	0.9089609	0.8260516	0.83953726	0.89714134	0.7827673	0.8954354	0.88885367	0.86398184	0.9264842	0.9186194	0.6787988	0.9090971	0.87859243	0.7776685	0.8181258	0.72750676	0.93256176	0.86543965	0.8194164	0.7879319	0.8821932	0.92236173	0.79060817	0.91274405	0.8961313	0.87107486	0.86702025	0.7323048	0.92665803	0.8904786	0.92608756	0.86948276	0.82364845	0.9066838	0.86373264	0.8741094	0.84509254	0.90633863	0.6062687	0.9072168	0.91199136	0.8807782	0.89048636	0.89175856	0.76899326	0.9063049	0.8818938	0.89640796	0.714206	0.61260223	0.89284396	0.7711378	0.83237946	0.8906591	0.8029479	0.71941274	0.8988206	0.9449593	0.81597364	0.838945	0.8255811	0.900923	0.8357648	0.85526264	0.8607728
slecht/adj	0.855855	0.0	0.8783656	0.74600804	0.94876647	0.9056145	0.89999497	0.8692369	0.89527524	0.8496611	0.85639375	0.86762416	0.900088	0.82050645	0.89693177	0.8615453	0.8742931	0.8375218	0.9060269	0.8182346	0.9081713	0.9323343	0.7895149	0.948015	0.86561275	0.6772109	0.84082407	0.7674351	0.79854214	0.793077	0.9015401	0.9049647	0.89016557	0.83379495	0.879267	0.86187583	0.6601726	0.873664	0.80620944	0.91874206	0.9220842	0.86991847	0.7875285	0.87449574	0.81168485	0.87710416	0.8544661	0.8954499	0.71648145	0.8917258	0.9503722	0.8487253	0.91511714	0.8503919	0.84031904	0.8019856	0.8916583	0.7587846	0.8289663	0.8490146	0.9051666	0.8693439	0.8803155	0.85778	0.8876846	0.8904477	0.81188357	0.7793342	0.88478947	0.930949	0.8687738	0.9078803	0.88933504	0.9357613	0.83475983	0.76251954	0.875515	0.8024744	0.792079	0.9048252	0.78698397	0.8811475	0.9070398	0.8448295	0.8313978	0.86159027	0.9087401	0.8402492	0.88911545	0.8447655	0.8519306	0.86816406	0.9295393	0.8731693	0.86987126	0.90000385	0.9799853	0.9096961	0.8723793	0.7713265	0.7601188	0.90479493	0.7918049	0.91224	0.82682276	0.86601055	0.8430717	0.8153851	0.90909684	0.9480623	0.9054371	0.9288095	0.90660673	0.85453665	0.86978114	0.8498814	0.91372657	0.9508092	0.90823174	0.84371233	0.94462025	0.8567482	0.8355482	0.9143164	0.88272196	0.9016552	0.87361366	0.8911379	0.9147652	0.8314852	0.8204192	0.97465324	0.89288396	0.9318454	0.8699857	0.8334311	0.8451505	0.8350043	0.8571002	0.90238684	0.90808284	0.88233274	0.9340511	0.8608775	0.8103874	0.88603824	0.89728653	0.8399376	0.7918836	0.96562934	0.90227926	0.86368763	0.87227255	0.8010416	0.84313124	0.8708529	0.85402155	0.8665697	0.88207686	0.86529654	0.84356767	0.8329827	0.8361583	0.8409061	0.865444	0.86151516	0.8479737	0.88364995	0.8662969	0.8760267	0.8632661	0.83388555	0.85671425	0.96439064	0.94110626	0.89423984	0.81008893	0.82767683	0.82719576	0.96484244	0.81917393	0.78231066	0.8092812	0.86347276	0.834646	0.8005231	0.89781916	0.75499237	0.91730094	0.8247402	0.9391691	0.9309917	0.89689803	0.8386792	0.8257151	0.9417439	0.9456508	0.8786087	0.8336846	0.9581221	0.77758485	0.8815878	0.84332764	0.8734206	0.7902768	0.8378034	0.8387319	0.89481395	0.8434159	0.9050304	0.8892137	0.89645	0.830327	0.82271767	0.8662048	0.8448287	0.80292916	0.86824054	0.874369	0.77978766	0.93714654	0.87298465	0.88092566	0.75303835	0.73611873	0.8303367	0.9123047	0.89131373	0.83622396	0.8997842	0.76273274	0.89713603	0.859538	0.8789767	0.70968175	0.8312659	0.8449091	0.95479107	0.85011864	0.9349976	0.8858402	0.91428566	0.8295586	0.93229526	0.81268454	0.80347556	0.90644234	0.9054011	0.8929976	0.8371384	0.8417436	0.7918268	0.9411313	0.9381417	0.8947672	0.84162885	0.8278674	0.942408	0.7736498	0.91847104	0.79652774	0.91192955	0.86011696	0.8183806	0.83831173	0.8919454	0.8978667	0.8804364	0.83259624	0.893922	0.88162595	0.8314607	0.8946247	0.86603504	0.7966604	0.81787735	0.8507287	0.8972405	0.8003393	0.9420188	0.96313566	0.9075781	0.83489424	0.897693	0.87340456	0.84217846	0.9006117	0.8528729	0.8775914	0.8178985	0.8652626	0.8611814	0.8358911	0.82662654	0.7524319	0.87207186	0.85838306	0.8162308	0.8716203	0.90505755	0.8069125	0.84527963	0.75724393	0.84175444	0.8878248	0.8777704	0.85353476	0.91728526	0.9101398	0.910023	0.83497655	0.9120224	0.91172916	0.9595336	0.8663974	0.85460925	0.8739274	0.89346325	0.8782644	0.8699708	0.3993472	0.87442017	0.86206555	0.85900134	0.78641605	0.9474949	0.9245367	0.7365922	0.83411455	0.7819116	0.9266596	0.8549294	0.82781136	0.8267642	0.7713136	0.8720852	0.9198962	0.8886333	0.84660757	0.8411708	0.90019935	0.8886682	0.86190116	0.8211879	0.9101432	0.84967166	0.8360911	0.8676833	0.8560463	0.86981225	0.85861796	0.86464626	0.82050407	0.8547194	0.865987	0.8918045	0.8966353	0.8406738	0.8630692	0.853601	0.8897375	0.8751345	0.8374579	0.86723757	0.9010529	0.87826425	0.6669803	0.77649504	0.8841757	0.899284	0.85328114	0.9411699	0.90066373	0.940434	0.8968846	0.8206609	0.7838241	0.86499697	0.8396903
na/prep	0.8514083	0.8783656	0.0	0.89580667	0.94173515	0.7230249	0.90993845	0.73778313	0.71930814	0.90571207	0.69421613	0.7671416	0.7103738	0.81056994	0.88848907	0.92374265	0.80435777	0.9405433	0.7322459	0.9095735	0.83481055	0.75486374	0.81688154	0.7890313	0.8362026	0.91639256	0.88897175	0.8144592	0.9075083	0.83099616	0.8298638	0.9188133	0.91693074	0.9212055	0.91994214	0.7317193	0.90887463	0.7927557	0.84218764	0.80784434	0.6398318	0.54204977	0.8634293	0.7613827	0.8864915	0.713037	0.9530998	0.9552266	0.91409814	0.59096915	0.85324556	0.7857571	0.69398695	0.9138231	0.8675515	0.86804175	0.8635264	0.8896539	0.74397737	0.7753979	0.90970814	0.67979026	0.8563407	0.9307308	0.89546406	0.8596579	0.86824495	0.831473	0.8420687	0.89659655	0.86230326	0.8772156	0.7346659	0.86296964	0.8357193	0.9379918	0.9115268	0.795656	0.9350144	0.73667526	0.8339766	0.90150964	0.89214355	0.9374188	0.8203152	0.91412956	0.91230017	0.7375732	0.8806457	0.72374153	0.8502706	0.80946565	0.78908646	0.7281302	0.62389606	0.9094223	0.8827385	0.9179028	0.9288557	0.87530047	0.8436811	0.83036745	0.8530982	0.8724251	0.91444534	0.7336953	0.85089606	0.8321798	0.8953259	0.8379135	0.8951488	0.78436947	0.91080505	0.8449413	0.81508565	0.88794076	0.88922745	0.8815943	0.70637345	0.8540147	0.86523676	0.89116424	0.87441	0.9166042	0.89292115	0.7030229	0.84553885	0.9093567	0.8831934	0.8881467	0.8774686	0.8786351	0.595978	0.8688619	0.7774745	0.8599771	0.844969	0.9522951	0.914665	0.85905755	0.9496491	0.91426915	0.8489336	0.82255906	0.88350207	0.8941051	0.5241199	0.689095	0.9079843	0.946759	0.9088853	0.7668388	0.63161916	0.70891047	0.7980771	0.8193178	0.6693951	0.85591614	0.88651556	0.80898625	0.8612288	0.81470823	0.8260709	0.9113361	0.85502213	0.84030116	0.87873447	0.9228133	0.7548773	0.91161674	0.9120446	0.756516	0.768435	0.8445363	0.9057014	0.9456818	0.8552	0.8162637	0.8108242	0.88839346	0.75690734	0.7187842	0.74015844	0.9136388	0.88815016	0.9175729	0.86725783	0.6405833	0.8886753	0.8514445	0.84567183	0.94364226	0.88028526	0.84571415	0.8702315	0.77452594	0.9115256	0.8990473	0.82177913	0.88643795	0.8490206	0.7177354	0.88682926	0.7780739	0.859915	0.7814938	0.8339431	0.8969903	0.9079613	0.77217644	0.8526	0.7888598	0.88777983	0.8332129	0.87114376	0.7929268	0.87620467	0.5988114	0.88025665	0.7991766	0.9120258	0.7817893	0.8914753	0.8185776	0.8883219	0.82413584	0.8745326	0.8611814	0.80494547	0.7941234	0.94426423	0.8678759	0.9433835	0.8635539	0.90095264	0.8447814	0.83269715	0.85814875	0.7778244	0.86425024	0.86524165	0.8325377	0.8559292	0.8916864	0.85108095	0.7348962	0.72881186	0.7573942	0.91933876	0.8883179	0.88510275	0.8231108	0.80748427	0.8776736	0.7719274	0.7106401	0.9289118	0.762905	0.89834243	0.74115646	0.9136826	0.9115387	0.9022144	0.7148128	0.78147	0.88256365	0.88023305	0.92565066	0.91557664	0.7854971	0.86031157	0.8948739	0.9106168	0.8204381	0.8906663	0.84252524	0.73660517	0.86283773	0.8528356	0.83544767	0.8969193	0.85821164	0.81073266	0.91835016	0.828985	0.8269559	0.8725907	0.68381375	0.9002359	0.8134419	0.82117254	0.9032854	0.82561696	0.8682444	0.8319061	0.8833063	0.9467807	0.9144756	0.82192016	0.87967753	0.8427253	0.826172	0.9161956	0.78423977	0.74966735	0.86073637	0.83887637	0.8590444	0.8103575	0.4302926	0.8826323	0.8753853	0.7032397	0.86785203	0.7911615	0.88877225	0.83197606	0.7468016	0.92989546	0.8798854	0.89437425	0.66817856	0.63152397	0.64202553	0.79592276	0.8339361	0.8871707	0.78126913	0.87667227	0.86605704	0.76338756	0.8890983	0.85122347	0.86829245	0.9001528	0.8370073	0.90022475	0.89349705	0.89748013	0.93948287	0.91387606	0.87282807	0.92348176	0.8854873	0.74809444	0.9047166	0.8551167	0.89211416	0.79429054	0.8883901	0.830045	0.776503	0.8793418	0.869679	0.8891953	0.88419986	0.62383485	0.7379437	0.9229974	0.8800366	0.6696363	0.913684	0.7196842	0.75960994	0.9379895	0.9240749	0.87411714	0.7712108	0.8810846	0.9063569	0.76040465	0.8120861	0.7396436	0.851686	0.8324605	0.9081073	0.9003974	0.8943258	0.8484005
economisch/adj	0.7937484	0.74600804	0.89580667	0.0	0.8964119	0.9410766	0.7661582	0.9274489	0.8930315	0.77864814	0.87264335	0.8993807	0.9344554	0.78368443	0.7563542	0.73518264	0.73472357	0.61841726	0.9235915	0.52515674	0.7689833	0.94850266	0.6973237	0.9616625	0.875395	0.6837318	0.79823095	0.7244992	0.7076365	0.7513536	0.9259881	0.86158717	0.7094935	0.75879204	0.7383943	0.89269835	0.8300173	0.8902522	0.7292632	0.9451876	0.94842815	0.94082004	0.78800344	0.7809984	0.80694735	0.91787755	0.77653086	0.73928404	0.6114775	0.92036724	0.9724264	0.8847164	0.9075274	0.75050193	0.732373	0.8580779	0.8229039	0.76453584	0.87820345	0.7877581	0.7550394	0.86581093	0.9056604	0.74627155	0.877711	0.9030629	0.6056264	0.76720554	0.9099556	0.9015628	0.8076299	0.91462696	0.9158714	0.77581906	0.79293716	0.78131086	0.84462225	0.77929205	0.7002681	0.87942797	0.8677802	0.8426998	0.8756236	0.71279275	0.9030087	0.82777876	0.9353954	0.862549	0.76820993	0.8923061	0.8001717	0.90664524	0.9456553	0.7477106	0.9281474	0.8414687	0.988578	0.80461216	0.8767577	0.7697551	0.74724436	0.9276683	0.7521666	0.8807505	0.92853785	0.8965839	0.86099535	0.8163533	0.8983928	0.9500345	0.8732381	0.92837155	0.8536612	0.8153072	0.7738339	0.7647904	0.91199356	0.9211005	0.95214605	0.68574226	0.93846464	0.6997341	0.8234786	0.8685979	0.85611844	0.91040313	0.7796531	0.9003478	0.952905	0.7335769	0.8833819	0.96307015	0.92411864	0.9358714	0.8948378	0.7953687	0.84336936	0.66842496	0.81990385	0.85941374	0.85123825	0.833564	0.9510499	0.87637526	0.91675854	0.9012892	0.8904273	0.8879696	0.86208814	0.9657125	0.8840842	0.95813864	0.9094639	0.857965	0.85330915	0.904611	0.9174088	0.8121003	0.93784904	0.7789395	0.8030653	0.8921181	0.84968835	0.7950625	0.816157	0.9125928	0.7010471	0.7158394	0.91584945	0.7487411	0.81838304	0.7041183	0.86574817	0.97932065	0.9434172	0.90849805	0.78703886	0.7936009	0.81904906	0.9698125	0.84933037	0.7699876	0.8332842	0.82258165	0.7806517	0.8101988	0.8600909	0.65428895	0.9413003	0.7311504	0.9506024	0.9483934	0.91273654	0.798924	0.8174288	0.9117546	0.95217615	0.8398768	0.7875711	0.9342555	0.6668181	0.92601514	0.7422707	0.87119967	0.5840049	0.89415103	0.7571926	0.9342133	0.69583976	0.78260297	0.6942538	0.9005244	0.81903374	0.71896917	0.7305434	0.8485425	0.7301208	0.9136068	0.6569822	0.79396737	0.9380539	0.90388435	0.90706956	0.7913476	0.81888354	0.77847284	0.9041024	0.8911168	0.9381612	0.92910594	0.87761945	0.9210888	0.777191	0.9022666	0.65431917	0.7374382	0.87668854	0.9128241	0.8443083	0.94764996	0.89740336	0.9224868	0.7443686	0.911491	0.77874017	0.85592604	0.93244094	0.94038004	0.87181884	0.9009319	0.7818601	0.67696095	0.96236867	0.96600235	0.90929604	0.88936603	0.8571283	0.956069	0.8421519	0.94723535	0.72642446	0.82269454	0.73555005	0.7084797	0.9184953	0.89527047	0.8213418	0.74736017	0.87974054	0.8432033	0.8942696	0.77811193	0.9333265	0.83545506	0.8434342	0.74104667	0.9043484	0.90402985	0.7714981	0.9487366	0.9796867	0.9400805	0.81863934	0.70003396	0.82799506	0.7230687	0.8539876	0.8208245	0.8853333	0.88975304	0.89541996	0.8799484	0.81576955	0.643658	0.7138134	0.9390551	0.9224281	0.7858083	0.85343236	0.94405097	0.7797513	0.68527234	0.38133627	0.95210445	0.8764003	0.8931252	0.708532	0.94276184	0.8706179	0.94421816	0.7727383	0.8741528	0.90320706	0.96807224	0.90608776	0.7269627	0.8651197	0.9260815	0.7248906	0.86742777	0.83315027	0.9184972	0.9013845	0.87800264	0.7706092	0.94959337	0.92454135	0.6226375	0.7797748	0.7360936	0.89464355	0.71844196	0.7484654	0.8084227	0.7257155	0.9010332	0.90840346	0.8856866	0.6170449	0.88882494	0.76746005	0.66673744	0.84517723	0.8211649	0.938579	0.77682334	0.80480576	0.8651012	0.88383895	0.7283318	0.8074183	0.8969156	0.7526729	0.8488396	0.86771	0.8894377	0.9377146	0.8520121	0.682999	0.9004867	0.94149864	0.8387391	0.8429655	0.851194	0.86766446	0.7943481	0.74523413	0.7898423	0.79084337	0.83390796	0.89566344	0.9637395	0.87350965	0.8253596	0.8813164	0.8249585	0.83794564	0.79968065	0.8617772
