	het/noun	democratie/noun	Amerikaan/noun	vader/noun	1-1_gelijkspel/noun	Himalaya/name	hoop/verb	om/comp	vriendin/noun	juist/adj	wen/noun	handjevol/noun	computer/noun	Québec/name	president/noun	buitenlander/noun	kapper/noun	aandelen/prefix	me/pron	zolang/adv	winst/noun	LDP/name	familiaal/adj	extra/adj	meer/adv	er/noun	club/noun	steun/verb	boer/noun	bel/verb	enig/adj	verklaar/verb	opbouw/noun	dan/adv	hem/pron	zaak/noun	op/fixed	familie/noun	Robbé/name	weer/verb	tot/comp	betaling/noun	eindzege/noun	veiligheid/noun	wederoptredende/adj	cursist/noun	bedwing/verb	rapport_cijfer/noun	wil/noun	getroffen/adj	instelling/noun	iemand/noun	wel/adv	straf/noun	allemaal/adv	vriend/noun	vang_op/verb	Famke/name	snel/adj	je/det	zoon/noun	job/noun	even/adj	tekort/noun	stage/noun	word/verb	zij/pron	mij/pron	Bullock/name	stimuleer/verb	overwinning/noun	ontwikkeling/noun	ook/adv	zeker/adj	beleid/noun	vertaal/verb	zeep/fixed	moet/verb	dring_terug/verb	IBA/name	index/noun	Sparta/name	ervaring/noun	bloedarmoede/noun	daar/adv	Afrikaan/noun	financier/verb	Westen/name	dienst/noun	Mobutu/name	bijvoorbeeld/adv	spoor_op/verb	Kabila/name	hun/det	Congolees/adj	ploeg_maat/noun	tegen/prep	Geena/name	werkloos/adj	vul_in/verb	ons/pron	hij/pron	jong/adj	hier/adv	in/comp	markt_economie/noun	wanneer/comp	richt_in/verb	mijn/det	tennisser/noun	hulp/noun	schep/verb	systeem/noun	los_op/verb	allochtoon/noun	gestrand/adj	fiets/noun	ouder/noun	uitbouw/noun	bedrijf/noun	geld/noun	je/pron	dus/comp	hen/pron	werknemer/noun	een/fixed	elkaar/pron	deze/det	bovenop/prep	wij/pron	middel/noun	langdurig/adj	af/adv	aan/prep	tussenstap/noun	juist/adv	of/comp	bij/prep	Europa/name	kanaliseer/verb	zeg_toe/verb	Severen/name	als/comp	die/det	zo/adv	proces/noun	echt/adj	zal/verb	verplicht/verb	stichting/noun	daarmee/pp	verzet/noun	klant/noun	bereid/adj	soms/adv	leer_aan/verb	zogezegd/adj	die/pron	onmiddellijk/adj	niet/adv	weg/adj	droog_leg/verb	maar/vg	slachtoffer/noun	zoveel/adv	telefonisch/adj	project/noun	alleen/adj	ontwikkel/verb	werkgever/noun	boel/noun	zus_DIM/noun	Fien/name	uit/prep	persoon/noun	oog_arts/noun	surf/verb	ons/noun	valk/noun	internationaal/adj	handje/fixed	en/adv	verstoot/verb	bruid/noun	zalf/noun	schets/noun	kopman/noun	veel/adj	heb/verb	versterk/verb	volk/noun	haar/det	dokter/noun	lezer/noun	Laurent/name	overeind/adv	niets/noun	toch/adv	bouw_op/verb	meen/verb	Angolees/adj	goed/adj	weg/noun	vooruit/adv	veilig/adj	bestrijd/verb	bestuur_crisis/noun	ginds/adj	betaalbaar/adj	zichzelf/pron	ons/det	Project/name	specialist/noun	talent/noun	en/comp	gehandicapt/adj	humanitair/adj	want/vg	passend/adj	broer/noun	wereld/noun	dat/pron	mens/noun	leer/verb	amateur_club/noun	door/prep	waarom/adv	bepaald/adv	organiseer/verb	daar/noun	dame/noun	honderdduizenden/noun	buur/noun	boek_DIM/noun	of/vg	daaraan/pp	doorgrond/verb	vaderland/noun	opticien/noun	te/comp	prostitutie/noun	brood_heer/noun	probleem/noun	stap/noun	mee/adv	taak/noun	beetje/noun	maar/adv	alleen/adv	gang/noun	familie_lid/noun	jood/noun	zwijg_dood/verb	wil/verb	Congo/name	weduwe/noun	graag/adj	door/comp	Carter/name	particulier/adj	onderzoek/noun	ver/adj	weer/adv	creativiteit/noun	lamentabele/adj	gemeente_bestuur/noun	regeringstroepen/noun	Zuid-Afrika/name	kloof/noun	natuurlijk/adj	misschien/adv	keer/verb	mag/verb	bevrijd/verb	vertaler/noun	we/pron	Newton/name	aanpak/noun	uitstekend/adj	tip/noun	weinig/det	gezond/adj	chauffeur/noun	Amerika/name	geval/prep	tijdelijk/adj	begrijp/verb	terrorisme/noun	manier/noun	vrouw/noun	baan/noun	van/comp	Xavier/name	streep/noun	met/prep	jongen/noun	land/noun	aldus/prep	toe/adv	vooruit/adj	bouw/noun	crisis/noun	voedsel/noun	huis_bezitter/noun	C2/name	niemand/pron	economisch/adj	u/pron	het/det	betwijfel/verb	kiezer/noun	therapeut/noun	wat/pron	imago/noun	maar/comp	om/fixed	haar/pron	plaats/comp	vakantieganger/noun	god/noun	mede/adv	ander/adj	zadel/noun	aanschaf/noun	werk/noun	al/comp	verblijfsvergunning/noun	strijd/noun	rente_verlaging/noun	tracht/verb	sociaal/adj	schrijf_voor/verb	nauwkeurig/adj	dat/det	visum/noun	wijze/noun	Republikeins/adj	Gilis/name	probeer/verb	treed_in/verb	ik/pron	ontsteking/noun	kan/verb	structureer/verb	trek_uit/verb	daarbij/pp	omstandigheid/noun	bovendien/adv	dosis/noun	gemeente/noun	zoek/verb	kom_voor/verb	Eline/name	dus/adv	mezelf/pron	Helmut/name	allerlei/det	red/verb	omdat/comp	overkill/noun	autoriteit/noun	op/adj	maatregel/noun	drugsverslaafd/adj	carrière/noun	Rineke/name	vakantie_maand/noun	wie/pron	realiseer/verb	niks/noun	meneer/noun	taal_grens/noun	bepaald/adj	ze/pron	zet_op/verb	voer_uit/verb	zelfs/adv
het/noun	0.0	0.89046156	0.894764	0.9565199	0.9454576	0.92831165	0.86668426	0.7646357	0.9418411	0.8097714	0.8715186	0.89500725	0.9300604	0.9535061	0.98091894	0.85989094	0.88159996	0.928164	0.63940966	0.83552545	0.94233406	0.9183214	0.8805177	0.92427063	0.79850197	0.72451305	0.9382237	0.92839533	0.9331305	0.9025786	0.8426119	0.9227872	0.8878401	0.6844718	0.7839497	0.8098758	0.93150294	0.950859	0.9176778	0.87818336	0.86214554	0.94421667	0.91626513	0.93386143	0.95577264	0.896586	0.87818134	0.898395	0.85675913	0.9450526	0.929443	0.7159956	0.56845856	0.9207464	0.59012574	0.91482735	0.91580844	0.9242091	0.8540936	0.8409134	0.98185164	0.86480325	0.77668965	0.9382781	0.9452642	0.8905224	0.80771565	0.59832895	0.92968875	0.9152718	0.90071476	0.89877385	0.6321231	0.7979724	0.9047469	0.8813076	0.8954261	0.8282864	0.934212	0.9379368	0.9311039	0.95371115	0.80192757	0.89643186	0.79774195	0.8667735	0.95034534	0.8930967	0.95875406	0.9408685	0.8863236	0.9084763	0.92196107	0.9147562	0.9645076	0.91331524	0.96882117	0.93805116	0.93158275	0.858328	0.67429566	0.8059143	0.93878216	0.6932727	0.89941245	0.8929869	0.77046883	0.9413789	0.83803517	0.89978933	0.9387273	0.8571825	0.8813665	0.8420403	0.8789248	0.9349976	0.9308338	0.89382464	0.95170486	0.94723225	0.8834273	0.68171257	0.7211442	0.8165667	0.94331	0.8765117	0.8767316	0.83426726	0.93465626	0.68688846	0.8765817	0.9055087	0.8206613	0.9329107	0.86953866	0.6907346	0.7186759	0.942999	0.93208313	0.899677	0.9509716	0.9658825	0.6747674	0.7292104	0.62353826	0.8901961	0.66981304	0.7428256	0.90660524	0.9660097	0.8911455	0.9422926	0.8962855	0.88949704	0.6394963	0.8306848	0.8534002	0.90874344	0.93665427	0.5911664	0.94565666	0.9388005	0.5581229	0.9363562	0.77128935	0.9449953	0.9301756	0.73379374	0.9207356	0.88137406	0.83959836	0.9227207	0.9258145	0.9736819	0.9294551	0.923625	0.9014177	0.76856136	0.9112103	0.95129514	0.8960094	0.87173223	0.89550954	0.9047196	0.91186905	0.8729271	0.9237166	0.7076234	0.8169531	0.931871	0.8968737	0.9480894	0.9045335	0.8054056	0.9831119	0.8533637	0.76004964	0.5603242	0.9047491	0.84135175	0.9537533	0.7828496	0.92484176	0.88533306	0.87747407	0.9055778	0.91790825	0.80633885	0.861122	0.8153967	0.85748523	0.96080256	0.9145696	0.8500743	0.6273169	0.940007	0.9080813	0.46362495	0.8746211	0.9792718	0.8795793	0.92527044	0.7902957	0.84512645	0.89897484	0.9483725	0.7445738	0.78097546	0.9619994	0.74812615	0.8822492	0.93349737	0.90348715	0.8398578	0.89270455	0.85455763	0.76871943	0.9087337	0.8894982	0.8305139	0.9123994	0.8931962	0.8775737	0.8603168	0.91140777	0.84204566	0.6877396	0.7169483	0.7692355	0.88521266	0.9439853	0.91941535	0.8453744	0.8473517	0.95746166	0.9595946	0.84983814	0.8672713	0.92657614	0.93123853	0.9330267	0.90730923	0.82762104	0.86161643	0.928958	0.93415827	0.96894425	0.9613619	0.90928525	0.5767611	0.61256355	0.9035772	0.8132047	0.92858076	0.87459636	0.703267	0.8892766	0.8706106	0.88205415	0.8929394	0.807603	0.83751434	0.95166653	0.914142	0.9178754	0.9480224	0.72501355	0.9460086	0.779922	0.93256956	0.92750317	0.8635709	0.95528525	0.93799335	0.94264734	0.840924	0.94273263	0.9472599	0.84287107	0.84711033	0.97836894	0.9382286	0.90537375	0.8985171	0.9484066	0.7356889	0.89855725	0.78112507	0.87635225	0.8135171	0.863978	0.8594148	0.660126	0.88582194	0.5740941	0.96670026	0.80917966	0.89709365	0.8799007	0.8553108	0.903781	0.91967547	0.90042216	0.89831674	0.9014301	0.5740472	0.91594875	0.95326847	0.86879545	0.88852715	0.9407131	0.8711025	0.85981107	0.4898464	0.9109573	0.82590616	0.942862	0.97593176	0.8643788	0.8733424	0.6540528	0.9087522	0.7791034	0.875819	0.957577	0.85476947	0.7485205	0.74963987	0.8415211	0.9473959	0.9285383	0.80617857	0.94086576	0.6142825	0.7330252	0.92553055	0.86588657	0.8958046	0.7128907	0.8833195	0.9216942	0.8899836	0.8645496	0.91961265	0.90802175	0.90814245	0.9018582	0.8049312	0.8530334	0.73292434	0.82434154	0.88281345	0.8800889	0.73757136	0.93256545	0.92421037	0.7548677
democratie/noun	0.89046156	0.0	0.7817902	0.91395855	0.9393586	0.8895837	0.86296535	0.7631309	0.94576126	0.79602426	0.8848775	0.8348689	0.8786032	0.8607028	0.73497754	0.7849492	0.9050941	0.92481184	0.8993629	0.8397273	0.9357895	0.79672813	0.8134713	0.89277536	0.85686296	0.8868686	0.88523173	0.68439555	0.8329528	0.9549527	0.8043544	0.86400366	0.74168026	0.88081896	0.86458015	0.86164534	0.85611296	0.8703624	0.9427443	0.8377398	0.8898588	0.8924408	0.9029982	0.6685953	0.9669566	0.88431394	0.838812	0.9037253	0.70410275	0.86163455	0.75168186	0.8537962	0.86491156	0.8850165	0.89339894	0.9153657	0.91216123	0.9487331	0.8620293	0.8507044	0.93054575	0.8694494	0.9352627	0.8989065	0.90434027	0.82626987	0.7477462	0.8701671	0.9376473	0.76866233	0.8801583	0.70761216	0.8172948	0.8478379	0.65964675	0.81768346	0.81838506	0.7855815	0.8350469	0.89223474	0.8973314	0.9296497	0.84372133	0.8711897	0.8745152	0.78766614	0.84589934	0.57669586	0.8763981	0.81657267	0.8143711	0.8993775	0.7749594	0.7767359	0.79230815	0.93520725	0.78880155	0.94668794	0.8993578	0.8780145	0.8414514	0.8518541	0.9136565	0.86555517	0.78169036	0.53853035	0.8259517	0.91860723	0.8769944	0.8706582	0.8054125	0.76149476	0.66298056	0.8435384	0.77710176	0.88642824	0.9378298	0.86613154	0.80619925	0.8491802	0.9072452	0.86525726	0.83260334	0.8280979	0.87835157	0.8653372	0.8711355	0.7977767	0.94660056	0.7596953	0.79385746	0.829599	0.9465151	0.8575406	0.8424815	0.6526377	0.8852198	0.8977114	0.66191715	0.8268836	0.8491965	0.96146464	0.82504326	0.7668966	0.8704237	0.7846955	0.82019186	0.7534492	0.8598397	0.8713662	0.7544002	0.7029649	0.9015329	0.79003274	0.86260366	0.82618904	0.78721416	0.7659104	0.8668075	0.82436043	0.84561425	0.9005133	0.78955406	0.8668758	0.8639215	0.9185917	0.8635071	0.7942628	0.7928117	0.8433775	0.9054942	0.9101952	0.94797736	0.873999	0.8676506	0.9133117	0.9167639	0.82068086	0.9077357	0.69997466	0.88468087	0.9539123	0.8742634	0.8648189	0.9116024	0.8763743	0.8954661	0.8371849	0.81038994	0.71218324	0.65744376	0.86022085	0.9198434	0.85959506	0.95742655	0.84500587	0.8883426	0.8584643	0.82915103	0.8146204	0.8394582	0.8430103	0.8712045	0.87296534	0.83242667	0.7220871	0.8793157	0.8711111	0.8248089	0.7847069	0.7153338	0.8882726	0.85464865	0.85634774	0.8548535	0.8731564	0.6822034	0.8499114	0.83188057	0.9548675	0.7308534	0.7835004	0.8108742	0.83893144	0.904427	0.79590297	0.8714559	0.8228122	0.9250542	0.8684288	0.9237002	0.8198273	0.8880557	0.91398877	0.8618997	0.82160276	0.7968736	0.72753954	0.9162902	0.7834836	0.80289626	0.8371013	0.82919633	0.8240495	0.8810818	0.8177837	0.90036047	0.8658657	0.7924684	0.9070828	0.88171214	0.72655535	0.8077196	0.7961303	0.74771094	0.9256341	0.9112479	0.7732124	0.85660493	0.8668639	0.87141937	0.8570826	0.88645667	0.74084437	0.8783328	0.898278	0.84156	0.75986564	0.85038733	0.8314277	0.8762463	0.80170375	0.86489105	0.8365147	0.862558	0.8433058	0.8583285	0.7344713	0.87305224	0.9370388	0.8075447	0.7803233	0.9292389	0.68369824	0.81059	0.8534638	0.8400986	0.63131154	0.8164102	0.84432364	0.9114351	0.85451275	0.9560723	0.9489208	0.87615114	0.910173	0.6399861	0.92296267	0.94522285	0.8579836	0.92077905	0.72910094	0.83876	0.90356976	0.95784056	0.8726609	0.61704487	0.9018582	0.8083752	0.8114035	0.7163869	0.876676	0.8549068	0.7473926	0.78520507	0.916667	0.87559354	0.8099288	0.84377223	0.7473748	0.79965156	0.8342327	0.8600226	0.8793205	0.8950441	0.8296193	0.8863543	0.74023736	0.85364085	0.7756251	0.70146835	0.8173966	0.86000085	0.79303324	0.8397382	0.78265893	0.8112285	0.95671767	0.85071206	0.8471445	0.8872537	0.9045773	0.8222751	0.81463265	0.92820984	0.80745703	0.8226578	0.75743985	0.87216514	0.8922411	0.88437164	0.8681519	0.9384888	0.7860102	0.8533054	0.88196313	0.811867	0.9008734	0.80156	0.8934394	0.73235416	0.9013669	0.80042803	0.87744457	0.89148545	0.93803775	0.952368	0.87501293	0.8307856	0.90073717	0.915771	0.88177484	0.76289076	0.8454027	0.8721506	0.8548999	0.8420546
Amerikaan/noun	0.894764	0.7817902	0.0	0.75184536	0.9360692	0.8505285	0.89251095	0.8095062	0.8250173	0.88255113	0.88046575	0.7666248	0.90508956	0.88748956	0.6611048	0.5899608	0.8441827	0.9086111	0.82498014	0.83619153	0.89385283	0.8356813	0.898267	0.8961312	0.87855357	0.8424134	0.87350094	0.7029646	0.7370145	0.9133693	0.8496878	0.78088534	0.88051444	0.88073826	0.7343754	0.9044274	0.89881366	0.7937274	0.9383473	0.86945975	0.8587227	0.885453	0.8048748	0.8693116	0.898836	0.83540136	0.8105347	0.90436167	0.83105814	0.83181626	0.8632719	0.775089	0.8591763	0.8945168	0.88302535	0.7547375	0.9201036	0.901665	0.86650205	0.8877322	0.73086953	0.8888868	0.8942345	0.91835785	0.9291638	0.77128166	0.6363419	0.8197505	0.8491304	0.915706	0.8097039	0.8910795	0.83121234	0.8633629	0.8533281	0.893661	0.856529	0.84010243	0.8967882	0.8724957	0.895391	0.8890549	0.8852071	0.8999773	0.8707737	0.63934463	0.8572556	0.6203738	0.90495354	0.7967824	0.86036533	0.83981466	0.69723547	0.75778973	0.73671174	0.7859465	0.76862293	0.86836344	0.85566956	0.9296533	0.79542696	0.68858707	0.81515193	0.8641532	0.86075866	0.8443907	0.8358785	0.94441533	0.8734686	0.74534047	0.7987563	0.8922001	0.8898485	0.9196229	0.80468005	0.81435263	0.93149686	0.78138286	0.9348339	0.83880496	0.87797046	0.84131944	0.8635876	0.7022407	0.84719306	0.84076405	0.85727596	0.8700632	0.9280325	0.74532086	0.8602867	0.8542341	0.91462356	0.8586657	0.9273408	0.80698866	0.88494724	0.8784894	0.7586261	0.89865494	0.8101616	0.9267452	0.8251219	0.83536077	0.8403836	0.85098034	0.85202	0.7441534	0.8884934	0.8700423	0.8240924	0.6810416	0.8386699	0.75453985	0.8568852	0.9098751	0.80622035	0.7107	0.82082254	0.8284349	0.8566206	0.8800528	0.82466465	0.767042	0.8630373	0.851275	0.9034721	0.82093865	0.9016663	0.8248529	0.88416886	0.7965946	0.91826415	0.8490806	0.8059703	0.88351566	0.89604133	0.7918713	0.8999357	0.7814456	0.8594407	0.9122535	0.87618726	0.83294415	0.90271056	0.8851351	0.78130776	0.8377662	0.7590355	0.8170483	0.71431553	0.82253915	0.82510203	0.79562503	0.8394479	0.8546429	0.87465775	0.8358682	0.9139387	0.8461783	0.7529886	0.88715243	0.9213931	0.8979812	0.8834666	0.8139205	0.9136427	0.8382368	0.9154599	0.78100306	0.85440105	0.8699753	0.8368885	0.86183506	0.86730033	0.8892086	0.74973166	0.85202074	0.9033788	0.7572516	0.81928414	0.8498434	0.6965043	0.8869069	0.8836091	0.71366894	0.8103473	0.8358185	0.95366836	0.8430807	0.8435904	0.69860405	0.82957584	0.9072278	0.8545154	0.8474118	0.8515575	0.74218464	0.87617075	0.76147825	0.8546778	0.80899274	0.91000986	0.9253174	0.90225285	0.88741755	0.8846291	0.87082756	0.84279406	0.91951513	0.747211	0.64444447	0.86522156	0.8262398	0.7196666	0.7859939	0.84300995	0.7953507	0.66269064	0.8490919	0.9218978	0.9096338	0.8943144	0.89045256	0.92537594	0.87152004	0.7267456	0.7694776	0.88041306	0.87661266	0.8746338	0.8140391	0.84950984	0.7287349	0.79072183	0.8222943	0.76956725	0.85707426	0.88965636	0.9244489	0.8240566	0.890731	0.82348555	0.58694977	0.8189531	0.88549745	0.8611338	0.6525533	0.87730706	0.72807723	0.8886825	0.8882253	0.83545995	0.88798845	0.86022055	0.77144396	0.6919557	0.8752153	0.9123707	0.89277506	0.92089224	0.83417714	0.8270812	0.846481	0.93738693	0.7807107	0.8499114	0.8342841	0.89221257	0.82944083	0.7367122	0.8327586	0.8687664	0.87920773	0.8272074	0.79383576	0.76571894	0.85181206	0.7723532	0.80599076	0.86127406	0.8461553	0.82387304	0.87762094	0.91876453	0.8240115	0.84387386	0.7319355	0.868499	0.79493624	0.9182822	0.8912431	0.8861103	0.8616823	0.778642	0.8398266	0.6362547	0.9169517	0.8196577	0.8712489	0.80845696	0.9018926	0.84971225	0.91680145	0.91665316	0.7766349	0.87847894	0.81602824	0.90160364	0.8651265	0.9097315	0.87933695	0.8851931	0.87417597	0.8264698	0.7998537	0.8908572	0.88886344	0.76634115	0.9086682	0.6333762	0.9230396	0.88191116	0.8508446	0.8759944	0.8672843	0.9370513	0.7788559	0.9323565	0.8992755	0.8440424	0.88093877	0.88156354	0.72088534	0.91373795	0.85520554	0.80402243
vader/noun	0.9565199	0.91395855	0.75184536	0.0	0.95509595	0.8909087	0.94404274	0.8847439	0.43462425	0.9324577	0.915362	0.86571145	0.9150154	0.90353566	0.764838	0.85369325	0.73342884	0.96247303	0.827662	0.83764863	0.97781897	0.90728724	0.84663665	0.95869076	0.9128923	0.9206394	0.91350764	0.8836502	0.8025929	0.78405195	0.902203	0.8208253	0.94122267	0.8710965	0.720175	0.9323022	0.9576822	0.5382477	0.9380183	0.9122268	0.80757576	0.9379792	0.91342	0.96545863	0.8886366	0.8685623	0.8498689	0.9324393	0.87913567	0.87911236	0.89948475	0.7135438	0.91467285	0.8850063	0.8861413	0.45805228	0.8634784	0.86687934	0.9177538	0.771405	0.29235882	0.8953441	0.87157875	0.95442533	0.8839002	0.830045	0.7076261	0.8238288	0.8306866	0.9052267	0.92709035	0.9237254	0.89782745	0.9240238	0.9328697	0.8988386	0.88241166	0.90489054	0.9487922	0.9488822	0.9681686	0.9033942	0.8743706	0.900431	0.8229259	0.8126357	0.9447721	0.88243747	0.92131364	0.77285576	0.86302066	0.8506073	0.75606215	0.73792166	0.8031486	0.7518366	0.906097	0.810456	0.8708691	0.9242572	0.8824765	0.67032826	0.69977	0.8387933	0.8958195	0.9309774	0.7620899	0.94579977	0.66791815	0.8277602	0.8639044	0.9379674	0.93886393	0.95282143	0.87722677	0.87246567	0.8671056	0.46120083	0.96410215	0.92972445	0.9358119	0.8433372	0.84830964	0.76355755	0.91736716	0.8936127	0.8364138	0.9324358	0.9391992	0.86118454	0.93784755	0.8606284	0.8858889	0.89060104	0.95546067	0.90281606	0.90076315	0.8701134	0.93711674	0.90707844	0.9187924	0.85670286	0.82012224	0.87843186	0.88668036	0.8739681	0.876444	0.87548065	0.92654574	0.8998821	0.9392152	0.8902138	0.86996704	0.9306957	0.848228	0.8867383	0.80553055	0.74018705	0.8805797	0.91091275	0.9141499	0.9292937	0.8956677	0.74807334	0.88230914	0.87340873	0.9495059	0.8820355	0.9198319	0.873628	0.89261436	0.5053525	0.81977296	0.8498663	0.8563144	0.82304573	0.90603554	0.8391762	0.8992257	0.9460472	0.865328	0.90460503	0.73241836	0.6257143	0.91711795	0.86973435	0.8180972	0.906073	0.81503445	0.9343065	0.83042586	0.5661632	0.65516526	0.8676723	0.79304886	0.8773552	0.92208266	0.9052327	0.9257251	0.8155376	0.83882475	0.9104516	0.9440891	0.91270816	0.9240298	0.9252827	0.9452145	0.85832834	0.9312275	0.8287261	0.8528156	0.913365	0.8824432	0.8585966	0.8551469	0.75529724	0.9421086	0.8892331	0.8995189	0.3450703	0.8921215	0.8905477	0.780324	0.82875234	0.9128677	0.78108114	0.8346188	0.9008671	0.96990716	0.9095946	0.7773837	0.8556316	0.75492054	0.862592	0.78061897	0.9282601	0.8710033	0.7114618	0.8559925	0.847806	0.8603983	0.8648089	0.9429639	0.9694755	0.87615687	0.88961095	0.87569857	0.90820754	0.9012859	0.9410268	0.57914215	0.7831442	0.8860266	0.8558206	0.8443035	0.53011537	0.81714153	0.87846166	0.73245394	0.93014884	0.9247734	0.9286698	0.8964574	0.89463377	0.9498235	0.93607754	0.8948664	0.8565402	0.94338644	0.86706173	0.90486324	0.9265574	0.85630345	0.80877066	0.7827753	0.86999196	0.7979178	0.93304145	0.9133409	0.8748255	0.9340143	0.8446746	0.8280426	0.8427477	0.8808154	0.897853	0.890625	0.9197366	0.90759593	0.5226632	0.93860036	0.9060356	0.79798484	0.9334299	0.8501132	0.64681	0.90137905	0.802296	0.8906384	0.8691444	0.9602952	0.93033934	0.88326555	0.9392847	0.9374205	0.85846645	0.9540169	0.8438605	0.92966604	0.9105923	0.8975031	0.7758788	0.8991646	0.8969029	0.8990143	0.87327754	0.6246246	0.88512397	0.8627924	0.74683434	0.91429245	0.89386547	0.8828599	0.93740505	0.86524415	0.8987847	0.8968564	0.92567885	0.9593591	0.84526956	0.93481994	0.914212	0.9096964	0.9251292	0.88324594	0.8797795	0.83444893	0.86561126	0.83796626	0.8728738	0.7723968	0.90307486	0.8845985	0.93182045	0.9629846	0.9022443	0.8785716	0.921321	0.9186046	0.9386972	0.908851	0.9014412	0.80064166	0.9136932	0.85587704	0.76314914	0.91700494	0.83455217	0.80846024	0.9324594	0.8324333	0.934708	0.9576961	0.858017	0.8297646	0.8693066	0.9455229	0.76382005	0.9490964	0.9093023	0.7597985	0.8946212	0.9260594	0.6879089	0.9435443	0.9556461	0.86208165
1-1_gelijkspel/noun	0.9454576	0.9393586	0.9360692	0.95509595	0.0	0.94931114	0.87492067	0.92384744	0.9418918	0.94273734	0.9545327	0.9184506	0.95555824	0.95278484	0.9408	0.91365373	0.9396289	0.9652648	0.91879135	0.91744286	0.79924244	0.9164958	0.91406137	0.96483046	0.9479184	0.9371529	0.7648752	0.9488839	0.95113456	0.95365745	0.89411914	0.9442668	0.9211637	0.908211	0.9238384	0.95489794	0.9369194	0.9480087	0.96709657	0.91546375	0.92501616	0.94924986	0.8220724	0.9580638	0.85335	0.92204356	0.8719004	0.9166645	0.9293219	0.9537033	0.96567684	0.94323355	0.9265659	0.9552446	0.9293096	0.9440054	0.93411034	0.9642506	0.90785253	0.9295258	0.950258	0.9256323	0.918711	0.9628884	0.83897805	0.94231254	0.9132681	0.9244514	0.9686389	0.96588844	0.6366754	0.94850343	0.92239916	0.910504	0.95272017	0.9557033	0.91264564	0.9139077	0.9399156	0.92539465	0.9108513	0.7307491	0.944023	0.95862544	0.9142889	0.91925144	0.9648601	0.9295299	0.96608776	0.94707525	0.93582594	0.9614893	0.94126105	0.92848	0.93611026	0.8633555	0.7069337	0.9443654	0.941307	0.94701886	0.8977744	0.9051244	0.94474334	0.9318936	0.94456685	0.947296	0.9356979	0.9707351	0.9284707	0.9069161	0.94801855	0.92574793	0.96770316	0.9728139	0.93678117	0.921599	0.9639294	0.9511352	0.95523745	0.95470375	0.92730737	0.93009233	0.93210155	0.9352858	0.95275533	0.92823684	0.9206107	0.92619735	0.95680934	0.8749224	0.94565976	0.93956083	0.95026326	0.9705533	0.90158516	0.93949264	0.9514557	0.8209213	0.924142	0.9590915	0.9283916	0.9194678	0.9219347	0.92095774	0.9284394	0.93641895	0.91047215	0.91679466	0.95456713	0.97606456	0.8798337	0.95098794	0.948051	0.9147398	0.9240165	0.94771385	0.9051466	0.9523318	0.93259203	0.9172681	0.8316961	0.9759645	0.8623667	0.96079177	0.9203453	0.94748986	0.94998956	0.94238234	0.9544059	0.9337007	0.9310403	0.9333807	0.9197844	0.8638036	0.9648678	0.95323426	0.9411679	0.9002903	0.9637228	0.9331952	0.9044962	0.9602657	0.95372605	0.9317361	0.9500635	0.94165134	0.9066142	0.9173784	0.9124948	0.89915645	0.92328244	0.9386528	0.9386873	0.94945204	0.919003	0.88072157	0.9278924	0.8550361	0.9413388	0.93911517	0.9443966	0.88553214	0.9314776	0.9134946	0.9270904	0.9686043	0.9170697	0.85749435	0.9522884	0.9245156	0.89633536	0.9300806	0.95714587	0.90754616	0.9364798	0.9557859	0.93851835	0.8835903	0.93352425	0.94832766	0.9642006	0.89946103	0.94582975	0.9642523	0.8765936	0.94642854	0.95909	0.9020442	0.911358	0.9331801	0.94660753	0.927756	0.8346792	0.92944646	0.9478271	0.96421355	0.94403255	0.9064529	0.93117803	0.9102068	0.9454076	0.938775	0.95585686	0.9193875	0.92103136	0.9581611	0.9290658	0.93487835	0.91015816	0.9225074	0.94108635	0.9445817	0.9290736	0.9185298	0.9358304	0.9607825	0.94066966	0.9106332	0.94391483	0.9726978	0.94922733	0.927458	0.9081578	0.9106854	0.8989376	0.92960846	0.92747676	0.90735227	0.8001269	0.94723487	0.93181074	0.878683	0.89816296	0.9447646	0.9552055	0.85458624	0.9429068	0.95726806	0.8628125	0.95511836	0.9310211	0.94951	0.94787526	0.9334749	0.94409585	0.95717025	0.9523174	0.96289057	0.9436236	0.94124186	0.94395703	0.9620431	0.88299775	0.91424906	0.8948781	0.9333466	0.9138215	0.9405451	0.95007616	0.9160994	0.97677904	0.92351156	0.94791025	0.97097486	0.9012313	0.9240653	0.9423541	0.93565315	0.9325266	0.94443566	0.9377744	0.94098836	0.9512351	0.9412134	0.92100626	0.935825	0.92823327	0.94408846	0.9141869	0.9540507	0.90882707	0.9541422	0.9252778	0.9710476	0.9435027	0.88430524	0.9382796	0.9302301	0.91798013	0.86708444	0.965562	0.95566624	0.95619917	0.924302	0.91622865	0.9292564	0.9435634	0.92676365	0.9101866	0.9129414	0.9214327	0.94609666	0.9081358	0.9343808	0.9595711	0.9570347	0.9560645	0.9245255	0.9541172	0.94903946	0.9551173	0.9523955	0.94893056	0.90735936	0.91931665	0.939899	0.9660539	0.868433	0.92564446	0.94863135	0.9434742	0.9383546	0.9542147	0.94685787	0.92497927	0.954775	0.9457315	0.9331259	0.9594904	0.90905493	0.9506712	0.9126381	0.9467661	0.9005784	0.93298787	0.9634974	0.90083206
