	doorsta/verb	gedrag/noun	slecht/adj	mag/verb	middel/noun	rage/noun	stem/noun	melding/noun	Amerikaan/noun	misverstand/noun	gisteren/adv	maar/adv	ere_podium/noun	affaire/noun	derhalve/adv	Afrikaan/noun	namelijk/adv	organisatie/noun	functie/noun	bocht/noun	proces/noun	systeem/noun	alsnog/adv	protest/noun	uitlating/noun	post/noun	stuk/noun	al/adv	rehabiliteer/verb	echter/adv	deelnemer/noun	leid/adj	geenszins/adv	argument/noun	moslim/noun	per/adv	iemand/noun	handvest/noun	wedstrijd/noun	wissel/noun	laat/adj	A_merk/noun	buitensporig/adj	land_genoot/noun	's/adv	conservatief/adj	genetisch/adj	inefficiënt/adj	knie/noun	Marokkaan/noun	gewoonte/noun	marxistisch/adj	dus/adv	diskwalificatie/noun	wagen/noun	voorronde/noun	opnieuw/adv	veelbelovend/adj	verkiezing/noun	tijdperk/noun	overdaad/noun	loop/verb	start/verb	logischerwijze/adv	heb/verb	luchtvaart_autoriteit/noun	te/adv	misschien/adv	verdien/verb	auto/noun	ongeoorloofd/adj	forceer/verb	automatisch/adj	klassement/noun	recht_gang/noun	afloop/noun	zondag/noun	Canadees/adj	deelname/noun	keer/noun	klacht/noun	opponent/noun	schorsing/noun	Italiaan/noun	100/noun	aanvankelijk/adj	sector/noun	boek/noun	risico/noun	speel/verb	eerst/adv	start/noun	wel/verb	taalgebruik/noun	1992/noun	denigrerend/adj	discutabel/adj	allround/noun	onderhandelaar/noun	vis_op/verb	Braziliaans/adj	trio/noun	druk/verb	prompt/adj	plek/noun	technisch/adj	ronde/noun	waarom/adv	kwalificatie/noun	400/noun	oog/noun	zenuw/noun	gesprekspartner/noun	match/noun	geharrewar/noun	sla/verb	houd_over/verb	concreet/adj	stom/adj	verontwaardiging/noun	niets/adv	voorbaat/adv	uitspraak/noun	Canadees/noun	februari/noun	110/noun	opzicht/noun	as/noun	eindstrijd/noun	kwestie/noun	dicteer/verb	wereldkampioen/noun	zwemmer/noun	serieus/adj	favoriet/noun	verzoek/noun	fout/adj	staatssecretaris/noun	strategie/noun	opdracht/noun	uiterst/adj	plaats/verb	woensdag/noun	behartig/verb	toen/adv	arrogantie/noun	veiligheid_reden/noun	finish/noun	ploeg/noun	m/noun	half/adj	gebouw/noun	toch/adv	20/noun	kleur/noun	stem_biljet/noun	sprint/verb	verschijn/verb	meteen/adv	ploeg_leider/noun	onrechtmatig/adj	Nederlands/adj	onvoldoende/adj	EK/noun	coureur/noun	forum/noun	aanhanger/noun	bestuur_lid/noun	gebied/noun	val/noun	bekruip/verb	kwartet/noun	bestuurder/noun	voetstuk/noun	haak_af/verb	kilo_meter/noun	renner/noun	stand/noun	Deen/noun	snijd_af/verb	noodzakelijkerwijs/adv	kwalificatie_toernooi/noun	spel/noun	speler/noun	team/noun	offer_op/verb	waarschuwing/noun	topper/noun	beval/verb	hopeloos/adj	moreel/adj	terstond/adv	diskwalificeer/verb	lat/noun	heilig/adj	besef/noun	in/adv	hooguit/adv	race/noun	homohuwelijk/noun	doelbewust/adj	geval/noun	deal/noun	kunst/noun	kerst_dag/noun	horden/noun	LPF_kamer_lid/noun	vervolgens/adv	stap_uit/verb	toon/verb	zal/verb	lach/verb	jury/noun	Zuid-Koreaan/noun	vrouwelijk/adj	tekst/noun	foutief/adj	kandidaat/noun	erg/adj	lied/noun	normaal/adj	fout/noun	vroeg/adj	ingesloten/adj	verkeerd/adj	niet/adv	wijze/noun	carrosserie/noun	geëindigd/adj	kwartfinale/noun	veldrijden/verb	grof/adj	zwemster/noun	eigen/adj	finale/noun	Belg/noun	elftal/noun	eindklassement/noun	reeks/noun	bang/adj	achterover/adv	pak_DIM/noun	uiteraard/adv	kinderloos/adj	weinig/noun	getuige/noun	wellicht/adv	zaterdag/noun	pleit/verb	Duits/adj	koop_om/verb	orde/noun	hoek/noun	protesteer/verb	bestuur/noun	huidig/adj	klasse/noun	Brit/noun	wisselslag/noun	verover/verb	herhaald/adj	rede/noun	management/noun	bijdrage/noun	mensheid/noun	voorlopig/adj	feite/adv	heat/noun	doorgaans/adv	schoolslag/noun	gistermiddag/adv	integendeel/adv	kampioenschap/noun	se/adv	goud/noun	word/verb	inmiddels/adv	justitie/noun	fotograaf/noun	roep/verb	gevaar/noun	controle/noun	techniek/noun	lijk/verb	muis_DIM/noun	zelfs/adv	nummer/noun	200_meter/noun	ouder/noun	verlangen/noun	bij/adv	internationaal/adj	kort/adv	legitiem/adj	win/verb	dien/verb	paard/noun	groep_lid/noun	weigering/noun	smal/adj	medaille/noun	vorm/adj	behoefte/noun	11/noun	definitief/adj	daarna/adv	1996/noun	politiek/adj	anders/adj	achterstand/noun	woensdag_morgen/noun	bevolking_groep/noun	grond/noun	deugdelijk/adj	tegenstander/noun	dreig/verb	beiden/adv	echt/adj	medium/noun	nationaal-socialisme/noun	nandrolon/noun	allebei/adv	gezegd/adj	mens/noun	donderdag/noun	liberaal/noun	man_ploeg/noun	winnaar/noun	publiek/adj	bouwkunst/noun	duatlon/noun	meter/noun	hinder/verb	partij/noun	vals/adj	effect/noun	dag/noun	stadium/noun	vanmorgen/adv	rest/noun	eerder/adj	blijkbaar/adj	fel/adj	onreglementair/adj	overweeg/verb	Mexicaan/noun	avonds/adv	zelf/adv	start_blok/noun	reus_slalom/noun	betrap/verb	voer_op/verb	kijk_uit/verb	commercieel/adj
doorsta/verb	0.0	0.8419928	0.8588792	0.88136053	0.85702926	0.8680522	0.87386966	0.86929977	0.8421887	0.84178364	0.87595934	0.8777119	0.93348974	0.8408059	0.7789911	0.8152053	0.8048841	0.8733986	0.908874	0.8453818	0.8317816	0.8408601	0.8544901	0.8389482	0.8720308	0.906192	0.8549572	0.8382156	0.8940779	0.807638	0.87302864	0.86395633	0.8126395	0.83586115	0.866174	0.85091144	0.8481996	0.92846435	0.9013626	0.8531743	0.85690886	0.9162937	0.8523806	0.8722626	0.89146185	0.8487013	0.81980574	0.9114619	0.8782226	0.88667387	0.8410462	0.87732315	0.81864995	0.9064109	0.912756	0.89977473	0.8603665	0.8108686	0.9112822	0.78970826	0.8422543	0.8556624	0.8832289	0.94235617	0.84000504	0.93037593	0.84665203	0.8217089	0.8792597	0.90183413	0.87942517	0.8940878	0.87347305	0.91400576	0.88462234	0.8473626	0.90855	0.85012656	0.86040246	0.9293931	0.8830681	0.8188863	0.9203328	0.87003887	0.9441958	0.81741214	0.85511273	0.8717128	0.8530985	0.88117856	0.84223413	0.8574563	0.8271037	0.81905216	0.87165457	0.89278483	0.9114604	0.93919396	0.85235906	0.88578945	0.8231477	0.87529916	0.86739147	0.8292161	0.8851165	0.8330851	0.90535593	0.8995297	0.8711929	0.96935916	0.8520467	0.80099636	0.8582453	0.9009801	0.90115696	0.8715291	0.8224181	0.88965994	0.85499907	0.81415766	0.87235314	0.8245408	0.88976455	0.8670512	0.9273406	0.962578	0.7801949	0.8746114	0.89655066	0.85041976	0.853148	0.8859211	0.8514555	0.8029828	0.92291176	0.88840556	0.87490094	0.9359678	0.8497461	0.86601055	0.81336725	0.8814106	0.9110819	0.8932328	0.8498624	0.84896743	0.9045754	0.87945616	0.8809104	0.9093461	0.88762707	0.8789377	0.8256496	0.9496611	0.8586196	0.9214152	0.8786447	0.89668	0.8684238	0.87972313	0.8870909	0.8581653	0.84504557	0.8975038	0.8315681	0.85636437	0.85747343	0.92190146	0.8454198	0.86702156	0.8785795	0.8387207	0.8870381	0.89079213	0.8546082	0.91900474	0.87398523	0.90143704	0.860064	0.8449595	0.90080255	0.9082615	0.8518231	0.8797113	0.8680736	0.8029671	0.84221303	0.87914425	0.83658713	0.8386354	0.7964711	0.8961269	0.8907667	0.9145113	0.8609782	0.80103064	0.8934448	0.83941096	0.86239684	0.8975147	0.84862685	0.8919587	0.8886265	0.8422495	0.85483027	0.94943184	0.9321588	0.84268206	0.86143285	0.8327792	0.8281028	0.85445946	0.8524315	0.8862838	0.8335965	0.8676554	0.84912145	0.8889524	0.8166227	0.84428036	0.8414896	0.87944686	0.87616235	0.9209291	0.89747804	0.8872262	0.8212137	0.879154	0.90233445	0.91853625	0.89134187	0.8569602	0.90381694	0.8793538	0.92069185	0.8812641	0.88132405	0.9377516	0.8073246	0.8349649	0.8651893	0.8908033	0.81524134	0.9012851	0.8293688	0.8639777	0.80117387	0.9054949	0.85268104	0.85836315	0.9201301	0.8909142	0.86068356	0.8589185	0.897997	0.8361329	0.91031724	0.84824467	0.9656427	0.8869168	0.8365654	0.81078434	0.8528881	0.8700703	0.80993557	0.88566625	0.8361073	0.9399219	0.75753945	0.92592794	0.8502216	0.82493424	0.89066887	0.8532216	0.9023661	0.8673113	0.82845795	0.9018518	0.83410203	0.88347656	0.86029065	0.8522298	0.8203519	0.78051543	0.93205607	0.76332545	0.9080286	0.9325801	0.876566	0.8043508	0.8355442	0.83157694	0.86654043	0.8533244	0.87995845	0.8008804	0.8497246	0.85623175	0.8556855	0.8513654	0.9233153	0.90988815	0.84680194	0.90150857	0.90010184	0.84450483	0.89337474	0.808089	0.9302792	0.8925493	0.8958895	0.85832995	0.8804592	0.85845125	0.8330256	0.80135775	0.8467512	0.80128986	0.8521068	0.8503251	0.9064904	0.8201461	0.846247	0.83815783	0.89781666	0.87599957	0.9341169	0.9115762	0.86520875	0.8983192	0.938444	0.9040383	0.8059757	0.89362615	0.8879111	0.81655514	0.8397506	0.8220294	0.88560224	0.8894319	0.8539439	0.8164574	0.8450231	0.9545221	0.86902237	0.88561827	0.90218127	0.9003181	0.8510259	0.95696807	0.91985154	0.8368214	0.8625725	0.87096655
gedrag/noun	0.8419928	0.0	0.8320541	0.84058356	0.7852478	0.8301603	0.8720635	0.7748791	0.8332431	0.77487856	0.8857714	0.85260826	0.93915147	0.73735	0.7273425	0.7850266	0.71351457	0.7835574	0.82187265	0.88502234	0.7465875	0.75310415	0.8518137	0.7740491	0.5922532	0.89019114	0.8964567	0.89214987	0.8761564	0.7506553	0.9085674	0.8317869	0.75550324	0.76556635	0.77528244	0.787689	0.72249436	0.85252506	0.93161994	0.8481099	0.94267476	0.9202254	0.69385207	0.884485	0.9346061	0.77029705	0.6870202	0.8227408	0.94928813	0.7536456	0.684609	0.8318081	0.78380144	0.85363686	0.91746014	0.96058595	0.8949067	0.8800708	0.90124905	0.8219224	0.7932488	0.92485106	0.95239794	0.9126767	0.80647576	0.8941996	0.77047896	0.7498372	0.9117241	0.9119058	0.75618434	0.92854226	0.80591667	0.9378867	0.8015586	0.8334112	0.9652592	0.87521434	0.8396226	0.9312787	0.72351193	0.81738585	0.90289074	0.87556744	0.9604537	0.8276349	0.84862405	0.879236	0.75884557	0.9197081	0.8521347	0.94473076	0.7617678	0.6473243	0.897661	0.7884474	0.85975015	0.9465262	0.85423255	0.936113	0.8633772	0.8939416	0.92290246	0.82118404	0.8759163	0.8307779	0.97719574	0.7797362	0.8948648	0.97279644	0.8388542	0.8476699	0.788434	0.9348376	0.9182588	0.8979365	0.8987213	0.8191806	0.81990814	0.72160363	0.8274715	0.786929	0.6738277	0.87765825	0.9305321	0.97916013	0.73252213	0.92123324	0.94837976	0.76422733	0.8409958	0.9444606	0.8536312	0.8350071	0.9490414	0.8368667	0.76011264	0.865567	0.7501924	0.864922	0.7401732	0.9217121	0.9410137	0.8374656	0.8823664	0.65246254	0.87926704	0.9482133	0.9150138	0.9301249	0.9686027	0.9191946	0.80266863	0.9817222	0.8356961	0.8535028	0.9121983	0.9458985	0.8579736	0.87053514	0.75659496	0.8622901	0.7420612	0.94918907	0.84775835	0.8297875	0.8156793	0.8669782	0.8549432	0.9035314	0.841145	0.89075625	0.809696	0.9071428	0.88162774	0.9709095	0.91029423	0.92240673	0.84722304	0.8497243	0.806918	0.9639135	0.76164913	0.83419687	0.899602	0.8328376	0.75845146	0.9358447	0.8644305	0.82105774	0.66352963	0.82815516	0.86731577	0.9372184	0.8671422	0.7562037	0.8430915	0.782578	0.9181293	0.82422173	0.7698235	0.7657807	0.82822037	0.8206408	0.9009773	0.9549888	0.8588085	0.8207342	0.86157805	0.8251482	0.75492454	0.8754672	0.8104705	0.8977635	0.7489549	0.80519694	0.7850547	0.88875234	0.7683058	0.8548256	0.81214327	0.74996483	0.873189	0.923108	0.79841703	0.77291054	0.6319332	0.8907174	0.9556772	0.9694827	0.92572284	0.7491678	0.88879836	0.83094287	0.9702575	0.8479207	0.90277016	0.9460728	0.8784677	0.7990118	0.9096738	0.8778264	0.7902852	0.84092236	0.8381408	0.8187297	0.77740395	0.96997154	0.80776477	0.89051753	0.83669895	0.8684342	0.8744184	0.82187915	0.8428357	0.8442212	0.91370153	0.8351868	0.9739623	0.947976	0.74250555	0.7687876	0.78700393	0.8513778	0.7621168	0.9083352	0.75389385	0.9572109	0.6837014	0.96829474	0.87061405	0.7257353	0.9604669	0.7950458	0.9458714	0.72893184	0.8536607	0.7861495	0.877681	0.8250749	0.7970583	0.8292657	0.7761801	0.7886037	0.9089179	0.71434355	0.94652724	0.96801084	0.76173663	0.73618007	0.84326655	0.8544041	0.9189712	0.7848147	0.9687366	0.7406139	0.8822068	0.8558998	0.69289005	0.8984595	0.95186025	0.89492214	0.74848473	0.9476211	0.91845834	0.89751095	0.9065207	0.72800225	0.8664494	0.9135481	0.8990826	0.7206361	0.91008997	0.81265557	0.8210951	0.85682577	0.8597972	0.82569295	0.7697908	0.8296691	0.8333331	0.849106	0.79395187	0.7124255	0.93897206	0.81801355	0.9699006	0.9350196	0.7805664	0.91012263	0.95398945	0.97330326	0.7668572	0.8505181	0.81885546	0.72726464	0.95026267	0.8228195	0.89351696	0.90363026	0.78186685	0.75719696	0.81495285	0.90780634	0.8783047	0.8658123	0.9348837	0.82505226	0.9078186	0.9782738	0.84317076	0.8529593	0.9132985	0.8456019
slecht/adj	0.8588792	0.8320541	0.0	0.8821175	0.8794825	0.90462714	0.9298899	0.90679985	0.894719	0.8355017	0.89131063	0.8584854	0.9353496	0.8349653	0.82686967	0.8503908	0.7923045	0.8688433	0.9232021	0.87917024	0.8907541	0.8527198	0.8924196	0.9019865	0.89514995	0.8932212	0.8696722	0.8639387	0.9291222	0.8071958	0.90427727	0.88680345	0.8038888	0.89870065	0.9051155	0.8584615	0.839306	0.9509433	0.845377	0.8280933	0.8598161	0.9225423	0.82693225	0.9020642	0.90202916	0.8491934	0.88457745	0.824955	0.91920316	0.86104864	0.8747372	0.91400063	0.7964422	0.89868516	0.9323145	0.8998858	0.86856955	0.8244337	0.89498234	0.88957286	0.8707516	0.9012574	0.93476725	0.90663254	0.8343091	0.9463454	0.8217696	0.8198253	0.8836075	0.92877567	0.88699317	0.921077	0.8714421	0.9312618	0.89773744	0.8867392	0.91225207	0.9106053	0.92887264	0.91162187	0.8606031	0.8235504	0.9392815	0.878835	0.9461326	0.8332403	0.7707385	0.9093573	0.8284199	0.89416	0.8767741	0.8663238	0.85903287	0.8594455	0.9329539	0.8794654	0.8772103	0.9216308	0.8871941	0.94635844	0.8868035	0.9409189	0.8550556	0.8531462	0.90395933	0.8076941	0.9168548	0.9063006	0.889884	0.9516211	0.920452	0.8385792	0.8791646	0.84561896	0.8960967	0.9309753	0.8412848	0.85990673	0.8419086	0.88113284	0.8720671	0.8503288	0.9145606	0.8974385	0.9283222	0.9621841	0.8168058	0.89563024	0.9045992	0.84707785	0.85625124	0.91364014	0.86765933	0.849444	0.920099	0.9345938	0.73148334	0.92491573	0.879094	0.91882825	0.833549	0.93101996	0.9155229	0.89272666	0.85049844	0.82511663	0.8987516	0.89424115	0.83907217	0.9411189	0.9194388	0.89239985	0.81236327	0.9787049	0.897925	0.9311216	0.8995449	0.93207806	0.8609804	0.9035631	0.887926	0.86330736	0.7120866	0.87976253	0.8470926	0.8983139	0.9184363	0.9041446	0.8860649	0.88860446	0.9092003	0.90423656	0.9095261	0.9052696	0.88037604	0.92852664	0.87675565	0.9101069	0.8532017	0.8746458	0.892356	0.89793557	0.8531456	0.8278589	0.8589628	0.8648763	0.8767847	0.8702388	0.8523224	0.7939529	0.8482547	0.9013039	0.9061297	0.90321237	0.92530125	0.881177	0.89199054	0.8445124	0.85988605	0.9336546	0.88109833	0.88282794	0.8911216	0.89936197	0.8889812	0.956595	0.91016734	0.8902034	0.9070349	0.8976996	0.8290388	0.88811654	0.89958835	0.91592216	0.88368416	0.91791946	0.8063335	0.9313244	0.8092782	0.921912	0.76086956	0.8283579	0.86403805	0.9254241	0.73197293	0.8037073	0.86404836	0.91832143	0.9006835	0.9241218	0.88999057	0.8528091	0.9052291	0.8388485	0.92596775	0.8635394	0.86402434	0.91556174	0.8777573	0.8646842	0.91680545	0.89786494	0.818201	0.8824069	0.8411581	0.9460087	0.81939733	0.93097454	0.91098034	0.90436107	0.9276768	0.92535025	0.9223912	0.9041846	0.89225	0.80587995	0.86821413	0.9120644	0.9707554	0.94504136	0.88963544	0.8587754	0.7728287	0.90299875	0.84837717	0.87095934	0.83719814	0.93531334	0.7284273	0.9533993	0.8937037	0.80078715	0.8863346	0.86190176	0.9308776	0.85478085	0.8693114	0.90975296	0.9361149	0.9246985	0.86310375	0.89423	0.8460887	0.8334137	0.93572944	0.8228282	0.9413675	0.95374095	0.8554183	0.88655937	0.8469854	0.86150175	0.88894725	0.9033763	0.9209157	0.83866787	0.9042425	0.88515	0.86123955	0.86738825	0.93661684	0.8984315	0.8504112	0.9442743	0.8954339	0.8505571	0.9280901	0.8473557	0.8147836	0.8600857	0.91959393	0.8609077	0.9253331	0.8220915	0.8392262	0.86477226	0.8572141	0.8271873	0.863273	0.9097688	0.92474043	0.8532212	0.8723234	0.8167255	0.9085259	0.8699832	0.9240103	0.910061	0.83158195	0.94541043	0.9382268	0.943191	0.81520325	0.8866196	0.8780283	0.8206466	0.8769267	0.8747655	0.8649118	0.8740874	0.85651505	0.7804057	0.882934	0.8984716	0.89095724	0.8946799	0.9020113	0.8675151	0.8841318	0.9480206	0.94364715	0.8882789	0.9005117	0.85843337
mag/verb	0.88136053	0.84058356	0.8821175	0.0	0.85637283	0.87017256	0.88036007	0.88972044	0.8261193	0.90865624	0.8409663	0.72804266	0.885937	0.85380924	0.7586973	0.8051767	0.69633186	0.8586977	0.8479768	0.8989503	0.8717452	0.8400478	0.7349658	0.84719926	0.8448844	0.8329308	0.87269676	0.794958	0.8962609	0.77504015	0.7858986	0.8883352	0.7727724	0.85729027	0.8541332	0.8061705	0.7122518	0.87806284	0.81403553	0.8645192	0.8434178	0.91058373	0.81040317	0.8463191	0.77428675	0.8867641	0.8570988	0.90984005	0.8696256	0.84977484	0.79378885	0.91683936	0.67322254	0.8728937	0.85527384	0.86174965	0.7497957	0.8693764	0.8797206	0.8914685	0.89434487	0.8935734	0.91910416	0.87938017	0.7704208	0.9086133	0.8402447	0.7928946	0.8771981	0.8489127	0.8013442	0.9055973	0.77555656	0.87442064	0.8641305	0.76902676	0.8030211	0.8575986	0.85121316	0.74866223	0.88551724	0.8366268	0.8417549	0.8404321	0.9196414	0.8153192	0.8956969	0.90338874	0.87521774	0.9025499	0.735424	0.8905015	0.8070009	0.88285065	0.8423145	0.8626613	0.87109774	0.8869755	0.8674822	0.86442435	0.84135264	0.8911484	0.9003551	0.7329058	0.8573742	0.88436395	0.9067563	0.76441693	0.8238989	0.9181051	0.90402687	0.8647234	0.82679254	0.8246855	0.9194268	0.9065793	0.887193	0.8891646	0.8101736	0.87286544	0.83678454	0.799481	0.8568965	0.8422613	0.85962874	0.9559007	0.8891891	0.8950583	0.8628382	0.86178225	0.8769797	0.8610618	0.8234912	0.8722851	0.87058425	0.8209846	0.8519651	0.8597145	0.8726014	0.82560974	0.9071216	0.8936569	0.8632315	0.8708223	0.7863909	0.87195146	0.8201447	0.8701711	0.811263	0.90878934	0.8627986	0.8787403	0.7340015	0.9212465	0.88376874	0.82799387	0.8782923	0.9297077	0.76376706	0.8001572	0.805465	0.840956	0.8571162	0.84021723	0.81690234	0.8628758	0.8454839	0.8461939	0.8642774	0.9143146	0.90231466	0.84894365	0.8391585	0.9001021	0.83518374	0.91306925	0.8149689	0.8904108	0.8047373	0.88288736	0.89389116	0.87551874	0.8756331	0.78170633	0.81630254	0.85210145	0.8164003	0.8414365	0.8486835	0.86300176	0.8412949	0.8505507	0.8719883	0.8617227	0.8073173	0.89538616	0.81879014	0.7881783	0.858968	0.83983326	0.83165586	0.8582614	0.8504749	0.9023599	0.8555378	0.9384201	0.89313185	0.6845144	0.81228966	0.90579754	0.6729549	0.83396596	0.82366985	0.8454921	0.8330621	0.8791683	0.8268726	0.8534206	0.8846293	0.88751835	0.77675796	0.88293296	0.82716334	0.9063357	0.82384586	0.69542074	0.826972	0.89423317	0.9367924	0.89779174	0.85624707	0.83884895	0.86081874	0.80120295	0.8849838	0.80387264	0.8238508	0.8566697	0.89773804	0.85840166	0.8683639	0.8131809	0.7263098	0.8877056	0.870669	0.8792531	0.77375996	0.84280336	0.8894042	0.89020413	0.8652879	0.92791545	0.9020518	0.86123335	0.85019785	0.877591	0.8179622	0.82613766	0.92616093	0.9116483	0.8678428	0.79724467	0.8570658	0.87201244	0.8383382	0.7763275	0.80182695	0.93508935	0.76354283	0.9242574	0.80598986	0.76932764	0.84310955	0.7916578	0.8581225	0.65420467	0.81655455	0.8400298	0.86019075	0.86814994	0.8935049	0.8557044	0.8683952	0.8921122	0.9071232	0.7415105	0.88982505	0.9225541	0.7988955	0.8724273	0.7981515	0.87018216	0.85760385	0.8444269	0.9010049	0.7635148	0.8146258	0.86882055	0.8067474	0.88261163	0.82554173	0.9412039	0.87676483	0.9160557	0.8389123	0.68271697	0.84803957	0.8783873	0.8301316	0.9221129	0.8727032	0.86576605	0.84557235	0.84989566	0.83982277	0.84598875	0.793713	0.8073091	0.8667859	0.92693746	0.90311694	0.76860785	0.84076995	0.79362965	0.86132807	0.8483311	0.84258765	0.84967864	0.8428762	0.9295932	0.9007987	0.90406513	0.85901666	0.88317466	0.8291668	0.8808703	0.78375626	0.87583137	0.86897653	0.811347	0.84181035	0.79094756	0.8754722	0.86716443	0.8412294	0.86356664	0.7678097	0.6816249	0.8950017	0.9254631	0.83676755	0.92059344	0.8975792	0.8600179
middel/noun	0.85702926	0.7852478	0.8794825	0.85637283	0.0	0.89203244	0.88552475	0.8539513	0.86665463	0.87792945	0.9381689	0.8780476	0.961467	0.88364285	0.736127	0.8611598	0.7111256	0.7354353	0.7845274	0.921798	0.80912244	0.6796129	0.8192585	0.85540813	0.88342744	0.8190582	0.8860983	0.9090031	0.90815365	0.79590356	0.9081588	0.85226595	0.82543457	0.7497715	0.87003016	0.8413013	0.86639243	0.84731114	0.93889916	0.87927043	0.9479272	0.9000409	0.77076745	0.92186993	0.956691	0.88417065	0.7176876	0.7759675	0.94421136	0.8926195	0.8619749	0.8927131	0.74744904	0.9096332	0.88194203	0.95633715	0.88010985	0.8408035	0.9108628	0.8419565	0.84487814	0.95789737	0.93576914	0.8835219	0.8528422	0.90668267	0.8317906	0.867745	0.89516306	0.87812495	0.7639363	0.9349321	0.7961424	0.9396217	0.82831216	0.93728673	0.9718374	0.8790212	0.84750336	0.93510085	0.8509778	0.84724426	0.89885676	0.93150705	0.9593892	0.85764754	0.7046211	0.89317536	0.7260375	0.9592727	0.8713137	0.9429467	0.8429761	0.80518144	0.90382344	0.90397847	0.8744849	0.9518293	0.87774813	0.9092682	0.89506036	0.90644616	0.89697963	0.8811248	0.8593858	0.77105963	0.9603653	0.89408064	0.8892431	0.95894676	0.91671383	0.8610999	0.8365485	0.9359785	0.8817982	0.9530623	0.8905343	0.7992672	0.921371	0.8690102	0.8891043	0.85395855	0.8887922	0.91808254	0.94220805	0.9706997	0.7736723	0.9108194	0.9428532	0.81910384	0.88060904	0.9614537	0.84642744	0.8584516	0.94998986	0.855416	0.88511544	0.8699981	0.7314774	0.82239443	0.7791178	0.93114924	0.95655006	0.84813756	0.921231	0.8649094	0.8747236	0.93701804	0.8948321	0.96343654	0.94299674	0.86671674	0.88270384	0.9824498	0.8802358	0.8754028	0.9304641	0.9642225	0.89168346	0.89453995	0.7904666	0.8666825	0.70427084	0.9497305	0.86275494	0.80374265	0.87191963	0.8726913	0.79700774	0.92400855	0.9346171	0.882635	0.8926851	0.9339714	0.91796386	0.970881	0.86670697	0.92747116	0.9052834	0.88876516	0.85178936	0.9388037	0.8530984	0.86415106	0.87455136	0.83552426	0.82021075	0.9162345	0.9291538	0.8630818	0.7718102	0.88955134	0.89726996	0.9363527	0.90463156	0.80041236	0.84411186	0.81449866	0.92481023	0.86430365	0.8113911	0.8075141	0.85022974	0.83298886	0.93338275	0.9666578	0.93525857	0.84232974	0.916185	0.9015882	0.74083847	0.9620894	0.9192788	0.90549314	0.84705216	0.8727368	0.8591299	0.87404555	0.861303	0.9119333	0.8235471	0.8660751	0.93094844	0.932008	0.8659954	0.8220669	0.7008553	0.8840863	0.95869595	0.96506613	0.9076507	0.821681	0.9003838	0.82716656	0.9726035	0.9022869	0.9210954	0.9534899	0.9173837	0.90547836	0.9336563	0.84971404	0.80040365	0.893249	0.8648319	0.8961068	0.836674	0.97453743	0.7703647	0.89627117	0.88025075	0.87152076	0.9117856	0.84766364	0.864831	0.8319633	0.92818457	0.8878208	0.9531212	0.9529322	0.85666764	0.8439515	0.7710464	0.7313047	0.81412935	0.8364253	0.795315	0.94816333	0.75078213	0.97104263	0.9028738	0.80977476	0.95106786	0.8520583	0.90350246	0.74095213	0.838303	0.81310916	0.91763264	0.95454514	0.82365626	0.71833247	0.6531706	0.8481764	0.9260058	0.82225114	0.93337786	0.9822358	0.87693995	0.85274327	0.84220797	0.79634273	0.92134196	0.75931036	0.9710712	0.70727515	0.89215696	0.88086563	0.8613043	0.91740334	0.92980564	0.8938925	0.76997435	0.9506745	0.9105643	0.89691186	0.9080702	0.7861925	0.91595894	0.8839005	0.9210465	0.79931295	0.8372993	0.7611598	0.8682011	0.8449328	0.89165604	0.88040173	0.8130697	0.9076113	0.71794283	0.8815925	0.89185154	0.8115752	0.9562754	0.86432827	0.94969165	0.9528209	0.7891302	0.91121167	0.9483897	0.9576027	0.8127443	0.8670615	0.8323529	0.6834279	0.9419805	0.8080002	0.92712027	0.8847313	0.87281287	0.8530025	0.88395923	0.8697878	0.8279608	0.88327813	0.9525173	0.8608739	0.9108404	0.9760254	0.83720356	0.8529078	0.9380208	0.76007617
