	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
bed/noun	0.8826026	0.75844127	0.8829302	0.88478386	0.8480587	0.95457554	0.8766096	0.9044661	0.9025115	0.9486303	0.0	0.8387853	0.8573309	0.9412801	0.8292249	0.84372985	0.83874345	0.83756375	0.90200347	0.77032626	0.9468031	0.9230614	0.9042351	0.8425604	0.8983889	0.92181915	0.90102446	0.94432914	0.87055755	0.79333186	0.9269983	0.90376544	0.832325	0.8653443	0.90692836	0.9477425	0.9029896	0.90363073	0.91527003	0.88738716	0.833074	0.9066753	0.87171656	0.92395353	0.8889941	0.8209244	0.9109251	0.87787956	0.9053506	0.89130753	0.8937961	0.83537984	0.8554149	0.8619269	0.878174	0.858653	0.8917153	0.894045	0.86287063	0.8805793	0.95890844	0.81392884	0.8737639	0.88274777	0.79359674	0.85287327	0.81325185	0.8630607	0.90331143	0.7911916	0.73943734	0.8424645	0.87446266	0.8741403	0.9362036	0.9087991	0.8329847	0.73244935	0.87823087	0.80729073	0.82736194	0.9080009	0.9141387	0.94386286	0.79555804	0.8851825	0.85660434	0.94510776	0.93476355	0.9319894	0.9193802	0.95605755	0.93182856	0.91904736	0.8391678	0.8538495	0.88277596	0.92927754	0.8326468	0.8648366	0.92209643	0.81339955	0.80424607	0.8941461	0.9183352	0.738174	0.7422515	0.90235543	0.8918267	0.932863	0.9166781	0.84402394	0.9185315	0.9070806	0.9287912	0.8972351	0.82929754	0.89253104	0.69806063
herrie/noun	0.8490571	0.7629049	0.84737873	0.81936544	0.79304713	0.9024695	0.79820514	0.8693539	0.88112444	0.93325156	0.8387853	0.0	0.83925134	0.8293185	0.850218	0.80246186	0.8353656	0.87850857	0.86791027	0.8275505	0.89960116	0.88854384	0.8387532	0.7759687	0.8723282	0.9350387	0.84542227	0.93259543	0.8237202	0.8433079	0.90883356	0.88038963	0.81684846	0.8052074	0.86907166	0.89170885	0.8424767	0.866748	0.8913925	0.8442587	0.8809782	0.9198637	0.8281566	0.9060929	0.8091432	0.8956529	0.8672184	0.83807886	0.85618794	0.8572956	0.8940198	0.8394066	0.892304	0.8787428	0.86430436	0.7656254	0.83648384	0.83559734	0.83746076	0.86911184	0.95666295	0.8239981	0.82186514	0.77205455	0.79365337	0.9186012	0.89021134	0.82289845	0.877129	0.78003883	0.83574176	0.8583581	0.8613031	0.89474	0.8580011	0.90751374	0.69540006	0.84256995	0.8913832	0.871681	0.88680923	0.87124103	0.86220205	0.88518673	0.7988097	0.8166373	0.8474081	0.8666189	0.9169431	0.90962076	0.8720633	0.9286712	0.8932587	0.89209336	0.8704616	0.9183037	0.7942945	0.8127546	0.8280989	0.8907575	0.92909896	0.8147705	0.74204177	0.8799906	0.89452803	0.8439573	0.8393895	0.9222705	0.79106146	0.88547516	0.9210745	0.85229325	0.8850861	0.80547905	0.8920946	0.8656175	0.872203	0.8999152	0.7557315
vorst/noun	0.797946	0.7880692	0.823077	0.76381975	0.78655124	0.8246922	0.7737674	0.8913061	0.8497087	0.88590163	0.8573309	0.83925134	0.0	0.8287834	0.83677083	0.8299931	0.85513186	0.76537085	0.79959476	0.82204866	0.8587666	0.8042409	0.7958764	0.7415292	0.7594806	0.8380089	0.7884886	0.85400707	0.7853084	0.8325943	0.8980128	0.7907674	0.7570443	0.819705	0.825173	0.81465715	0.8150214	0.8498067	0.8412123	0.851354	0.8705133	0.8417305	0.8259158	0.8873708	0.8161684	0.8403362	0.8697434	0.8780579	0.71320915	0.719771	0.85180795	0.7838858	0.879699	0.85991305	0.8779848	0.75688225	0.7642244	0.8709382	0.7911971	0.87762	0.8318114	0.8026322	0.7650241	0.786354	0.8477571	0.90850264	0.88035166	0.7842245	0.89151865	0.8185592	0.78918135	0.8032942	0.8268599	0.88152474	0.8472598	0.4666463	0.8230946	0.8469554	0.8595726	0.7331337	0.8132243	0.83680946	0.821597	0.7425789	0.83169395	0.8327097	0.8742244	0.8236526	0.91053176	0.7728207	0.7508947	0.86661375	0.8008257	0.8759243	0.83778584	0.9192071	0.8345376	0.81713897	0.8207564	0.75938165	0.87616956	0.8602257	0.7812022	0.8436312	0.86624664	0.86285675	0.797152	0.9213178	0.80120826	0.8689533	0.8090073	0.84773606	0.8688419	0.8306602	0.90465647	0.8411514	0.83977926	0.8793707	0.7503929
optreden/noun	0.86942923	0.9215285	0.889437	0.7882701	0.81509906	0.91476816	0.8005966	0.8892989	0.85413086	0.8996319	0.9412801	0.8293185	0.8287834	0.0	0.9064066	0.8451837	0.8826519	0.8737132	0.7043959	0.8942859	0.87150717	0.86129755	0.7566343	0.78048986	0.8974505	0.88691133	0.76017004	0.86865807	0.8797722	0.88155556	0.82977176	0.6685451	0.86608076	0.8273468	0.8442348	0.8888975	0.7890562	0.84150743	0.7447623	0.9175748	0.93445504	0.9312607	0.7596664	0.902026	0.729118	0.91591483	0.8881879	0.89557683	0.8716943	0.86662924	0.8783335	0.89127916	0.88899493	0.9075813	0.8499253	0.7735107	0.8344854	0.84266275	0.85577524	0.88842255	0.898156	0.87550676	0.8591713	0.74082315	0.84987175	0.95276237	0.93867624	0.84477365	0.9171881	0.8677658	0.89294976	0.87152666	0.8566691	0.88428164	0.8472552	0.87960285	0.7903905	0.88562393	0.90956	0.9180459	0.9065787	0.8268831	0.82627964	0.8723714	0.9170325	0.8710982	0.8727572	0.78413445	0.9057396	0.88384706	0.91161203	0.90900004	0.84918225	0.8601998	0.7922598	0.909987	0.756003	0.69849104	0.8587829	0.8466138	0.92309916	0.90721065	0.794697	0.86483073	0.92422307	0.87773293	0.92472595	0.95523775	0.8417132	0.89773166	0.91761494	0.89063376	0.9344728	0.6679795	0.8343119	0.7823728	0.9179336	0.88371146	0.8515165
pad/noun	0.8375631	0.7330595	0.8732664	0.8220382	0.8288615	0.8960341	0.87198627	0.9127075	0.88812363	0.9428878	0.8292249	0.850218	0.83677083	0.9064066	0.0	0.83737475	0.88600683	0.8384471	0.8747583	0.71956795	0.91849244	0.8844833	0.8372995	0.796577	0.8041924	0.90849066	0.85284793	0.89179075	0.78486514	0.794713	0.90369475	0.892032	0.8515914	0.8439338	0.862209	0.8774311	0.8531482	0.8835342	0.9031371	0.7908696	0.8822185	0.8858917	0.8327507	0.89981484	0.8641523	0.90488774	0.9258901	0.86285555	0.8301904	0.8547256	0.8537075	0.7253009	0.8784712	0.89302754	0.80955917	0.7974159	0.8456113	0.861927	0.8539146	0.8849004	0.92690545	0.8495449	0.7169242	0.84123635	0.8823818	0.91713846	0.86999744	0.83649635	0.902007	0.8165669	0.6897757	0.84397554	0.8809278	0.89764965	0.882904	0.89786506	0.816895	0.858625	0.82204074	0.89036405	0.8745851	0.90610677	0.8886051	0.8964264	0.8265387	0.8936245	0.88593286	0.8414259	0.94100416	0.8925658	0.9036168	0.90784514	0.8899404	0.895982	0.8556941	0.90372723	0.88296825	0.8912408	0.82483244	0.87705886	0.92676693	0.8884715	0.7909078	0.8791444	0.9174897	0.80776066	0.815908	0.90086675	0.87088335	0.904153	0.8965194	0.82609314	0.8938963	0.87019944	0.88406754	0.8730194	0.8804293	0.8845514	0.74583066
ijl/adj	0.79751384	0.76854753	0.8238196	0.7600709	0.7120155	0.8788057	0.7296169	0.88123035	0.75751436	0.9246023	0.84372985	0.80246186	0.8299931	0.8451837	0.83737475	0.0	0.8612761	0.7888854	0.766914	0.8095344	0.9270139	0.82797337	0.7315732	0.7279575	0.8632562	0.9192483	0.6923387	0.90974295	0.8854221	0.81322974	0.74588305	0.7849967	0.88608193	0.8268445	0.8421767	0.89930195	0.8549571	0.8715272	0.7419648	0.8953451	0.80069864	0.8907255	0.6284172	0.9260074	0.73606396	0.89998186	0.86614	0.87570673	0.8247986	0.88042873	0.8767181	0.79927856	0.91440296	0.8950203	0.9093568	0.7528614	0.72366077	0.7772405	0.8272029	0.8589175	0.9551773	0.73266643	0.6688105	0.5826944	0.871817	0.8867606	0.8476697	0.8316376	0.88673955	0.78840625	0.81214017	0.6654456	0.8822123	0.9492524	0.75895274	0.9408593	0.632344	0.83538234	0.7941636	0.92216116	0.8802803	0.8992702	0.7642033	0.911533	0.6723181	0.8390436	0.87246317	0.88585913	0.9138894	0.9188676	0.8961587	0.92776453	0.8966561	0.8954569	0.8492462	0.8189778	0.76861954	0.88169014	0.7882524	0.89510345	0.8925668	0.8744398	0.77602196	0.8954859	0.8810632	0.75672185	0.76659	0.87958133	0.82891065	0.91217333	0.9013668	0.7850641	0.8952123	0.7008877	0.78281206	0.84396446	0.8619392	0.9291913	0.78843516
maar/adv	0.86821234	0.8431937	0.8164909	0.7617664	0.7952483	0.87483877	0.85984164	0.85107005	0.8416149	0.95399314	0.83874345	0.8353656	0.85513186	0.8826519	0.88600683	0.8612761	0.0	0.89952165	0.8944684	0.87058604	0.9103286	0.87202513	0.83685374	0.75817543	0.93562174	0.8999778	0.87857145	0.87763244	0.9285472	0.90938807	0.90936977	0.8958387	0.75302637	0.6535177	0.8441762	0.88130766	0.85113966	0.82302374	0.9012349	0.9238895	0.9089736	0.9168401	0.81951445	0.8634727	0.82643175	0.87920713	0.8787858	0.66565186	0.8964543	0.87728184	0.8292745	0.8629315	0.78249663	0.85286427	0.8666763	0.8402351	0.8158652	0.83832204	0.79589844	0.70114917	0.96082795	0.8680029	0.8899716	0.8312053	0.8490158	0.8745596	0.9106243	0.85711026	0.8805376	0.8320786	0.88949347	0.87373805	0.8725749	0.9053853	0.8714617	0.9292187	0.83178717	0.8787418	0.88445944	0.88001716	0.8620899	0.80953395	0.8499423	0.92623585	0.87979144	0.81482303	0.8006966	0.8775892	0.90043694	0.9352124	0.87000954	0.886864	0.87746656	0.87469256	0.85227084	0.90654874	0.87849444	0.8698787	0.7801387	0.85988843	0.9059461	0.89337707	0.70377517	0.8539847	0.890648	0.8611326	0.86053	0.9229313	0.82056713	0.9020159	0.9283997	0.7122074	0.8191842	0.84616137	0.87880576	0.85076463	0.8403208	0.8937573	0.74528813
gewaad/noun	0.7912249	0.7928923	0.8701906	0.80734587	0.7936114	0.87740266	0.7509322	0.9152253	0.8579562	0.9221485	0.83756375	0.87850857	0.76537085	0.8737132	0.8384471	0.7888854	0.89952165	0.0	0.81440645	0.8087031	0.9330539	0.79707694	0.81988907	0.78728163	0.8328477	0.91273576	0.8081914	0.8681389	0.852205	0.81136066	0.8718679	0.8168204	0.85251135	0.8410338	0.8749325	0.90127015	0.84243673	0.911904	0.85181916	0.90602803	0.83625	0.9073748	0.779798	0.91926605	0.8217031	0.842082	0.875527	0.88223726	0.72162056	0.86801666	0.8500093	0.85903215	0.9105042	0.9292486	0.9117564	0.7346648	0.7759707	0.8835549	0.7969974	0.8675022	0.88769543	0.6911305	0.73867	0.7532191	0.8676652	0.89066046	0.8791893	0.8701134	0.9365737	0.85050637	0.797547	0.6623343	0.8658776	0.9339819	0.8832164	0.8041744	0.81914866	0.86069983	0.85395515	0.8878235	0.85672426	0.894401	0.8625016	0.8849278	0.77969456	0.88613534	0.89581573	0.896098	0.9240726	0.8921305	0.85846853	0.9193627	0.86863893	0.90678936	0.8433223	0.8028313	0.81822956	0.8854058	0.8407502	0.8169689	0.8615141	0.9139675	0.82666236	0.89872074	0.9034885	0.8516692	0.78099847	0.9291204	0.8869072	0.8923511	0.8228997	0.8157113	0.9258416	0.7807791	0.88027626	0.83958286	0.8776969	0.9314617	0.76348716
koor/noun	0.8297786	0.9025196	0.8805845	0.7945101	0.7676938	0.90832543	0.67030984	0.8857914	0.6910568	0.8917513	0.90200347	0.86791027	0.79959476	0.7043959	0.8747583	0.766914	0.8944684	0.81440645	0.0	0.88878834	0.88886714	0.82518196	0.75308096	0.7524961	0.8428156	0.895507	0.6199616	0.8599837	0.8484647	0.8627951	0.7730757	0.6050457	0.8188099	0.85084796	0.83180904	0.8843041	0.81334305	0.887382	0.524871	0.8934578	0.8733721	0.89925337	0.63591075	0.9348284	0.69765663	0.89962935	0.8567123	0.9074379	0.8193164	0.832209	0.86604166	0.88020355	0.9020982	0.93810666	0.91452366	0.7735617	0.78927386	0.7332783	0.82526684	0.88744885	0.9487901	0.840498	0.8032877	0.60524046	0.89686036	0.91899705	0.9496037	0.8491925	0.9266428	0.8261335	0.8503817	0.80614156	0.86529785	0.8847325	0.81934583	0.8298173	0.73202264	0.8878429	0.9014429	0.8561965	0.8389023	0.8357456	0.8226869	0.8567169	0.8675459	0.8378396	0.8366082	0.84721667	0.90060705	0.8601686	0.88233215	0.89668024	0.86937296	0.86507475	0.82835907	0.89245677	0.8144282	0.855508	0.8529582	0.85115093	0.9307387	0.9244685	0.8012548	0.8566951	0.89857334	0.87204504	0.87436783	0.90888023	0.86248636	0.90050095	0.861233	0.8612149	0.9192056	0.59632957	0.7411847	0.8012491	0.8902789	0.8979756	0.8495685
plek/noun	0.79943895	0.7702683	0.8118086	0.80527633	0.79844415	0.8935195	0.8619188	0.88227636	0.8658172	0.94292283	0.77032626	0.8275505	0.82204866	0.8942859	0.71956795	0.8095344	0.87058604	0.8087031	0.88878834	0.0	0.91318434	0.84872377	0.77964133	0.7650385	0.7243741	0.8912098	0.8444707	0.8417078	0.63854575	0.6872428	0.89909333	0.8765077	0.83197093	0.77632636	0.8394911	0.88987136	0.75686145	0.7127855	0.8879268	0.75086623	0.80625725	0.8801292	0.7830869	0.9010579	0.8340945	0.87358665	0.8828097	0.7880695	0.7846447	0.83324647	0.8708029	0.7136524	0.8811828	0.8923618	0.8523742	0.7484558	0.768342	0.87163436	0.85441905	0.8231376	0.93749523	0.79651374	0.65092087	0.763344	0.8540897	0.9015591	0.8614648	0.7956684	0.8922214	0.77389514	0.6526865	0.7540061	0.86385787	0.90105116	0.8603283	0.8894079	0.76707983	0.8125273	0.73969126	0.88356483	0.8240944	0.8919211	0.87020504	0.87671745	0.7882887	0.8285631	0.8995495	0.86284876	0.8854842	0.880596	0.8644528	0.9301433	0.84103656	0.8705908	0.85866714	0.89559275	0.75184524	0.89973193	0.8205427	0.8186808	0.8840308	0.87379	0.77399814	0.880629	0.9122705	0.6468381	0.7313097	0.9040755	0.8818378	0.88719165	0.89147663	0.8510954	0.89478195	0.8260159	0.8970872	0.8675962	0.8285334	0.8881453	0.74268293
tribunaal/noun	0.9180553	0.92451584	0.88510036	0.8508133	0.88521695	0.8444982	0.91845363	0.9303289	0.9186965	0.9353432	0.9468031	0.89960116	0.8587666	0.87150717	0.91849244	0.9270139	0.9103286	0.9330539	0.88886714	0.91318434	0.0	0.9062056	0.8507282	0.84788054	0.86275953	0.78866184	0.90622604	0.88940656	0.87503463	0.9300074	0.9426237	0.91684455	0.6531782	0.8871218	0.8856315	0.8192098	0.8664907	0.9240233	0.92287767	0.9019036	0.943251	0.94621146	0.92953503	0.7465899	0.9031865	0.8729569	0.8907976	0.92747474	0.8580899	0.80627203	0.9016638	0.89401263	0.87099516	0.92743605	0.9072912	0.90338045	0.9197586	0.93457747	0.9177215	0.9237344	0.838557	0.93216705	0.91984445	0.9129942	0.9345684	0.96688646	0.9684385	0.85101783	0.94026995	0.92319995	0.9457106	0.9353483	0.7185343	0.8030846	0.8562889	0.8631238	0.9300151	0.94944024	0.92708683	0.89487004	0.8822522	0.90083903	0.90477824	0.75331306	0.93975013	0.9172379	0.94310933	0.7714404	0.94983286	0.7046161	0.86027825	0.8933163	0.81053084	0.91542494	0.9249923	0.9672159	0.9254966	0.7346189	0.9218099	0.90872765	0.92787254	0.92066824	0.8579247	0.87801784	0.9500882	0.91227424	0.90453243	0.9433529	0.8984078	0.8382884	0.92446303	0.9313011	0.94211435	0.9422211	0.9615269	0.940257	0.95943093	0.79426605	0.8732908
kunst/noun	0.7821709	0.9166924	0.807968	0.6432843	0.7342541	0.7465073	0.78546095	0.85117626	0.86626154	0.91564554	0.9230614	0.88854384	0.8042409	0.86129755	0.8844833	0.82797337	0.87202513	0.79707694	0.82518196	0.84872377	0.9062056	0.0	0.76875305	0.67861843	0.7497114	0.9188917	0.72321093	0.8833174	0.7944043	0.8496922	0.8360254	0.84792024	0.83387774	0.82179505	0.7657422	0.8379634	0.7489399	0.89432997	0.8598964	0.88855994	0.84955573	0.8702748	0.736216	0.85871893	0.7728424	0.8863656	0.8619378	0.76595294	0.6663754	0.8267238	0.81177616	0.7929241	0.911257	0.902518	0.86896145	0.7199068	0.56821865	0.8746872	0.8793364	0.83418906	0.9381673	0.8502876	0.6316363	0.69235873	0.84848666	0.9426656	0.9416691	0.8144039	0.9392159	0.885414	0.7864411	0.7348163	0.842165	0.91358274	0.79365563	0.8703923	0.7796098	0.8766725	0.8479337	0.90737116	0.86733097	0.8642949	0.763178	0.82484674	0.8492433	0.81749904	0.8110528	0.85048646	0.92377144	0.8345573	0.79183877	0.91845655	0.7909621	0.7991842	0.82250714	0.92599314	0.77740884	0.8398593	0.84969467	0.8275751	0.8801358	0.9390572	0.7682607	0.90981364	0.87080204	0.76438457	0.84066904	0.86210775	0.85620344	0.84197164	0.8606044	0.8526937	0.87295943	0.5213591	0.916934	0.79582226	0.89743173	0.9074858	0.7761711
passage/noun	0.74993384	0.85342515	0.75150937	0.69146657	0.66229177	0.85656184	0.74276805	0.8317887	0.7590388	0.8907751	0.9042351	0.8387532	0.7958764	0.7566343	0.8372995	0.7315732	0.83685374	0.81988907	0.75308096	0.77964133	0.8507282	0.76875305	0.0	0.6447599	0.8174825	0.88040817	0.7468153	0.7833719	0.87238723	0.8427347	0.7783848	0.78473735	0.8107535	0.7122759	0.7634577	0.9001331	0.7071276	0.7457313	0.7725681	0.88943386	0.8416077	0.91491735	0.6214154	0.8214609	0.70067024	0.900124	0.86532414	0.7614081	0.7530389	0.8376806	0.7296078	0.7871873	0.8765365	0.8907443	0.8132962	0.61275774	0.708642	0.7473302	0.78095067	0.79564786	0.93413913	0.80860263	0.7234495	0.61741716	0.87232405	0.9034491	0.9235421	0.797835	0.9116169	0.8068404	0.84839195	0.7274933	0.8162997	0.92707443	0.74274015	0.86181486	0.6925812	0.862367	0.8278136	0.8608718	0.8430405	0.80645764	0.77362674	0.86872613	0.80558145	0.7849303	0.83193445	0.8261062	0.91744965	0.88933426	0.85786617	0.8836539	0.8425512	0.7886754	0.8109883	0.89582264	0.7396183	0.78553486	0.7753174	0.83112866	0.89932597	0.89728874	0.65575504	0.83841836	0.870166	0.818076	0.8088623	0.9014517	0.81217563	0.8421484	0.87629807	0.76749927	0.8847457	0.6575039	0.85407615	0.7180718	0.8721841	0.8803789	0.7774699
tegelijk/adj	0.7422997	0.7980138	0.7596655	0.57090104	0.615906	0.74079716	0.75732875	0.7921467	0.7173557	0.91107315	0.8425604	0.7759687	0.7415292	0.78048986	0.796577	0.7279575	0.75817543	0.78728163	0.7524961	0.7650385	0.84788054	0.67861843	0.6447599	0.0	0.78898424	0.8306643	0.6728151	0.8466068	0.7894039	0.7807648	0.760445	0.77549344	0.6982021	0.59104705	0.7276082	0.7919746	0.6595925	0.742934	0.7729094	0.7970023	0.83832175	0.86496997	0.6500006	0.81654584	0.6450543	0.83971936	0.7939304	0.7039843	0.7003571	0.76521456	0.72241235	0.7578372	0.81991965	0.8255123	0.8230508	0.6010193	0.60632515	0.76391435	0.7078005	0.7114133	0.92059	0.759475	0.6861553	0.5966337	0.79110247	0.8730619	0.8773904	0.7677555	0.8455714	0.737963	0.7794042	0.7025777	0.79434556	0.86648524	0.7329161	0.83558667	0.6144698	0.8167031	0.7907168	0.82705235	0.81043637	0.77615595	0.7179829	0.7931405	0.7493031	0.67770284	0.76266515	0.7843579	0.8965947	0.82118016	0.7729727	0.8617531	0.77875906	0.7578984	0.7701499	0.8639863	0.6449754	0.75045204	0.72347546	0.7952587	0.8461471	0.85131145	0.655795	0.81556886	0.7917521	0.72752655	0.7132558	0.87064624	0.7437507	0.8152766	0.8572289	0.6824907	0.81197596	0.6551901	0.8466987	0.6923429	0.7897843	0.8350996	0.6957732
monument/noun	0.82521003	0.8646749	0.86571753	0.8332219	0.8345127	0.8613521	0.8416394	0.9259389	0.90264285	0.94293827	0.8983889	0.8723282	0.7594806	0.8974505	0.8041924	0.8632562	0.93562174	0.8328477	0.8428156	0.7243741	0.86275953	0.7497114	0.8174825	0.78898424	0.0	0.89371794	0.81363803	0.8295586	0.66107345	0.71155775	0.91678727	0.87854123	0.8589398	0.8910209	0.8931115	0.8593966	0.83972526	0.89706796	0.9146049	0.7827071	0.731355	0.8803973	0.854706	0.9018686	0.85702085	0.88514745	0.87100494	0.9011617	0.67326176	0.8088324	0.89891636	0.7926386	0.8745677	0.91556007	0.88454014	0.7686939	0.7719053	0.9113494	0.89338577	0.91181195	0.9135725	0.8818953	0.59498745	0.84273785	0.9168865	0.9479542	0.93660045	0.7613803	0.9319583	0.7944709	0.63163126	0.8282708	0.8933668	0.8974387	0.88465357	0.75857913	0.8598445	0.87370193	0.849978	0.8637099	0.89162004	0.9156729	0.8807005	0.83594066	0.86565256	0.9155517	0.9335593	0.86209774	0.8597258	0.78225076	0.77997243	0.9033274	0.77284545	0.89991415	0.89954144	0.9452885	0.846769	0.8752655	0.8941467	0.81973314	0.8782591	0.9002107	0.88720524	0.88745785	0.92736363	0.77871823	0.819336	0.9405801	0.916198	0.8450564	0.8296549	0.923529	0.9357689	0.86102206	0.94204694	0.91227716	0.90827054	0.8804731	0.8066749
mandaat/noun	0.8984657	0.9368841	0.8683353	0.83294004	0.87687945	0.78225356	0.9202201	0.9287842	0.78718895	0.92790926	0.92181915	0.9350387	0.8380089	0.88691133	0.90849066	0.9192483	0.8999778	0.91273576	0.895507	0.8912098	0.78866184	0.9188917	0.88040817	0.8306643	0.89371794	0.0	0.8724896	0.8746447	0.88873607	0.8873154	0.9422537	0.9420556	0.7442931	0.8841087	0.8705478	0.8117734	0.88928336	0.9133339	0.9110427	0.90540165	0.9435379	0.9192465	0.90523285	0.84962654	0.8628153	0.91233796	0.8995745	0.9206196	0.8882181	0.85114557	0.8476566	0.9174624	0.87543654	0.92311764	0.89630437	0.94236004	0.8999226	0.94289786	0.91328377	0.91253144	0.85341716	0.8900496	0.90335625	0.89236546	0.92430705	0.9533503	0.9662805	0.85306716	0.91520333	0.95389473	0.93133384	0.89777493	0.86810565	0.82364655	0.8387265	0.8539678	0.9157829	0.92918444	0.9450602	0.9113443	0.89427036	0.8956058	0.90102017	0.8052697	0.9087961	0.9084058	0.8951832	0.6940675	0.9505658	0.7798521	0.836026	0.8167475	0.7574105	0.8641721	0.9175297	0.9476074	0.9327158	0.7604096	0.891837	0.87504023	0.8889462	0.93671143	0.8847209	0.896712	0.95367974	0.82730824	0.91245055	0.9342834	0.87185615	0.81570625	0.8982648	0.91131663	0.91378456	0.9395394	0.96503836	0.9433154	0.94703245	0.7829068	0.8978309
harmonie/noun	0.7857341	0.86411834	0.8167525	0.6907772	0.69787633	0.70545626	0.7047806	0.85131	0.76851493	0.90043676	0.90102446	0.84542227	0.7884886	0.76017004	0.85284793	0.6923387	0.87857145	0.8081914	0.6199616	0.8444707	0.90622604	0.72321093	0.7468153	0.6728151	0.81363803	0.8724896	0.0	0.89420605	0.8338156	0.81299245	0.76255226	0.7499749	0.8235764	0.8173816	0.7764958	0.6848421	0.8133379	0.85518396	0.70963776	0.8922066	0.84333384	0.8903832	0.5984105	0.8923709	0.69049037	0.88770986	0.7016673	0.83759546	0.7072012	0.79629993	0.82329684	0.77363724	0.90103364	0.89920974	0.8947257	0.7459719	0.6080192	0.8033293	0.8168575	0.84062815	0.9416888	0.78797907	0.704099	0.5656598	0.8552381	0.9032733	0.92601854	0.79023314	0.8018775	0.81951314	0.8048252	0.7147341	0.8546947	0.9033544	0.6762094	0.8373858	0.70407915	0.8807686	0.79952633	0.88600224	0.83128095	0.84315383	0.7030593	0.80945355	0.8116482	0.71620685	0.81029403	0.837545	0.901661	0.81408906	0.82132566	0.85157657	0.810365	0.8355837	0.8246595	0.8669368	0.6615858	0.81776106	0.786888	0.8066986	0.88884145	0.90908104	0.7835554	0.87541926	0.8023876	0.7903588	0.7876985	0.860978	0.81088984	0.8778119	0.877312	0.8449671	0.7796321	0.6037986	0.7749969	0.79143155	0.86875683	0.8679741	0.8001238
naam/noun	0.8786532	0.90842855	0.7252041	0.84746385	0.83195925	0.88066924	0.8509298	0.9148293	0.83951265	0.9157255	0.94432914	0.93259543	0.85400707	0.86865807	0.89179075	0.90974295	0.87763244	0.8681389	0.8599837	0.8417078	0.88940656	0.8833174	0.7833719	0.8466068	0.8295586	0.8746447	0.89420605	0.0	0.8921381	0.89553374	0.92059207	0.8158718	0.80737936	0.8548374	0.85519457	0.9222361	0.79901594	0.9120592	0.874633	0.9182058	0.898636	0.8818599	0.7798642	0.8975193	0.78555685	0.8901304	0.89755887	0.84812397	0.8037065	0.8432271	0.8042278	0.8545045	0.8950966	0.89549434	0.8163664	0.82852775	0.83854145	0.8475411	0.86392075	0.82443076	0.9349888	0.8622832	0.8510126	0.7982853	0.9068779	0.9298743	0.9722205	0.85437375	0.9517464	0.9137691	0.90352273	0.7917628	0.81918514	0.92556405	0.8942788	0.85516673	0.84512484	0.9227801	0.90363145	0.87145513	0.8585439	0.83230317	0.9218837	0.9063331	0.91992486	0.89719474	0.89558476	0.89436764	0.90798295	0.8944862	0.89369965	0.88500875	0.7726031	0.9125563	0.8118092	0.92238325	0.8924625	0.9103772	0.8701467	0.8221855	0.8397487	0.95101637	0.81823593	0.89259404	0.9192437	0.9285584	0.8746638	0.92127043	0.92466056	0.8564445	0.88148844	0.8785138	0.93651545	0.8266597	0.90102565	0.90228987	0.91561663	0.9200785	0.83100635
