	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
stad/noun	0.85176545	0.84326833	0.875174	0.85032713	0.86334354	0.8801905	0.85955805	0.9420637	0.9091029	0.9202149	0.87055755	0.8237202	0.7853084	0.8797722	0.78486514	0.8854221	0.9285472	0.852205	0.8484647	0.63854575	0.87503463	0.7944043	0.87238723	0.7894039	0.66107345	0.88873607	0.8338156	0.8921381	0.0	0.7495713	0.94707286	0.8723033	0.8257757	0.8888033	0.8985335	0.82810235	0.81175035	0.8977412	0.9014572	0.61272997	0.82535493	0.86354434	0.8614142	0.9071119	0.86644894	0.8763447	0.8874662	0.9041628	0.7514467	0.77718186	0.89847475	0.76317537	0.8447557	0.9187107	0.87399244	0.80649054	0.81155	0.9285093	0.90523845	0.9064279	0.8759488	0.85927653	0.65032226	0.84921134	0.8857155	0.9511793	0.8728735	0.72083735	0.9252073	0.8200972	0.69352704	0.8682853	0.865171	0.8371089	0.89545137	0.82257915	0.87234616	0.84507936	0.80527735	0.88353443	0.85768324	0.9276897	0.9063682	0.68804836	0.8468514	0.89317876	0.9133035	0.8313627	0.8925937	0.67719305	0.7031539	0.90740025	0.83627766	0.91254205	0.88677895	0.9502201	0.81608087	0.86387366	0.8918816	0.87331957	0.9140628	0.8416286	0.8429727	0.8949441	0.929777	0.74102914	0.8450594	0.9349392	0.89368963	0.90764827	0.88786054	0.89498293	0.93334913	0.8525578	0.9412003	0.895196	0.9086424	0.8501936	0.80631864
uitzicht/noun	0.8131738	0.8209713	0.8776799	0.84441274	0.8271555	0.8680024	0.85676295	0.89828104	0.8767482	0.9413913	0.79333186	0.8433079	0.8325943	0.88155556	0.794713	0.81322974	0.90938807	0.81136066	0.8627951	0.6872428	0.9300074	0.8496922	0.8427347	0.7807648	0.71155775	0.8873154	0.81299245	0.89553374	0.7495713	0.0	0.8801597	0.9166946	0.9009042	0.8176916	0.88951224	0.8632684	0.8358515	0.88428104	0.9047558	0.80689615	0.76260287	0.87496275	0.81864154	0.9311971	0.7979017	0.9076809	0.87811697	0.8726641	0.81756043	0.8636601	0.9154571	0.7734016	0.8717538	0.8891259	0.8955653	0.76849437	0.78938055	0.8812956	0.8514869	0.877656	0.9416967	0.7622651	0.5884865	0.78417134	0.8695511	0.87581193	0.8781376	0.7697186	0.84860605	0.76389766	0.599457	0.72577024	0.8703127	0.913834	0.84081495	0.89980745	0.77424854	0.7935538	0.77479213	0.94208896	0.90617704	0.85969764	0.87645495	0.8941635	0.7554877	0.8752542	0.8865613	0.8718647	0.8904372	0.87398523	0.8776456	0.8918819	0.80622387	0.8789179	0.81787235	0.89691395	0.7463236	0.8916956	0.85003054	0.8097281	0.8927641	0.874145	0.87296516	0.88622785	0.931906	0.6577451	0.86850905	0.9012617	0.83796793	0.9050541	0.8628029	0.8422517	0.8835579	0.8506777	0.91920936	0.89125085	0.86846894	0.8969914	0.7814197
piano_spel/noun	0.89850956	0.92432255	0.88991994	0.82165444	0.8024893	0.9171876	0.77970773	0.89609885	0.75523114	0.93665916	0.9269983	0.90883356	0.8980128	0.82977176	0.90369475	0.74588305	0.90936977	0.8718679	0.7730757	0.89909333	0.9426237	0.8360254	0.7783848	0.760445	0.91678727	0.9422537	0.76255226	0.92059207	0.94707286	0.8801597	0.0	0.750306	0.897803	0.8064213	0.8449287	0.95320743	0.8134259	0.8798548	0.74464965	0.95909876	0.8981762	0.9402705	0.65299344	0.91343504	0.75526875	0.93083644	0.9070189	0.859939	0.88899744	0.92636317	0.88677377	0.9084954	0.9222089	0.9653276	0.93727374	0.8375562	0.79108673	0.79274684	0.8459642	0.8628587	0.96766174	0.8727184	0.8172539	0.66085696	0.92362523	0.9404915	0.92971164	0.9122265	0.93573797	0.88170314	0.9040546	0.80891526	0.8937008	0.9566558	0.8161755	0.93564796	0.7335427	0.91413575	0.9128715	0.93287677	0.9112899	0.8893427	0.8261132	0.95681757	0.8859637	0.8852862	0.89588696	0.914464	0.92837274	0.959025	0.95279187	0.9464673	0.92761725	0.9177015	0.8945397	0.8882656	0.8161394	0.9008042	0.8806582	0.9164691	0.9256546	0.96341056	0.8331219	0.9513993	0.9205598	0.8878367	0.89847314	0.8999739	0.8904211	0.95441496	0.94609654	0.805518	0.92954576	0.66893387	0.78902566	0.80816966	0.92779297	0.96275145	0.8924764
zangeres/noun	0.8361166	0.9142375	0.8955401	0.79659045	0.7767739	0.9262896	0.74789363	0.8906282	0.74498224	0.86958385	0.90376544	0.88038963	0.7907674	0.6685451	0.892032	0.7849967	0.8958387	0.8168204	0.6050457	0.8765077	0.91684455	0.84792024	0.78473735	0.77549344	0.87854123	0.9420556	0.7499749	0.8158718	0.8723033	0.9166946	0.750306	0.0	0.7983194	0.83753824	0.8285974	0.93577325	0.78880847	0.8740561	0.5372809	0.894568	0.9347187	0.9229776	0.66396487	0.946591	0.70119107	0.8428605	0.89676636	0.9008071	0.8498869	0.82294613	0.8995966	0.8729567	0.9090219	0.9399939	0.90768355	0.80337757	0.7648927	0.7567629	0.79585725	0.8947909	0.92146057	0.8594841	0.8185924	0.6683607	0.87189144	0.9497383	0.9438137	0.85666955	0.94226867	0.8610982	0.90775394	0.83688533	0.83135474	0.91268265	0.87591374	0.7561396	0.76851785	0.9017686	0.8763604	0.7387228	0.7253144	0.82204014	0.85655785	0.8566307	0.9045883	0.8892334	0.8555063	0.8887829	0.9042323	0.8911173	0.8774045	0.8872241	0.85886884	0.86603206	0.86362606	0.9160325	0.8236227	0.8957722	0.8769249	0.87219876	0.8850189	0.9544896	0.81060946	0.8584607	0.9010643	0.9135432	0.86612016	0.898553	0.871932	0.888887	0.82839775	0.8620753	0.8982552	0.59200007	0.7884089	0.704968	0.90977204	0.92914563	0.8319553
zij/pron	0.8181065	0.8487606	0.79990125	0.74637187	0.78799754	0.7178699	0.84892935	0.83270484	0.8240472	0.9122303	0.832325	0.81684846	0.7570443	0.86608076	0.8515914	0.88608193	0.75302637	0.85251135	0.8188099	0.83197093	0.6531782	0.83387774	0.8107535	0.6982021	0.8589398	0.7442931	0.8235764	0.80737936	0.8257757	0.9009042	0.897803	0.7983194	0.0	0.731215	0.7857383	0.77737784	0.80266243	0.81939304	0.84572667	0.847307	0.92257047	0.87674034	0.8493174	0.7542172	0.835797	0.72961175	0.82686096	0.7716611	0.82012355	0.68740845	0.7721101	0.83607113	0.78963774	0.87454313	0.8058264	0.84982526	0.7947421	0.8514783	0.80650365	0.763971	0.87092066	0.854333	0.8706171	0.85072947	0.8335016	0.93639445	0.91837716	0.8135719	0.8537308	0.87016463	0.87290287	0.87881136	0.72822154	0.7325877	0.7996354	0.74151814	0.8503548	0.8762498	0.86488557	0.6490019	0.7346759	0.80193484	0.8327331	0.7658124	0.8847113	0.7981236	0.80567086	0.7526874	0.924922	0.72039676	0.74659073	0.8099859	0.7541883	0.813178	0.8807397	0.9078004	0.8713451	0.73341	0.8256272	0.7998196	0.8726395	0.88020915	0.63221395	0.7473797	0.8789354	0.86693954	0.76054037	0.8807875	0.82487744	0.8077932	0.87557846	0.8195259	0.8350379	0.8652327	0.9159531	0.90128845	0.9111252	0.71129394	0.72295976
zo/adv	0.7821003	0.84781146	0.77054214	0.7133845	0.712008	0.86973757	0.8333185	0.81956756	0.8068596	0.9138804	0.8653443	0.8052074	0.819705	0.8273468	0.8439338	0.8268445	0.6535177	0.8410338	0.85084796	0.77632636	0.8871218	0.82179505	0.7122759	0.59104705	0.8910209	0.8841087	0.8173816	0.8548374	0.8888033	0.8176916	0.8064213	0.83753824	0.731215	0.0	0.7775664	0.8832865	0.68725693	0.75921226	0.8314172	0.90521705	0.8733324	0.8987581	0.7075751	0.79639906	0.7280748	0.8567518	0.8569784	0.5736916	0.8368931	0.8497315	0.7423502	0.84496695	0.8642549	0.8388035	0.8360985	0.70415884	0.74627113	0.77522826	0.74640787	0.63003004	0.9367651	0.8333362	0.7590776	0.7083699	0.86381984	0.87789726	0.9140727	0.83733696	0.8597332	0.8170673	0.86699444	0.7809366	0.81979036	0.9186078	0.8035651	0.8956167	0.7140858	0.884596	0.84645295	0.8566934	0.83987683	0.77188957	0.78452843	0.8874507	0.8587338	0.73856974	0.80768204	0.8225405	0.9191966	0.9056599	0.8697089	0.8823597	0.871472	0.77896273	0.82241035	0.8776537	0.72589755	0.8079282	0.74415493	0.83285725	0.898145	0.901829	0.64533573	0.87012404	0.8705332	0.8308834	0.80351627	0.92668	0.8074434	0.85728	0.9098541	0.57411736	0.8319986	0.76455736	0.84192854	0.74004424	0.8374438	0.9124232	0.81009185
gave/noun	0.77698296	0.88818216	0.7927865	0.71651316	0.75092816	0.79573256	0.82633996	0.8326811	0.81854516	0.93535244	0.90692836	0.86907166	0.825173	0.8442348	0.862209	0.8421767	0.8441762	0.8749325	0.83180904	0.8394911	0.8856315	0.7657422	0.7634577	0.7276082	0.8931115	0.8705478	0.7764958	0.85519457	0.8985335	0.88951224	0.8449287	0.8285974	0.7857383	0.7775664	0.0	0.88137543	0.7975726	0.8458425	0.8016147	0.9293027	0.92018676	0.9210452	0.7684276	0.87293655	0.7735014	0.8834786	0.86727655	0.7909046	0.7942621	0.83559525	0.83478135	0.8095075	0.8956965	0.906576	0.86050737	0.77808905	0.6982553	0.84487695	0.82725275	0.79956734	0.9138719	0.87239575	0.79554546	0.73053205	0.89753455	0.9342163	0.94477665	0.86719257	0.88943964	0.87750846	0.88359106	0.8255274	0.85957825	0.8599939	0.7506653	0.85763764	0.8019367	0.9101477	0.84190935	0.8372029	0.83570045	0.7883223	0.780489	0.9048292	0.88983566	0.7655713	0.8139611	0.8266242	0.93169624	0.88555974	0.8492508	0.902616	0.78847194	0.7343447	0.8758552	0.92227805	0.8201611	0.81357336	0.8610394	0.79908746	0.8542152	0.92495584	0.7415366	0.89553624	0.86021113	0.83327913	0.8056516	0.8994148	0.85700154	0.83203655	0.90787655	0.8376875	0.83654344	0.76878756	0.88169974	0.79404616	0.90530664	0.82454145	0.7887455
vrede/noun	0.8437742	0.91681427	0.8795679	0.7906655	0.8546997	0.6162262	0.87337923	0.89305544	0.8958503	0.92174864	0.9477425	0.89170885	0.81465715	0.8888975	0.8774311	0.89930195	0.88130766	0.90127015	0.8843041	0.88987136	0.8192098	0.8379634	0.9001331	0.7919746	0.8593966	0.8117734	0.6848421	0.9222361	0.82810235	0.8632684	0.95320743	0.93577325	0.77737784	0.8832865	0.88137543	0.0	0.8839699	0.8942671	0.9227015	0.8835044	0.92806125	0.9160688	0.89473534	0.8885081	0.8568462	0.910116	0.79252124	0.9020881	0.70713305	0.75791836	0.8314245	0.7953669	0.87953836	0.9139347	0.93100536	0.88634044	0.77446306	0.9236834	0.8896235	0.8878111	0.85025907	0.88953865	0.86368746	0.879752	0.934376	0.9571976	0.9374591	0.83052254	0.81090635	0.88144493	0.924507	0.9104478	0.92554027	0.840862	0.8003859	0.8548591	0.9095344	0.9428481	0.8698161	0.9076497	0.889193	0.92005193	0.817868	0.7038394	0.92284745	0.8114757	0.8749081	0.7514346	0.93944293	0.69717705	0.7965965	0.83201116	0.76325417	0.8992017	0.9399988	0.96213233	0.84326327	0.75079966	0.8864852	0.87724936	0.8891769	0.88118154	0.8899338	0.91625583	0.88640195	0.8898911	0.889184	0.8715887	0.8354726	0.8939488	0.9018581	0.90802145	0.7590955	0.90060306	0.95879716	0.9336072	0.95495355	0.8692256	0.8826411
meest/adj	0.82479507	0.90459514	0.7897879	0.6856996	0.7267623	0.8419526	0.82937425	0.8481433	0.8042971	0.91921824	0.9029896	0.8424767	0.8150214	0.7890562	0.8531482	0.8549571	0.85113966	0.84243673	0.81334305	0.75686145	0.8664907	0.7489399	0.7071276	0.6595925	0.83972526	0.88928336	0.8133379	0.79901594	0.81175035	0.8358515	0.8134259	0.78880847	0.80266243	0.68725693	0.7975726	0.8839699	0.0	0.81123984	0.84688234	0.8544326	0.8879834	0.89303565	0.75362945	0.85317886	0.7316295	0.89473265	0.8922878	0.79579616	0.77172124	0.82706815	0.81666327	0.7958251	0.76514834	0.8955182	0.8157375	0.70964384	0.75682557	0.8372965	0.8456565	0.82480836	0.9281912	0.8506336	0.7584961	0.73488355	0.8601913	0.92910916	0.9402958	0.8483898	0.9273156	0.8601674	0.8605052	0.81379294	0.83309054	0.8276365	0.82573646	0.8797713	0.7690829	0.8646846	0.84078425	0.87701684	0.8195584	0.7965989	0.8075204	0.82857823	0.8795533	0.8352442	0.8676863	0.82965595	0.9066107	0.819384	0.8445666	0.9040327	0.796338	0.8008197	0.8220803	0.9321651	0.7957051	0.8020385	0.7996362	0.8191132	0.8669952	0.9149392	0.6310956	0.89151025	0.89644545	0.84558725	0.828989	0.9245677	0.8554179	0.80530524	0.8870159	0.7729248	0.8919171	0.7458734	0.8965772	0.75781304	0.8958165	0.86403996	0.75653774
moment/noun	0.81594515	0.921238	0.85107905	0.8134607	0.77767116	0.88260585	0.8434208	0.81391907	0.8329837	0.95311505	0.90363073	0.866748	0.8498067	0.84150743	0.8835342	0.8715272	0.82302374	0.911904	0.887382	0.7127855	0.9240233	0.89432997	0.7457313	0.742934	0.89706796	0.9133339	0.85518396	0.9120592	0.8977412	0.88428104	0.8798548	0.8740561	0.81939304	0.75921226	0.8458425	0.8942671	0.81123984	0.0	0.88501567	0.9061657	0.9337654	0.9306526	0.8107516	0.85128176	0.85320807	0.92248595	0.8626897	0.741641	0.86507654	0.86664885	0.8815379	0.8777075	0.8847014	0.89672375	0.8888778	0.7467873	0.7921613	0.874043	0.86396015	0.78229296	0.9697479	0.88994575	0.84456027	0.7923043	0.920923	0.96059954	0.92213064	0.8563794	0.8352796	0.8301468	0.9082634	0.84717995	0.8883853	0.9191141	0.8420742	0.9053774	0.79938567	0.9058977	0.8839855	0.9002289	0.8534185	0.8784876	0.8573997	0.89254075	0.8549429	0.7622567	0.8564259	0.8510653	0.914761	0.90585214	0.9289768	0.8977947	0.89586896	0.8149835	0.9163674	0.93669933	0.7802663	0.83811224	0.8528757	0.85140663	0.92742014	0.92384475	0.7474028	0.86862326	0.85581076	0.8848507	0.860672	0.94050735	0.77751005	0.8969238	0.9242404	0.84975016	0.80661285	0.83321035	0.90732825	0.8475671	0.9339433	0.9158161	0.87287694
sopraan/noun	0.85099536	0.9137314	0.8815085	0.80788016	0.7988055	0.93370503	0.7379459	0.921759	0.70257854	0.9304517	0.91527003	0.8913925	0.8412123	0.7447623	0.9031371	0.7419648	0.9012349	0.85181916	0.524871	0.8879268	0.92287767	0.8598964	0.7725681	0.7729094	0.9146049	0.9110427	0.70963776	0.874633	0.9014572	0.9047558	0.74464965	0.5372809	0.84572667	0.8314172	0.8016147	0.9227015	0.84688234	0.88501567	0.0	0.92005616	0.9054376	0.9248681	0.63905615	0.9361743	0.702585	0.8790463	0.8959105	0.906175	0.8563272	0.8602996	0.87334657	0.8915524	0.9309667	0.92507493	0.925148	0.80553055	0.77486086	0.7815164	0.8348605	0.8945316	0.9267035	0.8415709	0.8172914	0.6044007	0.91432506	0.9461978	0.9281584	0.86620396	0.92981607	0.85274625	0.90159255	0.79925567	0.8416105	0.9378217	0.80858713	0.8607055	0.73542666	0.88521713	0.9123324	0.86462414	0.8341522	0.86298084	0.82131404	0.8864473	0.86319	0.86102796	0.86758554	0.8679546	0.8993652	0.90698284	0.90466183	0.90614265	0.87709904	0.87800145	0.8495612	0.8605985	0.8438372	0.8613565	0.8836256	0.8717149	0.89556414	0.9479479	0.83543783	0.8874527	0.9067062	0.8906102	0.8766062	0.894478	0.87862337	0.9063495	0.842175	0.8466667	0.92342937	0.6270931	0.766562	0.7610051	0.91459566	0.9219269	0.8692361
haven/noun	0.88709044	0.81895864	0.90599877	0.87204385	0.89331514	0.9102212	0.89309937	0.9413489	0.92931527	0.93542504	0.88738716	0.8442587	0.851354	0.9175748	0.7908696	0.8953451	0.9238895	0.90602803	0.8934578	0.75086623	0.9019036	0.88855994	0.88943386	0.7970023	0.7827071	0.90540165	0.8922066	0.9182058	0.61272997	0.80689615	0.95909876	0.894568	0.847307	0.90521705	0.9293027	0.8835044	0.8544326	0.9061657	0.92005616	0.0	0.8781894	0.912774	0.89979315	0.8997695	0.887851	0.8889099	0.9248111	0.9440023	0.853305	0.8570411	0.90950733	0.82150733	0.85051036	0.9266278	0.87563527	0.8521147	0.87744755	0.93381864	0.9300243	0.92760247	0.93583465	0.88848007	0.77161264	0.8800911	0.8659581	0.94723004	0.8886298	0.7847106	0.9232546	0.830278	0.7632311	0.9165825	0.8744776	0.8624129	0.911656	0.8874398	0.8722531	0.84808904	0.84958184	0.9133535	0.9025598	0.94887877	0.9129416	0.8160413	0.8801616	0.9277006	0.94330204	0.85664284	0.8901259	0.8153337	0.83063686	0.9312959	0.87864983	0.93577737	0.8930368	0.9445175	0.89164317	0.8585601	0.87112147	0.90151346	0.9470553	0.8350415	0.8653052	0.90148675	0.929593	0.80421233	0.8273377	0.9462019	0.8738042	0.89307547	0.8845307	0.87787205	0.9342045	0.9055926	0.94633085	0.9230858	0.87191796	0.86798847	0.82777494
gewelf/noun	0.86426467	0.83950496	0.89249057	0.86510605	0.8820675	0.92263293	0.84649706	0.9440888	0.9101807	0.97532445	0.833074	0.8809782	0.8705133	0.93445504	0.8822185	0.80069864	0.9089736	0.83625	0.8733721	0.80625725	0.943251	0.84955573	0.8416077	0.83832175	0.731355	0.9435379	0.84333384	0.898636	0.82535493	0.76260287	0.8981762	0.9347187	0.92257047	0.8733324	0.92018676	0.92806125	0.8879834	0.9337654	0.9054376	0.8781894	0.0	0.91192126	0.83795744	0.9146881	0.9014432	0.9339509	0.88853437	0.91688347	0.8313009	0.92066383	0.90685976	0.8662718	0.90646815	0.95039535	0.9278098	0.81007653	0.84043264	0.8990198	0.8851793	0.89630944	0.94143045	0.8583994	0.73521924	0.8242759	0.8912842	0.9139379	0.920899	0.8373884	0.92693657	0.86420465	0.7549203	0.80050087	0.91059905	0.95114917	0.8754282	0.9042356	0.8042798	0.85254025	0.884985	0.94407505	0.94153583	0.94100976	0.9014394	0.89553803	0.79208815	0.91335946	0.9403303	0.91542125	0.86862886	0.88566136	0.8758768	0.97577524	0.9177921	0.9376522	0.8955967	0.9159852	0.82630813	0.91733956	0.89454216	0.9012282	0.9041163	0.84949934	0.90289515	0.9295566	0.9293099	0.7767235	0.8286014	0.92490745	0.91971153	0.942832	0.9070017	0.8769566	0.9473504	0.86905384	0.9237004	0.9103193	0.8781736	0.9521351	0.837644
heerlijkheid/noun	0.8728783	0.9024106	0.9104833	0.9008698	0.8966415	0.902908	0.8777355	0.92321587	0.90756154	0.938349	0.9066753	0.9198637	0.8417305	0.9312607	0.8858917	0.8907255	0.9168401	0.9073748	0.89925337	0.8801292	0.94621146	0.8702748	0.91491735	0.86496997	0.8803973	0.9192465	0.8903832	0.8818599	0.86354434	0.87496275	0.9402705	0.9229776	0.87674034	0.8987581	0.9210452	0.9160688	0.89303565	0.9306526	0.9248681	0.912774	0.91192126	0.0	0.8812106	0.9409394	0.90443647	0.90136725	0.93454415	0.87863255	0.88337404	0.908841	0.90616393	0.83899975	0.9344814	0.95076144	0.88865685	0.84973115	0.8685512	0.9073595	0.9039657	0.902928	0.95057464	0.91358185	0.83797646	0.858382	0.8526584	0.8846237	0.89750373	0.8969182	0.94085866	0.9212738	0.8515259	0.86922866	0.8357937	0.94060934	0.8924659	0.8835981	0.8697263	0.91459376	0.86199975	0.9065097	0.9071879	0.91359097	0.93038493	0.9041396	0.9018031	0.89336777	0.9204723	0.9103364	0.9492574	0.9100191	0.8879346	0.9459222	0.9105563	0.90945214	0.8169536	0.9583663	0.8976677	0.9244459	0.9077131	0.9107524	0.93511486	0.91831505	0.8783412	0.9195715	0.9500614	0.88640803	0.9045137	0.9184453	0.9087415	0.9254096	0.9410183	0.8950956	0.9277389	0.8879572	0.9493778	0.9298004	0.8180382	0.941058	0.8408675
melodie/noun	0.7863868	0.84643805	0.75753796	0.6842974	0.64909977	0.8568316	0.6255618	0.8517165	0.66658187	0.9060716	0.87171656	0.8281566	0.8259158	0.7596664	0.8327507	0.6284172	0.81951445	0.779798	0.63591075	0.7830869	0.92953503	0.736216	0.6214154	0.6500006	0.854706	0.90523285	0.5984105	0.7798642	0.8614142	0.81864154	0.65299344	0.66396487	0.8493174	0.7075751	0.7684276	0.89473534	0.75362945	0.8107516	0.63905615	0.89979315	0.83795744	0.8812106	0.0	0.9004295	0.58207166	0.90088594	0.82240367	0.75767756	0.7761594	0.8294632	0.809394	0.8336048	0.9028932	0.8792995	0.8631212	0.6666445	0.6366253	0.5925229	0.7434626	0.7678921	0.9383638	0.77082247	0.6670644	0.3840536	0.8247135	0.85538083	0.91932094	0.8361433	0.88045514	0.81016934	0.811612	0.6279442	0.77522576	0.9322802	0.71074235	0.8807029	0.5400932	0.87685555	0.835227	0.8951937	0.84836614	0.80489635	0.733486	0.8782252	0.79002535	0.7356318	0.80874777	0.8765861	0.9033269	0.88316166	0.877043	0.88900083	0.8666011	0.83502704	0.7618546	0.81656146	0.6561193	0.84703845	0.78077936	0.8351164	0.87927544	0.90217394	0.71407306	0.8837777	0.8485151	0.799384	0.7728947	0.88171726	0.8217343	0.8834857	0.85189867	0.7121345	0.8568231	0.4052683	0.6550214	0.6413584	0.8410959	0.9205041	0.7864796
zaak/noun	0.88534707	0.9410751	0.85112834	0.8129952	0.8617151	0.8536643	0.9368933	0.9159963	0.9368861	0.9554191	0.92395353	0.9060929	0.8873708	0.902026	0.89981484	0.9260074	0.8634727	0.91926605	0.9348284	0.9010579	0.7465899	0.85871893	0.8214609	0.81654584	0.9018686	0.84962654	0.8923709	0.8975193	0.9071119	0.9311971	0.91343504	0.946591	0.7542172	0.79639906	0.87293655	0.8885081	0.85317886	0.85128176	0.9361743	0.8997695	0.9146881	0.9409394	0.9004295	0.0	0.8817805	0.8859634	0.852056	0.68031085	0.884992	0.8955822	0.8496831	0.90752316	0.9106629	0.90642893	0.83285654	0.86018753	0.88702345	0.92583793	0.922485	0.80229616	0.9286848	0.93420297	0.89861166	0.87485325	0.9313002	0.94197685	0.9731176	0.84106994	0.8954833	0.91295594	0.9285915	0.91986126	0.777499	0.83777016	0.8549458	0.9291333	0.8764959	0.901213	0.92168665	0.91450834	0.89691335	0.8996521	0.905172	0.8960496	0.90288275	0.8880507	0.9254501	0.80650204	0.9465712	0.8243143	0.88284683	0.910992	0.84806955	0.8219985	0.88986766	0.95640546	0.8761742	0.80106825	0.8964146	0.9026741	0.93012893	0.93671256	0.80122274	0.8749382	0.93194216	0.87945163	0.89064467	0.93373597	0.913013	0.85085607	0.93801874	0.8714127	0.9229879	0.89718944	0.9657344	0.907426	0.9327727	0.8143475	0.8687985
klink/adj	0.80451167	0.87838113	0.7650937	0.6809796	0.70320606	0.8670164	0.718894	0.8481091	0.68828917	0.89283365	0.8889941	0.8091432	0.8161684	0.729118	0.8641523	0.73606396	0.82643175	0.8217031	0.69765663	0.8340945	0.9031865	0.7728424	0.70067024	0.6450543	0.85702085	0.8628153	0.69049037	0.78555685	0.86644894	0.7979017	0.75526875	0.70119107	0.835797	0.7280748	0.7735014	0.8568462	0.7316295	0.85320807	0.702585	0.887851	0.9014432	0.90443647	0.58207166	0.8817805	0.0	0.89338136	0.86337274	0.8139054	0.78261113	0.8325803	0.7795626	0.82591534	0.8783353	0.85732293	0.85410285	0.7110474	0.7194506	0.7412313	0.7675361	0.7838616	0.92768395	0.78491044	0.75069565	0.5377623	0.8354097	0.8891401	0.9443188	0.8201808	0.88402647	0.82005924	0.84995246	0.7379436	0.7988138	0.9023027	0.78196067	0.8793494	0.6239888	0.8708921	0.8453572	0.8908861	0.8686253	0.7831278	0.80144554	0.86046875	0.83035177	0.77398086	0.8445025	0.8291357	0.8864504	0.8641006	0.8783598	0.8229014	0.8357259	0.82840157	0.8048006	0.86682534	0.7004617	0.8123373	0.77781546	0.8135432	0.86544967	0.90596193	0.7482816	0.8679545	0.89644325	0.85734004	0.84821457	0.90467894	0.7826668	0.86101896	0.8323379	0.7374709	0.9069642	0.60008574	0.7531785	0.7224414	0.852658	0.8963593	0.79592633
werkster/noun	0.89454925	0.85272795	0.88678324	0.85861695	0.87251484	0.8960713	0.8725774	0.8847178	0.9012685	0.9141866	0.8209244	0.8956529	0.8403362	0.91591483	0.90488774	0.89998186	0.87920713	0.842082	0.89962935	0.87358665	0.8729569	0.8863656	0.900124	0.83971936	0.88514745	0.91233796	0.88770986	0.8901304	0.8763447	0.9076809	0.93083644	0.8428605	0.72961175	0.8567518	0.8834786	0.910116	0.89473265	0.92248595	0.8790463	0.8889099	0.9339509	0.90136725	0.90088594	0.8859634	0.89338136	0.0	0.9153347	0.8943547	0.87247235	0.8433769	0.88356835	0.88014525	0.8852667	0.9321543	0.8627747	0.8694495	0.8820005	0.8969959	0.86605525	0.9043537	0.9219754	0.89087033	0.9075491	0.88977516	0.87850934	0.91222036	0.8963329	0.8714772	0.93799853	0.8896071	0.8613484	0.89444447	0.84866476	0.8119507	0.91078	0.8226539	0.89649975	0.8673474	0.89479494	0.7648691	0.81014156	0.88334554	0.92252755	0.9068526	0.91921383	0.9024952	0.90754956	0.8888889	0.94871694	0.89791805	0.8735493	0.9449711	0.8598906	0.89053375	0.8911184	0.9187545	0.9178736	0.87737006	0.8755071	0.8715689	0.92848957	0.9197096	0.76232505	0.8856583	0.9234319	0.8904456	0.8544213	0.92668444	0.91104347	0.9079525	0.9238452	0.8965138	0.92039067	0.88655144	0.92902637	0.8774278	0.88536197	0.827221	0.7698726
