	gevoel/noun	uit/prep	maatschappelijk/adj	werkster/noun	mag/verb	republiek/noun	Lennon/name	gerecht/noun	Gene/name	tribune/noun	boodschap/noun	Stem/name	gestreken/adj	titel/noun	zorg/verb	vertegenwoordiger/noun	uiteindelijk/adj	benut/verb	tip/noun	gave/noun	afgezant/noun	China/name	veeleer/adv	uitzicht/noun	landschap/noun	licht/noun	decor/noun	doe/verb	kleur/noun	maak_waar/verb	specialiseer/verb	Cor/name	maal/noun	perfectie/noun	vader/noun	zodoende/adv	kortom/adv	koor_DIM/noun	sereniteit/noun	gegarandeerd/adj	hun/det	dauw/noun	bed/noun	hels/adj	waar/adv	hoor/verb	vuur/noun	ontken/verb	omarm/verb	laat/verb	glas_DIM/noun	natuur/noun	vorst/noun	thuis/noun	iets/adv	dring/verb	met/prep	bericht/noun	smaak/verb	euforie/noun	onderwerp/noun	haar/det	klink/adj	een/adj	verander/verb	koning/noun	plafond/noun	ontketen/verb	toneel/noun	hier/adv	voed/verb	uitspatting/noun	zeker/adv	tikkeltje/noun	ijl/adj	blauw/noun	zeil/verb	bereik/verb	Art/name	Cassandra/name	optreden/noun	Nero/name	vergelijking/prep	keer_terug/verb	duik_op/verb	kleurrijk/adj	hulp/noun	hoop/noun	kijk/verb	vol/prep	tribunaal/noun	hoeksteen/noun	plaats/prep	tweetal/noun	tweeling/noun	nergens/adv	mandaat/noun	geest/noun	modder/noun	bijstand/noun	plaats/verb	breng/verb	respectievelijk/vg	verlicht/verb	soort/noun	geneugte/noun	muziek/noun	refrein/noun	het/det	stil/adj	beloon/verb	noop/verb	patent/noun	zulk/det	visioen/noun	klink/verb	lichaam/noun	gewaad/noun	harmonie/noun	komedie/noun	waarop/pp	toeschouwer/noun	benader/verb	tunnel/noun	vergezicht/noun	rijst/noun	je/pron	verstoor/verb	wat/adv	een/det	sauna/noun	eeuwig/adj	verheven/adj	ruimte/noun	wereldlijk/adj	ontluik/adj	wat/pron	alsof/comp	blink_uit/verb	Patrick/name	The/name	zes/num	pad/noun	David/name	boven/prep	talent/noun	gitaar/noun	gezang/noun	helderheid/noun	rust/noun	vlak_uit/verb	vooral/adv	naam/noun	161/num	u/det	naar/prep	wezen/noun	weerklink/verb	deze/det	Oedipus/name	koor/noun	glas/noun	getal/noun	symbool/noun	ruïne/noun	klank/noun	vermoeid/adj	komst/noun	geluid/noun	overkant/noun	lente/noun	dat/pron	werp/verb	door/prep	liefde/noun	en/vg	menu/noun	horror/noun	zie/verb	haast/adv	let/verb	François/name	geef/verb	koninkrijk/noun	iets/noun	zaak/noun	uiterst/adj	daadwerkelijk/adj	monument/noun	tot/prep	zeldzaam/adj	tafereel/noun	verschijn/verb	Jeruzalem/name	zangeres/noun	meest/adj	of/vg	staat/noun	allesbehalve/adv	vaak/adj	waarmee/pp	vogel/noun	genaamd/prep	vaderland/noun	geluk/noun	volbreng/verb	rein/adj	stad/noun	gerust/adj	ervaring/noun	Netelenbos/name	dressing/noun	lucht/noun	drank/noun	zaligheid/noun	zing/verb	zijn/det	interventie/noun	fontein/noun	verleen/verb	water/noun	for/name	geniet/verb	gooi/verb	piano_spel/noun	zoet/adj	vertaling/noun	symboliseer/verb	droefheid/noun	aureool/noun	Aus/name	dynamiek/noun	naar/adj	raam/noun	passage/noun	onthul/verb	die/det	waterval/noun	minstens/adv	11/num	sopraan/noun	kroon/noun	zo/adv	orgasme/noun	partner/noun	Dei/name	lof_trompet/noun	over/prep	voetbal_tempel/noun	tussen/prep	vrede/noun	als/prep	vanaf/prep	menselijk/adj	aards/adj	ritme/noun	rustgevend/adj	maar/adv	Wilson/name	Amsterdams/adj	vuurwerk/noun	verkeer/verb	missie/noun	schoonheid/noun	moment/noun	onbezorgd/adj	lied/noun	stap_binnen/verb	geschenk/noun	Nieuwe/name	leid/verb	stem/noun	eeneiig/adj	ding/noun	verras/verb	tuin/noun	vrijheid/noun	eenvoudig/adj	Diana/name	plezier/noun	voordat/comp	bijna/adv	melodie/noun	tak/noun	voor/prep	beschik/verb	monumentaal/adj	zij/pron	blauw/adj	Nina/name	op/adj	legende/noun	paradijs/noun	24/noun	laag/noun	zondaar/noun	Albert/name	compliment/noun	intro/noun	beschreven/adj	rijk/noun	die/pron	Vierde/name	ooit/adv	weer/adv	daal_neer/verb	licht/adj	toon/verb	glimlach/noun	verbind/verb	belofte/noun	proef/verb	herrie/noun	maar/vg	of/adj	Geoffrey/name	al/det	begrip/noun	sfeer/noun	aria/noun	schitterend/adj	steek/verb	alleen/adj	tot_en_met/prep	lever_op/verb	baad/verb	heerlijkheid/noun	plek/noun	terwijl/comp	kunst/noun	gedrag/noun	ze/pron	gewelf/noun	oor/noun	status/noun	paradijselijk/adj	tegelijk/adj	leven/noun
gevoel/noun	0.0	0.834707	0.76000863	0.82370067	0.73913056	0.80830455	0.8933358	0.86760616	0.8812382	0.80606586	0.79254293	0.9202168	0.89402264	0.8846121	0.70129144	0.8982169	0.8111501	0.7944244	0.7574442	0.72834414	0.8984863	0.86094993	0.56763583	0.7691695	0.7035898	0.6889101	0.7001068	0.80527616	0.5870807	0.82900405	0.90122885	0.93134534	0.89491755	0.6717198	0.8594403	0.84251356	0.7046667	0.80604273	0.6041378	0.8367055	0.6992619	0.84578276	0.7766912	0.7297439	0.7813369	0.75481457	0.8608623	0.9049617	0.6612797	0.7501567	0.9180988	0.52367985	0.8124809	0.7586021	0.6886277	0.8012128	0.74604666	0.81786776	0.74690485	0.6379294	0.6607683	0.71369135	0.7418927	0.85818946	0.70072466	0.89218193	0.8223267	0.7877762	0.72011733	0.5943784	0.67087173	0.8660163	0.7880638	0.67400074	0.7132932	0.74675375	0.91296023	0.81221974	0.91402483	0.94982916	0.8080499	0.9062397	0.85673356	0.7931398	0.8142581	0.7153179	0.8752018	0.63038814	0.70560825	0.60826397	0.9467643	0.7833254	0.7585102	0.8247187	0.9139562	0.6689088	0.87994677	0.47165835	0.89752185	0.9178952	0.9025081	0.76768076	0.93140733	0.7787086	0.6047934	0.7665769	0.5756426	0.7670482	0.798766	0.68669	0.8111628	0.7918844	0.88488793	0.6889441	0.7892437	0.635424	0.5861676	0.8470148	0.5389911	0.6899086	0.79806566	0.721584	0.6866132	0.9137556	0.80653924	0.8967538	0.6087194	0.6102182	0.6077113	0.7106694	0.78934705	0.67278945	0.64289254	0.6382006	0.87735	0.7376254	0.74847054	0.6703256	0.70417964	0.96508825	0.9255678	0.9322218	0.87006885	0.90298903	0.75274646	0.6690096	0.7716079	0.7373297	0.5969309	0.6830212	0.9245648	0.7367704	0.8928566	0.96855074	0.727736	0.8355625	0.58712316	0.74128723	0.7634115	0.9598808	0.8075806	0.86136794	0.7381514	0.59560764	0.8572131	0.605089	0.81608045	0.7713425	0.64529586	0.886997	0.7332485	0.7688074	0.80778676	0.73457104	0.49681038	0.6117617	0.88437074	0.73540974	0.73715055	0.5980308	0.64922965	0.8784378	0.6758584	0.82234335	0.5899519	0.7355023	0.6796927	0.8142787	0.8241123	0.80842775	0.71597874	0.72250617	0.9021684	0.8287059	0.86291814	0.69476277	0.7539875	0.7890619	0.7152496	0.6907973	0.59312844	0.71793115	0.8694725	0.7684044	0.5744173	0.8784551	0.7205105	0.85642314	0.7985631	0.628232	0.91323227	0.7971263	0.80097383	0.9033407	0.8036121	0.7625396	0.7602761	0.8450894	0.8158995	0.90643656	0.8203552	0.95843756	0.6574127	0.8794384	0.8112814	0.67639685	0.8468633	0.6823344	0.5985544	0.8235932	0.9997275	0.5831512	0.7105429	0.884335	0.69120234	0.85673654	0.6628344	0.83608705	0.91271335	0.95781034	0.8337457	0.90746206	0.72091484	0.80104107	0.87133443	0.885252	0.89173514	0.73659825	0.8308386	0.7244987	0.6851442	0.7574435	0.9089273	0.57701576	0.5818588	0.6352091	0.7428607	0.6857803	0.92271304	0.94849783	0.87306374	0.80638033	0.8441938	0.41950494	0.6043319	0.86930704	0.7527136	0.7625078	0.72432494	0.8495948	0.7747747	0.675178	0.93924004	0.68607646	0.813244	0.76501274	0.5876199	0.677384	0.91494966	0.5825461	0.80794066	0.7279949	0.6593596	0.79915947	0.81906414	0.8343861	0.8185871	0.72980714	0.8136632	0.8654516	0.8566499	0.8851201	0.78603673	0.9818594	0.7503442	0.8295495	0.93654025	0.7669294	0.848369	0.8538723	0.74982333	0.6692536	0.88335776	0.8242578	0.6779886	0.72855294	0.6767055	0.68129313	0.76628685	0.73297524	0.8149441	0.7601158	0.8805669	0.5860967	0.8567771	0.9670251	0.6358351	0.5707441	0.4999495	0.8323918	0.74586445	0.9414872	0.73418903	0.9642074	0.8484112	0.63135076	0.81526923	0.6836212	0.65737486	0.6056094	0.7157233	0.6964377	0.814879	0.7082201	0.8156221	0.76318634	0.4742179	0.60971224
uit/prep	0.834707	0.0	0.87347835	0.8865255	0.90384007	0.8633621	0.81364024	0.88953143	0.8884145	0.7757094	0.84473264	0.82205576	0.768265	0.8338476	0.79300654	0.8354925	0.8655449	0.83271545	0.89099264	0.7984247	0.8854823	0.7879126	0.75766313	0.76478773	0.72737527	0.6870286	0.7569331	0.977447	0.74987686	0.9201427	0.766043	0.92436767	0.804791	0.8734268	0.8129461	0.8666574	0.77683264	0.83923936	0.883006	0.83549416	0.744035	0.67531025	0.7742909	0.68162477	0.751853	0.67661077	0.6958868	0.8051468	0.8015785	0.7810209	0.8545516	0.7755216	0.78990924	0.9071952	0.87058526	0.8093172	0.6759788	0.8858839	0.84851325	0.91826236	0.85988146	0.7272291	0.7171461	0.8993494	0.80733895	0.7874786	0.68221605	0.8503144	0.74928415	0.77999336	0.7284849	0.85800934	0.9232061	0.84588325	0.66485953	0.79938895	0.72317445	0.83771044	0.79563475	0.9462376	0.82249624	0.8503957	0.8531699	0.82104737	0.6749687	0.6818991	0.9240491	0.86158234	0.8106531	0.51195717	0.94859606	0.96115	0.7465053	0.83429253	0.7958346	0.7026886	0.9186938	0.7441851	0.72511566	0.9597188	0.7484182	0.70304334	0.91788405	0.72460055	0.68042517	0.86203074	0.70968723	0.6898797	0.642925	0.7663152	0.83906186	0.8844997	0.89162594	0.69689447	0.7548618	0.6707897	0.77971923	0.7917516	0.7447462	0.8612298	0.7262573	0.8388449	0.80785686	0.8254775	0.75900316	0.8712146	0.8889372	0.7764887	0.8429112	0.6408274	0.86360556	0.70565057	0.74329436	0.78883684	0.8346491	0.84471345	0.9542968	0.6203178	0.79673064	0.92530704	0.81206447	0.86994	0.79932606	0.838951	0.62864506	0.8699389	0.73164344	0.66080326	0.7818376	0.83233905	0.90423685	0.76387393	0.82763225	0.91851693	0.7168527	0.7277389	0.7788435	0.7247397	0.6954682	0.8917352	0.6507584	0.68293715	0.9025809	0.79431653	0.72868365	0.65917706	0.7789018	0.87663305	0.68678606	0.7802131	0.6909258	0.6967329	0.7296623	0.646469	0.7343486	0.5967176	0.8628249	0.80603826	0.7894854	0.69644344	0.8955348	0.83246225	0.8434242	0.82103586	0.9365741	0.96486545	0.8320863	0.8618926	0.8696898	0.8973993	0.76106185	0.792339	0.7437227	0.8251809	0.777481	0.7320682	0.6556454	0.9156806	0.83760107	0.75375706	0.7426164	0.67467874	0.76573074	0.7209929	0.91213584	0.9194969	0.84841144	0.7975949	0.87579733	0.8700526	0.9653239	0.94033784	0.7344885	0.8094934	0.89737344	0.6336338	0.7543367	0.9015483	0.7256074	0.8180757	0.7122335	0.82645327	0.81327724	0.6987053	0.78151405	0.68270665	0.75353926	0.83079284	0.9367048	0.8823464	0.90760463	0.7964741	0.67158306	0.73773694	0.6868749	0.7935527	0.7958399	0.81466925	0.83385587	0.95284885	0.71083033	0.89257	0.9154604	0.8727449	0.88573885	0.73838973	0.84672314	0.7048983	0.8948508	0.7544592	0.8421819	0.6423801	0.85269517	0.7992413	0.6864655	0.710414	0.7391657	0.92803115	0.85923004	0.82197	0.7091874	0.87009126	0.86581236	0.73013496	0.8555477	0.91037375	0.58104527	0.88356847	0.80846775	0.76036817	0.86043555	0.6759281	0.8963388	0.9432195	0.7296378	0.77272314	0.8200195	0.7306282	0.81493443	0.81971955	0.7830151	0.85816133	0.6337743	0.7065414	0.7973306	0.8813338	0.7119336	0.830485	0.755394	0.86071414	0.8486453	0.79553366	0.73954576	0.92440605	0.6879319	0.8962959	0.886189	0.8654829	0.7789278	0.76673007	0.7858202	0.66137195	0.910625	0.73523414	0.7250785	0.7079283	0.7181561	0.79319036	0.8715197	0.79399323	0.9031665	0.8516078	0.7927854	0.8453431	0.88906467	0.9192196	0.6964296	0.8515822	0.7770431	0.6771269	0.65815115	0.7777658	0.86011934	0.92810714	0.8175119	0.74080515	0.87959546	0.8143049	0.6271533	0.81696594	0.9285136	0.81529814	0.7595061	0.78701735	0.85713065	0.82942355	0.7361175	0.8349158
maatschappelijk/adj	0.76000863	0.87347835	0.0	0.61947477	0.87588984	0.7753868	0.8774107	0.8808221	0.9243289	0.96080184	0.8577079	0.9064183	0.89971054	0.89038	0.8266345	0.8634325	0.7621558	0.82137054	0.90275127	0.73808575	0.8170668	0.7651537	0.7198323	0.8758418	0.8188167	0.89442503	0.90362144	0.8800204	0.84918034	0.77282095	0.858234	0.91959655	0.9522793	0.83827555	0.92426664	0.67961645	0.7687004	0.9603729	0.8664665	0.82436067	0.6898302	0.917163	0.8606372	0.87360567	0.92059124	0.9298686	0.92115545	0.92384386	0.8051652	0.91904444	0.9227257	0.73502517	0.8134792	0.9235856	0.7926673	0.91337454	0.84157586	0.88310534	0.9045939	0.8340171	0.7075527	0.72235	0.8668707	0.88331604	0.7385707	0.9119236	0.9367484	0.7714997	0.8150952	0.8716954	0.80822057	0.8106109	0.881746	0.9141371	0.90702593	0.9035838	0.89279366	0.79924613	0.9235928	0.98089844	0.8772132	0.89355403	0.9236457	0.92900884	0.8882452	0.8531318	0.7449063	0.7875865	0.9486717	0.8410673	0.8415359	0.76478964	0.84493124	0.89437634	0.8925151	0.8208467	0.8784404	0.7911195	0.9336648	0.8832715	0.90068346	0.80488956	0.9054644	0.95043	0.68624765	0.77147174	0.8115211	0.8942098	0.78020483	0.83350587	0.794742	0.8151336	0.8969696	0.7433022	0.8734748	0.8960981	0.7866598	0.9357265	0.8136369	0.81546533	0.80542266	0.8595331	0.73191375	0.94079125	0.8691715	0.95233935	0.86931396	0.7759187	0.85784906	0.7035768	0.9082757	0.82953656	0.75248253	0.8518255	0.7865836	0.8078854	0.8214789	0.855421	0.8971247	0.9661193	0.9695024	0.92594934	0.8531699	0.94158506	0.79592454	0.7734868	0.9229125	0.91644335	0.79877806	0.8709868	0.95965815	0.850148	0.8940227	0.9294285	0.8101013	0.9392841	0.73441696	0.92975634	0.7915131	0.94490767	0.89288276	0.9227981	0.8589902	0.7452475	0.8773805	0.85405695	0.9407016	0.84689707	0.877078	0.96677136	0.88160485	0.77004963	0.9118408	0.73531723	0.6785237	0.76395774	0.93974704	0.9021457	0.913199	0.789738	0.8248745	0.90921235	0.7684934	0.7923547	0.8676072	0.8510639	0.81731236	0.6623479	0.8047023	0.78941107	0.7716291	0.82779056	0.8952063	0.83641565	0.9146289	0.8384794	0.7391397	0.79911804	0.8970013	0.77783597	0.74406046	0.85983163	0.9101505	0.87534344	0.82738054	0.9060389	0.9253657	0.84553003	0.8733409	0.8523261	0.9049724	0.95871866	0.9081872	0.91070426	0.9149989	0.885985	0.7631871	0.8507432	0.9046372	0.75232476	0.92745626	0.9493509	0.77371883	0.91253483	0.9438477	0.8710779	0.9107771	0.7752609	0.9133647	0.88755643	0.9739022	0.72238463	0.8170228	0.90415674	0.886125	0.85740995	0.73714805	0.85329807	0.829615	0.98697406	0.9638546	0.81757694	0.9010415	0.8013361	0.7750829	0.86742836	0.86568254	0.72316444	0.9593224	0.73070943	0.71859294	0.6308696	0.9576488	0.64727134	0.7575936	0.84462935	0.90673465	0.84425044	0.9029904	0.86713123	0.907339	0.85579765	0.7631638	0.72858435	0.8892664	0.84495896	0.8233539	0.90782034	0.8903947	0.8911719	0.7942099	0.91589093	0.9705757	0.8344314	0.9277978	0.8711124	0.66090965	0.80679214	0.92609847	0.81507885	0.86103314	0.8186116	0.7900182	0.8558805	0.83036566	0.8626304	0.8459499	0.6717285	0.93962723	0.91068393	0.92581654	0.8385763	0.85004085	0.9621186	0.87819624	0.9234824	0.9197842	0.92472893	0.93879837	0.8408927	0.73988354	0.63253355	0.9486605	0.8930281	0.86483324	0.9110093	0.8782789	0.80951744	0.9637821	0.7620232	0.8912573	0.918087	0.89144593	0.82734114	0.89183545	0.98378754	0.79935706	0.65525913	0.85706425	0.9208965	0.8784792	0.8771107	0.8040012	0.9558762	0.8969433	0.8902098	0.8857485	0.8513525	0.85339713	0.673326	0.68874097	0.79553616	0.9485278	0.86553234	0.762971	0.86836225	0.8054565	0.7196171
werkster/noun	0.82370067	0.8865255	0.61947477	0.0	0.8543246	0.90348005	0.9540322	0.9664114	0.853938	0.9388562	0.85844	0.86441135	0.9378822	0.93504953	0.934654	0.8007828	0.8770736	0.86242056	0.96364045	0.6788255	0.94720745	0.9105984	0.7045289	0.9124555	0.87949234	0.97481143	0.908131	0.8463189	0.95345455	0.8393077	0.88458645	0.93822086	0.95125425	0.7933835	0.8887501	0.7570056	0.80186236	0.89751863	0.9043703	0.9123953	0.80316067	0.85901207	0.86377895	0.94402486	0.9328228	0.8777315	0.938635	0.9206641	0.7082554	0.8775206	0.91480386	0.8719795	0.88411534	0.7950485	0.80101556	0.9100717	0.82793367	0.96200603	0.9130137	0.9391742	0.6995976	0.77199376	0.864343	0.8811232	0.86598545	0.926771	0.96252114	0.8565723	0.8907756	0.8769641	0.8985524	0.87229097	0.93144155	0.917106	0.89597434	0.92820203	0.9107646	0.93268657	0.94790167	0.9674429	0.9050978	0.93882114	0.96231204	0.9397718	0.86082023	0.90892583	0.73390234	0.8613636	0.9150016	0.8763533	0.94335145	0.81911516	0.8967517	0.9126566	0.9073349	0.83763653	0.9264013	0.88065594	0.8970366	0.75719535	0.86286885	0.8836765	0.96183515	0.91571856	0.8454691	0.89979464	0.8298787	0.8526217	0.8798564	0.84727794	0.85253906	0.9162107	0.90371895	0.8273412	0.8711208	0.86476874	0.9078923	0.93526715	0.8365852	0.8569719	0.8839687	0.9260892	0.80183715	0.93173987	0.92739904	0.8546286	0.8267213	0.91811764	0.8988292	0.7848435	0.8836746	0.89771736	0.83451277	0.87405807	0.80068344	0.8808078	0.8883846	0.86398554	0.90629715	0.9754998	0.92597324	0.94618064	0.8203014	0.971697	0.92807764	0.82113004	0.88922745	0.8754597	0.88882786	0.95373803	0.86803275	0.86703384	0.92366624	0.9177854	0.8945798	0.9110713	0.86283106	0.8768406	0.8537897	0.92008674	0.92108375	0.9206366	0.90166855	0.8819306	0.9317264	0.85208017	0.91691846	0.9383899	0.8946263	0.9423959	0.9185434	0.8540257	0.95798314	0.8760249	0.8753996	0.81605816	0.9578798	0.84395266	0.87965804	0.8530837	0.8811821	0.9759339	0.90459263	0.9356696	0.85993063	0.8729295	0.83168596	0.7454759	0.93329173	0.94376445	0.7792524	0.8879863	0.95717484	0.9683451	0.86833346	0.924477	0.76442564	0.91300935	0.84426105	0.79574054	0.80811405	0.854411	0.9522801	0.9111816	0.910293	0.82950866	0.9151914	0.9404017	0.8834338	0.8226268	0.8584938	0.9284678	0.955816	0.9412396	0.8874076	0.8701348	0.8621271	0.8913559	0.94075507	0.8554128	0.9288874	0.905529	0.90157515	0.8951026	0.85830367	0.8633047	0.90884155	0.943072	0.90519446	0.85064864	1.0	0.7405212	0.88664037	0.92083675	0.8870954	0.95459193	0.84869045	0.94572955	0.9414556	0.99144983	0.81544745	0.90882367	0.87810785	0.84219533	0.8505062	0.9394777	0.8804213	0.8208336	0.9139666	0.89437777	0.8772784	0.7714909	0.9926026	0.8356564	0.8578922	0.8788296	0.9015515	0.8154366	0.9265215	0.9566746	0.9227922	0.8762541	0.91848844	0.8534597	0.8809113	0.8737322	0.8508715	0.89788264	0.8202224	0.9849493	0.8468791	0.90543246	0.95161176	0.81246686	0.9196054	0.89333236	0.8433282	0.8074862	0.93830043	0.87896734	0.81978524	0.8855977	0.7921202	0.9267017	0.8935445	0.7450091	0.9180361	0.6597589	0.9240224	0.90861577	0.94769204	0.9105538	0.9082923	0.98985124	0.8146066	0.9413179	0.95923233	0.8734522	0.8917522	0.886944	0.8487884	0.71366876	0.97246575	0.90813255	0.8643312	0.90516615	0.9045102	0.85739887	0.91096133	0.83051753	0.9217541	0.92966896	0.8919172	0.7722281	0.87237537	0.98148644	0.907356	0.77450156	0.89944226	0.84159833	0.92490625	0.959634	0.7741699	1.0	0.9401428	0.8739435	0.9310174	0.92289513	0.8163732	0.80288184	0.79047763	0.72946835	0.9814911	0.85545325	0.80290836	0.91476965	0.8322767	0.8072778
mag/verb	0.73913056	0.90384007	0.87588984	0.8543246	0.0	0.8842662	0.9262031	0.7737578	0.953728	0.83607423	0.8759939	0.9457381	0.935732	0.8760745	0.8369633	0.9457839	0.74701107	0.8789812	0.8727523	0.82854885	0.9119482	0.85514885	0.88373715	0.84412056	0.9327734	0.9283493	0.93055266	0.7653891	0.9276627	0.86406195	0.9557738	0.95911807	0.9123911	0.88776594	0.9133049	0.85790443	0.87224835	0.91099966	0.83981085	0.7908281	0.7696388	0.8174337	0.8136858	0.8912427	0.8596712	0.7235815	0.92703974	0.88230664	0.83371794	0.62955236	0.65794075	0.88640153	0.90484387	0.8313184	0.7389877	0.9423037	0.8153279	0.9250032	0.73456895	0.84458804	0.9484483	0.841859	0.85061073	0.9327215	0.8597016	0.9048605	0.95679384	0.90772223	0.9032172	0.619107	0.9110283	0.86284363	0.6793209	0.72165215	0.8751451	0.89318997	0.8939096	0.88137215	0.963435	0.95870256	0.8568262	0.898963	0.88441676	0.87734103	0.86766994	0.91385776	0.8458494	0.82303125	0.6953131	0.8727923	0.894536	0.9377354	0.95010346	0.85685027	0.95712376	0.8052968	0.83806473	0.91988444	0.87537485	0.8875996	0.9567718	0.87101996	0.95891815	0.8947047	0.84507096	0.76351994	0.8297885	0.86766744	0.8718027	0.8468403	0.8601365	0.92858446	0.8942527	0.8037289	0.9105031	0.82293373	0.93041706	0.8668825	0.8966919	0.9373342	0.8617656	0.840115	0.92077374	0.9627165	0.86229074	0.8444953	0.5088905	0.87497276	0.6320159	0.82135236	0.8430802	0.8686018	0.8957538	0.90479594	0.9121512	0.9205525	0.7158016	0.76935565	0.92826426	0.9716778	0.9631257	0.887435	0.9036768	0.95477295	0.8643509	0.81810576	0.9237968	0.8653451	0.8925898	0.83407104	0.8671137	0.88812226	0.8975478	0.9465802	0.7134861	0.81823134	0.90524125	0.8722985	0.88479066	0.9271734	0.922948	0.80104727	0.8992901	0.9086735	0.9482713	0.8178342	0.8305258	0.73662746	0.869945	0.89081895	0.8270856	0.8361261	0.9054871	0.9034216	0.8354969	0.8612104	0.8202688	0.9295672	0.74842036	0.83324665	0.80986166	0.9602092	0.8232742	0.89031774	0.72467864	0.8924841	0.91463816	0.8117345	0.9610329	0.92223805	0.8774564	0.9330806	0.94310427	0.928323	0.9308212	0.8522802	0.82235026	0.9335966	0.7738493	0.7726552	0.842885	0.8840442	0.92826676	0.8527089	0.71767515	0.8543219	0.8582281	0.92771304	0.7569774	0.8214555	0.9081229	0.8918183	0.8605479	0.80991256	0.78877646	0.88347673	0.8267125	0.8970231	0.9148273	0.85658455	0.8790921	0.9455347	0.7986	0.86909413	0.9131709	0.7735077	0.9220398	0.90950507	0.8552917	0.8893945	0.9984114	0.9051744	0.78865147	0.8955505	0.92472845	0.820763	0.7782168	0.93184173	0.9017355	0.98117304	0.903726	0.8858291	0.8027706	0.8483966	0.90681183	0.9093134	0.910918	0.80871844	0.90382415	0.9165937	0.8514596	0.84238017	0.92694515	0.8955235	0.8502489	0.9096177	0.91778195	0.5016172	0.8964867	0.94386554	0.8451246	0.90456086	0.878283	0.8819166	0.77899826	0.8390635	0.90738815	0.753729	0.8145627	0.9608171	0.9201848	0.8839341	0.9481662	0.7924688	0.89191866	0.8820657	0.7665372	0.8195332	0.9196257	0.73648417	0.7409329	0.8920174	0.91513664	0.9639919	0.8671605	0.87215114	0.9192035	0.74432456	0.9365649	0.93981504	0.82326543	0.927735	0.89084	0.92905265	0.953155	0.8754541	0.9034022	0.84099823	0.91419476	0.90595186	0.8975504	0.8599584	0.95967436	0.79415894	0.71174365	0.91162765	0.8575368	0.90754396	0.89096385	0.93207425	0.89425373	0.6678076	0.8442012	0.6441712	0.91642404	0.92305917	0.75007904	0.89935964	0.80808914	0.91581273	0.8651302	0.8471165	0.71840477	0.9886041	0.8407744	0.8856255	0.87032115	0.8632893	0.8204259	0.93079627	0.89815676	0.62589115	0.92286164	0.81717587	0.9132524	0.8880346	0.86852497	0.7938471
