	richtlijn/noun	braaf/adj	aanklager/noun	bron/noun	gepubliceerd/adj	sta_vast/verb	ijlings/adv	in_vrijheid_stelling/noun	luid/verb	intussen/adv	Pharming/name	om/comp	acht/num	zaterdag/noun	president/noun	noch/vg	1973/noun	dat/comp	verbied/verb	schriftelijk/adj	telefoon_gesprek/noun	voltallig/adj	amnestie_wet/noun	rechtbank/noun	uitgeweken/adj	zolang/comp	orde/noun	ambitie/noun	bond/noun	zulk/det	distantieer/verb	benoeming/noun	commissie/noun	Collection/name	meer/adv	Florida/name	gegeven/noun	comité/noun	tweede/num	anders/adj	eerste/num	bekentenis/noun	'96/noun	verklaar/verb	alles/noun	dan/adv	zaak/noun	uitstel/noun	verschiet/noun	uitslag/noun	controversieel/adj	bewering/noun	reden/noun	laat/adj	al/adv	vals/adj	passage/noun	voorwaardelijk/adj	Raad/name	snel/adj	belangrijk/adj	raad/noun	2001/noun	raadpleeg/verb	regering/noun	stem/noun	voordat/comp	zij/pron	word/verb	beslis/verb	onder/adv	buiten/prep	ook/adv	Fortuyn/name	moet/verb	wetswijziging/noun	mening/noun	directeur/noun	uitspraak/noun	vorig/adj	voor/adv	Amerikaans/adj	onlangs/adv	Arafat/name	vraag/noun	Lodewijk/name	maal/noun	gedeeltelijk/adj	ongelukkig/adj	probatie_uitstel/noun	hun/det	zondag_avond/noun	keer/noun	inderdaad/adv	hoog/adj	hij/pron	George/name	constitutioneel/adj	toen/comp	vergissing/noun	zoiets/pron	daarna/adv	gesteld/adj	dring_aan/verb	mijn/det	Nantes/name	vroeg/adj	om/prep	Gore/name	keer_terug/verb	stam_nummer/noun	voorganger/noun	zinvol/adj	Hecke/name	beroep/noun	genomen/adj	half/adj	maandag/noun	eerder/adj	Europees/name	contact/noun	getuigenis/noun	Öcalan/name	september/noun	Europese/name	bestuur_accoord/noun	definitief/adj	deze/det	duur_voort/adj	haast/adv	vandaag/adv	desnoods/adv	blij/adj	mogelijk/adj	zitting/noun	Tweede/name	EADS/name	scheidsrechter/noun	zijn/det	gemaakt/adj	overname/noun	staking/noun	oordeel/noun	die/det	handtekening/noun	invoering/noun	versoepeling/noun	1/noun	feit/noun	geef_aan/verb	zal/verb	stellingname/noun	daarmee/pp	bevel/noun	verklaring/noun	alle/det	bereid/adj	aankoop/noun	Kamer/name	zet_om/verb	onmiddellijk/adj	volgens/prep	niet/adv	altijd/adv	februari/noun	maar/vg	programma/noun	waarin/pp	wapen/noun	geef_toe/verb	Lagos/name	diezelfde/det	Inbeschuldigingstelling/name	één/num	Bush/name	opgelegd/adj	betref/verb	oorspronkelijk/adj	bedoeling/noun	ontslag/noun	international/noun	Leterme/name	termijn/noun	veiligheidsmaatregel/noun	gemeenteraad/noun	foltering/noun	vrijlating/noun	foutief/adj	doe/verb	brief/noun	Ray/name	nadat/comp	Al/name	hof/noun	begin/adv	dreiging/noun	min/adv	laat/verb	hoewel/comp	onderschrijf/verb	heb/verb	nieuws/noun	steeds/adv	NIOD/name	protest/noun	haar/det	Turnhout/name	kamer/noun	verdachte/noun	weekeinde/noun	Dierckxsens/name	zwak_af/verb	LPF/name	eventueel/adj	lijnrechter/noun	schielijk/adj	toekenning/noun	overtuiging/noun	baseer/verb	1986/noun	Spears/name	!/name	geleden/adj	capitulatie/noun	daarna/pp	fatwa/noun	bestrijd/verb	westen/noun	of/adv	deels/adv	afgelopen/adj	mode/noun	blijk/verb	door/prep	dochter/noun	druk/noun	Groen/name	inmiddels/adv	punt/noun	aantijging/noun	gebrek/noun	uitdrukkelijk/adj	waardoor/pp	verschijn/verb	of/vg	wet/noun	plan/noun	plots/adj	angst/prep	daarom/pp	vervolgens/adv	dit/det	referendum/noun	december/noun	antwoord/noun	te/comp	standpunt/noun	wijzig/verb	dien/verb	voorstel/noun	gedaan/adj	kort/adv	wegens/prep	weiger/verb	blijf_uit/verb	wil/verb	schoon_vader/noun	stelling/noun	ongestraft/adj	besluit/noun	schorsing/noun	gisteren/adv	weer/adv	minister/noun	kondig_aan/verb	Volkscongres/name	gelijk/noun	persbericht/noun	publiekelijk/adj	schort_op/verb	historisch/adj	militair/adj	Wahid/name	valreep/noun	woordvoerder/noun	verband/noun	alsnog/adv	poging/noun	Hof/name	doodvonnis/noun	gerechtshof/noun	instructie/noun	federaal/adj	A./name	betrokken/adj	gebruik/verb	Jan/name	Supreme/name	Blatter/name	veroordeling/noun	Hooggerechtshof/name	iets/adv	verhaal/noun	woensdag/noun	nooit/adv	dien_in/verb	betaal/verb	doende/adj	waarschuwing/noun	jaar_cijfer/noun	één/pron	belast/adj	week/noun	ga_in/verb	het/det	na/prep	roep_op/verb	regeling/noun	Roe/name	charter_maatschappij/noun	verboden/adj	straf_af/verb	maar/comp	decreet/noun	boycot/noun	enzovoorts/vg	afspraak/noun	overigens/adv	ander/adj	vraag/verb	woord/noun	mededeling/noun	al/comp	samenvatting/noun	haastig/adj	Britney/name	Greenpeace/name	arrest/noun	zoveel/det	getuige/noun	afschaffing/noun	waarmee/pp	dat/det	ministerie/noun	leugen/noun	stap/adv	probeer/verb	dag/noun	de/det	kan/verb	gemeente/noun	dwing/verb	moment/noun	bezwaar/noun	dus/adv	schip/noun	roep_uit/verb	brandweer/noun	stuntelig/adj	omdat/comp	refs/noun	formeel/adj	maatregel/noun	Pinochets/det	dinsdag/noun	klacht/noun	belofte/noun	vonnis/noun	regel/noun	meld/verb	nu/adv	ze/pron	patent/noun	beslissing/noun
richtlijn/noun	0.0	0.9056107	0.81360704	0.8128274	0.81731427	0.84474194	0.8838276	0.74475765	0.87924737	0.8321781	0.8186715	0.75016975	0.9208585	0.9591712	0.8871384	0.7856113	0.8739267	0.77724254	0.6175543	0.69474536	0.81099474	0.7965947	0.732829	0.81679785	0.92792135	0.72451663	0.83115274	0.8697763	0.70326954	0.7553556	0.85760224	0.7237513	0.6160484	0.92001885	0.85345906	0.8391557	0.6446185	0.71756035	0.9494953	0.907266	0.9225166	0.82128733	0.8649897	0.8216972	0.8639041	0.89445895	0.7686589	0.82112974	0.90513	0.8559244	0.80740124	0.7629824	0.8278905	0.9378201	0.87365353	0.8654507	0.81232566	0.840603	0.6969055	0.8750501	0.8557208	0.7608456	0.868399	0.7353889	0.71687	0.8951226	0.7732263	0.7091272	0.6801883	0.7416482	0.75967085	0.8220441	0.8147868	0.89022034	0.6801305	0.591833	0.8201957	0.8872176	0.70110714	0.87997067	0.8734573	0.84252095	0.7668362	0.8470201	0.79969233	0.8983039	0.916022	0.7919116	0.91645753	0.92883396	0.82040197	0.9353934	0.9596595	0.87744313	0.88428	0.84054244	0.9400022	0.6939107	0.91930413	0.85201174	0.8703087	0.8759786	0.70028955	0.7330471	0.9463079	0.9509007	0.93564093	0.9204607	0.87776166	0.9227653	0.8882551	0.8746307	0.7713699	0.9228811	0.76918554	0.75511944	0.9684507	0.88029367	0.78131616	0.67692584	0.83259505	0.8143216	0.8280376	0.8924684	0.6466706	0.7963811	0.78221726	0.7520207	0.8592262	0.8797858	0.8162524	0.7571424	0.9436021	0.7407228	0.8062624	0.79730254	0.8733674	0.9090057	0.9026771	0.8173802	0.80815685	0.8123697	0.7007642	0.76219577	0.821531	0.6763661	0.6332238	0.80267024	0.8249116	0.7809044	0.71242243	0.73978984	0.7618565	0.7649234	0.7114601	0.7273524	0.79793435	0.81170166	0.7320163	0.839015	0.8069155	0.693381	0.8200291	0.8825402	0.8845487	0.8509337	0.8050935	0.80595195	0.8125692	0.90396565	0.89778906	0.8316599	0.9061324	0.90899056	0.85388803	0.6561439	0.7824223	0.8172231	0.86284864	0.80530334	0.9201782	0.84947574	0.7452904	0.689842	0.8063457	0.75960165	0.7953274	0.7799572	0.9174555	0.7750417	0.93251044	0.84291035	0.92713845	0.7357735	0.82887995	0.81595	0.8029568	0.8655902	0.75971127	0.73772913	0.80872595	0.8913153	0.8401219	0.82521224	0.81480306	0.8909098	0.9423765	0.9069017	0.82629746	0.90443534	0.9315697	0.76387906	0.83353627	0.7093569	0.8835999	0.9099017	0.7083312	0.8307491	0.78085566	0.83343023	0.9205886	0.9411498	0.92883486	0.8749852	0.8862674	0.84984976	0.80464077	0.9255236	0.8297974	0.7772456	0.923084	0.8871179	0.8402093	0.77077204	0.93753636	0.8368643	0.8757929	0.8188312	0.9361638	0.78394383	0.8652983	0.6629982	0.76452124	0.878945	0.85575867	0.38799703	0.661219	0.94685644	0.85049164	0.71944135	0.7957808	0.7942317	0.7092609	0.86791575	0.8044137	0.7353313	0.67455816	0.74406505	0.64522517	0.60969937	0.84039176	0.91667986	0.82338357	0.7371603	0.84191805	0.7463806	0.8964096	0.77717996	0.8451599	0.57325494	0.86252624	0.79296494	0.9283967	0.8013308	0.79995537	0.8148057	0.86368257	0.7671883	0.80960536	0.745334	0.86287206	0.8104943	0.8335651	0.84686756	0.8297771	0.7824388	0.7576644	0.86989456	0.7319932	0.78638643	0.75852853	0.6007207	0.7170141	0.93531066	0.7652477	0.8219855	0.9542394	0.87318003	0.8101039	0.7495169	0.7557831	0.891322	0.8911629	0.89886767	0.90830886	0.71753335	0.8508421	0.8367626	0.6807188	0.831362	0.92667705	0.74086714	0.882932	0.83230925	0.7925625	0.91531694	0.8226818	0.4542076	0.96754676	0.8504952	0.76629263	0.91302747	0.87862223	0.49211115	0.7913787	0.84405	0.5324198	0.7187022	0.847752	0.7756009	0.8621167	0.73943156	0.87183934	0.8486835	0.83111817	0.91742617	0.7595204	0.63964164	0.9176263	0.8724971	0.71987855	0.7927893	0.81709385	0.7437457	0.8711101	0.81592	0.8628559	0.9326795	0.772116	0.7744655	0.73215854	0.78274447	0.92839	0.68291867	0.8259679	0.9000162	0.8556678	0.8954338	0.89567035	0.7385384	0.8586643	0.61357325	0.56006837	0.8672582	0.8894348	0.72122693	0.8588093	0.68302053	0.3595007	0.8174282	0.87046856	0.83715785	0.7310981	0.6834263
braaf/adj	0.9056107	0.0	0.90789247	0.923407	0.89177823	0.9005384	0.91634077	0.9362879	0.8778298	0.84202534	0.9342837	0.8605192	0.8722356	0.9361004	0.9158838	0.84814227	0.87161136	0.83781046	0.86959285	0.9060512	0.8712083	0.88700014	0.9692774	0.9582516	0.88142395	0.8330461	0.9141787	0.8723309	0.91615003	0.74389803	0.8536923	0.90189564	0.9387738	0.9054536	0.8753694	0.90270245	0.876832	0.93766546	0.9205561	0.7924272	0.90959513	0.8576869	0.8962938	0.89726907	0.8164512	0.75393194	0.8939603	0.95496327	0.90287817	0.90436214	0.77444357	0.82738614	0.9225216	0.8893036	0.87701756	0.863376	0.78500617	0.94142485	0.9598164	0.827253	0.87967557	0.9455271	0.9572915	0.87475383	0.9256875	0.8489527	0.86547196	0.81102365	0.86352	0.93815315	0.89792657	0.9051179	0.7807983	0.8540649	0.8131651	0.90922713	0.8330474	0.92965734	0.870746	0.93305147	0.7627362	0.8720206	0.8846363	0.90247744	0.8793437	0.85398006	0.92066246	0.91618633	0.7833675	0.97592205	0.7562703	0.86785775	0.9093974	0.7300536	0.87169224	0.77434576	0.8625216	0.87131536	0.8340513	0.8486893	0.78062695	0.8318925	0.83276445	0.91920304	0.7353914	0.9246573	0.77968335	0.91661334	0.836303	0.90405583	0.9451721	0.8360534	0.8395025	0.9087499	0.93372756	0.8482521	0.9280311	0.93443894	0.88245344	0.9477146	0.88625276	0.82932746	0.88989913	0.9634855	0.9602077	0.9104169	0.9094264	0.8344577	0.8358793	0.7705421	0.90998286	0.83041114	0.79885304	0.90138626	0.9229929	0.93334913	0.9442336	0.9123695	0.77185476	0.7677734	0.960312	0.923079	0.85449064	0.7423271	0.8700711	0.9460601	0.91368836	0.95075816	0.88441896	0.87866163	0.8344562	0.8296856	0.8888182	0.87094283	0.88703537	0.8320289	0.86352116	0.94298536	0.92236525	0.91998076	0.91220516	0.8903448	0.7971215	0.6991	0.9620836	0.7005635	0.83499885	0.7571627	0.90848047	0.863287	0.8825839	0.8216011	0.9799884	0.85582596	0.8787408	0.85297394	0.83032846	0.8602692	0.88519514	0.9371429	0.91122055	0.84797466	0.9197575	0.9191097	0.9434928	0.8997633	0.9099771	0.88115644	0.8038514	0.8745351	0.78605986	0.8928355	0.8747448	0.9285138	0.9435767	0.9031416	0.8403015	0.8242403	0.75274336	0.85963345	0.8213482	0.87397933	0.82706666	0.9198276	0.89000535	0.7533681	0.9538447	0.85666823	0.9261843	0.9015199	0.9043263	0.8461431	0.9055215	0.930166	0.89419043	0.8990135	0.92441386	0.8490569	0.8501006	0.8808947	0.775456	0.847267	0.93676734	0.9093276	0.8375813	0.91797096	0.9068084	0.91599286	0.8440383	0.8669348	0.93073434	0.7970382	0.845245	0.83245695	0.84276676	0.921501	0.90867937	0.8706181	0.9363997	0.848777	0.9183488	0.88034385	0.8332826	0.86868626	0.76313156	0.9083844	0.9088044	0.7973155	0.8677126	0.8306495	0.8244799	0.8784114	0.91599303	0.9572186	0.824814	0.8528414	0.85225445	0.8955552	0.86052793	0.9055048	0.77233076	0.9205559	0.93501127	0.8516993	0.90505457	0.8172098	0.81918955	0.84995747	0.82258797	0.91979903	0.9411859	0.9130309	0.79785174	0.94325536	0.9209343	0.890516	0.88931	0.88066095	0.8220309	0.92975396	0.8554381	0.9293527	0.89118683	0.8944561	0.94067633	0.9061882	0.90560246	0.90863204	0.9539126	0.8780397	0.94990915	0.8165209	0.94648993	0.944435	0.9064998	0.8686479	0.89530873	0.92104983	0.873888	0.91582125	0.9243175	0.73603857	0.7210722	0.9375911	0.814229	0.9415411	0.8866229	0.8271042	0.8576246	0.9213683	0.8174104	0.87663954	0.93152267	0.9313648	0.863224	0.9270696	0.8623049	0.9164425	0.9615876	0.933603	0.9058333	0.8827108	0.7188558	0.9175889	0.9113213	0.7914628	0.91230464	0.81350744	0.83250767	0.82602894	0.82224274	0.87671363	0.7379519	0.8340199	0.7606394	0.74332833	0.9057566	0.9152001	0.8147507	0.8679946	0.9364257	0.81931496	0.78216475	0.9696649	0.808782	0.84820855	0.8204533	0.9081255	0.858669	0.82102424	0.9378584	0.8431919	0.8907264	0.91011065	0.7606543	0.9263998	0.8829436	0.95643854	0.76320755	0.7908196	0.8793128	0.8893955	0.92150944	0.92668504	0.9435202	0.8999559	0.90045905	0.9100824	0.87406206	0.9128097	0.82498235	0.7215823	0.8939544	0.9137651
aanklager/noun	0.81360704	0.90789247	0.0	0.8013286	0.8400892	0.8641689	0.8902707	0.71695054	0.86543643	0.8011387	0.8611361	0.83706445	0.8199746	0.92879355	0.6815994	0.7979994	0.84014416	0.7397832	0.8136647	0.71472657	0.77376854	0.82351947	0.8118639	0.4847139	0.8710585	0.8152429	0.87229395	0.9184364	0.7069992	0.84176254	0.8305737	0.7786852	0.6461495	0.9048405	0.93312806	0.7591347	0.84662974	0.7445946	0.95518357	0.92230237	0.9391287	0.6344217	0.83468056	0.6723842	0.90716076	0.9317279	0.770687	0.67211473	0.9117226	0.87123114	0.83503926	0.7370772	0.8823949	0.91556156	0.886236	0.7966951	0.86366427	0.6190571	0.75283086	0.9260349	0.89756536	0.8159369	0.91535217	0.8559527	0.7108605	0.90583104	0.8040623	0.67368555	0.73816884	0.79467285	0.8286642	0.90669215	0.8950259	0.8465943	0.83644986	0.8049745	0.8977842	0.7328002	0.7139562	0.86847574	0.8919697	0.76919615	0.7252186	0.73514616	0.9025257	0.8460771	0.8873832	0.84870577	0.91019773	0.7470944	0.84928256	0.86973274	0.9379445	0.8828985	0.9066386	0.70109415	0.7806685	0.76658523	0.85414904	0.85552645	0.90980285	0.876244	0.8297826	0.7959771	0.9280657	0.92278415	0.94903827	0.9211005	0.7407649	0.87209576	0.92662615	0.8116787	0.8664788	0.8094483	0.6585132	0.861052	0.9181707	0.8246557	0.71140516	0.7943886	0.88474196	0.6810957	0.65354353	0.92078435	0.78681946	0.9056854	0.8409022	0.84186983	0.87559414	0.9229669	0.8024856	0.8155968	0.95345277	0.84604657	0.63577986	0.8681205	0.89776397	0.8132094	0.7983415	0.90444285	0.8931146	0.855313	0.7874297	0.8749198	0.8594457	0.86070585	0.8458886	0.9126264	0.73562455	0.8913561	0.8018993	0.8380771	0.8503062	0.76080096	0.68720615	0.85873467	0.8586887	0.8973562	0.80371535	0.87535304	0.74560344	0.6923018	0.89306724	0.910688	0.8899648	0.88812685	0.9288088	0.8408081	0.8304857	0.77673256	0.843745	0.8400829	0.8124933	0.8749207	0.7313937	0.7738717	0.8691523	0.91027546	0.9341142	0.76587486	0.8152787	0.79089993	0.89459	0.7997108	0.81595075	0.7195276	0.63759625	0.83780575	0.9312711	0.7947023	0.8103661	0.7201272	0.811898	0.50154126	0.8574515	0.84494627	0.8930843	0.8734832	0.8210535	0.78583384	0.76475894	0.90751326	0.87649846	0.78234	0.8056643	0.85567904	0.7664052	0.9042662	0.52492833	0.8495113	0.8900154	0.8015061	0.8636438	0.77888143	0.85120064	0.8972451	0.8352649	0.88447523	0.83356607	0.85207623	0.9015855	0.9190095	0.88877654	0.83095366	0.8682786	0.8763318	0.83598405	0.93696445	0.8925401	0.85037655	0.88543516	0.9431674	0.8775859	0.766531	0.8556838	0.8947841	0.81112444	0.7921443	0.92033094	0.668199	0.8898076	0.7619939	0.899751	0.85586417	0.8968756	0.79861784	0.8657644	0.9279727	0.8295042	0.79662454	0.7973226	0.8773606	0.840774	0.8875111	0.8802609	0.80262935	0.8426791	0.88593036	0.81007534	0.83236796	0.8744935	0.8370479	0.63405055	0.74589694	0.89365035	0.8670654	0.81117606	0.79788536	0.83305246	0.7615971	0.77883816	0.6141921	0.9401139	0.7737728	0.81688905	0.7844743	0.81386906	0.7992013	0.70914614	0.75041854	0.8971743	0.8005214	0.6878568	0.8656398	0.68395644	0.81335026	0.7423742	0.7889499	0.7141442	0.76303184	0.53564143	0.8086566	0.7628206	0.7648362	0.7666833	0.91035897	0.8426794	0.80431056	0.7055593	0.5950726	0.6002108	0.94383764	0.91186273	0.8423933	0.89148945	0.74085283	0.9238152	0.8850109	0.8301738	0.87501216	0.87418383	0.72359335	0.83226377	0.8481143	0.8622521	0.87070453	0.8192503	0.85873747	0.90384316	0.87398136	0.8191849	0.8974817	0.91109294	0.8427517	0.7796509	0.90416723	0.8962569	0.8130908	0.9060627	0.7900257	0.9047374	0.8140102	0.89537793	0.9074811	0.8672912	0.9024324	0.73763335	0.68982923	0.9261607	0.64729315	0.8468159	0.86514527	0.88944113	0.65894747	0.8070545	0.8898827	0.8834296	0.90258783	0.8208964	0.87743783	0.8196465	0.8248861	0.9454505	0.7975288	0.9232329	0.8341376	0.8421327	0.90958846	0.8681399	0.7557198	0.87713504	0.6623317	0.82676035	0.7247553	0.82513785	0.7825428	0.8965738	0.5740738	0.8684169	0.80748934	0.8977969	0.81902385	0.86470234	0.7918287
bron/noun	0.8128274	0.923407	0.8013286	0.0	0.768415	0.8833178	0.90297216	0.9002052	0.8855115	0.8120727	0.8626834	0.8372948	0.9370116	0.94753003	0.79703647	0.74825025	0.8772405	0.772667	0.8218324	0.8320659	0.72642773	0.86003965	0.8804343	0.8705373	0.87860096	0.78597003	0.89672244	0.8888823	0.8459654	0.8117291	0.8168628	0.83721024	0.7971807	0.93861276	0.91246265	0.8713919	0.6868564	0.81924534	0.97044635	0.9431456	0.9643283	0.8159974	0.91926444	0.77538073	0.9160447	0.941682	0.8138626	0.92289835	0.90792894	0.8692794	0.8270919	0.7012801	0.7862239	0.9335086	0.8886535	0.83901906	0.7781937	0.9413081	0.901042	0.9071858	0.83163327	0.9098216	0.9335692	0.77686954	0.75577116	0.91124153	0.86274225	0.8022714	0.8291909	0.9016004	0.82940066	0.8605988	0.85206234	0.87138665	0.8793902	0.8616607	0.8352664	0.9160336	0.7963151	0.9130913	0.88258266	0.7489122	0.78865284	0.76050335	0.8518595	0.87183917	0.87704575	0.8612787	0.9205026	0.97740346	0.83265626	0.90236485	0.91770977	0.8474644	0.90295124	0.8516635	0.870366	0.8281014	0.8940079	0.80570954	0.9031178	0.9225943	0.84116477	0.8273258	0.9193025	0.94332373	0.93686044	0.913516	0.88201785	0.90528667	0.9330795	0.90023553	0.82531977	0.92475593	0.87961644	0.88443774	0.9684254	0.8762862	0.81907535	0.9027346	0.7842628	0.68930334	0.8098263	0.9454217	0.85514903	0.9030257	0.9104557	0.8211235	0.80955064	0.8611652	0.82614285	0.84196866	0.94705886	0.7929965	0.8754869	0.8938901	0.8898678	0.9323338	0.87137973	0.8618822	0.8463521	0.9011043	0.80659604	0.8412518	0.90213996	0.92259634	0.8743382	0.96794343	0.7839464	0.8703064	0.83460134	0.81952965	0.83396685	0.7911873	0.68939507	0.7938841	0.8259203	0.8667042	0.8869679	0.8678191	0.8778089	0.72676253	0.9067092	0.87119234	0.9474577	0.8777651	0.8649058	0.7796806	0.78011197	0.87981135	0.8411216	0.84116775	0.9360066	0.91554815	0.798133	0.8574224	0.81893975	0.85330087	0.8709155	0.885847	0.8959359	0.8653986	0.89093375	0.81052375	0.93364847	0.803328	0.8004083	0.810178	0.9243704	0.7807436	0.9089963	0.8077349	0.83554137	0.81775224	0.9235661	0.7483736	0.82395333	0.9090095	0.75263864	0.82912135	0.8374401	0.7827163	0.83066493	0.86176616	0.8400948	0.87991375	0.9349688	0.90601027	0.78670883	0.82790864	0.9581244	0.83368796	0.8367051	0.81656235	0.8905878	0.9318264	0.85676587	0.804535	0.74713707	0.9136908	0.9040655	0.9518337	0.9396001	0.8395086	0.919552	0.8441404	0.7756553	0.8648193	0.8552712	0.77576816	0.8415581	0.8942199	0.81845427	0.769346	0.90533125	0.81074125	0.91907924	0.8305224	0.94091636	0.7483915	0.8105554	0.8136001	0.83490443	0.8806049	0.8403994	0.84985054	0.8493418	0.91748077	0.7854241	0.85427094	0.8645509	0.88095564	0.8988116	0.94924724	0.8262504	0.8456758	0.7657716	0.879408	0.80127794	0.85400057	0.8771085	0.9032588	0.8517358	0.79479325	0.85916775	0.8659164	0.8809297	0.78510547	0.84418046	0.81457245	0.9573788	0.7397789	0.923427	0.83973116	0.8512376	0.8855018	0.91309154	0.7480109	0.7966627	0.8060082	0.7862103	0.7254072	0.8133056	0.90828264	0.75548744	0.7520757	0.88754106	0.8161425	0.89451796	0.8758391	0.84712166	0.7706193	0.8475536	0.93828243	0.7737134	0.800198	0.9512515	0.9148039	0.8322459	0.81137764	0.79916054	0.9159376	0.7979463	0.8950315	0.90186363	0.87951154	0.93070626	0.85382974	0.7925456	0.88523054	0.84947973	0.75505173	0.8796331	0.90916663	0.8170767	0.92286587	0.76926184	0.83623505	0.97466946	0.874547	0.8339205	0.91445893	0.897485	0.8705151	0.83056706	0.8526469	0.84958845	0.7704113	0.85493755	0.8832521	0.85856	0.7644496	0.887929	0.84501565	0.86295784	0.90043586	0.80241513	0.8313889	0.824913	0.6969011	0.8750219	0.8142561	0.88083553	0.7668892	0.7887605	0.8869838	0.85236025	0.9073066	0.78971463	0.863408	0.85523415	0.8587013	0.90397924	0.81757635	0.86889654	0.87635434	0.838037	0.9272339	0.91420895	0.81113017	0.9071891	0.7926596	0.8309277	0.8933995	0.8827541	0.80833894	0.91635853	0.8264523	0.82559514	0.6942904	0.91763383	0.8728566	0.82251835	0.8581177
gepubliceerd/adj	0.81731427	0.89177823	0.8400892	0.768415	0.0	0.88932383	0.896727	0.9056204	0.80244863	0.89405113	0.8504815	0.9377661	0.9063412	0.8433537	0.8570676	0.852145	0.7864106	0.83764625	0.8472477	0.7610947	0.77678746	0.85937095	0.8795094	0.8524257	0.8926062	0.9119363	0.9447926	0.9343724	0.86269027	0.8326478	0.81037813	0.85408753	0.778496	0.79094815	0.939647	0.8533967	0.72820294	0.8263188	0.9062028	0.9518396	0.8484161	0.8244821	0.8365468	0.7680088	0.95674676	0.9474986	0.914232	0.9048369	0.9140511	0.82475114	0.76688564	0.7583255	0.93609166	0.8622911	0.87011105	0.8708914	0.732361	0.9105613	0.8157954	0.93651307	0.86317086	0.8932425	0.7878104	0.748806	0.8542959	0.90028	0.86951315	0.884873	0.85194564	0.8329868	0.73613095	0.9056815	0.9047843	0.84625524	0.9257927	0.8478681	0.8736983	0.8300125	0.77730674	0.7837823	0.8998148	0.7506494	0.6477001	0.86805207	0.9104637	0.8359389	0.89487433	0.8930601	0.93056977	0.9580382	0.8972755	0.8987182	0.93417263	0.89452666	0.903341	0.8621328	0.8324805	0.888703	0.846506	0.88475704	0.9435385	0.9398896	0.83253187	0.8651084	0.9110562	0.9157505	0.930025	0.89078814	0.8527968	0.88400644	0.94635445	0.87385964	0.8709191	0.9200293	0.90033364	0.84183097	0.93705475	0.80227727	0.75888777	0.81476015	0.9136271	0.72854894	0.8678355	0.7964333	0.8249217	0.90025073	0.83796924	0.73924524	0.91261923	0.8963398	0.76559687	0.9142227	0.9542366	0.8988521	0.82118505	0.8346385	0.8668485	0.93514	0.83735245	0.78347737	0.8331007	0.86405706	0.8265759	0.8586424	0.8467763	0.90286565	0.9004487	0.8305397	0.8509654	0.7948092	0.8788322	0.84883845	0.89210606	0.8932922	0.77273047	0.85788405	0.90054417	0.88240683	0.8194306	0.8856176	0.94296896	0.7020745	0.9519644	0.9460437	0.77286625	0.9226087	0.83739555	0.72237676	0.9275285	0.8768753	0.86861837	0.82167995	0.93212765	0.9196412	0.83763015	0.87719256	0.84973335	0.7907227	0.9283188	0.88257843	0.89262235	0.88645405	0.93367034	0.8873573	0.856301	0.8697561	0.8631633	0.8206817	0.9132285	0.6979158	0.8413201	0.7908545	0.8624271	0.82744443	0.82270133	0.90305156	0.8560951	0.90061784	0.8040753	0.75554913	0.8612954	0.8022411	0.9201028	0.7871762	0.88876855	0.848497	0.90964425	0.928862	0.8682283	0.8464418	0.9115355	0.80323595	0.87586325	0.90612787	0.91777956	0.88307345	0.87145096	0.908603	0.6440917	0.7597836	0.86965245	0.8497646	0.8882108	0.90312743	0.92143935	0.87976146	0.89199734	0.915886	0.86682147	0.80589217	0.79453576	0.89014703	0.677811	0.836486	0.89892846	0.91333216	0.88579994	0.8309907	0.92597985	0.7952615	0.9275245	0.83844864	0.90898466	0.539907	0.87319547	0.8927979	0.8749266	0.941198	0.9116708	0.9264379	0.88513565	0.7914541	0.84566367	0.79009974	0.8927913	0.9305524	0.844693	0.8409157	0.88288355	0.86037135	0.8150176	0.89158046	0.9092773	0.84052056	0.88789	0.9134625	0.89754117	0.83385986	0.92486614	0.82466006	0.9376482	0.7765269	0.9212539	0.84529203	0.752684	0.84512603	0.89145476	0.687219	0.830075	0.81142646	0.78365815	0.88845754	0.85080475	0.8836951	0.7939287	0.8408315	0.90032667	0.90123665	0.8605304	0.8502317	0.8027361	0.8324783	0.87610537	0.8859185	0.87288195	0.8864513	0.8812869	0.8778958	0.8420433	0.8534303	0.80181426	0.8874144	0.77841574	0.8035852	0.93581426	0.806493	0.9116236	0.869434	0.82687765	0.7244575	0.89175683	0.8036113	0.8167915	0.86828876	0.78870034	0.8691645	0.8376201	0.8914961	0.94502527	0.882055	0.8881003	0.9068251	0.9309422	0.8608247	0.8529644	0.87791723	0.86056584	0.8014757	0.9042974	0.8724121	0.87827	0.78378654	0.913134	0.7391157	0.84280217	0.85498184	0.7764859	0.76612294	0.9175528	0.864801	0.9094632	0.83156466	0.88721204	0.7802752	0.86707795	0.9162916	0.927016	0.8982239	0.8115161	0.926209	0.89064294	0.9092558	0.95899236	0.87393343	0.9460044	0.91043216	0.7663754	0.9374089	0.90561354	0.9109545	0.91489315	0.84178174	0.8976772	0.8821339	0.7965648	0.8542825	0.91325957	0.7985979	0.8933835	0.60785735	0.9249453	0.9334388	0.8513211	0.8856473
