	eind/adv	schielijk/adj	word/verb	belast/adj	voor/adv	regel/noun	haast/adv	stam_nummer/noun	mogelijk/adj	inmiddels/adv	'96/noun	stem/noun	beslissing/noun	comité/noun	aanklager/noun	instructie/noun	dan/adv	rechtbank/noun	afgelopen/adj	regering/noun	dwing/verb	tegendeel/noun	stelling/noun	ijlings/adv	blijk/verb	termijn/noun	hoog/adj	ontslag/noun	gisteren/adv	beschuldiging/noun	gevangenis_straf/noun	verbied/verb	dochter/noun	ongelukkig/adj	december/noun	zitting/noun	voorjaar/noun	federaal/adj	roep_op/verb	kort/adj	telefoon_gesprek/noun	onteigening/noun	alles/noun	westen/noun	foltering/noun	stellingname/noun	genomen/adj	verboden/adj	internet/noun	wetswijziging/noun	betrokken/adj	veiligheidsmaatregel/noun	desnoods/adv	wapen/noun	getuigenis/noun	woord/noun	ook/adv	ministerie/noun	schoon_vader/noun	proces/noun	passage/noun	bereid/adj	protest/noun	zwak_af/verb	bedoeling/noun	altijd/adv	1978/noun	historisch/adj	al/adv	militair/adj	bezwaar/noun	verbod/noun	antwoord/noun	overigens/adv	staking/noun	boycot/noun	kort/adv	probeer/verb	mode/noun	drug/noun	feit/noun	handtekening/noun	echter/adv	vervolgens/adv	journaal/noun	uitspraak/noun	gemaakt/adj	vonnis/noun	zet_om/verb	februari/noun	nu/adv	druk/noun	leugen/noun	twee/noun	zondag_avond/noun	wijzig/verb	stroom_binnen/verb	zal/verb	contact/noun	bestuur_accoord/noun	zondag_morgen/noun	opgelegd/adj	brandweer/noun	weekeinde/noun	veroordeling/noun	moment/noun	doende/adj	snel/adj	definitief/adj	plots/adj	hof/noun	publiekelijk/adj	uitdrukkelijk/adj	vooralsnog/adv	beklaagd/adj	daarna/adv	directeur/noun	raadpleeg/verb	punt/noun	overname/noun	schriftelijk/adj	baat/verb	benoemd/adj	waardering/noun	bevel/noun	foutief/adj	woordvoerder/noun	uitslag/noun	politiek/adj	anders/adj	mededeling/noun	weiger/verb	oordeel/noun	doodvonnis/noun	braaf/adj	persbericht/noun	premier/noun	controversieel/adj	lijnrechter/noun	laat/adj	zinvol/adj	woensdag/noun	ongestraft/adj	vroeg/adj	in_vrijheid_stelling/noun	kan/verb	jaar_cijfer/noun	destijds/adv	programma/noun	nooit/adv	niet/adv	moet/verb	illegaal/adj	voorwaardelijk/adj	gerechtshof/noun	regeling/noun	leg_vast/verb	onderschrijf/verb	maandag/noun	weer/adv	voorstel/noun	zuiver/verb	vergissing/noun	decreet/noun	straf_af/verb	belangrijk/adj	functionaris/noun	begin/adv	vraag/noun	blij/adj	vandaag/adv	maatregel/noun	wet/noun	half/adj	vernietiging_kamp/noun	vonnis/verb	uitgeweken/adj	versoepeling/noun	verhaal/noun	baseer/verb	dus/adv	tegelijkertijd/adj	min/adv	constitutioneel/adj	2000/noun	bewering/noun	verdachte/noun	reden/noun	afspraak/noun	verschiet/noun	conflict/noun	meer/adv	stuntelig/adj	voordeel/noun	1/noun	intussen/adv	probatie_uitstel/noun	duur_voort/adj	heb/verb	openbaar/adj	laat/verb	financieel/adj	afschaffing/noun	ambitie/noun	verval/verb	dergelijk/adj	verkondig/verb	gebrek/noun	besluit/noun	beweer/verb	onder/adv	gebruik/verb	getuige/noun	inderdaad/adv	huiveringwekkend/adj	gepaard/adj	zaterdag/noun	parlement/noun	steeds/adv	wil/verb	minister/noun	kamer/noun	of/adv	formeel/adj	verklaring/noun	bezetter/noun	bekentenis/noun	aantijging/noun	september/noun	recht_zaak/noun	jas/verb	1993/noun	opvolger/noun	duidelijkheid/noun	onlangs/adv	rechter/noun	vast/adj	belofte/noun	vorig/adj	referendum/noun	federatie/noun	schort_op/verb	nieuws/noun	vrijlating/noun	valreep/noun	oorspronkelijk/adj	scheidsrechter/noun	meld/verb	charter_maatschappij/noun	keer/noun	vals/adj	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	blokkeer/verb	schorsing/noun	bron/noun	plan/noun	dictatuur/noun	rijs/verb	pers/noun	uitstel/noun	eerder/adj	benoeming/noun	keur_goed/verb	sta_toe/verb	1973/noun	beroep_commissie/noun	bekrachtig/verb	refs/noun	invoering/noun	stap/adv	week/noun	club/noun	Amerikaans/adj	voltallig/adj	maal/noun	geneigd/adj	standpunt/noun	gemeente/noun	vraag/verb	eventueel/adj	arrest/noun	stel_in/verb	gepubliceerd/adj	patent/noun	richtlijn/noun	augustus/noun	2001/noun	dring_aan/verb	sluit_af/verb	iets/adv	onmiddellijk/adj	amnestie_wet/noun	beroep/noun	gesteld/adj	democratisch/adj	wijsheid/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	voorganger/noun	raad/noun	fatwa/noun	schip/noun	vergeefs/adj	schrift/noun	vluchteling/noun
eind/adv	0.0	0.8137426	0.60860974	0.9310319	0.9709881	0.90295035	0.96890265	0.7867271	0.8776682	0.9008863	0.45529753	0.8953749	0.781003	0.83002853	0.89703894	0.9572439	0.8400383	0.769858	0.8752812	0.75839055	0.8733096	0.9419892	0.93960774	0.90350395	0.88662577	0.8461211	0.95027214	0.7071264	0.7884561	0.9293809	0.8856431	0.8385154	0.92511076	0.89911574	0.33575976	0.71501875	0.5364607	0.75003266	0.9277097	0.9386971	0.9275451	0.7943107	0.9414921	0.9860934	0.9499489	0.9079585	0.8584814	0.9520523	0.9604161	0.74446696	0.89331245	0.8858865	0.8745706	0.9334687	0.95704776	0.9610139	0.9117621	0.9136101	0.9306468	0.8463181	0.9385267	0.90912205	0.8349855	0.8367041	0.89046687	0.9454192	0.64076006	0.90704405	0.67773235	0.92321354	0.8775589	0.79508054	0.93170804	0.88920987	0.7158006	0.86756426	0.8343067	0.9404729	0.9810763	0.93381983	0.82269853	0.8548821	0.8529223	0.8947282	0.97680086	0.79170454	0.90168786	0.7119575	0.841462	0.3848021	0.8250418	0.9280019	0.92444956	0.92215824	0.8116354	0.8395573	0.9246339	0.6947254	0.9458275	0.7551736	0.86871755	0.87082875	0.9493402	0.7994903	0.77578914	0.9415953	0.94983065	0.8785336	0.6025518	0.8151151	0.7970924	0.9070739	0.8420639	0.908636	0.7901781	0.85832936	0.8958057	0.8831136	0.920811	0.7609006	0.8252021	0.926288	0.8717159	0.90818363	0.90668654	0.92011046	0.93671644	0.8552626	0.9034867	0.90344805	0.90587276	0.87022674	0.8324085	0.86059237	0.9544564	0.9022752	0.8388986	0.8531344	0.8616673	0.86946577	0.908894	0.57540643	0.93345034	0.92768264	0.8625283	0.9409849	0.6724603	0.8765759	0.8726265	0.9359433	0.94114834	0.7795066	0.91409475	0.8223985	0.77063715	0.7892055	0.81390584	0.9040054	0.59497225	0.9002453	0.77931774	0.8777754	0.890851	0.65736866	0.955602	0.9212364	0.94442564	0.13947958	0.94585633	0.8493419	0.7669821	0.85080725	0.7948445	0.97288406	0.97383076	0.65207016	0.9231324	0.8926717	0.9685168	0.9034386	0.8939383	0.92970103	0.94860065	0.8295087	0.3297726	0.94425595	0.9217174	0.8663831	0.86071604	0.8227924	0.9129004	0.97893447	0.9377385	0.79886377	0.3337943	0.76635456	0.7800839	0.93334997	0.89394313	0.8745046	0.8819436	0.9069021	0.87133205	0.94887483	0.7291245	0.87734145	0.9002257	0.9541552	0.7727375	0.94003177	0.95602715	0.969409	0.90619564	0.9008141	0.9460724	0.91970456	0.6075014	0.7353959	0.9372511	0.8460328	0.8070832	0.9003086	0.94949394	0.8056826	0.9189444	0.9420361	0.9120577	0.9234772	0.34840733	0.81946445	0.93546796	0.4470966	0.8778486	0.7346711	0.85163015	0.78677285	0.9517823	0.875415	0.44952488	0.74121785	0.8747443	0.6504203	0.91947174	0.85776347	0.8384726	0.82959276	0.8974208	0.823728	0.72750247	0.84860605	0.97587204	0.8330132	0.82907104	0.5859836	0.81513596	0.8609651	0.85007954	0.96253234	0.7338926	0.94739443	0.8816142	0.8998765	0.7420854	0.8408552	0.80712914	0.60892755	0.8931707	0.65745604	0.92164373	0.7032231	0.8680539	0.7806451	0.96813947	0.61325914	0.8396072	0.90688676	0.77602243	0.8612422	0.8878865	0.8640613	0.8445638	0.8489878	0.80707294	0.7269447	0.817212	0.7367397	0.8170357	0.8347839	0.3738652	0.3482411	0.8492578	0.5671096	0.9652843	0.86597025	0.70378816	0.85858774	0.92058676	0.89544916	0.8870913	0.8140009	0.9007647	0.8828772	0.90555555	0.84115523	0.8011745	0.8651681	0.8830903	0.87204474	0.94909126	0.96700704
schielijk/adj	0.8137426	0.0	0.8057306	0.8397501	0.9103995	0.9635645	0.8956789	0.96555674	0.8445453	0.863412	0.8642423	0.9352168	0.94305336	0.8506756	0.8679496	0.8421539	0.90332973	0.85778546	0.8701333	0.8488104	0.8121672	0.8460572	0.9028226	0.85785145	0.7990258	0.9506425	0.8721407	0.79944634	0.80217874	0.92052406	0.9523649	0.9226011	0.9203774	0.8801825	0.81672287	0.8628826	0.8465861	0.8865134	0.9048457	0.8174229	0.899476	0.9055864	0.92455274	0.94402146	0.9077423	0.88783514	0.8771922	0.90038764	0.88356423	0.8860619	0.8639097	0.9044409	0.8445785	0.8980152	0.90607125	0.8912079	0.8555411	0.8157898	0.9336622	0.9343664	0.9160993	0.8875593	0.8961732	0.7933177	0.9858096	0.8522107	0.92767406	0.9152595	0.81575906	0.840373	0.92511594	0.9669718	0.9503613	0.8616675	0.8153141	0.9323587	0.81123275	0.88307065	0.9268159	0.94581527	0.92521584	0.8890658	0.88605154	0.8277479	0.8408176	0.9277733	0.8228344	0.9164873	0.83468616	0.8240837	0.902968	0.9620266	0.8783732	0.8475672	0.80615866	0.8770185	0.7899644	0.85314375	0.90647745	0.84918	0.9304922	0.9417322	0.89785373	0.82546055	0.9093145	0.9682171	0.9204889	0.88606316	0.8528526	0.81754905	0.84904605	0.68769765	0.8771811	0.8839793	0.8707941	0.9048313	0.8293988	0.89091116	0.97163135	0.93380266	0.72018605	0.9175999	0.83706605	0.88639694	0.8478304	0.87703526	0.88481045	0.9325697	0.86878914	0.87451506	0.8573452	0.74049926	0.9151207	0.86812234	0.8518861	0.7570076	0.6909611	0.8247384	0.9885	0.8542432	0.91475356	0.8313987	0.8917429	0.9645607	0.91441286	0.9100909	0.7944707	0.86514413	0.8384767	0.8001674	0.91929454	0.8834922	0.85144925	0.9237012	0.8515099	0.89801556	0.92033863	0.829341	0.8322306	0.87593395	0.9179873	0.9370148	0.89275444	0.92969793	0.91820836	0.93762255	0.81940347	0.83023345	0.9435872	0.8530869	0.8304194	0.9356048	0.9225172	0.8984003	0.76833904	0.9122082	0.8135393	0.92670363	0.90587497	0.80747294	0.9360838	0.8482748	0.9220645	0.9085184	0.8637874	0.9320531	0.8623788	0.9100321	0.8444323	0.9140331	0.905006	0.9076251	0.84890866	0.9551297	0.8656837	0.8820166	0.9751148	0.7722131	0.8175974	0.8918785	0.8509277	0.84601766	0.97013795	0.9808673	0.90128756	0.86188036	0.7801856	0.8748185	0.8998734	0.89676124	0.8741665	0.85071564	0.84739864	0.92965	0.83729255	0.9049977	0.8613503	0.90438193	0.8329283	0.90354174	0.73490256	0.9917343	0.9273458	0.802116	0.88866407	0.89373213	0.85503566	0.88462096	0.8041623	0.89138263	0.8978465	0.87542415	0.8701852	0.9160913	0.84742093	0.850816	0.94452256	0.83831775	0.85887897	0.871946	0.9621837	0.8435911	0.8093404	0.86294997	0.86544883	0.89975953	0.9589914	0.7525336	0.8515084	0.8769985	0.82026887	0.95096475	0.86557233	0.8003799	0.80684173	0.92895365	0.9192664	0.79481614	0.91452277	0.9558783	0.8259615	0.8199593	0.9332464	0.825252	0.8663676	0.87373435	0.9263069	0.80357003	0.8779572	0.7878565	0.8506209	0.9346934	0.9180491	0.76778984	0.9394563	0.81074715	0.7892613	0.9108639	0.8069277	0.91156375	0.88259083	0.83758223	0.8961444	0.86285293	0.888983	0.79289156	0.87278104	0.94136477	0.7972852	0.87214243	0.8647266	0.86005056	0.8968317	0.8121493	0.92984676	0.9103691	0.88637614	0.94734764	0.95615846	0.8406141	0.9216676	0.96038866	0.8022809	0.78991646	0.87473047	0.89874387	0.79944456	0.81089705	0.85727143	0.8532761
word/verb	0.60860974	0.8057306	0.0	0.8475791	0.79259366	0.6470299	0.7296746	0.8329029	0.71045583	0.641111	0.73972356	0.793803	0.6321671	0.72306204	0.7359065	0.7038789	0.736544	0.65547633	0.78437847	0.5815947	0.7462065	0.85447675	0.6699803	0.7213066	0.7621378	0.7569797	0.882227	0.59513736	0.68604296	0.71132064	0.79856163	0.63177097	0.88731134	0.76489705	0.6180258	0.6558002	0.6671034	0.6662104	0.75838107	0.8277906	0.7422104	0.73201114	0.727038	0.82300866	0.7966252	0.6987524	0.584247	0.70010066	0.7040144	0.58459705	0.7149153	0.7145493	0.6516969	0.68648297	0.7325687	0.64557284	0.74223095	0.7473945	0.8445625	0.6665021	0.809757	0.76507217	0.66655767	0.7042105	0.79214805	0.88263756	0.676229	0.8274995	0.72251105	0.7353265	0.77630836	0.58338374	0.7938744	0.67843395	0.6272065	0.74442506	0.64373714	0.73932505	0.901262	0.7244468	0.7716991	0.69126034	0.6799967	0.47979623	0.8520168	0.66624886	0.69969285	0.5891795	0.68843174	0.6422779	0.69427913	0.73724127	0.80403286	0.780642	0.6412094	0.6159097	0.78171504	0.47855783	0.728795	0.66568047	0.76307124	0.69720125	0.68137026	0.7330184	0.64583254	0.8825491	0.8080691	0.7454093	0.57079315	0.794349	0.64343154	0.7650976	0.7165799	0.79026186	0.7399007	0.54844064	0.87217593	0.78629684	0.84487385	0.6781966	0.6893711	0.75543016	0.8318576	0.84817815	0.68873787	0.7127641	0.85464174	0.6928611	0.78081715	0.8165127	0.60280335	0.68645644	0.66806483	0.6585084	0.89202976	0.7493686	0.67288816	0.72015417	0.74390477	0.7161317	0.7641513	0.7179395	0.67878973	0.76201224	0.7146174	0.64293194	0.72561383	0.72186065	0.74900436	0.79654986	0.8100215	0.45021498	0.7244874	0.7713926	0.65792525	0.63175833	0.6945001	0.7786021	0.66459906	0.64960134	0.63490105	0.7400577	0.77748734	0.50448585	0.81536716	0.866272	0.788339	0.6283877	0.84977055	0.88527983	0.7491751	0.6226307	0.51287746	0.8812609	0.88772774	0.69437003	0.85351014	0.6786177	0.85596794	0.7982026	0.70390373	0.7313507	0.7678191	0.7461071	0.67363566	0.68863714	0.7249818	0.8017421	0.6620526	0.8626973	0.797819	0.8582982	0.7353445	0.77319825	0.65618974	0.6887079	0.8328861	0.7097657	0.74451244	0.7105427	0.6661812	0.82057357	0.74516624	0.775103	0.6865386	0.68782794	0.8014312	0.83267605	0.5764177	0.80925375	0.8381386	0.7524545	0.7433654	0.8322486	0.8813031	0.83176756	0.7884349	0.5527047	0.8055764	0.6609173	0.65650886	0.8344408	0.7665483	0.5792591	0.6830385	0.67417854	0.66986835	0.7131671	0.6185509	0.6721259	0.8644097	0.59170604	0.78771263	0.7313515	0.72286963	0.63628554	0.855528	0.7286066	0.6489874	0.6402198	0.7552183	0.64538527	0.7629489	0.6993791	0.73691046	0.7061276	0.76413333	0.69873476	0.71656597	0.76808405	0.7785088	0.70603406	0.67731476	0.6836407	0.76587206	0.65962803	0.76294833	0.7909663	0.58926404	0.81890154	0.7825612	0.7911889	0.713663	0.74420255	0.67587614	0.65189314	0.711461	0.6936323	0.8531835	0.6487615	0.85949266	0.6591345	0.77941513	0.6949817	0.81551874	0.81591475	0.6827135	0.7541519	0.7662219	0.6854855	0.6012145	0.79788256	0.6583203	0.6472043	0.7521045	0.7317289	0.77383894	0.5481626	0.64023495	0.6448001	0.7258881	0.66474104	0.8126902	0.5833882	0.71312904	0.7148598	0.8064579	0.7508562	0.8319248	0.6338483	0.7463218	0.81974703	0.78257596	0.78211933	0.66941404	0.78440094	0.7059796	0.8305093	0.76164055	0.79552764
belast/adj	0.9310319	0.8397501	0.8475791	0.0	0.81764114	0.85442793	0.8644633	0.92933744	0.71260816	0.71062845	0.91014624	0.95974356	0.76990247	0.7699169	0.520416	0.75476134	0.9360187	0.63203514	0.9593178	0.7713649	0.7104277	0.6985768	0.82380277	0.88773286	0.6590955	0.8790477	0.7494835	0.8476583	0.59945834	0.5450257	0.74824136	0.8051696	0.7589875	0.9088767	0.90604305	0.5848155	0.9032299	0.7240089	0.73464906	0.7739733	0.7549825	0.74758947	0.94823134	0.83655536	0.5177915	0.8278075	0.8730511	0.75750065	0.8959049	0.7917386	0.51950884	0.83352566	0.7179173	0.85723877	0.56082594	0.8495225	0.88997257	0.70147026	0.68854934	0.51362365	0.77928287	0.77627075	0.85335124	0.6612201	0.8934587	0.8712888	0.86592215	0.73587644	0.9160016	0.7393968	0.64147234	0.7740532	0.84613013	0.7647526	0.90367496	0.8571042	0.7058556	0.8057103	0.9130046	0.8416955	0.6026229	0.74660194	0.7016983	0.85256886	0.9404873	0.7033964	0.8695711	0.6833701	0.86919665	0.91658306	0.9309369	0.8319628	0.57925105	0.7771248	0.8058801	0.82229644	0.87867135	0.7985237	0.7152877	0.94594955	0.9093951	0.8484682	0.96454686	0.8788903	0.66252804	0.917627	0.8698584	0.86614084	0.85541576	0.8264155	0.5302469	0.64822686	0.75674224	0.817572	0.53266466	0.9127064	0.8989518	0.8560104	0.9448426	0.8997813	0.5538963	0.962489	0.7334318	0.91747135	0.6980881	0.73976743	0.7642563	0.896828	0.78716594	0.9129216	0.8226435	0.64293414	0.7612873	0.7270466	0.93428856	0.7966416	0.69304514	0.70965147	0.935983	0.87144417	0.85728735	0.8921904	0.8377185	0.9000512	0.8214779	0.8857193	0.9371745	0.5985464	0.9082693	0.8923601	0.9020441	0.89659196	0.7690009	0.79109967	0.63107324	0.76618034	0.73035383	0.6667819	0.84297	0.94424874	0.81076217	0.723682	0.8466887	0.8546422	0.9320032	0.7308872	0.678639	0.89276403	0.86713606	0.9313165	0.8054791	0.8329851	0.7980138	0.9316748	0.8016748	0.7408407	0.9377054	0.9052422	0.82110304	0.45198596	0.9167268	0.8388872	0.88175976	0.711818	0.9354096	0.61148953	0.4781683	0.8755976	0.8168442	0.86616576	0.87624466	0.9017108	0.8900882	0.8206062	0.9363436	0.7028185	0.9208648	0.8150364	0.69182	0.63180244	0.81704634	0.86874235	0.83878535	0.8951047	0.81713307	0.64603364	0.8089417	0.86971724	0.7568629	0.58060193	0.7336004	0.80429566	0.46399003	0.8352262	0.7351069	0.76478136	0.9863297	0.86128914	0.8452775	0.8532599	0.7909658	0.8715001	0.884099	0.60866	0.5210039	0.88288546	0.5909027	0.6206513	0.9373301	0.5311506	0.88652366	0.89866287	0.9068398	0.81917655	0.74987483	0.6067322	0.8713855	0.78858566	0.930657	0.83935326	0.81933653	0.75464684	0.95666033	0.728162	0.8760726	0.85080147	0.95520467	0.7343621	0.89967614	0.9757164	0.4879077	0.7679739	0.9032444	0.8413367	0.954885	0.83536315	0.8771801	0.70130587	0.84212124	0.8510094	0.8553566	0.73200727	0.7577781	0.67049706	0.77855873	0.81343144	0.7531543	0.82778704	0.8418762	0.7801968	0.8907329	0.89837307	0.95285076	0.92902714	0.9223145	0.6815219	0.88510245	0.9280207	0.87128097	0.8125584	0.8044659	0.70625174	0.730062	0.61881185	0.7000166	0.7383114	0.8520533	0.8136136	0.9613092	0.90829384	0.71392024	0.9250957	0.9495547	0.7325615	0.8403874	0.73786736	0.75200206	0.823007	0.8712959	0.82508606	0.75006247	0.8996206	0.8211132	0.8764645	0.82638204	0.9479732	0.8747278	0.79963666	0.73844653	0.75494367
voor/adv	0.9709881	0.9103995	0.79259366	0.81764114	0.0	0.9513817	0.8986268	0.98586065	0.9097463	0.91311824	0.9816272	0.9427255	0.911226	0.9602073	0.8805611	0.9257746	0.8773547	0.93593156	0.9723967	0.9448959	0.81702125	0.8211056	0.7587969	0.88734615	0.85752046	0.96327084	0.968637	0.96621716	0.9258619	0.8565317	0.9675137	0.9491015	0.8924575	0.933121	0.98666596	0.8903358	0.96130335	0.9558332	0.8974244	0.9421997	0.9326938	0.97445697	0.63427997	0.92227936	0.85635436	0.92096204	0.8393661	0.94045305	0.8381353	0.93988913	0.80806446	0.92018884	0.9182628	0.91466486	0.7950186	0.84540415	0.9375172	0.95666045	0.90302986	0.7410877	0.897081	0.8881327	0.932347	0.8419553	0.95884407	0.8667722	0.92309386	0.77111393	0.9119926	0.9205237	0.9539068	0.9626035	0.89865863	0.8821168	0.98316413	0.96166414	0.88788223	0.6547406	0.9292433	0.94011366	0.8578648	0.93157136	0.8648519	0.74410415	0.9692958	0.9340596	0.91190815	0.9322873	0.8470145	0.9728004	0.8713532	0.9043031	0.75692785	0.8759558	0.9127395	0.93966997	0.9261767	0.8726347	0.9473952	0.9595072	0.921116	0.93750477	0.9125525	0.97137076	0.96568173	0.93242866	0.5706243	0.9227482	0.94854	0.89225894	0.9168701	0.83955836	0.9344285	0.91005814	0.88000065	0.8050488	0.99487066	0.93235856	0.9776678	0.97445554	0.8935865	0.9405193	0.9604736	0.95909107	0.9209648	0.8466801	0.92906463	0.9069286	0.8940861	0.86604273	0.84202075	0.9092176	0.9309102	0.9345787	0.9247172	0.86784565	0.9382687	0.9143129	0.9524192	0.9264199	0.91525567	0.9794263	0.85228854	0.9034972	0.9303297	0.8440188	0.95466065	0.89909	0.8669075	0.929535	0.872706	0.79375553	0.93488324	0.97718835	0.9394715	0.94922906	0.79342175	0.86514103	0.97022974	0.819314	0.96197236	0.8503203	0.87584597	0.9516806	0.8567988	0.92678684	0.91690475	0.9818137	0.9736037	0.96212924	0.95141435	0.8934845	0.9556249	0.9380679	0.817447	0.97016895	0.97298175	0.9844691	0.8184549	0.8018863	0.9063534	0.8156327	0.8994417	0.9385822	0.97016466	0.79035676	0.83190155	0.97314715	0.947907	0.95043296	0.90781254	0.9219516	0.9404752	0.953831	0.97162944	0.90854234	0.9871007	0.74141574	0.9215564	0.9362188	0.8389904	0.97041464	0.96288955	0.78746915	0.87532914	0.8726615	0.71899605	0.94242066	0.9546567	0.87085205	0.92492056	0.9070569	0.8729831	0.9134034	0.79750454	0.92264074	0.9958949	0.9624525	0.8856394	0.8156122	0.96587896	0.9476363	0.9174566	0.90236914	0.85831976	0.85201776	0.8671726	0.85925037	0.9863806	0.884518	0.84039193	0.97845006	0.98251486	0.9442409	0.93726224	0.9166924	0.8810018	0.9233694	0.9762719	0.9711653	0.9475252	0.96205056	0.9687875	0.955567	0.95492834	0.91590506	0.93874466	0.925252	0.9791686	0.9567748	0.7500947	0.9529247	0.9352255	0.97521734	0.9574834	0.8944887	0.977993	0.86430836	0.8562066	0.93564236	0.943389	0.8491212	0.95623124	0.91905576	0.96556765	0.94627583	0.93303615	0.91332114	0.9502773	0.95283335	0.9786481	0.9410424	0.25160664	0.961786	0.8953672	0.9370508	0.9415858	0.9403467	0.94349754	0.8840842	0.9680367	0.96729356	0.9317559	0.9229799	0.9179361	0.88833636	0.91634816	0.92012846	0.9837099	0.96512806	0.98362714	0.95205903	0.9114509	0.92867047	0.9230785	0.9770431	0.9162537	0.91222864	0.8838992	0.92985135	0.8815564	0.8671817	0.8929744	0.93372273	0.977291	0.9782126	0.9236019	0.9227996	0.8785762	0.8166663
regel/noun	0.90295035	0.9635645	0.6470299	0.85442793	0.9513817	0.0	0.84616315	0.9573189	0.7166236	0.7845048	0.93919915	0.8687823	0.72896665	0.7925798	0.8381648	0.6466958	0.8661918	0.7989746	0.94248164	0.60680574	0.786463	0.8530039	0.7413106	0.73063695	0.89202535	0.59759235	0.8917738	0.81531644	0.81483305	0.76231897	0.8490875	0.55340254	0.9386593	0.8443367	0.8564271	0.8578165	0.87975705	0.6902336	0.85576034	0.91167504	0.86654294	0.8578444	0.7748036	0.8498373	0.80842197	0.77962756	0.80206543	0.685066	0.86168104	0.6728673	0.8311909	0.6513764	0.6927009	0.7980325	0.82401836	0.82548237	0.8514052	0.7117468	0.9318716	0.81945753	0.7145254	0.8375685	0.76185226	0.74922967	0.83865035	0.7973531	0.85495716	0.8945951	0.8932432	0.8360436	0.66628337	0.43569565	0.8162093	0.7225544	0.76924443	0.8145392	0.8347045	0.8754423	0.9381462	0.85453933	0.8539765	0.7200086	0.6826248	0.736449	0.9065157	0.7330765	0.67805016	0.7178534	0.6628138	0.90554345	0.76950645	0.81813174	0.83723235	0.92188275	0.90936595	0.61213183	0.88843423	0.65431654	0.7939049	0.7804122	0.9762399	0.5985682	0.9045423	0.9029721	0.77276534	0.83111936	0.941061	0.8289902	0.76333	0.8986124	0.7433309	0.86515	0.6569648	0.7328963	0.86906296	0.8059838	0.946967	0.7260604	0.88013375	0.8140704	0.7330527	0.88893664	0.81861144	0.87616193	0.8032993	0.82903576	0.8738928	0.8447294	0.80144763	0.8815412	0.8254466	0.72654784	0.7321063	0.76226616	0.7921926	0.8684094	0.8066336	0.74699116	0.9212833	0.89667064	0.81755596	0.91035616	0.7890598	0.9293236	0.6310302	0.81113195	0.9206723	0.8011936	0.79437304	0.8473711	0.72983557	0.61581516	0.79011136	0.7673928	0.8229158	0.40948284	0.55982167	0.6659306	0.88622844	0.8798428	0.58702207	0.8066246	0.86005515	0.5077038	0.86713374	0.90281296	0.85045666	0.91073203	0.8076251	0.7876777	0.844523	0.48218423	0.30828756	0.9101283	0.99626863	0.82763046	0.9553267	0.5462557	0.8587038	0.7923504	0.772149	0.6920533	0.7763804	0.6776294	0.8996944	0.801574	0.8245144	0.77985424	0.50641966	0.87177753	0.90283513	0.9274595	0.8635154	0.8093077	0.7802844	0.8155467	0.9811197	0.80514866	0.80520403	0.7816125	0.77233475	0.80616254	0.52017844	0.82904357	0.67200494	0.6449387	0.82792217	0.8371593	0.53253096	0.8844543	0.7658959	0.85121906	0.8831687	0.72015655	0.901161	0.7773958	0.9555594	0.656548	0.8144842	0.67976224	0.7227553	0.8314084	0.7762255	0.59287584	0.7635604	0.77671456	0.8273071	0.75402784	0.9369689	0.8254764	0.9282735	0.7141462	0.9086782	0.78060436	0.79643303	0.7102405	0.74428165	0.7503568	0.90727514	0.6349489	0.56096745	0.6628984	0.9472175	0.8649576	0.85848016	0.764835	0.86218077	0.89539546	0.86092997	0.92913795	0.87791514	0.87950367	0.81019044	0.9136475	0.933762	0.7008995	0.7640003	0.90425086	0.7428528	0.82003796	0.8517433	0.88501364	0.7194068	0.6873139	0.79040086	0.6604806	0.49264324	0.7601041	0.87882197	0.7106672	0.9165849	0.5543883	0.93423116	0.9109013	0.8529135	0.8498079	0.8939838	0.8664475	0.82383406	0.59773237	0.6219095	0.74919426	0.7018411	0.75664306	0.7236976	0.8649501	0.7547399	0.38018513	0.9517574	0.8946316	0.6435237	0.9043745	0.7798675	0.74364746	0.907743	0.78216004	0.6626655	0.6919948	0.85205704	0.64532435	0.8291305	0.7911391	0.8073142	0.82617617	0.7594943	0.8271573	0.9012905	0.9095159	0.711385	0.8628398
