	drukkerij/noun	symptoom/noun	mag/verb	droom/noun	stem/verb	tikkeltje/noun	bericht/noun	Crul/name	multi_etnisch/adj	nogmaals/adv	reëel/adj	Saddam/name	wel/adv	in/verb	alternatief/adj	maar/adv	leef_op/verb	sla_stuk/verb	alweer/adv	onafhankelijkheid/noun	genezing/noun	tij/noun	constructief/adj	alsnog/adv	Israëliër/noun	hoop/noun	ontleen/verb	veel/det	408/num	al/adv	echter/adv	IS/name	lucht/noun	slordig/adj	verbeter/verb	te/comp	die/det	onderzoeker/noun	geavanceerd/adj	brand/verb	tijd/noun	vooralsnog/adv	arts/noun	roofdier/noun	en/vg	breng/verb	iemand/noun	liefde/noun	kabaal/noun	ding/noun	gooi/verb	laat/adj	tevergeefs/adj	slot_set/noun	in/prep	wat/det	Francesco/name	Belgrado/name	DAT/name	laatst/adj	verbetering/noun	overleving/noun	spreek_uit/verb	weer/adv	koppig/adj	wacht/verb	groei/verb	doe/verb	plotseling/adj	zegen/noun	terug/part	Totti/name	vrees/noun	dus/adv	ben/verb	sterk/verb	materiaal/noun	schiet_af/verb	genees_middel/noun	lig/verb	opnieuw/adv	verdenking/noun	heb/verb	gezond/adj	Oosteuropees/adj	goedkoop/adj	op/prep	want/comp	beterschap/noun	Meggelen/name	verdien/verb	verdriet/noun	erkenning/noun	drijf_op/verb	Lede/name	dat/det	enig/adj	werk/noun	licht/noun	waarschijnlijk/adj	situatie/noun	kop/noun	ideaal/noun	afloop/noun	ervaring/noun	gelijkmaker/noun	we/pron	weinig/adj	vurig/adj	rijs/verb	teken/noun	vuur/noun	zijn/det	aanvankelijk/adj	verdwijn/verb	kielzog/noun	solidariteit/noun	mee/adv	universum/noun	overleef/adj	bevredigend/adj	hart/noun	leef/verb	put/verb	koers_stijging/noun	meer/det	hem/pron	garen/noun	ongetwijfeld/adv	troost/noun	technologisch/adj	theater/noun	daarom/pp	bevrediging/noun	Moskou/name	druk_uit/verb	terrorist/noun	vrede_regeling/noun	gooi_af/verb	heen/adv	stel/verb	gelul/verb	dat/comp	deel/verb	uit_weg/noun	vod/noun	om/comp	Newark/name	toepassing/noun	altijd/adv	want/vg	nieuw/adj	sla/verb	vaag/adj	ons/det	spoedig/adj	er/noun	plaats_DIM/noun	bedwing/verb	Di/name	houd/verb	nauwelijks/det	veeg/verb	nu/adv	China/name	lezer/noun	geschied/verb	vrede/noun	wanhoop/noun	over/part	Jaya/name	cosmisch/adj	extra/adj	daartoe/pp	groot/adj	huilbui/noun	oppositie/noun	geef_op/verb	jong/adj	boodschap/noun	geen/det	Xerox/name	mijn/det	verandering/noun	ze/pron	Wielerclub/name	pik_op/verb	iets/noun	rente/noun	hele/adj	Hoop/name	Irian/name	verhuur/noun	vreugde/noun	ijdel/adj	toch/adv	Beel/name	bewijsstuk/noun	rust/noun	stil/adj	pril/adj	nu/comp	familie/noun	hartstocht/noun	Amerika/name	verbrijzel/verb	bel_af/verb	vernieuwing/noun	meteen/adv	laat/verb	Al/det	flauw/adj	ieder/det	boor_in/verb	gevoel/noun	alle/det	blijf/verb	mij/pron	Kampen/name	hulpverlener/noun	Pieters/name	hun/det	me/pron	schouder/noun	toekomst/noun	punt_loos/adj	been/fixed	renner/noun	opinie/noun	Albayrak/name	druk_in/verb	beetje/noun	ooit/adv	kracht/noun	goddelijk/adj	vertrouwen/noun	verstook/verb	inspireer/adj	ondanks/prep	Servië/name	ellende/noun	lever_op/verb	er/adv	schoon/adj	loot/noun	belangstellende/noun	Org/noun	daar/adv	Blair/name	loop_mis/verb	geef/verb	gevestigd/adj	Goliath/name	stimuleer/verb	juweel_DIM/noun	pelgrim/noun	zoon_DIM/noun	vooraf/adv	staal/noun	Noord-Korea/name	schenk/verb	alleen/vg	puin/noun	zij/pron	leugen/noun	zo/adv	verzamel/verb	in/part	je/pron	nadien/pp	bos_gebied/noun	snel/adj	maar/vg	zak_af/verb	enig/det	besmeurd/adj	kind_DIM/noun	terug_match/noun	wek_op/verb	bovendien/adv	daarmee/pp	gras/noun	sprankje/noun	Engels/adj	dader/noun	mis_viering/noun	fan_club/noun	gooi/noun	koop/verb	credits/noun	door/comp	positief/adj	waarheid/noun	waardoor/pp	rotzooi/noun	Titanic/name	bodem/noun	sterf/verb	kom/adj	papier/noun	mis/part	dag/pp	blijf_over/verb	wek/verb	licht_DIM/noun	verwachting/noun	terug/adv	ik/pron	steek_aan/verb	Iran/name	al/comp	leven_DIM/noun	wereld_klasse/noun	ballast/noun	steeds/adv	townships/noun	Colombiaan/noun	voor/prep	vind_terug/verb	Palestijns/adj	de/det	hij/pron	conventie/noun	kennis/noun	even/adj	nuttig/adj	ons/pron	verwrongen/adj	tv_ploeg/noun	verg/verb	leven/noun	Brits/adj	uiteindelijk/adj	plaatselijk/adj	maar/comp	Bernd/name	gerechtigheid/noun	Kennedy/name	veel/adj	dialoog/noun	zet/verb	rente_verlaging/noun	binnenkort/adv	reclame_maker/noun	angst/noun	en/comp	dan/adv	geld/noun	nog/adv	blijk/verb	stang/noun	talent/noun	uit/part	alles/noun	geraak/verb	levend/adj	lijk/verb	heb_op/verb	behoed/verb	Bistiaux/name	onzin/noun	leer/verb	Belgisch/adj	kortom/adv	stort/verb	horizon/noun	zorg/verb	scheel/verb	internationaal/adj	cent/noun	achter/adv	feit/noun	en/adv	incasseringsvermogen/noun	verlies/verb	publiek/noun	rechtvaardigheid/noun	redding/noun	gelid/noun	goed/adj	definitief/adj	krijg/verb	jongere/noun	Fiat/name	thuisploeg/noun	verlies/noun	belegger/noun	politiek/adj	balanceer/verb	paradijs/noun	rommel/noun	miljonair/noun	grond/noun	één/num	einde/noun	weinig/det	westers/adj	overlast/noun	alvast/adv	vestig/verb	op/part	rechtvaardig/verb	1-5/name	Zwaan/name	ingevallen/adj	verzet/noun	make-up/noun	bied/verb	nazi_Duitsland/noun	heel/adj	bestaan/noun	succes/noun	vooral/adv	medelijden/noun	geduld/noun	koester/verb	poen/noun	mens/noun	daar/noun	Pinte/name	kost/verb	daardoor/pp	haar/det	jullie/pron	natuurlijk/adj	herstructurering/noun	toen/comp	zonder/prep	resultaat/noun	allicht/adv	ongenade/noun	vals/adj	kijk_cijfer/noun	tussen/prep	dag/noun	zie_tegemoet/verb	zielig/adj	potentieel/adj	sommig/adj	bevat/verb	Fuji/name	rumoer/noun	benzine/noun	Amis/name	menswaardig/adj	een/det	schuld/noun	gloor/verb	onderweg/adj	irritant/adj	herstel/noun	gezeur/noun	E-Plus/name	geluk/noun	waai_over/verb	wij/pron	latex/noun	reddingswerker/noun
drukkerij/noun	0.0	0.8926549	0.87641203	0.9306824	0.9256461	0.90403116	0.83779275	0.9233843	0.9029219	0.86074424	0.8845012	0.90778273	0.92900133	0.8593846	0.83065623	0.92478746	0.8670139	0.8462775	0.8389343	0.91864496	0.88700616	0.9047675	0.8764282	0.83782446	0.8804812	0.8962417	0.8724488	0.8796212	0.90017444	0.8327042	0.8846773	0.9134906	0.9054097	0.83664805	0.89133644	0.8041991	0.86618745	0.8452843	0.77077466	0.8886812	0.89544326	0.86124456	0.85010314	0.8850243	0.7801012	0.9129714	0.9002732	0.931647	0.89153767	0.9260418	0.9177654	0.8724319	0.86793995	0.936791	0.75571966	0.8928879	0.90612924	0.8694764	0.77683175	0.8891945	0.8779462	0.9120596	0.90587103	0.88276476	0.87710804	0.9114897	0.87691	0.93383133	0.8880813	0.8679456	0.89589703	0.9294771	0.88452184	0.8663971	0.8604259	0.8805047	0.75119597	0.8501252	0.80585146	0.87100005	0.8093251	0.88514376	0.86574197	0.9087921	0.8153801	0.81753045	0.850008	0.902715	0.87633705	0.9242941	0.91182303	0.91977584	0.89914405	0.8702516	0.84884846	0.9165158	0.89420575	0.8412402	0.9127059	0.86497617	0.90560055	0.9017973	0.89434373	0.93344474	0.9147057	0.9090608	0.8526877	0.8858582	0.89331025	0.88770556	0.9255415	0.88707113	0.8681759	0.8715472	0.82465726	0.8574382	0.8936091	0.86848813	0.876045	0.865746	0.8671968	0.9114724	0.9103201	0.87969387	0.8886133	0.8612301	0.8907351	0.84279144	0.8985204	0.92182326	0.8076532	0.8364524	0.8495921	0.92294097	0.8681375	0.94389784	0.8836982	0.9204576	0.9027468	0.90705824	0.8954797	0.94664985	0.91233546	0.9024061	0.8683525	0.88523453	0.8226902	0.9099854	0.81182754	0.9115491	0.8917529	0.7563319	0.9288861	0.9222469	0.8434016	0.8417406	0.93500394	0.845019	0.89420503	0.8994506	0.9318722	0.83934325	0.8889514	0.8645364	0.83870983	0.8460704	0.844021	0.9199331	0.905519	0.8804076	0.8792716	0.89462197	0.82004374	0.8105477	0.85300195	0.9356251	0.89894503	0.8893527	0.90625536	0.898069	0.8945558	0.8062481	0.89675057	0.9167103	0.8447455	0.87806624	0.86821043	0.8989797	0.89783883	0.88983023	0.88639724	0.8874069	0.8180052	0.9136734	0.9135344	0.9192391	0.8455422	0.85045475	0.9053609	0.8817805	0.88268024	0.8515986	0.84925926	0.89380014	0.8844628	0.8612381	0.88148713	0.838473	0.86784464	0.90875506	0.82756245	0.9267745	0.8783729	0.9109633	0.9351181	0.8177285	0.8810365	0.9374597	0.8021954	0.8438978	0.8703357	0.82382095	0.9336819	0.93838924	0.885598	0.90284646	0.916023	0.8724066	0.89513904	0.93542206	0.89193916	0.94013196	0.88305825	0.91052926	0.89697933	0.91958165	0.8660445	0.86905086	0.8875795	0.88054824	0.91697836	0.8588065	0.8431171	0.88992095	0.80984277	0.8129693	0.910973	0.8343395	0.92413014	0.87585044	0.92675126	0.7653246	0.90625125	0.8452785	0.8485543	0.8589244	0.8764072	0.8729497	0.80659527	0.8713869	0.8569597	0.8565287	0.8473143	0.8273243	0.9130131	0.9023193	0.8202534	0.89579064	0.8982126	0.8105237	0.84095645	0.8868535	0.88700897	0.83201104	0.8901075	0.877387	0.88868016	0.9000608	0.90857023	0.80231416	0.85196495	0.9121337	0.93193465	0.8738229	0.87538326	0.9016757	0.8207392	0.90416086	0.8191867	0.90935516	0.82321554	0.91629696	0.9295125	0.7886261	0.86076814	0.86576617	0.88970625	0.91169274	0.8596715	0.8245111	0.8900593	0.8757896	0.8474946	0.9241455	0.8672158	0.90133893	0.855831	0.92082524	0.85617155	0.87170357	0.9281375	0.8967507	0.8911753	0.8924756	0.8714243	0.91533333	0.88267934	0.82026815	0.844928	0.8884531	0.7647293	0.8661382	0.8851459	0.85982895	0.9011786	0.8699298	0.906934	0.9312199	0.8922542	0.83160746	0.89587605	0.8303685	0.8735802	0.8134801	0.9182246	0.87184924	0.90131855	0.8988512	0.8923083	0.90310043	0.91002536	0.89613944	0.74976146	0.87457144	0.9353043	0.9236341	0.9063041	0.84664	0.889778	0.89794296	0.9063222	0.8751403	0.90227723	0.87865925	0.8710044	0.9017173	0.92096865	0.88491267	0.85851514	0.9411563	0.9317501	0.9321824	0.81572	0.8889434	0.8536369	0.882648	0.88695496	0.927398	0.8557593	0.88882655	0.87974745	0.905555	0.92936635	0.93897295	0.88324875	0.90734947	0.9040302	0.85943186	0.87731606	0.9058044	0.85000336	0.87253886	0.85042053	0.7565823	0.8952461	0.8702797	0.87988937	0.89352524	0.8843405	0.86892676	0.8392006	0.8378717	0.83439565	0.87077975	0.90678805	0.8971614	0.8876007	0.8774357	0.8328994	0.7737132	0.8998269	0.8906479	0.9173893	0.8533835	0.9069189	0.8912055	0.89155054	0.84509695	0.8766168	0.87168413	0.88688886	0.8855734	0.85375	0.92148626	0.9174089	0.9056014	0.9099612	0.87050956	0.9372252	0.860038	0.85342133	0.7996008	0.87674904	0.91453	0.93600404	0.7589395	0.861961	0.8703971	0.8993211	0.8760458	0.91029316	0.8476863	0.8995063	0.87525105	0.87586427	0.8804579	0.91833365	0.8509806	0.89319503	0.8324532	0.82165086	0.86530375	0.8457335	0.8887961	0.9078433	0.78017247	0.8508988	0.9036163	0.86609733	0.9012487	0.8920001	0.9155002	0.8283008	0.9485229	0.8743982	0.8638125	0.9188926	0.87299657
symptoom/noun	0.8926549	0.0	0.8557521	0.88411427	0.9127811	0.87880987	0.8419267	0.89670205	0.89085126	0.85331994	0.80844903	0.8688402	0.8285445	0.87912774	0.8057034	0.85307133	0.84078676	0.93047273	0.8846927	0.8855953	0.6712841	0.89023757	0.8730921	0.9051268	0.8317592	0.85106564	0.8361417	0.7533988	0.9572938	0.8405861	0.75450987	0.9238306	0.8778473	0.8760873	0.8403803	0.80483794	0.7352442	0.74158436	0.8269912	0.899882	0.87547326	0.8221182	0.66959476	0.8060086	0.78528607	0.8918863	0.75984466	0.8385037	0.84154373	0.77807707	0.9314743	0.8984139	0.8701686	0.91837597	0.8816476	0.82789844	0.9351357	0.9076905	0.89577836	0.88605386	0.81584847	0.79876316	0.90604347	0.8496839	0.8081106	0.88794816	0.85390204	0.8780761	0.7562766	0.8660174	0.91823626	0.9002152	0.76582485	0.83471215	0.76603615	0.84243405	0.7917435	0.8415294	0.66498315	0.90399146	0.86606634	0.8184978	0.83078194	0.7505636	0.80734885	0.8551303	0.892678	0.79724634	0.834195	0.9290275	0.9004761	0.7671062	0.858366	0.86952627	0.9314102	0.7989508	0.8852063	0.8479226	0.861462	0.7632609	0.72425634	0.87761664	0.8130965	0.87454355	0.7914376	0.9329905	0.8412956	0.8278881	0.86149585	0.8335507	0.7169174	0.8856678	0.8529592	0.82351875	0.8300967	0.8663106	0.83970445	0.9250419	0.8089735	0.8183471	0.81599337	0.9001727	0.80954355	0.86144847	0.86085546	0.8318195	0.84725595	0.86614347	0.7973599	0.85629565	0.7901517	0.8911246	0.8181659	0.82296526	0.9127218	0.8397779	0.8200652	0.89635503	0.8912527	0.8983974	0.91268945	0.90807956	0.79228854	0.8871033	0.80618083	0.90404165	0.83658046	0.97601193	0.7684313	0.8226069	0.826589	0.8825479	0.92003304	0.74729776	0.8617567	0.8077467	0.88223475	0.93455607	0.8144934	0.92919636	0.8941128	0.7875478	0.8778072	0.8540793	0.87394494	0.8285636	0.7986338	0.89245665	0.78106594	0.91101205	0.9115264	0.80051374	0.8971013	0.8538966	0.84390604	0.8374066	0.89179593	0.8997613	0.85948104	0.84433806	0.82952905	0.8860667	0.84681994	0.75811493	0.7696531	0.9650882	0.8688765	0.82022053	0.8639912	0.90291315	0.9185484	0.9305781	0.9034671	0.8479905	0.83918065	0.83174103	0.9245302	0.8252109	0.9140061	0.8684614	0.84583735	0.8397805	0.8766931	0.82769537	0.86132884	0.90708566	0.88098615	0.8486502	0.8515291	0.88407344	0.8411055	0.84474593	0.81987035	0.88857925	0.77542514	0.807991	0.8590776	0.85061526	0.91753834	0.7316728	0.9303237	0.78433156	0.8634997	0.89454776	0.89067525	0.9484128	0.8992771	0.8712927	0.82388294	0.9040392	0.836203	0.86009777	0.87301916	0.80509436	0.81675506	0.88592184	0.82758856	0.83670753	0.7934247	0.88143456	0.73807657	0.83904374	0.7897148	0.88099575	0.86921614	0.8708769	0.96082443	0.8532192	0.8873596	0.88211167	0.8962324	0.88073444	0.9234977	0.8275494	0.8562538	0.8612174	0.8692784	0.822937	0.8090467	0.8526781	0.9134423	0.7949382	0.8802478	0.7524383	0.8173034	0.8005615	0.8910036	0.91236913	0.80818224	0.8720691	0.8943923	0.8134836	0.7913449	0.9378604	0.7967035	0.8937698	0.85095155	0.9408344	0.76547176	0.7220732	0.83782434	0.882941	0.8986942	0.89875984	0.85363317	0.9211655	0.90783	0.925596	0.90459937	0.8935922	0.7880256	0.8441979	0.85165167	0.73300326	0.83001065	0.88666385	0.8632637	0.7636919	0.9127908	0.88388515	0.8711015	0.8057178	0.8481782	0.849281	0.8439205	0.8803706	0.9064793	0.85351133	0.85678256	0.87456775	0.810577	0.8590325	0.90915316	0.8333764	0.72101164	0.9064444	0.8671732	0.86374235	0.8736116	0.87751365	0.8391556	0.8195284	0.8467921	0.78721935	0.86068416	0.8159902	0.85907763	0.82541955	0.9013414	0.80642587	0.8289075	0.90540004	0.8750069	0.891325	0.81222075	0.9190451	0.87685525	0.8943653	0.7732847	0.84427464	0.9528132	0.8433537	0.89274406	0.84271467	0.67064846	0.8460744	0.85185754	0.92066145	0.834591	0.79301393	0.8979925	0.8295622	0.9167426	0.86161447	0.9005894	0.8147102	0.8188969	0.8690921	0.7935168	0.9437196	0.8575071	0.84429944	0.913642	0.7712543	0.8969908	0.82845926	0.83479226	0.88858736	0.8739013	0.9411299	0.87835383	0.787223	0.8576848	0.8902128	0.91661114	0.84536904	0.85098886	0.89182746	0.84424716	0.85217834	0.90336704	0.8659578	0.7985717	0.87695026	0.902967	0.86166877	0.84490633	0.8170859	0.8681658	0.8653377	0.8236553	0.828152	0.9147781	0.8499421	0.9137731	0.8272844	0.7854458	0.72122717	0.89185363	0.9152335	0.8520703	0.7912459	0.9849434	0.9001273	0.9301998	0.8380091	0.8537108	0.8425009	0.87964255	0.8574674	0.8329606	0.85200775	0.7888942	0.8284022	0.89153117	0.85005856	0.92076325	0.7340554	0.8879477	0.9489976	0.91666156	0.7437115	0.8417161	0.87306607	0.81768566	0.8610921	0.86763954	0.81694376	0.81490386	0.86804175	0.9059894	0.85594666	0.8195602	0.8798442	0.88150185	0.8649091	0.8121271	0.769009	0.74326503	0.78681564	0.9444606	0.8031849	0.8855033	0.9050134	0.8299646	0.7658726	0.84746677	0.8713364	0.8682822	0.78995514	0.7948661	0.8589921	0.9137897	0.8905256	0.8571441	0.82046175	0.8709082	0.87164116
mag/verb	0.87641203	0.8557521	0.0	0.8256485	0.83789957	0.81114304	0.91760296	0.8958115	0.89392716	0.78942287	0.8601731	0.8683212	0.72109586	0.8361751	0.87297064	0.68386054	0.87011266	0.89672893	0.77530015	0.8561268	0.8274916	0.87287974	0.8541936	0.7457752	0.8558855	0.8348812	0.87488145	0.7839009	0.9378309	0.8122188	0.7386099	0.9353078	0.8767242	0.85713995	0.8993803	0.6743764	0.7339022	0.87258387	0.8829505	0.8430805	0.84575474	0.7889822	0.79634804	0.8581544	0.8045548	0.9010357	0.6914991	0.8544588	0.8524838	0.79645693	0.8566271	0.84782773	0.8550258	0.9017989	0.8975707	0.75600445	0.90317374	0.88422257	0.8500879	0.8060303	0.9106504	0.8982202	0.8867552	0.729508	0.81226057	0.7956801	0.91192573	0.7825596	0.8455702	0.82453763	0.8633777	0.8693769	0.86018825	0.6114551	0.79207456	0.8597673	0.8452513	0.83244085	0.81517416	0.8752856	0.745644	0.8457026	0.7367568	0.8091394	0.86819214	0.807222	0.8502552	0.65136284	0.8065693	0.91447806	0.8142474	0.8528696	0.8203045	0.87864745	0.89443696	0.7299316	0.862199	0.8651371	0.8734803	0.7842433	0.87777126	0.8834649	0.85967815	0.7708499	0.86981213	0.85890615	0.57575434	0.8057442	0.84650344	0.8712989	0.879097	0.9146397	0.8092593	0.8059206	0.8787224	0.8669199	0.87090814	0.72104824	0.885155	0.87802756	0.8344597	0.86214876	0.8300327	0.8817028	0.89973325	0.820742	0.7318934	0.8873001	0.8153614	0.83702826	0.8880218	0.9192013	0.7102885	0.8431743	0.88593066	0.88925564	0.8727635	0.90525836	0.86527234	0.86494803	0.8518617	0.8542935	0.7327165	0.863974	0.865157	0.8575865	0.7484299	0.95640963	0.876886	0.72613704	0.648212	0.8634516	0.8939024	0.85247964	0.7743399	0.8207912	0.74210906	0.8621023	0.8637716	0.92432964	0.8652106	0.8123846	0.8699561	0.6914724	0.87955093	0.8169216	0.8002117	0.87367713	0.8791182	0.88915265	0.9070942	0.89336133	0.8198885	0.81287	0.9032919	0.8884565	0.8738174	0.83106065	0.872661	0.8328148	0.7504856	0.91847503	0.7515576	0.89699763	0.60060036	0.93229675	0.834872	0.7562361	0.85772073	0.86400545	0.89207107	0.907275	0.87417555	0.8447973	0.80977315	0.65256166	0.8984087	0.85051274	0.8520182	0.84963715	0.8670385	0.7722352	0.8553022	0.84528965	0.8659429	0.9084325	0.86054105	0.9198662	0.7667723	0.7092134	0.7724166	0.84599096	0.7490665	0.88508534	0.841287	0.80466294	0.7767379	0.70287716	0.8651929	0.83292335	0.90833294	0.7260827	0.7478504	0.87243664	0.8590013	0.9051163	0.9187494	0.8213994	0.85342413	0.8919867	0.86290246	0.760973	0.76175076	0.86531675	0.82201046	0.8266654	0.83442295	0.8669051	0.89262617	0.88389397	0.8400341	0.85996795	0.7343219	0.8578496	0.8487124	0.82631165	0.9401694	0.7024343	0.85639095	0.790766	0.84191203	0.9166621	0.9029762	0.8565457	0.8744463	0.8301107	0.85564864	0.75421107	0.8657499	0.8657536	0.8125832	0.8590975	0.8902124	0.629856	0.8400878	0.8001077	0.8822907	0.8682337	0.62359	0.7306773	0.89283216	0.823135	0.69780725	0.8650523	0.8244292	0.8722452	0.81088424	0.8524779	0.88337564	0.72266793	0.836375	0.8454139	0.88672364	0.90321034	0.871171	0.85988224	0.8606548	0.84943426	0.8075395	0.878549	0.7491739	0.85172486	0.84280217	0.7915156	0.7859798	0.87442005	0.89794624	0.8852764	0.829274	0.8381878	0.8078157	0.80353403	0.81626487	0.8855558	0.8481785	0.8685108	0.7925529	0.6109406	0.8522494	0.88562566	0.68660605	0.83734643	0.8928158	0.85979575	0.79694986	0.9145154	0.8443273	0.77711225	0.8798031	0.9033212	0.85178	0.661729	0.84850836	0.862515	0.74050415	0.82621837	0.7033713	0.895555	0.8712843	0.8702557	0.84820515	0.9113917	0.77036047	0.8427536	0.6732137	0.87852454	0.8411294	0.896224	0.77499616	0.8948447	0.9073803	0.875746	0.7569849	0.83638155	0.87148726	0.62625945	0.6057679	0.8078525	0.7059209	0.864154	0.86353296	0.8411823	0.8478687	0.77932954	0.82080513	0.8625862	0.83927476	0.81932175	0.8485219	0.87091166	0.80969214	0.79090464	0.8390722	0.8173903	0.8783857	0.8925433	0.88337076	0.78059137	0.889101	0.8593508	0.8522159	0.8453858	0.7703534	0.8818956	0.8609303	0.8340399	0.85685825	0.8514506	0.89004964	0.804451	0.8316132	0.7963165	0.83259046	0.88379186	0.8290733	0.93055815	0.8393753	0.8881312	0.8931981	0.8473059	0.8110218	0.84479123	0.8720035	0.81896484	0.9187617	0.82571626	0.8903532	0.84471864	0.7496785	0.92903155	0.86155725	0.81669945	0.96932787	0.86507964	0.87801415	0.9037731	0.82818455	0.8769828	0.88640666	0.8400966	0.8775594	0.8636651	0.8518116	0.78887856	0.80308443	0.8393266	0.821488	0.786406	0.7329794	0.88532794	0.87692124	0.8103131	0.8206299	0.6411449	0.7224015	0.90142405	0.8121134	0.7578085	0.8670337	0.7211598	0.91988677	0.82999504	0.8332391	0.90647256	0.80799776	0.84101295	0.7768742	0.8341947	0.7079545	0.88887906	0.93239355	0.87047774	0.8365803	0.9046709	0.8563298	0.8271707	0.86943585	0.8518944	0.7840683	0.829064	0.9052743	0.8276259	0.886142	0.79032546	0.89082754	0.57525086	0.8965036	0.8529705
