	troost/noun	loot/noun	droom/noun	belangstellende/noun	geld/noun	bevrediging/noun	reëel/adj	blijk/verb	loop_mis/verb	stang/noun	in/verb	geef/verb	druk_uit/verb	vrede_regeling/noun	alles/noun	telefoon_gesprek/noun	leef_op/verb	injecteer/verb	stel/verb	pelgrim/noun	genezing/noun	lijk/verb	verlossing/noun	heb_op/verb	gelul/verb	onzin/noun	uit_weg/noun	vod/noun	leer/verb	Belgisch/adj	toepassing/noun	ontleen/verb	veel/det	staal/noun	al/adv	horizon/noun	nieuw/adj	vaag/adj	scheel/verb	ons/det	incasseringsvermogen/noun	plaats_DIM/noun	slordig/adj	verlies/verb	schenk/verb	die/det	puin/noun	nauwelijks/det	veeg/verb	redding/noun	goed/adj	vrede/noun	wanhoop/noun	krijg/verb	tijd/noun	en/vg	breng/verb	liefde/noun	groot/adj	kabaal/noun	ding/noun	oppositie/noun	geef_op/verb	schep/verb	boodschap/noun	rommel/noun	geen/det	enig/det	gooi/verb	laat/adj	mijn/det	verandering/noun	in/prep	kind_DIM/noun	wat/det	Francesco/name	één/num	terug_match/noun	einde/noun	weinig/det	verbetering/noun	overleving/noun	overlast/noun	spreek_uit/verb	wek_op/verb	rente/noun	vestig/verb	weer/adv	hele/adj	daarmee/pp	groei/verb	rechtvaardig/verb	sprankje/noun	doe/verb	vreugde/noun	zegen/noun	geef_uit/verb	ijdel/adj	koop/verb	vrees/noun	rust/noun	waarheid/noun	ben/verb	sterk/verb	materiaal/noun	pril/adj	rotzooi/noun	schiet_af/verb	stil/adj	bied/verb	genees_middel/noun	lig/verb	heel/adj	vooral/adv	conflict/noun	sterf/verb	geduld/noun	koester/verb	heb/verb	bel_af/verb	poen/noun	laat/verb	op/prep	ontneem/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Al/det	verdriet/noun	flauw/adj	leven_DIM/noun	haar/det	ballast/noun	enig/adj	werk/noun	alle/det	voor/prep	afloop/noun	blijf/verb	herstructurering/noun	zonder/prep	de/det	ervaring/noun	gelijkmaker/noun	hulpverlener/noun	kennis/noun	geloof/noun	hun/det	vals/adj	vurig/adj	weinig/adj	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	rijs/verb	teken/noun	verg/verb	zijn/det	renner/noun	bevat/verb	rumoer/noun	solidariteit/noun	benzine/noun	druk_in/verb	beetje/noun	staar/verb	een/det	gloor/verb	veel/adj	put/verb	herstel/noun	gezeur/noun	vertrouwen/noun	koers_stijging/noun	zet/verb	geluk/noun	meer/det	waai_over/verb	besta/verb	inspireer/adj	ondanks/prep	ellende/noun
nauwelijks/det	0.8161063	0.8114689	0.8749941	0.76780605	0.7785469	0.8278698	0.71936035	0.8113415	0.8388928	0.8578862	0.8276316	0.78677225	0.8283029	0.8941614	0.8585347	0.8176928	0.82165265	0.8108337	0.861765	0.81784236	0.79890704	0.8020856	0.83718467	0.7814881	0.86759883	0.85311043	0.7909842	0.8569666	0.8267212	0.8596724	0.78784925	0.79422057	0.5831549	0.7889271	0.80064696	0.7950518	0.7988693	0.7748616	0.81722564	0.766081	0.8756663	0.8416154	0.7598587	0.83023554	0.82431716	0.7170131	0.80172217	0.0	0.83563626	0.83589196	0.77178717	0.8384044	0.8132582	0.7661792	0.7928196	0.6566421	0.8402499	0.8163261	0.73103434	0.81158173	0.8529638	0.84030247	0.87567186	0.7559299	0.8506256	0.80481243	0.56129557	0.6164533	0.84786844	0.8044475	0.81824267	0.788174	0.8023373	0.849246	0.63469553	0.8960387	0.7760337	0.88318396	0.8782222	0.51732135	0.72479445	0.8531207	0.777344	0.8589182	0.71071243	0.842177	0.8498516	0.824298	0.8255652	0.79756856	0.7843074	0.77567005	0.83277154	0.8612215	0.81439704	0.82935333	0.8112242	0.83063155	0.81017923	0.80207896	0.83742225	0.8651703	0.7800961	0.8195798	0.78299683	0.798938	0.8091053	0.8122971	0.8265513	0.7233587	0.7880017	0.79741925	0.81649387	0.6964909	0.81266856	0.85820854	0.82157886	0.81830955	0.7516487	0.85969925	0.8540019	0.8341774	0.8026501	0.75628513	0.81810856	0.7602051	0.78774667	0.8594339	0.7837072	0.82755697	0.80742246	0.8560191	0.82218117	0.85483754	0.7569073	0.8259113	0.707881	0.6883361	0.84850365	0.7950463	0.82116514	0.67444813	0.7415311	0.81680983	0.87120277	0.7652935	0.7684538	0.8214343	0.721704	0.8148409	0.8115586	0.5602561	0.8641553	0.76383495	0.812795	0.82164603	0.78457534	0.80570126	0.7285092	0.8034722	0.83070683	0.7557173	0.81361926	0.7862071	0.7970664	0.8386473	0.81332564	0.81633687	0.721978	0.8346347	0.6267569	0.8141849	0.80254585	0.80312824	0.8582579	0.8431337	0.87528473	0.8554687	0.5893492	0.8190559	0.6974013	0.77597094	0.7524334	0.81316936
veeg/verb	0.8595654	0.89846486	0.8750778	0.8642765	0.8982184	0.9230447	0.88723683	0.8765339	0.8737317	0.83873254	0.8321491	0.8302376	0.83926266	0.89662445	0.84642315	0.8667695	0.8518222	0.8536823	0.81549716	0.85436225	0.8641301	0.83016884	0.8871036	0.84095526	0.8995999	0.8289243	0.8232457	0.8127276	0.8945482	0.8754214	0.88977337	0.86069953	0.8701445	0.8421077	0.888929	0.8325229	0.86170125	0.8242724	0.8621615	0.84693015	0.92939913	0.87718254	0.85831714	0.81254804	0.8407086	0.806782	0.8018902	0.83563626	0.0	0.8020053	0.8987794	0.8903271	0.812709	0.79245514	0.9362338	0.7529657	0.8435335	0.8880335	0.865357	0.83558	0.88422567	0.79975116	0.8202984	0.8337799	0.8665143	0.7506196	0.8337744	0.8752	0.6927446	0.89472705	0.8246516	0.9054462	0.8615109	0.86460274	0.79927737	0.90458447	0.8280792	0.89392734	0.9124026	0.86641115	0.901066	0.90634954	0.8882214	0.7895599	0.83067465	0.9326879	0.8822075	0.7928305	0.8538968	0.841632	0.8981266	0.8057681	0.920868	0.8590653	0.847646	0.8199673	0.912738	0.8277031	0.858863	0.84870285	0.84832466	0.865914	0.87052923	0.81722546	0.8701066	0.85873795	0.77438176	0.7541068	0.823554	0.89426714	0.91860086	0.79290056	0.84319717	0.8861203	0.8896511	0.8953117	0.89222735	0.8322932	0.83336025	0.8701771	0.86525285	0.77139664	0.818202	0.772858	0.8529211	0.8897795	0.80752504	0.911087	0.82993007	0.86887	0.8540051	0.87643737	0.8245523	0.8514103	0.8826745	0.91299534	0.80981165	0.85929185	0.82681525	0.84293413	0.89756215	0.82576287	0.7725964	0.91730005	0.8181585	0.87585825	0.91526324	0.8785683	0.80267847	0.8658487	0.8202281	0.86503917	0.9216178	0.8781313	0.92420465	0.8693538	0.7962089	0.8894099	0.89395356	0.79217744	0.8802648	0.82659227	0.84446794	0.87573355	0.8576287	0.7776841	0.86370504	0.7571688	0.7834392	0.8465114	0.87289363	0.84522784	0.90692127	0.8348092	0.90852886	0.91391444	0.72365487	0.881472	0.905365	0.8574944	0.87617964	0.89595205	0.8325745	0.84932315
redding/noun	0.8062904	0.8992998	0.8405366	0.8780962	0.8979299	0.862217	0.841385	0.8524157	0.83677983	0.8988892	0.83235234	0.89534295	0.88900226	0.84157145	0.86368597	0.8838018	0.8125531	0.8839523	0.9206846	0.8517731	0.7542691	0.7730137	0.78013664	0.84895045	0.9260854	0.91224706	0.7961638	0.9073055	0.9278203	0.86104447	0.8673742	0.89090556	0.89401746	0.8958112	0.86701274	0.829369	0.88993955	0.89681196	0.908441	0.8289889	0.89508224	0.8295415	0.8567711	0.80375123	0.8658067	0.833813	0.88495636	0.83589196	0.8020053	0.0	0.84122396	0.80012643	0.8026424	0.86417985	0.87753147	0.8289746	0.83865154	0.85543156	0.8821683	0.8841089	0.8702839	0.905858	0.8547649	0.89014494	0.9016589	0.8853905	0.8683085	0.8620615	0.87403953	0.8125114	0.87107205	0.83582705	0.8630657	0.87845796	0.8610341	0.8775553	0.85078204	0.80909824	0.82187796	0.8773229	0.82883865	0.8141917	0.9050135	0.90202934	0.9007475	0.89676	0.8864612	0.82335865	0.9041048	0.817077	0.8821291	0.87494254	0.83379215	0.89044684	0.8174398	0.8329938	0.9179255	0.84753263	0.91301423	0.8671539	0.6815456	0.85769194	0.83440155	0.8249794	0.899073	0.8610981	0.8780372	0.8516861	0.86276186	0.8444559	0.9110822	0.87467486	0.87684155	0.8471019	0.88578415	0.88291377	0.84594953	0.8514091	0.85259575	0.86959827	0.89326704	0.86981463	0.8467047	0.815413	0.75346017	0.8835068	0.84118944	0.8915573	0.8334616	0.88267416	0.850533	0.8689877	0.8789921	0.88315725	0.856427	0.85447824	0.8875351	0.8283965	0.8457632	0.81998944	0.8189051	0.86073905	0.82190174	0.8825824	0.5775602	0.88709974	0.89788723	0.86249083	0.86639255	0.9025674	0.82768995	0.8374951	0.78147036	0.87874913	0.89511937	0.8585432	0.8778128	0.88929015	0.8901779	0.8312131	0.8539799	0.88811696	0.87469316	0.85614026	0.9158327	0.83435136	0.897894	0.8822465	0.7693286	0.80089116	0.8636961	0.81583047	0.77323407	0.89721256	0.8494358	0.8460467	0.8426292	0.7726264	0.8902372	0.845485	0.89190984	0.8451364	0.7942734	0.84391314
goed/adj	0.85066766	0.9270878	0.86023474	0.88576275	0.8527697	0.8234319	0.79862505	0.8368414	0.8630746	0.8940093	0.87399423	0.8032974	0.8437999	0.9099174	0.7536888	0.8904077	0.85579437	0.8893723	0.8666398	0.8847513	0.8091856	0.74764866	0.85198945	0.8135183	0.851112	0.84105724	0.8856363	0.88555443	0.7399223	0.8809579	0.85925734	0.84134036	0.7649911	0.8715005	0.8266984	0.86506844	0.83448875	0.79204184	0.8044539	0.7028588	0.84414035	0.90148926	0.77490973	0.8672468	0.8870723	0.7126181	0.91709065	0.77178717	0.8987794	0.84122396	0.0	0.85108966	0.86239576	0.8296418	0.8385981	0.79732716	0.8558842	0.8347085	0.843009	0.8671432	0.7776658	0.90525043	0.87823313	0.8174751	0.8527789	0.8306639	0.7549322	0.79720414	0.90948087	0.8625132	0.73197305	0.836687	0.893793	0.8651444	0.76546425	0.92856985	0.82968104	0.8812901	0.91231793	0.73712766	0.7597792	0.88744617	0.88958716	0.93392867	0.8604857	0.89268595	0.9394949	0.78388065	0.8546794	0.83801734	0.8519945	0.83333546	0.8833473	0.80223596	0.8588859	0.85483396	0.8861808	0.78315157	0.88444704	0.9041066	0.8330529	0.8738536	0.72937536	0.8174585	0.8541565	0.8353618	0.8326411	0.8970561	0.86151683	0.79507995	0.86248124	0.8807397	0.79904336	0.7619993	0.9051917	0.94105	0.815717	0.837444	0.76099706	0.88951135	0.8354658	0.8260891	0.8672621	0.84690917	0.8163773	0.7843758	0.8768876	0.87231106	0.76200783	0.8674141	0.75270236	0.8777496	0.8389403	0.8717101	0.7814504	0.84424716	0.8030849	0.78666663	0.8476969	0.8050973	0.861238	0.8023982	0.8403777	0.7897485	0.85495955	0.83049345	0.8107497	0.8589462	0.77958083	0.88775384	0.8502762	0.6923089	0.81447804	0.8980405	0.9071075	0.8636279	0.88563174	0.8447826	0.7854481	0.8254833	0.84874773	0.86051583	0.8578795	0.85889655	0.90002984	0.87891066	0.72960377	0.8887421	0.7941218	0.85834783	0.6889128	0.8333879	0.824614	0.83706844	0.79621845	0.8671937	0.86722606	0.7839088	0.7859703	0.8621795	0.83606946	0.7565313	0.8225677	0.8434811
vrede/noun	0.8246715	0.9348535	0.82428336	0.933879	0.88785017	0.8381478	0.77322865	0.9105078	0.9274991	0.9119901	0.8985114	0.86402756	0.8511926	0.54702806	0.8537246	0.8733994	0.84706426	0.90067565	0.88537955	0.8361006	0.75072634	0.80310214	0.7789289	0.8759072	0.90668607	0.90151894	0.75377196	0.933003	0.87581515	0.9051368	0.83629215	0.84534633	0.8750692	0.90316486	0.9124574	0.8399382	0.86939055	0.82898	0.9342968	0.7705066	0.89567524	0.8924766	0.9433432	0.91580343	0.88332504	0.810861	0.8862128	0.8384044	0.8903271	0.80012643	0.85108966	0.0	0.81229067	0.8998027	0.9099022	0.77788985	0.8462822	0.76413244	0.862187	0.8909424	0.8934267	0.79365873	0.7783083	0.77543026	0.85579985	0.90671134	0.8099793	0.80633986	0.9290648	0.932218	0.8659374	0.75921535	0.827698	0.9015232	0.896122	0.93371326	0.90929985	0.91609484	0.8409086	0.8590368	0.76097286	0.7934214	0.8783209	0.8436484	0.8517016	0.9020826	0.8297655	0.88914734	0.9209644	0.7884979	0.8849049	0.7468569	0.853757	0.897304	0.82195216	0.7928138	0.94098914	0.8375328	0.94248784	0.79002154	0.8348985	0.80171835	0.8347734	0.8275882	0.91319036	0.801223	0.87380433	0.85147417	0.8865601	0.8459923	0.89322895	0.9212899	0.89274126	0.84559417	0.6108316	0.8758869	0.8161496	0.78202856	0.82675755	0.9115896	0.87845856	0.89485794	0.89598405	0.79883313	0.8112985	0.8652944	0.92070085	0.88924575	0.8454312	0.8457469	0.9232224	0.8780751	0.8521768	0.9055395	0.8399616	0.91562676	0.81272453	0.7812842	0.900113	0.8213248	0.8744891	0.8424616	0.8061217	0.89689577	0.90156156	0.82151973	0.83055854	0.6949358	0.78059906	0.8883087	0.76589125	0.8594653	0.77491736	0.784923	0.9320205	0.88840866	0.8961303	0.78389627	0.8550119	0.8323381	0.9270765	0.9243676	0.8702697	0.6116948	0.9385887	0.8429365	0.8972417	0.91646487	0.806007	0.8211141	0.86846954	0.9036017	0.6986871	0.8712777	0.8151127	0.90360063	0.9269985	0.78296053	0.8445122	0.88893217	0.8274435	0.8365036	0.8198227	0.8042716
wanhoop/noun	0.6794543	0.92147774	0.74945265	0.859457	0.89599407	0.76801264	0.83872926	0.8680493	0.8998876	0.86091924	0.85043335	0.862131	0.7445125	0.87405	0.8662829	0.85248697	0.8216781	0.8466327	0.9148926	0.810761	0.79312015	0.7884997	0.73102057	0.8099553	0.8851359	0.83443373	0.72988534	0.8757633	0.8325973	0.9123918	0.90167195	0.8173065	0.76149905	0.8890164	0.89052814	0.7845926	0.9050852	0.7833252	0.88348526	0.82479906	0.8522084	0.8694799	0.8556751	0.8549629	0.85686404	0.7904762	0.8316942	0.8132582	0.812709	0.8026424	0.86239576	0.81229067	0.0	0.88733876	0.87280524	0.69895256	0.8428709	0.59968364	0.82464916	0.81064636	0.84482837	0.86435425	0.8188613	0.7717013	0.8192419	0.81499475	0.83872116	0.78776366	0.81438476	0.89651495	0.7619048	0.82579184	0.85514367	0.8031683	0.80312073	0.88775873	0.8828169	0.92497325	0.8529271	0.8350213	0.88443226	0.8475676	0.84298503	0.8514466	0.6854775	0.90364295	0.89666235	0.8261391	0.86511755	0.83683026	0.80612177	0.79826236	0.8124486	0.89222205	0.63105166	0.8334713	0.9398994	0.7714363	0.92263794	0.68706477	0.87040627	0.7530411	0.835866	0.79413974	0.8925188	0.79340136	0.7998884	0.87170243	0.79615694	0.89751685	0.9054838	0.901388	0.85388553	0.7969538	0.7842456	0.7679902	0.81070817	0.7306602	0.7876061	0.89143217	0.8475541	0.8310981	0.8873869	0.7874804	0.811703	0.779236	0.8234426	0.8781187	0.8189697	0.47775292	0.8039619	0.8447668	0.73155344	0.8452542	0.8753116	0.88560134	0.82876587	0.86191726	0.78660953	0.8368994	0.91177684	0.8133603	0.796684	0.8475102	0.87187624	0.7870611	0.83464855	0.7279207	0.71416366	0.8281484	0.752916	0.83717775	0.8536478	0.85077417	0.9103012	0.84630764	0.8188439	0.76678807	0.8687719	0.74530745	0.88626397	0.88527477	0.7880527	0.74773884	0.88545495	0.7919129	0.7917798	0.7682929	0.803081	0.8191017	0.8046547	0.76833934	0.8544297	0.83188283	0.81038976	0.8823501	0.92164737	0.7348212	0.85667455	0.8543929	0.85309935	0.8099391	0.79132104	0.62229896
krijg/verb	0.8688947	0.85150814	0.92692566	0.7834571	0.8047972	0.8793466	0.83407605	0.82114893	0.76191163	0.8712296	0.79954904	0.46630478	0.8748674	0.9057816	0.8825813	0.8696257	0.8376393	0.84501946	0.81471324	0.87324613	0.8287674	0.86239797	0.8698372	0.7637291	0.933658	0.91623825	0.8757557	0.88777953	0.8691633	0.8722652	0.8728757	0.8303242	0.7985159	0.8656806	0.83837724	0.8915731	0.8154767	0.86088556	0.8367251	0.8002041	0.90518594	0.8905712	0.8427822	0.7774499	0.7295233	0.78451556	0.8957491	0.7661792	0.79245514	0.86417985	0.8296418	0.8998027	0.88733876	0.0	0.86896515	0.7736628	0.83917224	0.90637463	0.8632279	0.83905244	0.8891685	0.8884504	0.82584906	0.8155225	0.89253545	0.84726214	0.7095568	0.77921504	0.8260116	0.8608808	0.80373216	0.8953247	0.8597952	0.86593425	0.7955263	0.91224897	0.7574469	0.90124875	0.8972186	0.78375924	0.8670494	0.8946302	0.8515484	0.79419297	0.8405032	0.83844495	0.8778257	0.79401505	0.862274	0.8603044	0.842798	0.81979865	0.8845669	0.8745825	0.8871423	0.8641871	0.780896	0.8978828	0.7974237	0.9021073	0.8343806	0.90200984	0.87579817	0.8656946	0.8440816	0.89832616	0.855512	0.8420237	0.90555805	0.66173154	0.81884634	0.8679043	0.88124406	0.85665846	0.9245501	0.84759957	0.8535088	0.87343735	0.6539999	0.8490325	0.87539506	0.8407273	0.8292832	0.72478783	0.8376441	0.8264538	0.8569406	0.9174051	0.80877864	0.8847029	0.8798251	0.89070594	0.79209125	0.8776387	0.86791563	0.860568	0.733726	0.6734519	0.8654323	0.8652784	0.86246806	0.7152563	0.75927466	0.8670038	0.84451926	0.80882037	0.8528245	0.91015464	0.6843811	0.80591553	0.86816484	0.81985515	0.9042768	0.88958824	0.82499284	0.7740649	0.82929754	0.8873706	0.8139376	0.77841175	0.8508996	0.80630803	0.8632442	0.882075	0.83820665	0.8265447	0.86136365	0.8637323	0.6814556	0.8484353	0.8162477	0.84494996	0.88146174	0.80371344	0.8710738	0.8796361	0.8271143	0.86582106	0.71365666	0.901153	0.8215352	0.8568943	0.8129293	0.87168
tijd/noun	0.8685409	0.8791102	0.8564438	0.8856224	0.7212306	0.84861565	0.8930615	0.88618946	0.90485716	0.9024376	0.90812534	0.9038507	0.9180534	0.9384262	0.8343904	0.8868327	0.86554044	0.8973388	0.9555782	0.86920905	0.866573	0.80576634	0.8936571	0.8333039	0.90654564	0.87571615	0.87162244	0.87545276	0.8639583	0.949853	0.9077194	0.9187057	0.770538	0.89923596	0.7326257	0.8613196	0.91772527	0.8863746	0.832816	0.88203764	0.8712973	0.8658308	0.87536013	0.9062306	0.8958622	0.81774455	0.8998897	0.7928196	0.9362338	0.87753147	0.8385981	0.9099022	0.87280524	0.86896515	0.0	0.8834912	0.92763245	0.8737854	0.9017219	0.8430383	0.79625195	0.9367672	0.9208774	0.8770825	0.8911497	0.8491418	0.8779584	0.79511607	0.93317705	0.7490505	0.83280945	0.83778286	0.89471877	0.8525448	0.7611836	0.9416442	0.83362365	0.9096947	0.83686787	0.825146	0.8627352	0.90520716	0.8829385	0.9490821	0.8580302	0.8811985	0.95035744	0.747843	0.91036785	0.86274546	0.8576665	0.9159631	0.89838386	0.8649322	0.83422244	0.9120107	0.8863259	0.8624189	0.9184982	0.89254117	0.7851858	0.89609975	0.78664005	0.89742124	0.8465135	0.85040116	0.8553153	0.9151893	0.8562166	0.87549436	0.88945574	0.9035398	0.8150262	0.8770987	0.9227648	0.87909275	0.74055815	0.8825915	0.79917395	0.895657	0.8456402	0.8672865	0.91362184	0.8863758	0.8606193	0.7879169	0.8831298	0.88413507	0.9015882	0.8546747	0.88093275	0.8278903	0.8885373	0.8320745	0.91229033	0.8328262	0.8969762	0.8433976	0.9053727	0.8128195	0.86920094	0.8855027	0.8905256	0.79159325	0.86444074	0.8805583	0.8319175	0.88438183	0.8652972	0.93516916	0.89738894	0.820562	0.8656333	0.93696356	0.66710705	0.88288176	0.8827879	0.89450324	0.77908814	0.8797788	0.8489399	0.8795749	0.8409059	0.89015126	0.8553507	0.8909552	0.8337822	0.8603717	0.8385791	0.8444391	0.74139774	0.8735552	0.8463564	0.86132425	0.8169588	0.8947498	0.91230035	0.81259227	0.7982154	0.883502	0.8807304	0.8764621	0.86938035	0.79455024
en/vg	0.717883	0.81033945	0.80800396	0.75781554	0.80453956	0.80519605	0.81798357	0.8564217	0.8461482	0.7885788	0.7245994	0.7890522	0.72222245	0.8644839	0.8273886	0.7645339	0.7581159	0.7562605	0.8262378	0.7345561	0.79326916	0.83400047	0.7998497	0.7125052	0.8455753	0.8326094	0.7500095	0.7766303	0.73055863	0.7458915	0.73079157	0.7017065	0.67814595	0.67263174	0.8866082	0.7219181	0.7788924	0.78435445	0.85037965	0.68845546	0.85474014	0.8160876	0.75960004	0.7631521	0.6743486	0.76989824	0.73456895	0.6566421	0.7529657	0.8289746	0.79732716	0.77788985	0.69895256	0.7736628	0.8834912	0.0	0.8077821	0.6792878	0.7524158	0.76298463	0.85529727	0.7953321	0.82005656	0.69327277	0.80482364	0.7257814	0.8013764	0.7943582	0.71766436	0.9030842	0.6994607	0.8178878	0.6925343	0.7331673	0.7067553	0.7897755	0.80270475	0.8779279	0.9222456	0.75019747	0.79095155	0.8350398	0.8013609	0.82940257	0.6866974	0.87277883	0.74674296	0.7924057	0.8145716	0.8236598	0.75242275	0.78171134	0.8449178	0.89495796	0.7796098	0.7523824	0.785177	0.76355505	0.69245684	0.75906354	0.8374573	0.8586923	0.8123807	0.77041316	0.6844907	0.7183652	0.7143611	0.7358788	0.7793178	0.717738	0.77491677	0.76974857	0.7704409	0.6147167	0.7342318	0.7521757	0.81057155	0.7139479	0.7826848	0.82904255	0.8374418	0.7735886	0.81472135	0.7264397	0.83796775	0.7504702	0.6910373	0.8842249	0.6788369	0.73650837	0.81461877	0.7834229	0.66106296	0.8152889	0.8359903	0.7664082	0.69628716	0.7026509	0.8157361	0.7786566	0.8257223	0.6770661	0.65367436	0.8051077	0.8533162	0.70668226	0.70644253	0.73758274	0.6096252	0.78246784	0.6646086	0.7757417	0.8397807	0.5698378	0.83305717	0.79168546	0.7781248	0.76205003	0.72465813	0.6855239	0.7956812	0.707728	0.78414476	0.706776	0.7303737	0.76140994	0.7639669	0.70088017	0.6498965	0.80742395	0.6999775	0.73025906	0.77854383	0.766025	0.8213831	0.842892	0.81113476	0.83964694	0.72692347	0.7596508	0.7421335	0.69975895	0.7601522	0.7721547
breng/verb	0.8704314	0.92640316	0.89933807	0.8734193	0.92525154	0.9097312	0.8804475	0.88504624	0.92152536	0.916753	0.88736135	0.8304388	0.8586169	0.8738648	0.8853327	0.87755567	0.8314601	0.8898091	0.7967864	0.83847773	0.87521017	0.83651334	0.8440725	0.9063877	0.9265358	0.93987536	0.87633026	0.9208856	0.87746733	0.8841156	0.9005178	0.84680295	0.8599916	0.91550994	0.90849656	0.87353057	0.8669417	0.8946327	0.9137172	0.85379255	0.93299943	0.91486484	0.90118665	0.8832001	0.84059566	0.8460778	0.8974371	0.8402499	0.8435335	0.83865154	0.8558842	0.8462822	0.8428709	0.83917224	0.92763245	0.8077821	0.0	0.8625763	0.8589859	0.8805022	0.92150295	0.9280054	0.91476476	0.7870385	0.9061215	0.8983871	0.86367005	0.84088403	0.8402071	0.8853607	0.8882321	0.85253835	0.832164	0.8727964	0.84807426	0.9397601	0.9025325	0.90542626	0.8988369	0.84275013	0.8878913	0.92123306	0.9270877	0.9038641	0.86461	0.9112344	0.89440817	0.79141194	0.88210595	0.87479013	0.88224155	0.869438	0.8846393	0.89142555	0.8731439	0.88362664	0.91547316	0.9005207	0.90764326	0.9016589	0.8409749	0.8415783	0.8772375	0.83725184	0.8959146	0.8594222	0.9019661	0.8804158	0.89519143	0.8404141	0.8952692	0.82895136	0.851178	0.8648411	0.8879343	0.8833819	0.9028207	0.885195	0.87480456	0.89927566	0.9253572	0.8616711	0.8406276	0.8600571	0.8809007	0.86696386	0.8974934	0.9147654	0.86565197	0.8731893	0.8831711	0.90540874	0.873156	0.89083207	0.8833015	0.90940654	0.8290955	0.84685194	0.90720606	0.8572089	0.8983395	0.85093874	0.7992828	0.92127746	0.8320253	0.8737999	0.89749074	0.88177615	0.8558616	0.8926267	0.87420243	0.84781826	0.88961715	0.85328037	0.91311157	0.8907666	0.8476007	0.8721323	0.88700104	0.8581805	0.9186909	0.8397421	0.8860489	0.8744819	0.90258	0.87079096	0.87603354	0.86300313	0.81862605	0.8352231	0.87971205	0.85136694	0.87418497	0.92128044	0.9094613	0.9290806	0.7642554	0.88754463	0.8666873	0.9057233	0.85800433	0.8508935	0.8652259	0.89931065
liefde/noun	0.5865807	0.93129134	0.6334846	0.9135004	0.8697415	0.7158835	0.85281485	0.88626856	0.9262253	0.9123393	0.87227434	0.8693348	0.70719475	0.9253933	0.820354	0.8748746	0.84090614	0.8648815	0.9363371	0.8443329	0.7652331	0.8049681	0.6704132	0.8368586	0.8289876	0.80761653	0.7923825	0.87955457	0.7495537	0.9376052	0.8922064	0.71840644	0.7629248	0.91477835	0.9134316	0.81282765	0.8890101	0.7573338	0.90560913	0.76489735	0.8806513	0.91642183	0.8686256	0.89594305	0.80116236	0.7675854	0.8932365	0.8163261	0.8880335	0.85543156	0.8347085	0.76413244	0.59968364	0.90637463	0.8737854	0.6792878	0.8625763	0.0	0.853987	0.8405725	0.78899205	0.91634214	0.84789425	0.7855102	0.80383563	0.8368456	0.80950975	0.8054081	0.8932012	0.91525465	0.6650231	0.8707636	0.90030426	0.7815244	0.8354951	0.917668	0.8987987	0.9399646	0.9042574	0.789591	0.9285573	0.8346627	0.9247538	0.879323	0.6979312	0.94585395	0.9340856	0.8675205	0.86109185	0.8941434	0.86811376	0.8460283	0.7996616	0.8679178	0.65759057	0.80859584	0.9199321	0.74737644	0.9030911	0.8214891	0.9126362	0.6987631	0.78512466	0.8216944	0.8570119	0.72897255	0.8371937	0.9041396	0.8023477	0.8902426	0.9153207	0.9166161	0.8512654	0.8063833	0.8516632	0.7659091	0.79923487	0.64529264	0.7996326	0.91972566	0.8293241	0.85651386	0.91816354	0.8204685	0.90079105	0.77596885	0.84815824	0.90745544	0.8064627	0.52486664	0.80548227	0.80087554	0.6438583	0.84558004	0.86933637	0.82535017	0.82728446	0.8288898	0.83162624	0.8440018	0.9411631	0.79085416	0.87295526	0.77154547	0.92461383	0.8841738	0.72720456	0.5691359	0.7024808	0.86471343	0.70188904	0.8173871	0.87607723	0.8205951	0.91410035	0.90243536	0.9008997	0.7328685	0.8705938	0.70483685	0.9166524	0.8051774	0.8334335	0.7398757	0.9154492	0.8815705	0.76170784	0.81937784	0.7815427	0.85132265	0.7712769	0.77012026	0.8865724	0.817049	0.8174119	0.92132044	0.9305386	0.6527697	0.85478824	0.89622545	0.8116586	0.7430396	0.8465747	0.7144171
