	Titanic/name	Wielerclub/name	vurig/adj	vaag/adj	opnieuw/adv	teken/noun	tevergeefs/adj	op/prep	Al/det	kortom/adv	bevat/verb	intussen/adv	Israëliër/noun	heb_op/verb	sterf/verb	alweer/adv	aanvankelijk/adj	om/comp	straks/adv	wens/noun	vooralsnog/adv	been/fixed	constructief/adj	ontneem/verb	vervlieg/verb	scheel/verb	dat/comp	waai_over/verb	ellende/noun	leef/verb	plaats_DIM/noun	nieuw/adj	rijs/verb	telefoon_gesprek/noun	me/pron	plotseling/adj	winst/noun	gelul/verb	breng/verb	weinig/adj	jaag_in/verb	deel/verb	verlies/noun	extra/adj	pik_op/verb	verg/verb	daardoor/pp	verlossing/noun	bied/verb	leef_op/verb	veeg/verb	nadien/pp	muis/noun	huilbui/noun	enig/adj	alles/noun	herstructurering/noun	uit_weg/noun	geraak/verb	genezing/noun	geef/verb	dan/adv	benzine/noun	iets/noun	val/verb	nogmaals/adv	familie/noun	Mpenza/name	Fiat/name	zet/verb	publiek/noun	slordig/adj	blijf_over/verb	bedwing/verb	laat/adj	gooi/verb	nog/adv	gelijkmaker/noun	al/adv	vals/adj	iemand/noun	wel/adv	bewijsstuk/noun	tussen/prep	vrede/noun	snel/adj	groei/verb	kijker/noun	ding/noun	pril/adj	gezeur/noun	overleef/verb	even/adj	zij/pron	wek_op/verb	mij/pron	enig/det	trek/verb	stimuleer/verb	stang/noun	schoon/adj	alleen/vg	sla_in/verb	multi_etnisch/adj	toekomst/noun	leven/noun	ervaring/noun	daar/adv	koers_stijging/noun	koppig/adj	alvast/adv	afloop/noun	sterk/verb	hun/det	geef_uit/verb	verlies/verb	symptoom/noun	verstook/verb	veel/det	ballast/noun	terug/adv	injecteer/verb	ons/pron	conventie/noun	hij/pron	incasseringsvermogen/noun	inspireer/adj	wek/verb	toen/comp	Mbo/name	erkenning/noun	overlast/noun	mis/part	mijn/det	keer_terug/verb	kennis/noun	schep/verb	laatst/adj	want/comp	hartstocht/noun	op/part	schouder/noun	kost/verb	opinie/noun	besmeurd/adj	zonder/prep	geld/noun	je/pron	gerechtigheid/noun	arts/noun	zielig/adj	jongere/noun	rust/noun	sla_stuk/verb	definitief/adj	richtsnoer/noun	wielren/verb	loot/noun	verandering/noun	nauwelijks/det	troost/noun	vertrouwen/noun	wij/pron	investeer/verb	verzamel/verb	belegger/noun	heel/adj	onderweg/adj	brand/verb	zijn/det	medelijden/noun	mee/part	bestaan/noun	poen/noun	toepassing/noun	Totti/name	die/det	zo/adv	feit/noun	wat/det	make-up/noun	sla/verb	meteen/adv	vrede_regeling/noun	puin/noun	Beel/name	daarmee/pp	gevestigd/adj	meer/det	verzet/noun	alle/det	klant/noun	gloor/verb	voor/prep	sympathie/noun	spoedig/adj	reddingswerker/noun	408/num	altijd/adv	vrees/noun	maar/vg	miljonair/noun	horizon/noun	lever_op/verb	rumoer/noun	één/num	bel_af/verb	leven_DIM/noun	boodschap/noun	vestig/verb	oppositie/noun	zorg/verb	waarschijnlijk/adj	internationaal/adj	mama/noun	staal/noun	doe/verb	Kampen/name	verbeter/verb	vuur/noun	kabaal/noun	laat/verb	veel/adj	heb/verb	veeg_weg/verb	steeds/adv	wereld_klasse/noun	townships/noun	haar/det	in/verb	bevredigend/adj	spin/verb	onafhankelijkheid/noun	tijd/noun	roofdier/noun	staar/verb	zie_tegemoet/verb	toch/adv	verhuur/noun	ontleen/verb	spoor/noun	resultaat/noun	hulpverlener/noun	sprankje/noun	goed/adj	vod/noun	stil/adj	Pinte/name	kijk_cijfer/noun	ijdel/adj	ons/det	krijg_terug/verb	boor_in/verb	reëel/adj	en/comp	dialoog/noun	bodem/noun	Goliath/name	want/vg	schop/verb	druk_uit/verb	mens/noun	leer/verb	spreek_uit/verb	blijk/verb	en/vg	drijf_op/verb	waardoor/pp	koester/verb	daarom/pp	zegen/noun	lucht/noun	verwachting/noun	McRae/name	beterschap/noun	te/comp	wacht/verb	blijf/verb	over/part	geen/det	flauw/adj	wanhoop/noun	terug/part	beetje/noun	einde/noun	Zwaan/name	pomp/verb	geschied/verb	in/prep	besta/verb	uit/part	kom/adj	koop/verb	geloof/noun	weer/adv	garen/noun	stort/verb	onzin/noun	druk_in/verb	latex/noun	deken/noun	schiet_af/verb	herstel/noun	rente/noun	gelid/noun	er/adv	natuurlijk/adj	alsnog/adv	mag/verb	verbetering/noun	we/pron	droom/noun	angst/noun	juweel_DIM/noun	weinig/det	gezond/adj	kind_DIM/noun	zak_af/verb	verbrand/verb	verdien/verb	politie_dienst/noun	Fuji/name	voelbaar/adj	succes/noun	bericht/noun	redding/noun	politiek/adj	materiaal/noun	ben/verb	balanceer/verb	licht_DIM/noun	tikkeltje/noun	zoon_DIM/noun	ondanks/prep	overleving/noun	verdriet/noun	gooi_af/verb	groot/adj	rommel/noun	allicht/adv	Kennedy/name	rotzooi/noun	Brits/adj	een/det	verwrongen/adj	bevrediging/noun	levend/adj	maar/comp	krijg/verb	vooral/adv	gooi/noun	waarheid/noun	werk/noun	al/comp	belangstellende/noun	situatie/noun	liefde/noun	Meggelen/name	lijk/verb	stabiliteit/noun	geluk/noun	dat/det	thuisploeg/noun	pelgrim/noun	solidariteit/noun	ik/pron	dag/noun	genees_middel/noun	de/det	loop_mis/verb	Amis/name	lig/verb	neem_toe/verb	put/verb	bovendien/adv	Belgisch/adj	Francesco/name	uiteindelijk/adj	dus/adv	conflict/noun	rechtvaardig/verb	terug_match/noun	stel/verb	vreugde/noun	schuif/verb	trip/noun	kop/noun	dader/noun	vind_terug/verb	warmte/noun	houd/verb	geduld/noun	hele/adj	E-Plus/name	nu/adv	ze/pron	ten/adj	geef_op/verb	echter/adv
Titanic/name	0.0	0.97414243	0.7974917	0.9135701	0.8886045	0.9686754	0.90608597	0.86447334	0.7840452	0.9303094	0.93269485	0.90609807	0.8566364	0.95116794	0.80412364	0.8561518	0.8219139	0.86011255	0.8874006	0.7961652	0.8448522	0.82942826	0.92609745	0.8954092	0.8391997	0.9480382	0.865456	0.9295442	0.84199417	0.79400885	0.9609531	0.9528648	0.9260485	0.9359841	0.89676696	0.81011844	0.9659467	0.9573832	0.7699041	0.90981424	0.9344127	0.8977812	0.95403576	0.9414289	0.87420416	0.9658325	0.9238224	0.90572107	0.9393195	0.8749203	0.74943626	0.88052464	0.8516035	0.9492553	0.8544231	0.9151764	0.8767674	0.91048115	0.9626502	0.91192263	0.9689084	0.9069802	0.8829522	0.95067996	0.93889683	0.87743944	0.9001441	0.96084785	0.9191557	0.931581	0.8432381	0.899433	0.93312055	0.9249545	0.84963274	0.90544367	0.9374571	0.8923309	0.93360555	0.9175511	0.88894874	0.9157543	0.95804507	0.9279077	0.9245183	0.8764925	0.9056371	0.88178045	0.9287318	0.9010151	0.9621818	0.73253787	0.8875921	0.8436715	0.9229932	0.90854645	0.8842684	0.92443645	0.9752244	0.9145106	0.8929845	0.82859826	0.87797314	0.9790151	0.945107	0.83380216	0.9885581	0.86619014	0.86367416	0.9052804	0.88069403	0.9257407	0.9101567	0.88130546	0.8865538	0.9550176	0.9691372	0.89400107	0.8335956	0.92540616	0.8191319	0.92783874	0.90629077	0.94966304	0.8020404	0.9453846	0.89911497	0.910396	0.8369711	0.95875466	0.9176827	0.8960125	0.9562201	0.85575473	0.9177033	0.97337985	0.9353003	0.8707614	0.85046816	0.89646816	0.89057666	0.9628904	0.8962862	0.9008552	0.8583893	0.8476305	0.9114326	0.8775861	0.87349254	0.9384143	0.9042721	0.8717919	0.90410984	0.9637673	0.9181984	0.9093039	0.9616696	0.9581478	0.91167164	0.95277876	0.9262972	0.94744384	0.8939884	0.97627735	0.930465	0.8767221	0.883117	0.7622897	0.9042572	0.8502606	0.90491176	0.8867116	0.9246165	0.92792606	0.9690385	0.93970466	0.7978901	0.9260229	0.89547026	0.82765967	0.9726847	0.9326229	0.87401754	0.9617966	0.88783	0.9723665	0.88666224	0.8678444	0.8765546	0.9106363	0.8828123	0.8832071	0.88454413	0.8893469	0.93117195	0.8574156	0.8702377	0.9702875	0.9103758	0.8961392	0.82933855	0.6500663	0.9647003	0.8826778	0.7364834	0.87048995	0.95377475	0.9025468	0.9327083	0.9389733	0.916965	0.93623036	0.8369827	0.9286137	0.8915118	0.9446415	0.98594016	0.9686869	0.97120714	0.9617345	0.90398175	0.9353083	0.8677253	0.88484186	0.93085086	0.9505418	0.92238235	0.9390138	0.87681764	0.982579	0.966711	0.90740085	0.94194096	0.9145541	0.915679	0.9326159	0.9149924	0.92224175	0.98653394	0.91501695	0.8769229	0.97996783	0.9213671	0.92087615	0.9517301	0.9206512	0.8584223	0.8775056	0.92698705	0.88235486	0.87773085	0.98147964	0.921518	0.8681201	0.86759484	0.9739802	0.83450216	0.9337928	0.85425127	0.74287975	0.89688015	0.8354585	0.95563257	0.90076065	0.8601461	0.93450576	0.96163225	0.92471004	0.8759594	0.9298378	0.9384643	0.9175661	0.93197674	0.94595724	0.918006	0.83745956	0.92240936	0.8976264	0.9213798	0.88781166	0.93105555	0.92027396	0.93830895	0.87788075	0.90142745	0.9250443	0.8463605	0.9557695	0.9328854	0.90871906	0.91116697	0.96200085	0.94723916	0.86477035	0.84768736	0.93602586	0.87890804	0.8552684	0.83331	0.8971075	0.96094644	0.95820373	0.91782296	0.93747497	0.86562085	0.92544454	0.87730765	0.86052585	0.88100314	0.96629596	0.9070184	0.9039795	0.9404295	0.9657481	0.8646249	0.93864757	0.8929333	0.90160155	0.922129	0.93438846	0.9400151	0.923187	0.9691398	0.76209515	0.8800363	0.76156986	0.9043409	0.9472038	0.8605671	0.9037108	0.9560644	0.9164066	0.86447495	0.86322165	0.91047275	0.92910135	0.8871223	0.8201972	0.8425904	0.89477915	0.8893886	0.7320806	0.7489039	0.88381875	0.92043495	0.94183344	0.9222338	0.8495211	0.9294139	0.9019793	0.9352373	0.89283454	0.9654296	0.876662	0.8540176	0.95679164	0.89503676	0.937016	0.8395199	0.9431773	0.86797523	0.8817097	0.8795309	0.8621247	0.969476	0.86532784	0.8819629	0.9618429	0.79125255	0.9722748	0.9564528	0.8894948	0.88247824	0.95874006	0.9215501	0.8682264	0.95003366	0.8283466	0.8929998	0.9598844	0.9127249	0.92169744	0.9676523	0.89990085	0.9044451	0.7228404	0.94387174	0.9544502	0.936258	0.9124813	0.7840996	0.9696058	0.86622447	0.9663263	0.89469963	0.86158717	0.95575285	0.9594994	0.8768649
Wielerclub/name	0.97414243	0.0	0.9384638	0.98110664	0.83911335	0.94424325	0.98177314	0.95413375	0.88966686	0.98105717	0.9964851	0.9603933	0.95674896	0.9876377	0.995605	0.9595672	0.932698	0.93635035	0.8086264	0.9514088	0.9021342	0.95398605	0.98008716	0.9546848	0.97034603	0.9671573	0.9042354	0.92286795	0.9374286	0.94615144	0.9063649	0.94456387	0.96592003	0.99571675	0.9411538	0.9807958	0.93025035	0.99188125	0.96941054	0.93822867	0.9651537	0.8347648	0.9814389	0.87914807	0.96481913	0.97724843	0.9417024	0.93965334	0.922413	0.97311527	0.98595357	0.946183	0.97938395	0.95584464	0.9806663	0.88039356	0.9487462	0.93204284	0.9862061	0.92582726	0.94294333	0.9377676	0.96832305	0.9695872	0.9679794	0.9677378	0.9712517	0.96820796	0.9552247	0.9082176	0.82755965	0.97868645	0.9827908	0.97167134	0.9701943	0.98205835	0.94665027	0.93553066	0.9545888	0.9920471	0.9539582	0.9203757	0.96763986	0.96899366	0.951798	0.9775486	0.9598039	0.9216348	0.9773465	0.9362285	0.969036	0.9915996	0.96931356	0.86738074	0.98678523	0.9369747	0.92846787	0.9545982	0.927818	0.9815108	0.9286152	0.9103614	0.9790906	0.93807167	0.8784027	0.9240399	0.9467479	0.9620043	0.9664763	0.94691026	0.9107342	0.9637083	0.9672195	0.9257784	0.9329137	0.9442357	0.9788373	0.9397597	0.94108534	0.96930814	0.9715077	0.9676239	0.9443003	0.9346627	0.9190215	0.9644127	0.9754364	0.9747699	0.98902667	0.9704376	0.7004353	0.93382907	0.9789151	0.9394133	0.9490544	0.93928033	0.9461284	0.9900845	0.89509094	0.9686319	0.9835802	0.98565876	0.9816013	0.93135595	0.96294254	0.9084278	0.93165404	0.9289596	0.88378644	0.96866673	0.9800334	0.9647875	0.9339269	0.9903157	0.8986301	0.9396225	0.44489586	0.9516039	0.96453685	0.95396626	0.9642582	0.94308907	0.9005368	0.91484475	0.99549174	0.9498596	0.97632915	0.98406005	0.9797635	0.9428215	0.9004983	0.94326055	0.96014225	0.93306553	0.96975315	0.9576468	0.87519866	0.9798255	0.9413811	0.9453429	0.97675055	0.9819814	0.9309731	0.9786051	0.98886085	0.95436746	0.9125637	0.9861372	0.9070437	0.96035	0.96502215	0.94366556	0.923672	0.86156166	0.94847935	0.9595339	0.99463177	0.9856746	0.92219144	0.8886626	0.9483535	0.9734928	0.9841375	0.94472754	0.9422215	0.95373917	0.9898198	0.97638667	0.981676	0.9641904	0.9569541	0.88660926	0.95135546	0.8100682	0.9636251	0.9765646	0.98327506	0.9807003	0.98282343	0.97865665	0.9762055	0.97067404	0.94526416	0.98485166	0.88198143	0.9334814	0.9876522	0.98575556	0.96171874	0.9516066	0.98577297	0.9874699	0.925082	0.982108	0.9793352	0.97649753	0.9494203	0.93945426	0.95493567	0.9777673	0.9534858	0.9888546	0.97479606	0.91513133	0.9432087	0.9840241	0.9623864	0.9864836	0.9366024	0.9711696	0.91280305	0.96261907	0.94327635	0.904164	0.94183874	0.97452193	0.969092	0.9862223	0.9234462	0.99404454	0.9537737	0.9642302	0.9708239	0.9543417	0.9763962	0.9584168	0.97756296	0.9563213	0.96591365	0.92635727	0.94218796	0.9793682	0.9662517	0.9584194	0.9573033	0.9190072	0.9296183	0.9345649	0.9901714	0.9103931	0.9969171	0.98884994	0.9858354	0.9546873	0.9743815	0.98004496	0.9493815	0.95229757	0.90331125	0.8316205	0.9447275	0.9683903	0.9766903	0.9510936	0.9374632	0.98173225	0.9619591	0.9540737	0.9804113	0.9546882	0.9863663	0.9787541	0.9841947	0.9539973	0.94750094	0.9371055	0.96311104	0.90289736	0.862637	0.9705592	0.89337367	0.9584743	0.94765013	0.94958365	0.93283707	0.9467821	0.9231558	0.9302508	0.9837178	0.79868114	0.958365	0.95279306	0.9873628	0.84753144	0.9729291	0.94537264	0.9394206	0.9670101	0.97932434	0.9833487	0.9692472	0.9675405	0.97463375	0.95939237	0.92152107	0.9359323	0.99319446	0.92563844	0.98506224	0.92899203	0.982321	0.97572935	0.99371684	0.94184035	0.9969376	0.97077966	0.98653483	0.94433457	0.7481074	0.9255051	0.8651999	0.9704125	0.9000739	0.91570854	0.9388578	0.96447647	0.9054437	0.9532408	0.9523589	0.94372356	0.9478935	0.95760715	0.9275083	0.9869766	0.95888036	0.9314067	0.9758992	0.93051684	0.95125055	0.9416774	0.9805487	0.9815503	0.97618747	0.96172947	0.9025637	0.79498327	0.8822519	0.95216125	0.89304256	0.9699443	0.976403	0.9458142	0.9056392	0.911083	0.98141795	0.9854161	0.97763526	0.99710697	0.99577445	0.9369479	0.9040273	0.9689932	0.9754887	0.9564613	0.9256483	0.91147745	0.9785751	0.963965	0.94139224
vurig/adj	0.7974917	0.9384638	0.0	0.78961927	0.90798163	0.76166964	0.8722947	0.87114036	0.69824266	0.873581	0.9135712	0.9027767	0.6910025	0.89503217	0.67503357	0.9231272	0.7856772	0.7988666	0.91758806	0.5694256	0.79433715	0.82392603	0.8573033	0.84126616	0.78076553	0.93587166	0.80254304	0.88390356	0.8224666	0.73964703	0.9029969	0.9104113	0.88768405	0.8398166	0.84163934	0.84203345	0.9512277	0.8836104	0.87711	0.8272108	0.8754938	0.73412	0.90314204	0.9274603	0.9058026	0.9118377	0.90076506	0.81765306	0.90548855	0.86286783	0.7450812	0.9453722	0.87346935	0.9143348	0.86450577	0.72322214	0.88488644	0.89289206	0.90247345	0.7941476	0.8585329	0.8895055	0.91114104	0.88524926	0.90674675	0.8823983	0.8466274	0.9483045	0.9279115	0.9109969	0.6986684	0.8938865	0.9511078	0.7887055	0.8651856	0.91693497	0.8916585	0.94454014	0.88979363	0.86481696	0.8117001	0.9083936	0.937416	0.84264326	0.722139	0.8795266	0.8269184	0.8263173	0.8158325	0.74772775	0.9147879	0.8625413	0.84558654	0.7499316	0.7475054	0.79227954	0.82158995	0.874923	0.8252068	0.9229454	0.7787414	0.7951459	0.90398717	0.81491476	0.8539206	0.73406124	0.87950945	0.906256	0.9051297	0.63154286	0.82685244	0.8296555	0.79999524	0.68945277	0.9907371	0.8159624	0.8903397	0.8219029	0.8232967	0.9394814	0.88728124	0.9329734	0.88978153	0.92427534	0.7631368	0.8549742	0.8594428	0.8141188	0.83559376	0.96743304	0.751276	0.9579041	0.9542546	0.70650804	0.841228	0.87872595	0.8636017	0.85989344	0.81505907	0.5339463	0.8672969	0.85282934	0.9271476	0.7862025	0.9493075	0.83231103	0.93761945	0.87310976	0.8423772	0.8799636	0.9303193	0.9195357	0.9291455	0.9421743	0.86553895	0.87572914	0.82430816	0.970245	0.8281709	0.8885317	0.81413615	0.7674168	0.8332981	0.97569805	0.91999245	0.8649092	0.87137794	0.9316241	0.7329806	0.64908135	0.70250475	0.823001	0.85809827	0.95688987	0.9202556	0.87076044	0.7700255	0.7847771	0.8373925	0.91364133	0.90596914	0.8985717	0.8985324	0.7927307	0.9245524	0.95933497	0.82570755	0.907758	0.8281505	0.7658558	0.86370015	0.8089678	0.86261505	0.7960156	0.60868	0.77734137	0.9280537	0.87265646	0.73669314	0.80208564	0.7588657	0.8159937	0.75160015	0.9186725	0.8142295	0.87142265	0.92234653	0.86976457	0.8159772	0.89004445	0.7684586	0.90381885	0.9119899	0.84204936	0.7682651	0.966156	0.90100086	0.8980531	0.92098594	0.77237785	0.90187347	0.8259045	0.8643222	0.8624857	0.9156842	0.8306185	0.9309182	0.94368654	0.6530572	0.85758674	0.9102637	0.86518335	0.6234142	0.9443679	0.9074465	0.8754054	0.8613043	0.86379695	0.90693194	0.8751149	0.898006	0.94313323	0.94262564	0.70389956	0.8368694	0.9024548	0.69607306	0.95767885	0.88529813	0.7060271	0.78813803	0.8491796	0.8566216	0.82150495	0.80953217	0.8236878	0.88542163	0.92630494	0.8506083	0.91517824	0.67991245	0.87454003	0.840148	0.7215144	0.8545152	0.71771	0.95606655	0.8674327	0.6067885	0.79698455	0.7991897	0.9085871	0.7431947	0.96541435	0.8487467	0.80978215	0.89533746	0.7634208	0.9512675	0.82776356	0.9409582	0.75097764	0.90739816	0.83822477	0.88636655	0.9542266	0.9305242	0.8442074	0.894953	0.86803406	0.79416484	0.94140893	0.94181174	0.7039751	0.8650346	0.90277886	0.8607102	0.886746	0.9308818	0.92904323	0.89665365	0.8920971	0.8309652	0.9337454	0.88676	0.89171946	0.88911426	0.8696572	0.77859265	0.8657484	0.8708532	0.6500846	0.73537546	0.8867117	0.825227	0.78442025	0.83221775	0.86812055	0.8972961	0.8755627	0.9161669	0.9558882	0.72992456	0.8303586	0.8893547	0.8491811	0.7640816	0.9596754	0.8545646	0.8319595	0.8776785	0.8954428	0.7727952	0.77907026	0.8625654	0.7196982	0.9349383	0.7369139	0.9404193	0.9071614	0.84782004	0.9115245	0.9436791	0.88472795	0.9173403	0.72924554	0.8613712	0.803537	0.8502259	0.8604082	0.92747724	0.80473256	0.87102723	0.83431566	0.93659693	0.90051997	0.5525335	0.89161426	0.8371037	0.8223109	0.8227859	0.90344524	0.9257045	0.8345648	0.71550703	0.81486565	0.92752457	0.95032567	0.83220154	0.9219132	0.92595917	0.88994044	0.92080766	0.8781413	0.9036205	0.94976246	0.85379624	0.8791515	0.9178138	0.82393426	0.8167126	0.955931	0.9294981	0.7487217	0.86912024	0.9161829	0.9244762	0.890345	0.89607936	0.6573785	0.7713345	0.85525393	0.9638159	0.9596961	0.88807905	0.80294186	0.9108281	0.76064974	0.82639277
vaag/adj	0.9135701	0.98110664	0.78961927	0.0	0.86750597	0.8016952	0.89054394	0.88013595	0.90232694	0.7372897	0.77465427	0.8194314	0.7772215	0.81064874	0.8601775	0.7742007	0.74675345	0.788084	0.8420108	0.7473202	0.68881035	0.8322097	0.8910459	0.76534057	0.7291322	0.7621231	0.74397874	0.84467125	0.7015697	0.7503098	0.8995376	0.8462569	0.8043109	0.8367858	0.77057403	0.732003	0.8564969	0.6590918	0.93014944	0.6772281	0.8731562	0.77739906	0.8397866	0.903594	0.8804743	0.7901902	0.70200634	0.8204349	0.7752737	0.8963654	0.86218476	0.90459204	0.7811336	0.8701971	0.7012713	0.82994246	0.76221216	0.77838516	0.9158473	0.77544886	0.80704427	0.7675949	0.9374787	0.7373551	0.84595597	0.90079117	0.8256723	0.9557887	0.93482476	0.9500375	0.73584735	0.7618325	0.78422904	0.8750599	0.90003765	0.92051786	0.715624	0.8993283	0.82180274	0.7782674	0.76290464	0.741207	0.895029	0.8813323	0.814831	0.81670636	0.79292417	0.7005211	0.78821766	0.8564031	0.6919136	0.86956894	0.74173385	0.7842524	0.69265866	0.7319716	0.6308235	0.9098496	0.8490919	0.7872912	0.79942906	0.8068567	0.8582834	0.871048	0.7301525	0.80787414	0.820599	0.8129826	0.84151804	0.7067572	0.81299657	0.79277575	0.7941005	0.7103573	0.8943754	0.84191734	0.7428719	0.77468836	0.7004671	0.8820186	0.9173479	0.9062169	0.79788566	0.7983888	0.795627	0.902151	0.80859214	0.6807201	0.87114197	0.9043237	0.81261486	0.7834694	0.8288445	0.7084584	0.93645895	0.79967695	0.75221634	0.82336134	0.6385655	0.73564994	0.8038702	0.8676629	0.88214624	0.771106	0.9092653	0.71937823	0.8589553	0.68312246	0.86414945	0.83118486	0.78075325	0.82609326	0.87988794	0.9392251	0.8852123	0.78081256	0.8996103	0.9345011	0.73257536	0.80919397	0.8145474	0.80953157	0.79796237	0.80270654	0.8253832	0.69170356	0.8302739	0.87656486	0.8082546	0.7674324	0.7015836	0.8269812	0.7540418	0.82228935	0.83418256	0.9373426	0.5835618	0.7566296	0.7894859	0.64948916	0.89135855	0.929631	0.7983092	0.846941	0.8781052	0.97398627	0.71491456	0.8576877	0.71974707	0.7798049	0.76247	0.8628389	0.75380516	0.7122525	0.6868185	0.83297694	0.88857365	0.92249376	0.58388764	0.72932285	0.67526376	0.83640254	0.6039524	0.81123334	0.78276056	0.8257539	0.92644656	0.9529245	0.7206796	0.88786227	0.859846	0.86417437	0.74020994	0.8588957	0.9028793	0.8685155	0.7728632	0.9388331	0.7741433	0.912938	0.6789229	0.886999	0.7119111	0.78116083	0.89773685	0.68071955	0.89025706	0.94492626	0.7840441	0.9038347	0.86075807	0.8754912	0.7947042	0.825297	0.9136644	0.7085655	0.8485856	0.6444376	0.96845174	0.843631	0.85345286	0.8378309	0.7877077	0.6432231	0.7478157	0.8420721	0.7541374	0.97503585	0.78678346	0.7433194	0.75197566	0.8895544	0.8931619	0.73661864	0.70665073	0.84497476	0.86376095	0.8776312	0.7211155	0.9272836	0.7400273	0.7482434	0.82274026	0.78220725	0.79404503	0.7528444	0.9029458	0.72840387	0.61613476	0.7071476	0.9244489	0.7110749	0.7368579	0.9554398	0.7504501	0.79215425	0.87822473	0.7005476	0.7515699	0.6203675	0.60227907	0.73747134	0.95859313	0.6377675	0.8066871	0.96979094	0.9181653	0.88580215	0.91701156	0.69571054	0.7839887	0.86228245	0.9067416	0.66359663	0.7833713	0.8944575	0.93050224	0.6740831	0.8711204	0.9093448	0.9285286	0.92959344	0.77186644	0.79487395	0.87021875	0.6947766	0.70629585	0.84378695	0.8081267	0.7763943	0.8123447	0.64117986	0.6191591	0.8734845	0.6684476	0.80613834	0.8533927	0.8750901	0.8792634	0.8541065	0.9150187	0.94829994	0.7628648	0.81126094	0.75648427	0.8482701	0.6193577	0.87742376	0.6402391	0.799013	0.789588	0.9015977	0.9002488	0.72558784	0.7256229	0.8040011	0.9302348	0.78292495	0.8898158	0.88361096	0.8676194	0.8407526	0.8988749	0.7906287	0.8270987	0.846711	0.8855673	0.6093232	0.8364893	0.73655665	0.924681	0.631942	0.9155022	0.6738924	0.84762126	0.80301845	0.7027301	0.96205086	0.63537294	0.90884316	0.7984832	0.7125047	0.84166056	0.9137341	0.7716681	0.70499015	0.9222596	0.8828566	0.73018754	0.8840195	0.9308876	0.7916513	0.68733776	0.8944576	0.72632015	0.92937315	0.9923201	0.7882415	0.68346167	0.86415833	0.7583185	0.93119824	0.8609369	0.83277017	0.85779256	0.924722	0.7114115	0.92486274	0.8941504	0.7529991	0.77827096	0.8143151	0.80780053	0.92571723	0.7865263	0.7797079	0.8464023	0.8807067	0.6666986
