	kinderachtig/adj	word/verb	flyers/noun	getal/noun	surrealistisch/adj	oog_klep/noun	aan/adj	aantal/noun	suggestief/adj	stem/noun	tv/noun	zoek_tocht/noun	dan/adv	weerszijden/noun	affiche/noun	uit/adj	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	heilig/adj	combineer/verb	Australisch/adj	detective/noun	verblind/adj	plaats/noun	alles/noun	bekendheid/noun	avond/noun	flankeer/verb	aspect/noun	blauw/adj	geplaatst/adj	alweer/adv	wereld_top/noun	montage/noun	ernst/noun	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	mannelijk/adj	aangepast/adj	bedoeling/noun	altijd/adv	centraal/adj	inventief/adj	sla_gade/verb	Brabants/adj	klein/adj	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	schrijver/noun	niet_commercieel/adj	vanavond/adv	podium/noun	radio/noun	dusverre/adv	ingehouden/adj	minachting/noun	alleen/adv	symboliek/noun	gehard/adj	storend/adj	raciaal/adj	vol/adj	cliché/noun	vloer/noun	televisie_omroep/noun	zo/adv	welbewust/adj	spreek_in/verb	krachtig/adj	understatement/noun	treed_op/verb	onbedaarlijk/adj	begin/verb	overdrijf/verb	priem/verb	kaars/noun	omstreden/adj	slechts/adv	steevast/adj	belediging/noun	kant_DIM/noun	moet_in/verb	plafond/noun	bezie/verb	studio/noun	verholen/adj	gekleurd/adj	beperkt/adj	prognose/noun	drijf/verb	ongestraft/adj	fiets/verb	eeuwig/adj	hang/verb	respons/noun	schemer_door/verb	ironie/noun	tafereel/noun	televisie/noun	helder/adj	mild/adj	precies/adv	keel/noun	bepaal/verb	weer/adv	Aalsterse/adj	omgeving/noun	speel_af/verb	wil/noun	film/noun	zweem/noun	actualiteit_programma/noun	sta_los/adj	schrijven/noun	tot/adv	vrolijk/adj	eenzaam/adj	deel/noun	tegelijkertijd/adj	zo/adj	leg_in/verb	smeul/adj	wereld_pers/noun	creëer/verb	terloops/adj	verander/verb	ranzig/adj	zelfportret/noun	speel_toneel/verb	mengeling/noun	loop/verb	afstandelijkheid/noun	linker_oog/noun	menselijk/adj	reeks/noun	verwondering/noun	prent/noun	auteur/noun	dergelijk/adj	maak/verb	macho/noun	hoogdravend/adj	vooroordeel/noun	overspoel/verb	ingebouwd/adj	licht/adj	vee_handelaar/noun	drijf_op/verb	flink/adj	gebruik/verb	zicht/noun	discriminatie/noun	waarschuw/verb	ander/adj	monarchie/noun	licht/noun	publiek/adj	gesluierd/adj	ere_plaats/noun	hang_op/verb	humor/noun	kleurrijk/adj	ondervrager/noun	ontlok/verb	rondleiding/noun	diagonaal/adj	cool/adj	monster/noun	even/adj	hilarisch/adj	kom_over/verb	bom_vol/adj	hoon/noun	keer/noun	Nederlandstalig/adj	socialistisch/adj	vertolkt/adj	ragfijn/adj	richt/verb	Romein/noun	multicultureel/adj	kwaad/adj	goedmoedig/adj	vuur/noun	paus/noun	Engelstalig/adj	introduceer/verb	verdwijn/verb	vaak/adj	fel/adj	auto_wrak/noun	bouw_op/verb	kijker/noun	geneigd/adj	drama/noun	zelf/adv	beetje/noun	doordrenkt/adj	zend_uit/verb	sta/verb	ondergraaf/verb	honderden/noun	vleugel/noun	rood/adj	mikpunt/noun	eindeloos/adj	bezorgd/adj	buis/noun	draag_uit/verb	lawaaierig/adj	geest/noun	dien_in/verb	komedie/noun	onderwerp/noun	wijsheid/noun	reclame/noun	varieer/verb	industrieel/adj	weiger/verb	er/adv	vind_goed/verb	hang/adj
kinderachtig/adj	0.0	0.9259693	0.8853353	0.80384135	0.6873226	0.8540535	0.88148594	0.8917391	0.60544515	0.92419064	0.7989509	0.82440424	0.70634395	0.9715751	0.8596846	0.83489907	0.67952967	0.7783916	0.9368394	0.768016	0.86852676	0.67950654	0.85020924	0.7404052	0.8547134	0.97262645	0.775551	0.83881193	0.87555647	0.98413306	0.8082482	0.8695616	0.89004236	0.8357763	0.97610587	0.66754043	0.7653563	0.9150953	0.8717973	0.8823997	0.83596647	0.85705394	0.80316365	0.78194344	0.9217571	0.6783461	0.92932755	0.5678562	0.86892027	0.90853965	0.87321055	0.7950169	0.9541052	0.95499927	0.77422833	0.87804484	0.9109264	0.9150984	0.87867415	0.95433795	0.7269746	0.8976362	0.81424	0.69849795	0.8781029	0.6615108	0.7536199	0.8469967	0.56338817	0.8722893	0.92422754	0.5944945	0.9370615	0.8583071	0.7164002	0.78811324	0.89811134	0.678619	0.9015742	0.7499528	0.915042	0.8946501	0.86831325	0.9805104	0.80153716	0.7167206	0.7683965	0.7900959	0.8676835	0.86336815	0.7764617	0.9418789	0.7732223	0.9518068	0.92508984	0.75428456	0.86990094	0.8481733	0.73016316	0.8356819	0.9265832	0.8287744	0.7710458	0.73270035	0.8410193	0.7622142	0.7469	0.88062525	0.87884325	0.89131075	0.7685931	0.78446805	0.8250721	0.84023505	0.87931496	0.6444422	0.86587274	0.94251764	0.9625474	0.8432495	0.9655344	0.63012844	0.8309384	0.98478633	0.6962439	0.747748	0.9214763	0.82852924	0.9521693	0.8080471	0.7294849	0.8973327	0.5693394	0.79962856	0.8457657	0.6911204	0.9113971	0.75334704	0.8621818	0.67522836	0.7975991	0.76958406	0.7015269	0.80512315	0.72952044	0.76322764	0.80599284	0.67805743	0.7335506	0.7987684	0.9554883	0.7916868	0.9667883	0.9117358	0.8641496	0.7914052	0.90709764	0.7993547	0.92202383	0.869821	0.8476129	0.86346745	0.91498643	0.93260574	0.96751046	0.8044526	0.642156	0.5578911	0.9175143	0.8599165	0.7598357	0.89863527	0.5949849	0.7802924	0.7141459	0.63035226	0.5500379	0.957803	0.92461956	0.9191773	0.890223	0.9515716	0.834745	0.6733528	0.9077419	0.8437789	0.8244755	0.7406108	0.793628	0.91282415	0.95463955	0.86069244	0.8206807	0.8920412	0.58973706	0.84684	0.9700603	0.8733263	0.8346205	0.74936736	0.6963397	0.8584838	0.64199746	0.6811559	0.91717184	0.92229164	0.8352251	0.92775315	0.89189196	0.9032135	0.7841985	0.7333327	0.8349619	0.8958093	0.7788888	0.7134654	0.7696923	0.9096847	0.5483786	0.72935927	0.7223277	0.8231238	0.8311993	0.8628783	0.9010157	0.917079	0.7898555	0.86308813
word/verb	0.9259693	0.0	0.87671834	0.7704768	0.8186907	0.92583925	0.7608501	0.7454808	0.79066354	0.878085	0.7574068	0.7650233	0.7638737	0.676642	0.7771866	0.8637556	0.86094135	0.88592255	0.87513375	0.79003125	0.86167336	0.9021113	0.8388484	0.8708968	0.9033123	0.9138846	0.8172679	0.84941983	0.81674004	0.9242912	0.84512216	0.8351009	0.9031679	0.7314	0.9069574	0.861317	0.8305616	0.7694268	0.9291389	0.89753765	0.8347218	0.78009176	0.8207855	0.7625356	0.82189006	0.83921087	0.7395533	0.8313701	0.9540349	0.85654265	0.8489046	0.89735687	0.9308886	0.7996759	0.92822254	0.8352212	0.73573244	0.74531955	0.79477066	0.7975446	0.89387196	0.8500277	0.7699145	0.84044355	0.932115	0.87705404	0.8649812	0.8343222	0.7988269	0.83581764	0.8298821	0.73216134	0.89171654	0.8906689	0.76907957	0.8979647	0.76579595	0.86097217	0.8609575	0.82063437	0.9261426	0.8297627	0.7860067	0.8244685	0.6504662	0.84254503	0.87770087	0.9056866	0.8400758	0.91916084	0.8578694	0.9071877	0.79303247	0.9143704	0.9401118	0.8240473	0.68196994	0.8848184	0.8252841	0.8767194	0.88152814	0.9039005	0.84293187	0.8353901	0.6632037	0.8119514	0.83262724	0.73083043	0.8544474	0.9090842	0.72234005	0.72030187	0.79400826	0.8892933	0.86206746	0.81173015	0.88562584	0.8263868	0.85921156	0.93811566	0.8939361	0.8320122	0.82320607	0.7798499	0.721683	0.83466566	0.80169857	0.8940426	0.9399047	0.8632506	0.8017422	0.86257476	0.7920362	0.9211536	0.9172489	0.86526024	0.8835525	0.876191	0.9526712	0.7963275	0.8060882	0.8564439	0.76205885	0.8509412	0.6566644	0.8106072	0.8864553	0.8899109	0.86060315	0.7863106	0.83776385	0.8318183	0.8483653	0.88479525	0.7626899	0.840358	0.91313916	0.91874117	0.8242755	0.73909235	0.8175092	0.8326366	0.777375	0.9160862	0.8790024	0.8455448	0.78924567	0.7740239	0.8833271	0.89128155	0.7778114	0.86547136	0.9038914	0.8300437	0.7772163	0.82699573	0.8559827	0.9116196	0.7686052	0.7862063	0.84509206	0.85681546	0.9529999	0.91430306	0.85496604	0.683662	0.87425965	0.9195758	0.86900187	0.83106077	0.78105134	0.79092777	0.8820614	0.86419415	0.75912917	0.84047115	0.82633257	0.88304657	0.73244363	0.8043759	0.83906573	0.67606544	0.84505624	0.9529717	0.8130138	0.85723853	0.8974766	0.6803762	0.84641796	0.81843567	0.9013505	0.8579522	0.7343041	0.8418866	0.8972559	0.83563775	0.83668894	0.8701651	0.86505747	0.8115815	0.8833624	0.6563188	0.89773786	0.7715796	0.80408436	0.8279115	0.974386	0.86008406
flyers/noun	0.8853353	0.87671834	0.0	0.9150339	0.8981996	0.9931003	0.8488551	0.9277184	0.7758504	0.9639261	0.7762953	0.92451787	0.84622973	0.9040567	0.47672075	0.80060077	0.9524307	0.78014964	0.96566176	0.5156313	0.9490622	0.8913794	0.8694459	0.95125014	0.8780631	0.89236933	0.89864194	0.7455851	0.80344224	0.9524761	0.89134365	0.82269245	0.8297117	0.8672574	0.90563154	0.86667955	0.9308989	0.9257393	0.9033314	0.8912141	0.9430299	0.7475746	0.90815973	0.71694386	0.9124445	0.8626565	0.8908278	0.899285	0.882757	0.78850615	0.8663829	0.84557354	0.85236275	0.9422129	0.9682858	0.7157005	0.8190388	0.817395	0.7694815	0.7428665	0.9465703	0.9462295	0.85978055	0.9149212	0.94625604	0.78260624	0.8910499	0.7879431	0.9353796	0.8587968	0.9601784	0.9018238	0.931494	0.80482185	0.8584714	0.900698	0.8787808	0.82601345	0.95073354	0.93516874	0.89535505	0.7448422	0.79197025	0.93197995	0.83761704	0.9033765	0.92591953	0.9411436	0.7554278	0.909893	0.9036622	0.8728516	0.78115404	0.85775477	0.8324904	0.9333483	0.7664577	0.91597545	0.9684263	0.6621705	0.7827823	0.9036511	0.9483328	0.88873875	0.818243	0.7932236	0.9560331	0.9435913	0.846732	0.932192	0.8604549	0.84260654	0.8458085	0.9333296	0.9845818	0.8550462	0.9336582	0.8482071	0.78120774	0.9332866	0.91463923	0.7287263	0.86894673	0.92371833	0.8259202	0.86883533	0.9017605	0.89604175	0.84019965	0.9219759	0.8712985	0.9494003	0.8611362	0.8428893	0.716058	0.88846475	0.9537262	0.9751124	0.9423678	0.98136973	0.83782786	0.88322866	0.6365752	0.9528205	0.7512878	0.7340243	0.8913023	0.9490681	0.8944469	0.73467004	0.9289478	0.85623837	0.85202754	0.90516216	0.92626864	0.8324397	0.8682108	0.89983004	0.8042872	0.8946575	0.94835454	0.81386214	0.8252415	0.86250377	0.9053935	0.5739474	0.9264515	0.6984409	0.9292065	0.8184534	0.9122529	0.89106005	0.91193247	0.8947871	0.8670504	0.8890903	0.91246146	0.80163634	0.97637796	0.86630374	0.84737647	0.8863877	0.8979074	0.88767	0.88001406	0.91518545	0.8501539	0.9409616	0.904937	0.9638158	0.88903123	0.847573	0.93272716	0.91737145	0.8377692	0.846907	0.9295456	0.9011956	0.8394115	0.96859974	0.9613265	0.9106994	0.90740764	0.9210556	0.7883383	0.77314323	0.8971739	0.7709158	0.89883745	0.8212887	0.9727371	0.87676597	0.8259742	0.8595979	0.793998	0.79553604	0.9498492	0.90106434	0.9367106	0.91014177	0.981799	0.65143883	0.8437093	0.94454366	0.8400823	0.7390654	0.9099941	0.8907246
getal/noun	0.80384135	0.7704768	0.9150339	0.0	0.870016	0.9289233	0.8814383	0.8192038	0.6944189	0.91600716	0.90307426	0.8488058	0.82333195	0.92161494	0.8637501	0.82930624	0.9076521	0.886758	0.8803961	0.80597734	0.5615482	0.7502103	0.80381376	0.88912547	0.8754461	0.7316466	0.8028459	0.8411781	0.9418099	0.9400215	0.81849277	0.9216044	0.89893436	0.9130793	0.907579	0.74551964	0.66538155	0.81613433	0.9197068	0.8836984	0.8516042	0.66491103	0.7371748	0.92040443	0.9050827	0.7844949	0.90498024	0.78556955	0.8970257	0.9090682	0.7986975	0.78778017	0.9093184	0.9213464	0.87550217	0.886128	0.90955514	0.94403243	0.92458487	0.71896046	0.77569866	0.9238004	0.699076	0.60663617	0.91991323	0.9189063	0.90690345	0.81726	0.7935972	0.8878737	0.94576573	0.84863245	0.92204463	0.94908893	0.7004361	0.87612677	0.91393346	0.93964183	0.89925855	0.67056763	0.85706735	0.75111926	0.8663635	0.7163794	0.756614	0.8564185	0.90729	0.93202513	0.92100817	0.7530868	0.91382176	0.93017346	0.8623003	0.77493364	0.8697807	0.8402024	0.82998776	0.9492144	0.8515396	0.8717938	0.76911837	0.91841936	0.78233796	0.7979373	0.9024766	0.81787926	0.80260694	0.763717	0.823038	0.7727032	0.84913117	0.9158661	0.864338	0.87364066	0.86015856	0.85486066	0.77738947	0.9455366	0.8967561	0.8092507	0.7036394	0.85447323	0.8903703	0.8485082	0.78509855	0.8728787	0.9528325	0.82282823	0.8959206	0.90203583	0.78652763	0.9267337	0.7151687	0.7633594	0.9345424	0.79187757	0.9365361	0.8237467	0.95353764	0.8281048	0.7447592	0.74576443	0.69498646	0.82778525	0.6387013	0.83681273	0.6890607	0.7285641	0.8646913	0.847242	0.9403032	0.83729416	0.91720325	0.77119875	0.8469932	0.8195946	0.9286322	0.9199581	0.8854556	0.8374405	0.841441	0.8744241	0.9340095	0.97208256	0.8848664	0.7689002	0.81150824	0.8324245	0.90812635	0.83182573	0.9411777	0.80764985	0.8810983	0.8906109	0.75692624	0.85903674	0.8116646	0.93238753	0.8042598	0.8106185	0.9280633	0.7546347	0.93831086	0.77594936	0.8924407	0.8635447	0.90502435	0.8407214	0.9036509	0.83767927	0.7519953	0.8973124	0.8704063	0.9048491	0.7014948	0.8411391	0.9040613	0.86136794	0.8119999	0.78274786	0.76675177	0.8382529	0.80577606	0.74128115	0.9063307	0.9004194	0.8835345	0.8205087	0.816548	0.9122334	0.91448426	0.66957724	0.7718879	0.86953604	0.8220111	0.91527396	0.7944395	0.96739686	0.8892641	0.75060034	0.7323577	0.8720906	0.7337158	0.8954099	0.8142513	0.85845137	0.9827463	0.90004885
surrealistisch/adj	0.6873226	0.8186907	0.8981996	0.870016	0.0	0.9061803	0.7377821	0.9202199	0.7539047	0.8583708	0.77504635	0.697336	0.85749024	0.9088564	0.8893384	0.8583042	0.6422728	0.94259924	0.97942084	0.9021625	0.8672037	0.6326635	0.7404177	0.56266487	0.82567155	0.96267194	0.88296425	0.7601205	0.8280525	0.9668501	0.7510792	0.8305687	0.89032567	0.88715684	0.9817539	0.57770276	0.5849575	0.8271927	0.9519217	0.796088	0.84481275	0.81898475	0.8139801	0.84575087	0.8582647	0.72671354	0.84099114	0.53031635	0.66721034	0.8577144	0.7901657	0.7406893	0.84123373	0.8961506	0.7183935	0.8004715	0.8817618	0.8923229	0.8913087	0.9093462	0.63555443	0.79345673	0.8475944	0.6762718	0.9415134	0.8373807	0.8043388	0.7299294	0.6499406	0.9191857	0.95407975	0.6658546	0.80659133	0.864285	0.7998314	0.677743	0.8411421	0.65452695	0.90881366	0.86338913	0.8627945	0.8097408	0.8343032	0.8487604	0.6913825	0.80835015	0.65424633	0.88859445	0.9143827	0.66259086	0.9213857	0.97172844	0.7856776	0.9027368	0.91471833	0.6698252	0.8796596	0.8787432	0.73423505	0.8605617	0.8930963	0.6585367	0.6719552	0.68087053	0.7794689	0.7198927	0.62305665	0.844519	0.8938423	0.8840341	0.85500973	0.73986685	0.8369805	0.56883824	0.7748584	0.5991789	0.80935013	0.88840866	0.89491963	0.8107226	0.9563976	0.509186	0.7918792	0.90081435	0.620355	0.77079076	0.8171134	0.8115192	0.7837567	0.77950346	0.67342186	0.8369179	0.56777364	0.79623795	0.89459336	0.62387764	0.8640354	0.73572093	0.7933892	0.58153266	0.7650534	0.70138824	0.6440125	0.65167797	0.6374951	0.76604277	0.85108566	0.7359972	0.85080516	0.89562017	0.9005479	0.71204615	0.8929192	0.8854964	0.85494787	0.8204323	0.9131047	0.9532583	0.87761945	0.7951583	0.8210293	0.8135205	0.86966074	0.89274293	0.94792813	0.8269826	0.51018584	0.5898024	0.90985847	0.7396039	0.85869193	0.91029567	0.7641559	0.82140183	0.68883586	0.52046955	0.7303972	0.8118215	0.8749803	0.9174789	0.79879385	0.8195531	0.70392466	0.7504729	0.90449715	0.9067855	0.79120475	0.8638896	0.72063285	0.9421196	0.8827033	0.8179165	0.6650363	0.86758846	0.64758885	0.88243496	0.89651823	0.75973034	0.78791356	0.8539715	0.5976055	0.8604337	0.6734594	0.7379575	0.86571074	0.9352502	0.81297666	0.84500444	0.900949	0.8522452	0.9099225	0.79805887	0.8510995	0.8331015	0.803602	0.8660743	0.6695385	0.99043703	0.45288438	0.6899829	0.69134235	0.82821345	0.8466111	0.8790769	0.9598451	0.8596472	0.88692975	0.7963643
oog_klep/noun	0.8540535	0.92583925	0.9931003	0.9289233	0.9061803	0.0	0.95725346	0.9199741	0.983046	0.92762965	0.89998066	0.92787504	0.82837355	0.95300823	0.9882895	0.96754473	0.9263551	0.95936877	0.9523172	0.9201147	0.9727788	0.9431134	1.0	0.960425	0.8803344	0.97600657	0.8539417	0.9875292	0.93531513	0.9457753	0.89605397	0.9195014	0.9785149	0.9517392	0.97895664	0.9380938	0.91590726	0.95870876	0.50708735	0.8850527	0.9316209	0.97022474	0.8525076	0.99588716	0.95919186	0.7483458	0.96989244	0.9314358	0.9798661	0.95171857	0.93557507	0.9486681	0.9332461	0.95509994	0.9570559	0.96718574	0.9700161	0.9006493	0.9832256	0.9046484	0.8456886	0.8952274	0.7924445	0.91215193	0.9563874	0.9547518	0.85577404	0.9389391	0.7949647	0.9893297	0.94104326	0.82387793	0.98479486	0.96341324	0.9480025	0.9047477	0.9518359	0.89637005	0.9671275	0.9363903	0.95190287	0.9589423	0.9686051	0.9522746	0.9367374	0.93313223	0.84704995	0.76935166	0.9737729	0.7508061	0.973344	0.96403706	0.8313476	0.937403	0.9976498	0.784227	0.9042012	0.8795724	0.9227702	0.9630372	0.96792936	0.9508025	0.8845546	0.9253095	0.9410148	0.87561005	0.81459093	0.950046	0.8941909	0.9299084	0.8815264	0.95972264	0.97192514	0.9766172	0.9085375	0.9387618	0.91828084	0.9739968	0.9827312	0.9775791	0.956997	0.8796558	0.88238	0.97147936	0.8958527	0.9467067	0.98058414	0.9911433	0.9850788	0.9566209	0.8940249	0.9758828	0.9243558	0.9786354	0.9204807	0.8934041	0.8474443	0.9452691	0.9168686	0.92510384	0.98049295	0.864753	0.9861877	0.9480851	0.8334439	0.95546734	0.8959731	0.91380656	0.73307836	0.9587017	0.99200296	0.8633807	0.9290672	0.98720807	0.78752935	0.9412953	0.56664705	0.8819235	0.98165405	0.9065045	0.8187837	0.90635383	0.98146373	0.92403	0.97360224	0.95294714	0.8527595	0.9609536	0.8274906	0.9078831	0.9439577	0.95754373	0.84892297	0.9581758	0.89328486	0.9303599	0.90322924	0.95765674	0.98045427	0.9570636	0.96800405	0.91749954	0.96030587	0.90503484	0.9682444	0.98010117	0.9041575	0.9014809	0.88928765	0.9934789	0.90828633	0.9756785	0.95758283	0.8716918	0.8371335	0.9422805	0.9542576	0.9677433	0.8368073	0.94830656	0.9103939	0.8591708	0.8172189	0.8438111	0.97754127	0.8666621	0.87096053	0.95026	0.96681064	0.9106146	0.908028	0.9513329	0.9392736	0.9521964	0.9526109	0.97172487	0.9472496	0.9975988	0.9112594	0.9294914	0.9389342	0.9694669	0.9773165	0.97282785	0.99379283	0.7472333	0.9068637	0.967269
aan/adj	0.88148594	0.7608501	0.8488551	0.8814383	0.7377821	0.95725346	0.0	0.7804099	0.7932998	0.79079413	0.63167304	0.8719448	0.73107123	0.75928724	0.86404145	0.5058875	0.8620626	0.87071687	0.9584774	0.78796744	0.83020693	0.78997755	0.8264863	0.93626606	0.82243115	0.9585334	0.8095597	0.81337726	0.7481637	0.85971093	0.7856672	0.7777941	0.78365654	0.71144736	0.94277227	0.8046736	0.8312804	0.8416724	0.92343765	0.7768895	0.7871224	0.8002901	0.9027512	0.74482846	0.8392416	0.77359825	0.79829127	0.92732596	0.85618246	0.91859573	0.8385184	0.75088966	0.93039894	0.9160083	0.90539	0.90867096	0.77904034	0.8226116	0.64214283	0.93091685	0.81773317	0.8732815	0.74631613	0.8278666	0.8859043	0.881189	0.87839115	0.76167846	0.7776275	0.81502223	0.9004314	0.7566727	0.8024486	0.8269942	0.82938844	0.8834077	0.7919069	0.8791262	0.8094917	0.81297404	0.80747783	0.6357254	0.8156351	0.79112744	0.7855506	0.83989227	0.80587447	0.839657	0.7936027	0.7770844	0.7725148	0.86088413	0.64392745	0.9314478	0.91217935	0.8484817	0.8905584	0.8059113	0.83757347	0.8006951	0.84187585	0.81082416	0.82154006	0.79909074	0.68030816	0.73940885	0.7614341	0.789476	0.88697046	0.851823	0.72244394	0.8941778	0.85699385	0.8895529	0.8310002	0.79299474	0.7577221	0.76144564	0.80216646	0.83861274	0.908717	0.75854737	0.8733706	0.8172559	0.7177094	0.7600813	0.93301165	0.852274	0.94942534	0.8344663	0.7511301	0.76609635	0.6943695	0.909952	0.76228726	0.8865395	0.83361673	0.85484433	0.8506094	0.8694498	0.7864379	0.82313234	0.8885474	0.8459314	0.85968983	0.7012069	0.8978238	0.9387036	0.8156632	0.82197654	0.6465749	0.71961117	0.96375847	0.810646	0.6987065	0.8293748	0.8946242	0.8606627	0.8245985	0.815023	0.8218474	0.63789475	0.7383184	0.87740904	0.8875981	0.75717807	0.8069579	0.7729969	0.7687334	0.87790126	0.88713837	0.87683296	0.8281968	0.86058426	0.6935146	0.8067849	0.77411306	0.9054381	0.8988271	0.85598147	0.8703315	0.87870234	0.8425962	0.85630167	0.85395646	0.9193016	0.8606943	0.902221	0.94773114	0.6976639	0.90213215	0.9499911	0.8405802	0.6390325	0.75170517	0.82146305	0.87119997	0.7516712	0.8169578	0.90550995	0.8250506	0.83638763	0.7871763	0.93560815	0.68968177	0.8250742	0.9202826	0.7892568	0.9116238	0.7666832	0.908672	0.8288187	0.68151176	0.71171826	0.8932265	0.9492087	0.81536025	0.92938846	0.8396828	0.7369057	0.90979934	0.71357065	0.8862512	0.8791586	0.94751126	0.6946873	0.9443654	0.80637383
aantal/noun	0.8917391	0.7454808	0.9277184	0.8192038	0.9202199	0.9199741	0.7804099	0.0	0.84019816	0.8428413	0.85414624	0.9032634	0.9135996	0.79570293	0.85680467	0.8835926	0.8964055	0.7463809	0.9199178	0.8929207	0.90104634	0.83012426	0.9615008	0.9249045	0.8901953	0.87437487	0.96333057	0.7940394	0.91827214	0.9405292	0.86361784	0.8846097	0.8035923	0.83460695	0.9262036	0.8775934	0.9013413	0.7947581	0.906054	0.92174196	0.9045102	0.78690636	0.7753622	0.8741126	0.81943387	0.8747703	0.79001975	0.89483	0.9630825	0.904219	0.7711522	0.8673065	0.88553226	0.9021277	0.85301685	0.9160507	0.8906881	0.88717437	0.7983979	0.84284383	0.8644819	0.86049575	0.79033166	0.88243496	0.9116675	0.71604395	0.81565297	0.951326	0.86388516	0.89057606	0.9320136	0.8632819	0.8769292	0.85052073	0.7959316	0.95452714	0.85619134	0.98204154	0.94429976	0.8351635	0.87740314	0.92813253	0.8697173	0.5963589	0.8722883	0.863047	0.8952087	0.900043	0.916813	0.92180943	0.8295854	0.9428751	0.82898736	0.77194154	0.8292767	0.9115985	0.9401673	0.8638209	0.93875885	0.9114911	0.72746754	0.9025734	0.88012236	0.942816	0.883624	0.88555586	0.9180932	0.85926	0.8499384	0.7623204	0.8465307	0.89689165	0.7633285	0.8955147	0.9432188	0.83161753	0.89747256	0.94691586	0.93383825	0.915805	0.8530719	0.9144927	0.8893489	0.6808135	0.82739264	0.9022947	0.93885136	0.83895934	0.9471341	0.86093795	0.87251264	0.9487634	0.88934267	0.8999046	0.9838091	0.9522196	0.84566754	0.88950634	0.9057262	0.83215624	0.75183356	0.9333973	0.8394711	0.83293647	0.748418	0.8324022	0.75025177	0.931399	0.8156781	0.8719809	0.85444486	0.8287115	0.96385956	0.77468103	0.8018336	0.7558405	0.79667366	0.8597874	0.8629129	0.6567809	0.9385169	0.9165455	0.7330636	0.8867234	0.893406	0.8242311	0.88511497	0.8262386	0.8967619	0.8524823	0.8235907	0.94718933	0.9606459	0.9222715	0.88535786	0.9380108	0.8775047	0.98243827	0.9175625	0.88344	0.80484545	0.9456187	0.8765864	0.9425438	0.7205788	0.8735105	0.7961733	0.9680735	0.8901069	0.8628644	0.9198076	0.82829094	0.86954355	0.80081224	0.7330383	0.87853134	0.872883	0.7869434	0.74955666	0.8491109	0.86789733	0.8684022	0.8648539	0.90695155	0.81867224	0.90827566	0.8417642	0.7221246	0.88986605	0.90653265	0.94821817	0.7535832	0.9032624	0.8508636	0.79637074	0.94106585	0.9234534	0.76992786	0.89854074	0.68933904	0.9119936	0.85477126	0.7590989	0.85378677	0.68640757	0.85411394	0.95527387	0.897253
