	kinderachtig/adj	word/verb	die/pron	flyers/noun	surrealistisch/adj	zulk/det	aantal/noun	tv/noun	stem/noun	affiche/noun	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	combineer/verb	Australisch/adj	vol/prep	detective/noun	verblind/adj	plaats/noun	flankeer/verb	geplaatst/adj	wereld_top/noun	ernst/noun	lijk/verb	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	samenleving/noun	sla_gade/verb	centraal/adj	laat_los/verb	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	niet_commercieel/adj	radio/noun	ingehouden/adj	PROV/name	minachting/noun	symboliek/noun	die/det	gehard/adj	storend/adj	vol/adj	begin/verb	priem/verb	kaars/noun	licht/prefix	slechts/adv	ben_uit/verb	verholen/adj	moet_in/verb	plafond/noun	studio/noun	en/vg	gekleurd/adj	1ste/num	beperkt/adj	accent/noun	nostalgie/noun	prognose/noun	enig/det	drijf/verb	jazz/noun	in/prep	wat/det	hang/verb	schemer_door/verb	ironie/noun	tafereel/noun	mild/adj	pose/noun	helder/adj	precies/adv	welk/det	3de/num	Euro2000/name	waarvoor/pp	Aalsterse/adj	omgeving/noun	zweem/noun	schrijven/noun	vrolijk/adj	zie/verb	eenzaam/adj	kijk_terug/verb	wereld_pers/noun	terloops/adj	verander/verb	loop/verb	met/prep	blijf_achter/verb	reeks/noun	op/prep	verwondering/noun	door/prep	maak/verb	dergelijk/adj	macho/noun	één/pron	tafel/noun	vooroordeel/noun	ingebouwd/adj	licht/adj	gebruik/verb	discriminatie/noun	waarschuw/verb	ander/adj	licht/noun	publiek/adj	ere_plaats/noun	hang_op/verb	alle/det	voor/prep	humor/noun	onder/prep	ontlok/verb	van/prep	de/det	kom_over/verb	hoon/noun	Nederlandstalig/adj	ragfijn/adj	richt/verb	Romein/noun	eentje/pron	Istanboel/name	goedmoedig/adj	zijn/det	Engelstalig/adj	introduceer/verb	verdwijn/verb	fel/adj	loper/noun	auto_wrak/noun	politicus/noun	drama/noun	zelf/adv	zend_uit/verb	een/det	waarmee/pp	sta/verb	vleugel/noun	honderden/noun	rood/adj	mikpunt/noun	geluid_effect/noun	lawaaierig/adj	buis/noun	geest/noun	onderwerp/noun	ondanks/prep	2de/num	voer_op/verb	industrieel/adj	weiger/verb	varieer/verb	productie_huis/noun	hang/adj
bijtend/adj	0.78892964	0.8622602	0.76022464	0.9141016	0.74536645	0.75365394	0.9117603	0.8535402	0.8254435	0.8440019	0.0	0.8899188	0.91628075	0.86821735	0.78276044	0.8630543	0.6698314	0.8381713	0.8292315	0.9448885	0.88233876	0.8809836	0.9137505	0.79776466	0.84230524	0.84394574	0.85120964	0.8209648	0.820771	0.80888355	0.8628581	0.8468872	0.91817826	0.8141249	0.79146135	0.8947127	0.88737524	0.92161936	0.85927016	0.7411075	0.9465678	0.8091763	0.80879015	0.8067397	0.8442539	0.81584287	0.81926787	0.89957947	0.8402823	0.82097936	0.8781088	0.9112795	0.9079179	0.8578504	0.86267275	0.8341072	0.8841243	0.69323945	0.74348503	0.94155383	0.92033803	0.7972195	0.7897862	0.90727794	0.873422	0.76662636	0.8132376	0.8554136	0.79721785	0.8255048	0.8664559	0.6939622	0.76307935	0.7354978	0.8346925	0.75625527	0.8756208	0.8471151	0.93636787	0.89053637	0.8723885	0.8560099	0.8837705	0.8334287	0.8344185	0.7379482	0.86130965	0.8043778	0.86375225	0.86496085	0.7883704	0.89972997	0.9168625	0.7701733	0.8551569	0.83980924	0.8601623	0.79926395	0.79277325	0.86324334	0.8423246	0.85301316	0.84418035	0.887376	0.8251874	0.8687497	0.77521753	0.82466567	0.8612077	0.88619024	0.8719576	0.8133292	0.88911784	0.9203381	0.8373654	0.85139024	0.8881385	0.6719983	0.8472259	0.7783215	0.8343208	0.8193502	0.80681527	0.82315886	0.86092705	0.82532495	0.8652577	0.8952168	0.829746	0.8702787	0.83190036	0.7822095	0.86115694	0.8471325	0.862275	0.7580362	0.8761944	0.88177884	0.83981156	0.7538359	0.87232053	0.90651757	0.75769913	0.77071345	0.8748448	0.8619933	0.838851	0.8058833	0.8247169	0.8470136	0.8889283	0.8108692	0.81133795	0.81325907	0.83316463	0.9477923	0.85445106	0.87981576	0.9031814	0.7866129	0.9232633	0.85089886
letter_DIM/noun	0.8890213	0.8808565	0.8447145	0.8585976	0.8880512	0.80446655	0.91202646	0.8941361	0.91954035	0.8040863	0.8899188	0.0	0.8923967	0.73733217	0.87671685	0.935625	0.82348734	0.8948913	0.90345824	0.95036495	0.9231223	0.90353453	0.93179625	0.9047634	0.8999061	0.9024786	0.8894757	0.90786374	0.898592	0.84802634	0.9275326	0.914707	0.92881596	0.88054144	0.8700748	0.92497027	0.92362994	0.9235572	0.9052401	0.88296616	0.97386336	0.9080692	0.8635112	0.80317533	0.94092983	0.865479	0.9164617	0.9166801	0.899899	0.8612467	0.92096424	0.88923144	0.91994256	0.91851175	0.9102909	0.8498796	0.9053008	0.8351544	0.80407774	0.95162165	0.8943834	0.8469291	0.89320314	0.90222096	0.86163485	0.91092604	0.91599673	0.88857627	0.86749035	0.8784962	0.9103107	0.85314786	0.87091744	0.8883843	0.8787496	0.81993616	0.8898394	0.83041096	0.9654468	0.90208614	0.88073844	0.923159	0.9183606	0.89664	0.85135365	0.86417854	0.90322304	0.9114475	0.9205017	0.91105604	0.82323706	0.9185498	0.9058716	0.8353801	0.9257624	0.9058903	0.8630393	0.8965388	0.8965772	0.8900673	0.8239734	0.88509965	0.91553164	0.8600722	0.873636	0.87689865	0.89782465	0.86070013	0.89787006	0.89460015	0.901321	0.88075334	0.9273106	0.9259309	0.8574015	0.8356832	0.87700605	0.88332236	0.88188857	0.8920169	0.85736525	0.8522078	0.8920702	0.9266034	0.87017065	0.9072724	0.8990297	0.9039672	0.853468	0.93937874	0.90707946	0.8637167	0.83612335	0.8706393	0.90748966	0.90160805	0.8900976	0.89547735	0.9279284	0.91674024	0.89021564	0.9285587	0.8134557	0.8277086	0.8056713	0.89939684	0.9062195	0.8415614	0.9391193	0.9195436	0.9411208	0.8862562	0.87882894	0.8701429	0.8902554	0.9546204	0.94595873	0.91838384	0.8831013	0.8585019	0.90813047	0.8838603
geweigerd/adj	0.9203803	0.87463975	0.8229909	0.91930324	0.91881454	0.8708753	0.8118105	0.9298451	0.92413324	0.9086608	0.91628075	0.8923967	0.0	0.8636306	0.91733736	0.89679414	0.8944101	0.9181594	0.9304266	0.94083	0.91656566	0.89730656	0.9367253	0.91490215	0.93642795	0.891215	0.9095862	0.9176684	0.90977925	0.8912029	0.9188337	0.9250054	0.9181695	0.91236174	0.92653966	0.9124421	0.937794	0.93226784	0.913382	0.9104465	0.9656205	0.89350635	0.9163753	0.84557843	0.92600244	0.89780015	0.927049	0.9321202	0.94241446	0.89738107	0.9499726	0.8809729	0.9186355	0.9107801	0.89522415	0.91786283	0.9294482	0.8520795	0.9189523	0.92087287	0.87943304	0.93805724	0.9185255	0.8925252	0.88487434	0.9023887	0.9585386	0.8816047	0.89524305	0.93188757	0.90534353	0.91241485	0.9256109	0.87364197	0.92807925	0.9029151	0.9219603	0.8792307	0.91585076	0.88268274	0.8304547	0.87138116	0.9156212	0.9253615	0.8996288	0.92413205	0.9225383	0.9024937	0.93226737	0.9305326	0.8966655	0.94533753	0.9163776	0.87907994	0.89433306	0.89413494	0.9039544	0.89896905	0.8889871	0.9432551	0.8466881	0.92051536	0.9135814	0.91601497	0.9020495	0.9155014	0.90517473	0.8953121	0.88410354	0.9100947	0.8822358	0.9329122	0.91816676	0.92651784	0.8923618	0.8142986	0.8177451	0.9348253	0.90251565	0.8914543	0.8525495	0.82714033	0.92697036	0.9060026	0.874356	0.9307215	0.88580996	0.9348058	0.91253424	0.9238079	0.91780347	0.8576079	0.91314447	0.8996335	0.9101604	0.91057414	0.8979449	0.8826578	0.90719634	0.92999095	0.8896428	0.92942923	0.81697905	0.87070405	0.9120932	0.9371569	0.8394914	0.90770864	0.90327317	0.93246984	0.91357356	0.9138165	0.9305871	0.90948606	0.9009292	0.9249717	0.92557406	0.9088296	0.6765305	0.8952966	0.92352974	0.92662925
advertentie/noun	0.8143624	0.79324746	0.7418706	0.7092501	0.8427693	0.77184033	0.80154353	0.73194456	0.8611288	0.59715587	0.86821735	0.73733217	0.8636306	0.0	0.8722588	0.8456855	0.8226736	0.82658094	0.9101975	0.93280816	0.9091964	0.86500686	0.9168898	0.8651533	0.8821168	0.87934625	0.8698444	0.891665	0.88023335	0.79453516	0.89373004	0.902597	0.88548535	0.8727956	0.8715398	0.8782808	0.8862247	0.80691034	0.7223573	0.87545794	0.9543062	0.8444584	0.8425283	0.7939112	0.92766595	0.84522307	0.9081097	0.91740423	0.9278302	0.8491343	0.9033614	0.8442102	0.8634573	0.870776	0.891071	0.858759	0.8368281	0.7748091	0.78373444	0.950651	0.84210336	0.8214135	0.8470197	0.84787595	0.8485025	0.86850226	0.8927434	0.86475694	0.8406144	0.86521554	0.8771237	0.8394763	0.80811584	0.84667945	0.8261097	0.8586191	0.86035	0.8063602	0.9436198	0.8405585	0.7723098	0.85028994	0.8803608	0.88365793	0.7862116	0.8269448	0.85055745	0.87800246	0.8932933	0.86085993	0.7981608	0.91874874	0.93567824	0.7912605	0.8666941	0.8320559	0.81672144	0.86444557	0.8177488	0.87504	0.78232265	0.86329824	0.8638948	0.8752591	0.83388394	0.839908	0.8806258	0.80642736	0.8517954	0.8404481	0.831751	0.895337	0.79805386	0.8800011	0.7875648	0.7852143	0.7951469	0.85053813	0.872299	0.84854245	0.81229335	0.79255927	0.8563844	0.877806	0.7479253	0.92431366	0.79674983	0.88145554	0.83257407	0.91133636	0.8935733	0.8562358	0.70470655	0.77094394	0.875937	0.8642653	0.8523972	0.90455663	0.8032602	0.8556727	0.834309	0.7988576	0.77055615	0.731048	0.8169416	0.882308	0.7763763	0.8794983	0.88809603	0.9179597	0.8954898	0.8351873	0.88506436	0.78200376	0.8596592	0.93876684	0.84987795	0.84651506	0.84697425	0.8024055	0.81378675	0.8834043
combineer/verb	0.8076475	0.8961408	0.7442692	0.90873986	0.7150103	0.71641374	0.8650353	0.81069154	0.8216144	0.8192245	0.78276044	0.87671685	0.91733736	0.8722588	0.0	0.8597865	0.6874151	0.8229969	0.8449872	0.921956	0.8493887	0.85002774	0.8420309	0.8224453	0.7840736	0.89855504	0.81273466	0.8880307	0.8341305	0.7705759	0.78638685	0.84632707	0.79328656	0.74005103	0.75067544	0.89680064	0.8900717	0.81252867	0.8464949	0.76887476	0.9436179	0.8723146	0.7412517	0.75720394	0.87522614	0.7964702	0.8549212	0.8300245	0.898858	0.86414266	0.83896255	0.89235294	0.8600366	0.9286505	0.8611795	0.8407339	0.8379549	0.53942883	0.72822434	0.8958095	0.78231764	0.66062754	0.7467296	0.90191287	0.8336549	0.76476896	0.62276894	0.82671064	0.8000891	0.85367465	0.85566676	0.7542988	0.78689575	0.82025605	0.78122735	0.6829072	0.825061	0.7366867	0.9095845	0.8984954	0.7546309	0.8535892	0.80871046	0.81288254	0.74169743	0.71514153	0.85386914	0.8289014	0.8383475	0.94177	0.8141561	0.8094165	0.85648733	0.7128903	0.87613505	0.8227901	0.84503955	0.83231664	0.8331967	0.74221265	0.77558154	0.8383533	0.82185316	0.8717624	0.8058964	0.7961638	0.7698233	0.6886418	0.8831962	0.9299642	0.7758206	0.8141751	0.8413833	0.90316933	0.83066654	0.771379	0.75834715	0.64845496	0.8773189	0.8335538	0.7569779	0.80042845	0.79122376	0.9223173	0.7862667	0.7893829	0.7760368	0.8423218	0.82585216	0.9187304	0.8741668	0.76785403	0.799771	0.6615267	0.8536067	0.8778262	0.85100627	0.92342037	0.87290335	0.767956	0.8578253	0.8606029	0.6942554	0.67152077	0.89552355	0.8411381	0.8888854	0.82079554	0.9036621	0.81389225	0.8614914	0.8312123	0.7582673	0.7623928	0.8155835	0.9046199	0.7964543	0.7363	0.92273885	0.6866896	0.863912	0.86614084
Australisch/adj	0.8768693	0.82283795	0.68509495	0.9230742	0.84646916	0.8427806	0.84330475	0.8507266	0.87388647	0.8688416	0.8630543	0.935625	0.89679414	0.8456855	0.8597865	0.0	0.82846206	0.81629074	0.88397896	0.89996606	0.8539385	0.7946304	0.818606	0.8865618	0.8795605	0.8423586	0.8437546	0.9161391	0.8982195	0.8569232	0.87915385	0.8214789	0.85354996	0.8379372	0.8933941	0.8948605	0.844511	0.9101944	0.85018444	0.8787942	0.9670787	0.8672504	0.8863981	0.86290795	0.8702774	0.88450783	0.8990891	0.885235	0.9256249	0.89741325	0.94359	0.8630372	0.87912226	0.88722056	0.8687836	0.8983098	0.8562484	0.7445275	0.82773626	0.870699	0.90000147	0.85615623	0.8867683	0.8867403	0.8921359	0.8122363	0.85850096	0.778443	0.90093905	0.91047084	0.82845026	0.8674649	0.8404974	0.87322253	0.87298036	0.9072507	0.8875904	0.8437162	0.8704525	0.81813216	0.8166704	0.8132385	0.8813271	0.9203818	0.86189127	0.85426354	0.9005607	0.7939555	0.83986706	0.87521523	0.8548943	0.9068021	0.89050573	0.82089865	0.8403325	0.8301639	0.83069134	0.8928898	0.72338086	0.9078211	0.8463941	0.85480976	0.7763774	0.9169761	0.8691747	0.9080726	0.9033186	0.86483115	0.8803122	0.75668645	0.8019691	0.9164	0.8609271	0.8527818	0.85859996	0.80702484	0.8199457	0.8832489	0.80578566	0.8357165	0.7269745	0.6711427	0.84205425	0.85326475	0.83159906	0.93120354	0.8651849	0.8275314	0.8440014	0.7926816	0.9016129	0.7830524	0.7846205	0.79411215	0.8870821	0.84102744	0.81691647	0.9155494	0.8004607	0.8430356	0.8416107	0.8570399	0.7698897	0.7914147	0.90777993	0.85768664	0.75007707	0.8859412	0.8643925	0.9312577	0.90489095	0.86778617	0.8757981	0.8795137	0.8760412	0.8715245	0.82872605	0.83741516	0.76876986	0.86665577	0.86084616	0.889734
vol/prep	0.76697654	0.8765702	0.69258296	0.79545486	0.64475286	0.66083485	0.87452364	0.7765336	0.80197334	0.72313964	0.6698314	0.82348734	0.8944101	0.8226736	0.6874151	0.82846206	0.0	0.7617207	0.76395786	0.9311401	0.77202916	0.7843094	0.8822738	0.80704796	0.7647996	0.8177887	0.7699228	0.7265506	0.80078024	0.63971037	0.8464036	0.7241908	0.8441481	0.68670726	0.72359633	0.78385794	0.9004374	0.90242076	0.84337354	0.65910834	0.94679475	0.80528575	0.6828684	0.70975363	0.8203593	0.7601766	0.56655884	0.8528336	0.75483596	0.645531	0.81017625	0.88800883	0.79808843	0.77845395	0.7621777	0.6456138	0.7838901	0.48530954	0.5470095	0.94286084	0.8936607	0.73405015	0.6576562	0.9180634	0.77227265	0.62228537	0.7301828	0.7104404	0.63929486	0.5774757	0.85462236	0.66963494	0.61925113	0.79502827	0.7289016	0.68865263	0.81608737	0.7947259	0.9397894	0.8947166	0.8150995	0.82147974	0.7989843	0.72051823	0.76301813	0.5511139	0.73607635	0.6821272	0.78146344	0.8357734	0.75592077	0.8538615	0.7881772	0.59557664	0.7446554	0.79210496	0.765108	0.7062001	0.7658374	0.7774763	0.79507995	0.80080783	0.776791	0.7044323	0.7816972	0.72943795	0.7152435	0.69788504	0.89083254	0.87168866	0.79588497	0.72062624	0.8744047	0.8729328	0.61820626	0.7393712	0.8125474	0.6070522	0.7705187	0.7433037	0.7905958	0.737785	0.75298285	0.8591712	0.8014098	0.7828704	0.8603118	0.78622746	0.69897056	0.8428021	0.8234304	0.69114715	0.77345645	0.7557042	0.67381966	0.8186879	0.801472	0.7721122	0.85859674	0.71573067	0.8750729	0.88087964	0.5620005	0.62688446	0.68472445	0.7734295	0.6907789	0.6443795	0.8570374	0.78742784	0.7852819	0.6638176	0.7392887	0.8005606	0.7769059	0.9394222	0.7733121	0.790329	0.9062334	0.7303796	0.8953167	0.67786497
detective/noun	0.8178725	0.8097707	0.72381055	0.92785	0.78119266	0.78624517	0.87225926	0.84163105	0.8854503	0.8670087	0.8381713	0.8948913	0.9181594	0.82658094	0.8229969	0.81629074	0.7617207	0.0	0.89805555	0.9451383	0.90770626	0.88862	0.9071305	0.8336051	0.8351803	0.87255704	0.84165573	0.8836767	0.8897587	0.82725966	0.88300276	0.85011035	0.8922411	0.8592364	0.8902576	0.84417856	0.8783841	0.88320756	0.84965813	0.81243026	0.978253	0.85096437	0.8124545	0.8199943	0.88323903	0.83314264	0.9282194	0.8798877	0.9106355	0.869664	0.90473735	0.909571	0.8545878	0.9224855	0.8874617	0.90835035	0.8461824	0.7496866	0.82970756	0.95184803	0.9181885	0.8185435	0.8055891	0.914829	0.8860513	0.83764684	0.7867123	0.8675665	0.86554027	0.9001491	0.88537717	0.78358275	0.7595994	0.86268115	0.81607366	0.8480211	0.85872054	0.83850825	0.9440238	0.90677106	0.82820153	0.86835825	0.85875356	0.87932175	0.8087387	0.7763749	0.8996217	0.77833736	0.8605983	0.93571436	0.8141575	0.94637364	0.9181565	0.8059301	0.9010603	0.78269976	0.87310773	0.8364639	0.7875583	0.86541057	0.82719266	0.78033185	0.7898965	0.9069942	0.81003606	0.88786846	0.8865943	0.8910269	0.895453	0.8914398	0.8672488	0.9056116	0.90551925	0.91216415	0.83070165	0.8590528	0.8702892	0.72982156	0.881373	0.8647767	0.81881267	0.83643967	0.81290483	0.89381367	0.80571246	0.88724905	0.8995195	0.8511659	0.8204306	0.8797497	0.8435652	0.7852896	0.7726422	0.80440915	0.88141364	0.8982865	0.8711444	0.9069145	0.7986412	0.6945666	0.8166859	0.8678628	0.7150609	0.80927014	0.9122172	0.9011564	0.84240943	0.90748185	0.88759184	0.8762119	0.89281106	0.8664361	0.80902755	0.79973376	0.874437	0.9470515	0.8031384	0.89977014	0.8886331	0.86034024	0.8471071	0.86696595
verblind/adj	0.85772145	0.8912636	0.7809205	0.9087254	0.82148695	0.81042296	0.92027694	0.90669084	0.86104655	0.86486626	0.8292315	0.90345824	0.9304266	0.9101975	0.8449872	0.88397896	0.76395786	0.89805555	0.0	0.94618773	0.8695291	0.8909527	0.91688365	0.86898416	0.82422614	0.8990881	0.8508122	0.78664976	0.9069321	0.8446028	0.8636519	0.83329904	0.9126393	0.81086934	0.9260004	0.878006	0.88804317	0.9454099	0.9177825	0.79032546	0.9549533	0.8339579	0.82065576	0.83592767	0.8990957	0.8243257	0.8209547	0.9152863	0.823194	0.8298963	0.89009714	0.8976793	0.8548143	0.8507257	0.8472495	0.8270583	0.91144586	0.7380376	0.7642801	0.95138687	0.90631485	0.859606	0.801	0.9225615	0.81371343	0.7550098	0.9004055	0.8513435	0.8429476	0.8440155	0.87239355	0.82303756	0.8120776	0.8535343	0.847484	0.78380847	0.8850534	0.87654656	0.9384548	0.91153467	0.8906803	0.874176	0.85914946	0.844651	0.8790162	0.7931849	0.79373986	0.8002695	0.8645483	0.93592554	0.8701012	0.87195474	0.8749374	0.83154285	0.88146126	0.9133775	0.87302095	0.81977165	0.8043438	0.8874489	0.8640207	0.8341677	0.88966227	0.90178126	0.84795177	0.8651349	0.81042033	0.89051485	0.9012536	0.89659727	0.891286	0.75516796	0.86752075	0.9116281	0.85341835	0.8570671	0.8717226	0.8250089	0.8601927	0.84958285	0.83969104	0.81356555	0.84222865	0.8604114	0.9183989	0.8615315	0.88118005	0.88361025	0.84938383	0.89548993	0.88277096	0.8034067	0.9177408	0.874698	0.8475558	0.79029346	0.87431735	0.8903	0.84492725	0.84006345	0.90606517	0.92972416	0.7907082	0.82393456	0.8811975	0.86694276	0.8542423	0.7943218	0.8569591	0.9061078	0.89706427	0.87060195	0.7986256	0.8852757	0.8253496	0.9450503	0.8805529	0.877165	0.9325322	0.85945946	0.9273119	0.8440631
plaats/noun	0.9576498	0.85873175	0.87468123	0.9519518	0.9359694	0.91506475	0.87844616	0.94285154	0.9142134	0.8924331	0.9448885	0.95036495	0.94083	0.93280816	0.921956	0.89996606	0.9311401	0.9451383	0.94618773	0.0	0.91833556	0.7957264	0.83343995	0.9294272	0.88397264	0.90152866	0.9179122	0.9539128	0.97143734	0.88614756	0.8986234	0.90571296	0.8800645	0.9267736	0.9414423	0.9646519	0.8624995	0.93327504	0.9576252	0.94035655	0.9741256	0.95500773	0.89967924	0.86629707	0.9396355	0.9096954	0.89749825	0.918091	0.94223803	0.9193855	0.90153164	0.8050908	0.93849313	0.97159934	0.8950628	0.9005848	0.9033142	0.8789306	0.90517855	0.7744692	0.8827041	0.92138577	0.9302565	0.87980103	0.9161514	0.9273402	0.93375254	0.80491006	0.9288212	0.9320951	0.94418865	0.93504363	0.90945864	0.92283225	0.9039071	0.9351414	0.883437	0.8814528	0.76152235	0.8582255	0.87092674	0.8928448	0.8541499	0.96078336	0.9383056	0.9529654	0.94530386	0.87842464	0.9181344	0.9495405	0.9197044	0.9460241	0.9270614	0.88133174	0.89039785	0.833523	0.80659914	0.9293808	0.87345403	0.9192812	0.8957394	0.9402135	0.88311493	0.9202858	0.9320626	0.9351029	0.9073607	0.93284535	0.9432865	0.94725287	0.89072025	0.92527187	0.9009448	0.6163324	0.91553915	0.87235403	0.81650895	0.9335477	0.91076356	0.9310783	0.88320655	0.8021534	0.94799894	0.9473746	0.8970707	0.94929296	0.94412154	0.8698808	0.88589466	0.8978958	0.9693668	0.89599156	0.9145507	0.9446655	0.900812	0.9156466	0.82825017	0.90722764	0.9203351	0.9349508	0.9337765	0.923226	0.8365464	0.89893126	0.84824085	0.8662795	0.87158155	0.9308097	0.9302334	0.9387618	0.94294	0.8868382	0.9348789	0.9090965	0.8875071	0.77748805	0.9400298	0.8962321	0.94624394	0.89295906	0.93612623	0.9385836
flankeer/verb	0.91145366	0.9289036	0.81586426	0.9238034	0.81752324	0.88581276	0.9082742	0.90668875	0.88387716	0.8552444	0.88233876	0.9231223	0.91656566	0.9091964	0.8493887	0.8539385	0.77202916	0.90770626	0.8695291	0.91833556	0.0	0.83025634	0.91702604	0.9234908	0.9290031	0.92386043	0.87519807	0.8845299	0.9017938	0.8333283	0.9390216	0.85718983	0.81804174	0.88007504	0.867707	0.83188283	0.9297087	0.93055975	0.91497815	0.8790061	0.9682134	0.9010281	0.8431994	0.8810126	0.9180544	0.88556486	0.8851144	0.9248219	0.85075104	0.7984135	0.8881458	0.91754985	0.93061113	0.9239487	0.8997862	0.8194078	0.842262	0.76040745	0.7850832	0.9078108	0.92567164	0.85640883	0.8926801	0.93698645	0.93372035	0.86824656	0.86593103	0.8760401	0.90904486	0.7925382	0.8944087	0.9069774	0.8234909	0.9042529	0.8556219	0.85610795	0.91795355	0.89876586	0.918917	0.8921243	0.88856745	0.86797583	0.89748585	0.9117254	0.9269769	0.8116324	0.85767347	0.8355011	0.9071771	0.9144522	0.8995943	0.91764665	0.87924355	0.81396997	0.89176154	0.89665264	0.86246955	0.88933206	0.85371846	0.9160732	0.91221464	0.8237048	0.8493028	0.7858128	0.92631865	0.85193413	0.8719221	0.876513	0.9531573	0.9093612	0.8804823	0.86422276	0.92854524	0.9021372	0.8106047	0.8817454	0.90876794	0.9038828	0.86798275	0.8717599	0.82252884	0.8004088	0.897034	0.9018792	0.88004154	0.87959117	0.9077821	0.8648675	0.8521049	0.8840481	0.89500254	0.8413589	0.88872457	0.8500656	0.8661417	0.90047157	0.84009373	0.8972392	0.8870748	0.91681117	0.9248392	0.9175856	0.7812966	0.8568884	0.81200165	0.8065428	0.8328283	0.83139086	0.9161835	0.87361753	0.8761152	0.8516809	0.9117476	0.90794855	0.9268186	0.9094594	0.87622595	0.8769576	0.9146856	0.8686863	0.929004	0.8312142
geplaatst/adj	0.90035284	0.85238856	0.7786212	0.9066135	0.863976	0.8529638	0.85422975	0.862848	0.8900355	0.8361444	0.8809836	0.90353453	0.89730656	0.86500686	0.85002774	0.7946304	0.7843094	0.88862	0.8909527	0.7957264	0.83025634	0.0	0.8678735	0.9007337	0.84658325	0.8507465	0.856704	0.86703193	0.91452366	0.8113613	0.89116263	0.84697133	0.8601334	0.8384372	0.9006524	0.89727384	0.8546468	0.94936365	0.87944174	0.88384545	0.9715068	0.89983237	0.87289023	0.82805586	0.8890517	0.85169256	0.85127836	0.9092974	0.8750718	0.8216902	0.8815413	0.81628233	0.89811724	0.93433297	0.8429059	0.7484853	0.8722873	0.75768834	0.7755029	0.81421095	0.90523803	0.8427903	0.87582207	0.90909284	0.89516634	0.86863005	0.8994784	0.8229831	0.8837903	0.7751128	0.8959936	0.8768232	0.8479445	0.88570416	0.8542808	0.8368398	0.8684537	0.8632144	0.83019894	0.8218579	0.8662895	0.8710471	0.88471115	0.9273189	0.8939129	0.84101313	0.85196996	0.8608202	0.8777864	0.9158166	0.8677185	0.92226607	0.84300035	0.7810478	0.87049925	0.83870566	0.80137664	0.8991152	0.79756415	0.88332087	0.85913527	0.8644918	0.8609795	0.8267923	0.8471062	0.78769267	0.85833704	0.8382326	0.9152768	0.8713141	0.8604565	0.84822315	0.90092564	0.8526603	0.760086	0.8216673	0.83931476	0.8792249	0.825503	0.87882334	0.8237963	0.7404351	0.8729895	0.90299475	0.88948315	0.87202144	0.8838761	0.8522949	0.8015163	0.8700185	0.923724	0.83149934	0.88256794	0.88012296	0.841883	0.8799169	0.82481843	0.8574989	0.8907847	0.8892442	0.9064602	0.9064919	0.73175764	0.79076344	0.7475004	0.8418521	0.81019515	0.83221644	0.9143627	0.90874064	0.87418365	0.76257974	0.89394957	0.8930539	0.876742	0.82012427	0.8622103	0.86991453	0.882049	0.85672444	0.9091398	0.7998487
wereld_top/noun	0.91560084	0.8881422	0.8499615	0.9370051	0.88919944	0.870735	0.88875806	0.8906648	0.8844549	0.8968501	0.9137505	0.93179625	0.9367253	0.9168898	0.8420309	0.818606	0.8822738	0.9071305	0.91688365	0.83343995	0.91702604	0.8678735	0.0	0.8800563	0.83952403	0.9175038	0.89099175	0.9323886	0.939474	0.884814	0.8348564	0.89759725	0.9052688	0.89432055	0.92186314	0.9370447	0.8036494	0.91284615	0.913994	0.90399075	0.9342436	0.9141213	0.8970646	0.8320867	0.90936863	0.89716303	0.8859272	0.8620402	0.92943114	0.9084156	0.9192418	0.836002	0.8877748	0.93788546	0.8875171	0.87786144	0.881704	0.82846606	0.85935825	0.90335345	0.90974	0.873114	0.8725137	0.87684584	0.8914681	0.8610495	0.85306674	0.8356397	0.88063383	0.9373764	0.88617045	0.8906445	0.88650864	0.9159598	0.8994439	0.90284646	0.8714326	0.8668772	0.8812759	0.8466486	0.8717683	0.8799457	0.89637107	0.90487444	0.87665904	0.8898263	0.92142904	0.8817004	0.8623332	0.8497826	0.8790778	0.90914595	0.89961636	0.849797	0.91116685	0.8646507	0.8525315	0.88986933	0.8562447	0.9108293	0.88067096	0.8962613	0.91355354	0.92218065	0.88010824	0.89623207	0.9196313	0.91361547	0.92657006	0.920963	0.8704407	0.89879745	0.8792511	0.81404346	0.9273875	0.8669627	0.83906806	0.8970376	0.9157568	0.89267194	0.85575074	0.79977524	0.91123056	0.9010147	0.8856453	0.9081531	0.89740574	0.8702307	0.850524	0.86987877	0.95121694	0.8428973	0.89650875	0.85748506	0.9051228	0.88045114	0.80110776	0.91704106	0.8833528	0.8915616	0.90401614	0.9284302	0.83483565	0.8538468	0.91647655	0.87789536	0.8716822	0.91234857	0.91656756	0.93127644	0.9115097	0.85530967	0.887475	0.8949386	0.85148513	0.89815617	0.91274446	0.86522424	0.9364856	0.9002642	0.900218	0.9166351
