	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
liberalisme/noun	0.89940387	0.8308744	0.8879555	0.91994214	0.83630186	0.8470779	0.8726117	0.86434495	0.87737316	0.91534173	0.9010904	0.9020706	0.86488825	0.8381429	0.91426724	0.93459886	0.8868546	0.82605106	0.8666665	0.8718737	0.7595509	0.82422453	0.8384522	0.798511	0.9152756	0.82256544	0.61237216	0.7750615	0.8259656	0.90721065	0.8371848	0.89483535	0.9295773	0.9042878	0.93058413	0.8863747	0.7810192	0.860697	0.88974774	0.8890571	0.77132094	0.8952764	0.8785051	0.8759147	0.87809837	0.95180607	0.90614974	0.90743935	0.85824454	0.8285214	0.76513916	0.8689645	0.90688866	0.740834	0.7496618	0.0	0.89693606	0.8775864	0.8609111	0.89675343	0.896927	0.7606882	0.83126664	0.7715981	0.87007594	0.88454604	0.7548127	0.9259894	0.9221429	0.8561587	0.882056	0.88451886	0.8719423	0.8993238	0.8199865	0.8260415	0.82565355	0.9028243	0.91208297	0.896236	0.93521947	0.90300316	0.898878	0.80180925	0.7810459	0.92028654	0.9132483	0.83444524	0.89238024	0.8283558	0.8827881	0.9349815	0.8086531	0.85432535	0.9162968	0.83032095	0.8301037	0.7538289	0.85532105	0.7571261	0.8824378	0.9026137	0.5963261	0.8869736	0.8917937	0.92523897	0.85348356	0.8319987	0.9079943	0.8745544	0.88703394	0.8807243	0.8260852	0.8812946	0.9143934	0.85024935	0.9258274	0.9475951	0.9197202	0.8906858	0.88912874	0.8410344	0.9420368	0.8459622	0.901575	0.8445345	0.8190934	0.67037565	0.8151022	0.8722266	0.8627337	0.7905363	0.81724274	0.8099032	0.8175707	0.87505054	0.845737	0.9422248	0.87018573	0.64606535	0.91721886	0.85909265	0.8183018	0.8497414	0.8280034	0.9640565	0.87830436	0.90357757	0.84362	0.83795524	0.89946836	0.9202742	0.86552095	0.86737895	0.89068156	0.8936815	0.9333059	0.8567551	0.8543489	0.9261882	0.9166399	0.8341659	0.93936336	0.8428376	0.89213836	0.69000614	0.85889864	0.77571833	0.83619744	0.89904225	0.9198925	0.8516257	0.8638716	0.8787922	0.7091162
paars_wit/adj	0.89077616	0.88556087	0.80889887	0.7317193	0.8337017	0.8351809	0.89460707	0.88207114	0.78522503	0.8060036	0.8557519	0.89471066	0.8490593	0.88227975	0.8237493	0.67415845	0.9137669	0.84558773	0.88467646	0.80344486	0.9096133	0.86602575	0.9060267	0.901086	0.81784534	0.8759144	0.90876746	0.8983009	0.83928293	0.9106699	0.83162016	0.84023494	0.91823375	0.81570065	0.6622219	0.82260597	0.8876014	0.867218	0.90677845	0.864979	0.80040324	0.7511613	0.8149059	0.87967956	0.89581865	0.9220381	0.70272225	0.77715355	0.90357566	0.88031894	0.8668579	0.82102895	0.67365515	0.902544	0.87096024	0.89693606	0.0	0.835913	0.8630586	0.77589613	0.63468593	0.80935293	0.925549	0.8981893	0.85820234	0.86903775	0.9030873	0.81248367	0.82351446	0.8169353	0.85111016	0.86018795	0.84409744	0.9102719	0.8252399	0.8222505	0.8599553	0.7923106	0.8146498	0.6184658	0.79865927	0.8230647	0.7930627	0.8391305	0.8870264	0.9004029	0.8820881	0.9053843	0.90723675	0.8373102	0.8545201	0.76006246	0.81044424	0.84589195	0.69071186	0.7938259	0.8031743	0.91074324	0.8664289	0.8481366	0.7086633	0.74316937	0.8984268	0.89574796	0.9068002	0.6802421	0.7892317	0.8810856	0.8634938	0.88594115	0.76227325	0.88463455	0.8162469	0.8466435	0.8788311	0.85464215	0.7625367	0.79031456	0.74478185	0.7690851	0.8766428	0.8676612	0.7394835	0.78920114	0.8886875	0.87942064	0.871374	0.87866557	0.88295805	0.91848934	0.8531158	0.92010486	0.91621035	0.8331561	0.7917941	0.6513947	0.75323695	0.8841411	0.8652948	0.8874396	0.7675288	0.7829245	0.9157421	0.808792	0.83238536	0.8537043	0.7889669	0.87943417	0.9062434	0.9306145	0.90598166	0.8884907	0.8419818	0.82514966	0.8413882	0.9047885	0.8195104	0.7495768	0.8724778	0.7629454	0.8395144	0.842509	0.84881204	0.8763565	0.87046856	0.9092088	0.90668505	0.7998307	0.8441159	0.860488	0.8650421	0.7952708	0.8768259	0.8832181	0.9057169
snel/adj	0.871012	0.69525695	0.86369413	0.7991766	0.74593693	0.8344799	0.82193553	0.7361596	0.7679615	0.87357426	0.61156917	0.78066236	0.8782355	0.8351029	0.8911088	0.8917019	0.84890926	0.87207836	0.8019153	0.8360959	0.8965115	0.593459	0.9015268	0.7823999	0.80119085	0.8224269	0.8470899	0.8636372	0.8524918	0.91177356	0.7058407	0.8584001	0.8631942	0.91370875	0.8530892	0.85532093	0.8491832	0.7696979	0.8588098	0.85724616	0.7092186	0.8306967	0.6713495	0.8552227	0.86244565	0.896855	0.79246587	0.6712874	0.8892198	0.77688414	0.7405178	0.7060611	0.6696063	0.88249224	0.8668946	0.8775864	0.835913	0.0	0.7399206	0.65280896	0.7574117	0.7984527	0.8731471	0.8096233	0.81864613	0.7531718	0.83485866	0.7710535	0.9036543	0.78131485	0.8434334	0.8318691	0.8894739	0.8363508	0.7223232	0.71350265	0.7704128	0.7630413	0.77227163	0.8457928	0.93212783	0.87193686	0.65043724	0.747871	0.84476733	0.8702415	0.8634678	0.8181506	0.872881	0.7294805	0.84438205	0.8549018	0.7220668	0.8400922	0.76599735	0.6114793	0.8244122	0.8878625	0.8775686	0.75446993	0.7161534	0.88926256	0.8620293	0.81087923	0.84335077	0.8795037	0.6919571	0.8232074	0.89348644	0.7855234	0.60823226	0.80554986	0.83985925	0.8678069	0.8068975	0.8141141	0.90728587	0.933517	0.7942509	0.7873199	0.7523099	0.6449357	0.9139836	0.7721016	0.75730747	0.73727864	0.7863327	0.87810254	0.8709049	0.8961314	0.7554869	0.8944176	0.8002395	0.86773634	0.7502935	0.7808608	0.69940126	0.8366332	0.8929223	0.87019694	0.87505233	0.61075217	0.84052134	0.8008552	0.7896209	0.9630027	0.8893597	0.8580098	0.8935685	0.9037706	0.81791973	0.8792421	0.8007151	0.726405	0.7251167	0.88156986	0.86739993	0.8136009	0.7695501	0.84326386	0.8463774	0.82960474	0.9669369	0.7361961	0.63472956	0.9130514	0.8795721	0.74933934	0.75203246	0.8661544	0.85206294	0.7733126	0.9176102	0.8389773	0.8680608
euvel/noun	0.8900972	0.7760674	0.83597267	0.844969	0.7684339	0.8037632	0.8007431	0.8514038	0.7992725	0.84699863	0.7521724	0.84962827	0.8686446	0.81495214	0.8683499	0.8854516	0.8301861	0.83773106	0.87016547	0.8185976	0.90325546	0.82326853	0.87082124	0.86289275	0.82261395	0.85510707	0.87152827	0.88209456	0.84275484	0.90770525	0.7921947	0.87108123	0.85762125	0.87952507	0.84292704	0.85024834	0.8325725	0.77549356	0.8656534	0.8244127	0.73971504	0.8152767	0.79774773	0.81980324	0.86917734	0.87354493	0.8595036	0.81688833	0.85407996	0.79492736	0.82459307	0.8497506	0.7787477	0.8607875	0.8653023	0.8609111	0.8630586	0.7399206	0.0	0.8037913	0.8324226	0.8086708	0.8642808	0.8311595	0.84213305	0.8346263	0.8711139	0.82282025	0.87728584	0.78183645	0.84777397	0.86687255	0.8846779	0.8431562	0.7904482	0.7747375	0.80935884	0.80329585	0.8069506	0.86204547	0.9120374	0.8771869	0.77082264	0.8256558	0.8589029	0.92814904	0.85414857	0.77258706	0.84536594	0.83944166	0.86572295	0.86429816	0.76460314	0.8527066	0.8354405	0.7457006	0.8217629	0.8624054	0.86345184	0.7516092	0.75963604	0.8857293	0.87300813	0.80573416	0.8746423	0.86139446	0.7700429	0.8267821	0.8899006	0.84758365	0.8134116	0.8100923	0.7937877	0.87943137	0.79556656	0.8710712	0.8868934	0.9105152	0.8552518	0.7502092	0.8244454	0.7910092	0.89676064	0.84266347	0.74895525	0.7972923	0.78275824	0.8609575	0.7899302	0.8613741	0.7794442	0.8744346	0.78146094	0.85098284	0.79461956	0.7758328	0.76996535	0.86356825	0.87686354	0.88066417	0.88007003	0.71552587	0.84568363	0.8097372	0.8159952	0.9325345	0.87728083	0.8772666	0.8899052	0.8568919	0.7500896	0.91405064	0.8479508	0.79547876	0.818617	0.8436177	0.9079327	0.7953424	0.8001929	0.7711497	0.8464875	0.85126054	0.9123762	0.82630086	0.8290118	0.8770262	0.8864554	0.7859826	0.8187628	0.8480243	0.87817776	0.8634763	0.8903083	0.76724225	0.8793535
daarna/adv	0.8779132	0.8399492	0.79315716	0.66817856	0.8127102	0.86521775	0.83669364	0.70794594	0.7009622	0.8262762	0.7351947	0.7834511	0.81535465	0.8455174	0.8566595	0.81938344	0.8533784	0.89858603	0.8830608	0.8162636	0.8983814	0.7134938	0.88494515	0.88796186	0.78492814	0.8680686	0.9113913	0.8974503	0.849319	0.9028904	0.70583755	0.7790736	0.8326324	0.85464674	0.7507591	0.84047365	0.8738824	0.7611538	0.8722993	0.84075356	0.72942734	0.75590277	0.36553854	0.8139661	0.88297784	0.83918893	0.7735126	0.21129042	0.8936226	0.83956856	0.8438437	0.8121056	0.34439635	0.9053554	0.8839055	0.89675343	0.77589613	0.65280896	0.8037913	0.0	0.6222799	0.73302513	0.92675257	0.83049935	0.8499862	0.79828393	0.90789074	0.6775054	0.8550167	0.83875763	0.80391586	0.8128346	0.82272214	0.84042645	0.70176613	0.5718224	0.7867721	0.6183926	0.7242876	0.7809529	0.8958673	0.86451364	0.55018276	0.76654744	0.8290516	0.89820933	0.79144347	0.8715764	0.8345785	0.6506463	0.8658674	0.70091045	0.6846018	0.8170767	0.6184552	0.6790146	0.7798646	0.8856209	0.8696608	0.7680332	0.60046566	0.85864526	0.9041522	0.8199537	0.900484	0.8271419	0.6488931	0.8219485	0.8720836	0.8754475	0.5919601	0.81053144	0.7946706	0.9081821	0.76770073	0.8350589	0.86213887	0.91338634	0.7165997	0.7772596	0.8020266	0.6567765	0.84731406	0.67229444	0.7990099	0.75399613	0.8230414	0.8941482	0.87226105	0.8670587	0.7660933	0.89733136	0.89321345	0.9134704	0.62837064	0.7431266	0.61982435	0.7789629	0.88901556	0.89938045	0.85356057	0.59814143	0.8925335	0.7611273	0.8255812	0.942899	0.8332163	0.79971707	0.89992386	0.92278326	0.88910544	0.8732474	0.77017593	0.7288384	0.5297182	0.86395556	0.8399527	0.77895504	0.79850686	0.82040334	0.74704695	0.8610626	0.93673456	0.80986494	0.6669848	0.8846194	0.8518127	0.7252567	0.8104564	0.80193835	0.86253345	0.8543755	0.86793196	0.8173357	0.9048006
thuisploeg/noun	0.90062374	0.8861794	0.86764234	0.63152397	0.7930145	0.8876825	0.908109	0.855327	0.7704431	0.8095475	0.8392597	0.86744416	0.8964497	0.8777677	0.78950185	0.67138416	0.9234563	0.8761998	0.8898417	0.8573176	0.9052286	0.83299255	0.93794656	0.8932022	0.798128	0.90406096	0.9055354	0.9087502	0.8298458	0.9150173	0.81504786	0.9041158	0.91683316	0.85623235	0.542356	0.81074995	0.89095217	0.8571319	0.91377413	0.868977	0.71715206	0.80038893	0.75256264	0.90828913	0.89845383	0.91837007	0.5401366	0.63441926	0.9208617	0.87798834	0.83667374	0.81339157	0.4636857	0.9130521	0.89351684	0.896927	0.63468593	0.7574117	0.8324226	0.6222799	0.0	0.8245702	0.92689425	0.89172375	0.84796154	0.8907752	0.9045391	0.75427425	0.7892455	0.8129067	0.87017584	0.8344409	0.87681717	0.90547436	0.85864496	0.8221862	0.84981614	0.7715539	0.79260933	0.51547164	0.77902085	0.87172055	0.7569411	0.79474604	0.90147424	0.8941666	0.9078073	0.9087312	0.924605	0.8620584	0.8763931	0.73749334	0.74428725	0.8906177	0.33487815	0.72019374	0.7980392	0.9313489	0.8658573	0.8448725	0.6452496	0.7087932	0.9136682	0.8809871	0.91606545	0.7394262	0.83817387	0.8741672	0.8800161	0.8615368	0.64143825	0.9178821	0.6609373	0.9064708	0.87280005	0.8479319	0.75913453	0.77346605	0.44296205	0.68590283	0.8338053	0.86822075	0.6554791	0.81859756	0.8752445	0.84648097	0.86953187	0.9195002	0.87352264	0.88047874	0.88865924	0.9436797	0.89314425	0.9185937	0.79499936	0.7195639	0.6773149	0.89593697	0.91830313	0.9258445	0.7579225	0.7221707	0.915253	0.7777349	0.8468629	0.8606446	0.78920835	0.89180624	0.9406744	0.9634478	0.9217676	0.88924557	0.88055927	0.7927082	0.7650199	0.9244584	0.6663172	0.62402165	0.8888897	0.75759256	0.8746778	0.84493107	0.8330948	0.8604013	0.83277535	0.9159095	0.925036	0.7425692	0.804897	0.89305156	0.8875643	0.7386911	0.9264019	0.88714796	0.91835093
en/vg	0.78479636	0.765978	0.729705	0.84218764	0.7823326	0.913925	0.77274746	0.85286933	0.87867916	0.87823075	0.7893293	0.78215086	0.78177077	0.80837023	0.73066866	0.840384	0.70425	0.7799627	0.85234666	0.6780793	0.7954612	0.72480136	0.79184425	0.752349	0.78607297	0.76827174	0.7161456	0.7181127	0.7689826	0.85325336	0.73683226	0.77436465	0.7840153	0.7735657	0.77464294	0.7773696	0.7905227	0.732494	0.7887419	0.8312982	0.85588616	0.77477694	0.6688355	0.79893064	0.8079738	0.80913335	0.77000046	0.7012905	0.73459685	0.7629329	0.6873838	0.79732716	0.73744893	0.8199527	0.7176397	0.7606882	0.80935293	0.7984527	0.8086708	0.73302513	0.8245702	0.0	0.73014134	0.75968933	0.8346338	0.808284	0.7106875	0.9030842	0.82478154	0.7374604	0.7673439	0.7998177	0.6925343	0.72296596	0.6330431	0.7243984	0.9097804	0.76382905	0.9067463	0.80263186	0.75956446	0.8057555	0.7924057	0.8236598	0.66053873	0.8532243	0.8855095	0.7950734	0.7332798	0.7949076	0.80747074	0.7555233	0.6820048	0.75937235	0.8374573	0.62808406	0.68011606	0.7597655	0.7976243	0.8302796	0.7714442	0.8896956	0.73610383	0.7634845	0.8336669	0.771953	0.7436298	0.8251731	0.84108734	0.8540348	0.8285559	0.7744905	0.7624807	0.7657875	0.7323967	0.8357602	0.7750963	0.77031714	0.80038947	0.81018186	0.69266367	0.7656332	0.81101215	0.56768847	0.7650572	0.7677849	0.90717816	0.7776165	0.7864269	0.8492002	0.83118886	0.6435199	0.8346616	0.65948117	0.79134405	0.7933381	0.82886183	0.7454002	0.8041488	0.73758274	0.82725555	0.61272955	0.77610373	0.8662359	0.7006385	0.84172094	0.7414322	0.7803211	0.81495786	0.7672301	0.82184625	0.85890603	0.8634513	0.7374861	0.7590323	0.78089124	0.8385669	0.7807021	0.7684895	0.81669986	0.7555981	0.8213831	0.7880635	0.7788001	0.82439184	0.7390028	0.78174573	0.8209063	0.7829596	0.72739804	0.86017734	0.7601522	0.74835396	0.7430314	0.768829
veiligheid/noun	0.8884415	0.7595648	0.84471864	0.9522951	0.8714074	0.86251664	0.7866261	0.9392642	0.9268453	0.9395073	0.7715039	0.83990127	0.9014023	0.83079654	0.93011385	0.94813526	0.79902476	0.83483124	0.8476498	0.8868033	0.74745166	0.8371084	0.8259622	0.7240801	0.9534308	0.7832337	0.69110465	0.71950734	0.8099676	0.9456119	0.72843546	0.90363044	0.88002765	0.93982416	0.954521	0.86275357	0.6827736	0.845151	0.89203936	0.78386176	0.81092966	0.88677925	0.8899222	0.92053396	0.8484709	0.87216294	0.9546184	0.939492	0.82460386	0.82737315	0.8530209	0.8386135	0.93239456	0.6899482	0.7552218	0.83126664	0.925549	0.8731471	0.8642808	0.92675257	0.92689425	0.73014134	0.0	0.8497913	0.8982811	0.88340425	0.7607366	0.97230035	0.9595948	0.7671145	0.9041995	0.89597636	0.86378664	0.7904376	0.68237996	0.89253885	0.87419426	0.8975921	0.95404303	0.9159596	0.9839568	0.9339039	0.92722905	0.80793774	0.7489984	0.92199844	0.9507299	0.7831391	0.8521893	0.8773961	0.8644252	0.9509802	0.753548	0.7986666	0.8833704	0.75160056	0.8724774	0.7358824	0.8937158	0.8288937	0.8883224	0.9385889	0.6685953	0.81574416	0.7218284	0.9640957	0.8759035	0.85966724	0.8805386	0.85245633	0.9224549	0.80782557	0.7762195	0.8410053	0.8882419	0.8978526	0.9749471	0.98540854	0.9124924	0.90078735	0.8921868	0.8830408	0.9524439	0.84559894	0.8299769	0.7902143	0.8580761	0.8005139	0.90600646	0.7086611	0.9091989	0.786778	0.8091142	0.748114	0.92236406	0.9149927	0.8631536	0.9109163	0.7856853	0.8112663	0.9056647	0.7412307	0.658942	0.85470146	0.89871085	0.9801818	0.90767586	0.89327854	0.74891484	0.8132093	0.8322924	0.94777286	0.8629055	0.91501623	0.8692105	0.74292696	0.95782757	0.8533466	0.75046325	0.93881273	0.8911255	0.8108022	0.9833823	0.91285026	0.85404086	0.8661205	0.80737114	0.80462945	0.8119943	0.8206354	0.9099187	0.8527245	0.95006996	0.9029682	0.7007761
geheel/adj	0.8838789	0.8114691	0.8247378	0.87667227	0.71438825	0.7872424	0.8337386	0.6255211	0.8801486	0.8725355	0.82480407	0.86688435	0.86634743	0.783422	0.9378425	0.9009957	0.7818782	0.8304523	0.8403938	0.8027767	0.8371316	0.71466434	0.79391813	0.79984653	0.889255	0.7429259	0.7502066	0.819992	0.83795124	0.891729	0.7991085	0.83910775	0.8503694	0.8643203	0.9095804	0.79753375	0.7941938	0.824821	0.861805	0.8692936	0.75829226	0.8812907	0.7879347	0.84995294	0.7764543	0.9103992	0.89275646	0.8252195	0.8672745	0.7867255	0.7829026	0.83111304	0.8542379	0.8023786	0.7999363	0.7715981	0.8981893	0.8096233	0.8311595	0.83049935	0.89172375	0.75968933	0.8497913	0.0	0.8548074	0.8353046	0.8295673	0.8856567	0.94226736	0.805259	0.8425034	0.8633156	0.803321	0.8169603	0.7630718	0.8514905	0.80034375	0.8403925	0.87991726	0.8723221	0.96766734	0.87278897	0.82328594	0.73513114	0.8235027	0.8438655	0.89553684	0.8447486	0.771062	0.8495719	0.8588106	0.91847795	0.7712047	0.7621637	0.9104547	0.7026301	0.76798034	0.7857369	0.80299664	0.8033335	0.83307403	0.9398383	0.7735409	0.8410782	0.86459893	0.91851646	0.8252426	0.81068504	0.87549734	0.8288052	0.85347986	0.7628805	0.83424544	0.8763399	0.8372531	0.8398728	0.951439	0.9728405	0.87235534	0.87940145	0.8434747	0.7932272	0.94338906	0.81365186	0.81242734	0.41265672	0.82384247	0.78524375	0.8452653	0.88199306	0.79766625	0.8340832	0.84062445	0.73467016	0.83632827	0.8509027	0.87424314	0.82753825	0.81061965	0.7813361	0.8823485	0.7318476	0.781739	0.87462986	0.7672357	0.979077	0.8778538	0.84867406	0.8156477	0.80865276	0.86804736	0.8449476	0.80113137	0.85083413	0.8571044	0.8223845	0.9476364	0.85794383	0.8029083	0.887444	0.8546723	0.8484031	0.9735259	0.83006686	0.8349217	0.78513587	0.8181645	0.84826934	0.8111205	0.8785285	0.8295555	0.85230565	0.8844807	0.84015226	0.80102223
technologie_aandeel/noun	0.8870882	0.87542903	0.8323106	0.86605704	0.7611624	0.84399456	0.8645127	0.89058566	0.8529081	0.89702016	0.889984	0.89613855	0.80261165	0.8677401	0.9404782	0.9104911	0.9031225	0.83367085	0.6244307	0.863988	0.90415365	0.81039894	0.90437204	0.69389796	0.86560297	0.8981752	0.85834897	0.8723278	0.85088134	0.8904058	0.8511381	0.813149	0.9005592	0.91104436	0.91851693	0.9093884	0.8249221	0.8703161	0.8666332	0.90735024	0.76284206	0.89520574	0.8341023	0.88882256	0.52475893	0.9248948	0.89230853	0.85098445	0.92096233	0.82720673	0.84114337	0.86706746	0.8548456	0.88572204	0.89394134	0.87007594	0.85820234	0.81864613	0.84213305	0.8499862	0.84796154	0.8346338	0.8982811	0.8548074	0.0	0.871577	0.8049685	0.8919005	0.93035686	0.8605752	0.8480702	0.9151542	0.8445599	0.85833794	0.8566226	0.84303707	0.89020395	0.8116398	0.8773806	0.8615458	0.9572282	0.85121673	0.7669718	0.7593297	0.8827772	0.5471313	0.9032172	0.8558652	0.8948591	0.8722469	0.8781153	0.89655626	0.80131143	0.86744475	0.87474	0.7456872	0.70937824	0.88995296	0.9040959	0.8417297	0.76183367	0.91435295	0.88484734	0.8860604	0.8514145	0.9140608	0.8502074	0.8700669	0.9191675	0.5626181	0.8292837	0.8965433	0.881195	0.8508591	0.8752973	0.5142727	0.9341434	0.9554797	0.8440969	0.87388647	0.7483688	0.83633435	0.91975623	0.76954305	0.866723	0.88345623	0.8491474	0.86802655	0.8756742	0.9316298	0.8282081	0.8988295	0.8542906	0.84212863	0.8448975	0.8539214	0.8358248	0.89213234	0.89621687	0.8778486	0.8110571	0.8214941	0.8515357	0.88361996	0.8539659	0.95696354	0.8934212	0.70286804	0.8961824	0.88279366	0.8339935	0.4822926	0.88470656	0.8133427	0.87253875	0.88726896	0.90036464	0.8212504	0.87671405	0.88332814	0.857804	0.81406724	0.9714262	0.7401676	0.8688824	0.89908826	0.90203476	0.83841777	0.8152084	0.9078329	0.58625484	0.7537296	0.9090953	0.8582403	0.9022689
normaal/adj	0.8934031	0.7775245	0.809643	0.8883219	0.8031893	0.8034465	0.8030554	0.8190085	0.7884847	0.8920115	0.79991007	0.8598255	0.9309402	0.8378657	0.9443367	0.9319877	0.85073423	0.9131214	0.86851096	0.8781815	0.9245689	0.7718668	0.8702708	0.86040664	0.81733537	0.8293822	0.8292233	0.89650416	0.8305634	0.94138724	0.81181306	0.8661092	0.9153286	0.91430116	0.9300498	0.92024136	0.88477576	0.7559664	0.85255647	0.90915304	0.81405175	0.8734204	0.85249287	0.8806069	0.8488891	0.9040671	0.88915634	0.8164084	0.8811655	0.8050879	0.8517805	0.71144897	0.8196839	0.86903286	0.8467884	0.88454604	0.86903775	0.7531718	0.8346263	0.79828393	0.8907752	0.808284	0.88340425	0.8353046	0.871577	0.0	0.83271194	0.87793916	0.9313647	0.76942503	0.8788586	0.88579494	0.87222564	0.8147773	0.7726665	0.7844051	0.7581883	0.89824873	0.82149625	0.8701656	0.9653394	0.8881362	0.73692596	0.8427752	0.8226768	0.88368416	0.8499006	0.826389	0.8963587	0.7448242	0.84551704	0.81454635	0.79750395	0.8318775	0.86293656	0.7079135	0.88556695	0.8892627	0.90013015	0.7962249	0.8048196	0.9236831	0.83940595	0.8612633	0.8840543	0.9284759	0.8301605	0.8915922	0.8894736	0.84137344	0.8799114	0.8257623	0.81874764	0.8114729	0.83783805	0.8598422	0.9483769	0.9656837	0.861654	0.8629641	0.8431296	0.7632749	0.9393923	0.7539635	0.8524973	0.8110478	0.7755301	0.86330557	0.91284484	0.8783056	0.77365535	0.8487301	0.825853	0.8602071	0.8461841	0.79979587	0.7709371	0.89518446	0.9232161	0.88845176	0.9228979	0.7025844	0.85997295	0.81750464	0.81868887	0.96690905	0.9065333	0.8777072	0.9167636	0.90175515	0.8775075	0.9013215	0.8385358	0.78115535	0.8448684	0.89106464	0.9403181	0.8748481	0.8560949	0.8763729	0.8966933	0.8745033	0.9861522	0.78641653	0.86633223	0.9001845	0.93352646	0.77438456	0.7652112	0.89839566	0.8972833	0.8360219	0.9259245	0.86481816	0.8869525
klimaat/noun	0.88392305	0.7790531	0.8597653	0.9146603	0.75559586	0.85276145	0.8285384	0.88187313	0.884991	0.928315	0.8863702	0.8879575	0.91802776	0.82810175	0.95109904	0.9446223	0.85707086	0.74610025	0.7287942	0.88752776	0.81910414	0.7255595	0.81459755	0.6144095	0.9221233	0.82142216	0.6317724	0.779693	0.73859876	0.93189996	0.78525746	0.86672235	0.9255081	0.89713514	0.94054806	0.87082994	0.7798729	0.81941247	0.82566154	0.8985263	0.79141736	0.9175791	0.905044	0.89524806	0.8148158	0.9346359	0.9140367	0.9090351	0.85004723	0.7334294	0.7629502	0.85154086	0.9098873	0.78358805	0.76913744	0.7548127	0.9030873	0.83485866	0.8711139	0.90789074	0.9045391	0.7106875	0.7607366	0.8295673	0.8049685	0.83271194	0.0	0.95101434	0.9550385	0.80209804	0.8970935	0.9006397	0.839382	0.8716269	0.75558263	0.8697024	0.85078174	0.92017984	0.9350625	0.8831418	0.978733	0.9170729	0.86909115	0.8178555	0.7045617	0.88953245	0.93299377	0.6258529	0.8678648	0.83839047	0.8563628	0.9279325	0.7744038	0.8339563	0.8915467	0.71068907	0.83546597	0.8147415	0.86065525	0.8334143	0.88161856	0.8977852	0.7112943	0.8943445	0.77762985	0.93616927	0.86573446	0.8671023	0.9037696	0.7201309	0.92965263	0.860674	0.75117964	0.862012	0.8711931	0.7839113	0.9678275	0.9794872	0.9113431	0.896565	0.7956898	0.8291277	0.9622525	0.8358232	0.8414679	0.8824687	0.8081518	0.7868452	0.84134626	0.8071641	0.8175022	0.7253401	0.57491875	0.81677043	0.89436704	0.87766534	0.8649294	0.91188073	0.875682	0.79959536	0.9204664	0.7878389	0.7998245	0.8551124	0.82938355	0.9696634	0.8714437	0.8638547	0.8626753	0.87476563	0.83050543	0.8579459	0.8980987	0.78639513	0.8918444	0.88831353	0.9557549	0.8604027	0.8394772	0.9132519	0.911613	0.813756	0.986217	0.80337405	0.9149964	0.7696754	0.89178675	0.8409798	0.7824135	0.9257488	0.8890051	0.7387544	0.9110101	0.8579945	0.78099644
