	word/verb	Leue/name	slecht/adj	aan/adj	momenteel/adj	mogelijk/adj	na/prep	enigszins/adv	Hest/name	dit/det	afgelopen/adj	helemaal/adv	aldus/prep	patiënt/noun	nog/adv	Kralj/name	muur/noun	tijdig/adj	reliëf/noun	blijk/verb	water_kanon/noun	termijn/noun	gisteren/adv	hoewel/comp	kosten/noun	hiervan/pp	Brecht/name	schouder_blessure/noun	alles/noun	Roda/name	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	Braeckevelt/name	lijk/verb	help_mee/verb	geleidelijk/adj	operatie/noun	economie/noun	net/adv	systeem/noun	binnen/prep	samenleving/noun	om/comp	Esser/name	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	Rocky/name	leiding/noun	geloofwaardigheid/noun	probeer/verb	Fortis/name	Silva/name	echter/adv	gisterenavond/adv	Coeyere/name	Da/name	patiënte/noun	verbeter/verb	Moolen/name	te/comp	die/det	zodanig/adj	vervolgens/adv	hoofd/prefix	fiets/noun	koers_val/noun	fonds/noun	strand/verb	ziekenhuis/noun	zal/verb	middag/noun	daarna/pp	contact/noun	populatie/noun	letsel/noun	Bisschop/name	krachtig/adj	voet_blessure/noun	nadien/pp	zuiverheid/noun	dien/verb	goed/adj	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	tijd/noun	spel_maker/noun	thuisploeg/noun	vergeef/verb	en/vg	Evere/name	veiligheid/noun	maar/vg	Combi/name	onbemand/adj	mede/adv	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	Geeroms/name	bevolking_groep/noun	voldoende/adj	kerk_toren/noun	in/prep	kan/verb	ze/pron	opdat/comp	aan/comp	pas_aan/verb	Sar/name	norm/noun	verbetering/noun	niet/adv	nadat/comp	moet/verb	pas/adv	Dimitri/name	ploeg/noun	weer/adv	golfer/noun	daarmee/pp	maand/noun	natuur/noun	Groef/name	toestand/noun	ingreep/noun	1991/num	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	glorie/noun	door/comp	rij_richting/noun	Amsterdams/adj	het/det	rust/noun	ben/verb	val_partij/noun	blessure/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	het/comp	zich/pron	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	winstwaarschuwing/noun	laat/verb	evenwicht/noun	weeg/verb	kraan/noun	nodig/adj	aandeel_beurs/noun	geschonden/adj	bezoeker/noun	fout_DIM/noun	Kosovo/name	griep/noun	bilateraal/adj	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	terwijl/comp	wegdek/noun	al/comp	volledig/adj	dat/det	haar/det	JC/name	breuk/noun	wil/verb	waarschijnlijk/adj	orde/noun	lies_blessure/noun	situatie/noun	herneem/verb	gebied/noun	opening_fase/noun	onderhoud/verb	van/prep	staat/noun	lever/noun	toen/comp	de/det	hij/pron	we/pron	ere/noun	Peeters/name	allicht/adv	dak/noun	markt/noun	veerkrachtig/adj	geloof/noun	oorspronkelijk/adj	hun/det	zodat/comp	wonderbaarlijk/adj	ons/pron	kiezer/noun	Estland/name	oud/adj	vanochtend/adv	naai/verb	zijn/det	electrisch/adj	volgens/prep	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	spectaculair/adj	eer/noun	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	Bernhard/name	knie_operatie/noun	vertrouwen/noun	Van/name	traditie/noun	iets/adv	onmiddellijk/adj	ziekte/noun	kliniek/noun	stijl/noun	Halle/name	Vriese/name	wij/pron	nauwelijks/adv	cabaretier/noun	Sierens/name	sars/noun	beide/det	autonomie/noun	of/vg
word/verb	0.0	0.9196081	0.87340456	0.8711795	0.75248945	0.6892364	0.828985	0.7982948	0.8809666	0.7607104	0.8029201	0.8481705	0.9038229	0.68166345	0.8013977	0.87081295	0.84353393	0.6746557	0.8367959	0.7942499	0.8142208	0.7140986	0.77194977	0.768443	0.7644663	0.75071293	0.8528719	0.8747791	0.81660503	0.89864784	0.7231313	0.8596549	0.7999602	0.83480906	0.8040037	0.79403865	0.8844394	0.8624718	0.7714125	0.7446581	0.75257766	0.8635043	0.89395595	0.685498	0.8401719	0.81011087	0.6848968	0.861147	0.8295277	0.7995442	0.73835874	0.86884177	0.86444944	0.8357147	0.8827906	0.87077725	0.8249568	0.83200616	0.7487614	0.8292445	0.8972257	0.7456754	0.7631568	0.9309464	0.9112718	0.7346437	0.8408914	0.85469735	0.4880514	0.70377564	0.67401487	0.56169957	0.8423799	0.799325	0.8279264	0.75584257	0.86048985	0.7569627	0.56141293	0.81314933	0.6797633	0.83427435	0.7420874	0.79221565	0.8801017	0.81234187	0.8536071	0.68768483	0.8345468	0.63674617	0.8510217	0.80222464	0.84787107	0.7559273	0.79814917	0.74435914	0.84640175	0.87349	0.8438894	0.86989415	0.76304495	0.8326289	0.8248299	0.7815767	0.78558695	0.7458166	0.81068003	0.755277	0.8124042	0.76908463	0.7667736	0.81177276	0.91665006	0.7692939	0.7872643	0.8217295	0.8069032	0.59605193	0.59521025	0.64747053	0.75060356	0.7991222	0.8814641	0.7790252	0.82180405	0.784286	0.65135413	0.55638766	0.70486856	0.94102967	0.8668083	0.7883181	0.84203583	0.73562175	0.7758584	0.8130389	0.9218223	0.75589836	0.71271384	0.86153007	0.8617997	0.75357246	0.8611618	0.8281342	0.80569667	0.9082509	0.8710332	0.60193145	0.78039944	0.8709197	0.7960465	0.8629582	0.7830894	0.8210442	0.85223	0.69649005	0.8025076	0.6569766	0.85251325	0.82626987	0.8149728	0.8352691	0.89503145	0.6727593	0.7724145	0.76311374	0.81543463	0.8291656	0.88826096	0.8207581	0.716032	0.6798521	0.8121119	0.7529343	0.8428221	0.8590846	0.7355286	0.81962967	0.8499866	0.84566325	0.82226837	0.79711115	0.7944866	0.80333525	0.7467984	0.85308725	0.8532778	0.819234	0.83740175	0.8753889	0.7799656	0.73588514	0.8179465	0.69196403	0.785148	0.8013909	0.9042228	0.8212941	0.6791908	0.7274366	0.8674594	0.8682318	0.7958585	0.822229	0.7699497	0.8807518	0.8151431	0.8489186	0.7897439	0.74484336	0.7358123	0.80634165	0.60184073	0.69893646	0.85091805	0.9458979	0.8044728	0.813649	0.8002333	0.89238995	0.8507704	0.80869204	0.7095091	0.5841812	0.8305974	0.7699321	0.80165505	0.8444343	0.841424	0.7931631	0.8405462	0.7956379	0.7761713	0.8321658	0.7810287	0.8199916	0.8168793	0.8611581	0.8313864	0.88292736	0.8615212	0.81024164	0.72802114	0.8372419	0.6758575	0.8083073	0.6583904	0.7634927	0.8523389	0.8073731	0.8537507	0.88174546	0.96484387	0.8580787	0.8584691	0.6494107	0.7551893	0.7101372	0.83546585	0.82609975	0.94948554	0.6928006	0.79712254	0.8720144	0.8894787	0.7763314	0.772637	0.7876842	0.76466924
Leue/name	0.9196081	0.0	0.9309917	0.9270227	0.90360075	0.9373794	0.94364226	0.9197103	0.9093649	0.9095408	0.94734454	0.9307474	0.89928067	0.9436951	0.9298456	0.92538214	0.9441454	0.9382713	0.9131833	0.9533057	0.9531017	0.9696293	0.9399965	0.92806494	0.9691479	0.92851245	0.83828104	0.9359633	0.9197604	0.9449012	0.9389753	0.9022101	0.95063263	0.93783844	0.93147945	0.9488477	0.8928566	0.92048436	0.91939044	0.9390522	0.95338863	0.9615098	0.9280677	0.95659244	0.93792534	0.95479876	0.92707545	0.9287152	0.931946	0.9376446	0.9671809	0.944936	0.93487865	0.92397064	0.87505424	0.8669454	0.9365292	0.9357498	0.9259828	0.93274295	0.9134554	0.94193566	0.8887976	0.91196215	0.883175	0.9149033	0.9645417	0.94639754	0.9098128	0.8943394	0.94041103	0.90407497	0.9263512	0.9337704	0.9662918	0.9562539	0.9413572	0.93180263	0.9221372	0.94285494	0.91343236	0.9544321	0.9347887	0.94033587	0.8814742	0.92849505	0.9111816	0.9071757	0.9448663	0.9434325	0.9033997	0.93974984	0.92150736	0.9520618	0.9391871	0.9240914	0.965741	0.87713957	0.9334958	0.9114388	0.8476562	0.9030206	0.9724367	0.9174491	0.9027307	0.92214453	0.9534277	0.91889626	0.9294228	0.93379176	0.9053243	0.9422797	0.88356405	0.9452518	0.9574665	0.9233891	0.88705313	0.90731955	0.87379813	0.9177711	0.9251314	0.9531817	0.93307656	0.96123	0.96137416	0.9224275	0.95034814	0.92006636	0.92556715	0.7661253	0.92079043	0.92399126	0.91071147	0.9543986	0.9551341	0.9400744	0.9040926	0.9385193	0.9720959	0.90531904	0.9146534	0.96081406	0.94543463	0.9070126	0.933035	0.897818	0.91382194	0.9145181	0.9453223	0.9212763	0.90869504	0.94791996	0.9108077	0.92762244	0.93744254	0.9067818	0.9377632	0.8963627	0.9324414	0.93230104	0.9507332	0.9514555	0.8896525	0.9127605	0.92967653	0.9062847	0.92028683	0.93439925	0.961484	0.95923793	0.92269236	0.9501797	0.95597214	0.9329954	0.9360461	0.9638005	0.96070665	0.96586514	0.9516931	0.9277066	0.93123555	0.9234783	0.96560204	0.9111638	0.9329454	0.9339552	0.8871911	0.94455236	0.90472865	0.9226948	0.92043084	0.95389295	0.9107156	0.9171485	0.9050336	0.89069223	0.92087865	0.95143616	0.9163121	0.9357224	0.9364946	0.9118315	0.93917567	0.84199774	0.9403	0.95215124	0.9405237	0.9212632	0.9372756	0.9480187	0.9337877	0.9170154	0.8744598	0.89350855	0.8897836	0.8761542	0.9187946	0.9620817	0.95917225	0.9493629	0.93313617	0.8953184	0.9066143	0.932706	0.887586	0.913538	0.9360132	0.9192895	0.91699916	0.9480399	0.9381561	0.8936655	0.9399251	0.94627327	0.96921664	0.91552246	0.94353384	0.94541526	0.92378885	0.92015076	0.9690226	0.9207285	0.9408995	0.92691916	0.9446636	0.926308	0.94769794	0.9570107	0.911622	0.890033	0.92942214	0.9429486	0.85158515	0.9260355	0.9413772	0.9459876	0.95525867	0.9235029	0.8941712	0.87342036	0.921662	0.88991284	0.9335395	0.77617073	0.8532257	0.95016056	0.91632473	0.9414525	0.9132378
slecht/adj	0.87340456	0.9309917	0.0	0.89689803	0.8386792	0.84217846	0.8783656	0.7601188	0.90479493	0.7918049	0.8528729	0.82682276	0.94876647	0.8257151	0.8178985	0.8652626	0.9456508	0.8430717	0.8786087	0.8358911	0.9581221	0.82662654	0.89527524	0.7524319	0.8496611	0.84332764	0.9480623	0.86762416	0.85838306	0.900088	0.90660673	0.8162308	0.82050645	0.7902768	0.8716203	0.89693177	0.90505755	0.8069125	0.85453665	0.84527963	0.86978114	0.75724393	0.84175444	0.8615453	0.8742931	0.8375218	0.8498814	0.91372657	0.8387319	0.8878248	0.9508092	0.8777704	0.9060269	0.8434159	0.90823174	0.91728526	0.9101398	0.8567482	0.88272196	0.83497655	0.9323343	0.7895149	0.9016552	0.9595336	0.948015	0.86561275	0.6772109	0.830327	0.84082407	0.7674351	0.79854214	0.89645	0.8911379	0.9147652	0.793077	0.8314852	0.91172916	0.9015401	0.82271767	0.89346325	0.89288396	0.9049647	0.8662048	0.8448287	0.9318454	0.80292916	0.8699857	0.86824054	0.83379495	0.85460925	0.3993472	0.874369	0.86187583	0.77978766	0.8334311	0.8451505	0.873664	0.87298465	0.86206555	0.88092566	0.80620944	0.9474949	0.8350043	0.75303835	0.9245367	0.90238684	0.7365922	0.83411455	0.73611873	0.8303367	0.91874206	0.86991847	0.9340511	0.8549294	0.7875285	0.9123047	0.87449574	0.81168485	0.8103874	0.82781136	0.88603824	0.8544661	0.8997842	0.8954499	0.71648145	0.76273274	0.89728653	0.8267642	0.8917258	0.9503722	0.8399376	0.8487253	0.8789767	0.8312659	0.91511714	0.8503919	0.96562934	0.7713136	0.84031904	0.95479107	0.8720852	0.90227926	0.8916583	0.86368763	0.85011864	0.9349976	0.8858402	0.8295586	0.93229526	0.9198962	0.81268454	0.87227255	0.7587846	0.8289663	0.80347556	0.8490146	0.9051666	0.8693439	0.90644234	0.84660757	0.8411708	0.85778	0.9054011	0.84313124	0.8876846	0.8929976	0.8708529	0.90019935	0.8371384	0.81188357	0.85402155	0.8665697	0.7793342	0.88207686	0.86529654	0.84356767	0.930949	0.8417436	0.7918268	0.8687738	0.88933504	0.8329827	0.9357613	0.8361583	0.8886682	0.86190116	0.8947672	0.83475983	0.8211879	0.84162885	0.8360911	0.8676833	0.7736498	0.865444	0.76251954	0.8560463	0.91847104	0.85861796	0.875515	0.8024744	0.91192955	0.86464626	0.792079	0.9048252	0.88364995	0.8662969	0.8632661	0.83388555	0.86011696	0.865987	0.8966353	0.8183806	0.83831173	0.78698397	0.8919454	0.96439064	0.8406738	0.94110626	0.8630692	0.89423984	0.8804364	0.8811475	0.81008893	0.82767683	0.82719576	0.83259624	0.86159027	0.893922	0.88162595	0.86723757	0.9087401	0.8402492	0.9010529	0.87826425	0.8314607	0.81917393	0.6669803	0.88911545	0.78231066	0.8946247	0.8519306	0.8841757	0.86603504	0.7966604	0.899284	0.86347276	0.8731693	0.81787735	0.8507287	0.8972405	0.85328114	0.834646	0.9799853	0.9096961	0.8005231	0.90066373	0.8003393	0.8968846	0.8723793	0.9420188	0.96313566	0.7838241	0.7713265	0.91730094	0.9075781	0.8247402	0.83489424	0.897693	0.8396903
aan/adj	0.8711795	0.9270227	0.89689803	0.0	0.8526602	0.9008636	0.88028526	0.8631706	0.9140523	0.9030274	0.8993533	0.78357595	0.9805298	0.9274757	0.76834315	0.88773125	0.9080393	0.8839395	0.90983653	0.8981499	0.9157791	0.9216943	0.9189975	0.8395102	0.93639004	0.8917524	0.9306316	0.9107381	0.83701754	0.93883103	0.92783475	0.93083894	0.8945185	0.9250387	0.87226623	0.92013866	0.94676954	0.822711	0.8811483	0.7899732	0.92395824	0.90367705	0.84913254	0.90836793	0.92037624	0.91782784	0.87798417	0.93786377	0.9026843	0.8666104	0.9358749	0.92558014	0.9241952	0.917918	0.9313668	0.91543204	0.9107411	0.8981883	0.86177325	0.93574166	0.94456714	0.8359981	0.8876388	0.95538604	0.96018696	0.9283335	0.8959369	0.9419852	0.8696298	0.83072984	0.880438	0.82094324	0.9330758	0.85067165	0.92420185	0.9551275	0.8977672	0.94009894	0.83871007	0.84361815	0.7845335	0.91595405	0.8804926	0.9053375	0.9462079	0.88193625	0.8925475	0.8151064	0.89497364	0.91012186	0.8806924	0.90759236	0.87126917	0.8471794	0.9246799	0.88181794	0.85832	0.9094211	0.8783284	0.8868721	0.8210323	0.9452995	0.9293449	0.79432124	0.8816336	0.91789633	0.9353329	0.880144	0.8665184	0.846932	0.93052286	0.86834747	0.95536804	0.91703635	0.8813566	0.882673	0.87069494	0.83771557	0.77742976	0.8442781	0.7497922	0.86206675	0.91200453	0.92880076	0.8955905	0.85679007	0.88641226	0.8529954	0.8418321	0.9551345	0.92404735	0.72469985	0.8983959	0.9053087	0.91908216	0.90461665	0.9674884	0.9193213	0.924768	0.93254226	0.9247483	0.93088555	0.8905534	0.8194832	0.92880857	0.9025506	0.8801329	0.8765817	0.89824337	0.95935005	0.8868316	0.89637643	0.82105696	0.88795245	0.8997578	0.9074447	0.91112804	0.8185535	0.84466493	0.90692043	0.8449921	0.914834	0.93484974	0.83500683	0.7564841	0.87794936	0.9156823	0.934296	0.9328729	0.9008759	0.86619675	0.9135758	0.92316276	0.84675074	0.8657342	0.88336444	0.85379297	0.9050757	0.88598526	0.92380804	0.92128766	0.8917492	0.91690534	0.8949747	0.8953718	0.91781825	0.8241784	0.851398	0.81170815	0.90525144	0.8075904	0.85937464	0.8256934	0.8883151	0.8704623	0.90143937	0.9465087	0.9026068	0.8727263	0.84001917	0.8979608	0.8946487	0.9258363	0.85074365	0.9181877	0.9174325	0.91830885	0.93257874	0.9421316	0.8705306	0.86375654	0.8842775	0.8308132	0.7767595	0.87462497	0.97003996	0.85040367	0.8825149	0.90739167	0.93785644	0.9134708	0.93934155	0.89233446	0.8000424	0.87383854	0.872922	0.93303484	0.914965	0.8959951	0.8892824	0.7983246	0.8980845	0.87476575	0.95877707	0.9286467	0.8854752	0.8778763	0.95699126	0.9056476	0.9265183	0.92552143	0.9053786	0.8978804	0.7899025	0.9360383	0.8913545	0.89000314	0.904851	0.90078455	0.93209946	0.90149325	0.9059254	0.98009783	0.9219574	0.8231378	0.9086243	0.938761	0.9147741	0.91109353	0.93075705	0.9648782	0.82662624	0.8748915	0.9213031	0.9531697	0.90875655	0.89555514	0.9192667	0.84955406
momenteel/adj	0.75248945	0.90360075	0.8386792	0.8526602	0.0	0.80260676	0.84571415	0.87959194	0.847173	0.8280299	0.7652577	0.8793252	0.8907477	0.75570494	0.7224981	0.8821184	0.8845342	0.8154566	0.89075387	0.8465294	0.8779027	0.75201917	0.79111236	0.7885529	0.7523058	0.77197194	0.8503833	0.867746	0.87097955	0.8404201	0.7493408	0.86129034	0.8692032	0.8587398	0.80129063	0.87012255	0.88683635	0.88846874	0.7911304	0.8370379	0.80056494	0.7920077	0.8664749	0.7688954	0.7465746	0.87059313	0.7612772	0.87376994	0.8573109	0.79379463	0.76379	0.8405875	0.8445631	0.86152583	0.83951205	0.88114905	0.7891542	0.8735186	0.89049876	0.79510164	0.8336973	0.8230499	0.7139486	0.9111568	0.84752977	0.8432039	0.80218446	0.82483476	0.7765113	0.83730793	0.7931128	0.8189813	0.8694237	0.8486433	0.85135996	0.7568988	0.79839575	0.77149326	0.7469413	0.88037175	0.79734653	0.8374232	0.779335	0.8667458	0.85860115	0.87544805	0.8522334	0.7503791	0.8977171	0.80262625	0.80701965	0.7165336	0.80889887	0.86369413	0.7869703	0.83597267	0.8454288	0.79678565	0.86764234	0.9120804	0.729705	0.83509374	0.84471864	0.8597048	0.8821457	0.7664339	0.848544	0.8247378	0.809643	0.7915336	0.8279921	0.87846094	0.87066376	0.8362911	0.7963215	0.82340825	0.7245072	0.79841924	0.8277205	0.7701193	0.7459063	0.8294991	0.85740596	0.8509718	0.83504593	0.8790414	0.83932555	0.7497385	0.8611565	0.84403425	0.7262627	0.8553234	0.8204456	0.79830694	0.7390195	0.8722349	0.88867503	0.8096654	0.8131001	0.8662909	0.87262297	0.7447222	0.8402597	0.81769663	0.8270999	0.8809564	0.8475885	0.822456	0.8425179	0.82976687	0.80584353	0.851942	0.8053458	0.8811367	0.83382684	0.69509816	0.86161995	0.71271396	0.8886096	0.86636686	0.8506739	0.8574344	0.79231995	0.59041846	0.7720726	0.8290214	0.85933846	0.8990102	0.88457745	0.847086	0.8799847	0.71658814	0.8693729	0.84030735	0.8821223	0.7686957	0.827381	0.8102317	0.82831866	0.88629997	0.7915156	0.867464	0.8577928	0.8340703	0.75437045	0.8980474	0.8111373	0.860342	0.89856714	0.8328825	0.7445145	0.83086175	0.8622132	0.77261907	0.8933238	0.8645136	0.83867097	0.88818914	0.7740203	0.8444784	0.91591996	0.8483984	0.83323216	0.8360945	0.7855891	0.87708235	0.7934513	0.75952715	0.8187603	0.8598685	0.8968314	0.7402084	0.83708537	0.770694	0.87405574	0.8660678	0.7892121	0.8690859	0.77571124	0.89190733	0.9216337	0.8213201	0.8117688	0.7480273	0.8684128	0.85042036	0.88027316	0.8041047	0.8048547	0.8126804	0.86917096	0.85375714	0.8565385	0.807177	0.835218	0.83675545	0.8104136	0.8207294	0.8650973	0.9002706	0.8463859	0.8306381	0.70455754	0.8827367	0.6605211	0.8454865	0.7582247	0.8256281	0.84283006	0.87569267	0.8289671	0.8665675	0.8894369	0.89134043	0.8764891	0.8824336	0.8659012	0.73370016	0.88653815	0.8162385	0.888999	0.77160144	0.80604386	0.88224137	0.881101	0.84239626	0.7612935	0.848639	0.8185981
mogelijk/adj	0.6892364	0.9373794	0.84217846	0.9008636	0.80260676	0.0	0.8269559	0.79740053	0.9148007	0.8121127	0.90690047	0.87130296	0.90840876	0.7231785	0.8188764	0.8837943	0.92775226	0.6874522	0.84123075	0.7859369	0.8893883	0.64701647	0.8776871	0.7552229	0.7500516	0.7339196	0.929095	0.9090619	0.8213813	0.92109185	0.7886695	0.8917794	0.8326988	0.8674331	0.8508752	0.8266359	0.9394168	0.79537857	0.7862221	0.740018	0.75771654	0.8259903	0.8891394	0.68851924	0.7752234	0.7990227	0.6162697	0.8945504	0.82988036	0.8547552	0.8589547	0.89681596	0.91519284	0.81816655	0.92045903	0.9177186	0.8896105	0.7914898	0.6929265	0.86050695	0.94319904	0.70198965	0.84849536	0.94869083	0.9586778	0.82889885	0.7763972	0.897262	0.6326543	0.71245	0.7459737	0.78591657	0.8826309	0.87721986	0.86398536	0.80938643	0.880381	0.87349266	0.6096864	0.8937268	0.8444512	0.78958094	0.80814755	0.8130295	0.9331541	0.77853507	0.90114135	0.83153033	0.82243884	0.65643615	0.79537326	0.8174802	0.88556087	0.69525695	0.8232515	0.7760674	0.84479636	0.89233816	0.8861794	0.8621778	0.765978	0.906701	0.7595648	0.7779796	0.9013189	0.79998904	0.73833	0.8114691	0.7775245	0.7727903	0.91929483	0.9122226	0.9312239	0.802047	0.6886846	0.89661413	0.88483137	0.6316978	0.8071029	0.64998925	0.88833773	0.7539016	0.88369715	0.80686915	0.7725315	0.81308913	0.836045	0.65140694	0.8850167	0.9689165	0.891616	0.8419601	0.9095819	0.78104526	0.8829038	0.7986924	0.95456755	0.7947289	0.72678846	0.9313244	0.9155556	0.84921134	0.81013125	0.8879462	0.8228911	0.93491226	0.911204	0.6458867	0.848817	0.93610954	0.8197043	0.8872902	0.77991754	0.8586935	0.8540927	0.8192104	0.8299104	0.80219877	0.9049987	0.7975089	0.8529949	0.8174979	0.9147842	0.7833141	0.8640659	0.8292038	0.90128773	0.8419092	0.90839356	0.8275275	0.81662035	0.7109798	0.8927601	0.83015823	0.8111527	0.8503022	0.8585056	0.6881733	0.84477884	0.83332884	0.87411577	0.81179696	0.80710787	0.8444023	0.73752093	0.880993	0.89028	0.8279511	0.83144253	0.8845572	0.8535991	0.82286453	0.8136915	0.74781597	0.81852764	0.8655395	0.9278216	0.8499818	0.6840773	0.6534285	0.8402687	0.89995015	0.77778226	0.8785043	0.79589385	0.90902835	0.82075924	0.7455305	0.82232785	0.8390136	0.9202687	0.7423173	0.8454775	0.73196536	0.8783237	0.9676558	0.77165556	0.90831786	0.7920958	0.89502406	0.85133404	0.7944361	0.7486534	0.6077099	0.8249068	0.8115338	0.8330416	0.8949161	0.8954521	0.8558016	0.8830836	0.8398287	0.8304493	0.8137884	0.7594827	0.861917	0.7369329	0.8447451	0.81307185	0.9100945	0.88437253	0.8190155	0.71590817	0.8190162	0.7702836	0.76057863	0.43683022	0.783466	0.9038631	0.89964	0.8847822	0.8390419	0.9835795	0.8917405	0.84797794	0.7499622	0.7763313	0.79481614	0.86712277	0.9377184	0.9755192	0.7331996	0.8085756	0.93092287	0.91918206	0.78542423	0.7852782	0.7695678	0.7663474
na/prep	0.828985	0.94364226	0.8783656	0.88028526	0.84571415	0.8269559	0.0	0.8436811	0.83036745	0.8530982	0.68381375	0.91444534	0.94173515	0.8702315	0.8134419	0.82117254	0.9115256	0.85089606	0.8990473	0.82561696	0.88643795	0.8682444	0.71930814	0.8319061	0.90571207	0.88682926	0.8379135	0.7671416	0.9467807	0.7103738	0.91080505	0.9144756	0.81056994	0.859915	0.82192016	0.88848907	0.87967753	0.8427253	0.8449413	0.826172	0.81508565	0.9161956	0.78423977	0.92374265	0.80435777	0.9405433	0.88794076	0.88922745	0.8339431	0.74966735	0.8815943	0.86073637	0.7322459	0.9079613	0.70637345	0.8590444	0.8103575	0.89116424	0.89292115	0.8826323	0.75486374	0.81688154	0.7030229	0.86785203	0.7890313	0.8362026	0.91639256	0.88777983	0.88897175	0.8144592	0.9075083	0.7888598	0.9093567	0.8831934	0.83099616	0.8881467	0.7032397	0.8298638	0.8332129	0.7468016	0.595978	0.9188133	0.87114376	0.7929268	0.8688619	0.87620467	0.7774745	0.5988114	0.9212055	0.88877225	0.89437425	0.88025665	0.7317193	0.7991766	0.8599771	0.844969	0.7927557	0.7817893	0.63152397	0.8914753	0.84218764	0.8339361	0.9522951	0.8185776	0.8871707	0.85905755	0.78126913	0.87667227	0.8883219	0.82413584	0.80784434	0.54204977	0.8489336	0.8890983	0.8634293	0.8745326	0.7613827	0.8864915	0.88350207	0.85122347	0.8941051	0.9530998	0.7941234	0.9552266	0.91409814	0.94426423	0.5241199	0.86829245	0.59096915	0.85324556	0.689095	0.7857571	0.8635539	0.8447814	0.69398695	0.9138231	0.946759	0.9001528	0.8675515	0.85814875	0.8370073	0.9088853	0.8635264	0.7668388	0.7778244	0.86425024	0.86524165	0.8559292	0.8916864	0.90022475	0.85108095	0.63161916	0.8896539	0.74397737	0.7348962	0.7753979	0.90970814	0.67979026	0.72881186	0.89748013	0.93948287	0.9307308	0.7573942	0.7980771	0.89546406	0.91933876	0.8193178	0.91387606	0.8883179	0.86824495	0.6693951	0.85591614	0.831473	0.88651556	0.80898625	0.8612288	0.89659655	0.88510275	0.8231108	0.86230326	0.7346659	0.81470823	0.86296964	0.8260709	0.87282807	0.92348176	0.7719274	0.8357193	0.8854873	0.7106401	0.8551167	0.89211416	0.89834243	0.85502213	0.9379918	0.79429054	0.74115646	0.830045	0.9115268	0.795656	0.9115387	0.776503	0.9350144	0.73667526	0.9228133	0.7548773	0.9120446	0.756516	0.9022144	0.8891953	0.62383485	0.7148128	0.78147	0.8339766	0.88256365	0.8445363	0.7379437	0.9057014	0.9229974	0.9456818	0.92565066	0.90150964	0.8552	0.8162637	0.8108242	0.91557664	0.91412956	0.7854971	0.86031157	0.75960994	0.91230017	0.7375732	0.9379895	0.9240749	0.8948739	0.75690734	0.87411714	0.8806457	0.7187842	0.9106168	0.8502706	0.8810846	0.8204381	0.8906663	0.9063569	0.9136388	0.7281302	0.84252524	0.73660517	0.86283773	0.76040465	0.88815016	0.8827385	0.9179028	0.9175729	0.7396436	0.8528356	0.8324605	0.9288557	0.83544767	0.8969193	0.9003974	0.87530047	0.8886753	0.85821164	0.8514445	0.81073266	0.91835016	0.8484005
