	woning/noun	het/noun	telecom_aandeel/noun	onderwijs/noun	verwerf/verb	vlag/noun	btw/noun	dollar/noun	maak/verb	gezin/noun	klein/adj	tientallen/noun	kies/verb	werk/adj	pak_uit/verb	factuur/noun	hout_soort/noun	Kinepolis/name	brood/noun	om/comp	techniek/noun	verwerk/verb	LPG/name	flink/adj	opzichte/prep	riskant/adj	export_product/noun	meestal/adv	telefoon/noun	eten/noun	grondstof/noun	profiteer/verb	inflatie/noun	werk/verb	reis/noun	huur_woning/noun	vergeleken/adj	consument/noun	invoer/noun	euro/noun	maak_na/verb	plaats/prep	behoefte/noun	bied_aan/verb	morbide/adj	sigaret/noun	bus/noun	erg/adj	concurrentie/noun	modificatie/noun	10/num	makkelijk/adj	daardoor/pp	buitenlands/adj	bespaar/verb	bied/verb	veruit/adv	bel/verb	naar/prep	hoofdzakelijk/adj	enig/adj	hoog_snelheid_lijn/noun	alles/noun	gezondheidszorg/noun	meng/verb	procent/noun	strafschop_doelpunt/noun	geraak/verb	dan/adv	benzine/noun	iets/noun	lief/adj	vind/verb	opvallend/adj	charme/noun	tarief/noun	bewering/noun	lawaaierig/adj	stad/noun	rund/noun	krediet/noun	Gill/name	nog/adv	artikel/noun	wel/adv	zowel/adv	snel/adj	draadloos/adj	opvang/noun	subsidie/noun	prijs/noun	ding/noun	eveneens/adv	kunstmatig/adj	ongeveer/adv	lijn_dienst/noun	Ryanair/name	tekort/noun	grond/noun	word/verb	tot/vg	dit/noun	tweedehands/adj	schoon/adj	spul_DIM/noun	ook/adv	hooguit/adv	koffie/noun	pas_toe/verb	terwijl/comp	pc/noun	technologie_aandeel/noun	brouw/verb	500/num	populist/noun	gerecht/noun	gulden/noun	ring/noun	daar/adv	exclusief/prep	pin/verb	bank_garantie/noun	gewoon/adj	persoon_wagen/noun	specialiseer/verb	spul/noun	hun/det	knel/noun	produceer/verb	Thai/noun	waar/adv	diesel/noun	dan/comparative	slagvaardig/adj	betaal_bij/verb	kleding/noun	efficiënt/adj	home/noun	via/prep	hier/adv	monotoon/adj	zeker/adv	verbinding/noun	werkgelegenheid/noun	patiënt/noun	wanneer/comp	bezuinig/verb	makelaar/noun	Afrikaans/adj	zo'n/det	antibioticum/noun	kost/verb	gemakkelijk/adj	huidig/adj	kan_op/verb	zo/adj	bedrijf/noun	je/pron	rijkelijk/adj	kwart/noun	markt/noun	beperking/noun	kost/noun	arbeid_kracht/noun	15/num	aan/part	liter/noun	deze/det	versie/noun	correct/adj	cent/noun	rechtstreeks/adj	truc/noun	wij/pron	generiek/adj	middel/noun	teken_film/noun	zuinig/adj	belegger/noun	vlees/noun	juist/adv	tong/noun	relatief/adj	of/comp	mogelijk/adj	coke/noun	water/noun	wellicht/adv	garnaal/noun	bedrijf_investering/noun	andere/adv	belasting/noun	als/comp	huis_wijn/noun	die/det	rook/verb	zo/adv	kan_terecht/verb	echt/adj	als/prep	type/noun	zal/verb	gauw/adj	grafiek/noun	daarmee/pp	meer/det	voor/prep	soms/adv	Canada/name	oog/adj	ten/prep	veelal/adv	paraplu/noun	pak_DIM/noun	die/pron	huisvuil_zak/noun	scheep_af/verb	niet/adv	altijd/adv	bouw_sector/noun	toestel/noun	ster_restaurant/noun	maar/vg	programma/noun	uitgerust/adj	restaurant/noun	stroom/noun	alleen/adj	lever_op/verb	luxe/noun	ontwikkel/verb	schaf_aan/verb	verkoop/noun	merkelijk/adj	waarbij/pp	toegepast/adj	uit/prep	kool/noun	formule/noun	hotel/noun	elders/adv	internet/verb	product/noun	Derde/name	indien/comp	ergens/adv	zet_in/verb	schrijf_uit/verb	veel/adj	per/prep	effect/noun	behandeling/noun	modern/adj	prijs_daling/noun	verantwoord/adj	lever/verb	alternatief/noun	kamer/noun	BMW/name	val_uit/verb	concurrent/noun	straaljager/noun	derdewereldlanden/noun	skeeler/verb	toch/adv	windstreek/noun	bedien/verb	kop_DIM/noun	gratis/adj	privé_firma/noun	goed/adj	kwaliteit/noun	aanmerking/noun	595/num	30/num	papier/noun	maaltijd/noun	veilig/adj	winkelier/noun	internet/noun	arbeid/noun	opgewekt/adj	en/comp	concurreer/verb	technologie/noun	bemand/adj	duur/adj	inkoop/noun	effectbejag/noun	want/vg	oplossing/noun	kunststof/noun	mode/noun	slot_koers/noun	euro_cent/noun	blijk/verb	Konmar/name	en/vg	leven_middel/noun	tot/prep	Maertelaere/name	waardoor/pp	of/vg	Iers/adj	inferieur/adj	merk/noun	vervanging/noun	vervoer/noun	boek/verb	daarom/pp	A_merk/noun	fabrikant/noun	ieder/pron	Nederland/name	gebruik/noun	buitenland/noun	te/comp	fles/noun	productie/noun	blijf/verb	schrijf_over/verb	Alcatel/name	Interleuven/name	rij/verb	tweewieler/noun	elektriciteit/noun	aanwinst/noun	orkest_lid/noun	ton/noun	slecht/adj	vermogen_beheer/noun	kantoor_ruimte/noun	grens_gemeente/noun	eenvoudig/adj	wil/verb	besta/verb	uit/part	trek_voorbij/verb	koop/verb	door/comp	tegelijkertijd/adj	lokaal/adj	ham/noun	wao/noun	min/adj	stort/verb	H&M/name	vlucht/noun	ongeschoold/adj	honderden/noun	doe_aan/verb	openbaar/adj	zogenaamd/adj	vergrendeling/noun	appartement/noun	overstap/noun	devaluatie/noun	natuurlijk/adj	voorzie/verb	vrij/adj	misschien/adv	getekend/adj	amusement/noun	pendelaar/noun	was_poeder/noun	permanent/adj	bestel/verb	Amerika/name	alternatief/adj	frank/noun	gebruik/verb	lening/noun	ticket/noun	Braziliaans/adj	schenk/verb	stuurwiel/noun	land/noun	materiaal/noun	abonnement/noun	ben/verb	bevroren/adj	huishoudelijk/adj	gemiddeld/adj	monteer/verb	2,5/num	betaal/verb	rij_DIM_huis/noun	velg/noun	vlieg_ticket/noun	Unilever/name	nou/tag	importeer/verb	sperma/noun	toevloed/noun	rommel/noun	aanzienlijk/adj	haal_binnen/verb	vest/noun	model/noun	alleszins/adv	een/det	bier/noun	Hema/name	exploiteer/verb	medicijn/noun	uitgave/noun	zodat/comp	maar/comp	lofzang/noun	extreem/adj	reis_bureau/noun	bewerkt/adj	vooral/adv	overigens/adv	ander/adj	scoor/verb	hoe/adj	langer/adv	onderhoud/verb	verwarming/noun	goud/noun	benzine_prijs/noun	vliegtuig/noun	vaak/adj	inseminatie/noun	sociaal/adj	lijk/verb	dat/det	heruitgave/noun	genees_middel/noun	milieuvriendelijk/adj	kan/verb	rij_auto/verb	dakloze/noun	besta/adj	luchtvaart_maatschappij/noun	Brussel/name	bovendien/adv	gemeente/noun	zoek/verb	zwavel_arm/adj	uiteindelijk/adj	dus/adv	maatschappij/noun	20/num	doordat/comp	aandeel/noun	omdat/comp	mest/noun	op/adj	trip/noun	100/num	wagen/noun	vanwege/prep	wie/pron	auto/noun	aangenaam/adj	realiseer/verb	strafschop/noun	winkel/noun	heel/adv	huur/verb	super_markt/noun	nu/adv	ze/pron	stuk/noun	dankzij/prep	zelfs/adv
woning/noun	0.0	0.9495764	0.8796675	0.8155735	0.8431128	0.8850079	0.8238324	0.7935432	0.9393718	0.5344536	0.69937277	0.7642137	0.8828068	0.7684635	0.9042986	0.7584713	0.85915774	0.8922416	0.8372364	0.7359066	0.8495151	0.8692925	0.81003374	0.85216033	0.8364253	0.8987332	0.8940194	0.80298066	0.7685449	0.8164462	0.81352407	0.9043542	0.8687463	0.8230779	0.8787149	0.32452774	0.8683913	0.7863186	0.8804413	0.7878835	0.8970798	0.7082437	0.77256316	0.7602631	0.92007035	0.796762	0.76679784	0.9236371	0.8764263	0.91451615	0.8848655	0.86972165	0.7433901	0.87052673	0.76839685	0.7692704	0.88266045	0.895453	0.8605892	0.75412065	0.9424348	0.8950971	0.9111999	0.8464411	0.9464185	0.7758838	0.93385774	0.81591225	0.92391384	0.7637614	0.8762552	0.87551814	0.8964878	0.9091125	0.8689254	0.72596836	0.93566585	0.79398274	0.6198237	0.8798744	0.71735466	0.82986474	0.9010705	0.8754556	0.9308008	0.7830889	0.8597674	0.85428214	0.64715314	0.7151564	0.74617857	0.85453457	0.7820325	0.8681961	0.75154555	0.8160207	0.910847	0.6531381	0.6387736	0.760993	0.7893007	0.9131707	0.7432091	0.81887937	0.73953164	0.83901495	0.7888809	0.87308234	0.8494561	0.80727947	0.7356125	0.8413725	0.88605917	0.72317016	0.93079835	0.9333391	0.7364649	0.84304166	0.75452423	0.8022733	0.88401836	0.85899734	0.80716634	0.82843244	0.8560499	0.7056282	0.72875285	0.8505078	0.82628953	0.9067505	0.6812469	0.7604133	0.78256744	0.89960665	0.85239214	0.79401815	0.87113965	0.82679486	0.76565456	0.7959058	0.79939246	0.8968391	0.7990991	0.81265587	0.8066619	0.8648702	0.77857596	0.6010151	0.9144574	0.7220125	0.86291826	0.74765	0.8534146	0.84027106	0.9240287	0.94794154	0.72008634	0.8764666	0.82094157	0.77265596	0.8285891	0.8566075	0.8044773	0.7566848	0.82710475	0.79274595	0.8052465	0.88784873	0.8805113	0.8867921	0.8498707	0.88086605	0.909106	0.8659685	0.8933476	0.81821775	0.9033077	0.7948151	0.81677663	0.8726667	0.8824016	0.92712456	0.7972562	0.9325245	0.83364356	0.8253382	0.7733523	0.8553428	0.8298893	0.92546284	0.8022559	0.7864237	0.91012657	0.9056845	0.8311716	0.9150765	0.9162948	0.7929742	0.93400645	0.870406	0.7608671	0.80194986	0.80969393	0.89717245	0.846938	0.7790389	0.73171186	0.8837677	0.90362144	0.877042	0.8443621	0.69945467	0.85442513	0.84016037	0.7821429	0.7101062	0.9115755	0.91524357	0.92326516	0.7648358	0.71172005	0.9116061	0.88999134	0.8495575	0.7122338	0.7324678	0.7304654	0.8496209	0.7677957	0.707266	0.85232073	0.7255734	0.7332636	0.81490064	0.7826059	0.91403794	0.80397296	0.83183306	0.8425406	0.63264704	0.6699227	0.8376468	0.7661986	0.9655529	0.8070529	0.7656729	0.8561559	0.85617733	0.874555	0.7479365	0.8556508	0.86048436	0.77971256	0.81814325	0.8272972	0.84331274	0.810949	0.5153948	0.8152431	0.6735089	0.89734775	0.7869793	0.83004636	0.935251	0.9057587	0.90404856	0.84794545	0.89899486	0.8496466	0.83186984	0.8541962	0.8697387	0.76142263	0.8630496	0.84567547	0.8874509	0.8012968	0.84141326	0.7696878	0.8500006	0.7681099	0.84451973	0.9222234	0.81324196	0.85133773	0.7767585	0.67681897	0.81023055	0.93137825	0.8810331	0.8083894	0.86479497	0.9180891	0.939779	0.87466085	0.8786505	0.8852024	0.6805443	0.7862495	0.85040015	0.91757685	0.7159183	0.7098964	0.93911135	0.9050165	0.79585606	0.78935504	0.79455775	0.89470863	0.8239243	0.87296534	0.8316995	0.8038394	0.85603404	0.8633972	0.8359545	0.76169604	0.81497264	0.82604754	0.8599902	0.91155803	0.8678087	0.73599744	0.8485563	0.74105155	0.66207755	0.9087957	0.8058324	0.78793716	0.83015954	0.89800054	0.47493464	0.8379628	0.81653476	0.8098397	0.7779938	0.8833539	0.8860936	0.6697872	0.7828281	0.7985582	0.7999456	0.90336865	0.8351011	0.8494535	0.80562484	0.8331053	0.874736	0.85837626	0.79722154	0.88742715	0.85754406	0.8620803	0.8582343	0.22211838	0.92108977	0.89314616	0.93962246	0.66035944	0.8102277	0.91407216	0.9163587	0.87410456	0.8424977	0.83655363	0.748455	0.8482183	0.92919415	0.79395336	0.7547059	0.8296127	0.69996595	0.7865583	0.91874576	0.87903404	0.8942221	0.8549146	0.7300413	0.7128844	0.8742703	0.8503673	0.72097886	0.7075193	0.8174662	0.76992583	0.6850312	0.5973206	0.80464935	0.7472916	0.91320854	0.9436065	0.8558235	0.88951457	0.9016279	0.83947587	0.74064314	0.9043308	0.7723644	0.76585025	0.8472911	0.66228116	0.8852269	0.84795326	0.83922124	0.79949206	0.75284946	0.68980074	0.9387989	0.8244956	0.8728896	0.793736	0.9077984	0.82945204	0.86227477	0.83797634	0.88275445	0.90731764	0.86371994	0.70748734	0.68455315	0.8553673	0.8704738	0.76461136	0.82235265	0.8814764	0.5453191	0.9497264	0.8969745	0.9177556	0.82097775	0.7736938	0.8286798	0.85243976	0.73673403	0.6473347	0.9129034	0.85097444	0.7123287	0.5556878	0.7637821	0.8223349	0.88722354	0.8109166	0.792174	0.84267634	0.7739215	0.7615576	0.78630686	0.81043047	0.88354933	0.87467134	0.8048801	0.6624489	0.8015572	0.83933747	0.6572604	0.85210985	0.66480166	0.9400635	0.67378384	0.8940416	0.4474501	0.80969405	0.86416435	0.7868688	0.79496396	0.84387827	0.8366641
het/noun	0.9495764	0.0	0.8895856	0.9324007	0.9120471	0.9530006	0.9577995	0.96011084	0.70942754	0.9417436	0.8160079	0.93538254	0.7226356	0.86828065	0.7779212	0.9311539	0.8514589	0.93185973	0.923849	0.73777384	0.8365732	0.8603606	0.9459153	0.8564368	0.95229584	0.66411054	0.9290215	0.76031774	0.9579788	0.83275014	0.89895624	0.8351035	0.90251476	0.773398	0.92571014	0.93919086	0.9412427	0.8039707	0.9590051	0.9642345	0.7633412	0.9631652	0.83993	0.94933087	0.747822	0.96714485	0.9631916	0.3671348	0.8788716	0.8530593	0.9573996	0.66086465	0.74283934	0.9200376	0.8777588	0.8424357	0.8790076	0.8409615	0.95983064	0.9698437	0.813899	0.95876455	0.6084011	0.95310616	0.927506	0.94672966	0.9403358	0.7744415	0.621193	0.9413201	0.5804247	0.72117454	0.54639924	0.7480594	0.82391614	0.92877054	0.7775179	0.8166997	0.9560957	0.91686654	0.82506996	0.92901266	0.6002701	0.9601281	0.4060675	0.9703571	0.66780806	0.9198032	0.8771078	0.94405615	0.93210673	0.5497679	0.9451622	0.9238343	0.9534709	0.93658745	0.95475495	0.92071474	0.9505696	0.8313783	0.9200015	0.54658383	0.9281529	0.86543167	0.8477101	0.50894076	0.88047737	0.93538845	0.8488569	0.87856936	0.91534257	0.80420125	0.9378391	0.9699901	0.8474885	0.85783243	0.9636021	0.9704403	0.74272275	0.97092396	0.8566363	0.89353037	0.7520916	0.97415614	0.9491443	0.8544141	0.9069319	0.8842099	0.8944661	0.84765875	0.9310561	0.9319771	0.73208404	0.8091854	0.8729286	0.88003707	0.7436218	0.97961235	0.9315718	0.6512381	0.84972405	0.654117	0.89973843	0.89942694	0.82556164	0.79557955	0.8660013	0.90147877	0.970916	0.774107	0.8618492	0.9398843	0.6568936	0.91086626	0.79002345	0.51160836	0.9038778	0.6022177	0.9054461	0.9729522	0.9217797	0.86012805	0.90717614	0.8988063	0.9698711	0.8926991	0.96308935	0.82379484	0.93429196	0.6935674	0.9514214	0.9435311	0.7865665	0.5654722	0.93049926	0.8096259	0.87854123	0.8143139	0.75800836	0.9031373	0.7372552	0.91305125	0.71248657	0.6267314	0.7650361	0.8914865	0.9303208	0.71774065	0.942384	0.88021797	0.96710765	0.92945486	0.70807445	0.8661496	0.64914566	0.8782463	0.46652085	0.9243329	0.6353897	0.9115539	0.9095854	0.6003642	0.7805335	0.91919875	0.8783129	0.8726832	0.92775077	0.62845397	0.9760271	0.88362217	0.9559975	0.939203	0.91229874	0.9144759	0.904255	0.9454676	0.77255696	0.4648484	0.5422633	0.9052133	0.9176	0.8532816	0.44058287	0.8719407	0.8961907	0.92780125	0.9526708	0.74496114	0.85736954	0.81010014	0.8763927	0.9133931	0.9343581	0.8266901	0.87075144	0.8860512	0.95651525	0.9251604	0.82394123	0.96014977	0.7981142	0.8505403	0.8576299	0.95851773	0.80876064	0.80418706	0.89252687	0.92015386	0.52945143	0.96613395	0.7938955	0.8491683	0.90918434	0.90218246	0.75666654	0.9203768	0.781112	0.94023794	0.98607785	0.8613374	0.94768894	0.95495284	0.87549144	0.86886716	0.50743634	0.94552654	0.7709889	0.95152223	0.9686604	0.93284804	0.6013392	0.86582756	0.8847872	0.9673786	0.97363096	0.77791834	0.8821711	0.73181003	0.877069	0.88651687	0.9244146	0.87152046	0.5703859	0.86758494	0.8741646	0.9038212	0.8290179	0.9098102	0.7013763	0.45431685	0.632526	0.9097562	0.87959725	0.98978484	0.96657676	0.6415806	0.9405776	0.8886338	0.90829337	0.94288236	0.84981245	0.8158207	0.88646394	0.9917351	0.87882686	0.928322	0.9067425	0.94314647	0.9299442	0.6557069	0.8704817	0.92905563	0.9013988	0.93227196	0.86224705	0.9047893	0.7418927	0.9479634	0.8971825	0.59670234	0.84410113	0.95265543	0.95026475	0.9114555	0.81695527	0.9620548	0.8737585	0.8037509	0.95561886	0.69344616	0.9054898	0.9130935	0.95493054	0.72272366	0.73804176	0.7928027	0.8546754	0.948939	0.8995809	0.8416547	0.84080243	0.9397271	0.9329552	0.8885747	0.6587519	0.9332635	0.9092102	0.94777584	0.797336	0.92563176	0.84851855	0.97360766	0.9359642	0.8906846	0.9672411	0.85063636	0.9447714	0.628365	0.942104	0.7064247	0.5442927	0.89365506	0.8276427	0.8997536	0.9219403	0.9466265	0.9240728	0.8764461	0.9138377	0.9684192	0.8387063	0.82214165	0.95719033	0.97919667	0.9625291	0.8777962	0.92018557	0.8438523	0.935804	0.4078586	0.9579805	0.9354195	0.9230155	0.8404413	0.9732551	0.907927	0.84373665	0.96484333	0.94350547	0.9113803	0.7873236	0.9288218	0.8481342	0.90078247	0.8588632	0.8790672	0.9014319	0.95333636	0.88771755	0.6271095	0.8929583	0.94055545	0.9230614	0.9311235	0.8807263	0.9034072	0.7499912	0.46454376	0.91429126	0.76878095	0.9494037	0.89487404	0.8201313	0.63464534	0.88692766	0.6730169	0.61821365	0.78538877	0.8260596	0.935564	0.961912	0.94599175	0.9531527	0.71160954	0.9346715	0.9076941	0.5257985	0.3499776	0.84442043	0.88587767	0.8377094	0.6604803	0.7583531	0.92943466	0.9261069	0.9597747	0.95379347	0.70678604	0.919234	0.85736895	0.91209036	0.8011339	0.6434803	0.9088842	0.9687532	0.7854049	0.9034048	0.646441	0.9160584	0.86017907	0.87977463	0.94505453	0.9698605	0.8751717	0.89204836	0.96447366	0.6245462	0.7697258	0.950217	0.95356876	0.48563838	0.90944177	0.92554075	0.57758576	0.6028518	0.7421406	0.84302866	0.69709164
telecom_aandeel/noun	0.8796675	0.8895856	0.0	0.8925207	0.731972	0.9703696	0.89362884	0.7284138	0.8953995	0.89425015	0.80102736	0.91225916	0.9088724	0.8376402	0.83286226	0.8747017	0.8516923	0.8153186	0.90597004	0.8571141	0.85141265	0.9334056	0.86889064	0.7795825	0.79522514	0.7476115	0.833406	0.8768856	0.85127914	0.89569855	0.8622457	0.7154071	0.7788194	0.8979265	0.88234866	0.7678601	0.76469153	0.78936386	0.8853453	0.7597625	0.882229	0.8903541	0.8999063	0.87635946	0.9542741	0.8999633	0.95881987	0.7928444	0.81460476	0.88431984	0.8415513	0.8507285	0.8044597	0.76604366	0.83750415	0.83477294	0.8728257	0.98000145	0.9593359	0.8886287	0.9597109	0.89222497	0.8568793	0.90485734	0.9079294	0.7293802	0.87290174	0.97085255	0.9043648	0.8739149	0.89571303	0.82043785	0.7803394	0.8339331	0.91660136	0.802351	0.940644	0.9318224	0.8778006	0.9113951	0.796368	0.8810916	0.8223118	0.86440426	0.880654	0.9495959	0.84324825	0.8313443	0.9175024	0.8441219	0.847619	0.85774636	0.7475826	0.9376173	0.8237203	0.89189315	0.8842149	0.9022387	0.9024284	0.90028006	0.8631251	0.8924863	0.8808688	0.84809226	0.86424434	0.8153888	0.8854085	0.9314024	0.9105213	0.83688927	0.8278601	0.41051507	0.9037017	0.8493335	0.8654379	0.965201	0.82507986	0.9237239	0.9349317	0.8727223	0.9372829	0.88658667	0.89778256	0.93042046	0.8756694	0.87342817	0.8921985	0.9440207	0.8882164	0.9332091	0.9315019	0.8805473	0.81319064	0.86294776	0.89051086	0.89176244	0.83897907	0.977174	0.8821318	0.89162195	0.94493854	0.8784954	0.88550645	0.82445717	0.9131373	0.8960328	0.8468734	0.8433593	0.893321	0.86769176	0.89457375	0.9005357	0.83743215	0.77284694	0.916632	0.87697923	0.6651747	0.9266081	0.9381486	0.8514452	0.768447	0.89076054	0.80118227	0.8260245	0.800743	0.93077075	0.9107572	0.8340192	0.933004	0.92802316	0.84112227	0.8683232	0.91224205	0.8633296	0.86254096	0.8495655	0.8849984	0.82563704	0.52160835	0.8843769	0.8493509	0.92246664	0.7142104	0.9279983	0.88700634	0.9037021	0.93239295	0.8768495	0.8949448	0.7920989	0.90724015	0.845557	0.912064	0.90246105	0.85784495	0.936749	0.9082517	0.92880696	0.91034293	0.9270434	0.9265166	0.8469448	0.91720766	0.85837436	0.7657094	0.83440286	0.8473941	0.8894642	0.93857557	0.99637693	0.8656825	0.87474895	0.96014166	0.9074593	0.8512707	0.84389144	0.95549643	0.8859139	0.9306774	0.8176891	0.8477212	0.87332785	0.83119905	0.93200165	0.9213239	0.9415458	0.8559576	0.89025795	0.8353174	0.8147473	0.86391205	0.88143265	0.8011389	0.7467499	0.8393351	0.87247723	0.95905495	0.8761502	0.9009609	0.89986706	0.8835472	0.89641756	0.78428036	0.9327191	0.92292166	0.9599918	0.9275861	0.9411063	0.80842644	0.88245106	0.8408904	0.8959324	0.840253	0.7633203	0.917749	0.88021564	0.8659992	0.91192776	0.8773846	0.84470123	0.71003896	0.8803552	0.85776013	0.93514335	0.84995836	0.90029114	0.90209186	0.9398572	0.9502488	0.9643526	0.8245779	0.8934544	0.8973474	0.8240914	0.8044948	0.9273099	0.8988619	0.8723881	0.87143505	0.82411176	0.87289727	0.92358994	0.9116692	0.8966905	0.7435068	0.8490195	0.79194134	0.8101662	0.8676761	0.85214764	0.8667326	0.88174003	0.9217211	0.74571943	0.8295904	0.8696273	0.8413311	0.88427436	0.861297	0.8794762	0.7319132	0.84016883	0.9016776	0.9503675	0.8741592	0.85314095	0.8292857	0.9246029	0.7409365	0.85300374	0.84893894	0.81419754	0.9220894	0.8457247	0.9113238	0.8585538	0.87684995	0.9007147	0.829478	0.81710446	0.92133224	0.47586262	0.9175284	0.96205705	0.93676543	0.8805492	0.8674201	0.91795826	0.9006989	0.7810983	0.6420659	0.83912945	0.92300636	0.8796177	0.8876783	0.9107267	0.92082626	0.9644648	0.7841438	0.836961	0.9164783	0.8777958	0.91412205	0.90831983	0.810372	0.91380084	0.8179016	0.8884945	0.8962273	0.90795547	0.93116486	0.9459325	0.912501	0.94267327	0.87801373	0.93632966	0.8153183	0.8897089	0.95510113	0.854681	0.86396474	0.96768075	0.8598615	0.894373	0.90043867	0.9599526	0.9311011	0.8407557	0.9169204	0.88224006	0.9021995	0.7266531	0.86589545	0.8844266	0.94642067	0.9275431	0.8241443	0.8666867	0.86353344	0.82857865	0.9142873	0.89128	0.83975744	0.93325347	0.76537013	0.8381153	0.9201314	0.9204841	0.80416596	0.74749005	0.9770587	0.8921825	0.90440834	0.9059229	0.8919934	0.8037397	0.8743457	0.91912	0.8816808	0.79302776	0.8803148	0.85826147	0.8846545	0.9269644	0.85991323	0.84172434	0.89407486	0.86661774	0.89688605	0.8757801	0.88871175	0.9519744	0.7637487	0.79807186	0.89498115	0.7941277	0.89726126	0.89313084	0.8995311	0.9247422	0.8365737	0.8187905	0.9096823	0.8368815	0.92647785	0.92668223	0.8365065	0.8885633	0.9218119	0.8475189	0.8840165	0.81002593	0.8402063	0.90893215	0.8276552	0.84330034	0.96485627	0.7755782	0.88907695	0.90485245	0.88532054	0.88376737	0.83216906	0.8600255	0.7946381	0.78574383	0.55806243	0.8045595	0.92091507	0.9294105	0.8489892	0.8472841	0.9296022	0.85808194	0.9202823	0.9043502	0.8174318	0.8190198	0.77450764	0.9228527	0.84647655	0.8920158	0.8805926	0.8901983	0.91091365	0.81750965	0.7309325	0.8931419
