	koopwaar/noun	meter_DIM/noun	explosief/adj	aantal/noun	middel/noun	ziekteverschijnsel/noun	ontvlambare/adj	lever/verb	terrein/noun	verbied/verb	medicijn/noun	brand/noun	kort/adj	combinatie/noun	blauw/adj	dossier/noun	bedek/verb	kilo_gram/noun	test/verb	maak_aan/verb	zee/noun	couplet/noun	trek_aan/verb	hoop/noun	stuk/noun	bevorder/verb	verbod/noun	cel/noun	doe_op/verb	literair/adj	lucht/noun	dier/noun	enorm/adj	zaad/noun	bijvoorbeeld/adv	gemaakt/adj	examen/noun	bijgevolg/adv	soort/noun	bedekt/adj	onderzoek/noun	wend_aan/verb	hoofdstuk/noun	rot_weg/verb	kleurstof/noun	projectiel/noun	test/noun	werkzaam/adj	beoordeling/noun	kleding/noun	lap/verb	grondwater/noun	design/noun	kan/verb	ozon_laag/noun	soortgelijk/adj	snit/noun	weer/adv	onschuldig/adj	doe/verb	over/adj	wit/adj	dus/adv	grijs/noun	koraal_rif/noun	gevolg/noun	ben/verb	materiaal/noun	lig/verb	overspan/verb	bestanddeel/noun	glazen/adj	spring_stof/noun	lawaai/noun	goedkoop/adj	dring_door/verb	snuif_op/verb	te/adv	mijn/noun	spons/noun	genoeg/adj	droog/adj	ander/adj	werk/verb	licht/noun	chemisch/adj	vermag/verb	gehalte/noun	ontsta/verb	overal/adv	long/noun	heel/adv	stimuleer/adj	benzeen/noun	monster/noun	blaas/verb	lang/adj	pil/noun	vuil/adj	colbert_DIM/noun	milli_gram/noun	toegelaten/adj	rol/verb	vaak/adj	boek/noun	wolk/noun	vervuil/verb	lichaam/noun	toestel/noun	vleugel/noun	roman/noun	traditie/noun	kleed/noun	vergeten/adj	spuw_uit/verb	laat_achter/verb	haal_weg/verb	spot/noun	glans/adj	bedrijf/noun	spoor_op/verb	bijzonder/adj	haal/verb	bekend/adj	vermeng/verb	wierook/noun	laag/noun	vluchtig/adj	controleer/verb	hoogwaardig/adj	cosmetische/adj	uit/adj	pantalon/noun	sla_neer/verb	voorkom/adj	bepaald/adj	weg/noun	rubber/noun	zoal/adv	discussie/noun	ontploffing_gevaar/noun	verboden/adj	verdacht/adj	onbespreekbaar/adj	duizenden/noun	thuisland/noun	beland/verb	public/noun	uitsluitsel/noun	vervoer/noun	exotisch/adj	gangbaar/adj	hersenen/noun	klein/adj	nieuw/adj	voeg_toe/verb	bedrukt/adj	verplicht/adj	vul/verb	ontwerper/noun	zorgvuldig/adj	moet_op/verb	glijd/verb	vloer/noun	diep/adj	trek_op/verb	rustgevend/adj	blaas_weg/verb	bijeen/adj	vind/verb	geschilderd/adj	omstreden/adj	verpakking/noun	extra/adj	waardevol/adj	debat/noun	verwerkt/adj	wild_card/noun	zon/noun	uiterst/adj	draad/noun	vreemdsoortig/adj	kies/verb	enzym/noun	soepel/adj	verwerking/noun	aanmaak/noun	kleur/noun	schud/verb	voeding_supplement/noun	geschikt/adj	verkeer/noun	nogal/adv	ontspan/verb	benodigd/adj	kilo/noun	schrap/verb	gedecoreerd/adj	verga/verb	aandoenlijk/adj	kom_vrij/verb	jas_DIM/noun	sluier/noun	flink/adj	opwekkend/adj	onder/adv	gebruik/verb	bloed_monster/noun	overheers/verb	dik/adj	rat/noun	alles/adv	kameel/noun	urine/noun	omgeef/verb	melk/noun	gevuld/adj	verspreid/verb	dompel_onder/verb	ijzeren/adj	vast/adj	alge/noun	brandbaar/adj	botsing/noun	interessant/adj	waar/noun	huid/noun	drugs_gebruik/noun	roestig/adj	denk_na/verb	Formule/noun	woensdag_middag/noun	schadelijk/adj	spier_versterkend/adj	hoop_DIM/noun	verf/verb	drama/noun	zuurstof_gebrek/noun	ene/adj	neiging/noun	dwars/adv	neutraliseer/verb	boeiend/adj	gevoerd/adj	giftig/adj	lever_op/verb	er/adv	zinvol/adj	tabak_fabrikant/noun	immers/adv	gemakkelijk/adj	actief/adj	vorm/verb	hoe/adj	maak_vrij/verb	signeer/verb	vervuil/adj	rits/noun	hoog/adj	douche/noun	geef/verb	tank/noun	gebruik/noun	partij_congres/noun	vat/noun	schimmel/noun	ook/adv	analyse/noun	vervaardig/verb	ga_tegen/verb	mythe/noun	clandestien/adj	gevaarlijk/adj	bevind/verb	experimenteer/verb	kwalitatief/adj	stel_bloot/verb	water/noun	vrouw_tennis/noun	placebo/noun	meng/verb	puin/noun	rapporteer/verb	splinter/noun	besmet/verb	lichaam_eigen/adj	bovenstaand/adj	overhemd/noun	concentratie/noun	vrij/noun	genoeg/adv	meet/verb	frekwent/adj	uitstoot/noun	ziekteverwekker/noun	spuit_in/verb	fontein/noun	plastic/adj	bescherm/adj	niet_werk/adj	bepaal/verb	bovendien/adv	verbouw/verb	dun/adj	calvinist/noun	koop/verb	zit/verb	speciaal/adj	ontwikkeld/adj	bodem/noun	walm/noun	modern/adj	pijp/noun	blijf_achter/verb	ultraviolet/adj	nodig/adj	maak/verb	zacht/adj	alcohol/noun	leven_middel/noun	productie/noun	ga_over/verb	elegant/adj	talloos/adj	vermoedelijk/adj	tref_aan/verb	opslag/noun	bevang/verb	stofwisseling/noun	straal/noun	voetballerij/noun	olie/noun	bescherm/verb	dood_oorzaak/noun	aanhang_wagen/noun	nadenken/noun	hang_af/verb	oud/adj	loos/verb	verf/noun	stoel/noun	maquette/noun	professor/noun	blad/noun	bloot/adj	schud_af/verb	astma/noun	veel/adj	lijst/noun	tank_wagen/noun	vervuild/adj	bazaar/noun	warm/adj	besta/verb	kom_voor/verb	los/adj	centi_meter/noun	word/verb	transporteer/verb	mogelijk/adj	aangetroffen/adj	neem_op/verb	reageer/verb	inmiddels/adv	pikzwart/adj	sirene/noun	blijk/verb	combineer/verb	criterium/noun	hoeveelheid/noun	ontplof/verb	gespecialiseerd/adj	stof/noun	verliefdheid/noun	kom_terecht/verb	buitenaf/adv	techniek/noun	divers/adj	lijk/verb	verkrijg/verb	verwerk/verb	zorg/verb	open_lucht/noun	geef_af/verb	zeer/adv	willoos/adj	relatief/adj	kort/adv	gesprek/noun	alleen/adv	letterlijk/adj	ontdek/verb	zand/noun	zet_om/verb	spoor/noun	afbeelding/noun	gebruiker/noun	vleug_DIM/noun	lek/verb	meest/adj	deeltje/noun	aromatisch/adj	ton/noun	container/noun	gaas/noun	bacterie/noun	steen/noun	afkomstig/adj	neder_wiet/noun	grond/noun	laai_op/verb	overvloedig/adj	psychedelische/adj	stank/noun	buitenissig/adj	vreemd/adj	lap_DIM/noun	roddel/noun	geschoren/adj	akelig/adj	los_op/verb	stuk_DIM/noun	behandel/verb	bied/verb	mooi/adj	heel/adj	soms/adv	strak/adj	bevat/adj	stook_olie/noun	vooral/adv	kom_vrij/adj	koninkrijk/noun	explodeer/verb	prikkel/adj	nandrolon/noun	speculatie/noun	verschil/adj	rubberen/adj	fris_op/verb	kankerverwekkend/adj	doek/noun	ergernis/noun	omgang/noun	smetteloos/adj	bus_kruit/noun	frituur_vet/noun	honger/noun	verbranding/noun	kleurrijk/adj	meer/adj	meter/noun	natuurlijk/adj	spoor/verb	zichtbaar/adj	korrel/noun	scheid_af/verb	gelatine/noun	eiwit/noun	effect/noun	lap/noun	hoop_op/verb	slik/verb	tepel/noun	steek_af/verb	toxische/adj	bevat/verb	traditioneel/adj	fel/adj	ontwerp/verb	sigaret/noun	waai_op/verb	benzine/noun	doping/noun	puriteins/adj	verricht/verb	rood/adj	geheimzinnig/adj	voorzie/verb	gordijn/noun	smelt/verb	tapijt/noun	werking/noun
koopwaar/noun	0.0	0.84167737	0.8872523	0.8386663	0.8760259	0.75563884	0.89091265	0.81262857	0.87939465	0.7828471	0.8103161	0.92277646	0.92172664	0.84253466	0.8158973	0.8149159	0.7132745	0.8509896	0.8408096	0.7974715	0.82699496	0.85756093	0.89629847	0.85726815	0.7388853	0.9267797	0.8471719	0.8909685	0.8939682	0.8498584	0.8524874	0.66284055	0.8631935	0.7367617	0.8400747	0.75923765	0.92547965	0.7971446	0.7379111	0.7062273	0.93650055	0.8878019	0.8155382	0.76038945	0.79956657	0.83029526	0.870331	0.9313027	0.8911081	0.7283789	0.892289	0.8360616	0.8304292	0.82418585	0.91495025	0.85122085	0.8984084	0.86240643	0.82572967	0.9348741	0.8391768	0.7843014	0.84074473	0.8611547	0.7952142	0.9460694	0.8219707	0.74503523	0.73397887	0.8719158	0.8257164	0.7420146	0.80918276	0.84464353	0.8208263	0.88636595	0.8619896	0.8880602	0.80570924	0.7672031	0.86162615	0.77425975	0.76888156	0.91142136	0.82216036	0.81080323	0.89339834	0.82921964	0.87530375	0.714682	0.81023085	0.84337044	0.83715975	0.91854393	0.8028619	0.86927	0.86340255	0.8600134	0.8031914	0.9500334	0.8487373	0.7814177	0.8102904	0.7793429	0.7572478	0.8377774	0.8465876	0.79076254	0.84119725	0.90002257	0.834643	0.866669	0.7665786	0.8493426	0.8354625	0.7456579	0.78652555	0.81852967	0.7671633	0.8398227	0.8760361	0.7824959	0.84319365	0.8959713	0.80865836	0.79660153	0.7581681	0.9087244	0.8348131	0.8261745	0.8453299	0.8618859	0.9046338	0.8697052	0.8661429	0.81218064	0.8324801	0.759092	0.8378574	0.89707243	0.9675959	0.82552016	0.8150147	0.8545197	0.689629	0.8730211	0.8350267	0.9698748	0.96893793	0.86332744	0.66106707	0.835788	0.8538003	0.8064568	0.8771999	0.8051338	0.7836034	0.7660414	0.7322248	0.8830361	0.80879414	0.868206	0.7841834	0.8049251	0.8364984	0.8249217	0.8413787	0.8453816	0.79519933	0.81562763	0.7665383	0.87288684	0.7422249	0.8633242	0.70179963	0.9187093	0.7965881	0.9359699	0.85065436	0.8476895	0.84834397	0.7735325	0.82037	0.8455646	0.840804	0.84952676	0.8662589	0.7728787	0.8384124	0.8471213	0.86179256	0.8795112	0.8136116	0.84872246	0.83611465	0.8105573	0.89506835	0.79683256	0.83108985	0.84575725	0.87655044	0.84449846	0.67194045	0.855663	0.863368	0.8612194	0.8505999	0.8729376	0.86991674	0.7858539	0.8154275	0.79047495	0.76860213	0.7884799	0.7899258	0.787003	0.7484911	0.76610327	0.72231686	0.8722312	0.8548255	0.8316648	0.8402866	0.9356476	0.75511277	0.7974177	0.7850008	0.88390434	0.84157556	0.9253345	0.8508984	0.8722999	0.84149814	0.8649508	0.78707415	0.8569656	0.9286438	0.86892223	0.7767036	0.8330836	0.821275	0.88647276	0.83917356	0.85442936	0.79847574	0.7901366	0.81908554	0.84735894	0.83795434	0.76830703	0.8705463	0.9406969	0.79698235	0.83786494	0.9262208	0.9264822	0.8562053	0.85746735	0.8956602	0.89613634	0.87352204	0.7976694	0.85822403	0.92275953	0.8602028	0.7955166	0.8358894	0.8641288	0.7838627	0.9432045	0.8589071	0.8156947	0.8748259	0.8348664	0.82060724	0.8025234	0.8861139	0.76093584	0.878734	0.8663505	0.82505405	0.75156087	0.8995184	0.85161245	0.8166071	0.91697645	0.78769404	0.8894854	0.9034768	0.87612575	0.77673006	0.8329088	0.8460653	0.9151204	0.8150226	0.807868	0.82521796	0.7057609	0.825353	0.82282305	0.8482642	0.78400487	0.83096075	0.78215814	0.898829	0.81885195	0.82900226	0.86755383	0.82062256	0.7794974	0.866429	0.88417333	0.81205356	0.82875586	0.8153245	0.888428	0.8096568	0.77273995	0.8112253	0.7567983	0.8520042	0.9238119	0.8197791	0.6939185	0.8694095	0.7949877	0.88249075	0.93171245	0.91112936	0.8513055	0.88605785	0.8012892	0.8313014	0.9228121	0.8539239	0.8928412	0.87275726	0.85133404	0.8271424	0.8003859	0.7676898	0.81510687	0.893515	0.756263	0.74784166	0.9334428	0.8637101	0.8618891	0.80209875	0.82451475	0.7806922	0.6558716	0.7749637	0.7901654	0.84870476	0.7987471	0.7498999	0.71516305	0.8129091	0.8694848	0.8348837	0.92153746	0.9285944	0.8534917	0.8530513	0.8765862	0.8904017	0.8411783	0.76956755	0.8049345	0.8977941	0.8565151	0.7812148	0.8927205	0.8586186	0.83749086	0.7894496	0.7531038	0.85298604	0.84292495	0.8062935	0.8989092	0.8491641	0.8499574	0.81551945	0.8955046	0.8776665	0.9534822	0.8969374	0.8481099	0.77958286	0.8144494	0.7293846	0.82534266	0.86919594	0.6439719	0.8274987	0.9074851	0.85370797	0.7849938	0.782161	0.848397	0.80077934	0.69589245	0.81480914	0.81731087	0.7761986	0.84271365	0.86795	0.7991445	0.9178597	0.79599464	0.8258556	0.84835047	0.84888846	0.7976423	0.77150035	0.8791822	0.87995476	0.85559535	0.91400677	0.7129568	0.8192254	0.85955936	0.8197502	0.819843	0.75431633	0.8804975	0.8031092	0.83035284	0.8352989	0.8517709	0.7689214	0.8842927	0.7149669	0.8628492	0.9160615	0.7526812	0.753404	0.90977544	0.8661982	0.76297456	0.9153054	0.8386524	0.87765115	0.8332017	0.8617036	0.87439424	0.8637967	0.7425662	0.81919	0.83833563	0.8466905	0.8622383	0.8045248	0.76859033	0.7944219	0.7507316	0.80840707	0.90208626	0.75682014	0.8096891	0.90637684	0.84918934	0.89292556	0.87382805	0.7707021	0.8368599	0.921282	0.85130966	0.77616036	0.85250854	0.815418	0.8437798	0.863193	0.89684916	0.83328545	0.7295906	0.8399557	0.8078584	0.8272787	0.7231176	0.9149549
meter_DIM/noun	0.84167737	0.0	0.8984629	0.9545627	0.90709656	0.9074583	0.9026436	0.9229504	0.9116545	0.9620949	0.9453537	0.94566476	0.91570485	0.93003696	0.7959688	0.9200906	0.72300375	0.9517143	0.896029	0.8983551	0.854785	0.9159694	0.92395496	0.83806926	0.7323055	0.9554264	0.9631005	0.8676823	0.91542435	0.9711618	0.8013482	0.9218331	0.75966734	0.8671982	0.8969793	0.79611075	0.9727145	0.89188147	0.83111656	0.79336816	0.97760975	0.9228348	0.93242717	0.8819704	0.8326014	0.87831604	0.9523831	0.94639957	0.9183691	0.8166198	0.82306254	0.85077995	0.77480006	0.9375706	0.93688107	0.9650676	0.85467577	0.79689854	0.9215437	0.87890065	0.861927	0.72725546	0.88085973	0.8599882	0.91305643	0.9472722	0.8720068	0.79851985	0.80127454	0.6738783	0.92822456	0.8148455	0.91290665	0.81820554	0.8895302	0.8858475	0.93372416	0.8724117	0.90046537	0.85486346	0.7897047	0.8393017	0.8999107	0.8948815	0.7643304	0.90683806	0.9241099	0.9336008	0.92646277	0.8092822	0.9032994	0.92197615	0.92293465	0.90640527	0.92720556	0.8619552	0.84219515	0.9304631	0.84114623	0.9031672	0.91539013	0.9223076	0.817875	0.836601	0.93373835	0.7946977	0.9084071	0.8460455	0.8122264	0.7953909	0.9277574	0.94282365	0.8241495	0.8772258	0.9228975	0.91488224	0.8141024	0.93351054	0.6896374	0.94831276	0.9556087	0.945553	0.88918895	0.9339579	0.8851111	0.90435314	0.69255364	0.91519606	0.83950603	0.9080593	0.9280155	0.86167645	0.8369099	0.88440704	0.94436646	0.91148764	0.84633934	0.74463356	0.9230739	0.95304996	0.885339	0.9397698	0.9310357	0.8771847	0.892331	0.96153843	0.7640582	0.9301689	0.99134433	0.9312365	0.86740154	0.941976	0.8813248	0.8230901	0.87964976	0.8690801	0.83715916	0.9227404	0.80049753	0.8587314	0.7863616	0.9170896	0.6838449	0.6751759	0.72526085	0.86295843	0.9176161	0.8404516	0.83233404	0.91971886	0.7544186	0.95515347	0.8500823	0.76988506	0.8823994	0.98649955	0.8365429	0.93423754	0.8319147	0.87961555	0.6509057	0.83672726	0.9042593	0.92774916	0.80604017	0.9234444	0.90888256	0.7141729	0.9301717	0.92857987	0.90013164	0.9243034	0.95237446	0.8827131	0.8447038	0.9100141	0.8869181	0.91249126	0.92065966	0.88926256	0.913599	0.7902795	0.8831318	0.8352878	0.92682874	0.9498556	0.9044297	0.9467633	0.8634262	0.77044404	0.9384801	0.7339852	0.901034	0.90212643	0.7955978	0.8949195	0.83630323	0.9109192	0.92314816	0.7089076	0.8990775	0.855221	0.82095736	0.93369126	0.9180089	0.7489525	0.82020664	0.9423046	0.8050332	0.8757387	0.9654922	0.8789499	0.91068995	0.940878	0.83262193	0.8351592	0.94151026	0.9445579	0.7836579	0.9043416	0.79041094	0.92175543	0.8992771	0.95791316	0.88776296	0.86010575	0.8268665	0.957552	0.9091459	0.90919733	0.91261816	0.9579363	0.86982673	0.9219538	0.8644159	0.93774456	0.8705222	0.81589353	0.8528412	0.90405214	0.78370297	0.83429563	0.91834533	0.89939547	0.9129558	0.88150823	0.9268003	0.96973765	0.902639	0.9526297	0.93221736	0.86573684	0.89351285	0.88215744	0.91863954	0.8970963	0.9061663	0.80235684	0.8525404	0.9572741	0.88714397	0.83720714	0.9532364	0.89702433	0.95301163	0.9127302	0.9489051	0.8327488	0.9085968	0.90353733	0.9277847	0.866928	0.91776973	0.93259126	0.92979693	0.9037651	0.8860424	0.74915445	0.7444438	0.9598676	0.90501297	0.8729814	0.88319004	0.7186087	0.9213887	0.849226	0.8004805	0.8850863	0.91649246	0.80735266	0.8462672	0.8643005	0.7705977	0.8390678	0.8695785	0.8510512	0.8511001	0.75623715	0.9068258	0.9042146	0.92792374	0.9553098	0.76858795	0.8991629	0.94845223	0.88720363	0.9135405	0.9189378	0.91930485	0.9272449	0.900777	0.8583935	0.93161243	0.96051854	0.9125199	0.87234163	0.8831386	0.8665817	0.8900269	0.78130764	0.7519696	0.8575233	0.9711902	0.8659888	0.8211436	0.9059012	0.9584913	0.8794835	0.9128954	0.8720882	0.85398066	0.9190943	0.8490931	0.8414251	0.9223938	0.83314335	0.7745626	0.92450035	0.90420574	0.94536805	0.90380543	0.9033668	0.96219474	0.89507014	0.8399384	0.91710055	0.9348352	0.81389797	0.95684415	0.8701912	0.9039902	0.9318992	0.80370474	0.8780095	0.8291017	0.897177	0.8796246	0.83944136	0.8992314	0.91625834	0.8820651	0.905792	0.9308339	0.9345372	0.9153222	0.8540573	0.9016949	0.9410697	0.94804037	0.89307815	0.79813004	0.91702557	0.8255701	0.9261367	0.8824479	0.8195914	0.9207825	0.8833828	0.8598851	0.96180314	0.86937416	0.86727846	0.9187194	0.7949444	0.6160586	0.90292525	0.80851907	0.9131718	0.91519743	0.6947044	0.8896169	0.8634106	0.845206	0.9219457	0.93292373	0.92938715	0.7257862	0.94979876	0.77355796	0.8582	0.96266365	0.7452559	0.9683201	0.89789367	0.8029912	0.8651029	0.83618665	0.75530016	0.8866951	0.8442993	0.9408624	0.88502556	0.9539265	0.8693501	0.90930784	0.9269076	0.93812406	0.8729187	0.79909563	0.8958318	0.87338376	0.7289045	0.9253422	0.9391259	0.8723298	0.849269	0.9147812	0.9139657	0.92637783	0.8491617	0.86508846	0.74008477	0.84460956	0.94672	0.7501465	0.8369136	0.9305636	0.88193065	0.8972546	0.90647686	0.66235054	0.8835625	0.9211004	0.7992348	0.86168456	0.91441566	0.8646921	0.9195971	0.8851031	0.88597053	0.8921633	0.900854	0.85733175	0.9402182	0.86444235	0.9473164	0.6900463	0.86595064	0.7784993	0.75964963	0.8656002	0.78049654	0.9607664
explosief/adj	0.8872523	0.8984629	0.0	0.7955891	0.69971514	0.80815625	0.47968674	0.7202562	0.7404622	0.7634389	0.732548	0.6296178	0.77902687	0.6655774	0.78927773	0.75437564	0.8107821	0.6247141	0.7687688	0.7666085	0.7786844	0.9075242	0.87286973	0.88129544	0.8242414	0.7457164	0.7829094	0.7685864	0.8572985	0.826614	0.6333503	0.78722703	0.67774147	0.73658884	0.6468678	0.8070828	0.9217678	0.74807894	0.6836516	0.79354966	0.79804647	0.7764374	0.8649825	0.8507973	0.69458437	0.66109824	0.8423878	0.7642395	0.82094526	0.7588066	0.8979194	0.7051404	0.88871336	0.72295284	0.8244112	0.83730996	0.8061051	0.87373227	0.8458667	0.8137368	0.8260423	0.8717064	0.6815308	0.9052021	0.8547587	0.7397483	0.73390245	0.55676866	0.7290567	0.8468977	0.66769993	0.84855616	0.5680294	0.7766457	0.7867557	0.7961782	0.9049763	0.7592379	0.65237904	0.7816621	0.68272704	0.79209054	0.7476269	0.83255553	0.800979	0.5229766	0.84175795	0.73494655	0.57657987	0.81285584	0.7585979	0.7797141	0.79716015	0.6589851	0.749941	0.759076	0.85704136	0.73971206	0.771281	0.95865685	0.80862975	0.730632	0.87520486	0.73091805	0.83900386	0.6752037	0.7146739	0.70093477	0.6673423	0.8470535	0.80791765	0.8959159	0.83657557	0.87917197	0.7825227	0.6839454	0.7250569	0.862584	0.8677104	0.84989494	0.7187013	0.7393719	0.8176997	0.8573345	0.7797469	0.7773941	0.7860924	0.5824206	0.6979686	0.80085385	0.8826002	0.85252476	0.8946403	0.7402587	0.785249	0.6889916	0.8176547	0.79267836	0.88506365	0.7932005	0.78284794	0.7465862	0.74666953	0.8958919	0.7140112	0.8909805	0.8412054	0.93631065	0.9311056	0.7037477	0.7884488	0.75273275	0.74899614	0.73975027	0.8007593	0.8057773	0.85887563	0.8100682	0.640224	0.8664891	0.8182159	0.8801695	0.8820927	0.8885327	0.8561574	0.8119672	0.8339045	0.77560705	0.85749185	0.84070724	0.86560035	0.75941145	0.7347813	0.7536614	0.7582556	0.88391227	0.7710632	0.91091585	0.8696887	0.53917485	0.8317681	0.7772724	0.8696455	0.76083463	0.8211771	0.7307551	0.7469977	0.8057101	0.9071235	0.8010681	0.72649294	0.8338199	0.71781194	0.91583294	0.75758594	0.5191181	0.847608	0.8717333	0.8267814	0.86240876	0.49022162	0.88452053	0.9169649	0.7348156	0.8412846	0.73960865	0.6080812	0.9096745	0.88023925	0.813624	0.700929	0.8786195	0.9214229	0.781139	0.8428464	0.8040681	0.59874266	0.6603438	0.8664909	0.8117048	0.85647947	0.6832818	0.40384996	0.8030057	0.7327775	0.8423824	0.8043068	0.80114216	0.8241857	0.9183654	0.8831581	0.82531595	0.57200795	0.8180256	0.7786101	0.84855354	0.848646	0.7489951	0.87639856	0.8875691	0.85520875	0.62778497	0.77035296	0.88000834	0.4289655	0.6996944	0.7513841	0.850669	0.8802659	0.7022284	0.7303058	0.8456623	0.6899527	0.8013263	0.80615556	0.95063925	0.6045145	0.9070199	0.73589814	0.82326704	0.903971	0.59838295	0.64808923	0.905569	0.50514317	0.72589433	0.7988456	0.8523805	0.7482134	0.7397316	0.89325905	0.7933166	0.45476168	0.70965886	0.83785564	0.782202	0.6576647	0.65759987	0.8985561	0.8404953	0.77358377	0.7825885	0.899624	0.8821737	0.77204067	0.78905845	0.7990741	0.90860397	0.63032246	0.8260848	0.8580958	0.68349445	0.81651044	0.68583685	0.8178853	0.76991713	0.8589955	0.7013587	0.81226444	0.8436369	0.7961856	0.5911459	0.8959634	0.7985996	0.93794286	0.8410636	0.74250305	0.78972304	0.8911123	0.7406036	0.8525349	0.81454307	0.7301518	0.85917246	0.8133762	0.7145952	0.80907273	0.8091392	0.7295271	0.8015406	0.7371409	0.803048	0.84316516	0.73009664	0.5980403	0.64965	0.5689734	0.78421307	0.76582265	0.7772256	0.8847748	0.6314026	0.80443716	0.7973294	0.84833354	0.8493946	0.82515687	0.8414464	0.71025205	0.6587433	0.86587197	0.8355009	0.88124853	0.8564005	0.8603706	0.8681816	0.81230295	0.74988484	0.81128764	0.55592763	0.7379158	0.842239	0.79852986	0.77957463	0.73184335	0.7146996	0.84555686	0.7611786	0.774576	0.6544721	0.6168748	0.7607974	0.7934417	0.8309342	0.8563696	0.9286779	0.66841257	0.8911518	0.9011359	0.56589186	0.49600816	0.7980093	0.5211205	0.81064534	0.70848405	0.84978676	0.7702068	0.76963735	0.83095056	0.83852285	0.6267045	0.69143176	0.8782528	0.7517141	0.58898884	0.9107964	0.7430846	0.70599556	0.8671031	0.8147851	0.78735393	0.63851404	0.7475616	0.70378125	0.72198683	0.8166952	0.80019057	0.8794074	0.56770647	0.8094626	0.6534089	0.6843769	0.5377493	0.57109576	0.87985736	0.67427355	0.7846497	0.6725491	0.8409624	0.7946452	0.7634132	0.7172411	0.8850247	0.7753069	0.868238	0.7501574	0.87888885	0.849405	0.87748843	0.8262443	0.85071397	0.8121741	0.7600031	0.82330304	0.8635065	0.8377457	0.7110202	0.8862974	0.81817865	0.675813	0.7498779	0.72878015	0.9233016	0.50015885	0.77655256	0.8108424	0.8075971	0.7141764	0.8601756	0.90962774	0.62321013	0.90695286	0.86920756	0.8083699	0.8894699	0.6185763	0.74393314	0.8207964	0.57957804	0.81599796	0.7748536	0.83195424	0.73198384	0.8360466	0.85196596	0.7328719	0.8156483	0.8678863	0.70858485	0.7374233	0.80735624	0.7248228	0.8670304	0.8964129	0.84512806	0.5186124	0.5462329	0.7591663	0.85388184	0.88197297	0.7713636	0.8380325	0.62785393	0.8563564	0.8764852	0.83735037	0.80688286	0.79277605	0.7745758	0.80107915	0.76825035	0.88841474	0.79351133
