	stoot_af/verb	word/verb	dissertatie/noun	bank/noun	aan/adj	hoogte/noun	onderga/verb	vernieuw/verb	beslissing/noun	ver/adj	afgelopen/adj	juli/noun	geregeld/adj	dwing/verb	toezicht/noun	eerder/noun	structureel/adj	voetbal_bond/noun	keer/adv	activiteit/noun	luid/verb	ontsla/verb	dochter/noun	kosten/noun	maar/adv	december/noun	privatiseer/verb	dele/adv	onderscheid/noun	werknemer/noun	geval/noun	namelijk/adv	moeilijkheid/noun	bedrijf_terrein/noun	op/adv	organisatie/noun	economie/noun	gedetailleerd/adj	familie_bedrijf/noun	samenleving/noun	balans/noun	Belgisch/adj	software_bedrijf/noun	landbouw_sector/noun	staal_industrie/noun	rationaliseer/verb	beteken/verb	drastisch/adj	spoor_weg/noun	al/adv	nieuw/adj	bank_sector/noun	winst/noun	sociaal/adj	luchtvaart_maatschappij/noun	probeer/verb	ga/verb	onderdeel/noun	failliet/adj	huishouding/noun	verbeter/verb	vervolgens/adv	diep/noun	gewapend/adj	baan/noun	top_club/noun	nu/adv	druk/noun	reorganiseer/verb	zal/verb	Frans/adj	intercommunale/adj	extreem/adj	ingekort/adj	brandweer/noun	miljard/noun	reserveer/verb	volop/adv	luchtvaart_bedrijf/noun	snel/adj	terug/adj	secretariaat/noun	slechts/adv	smelt_samen/verb	tijd/noun	dollar/noun	efficiënt/adj	morgen/noun	verlies/noun	voorrang/noun	uitgebreid/adj	meestal/adv	nationaal/adj	staart/noun	schooljaar/noun	versneld/adj	mede/adv	grotendeels/adv	vermogen/noun	anders/adj	eindelijk/adj	zwaarst/adj	hervorm/verb	tak/noun	het/noun	zwak/adj	succesvol/adj	bezig/adj	eeuwig/adj	winstgevend/adj	toen/adv	noodzaak/noun	ga_in/verb	nooit/adv	moet/verb	opleiding/noun	samen/adj	verplicht/verb	voeg_samen/verb	besta/adj	weer/adv	bovendien/adv	manier/noun	boek/verb	natuur/noun	begin/adv	negatief/adj	bedraag/verb	vandaag/adv	filiaal/noun	fabriek/noun	duur/verb	tennis_bond/noun	jaar/noun	positief/adj	dus/adv	fors/adj	log/adj	tegelijkertijd/adj	verlieslatende/adj	Vlaams/adj	eveneens/adv	1998/noun	opnieuw/adv	buitenlands/adj	heel/adj	keten/noun	1/noun	heb/verb	jeugd_beleid/noun	merk/noun	schrap/verb	tover_om/verb	financieel/adj	goedkoop/adj	directie/noun	maak/verb	geldelijk/adj	marketing_afdeling/noun	verkoop/verb	groep/noun	poging/noun	specialist/noun	flink/adj	noorden/noun	onder/adv	gebruik/verb	kost/verb	volledig/adj	regio/noun	jeugd_voetbal/noun	ander/adj	ten/adv	beweging/noun	lening/noun	vermoedelijk/adj	wil/verb	totaal/noun	gebied/noun	kop/noun	principe/noun	prof_voetbal/noun	dienst/noun	meen/verb	rendabel/adj	accoord/noun	blijf/verb	voetbal/noun	vorig/adj	ervaring/noun	resultaat/noun	moderniseer/verb	markt/noun	fuseer/verb	container_park/noun	overheid/noun	omvangrijk/adj	regionaal/adj	slank_af/verb	topman/noun	marketing/noun	top/noun	Italiaan/noun	fiscus/noun	dringend/adj	1999/noun	gemengd/adj	oud/adj	grondig/adj	dagenlang/adj	sommig/adj	fantastisch/adj	management/noun	administratie/noun	ken/verb	sector/noun	uiteindelijk/adj	vaak/adj	club/noun	verdwijn/verb	zwaar/adj	eerst/adv	import_verbod/noun	medium_groep/noun	help/verb	breid_uit/verb	doorgaans/adv	werkgever_organisatie/noun	schuld/noun	fond_beheerder/noun	honderden/noun	band/noun	concern/noun	traject/noun	Roemeens/adj	kapitaal/noun	onderneming/noun	leger/noun	record_tijd/noun	consolidatie/noun	dicht/verb	Nederlander/noun	tijdlang/noun	staat_bedrijf/noun	prikkel/noun	industrieel/adj	bedrijf/noun	er/adv	kijk_uit/verb
stoot_af/verb	0.0	0.6000037	0.9544362	0.45284218	0.8895118	0.8764899	0.82784283	0.72364676	0.7785151	0.66918826	0.7580074	0.86195713	0.84021485	0.48760432	0.65478563	0.5635163	0.5575845	0.891713	0.9139808	0.32240534	0.81276697	0.55370533	0.40390414	0.5776999	0.8917972	0.9028481	0.45906174	0.86798525	0.8675537	0.5479098	0.95635885	0.6846763	0.70539856	0.70742774	0.9081974	0.64281565	0.6905483	0.8802922	0.5343112	0.81040674	0.757438	0.66446817	0.5904398	0.7059297	0.675223	0.6141765	0.63646805	0.63731813	0.6823612	0.8350407	0.6107215	0.5639956	0.6173772	0.69169605	0.5016476	0.80494606	0.68854415	0.3687709	0.46290934	0.84180415	0.744254	0.66408	0.9009921	0.7687073	0.6268958	0.8932164	0.79000616	0.77759075	0.41407132	0.55516666	0.52170086	0.70723104	0.6977464	0.8829118	0.87036	0.70394385	0.7289543	0.6665884	0.4908594	0.7248724	0.80947274	0.77160853	0.849706	0.5690298	0.88494825	0.75676835	0.54864174	0.9505135	0.57507944	0.7675948	0.8217195	0.78930634	0.8069479	0.907372	0.7899911	0.46723288	0.75784385	0.56214267	0.79333586	0.88726753	0.8528421	0.7838906	0.7089141	0.37028575	0.9446662	0.77964294	0.5481917	0.77841794	0.9334879	0.30494642	0.78140986	0.6678131	0.8758449	0.8487398	0.65990436	0.74664134	0.7296859	0.64782536	0.33513856	0.5390513	0.74311376	0.5788607	0.7690233	0.64892125	0.8764878	0.78988385	0.80371386	0.8106329	0.8333783	0.35512912	0.4052456	0.9396499	0.8976037	0.73243016	0.9194852	0.7545449	0.5927068	0.7212056	0.5389594	0.3457482	0.8042124	0.59453297	0.7020793	0.6083212	0.4434085	0.8115254	0.4380867	0.799263	0.81732774	0.78308564	0.5310446	0.3685344	0.7179061	0.5926044	0.65206414	0.49669093	0.6963229	0.77876014	0.6737656	0.24759567	0.6182703	0.61501527	0.8523931	0.67330426	0.85283065	0.5934446	0.7502084	0.7930938	0.5970598	0.7272122	0.91592795	0.61997163	0.87662935	0.8288219	0.61251116	0.86671257	0.56996846	0.62560785	0.7976472	0.9729819	0.7940056	0.7737871	0.6275228	0.8206447	0.36636567	0.7816359	0.75570124	0.95599204	0.72229767	0.93592525	0.7352489	0.6856906	0.48516887	0.3682217	0.8080765	0.6283231	0.62868893	0.4898144	0.52112675	0.5699886	0.7000011	0.72197735	0.8998272	0.7133833	0.72342634	0.71797955	0.8487986	0.7030206	0.7946414	0.8730268	0.83424425	0.9330807	0.4857177	0.7552483	0.9037858	0.50346076	0.71679986	0.852278	0.7733594	0.5368488	0.7022923	0.72814965	0.89820975	0.48857492	0.79257363	0.61927605	0.801137	0.7445823	0.68178856	0.8350813	0.71894044	0.7789372	0.26743805	0.7618573	0.78945553	0.5637635	0.31249815	0.75921905	0.8234905	0.6003701	0.7792045	0.9280789	0.7525704	0.42091537	0.8153428	0.4444974	0.30410814	0.80422324	0.9199801
word/verb	0.6000037	0.0	0.86448985	0.6646453	0.73460686	0.8430077	0.58123016	0.43440711	0.7001624	0.6290728	0.7208849	0.75948447	0.72861695	0.6454611	0.67841107	0.63083786	0.62131345	0.7739588	0.76910126	0.56100464	0.73951507	0.6778896	0.71235514	0.5804944	0.7459887	0.7184881	0.6035776	0.7501619	0.81713235	0.63807446	0.8127479	0.64359635	0.79659355	0.656512	0.76324606	0.73743117	0.69945765	0.79072934	0.6459527	0.75049514	0.8256377	0.8660008	0.6553217	0.60960686	0.7021493	0.6846206	0.63248277	0.5027272	0.5675452	0.6489779	0.7088574	0.6748526	0.79773337	0.6891721	0.6494628	0.6261575	0.65249884	0.64271	0.77345335	0.8362897	0.62128705	0.53511876	0.80382466	0.82737625	0.70164204	0.8934842	0.6064601	0.793499	0.47372478	0.40770507	0.86827683	0.77539	0.79594475	0.72172976	0.697103	0.85090923	0.7843864	0.71471703	0.77159804	0.5868237	0.84862185	0.73427767	0.8036243	0.7126231	0.778229	0.8475423	0.61792684	0.8256356	0.78212464	0.72588867	0.839754	0.80477774	0.89290905	0.89187586	0.7085096	0.55949867	0.80245537	0.617762	0.81333816	0.7908286	0.768818	0.88261414	0.5771015	0.67549	0.8269512	0.8652622	0.76151836	0.7097181	0.85327184	0.6378498	0.7582408	0.5631834	0.79212534	0.7779175	0.38063478	0.630473	0.87802315	0.76557577	0.6009978	0.505005	0.6692472	0.53360295	0.6633681	0.8289797	0.845466	0.6684045	0.8595133	0.79294145	0.8406335	0.7087477	0.47623122	0.79602265	0.8338655	0.69484234	0.9015479	0.58439404	0.6520818	0.69945896	0.53707343	0.6419782	0.85524976	0.6902846	0.7367134	0.556987	0.7504649	0.72191024	0.66082275	0.7119765	0.8153074	0.75212157	0.68650174	0.6410833	0.8522156	0.765613	0.7406839	0.59670687	0.7399187	0.8152884	0.8726496	0.680353	0.7736666	0.6702078	0.850278	0.59522855	0.7535096	0.67514694	0.6986725	0.75021213	0.5163007	0.740793	0.8762627	0.7976501	0.795974	0.79536414	0.70223355	0.73102915	0.42520183	0.70652777	0.67294574	0.91512746	0.66354525	0.83074874	0.5582098	0.76883465	0.68806905	0.76421493	0.74156976	0.88687885	0.7355286	0.89978105	0.76756364	0.49274695	0.6905604	0.6074592	0.65446866	0.64278007	0.723882	0.7285007	0.5071237	0.7427188	0.7601459	0.88985103	0.7093184	0.7483233	0.5488153	0.68095136	0.8812441	0.70206845	0.5565855	0.8028742	0.7598461	0.9112645	0.64990693	0.6648791	0.8843682	0.6220782	0.66014606	0.79602015	0.83503187	0.59994006	0.83965266	0.5500537	0.8533926	0.86161184	0.6903255	0.59255147	0.79078275	0.8332481	0.7630913	0.8445205	0.75358707	0.8552045	0.5482031	0.5801444	0.7916561	0.7157904	0.6013121	0.62534845	0.68343866	0.7618822	0.77724063	0.8500576	0.7897942	0.5387101	0.7580961	0.6915376	0.5410296	0.6057813	0.8610357
dissertatie/noun	0.9544362	0.86448985	0.0	0.9504769	0.9329681	0.90667766	0.75448436	0.8667209	0.94336176	0.957971	0.86373043	0.9086573	0.93513435	0.9439755	0.9511419	0.8897767	0.8654798	0.9736111	0.9685387	0.94836843	0.991182	0.95545536	0.9918655	0.96615994	0.93220973	0.9051236	0.9334733	0.9284255	0.93035525	0.96899736	0.92807263	0.8465824	0.9556587	0.976918	0.9603659	0.9022257	0.9339526	0.6168946	0.943762	0.9430417	0.94031847	0.9809252	0.9235321	0.9402767	0.88911134	0.96617573	0.9170388	0.9747787	0.96084476	0.8785211	0.9670138	0.9067754	0.92688763	0.90640265	0.9717381	0.9743618	0.9184308	0.92323416	0.97310656	0.9231663	0.91934663	0.8382522	0.9260544	0.9857355	0.94760245	0.917952	0.837844	0.9543498	0.8793245	0.87885976	0.97777647	0.9943054	0.9378824	0.86946416	0.9420701	0.9577635	0.96128756	0.91175973	0.94101787	0.9001998	0.9283297	0.970212	0.8452137	0.9596563	0.8514153	0.9699926	0.96381116	0.9602465	0.91758883	0.9630498	0.6777406	0.8308661	0.9822441	0.95229447	0.9231447	0.94915986	0.9164551	0.91724217	0.9239099	0.9546899	0.69916713	0.8681052	0.87133354	0.954599	0.91755855	0.913776	0.91138065	0.8082695	0.97349656	0.9475286	0.9044125	0.849402	0.8185048	0.8110503	0.92240155	0.86978316	0.9550292	0.96636254	0.92771363	0.91150904	0.86156607	0.8043277	0.9457299	0.9143814	0.9313457	0.91123635	0.9173349	0.9179312	0.8879317	0.9426671	0.9731897	0.874324	0.939681	0.89023066	0.88689226	0.8840673	0.89874434	0.9425192	0.9160384	0.98626953	0.93835574	0.87265146	0.93050206	0.8972353	0.92835224	0.91475934	0.9460914	0.9059289	0.86851656	0.86644506	0.9263074	0.96814215	0.995859	0.9393408	0.93027985	0.94528973	0.9531213	0.86905205	0.9120399	0.9551823	0.8420355	0.97451866	0.88842946	0.9322938	0.9777433	0.76638263	0.8821678	0.9520611	0.9417696	0.96810925	0.9727919	0.9706277	0.96926767	0.9102215	0.89421123	0.95823556	0.9306989	0.92624223	0.9018632	0.9891386	0.9415013	0.9407317	0.95307755	0.978168	0.93290937	0.90081286	0.9377047	0.93284166	0.9623616	0.8133715	0.8567369	0.83930707	0.9458535	0.93413526	0.96272886	0.91783506	0.6507814	0.95478946	0.93080324	0.9815087	0.96036005	0.97670144	0.9636143	0.9442359	0.911915	0.8629834	0.9711831	0.94196916	0.7655568	0.89546	0.9488854	0.9079076	0.9484642	0.865902	0.6598048	0.9138129	0.87582695	0.95761096	0.96711653	0.82008064	0.963873	0.8104769	0.9467063	0.95550066	0.9767683	0.93756354	0.771526	0.93931675	0.95717126	0.9471886	0.93574417	0.95034695	0.9222615	0.9214967	0.9469975	0.92780674	0.94404215	0.9296276	0.9382971	0.93171793	0.9066895	0.91311836	0.9280638	0.94933647	0.9675305	0.9513582	0.9541432	0.8419645	0.97303563
bank/noun	0.45284218	0.6646453	0.9504769	0.0	0.8329238	0.7665217	0.865142	0.81549215	0.8373324	0.7627511	0.7497066	0.8781329	0.8281063	0.57090807	0.56790996	0.5830412	0.6220886	0.7436297	0.95327884	0.49413294	0.78220475	0.6841254	0.55548954	0.576786	0.9133163	0.9194986	0.57419914	0.8771508	0.85542387	0.5315888	0.85305136	0.6674377	0.6256021	0.79285216	0.9195956	0.64204633	0.5761116	0.87290645	0.53435403	0.8095337	0.6446184	0.59326476	0.45467788	0.61413753	0.6482326	0.74546814	0.5935614	0.69814724	0.6384574	0.8705946	0.6670183	0.39694625	0.6434903	0.6222864	0.37961107	0.78201824	0.66747	0.518375	0.55428517	0.7962807	0.6820971	0.6354161	0.9355117	0.8742029	0.71134543	0.728371	0.8147461	0.5996032	0.63282967	0.6134847	0.6125686	0.82519245	0.8514776	0.92131567	0.912409	0.56116927	0.7566629	0.7428804	0.5540631	0.7057875	0.83602	0.7953049	0.86363626	0.6401484	0.89361674	0.61367583	0.62395597	0.89081633	0.6128626	0.77804357	0.8696288	0.82341015	0.7258334	0.9530487	0.7787904	0.47154677	0.597568	0.5901394	0.6293607	0.94174945	0.809459	0.8274155	0.67790914	0.61304724	0.941273	0.7683189	0.6801106	0.776452	0.95704794	0.55898523	0.80561155	0.642313	0.9102498	0.88062215	0.712167	0.7973949	0.7452472	0.6085975	0.58225316	0.62952703	0.7914602	0.5579927	0.7194339	0.68146014	0.9074972	0.7584739	0.8018137	0.6927237	0.81242144	0.45697314	0.58526117	0.9601481	0.76961035	0.78557295	0.8077021	0.7743018	0.5637362	0.8089283	0.6088191	0.5212113	0.8035444	0.5814719	0.6640339	0.66973495	0.42593795	0.8076771	0.50092864	0.78166544	0.7939568	0.8540773	0.68506277	0.6499079	0.8126066	0.54505306	0.63091135	0.56337416	0.7898548	0.7481036	0.7707243	0.4886484	0.6087369	0.6511718	0.7891121	0.6745966	0.89760625	0.5958921	0.78277963	0.7889072	0.56359893	0.7617695	0.88604677	0.7492172	0.8661636	0.8734298	0.3856449	0.9192312	0.63717115	0.66877747	0.8516795	0.97737706	0.7384057	0.8057549	0.56731474	0.7735525	0.6296169	0.71383166	0.8194168	0.86235756	0.71817076	0.84951717	0.76100606	0.74361414	0.4367658	0.4751197	0.850477	0.47131997	0.63465023	0.5928166	0.68966913	0.60256654	0.759741	0.80711406	0.90498877	0.44145733	0.77836186	0.6680089	0.8549931	0.85296416	0.810987	0.8675354	0.83407015	0.98542094	0.53234214	0.64572805	0.90499073	0.49202472	0.6898037	0.82535964	0.63125527	0.7038731	0.80432916	0.74317014	0.86894435	0.50495416	0.75205	0.7542768	0.7003324	0.60131145	0.46595287	0.5294286	0.6751603	0.8571536	0.3482983	0.8361529	0.77769876	0.42731953	0.25032508	0.7500989	0.78462636	0.60092914	0.86392653	0.8192622	0.81809473	0.39629918	0.81322783	0.6126683	0.24707901	0.84356326	0.9186907
aan/adj	0.8895118	0.73460686	0.9329681	0.8329238	0.0	0.9068738	0.8335978	0.7166361	0.9513406	0.7354477	0.8648417	0.94991535	0.8524234	0.8773633	0.8299461	0.81949544	0.8103987	0.94161195	0.930778	0.8726338	0.9598006	0.9349415	0.9533553	0.8067167	0.801906	0.95310295	0.78814906	0.9291779	0.9613601	0.91575336	0.9086491	0.8185285	0.8382758	0.931434	0.94205934	0.9428486	0.8202548	0.92350495	0.896664	0.91490054	0.82848626	0.8855697	0.9532086	0.92164606	0.72499585	0.93789256	0.88543487	0.81284976	0.82924914	0.6617496	0.8426173	0.7027445	0.8715222	0.8573201	0.8758121	0.73784304	0.83897674	0.9132588	0.89898074	0.98392045	0.8601492	0.77532774	0.7844794	0.8970421	0.93604076	0.9120832	0.44736034	0.8041521	0.8039504	0.7971763	0.8851489	0.888044	0.91916823	0.86237574	0.82765967	0.9664448	0.8485439	0.57169867	0.8853149	0.7133484	0.8866341	0.9301966	0.94104284	0.8647805	0.7621356	0.95055634	0.8602166	0.8887922	0.9191276	0.90660787	0.908116	0.8863997	0.9020189	0.8855143	0.84270155	0.7706559	0.9166589	0.8003866	0.94567406	0.849031	0.58108246	0.96732175	0.74006116	0.92990494	0.82418424	0.87618124	0.89067954	0.4214617	0.93518007	0.83873683	0.65817404	0.83031917	0.8956985	0.8982687	0.7929306	0.9111422	0.97146785	0.88622344	0.86529034	0.8054751	0.51814014	0.82981575	0.9409472	0.89531314	0.8192786	0.8999562	0.96414447	0.9159962	0.8119557	0.8796027	0.9344769	0.8439914	0.96047044	0.88835025	0.87552524	0.71087646	0.87037873	0.872292	0.7427391	0.82353216	0.9425879	0.84369236	0.9270064	0.6863055	0.89343303	0.7678413	0.9267693	0.95062274	0.86198163	0.9635267	0.9661114	0.89577675	0.9215361	0.8437444	0.95030475	0.91032606	0.8799333	0.9459203	0.95424056	0.90967155	0.8934114	0.7887693	0.9254408	0.8179216	0.8951451	0.8599473	0.836841	0.897727	0.7176099	0.88264614	0.81888574	0.91585684	0.9549558	0.5811851	0.87621146	0.9003058	0.81936646	0.9027509	0.8943297	0.83542514	0.8859581	0.9488565	0.8974078	0.94852537	0.8754509	0.8792856	0.8256041	0.94568855	0.93486094	0.9239496	0.9193859	0.8335194	0.818212	0.867727	0.8703444	0.863256	0.93728507	0.8939557	0.8325213	0.9391588	0.9276732	0.9074251	0.9170729	0.95245844	0.83593875	0.8954022	0.98407906	0.8888779	0.7817685	0.7763847	0.8245746	0.8749508	0.9297239	0.8801617	0.84694856	0.7494266	0.868824	0.8347742	0.9434716	0.8594341	0.8972416	0.76982135	0.96003366	0.94872105	0.8165105	0.82406056	0.94752514	0.87554735	0.94103605	0.8616926	0.8714355	0.95838916	0.87641823	0.8311882	0.9142661	0.86088234	0.8508104	0.93238133	0.92228746	0.7006167	0.8695574	0.9895987	0.8009994	0.8165639	0.8898643	0.9007184	0.8743743	0.54989314	0.6902355
hoogte/noun	0.8764899	0.8430077	0.90667766	0.7665217	0.9068738	0.0	0.85708094	0.8916624	0.7283205	0.8092007	0.7605028	0.85660183	0.97427243	0.8147502	0.90705764	0.9281627	0.8884203	0.96362084	0.95437455	0.8575195	0.98216623	0.95196575	0.97658724	0.74811053	0.87926984	0.9236182	0.9124365	0.96443635	0.93366104	0.9035082	0.88443637	0.8055917	0.9002509	0.9695275	0.93213177	0.86033595	0.80732226	0.7089952	0.90902245	0.8659219	0.8291937	0.88074535	0.90532476	0.8489784	0.9421769	0.8807982	0.6640997	0.8007705	0.932501	0.8878707	0.78707886	0.78265405	0.7337509	0.9013907	0.89382744	0.7482364	0.8323986	0.93133295	0.9160617	0.9534165	0.6417247	0.80496025	0.91534996	0.87203443	0.9382848	0.89612657	0.9076017	0.75108135	0.7265655	0.73569894	0.91768736	0.9554327	0.84748715	0.84123546	0.943236	0.81535894	0.958411	0.91089946	0.91376746	0.8871404	0.97877145	0.9891035	0.8742909	0.8968653	0.94187224	0.7854919	0.92599225	0.91236776	0.7442713	0.95914495	0.6447306	0.87459266	0.9343971	0.9193578	0.78847414	0.89127314	0.8007584	0.8712711	0.6846436	0.93055683	0.8890579	0.94556296	0.8426421	0.92237693	0.9603908	0.9073237	0.89648455	0.84522784	0.9715932	0.85742265	0.8863164	0.91381705	0.8129211	0.9170377	0.7573197	0.8123156	0.9180522	0.72381234	0.8127452	0.8426161	0.8433276	0.80832535	0.7681009	0.7882817	0.8365968	0.9278001	0.8566105	0.7512276	0.8106991	0.8924211	0.8592525	0.9575243	0.79491097	0.88488454	0.9080512	0.8410408	0.7585696	0.9343334	0.8156631	0.88415617	0.97047216	0.8147653	0.837057	0.81376076	0.8721171	0.93096805	0.93647856	0.75930583	0.92253894	0.93037295	0.957461	0.8570995	0.89101404	0.85406315	0.8104665	0.87559074	0.9094781	0.81938225	0.92374086	0.868592	0.9173189	0.77786255	0.96284384	0.79785496	0.9874829	0.8376798	0.8634442	0.85023826	0.8266692	0.85804754	0.9743606	0.9252168	0.9336842	0.8382845	0.7248802	0.9089929	0.7960703	0.77539265	0.9599128	0.93660784	0.81926364	0.91269594	0.88106436	0.93907773	0.8134539	0.89752257	0.9175861	0.9498055	0.90052795	0.9174897	0.86574423	0.8382408	0.9054724	0.83455706	0.90567917	0.8333042	0.8559004	0.94498146	0.6664126	0.91263777	0.81980133	0.9546441	0.9568661	0.8203538	0.93261	0.8774252	0.98338735	0.89170873	0.9588917	0.9204862	0.89667505	0.9702357	0.93234533	0.80132484	0.9338713	0.81680906	0.8694493	0.9095619	0.9313057	0.8636897	0.8338824	0.9009953	0.9316416	0.95539427	0.7539922	0.7658347	0.8425857	0.9163797	0.79156816	0.7461232	0.90697885	0.9416725	0.7615214	0.88788474	0.9733704	0.85255927	0.87978786	0.91893315	0.7833523	0.8364675	0.8851968	0.92480457	0.946465	0.91814464	0.8919856	0.93943447	0.8536964	0.89960164	0.96766824
onderga/verb	0.82784283	0.58123016	0.75448436	0.865142	0.8335978	0.85708094	0.0	0.53579545	0.6906774	0.8188781	0.65337086	0.8222585	0.80616236	0.7551746	0.8970696	0.85111886	0.72729236	0.82871854	0.7733151	0.8377906	0.8718549	0.7890346	0.9364303	0.7544488	0.84307724	0.79931253	0.76629734	0.85677457	0.9040401	0.8342539	0.7894888	0.8006328	0.78850126	0.8784208	0.8298862	0.87681925	0.781411	0.67198133	0.8374034	0.8289719	0.79461765	0.9072053	0.8400881	0.7315116	0.8171342	0.7851227	0.802896	0.78159654	0.78141063	0.7294283	0.8896436	0.7556348	0.83600926	0.8189384	0.8160828	0.7955333	0.81274253	0.901028	0.8074246	0.8289039	0.6866164	0.8306248	0.8378123	0.8896282	0.882931	0.93148667	0.83849555	0.7518746	0.5667775	0.7067474	0.93298566	0.93731004	0.7382771	0.7122967	0.79282624	0.90482116	0.7727991	0.8483327	0.8345856	0.83424497	0.8741845	0.8619319	0.881666	0.85574436	0.6510385	0.91740364	0.81651515	0.79358286	0.7834869	0.84000695	0.81362516	0.8894921	0.879437	0.9456592	0.7153921	0.8775701	0.7701176	0.8652042	0.81999063	0.76418406	0.8174857	0.95175177	0.62059057	0.9079958	0.91868615	0.8926601	0.77878934	0.8241793	0.91993946	0.81776905	0.8437993	0.6093948	0.7574483	0.9230131	0.6693153	0.74435437	0.91250765	0.860267	0.8434514	0.78993905	0.8720026	0.7214539	0.8233236	0.8332261	0.92462003	0.76709694	0.78367126	0.8820023	0.8958994	0.8700004	0.8915459	0.8241551	0.88172	0.6664142	0.8482886	0.7405454	0.7753347	0.9367889	0.7983951	0.8222836	0.85980034	0.7515209	0.8082582	0.7127277	0.8627818	0.81971264	0.867034	0.8254063	0.73744076	0.7279583	0.8696503	0.8019012	0.8909515	0.8064942	0.89762485	0.77282447	0.8770939	0.9002386	0.95012015	0.8375807	0.8809897	0.7616973	0.81825435	0.81203115	0.88599235	0.8682971	0.815659	0.92894477	0.86385167	0.8928149	0.90578145	0.93179625	0.8610008	0.87029886	0.91577727	0.8390105	0.7997077	0.93780786	0.85806227	0.93874854	0.8610061	0.88166356	0.88100946	0.8359744	0.8852251	0.81283534	0.83885443	0.95864475	0.7702488	0.80779964	0.74654424	0.65825933	0.8270854	0.7839315	0.8887895	0.7827675	0.82589453	0.86833715	0.6402533	0.809325	0.8906927	0.8448	0.9017369	0.8706495	0.6736406	0.7990988	0.9160934	0.9174228	0.76569635	0.8004254	0.7646606	0.8925558	0.8291528	0.82397527	0.8240605	0.7240126	0.852134	0.8370598	0.8766531	0.80611527	0.8418365	0.6239817	0.8404494	0.9679467	0.81659955	0.6983081	0.7957077	0.841499	0.85442424	0.8769127	0.8405191	0.78204006	0.7849604	0.784766	0.85501504	0.8302444	0.82309765	0.8179877	0.896978	0.7144033	0.8181808	0.8891043	0.7978451	0.85514235	0.8041586	0.9127741	0.817935	0.6718042	0.85694915
vernieuw/verb	0.72364676	0.43440711	0.8667209	0.81549215	0.7166361	0.8916624	0.53579545	0.0	0.7811648	0.6259502	0.7585175	0.9050742	0.8048935	0.66901773	0.6195593	0.78144413	0.62842137	0.77678967	0.8013531	0.6911527	0.8010334	0.77573645	0.83129114	0.5864935	0.87867427	0.9177359	0.58466035	0.85571474	0.9072467	0.7669217	0.8863512	0.77343744	0.88891506	0.637507	0.8032035	0.68212986	0.6449435	0.7419038	0.7412803	0.7129678	0.84515315	0.8259255	0.80217767	0.65672195	0.79135174	0.6524252	0.73171854	0.5290258	0.5604478	0.78540957	0.6350125	0.6721072	0.9055977	0.6104145	0.8124847	0.7739973	0.7624123	0.7844772	0.8502459	0.82630503	0.49459177	0.7657534	0.76056296	0.9308648	0.798044	0.8877008	0.67249703	0.8779749	0.48122507	0.58568764	0.8858185	0.77326334	0.9077842	0.72664714	0.6745969	0.9208133	0.7620092	0.718374	0.902674	0.6794257	0.8637407	0.746553	0.93403757	0.7896543	0.7341441	0.93046683	0.65190816	0.9166772	0.89516526	0.7071877	0.83606565	0.8333923	0.8529378	0.96884096	0.6775725	0.6232812	0.79440427	0.6902647	0.8777761	0.78683674	0.76811796	0.91810524	0.3904329	0.7950248	0.9029474	0.8877177	0.8074241	0.6777273	0.9016782	0.7855797	0.82638085	0.5224107	0.85182583	0.8779751	0.47553462	0.5602905	0.8564806	0.78070915	0.65626514	0.43718284	0.7962674	0.611208	0.7555778	0.9277557	0.82330453	0.7873057	0.9040389	0.8941945	0.8843746	0.8682956	0.63055235	0.8729388	0.9604291	0.78416216	0.9098003	0.7112156	0.70457464	0.7882874	0.6807923	0.83540887	0.7983735	0.72920704	0.9136547	0.6989888	0.88467526	0.72141373	0.77609295	0.85191363	0.8845321	0.6696739	0.81642354	0.68182373	0.86444944	0.78289974	0.8927227	0.6258784	0.86881423	0.87468374	0.89212596	0.812435	0.8365862	0.7665483	0.81053734	0.6979648	0.82587206	0.6896926	0.7722877	0.84053266	0.5792502	0.7518817	0.8993399	0.87761843	0.8914838	0.7674609	0.77575123	0.8507033	0.52134717	0.8492712	0.68470126	0.91746104	0.7448015	0.75778675	0.64506555	0.75523084	0.83780915	0.7812666	0.7954854	0.92801625	0.86041033	0.89088297	0.87031645	0.33586228	0.8306404	0.7300216	0.5707145	0.6768746	0.7916174	0.7338314	0.53660774	0.7916032	0.7411479	0.82544804	0.92263263	0.8231911	0.471278	0.8824353	0.8557302	0.7369095	0.45310754	0.9195581	0.85445726	0.94472075	0.6540576	0.5523156	0.8680924	0.6631566	0.82296723	0.88831764	0.84613156	0.6691184	0.83055556	0.5784153	0.8511411	0.9269271	0.7468441	0.43429643	0.91304815	0.8152821	0.8165935	0.90109587	0.90371275	0.83723015	0.7164352	0.5355571	0.8132162	0.74135804	0.71446705	0.667236	0.82909435	0.7156886	0.802107	0.9561414	0.7690976	0.61618674	0.7475643	0.77309763	0.68170017	0.6484237	0.8381072
