	dissertatie/noun	slecht/adj	aantal/noun	rendabiliteit/noun	beslissing/noun	hoofd_zetel/noun	kondig_aan/verb	lever/verb	keer/adv	luid/verb	kosten/noun	maar/adv	zekerheid/noun	privatiseer/verb	kruispunt/noun	onderscheid/noun	namelijk/adv	op/adv	organisatie/noun	gedetailleerd/adj	systeem/noun	samenleving/noun	trek_aan/verb	al/adv	bescherming/noun	bank_sector/noun	sociaal/adj	huishouding/noun	verbeter/verb	diep/noun	bijvoorbeeld/adv	baan/noun	netwerk/noun	maak_bekend/verb	druk/noun	reorganiseer/verb	Limburgs/adj	intercommunale/adj	moeilijk/adj	onderwijs/noun	Europees/adj	tijd/noun	choreografie/noun	dollar/noun	efficiënt/adj	voorrang/noun	uitgebreid/adj	meestal/adv	vermogen/noun	eindelijk/adj	minstens/adv	succesvol/adj	vorm_om/verb	voldoende/adj	voeg_samen/verb	weer/adv	voorstel/noun	manier/noun	natuur/noun	groei/verb	ingreep/noun	fabriek/noun	jaar/noun	dus/adv	fors/adj	log/adj	eveneens/adv	opnieuw/adv	conflict/noun	veelbelovend/adj	voorbeeld/noun	heb/verb	noodlijdend/adj	goedkoop/adj	geldelijk/adj	links/noun	groep/noun	maak_uit/verb	genoeg/adj	initiatief/noun	jeugd_voetbal/noun	ander/adj	ten/adv	lening/noun	wil/verb	kop/noun	meen/verb	multinational/noun	vorig/adj	optisch/adj	ervaring/noun	moderniseer/verb	overheid/noun	voorbij/adj	Italiaan/noun	top/noun	dringend/adj	gemengd/adj	fantastisch/adj	administratie/noun	sector/noun	verdwijn/verb	vaak/adj	Amerikaans/adj	eerst/adv	eventueel/adj	band/noun	concern/noun	geloof/verb	onderneming/noun	voer_door/verb	sluit/verb	bedrijf/noun	stoot_af/verb	saneer/verb	vernieuw/verb	touw_DIM/noun	geregeld/adj	toezicht/noun	loods_binnen/verb	voetbal_bond/noun	bepaald/adj	aanvraag/noun	mogelijkheid/noun	moeilijkheid/noun	verlieslatend/adj	familie_bedrijf/noun	rationaliseer/verb	spoor_weg/noun	nieuw/adj	winst/noun	luchtvaart_maatschappij/noun	probeer/verb	voorziening/noun	er/noun	sneltrein_vaart/noun	gewapend/adj	personeel/noun	top_club/noun	beperk/verb	nu/adv	extreem/adj	kost/noun	ga_door/verb	sponsor/noun	luchtvaart_bedrijf/noun	slechts/adv	smelt_samen/verb	vlucht/noun	schooljaar/noun	het/noun	stel_aan/verb	bezig/adj	toen/adv	opleiding/noun	regeling/noun	begin/adv	intern/adj	duur/verb	neem_over/verb	1/noun	bio_technologie_bedrijf/noun	intussen/adv	duur_voort/adj	merk/noun	schrap/verb	Nederlands/adj	scheepsbouw/noun	directie/noun	poging/noun	specialist/noun	flink/adj	lokaal/adj	noorden/noun	gebruik/verb	onder/adv	volledig/adj	regio/noun	gebied/noun	dienst/noun	vestiging/noun	accoord/noun	blijf/verb	lek/noun	koop_op/verb	bestuurder/noun	weg/adv	container_park/noun	marketing/noun	fiscus/noun	kijk_uit/verb	laag_loon_land/noun	dagenlang/adj	mes/noun	divisie/noun	help/verb	honderden/noun	consolidatie/noun	staat_bedrijf/noun	Italiaans/adj	prikkel/noun	er/adv	bedrijf_terrein/noun	eens/adv	aan/adj	momenteel/adj	hoe/adj	onderga/verb	ver/adj	eerder/noun	in/adv	structureel/adj	activiteit/noun	geef/verb	dochter/noun	december/noun	Argentijns/adj	dele/adv	werknemer/noun	geval/noun	andere/adv	balans/noun	besluit/verb	software_bedrijf/noun	landbouw_sector/noun	Japans/adj	drastisch/adj	gevaarlijk/adj	vervolgens/adv	maak_gebruik/verb	zal/verb	Frans/adj	zo/adv	totaal/adv	stel_uit/verb	brandweer/noun	snel/adj	secretariaat/noun	afdeling/noun	schuldeiser/noun	overname/noun	versneld/adj	grotendeels/adv	slaag/verb	hervorm/verb	zwak/adj	kwaliteit/noun	winstgevend/adj	voorwaarde/noun	eindig/adj	noodzaak/noun	wijze/noun	investering/noun	verplicht/verb	besta/adj	faillissement/noun	bovendien/adv	wijs/verb	negatief/adj	bedraag/verb	marge/noun	filiaal/noun	positief/adj	tegelijkertijd/adj	1998/noun	inspanning/noun	buitenlands/adj	keus/noun	bespaar/verb	financieel/adj	nodig/adj	aandeel_beurs/noun	maak/verb	marketing_afdeling/noun	verkoop/verb	productie/noun	Duits/adj	vermoedelijk/adj	totaal/noun	prof_voetbal/noun	Tsetsjeens/adj	rendabel/adj	hand_DIM/noun	voetbal/noun	bestuur/noun	huidig/adj	regionaal/adj	topman/noun	zorg/noun	bedrijfsleven/noun	plan/noun	oud/adj	1999/noun	tijd/adj	management/noun	ken/verb	uiteindelijk/adj	scheld_kwijt/verb	import_verbod/noun	medium_groep/noun	voortgang/noun	werkgever_organisatie/noun	doorgaans/adv	investeer/verb	Roemeens/adj	kapitaal/noun	betref/verb	dicht/verb	tijdlang/noun	raad/noun	presteer/verb	word/verb	bank/noun	hoogte/noun	toenmalig/adj	overheid_schuld/noun	afgelopen/adj	juli/noun	dwing/verb	termijn/noun	ontsla/verb	arrestatie/noun	alles/noun	kom_terecht/verb	administratief/adj	economie/noun	Belgisch/adj	breng_onder/verb	staal_industrie/noun	zet_voort/verb	beteken/verb	leiding/noun	internationaal/adj	onderdeel/noun	ga/verb	failliet/adj	dien/verb	ingekort/adj	miljard/noun	reserveer/verb	volop/adv	terug/adj	verlies/noun	morgen/noun	nationaal/adj	staart/noun	mede/adv	anders/adj	zwaarst/adj	tak/noun	eeuwig/adj	ga_in/verb	nooit/adv	voornemen/noun	moet/verb	samen/adj	betaal_af/verb	boek/verb	aandeel/noun	vandaag/adv	maatregel/noun	tennis_bond/noun	verlieslatende/adj	Vlaams/adj	gerechtelijk/adj	heel/adj	keten/noun	sanering/noun	jeugd_beleid/noun	openbaar/adj	tover_om/verb	wens/noun	verstoring/noun	vermindering/noun	kost/verb	gewoon/adj	beweging/noun	Franstalig/adj	principe/noun	crisis_manager/noun	resultaat/noun	markt/noun	charter_maatschappij/noun	eufemisme/noun	fuseer/verb	koers/noun	omvangrijk/adj	slank_af/verb	grondig/adj	sommig/adj	verleden/noun	club/noun	zwaar/adj	voorzitter/noun	gemeente/noun	omroep/noun	breid_uit/verb	schuld/noun	fond_beheerder/noun	traject/noun	leger/noun	record_tijd/noun	voer_op/verb	industrieel/adj	Nederlander/noun
dissertatie/noun	0.0	0.8884534	0.9429003	0.9177858	0.9571868	0.91987664	0.86097324	0.9505706	0.96724606	0.99478596	0.9751092	0.90942544	0.93978375	0.9066101	0.8990135	0.9174034	0.84942174	0.9490703	0.8368597	0.7626002	0.8704243	0.89691	0.97639036	0.9068705	0.95268935	0.8765269	0.8883729	0.9422684	0.92890716	0.90660655	0.9567693	0.945897	0.822376	0.9111577	0.95997643	0.8889582	0.97182375	0.97712165	0.9306278	0.934627	0.9024026	0.86062455	0.9520541	0.96202254	0.9224384	0.95685726	0.77535194	0.87810105	0.90988266	0.7850125	0.9585949	0.84034324	0.8221757	0.93502325	0.88903826	0.8798434	0.884315	0.9488104	0.88842577	0.9295515	0.8701318	0.91337824	0.89543587	0.88456446	0.92575616	0.8520483	0.86415595	0.9246153	0.94267	0.92901117	0.85956776	0.878791	0.9187061	0.93929154	0.89414716	0.9504833	0.83816737	0.93951344	0.92363405	0.8479743	0.97273904	0.9423657	0.96631545	0.91456336	0.8383004	0.98185116	0.9705432	0.8617176	0.9513924	0.9119252	0.8458005	0.8654838	0.8892574	0.9013317	0.9548339	0.95523834	0.91143465	0.8793427	0.9045595	0.85601443	0.9174976	0.8668084	0.96666586	0.9211423	0.8609735	0.94904673	0.95848256	0.86746657	0.9836609	0.8871906	0.86663437	0.9418204	0.8870086	0.95057195	0.84689176	0.8597168	0.9628015	0.94931746	0.9526222	0.92549425	0.90147936	0.97173697	0.9045192	0.94017106	0.95271873	0.8751042	0.93197083	0.9375796	0.8641931	0.95420194	0.94178146	0.9208579	0.96088564	0.9042729	0.87744796	0.8220432	0.9412723	0.95424646	0.88669646	0.9187864	0.8597894	0.9304607	0.9480358	0.89796245	0.9549926	0.9189346	0.87109745	0.94998896	0.9587166	0.9318815	0.9488416	0.97426224	0.834977	0.891837	0.8626313	0.92558956	0.9093851	0.9188734	0.9059542	0.8824325	0.9140235	0.9545408	0.83188206	0.9436009	0.87148196	0.954647	0.91802955	0.9189366	0.9483888	0.97084427	0.883701	0.9527447	0.91896063	0.9801402	0.91117364	0.8653976	0.9032529	0.9474843	0.82436764	0.9259053	0.916249	0.9349557	0.9419088	0.9135458	0.90668964	0.98784685	0.7904371	0.89556986	0.9582951	0.9408934	0.98137033	0.91519624	0.83226925	0.9471714	0.9398874	0.9787265	0.9493025	0.8900455	0.87984264	0.93390125	0.95416796	0.8823753	0.88451576	0.8306091	0.9473331	0.862262	0.905252	0.82683355	0.9355636	0.8968367	0.94548124	0.8866669	0.9330458	0.89161474	0.941952	0.90356517	0.9706081	0.8949642	0.9614166	0.937351	0.8797807	0.95646036	0.8757702	0.8994479	0.9277395	0.86183417	0.9426919	0.9691315	0.84434545	0.93330663	0.8620288	0.92509514	0.84927607	0.94676894	0.9827585	0.95828104	0.8919345	0.9232117	0.92597216	0.9668857	0.904432	0.9020938	0.87703115	0.8923892	0.8698683	0.9089296	0.9366276	0.89612114	0.9446447	0.87641037	0.8669243	0.9192969	0.9135406	0.960845	0.8509254	0.93637335	0.8554685	0.8971935	0.9335735	0.94359934	0.92221546	0.8647579	0.89029896	0.9147391	0.92388886	0.9558493	0.9158154	0.9350959	0.9675858	0.9385917	0.8903373	0.7846557	0.955681	0.9164139	0.9387726	0.9173031	0.88359445	0.96926326	0.9462593	0.9361259	0.9670807	0.9102737	0.9546717	0.8998151	0.9377756	0.90610605	0.89464927	0.9474866	0.96670276	0.8710953	0.8642041	0.8890607	0.87483525	0.89320123	0.9288781	0.74421215	0.8838148	0.96124876	0.8739484	0.85205275	0.9557562	0.9160168	0.8312259	0.93814385	0.93772924	0.9196289	0.87960875	0.93161136	0.93737566	0.954572	0.93507236	0.8334695	0.8952459	0.9290528	0.91912967	0.9001877	0.88160586	0.912292	0.94364226	0.9008701	0.9619724	0.94184977	0.9017391	0.95216405	0.90289134	0.88287	0.9610042	0.9442907	0.8705076	0.9665962	0.9422155	0.8852879	0.90492266	0.9047532	0.91702265	0.93692625	0.88776326	0.8970836	0.95396274	0.9652208	0.92902476	0.92696315	0.928728	0.9656253	0.9460406	0.9436181	0.9260373	0.9474888	0.8925954	0.9048867	0.93919057	0.86821675	0.86776197	0.9264712	0.8871071	0.9322608	0.9535026	0.92603636	0.93540156	0.8826765	0.9085442	0.9016459	0.9068813	0.90370256	0.9404595	0.9225082	0.8599935	0.8789301	0.8771836	0.8932001	0.9876554	0.9166032	0.88529396	0.9403637	0.9662157	0.8713758	0.87330306	0.95729357	0.9367001	0.8837616	0.8906238	0.90641725	0.8775568	0.9515615	0.9074832	0.9442503	0.7466117	0.87788224	0.7998154	0.9494105	0.8855543	0.92251205	0.9761732	0.982025	0.90485907	0.8682044	0.90651363	0.9542216	0.89496577	0.8966377	0.8294444	0.9288211	0.95318806	0.8771416	0.9083091
slecht/adj	0.8884534	0.0	0.8489375	0.8424955	0.8505078	0.9123798	0.8247754	0.7077471	0.8653743	0.83093154	0.7958743	0.82586807	0.78295654	0.72488046	0.9666664	0.90272284	0.80633396	0.9022171	0.8015443	0.85330635	0.82565343	0.806248	0.7351959	0.79279506	0.8486179	0.7421959	0.7708812	0.80439174	0.7023332	0.91229534	0.65243316	0.83792704	0.85348314	0.75238013	0.6907042	0.75419796	0.8315549	0.9230659	0.67979145	0.7587677	0.7006967	0.82211566	0.9205373	0.7535451	0.7382468	0.8244702	0.84654474	0.743314	0.76022094	0.8187223	0.866696	0.7602325	0.84421164	0.71787965	0.8488857	0.8218964	0.90575963	0.8894279	0.8786093	0.75898933	0.8636302	0.8706049	0.81881523	0.8197992	0.68660975	0.8234955	0.83354086	0.8389381	0.87160105	0.74466264	0.78264415	0.70377254	0.6586251	0.6664904	0.8513116	0.8768778	0.8315378	0.8470955	0.7563919	0.8799961	0.8830001	0.7513851	0.9042369	0.72936964	0.8273307	0.94889003	0.8260143	0.8175937	0.82166946	0.8496283	0.69549745	0.8007192	0.7321623	0.7387955	0.9032042	0.77695906	0.8100096	0.8086125	0.6682713	0.7815681	0.6373567	0.8660302	0.722375	0.69548094	0.8288449	0.8241835	0.84247226	0.7198386	0.8974002	0.71739197	0.77415353	0.758689	0.7165306	0.74302113	0.69009453	0.86353385	0.8858047	0.8092035	0.7164376	0.881808	0.89621866	0.7774236	0.862142	0.8666583	0.66273654	0.80991244	0.86071736	0.87141407	0.80084175	0.8163127	0.77171576	0.84545225	0.8354968	0.7498019	0.85622305	0.8700588	0.9531394	0.733717	0.8597901	0.74682224	0.8109902	0.76761496	0.757412	0.8408117	0.83914435	0.87297475	0.86178845	0.88281155	0.8330871	0.91914535	0.84445935	0.87810314	0.8245581	0.821005	0.76372486	0.8437531	0.889213	0.7275337	0.8735069	0.74942815	0.9300488	0.89721537	0.7795097	0.8819621	0.8581995	0.7899372	0.74165237	0.783347	0.80096626	0.858066	0.8020576	0.74784344	0.7579813	0.9261241	0.71201634	0.8023188	0.8349639	0.8262822	0.87749934	0.79233646	0.89402765	0.8675163	0.717896	0.89258134	0.82011807	0.73334396	0.92255867	0.9435812	0.7161019	0.8688377	0.8150932	0.8402743	0.9092006	0.92783755	0.7402471	0.7827967	0.8595002	0.7763066	0.7533122	0.8027747	0.7552572	0.84155524	0.91036725	0.88376313	0.89533705	0.7691053	0.8005688	0.89179105	0.83135116	0.8961643	0.85374963	0.67917806	0.79366904	0.80284077	0.8252411	0.9400613	0.79840434	0.8634125	0.7298589	0.7840506	0.87322515	0.7895847	0.85133076	0.80247486	0.887991	0.6783496	0.8334149	0.8512128	0.85926425	0.76450825	0.7751904	0.7994408	0.81452215	0.87769324	0.85488933	0.9077634	0.76477635	0.87452483	0.768175	0.8135915	0.7000717	0.76364034	0.7402996	0.82008183	0.7604133	0.50810456	0.6773958	0.7561724	0.8125607	0.8489029	0.8233042	0.84084594	0.67687845	0.83824563	0.8199541	0.7599518	0.66531813	0.8160684	0.60538495	0.81458366	0.77808523	0.85000813	0.6594043	0.8085665	0.8437502	0.74654174	0.7116808	0.83253825	0.81812376	0.6500312	0.7613392	0.7536957	0.8599131	0.7719117	0.7501207	0.827904	0.70797527	0.8775075	0.8346099	0.8581964	0.9339117	0.8072654	0.9248329	0.8412547	0.82161695	0.7340177	0.8069482	0.75323117	0.7031753	0.7163377	0.8403727	0.8300073	0.84745014	0.879904	0.6327626	0.6938105	0.8371067	0.78112656	0.90917	0.86805147	0.88261026	0.8259238	0.63306	0.7033922	0.79729074	0.7277378	0.6040242	0.8092823	0.9233551	0.85103625	0.59720147	0.8493588	0.71959174	0.8567605	0.83249307	0.8646901	0.7048577	0.9542016	0.7648667	0.72794265	0.8053794	0.95073843	0.8859095	0.8001691	0.82849777	0.7273229	0.7467014	0.80314445	0.85049033	0.87969506	0.72439647	0.7768147	0.7200634	0.77990496	0.79930544	0.6904183	0.7491166	0.9042714	0.7749528	0.90224123	0.81597203	0.9131269	0.68130463	0.92262906	0.82069325	0.9520542	0.66348207	0.8154547	0.8051975	0.81356305	0.9557239	0.9300605	0.84043825	0.9290696	0.782156	0.8625423	0.77396417	0.73238754	0.683465	0.86507046	0.85477865	0.93313384	0.76738536	0.8470681	0.860837	0.73048794	0.8857196	0.6720861	0.8529648	0.8155162	0.90747863	0.90449935	0.8600539	0.8222636	0.9041636	0.7730826	0.88970864	0.86539793	0.86334854	0.87507373	0.763342	0.7436665	0.8502429	0.8107893	0.7751212	0.7065345	0.7375859	0.7964642	0.81891155	0.74437726	0.7750013	0.8161814	0.75055605	0.9218593	0.84013796	0.9068888	0.85025066	0.7804992	0.8086152	0.86973447	0.9250095	0.93703514	0.91552407	0.82888854	0.8569746
aantal/noun	0.9429003	0.8489375	0.0	0.68605286	0.7515248	0.708153	0.578343	0.76223606	0.92105705	0.91651684	0.6101289	0.8856757	0.757329	0.7344922	0.89927113	0.85654753	0.75170934	0.94263464	0.75221753	0.88042957	0.77691567	0.91353065	0.762761	0.78108686	0.7324849	0.7126492	0.7092823	0.8713056	0.668919	0.87479067	0.6925808	0.65149486	0.7066728	0.70279694	0.7105097	0.55022484	0.79697967	0.79625523	0.8692634	0.7256845	0.72767645	0.8389985	0.8472853	0.8123144	0.74291116	0.73276407	0.8324303	0.75261664	0.6793465	0.8909679	0.7492846	0.7115904	0.698677	0.7949356	0.6582558	0.8394804	0.75526726	0.82842433	0.9081695	0.6492101	0.6189848	0.6379568	0.7399742	0.8234968	0.5698135	0.8557945	0.654353	0.71985126	0.85116684	0.8026577	0.8375447	0.797259	0.6563264	0.7269327	0.78239393	0.9431293	0.7149843	0.8454371	0.8814893	0.77560985	0.8759959	0.6440648	0.86846614	0.6526953	0.6516005	0.9716537	0.8397249	0.64886206	0.7132517	0.80982447	0.88016313	0.714779	0.67664653	0.7771226	0.9070697	0.870689	0.74246395	0.9055389	0.9279022	0.73978555	0.6300514	0.7444631	0.8113298	0.73582786	0.7989733	0.60079557	0.8048683	0.5742955	0.968425	0.60856307	0.5751853	0.6204715	0.57649136	0.6204172	0.5917175	0.7029678	0.93675846	0.7974626	0.72720766	0.87070256	0.8425213	0.62394357	0.65621656	0.6958282	0.7468546	0.7116014	0.6833348	0.74859345	0.76410866	0.6684596	0.65748423	0.644048	0.7864474	0.67313474	0.9212831	0.74648964	0.88285494	0.61741006	0.87921774	0.6191013	0.8051099	0.8320815	0.5225487	0.79994816	0.8217546	0.7383738	0.72395664	0.74640566	0.6818453	0.7122005	0.95753586	0.80327773	0.8346064	0.84266084	0.71177745	0.6480143	0.7475916	0.7459191	0.86743	0.68571246	0.80056715	0.7667073	0.7627945	0.8625313	0.7056635	0.54365903	0.78114635	0.7010737	0.629567	0.79729694	0.81838447	0.68889415	0.7450194	0.8751739	0.8227856	0.6726681	0.75305474	0.7086108	0.77909845	0.72166216	0.54613924	0.6844189	0.86342144	0.84850115	0.64235574	0.84562445	0.83970755	0.74450827	0.7618451	0.74426085	0.90151113	0.730445	0.8446889	0.764592	0.7087555	0.7657802	0.67119133	0.70218265	0.7138992	0.8291933	0.72698677	0.75193065	0.69349325	0.89169014	0.86683595	0.66873395	0.92066044	0.7325605	0.6536306	0.75618184	0.798361	0.61594594	0.5819363	0.89182186	0.7267755	0.8024816	0.82033575	0.8608686	0.610231	0.85817146	0.7407639	0.8354264	0.73675954	0.7421613	0.7185812	0.7322405	0.51410216	0.85031307	0.83165085	0.783477	0.59830254	0.75696313	0.8552636	0.6463677	0.7909534	0.8830609	0.7571836	0.80598354	0.6861577	0.73136044	0.6041258	0.6052544	0.70242834	0.83804667	0.72328115	0.881006	0.8201138	0.56946	0.7151903	0.7581054	0.7342113	0.8164475	0.6054857	0.6320867	0.63294977	0.62150294	0.64354455	0.8403662	0.79539293	0.7968479	0.71507406	0.68944347	0.8401525	0.64949137	0.7415092	0.7564758	0.6372595	0.85270333	0.5874787	0.66668266	0.7344336	0.7375849	0.9202285	0.83048457	0.67759085	0.5711309	0.7376667	0.83290946	0.5269103	0.77172935	0.89871275	0.6272397	0.89617664	0.9059127	0.8154316	0.73936164	0.7308574	0.72311467	0.79842865	0.6940018	0.66873294	0.85687417	0.7460625	0.82693136	0.68393254	0.87564707	0.8131782	0.740577	0.86404634	0.70438373	0.71411306	0.79705906	0.7747316	0.6057288	0.86336815	0.70132077	0.67687845	0.9199769	0.8020389	0.8968241	0.80091965	0.65230554	0.6691	0.63332325	0.85821044	0.7579289	0.6444509	0.85020787	0.6349853	0.60383964	0.7215209	0.8561355	0.8832416	0.8684037	0.5859706	0.7247219	0.74282753	0.70768917	0.7470709	0.6928695	0.5441498	0.8588412	0.7704652	0.6791437	0.7355414	0.7024173	0.6906534	0.69060564	0.7614442	0.745855	0.8029214	0.8992733	0.6100154	0.9141344	0.8613242	0.9070034	0.73223555	0.8994671	0.80987716	0.72292805	0.9356234	0.81832385	0.9357544	0.7602393	0.6306307	0.7913424	0.75670207	0.7111904	0.6680606	0.8506682	0.6188442	0.8250946	0.6327592	0.8346642	0.7177604	0.817032	0.64791036	0.5991642	0.7799144	0.8104611	0.8657863	0.8594476	0.8070953	0.58083594	0.7722188	0.88932043	0.8683469	0.8413522	0.82069933	0.7971533	0.7967448	0.7450382	0.7312118	0.8320068	0.6405624	0.723935	0.7135163	0.5909241	0.76246774	0.8522615	0.928003	0.8194835	0.81793076	0.92971635	0.69142276	0.81752026	0.6002158	0.6953919	0.8318164	0.7850205	0.818852	0.8226445	0.70751584	0.699751	0.8870991
rendabiliteit/noun	0.9177858	0.8424955	0.68605286	0.0	0.8659827	0.73189086	0.66040957	0.7428062	0.9193505	0.8626785	0.7200651	0.9108301	0.82349324	0.70743823	0.9172375	0.86023736	0.7539732	0.9368183	0.67381984	0.846088	0.80370295	0.7055359	0.7685449	0.8810686	0.8240173	0.6638683	0.7141676	0.84571266	0.5553373	0.90602255	0.80602443	0.72075516	0.6847626	0.73747265	0.7356359	0.6070094	0.7326236	0.8300327	0.84589416	0.7536806	0.7390157	0.8918041	0.88437706	0.7816405	0.73831904	0.7906788	0.85313153	0.7231639	0.57405525	0.9100149	0.84053457	0.7526167	0.7747475	0.6888944	0.65703404	0.9150941	0.85550976	0.84354424	0.85983604	0.6086363	0.7438345	0.74805087	0.8568028	0.81510437	0.63684404	0.81749374	0.7207974	0.8383608	0.8643917	0.7963404	0.8575589	0.83394957	0.6913501	0.8218448	0.72261363	0.9043217	0.7137164	0.840932	0.89345706	0.8312245	0.7779829	0.7708082	0.8992537	0.71313024	0.7867512	0.92154324	0.8288207	0.69103986	0.8106868	0.730322	0.8549845	0.71340656	0.6685125	0.8239149	0.8920125	0.763551	0.76340276	0.8706402	0.95187855	0.72906387	0.61749613	0.78827816	0.8526628	0.76311564	0.9088386	0.7497878	0.80782175	0.61403286	0.8927572	0.59382784	0.634836	0.7698587	0.646747	0.69569844	0.6421205	0.8086313	0.86033595	0.80978596	0.6833985	0.8231974	0.83594674	0.7441326	0.856127	0.7585857	0.7476671	0.5927219	0.771243	0.742823	0.76180387	0.75281286	0.61262685	0.7530556	0.84273314	0.64421606	0.9105333	0.8164079	0.859407	0.71416396	0.8284533	0.6743345	0.905414	0.7912199	0.65941393	0.85484517	0.83829546	0.78386307	0.86066616	0.79218894	0.8904601	0.85308564	0.91511464	0.81676674	0.867	0.8740651	0.7950606	0.7891694	0.9188648	0.6813231	0.94308275	0.7674736	0.9328264	0.83013964	0.85175455	0.84708476	0.7838716	0.6934602	0.7722326	0.6992943	0.75650257	0.8203881	0.84024525	0.74091303	0.760231	0.9275651	0.81640935	0.7625953	0.8135229	0.74990135	0.83540183	0.8179271	0.7062243	0.821088	0.81142384	0.885805	0.7831414	0.821139	0.9504709	0.8422545	0.75422645	0.7877766	0.93318045	0.6932224	0.89347386	0.8858168	0.67904997	0.848207	0.85579026	0.682623	0.71160203	0.8532486	0.7267307	0.8271887	0.77246743	0.9354137	0.9323328	0.7921543	0.9007253	0.8355808	0.81383383	0.8301373	0.86674726	0.5957547	0.6734723	0.92538345	0.88302064	0.9296111	0.86389375	0.8747727	0.6909636	0.89748836	0.8355404	0.69553137	0.8307712	0.7199782	0.7365019	0.7103529	0.68290854	0.8284845	0.90840816	0.8447789	0.69232047	0.79473937	0.8432423	0.7811362	0.81676984	0.9321791	0.8478209	0.85182583	0.7282984	0.79935473	0.64253974	0.7032255	0.72783387	0.83190036	0.7310853	0.68075025	0.7570709	0.5725206	0.7857095	0.804304	0.6747066	0.8363007	0.5709348	0.7715193	0.71452725	0.6997604	0.68178415	0.78682226	0.70092875	0.74056786	0.56613487	0.7711262	0.8008461	0.6751953	0.8130871	0.77809125	0.6702642	0.9015782	0.75027716	0.61424565	0.7392919	0.65767556	0.8877717	0.7244041	0.7541442	0.7450421	0.794065	0.8798185	0.7953032	0.66348255	0.907486	0.5879986	0.8894638	0.80866206	0.83098376	0.8076752	0.75682163	0.7304132	0.7575647	0.64856374	0.7356927	0.85967034	0.8363985	0.84068847	0.6358571	0.84269595	0.8718091	0.85429585	0.8966133	0.72268146	0.7411316	0.73197454	0.8116299	0.6380757	0.7272836	0.61115646	0.72547495	0.87181646	0.82177615	0.8933128	0.7110919	0.80384004	0.66174704	0.8059097	0.8454161	0.7550219	0.74376595	0.94398195	0.69029224	0.6106907	0.7767265	0.93592167	0.92344445	0.8402902	0.78037685	0.63334775	0.7673814	0.63155735	0.7346201	0.8231633	0.743829	0.76439774	0.6939287	0.75734496	0.88125366	0.7543304	0.76778924	0.8484353	0.733952	0.8590734	0.8759723	0.8940726	0.7007018	0.9694079	0.8225602	0.90748715	0.7012044	0.8796409	0.71313685	0.7394822	0.9382123	0.92435634	0.9528341	0.8243338	0.77668846	0.7759186	0.8040135	0.75620997	0.6843059	0.89978164	0.6173781	0.81248575	0.64284205	0.83456075	0.90200806	0.8170216	0.803492	0.6308184	0.74858856	0.8102541	0.9256255	0.8535284	0.7942925	0.70751	0.8244433	0.9131726	0.86388314	0.81035805	0.89653057	0.81118953	0.69186264	0.67806304	0.8091113	0.8610302	0.7032498	0.7820306	0.5297189	0.6549091	0.82734764	0.84234476	0.89339983	0.80570596	0.8101811	0.8618353	0.7879398	0.8310687	0.6634469	0.7378756	0.77926624	0.8757788	0.8518087	0.870999	0.65220547	0.6609319	0.95076084
