	bank/noun	overheid_schuld/noun	ver/adj	daarom/pp	eerder/noun	voor/comp	voetbal_bond/noun	keer/adv	activiteit/noun	dochter/noun	maar/adv	namelijk/adv	organisatie/noun	economie/noun	familie_bedrijf/noun	binnen/prep	om/comp	staal_industrie/noun	landbouw_sector/noun	drastisch/adj	spoor_weg/noun	al/adv	bank_sector/noun	Belgische/name	luchtvaart_maatschappij/noun	huishouding/noun	vervolgens/adv	diep/noun	Fabricom/name	die/det	netwerk/noun	nu/adv	Hof/name	druk/noun	ingekort/adj	Europa/name	brandweer/noun	volop/adv	luchtvaart_bedrijf/noun	snel/adj	secretariaat/noun	slechts/adv	afdeling/noun	tijd/noun	choreografie/noun	en/vg	schooljaar/noun	AG/name	mede/adv	grotendeels/adv	vermogen/noun	Nissan/name	tak/noun	ze/pron	moet/verb	opleiding/noun	Chrysler/name	weer/adv	bovendien/adv	filiaal/noun	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	het/det	waardoor/pp	opnieuw/adv	Philips/name	intussen/adv	zich/pron	jeugd_beleid/noun	merk/noun	directie/noun	Bax/name	marketing_afdeling/noun	groep/noun	productie/noun	flink/adj	terwijl/comp	volledig/adj	gewoon/adj	regio/noun	jeugd_voetbal/noun	ten/adv	lening/noun	vermoedelijk/adj	totaal/noun	gebied/noun	dienst/noun	voetbal/noun	zonder/prep	Franse/name	we/pron	bestuurder/noun	markt/noun	zodat/comp	container_park/noun	Unilever/name	topman/noun	marketing/noun	Italiaan/noun	top/noun	dringend/adj	1999/noun	grondig/adj	dagenlang/adj	management/noun	administratie/noun	uiteindelijk/adj	sector/noun	volgens/prep	club/noun	zwaar/adj	zonder/comp	eerst/adv	medium_groep/noun	doorgaans/adv	schuld/noun	concern/noun	traject/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	wij/pron	staat_bedrijf/noun	bedrijf/noun	er/adv	bedrijf_terrein/noun
om/comp	0.79431134	0.81016743	0.75051475	0.5285603	0.840385	0.69098294	0.8006305	0.8023125	0.7595337	0.90606403	0.76150036	0.6409791	0.76171136	0.8210273	0.8250834	0.78949815	0.0	0.8050264	0.78712267	0.7032545	0.79131526	0.8053183	0.7728132	0.8996611	0.8023912	0.8079618	0.6651244	0.8346157	0.8525603	0.6229845	0.7625015	0.745909	0.8706078	0.8130716	0.8814198	0.8056156	0.80372536	0.75615734	0.81884533	0.7058407	0.85289055	0.84481496	0.89403933	0.76427925	0.86145097	0.73683226	0.79880726	0.8668051	0.7882276	0.7912554	0.769701	0.8098713	0.872056	0.62329435	0.54441667	0.78085554	0.84775543	0.7292347	0.57510626	0.8783991	0.8458421	0.9452302	0.91203517	0.6241821	0.8148048	0.8053348	0.62694526	0.7099756	0.8603097	0.7210741	0.7638031	0.774387	0.83765787	0.7466584	0.9096029	0.87158316	0.8362767	0.7943959	0.7713158	0.7728178	0.7464989	0.722439	0.8694968	0.86087686	0.80917835	0.7766654	0.85390425	0.88027745	0.80608803	0.79821193	0.8897628	0.71601766	0.89391804	0.6059288	0.87710166	0.7991049	0.5484216	0.80322367	0.8453027	0.9274445	0.80425084	0.87917525	0.87183225	0.66450596	0.91876024	0.7516455	0.7852609	0.7378986	0.7312735	0.7213221	0.77471864	0.8387208	0.82073414	0.8312849	0.5706835	0.6504889	0.85282385	0.72622	0.824151	0.8040701	0.7999891	0.742225	0.7780372	0.71554726	0.8157974	0.58855	0.8043506	0.7179575	0.7262429	0.7833517
staal_industrie/noun	0.81459373	0.81163144	0.8642214	0.83634424	0.8553174	0.89867425	0.8635808	0.8831061	0.8209905	0.90898263	0.91541123	0.81026393	0.81401134	0.6595439	0.78332293	0.83689535	0.8050264	0.0	0.72007096	0.79908645	0.81092703	0.85428274	0.7093297	0.90046346	0.7476794	0.87001234	0.87986743	0.9206885	0.8998244	0.8408299	0.7986282	0.8632785	0.92397684	0.83349097	0.9081966	0.75969815	0.9190118	0.85453904	0.79033273	0.8465644	0.903164	0.87397295	0.86584777	0.88787305	0.90787995	0.8480543	0.888914	0.88164896	0.77962977	0.7962955	0.82274723	0.83152294	0.82014817	0.8698808	0.82807213	0.8804152	0.8040168	0.9025409	0.7806526	0.8265786	0.7449845	0.9363431	0.8723668	0.8432487	0.78431535	0.8701458	0.787148	0.85352254	0.82334393	0.8269597	0.87260306	0.87950015	0.81645834	0.8403034	0.92210674	0.86346674	0.8538311	0.79102975	0.8299873	0.82997763	0.8459552	0.902134	0.8308921	0.88015234	0.877481	0.8199071	0.90588236	0.8802916	0.8401899	0.8718054	0.89475584	0.8530413	0.87004095	0.8479489	0.92987794	0.7610473	0.8292326	0.86232525	0.81652856	0.90673214	0.8782391	0.9169705	0.88237923	0.84749174	0.8846729	0.87085056	0.87043303	0.7970866	0.84961414	0.8794297	0.6833866	0.8502747	0.8514849	0.8630626	0.8483708	0.9029919	0.7915669	0.860241	0.82505125	0.7332411	0.8942032	0.7062776	0.8182822	0.84648	0.8760914	0.8404151	0.76044184	0.6861422	0.86716336	0.8579018
landbouw_sector/noun	0.82260597	0.77672136	0.8568772	0.78815544	0.86523545	0.8967062	0.8302787	0.9001118	0.80852336	0.93069917	0.8856294	0.7938429	0.78617954	0.7082859	0.82016337	0.82433873	0.78712267	0.72007096	0.0	0.78792477	0.81946623	0.86033636	0.712224	0.9101061	0.7943319	0.8552087	0.8694584	0.8958636	0.8715635	0.8081527	0.8257805	0.8455706	0.9155384	0.83723086	0.89317834	0.76499164	0.9034524	0.85515344	0.8376124	0.8528736	0.8933968	0.87024724	0.86597204	0.86431307	0.8850311	0.81416637	0.8695144	0.8800979	0.7948048	0.8342736	0.82609624	0.8577773	0.8537916	0.835607	0.7943899	0.8626014	0.8345215	0.87535423	0.74570316	0.8413902	0.8208003	0.9289919	0.8683372	0.819296	0.7753765	0.8483529	0.7640161	0.8584962	0.8136292	0.822611	0.862073	0.8241104	0.82943064	0.80159295	0.9165381	0.87630147	0.8450748	0.8039272	0.8132489	0.81050086	0.828114	0.89427555	0.79083115	0.88679004	0.85949993	0.8250356	0.90561235	0.881421	0.7946935	0.83574164	0.89995617	0.84036165	0.89001274	0.8255334	0.9037166	0.78328335	0.79575896	0.8621543	0.7982125	0.9129373	0.8613228	0.9186014	0.87764746	0.84639764	0.8844324	0.85649717	0.86294335	0.7924521	0.76246405	0.86212146	0.6438204	0.8701622	0.84370863	0.8461673	0.824119	0.8552438	0.83641744	0.80340695	0.8038418	0.7797787	0.8648629	0.7434215	0.8468875	0.84164476	0.879699	0.79933757	0.79484373	0.73932445	0.8242899	0.8419744
drastisch/adj	0.79374427	0.7141801	0.7258035	0.7151206	0.82328737	0.86604285	0.8712673	0.87775147	0.7857841	0.93445706	0.9037996	0.78976697	0.824202	0.72306275	0.84988177	0.7730222	0.7032545	0.79908645	0.78792477	0.0	0.7770073	0.8817466	0.71961224	0.9030892	0.7622728	0.85191524	0.83786166	0.8910042	0.881441	0.7553758	0.8257581	0.84856504	0.9138092	0.7563199	0.8755413	0.7660222	0.9017618	0.85889417	0.8445549	0.7051462	0.90302306	0.879336	0.8713919	0.858279	0.91596943	0.8039462	0.8182924	0.86710143	0.72387314	0.77142495	0.78642184	0.79986286	0.86048466	0.8640082	0.70230645	0.8474723	0.8205705	0.85331905	0.6662821	0.8493002	0.80336356	0.9537582	0.85623646	0.80212295	0.4782638	0.8056158	0.64164615	0.8118131	0.7730048	0.80365896	0.8705319	0.8338968	0.8394108	0.74706495	0.93717664	0.893724	0.8904521	0.70063424	0.6092757	0.8040441	0.78113407	0.8952455	0.8473657	0.8908321	0.8572625	0.7844228	0.8648188	0.8692729	0.82604593	0.837001	0.93242353	0.8179625	0.90623	0.8374008	0.8928771	0.7975222	0.7165967	0.7920597	0.78405344	0.86538	0.832598	0.9405544	0.8710929	0.6533103	0.84923834	0.60945	0.87677556	0.7303664	0.7598258	0.8415321	0.68739223	0.811183	0.90424824	0.82355434	0.7982107	0.8419365	0.8652445	0.81020933	0.80196226	0.7303009	0.8150989	0.74200404	0.8592895	0.863366	0.7800394	0.84816974	0.7798925	0.73698926	0.8190382	0.8042679
spoor_weg/noun	0.7435734	0.8545605	0.8192195	0.82766044	0.82582843	0.8617507	0.7845858	0.87017363	0.79319215	0.8700946	0.92149943	0.82224876	0.8007022	0.7902244	0.78020525	0.832001	0.79131526	0.81092703	0.81946623	0.7770073	0.0	0.8806383	0.76501024	0.8336282	0.64846826	0.8852089	0.8110682	0.8769808	0.85030043	0.84016645	0.7298528	0.87174517	0.8928139	0.8684931	0.908242	0.8029413	0.8152523	0.8476864	0.7958193	0.83390427	0.8360524	0.87700677	0.80644286	0.8973255	0.9121703	0.7541254	0.8601051	0.8031647	0.84484076	0.7645448	0.85213625	0.7668144	0.7689981	0.87112457	0.7958118	0.83879894	0.79951715	0.88129115	0.7470978	0.7285892	0.67260957	0.9322983	0.9018234	0.8806772	0.78954124	0.77926826	0.7274708	0.8176322	0.7887211	0.79628515	0.88630426	0.87153393	0.8475417	0.72078645	0.8994989	0.8690619	0.8610272	0.8239165	0.8352223	0.8380294	0.775332	0.89168125	0.8068694	0.86803347	0.8779135	0.80923384	0.8472858	0.83419347	0.75180006	0.7810463	0.89324486	0.8406184	0.77996624	0.8755485	0.7947354	0.80923575	0.73924685	0.7241804	0.8193079	0.8281423	0.84391034	0.89454514	0.8559073	0.8034605	0.88515866	0.8094283	0.80231094	0.74124235	0.74584466	0.8768387	0.7362063	0.79344547	0.8457716	0.84185207	0.8250935	0.846331	0.7918129	0.8509261	0.826941	0.73687375	0.6290877	0.7085043	0.78310394	0.90494114	0.8842221	0.86329985	0.65685546	0.66906387	0.83784366	0.69163406
al/adv	0.8810286	0.85646296	0.8418343	0.81483275	0.779618	0.6834298	0.8797669	0.87426305	0.8836033	0.8798579	0.76825947	0.7799405	0.87839633	0.90717906	0.79997414	0.8059318	0.8053183	0.85428274	0.86033636	0.8817466	0.8806383	0.0	0.83947325	0.9085502	0.84504974	0.9081977	0.8476737	0.83257604	0.8770702	0.82315737	0.89374983	0.6832849	0.92823637	0.8831552	0.88099533	0.87555903	0.875027	0.78892255	0.85122085	0.8126781	0.893	0.73344314	0.91097	0.7326257	0.87277853	0.8866082	0.7749682	0.8883269	0.8944028	0.8665375	0.89411163	0.84387773	0.8901883	0.7227032	0.79525036	0.87768626	0.8381049	0.76568705	0.7637757	0.8460852	0.84111357	0.9102937	0.61653066	0.757867	0.8625395	0.8873905	0.82559353	0.7540503	0.8369942	0.6574326	0.8524171	0.8852436	0.87341326	0.84960294	0.91146266	0.88577443	0.83214056	0.8753538	0.83314633	0.8087654	0.8740012	0.8482171	0.909425	0.8963947	0.8155416	0.8694878	0.8265622	0.7504489	0.89437795	0.8805244	0.89032805	0.8763703	0.89607596	0.66638803	0.9105881	0.8967986	0.7946006	0.8690206	0.8370422	0.89802504	0.9146842	0.82894135	0.87845725	0.88954514	0.77876425	0.84651995	0.79704297	0.8796734	0.8849706	0.8134309	0.86695755	0.90751135	0.81684655	0.85918474	0.8064934	0.7804535	0.87859553	0.8314807	0.8593012	0.8103231	0.81307936	0.82740986	0.8892006	0.86963296	0.797193	0.73393404	0.84279436	0.79790056	0.6834123	0.8596561
bank_sector/noun	0.60050255	0.75471544	0.820495	0.79481465	0.82570446	0.8912625	0.7919863	0.87964475	0.7460525	0.86966556	0.9058739	0.7901484	0.78562033	0.60581625	0.78737676	0.7997203	0.7728132	0.7093297	0.712224	0.71961224	0.76501024	0.83947325	0.0	0.83131605	0.6854619	0.8093736	0.854839	0.89157623	0.8529316	0.811014	0.79875696	0.85822654	0.89681023	0.776435	0.9007838	0.70185435	0.92137325	0.8188373	0.79288316	0.82414925	0.87271583	0.8581082	0.8466219	0.8835144	0.8949599	0.799892	0.8463012	0.74918556	0.73209244	0.7584616	0.75420225	0.77669865	0.8163733	0.86454815	0.7943634	0.84267807	0.7679741	0.8404751	0.70767915	0.74238133	0.7961828	0.9309592	0.85349363	0.8396517	0.6634251	0.84724844	0.72097695	0.80815184	0.68761826	0.7846869	0.856943	0.8152277	0.7986852	0.71064854	0.93199265	0.8628833	0.81544346	0.7548031	0.7588101	0.8133664	0.8111179	0.9117863	0.8000062	0.8708718	0.8620615	0.7363434	0.8982096	0.860059	0.81316715	0.8067901	0.8828094	0.83759046	0.82400006	0.8384183	0.8739058	0.66017044	0.77230525	0.8720366	0.70185757	0.80863214	0.8291131	0.90541786	0.82948124	0.8075165	0.811589	0.8514894	0.85068893	0.6881748	0.7723255	0.85915375	0.52383506	0.8202782	0.8310134	0.8494624	0.81866944	0.8620089	0.73345244	0.79822195	0.7969749	0.62351525	0.8505346	0.6146622	0.80377984	0.8790109	0.8504102	0.83440834	0.70504487	0.60509646	0.8296353	0.8561405
Belgische/name	0.8494781	0.9199054	0.9483404	0.87623376	0.8485304	0.92764133	0.8029926	0.9117739	0.8684355	0.87749314	0.96451235	0.89059967	0.8002788	0.91190743	0.8227941	0.8664082	0.8996611	0.90046346	0.9101061	0.9030892	0.8336282	0.9085502	0.83131605	0.0	0.82623285	0.9014617	0.9024022	0.906975	0.85663754	0.9018483	0.8711973	0.9281272	0.82956	0.91489893	0.92577314	0.87454	0.88952297	0.8989802	0.8770956	0.92874134	0.7641864	0.91261417	0.7062955	0.96887535	0.8534655	0.83220565	0.88509375	0.77778244	0.9055382	0.8945781	0.90815085	0.8206738	0.8735396	0.91878426	0.9015128	0.9016701	0.83209413	0.93805623	0.8870164	0.77646095	0.88052005	0.80326307	0.913672	0.9271681	0.8936228	0.8596443	0.90253466	0.85997576	0.7923858	0.8272928	0.9101917	0.88604796	0.88767874	0.75902694	0.90783334	0.9285723	0.8721757	0.8787791	0.9141637	0.91293234	0.8986264	0.9599167	0.87412536	0.89724827	0.9124699	0.892519	0.9020216	0.8937017	0.924322	0.85700274	0.8649032	0.90825415	0.6559359	0.9183873	0.8208726	0.90890473	0.90757567	0.897703	0.8126223	0.7599657	0.8736901	0.88587695	0.8746394	0.8823473	0.8262971	0.9037923	0.8997289	0.80936396	0.835423	0.8953618	0.89197373	0.8002969	0.8438045	0.93386847	0.92490184	0.9102273	0.791143	0.9128481	0.9093818	0.82038254	0.90526825	0.81912494	0.89152914	0.9285094	0.89402014	0.90193105	0.81402814	0.80548894	0.91469413	0.9068401
luchtvaart_maatschappij/noun	0.5359707	0.806008	0.8537561	0.80611503	0.7334626	0.89674485	0.6638011	0.89709073	0.7274245	0.78451365	0.9450327	0.8259805	0.73658895	0.7272169	0.7539848	0.8305663	0.8023912	0.7476794	0.7943319	0.7622728	0.64846826	0.84504974	0.6854619	0.82623285	0.0	0.87129706	0.83065766	0.91012186	0.8355127	0.8677539	0.7156286	0.8881937	0.8679988	0.8230774	0.9101075	0.71525896	0.8977111	0.879701	0.4968602	0.87304866	0.82835674	0.86304057	0.8022255	0.9224988	0.907743	0.82330656	0.8724146	0.7338282	0.810321	0.81940764	0.8314056	0.72428524	0.7648065	0.8758473	0.8109092	0.8534717	0.73602545	0.908172	0.73749304	0.6501665	0.71219313	0.9148512	0.85048014	0.8817356	0.698018	0.83449745	0.76219743	0.8183458	0.6610895	0.78462434	0.8813381	0.884086	0.7319054	0.64679366	0.8934488	0.82085556	0.7793597	0.7696215	0.79131997	0.82885545	0.8284011	0.92696416	0.8368988	0.8954343	0.8676937	0.7295786	0.872401	0.81881946	0.830441	0.7775033	0.87347376	0.8627856	0.73848295	0.88247395	0.84010464	0.73090225	0.82171005	0.84845686	0.67048407	0.73396933	0.84679323	0.8770833	0.8703324	0.8727008	0.7877971	0.89106965	0.8223183	0.7172568	0.8095205	0.8474227	0.71307206	0.77870715	0.74722314	0.8794292	0.85160387	0.87561375	0.64931333	0.8497704	0.78075445	0.52000004	0.8089053	0.5197672	0.73154426	0.8957695	0.8485317	0.8563432	0.5791825	0.47629035	0.87819546	0.84089136
huishouding/noun	0.84134316	0.889327	0.9069124	0.8455224	0.8910973	0.895476	0.8742814	0.89664483	0.78698254	0.84023553	0.9033748	0.7752603	0.78719383	0.8479314	0.8488069	0.83516777	0.8079618	0.87001234	0.8552087	0.85191524	0.8852089	0.9081977	0.8093736	0.9014617	0.87129706	0.0	0.8635045	0.9093786	0.93629926	0.8456433	0.82497203	0.87703	0.94514346	0.88370013	0.9125756	0.8440014	0.9110549	0.89155704	0.89412093	0.8849546	0.8296063	0.86653113	0.8561035	0.91150856	0.8916885	0.7762526	0.8804468	0.87718743	0.8292854	0.830164	0.7701899	0.8708577	0.8829799	0.8294139	0.81372446	0.82032824	0.87357855	0.8873666	0.77463853	0.881355	0.87181234	0.9073256	0.912887	0.83460474	0.85730827	0.87545484	0.81745994	0.89768547	0.87551254	0.86304796	0.8735099	0.82901305	0.85829616	0.8668647	0.93251336	0.8900108	0.85586536	0.8216088	0.8747643	0.8380103	0.8575321	0.86824656	0.873578	0.8942654	0.87396395	0.81138945	0.8962672	0.8894531	0.8339422	0.8166714	0.8890827	0.8518827	0.9182933	0.8622596	0.89308816	0.83670086	0.809608	0.8710415	0.88265663	0.91725636	0.81687295	0.90998805	0.8860468	0.8560115	0.9062366	0.8685089	0.87697345	0.7889985	0.77488256	0.8873581	0.79732645	0.8517021	0.86267245	0.8823398	0.84027064	0.8700166	0.87746805	0.8055769	0.82640064	0.83330554	0.8733636	0.77220774	0.88657117	0.8693091	0.8808897	0.8502529	0.84785694	0.7929089	0.8633152	0.88121986
vervolgens/adv	0.7833227	0.8917334	0.74623895	0.72417605	0.7179582	0.5997218	0.8057761	0.67425096	0.8543694	0.82097876	0.7928985	0.7467247	0.8655646	0.9002458	0.83226717	0.8746608	0.6651244	0.87986743	0.8694584	0.83786166	0.8110682	0.8476737	0.854839	0.9024022	0.83065766	0.8635045	0.0	0.77401716	0.870053	0.73243976	0.8165211	0.7833302	0.8710569	0.8617049	0.88942444	0.8457432	0.77942324	0.8270867	0.8681107	0.6713495	0.8107627	0.86090356	0.88323784	0.8365169	0.84046066	0.6688355	0.8440483	0.84694237	0.8599667	0.76868933	0.85184175	0.79623663	0.799477	0.5267837	0.6310941	0.86866593	0.82308155	0.6489812	0.7565518	0.85763574	0.80519736	0.9149958	0.9121848	0.789668	0.82556057	0.7803558	0.6301509	0.62434506	0.8338306	0.6655923	0.74362266	0.8630013	0.8308202	0.8006381	0.90052503	0.874865	0.86970186	0.83170694	0.7275571	0.6421063	0.74845016	0.7314326	0.90133816	0.9010549	0.8338192	0.83855486	0.6933588	0.82013386	0.8287179	0.84407014	0.9125153	0.7792492	0.8860216	0.7122952	0.77765954	0.8174039	0.5737557	0.79290676	0.83741814	0.8977058	0.8663343	0.8057601	0.87161434	0.842398	0.8622711	0.8036947	0.69915843	0.83134365	0.77993566	0.6181845	0.8806857	0.8448898	0.86634606	0.8195232	0.56397665	0.5151699	0.86513495	0.77094185	0.8462066	0.82978725	0.77492124	0.8352076	0.79840803	0.74516755	0.8602991	0.74714947	0.8084402	0.7932371	0.8086385	0.7778532
diep/noun	0.9032209	0.9219346	0.83349043	0.8728584	0.8464083	0.7885488	0.90075487	0.8620781	0.88035744	0.91708946	0.85264254	0.838517	0.9110306	0.89807415	0.84209806	0.9029446	0.8346157	0.9206885	0.8958636	0.8910042	0.8769808	0.83257604	0.89157623	0.906975	0.91012186	0.9093786	0.77401716	0.0	0.92816156	0.820334	0.90807486	0.864073	0.93022007	0.8881791	0.87905407	0.84022427	0.8657562	0.8234343	0.92765045	0.8634703	0.88366526	0.8737991	0.9136661	0.88047105	0.8681231	0.71461004	0.8958957	0.9025792	0.9078141	0.8160457	0.89294493	0.8824029	0.86620367	0.78167236	0.8506725	0.91493565	0.8793252	0.79096735	0.853213	0.8721867	0.8771286	0.91829705	0.8676135	0.8557168	0.8943652	0.8033576	0.79565096	0.76939464	0.90307343	0.82450676	0.86703104	0.90263087	0.911767	0.9096995	0.9177139	0.92944986	0.87226874	0.88886917	0.83996475	0.75742245	0.8741241	0.8238898	0.8792427	0.8912773	0.8861698	0.9218409	0.83696395	0.89673007	0.8374045	0.9330452	0.862029	0.8585793	0.86536443	0.82194835	0.9129565	0.877367	0.7721337	0.89175886	0.907709	0.93339664	0.9246215	0.84468913	0.8600956	0.9064207	0.9007695	0.8798696	0.7589925	0.9112925	0.9157488	0.8579537	0.9033074	0.9160341	0.86486375	0.87053096	0.8121565	0.8117381	0.89150226	0.8136221	0.90223306	0.8992949	0.867428	0.9083826	0.88255346	0.88693935	0.8290351	0.8454933	0.8940948	0.9054629	0.84874356	0.88096225
Fabricom/name	0.80928624	0.8923254	0.90521824	0.8342505	0.857926	0.8825757	0.83133954	0.9160049	0.8503898	0.89936787	0.92422354	0.8784931	0.8798794	0.9235392	0.8206269	0.8669354	0.8525603	0.8998244	0.8715635	0.881441	0.85030043	0.8770702	0.8529316	0.85663754	0.8355127	0.93629926	0.870053	0.92816156	0.0	0.8769476	0.85520256	0.8672941	0.8574519	0.9224602	0.92251015	0.8780674	0.88425624	0.8962867	0.8225917	0.9175623	0.84682983	0.89574313	0.80256146	0.93867636	0.9366491	0.8789567	0.8772142	0.78350085	0.9197053	0.87473404	0.89014673	0.8149068	0.87437123	0.86092794	0.8528685	0.8913268	0.832947	0.9373674	0.86299425	0.7979316	0.777639	0.9102925	0.89228547	0.9035536	0.8876281	0.8946159	0.88545895	0.86148375	0.78816533	0.84232426	0.8966684	0.8526373	0.8838762	0.75940955	0.92393804	0.876845	0.8488273	0.85078084	0.8969493	0.91408026	0.8463069	0.93063265	0.8813481	0.9172424	0.8477401	0.8536651	0.885362	0.87195045	0.889593	0.84533143	0.93554693	0.92415863	0.8336897	0.8702686	0.87512714	0.8999214	0.8744397	0.82972074	0.8040782	0.8856629	0.8939732	0.92175335	0.90408194	0.87416315	0.8243423	0.89081585	0.9001507	0.80386984	0.82190514	0.8715624	0.8654557	0.8668778	0.8650322	0.90572774	0.88396114	0.8729871	0.81112695	0.90829116	0.868248	0.76167303	0.89474684	0.7814622	0.87822324	0.9260713	0.85825515	0.8492758	0.80465376	0.74516344	0.8752646	0.7979757
die/det	0.84860146	0.8241761	0.77922434	0.66763425	0.8304552	0.77588886	0.8520167	0.79100615	0.8250223	0.91597366	0.70654786	0.5969413	0.8454847	0.8274398	0.8047783	0.75151384	0.6229845	0.8408299	0.8081527	0.7553758	0.84016645	0.82315737	0.811014	0.9018483	0.8677539	0.8456433	0.73243976	0.820334	0.8769476	0.0	0.819571	0.700811	0.8983001	0.84828234	0.8610743	0.81992304	0.89634585	0.82625866	0.8760274	0.7297493	0.8749248	0.78662884	0.93223864	0.81774455	0.803951	0.76989824	0.8609035	0.8791158	0.7395885	0.69661415	0.7948087	0.84440726	0.8486224	0.62281394	0.6591789	0.83309567	0.8334031	0.75141	0.6209222	0.91157806	0.88400704	0.9173154	0.9099039	0.6295876	0.797285	0.88165224	0.6696805	0.80982107	0.87480927	0.7733756	0.7838836	0.8185531	0.7960565	0.82643545	0.89575034	0.86759603	0.8498409	0.85278004	0.77723825	0.7799895	0.7443981	0.67314756	0.9015751	0.86717963	0.7904569	0.82065785	0.8389442	0.8883316	0.84029984	0.89549816	0.84014547	0.7053189	0.872816	0.62213606	0.89298487	0.83211964	0.6689701	0.8502911	0.84512913	0.9365044	0.8171589	0.85494024	0.8699144	0.7906526	0.9040575	0.7860694	0.79716897	0.7643944	0.7896575	0.72392106	0.79125667	0.82885593	0.85799813	0.7976961	0.6839997	0.7536229	0.88261694	0.67206514	0.8337331	0.84368736	0.82102513	0.80630773	0.87233925	0.73703516	0.85237104	0.5939395	0.8320004	0.80162036	0.71193385	0.83194435
netwerk/noun	0.7440589	0.86368114	0.84930086	0.80971754	0.84637994	0.9079542	0.8822921	0.9019424	0.58166504	0.86074615	0.94365776	0.76234376	0.5452373	0.7757312	0.72765	0.7823122	0.7625015	0.7986282	0.8257805	0.8257581	0.7298528	0.89374983	0.79875696	0.8711973	0.7156286	0.82497203	0.8165211	0.90807486	0.85520256	0.819571	0.0	0.8795147	0.9346034	0.855907	0.91685903	0.73997617	0.8916023	0.83026516	0.77535075	0.81509924	0.76186985	0.8850831	0.7263255	0.92539	0.843512	0.7079645	0.86219394	0.7993451	0.7952004	0.7578758	0.7328047	0.8292693	0.7316078	0.8751699	0.80928224	0.73527586	0.8184272	0.89819103	0.67162263	0.72158456	0.7490514	0.93292904	0.91891146	0.87197155	0.8230566	0.8376665	0.70965827	0.8576001	0.7626806	0.80959517	0.8525635	0.7916803	0.73325014	0.8496496	0.92635214	0.83937275	0.6791446	0.7264623	0.864303	0.84920913	0.76364464	0.89241564	0.7934897	0.86289	0.88139856	0.7612504	0.8230413	0.86054176	0.6865343	0.62746906	0.921743	0.8700159	0.86298054	0.873163	0.8835427	0.65095544	0.71059084	0.74415183	0.8142741	0.8755294	0.72338957	0.9319736	0.8581111	0.841299	0.90894777	0.83879596	0.86906093	0.6724491	0.6791667	0.9117483	0.6912484	0.81980956	0.847543	0.9096503	0.8321103	0.883177	0.78469205	0.77814156	0.8212424	0.7152369	0.7408393	0.58035374	0.79381776	0.87356055	0.8888546	0.8437768	0.72281444	0.5762102	0.8620075	0.7512839
nu/adv	0.87114906	0.89540905	0.7883352	0.66381395	0.8612496	0.6647976	0.87753636	0.8543557	0.8937539	0.91235864	0.6553774	0.7199782	0.87986803	0.8902821	0.8407033	0.834367	0.745909	0.8632785	0.8455706	0.84856504	0.87174517	0.6832849	0.85822654	0.9281272	0.8881937	0.87703	0.7833302	0.864073	0.8672941	0.700811	0.8795147	0.0	0.9310248	0.86633044	0.92043513	0.8510612	0.9369346	0.7261195	0.8838808	0.7390227	0.87202704	0.82197636	0.9142016	0.73744035	0.9062816	0.88285965	0.79887193	0.8814429	0.8970184	0.82149136	0.8677386	0.86794204	0.8887514	0.61172664	0.623714	0.87079847	0.84564984	0.65187526	0.72891194	0.8841028	0.8763343	0.9428372	0.8093271	0.5944738	0.88114864	0.8558744	0.8163885	0.74880373	0.8761453	0.594733	0.7945211	0.8425546	0.8649593	0.8604523	0.92108476	0.8853653	0.85795426	0.88378686	0.85316956	0.7493806	0.810914	0.70316875	0.9118657	0.8913694	0.80531234	0.8719058	0.8846399	0.84526527	0.87389684	0.88429594	0.8534715	0.86814356	0.91233295	0.5082522	0.92440754	0.85291755	0.7487235	0.8607836	0.8575336	0.9368328	0.8882736	0.88701403	0.88411885	0.8028399	0.89210993	0.8168178	0.80551153	0.8685453	0.84007	0.7305933	0.8441526	0.87163734	0.84613043	0.9008406	0.77229017	0.6867261	0.88088965	0.7869965	0.8485296	0.84817713	0.848781	0.8445286	0.91329926	0.8069691	0.8857477	0.543804	0.85460943	0.82590854	0.6577116	0.8812507
