	langzaam/adj	rand/noun	zestien_meter/noun	aantal/noun	trek_weg/verb	stem/verb	gelijkwaardig/adj	poëzie/noun	gezelschap/noun	Waals/adj	steven_af/verb	snelheid/noun	systeem/noun	statuut/noun	puur/adj	hoop/noun	trek_voorbij/verb	component/noun	jammer/verb	naam/noun	echter/adv	kronkel/noun	enorm/adj	isolement/noun	bijvoorbeeld/adv	streep/noun	arm/adj	werk_af/verb	constructie/noun	resem/noun	concurrent/noun	tijd/noun	kleding/noun	punt/noun	iemand/noun	voorsprong/noun	design/noun	mede_leerling/noun	laat/adj	puzzel/verb	blik/noun	h/noun	man/noun	sluimer/adj	ergens/adv	wagon/noun	graag/adj	rood/noun	wagen/noun	zak_DIM/noun	opnieuw/adv	raadselachtig/adj	te/adv	misschien/adv	laaghangend/adj	licht/adj	dribbel/noun	klassieker/noun	voet/noun	auto/noun	arm/noun	heel/adv	gelijkmaker/noun	zakdoek/noun	stuur/noun	top/noun	naai/verb	fietspad/noun	hot/adj	slank/adj	wolk/noun	zone/noun	hoopvol/adj	grillig/adj	mee/adv	rechthoek/noun	beeld/noun	wagon_DIM/noun	Brussels/adj	halfuur/noun	toestel/noun	fietser/noun	trein_DIM/noun	eindeloos/adj	hunker/verb	doorgebroken/adj	zelden/adv	touw_DIM/noun	weerszijden/noun	masse/adv	controleer/verb	wielertoeristen/noun	banaal/adj	vis/verb	weg/noun	veter/noun	evident/adj	pyjama/noun	afdaling/noun	poëtisch/adj	ronde/noun	poot_DIM/noun	son/noun	hand/noun	oog/noun	stip/noun	perfect/adj	klein/adj	sla/verb	houd_over/verb	sprinter/noun	probeer/verb	ergens/noun	er/noun	maak_op/verb	raak_kwijt/verb	fiets/noun	ideaal/adj	zondag_avond/noun	outfit/noun	doe_voor/verb	muzikant/noun	kwestie/noun	pedaal/noun	slechts/adv	trouwring/noun	kleurig/adj	terecht/adj	houvast/noun	tas/noun	verandering/noun	sta_op/verb	toen/adv	brei/verb	kamp/verb	ploeg/noun	opening/noun	roem/noun	beugel/noun	Brugstraat/noun	time/verb	ontbreek/verb	gek/noun	wiel/noun	rust/noun	hersens/noun	kar_DIM/noun	golf/noun	logisch/adj	geluid/noun	meteen/adv	tijdelijk/adj	houd_stand/verb	links/adj	auteur/noun	duim/noun	getrokken/adj	afwerking/noun	doos/noun	textiel/noun	zweet/adj	bouwsel/noun	blijf/verb	negeer/verb	decoratief/adj	scheidsrechter/noun	schouder/noun	strafschop/noun	weefsel/noun	herinnering/noun	dagenlang/adj	renner/noun	allemaal/adv	kraag/noun	rad/noun	kijker/noun	beetje/noun	voorkeur/noun	strijker/noun	brom_fietser/noun	speler/noun	er/adv	been/noun	immers/adv	ketting/noun	voor/adv	schiet_terug/verb	haak/noun	kabel/noun	muur/noun	onderaan/adv	toe/adv	doelbewust/adj	fataal/adj	vies/adj	nestel/verb	fluit/verb	architecturale/adj	ken_toe/verb	anekdote/noun	water/noun	vervolgens/adv	demonstratief/adj	eind/noun	lach/verb	zo/adv	remedie/noun	onzekerheid/noun	slotminuut/noun	snel/adj	gevel/noun	gestalte/noun	foutief/adj	ladder/noun	lijn/noun	Bangoura/noun	berg/noun	overtreding/noun	plastic/adj	trap/verb	verslag/noun	E40/noun	negatief/adj	val/verb	vracht_wagen/noun	zit/verb	uur/noun	plank/noun	zwembad/noun	reden/noun	broche/noun	donderdag_morgen/noun	oma/noun	Cubaans/adj	stuk/adv	mis/verb	stapel/noun	zin_DIM/noun	orde/noun	onbekend/adj	voertuig/noun	kleed_DIM/noun	metalen/adj	vind_terug/verb	even/adj	bescherm/verb	niks/verb	kar/noun	mondharmonica/noun	uitblinker/noun	brok_DIM/noun	trap/noun	trein/noun	leven/noun	dief/noun	scenario/noun	klassiek/adj	lijf_DIM/noun	mat/noun	strafschop_gebied/noun	detail/noun	veel/adj	papa/noun	23/noun	hak/verb	ref/noun	ontwijk/verb	regisseur/noun	Crasson/noun	word/verb	deur/noun	8.15/noun	dan/adv	leverancier/noun	nog/adv	begin/noun	mik/verb	gevaar/noun	onhandig/adj	elf_meter/noun	tijdje/noun	alles/noun	wetswijziging/noun	na/adj	hoed_DIM/noun	net/adv	opening_treffer/noun	macht/noun	minuut/noun	schrijver/noun	woest/adj	onverbiddelijk/adj	kort/adv	durf/verb	achter/adv	energiek/adj	en/adv	onderuit/adv	alleen/adv	een/adv	zet_om/verb	pin/noun	harnas/noun	gaandeweg/adv	gesloten/adj	tovenaar/noun	thuisploeg/noun	gemeente_personeel/noun	gedachte/noun	hobby/noun	linnen/noun	tak/noun	prikkeldraad/noun	ongestraft/adj	tegenstander/noun	nadrukkelijk/adj	overvloedig/adj	stuiter/verb	thema/noun	stoeprand/noun	seconde/noun	stop/verb	deugd/noun	penalty/noun	rechter_been/noun	overkant/noun	soms/adv	lantaarnpaal/noun	af/adv	ga_uit/verb	rugzak/noun	gebeurd/adj	ondertussen/adv	telkens/adv	vinger/noun	song/noun	Kempenaar/noun	volk/noun	even/adv	ziek/adj	pan/noun	gewoon/adj	zie_uit/verb	of/adv	dimensie/noun	geheugen/noun	meter/noun	zuiver/adj	partner/noun	sfeer/noun	deksel/noun	koers/noun	Stationstraat/noun	naar/adj	mama/noun	ordening/noun	vonk/noun	contractueel/adj	fel/adj	zelf/adv	rem/noun	echo/noun	herstel/noun	vorm/noun	onmiddellijk/adj	sjaal_DIM/noun	duikel/verb
langzaam/adj	0.0	0.71527386	0.9149699	0.83949566	0.7398361	0.93477905	0.88805956	0.81960475	0.87643975	0.86411893	0.845484	0.71479464	0.84151155	0.91414666	0.8216275	0.81425214	0.76685643	0.83017814	0.8152684	0.9232346	0.7860585	0.8575303	0.74198335	0.77746934	0.8168187	0.7920617	0.81984717	0.8753209	0.7982039	0.8929994	0.86710656	0.7909982	0.83960885	0.881137	0.8188262	0.87786204	0.8458605	0.9088528	0.79538935	0.87666947	0.75264084	0.8845555	0.82789856	0.7941623	0.75189614	0.76454663	0.87673706	0.8484658	0.8176946	0.8202476	0.7414899	0.7818107	0.7949507	0.8245804	0.81453264	0.7042829	0.8898518	0.8518305	0.7691361	0.80723333	0.75051886	0.81516325	0.89059436	0.8458158	0.79614186	0.82076705	0.8445952	0.8177075	0.89626485	0.7964815	0.6072651	0.84427035	0.7863803	0.6955589	0.7721387	0.8229926	0.7879095	0.9283706	0.91213036	0.7929493	0.8107122	0.8207859	0.8263882	0.6900951	0.852846	0.8953344	0.77327013	0.84128153	0.7474487	0.8519025	0.88596886	0.88294387	0.80055165	0.7701823	0.7650104	0.8317957	0.8525745	0.8446132	0.7702194	0.76703167	0.87972766	0.77653974	0.92174745	0.8323819	0.74233997	0.8621769	0.80831194	0.79574513	0.8428073	0.8399786	0.83194613	0.7656663	0.81678456	0.85503167	0.91599774	0.782647	0.808836	0.8185036	0.84006625	0.8826181	0.8587358	0.84600204	0.86562115	0.80624884	0.85070074	0.9145445	0.75024873	0.9085564	0.81879085	0.8162161	0.8122208	0.7655488	0.7737333	0.8508646	0.85039216	0.881933	0.8528765	0.8239871	0.8738341	0.9131731	0.88686764	0.8680236	0.79785806	0.7352039	0.82197154	0.7868651	0.7939882	0.69357276	0.878946	0.70193976	0.78348356	0.8286139	0.82353413	0.85042864	0.914723	0.8091912	0.79570544	0.82678896	0.7888967	0.80105233	0.82259697	0.82713115	0.79914635	0.86077565	0.8305129	0.9145131	0.79406697	0.941834	0.72432375	0.8155168	0.7531105	0.854939	0.8394273	0.85108477	0.784786	0.84288985	0.7400102	0.8320035	0.78881687	0.86970186	0.9013218	0.7992445	0.7456387	0.7944387	0.7838454	0.69375676	0.9154103	0.856706	0.76037204	0.7149637	0.79712844	0.6771466	0.83654815	0.8080561	0.74748623	0.7453673	0.8230336	0.88520813	0.94254845	0.83579344	0.6323341	0.633149	0.8218626	0.8608672	0.85588646	0.8032839	0.8134992	0.791226	0.8997628	0.55681145	0.7554333	0.7812468	0.88524234	0.77704763	0.81453145	0.91034395	0.681689	0.9095613	0.7566187	0.80768156	0.9204777	0.8248421	0.85286045	0.83100414	0.770558	0.7947762	0.8766863	0.787546	0.8388782	0.9203749	0.9396971	0.8671717	0.81206864	0.8455752	0.83697885	0.8651396	0.7900854	0.834251	0.91169614	0.8589432	0.8290534	0.8709277	0.72902524	0.84458715	0.71410227	0.84051186	0.8489983	0.7979073	0.8976824	0.86063004	0.8476892	0.77976155	0.80027384	0.8039522	0.8801622	0.86276066	0.8153317	0.84516156	0.7948636	0.8651223	0.8591045	0.791902	0.811235	0.9394036	0.7838449	0.9007099	0.8136233	0.89523697	0.94415414	0.81502265	0.8642291	0.92484677	0.7317302	0.8733346	0.83580667	0.87140715	0.86376995	0.8342594	0.8015255	0.9324918	0.80307555	0.7895925	0.8968571	0.7686926	0.8657601	0.80857044	0.8606509	0.8410129	0.8112369	0.8958769	0.7168538	0.7440715	0.8409823	0.8505459	0.7153349	0.7953562	0.6689973	0.8490664	0.795418	0.7475201	0.8479786	0.85726	0.82997924	0.5750495	0.8487535	0.84585345	0.82694155	0.9053738	0.77924824	0.87801313	0.83968174	0.78591454	0.8053022	0.8659798	0.8672099	0.82349604	0.76236963	0.7967738	0.8496307	0.8313298	0.7858635	0.8499433	0.85419774	0.90519017	0.8281594	0.7599215	0.695325	0.8162384	0.6741447	0.9063421	0.8049368	0.8992934	0.6808869	0.7619232	0.7731657	0.79000056	0.87256026	0.84521806	0.76015896	0.86156374	0.7508175	0.7930741	0.8571455	0.8186581	0.8263787	0.7665452	0.7556802	0.79725516	0.9314064	0.80838895	0.7832555	0.7899766	0.92397726	0.7321654	0.82788527	0.87788993	0.82333523	0.92249894	0.81555015	0.8782413	0.74770045	0.7855172	0.7731123	0.8114608	0.7921935	0.8756963	0.86080074
rand/noun	0.71527386	0.0	0.9157957	0.91503674	0.76760554	0.9484539	0.9377862	0.8923164	0.8781382	0.87528664	0.83139014	0.8788539	0.93886554	0.93379796	0.8884456	0.89590245	0.82015526	0.894252	0.87192667	0.94261795	0.9380976	0.91172713	0.8328662	0.8302806	0.8708535	0.7823821	0.8185535	0.87050956	0.7893509	0.9026804	0.92558515	0.9275894	0.85625386	0.9355875	0.9137294	0.9455854	0.87893116	0.94046986	0.93149215	0.9212131	0.79566324	0.9063738	0.88758487	0.87690336	0.69611025	0.8210282	0.9141458	0.8484037	0.8552677	0.8205588	0.8601415	0.8662342	0.88497674	0.9298208	0.8641318	0.8412033	0.9192454	0.92149884	0.76190287	0.851421	0.8088369	0.9166512	0.91086495	0.8406097	0.87178004	0.85253024	0.8468752	0.75600374	0.92921627	0.8396315	0.72737646	0.7455919	0.91763914	0.791924	0.8491946	0.77665555	0.8507087	0.9605466	0.8566154	0.8880755	0.869646	0.8611926	0.8454244	0.7477615	0.9209085	0.9022722	0.87052757	0.83911586	0.6402221	0.89373064	0.9027924	0.9312694	0.8921913	0.7825432	0.7408105	0.8413831	0.9004982	0.8736874	0.83752894	0.87661105	0.94490147	0.76948595	0.955523	0.85053563	0.8224403	0.8435102	0.88309246	0.7393926	0.8471595	0.87776077	0.91767657	0.88620394	0.8977565	0.9345148	0.9254256	0.8732954	0.8529633	0.8536201	0.8856351	0.8821421	0.9122111	0.92219335	0.93003875	0.86775887	0.90926003	0.9098371	0.72297186	0.9395349	0.89966637	0.8136652	0.93558025	0.85538113	0.89993185	0.902347	0.8727054	0.92754406	0.8444855	0.90436006	0.8866304	0.8770107	0.94162554	0.9363265	0.86717355	0.7873363	0.91469777	0.90593076	0.8084801	0.79246217	0.94372225	0.8447219	0.8892354	0.8529624	0.8873875	0.8371344	0.94481355	0.83539873	0.7981089	0.8558028	0.7425192	0.82700133	0.8414864	0.8045397	0.8883554	0.9009702	0.8180938	0.91736597	0.83560973	0.95535743	0.8490748	0.8781414	0.8067693	0.9228856	0.91096884	0.8343191	0.8730391	0.93363655	0.8981862	0.8906505	0.8882911	0.9277185	0.9393574	0.8817944	0.7866977	0.8590891	0.7934618	0.8305014	0.88394153	0.85552514	0.8280885	0.6477238	0.7876791	0.8185117	0.8910905	0.8818029	0.8039353	0.7572359	0.88328815	0.9079151	0.94628507	0.910328	0.6656923	0.7760405	0.8523533	0.92440087	0.9154987	0.90556407	0.8958023	0.9061474	0.94140613	0.88645387	0.6812548	0.8319125	0.935925	0.79470074	0.85839987	0.9418869	0.6511632	0.9350569	0.6895207	0.8454881	0.9448866	0.85453707	0.94662297	0.86390084	0.81700784	0.8073832	0.9363815	0.7541499	0.7385984	0.94713116	0.91486263	0.89404	0.8330653	0.9005211	0.8628023	0.9464326	0.78397894	0.90764767	0.9457578	0.8914782	0.8720161	0.7859125	0.6758698	0.84363395	0.84780264	0.8208512	0.87001497	0.83705896	0.95225006	0.9350006	0.88428974	0.75606346	0.8764996	0.9028261	0.8891817	0.9208006	0.8985655	0.84741855	0.7874493	0.8699347	0.9294148	0.90649855	0.872382	0.9497241	0.77129185	0.91607386	0.8501587	0.93131745	0.9682482	0.8913379	0.81243753	0.965863	0.88589245	0.92784035	0.9429229	0.91087437	0.8829103	0.8881315	0.86347103	0.95034397	0.8920777	0.90824217	0.9649773	0.8370603	0.8648215	0.8748555	0.9115207	0.920479	0.90027046	0.92759234	0.76536727	0.8210943	0.9028992	0.9205119	0.7668066	0.9014196	0.8014479	0.8801166	0.87191904	0.8035989	0.9174803	0.8509103	0.8814183	0.85280955	0.8175236	0.88605404	0.9137608	0.8927999	0.8934009	0.9329016	0.8298158	0.7830768	0.76393384	0.8990584	0.91502285	0.9058613	0.79373026	0.79680395	0.91544646	0.8200487	0.9159567	0.90643746	0.9236672	0.92864573	0.8660833	0.6334493	0.83770573	0.7804287	0.8306391	0.9720148	0.8009504	0.93702483	0.8498755	0.86713254	0.80148065	0.9084413	0.9313622	0.8874301	0.8226718	0.94410026	0.7764865	0.8691859	0.866072	0.8987696	0.88738525	0.8668721	0.707554	0.8648552	0.9553312	0.8777374	0.7652799	0.9128358	0.9172554	0.8485786	0.8706628	0.8947241	0.86102146	0.9398632	0.88802505	0.9396388	0.8759573	0.85695803	0.9091331	0.87440443	0.9008073	0.83492583	0.8665737
zestien_meter/noun	0.9149699	0.9157957	0.0	0.94912153	0.93966264	0.97150916	0.93028766	0.95450616	0.9443367	0.93346447	0.9090321	0.8875813	0.94425344	0.95249194	0.9498978	0.953703	0.9525234	0.946157	0.85852456	0.9427632	0.8296281	0.9664026	0.93873084	0.93395174	0.95496416	0.88603336	0.9483334	0.8672733	0.9313569	0.8739099	0.933085	0.92831683	0.9543883	0.8997144	0.88057363	0.7992216	0.9593912	0.94298095	0.8483999	0.9616469	0.91512126	0.9005709	0.9237737	0.9464165	0.9018338	0.9204947	0.92960936	0.80379754	0.92670685	0.9454725	0.85446113	0.94472826	0.8870319	0.91939163	0.96002436	0.9017656	0.8028792	0.95372194	0.8350898	0.9272317	0.8956141	0.8878666	0.6382725	0.9264029	0.8985591	0.9481361	0.93038565	0.9164721	0.9758436	0.9220084	0.9044987	0.92420757	0.9491212	0.93444514	0.9218522	0.6099094	0.9451434	0.95992184	0.9434547	0.67968535	0.9402009	0.8912038	0.94657516	0.9235398	0.9540766	0.5988563	0.8849996	0.91706675	0.89193946	0.9395577	0.9173051	0.940755	0.9264668	0.9408368	0.8954086	0.900939	0.9488971	0.92052376	0.896467	0.95095265	0.907281	0.9047571	0.9682642	0.9104828	0.93694556	0.6784322	0.9042069	0.94704676	0.8900878	0.9245596	0.8902321	0.90986615	0.91842115	0.90966094	0.9532434	0.9310306	0.9234697	0.94257754	0.9385788	0.9221226	0.9444047	0.95013934	0.9549402	0.8952403	0.90114605	0.9432205	0.93409455	0.8721851	0.9303881	0.905246	0.96736306	0.9435378	0.8502292	0.92900187	0.9642857	0.8629784	0.9480034	0.92361087	0.931905	0.93340564	0.961802	0.95305496	0.9182105	0.91244644	0.72105044	0.9172896	0.9261272	0.934693	0.90377367	0.9169612	0.8013347	0.93443227	0.8547561	0.93167126	0.95762813	0.8963024	0.93741757	0.8683091	0.9369028	0.9415598	0.9324731	0.9146272	0.89732033	0.9295945	0.94166076	0.73225546	0.89883333	0.6377548	0.92424387	0.9482212	0.9159858	0.89990866	0.9157056	0.9423193	0.93528235	0.9080465	0.92713684	0.92955446	0.92768824	0.9132925	0.8435726	0.899724	0.86952347	0.9079378	0.9072297	0.9135201	0.9179675	0.8992722	0.91028655	0.8828675	0.91822994	0.86331546	0.90469354	0.85230577	0.9120183	0.9234693	0.80799496	0.9507861	0.9275966	0.94638014	0.9067667	0.8178588	0.9125509	0.94865537	0.94230604	0.89975137	0.9554797	0.94489455	0.7478446	0.8821611	0.9300817	0.91058874	0.7871312	0.8821571	0.8679909	0.8066249	0.92693436	0.8049604	0.91961193	0.6948116	0.9696468	0.9228293	0.9403811	0.8842758	0.9354939	0.9391726	0.9698135	0.92980456	0.9249604	0.9524852	0.97644466	0.94720846	0.9409527	0.96330494	0.94105774	0.8187888	0.92483765	0.9020463	0.9568808	0.9335543	0.92558706	0.9449948	0.90110976	0.96377563	0.8367909	0.9518679	0.91866904	0.9546096	0.9572056	0.7314234	0.9345	0.7039554	0.9482683	0.95320314	0.92502284	0.94490963	0.9618916	0.9343637	0.8732668	0.5147816	0.9548803	0.8939215	0.92670333	0.97799027	0.9127131	0.71548945	0.88291824	0.95790064	0.808605	0.88382477	0.9207838	0.9654625	0.8297847	0.9449536	0.9005242	0.9732719	0.8109163	0.9071521	0.8988333	0.6452733	0.92722183	0.9306125	0.94509184	0.882574	0.9334462	0.8583278	0.66330886	0.94289315	0.7602681	0.97006655	0.9129467	0.8504437	0.82229865	0.9017174	0.85947686	0.9205601	0.8901857	0.8515572	0.91958773	0.9235385	0.87745667	0.9328341	0.95656496	0.8994758	0.9363318	0.93709767	0.7233478	0.92346895	0.9427283	0.9425689	0.93883765	0.9170111	0.9448666	0.8885843	0.8233099	0.91542345	0.94802403	0.8653083	0.9621302	0.91190344	0.89197385	0.9069424	0.9379958	0.6471497	0.83424926	0.7734469	0.87893164	0.9119894	0.8825602	0.97742	0.9247395	0.93011326	0.9225742	0.84415895	0.9016255	0.9365997	0.88548446	0.9389849	0.8715763	0.94881445	0.9231419	0.9070871	0.9428116	0.9177106	0.9599217	0.9473666	0.8991531	0.87936234	0.94622016	0.9489664	0.90842694	0.927532	0.97190887	0.91655636	0.9197439	0.94406337	0.943983	0.9391747	0.87852234	0.9113833	0.9059859	0.9440492	0.94449514	0.9475587	0.87542313	0.9358185	0.9391172
aantal/noun	0.83949566	0.91503674	0.94912153	0.0	0.83327615	0.8852158	0.8137777	0.90694034	0.8587177	0.8321086	0.84202164	0.74165946	0.8047482	0.76413137	0.891857	0.9005809	0.89018047	0.81934273	0.8872245	0.8644523	0.7677506	0.9099082	0.83664775	0.82518023	0.67400813	0.8973183	0.8114454	0.8886155	0.83835584	0.7384746	0.8455323	0.8992355	0.87289244	0.8549347	0.89308894	0.8847396	0.89666605	0.87908185	0.85389626	0.89612794	0.9207256	0.90907055	0.86573213	0.8773629	0.902616	0.8616799	0.91122806	0.93373084	0.85827386	0.89952385	0.83374405	0.8531146	0.89147604	0.8975528	0.9488411	0.78303194	0.9331182	0.89102036	0.9485155	0.849533	0.90379775	0.87409896	0.949688	0.9272962	0.92466766	0.89525187	0.91632736	0.89036965	0.90732044	0.91281533	0.9071244	0.8119254	0.8743079	0.86891145	0.9152647	0.92704195	0.8622207	0.9483239	0.7967013	0.896194	0.79568636	0.86399555	0.9142788	0.84718335	0.9030071	0.93951756	0.79005706	0.9245545	0.895362	0.86144006	0.7530442	0.8889804	0.84398013	0.8793577	0.90495414	0.9367328	0.8396272	0.931802	0.9144635	0.88136196	0.93549585	0.9226451	0.9688688	0.94596374	0.9486613	0.90808487	0.88973844	0.7942237	0.9136101	0.8308064	0.893896	0.848693	0.91190946	0.9637996	0.8449016	0.7961135	0.87719744	0.8915029	0.8322005	0.91056055	0.7274016	0.88621664	0.86615264	0.93035567	0.6902431	0.9130279	0.8980194	0.8560736	0.8534166	0.88770574	0.8189779	0.9084087	0.9045603	0.89493984	0.71620345	0.9018678	0.8807677	0.8879786	0.9163336	0.9134991	0.9156458	0.84285295	0.8974709	0.91499764	0.9179893	0.8780853	0.88153374	0.81888014	0.8990477	0.87201923	0.8677427	0.7201309	0.8755316	0.8975966	0.86122346	0.9220527	0.8907899	0.9022312	0.8788918	0.83708787	0.9105424	0.894908	0.85717624	0.82202226	0.88693225	0.9176477	0.94261575	0.93880385	0.8315965	0.9009045	0.8438468	0.8920249	0.8864688	0.90995055	0.908871	0.8474388	0.9456819	0.8250746	0.8962355	0.86213326	0.87795407	0.7758757	0.93349445	0.72483355	0.88334334	0.79538715	0.9008383	0.9113716	0.8716872	0.9235956	0.89346504	0.9177854	0.816999	0.81735283	0.89458954	0.89096975	0.893211	0.8885243	0.7781038	0.8690803	0.91844344	0.8322956	0.9025628	0.8660375	0.95869124	0.896381	0.8223827	0.79825664	0.9272005	0.79347765	0.89667535	0.8861675	0.82098424	0.8558098	0.8449921	0.9497972	0.9047138	0.79032373	0.9021085	0.93987894	0.864083	0.8738564	0.81968033	0.88571906	0.8502465	0.89157873	0.90168923	0.9181841	0.86206734	0.8329795	0.94231653	0.8337205	0.9079769	0.84770966	0.7591127	0.90778106	0.82509476	0.879613	0.90727854	0.79889685	0.8052888	0.9202959	0.8877064	0.82898194	0.9285514	0.7807575	0.9094623	0.9000539	0.96119547	0.90513974	0.91735554	0.92600155	0.8530958	0.9009484	0.87674105	0.8745874	0.86343545	0.9551137	0.91481364	0.9343041	0.84043473	0.82994485	0.91342133	0.9121855	0.8823006	0.9249934	0.87175834	0.91356456	0.96698415	0.7551951	0.9126584	0.89907706	0.9076581	0.7782186	0.8526919	0.9078914	0.7977613	0.82296544	0.87112784	0.9326644	0.90592766	0.9257591	0.8260058	0.86289155	0.9217282	0.9106636	0.9397807	0.85856014	0.9142432	0.8881683	0.8932982	0.8535811	0.83011657	0.90730166	0.8823566	0.9100247	0.92287743	0.8902399	0.8006276	0.7982103	0.8402299	0.8950863	0.924937	0.8265246	0.85923743	0.9279919	0.9283567	0.85162425	0.9121536	0.91589177	0.93001866	0.86304146	0.8984641	0.8342133	0.89904064	0.86591697	0.8770298	0.9301121	0.8538267	0.92701006	0.89753133	0.8768515	0.9126776	0.9295023	0.91456014	0.9129135	0.8434584	0.91489786	0.92039406	0.85044515	0.8791734	0.88229084	0.79998636	0.8170544	0.9469206	0.9043915	0.947017	0.93126553	0.8710626	0.7864237	0.93269265	0.87245417	0.92876184	0.7937556	0.85502476	0.85844064	0.9023825	0.8756759	0.81802875	0.9163187	0.93805826	0.7917177	0.88613284	0.86610955	0.9224652	0.8643559	0.9231471	0.7744242	0.8794055	0.8405148	0.852595	0.87414885	0.81592524	0.8369096	0.83716404	0.9565196	0.8793097
trek_weg/verb	0.7398361	0.76760554	0.93966264	0.83327615	0.0	0.8882546	0.8627094	0.90110356	0.8882289	0.86292684	0.8884231	0.87150997	0.8920534	0.8947197	0.86115617	0.8339946	0.80087644	0.8442143	0.84842026	0.91818815	0.86359614	0.88266265	0.8099854	0.8141488	0.8040564	0.836391	0.7000451	0.8897717	0.84836924	0.88809925	0.9069164	0.8918343	0.8099293	0.9471016	0.84517825	0.9367452	0.8821428	0.8891732	0.8809473	0.92033523	0.82763505	0.912258	0.83465374	0.8537959	0.7792041	0.8191285	0.8875209	0.861337	0.8426734	0.86015964	0.8374295	0.86015147	0.83805966	0.8792309	0.8125711	0.77930284	0.9223654	0.91493237	0.8413503	0.82800406	0.79074275	0.849105	0.92811894	0.83168757	0.87176466	0.8957952	0.81714857	0.8743922	0.8924958	0.8382108	0.7213286	0.80368423	0.86147213	0.8141069	0.85459083	0.86670756	0.85511994	0.9588706	0.86610156	0.88684386	0.84274423	0.88006717	0.8929418	0.8178669	0.86646223	0.9078175	0.8197407	0.86574316	0.790117	0.85352826	0.84311223	0.9098954	0.8605326	0.7837442	0.81400657	0.878325	0.8669041	0.84663105	0.8756486	0.86109865	0.9246749	0.8322327	0.95678234	0.82813704	0.8337791	0.87838763	0.87830055	0.8041911	0.7939273	0.86228305	0.8727095	0.82175636	0.8739133	0.9231704	0.9010486	0.8036354	0.84565806	0.8651502	0.83539784	0.8676077	0.8555657	0.880659	0.91297644	0.87469137	0.8746091	0.94111377	0.79405093	0.904899	0.85148823	0.8260476	0.8860147	0.8325233	0.8361268	0.8884965	0.81257147	0.9289261	0.8693269	0.87986976	0.8916505	0.9017898	0.93018353	0.90145546	0.8395077	0.8323922	0.9038766	0.8464173	0.8261919	0.79068726	0.9210038	0.8223885	0.8669177	0.81228995	0.8477415	0.8314769	0.91054714	0.8603314	0.7958099	0.86929226	0.80034006	0.8399589	0.83111334	0.84788996	0.85069144	0.83031064	0.8509236	0.91233635	0.8377791	0.95023423	0.83320653	0.86878896	0.7665435	0.8964146	0.88580436	0.8416234	0.87984014	0.8821707	0.8497328	0.85774565	0.8880614	0.9038217	0.89697677	0.8270687	0.8080642	0.83996075	0.7880694	0.8214787	0.8628973	0.85921687	0.8406532	0.7743677	0.8455099	0.79601926	0.8387027	0.8553661	0.76632214	0.78123003	0.86295235	0.9074462	0.922278	0.8848866	0.7454108	0.7741798	0.82443947	0.91701454	0.8901333	0.87550765	0.8558574	0.8518088	0.93172204	0.8484151	0.7873219	0.816138	0.8979566	0.8246021	0.89096934	0.93922836	0.73591185	0.9246996	0.7644564	0.83831435	0.91190124	0.8739356	0.90540755	0.8204836	0.80242336	0.8206481	0.9205811	0.82983935	0.83422035	0.9137858	0.9244322	0.85398364	0.8312722	0.83624136	0.8573658	0.9042076	0.812662	0.8920521	0.92369974	0.84728533	0.84861827	0.85268795	0.7717423	0.8222228	0.82509804	0.7278341	0.88204044	0.82499564	0.95160395	0.90783197	0.8748466	0.86111665	0.86013234	0.88874966	0.8679959	0.91248655	0.88901293	0.86597335	0.8172493	0.8921757	0.90583575	0.80848145	0.8434882	0.9417062	0.8331883	0.90110517	0.82461536	0.92237926	0.9625834	0.85713804	0.85078883	0.94111055	0.8491481	0.84482795	0.88383645	0.92618245	0.87027925	0.86072075	0.83749986	0.93973786	0.86404943	0.8942622	0.9235111	0.81286967	0.8386152	0.86577356	0.91958266	0.8787423	0.92289925	0.9008584	0.77844095	0.8424828	0.8796947	0.8651995	0.80603164	0.85738885	0.78913695	0.86622036	0.8172736	0.7988123	0.88604015	0.8858312	0.8792176	0.79824126	0.8351646	0.88741434	0.8940569	0.89844114	0.8878206	0.8732849	0.84426874	0.8059	0.8068677	0.8534933	0.87951696	0.87602997	0.76555514	0.8563351	0.9004676	0.876313	0.9123594	0.8664023	0.89652675	0.92984325	0.9007669	0.8082782	0.7935693	0.85425305	0.7861434	0.90142035	0.8148274	0.9168494	0.83261454	0.8400067	0.85702586	0.8923127	0.9205438	0.84808105	0.8235558	0.8639819	0.82704955	0.8358374	0.88131946	0.8800529	0.87018496	0.8457303	0.84924793	0.8211424	0.8965266	0.8764367	0.845699	0.90408725	0.8960091	0.8253832	0.8466781	0.90073675	0.83467907	0.9039872	0.8213204	0.87319756	0.85342413	0.86537844	0.84859043	0.8683548	0.8631007	0.8515809	0.88959444
