	langzaam/adj	rand/noun	zestien_meter/noun	aantal/noun	trek_weg/verb	gelijkwaardig/adj	schiet/verb	poëzie/noun	gezelschap/noun	maar/adv	Waals/adj	steven_af/verb	vrij/adj	alweer/adv	snelheid/noun	scoor/verb	bocht/noun	systeem/noun	statuut/noun	tegelijk/adj	puur/adj	hoop/noun	component/noun	podium/noun	echter/adv	naam/noun	kronkel/noun	enorm/adj	isolement/noun	bijvoorbeeld/adv	arm/adj	cd/noun	werk_af/verb	constructie/noun	concurrent/noun	tijd/noun	kleding/noun	punt/noun	iemand/noun	broer/noun	voorsprong/noun	design/noun	mede_leerling/noun	laat/adj	puzzel/verb	blik/noun	h/noun	man/noun	sluimer/adj	ergens/adv	wagon/noun	graag/adj	verhaal/noun	rood/noun	wagen/noun	zak_DIM/noun	opnieuw/adv	rij/noun	meisje/noun	raadselachtig/adj	te/adv	toeschouwer/noun	misschien/adv	laaghangend/adj	licht/adj	erkenning/noun	dribbel/noun	klassieker/noun	voet/noun	auto/noun	kop/noun	arm/noun	overal/adv	heel/adv	gelijkmaker/noun	zakdoek/noun	stuur/noun	klacht/noun	top/noun	naai/verb	vuur/noun	wolk/noun	zone/noun	mee/adv	rechthoek/noun	beeld/noun	wagon_DIM/noun	Brussels/adj	fietser/noun	halfuur/noun	toestel/noun	trein_DIM/noun	eindeloos/adj	hunker/verb	ongeluk/noun	doorgebroken/adj	zelden/adv	touw_DIM/noun	weerszijden/noun	helemaal/adv	masse/adv	geregeld/adj	wielertoeristen/noun	banaal/adj	weg/noun	bar/noun	veter/noun	evident/adj	pyjama/noun	afdaling/noun	poëtisch/adj	ronde/noun	los/verb	waarom/adv	poot_DIM/noun	son/noun	hand/noun	oog/noun	stip/noun	perfect/adj	klein/adj	sla/verb	houd_over/verb	doelman/noun	sprinter/noun	ergens/noun	er/noun	maak_op/verb	raak_kwijt/verb	fiets/noun	ideaal/adj	zondag_avond/noun	outfit/noun	trui/noun	muzikant/noun	kwestie/noun	pedaal/noun	slechts/adv	trouwring/noun	houvast/noun	tas/noun	verandering/noun	toen/adv	brei/verb	kamp/verb	opening/noun	roem/noun	beugel/noun	time/verb	gek/noun	wiel/noun	rust/noun	hersens/noun	kar_DIM/noun	golf/noun	geluid/noun	meteen/adv	tijdelijk/adj	auteur/noun	duim/noun	getrokken/adj	afwerking/noun	doos/noun	textiel/noun	bal/noun	bouwsel/noun	zweet/adj	blijf/verb	negeer/verb	decoratief/adj	scheidsrechter/noun	schouder/noun	strafschop/noun	herinnering/noun	duw/verb	dagenlang/adj	renner/noun	allemaal/adv	kraag/noun	link/noun	rad/noun	kijker/noun	beetje/noun	strijker/noun	brom_fietser/noun	speler/noun	er/adv	top_schutter/noun	been/noun	immers/adv	ketting/noun	voor/adv	haak/noun	kabel/noun	hoofd/noun	muur/noun	onderaan/adv	toe/adv	doelbewust/adj	fataal/adj	nestel/verb	fluit/verb	leg/verb	teen/noun	ken_toe/verb	anekdote/noun	water/noun	vervolgens/adv	demonstratief/adj	eind/noun	lach/verb	zo/adv	remedie/noun	onzekerheid/noun	slotminuut/noun	snel/adj	gevel/noun	gestalte/noun	foutief/adj	ladder/noun	wagen_DIM/noun	lijn/noun	Bangoura/noun	berg/noun	manoeuvre/noun	plastic/adj	trap/verb	verslag/noun	negatief/adj	val/verb	vracht_wagen/noun	zit/verb	uur/noun	plank/noun	zwembad/noun	reden/noun	kom_terug/verb	broche/noun	donderdag_morgen/noun	oma/noun	Cubaans/adj	stuk/adv	mis/verb	zin_DIM/noun	orde/noun	onbekend/adj	voertuig/noun	kleed_DIM/noun	metalen/adj	even/adj	bescherm/verb	kar/noun	mondharmonica/noun	uitblinker/noun	brok_DIM/noun	trap/noun	trein/noun	leven/noun	dief/noun	scenario/noun	klassiek/adj	lijf_DIM/noun	mat/noun	strafschop_gebied/noun	detail/noun	papa/noun	23/noun	los/adj	ref/noun	ontwijk/verb	regisseur/noun	Crasson/noun	word/verb	deur/noun	oor/noun	8.15/noun	dan/adv	leverancier/noun	nog/adv	begin/noun	stang/noun	onhandig/adj	elf_meter/noun	tijdje/noun	alles/noun	beneden/adv	wetswijziging/noun	na/adj	hoed_DIM/noun	net/adv	kwartier/noun	macht/noun	minuut/noun	schrijver/noun	woest/adj	onverbiddelijk/adj	kort/adv	onderdeel/noun	durf/verb	achter/adv	energiek/adj	en/adv	onderuit/adv	alleen/adv	beuk/verb	een/adv	zet_om/verb	verdediging/noun	pin/noun	doe_mee/verb	harnas/noun	gaandeweg/adv	gesloten/adj	tovenaar/noun	thuisploeg/noun	gemeente_personeel/noun	gedachte/noun	hobby/noun	linnen/noun	prikkeldraad/noun	tak/noun	ongestraft/adj	tegenstander/noun	nadrukkelijk/adj	hang/verb	overvloedig/adj	stuiter/verb	stoeprand/noun	opmerking/noun	seconde/noun	stop/verb	deugd/noun	penalty/noun	rechter_been/noun	overkant/noun	soms/adv	succes/noun	lantaarnpaal/noun	af/adv	rugzak/noun	telkens/adv	vinger/noun	song/noun	volk/noun	even/adv	ziek/adj	daar/noun	pan/noun	gewoon/adj	zie_uit/verb	of/adv	dimensie/noun	geheugen/noun	meter/noun	zuiver/adj	partner/noun	sfeer/noun	deksel/noun	koers/noun	Stationstraat/noun	naar/adj	knoop/noun	mama/noun	ordening/noun	contractueel/adj	traditioneel/adj	fel/adj	zelf/adv	rem/noun	echo/noun	herstel/noun	vorm/noun	onmiddellijk/adj	sjaal_DIM/noun	strompel/verb
langzaam/adj	0.0	0.6664256	0.9202575	0.8491205	0.69015	0.9141432	0.6563204	0.78989303	0.8000083	0.711954	0.82497495	0.75785345	0.8131967	0.662398	0.5781706	0.8706577	0.6912744	0.6984896	0.90473247	0.6865918	0.773933	0.69367933	0.7759197	0.70232356	0.74008214	0.89426017	0.86978126	0.6977079	0.7996366	0.7676921	0.7557776	0.86632	0.775567	0.75671244	0.8592665	0.7749424	0.8042571	0.95438814	0.7261178	0.86359	0.82952714	0.86312664	0.7816927	0.7112808	0.8619606	0.62769264	0.8811006	0.70614374	0.7599973	0.6112019	0.6948403	0.8336632	0.8648683	0.7421508	0.7665608	0.87031096	0.6493372	0.7635185	0.8463888	0.76586175	0.68407047	0.7313483	0.76925004	0.78314537	0.64196146	0.7923959	0.85294324	0.9024519	0.66265774	0.75133216	0.6506819	0.75357974	0.70768535	0.74735916	0.85997266	0.8630327	0.7619632	0.9590337	0.6919786	0.88143224	0.67588544	0.616865	0.8976923	0.6937794	0.88938296	0.69181776	0.76888794	0.8380148	0.77442956	0.8390159	0.75449467	0.64110076	0.5853735	0.82311827	0.6583226	0.784757	0.80775857	0.7474488	0.7474419	0.74919474	0.7911018	0.67020917	0.9463749	0.82700855	0.6309695	0.85073906	0.7960531	0.9797424	0.8508284	0.65364254	0.8140662	0.8119887	0.7009846	0.8468658	0.6655281	0.95378554	0.86201704	0.740049	0.89647496	0.7039683	0.6962924	0.76334393	0.7958361	0.87999046	0.7107458	0.8864841	0.88324744	0.78515244	0.6708931	0.76157683	0.83456534	0.7558502	0.87943995	0.80828774	0.8059039	0.84716904	0.75208414	0.7461555	0.9626599	0.70637167	0.78875875	0.7019279	0.79792225	0.83376724	0.8189838	0.78163743	0.7961626	0.85240495	0.79823524	0.7960354	0.58536756	0.84951234	0.78969616	0.6790715	0.72101796	0.6113465	0.72866833	0.7943882	0.84696484	0.83099496	0.6560669	0.84860784	0.751331	0.7730924	0.751486	0.8016009	0.8421294	0.79323685	0.75849575	0.77598274	0.81699824	0.77251035	0.89975095	0.7377291	0.6160225	0.7465733	0.7729376	0.7765658	0.7798904	0.811409	0.67948127	0.6208673	0.73788005	0.7234396	0.8365036	0.8452151	0.79219157	0.95288736	0.620733	0.8004403	0.7219801	0.6077068	0.83625174	0.6698081	0.67293435	0.67936015	0.6977208	0.6162864	0.70510805	0.6670898	0.7077637	0.8342985	0.7985712	0.736968	0.92897123	0.83548963	0.60071206	0.53884757	0.774015	0.8753783	0.8620037	0.76699865	0.8279723	0.73829556	0.9347664	0.4741512	0.69131696	0.7579039	0.89279646	0.72976893	0.710649	0.72134465	0.8892281	0.6291034	0.7439923	0.70050144	0.7912345	0.8023919	0.80865574	0.6741924	0.7463095	0.7499018	0.8127594	0.80971897	0.9230579	0.8472368	0.6157263	0.9546049	0.8396946	0.8308152	0.8485356	0.74518263	0.75345546	0.780494	0.8182414	0.8362787	0.75205326	0.84827447	0.6134325	0.6332711	0.7983847	0.67054665	0.8386502	0.90881836	0.80652654	0.7359375	0.73268056	0.7865421	0.8336425	0.82994974	0.7361102	0.78235304	0.8352634	0.8217169	0.77021545	0.7644783	0.7941635	0.64107573	0.853338	0.7984497	0.86139596	0.94860315	0.82139146	0.82871264	0.7457354	0.9350947	0.7260531	0.865421	0.82592887	0.6383039	0.83491397	0.7056831	0.9025132	0.76836175	0.7450136	0.48379672	0.880955	0.79277736	0.9270577	0.7060255	0.79139316	0.7770049	0.7587844	0.92399865	0.7175088	0.67056966	0.7796436	0.7589056	0.83662546	0.65824765	0.66398084	0.55451757	0.79017437	0.8120767	0.799611	0.7669598	0.8123343	0.8486192	0.85871595	0.8554531	0.86206174	0.68827546	0.77379704	0.8192574	0.80743194	0.92610145	0.7111269	0.91916037	0.90842336	0.7363092	0.71208394	0.83677024	0.87673753	0.71071935	0.7062627	0.7097306	0.75439715	0.77986103	0.78142637	0.70452154	0.80920863	0.88429195	0.8849137	0.67521083	0.6981651	0.5976807	0.8295832	0.8324908	0.6309997	0.7574007	0.6701199	0.79283965	0.76116145	0.8416834	0.6968703	0.841678	0.80495816	0.71662277	0.7972991	0.8047785	0.7749002	0.7990872	0.72127867	0.5982592	0.7688982	0.9431469	0.8393728	0.7766724	0.8538257	0.9440171	0.7079097	0.7324847	0.8251401	0.87720096	0.9772612	0.7763343	0.8264822	0.82985795	0.6132662	0.7007003	0.7034619	0.72627914	0.7168666	0.86024725	0.7648388
rand/noun	0.6664256	0.0	0.794522	0.9593931	0.7947467	0.9933237	0.68465316	0.9213549	0.8567906	0.9108875	0.93042463	0.8715868	0.6643802	0.7660213	0.7950595	0.81533396	0.8356167	0.935413	0.97692305	0.80390775	0.8721303	0.9320056	0.81974405	0.730183	0.8998699	0.9009087	0.93563426	0.77919126	0.88640475	0.804835	0.90255404	0.9744401	0.75925016	0.74223363	0.92190707	0.95744705	0.83966744	0.9110185	0.8115754	0.912237	0.89584684	0.9397973	0.8863406	0.90132886	0.9377041	0.7160224	0.9447748	0.84186256	0.94670224	0.7515777	0.7522324	0.88374555	0.9640616	0.6282345	0.8193907	0.75234884	0.7572486	0.83142173	0.8273237	0.9023013	0.8697416	0.78296435	0.94251734	0.8443713	0.75469744	0.9842926	0.8931856	0.95890725	0.61322457	0.8357542	0.67239594	0.77656054	0.7346359	0.96333665	0.7507386	0.881183	0.8365027	0.9627943	0.76893985	0.8524129	0.74209565	0.73264337	0.6694093	0.7793698	0.7230141	0.85726726	0.85798454	0.76791996	0.89816874	0.7304354	0.841918	0.82072073	0.8044852	0.9494201	0.76508856	0.58198345	0.90375715	0.6210195	0.70383334	0.79683375	0.88975185	0.77199936	0.93311083	0.859747	0.84428227	0.7041017	0.6959399	0.9853995	0.83457273	0.89771634	0.9223237	0.9060714	0.750344	0.89285886	0.63107455	0.99111885	0.73411167	0.9175607	0.74760073	0.81039655	0.7630894	0.77029103	0.8320129	0.65465724	0.8852009	0.8872142	0.9032025	0.8683107	0.8083438	0.8259145	0.8316322	0.86457163	0.8377984	0.8932642	0.89180154	0.98273784	0.79849553	0.94621396	0.9360551	0.88397944	0.7690085	0.97407246	0.89079785	0.88387746	0.87010056	0.7501484	0.9624481	0.8601475	0.93077934	0.8416697	0.72594684	0.8308261	0.87581867	0.742072	0.81953335	0.8544614	0.8117052	0.85580736	0.9183555	0.7902931	0.7456856	0.844635	0.7041528	0.89716315	0.58141875	0.8194142	0.84854627	0.8478626	0.82582855	0.8751576	0.6678412	0.78165853	0.8330296	0.91720515	0.5918998	0.83905125	0.8953671	0.83287287	0.7941612	0.74310577	0.9138754	0.85135096	0.89206284	0.88343096	0.8791203	0.79603875	0.874918	0.9862206	0.64510584	0.8887287	0.7215946	0.71673185	0.8122323	0.8153673	0.66208935	0.6188292	0.68734473	0.71725476	0.87965024	0.74705756	0.7990657	0.76597846	0.6345186	0.6957577	0.90350217	0.96505034	0.588012	0.5167923	0.804568	0.97224844	0.9473511	0.94751644	0.94482374	0.9094353	0.72534454	0.8331352	0.7528659	0.8933546	0.6960851	0.8451842	0.79115885	0.8553953	0.7066031	0.7472865	0.83599126	0.60633624	0.6951319	0.93748635	0.92210853	0.6502998	0.8624779	0.7725049	0.8457247	0.7117856	0.6434406	0.97529846	0.79908025	0.9711813	0.9429911	0.8876337	0.961663	0.8191686	0.8566099	0.91324526	0.992358	0.8661187	0.8413685	0.8554356	0.64845484	0.7058257	0.90707874	0.77382463	0.9605327	0.7285843	0.90822995	0.5857439	0.87323636	0.92997915	0.8298251	0.9037857	0.83468324	0.8047306	0.6396685	0.61121345	0.9219329	0.82504416	0.91953003	0.7124746	0.6912838	0.7778251	0.9470941	0.9550104	0.814987	0.6745818	0.77548313	0.9897043	0.81864643	0.9001375	0.9092343	0.9034537	0.81518376	0.7552526	0.9613867	0.8402132	0.82994044	0.6018046	0.97580963	0.8229948	0.71815926	0.5753145	0.72130716	0.90124685	0.7284417	0.9846481	0.75814885	0.6247299	0.850568	0.84501714	0.9009972	0.6642959	0.83471453	0.66781634	0.6304827	0.88768744	0.79204375	0.6847029	0.7350986	0.84760857	0.76877624	0.9352269	0.86728305	0.9233835	0.70215905	0.94538766	0.80947244	0.86729926	0.8891529	0.98775786	0.85631394	0.79202545	0.77492255	0.6401348	0.61611855	0.762845	0.6902215	0.8113369	0.6833658	0.79810715	0.9256644	0.8783079	0.7458832	0.91042405	0.71213967	0.7600061	0.6813816	0.8031751	0.9357386	0.9046395	0.72291195	0.80984324	0.74232006	0.76763666	0.91569775	0.848168	0.7064502	0.9398691	0.93690187	0.67019624	0.8558898	0.8298949	0.90219736	0.92664206	0.8710439	0.647901	0.76027757	0.9942306	0.8764389	0.67260426	0.8589124	0.91063756	0.7817952	0.8642538	0.84707564	0.98976845	0.9962383	0.8790265	0.90507346	0.9514663	0.85727155	0.8676386	0.87993574	0.9030245	0.80451995	0.85765356	0.7845815
zestien_meter/noun	0.9202575	0.794522	0.0	0.92791975	0.88416743	0.86265576	0.65786564	0.92955405	0.98778415	0.90724576	0.85833824	0.83809716	0.59391844	0.7710527	0.8024754	0.5269389	0.8623319	0.916298	0.9308589	0.9335585	0.936222	0.8823901	0.8970561	0.82849735	0.757151	0.8706568	0.9680155	0.8904357	0.9580128	0.89376855	0.95515543	0.9449218	0.7932522	0.8334875	0.9644676	0.81349796	0.9591783	0.8275195	0.8859048	0.9579785	0.588709	0.9766088	0.9427906	0.7054926	0.9151758	0.92706347	0.9059707	0.8976534	0.96238476	0.84398675	0.8955658	0.9419888	0.9717922	0.54783934	0.88359755	0.9175208	0.76953566	0.94497633	0.9637829	0.9245609	0.8433122	0.7402833	0.9169702	0.92032	0.77447546	0.9253155	0.6943123	0.9543651	0.6617038	0.90804225	0.90584457	0.76935506	0.83885914	0.94714093	0.4507659	0.9129473	0.9152262	0.8769392	0.9581388	0.9199671	0.915027	0.83121955	0.67895794	0.9216247	0.203017	0.8287578	0.924743	0.7943404	0.9382274	0.47948915	0.94437927	0.90954447	0.9068295	0.9095877	0.9340683	0.40365344	0.8203091	0.82119465	0.83892596	0.90598255	0.88447785	0.81827366	0.93578726	0.9264466	0.87023306	0.82660496	0.811151	0.9644947	0.85293335	0.92161864	0.92832875	0.92168146	0.7436614	0.91721284	0.8524599	0.9631217	0.75343853	0.8884888	0.399706	0.85619795	0.95351875	0.8152789	0.8456985	0.4062962	0.91740984	0.8939129	0.90671015	0.8758877	0.89595103	0.86935014	0.88824636	0.92190987	0.9302279	0.95090145	0.96351576	0.9356128	0.7766757	0.8840707	0.7821559	0.9210932	0.87774116	0.9819797	0.72886044	0.9211651	0.959007	0.87572014	0.9428006	0.8758168	0.9172033	0.90306956	0.9169575	0.49388522	0.90878385	0.92174655	0.9382873	0.8899299	0.6426204	0.88620055	0.9182818	0.76659113	0.9137159	0.8325047	0.9172768	0.92797357	0.47869307	0.8273662	0.8646281	0.8694884	0.8733927	0.89428186	0.5137136	0.8009648	0.34242427	0.905122	0.6896825	0.88959545	0.9623222	0.9457302	0.9321465	0.7812598	0.94093364	0.9489432	0.9356257	0.94989353	0.95521474	0.6643674	0.88176113	0.5553062	0.7425079	0.8365971	0.8711057	0.8408095	0.85100365	0.8620989	0.7418678	0.8123338	0.85974777	0.8238931	0.8521312	0.71613944	0.91892046	0.51880324	0.81983566	0.81432486	0.66972136	0.9577535	0.8565503	0.6554527	0.79972196	0.96897197	0.9470928	0.9251378	0.9511988	0.95967823	0.487247	0.7768649	0.8892832	0.82363445	0.47837615	0.84796065	0.9262133	0.73421973	0.4712416	0.90622836	0.8393636	0.8733622	0.5159172	0.89060307	0.95009345	0.7907176	0.93642807	0.9000002	0.93644565	0.888625	0.8018725	0.92649966	0.8713383	0.9736872	0.9476303	0.9156307	0.95548844	0.87025726	0.66198	0.9706466	0.95541847	0.90056056	0.853584	0.90897995	0.85040414	0.7395071	0.92402196	0.9544832	0.9650373	0.5464672	0.8469349	0.5369413	0.8649012	0.9853378	0.9729769	0.91609937	0.9566319	0.8532762	0.6549509	0.24966574	0.9806338	0.9338572	0.9791959	0.8723916	0.46451253	0.89643264	0.96311605	0.6431236	0.7280671	0.87862617	0.7851397	0.9518081	0.79806966	0.8952041	0.8562638	0.9816883	0.8691826	0.8831586	0.4500168	0.89019	0.89513147	0.80038977	0.8146507	0.6524545	0.9084364	0.771729	0.523516	0.90553486	0.52399135	0.97024167	0.88362837	0.81175333	0.63623214	0.9593075	0.7926816	0.7580585	0.8752085	0.8200917	0.5649381	0.86185753	0.7815337	0.8708931	0.5522404	0.61507046	0.87763095	0.99040025	0.93797433	0.9245184	0.94112426	0.9723822	0.5265589	0.87603784	0.880566	0.8564049	0.8452245	0.86568	0.9192773	0.69547063	0.7275994	0.90701926	0.8391787	0.95491034	0.64145875	0.79078853	0.9244855	0.7235904	0.59631765	0.9120885	0.35589457	0.6575836	0.5930719	0.8668028	0.9198714	0.8532059	0.8716944	0.92259055	0.7431792	0.7547648	0.9095403	0.92316633	0.84239674	0.95298856	0.9503188	0.8799961	0.8457848	0.96390295	0.8630762	0.9545373	0.9396644	0.8020321	0.6877526	0.94764256	0.8495696	0.8427786	0.8707495	0.9453613	0.8255959	0.9508002	0.93229795	0.9572761	0.9532143	0.95988977	0.7266582	0.8712491	0.8759414	0.9436362	0.92195296	0.89365387	0.6969441	0.9022143	0.761591
aantal/noun	0.8491205	0.9593931	0.92791975	0.0	0.7927922	0.8032943	0.88036984	0.9353309	0.7821047	0.80113745	0.79315275	0.8709458	0.8546213	0.9406793	0.81084573	0.8594879	0.87076527	0.79807115	0.75481296	0.85416085	0.9572618	0.878292	0.8087707	0.8554946	0.8111234	0.7429254	0.81337386	0.8697112	0.88352895	0.750556	0.8767712	0.8732816	0.86479926	0.8499864	0.745365	0.8642671	0.896017	0.8902945	0.8771808	0.8996515	0.8296528	0.9015404	0.8559826	0.91783154	0.89051384	0.79959846	0.9283978	0.83021164	0.85559386	0.91823024	0.81087255	0.9042091	0.83171415	0.89927506	0.8243374	0.91481596	0.87708104	0.78657687	0.8249494	0.8132976	0.7676944	0.85622686	0.8694719	0.87950224	0.81728697	0.9409376	0.89060056	0.7824427	0.9609958	0.78846955	0.9583579	0.9290233	0.8697907	0.8221281	0.9339956	0.8840732	0.91267896	0.5336379	0.9749775	0.94442147	0.8428464	0.9097182	0.8375646	0.84251523	0.89101326	0.8514333	0.8853559	0.75709355	0.82866955	0.8987333	0.76577324	0.8840956	0.8675121	0.8041944	0.8043616	0.8775856	0.7830624	0.9360899	0.8807275	0.9516683	0.8788562	0.6682135	0.812595	0.8464543	0.82421434	0.92996144	0.89572984	0.83477885	0.9055839	0.89893246	0.9056314	0.89512074	0.8432669	0.91783434	0.8950608	0.9147483	0.978501	0.87271273	0.9584221	0.88502496	0.80163485	0.8820147	0.80583346	0.9409773	0.88755476	0.95265615	0.9662735	0.87000465	0.8485878	0.8448113	0.82265246	0.68426144	0.90442806	0.8928547	0.87105364	0.8554585	0.8777319	0.60425407	0.96466213	0.82056993	0.89707243	0.8337558	0.79270184	0.8849992	0.6871922	0.893816	0.8928731	0.90167135	0.83312327	0.96743804	0.79844475	0.9299941	0.8937145	0.87859464	0.88026166	0.87959033	0.87931305	0.81185347	0.808576	0.937694	0.853462	0.940836	0.8678967	0.8150589	0.9213831	0.92021596	0.84025	0.8905189	0.81941926	0.9073358	0.81383896	0.90425557	0.92748815	0.92038214	0.8507688	0.863912	0.82247615	0.8947085	0.85615027	0.95010835	0.89739394	0.88189006	0.89621496	0.9362249	0.8329541	0.8062506	0.7731409	0.9105512	0.87773925	0.68767214	0.899769	0.7437346	0.94678396	0.8052978	0.90407854	0.9568619	0.8542385	0.88675755	0.8202679	0.8978371	0.86372954	0.88379014	0.9368371	0.90923554	0.85846484	0.84967124	0.94955474	0.8808087	0.9010937	0.9439847	0.8650911	0.9196311	0.9085337	0.8456851	0.96105343	0.8720494	0.90120196	0.8225117	0.92012	0.91661423	0.806271	0.90586555	0.9447063	0.91012347	0.846199	0.8802148	0.9510078	0.9083485	0.7880925	0.92684513	0.76732695	0.82857144	0.8864323	0.8657787	0.91941667	0.7105775	0.8913629	0.89648825	0.784681	0.9324144	0.8672302	0.68784475	0.83931965	0.91146106	0.9798569	0.66707826	0.7836322	0.9365986	0.8315052	0.9495011	0.8695999	0.91760844	0.94108826	0.8718332	0.7895459	0.9614874	0.8386839	0.9074111	0.8495332	0.93058836	0.8424417	0.8514933	0.9129665	0.9042627	0.7890618	0.9087126	0.9813997	0.81319267	0.90374756	0.83990425	0.7866536	0.8985951	0.7695183	0.9293308	0.8537016	0.8352372	0.90779763	0.7423631	0.75183606	0.94094896	0.91739094	0.83183926	0.9385927	0.8834368	0.9388731	0.88914454	0.78639317	0.9199549	0.9610006	0.8914768	0.9170668	0.9528289	0.94113165	0.81422246	0.9703382	0.8807179	0.9245028	0.7756824	0.82499343	0.86645275	0.8278476	0.8790597	0.8852436	0.8515136	0.8570662	0.7746568	0.8750508	0.9213269	0.93242025	0.87041926	0.8833593	0.7894974	0.9425295	0.9028092	0.9228034	0.7995253	0.926971	0.96298844	0.91298	0.90871966	0.93111753	0.8797019	0.87586814	0.83821607	0.9289619	0.9389536	0.8601926	0.93117964	0.861373	0.90242165	0.8553937	0.8774181	0.93221873	0.96823084	0.9393596	0.854136	0.88659686	0.877947	0.8873943	0.88968635	0.79416716	0.9727458	0.86027503	0.9611461	0.85867155	0.8216187	0.8563723	0.9589234	0.906361	0.97218645	0.85673124	0.88534534	0.83192426	0.96180725	0.9201951	0.9083787	0.84973836	0.9759314	0.8552935	0.7772833	0.8924371	0.90901625	0.909424	0.9617992	0.67138785	0.89525527	0.93744016	0.77962625	0.8557669	0.90997183	0.8856645	0.9116772	0.8701851	0.9622447	0.90568966
trek_weg/verb	0.69015	0.7947467	0.88416743	0.7927922	0.0	0.95598876	0.75621283	0.8926755	0.8981356	0.82344246	0.8297616	0.8728679	0.80711675	0.7709016	0.85048914	0.9362585	0.78004694	0.87059355	0.95036036	0.79065806	0.9178774	0.8299759	0.8135994	0.8568969	0.7755716	0.8983836	0.8990657	0.6864045	0.8770347	0.8711047	0.72084177	0.9119415	0.84908235	0.80423176	0.88404644	0.8729845	0.8621416	0.97105145	0.82713157	0.8963036	0.9075383	0.93547124	0.7333145	0.8171572	0.9196248	0.68170893	0.9626765	0.73931944	0.8329223	0.8097664	0.82567525	0.84657013	0.8789763	0.8471396	0.77844805	0.7931098	0.7144494	0.89735395	0.74941885	0.84249234	0.6734203	0.86927736	0.92269886	0.67260826	0.7261418	0.94391125	0.76409906	0.9155537	0.8056573	0.78275526	0.8168904	0.7289181	0.67610186	0.7402033	0.8843923	0.7924465	0.77582836	0.8679121	0.92688096	0.8359824	0.68563783	0.5746614	0.8789319	0.80636847	0.832797	0.7742252	0.9444794	0.8696875	0.8808665	0.914374	0.7825145	0.8697171	0.8474029	0.867324	0.7669324	0.8413043	0.8405896	0.7736665	0.68935025	0.857828	0.71413046	0.7151218	0.8773612	0.81965166	0.8196792	0.8853312	0.81376004	0.9349865	0.834398	0.8356142	0.9038677	0.83556825	0.69060606	0.83395326	0.7611445	0.9726732	0.69176364	0.8243612	0.92718583	0.83541715	0.842998	0.771787	0.8521111	0.8892728	0.8884819	0.8123987	0.95202106	0.8466555	0.81468207	0.8259256	0.9010124	0.85214806	0.8472532	0.828503	0.94214517	0.89279044	0.7231466	0.83349097	0.9082185	0.8201447	0.8095499	0.77991134	0.82988656	0.9602731	0.8065749	0.9026445	0.84783113	0.77193224	0.8941417	0.793747	0.7688781	0.92887706	0.83238804	0.8147385	0.7862282	0.7720574	0.76212233	0.81272286	0.966599	0.7299627	0.7095338	0.8968135	0.7629372	0.79388815	0.76070976	0.8422078	0.7253931	0.8365096	0.88066655	0.84820795	0.88771135	0.7449645	0.9672001	0.9390329	0.7408886	0.8442635	0.8677161	0.850551	0.72921365	0.89461064	0.7940667	0.76982653	0.88568807	0.81255996	0.87852	0.93672574	0.7501062	0.98634243	0.70272166	0.84148145	0.7768029	0.7442302	0.87236905	0.8420507	0.6923467	0.8149437	0.8605925	0.7112738	0.74723744	0.90126014	0.7875159	0.9164553	0.83821845	0.73552954	0.97032416	0.9846394	0.6396282	0.68610406	0.723488	0.9801089	0.8897127	0.8007399	0.929243	0.8975964	0.94913113	0.72043455	0.8095747	0.7255318	0.8908156	0.8465325	0.82650214	0.9014462	0.89968073	0.7095314	0.92215943	0.7131985	0.85050225	0.8376113	0.84513265	0.687695	0.7968101	0.78711545	0.90972203	0.7747574	0.7385076	0.8932631	0.79982394	0.92124206	0.7541271	0.83169246	0.88776445	0.78549045	0.8974005	0.83649635	0.9539745	0.8274689	0.81852484	0.8118645	0.74852395	0.73162746	0.74315345	0.8550263	0.9573153	0.8768281	0.82724977	0.778329	0.7823806	0.8946432	0.7637068	0.95162094	0.9116362	0.80331385	0.77117145	0.8382863	0.8358561	0.8603945	0.9809702	0.7453872	0.88870424	0.8433067	0.8728674	0.9364435	0.7896237	0.82316846	0.83462435	0.91637486	0.8241434	0.85222125	0.8728642	0.95668024	0.7448968	0.78490484	0.9041675	0.87570894	0.8786967	0.6568086	0.93132055	0.7692598	0.7214869	0.8555212	0.86702126	0.8464949	0.8894057	0.9310366	0.7432086	0.8242452	0.9115313	0.8604119	0.8422085	0.7938658	0.8083804	0.7088783	0.8828452	0.8210299	0.6881144	0.7518383	0.89117974	0.9500786	0.7084408	0.92136586	0.85634834	0.7312119	0.82967836	0.785709	0.86443496	0.92267984	0.9045527	0.95051944	0.8679753	0.81171906	0.8396317	0.8462631	0.9035618	0.8116031	0.6842867	0.70272994	0.6692208	0.7693843	0.9041274	0.75794536	0.88267606	0.95871073	0.95169175	0.87226737	0.8236969	0.7750762	0.92791903	0.7877551	0.7474495	0.78800005	0.7803297	0.84526014	0.90800494	0.84265894	0.7707572	0.8688774	0.93963766	0.76984173	0.8516059	0.85211635	0.91522187	0.9407664	0.8359387	0.8090436	0.8083943	0.9451938	0.87991524	0.775094	0.9206582	0.9072541	0.8293378	0.82332265	0.8640471	0.90535396	0.94299674	0.84936225	0.77281296	0.80651605	0.80777204	0.84811044	0.7813926	0.8212131	0.7980106	0.85614	0.82867646
