	of/adj	werk_uit/verb	passie/noun	prachtig/adj	feestelijk/adj	acteer/verb	gestuurd/adj	componist/noun	toneelstuk/noun	provocerend/adj	tegendeel/noun	wel/adv	poëzie/noun	zing/verb	maar/adv	waanzinnig/adj	kort/adj	vrij/adj	namelijk/adv	intelligent/adj	op/adv	streef_na/verb	opera/noun	schrijnend/adj	tegelijk/adj	'98/noun	bedoeling/noun	doorgewinterd/adj	hoogtepunt/noun	stuk/noun	antwoord/noun	pak_uit/verb	podium/noun	melig/adj	literair/adj	dynamisch/adj	bijvoorbeeld/adv	goochel/verb	gemaakt/adj	voedsel/noun	bedoel/verb	oneliner/noun	cd/noun	onomstotelijk/adj	script/noun	weduwnaar/noun	gemeen/adj	dichter/noun	debuut/noun	choreografie/noun	trailer/noun	breng/verb	liefde/noun	gemoedelijk/adj	Newyorks/adj	minstens/adv	verteder/adj	essay/noun	variant/noun	man/noun	onrustig/adj	zelfspot/noun	weerzinwekkend/adj	weer/adv	manier/noun	flets/adj	begrijpelijk/adj	film/noun	doe/verb	onderschrift/noun	acteur/noun	zeer/adj	feest/noun	verhaal/noun	Marokkaan/noun	zo/adj	onweerstaanbaar/adj	ben/verb	spits/adj	ontleed/verb	bloes_DIM/noun	gespeeld/adj	gewiekst/adj	mengeling/noun	ontnuchter/adj	breng_teweeg/verb	val_aan/verb	spontaan/adj	ergerlijk/adj	voorstelling/noun	aardig/adj	te/adv	toneel/noun	bundel/noun	aria/noun	licht/adj	droog/adj	geld/verb	ingenieus/adj	beeldend/adj	situatie/noun	ontwapen/adj	lady/noun	fraai/adj	heel/adv	oorspronkelijk/adj	briljant/adj	zachtaardig/adj	oneerbiedig/adj	uitstekend/adj	krankzinnig/adj	kijk_heen/verb	seizoen/noun	vaak/adj	vertoon/verb	boek/noun	tragikomische/adj	voltooi/verb	opvallend/adj	speel/verb	beeld/noun	observatie/noun	wissel_af/adj	roman/noun	eindeloos/adj	kleed/noun	bom/noun	stijl/noun	nauwelijks/adv	bijzonder/adj	surrealistisch/adj	waar/adj	and/noun	immer/adv	wreed/adj	geregeld/adj	inconsequent/adj	desinteresse/noun	grandeur/noun	lied_DIM/noun	technisch/adj	trouwens/adv	gemak/noun	verfrissend/adj	vreselijk/adj	fantasie/noun	gesprekspartner/noun	veelzijdig/adj	altijd/adv	parodie/noun	nonchalant/adj	houd_over/verb	megalomaan/adj	neus_hoorn/noun	obsessie/noun	vol/adj	kinderlijk/adj	vind/verb	muzikant/noun	vondst/noun	sketch/noun	paar/noun	wrang/adj	serieus/adj	ritmisch/adj	kritisch/adj	lang/adv	milieu/noun	improviseer/adj	nek/noun	tent/noun	vrijmoedig/adj	overtuigend/adj	onbegrijpelijk/adj	arrogantie/noun	bijrol/noun	ad/adj	zelden/adj	toegankelijk/adj	ga_vooraf/verb	gedicht/noun	uitgesponnen/adj	heerlijk/adj	slipper/noun	eenvoudig/adj	romancier/noun	slapstick/noun	schrijfster/noun	roem/noun	performance/noun	schrijf_op/verb	time/verb	barst/verb	ijdel/adj	slim/adj	eenzaam/adj	toch/adv	populair/adj	formule/noun	zwijg/adj	terloops/adj	vooruitzicht/noun	nogal/adv	idee/noun	menselijk/adj	zeil/verb	auteur/noun	nota/adv	geweldig/adj	aandoenlijk/adj	poging/noun	coma/noun	doos/noun	sprekend/adj	vele/adj	voordracht/noun	relatie/noun	onnozel/adj	dandy/noun	anderen/adv	kwartet/noun	associatief/adj	lek/adj	Nieuw-Zeelander/noun	wijn_fles/noun	subtiliteit/noun	verdienste/noun	zin/noun	drama/noun	beetje/noun	aanstekelijk/adj	thematiek/noun	gast/noun	ludiek/adj	1989/noun	bizar/adj	verzameling/noun	logica/noun	tenger/adj	spot/adj	cabaretier/noun	spel/noun	lever_op/verb	creatief/adj	eens/adv	kinderachtig/adj	belevenis/noun	commentaar/noun	stereotiep/adj	alleen/adj	haast/adv	vorm/verb	gezang/noun	emmer/noun	een/adj	hoe/adj	zoek_tocht/noun	geschreven/adj	speels/adj	klink/verb	vriendelijk/adj	reactie/noun	ziekelijk/adj	toe/adv	gaaf/adj	meedogenloos/adj	spel_DIM/noun	flits/adj	film_DIM/noun	welbespraakt/adj	presentator/noun	waan/noun	kunst/noun	ook/adv	tempo/noun	plot_wending/noun	bitter/adj	vervang/verb	versie/noun	vriendschap/noun	schrijf/verb	anekdote/noun	onwaarschijnlijk/adj	spionne/noun	danser/noun	juist/adj	vervolgens/adv	hedonistisch/adj	pretentieus/adj	lach/verb	fris/adj	zo/adv	aflevering/noun	eigenlijk/adj	onzinnig/adj	vinnig/adj	snel/adj	origineel/adj	vrouwelijk/adj	genoeg/adv	algemeen/noun	rock/noun	erg/adj	lied/noun	kamer_lid/noun	heimwee/noun	woordspeling/noun	hermetisch/adj	rem/adj	spring_om/verb	wijze/noun	helder/adj	vrouw/noun	bovendien/adv	verslag/noun	gek/adj	geil/adj	grof/adj	duivel_DIM/noun	virtuoos/adj	pianist/noun	mossel/noun	dramatisch/adj	Marokkaans/adj	adembenemend/adj	scène/noun	modern/adj	beperking/noun	compact/adj	illustratie/noun	voor_publicatie/noun	lees/verb	reeks/noun	verrukkelijk/adj	gezicht/noun	maak/verb	super/adj	beminnelijk/adj	melancholie/noun	overdreven/adj	plaat/noun	broederschap/noun	elegant/adj	element/noun	grossieer/verb	wending/noun	geïllustreerd/adj	stapel/noun	hedendaags/adj	verontrustend/adj	waanzin/noun	zet_aan/verb	1986/noun	stel/noun	musical/noun	hoek/noun	geïnteresseerd/adj	gulzig/adj	even/adj	grappig/adj	absoluut/adj	slot/noun	spaar/verb	ironisch/adj	juist/adv	ken/verb	Engelstalig/adj	bijdrage/noun	portret/noun	vers/noun	tentoonstelling/noun	patroon/noun	wat/adv	overrompel/adj	detail/noun	veel/adj	beschrijving/noun	dialoog/noun	eigenwijs/adj	geluid_effect/noun	vertel/verb	spreker/noun	stoutmoedig/adj	karikatuur/noun	komedie/noun	thriller/noun	satirisch/adj	satire/noun	stem/adj	actie_film/noun	regisseur/noun	om_kade_ring/noun	sentimenteel/adj	beschik/verb	neig/verb	onnavolgbaar/adj	blijk/verb	combineer/verb	min/adj	variatie/noun	mik/verb	onverwacht/adj	behoorlijk/adj	onschadelijk/adj	regie/noun	enthoesiast/adj	schets/verb	hoogstaand/adj	zoet/adj	onnodig/adj	reputatie/noun	techniek/noun	lijk/verb	zwart_wit/adj	rancuneus/adj	teken_uit/verb	op/adj	proza/noun	serie/noun	net/adv	passage/noun	groep_DIM/noun	bijna/adv	zelfs/adv	toespraak/noun	fris/noun	creatie/noun	fair/adj	zeer/adv	origineel/noun	maak_waar/verb	column/noun	gesprek/noun	onderdeel/noun	scherp/adj	en/adv	energiek/adj	hoorn/noun	motief/noun	dol/adj	gevoelig/adj	personage/noun	let/verb	oog/verb	buitengewoon/adj	meeslepend/adj	computer/noun	typering/noun	leesbaar/adj	goed/adj	maker/noun	onbedaarlijk/adj	moment/noun	sterk/adj	inhoudelijk/adj	messcherp/adj	laconiek/adj	uitval/noun	werk_DIM/noun	leuk/adj	cynisme/noun	Zwitser/noun	draai/noun	accent/noun	alert/adj	gedachte/noun	opmerkelijk/adj	beklemmend/adj	verbeeld/verb	spannend/adj	contrasteer/adj	voorspelbaar/adj	bloedserieus/adj	alleszins/adv	thema/noun	mild/adj	ontroerend/adj	mijne/noun	neurose/noun	opmerking/noun	overvloede/adv	bedoeld/adj	koe/noun	West_Vlaams/adj	aankondiging/noun	echt/adj	uitermate/adv	maak_mee/verb	informatief/adj	verbluffend/adj	mooi/adj	vooral/adv	heel/adj	mix/noun	luister/verb	ontzettend/adj	soms/adv	herhaaldelijk/adv	uitzinnig/adj	achtergrond_informatie/noun	prikkel/adj	af/adv	geloofwaardig/adj	ongelooflijk/adj	stilistisch/adj	absurd/adj	villa/noun	wend_voor/verb	grap_DIM/noun	naïef/adj	tafel/noun	titel/noun	uitgedost/adj	volk/noun	uit_vergroting/noun	even/adv	raak/adj	vertaling/noun	hoofdpersoon/noun	rol/noun	gewoon/adj	getekend/adj	dirigent/noun	ongekend/adj	geladen/adj	humor/noun	kleurrijk/adj	plant/noun	erudiet/adj	charmant/adj	rijk/noun	avondvullend/adj	natuurlijk/adj	rijm/verb	gevat/adj	hilarisch/adj	ramp/adv	Spaans/adj	gelukkig/adj	rap/noun	effect/noun	cosmopolitisch/adj	rest/noun	bene/adv	bevat/verb	ijzersterk/adj	fel/adj	vervolg/noun	volg/verb	pas_toe/verb	hip_hop/noun	filosofisch/adj	zelf/adv	prijs/verb	onvoorspelbaar/adj	vindingrijk/adj	scherpzinnig/adj	zet_neer/verb	onderhoud/adj	voorzie/verb	muziek/noun	lekker/adj
of/adj	0.0	0.82540965	0.7969882	0.8034431	0.8169259	0.83803636	0.84797114	0.83321357	0.82920337	0.81375957	0.8732554	0.8277093	0.765981	0.87654763	0.8497809	0.7804038	0.9045859	0.8564997	0.7283691	0.78951347	0.8460148	0.8239463	0.8335481	0.8282137	0.7517563	0.89894867	0.8686287	0.8663795	0.83712596	0.8680303	0.89311045	0.83759177	0.85163707	0.8957565	0.7428091	0.8061652	0.71639466	0.8145356	0.7888769	0.8080735	0.81202316	0.8516882	0.8840294	0.87268966	0.81325406	0.9040477	0.76803815	0.8014064	0.870295	0.8363246	0.90266573	0.8786785	0.80919003	0.844423	0.8270325	0.878402	0.866644	0.8190732	0.74299884	0.83633626	0.86678976	0.86974514	0.82484156	0.85699415	0.7461097	0.8643751	0.7951311	0.8003336	0.89813477	0.8861346	0.8380897	0.8495941	0.8063557	0.77272713	0.8274838	0.8566612	0.8071241	0.79811645	0.86220324	0.84248495	0.91291034	0.8396886	0.8540394	0.7831664	0.8924367	0.8146268	0.84087586	0.77342594	0.8386236	0.82465273	0.8177335	0.85830784	0.81043875	0.8279165	0.8968943	0.859287	0.87639314	0.85554886	0.79554665	0.79802454	0.8870866	0.8755828	0.88578147	0.8093724	0.8283105	0.8126178	0.79976153	0.8639594	0.8878085	0.8511938	0.76514393	0.8571736	0.9218752	0.6956926	0.80085325	0.8125498	0.87036616	0.8703147	0.8144926	0.91055906	0.8026142	0.8216275	0.8101044	0.8227931	0.7781458	0.82857096	0.8743597	0.7930914	0.82804555	0.7933438	0.77204335	0.8315085	0.88019127	0.81284606	0.7564055	0.7714828	0.8793695	0.87635744	0.8673015	0.81580925	0.85257596	0.79977995	0.8354044	0.828223	0.7830627	0.73832834	0.8379027	0.828293	0.7787867	0.83136415	0.84358823	0.8716879	0.81340665	0.9064667	0.7834178	0.90126836	0.75940573	0.84333694	0.8095926	0.7884201	0.8276508	0.8353995	0.8494129	0.8421842	0.8167844	0.85417396	0.8704065	0.84191465	0.91607773	0.88530767	0.84672403	0.9121351	0.83777314	0.7648851	0.8433437	0.87020874	0.8944857	0.75967324	0.8296659	0.84029526	0.81814116	0.89871436	0.82132995	0.9106593	0.79137427	0.88910633	0.87048465	0.82159746	0.84570205	0.8108472	0.82337666	0.88962436	0.8481333	0.82463837	0.79449785	0.7845164	0.81214404	0.79154164	0.7973915	0.84225786	0.8105278	0.9020664	0.773484	0.791953	0.7503603	0.85523546	0.8178625	0.8321464	0.8060588	0.79219437	0.85940194	0.8875746	0.81515706	0.78655434	0.70753545	0.8259291	0.8263417	0.78493834	0.8817104	0.8663497	0.8344024	0.86612225	0.8235275	0.9166118	0.91001916	0.8842025	0.88007605	0.86853904	0.8371738	0.8012853	0.7891345	0.8162348	0.8014375	0.7493043	0.865752	0.68536615	0.7537335	0.7790029	0.9049455	0.8768343	0.81551474	0.8312126	0.8854805	0.75095975	0.8587651	0.82048804	0.80420005	0.8713604	0.8217792	0.8067203	0.76204145	0.8153584	0.8264182	0.89248765	0.15492195	0.83606315	0.7863132	0.8442643	0.75861585	0.84594	0.8521136	0.87853235	0.8259424	0.7930972	0.8655727	0.7836962	0.753809	0.7984876	0.7586491	0.8984056	0.81293744	0.8282658	0.78104603	0.7698479	0.9064292	0.9164614	0.842257	0.87773263	0.84389627	0.8033394	0.8850527	0.78614986	0.7812685	0.8430698	0.8000624	0.8212249	0.7868011	0.91021216	0.8441007	0.8560367	0.84491515	0.8232823	0.8292905	0.8268697	0.8038002	0.9020914	0.8715843	0.7487427	0.81246376	0.83447546	0.83420855	0.8127855	0.8304792	0.826661	0.87050104	0.81650394	0.85816604	0.8463154	0.9034191	0.8411288	0.75408256	0.81954604	0.83006215	0.77723277	0.8459577	0.82294285	0.8466768	0.7905078	0.91088665	0.8250728	0.8500802	0.8525687	0.84530944	0.8436259	0.82584745	0.800518	0.78557146	0.8400638	0.8460383	0.80262613	0.9414568	0.8608795	0.80599105	0.8488511	0.84243053	0.8347065	0.8685491	0.901694	0.8129644	0.828194	0.8392889	0.8698756	0.78261495	0.7468176	0.8111484	0.8057454	0.86481786	0.8107771	0.77925724	0.81634814	0.780866	0.79628265	0.8710237	0.76098496	0.83480585	0.83660126	0.8178353	0.8723729	0.8495214	0.76212704	0.86044365	0.8409752	0.83886886	0.7735456	0.77538115	0.85878253	0.827659	0.86370766	0.81924886	0.82646763	0.8317264	0.77989256	0.8299981	0.87756705	0.830341	0.85046625	0.77102333	0.80825925	0.8336747	0.8896891	0.8694687	0.79243547	0.90486795	0.8423396	0.83250904	0.8253109	0.7976044	0.813304	0.9062801	0.8603873	0.8355557	0.8834978	0.8168949	0.8774297	0.8049234	0.81793	0.83416283	0.7757732	0.83392745	0.7943857	0.87811786	0.8173662	0.81999326	0.8254295	0.89433604	0.8661345	0.8341779	0.83105206	0.8203395	0.83613575	0.85005414	0.8167808	0.79907906	0.9137252	0.8902272	0.8833113	0.8808677	0.80305374	0.78718203	0.8443224	0.7959994	0.8098898	0.87692183	0.76777583	0.8382671	0.9105406	0.7650421	0.8679058	0.8167719	0.8129712	0.88552666	0.8448137	0.87442553	0.84420085	0.86160314	0.8072617	0.82188	0.876545	0.7730987	0.80129445	0.80801743	0.75221586	0.8457252	0.83015704	0.81166077	0.8248141	0.8004547	0.8686538	0.86359704	0.87541306	0.7749119	0.9078766	0.86472315	0.86301076	0.80055374	0.87023884	0.87682337	0.87119627	0.84001696	0.7845062	0.84776026	0.87224805	0.8322054	0.833113	0.8483696	0.78184885	0.8282367	0.83964485	0.77578944	0.83443445	0.88791525	0.7978246	0.8836768	0.80608517	0.7735947	0.8316285	0.8310536	0.8554496	0.87759113	0.8300121	0.9252864	0.7427005	0.81014144	0.8641042	0.8361809	0.8062226	0.78699845	0.8815963	0.80890346	0.8147664	0.803909	0.7862663	0.82310885	0.7919282	0.8763907	0.8359943	0.735644	0.79754	0.83922684	0.87701774	0.7982125	0.80081093	0.82949996	0.7929382	0.8234194	0.74779063	0.8532784	0.8886939	0.8057933	0.781986	0.88887715	0.8951843	0.852757	0.8150983	0.893772	0.7918169	0.86925215	0.8509546	0.7585207	0.87399924	0.80149513	0.81274337	0.87567186	0.8031032	0.8267437	0.80578935	0.7430862	0.78421676	0.8945385	0.79561186	0.8279045	0.8837881	0.80169135	0.86165285	0.8390291	0.78401786	0.86799043	0.8677734	0.87483275	0.8407972	0.8593007	0.8623028	0.8719246	0.8239464	0.772262	0.85937345	0.87126297	0.8623034	0.8778318	0.8410461	0.7972232	0.72778285	0.82431674	0.86761576	0.77692586	0.86681277	0.8865017	0.83811593	0.8953289	0.8747254	0.7762171	0.84241015
werk_uit/verb	0.82540965	0.0	0.8699802	0.7893185	0.8464115	0.8174209	0.83430547	0.87769216	0.8198179	0.8150233	0.89057076	0.8570322	0.82247555	0.90686226	0.89838946	0.8118284	0.88632804	0.8400779	0.7806732	0.73759526	0.91709054	0.7281186	0.83321035	0.8354712	0.789751	0.89085597	0.7684261	0.8988004	0.868193	0.84686863	0.81608075	0.7392806	0.9023186	0.89120805	0.7767822	0.72123146	0.72118175	0.8117699	0.75528383	0.8963832	0.7669653	0.8506253	0.8748975	0.89350283	0.7742562	0.93018866	0.86823905	0.87994593	0.8895409	0.76284564	0.9363014	0.85003185	0.8995907	0.8716791	0.8633095	0.89204764	0.87766266	0.8115313	0.7806859	0.9662808	0.91008496	0.8978163	0.8783159	0.9318435	0.771714	0.8412414	0.8176438	0.7988441	0.8938555	0.8973546	0.86027193	0.8493359	0.8831846	0.79079854	0.9294379	0.8617205	0.85442597	0.8276455	0.85265005	0.8135575	0.9464234	0.8565278	0.85051227	0.8011197	0.89554024	0.84210557	0.9255519	0.86042833	0.8888509	0.7698063	0.8043734	0.86887765	0.8483467	0.8381245	0.87651116	0.90048665	0.92551225	0.75171876	0.7091981	0.752277	0.8655106	0.8824769	0.9346758	0.79141164	0.8109985	0.7363759	0.7292835	0.912688	0.9046531	0.82480276	0.82317114	0.9018845	0.92946196	0.80152816	0.83592	0.8218325	0.86623716	0.79546535	0.7989323	0.90155554	0.8010958	0.76706374	0.8001084	0.81443155	0.78859663	0.90226173	0.9459384	0.7589544	0.87125635	0.74599695	0.8072894	0.92717606	0.89619035	0.85366505	0.87963486	0.8571828	0.8408419	0.9142326	0.88707125	0.84942424	0.72075164	0.8121674	0.90872073	0.7833831	0.91052943	0.8299195	0.82949376	0.76337373	0.8703412	0.83843064	0.8951552	0.90538174	0.837504	0.9431541	0.8449069	0.9429836	0.8260014	0.829206	0.8543023	0.79614645	0.8112678	0.9200996	0.8473897	0.83519924	0.78887016	0.83171874	0.8999248	0.81666875	0.8740995	0.9587668	0.91871774	0.89860654	0.7905057	0.83248276	0.91404283	0.8769038	0.80584925	0.83580387	0.76222813	0.8004689	0.84632117	0.8320044	0.89433235	0.95773363	0.693611	0.9289212	0.8424574	0.8907017	0.9132343	0.80827814	0.79687953	0.8838056	0.8693583	0.8911599	0.7733891	0.91087925	0.8877391	0.8457365	0.7425513	0.88550997	0.84202105	0.84960264	0.79893386	0.7542668	0.8172382	0.90825576	0.8274084	0.86985046	0.86483306	0.84536326	0.90150446	0.9388935	0.8839155	0.84238356	0.8143436	0.8022403	0.8550095	0.8473144	0.93602604	0.87562823	0.8713463	0.83363354	0.91528714	0.9349643	0.9555234	0.84344	0.87187773	0.8499216	0.8188823	0.9124451	0.805984	0.79787636	0.9139367	0.7532687	0.91520566	0.7594299	0.79865205	0.7800436	0.95147026	0.90579796	0.8871035	0.79513925	0.7661345	0.6977628	0.93184966	0.8617296	0.820842	0.85060155	0.85409456	0.8200219	0.8246082	0.7419641	0.8832355	0.9523861	0.8283727	0.84107465	0.78255224	0.7590461	0.7374893	0.84953594	0.88263464	0.8822038	0.9013562	0.9149733	0.8547264	0.8791396	0.82259434	0.8162296	0.8143604	0.9227306	0.8810351	0.9204591	0.80955917	0.79265946	0.8671879	0.8503179	0.892462	0.8510878	0.7947552	0.8727659	0.83346486	0.83200264	0.7915622	0.89254934	0.8409249	0.79845273	0.87629247	0.8947762	0.822974	0.93302983	0.85202837	0.8380742	0.8724077	0.8786863	0.7804269	0.8945213	0.8831394	0.66272867	0.86774087	0.8175565	0.84241855	0.87221503	0.836658	0.86817884	0.8462128	0.9067786	0.86678874	0.87846833	0.88546616	0.77039963	0.75357324	0.70757055	0.9500228	0.7490554	0.8164224	0.90508693	0.9040565	0.8740318	0.95058405	0.7975236	0.8893857	0.9291585	0.8132416	0.9010916	0.81457645	0.79599285	0.77539456	0.75237435	0.7703284	0.745524	0.932839	0.8471301	0.79290587	0.85818505	0.9303058	0.80606794	0.9016007	0.92630523	0.8819954	0.8671756	0.8612059	0.88903874	0.7829264	0.71345437	0.83315617	0.7682055	0.78459424	0.8518244	0.7493182	0.8157248	0.851981	0.82461476	0.9022602	0.88068324	0.83516407	0.8975139	0.8123828	0.93334657	0.9174351	0.7649425	0.8953633	0.8794278	0.84861094	0.8236537	0.78042185	0.8321654	0.8361674	0.7774124	0.8292642	0.856465	0.7648928	0.8015999	0.86098516	0.86210537	0.7385329	0.8514141	0.7435529	0.7309319	0.8536869	0.86604357	0.8688417	0.8404531	0.8762008	0.8487389	0.8123574	0.7991014	0.8359636	0.8225852	0.92119515	0.8340861	0.8385914	0.7517345	0.8467729	0.7929075	0.81431895	0.806041	0.82635	0.7310257	0.83484495	0.7495457	0.8213302	0.86628973	0.8500184	0.89138633	0.7985504	0.84471166	0.7085972	0.77789664	0.8942311	0.8551985	0.9025793	0.73739326	0.80509436	0.90440786	0.9222758	0.5681921	0.889055	0.8096537	0.8183501	0.93946487	0.80389327	0.90634763	0.92040056	0.85737824	0.8685951	0.9180263	0.74806106	0.8373991	0.7476127	0.81855655	0.84249145	0.88591385	0.82299095	0.6960144	0.8397374	0.9243749	0.83353853	0.92297655	0.79829556	0.90443695	0.82995045	0.7737803	0.8086701	0.79467505	0.7664951	0.7785243	0.8561422	0.86819375	0.7757699	0.85007167	0.7972049	0.93466616	0.9215697	0.8559847	0.65980494	0.8499603	0.88045526	0.89436716	0.81881595	0.8071897	0.9030349	0.9121208	0.8348837	0.7973746	0.87183183	0.85400707	0.7972676	0.8338456	0.79003596	0.8058341	0.8558073	0.7506232	0.88830525	0.7768252	0.6940341	0.8865591	0.80966437	0.8990629	0.9267841	0.86175865	0.9018577	0.6828202	0.94104975	0.8549407	0.7985721	0.89287794	0.75967985	0.9207914	0.7306706	0.7428856	0.8150251	0.7759312	0.8080987	0.76231956	0.9007827	0.87961906	0.8077613	0.8743235	0.8839574	0.820871	0.7574921	0.91684556	0.7166686	0.8536849	0.77634585	0.75517094	0.91503924	0.9359262	0.8578373	0.83141935	0.8256793	0.9057508	0.90788233	0.932774	0.87739027	0.8127815	0.89658165	0.81359243	0.8487294	0.8712128	0.9050949	0.7949095	0.8865147	0.83160067	0.8542439	0.81054085	0.76081437	0.89269274	0.86497355	0.8109684	0.85563844	0.8582145	0.87613463	0.79893756	0.8319771	0.80923593	0.9458856	0.90861696	0.93629855	0.8760699	0.77065086	0.88133514	0.918644	0.8638488	0.69618356	0.7953863	0.90388644	0.7999898	0.7620936	0.6254701	0.8572304	0.75000846	0.875694	0.84068084	0.83184505	0.77345365	0.84539616	0.79689384	0.84113693	0.66689193	0.8209914	0.91666603
