	of/adj	om_kade_ring/noun	bijzonder/adj	commentaar/noun	werk_uit/verb	haast/adv	neig/verb	prachtig/adj	feestelijk/adj	acteer/verb	gezang/noun	emmer/noun	een/adj	hoe/adj	geschreven/adj	speels/adj	onnavolgbaar/adj	immer/adv	wreed/adj	toneelstuk/noun	klink/verb	provocerend/adj	tegendeel/noun	wel/adv	desinteresse/noun	lied_DIM/noun	vriendelijk/adj	reactie/noun	blijk/verb	variatie/noun	toe/adv	min/adj	gaaf/adj	onverwacht/adj	poëzie/noun	maar/adv	flits/adj	behoorlijk/adj	waanzinnig/adj	kort/adj	zoet/adj	hoogstaand/adj	vrij/adj	trouwens/adv	film_DIM/noun	gemak/noun	welbespraakt/adj	presentator/noun	intelligent/adj	lijk/verb	zwart_wit/adj	streef_na/verb	ook/adv	rancuneus/adj	teken_uit/verb	opera/noun	serie/noun	net/adv	passage/noun	schrijnend/adj	tegelijk/adj	gesprekspartner/noun	veelzijdig/adj	bitter/adj	doorgewinterd/adj	altijd/adv	zelfs/adv	stuk/noun	toespraak/noun	antwoord/noun	fris/noun	fair/adj	schrijf/verb	podium/noun	anekdote/noun	onwaarschijnlijk/adj	zeer/adv	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	literair/adj	danser/noun	scherp/adj	en/adv	vervolgens/adv	energiek/adj	bijvoorbeeld/adv	goochel/verb	dol/adj	gevoelig/adj	vol/adj	bedoel/verb	buitengewoon/adj	fris/adj	zo/adv	oneliner/noun	cd/noun	onomstotelijk/adj	aflevering/noun	typering/noun	goed/adj	vind/verb	onbedaarlijk/adj	sterk/adj	onzinnig/adj	moment/noun	script/noun	weduwnaar/noun	vondst/noun	gemeen/adj	sketch/noun	vinnig/adj	paar/noun	snel/adj	debuut/noun	messcherp/adj	laconiek/adj	uitval/noun	origineel/adj	werk_DIM/noun	trailer/noun	leuk/adj	wrang/adj	cynisme/noun	breng/verb	draai/noun	genoeg/adv	alert/adj	rock/noun	kritisch/adj	lang/adv	erg/adj	gemoedelijk/adj	lied/noun	heel/adj	Newyorks/adj	vrijmoedig/adj	verbeeld/verb	overtuigend/adj	mix/noun	verteder/adj	heimwee/noun	spannend/adj	contrasteer/adj	hermetisch/adj	rem/adj	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	alleszins/adv	ad/adj	man/noun	zelden/adj	weerzinwekkend/adj	ga_vooraf/verb	gedicht/noun	uitgesponnen/adj	heerlijk/adj	slipper/noun	weer/adv	eenvoudig/adj	romancier/noun	ontroerend/adj	manier/noun	roem/noun	bovendien/adv	verslag/noun	mijne/noun	performance/noun	schrijf_op/verb	neurose/noun	film/noun	doe/verb	onderschrift/noun	acteur/noun	zeer/adj	geil/adj	feest/noun	overvloede/adv	grof/adj	duivel_DIM/noun	pianist/noun	slim/adj	verhaal/noun	toch/adv	bedoeld/adj	zo/adj	onweerstaanbaar/adj	ben/verb	zwijg/adj	dramatisch/adj	aankondiging/noun	echt/adj	uitermate/adv	terloops/adj	adembenemend/adj	maak_mee/verb	actie_film/noun	mooi/adj	scène/noun	soms/adv	spits/adj	ontleed/verb	bloes_DIM/noun	gewiekst/adj	vooruitzicht/noun	mengeling/noun	ontnuchter/adj	nogal/adv	modern/adj	breng_teweeg/verb	herhaaldelijk/adv	geloofwaardig/adj	illustratie/noun	ongelooflijk/adj	spontaan/adj	lees/verb	absurd/adj	voorstelling/noun	zeil/verb	maak/verb	super/adj	grap_DIM/noun	titel/noun	tafel/noun	geweldig/adj	beminnelijk/adj	vooral/adv	uit_vergroting/noun	licht/adj	aria/noun	even/adv	droog/adj	plaat/noun	coma/noun	broederschap/noun	raak/adj	ingenieus/adj	doos/noun	elegant/adj	element/noun	rol/noun	geïllustreerd/adj	gewoon/adj	hedendaags/adj	getekend/adj	vele/adj	voordracht/noun	verontrustend/adj	ongekend/adj	dandy/noun	lady/noun	humor/noun	waanzin/noun	kleurrijk/adj	plant/noun	erudiet/adj	charmant/adj	fraai/adj	stel/noun	heel/adv	musical/noun	natuurlijk/adj	gevat/adj	kwartet/noun	associatief/adj	oorspronkelijk/adj	lek/adj	even/adj	briljant/adj	hilarisch/adj	opmerking/noun	zachtaardig/adj	oneerbiedig/adj	effect/noun	kijk_heen/verb	bene/adv	spaar/verb	ironisch/adj	bevat/verb	bijdrage/noun	ijzersterk/adj	vaak/adj	portret/noun	boek/noun	voltooi/verb	vers/noun	opvallend/adj	tentoonstelling/noun	fel/adj	speel/verb	vervolg/noun	beeld/noun	wat/adv	beetje/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	zet_neer/verb	ludiek/adj	beschrijving/noun	dialoog/noun	roman/noun	voorzie/verb	geluid_effect/noun	bizar/adj	vertel/verb	bom/noun	stijl/noun	stoutmoedig/adj	karikatuur/noun	logica/noun	nauwelijks/adv	tenger/adj	komedie/noun	spot/adj	thriller/noun	satire/noun	lever_op/verb	creatief/adj	eens/adv
of/adj	0.0	0.82571816	0.80782306	0.856589	0.81266284	0.7704462	0.8913681	0.81669694	0.77013046	0.8855851	0.871017	0.96189713	0.4694516	0.81003875	0.85107535	0.7354719	0.72650504	0.88070834	0.7065971	0.8974069	0.85984707	0.77960354	0.9122861	0.80568975	0.9486856	0.81702715	0.85381514	0.8888383	0.8958382	0.8562119	0.86475253	0.9195695	0.8906792	0.8388727	0.87313193	0.90791416	0.81404305	0.82534367	0.78483844	0.87492967	0.8748858	0.84212655	0.8859366	0.85627013	0.69464064	0.91193926	0.94799876	0.8552176	0.81653416	0.82641816	0.925539	0.8572544	0.87312216	0.92533743	0.91571754	0.9230112	0.86124325	0.9106708	0.84921396	0.8052404	0.84766823	0.8895335	0.8990297	0.8676818	0.94528264	0.7968993	0.90350616	0.8811346	0.8760141	0.92077535	0.96734244	0.8491533	0.90159893	0.83459914	0.7702327	0.8610456	0.86783755	0.8222578	0.86789393	0.8837702	0.89374983	0.793475	0.8699745	0.84965974	0.8549049	0.80945337	0.81849873	0.80332816	0.81998974	0.86118644	0.88709617	0.8845713	0.8986882	0.829509	0.82401234	0.84395975	0.8611211	0.90052354	0.8939606	0.8900861	0.92576075	0.8615827	0.8013409	0.96031755	0.9484124	0.829183	0.89873785	0.85994315	0.9552758	0.814626	0.7361417	0.7976363	0.8954992	0.8698012	0.8906462	0.87595993	0.83773607	0.8478432	0.8761741	0.72894084	0.80135787	0.9331506	0.75962794	0.8338675	0.90493995	0.8671751	0.7729871	0.88683337	0.9340022	0.9113531	0.8272054	0.9028665	0.88859105	0.8547288	0.88117194	0.8293202	0.8995705	0.9075643	0.80987716	0.8027692	0.84933853	0.7761791	0.90331614	0.8211081	0.91440684	0.8921179	0.9516318	0.9091209	0.95401734	0.7614846	0.8437059	0.8729105	0.94546545	0.95393574	0.8266195	0.7276237	0.9095367	0.88089037	0.88244873	0.855048	0.9852988	0.85496867	0.7730417	0.8942122	0.79414755	0.644966	0.92050815	0.8888533	0.78696394	0.9532906	0.8139998	0.8189919	0.96688366	0.882901	0.8521359	0.9385358	0.90688765	0.9348175	0.767423	0.77403146	0.9808499	0.8012687	0.89377785	0.9319537	0.8002114	0.7883962	0.76716816	0.7732372	0.83980185	0.800137	0.8464154	0.90983695	0.8433986	0.8720901	0.8283354	0.8982485	0.7480338	0.81225204	0.8614928	0.9036091	0.824342	0.8072345	0.8049234	0.8706208	0.82490057	0.93922585	0.8832917	0.9636542	0.866825	0.85947263	0.8170986	0.8453001	0.8724965	0.9505629	0.7894486	0.8532094	0.7914063	0.82219934	0.8666847	0.76297057	0.8526604	0.9638313	0.7903431	0.8507491	0.8121631	0.90163654	0.9290292	0.8535368	0.8765803	0.78842306	0.9211444	0.9006655	0.9397441	0.8309615	0.91567004	0.9129643	0.97260606	0.9012302	0.85804546	0.7330998	0.8229444	0.8387314	0.83950204	0.92586344	0.86762375	0.7935201	0.8475553	0.88447636	0.81124204	0.9178467	0.8709468	0.8864372	0.86880255	0.92468596	0.79852134	0.8749975	0.82074356	0.89416057	0.87288344	0.81131816	0.8416119	0.850966	0.8334639	0.8949961	0.7289591	0.84561145	0.9407135	0.7959496	0.89231527	0.8380867	0.83487535	0.8263747	0.7525141	0.8219337	0.9025083	0.8838935	0.88784146	0.96421987	0.9051963	0.84886086	0.7830157	0.83962893	0.85127366	0.90945035	0.81639934	0.9002689	0.87353384	0.8825126	0.9236175	0.88124985	0.86317056	0.90634197	0.9225435	0.88739884	0.8568547	0.86942524	0.81678975	0.8421249	0.8803206	0.8187933	0.91300124	0.79457927	0.8533704	0.58997214	0.8499146	0.8253399	0.8835273	0.9130583	0.8884747	0.72233224	0.834303	0.91833615	0.85456204	0.87020355	0.86618006	0.8676098	0.93998045	0.9284447	0.8696084	0.84640193	0.87848204	0.90327126	0.8462186	0.6893966	0.8926817
om_kade_ring/noun	0.82571816	0.0	0.70192486	0.8364348	0.72749066	0.8899445	0.9123088	0.7941522	0.7939252	0.76688683	0.8130505	0.8474292	0.8058634	0.8397984	0.8326242	0.8004977	0.8926171	0.8404918	0.8538597	0.88275886	0.7982018	0.83272415	0.9847479	0.8042222	0.98129976	0.7488034	0.86274606	0.8508295	0.8276692	0.7918277	0.8426807	0.7899385	0.8433002	0.8275591	0.83219606	0.87337375	0.6741513	0.8982627	0.7727418	0.82787305	0.86797565	0.8334966	0.7883065	0.80099595	0.73058146	0.90612924	0.90699667	0.90781856	0.77886415	0.8296277	0.79139215	0.84482765	0.8205176	0.92250174	0.7703247	0.8244955	0.75409794	0.93423986	0.84283054	0.83614475	0.7722043	0.8919482	0.7642074	0.8361776	0.9298032	0.79287636	0.8349318	0.72312987	0.90031755	0.89577085	0.74242115	0.8664018	0.88618606	0.83850604	0.8109036	0.7966819	0.74648917	0.7903754	0.8576015	0.89086384	0.91789013	0.82342726	0.74133015	0.8454853	0.8730112	0.82625854	0.8048403	0.766155	0.8032486	0.8658059	0.8341468	0.8700808	0.9113822	0.7831644	0.82487047	0.81988585	0.78263366	0.85463184	0.9265597	0.8001325	0.88586193	0.88990504	0.8193142	0.75553876	0.8651595	0.8097343	0.73926926	0.6408904	0.9220402	0.6967379	0.8377037	0.76379204	0.82646763	0.8389654	0.9012008	0.8246024	0.79057986	0.8733994	0.9099125	0.7411445	0.7330702	0.88071674	0.7763233	0.81138635	0.91142756	0.8507941	0.81149065	0.87039846	0.8747376	0.90346575	0.82092243	0.9102284	0.79450685	0.7867329	0.83458704	0.79708844	0.92391706	0.86337805	0.8259001	0.86077434	0.7300935	0.78349006	0.9533489	0.7025306	0.8545336	0.8245992	0.8436813	0.9189718	0.70986617	0.70754516	0.7892789	0.73987365	0.8465295	0.9708133	0.7802139	0.8938431	0.7975443	0.85092807	0.85884166	0.8134658	0.9552369	0.8451391	0.7487452	0.9551186	0.7446215	0.6786617	0.86344194	0.7701938	0.8246403	0.9260942	0.75764495	0.9107697	0.930368	0.773499	0.8807763	0.8892057	0.84133244	0.8211187	0.84085786	0.6933454	0.98057044	0.8688574	0.91602546	0.8814126	0.83257556	0.76093125	0.7680743	0.7108806	0.8470122	0.7337034	0.7661859	0.85792696	0.8044317	0.82904106	0.80833656	0.8033415	0.7684077	0.7308245	0.8662217	0.7731918	0.8298792	0.7319345	0.78393036	0.80591714	0.7909975	0.88033783	0.85437053	0.80398387	0.76942134	0.82696164	0.88012	0.8828179	0.8667699	0.8796699	0.8261003	0.8213047	0.80787826	0.85448563	0.89998335	0.82296646	0.7455468	0.9184928	0.7629287	0.8622796	0.87529093	0.92554116	0.8133776	0.8211082	0.9429169	0.7720022	0.8666451	0.89937454	0.78739595	0.78129166	0.8735641	0.7967318	0.94841385	0.93065834	0.8985769	0.72647506	0.7739987	0.82179546	0.81513846	0.92968404	0.7381098	0.79180825	0.87958205	0.7391951	0.8293967	0.92017746	0.7980786	0.88266325	0.96963155	0.95333993	0.802388	0.9158468	0.71343005	0.84293455	0.8695508	0.78537655	0.8219029	0.86089617	0.7542378	0.79431796	0.7839061	0.8552668	0.84517455	0.79029655	0.831606	0.7591758	0.8542437	0.8052102	0.8044878	0.8788965	0.8782272	0.9044709	0.8268812	0.85760534	0.96167594	0.8792024	0.79464746	0.7591492	0.847195	0.8568742	0.7618898	0.8639114	0.8177064	0.80804276	0.74245304	0.83205026	0.77551264	0.8895465	0.80927026	0.8491133	0.7730732	0.886297	0.9433081	0.8311437	0.75140786	0.8015203	0.80724597	0.76213056	0.7571766	0.7835912	0.7934871	0.7543066	0.8236904	0.8150894	0.7581498	0.79929525	0.8976131	0.89114845	0.8253279	0.7652832	0.9005474	0.9011874	0.8605489	0.88155586	0.7602423	0.87812006	0.7644962	0.83001316	0.69115245	0.7631235	0.8982079
bijzonder/adj	0.80782306	0.70192486	0.0	0.6421416	0.5671064	0.6544111	0.75922745	0.49255103	0.5829015	0.5965378	0.77816147	0.8401351	0.80801225	0.5232967	0.5271342	0.40553123	0.64374405	0.47427082	0.58059835	0.77668345	0.48574477	0.66064584	0.79866683	0.6419258	0.84902704	0.6264539	0.53182304	0.6909546	0.70885056	0.5610701	0.689264	0.42931092	0.60461664	0.58898	0.63966066	0.72409594	0.60933876	0.4437005	0.5720495	0.7805065	0.6507429	0.6014627	0.666531	0.5995772	0.6526119	0.78907067	0.61527544	0.6625812	0.39652997	0.6597886	0.74269736	0.81402326	0.61134684	0.7619412	0.6891271	0.72939944	0.61704266	0.77926797	0.56582916	0.66372854	0.37569118	0.7391372	0.50759935	0.6294358	0.8412337	0.5276301	0.6448479	0.44918752	0.76233304	0.6824383	0.6599325	0.70083237	0.69290334	0.75605035	0.58889365	0.51289856	0.210823	0.7322659	0.6993511	0.76580966	0.7966192	0.61421454	0.67272305	0.53600675	0.718099	0.7640507	0.49559957	0.6497486	0.777845	0.74249214	0.49950916	0.64876175	0.7783391	0.2760296	0.45989716	0.47294176	0.6830623	0.73695004	0.8317523	0.7438699	0.64320064	0.701	0.6296424	0.78513265	0.61551505	0.78387225	0.6417059	0.63788563	0.75430095	0.5640912	0.5963272	0.69193006	0.61900586	0.7526599	0.7352174	0.60302335	0.72396594	0.66111904	0.71357286	0.38839227	0.5785578	0.82154685	0.5252876	0.5988902	0.7167158	0.69604313	0.6321322	0.43283236	0.5740444	0.6535665	0.60549873	0.72618186	0.2528255	0.6745802	0.7074907	0.47214812	0.7853743	0.7457073	0.6565633	0.5264265	0.59471244	0.5612478	0.81654537	0.47972423	0.577348	0.76863885	0.6980537	0.8485317	0.7271106	0.49857497	0.52977455	0.48718017	0.68104416	0.5898465	0.54755294	0.6745338	0.6762115	0.70410097	0.6985406	0.59985936	0.84819484	0.7695121	0.50561786	0.8520673	0.40869212	0.53234816	0.8733499	0.56221735	0.6618798	0.82931614	0.67455065	0.69451135	0.9079443	0.56331635	0.78357685	0.8102027	0.6205188	0.67583686	0.6830333	0.75598353	0.823594	0.66934633	0.85185885	0.66414654	0.44711757	0.52025	0.58704424	0.6314559	0.5541895	0.5307787	0.47762096	0.7206243	0.5941874	0.7982571	0.5898948	0.32324982	0.6808635	0.5609454	0.7066194	0.65895736	0.4407683	0.56829476	0.47778434	0.5715542	0.68726313	0.85147905	0.65465456	0.72372353	0.5571462	0.6696565	0.5534682	0.6009566	0.75470793	0.7529872	0.5938537	0.5758904	0.49069792	0.6221139	0.74247825	0.6448442	0.5808066	0.8173206	0.6181653	0.77263176	0.6335659	0.72000027	0.7584404	0.5976734	0.592497	0.46475148	0.81216186	0.62039286	0.69121814	0.3653286	0.70005435	0.62053853	0.9168158	0.85739756	0.6936934	0.49236494	0.7690062	0.461442	0.59556663	0.7291976	0.6334841	0.70060325	0.67179453	0.56957424	0.6198083	0.69255984	0.60853773	0.61084056	0.8090149	0.78369784	0.532633	0.7794061	0.4690339	0.6199576	0.5076912	0.43760675	0.4963547	0.659582	0.36606568	0.66977245	0.62819535	0.59010744	0.64054203	0.7491044	0.7379763	0.65247875	0.46252066	0.47990167	0.54097277	0.6586573	0.63751036	0.79625356	0.6690122	0.7381971	0.86969924	0.8021972	0.5800181	0.52446115	0.6028647	0.66669726	0.5472194	0.495234	0.57361525	0.7481566	0.6756524	0.4700427	0.5922446	0.69173527	0.67847145	0.6450757	0.5202267	0.50803614	0.6216975	0.6153959	0.4833941	0.58523977	0.54684544	0.6854454	0.58527124	0.5706948	0.58138084	0.5616627	0.610585	0.7589756	0.68641484	0.5719602	0.7287883	0.78041685	0.5336627	0.7512657	0.7042159	0.77382505	0.760458	0.72802866	0.5558309	0.71992266	0.576804	0.63937116	0.52507746	0.48777193	0.87334514
commentaar/noun	0.856589	0.8364348	0.6421416	0.0	0.7047535	0.5683719	0.78044057	0.68237257	0.77839243	0.7014344	0.77011526	0.9383808	0.8315245	0.6485385	0.5484396	0.5711659	0.65645236	0.6496142	0.6995245	0.7280884	0.5592096	0.5677869	0.8507951	0.7932872	0.8815197	0.6516726	0.6590601	0.48832995	0.80605704	0.7251365	0.6908561	0.7364041	0.84565294	0.70043194	0.63363576	0.83778113	0.70144105	0.673897	0.7551496	0.7199125	0.74602973	0.8364928	0.71349776	0.7631261	0.70116085	0.7309809	0.74551696	0.6229872	0.6189902	0.75939286	0.8496676	0.90666157	0.729555	0.805541	0.79711354	0.80225337	0.692593	0.859058	0.5861443	0.67585397	0.5245671	0.6645234	0.74044144	0.5780494	0.7846313	0.77244556	0.64087164	0.68004775	0.5997976	0.5197559	0.8051095	0.83954066	0.5778886	0.8469965	0.516184	0.7302706	0.62128127	0.81086326	0.44633907	0.67472136	0.8693133	0.69071335	0.8306017	0.4768113	0.67673254	0.6567266	0.8039129	0.7649013	0.7587478	0.8430914	0.6824776	0.76475555	0.57673466	0.59165967	0.7081815	0.6963593	0.52901924	0.8793381	0.9153303	0.74898505	0.6865407	0.85865223	0.8450285	0.84377134	0.8550204	0.79381984	0.79208064	0.75149107	0.86532044	0.6947546	0.76787806	0.5864433	0.70026994	0.7158187	0.84379184	0.7725897	0.63316506	0.54547036	0.6562362	0.5844327	0.7672838	0.9334296	0.7007377	0.59093827	0.63114643	0.7473656	0.75470644	0.64334327	0.74390125	0.79880273	0.46184242	0.8347129	0.65456635	0.848225	0.6707676	0.78545487	0.8038435	0.64788485	0.7638948	0.7255949	0.70372665	0.7171271	0.843068	0.73175424	0.87722814	0.85405123	0.75266206	0.7705262	0.798762	0.5590136	0.67727673	0.77882373	0.74349976	0.78544784	0.6756116	0.8126851	0.747263	0.607881	0.7713434	0.67198503	0.9314005	0.87264585	0.6911681	0.91944444	0.5772234	0.656208	0.8673663	0.6982276	0.5130082	0.86614656	0.7308198	0.7706569	0.9192664	0.66850317	0.8245668	0.7120449	0.6597694	0.79336846	0.7336807	0.87928855	0.8616827	0.60229754	0.9605484	0.7796413	0.6834649	0.5935873	0.8264177	0.5722393	0.7901112	0.7029479	0.70827216	0.7382952	0.71215403	0.70314443	0.8717962	0.62080586	0.7120689	0.7693643	0.7717084	0.73475945	0.7510554	0.6622455	0.46381402	0.52932	0.6962433	0.94297105	0.7959861	0.8975491	0.67410207	0.6660094	0.49367732	0.7301359	0.798742	0.7067019	0.76566947	0.6919676	0.74472123	0.6592549	0.6823233	0.615435	0.71598876	0.8737624	0.79784346	0.9276343	0.57883775	0.7074483	0.8031243	0.76674354	0.818746	0.5913887	0.74614465	0.5617454	0.88388133	0.5321765	0.6743561	0.8528745	0.931898	0.8928773	0.5750474	0.7554799	0.86768305	0.69718605	0.69170076	0.80473787	0.7611219	0.8459235	0.7154578	0.6780176	0.6602502	0.7224488	0.72124034	0.7903376	0.90462536	0.93662286	0.4182955	0.7726061	0.67586493	0.80378044	0.74604154	0.66720337	0.70590156	0.80164945	0.76516277	0.7817495	0.718999	0.57968926	0.70264053	0.75347507	0.7266637	0.7980057	0.62720585	0.588531	0.53823376	0.32039106	0.8480871	0.68489486	0.7155132	0.8214036	0.74209464	0.84370404	0.42310888	0.64620644	0.65404403	0.7421703	0.5341592	0.61227643	0.5947299	0.77378345	0.6150932	0.7098735	0.7708458	0.7903926	0.84436345	0.74438655	0.6076436	0.58197856	0.6104274	0.42506766	0.62212014	0.6168783	0.8081387	0.6888159	0.6973468	0.65459317	0.50833285	0.43843508	0.5735545	0.66487575	0.8799315	0.6495117	0.67854404	0.780458	0.5451851	0.9040493	0.7243644	0.8008126	0.76276964	0.8800707	0.60603213	0.5838157	0.6941482	0.5437034	0.65123224	0.7270559	0.79520327
werk_uit/verb	0.81266284	0.72749066	0.5671064	0.7047535	0.0	0.7662151	0.8212744	0.6293253	0.72552276	0.6641867	0.8535458	0.90014523	0.7688383	0.654555	0.56972325	0.5005366	0.63466907	0.72455657	0.68395114	0.68496245	0.7558254	0.75642705	0.8305622	0.85336626	0.9482677	0.7019621	0.7817676	0.81255287	0.76978225	0.6884984	0.8037195	0.7072436	0.80706364	0.72238225	0.66982704	0.8414113	0.63708687	0.73434705	0.69799006	0.75739175	0.8285934	0.63137615	0.7398064	0.76511765	0.6561152	0.75744456	0.78945374	0.81764853	0.5853759	0.73968446	0.84145236	0.7440816	0.8212378	0.87531734	0.6937511	0.7480324	0.6554113	0.8992586	0.74081326	0.7069057	0.6864977	0.718096	0.6618072	0.79412526	0.83314395	0.73160195	0.7591951	0.62462586	0.8476366	0.7988651	0.912602	0.8219744	0.66891253	0.7742834	0.7032745	0.6276784	0.6316042	0.66870415	0.80462104	0.7968534	0.72747195	0.6374439	0.7207853	0.6863508	0.7853087	0.7641155	0.6956043	0.67421913	0.77069	0.74630034	0.76299256	0.8728721	0.8359878	0.6490681	0.7242234	0.70544255	0.6940023	0.85118127	0.8778107	0.69217426	0.7462516	0.812192	0.8170953	0.8189909	0.72146773	0.6966202	0.8004256	0.5832287	0.84407634	0.539649	0.78465897	0.69218415	0.78730345	0.79258066	0.82760495	0.71561444	0.7070318	0.7182309	0.8730134	0.50788414	0.6971075	0.8223186	0.60076267	0.68755513	0.8346365	0.67968297	0.67734873	0.7163195	0.7635073	0.76332784	0.7150099	0.83546585	0.6798543	0.7881822	0.72294444	0.7113346	0.7567893	0.74279034	0.6345211	0.62492824	0.6066165	0.7689879	0.8890927	0.5719788	0.7487204	0.84958684	0.667469	0.8954979	0.7068094	0.5552027	0.69392276	0.7680434	0.7788721	0.8816422	0.6790201	0.74089134	0.7425777	0.6924302	0.6352372	0.7723352	0.9587389	0.89148605	0.64791423	0.88965964	0.6107846	0.5916363	0.8608857	0.66873646	0.77563834	0.87085015	0.75389373	0.66946495	0.92281926	0.5736617	0.8436767	0.7806072	0.6387515	0.85641164	0.81321454	0.7967813	0.9091941	0.73827183	0.9127801	0.79779255	0.62061477	0.59740674	0.845641	0.63507843	0.73718226	0.66765183	0.7096993	0.8166446	0.6164888	0.82946616	0.776102	0.6549715	0.717267	0.67075723	0.87431854	0.6145804	0.7176572	0.59491783	0.6506661	0.6372725	0.6890068	0.9484277	0.7532472	0.8783058	0.64179695	0.776183	0.68947333	0.6636825	0.7954413	0.8407308	0.6340568	0.7463224	0.6898751	0.6757549	0.76958513	0.65721405	0.57446194	0.90809834	0.7180927	0.86295235	0.75768167	0.70764107	0.7628641	0.7146641	0.84385085	0.67467046	0.8374897	0.7989416	0.7767867	0.6685444	0.8570111	0.7839291	0.90307933	0.8534463	0.7282542	0.51449984	0.816605	0.7073934	0.6002574	0.72637516	0.74775195	0.8411223	0.63753057	0.64442337	0.643486	0.73261786	0.70609593	0.76587176	0.83310485	0.87480116	0.5779355	0.7948492	0.60119146	0.74901927	0.7383058	0.6105704	0.66087997	0.71581316	0.7146011	0.7067846	0.7424936	0.7407968	0.7232045	0.6682832	0.7233453	0.7385098	0.7347393	0.50982285	0.5781996	0.78678906	0.823234	0.7562612	0.7153095	0.8115151	0.80989647	0.832748	0.619972	0.645943	0.6855073	0.57503164	0.668437	0.75661546	0.6542393	0.7205311	0.69577783	0.71454525	0.6837461	0.8523163	0.69304574	0.64479005	0.6571331	0.7491524	0.7594948	0.6352527	0.6646195	0.56016403	0.73324823	0.8301445	0.7093283	0.6228842	0.65209866	0.54241616	0.65262973	0.79520947	0.8338818	0.55186284	0.72858554	0.842016	0.5898745	0.7802819	0.79416597	0.7024654	0.7367915	0.8715696	0.633291	0.813797	0.5966396	0.72381186	0.6606287	0.5926095	0.89298785
