	bruin/adj	vrouw_DIM/noun	Mexicaans/adj	gevuld/adj	vlag/noun	naast/prep	unilateralisme/noun	maak/verb	klein/adj	bloed/noun	op/prep	stadion/noun	jas_DIM/noun	thee/noun	plooi/noun	bedevaart/noun	nostalgie/noun	communautair/adj	één/adv	vriendin/noun	zwart/adj	glas_DIM/noun	kaart/noun	patroon/noun	ga_schuil/verb	bloedrood/adj	meter/noun	foto/noun	stof_DIM/noun	sluit_uit/adj	zwart/noun	toneel/noun	onderdaan/noun	vergeleken/adj	moralistisch/adj	kip/noun	her/adv	exemplaar/noun	inzending/noun	genre/noun	bezet/adj	pantoffel/noun	sommige/det	regionaal/adj	fles_DIM/noun	pols/noun	typerend/adj	geheugen/noun	vleugel/noun	waarvan/pp	erg/adj	versierd/adj	giftig/adj	thema/noun	intiem/adj	recept/noun	vrolijk/adj	benadering/noun	reliëf/noun	spaarzaam/adj	natuur_steen/noun	anders/adj	stoel_DIM/noun	glas/noun	kaart_DIM/noun	meng/verb	rosé/noun	gezien/adj	zie/verb	afkomstig/adj	geef/verb	plak/verb	rood_wit/adj	intens/adj	rand/noun	huid/noun	rundvlees/noun	zangeres/noun	zee/noun	opvallend/adj	blad/noun	haar/noun	T-shirt/noun	Koning/name	straat/noun	hand/noun	stad/noun	publiek/noun	draag/verb	week/verb	bedek/verb	onder_klasse/noun	elk/adv	afkomst/noun	Thuram/name	raar/adj	tafel/noun	allemaal/adv	hang_uit/verb	tussen/prep	ets/noun	vaar/verb	motief/noun	kunstmatig/adj	gedoseerd/adj	waaronder/pp	meer/adj	rood-wit_blauw/adj	broek/noun	behalve/comp	Rotterdam/name	alge/noun	der/adv	kenmerk/verb	trek/verb	identiteit_crisis/noun	wapper/adj	zoals/comp	begrip/noun	sfeer/noun	lang/adj	grauw/adj	jurk/noun	Feyenoord/name	compleet/adj	tint/noun	bril_DIM/noun	huis_DIM/noun	zie_uit/verb	zoek_uit/verb	diamant/noun	blok_DIM/noun	achter/prep	speler/noun	zeil/noun	hang/verb	ring/noun	tatoeages/noun	waarover/pp	voering/noun	biologisch/adj	fel/adj	vergelijkbaar/adj	buik/noun	Parma/name	inhoud/noun	kous/noun	overstroming/noun	bijvoorbeeld/adv	vlok/noun	hun/det	borst/noun	Corneille/name	waar/adv	veel/det	dan/comparative	warm/adj	bizar/adj	contour/noun	gestapeld/adj	kleding/noun	cadeau/fixed	zand/noun	minderheid/noun	letterlijk/adj	monster/noun	jong/adj	scherm/noun	lantaarn/noun	divers/adj	voorganger/noun	eraan/pp	bont/adj	op/part	hotelkamer/noun	brok_DIM/noun	zo'n/det	overhemd/noun	paars/adj	olympisch/adj	verwissel/verb	tropisch/adj	lichaam/noun	word/adj	vreemd/adj	waarop/pp	benader/verb	fruit/noun	subtiel/adj	te/adv	je/pron	dus/comp	wand/noun	werknemer/noun	wie/det	huiskamer/noun	boven/prep	elkaar/pron	Potsdam/name	selecteer/verb	vlek/noun	pasta/noun	symbool/noun	donker/adj	versie/noun	ideologisch/adj	rose/adj	bovenop/prep	kook/verb	tegel/noun	gelijkwaardig/adj	samenleving/noun	allemaal/pron	potlood/noun	lippenstift/noun	Wax/name	trappenhuis/noun	levendig/adj	scholier/noun	smaak/noun	traditie/noun	bovenlaag/noun	reis_rond/verb	episode/noun	beplak/verb	melancholisch/adj	metaal/noun	scheidsrechter/noun	accent/noun	water/noun	wellicht/adv	berichtgeving/noun	cowboy_hoed/noun	strooi/verb	verschuif/verb	J.G./name	naar/adj	wilg/noun	reeks/noun	die/det	rond/part	voorkeur/noun	wat/det	als/prep	origineel/adj	vredig/adj	temidden/prep	kind/noun	installatie/noun	genoeg/det	vlag_DIM/noun	die/pron	geheel/adj	mythologie/noun	ergernis/noun	altijd/adv	Studio/noun	wit/noun	waarin/pp	Sint/name	dier/noun	helder/adj	rood-groen/adj	bamboe/noun	prachtig/adj	folk/noun	uit/prep	langs/prep	bloemlezing/noun	zilver/noun	apparaat_DIM/noun	gigantisch/adj	volledig/adj	licht/noun	slinger_rond/verb	breng_aan/verb	perspectief/noun	huis/noun	wijk/noun	hagel_slag/noun	en/adv	furore/fixed	mascara/noun	veel/adj	gevel/noun	baksteen/noun	bak_DIM/noun	sta_op/verb	tover_om/verb	vis/noun	beschimp/verb	combi/noun	glasplaat/noun	kamer/noun	boot_DIM/noun	cast/noun	aquarel/noun	lichtbruin/adj	blaas/verb	voorzien/prep	baseer/verb	doek/noun	kop_DIM/noun	plein/noun	band_DIM/noun	rood/adj	tros/noun	instrumentatie/noun	welk/det	papier/noun	lingerie/noun	straal_uit/verb	spreekkoor/noun	boei/noun	geel/adj	ineen/pp	blank/adj	plastic/adj	lijn/noun	knipper/verb	stedelijk/adj	Caraïbische/adj	bril/noun	straat_beeld/noun	manschappen/noun	wereld/noun	plexiglas/noun	dat/pron	mens/noun	door/prep	en/vg	omvat/verb	bij/noun	katholiek/noun	bevolking/noun	lik_DIM/noun	of/vg	voorraad/noun	set/noun	oog/noun	variant/noun	fris_op/verb	medemens/noun	sowieso/adv	kunst_werk/noun	fles/noun	standpunt/noun	varieer/verb	geschiedenis/noun	tint_DIM/noun	vlak/noun	lamp/noun	dien/verb	bliksem/noun	noot/noun	podium/noun	definitie/noun	wollig/adj	sta/verb	nestel/verb	vlieg/verb	verschil/adj	staaf_DIM/noun	vloeistof/noun	opdrachtgever/noun	rood/noun	blauw/adj	snel/verb	vorm/noun	bal/noun	in/adj	hele/adv	weer/adv	lokaal/adj	Mechelaar/noun	licht/adj	toon/verb	hul/verb	mysterieus/adj	stralend/adj	naargelang/comp	honderden/noun	tekst/noun	richting/noun	historisch/adj	onder/prep	plek/noun	geparfumeerd/adj	tol/noun	rookwolk/noun	oranje/adj	ronde_DIM/noun	vervang/verb	plastic/noun	persoonlijk/adj	rechthoek/noun	kaas/noun	bol_DIM/noun	spiegel/noun	weef/verb	dissonanten/noun	laan/noun	gebruik/verb	bekijk/verb	vrouw/noun	markeer/verb	shirt/noun	Braziliaans/adj	streep/noun	tapijt/noun	met/prep	barst_DIM/noun	jongen/noun	pastel/noun	verhaal/noun	Frans/noun	politiek/adj	voetballer/noun	herinnering/noun	gun/verb	hilariteit/noun	naamloos/adj	elk/det	riskeer/verb	groente/noun	vol/prep	links/adj	muziek/noun	groot/adj	bord/noun	religie/noun	voorstelling/noun	model/noun	hemel/noun	een/det	ofwel/vg	duizenden/noun	stip_DIM/noun	afval_water/noun	grillig/adj	imago/noun	stam/noun	weerstand/noun	substantie/noun	haar/pron	matras/noun	anoniem/adj	bal_DIM/noun	zie_terug/verb	kaars_DIM/noun	sterk/adj	cultureel/adj	daarop/pp	touw/noun	goud/noun	vele/adj	vaak/adj	bord_DIM/noun	zoveel/det	tamelijk/adj	bank_DIM/noun	kauwgum/noun	duurzaam/adj	tatoeage/noun	visie/noun	krul/verb	dans/verb	ontsta/verb	wit/adj	volgorde/noun	viltstift/noun	traditioneel/adj	lig/verb	fraai/adj	groen/adj	feestelijk/adj	bind/verb	glim/adj	herinner/verb	neutraal/adj	ballon/noun	waar/noun	beeld/noun	hemd/noun	gespierd/adj	bontjas/noun	inkt/noun	eenzijdig/adj	ornament/noun	informatie/noun	jeans/noun	klodder/noun	er/fixed	voorbij/adv	sluier/noun	gen_therapie/noun	autentiek/adj	flard/noun	op/adj	aantal/noun	trui/noun	Hilde/name	elite/noun	ding_DIM/noun	medaille/noun	kop/noun	herken/verb	winkel/noun	trek/noun	lantaarnpaal/noun	projector/noun	chocolade/noun	rock/adj	beweeg/verb	gekleed/adj	stuk/noun
bruin/adj	0.0	0.6152172	0.7133914	0.3936727	0.5642841	0.610385	0.9564817	0.7014338	0.5302954	0.48319775	0.6635505	0.82443184	0.4382187	0.4634803	0.5980927	0.9165105	0.72129774	0.78747946	0.7333176	0.75594294	0.25697964	0.5606184	0.67567515	0.58009034	0.56289625	0.50515044	0.7044773	0.79879075	0.7264582	0.63116425	0.38261408	0.7567118	0.84536964	0.77622044	0.7908898	0.5708518	0.55769014	0.6817293	0.9299761	0.87167346	0.82281774	0.6022213	0.64632344	0.87074137	0.4818921	0.7201487	0.7016204	0.7495402	0.61366117	0.6126037	0.79739326	0.45578098	0.5151702	0.8312581	0.77352494	0.64260215	0.48992503	0.8701926	0.6720142	0.59059685	0.620067	0.8871121	0.6152968	0.35730553	0.7642642	0.50811327	0.60856867	0.7908519	0.6132467	0.6390464	0.8079436	0.4208582	0.5814569	0.64292026	0.5009524	0.38192004	0.71236825	0.74166405	0.53795165	0.4987836	0.5167564	0.40621048	0.41853315	0.8898847	0.69658947	0.6428783	0.8203006	0.8070716	0.44685006	0.6724211	0.30182767	0.84490997	0.693879	0.8215877	0.9048586	0.57982486	0.4989298	0.725003	0.7335892	0.7160516	0.873003	0.77944934	0.67447865	0.6924248	0.8262788	0.7111409	0.87251997	0.68122894	0.40357012	0.66349065	0.94601935	0.62638533	0.5570919	0.7378589	0.6365961	0.8904888	0.49862003	0.6429155	0.9114416	0.79208964	0.60111463	0.43487376	0.4100057	0.8821977	0.68931115	0.3763488	0.568112	0.5665717	0.5293455	0.7411204	0.67392075	0.44923204	0.63607633	0.85839933	0.58490366	0.4971996	0.63226604	0.64434564	0.72417116	0.6150912	0.66001165	0.50892496	0.7934906	0.48061407	0.8495698	0.76119125	0.50604975	0.83741814	0.51682854	0.7224939	0.64561045	0.5112624	0.88677067	0.6801417	0.7284626	0.81597424	0.41863972	0.70744985	0.64188904	0.6328898	0.44007307	0.6301153	0.4613855	0.8858901	0.5860433	0.55662656	0.763288	0.6116264	0.7218081	0.73290616	0.8740872	0.8075774	0.5206145	0.7720936	0.67480195	0.607844	0.56186485	0.39991027	0.2979973	0.8793985	0.6179732	0.619758	0.58890235	0.6310764	0.6201568	0.60108113	0.84449214	0.47343975	0.6843784	0.73742867	0.6693057	0.67232096	0.47357202	0.9495343	0.6593628	0.6560813	0.52322596	0.7921741	0.9009918	0.93000185	0.3561719	0.52916133	0.6211909	0.2817989	0.8134982	0.79878247	0.23888165	0.65653425	0.5423183	0.4633934	0.86934364	0.8665364	0.62628484	0.6349093	0.5885172	0.87415576	0.7155868	0.7369048	0.75861526	0.5618279	0.8196721	0.73247945	0.9326771	0.8431239	0.6377201	0.78871953	0.4847868	0.82876426	0.6091842	0.4968909	0.765331	0.87817115	0.58333635	0.52955294	0.85240203	0.9189432	0.7318144	0.73390055	0.9066991	0.6575819	0.54333115	0.6459768	0.5579144	0.7070025	0.6460444	0.7097435	0.61082405	0.8614446	0.8163827	0.6653409	0.5620378	0.64216065	0.64343166	0.9030662	0.77656746	0.67614067	0.8825657	0.373995	0.6634474	0.7631695	0.7049718	0.5541025	0.6706276	0.6542936	0.5354339	0.84441864	0.63648677	0.65505767	0.8633131	0.62989354	0.6895051	0.5650446	0.70396066	0.55057335	0.7332686	0.49564713	0.8559737	0.6900058	0.74216586	0.71064854	0.57522583	0.84811044	0.6621077	0.7438662	0.5654452	0.4762833	0.4975673	0.6376531	0.6062547	0.53085643	0.90977347	0.7333617	0.7268951	0.6320511	0.65516007	0.84164244	0.7847123	0.48650265	0.5869466	0.43996018	0.87914574	0.4430279	0.5196379	0.7322283	0.6492995	0.26029354	0.6182445	0.92761296	0.76317745	0.5597318	0.6400886	0.5994834	0.9222564	0.7563604	0.30394226	0.72278756	0.56836843	0.33520907	0.68013173	0.64219135	0.86255217	0.79286665	0.49563015	0.6353798	0.87563324	0.8054868	0.6517713	0.6147594	0.8478797	0.6801022	0.3590805	0.8012976	0.62107754	0.81378925	0.83388424	0.7393052	0.3001964	0.58425975	0.90253973	0.5116296	0.6081028	0.7300266	0.70590276	0.8471981	0.69164217	0.47915697	0.9007069	0.68593687	0.84810877	0.66699576	0.71964544	0.5391162	0.7949655	0.7875877	0.6333043	0.61798704	0.81680214	0.58181584	0.63694525	0.6238799	0.65480673	0.69919205	0.5991349	0.48122054	0.862809	0.482032	0.20923579	0.6634486	0.65680027	0.7716944	0.72052664	0.6048645	0.70542955	0.7984328	0.8823758	0.38596904	0.6889838	0.5214106	0.57496053	0.53373396	0.8907963	0.6707076	0.75342727	0.8688093	0.82910657	0.5652447	0.641574	0.68752646	0.8526557	0.6807928	0.28549236	0.69692516	0.5555414	0.36722076	0.8334551	0.63753	0.46337962	0.43620098	0.56951094	0.67207	0.83476746	0.8413749	0.58808976	0.7606535	0.6699159	0.6179954	0.4742642	0.8044144	0.4460827	0.5072023	0.3583092	0.8557596	0.56446505	0.6838717	0.8301307	0.841622	0.8624185	0.8571129	0.7838758	0.8041123	0.74386626	0.79624104	0.6993339	0.7247751	0.5554843	0.3726815	0.7843685	0.7986304	0.7462963	0.4753201	0.87992704	0.8466838	0.6332115	0.63410354	0.3733133	0.63675207	0.674754	0.54891175	0.8233795	0.60728514	0.7764934	0.6496792	0.7639811	0.6048305	0.5647297	0.6399063	0.80208695	0.5345665	0.7702392	0.7507984	0.833707	0.88361543	0.5617722	0.64441085	0.62963986	0.74011564	0.7161629	0.4822613	0.7320429	0.69907117	0.59239197	0.70775706	0.7978064	0.71325284	0.90319306	0.61512166	0.5907117	0.714659	0.20302427	0.81912196	0.60687935	0.6285848	0.663955	0.5855832	0.28515399	0.60602045	0.7026129	0.2878402	0.8013193	0.6438291	0.56890047	0.65920186	0.7622266	0.41699392	0.5728818	0.61660564	0.49698305	0.8668019	0.6500115	0.9180193	0.49399728	0.51408863	0.6548022	0.63345295	0.5473	0.96711534	0.6576691	0.6700666	0.7893847	0.85181403	0.42339993	0.86102813	0.8592334	0.7099743	0.8573588	0.534168	0.6529211	0.6730307	0.65851784	0.71886885	0.8847259	0.5140547	0.78537196	0.6172823	0.40701085	0.57106185
vrouw_DIM/noun	0.6152172	0.0	0.6768409	0.7489654	0.79364556	0.69969904	0.9538676	0.8383716	0.7087898	0.71420515	0.86905426	0.8962382	0.6475141	0.80583435	0.65540224	0.86742496	0.84411764	0.925892	0.83681744	0.65295625	0.60568285	0.8040403	0.92629576	0.77325106	0.7756724	0.70026565	0.85235894	0.8719872	0.7758903	0.76099783	0.5366101	0.80340284	0.7732852	0.88984406	0.8848734	0.80955815	0.75668514	0.7506137	0.93246543	0.8436974	0.8483063	0.6847802	0.7644911	0.9238333	0.73988664	0.7980882	0.83302253	0.9130438	0.6648284	0.7699999	0.8029444	0.6515281	0.8228824	0.87544954	0.77243364	0.81028026	0.5841024	0.86940426	0.88500816	0.738027	0.8280857	0.90906864	0.76968884	0.78494036	0.84122205	0.855445	0.7943281	0.8525408	0.67403114	0.7772622	0.8410505	0.7675382	0.76421905	0.7447084	0.73001826	0.6261723	0.8802912	0.6673396	0.766685	0.66107786	0.75186485	0.5592253	0.6655693	0.8910569	0.74069345	0.82531434	0.84528625	0.8089702	0.64624846	0.8128543	0.7402071	0.8415353	0.76819587	0.7554567	0.9405216	0.7356378	0.807084	0.71275735	0.78478134	0.78734314	0.90562797	0.94352293	0.8097236	0.8073754	0.88584435	0.8457599	0.877657	0.85067964	0.6711854	0.78105915	0.9510529	0.8209348	0.7608582	0.76437336	0.90182763	0.93813986	0.7192973	0.8192154	0.918488	0.7715986	0.75497305	0.68922555	0.5902144	0.91309994	0.81416386	0.6177788	0.7125418	0.6842338	0.61941916	0.73613435	0.77923524	0.7034478	0.7653244	0.87012047	0.7369362	0.77878034	0.7823758	0.8168186	0.84829724	0.74249405	0.8741983	0.68387604	0.8585936	0.7673386	0.90544385	0.9306679	0.73043466	0.90053517	0.8092826	0.843521	0.66126454	0.655845	0.9565987	0.75336343	0.80189896	0.8316955	0.7646078	0.76887167	0.8447497	0.8233252	0.61847216	0.73622215	0.8163036	0.8662051	0.7996781	0.7518765	0.6917666	0.7149848	0.84548026	0.8790403	0.9489201	0.88304085	0.71391785	0.8519064	0.77736026	0.7990962	0.66702783	0.63338387	0.6923542	0.9492457	0.80423373	0.82219565	0.7264801	0.7935988	0.7328591	0.77495354	0.84630597	0.79237473	0.76559514	0.7908611	0.7452148	0.7435267	0.73731947	0.9233327	0.6386262	0.8167387	0.74098444	0.80743456	0.96781355	0.9270566	0.6450144	0.77973926	0.8217473	0.60586154	0.834564	0.85590684	0.6049572	0.83497506	0.7378904	0.73141325	0.8689901	0.85838467	0.64729893	0.8045317	0.7361896	0.88677275	0.8888398	0.77403164	0.8450106	0.7989346	0.8423966	0.86837745	0.8587488	0.83890665	0.81447136	0.802175	0.8150947	0.8276615	0.7304044	0.8085654	0.8213859	0.9825402	0.6883342	0.7928643	0.92291105	0.94700503	0.6734792	0.8290914	0.92946404	0.74473	0.64161044	0.7015618	0.86225927	0.8224722	0.8194461	0.7871424	0.6410191	0.7188675	0.8733545	0.8021402	0.74190515	0.6891638	0.73861074	0.85307515	0.792146	0.6043451	0.9277631	0.5878161	0.76822925	0.85277236	0.72855717	0.79396605	0.8390703	0.8168116	0.6419474	0.82711023	0.82040125	0.7780807	0.9043735	0.76987463	0.7457367	0.81096125	0.83971864	0.65493685	0.8845392	0.85845184	0.84471613	0.8291305	0.8182881	0.8442701	0.72250736	0.86310637	0.654117	0.83874434	0.7899258	0.74100316	0.78631246	0.8367945	0.7685	0.8117688	0.9058685	0.84645665	0.94506556	0.7741213	0.7663519	0.8667379	0.8971126	0.75514036	0.85406464	0.6639663	0.9316626	0.7386856	0.80817807	0.8212378	0.7615415	0.6700331	0.7902926	0.9062735	0.7875923	0.8233788	0.60622543	0.75585186	0.9105767	0.8434862	0.71295005	0.7860956	0.6123409	0.70178115	0.8611713	0.7193513	0.92518455	0.8412513	0.5866256	0.76946294	0.8876131	0.8393681	0.82712114	0.73158073	0.75114423	0.7892476	0.62420946	0.8830503	0.7790964	0.8452104	0.8586992	0.89665365	0.64675426	0.81050307	0.9272865	0.5812444	0.7181026	0.7906741	0.76555806	0.79380435	0.870561	0.83220917	0.9347171	0.781375	0.89674246	0.742884	0.870163	0.726995	0.8760948	0.8081642	0.7449466	0.76859164	0.86161685	0.77656704	0.774526	0.8160422	0.8752446	0.824919	0.74297273	0.7517587	0.8168236	0.6466044	0.62890375	0.7984535	0.8115046	0.7366414	0.92942274	0.6652852	0.7952995	0.9027867	0.89144355	0.7016517	0.8111382	0.6087911	0.7998147	0.6325398	0.9072997	0.76026475	0.919727	0.8765794	0.92593116	0.8075925	0.77930635	0.8966165	0.9005044	0.85570437	0.63894236	0.7487532	0.83657575	0.7423613	0.84764594	0.78413075	0.79568565	0.7055977	0.7153513	0.7467363	0.7991303	0.91498977	0.842637	0.86774486	0.5962726	0.8028785	0.6735724	0.88036144	0.76976347	0.75158376	0.67635703	0.8519478	0.6007616	0.8475371	0.85797	0.8390758	0.87860954	0.81030977	0.84808207	0.85804576	0.8117305	0.8393035	0.851513	0.88427126	0.86227924	0.68963695	0.7206868	0.7802412	0.8559838	0.7926225	0.8688903	0.8601815	0.6404626	0.70596147	0.6615888	0.8083709	0.78391314	0.7433057	0.9113454	0.7582062	0.8084162	0.69915473	0.88271666	0.8021031	0.5363201	0.8227559	0.8498159	0.7273525	0.7796581	0.83028495	0.8897056	0.91679454	0.7482977	0.7766598	0.79315186	0.8457471	0.6906597	0.8293136	0.7844487	0.7521317	0.7202045	0.8387728	0.92939985	0.8305377	0.9393277	0.64006245	0.6084919	0.87721694	0.6272998	0.85659623	0.872834	0.69092137	0.86348796	0.70214844	0.71465504	0.6967814	0.849274	0.63998437	0.8950206	0.7879698	0.746277	0.7941884	0.82252055	0.6214354	0.72692144	0.73382854	0.7547153	0.88232845	0.78543717	0.9310867	0.6272491	0.77430785	0.7106173	0.7516219	0.6965995	0.96936595	0.75457525	0.813193	0.71159405	0.83158016	0.6693261	0.84082794	0.8745322	0.7639233	0.9174813	0.8184437	0.8156433	0.8049699	0.74946856	0.8856936	0.9357003	0.72864515	0.87589437	0.7108505	0.47743958	0.8431353
Mexicaans/adj	0.7133914	0.6768409	0.0	0.78412056	0.76879835	0.76973677	0.9266185	0.8145275	0.8345929	0.7038522	0.8616123	0.8490893	0.79278654	0.84457886	0.85169405	0.764523	0.75808424	0.730147	0.8968505	0.80943406	0.69226164	0.75379896	0.8719523	0.7822498	0.77528954	0.8559819	0.899938	0.82650584	0.78752625	0.7080141	0.7490202	0.7810251	0.7580116	0.84355414	0.7416917	0.7872654	0.7967564	0.72340524	0.862505	0.72761047	0.80962026	0.83814687	0.69749177	0.7560278	0.75217426	0.85353625	0.760069	0.82132435	0.8082215	0.6593171	0.77023613	0.78281355	0.7701459	0.74079895	0.8065445	0.66834474	0.6577461	0.8332788	0.8566245	0.8067751	0.8285967	0.86149	0.8744064	0.81247413	0.87833846	0.76849794	0.7856944	0.8263887	0.81543	0.66689324	0.7883092	0.82420146	0.77425045	0.7871628	0.8252202	0.8058448	0.8291115	0.6322086	0.8176821	0.74388564	0.8383728	0.83052284	0.79702985	0.84010494	0.835852	0.8713475	0.7384895	0.83842117	0.8058178	0.756285	0.8115838	0.76134765	0.791584	0.61105573	0.9042984	0.766668	0.8294351	0.7929521	0.83288485	0.7699105	0.8757641	0.8938997	0.78442377	0.8006382	0.86966705	0.7608298	0.85484385	0.8781861	0.8584352	0.67945266	0.8506236	0.8850355	0.82414806	0.66711915	0.8731924	0.86531675	0.75707215	0.6988157	0.8202853	0.74022603	0.8276137	0.79558325	0.7733496	0.8052691	0.6801864	0.7616084	0.85274637	0.7335634	0.82618964	0.81801647	0.7855631	0.8385215	0.86694884	0.7902417	0.84770733	0.7998951	0.8416498	0.87307566	0.80205774	0.93377566	0.7123795	0.7348372	0.78411645	0.88195795	0.8670745	0.8263456	0.859903	0.78277266	0.7657113	0.9324618	0.70318127	0.8020264	0.8362396	0.71898717	0.80708325	0.8538978	0.78095126	0.6286564	0.83199286	0.85121155	0.71476483	0.82597744	0.84590614	0.77517796	0.8142818	0.74335563	0.69113916	0.78824174	0.9233279	0.68768	0.83015656	0.9010295	0.78282785	0.9182531	0.7299936	0.89430857	0.7829471	0.84317946	0.731775	0.83238727	0.86008847	0.71216124	0.8617259	0.8204185	0.7048476	0.79123676	0.746351	0.7729344	0.67811584	0.8970187	0.807797	0.8049926	0.83163214	0.8816766	0.6380821	0.84122574	0.87908626	0.88136756	0.88856953	0.78234065	0.7746225	0.78918386	0.73480976	0.7131786	0.65941143	0.7012832	0.72439814	0.9015727	0.7392517	0.7996022	0.8404573	0.79719794	0.7226424	0.8720768	0.8361769	0.86541724	0.8563287	0.6964656	0.7148559	0.7090837	0.635773	0.76258934	0.7666817	0.7164898	0.9124228	0.73702574	0.82688355	0.79837966	0.75841606	0.8273494	0.76896554	0.94958794	0.68599606	0.7677568	0.83591086	0.88153523	0.8025813	0.912015	0.85346854	0.7624543	0.81338894	0.69815373	0.85429907	0.7591688	0.6567509	0.7722619	0.752972	0.823424	0.88399225	0.86220723	0.82314783	0.633849	0.7428882	0.68758196	0.88943386	0.77387255	0.86748874	0.71713006	0.6205125	0.8279267	0.76435816	0.77219725	0.76828516	0.8351619	0.7331363	0.5762147	0.65761733	0.8334243	0.8837179	0.87570435	0.85679555	0.79310924	0.8735607	0.7911464	0.8869484	0.8701665	0.83542943	0.86825556	0.80741364	0.9451044	0.8096295	0.8337526	0.9071916	0.8603362	0.8493065	0.7930963	0.8600428	0.80345106	0.8250009	0.7617901	0.83766055	0.9629345	0.89461356	0.8641904	0.8780516	0.8032104	0.8760281	0.8910406	0.8745973	0.7085962	0.70003057	0.77968925	0.8614459	0.80211973	0.79775345	0.7216779	0.9140051	0.83537716	0.74795926	0.8988556	0.7691016	0.7731451	0.8339368	0.84883535	0.7951142	0.8821018	0.66633165	0.801002	0.8913976	0.82056993	0.80547744	0.6530173	0.7464711	0.7815298	0.8229806	0.8176834	0.9165641	0.7772876	0.8112086	0.7399404	0.6444671	0.7128974	0.8736224	0.6946995	0.7760263	0.9331813	0.6941539	0.82040495	0.93016523	0.78641534	0.610055	0.85215914	0.7910427	0.78363854	0.79035187	0.7594495	0.8682635	0.7610411	0.59150016	0.6795968	0.87836456	0.820338	0.8118121	0.8403341	0.7648511	0.75412667	0.7788834	0.83732325	0.83501285	0.8641044	0.88098145	0.65749097	0.83806837	0.8023312	0.8461324	0.68991745	0.7441853	0.7849209	0.85492873	0.8931435	0.91175306	0.79959273	0.81957996	0.6731284	0.869002	0.7014209	0.8416	0.7067993	0.63602614	0.7904497	0.8622566	0.7348875	0.8343061	0.9054978	0.63820744	0.82117593	0.7954853	0.8573603	0.87061316	0.79165745	0.7119565	0.85201687	0.818837	0.8344959	0.72412306	0.86024624	0.8257805	0.8723391	0.8071309	0.7855772	0.83445394	0.90073526	0.78926885	0.8425677	0.762849	0.7386128	0.7429381	0.47672248	0.86976135	0.8332977	0.6888796	0.9338146	0.7867787	0.91525817	0.69044614	0.79287386	0.76540196	0.6700821	0.8193735	0.8686379	0.8535088	0.7717494	0.79822445	0.85295045	0.8065772	0.7259686	0.72326064	0.6328664	0.84509516	0.8072727	0.6738291	0.8041378	0.7089977	0.87748647	0.6587235	0.84606874	0.72592413	0.88138974	0.8781319	0.75143546	0.78108984	0.64619243	0.85302395	0.7525329	0.8096904	0.8895096	0.8697792	0.8381741	0.83180726	0.7863037	0.80584073	0.667523	0.81884164	0.8832381	0.82635236	0.7226187	0.69819015	0.8396053	0.8205218	0.7201805	0.7446087	0.8974038	0.82859135	0.903638	0.8318583	0.8962297	0.74792874	0.76622814	0.7260337	0.8241637	0.8550525	0.5577883	0.8411747	0.7082559	0.7649101	0.67369056	0.8545383	0.77749586	0.7743193	0.7912298	0.8517111	0.7914776	0.7702446	0.7713586	0.8538248	0.8108334	0.8078017	0.84127796	0.7398853	0.8918407	0.7965832	0.8607863	0.8262688	0.7490799	0.7835795	0.9263903	0.5393281	0.77890444	0.8053007	0.8091	0.85882926	0.8640106	0.7494957	0.87053883	0.8957501	0.8992144	0.788984	0.84770036	0.7061821	0.9133991	0.9185398	0.75448215	0.78507435	0.80578357	0.72414094	0.8142999
