	been/noun	leuning/noun	goud/noun	centi_meter/noun	kooi/noun	word/verb	chroom/noun	voer_in/verb	alleen/adj	produceer/verb	gereedschap/noun	buitenland/noun	ver/adj	helemaal/adv	hard/adj	controleer/verb	houten/adj	hoogwaardig/adj	ogenblik/noun	vat/verb	mentaal/adj	blijk/verb	bewaar/verb	verwijder/verb	onjuist/adj	hoog/adj	hoeveelheid/noun	schiet/verb	blok/noun	import_heffing/noun	aangekocht/adj	controle/noun	poot/noun	stellage/noun	tegel/noun	tank/noun	Waals/adj	petrochemie/noun	rubber/noun	stof/noun	eet_op/verb	genomen/adj	bedek/verb	test/verb	beneden/adv	internet/noun	levend/adj	verdacht/adj	divers/adj	traan/noun	tast_aan/verb	zenuw/noun	chirurgisch/adj	uitsluitsel/noun	vlees/noun	analyse/noun	representatief/adj	vervaardig/verb	'99/noun	puur/adj	dagelijks/adj	hoop/noun	onregelmatig/adj	ontwar/verb	stuk/noun	illustreer/verb	titanium/noun	staal/noun	leg_toe/verb	bouwmateriaal/noun	klein/adj	name/adv	magnetisch/adj	nieuw/adj	helft/noun	lijf/noun	aanwezigheid/noun	album/noun	miljoen/noun	heffing/noun	onderdeel/noun	water/noun	pvc/noun	campus/noun	met/adv	vervolgens/adv	bijl/noun	bijvoorbeeld/adv	gevoelig/adj	gehard/adj	oogappel/noun	draag/adj	asbest/noun	samenspel/noun	onderzoek/noun	export/noun	diep/adj	trek_op/verb	gootsteen/noun	totaal/adv	verzamel/verb	glas/noun	besmet/verb	computer/noun	storing/noun	dijk/noun	aluminium/noun	sterk/adj	lichtgewicht/adj	constructie/noun	projectiel/noun	lading/noun	sculptuur/noun	neem/verb	kantoor_gebouw/noun	afdeling/noun	Europees/adj	garandeer/verb	voortaan/adv	code/noun	stel_vrij/verb	ton/noun	extra/adj	liefst/adv	groot/adj	aluminium/adj	kabaal/noun	steen/noun	symbool/noun	importeer/verb	afgewerkt/adj	koraal/noun	roest_vrij/adj	kunst_werk/noun	verzink/verb	producent/noun	grond/noun	vloeibaar/adj	verwerk/verb	berg/noun	compromis_loos/adj	kool/noun	blink/verb	buig/verb	voer_uit/verb	perikel/noun	man/noun	schiet_uit/verb	hout/noun	landbouw_product/noun	pak/noun	breng_aan/verb	dikte/noun	wanneer/adv	dreig/verb	inlands/adj	klank/noun	verwerking/noun	gebouw/noun	aanduiding/noun	wit/adj	dun/adj	bronzen/adj	dienstverlening/noun	rail/noun	vervoer/verb	positief/adj	uitvoering/noun	genoemd/adj	ben/verb	bel_DIM/noun	materiaal/noun	prijs/noun	gesteente/noun	Vlaams/adj	genees_middel/noun	lig/verb	soja/noun	bevolking/noun	buitenlands/adj	lab/noun	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	boven_haal/verb	lood/noun	duur_voort/adj	kunststof/noun	afval_bak/noun	ruw/adj	hand_greep/noun	vergelijk/verb	verschil/adj	kilo/noun	laat/verb	goedkoop/adj	spuit/noun	ondertussen/adv	villa/noun	nodig/adj	des/adv	plastiek/noun	gebruikelijk/adj	klant/noun	maak/verb	geïmporteerd/adj	loop_terug/verb	mijn/noun	zacht/adj	licht/adj	schilder/verb	plaat/noun	productie/noun	ambachtelijk/adj	gemanipuleerd/adj	doos/noun	gebruik/verb	riskeer/verb	bewerk/verb	kubus/noun	licht/noun	bevestig/verb	dik/adj	locatie/noun	stalen/adj	gehuld/adj	geladen/adj	textiel/noun	bind_middel/noun	graniet/noun	hier/adv	vliegtuig/noun	analyseer/verb	meer/adj	meter/noun	landbouw/noun	zuiver/adj	deel_uit/verb	vast/adj	alge/noun	besmetting/noun	afgezaagd/adj	pers/verb	reusachtig/adj	subsidie/noun	kist/noun	stenen/adj	overschot/noun	mechanisch/adj	monster/noun	markt/noun	geconcentreerd/adj	wals/verb	reus/noun	keer/noun	plat/adj	wijs_uit/verb	breed/adj	bestek/noun	aureool/noun	verwrongen/adj	waar/adv	uitgestrekt/adj	oerwoud/noun	oud/adj	opgetrokken/adj	pilaar/noun	invoer/noun	distributie/noun	keramiek/noun	degelijk/adv	straal_uit/verb	Brits/adj	stoel/noun	sector/noun	rond/adj	ijzer/noun	traditioneel/adj	auto_wrak/noun	video_camera/noun	zuil/noun	zwaar/adj	eis/verb	beeld/noun	gepantserd/adj	boer/noun	verbrand/adj	fabricage/noun	grondstof/noun	vraag/verb	neem_af/verb	investeer/verb	schildering/noun	das/noun	uitgevoerd/adj	honderden/noun	kracht/noun	medisch/adj	zwaard/noun	vorm/noun	10/noun	gelakt/adj	onmiddellijk/adj	verhoog/verb	slinger_rond/adj	onderneming/noun	allerijl/adv	brons/noun	minder/adj	beton/noun	besta/verb	mascotte/noun	voer_op/verb	industrieel/adj	onderzoek/verb	bedrijf/noun	er/adv
been/noun	0.0	0.60254335	0.75939286	0.56493914	0.724254	0.77629167	0.791363	0.94249356	0.7915415	0.82101816	0.7744653	0.95651776	0.838005	0.70217246	0.73668355	0.8699082	0.48771477	0.8692537	0.76363456	0.771131	0.79511756	0.89396286	0.852008	0.61806405	0.9180472	0.76909095	0.75090396	0.62588304	0.47705668	0.96937084	0.91843474	0.92557317	0.47991443	0.62065357	0.60100913	0.735627	0.90115017	0.9136343	0.633973	0.6246599	0.8666592	0.92654854	0.5393345	0.8609469	0.5152106	0.9373267	0.7602425	0.90584445	0.793603	0.7377775	0.70945776	0.69157094	0.7269574	0.97698396	0.7495005	0.9229054	0.95217246	0.7249505	0.96175927	0.8076987	0.8678646	0.7252964	0.82096034	0.9210412	0.56931293	0.82383215	0.7108346	0.56365633	0.9559123	0.76683193	0.72220707	0.9186313	0.85022527	0.86174405	0.92309564	0.5033878	0.8769097	0.9100342	0.96637565	0.95342153	0.8366061	0.67616844	0.8663366	0.8311197	0.93577313	0.5632403	0.7758475	0.79176253	0.8639084	0.81451035	0.88244045	0.72767663	0.7750354	0.924007	0.96775955	0.9273921	0.75910157	0.6865469	0.8933755	0.9207147	0.87118435	0.5424528	0.90862346	0.86005485	0.88688743	0.75212836	0.6431041	0.8020264	0.8112726	0.5792879	0.70653194	0.7255982	0.61947787	0.87937486	0.7926868	0.9057426	0.96339345	0.84196204	0.8305899	0.9656651	0.9570489	0.7167977	0.84187543	0.89335215	0.7778617	0.6431325	0.8328512	0.45500356	0.7814188	0.8722925	0.75921994	0.7825725	0.6883446	0.7934592	0.8065648	0.93756497	0.5926046	0.78390765	0.8076904	0.6268496	0.9491739	0.7676238	0.7977274	0.7291143	0.86969596	0.92175204	0.7082039	0.84114766	0.5407695	0.96434605	0.73897827	0.65833694	0.709787	0.8563261	0.86626416	0.8282061	0.8536903	0.919292	0.6068156	0.90505767	0.5622529	0.57705694	0.7603538	0.96588856	0.6981091	0.8512034	0.8740941	0.86437833	0.91595423	0.86957407	0.8890506	0.6650344	0.8933443	0.7114294	0.9178444	0.93415767	0.615227	0.9578203	0.9638544	0.9646359	0.9046233	0.8121256	0.71700794	0.9432063	0.61781955	0.8782067	0.8567235	0.648005	0.7520025	0.7247779	0.85102886	0.6880636	0.7760673	0.8591989	0.8259407	0.71214265	0.7445928	0.8345536	0.84382725	0.8325124	0.6872692	0.854367	0.86344266	0.71332145	0.87892246	0.9799982	0.814456	0.88435704	0.9456159	0.697692	0.688043	0.66977966	0.75406873	0.5338424	0.8937486	0.8577153	0.9514253	0.6351954	0.7558698	0.74570143	0.667647	0.73199296	0.7784151	0.83058137	0.5249495	0.93820435	0.56382024	0.72222364	0.80353063	0.82302177	0.9073017	0.6294965	0.7677855	0.8194292	0.8743603	0.932168	0.62787384	0.92143244	0.77381825	0.87181234	0.7606363	0.8345325	0.8805624	0.6897631	0.61954904	0.54032254	0.96002424	0.68119556	0.67262506	0.82218987	0.8446067	0.7548704	0.88008356	0.79377687	0.926225	0.77108765	0.91586185	0.62258565	0.9133148	0.65052074	0.7674636	0.83524054	0.67584217	0.79416734	0.7117843	0.7320297	0.6678481	0.68056	0.5663059	0.9598186	0.9572746	0.74209535	0.88505924	0.7242998	0.9129383	0.5028304	0.94959164	0.5534499	0.5510019	0.80010486	0.70509076	0.91541797	0.5665498	0.6426823	0.9327325	0.7102586	0.8911986	0.881724	0.6563933	0.9204687	0.8881762	0.9037972	0.86140525	0.9400971	0.73781455	0.80655646	0.7862309	0.7703476	0.8056126	0.91180265	0.6575325	0.72365844	0.97563004	0.7352397	0.68034756	0.94363433	0.8092158	0.9547536	0.8312384	0.6809538	0.8616716	0.44980437	0.7562244	0.897025	0.95682794	0.8711271	0.885705	0.9813782	0.8809679
leuning/noun	0.60254335	0.0	0.79837155	0.5331277	0.6729291	0.7913662	0.6393889	0.9297532	0.8695771	0.7756451	0.7674888	0.9363736	0.89118844	0.8099575	0.6830168	0.87373817	0.5236049	0.69189644	0.7626821	0.8476245	0.9421743	0.9554936	0.88437814	0.64015067	0.9368854	0.6993228	0.83579254	0.76286817	0.59665745	0.9151242	0.9531151	0.96008396	0.5170181	0.74268943	0.56864816	0.7210681	0.88796246	0.87894624	0.7226163	0.7050953	0.9164227	0.90028	0.7081144	0.8041192	0.559664	0.9273146	0.9338882	0.9155482	0.8027739	0.87591827	0.8098513	0.7328492	0.8156962	0.9478254	0.8445451	0.9040185	0.87425745	0.6820707	0.90883434	0.852007	0.9339484	0.85776913	0.82752484	0.9336632	0.7287779	0.8214757	0.6622149	0.63633204	0.8577385	0.7846623	0.7935525	0.89335907	0.8643769	0.8358711	0.96681094	0.74914527	0.9295829	0.95373154	0.9534898	0.89658874	0.7884838	0.7033578	0.7342271	0.8571208	0.9314189	0.69634795	0.82618517	0.8101789	0.9110187	0.67821395	0.93135244	0.6619514	0.8149513	0.8147632	0.95254415	0.92191774	0.79316324	0.75634706	0.92875034	0.91578174	0.8849069	0.56538165	0.96073747	0.86234313	0.9135661	0.6180726	0.5925207	0.91004145	0.7529236	0.5563029	0.71316874	0.7898669	0.6318856	0.78019786	0.81948066	0.8425801	0.90377665	0.799177	0.9212931	0.92003816	0.94866115	0.7380674	0.7749555	0.8653286	0.8601864	0.58259237	0.80299366	0.5580813	0.7888231	0.89177096	0.776242	0.7986202	0.50869584	0.81128037	0.64949167	0.8513446	0.7014277	0.7280624	0.84159523	0.7783114	0.93306583	0.8094646	0.84572357	0.6596042	0.84521794	0.9171777	0.8853285	0.7642181	0.6197072	0.9465206	0.8735658	0.54706526	0.5423211	0.8682476	0.89465165	0.7794185	0.7904684	0.91090804	0.71920145	0.8095288	0.6700183	0.5965023	0.7070261	0.9304282	0.5944023	0.87265223	0.94367594	0.7965952	0.88791156	0.87960196	0.78180504	0.68078864	0.87873864	0.7607013	0.9633479	0.894686	0.720531	0.90076107	0.92471844	0.9497276	0.84087014	0.8127563	0.79992944	0.92629033	0.59587616	0.79946935	0.8759068	0.6944189	0.81711006	0.6118564	0.7384156	0.75244445	0.5438479	0.8900733	0.7269043	0.8122682	0.7991151	0.798417	0.81064224	0.90353113	0.7859954	0.8640029	0.9323727	0.70537746	0.83779764	0.8858139	0.85835254	0.87150013	0.9096035	0.81462705	0.6397997	0.76327646	0.7699326	0.5755978	0.8288666	0.80516785	0.92381775	0.6902118	0.7653293	0.9444125	0.7530699	0.6811119	0.81121397	0.7639656	0.53375125	0.9196159	0.5633659	0.86774755	0.83377266	0.80254966	0.8367301	0.7011516	0.839315	0.8785763	0.8972477	0.96638966	0.61767447	0.90839744	0.8391073	0.912818	0.7684471	0.75845104	0.9403847	0.6380092	0.6591208	0.7010994	0.9664146	0.62194896	0.6877471	0.8862346	0.7561797	0.8714119	0.8408906	0.84094024	0.79756165	0.755756	0.87715983	0.5396296	0.9626228	0.64420575	0.61506826	0.86972785	0.67531186	0.82549596	0.7075038	0.86212826	0.79968405	0.6347159	0.6186464	0.93443984	0.8954735	0.74242616	0.88415384	0.8854771	0.9609919	0.43277323	0.9219453	0.62010694	0.6562669	0.84124804	0.7930596	0.8010529	0.6152097	0.80124605	0.9499952	0.81029457	0.8277372	0.94267696	0.78142667	0.84772414	0.86514497	0.9635143	0.8924897	0.93936646	0.6357831	0.90760934	0.8619132	0.81212175	0.862087	0.9412377	0.68181103	0.73995304	0.9630339	0.6359385	0.86944675	0.91914517	0.84991705	0.9431481	0.7260362	0.67774725	0.89057624	0.57010055	0.8163967	0.86136305	0.95641166	0.7764668	0.8904498	0.90796393	0.88478434
goud/noun	0.75939286	0.79837155	0.0	0.6160615	0.7784451	0.7995298	0.46031564	0.7622215	0.7537409	0.5973548	0.74326897	0.8360808	0.89959425	0.7575013	0.70308375	0.8355378	0.5942355	0.6419041	0.81675345	0.7333418	0.9009292	0.8712705	0.731017	0.70514655	0.8775459	0.77452874	0.5798955	0.76719445	0.71752715	0.903599	0.8285056	0.8907846	0.7437766	0.70711493	0.58137834	0.70295167	0.8447924	0.9399766	0.5701752	0.5226604	0.76606065	0.76171273	0.57242376	0.82917047	0.6962155	0.9099035	0.714748	0.7921947	0.75453913	0.7500796	0.72942054	0.81805533	0.7494041	0.90289485	0.7332761	0.82955885	0.91259605	0.59006894	0.71569043	0.66265357	0.8006567	0.83017766	0.90438056	0.942636	0.60009706	0.8945152	0.6277492	0.46104097	0.817687	0.7316236	0.69189334	0.89562297	0.7462378	0.8299233	0.882316	0.7161999	0.7741518	0.853	0.84150505	0.90140676	0.6999494	0.5940217	0.6591648	0.9424121	0.9171333	0.66270494	0.8038514	0.6660768	0.85032547	0.7676658	0.8723536	0.82359046	0.7548146	0.898053	0.9219048	0.7527892	0.7656056	0.73014057	0.9421507	0.7681512	0.7018472	0.48047727	0.8519254	0.88204503	0.94335616	0.8762907	0.4012885	0.7950487	0.6480688	0.6666199	0.7624287	0.6027965	0.5661928	0.83567494	0.86623496	0.77152014	0.83982354	0.88518316	0.8054954	0.89608836	0.8843555	0.50748956	0.74699783	0.72488475	0.7898127	0.5448658	0.9003515	0.47500658	0.71069986	0.6365676	0.52272075	0.7532576	0.59056747	0.6888461	0.6715848	0.7149466	0.78435385	0.52864516	0.5460765	0.66337717	0.88496214	0.5431061	0.5431658	0.78949106	0.7411928	0.8966496	0.82061946	0.89237833	0.4901961	0.751914	0.68154013	0.6614852	0.6671444	0.8473609	0.84357053	0.8284657	0.7880866	0.72842944	0.7925547	0.8982098	0.52546346	0.50861907	0.6469298	0.9446759	0.81663555	0.59284735	0.91460216	0.7953515	0.88169396	0.8409029	0.87642163	0.47919905	0.72281766	0.7084832	0.9325723	0.8089195	0.67822385	0.74531865	0.94545984	0.9084489	0.8562932	0.7472141	0.6078631	0.8760686	0.7458147	0.8520409	0.7446293	0.40688944	0.8111477	0.49968863	0.8419977	0.5739841	0.7761287	0.7654679	0.77096355	0.44202465	0.8163127	0.669621	0.7778052	0.8102012	0.76459074	0.8015759	0.8193755	0.6654626	0.7836324	0.9012589	0.71351755	0.7606032	0.86112255	0.69438815	0.60537934	0.5649097	0.74314594	0.65610087	0.6941738	0.79554737	0.80224323	0.6563927	0.6126943	0.8457498	0.59784126	0.76672286	0.68363905	0.7989956	0.5720339	0.93382853	0.6708003	0.7006651	0.638594	0.6163131	0.81619644	0.5352194	0.79178923	0.8003301	0.858886	0.8192326	0.5838824	0.85062665	0.6266751	0.79171765	0.7807551	0.75729024	0.8905427	0.9059673	0.640392	0.6867925	0.91788536	0.57810503	0.704807	0.81231755	0.79480124	0.8261865	0.7560812	0.8044886	0.8578951	0.74436986	0.72948575	0.71493673	0.868877	0.6194922	0.6986548	0.84307873	0.734311	0.8202319	0.8825176	0.7922529	0.6674895	0.5882168	0.70748794	0.7497072	0.8102994	0.55847096	0.82612324	0.7694496	0.83867556	0.6881685	0.86050856	0.65149474	0.44538575	0.6990061	0.8030106	0.829952	0.7452867	0.700472	0.90754676	0.75032294	0.7837776	0.87564296	0.74730885	0.7187042	0.6013317	0.9677275	0.7678101	0.9219582	0.73690104	0.7738268	0.6255603	0.57961345	0.85067344	0.8742585	0.69992995	0.7056687	0.92947096	0.6579609	0.8380488	0.8686026	0.75805324	0.8852454	0.7944649	0.3901226	0.7486823	0.47828525	0.6638783	0.85260785	0.86887324	0.73923564	0.8612715	0.88621277	0.89166564
centi_meter/noun	0.56493914	0.5331277	0.6160615	0.0	0.64928824	0.7540024	0.6897876	0.8795998	0.7963276	0.6854565	0.7597741	0.9194796	0.78033924	0.7613263	0.71361774	0.7915998	0.41332197	0.755411	0.7831708	0.78297037	0.8023075	0.8281966	0.77289534	0.58878314	0.8863301	0.53702027	0.6527133	0.7130346	0.54192793	0.8529979	0.8657718	0.92270523	0.48572284	0.64141196	0.4697581	0.6738465	0.9177575	0.8743534	0.6491869	0.56348133	0.8027161	0.80505675	0.46288574	0.7655678	0.53066844	0.9439503	0.7624518	0.85205793	0.7282256	0.7683899	0.70472395	0.74510336	0.77524817	0.9266152	0.7386025	0.84570724	0.8328775	0.5729897	0.8432534	0.7704613	0.88587046	0.89999557	0.75025505	0.95174336	0.57573193	0.8532505	0.6086552	0.47403878	0.85979885	0.7146778	0.6053634	0.8597485	0.7282214	0.84124255	0.8478027	0.65554476	0.7964329	0.9083265	0.8597503	0.8729504	0.69331956	0.56375265	0.730308	0.9328302	0.9016887	0.595587	0.78147054	0.7042908	0.78147006	0.65385294	0.8922064	0.654409	0.7390361	0.8319614	0.9280212	0.8590276	0.5153839	0.64215237	0.8616395	0.76724684	0.7788805	0.40813375	0.89356595	0.8618141	0.86256367	0.5537652	0.49913168	0.7898188	0.70445895	0.51568544	0.6337858	0.6362566	0.5518679	0.80387396	0.7173937	0.7706455	0.8947565	0.7875326	0.8598812	0.90158963	0.8585471	0.610621	0.7679938	0.7019292	0.69063085	0.44443136	0.83233464	0.4487971	0.73842275	0.79173815	0.6591648	0.7528428	0.49439847	0.625114	0.6882397	0.8008991	0.5957867	0.6338608	0.6768467	0.66918266	0.9480852	0.7618646	0.6580199	0.72858655	0.7536909	0.90838003	0.7902176	0.75280195	0.48101175	0.8990642	0.6462219	0.41488624	0.5782614	0.8655329	0.8266735	0.82423556	0.7727179	0.8462716	0.62688744	0.7920377	0.47615492	0.4520566	0.5996903	0.9262731	0.56499904	0.7438966	0.899785	0.7478263	0.8235758	0.7846185	0.76238525	0.53685594	0.76532286	0.7049855	0.9537769	0.8719533	0.56803787	0.8711512	0.83400345	0.9052993	0.87723	0.67870975	0.63823617	0.8250005	0.5245451	0.6845671	0.7778658	0.6150368	0.75975764	0.5768275	0.712529	0.64239097	0.6643772	0.7902507	0.6847381	0.56744766	0.78057635	0.7733152	0.8259897	0.8469981	0.73371613	0.8370426	0.787882	0.68173754	0.8000432	0.9234338	0.73883176	0.8422198	0.87952167	0.7068473	0.58732474	0.5635942	0.6723301	0.4974081	0.7367526	0.77547103	0.91955686	0.5616219	0.64642596	0.86175054	0.71369267	0.60930544	0.71948403	0.72196096	0.37605768	0.8987572	0.38165146	0.67859423	0.69319165	0.71105796	0.8826361	0.5869691	0.8157497	0.7983599	0.8459678	0.8833304	0.27471536	0.88038015	0.74770665	0.7887516	0.79746544	0.71427906	0.88290906	0.8078994	0.612518	0.57793283	0.9424413	0.5400015	0.56566405	0.7952978	0.7670899	0.7137475	0.77084243	0.8398379	0.84647876	0.6665231	0.8478593	0.57257974	0.83651197	0.39824677	0.6299877	0.89413905	0.67391473	0.7786246	0.7402152	0.79650724	0.7246907	0.5770395	0.5265942	0.8875988	0.87701994	0.6452913	0.78489846	0.80125535	0.9071581	0.5110451	0.89469016	0.5179341	0.5501399	0.7711983	0.7957322	0.83046246	0.53661335	0.6593709	0.9480361	0.7110069	0.81905717	0.87269026	0.8000072	0.8520342	0.7793283	0.94736034	0.79789805	0.90369743	0.56963813	0.827147	0.68441564	0.5942305	0.7692026	0.925341	0.69271684	0.65077484	0.96632993	0.60645247	0.72644794	0.80783474	0.8185435	0.9039759	0.7718128	0.5650462	0.73440695	0.4323488	0.6317152	0.8996004	0.89058185	0.7860236	0.8297085	0.90227944	0.854211
kooi/noun	0.724254	0.6729291	0.7784451	0.64928824	0.0	0.7854172	0.71305263	0.86601764	0.8636239	0.7287315	0.8025165	0.9335686	0.88845956	0.8037034	0.78573424	0.8768922	0.5965968	0.8310703	0.7747849	0.75032043	0.8150704	0.89265853	0.7887206	0.7041931	0.9482704	0.7863275	0.6727446	0.77412224	0.6802025	0.91830736	0.90910596	0.95865613	0.6417973	0.60010135	0.6372045	0.5603901	0.8627299	0.85184216	0.6180607	0.64761615	0.7820503	0.7911826	0.55926204	0.74228215	0.57236135	0.94985884	0.7238666	0.8599948	0.87162447	0.8688152	0.7295364	0.7328742	0.826565	0.93901664	0.7916669	0.85922056	0.8253625	0.72751606	0.9171927	0.86938596	0.8171554	0.6663327	0.86617696	0.89733315	0.6897073	0.8726558	0.7524743	0.6452923	0.91870785	0.8188428	0.6664026	0.93259376	0.61415815	0.85712653	0.93070847	0.6971278	0.77716774	0.9462281	0.91328615	0.92246425	0.7318004	0.6273796	0.714038	0.86908203	0.9479369	0.6653365	0.7896016	0.79806215	0.8653043	0.73479056	0.88480526	0.67052436	0.825349	0.8027906	0.94134265	0.855726	0.79872364	0.6425309	0.9020813	0.84942365	0.79692173	0.55921066	0.8860438	0.83006835	0.848155	0.6688279	0.6956975	0.82390714	0.7304851	0.56374085	0.6846763	0.6684564	0.63214314	0.83543897	0.7308681	0.8164017	0.9087685	0.88545597	0.846794	0.8249917	0.9250237	0.69070196	0.81934315	0.84947604	0.720425	0.6446203	0.6596347	0.6713639	0.6804689	0.7895398	0.73396814	0.78968114	0.70593023	0.7197166	0.7989689	0.8173737	0.74195164	0.69448495	0.74857104	0.72725105	0.92651874	0.7692398	0.75291544	0.81129843	0.84244204	0.8766167	0.8503523	0.7506003	0.65308726	0.8716757	0.7970233	0.6238277	0.623048	0.8125652	0.8801506	0.8233543	0.8428319	0.8412221	0.6905031	0.8903343	0.6574174	0.57746613	0.6309727	0.96066314	0.6361426	0.6794784	0.8528638	0.8686816	0.8661791	0.8557013	0.822522	0.6948299	0.8428285	0.7286016	0.9216097	0.85432947	0.7662014	0.83388156	0.9446413	0.9227401	0.8362804	0.770643	0.704888	0.9264597	0.5812327	0.77243316	0.88125974	0.70936465	0.8230418	0.66292727	0.8456967	0.7552892	0.77822125	0.83109486	0.84351295	0.68691164	0.81374633	0.85679007	0.9073314	0.89670193	0.70228505	0.8361739	0.91469467	0.5606216	0.7840637	0.9039368	0.74731874	0.8575831	0.8800269	0.73373115	0.7447159	0.67594945	0.6722137	0.5947888	0.80195045	0.86647636	0.8514005	0.62315154	0.74331236	0.89725244	0.82570904	0.600602	0.71656805	0.8293642	0.6119621	0.9248226	0.5625458	0.7574102	0.6882601	0.75487363	0.8766372	0.80109644	0.81800485	0.79333997	0.82099545	0.91398287	0.60187113	0.918337	0.85797906	0.76407677	0.8551116	0.7038052	0.86566687	0.78979117	0.64575326	0.5136993	0.9642823	0.52271223	0.6971561	0.8396606	0.8224441	0.66144997	0.88276875	0.7849169	0.87559915	0.6325393	0.9110811	0.7353046	0.8748983	0.69228363	0.7210944	0.7948247	0.6539692	0.78295064	0.79368657	0.85865414	0.8014641	0.6570791	0.68142253	0.8637184	0.8859812	0.74774826	0.8521883	0.8068457	0.9103435	0.7119585	0.9059695	0.6434736	0.6727989	0.8055075	0.78485376	0.7188159	0.6485083	0.74476284	0.95093983	0.78222036	0.6818912	0.91139615	0.68709314	0.8735411	0.8386665	0.9694668	0.84049	0.91325855	0.73047125	0.90097725	0.73882157	0.71283925	0.7835623	0.90256935	0.72738516	0.78759086	0.96606594	0.6650557	0.8607093	0.8648284	0.79796934	0.88231224	0.7406925	0.80122143	0.9252071	0.59718907	0.7046871	0.7581436	0.9077164	0.81314987	0.8036498	0.9001688	0.9062027
word/verb	0.77629167	0.7913662	0.7995298	0.7540024	0.7854172	0.0	0.81630427	0.7103245	0.6469208	0.65377605	0.69992846	0.6506094	0.68053865	0.824256	0.80279315	0.6501348	0.67385006	0.677407	0.80340636	0.7738508	0.8270863	0.734738	0.67847645	0.6178097	0.81884027	0.8421191	0.5548282	0.8260924	0.81297326	0.8141333	0.70571357	0.65692616	0.824103	0.8494562	0.678164	0.6196681	0.83762485	0.87189376	0.6756129	0.50851005	0.6910769	0.7178251	0.77516264	0.67492723	0.7608882	0.72769237	0.6999401	0.6228036	0.66387874	0.8452454	0.79618347	0.8130634	0.681309	0.8183738	0.57625675	0.7564298	0.8099408	0.7070776	0.75754577	0.8718061	0.583523	0.8076601	0.7207773	0.8960805	0.68984973	0.8057691	0.76159126	0.51749665	0.8270258	0.6500294	0.7167189	0.8152193	0.7771942	0.64883804	0.79216284	0.7838168	0.6387984	0.84541184	0.74056304	0.69058716	0.68753237	0.645771	0.72936296	0.82003754	0.80525964	0.4704368	0.75883055	0.59172565	0.70573056	0.82336736	0.73348236	0.8445775	0.5951172	0.84292364	0.74699503	0.6723324	0.8763712	0.7599289	0.8276175	0.64232314	0.72734916	0.70109487	0.78517556	0.5317316	0.75353086	0.70128155	0.69211835	0.8217285	0.7927086	0.67493343	0.62662005	0.59343135	0.7662492	0.8127692	0.71239674	0.79712355	0.7933826	0.8297353	0.6065904	0.6631139	0.8059224	0.5376234	0.599061	0.7476274	0.8240955	0.72135174	0.826884	0.65222716	0.7332985	0.6834063	0.6921427	0.7566978	0.7353977	0.6549759	0.8096203	0.6949326	0.71304595	0.6551931	0.6330849	0.8126703	0.908753	0.664454	0.8384125	0.88103354	0.73700094	0.75751615	0.7595043	0.866693	0.6373741	0.73590124	0.788176	0.7264427	0.75652754	0.6752151	0.7382451	0.7690012	0.70668244	0.71552503	0.6871259	0.7267767	0.7444444	0.7446209	0.8352441	0.77620393	0.79037	0.64571357	0.8163049	0.7977644	0.8464931	0.6857523	0.762311	0.50670063	0.7178863	0.7375046	0.8352133	0.58462566	0.7811139	0.69660044	0.8239611	0.74220484	0.56572735	0.7677261	0.62312305	0.7481156	0.7145892	0.8721087	0.7125188	0.75663495	0.7177111	0.679776	0.7692988	0.6558852	0.82697916	0.7824238	0.6332901	0.6206509	0.53302217	0.6518036	0.722618	0.6013463	0.814414	0.7377577	0.8694695	0.76975805	0.68305445	0.7049315	0.77369463	0.7151821	0.8609343	0.68426025	0.76610386	0.7231393	0.80429006	0.7116176	0.68728244	0.73066354	0.7116637	0.7107799	0.6459191	0.69862086	0.7065432	0.82664895	0.8287609	0.84827274	0.7701738	0.7052933	0.69485843	0.9040139	0.72121465	0.69626844	0.78850853	0.7550812	0.7517453	0.6073824	0.65455174	0.79070556	0.83176035	0.77255636	0.7049906	0.7155831	0.7941236	0.6962255	0.6557257	0.77805376	0.7565128	0.7772428	0.7620605	0.71078634	0.7685375	0.69231385	0.6951231	0.6807538	0.73635495	0.77785563	0.8612916	0.8464645	0.79648554	0.78215486	0.74273	0.8566784	0.70467687	0.85134405	0.8103368	0.73555815	0.87575674	0.88910544	0.764094	0.80961174	0.82724375	0.6915889	0.7624906	0.7936181	0.72887766	0.898148	0.75624245	0.753322	0.78547394	0.82775503	0.6877186	0.80002433	0.679232	0.765256	0.7968457	0.70546114	0.8391742	0.74212605	0.7678303	0.6513392	0.7514701	0.80607396	0.6093627	0.7843411	0.80136997	0.8253065	0.68947613	0.908309	0.7797074	0.6719072	0.8134496	0.6232157	0.82036966	0.7199917	0.7990473	0.85696006	0.6692363	0.8038856	0.81936425	0.74314505	0.626559	0.8148637	0.73479134	0.6428994	0.77007514	0.823765	0.8171938	0.72544765	0.69767034	0.60341597	0.7442087
