	zwijg/adj	maak_mee/verb	paar/noun	lang/adv	Peper/name	idee/noun	verzameling/noun	maak/verb	hermetisch/adj	maak_waar/verb	uitval/noun	schrijnend/adj	pretentieus/adj	Hamlet/name	bevat/verb	Roland/name	pak_uit/verb	lees/verb	zij/comp	feest/noun	patroon/noun	presentator/noun	draai/noun	sketch/noun	technisch/adj	zijn/adj	spaar/verb	rap/noun	stijl/noun	flits/adj	vondst/noun	noch/vg	zoek_tocht/noun	tegendeel/noun	comedy/noun	vorm/verb	kleurrijk/adj	eerlijk/adj	goochel/verb	gemak/noun	absoluut/adj	vriendelijk/adj	breng/verb	droog/adj	contrasteer/adj	ontroerend/adj	erg/adj	regisseur/noun	scherp/adj	thema/noun	trailer/noun	gezang/noun	onomstotelijk/adj	als/comparative	inconsequent/adj	vervolg/noun	onnodig/adj	gespeeld/adj	ironisch/adj	onrustig/adj	commentaar/noun	vind/verb	spot/adj	opvallend/adj	ga_vooraf/verb	lach/verb	prijs/verb	Hit/name	cabaretier/noun	Engelstalig/adj	plaat/noun	boorde_vol/prep	beklemmend/adj	romancier/noun	De/det	zelden/adj	passage/noun	wel/adv	gevoelig/adj	Hot/name	snel/adj	time/verb	spannend/adj	erudiet/adj	geïllustreerd/adj	stem/noun	zeer/adj	Ralph/name	jury/noun	energiek/adj	even/adj	kwartet/noun	behalve/comp	waanzinnig/adj	dandy/noun	immer/adv	uitermate/adv	zoals/comp	eenzaam/adj	scherpzinnig/adj	alleen/vg	ook/adv	ziel/noun	Rawie/name	pas_toe/verb	poëzie/noun	Zwitser/noun	veelzijdig/adj	om_kade_ring/noun	tegelijk/adj	bijdrage/noun	nogal/adv	fel/adj	gewoon/adj	debuut/noun	bijvoorbeeld/adv	mik/verb	rest/noun	desinteresse/noun	geweldig/adj	dan/comparative	bizar/adj	ingenieus/adj	doos/noun	hij/pron	zachtaardig/adj	compact/adj	geschreven/adj	Gore/name	Russell/name	war/name	op/part	net/adv	voltooi/verb	zo'n/det	waarop/pp	portret/noun	stel/noun	zo/adj	meeslepend/adj	vooruitzicht/noun	zonder/prep	opmerking/noun	briljant/adj	breng_teweeg/verb	informatief/adj	deze/det	muzikant/noun	onderhoud/adj	creatief/adj	haast/adv	Francis/name	milieu/noun	vertelling/noun	stoutmoedig/adj	af/adv	vindingrijk/adj	heel/adj	koe/noun	zing/verb	zijn/det	gemaakt/adj	waan/noun	heerlijk/adj	toespraak/noun	ongekend/adj	gesprekspartner/noun	als/comp	opera/noun	voor_publicatie/noun	uit_vergroting/noun	geil/adj	zo/adv	zowel/vg	over/prep	echt/adj	als/prep	seizoen/noun	super/adj	origineel/adj	observatie/noun	lied/noun	schrijf_op/verb	verrukkelijk/adj	provocerend/adj	gewiekst/adj	spel_DIM/noun	soms/adv	kaart/fixed	script/noun	die/pron	gevat/adj	melancholie/noun	altijd/adv	lichtvoetig/adj	maar/vg	waarin/pp	gaaf/adj	speel_film_debuut/noun	helder/adj	Nieuw-Zeelander/noun	alleen/adj	lever_op/verb	werk_DIM/noun	kunst/noun	prachtig/adj	oorspronkelijk/adj	verontrustend/adj	waarbij/pp	bijrol/noun	speels/adj	intelligent/adj	spits/adj	obsessie/noun	verbeeld/verb	verdienste/noun	dramatisch/adj	leuk/adj	karikatuur/noun	titel/noun	gemoedelijk/adj	welbespraakt/adj	illustratie/noun	gek/adj	wreed/adj	roman/noun	ziekelijk/adj	het/name	doe/verb	logica/noun	en/adv	aankondiging/noun	performance/noun	alert/adj	associatief/adj	hoewel/comp	veel/adj	combinatie/noun	effect/noun	satire/noun	boek/noun	haar/det	toegankelijk/adj	een/adj	modern/adj	anekdote/noun	voordracht/noun	bedoeld/adj	cast/noun	verteder/adj	toch/adv	vertel/verb	teken_uit/verb	vers/noun	Andriessen/name	onnavolgbaar/adj	best/adj	gemeen/adj	goed/adj	wat/adv	vooraf/part	beminnelijk/adj	ijdel/adj	stereotiep/adj	bijzonder/adj	messcherp/adj	dynamisch/adj	en/comp	gezegd/adj	dialoog/noun	fair/adj	parodie/noun	column/noun	want/vg	grap_DIM/noun	Bob/name	gesprek/noun	Small/name	dat/pron	acteer/verb	streef_na/verb	blijk/verb	cosmopolitisch/adj	rancuneus/adj	en/vg	aflevering/noun	gezicht/noun	Ruby/name	ergerlijk/adj	film_DIM/noun	of/vg	oog/verb	musical/noun	onvoorspelbaar/adj	variant/noun	World/name	vervolgens/adv	detail/noun	dit/det	Richard/name	nonchalant/adj	antwoord/noun	stem/adj	verslag/noun	megalomaan/adj	film/noun	geld/verb	tegenover/prep	rol/noun	zeer/adv	onwaarschijnlijk/adj	overtuigend/adj	beetje/noun	slapstick/noun	Claus/name	bloes_DIM/noun	componist/noun	Me/name	draag_voor/verb	dol/adj	Rowan/name	Atkinson/name	onzinnig/adj	weer/adv	neig/verb	licht/adj	genoeg/adv	onweerstaanbaar/adj	mix/noun	oneerbiedig/adj	actie_film/noun	min/adj	aria/noun	charmant/adj	lady/noun	vinnig/adj	rem/adj	mengeling/noun	gulzig/adj	vrij/adj	natuurlijk/adj	choreografie/noun	voorzie/verb	melig/adj	toneelstuk/noun	getekend/adj	arrogantie/noun	ongelooflijk/adj	zet_neer/verb	slipper/noun	weerzinwekkend/adj	poging/noun	ludiek/adj	vervang/verb	werk_uit/verb	grof/adj	Amerika/name	element/noun	beschrijving/noun	Minoes/name	manier/noun	vrouw/noun	raak/adj	thriller/noun	behoorlijk/adj	humor/noun	trouwens/adv	prikkel/adj	lied_DIM/noun	met/prep	in/fixed	kort/adj	verhaal/noun	toe/adv	terloops/adj	Hart/name	ben/verb	schets/verb	voedsel/noun	klaag_zang/noun	kijk_heen/verb	kritisch/adj	fris/noun	scène/noun	vol/prep	personage/noun	muziek/noun	deel_uit/verb	klink/verb	komedie/noun	niet/vg	voorstelling/noun	even/adv	voorspelbaar/adj	alleszins/adv	een/det	sentimenteel/adj	wat/pron	mooi/adj	Peter/name	relatie/noun	weduwnaar/noun	teweeg/part	The/name	maar/comp	Risseeuw/name	laconiek/adj	vooral/adv	nauwelijks/adv	filosofisch/adj	zwart_wit/adj	typering/noun	vrijmoedig/adj	sterk/adj	hoe/adj	gedicht/noun	schrijf/verb	al/comp	duivel_DIM/noun	situatie/noun	variatie/noun	let/verb	cynisme/noun	ijzersterk/adj	onbedaarlijk/adj	Amanda/name	vele/adj	spring_om/verb	vaak/adj	lijk/verb	waarmee/pp	creatie/noun	Arjen/name	dat/det	buitengewoon/adj	wijze/noun	wrang/adj	eens/adv	slim/adj	plant/noun	geloofwaardig/adj	reactie/noun	daarbij/pp	bedoel/verb	als/vg	bovendien/adv	man/noun	fraai/adj	feestelijk/adj	wissel_af/adj	geladen/adj	ontleed/verb	beeld/noun	moment/noun	Portrait/name	clip/noun	spontaan/adj	oneliner/noun	bijna/adv	bitter/adj	speel/verb	onderdeel/noun	volg/verb	Self/name	ad/adj	adembenemend/adj	op/adj	gast/noun	uitzinnig/adj	heel/adv	ze/pron	stuk/noun	ritmisch/adj	dankzij/prep	elegant/adj	zelfs/adv
zwijg/adj	0.0	0.8744637	0.7865659	0.9076154	0.7497721	0.8194794	0.79661185	0.7960408	0.822162	0.8237234	0.8376543	0.71842223	0.6544151	0.7722715	0.7198352	0.81792283	0.91827756	0.84646595	0.77868134	0.80708134	0.8067461	0.7886903	0.8377416	0.7508192	0.84022427	0.84387684	0.88811475	0.8921951	0.7134594	0.7950053	0.7637019	0.7805848	0.855433	0.9022139	0.78941405	0.83593285	0.7473155	0.8788831	0.7247045	0.80783194	0.89856035	0.7729097	0.87214434	0.8155984	0.76714337	0.6725343	0.78987384	0.70339715	0.6959576	0.80484414	0.8754051	0.8420183	0.92530125	0.73903483	0.8531704	0.83672947	0.8352388	0.7088728	0.6718	0.81345797	0.73830795	0.861812	0.7354042	0.6978345	0.77516353	0.79243016	0.7831687	0.9354147	0.7598259	0.8109988	0.7899569	0.8006494	0.77281845	0.8784978	0.84220606	0.69030786	0.75080526	0.8646814	0.785703	0.8747299	0.91788626	0.8593733	0.79311883	0.7869638	0.8038442	0.72559434	0.83772355	0.8420074	0.74636596	0.76390266	0.78612	0.83635557	0.7721471	0.71391886	0.8222477	0.7496665	0.7768263	0.7621332	0.75070375	0.8017894	0.81448585	0.86783266	0.8220853	0.92036444	0.8712133	0.7431793	0.82111144	0.8299676	0.86828965	0.7059566	0.83771765	0.72513425	0.886376	0.8171238	0.776563	0.80305874	0.90679526	0.93197125	0.9293362	0.80835915	0.8656842	0.6854576	0.7697668	0.8636602	0.6991714	0.75505865	0.8614896	0.7766746	0.8628669	0.90174645	0.82768023	0.8215281	0.8801219	0.8246639	0.7484175	0.6877377	0.7034226	0.7409055	0.82604337	0.70954084	0.9250564	0.8107457	0.7748044	0.69709575	0.8266383	0.8308755	0.7849885	0.72680366	0.7848978	0.8050581	0.66356796	0.8689813	0.95247924	0.68799657	0.79879475	0.7268529	0.790487	0.77925605	0.81018543	0.75499654	0.6842707	0.74793744	0.8614078	0.74037755	0.8120839	0.8061422	0.7797133	0.86614084	0.76282907	0.9128163	0.8076371	0.7525039	0.7787004	0.81730497	0.7502173	0.8014195	0.7297167	0.9204811	0.8821418	0.7264328	0.7637602	0.81710833	0.8407883	0.7780398	0.6815332	0.8479741	0.8056569	0.649542	0.928736	0.77107155	0.62236816	0.80465424	0.64998996	0.79390156	0.7590959	0.74242854	0.62120473	0.8058101	0.82594454	0.74667794	0.94605166	0.8403327	0.7366028	0.84725726	0.79467297	0.6387172	0.78103983	0.8018545	0.7539901	0.7215619	0.70596397	0.7298889	0.8007859	0.8199771	0.6426924	0.86457384	0.7498287	0.7479781	0.80281055	0.81664425	0.7065984	0.72515833	0.78152704	0.79764503	0.6965027	0.7369962	0.80398476	0.9602649	0.90800107	0.7785257	0.73548716	0.8798366	0.80452526	0.8561854	0.7483798	0.79121256	0.83343124	0.709105	0.8177681	0.7302363	0.78917646	0.7029575	0.77152157	0.8266663	0.8034508	0.75522107	0.83471507	0.7448938	0.7227588	0.72127694	0.8393324	0.8206318	0.82376236	0.82590115	0.85808444	0.66100085	0.7880349	0.7822943	0.84995306	0.760111	0.85852003	0.7500821	0.78144664	0.7367836	0.725744	0.81638825	0.7874091	0.77870953	0.8859204	0.68654156	0.90461266	0.82420725	0.7507219	0.84800375	0.7156774	0.755002	0.9044628	0.82548976	0.80360496	0.68768406	0.8128253	0.91657007	0.8893809	0.754041	0.7104888	0.8662255	0.6740484	0.82030463	0.7559731	0.7104374	0.8051138	0.74287593	0.73845875	0.8173794	0.7673837	0.95578873	0.7915777	0.74215996	0.8869343	0.793857	0.7557641	0.89816207	0.688136	0.8883201	0.76908827	0.62987477	0.91024834	0.7360531	0.75616217	0.8014922	0.80695724	0.71808684	0.75540364	0.6745453	0.8463861	0.910961	0.8177464	0.8754574	0.82031465	0.7972153	0.90496325	0.84929204	0.75105226	0.8810894	0.79736686	0.74421227	0.83203936	0.6254414	0.7741095	0.89661056	0.839509	0.80565226	0.81304264	0.70828325	0.8860112	0.8120105	0.8711475	0.72869307	0.8207227	0.90097225	0.853738	0.8048209	0.8536639	0.8223014	0.7693306	0.69614416	0.8744573	0.7546565	0.70086914	0.890725	0.79408866	0.8109071	0.7693394	0.89345604	0.8332559	0.80077153	0.83900476	0.76909435	0.76280546	0.8331645	0.7652533	0.7991377	0.7346559	0.77630955	0.841658	0.6322346	0.8210429	0.7744974	0.76076007	0.7309762	0.96539325	0.80716896	0.74852353	0.7144355	0.60266006	0.9185439	0.82486606	0.7162298	0.9419645	0.7908631	0.87188315	0.7392055	0.89636964	0.65839994	0.66097	0.67459536	0.72072595	0.8567948	0.70900774	0.70112824	0.8521857	0.703928	0.7287626	0.78137255	0.90646493	0.66942483	0.7065906	0.8880286	0.70128614	0.8757198	0.81684613	0.7419189	0.75431955	0.85776126	0.8198201	0.896121	0.74172604	0.69378203	0.78872263	0.7215215	0.7550692	0.8266411	0.85935426	0.8292991	0.7813572	0.8013031	0.7941388	0.84534943	0.9311926	0.88824123	0.75431275	0.8292532	0.7087361	0.78394246	0.77247	0.8639815	0.7099879	0.79743415	0.7162082	0.7572653	0.713675	0.778262	0.87469536	0.8584381	0.78111017	0.7400754	0.6970762	0.89333576	0.7997079	0.82532704	0.61930394	0.8427078	0.84897774	0.7911554	0.8623383	0.8386812	0.7336235	0.7105579	0.75985134	0.7460708	0.8020828	0.69975275	0.70990086	0.7990724	0.8679056	0.74665445	0.8177992	0.777654	0.8055401	0.63562536	0.74193025	0.91566217	0.8020127	0.84747505	0.867361	0.8004247	0.8867972	0.7603095	0.82357454	0.8269928	0.764069	0.7858108	0.7617969	0.81518686	0.74781483	0.7343894
maak_mee/verb	0.8744637	0.0	0.78498816	0.73965794	0.86327875	0.73795784	0.7613419	0.7325736	0.90185094	0.69756216	0.898285	0.7286451	0.80753094	0.86516285	0.81173706	0.8283217	0.79567075	0.7489003	0.8143888	0.71436036	0.86135143	0.8063191	0.8262071	0.8058888	0.86778456	0.8202897	0.9307828	0.8216059	0.8091192	0.8539479	0.75782895	0.9071347	0.8660663	0.84287035	0.89111227	0.83644056	0.7576419	0.7976357	0.88209295	0.80881876	0.8115204	0.78010595	0.8853917	0.8657772	0.89691746	0.70053256	0.64394575	0.8502401	0.78169847	0.8594403	0.9195812	0.8603276	0.87894136	0.6723394	0.8003876	0.89320016	0.81681156	0.8530971	0.78126013	0.80439174	0.84457046	0.61958885	0.8814385	0.7600472	0.84994256	0.64350563	0.8723893	0.9465503	0.8310635	0.9181051	0.79107666	0.8621498	0.7862886	0.88330495	0.9496962	0.69708127	0.7819491	0.62264574	0.78948355	0.93205565	0.76482403	0.8744552	0.6371078	0.84387565	0.87076956	0.78367335	0.8330586	0.9169298	0.89986634	0.77735645	0.69842243	0.8557759	0.826651	0.6851031	0.9343383	0.81542385	0.80352354	0.7811482	0.7579684	0.7888992	0.8709902	0.7079152	0.85607225	0.86312854	0.8412316	0.7979809	0.9064313	0.78241885	0.8712319	0.691982	0.89116925	0.7625321	0.87903273	0.59792495	0.8294258	0.797821	0.89848304	0.80429125	0.822134	0.68918276	0.772527	0.65655506	0.8421017	0.89965427	0.68598837	0.82755065	0.83188236	0.7819936	0.9374637	0.9605865	0.9652291	0.78504086	0.7765147	0.8533204	0.53035605	0.83536863	0.8086272	0.7509418	0.6015845	0.76199937	0.852165	0.8393434	0.7872453	0.78949493	0.7856468	0.8080625	0.81400025	0.81281483	0.8597529	0.8207832	0.73743504	0.92736363	0.93330765	0.7612716	0.8656707	0.7820096	0.8170724	0.71790195	0.861474	0.73575103	0.82725334	0.84312236	0.9063768	0.76957756	0.8944099	0.74752116	0.8870683	0.6553627	0.84841263	0.9802516	0.8722991	0.72658753	0.57392985	0.8620545	0.79608613	0.57071835	0.8386685	0.7501489	0.7842478	0.7893797	0.7803114	0.85268617	0.65174305	0.82161033	0.8174546	0.8766605	0.7851704	0.58318967	0.8973357	0.8175452	0.7914439	0.81595963	0.8466195	0.7074038	0.798787	0.6584358	0.7737789	0.7191256	0.9051024	0.7183572	0.9575472	0.8004544	0.6853827	0.83163226	0.8270261	0.770198	0.9228643	0.7895	0.78596985	0.84090054	0.7531009	0.75843155	0.8493947	0.8925092	0.7449065	0.818328	0.75051916	0.63438606	0.8771155	0.8894974	0.81010234	0.8228193	0.7999404	0.6598962	0.7435963	0.8082417	0.93330044	0.9709625	0.6888722	0.7860806	0.80042636	0.92359424	0.8990871	0.85877967	0.7415842	0.72292435	0.6784926	0.8047595	0.7819655	0.8322308	0.7671493	0.8285257	0.8844197	0.8128155	0.85899013	0.66398036	0.9012519	0.86838114	0.86250865	0.74109775	0.6161812	0.6316515	0.90835917	0.8183045	0.9224721	0.7958019	0.869029	0.7992201	0.74624807	0.7846617	0.8858793	0.8344728	0.74591255	0.8121418	0.72181785	0.84494007	0.8328277	0.61252093	0.80636203	0.76874673	0.9007119	0.8477835	0.8198569	0.59383535	0.7698587	0.86972344	0.7853301	0.97182214	0.8712709	0.7448035	0.8127181	0.8249836	0.7902332	0.8731164	0.7683382	0.8309798	0.77727723	0.9461338	0.78444386	0.7447134	0.802211	0.725583	0.85535187	0.7284334	0.84331244	0.9531098	0.8725508	0.7439018	0.6820133	0.9238469	0.81173325	0.8577925	0.86963046	0.827629	0.7459534	0.76774263	0.8471482	0.86397034	0.8697736	0.7758068	0.7312378	0.7708042	0.78443444	0.82344115	0.8985363	0.8512867	0.8519317	0.9660714	0.95031524	0.8624574	0.8987937	0.8701162	0.7901643	0.7064618	0.8678058	0.9134866	0.73551536	0.84178627	0.8289932	0.8485578	0.8746104	0.765483	0.8318639	0.7498758	0.8595495	0.88419634	0.82766676	0.8435622	0.784006	0.83577466	0.60378516	0.8762826	0.8760231	0.7705959	0.8435347	0.860712	0.8169655	0.6425069	0.75377905	0.8726832	0.7591764	0.85201705	0.8426144	0.90379965	0.8648962	0.8077263	0.8465289	0.82911915	0.7303129	0.9344784	0.7691519	0.7796546	0.8283998	0.80018914	0.7724112	0.7063775	0.6220597	0.8238965	0.7344589	0.8559389	0.9264798	0.8664599	0.62980515	0.7739967	0.81232584	0.8868293	0.6023061	0.8397453	0.8859629	0.83068395	0.879143	0.7911004	0.90714	0.7259133	0.7421826	0.7387711	0.78242266	0.9135924	0.6903897	0.817798	0.90114486	0.7812549	0.7263415	0.81041276	0.8385601	0.7380873	0.8233228	0.67893595	0.6322336	0.93154883	0.8434103	0.9505954	0.83805114	0.9532996	0.6064247	0.8664329	0.82445467	0.78937304	0.87099874	0.8515974	0.8550588	0.82929456	0.9157312	0.7729079	0.59149057	0.7808409	0.8104191	0.710603	0.8799529	0.6990647	0.84956175	0.7799779	0.81733847	0.86678636	0.8571053	0.9492836	0.774191	0.8040341	0.666366	0.6960734	0.78459454	0.8192904	0.8471275	0.6128373	0.7335694	0.7626051	0.7862099	0.7416081	0.75211877	0.84420705	0.76104563	0.8031507	0.8129425	0.84123677	0.8712412	0.71298814	0.7783687	0.81419164	0.8555943	0.7718922	0.8048713	0.80078924	0.7052325	0.63381386	0.9924655	0.886781	0.74600846	0.7690222	0.80532354	0.8136548	0.81234556	0.9367678	0.8576685	0.97467136	0.8379313	0.75186384	0.9266739	0.7238943	0.83115447	0.69494295	0.60703623	0.76620543	0.8292393	0.83704233	0.79702187	0.7512264
paar/noun	0.7865659	0.78498816	0.0	0.92613137	0.8683137	0.79965544	0.5714601	0.7022643	0.8439193	0.8586555	0.816658	0.79978025	0.81747854	0.86657405	0.55044186	0.8401846	0.7358972	0.7718786	0.8065176	0.80848396	0.82500196	0.787574	0.77519995	0.65665126	0.76604205	0.7638017	0.8896371	0.777401	0.6922555	0.6930576	0.6253862	0.90570176	0.8809613	0.8567297	0.82499766	0.7895571	0.674304	0.87356377	0.7284651	0.8134989	0.87679154	0.8351294	0.81519175	0.70646805	0.8381531	0.65902174	0.76326287	0.8026457	0.6735775	0.7973412	0.8490034	0.7701927	0.90190643	0.7805375	0.8294771	0.84514374	0.865425	0.7213164	0.72209966	0.8516892	0.7430192	0.79081964	0.7547298	0.74682057	0.8001201	0.72085786	0.7835282	0.9512244	0.75415784	0.7713456	0.71852344	0.68050694	0.7770237	0.870232	0.8442836	0.70993173	0.7070544	0.75425357	0.7663146	0.85597694	0.7962542	0.83467025	0.7770377	0.8862077	0.76421094	0.7587142	0.91793317	0.91314334	0.82670784	0.77456826	0.7061974	0.7461074	0.69029355	0.7619102	0.8523034	0.79387605	0.7834323	0.66403085	0.7718234	0.80352396	0.8614249	0.7828447	0.77793306	0.8876056	0.8052379	0.79727775	0.88379407	0.8076377	0.8788442	0.7703804	0.8125546	0.6929816	0.82284844	0.7569585	0.77629805	0.66910386	0.8611817	0.8228463	0.93701094	0.68663967	0.82086074	0.7067685	0.80691653	0.70033264	0.65571827	0.87620676	0.8068854	0.720307	0.8812894	0.85174966	0.9090881	0.7255288	0.85140264	0.82241684	0.6062909	0.6900543	0.682564	0.69200456	0.7833978	0.7645062	0.87299466	0.7789569	0.70740867	0.6980051	0.85158515	0.80976045	0.7210138	0.7224594	0.8571169	0.8444713	0.7277158	0.9204824	0.848824	0.76204574	0.9102823	0.6193886	0.7804358	0.6822843	0.7942027	0.71177316	0.6937598	0.64422476	0.86012626	0.70146006	0.79182875	0.84368515	0.84564936	0.76403344	0.8023705	0.8433856	0.8211203	0.69425845	0.7681088	0.84802186	0.7275777	0.80798227	0.76844406	0.86236054	0.8436892	0.6540748	0.6393085	0.7489145	0.7332412	0.7275822	0.75403255	0.8551355	0.8048481	0.6090276	0.9230498	0.72305834	0.6117114	0.6862871	0.74737084	0.79201496	0.8094106	0.7314816	0.6231649	0.6912894	0.91558856	0.7391846	0.87623966	0.84086347	0.6726137	0.8388735	0.88051224	0.5981143	0.7973393	0.82286334	0.7075261	0.833337	0.7374954	0.78604174	0.6304958	0.8860834	0.75976753	0.8904921	0.7609779	0.63958377	0.81534976	0.8151931	0.8026083	0.84399676	0.7589573	0.76505125	0.8086441	0.7706765	0.9151705	0.9423685	0.8587599	0.8832926	0.6360985	0.90901524	0.8491802	0.8649094	0.76591974	0.6973189	0.8398764	0.7144208	0.8276033	0.6841477	0.7696598	0.7107587	0.85127676	0.8013888	0.8257452	0.60892636	0.8119198	0.7585131	0.7580154	0.7546102	0.79468006	0.7659222	0.77388775	0.74979246	0.8899665	0.7388329	0.79548955	0.75848436	0.831547	0.73655295	0.8874319	0.8998846	0.8730985	0.84681916	0.7444427	0.755399	0.7546288	0.7719139	0.85044503	0.5645914	0.8868633	0.67323077	0.75495994	0.7573631	0.63563114	0.7861724	0.7461777	0.8370209	0.76391876	0.7046821	0.8910083	0.81674135	0.8981636	0.9045017	0.64624494	0.7726878	0.7774981	0.8208271	0.7427931	0.7207256	0.71190625	0.73299	0.8524304	0.8720724	0.84467334	0.9375976	0.69676787	0.7244724	0.7809807	0.8389425	0.75150645	0.8004905	0.7846172	0.817261	0.89660674	0.76104176	0.88036764	0.79521996	0.8473843	0.78927875	0.7680762	0.7766683	0.76410365	0.7684644	0.7610223	0.8787605	0.82084405	0.7898916	0.7564509	0.73697877	0.8901932	0.9075817	0.86199	0.72744167	0.7774659	0.75494015	0.8767466	0.7485082	0.76058495	0.8300463	0.83222693	0.82337093	0.7500951	0.7463565	0.83324206	0.7402	0.8490775	0.80686224	0.83436996	0.7955667	0.7553475	0.7613281	0.7880099	0.7910612	0.774823	0.7489085	0.8654702	0.74517196	0.6570673	0.74374855	0.8106714	0.8259495	0.7320617	0.77545077	0.8313018	0.7638017	0.9027128	0.8167536	0.67762405	0.8651239	0.85634536	0.8419543	0.5225931	0.8272933	0.7723713	0.6779839	0.782665	0.7807981	0.60433066	0.621529	0.9472861	0.6106564	0.69639134	0.59467494	0.67712843	0.81102324	0.7902123	0.7418434	0.78621894	0.8342162	0.8092433	0.78080803	0.8417021	0.6592964	0.56020874	0.71662194	0.76430374	0.768142	0.6997942	0.7431041	0.8885162	0.75362813	0.76016027	0.7988485	0.83927405	0.60965717	0.7489597	0.8675761	0.59051037	0.91038567	0.8762425	0.88030875	0.9031773	0.84820735	0.84690386	0.9583811	0.78949803	0.72863513	0.7997023	0.75799465	0.79447836	0.60156643	0.86584884	0.7828088	0.7579182	0.66782224	0.7273886	0.7624978	0.8745766	0.8790004	0.7053127	0.7823425	0.84733534	0.6943246	0.860857	0.8611146	0.63579845	0.81061757	0.6564259	0.7386669	0.6580666	0.80623937	0.88137496	0.8371776	0.8074246	0.78833914	0.7514621	0.7099781	0.75715894	0.7804768	0.81137943	0.8806372	0.7712352	0.84160143	0.85238254	0.8022034	0.8267243	0.63784635	0.8619034	0.7285191	0.6970397	0.76499027	0.68422806	0.7537011	0.9534174	0.7113067	0.70814145	0.6254121	0.7834339	0.8734011	0.7497153	0.89454424	0.7410778	0.9100189	0.85905206	0.7618011	0.8524554	0.70370567	0.7768838	0.7692639	0.7303976	0.7463811	0.7156643	0.73119587	0.75277287	0.6923368
