	rand/noun	plein/noun	cowboy_hoed/noun	bijt/verb	jurk/noun	leeuw/noun	spiegel_DIM/noun	prachtig/adj	aantal/noun	als/prep	feestelijk/adj	scherm/noun	waaronder/pp	vis/noun	benadering/noun	rose/adj	eenzijdig/adj	houten/adj	projector/noun	Parma/name	ofwel/vg	minderheid/noun	bal_DIM/noun	tatoeages/noun	blauw/adj	achter/prep	blok_DIM/noun	hun/pron	mascara/noun	fruit/noun	gedetailleerd/adj	samenleving/noun	zee/noun	je/det	overstroming/noun	KunstRAI/name	veel/det	stuk/noun	scholier/noun	farmaceutisch/adj	was_middel/noun	bescherming/noun	dan/comparative	banaan/noun	podium/noun	elkaar/pron	naam/noun	dier/noun	bijvoorbeeld/adv	die/det	volgorde/noun	streep/noun	zangeres/noun	soort/noun	paars_groen/adj	bontjas/noun	jeans/noun	model/noun	Potsdam/name	bodemloos/adj	unilateralisme/noun	kleding/noun	en/vg	slinger_rond/verb	decennium/noun	ding_DIM/noun	zeil/noun	symbool/noun	laan/noun	spaarzaam/adj	furore/fixed	biologisch/adj	schelp/noun	wat/det	vang/verb	combi/noun	Indisch/adj	welk/det	ruik/verb	weer/adv	dus/comp	huiskamer/noun	Mechelaar/noun	geel/adj	wit/adj	fontein_DIM/noun	zie/verb	knus/adj	verhaal/noun	baseer/verb	Noordbrabants/name	rood/noun	apparaat_DIM/noun	gespierd/adj	eveneens/adv	rock/adj	lig/verb	bevolking/noun	voorbij/adv	wereld/noun	paars/adj	haar/pron	doorn/noun	plaats/comp	vijver/noun	vloeistof/noun	meisje/noun	mobieltje/noun	traag/adj	aangezet/adj	fonkel/adj	op/prep	voorstelling/noun	tafel_DIM/noun	te/adv	toneel/noun	groente/noun	licht/adj	raar/adj	boven/prep	ideologisch/adj	gun/verb	inderdaad/adv	dat/pron	bekijk/verb	melancholisch/adj	rookwolk/noun	groen/adj	licht/noun	waarschijnlijk/adj	kop/noun	huis/noun	ronde_DIM/noun	fraai/adj	fles/noun	gracht/noun	beschimp/verb	communautair/adj	bovenop/prep	monster/noun	oorspronkelijk/adj	accessoire/noun	blaas/verb	lang/adj	gigantisch/adj	sommige/det	vergeleken/adj	onschuld/noun	stap_pers/noun	glim/adj	strand/noun	kaars_DIM/noun	kous/noun	spreekkoor/noun	verstik/adj	cast/noun	langs/prep	vaak/adj	versierd/adj	herinner/verb	opvallend/adj	grillig/adj	rechthoek/noun	beeld/noun	band_DIM/noun	lichaam/noun	waarvan/pp	bedevaart/noun	vleugel/noun	er/fixed	gedoseerd/adj	traditie/noun	bind/verb	voering/noun	naargelang/comp	glasplaat/noun	noot/noun	zwart/adj	voorhoofd/noun	markeer/verb	afkomst/noun	die/pron	bijzonder/adj	eraan/pp	metropool/noun	stadion/noun	vier/num	anoniem/adj	zoals/comp	antilichaam/noun	substantie/noun	ga_schuil/verb	vanwege/prep	in/comp	vlak/noun	stoel_DIM/noun	spiegel/noun	viltstift/noun	Braziliaans/adj	onder/part	plek/noun	zoveel/det	natuur_steen/noun	versleten/adj	word/adj	allerlei/det	oog/noun	duizenden/noun	voorwerp/noun	zit_aan/verb	lingerie/noun	vredig/adj	altijd/adv	klein/adj	allemaal/pron	Mexicaans/adj	buik/noun	beplak/verb	horizontaal/adj	Caraïbische/adj	nationalisme/noun	J.G./name	hul/verb	kop_DIM/noun	snel/verb	trui/noun	jongen/noun	glas/noun	waarna/pp	bijeen/adj	relaxt/adj	Rotterdam/name	loop_af/adj	bord_DIM/noun	buiten/adv	kleurig/adj	hotelkamer/noun	groot/adj	bruin/adj	jong/adj	boodschap/noun	tropisch/adj	overtuigend/adj	plastic/noun	sta_op/verb	blank/adj	matras/noun	weef/verb	5.000/num	breng_aan/verb	begrip/noun	hemd/noun	autentiek/adj	reis_rond/verb	herken/verb	thee/noun	vrolijk/adj	bril/noun	slim/adj	doorzichtig/adj	visie/noun	kleur/noun	bloed/noun	schittering/noun	klodder/noun	duurzaam/adj	links/adj	door/prep	aan/part	bord/noun	grijs/adj	toef_DIM/noun	wol/noun	opdrachtgever/noun	versier/verb	jas_DIM/noun	sluier/noun	lokaal/adj	gebruik/verb	riskeer/verb	volledig/adj	Hecke/name	vele/adj	olympisch/adj	stalen/adj	gehuld/adj	bal/noun	gevuld/adj	inzending/noun	alge/noun	bliksem/noun	foto/noun	Cock/name	plus/prep	nieuws/noun	decoratief/adj	hemel/noun	scheidsrechter/noun	hun/det	ring/noun	effen/adj	her/adv	instrumentatie/noun	waar/noun	huid/noun	tol/noun	marketing/noun	vlek_DIM/noun	herinnering/noun	allemaal/adv	apartheid/noun	donker/adj	waarop/pp	pas/fixed	voorkeur/noun	bedien/verb	sta/verb	kil/adj	honderden/noun	bizar/adj	Frans/noun	elite/noun	inkt/noun	giftig/adj	tenger/adj	speler/noun	Wax/name	voor/adv	commentaar/noun	vier/noun	weerstand/noun	neutraal/adj	drummer/noun	rood-groen/adj	stedelijk/adj	naast/prep	zo'n/det	pasta/noun	reliëf/noun	boei/noun	onderaan/adv	T-shirt/noun	geef/verb	dissonanten/noun	tegel/noun	beweeg/verb	pot_DIM/noun	wollig/adj	katholiek/noun	gebruik/noun	identiteit_crisis/noun	ruis/verb	werknemer/noun	colbert/noun	der/adv	voorraad/noun	woord/noun	nestel/verb	ineen/pp	Feyenoord/name	historisch/adj	benader/verb	knot_gek/adj	vervang/verb	versie/noun	lik_DIM/noun	water/noun	definitie/noun	compleet/adj	wapper/adj	stoer/adj	toon/verb	Schoolstraat/name	om/part	één/adv	je/pron	overhemd/noun	gevel/noun	kunstmatig/adj	varieer/adj	origineel/adj	sla_op/verb	wijk/noun	geparfumeerd/adj	tekst/noun	nostalgie/noun	bont/adj	temidden/prep	erg/adj	net/adj	drijf/verb	lijn/noun	kaart/noun	gezien/adj	ritme/noun	rond/part	tros/noun	naamloos/adj	plastic/adj	helder/adj	stof_DIM/noun	rundvlees/noun	vrouw/noun	voeling/noun	winkel/noun	armband/noun	Engels/adj	bol_DIM/noun	cadeau/fixed	hilariteit/noun	trappenhuis/noun	door/comp	rood-wit_blauw/adj	waarheid/noun	kartel/noun	Sint/name	stip_DIM/noun	haar/noun	exemplaar/noun	papier/noun	lichtbruin/adj	kauwgum/noun	reeks/noun	maak/verb	levendig/adj	pastel/noun	selecteer/verb	tragisch/adj	plak/verb	vaar/verb	zacht/adj	buurt/noun	perspectief/noun	touw/noun	glas_DIM/noun	wellicht/adv	bamboe/noun	zeur/verb	krul/verb	onder/prep	Studio/noun	schoen/noun	Jeroen/name	staaf_DIM/noun	giet_af/verb	vlinder/noun	wijlen/adv	baksteen/noun	regionaal/adj	pols/noun	waar/adv	sowieso/adv	vriendin/noun	brok_DIM/noun	trap/noun	genre/noun	intiem/adj	contour/noun	portret/noun	patroon/noun	blad/noun	barst_DIM/noun	veel/adj	boot_DIM/noun	onderdaan/noun	huis_DIM/noun	berichtgeving/noun	warm/adj	voorganger/noun	geschiedenis/noun	kook/verb	wilg/noun	inhoud/noun	bestelling/noun	gestapeld/adj	gen_therapie/noun	manschappen/noun	inmiddels/adv	pantoffel/noun	zaal/noun	stam/noun	bij/noun	genoeg/det	gevolge/prep	sorteer/verb	vlag_DIM/noun	min/adj	vol/prep	bloedrood/adj	religie/noun	verwissel/verb	bak_DIM/noun	wild/adj	rosé/noun	vergelijkbaar/adj	divers/adj	kip/noun	Zuidafrikaans/adj	op/adj	kenmerk/verb	zit_DIM/noun	warmte/noun	concept/noun	verwerk/verb	stralend/adj	felgekleurd/adj	uit/prep	cultureel/adj	kind/noun	zeer/adv	onder_klasse/noun	week/verb	bril_DIM/noun	plooi/noun	intens/adj	en/adv	alleen/adv	letterlijk/adj	stad/noun	dien/verb	lippenstift/noun	zoek_uit/verb	publiek/noun	zand/noun	potlood/noun	mysterieus/adj	flard/noun	aquarel/noun	figuur/noun	aanblik/noun	elk/adv	Hilde/name	sterk/adj	bovenlaag/noun	trek/noun	imago/noun	informatie/noun	chocolade/noun	mythologie/noun	accent/noun	afkomstig/adj	politiek/adj	anders/adj	bloem/noun	geheel/adj	verschuif/verb	wand/noun	grond/noun	medemens/noun	bastaard/noun	hang/verb	episode/noun	thema/noun	tatoeage/noun	kaart_DIM/noun	vreemd/adj	voetballer/noun	op/part	moralistisch/adj	richting/noun	crew/noun	wit/noun	draag/verb	blond/adj	noteer/verb	sluit_uit/adj	diamant/noun	persoonlijk/adj	plexiglas/noun	van/comp	soms/adv	zie_terug/verb	daarop/pp	voorzien/prep	lantaarnpaal/noun	met/prep	afval_water/noun	verschil/adj	tover_om/verb	mens/noun	vlieg/verb	tafel/noun	Koning/name	fris_op/verb	vrouw_DIM/noun	sierlijk/adj	ouderwets/adj	hagel_slag/noun	schreeuw/adj	tamelijk/adj	touroperator/noun	doek/noun	set/noun	ergernis/noun	vlek/noun	ets/noun	hele/adv	straat/noun	zie_uit/verb	trek/verb	kamer/noun	geheugen/noun	meer/adj	meter/noun	erger/verb	geconcentreerd/adj	sfeer/noun	breed/adj	naar/adj	ballon/noun	bezet/adj	waarover/pp	in/adj	traditioneel/adj	fel/adj	bekleed/verb	afzonderlijk/adj	opereer/verb	standpunt/noun	shirt/noun	tint_DIM/noun	toevoeging/noun	metaal/noun	jubel/adj	een/det	verschijnsel/noun	rood/adj	maatschappij/noun	vorm/noun	goal/noun	Corneille/name	rood_wit/adj	tapijt/noun	fles_DIM/noun	elk/det	of/vg
rand/noun	0.0	0.68596756	0.87983644	0.865257	0.7866301	0.81937194	0.8620795	0.7367133	0.91503674	0.92497534	0.870176	0.8003479	0.8607082	0.80089617	0.9343004	0.69452596	0.90740114	0.62380016	0.904577	0.89838696	0.82713723	0.91677773	0.7696354	0.8882048	0.6652036	0.77350676	0.7791512	0.90235907	0.86750937	0.81528914	0.9222158	0.8914772	0.68286777	0.8077971	0.8248761	0.954864	0.91389894	0.78560126	0.9194899	0.9381356	0.93373734	0.88935137	0.9200626	0.84261924	0.8017863	0.8724944	0.94261795	0.8543265	0.8708535	0.8856729	0.9163582	0.7823821	0.92976373	0.85111433	0.9280509	0.88566774	0.83882296	0.86981285	0.8727411	0.8689268	0.9633525	0.85625386	0.73557395	0.8398464	0.85690665	0.89477694	0.7867443	0.85237026	0.76801175	0.8731023	0.9127827	0.9016127	0.77237386	0.8783208	0.82387185	0.90925395	0.8550286	0.9201673	0.8049966	0.8525648	0.88129336	0.7991356	0.931429	0.7797107	0.6526191	0.8296725	0.85610116	0.77124906	0.9369108	0.9675677	0.94038373	0.8484037	0.8924701	0.8609402	0.86717904	0.9095537	0.66396284	0.8931385	0.78770834	0.87676865	0.7883904	0.87049085	0.85609865	0.8326415	0.6497199	0.7807592	0.87982154	0.91467386	0.83315104	0.895749	0.83821577	0.7752952	0.911578	0.73266125	0.88497674	0.83173585	0.83510613	0.8412033	0.89816874	0.6441475	0.8679402	0.9210343	0.90356255	0.82217234	0.90999997	0.90321845	0.8004197	0.6549974	0.7958092	0.89621866	0.8055159	0.7726761	0.77488637	0.778419	0.79849243	0.71745306	0.9391718	0.9097889	0.7533014	0.826927	0.849468	0.86263955	0.80421555	0.8501533	0.6948103	0.8482058	0.8867412	0.94077367	0.90940076	0.7270365	0.66372776	0.8466841	0.8611411	0.94181156	0.84053755	0.92497563	0.57088315	0.8776535	0.7208537	0.9021612	0.86549956	0.791924	0.77665555	0.8507087	0.86186004	0.81198263	0.8384833	0.90808994	0.7620399	0.8868746	0.9310629	0.9184406	0.88004524	0.8773198	0.9083168	0.83426356	0.8744469	0.7037609	0.77191484	0.7480637	0.93011236	0.86867833	0.91405845	0.9398537	0.7947584	0.8079814	0.88160026	0.9233592	0.88950926	0.9631579	0.8690176	0.81510055	0.88164866	0.8593492	0.8996029	0.7619268	0.7572351	0.8689358	0.88894916	0.8447686	0.70119506	0.9166643	0.7738088	0.795375	0.7735261	0.8822189	0.8224403	0.793957	0.8233174	0.87524176	0.8724704	0.7868346	0.9213964	0.7393926	0.83096814	0.8214284	0.7704563	0.8299203	0.7723241	0.91761434	0.9013159	0.97649306	0.82309973	0.7676366	0.8495662	0.841998	0.8650691	0.6967991	0.7986772	0.8337128	0.87429017	0.88160086	0.84434915	0.7455253	0.7651644	0.72297186	0.7985305	0.8017917	0.69419	0.94515914	0.9270954	0.7298876	0.9245382	0.73365366	0.85538113	0.81812125	0.7805631	0.8779776	0.89247394	0.74725926	0.94019276	0.8024239	0.84113014	0.91006416	0.8874604	0.800342	0.82583696	0.81122404	0.93144894	0.7586006	0.93878084	0.7757846	0.84787035	0.8722652	0.8497844	0.892876	0.8371344	0.81290174	0.931474	0.7283946	0.6833451	0.8486256	0.84257925	0.92775404	0.76811504	0.789562	0.83888245	0.9159436	0.885402	0.8818388	0.8565779	0.92845726	0.8240306	0.89077383	0.70539427	0.7890152	0.8301406	0.714568	0.94321173	0.8539729	0.8514283	0.89312625	0.9295144	0.86470765	0.93651044	0.8180938	0.74944746	0.91736597	0.85906535	0.70367765	0.8194059	0.7419344	0.96845347	0.86587775	0.76952094	0.8792873	0.9458128	0.79726076	0.8781414	0.91096884	0.895552	0.6734859	0.8158399	0.9030165	0.8906505	0.87539494	0.7685508	0.78764474	0.77763796	0.8785149	0.9362891	0.91001177	0.798882	0.8294491	0.8826861	0.9393574	0.9441492	0.8305014	0.95557064	0.89725506	0.8942691	0.8694453	0.911941	0.9070648	0.79371244	0.6427957	0.8379182	0.8077065	0.8166301	0.87908906	0.7876791	0.8121098	0.956796	0.93645805	0.70605016	0.7699849	0.8371972	0.8695907	0.90549314	0.9218843	0.9380557	0.8298781	0.9448388	0.85674125	0.72504294	0.878805	0.9270505	0.7572359	0.88448733	0.9426893	0.85867995	0.93530464	0.95875406	0.82752144	0.9182112	0.88882965	0.6656923	0.8880053	0.79494214	0.8118472	0.8469031	0.92588747	0.90499663	0.9061517	0.8484645	0.8765564	0.7899543	0.6812548	0.8024736	0.8773505	0.8943764	0.8311591	0.7194421	0.90378314	0.9030925	0.8782324	0.81685853	0.7020513	0.90985477	0.8089098	0.7438904	0.85839987	0.91219664	0.9058673	0.90037024	0.7949402	0.82505816	0.8568428	0.6895207	0.8405282	0.91148365	0.89954835	0.90541476	0.9243891	0.8344156	0.8716811	0.9014542	0.7940265	0.8566464	0.9215382	0.8123872	0.8426244	0.8750891	0.92601824	0.9010399	0.83668774	0.82012415	0.74668527	0.86316884	0.83041966	0.81494117	0.92904246	0.9368733	0.92868996	0.83823204	0.8774942	0.9400405	0.89991546	0.79460144	0.83365875	0.7526671	0.6774211	0.873335	0.77956146	0.84762645	0.9071724	0.81541556	0.8904666	0.83420575	0.83159995	0.9287713	0.7843659	0.95610505	0.8147103	0.9064259	0.79228604	0.92203474	0.72346854	0.88901657	0.8334372	0.617002	0.86984205	0.90838856	0.88428974	0.75606346	0.9134358	0.88018364	0.7258917	0.8897236	0.8026877	0.83077216	0.90395784	0.90649855	0.78392565	0.93727416	0.658834	0.945031	0.79134834	0.9176514	0.89537823	0.85792196	0.8233899	0.91391766	0.9084276	0.77337354	0.9751612	0.9054557	0.88831085	0.885834	0.8042144	0.79690295	0.80668676	0.9175411	0.8991364	0.8935853	0.8020495	0.9158022	0.702348	0.8134179	0.91629225	0.8780173	0.77467704	0.8084378	0.8576736	0.87614274	0.87281466	0.8482225	0.849601	0.9130671	0.82550055	0.8435373	0.8377851	0.92042595	0.8824552	0.7896713	0.7767338	0.7974759	0.8694712	0.9221898	0.9088961	0.9261873	0.8727704	0.8333652	0.86298335	0.86541665	0.8014479	0.87191904	0.7486037	0.7032762	0.8920449	0.87668866	0.8950976	0.8920447	0.6476127	0.85031503	0.8231746	0.8344438	0.8796388	0.87005854	0.74230933	0.8431553	0.9311367	0.9372654	0.8270398	0.8603039	0.9180194	0.95397234	0.84152913	0.9306859	0.8509143	0.8488906	0.91061366	0.95752394	0.70619893	0.8437188	0.83578926	0.62672186	0.7049425	0.8985333	0.96061337	0.7379519	0.8977092	0.91544646	0.91725314	0.91677415	0.9063358	0.9299436	0.9123794	0.9447119	0.8052398	0.9025358	0.7997496	0.827353	0.80483466	0.9403938	0.870678	0.84813416	0.9480001	0.82532406	0.89579767	0.83770573	0.8878217	0.8361339	0.75945854	0.7804287	0.8269229	0.8262412	0.85904264	0.71473634	0.90709513	0.7978437	0.77853996	0.8914177	0.87089795	0.8401237	0.7366008	0.8269459	0.91800314	0.8431967	0.8546531	0.9156217	0.758559	0.95202	0.8797113	0.7365236	0.9061286	0.83492136	0.73416924	0.866072	0.82740194	0.77367496	0.8668721	0.92442983	0.707554	0.8908016	0.8407276	0.8777374	0.7792792	0.8485786	0.76257	0.78365046	0.88436645	0.9077104	0.86563087	0.88802505	0.79618585	0.87982273	0.8913928	0.9491057	0.8344817	0.8752375	0.88651305	0.7749648	0.9000363	0.7439164	0.89821476	0.7111958	0.90821224	0.87440443	0.94517154	0.93916667	0.8106538	0.72891855	0.79128724	0.86265683	0.75012994
plein/noun	0.68596756	0.0	0.8740493	0.9020386	0.78140783	0.8038641	0.8860765	0.66973746	0.87813485	0.86259705	0.70602036	0.7745241	0.82107973	0.8720126	0.8978421	0.74542123	0.8981442	0.6241192	0.89161396	0.89842606	0.82768095	0.91140777	0.84306985	0.855936	0.7592456	0.7911036	0.8295099	0.86129546	0.9229442	0.8661997	0.86064786	0.8559673	0.7441134	0.85049415	0.84258187	0.9071834	0.8668055	0.78971285	0.8257191	0.9376992	0.93539226	0.874188	0.8984719	0.8696477	0.674001	0.8737538	0.8815132	0.84868896	0.83192825	0.8323047	0.8882418	0.83598435	0.8956256	0.81988883	0.9198023	0.89559543	0.87592256	0.8201268	0.83855224	0.91565967	0.9638261	0.82423717	0.7062535	0.868624	0.85778785	0.8676272	0.794407	0.79846954	0.60702777	0.8372987	0.8883558	0.89954925	0.79232764	0.82690686	0.875988	0.88419116	0.8029896	0.883825	0.8402072	0.81559294	0.84575593	0.69629085	0.86335987	0.8649315	0.72661513	0.7809633	0.8336109	0.6838708	0.89375645	0.9392622	0.93375933	0.8667189	0.86905015	0.8241758	0.8157105	0.9114258	0.7570839	0.8947243	0.7901145	0.85809064	0.8449179	0.8671693	0.86319995	0.81702965	0.5669246	0.8556844	0.88029206	0.8760218	0.8184891	0.91108763	0.829365	0.81373334	0.81618285	0.689094	0.88057333	0.7603892	0.8780429	0.86697984	0.89604974	0.7750119	0.8850735	0.88802606	0.86001074	0.7678298	0.86271113	0.8500503	0.8094209	0.72070503	0.78089976	0.88207614	0.8637188	0.653239	0.77488077	0.7068175	0.84134305	0.59501475	0.9244855	0.8911421	0.823779	0.8235543	0.7648965	0.8447826	0.7750849	0.8851163	0.6794988	0.813812	0.8729674	0.9090562	0.8579822	0.756634	0.60726565	0.8042929	0.89026433	0.8655067	0.8466413	0.85635775	0.5572756	0.8434308	0.6763468	0.8540876	0.81258476	0.8023745	0.80252725	0.7919562	0.8410683	0.8422075	0.8404659	0.8270941	0.7519342	0.822897	0.89926374	0.85919106	0.8955361	0.92150664	0.89840966	0.83998615	0.8631877	0.80091083	0.832095	0.77458555	0.9130705	0.7962053	0.8387284	0.9321825	0.7578231	0.5876607	0.87203586	0.8688157	0.83478594	0.95238644	0.9065647	0.8096593	0.83293486	0.8536569	0.8929739	0.74691975	0.7831882	0.9167423	0.87016064	0.79887915	0.6163149	0.871655	0.74886924	0.7662741	0.8322911	0.8218573	0.86184454	0.7439101	0.79862654	0.8831993	0.85887814	0.75852585	0.8498773	0.77097493	0.81197196	0.81401014	0.85079837	0.87025833	0.7789432	0.87685806	0.88538915	0.9407879	0.793478	0.81482154	0.8393235	0.86148685	0.8562681	0.7630944	0.7731979	0.804431	0.80961466	0.77816665	0.87279105	0.74303555	0.72827053	0.7027394	0.74871624	0.83413017	0.76597154	0.89329845	0.87975156	0.7666972	0.9035887	0.8065641	0.8535642	0.84128964	0.80735195	0.8769778	0.8562684	0.7332951	0.9082059	0.851612	0.7619976	0.8872222	0.8726702	0.8499925	0.7495636	0.82335484	0.89910847	0.8078718	0.8913621	0.7884626	0.8752832	0.8834072	0.9147124	0.878782	0.83576185	0.7765163	0.9020684	0.7384093	0.72266513	0.9168318	0.8919844	0.8550356	0.7448567	0.8051737	0.8589272	0.84715605	0.87368	0.8743989	0.7691221	0.93229586	0.7625658	0.8913117	0.718984	0.79404473	0.8650671	0.76220834	0.90914804	0.8891323	0.85550225	0.82475543	0.90619123	0.84900516	0.9298308	0.8027056	0.815149	0.93447757	0.8216944	0.69546807	0.8508937	0.69255304	0.91937387	0.86312205	0.84601444	0.8895223	0.92656696	0.8547148	0.8352759	0.865707	0.8951404	0.6992209	0.8154416	0.9039103	0.86783123	0.8536789	0.74639714	0.7716219	0.7221422	0.83288527	0.8874173	0.900629	0.8602858	0.8560697	0.87823	0.9070816	0.91574067	0.77900666	0.9325869	0.8646456	0.88606733	0.8498348	0.88956404	0.9053626	0.70756483	0.64861786	0.7960365	0.8705398	0.8073814	0.8781751	0.86467415	0.81071	0.90145206	0.9215578	0.6993672	0.85279375	0.8473226	0.8855134	0.8527305	0.884984	0.9426293	0.84791005	0.91564983	0.8630676	0.6960608	0.8581048	0.91822433	0.7927165	0.86777896	0.9221028	0.75901514	0.9121364	0.92211145	0.7995106	0.8798681	0.8838889	0.7644883	0.86882675	0.7454121	0.80840343	0.8076972	0.8763869	0.7931372	0.87489843	0.8277719	0.8603021	0.8542667	0.53539836	0.8196208	0.8372802	0.8115334	0.81575805	0.56304765	0.9218959	0.87124336	0.8191139	0.7754662	0.70116425	0.8933503	0.80293435	0.8331353	0.8314476	0.90446407	0.8892029	0.8640385	0.78235203	0.8672476	0.83872074	0.7688726	0.84206605	0.8935074	0.9138288	0.8960072	0.92049253	0.66786146	0.8744554	0.8796602	0.83942944	0.85179037	0.88860846	0.717728	0.8440205	0.8744805	0.9248081	0.8827962	0.72214776	0.90031314	0.8564893	0.8610866	0.870758	0.8872069	0.93778116	0.872539	0.88471365	0.78205585	0.9293542	0.91168386	0.88158625	0.8239163	0.8411655	0.8180774	0.5841652	0.8586381	0.8405368	0.8535504	0.8728957	0.8321612	0.87856716	0.85908586	0.8476068	0.8958382	0.830149	0.9250572	0.9038907	0.93885076	0.83106166	0.8869318	0.7069328	0.883545	0.8808102	0.6004007	0.79892457	0.8898837	0.89878017	0.70596284	0.8625664	0.7658662	0.7630439	0.82496256	0.8045436	0.84663665	0.9259969	0.8524561	0.7672659	0.88177645	0.6100714	0.93353254	0.81834894	0.86690843	0.8771508	0.8713405	0.83995765	0.906101	0.87495387	0.80220926	0.95412445	0.84241927	0.8408522	0.9011341	0.5908907	0.8251721	0.8341622	0.8809165	0.8847247	0.87098306	0.77664363	0.89699167	0.7311065	0.8638951	0.89125437	0.88370824	0.8137882	0.8056611	0.88275844	0.8774442	0.7809708	0.8692655	0.8603258	0.90267634	0.8309419	0.8005293	0.8137228	0.83470714	0.9081585	0.7735723	0.79043555	0.8498501	0.79666877	0.87940896	0.8702283	0.936439	0.8987087	0.85196835	0.8710304	0.8546762	0.8097299	0.8431766	0.7799425	0.5393667	0.8221767	0.9055045	0.87656647	0.81583124	0.743677	0.8876102	0.8087323	0.8170128	0.85068214	0.80080616	0.71235883	0.8106748	0.8849632	0.9274383	0.86772054	0.86727244	0.85273147	0.92163724	0.8764428	0.89987254	0.8537591	0.8917275	0.90763116	0.9240622	0.76065266	0.78300756	0.8423543	0.6510552	0.7587641	0.8702115	0.9193213	0.7566764	0.8666497	0.8481962	0.907773	0.855884	0.8880359	0.8943683	0.870068	0.92791057	0.8384824	0.88142526	0.83180046	0.86177003	0.8188398	0.94390225	0.85254824	0.86433536	0.92021966	0.8497619	0.85579187	0.82640624	0.8709632	0.8326064	0.78301203	0.70972055	0.8210893	0.8231425	0.7992396	0.63334244	0.8549788	0.8357996	0.7811804	0.76705015	0.8018987	0.83100975	0.7510845	0.7806679	0.92959607	0.8042848	0.83209336	0.87537646	0.7458384	0.9345579	0.83005756	0.7897719	0.8595879	0.83321977	0.47725618	0.80605066	0.84863544	0.6797458	0.8709382	0.8851457	0.7364229	0.8658315	0.85639465	0.76562923	0.76096565	0.832499	0.7447144	0.81322175	0.8981898	0.8978082	0.795266	0.8665021	0.8308823	0.8285896	0.9103666	0.9278468	0.8204514	0.82185227	0.87122643	0.814677	0.8541095	0.7074584	0.8917012	0.8140748	0.862788	0.8717665	0.93286145	0.94469535	0.7996424	0.69697124	0.8235645	0.7935637	0.77126473
