	rand/noun	cowboy_hoed/noun	jurk/noun	spiegel_DIM/noun	prachtig/adj	feestelijk/adj	scherm/noun	vis/noun	benadering/noun	rose/adj	eenzijdig/adj	houten/adj	projector/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	blauw/adj	blok_DIM/noun	mascara/noun	fruit/noun	samenleving/noun	zee/noun	overstroming/noun	stuk/noun	scholier/noun	was_middel/noun	banaan/noun	podium/noun	bijvoorbeeld/adv	volgorde/noun	streep/noun	zangeres/noun	soort/noun	paars_groen/adj	bontjas/noun	jeans/noun	model/noun	unilateralisme/noun	kleding/noun	slinger_rond/verb	ding_DIM/noun	zeil/noun	symbool/noun	laan/noun	spaarzaam/adj	biologisch/adj	combi/noun	ruik/verb	weer/adv	Mechelaar/noun	wit/adj	fontein_DIM/noun	zie/verb	knus/adj	verhaal/noun	baseer/verb	rood/noun	gespierd/adj	bevolking/noun	voorbij/adv	wereld/noun	paars/adj	vloeistof/noun	vijver/noun	traag/adj	te/adv	toneel/noun	groente/noun	licht/adj	raar/adj	ideologisch/adj	melancholisch/adj	bekijk/verb	rookwolk/noun	groen/adj	licht/noun	waarschijnlijk/adj	huis/noun	ronde_DIM/noun	fraai/adj	fles/noun	beschimp/verb	communautair/adj	monster/noun	accessoire/noun	blaas/verb	lang/adj	gigantisch/adj	onschuld/noun	stap_pers/noun	glim/adj	spreekkoor/noun	kous/noun	verstik/adj	cast/noun	versierd/adj	herinner/verb	opvallend/adj	grillig/adj	rechthoek/noun	beeld/noun	band_DIM/noun	lichaam/noun	bedevaart/noun	vleugel/noun	gedoseerd/adj	traditie/noun	voering/noun	glasplaat/noun	noot/noun	zwart/adj	markeer/verb	afkomst/noun	stadion/noun	anoniem/adj	substantie/noun	vlak/noun	stoel_DIM/noun	spiegel/noun	Braziliaans/adj	natuur_steen/noun	word/adj	oog/noun	lingerie/noun	vredig/adj	altijd/adv	klein/adj	Mexicaans/adj	Caraïbische/adj	hul/verb	kop_DIM/noun	trui/noun	jongen/noun	glas/noun	bijeen/adj	bord_DIM/noun	buiten/adv	hotelkamer/noun	groot/adj	bruin/adj	jong/adj	tropisch/adj	overtuigend/adj	plastic/noun	sta_op/verb	blank/adj	matras/noun	weef/verb	breng_aan/verb	begrip/noun	hemd/noun	autentiek/adj	herken/verb	thee/noun	vrolijk/adj	bril/noun	slim/adj	doorzichtig/adj	visie/noun	kleur/noun	schittering/noun	klodder/noun	duurzaam/adj	links/adj	bord/noun	opdrachtgever/noun	jas_DIM/noun	sluier/noun	lokaal/adj	gebruik/verb	riskeer/verb	volledig/adj	vele/adj	olympisch/adj	gehuld/adj	bal/noun	gevuld/adj	inzending/noun	bliksem/noun	foto/noun	decoratief/adj	hemel/noun	scheidsrechter/noun	ring/noun	her/adv	waar/noun	huid/noun	tol/noun	herinnering/noun	allemaal/adv	donker/adj	voorkeur/noun	sta/verb	kil/adj	bizar/adj	Frans/noun	elite/noun	inkt/noun	giftig/adj	speler/noun	voor/adv	vier/noun	neutraal/adj	drummer/noun	rood-groen/adj	stedelijk/adj	pasta/noun	reliëf/noun	boei/noun	onderaan/adv	T-shirt/noun	geef/verb	dissonanten/noun	tegel/noun	beweeg/verb	wollig/adj	katholiek/noun	identiteit_crisis/noun	ruis/verb	werknemer/noun	colbert/noun	nestel/verb	historisch/adj	benader/verb	knot_gek/adj	versie/noun	lik_DIM/noun	water/noun	definitie/noun	compleet/adj	stoer/adj	toon/verb	één/adv	overhemd/noun	gevel/noun	kunstmatig/adj	varieer/adj	origineel/adj	wijk/noun	geparfumeerd/adj	tekst/noun	nostalgie/noun	bont/adj	drijf/verb	lijn/noun	kaart/noun	gezien/adj	tros/noun	naamloos/adj	plastic/adj	helder/adj	vrouw/noun	Engels/adj	bol_DIM/noun	hilariteit/noun	trappenhuis/noun	rood-wit_blauw/adj	waarheid/noun	stip_DIM/noun	haar/noun	papier/noun	lichtbruin/adj	reeks/noun	maak/verb	pastel/noun	selecteer/verb	vaar/verb	plak/verb	perspectief/noun	touw/noun	glas_DIM/noun	wellicht/adv	bamboe/noun	krul/verb	staaf_DIM/noun	giet_af/verb	baksteen/noun	regionaal/adj	waar/adv	sowieso/adv	vriendin/noun	brok_DIM/noun	genre/noun	portret/noun	blad/noun	barst_DIM/noun	veel/adj	boot_DIM/noun	onderdaan/noun	huis_DIM/noun	berichtgeving/noun	wilg/noun	geschiedenis/noun	kook/verb	inhoud/noun	gestapeld/adj	manschappen/noun	inmiddels/adv	pantoffel/noun	zaal/noun	bij/noun	vlag_DIM/noun	min/adj	bloedrood/adj	verwissel/verb	bak_DIM/noun	wild/adj	rosé/noun	vergelijkbaar/adj	divers/adj	kip/noun	op/adj	kenmerk/verb	zit_DIM/noun	stralend/adj	cultureel/adj	kind/noun	zeer/adv	onder_klasse/noun	week/verb	bril_DIM/noun	plooi/noun	intens/adj	en/adv	stad/noun	letterlijk/adj	dien/verb	lippenstift/noun	publiek/noun	zand/noun	potlood/noun	mysterieus/adj	flard/noun	aquarel/noun	elk/adv	sterk/adj	bovenlaag/noun	trek/noun	informatie/noun	chocolade/noun	mythologie/noun	accent/noun	politiek/adj	anders/adj	geheel/adj	verschuif/verb	wand/noun	medemens/noun	bastaard/noun	hang/verb	episode/noun	thema/noun	tatoeage/noun	kaart_DIM/noun	vreemd/adj	voetballer/noun	moralistisch/adj	crew/noun	wit/noun	draag/verb	blond/adj	noteer/verb	sluit_uit/adj	diamant/noun	persoonlijk/adj	plexiglas/noun	afval_water/noun	verschil/adj	mens/noun	vlieg/verb	fris_op/verb	vrouw_DIM/noun	ouderwets/adj	hagel_slag/noun	schreeuw/adj	tamelijk/adj	doek/noun	set/noun	ergernis/noun	vlek/noun	ets/noun	hele/adv	straat/noun	trek/verb	kamer/noun	geheugen/noun	meer/adj	sfeer/noun	naar/adj	ballon/noun	bezet/adj	in/adj	traditioneel/adj	fel/adj	bekleed/verb	standpunt/noun	tint_DIM/noun	toevoeging/noun	rood/adj	goal/noun	rood_wit/adj	tapijt/noun	fles_DIM/noun
rand/noun	0.0	0.87983644	0.7866301	0.8620795	0.7367133	0.870176	0.8003479	0.80089617	0.9343004	0.69452596	0.90740114	0.62380016	0.904577	0.91677773	0.7696354	0.8882048	0.6652036	0.7791512	0.86750937	0.81528914	0.8914772	0.68286777	0.8248761	0.78560126	0.9194899	0.93373734	0.84261924	0.8017863	0.8708535	0.9163582	0.7823821	0.92976373	0.85111433	0.9280509	0.88566774	0.83882296	0.86981285	0.9633525	0.85625386	0.8398464	0.89477694	0.7867443	0.85237026	0.76801175	0.8731023	0.9016127	0.90925395	0.8049966	0.8525648	0.931429	0.6526191	0.8296725	0.85610116	0.77124906	0.9369108	0.9675677	0.8484037	0.8609402	0.8931385	0.78770834	0.87676865	0.7883904	0.7807592	0.6497199	0.83315104	0.88497674	0.83173585	0.83510613	0.8412033	0.89816874	0.8679402	0.90321845	0.90999997	0.8004197	0.6549974	0.7958092	0.89621866	0.7726761	0.77488637	0.778419	0.79849243	0.9391718	0.9097889	0.826927	0.86263955	0.80421555	0.8501533	0.6948103	0.94077367	0.90940076	0.7270365	0.94181156	0.8611411	0.84053755	0.92497563	0.7208537	0.9021612	0.86549956	0.791924	0.77665555	0.8507087	0.86186004	0.81198263	0.90808994	0.7620399	0.9310629	0.9184406	0.8773198	0.83426356	0.8744469	0.7037609	0.7480637	0.93011236	0.8079814	0.9233592	0.8690176	0.8996029	0.7619268	0.7572351	0.88894916	0.7738088	0.7735261	0.8224403	0.8724704	0.7868346	0.9213964	0.7393926	0.8214284	0.91761434	0.82309973	0.7676366	0.841998	0.8650691	0.6967991	0.8337128	0.7455253	0.7651644	0.7985305	0.8017917	0.69419	0.94515914	0.7298876	0.9245382	0.73365366	0.85538113	0.81812125	0.7805631	0.8779776	0.74725926	0.94019276	0.8024239	0.84113014	0.8874604	0.800342	0.82583696	0.81122404	0.93144894	0.7586006	0.93878084	0.7757846	0.8722652	0.8497844	0.892876	0.8371344	0.7283946	0.92775404	0.789562	0.83888245	0.9159436	0.885402	0.8818388	0.8565779	0.8240306	0.89077383	0.7890152	0.8301406	0.714568	0.94321173	0.8514283	0.89312625	0.8180938	0.74944746	0.91736597	0.70367765	0.7419344	0.86587775	0.76952094	0.8792873	0.8781414	0.91096884	0.6734859	0.8906505	0.7685508	0.78764474	0.8785149	0.9362891	0.91001177	0.798882	0.8294491	0.9393574	0.8305014	0.89725506	0.8694453	0.911941	0.9070648	0.79371244	0.8077065	0.8166301	0.87908906	0.7876791	0.8121098	0.956796	0.93645805	0.70605016	0.7699849	0.8695907	0.90549314	0.9380557	0.8298781	0.9448388	0.85674125	0.7572359	0.85867995	0.93530464	0.95875406	0.9182112	0.88882965	0.6656923	0.8880053	0.79494214	0.8469031	0.92588747	0.8484645	0.7899543	0.6812548	0.8024736	0.8773505	0.8943764	0.7194421	0.90378314	0.9030925	0.8782324	0.81685853	0.7438904	0.85839987	0.91219664	0.9058673	0.82505816	0.8568428	0.6895207	0.8405282	0.90541476	0.9014542	0.7940265	0.9215382	0.8123872	0.8750891	0.92601824	0.82012415	0.74668527	0.83041966	0.81494117	0.9368733	0.92868996	0.8774942	0.9400405	0.83365875	0.79460144	0.873335	0.77956146	0.84762645	0.9071724	0.81541556	0.83420575	0.8147103	0.9064259	0.72346854	0.88901657	0.617002	0.86984205	0.90838856	0.88428974	0.9134358	0.8897236	0.83077216	0.90395784	0.90649855	0.78392565	0.93727416	0.658834	0.945031	0.8233899	0.89537823	0.85792196	0.91391766	0.77337354	0.9054557	0.88831085	0.885834	0.8042144	0.80668676	0.8020495	0.9158022	0.8134179	0.8780173	0.77467704	0.8084378	0.8576736	0.87614274	0.87281466	0.8482225	0.9130671	0.82550055	0.8435373	0.7896713	0.8694712	0.9221898	0.9088961	0.9261873	0.8727704	0.8333652	0.86298335	0.86541665	0.8014479	0.7032762	0.7486037	0.8920449	0.87668866	0.8920447	0.6476127	0.85031503	0.8231746	0.8344438	0.8796388	0.8431553	0.9372654	0.8270398	0.8603039	0.95397234	0.84152913	0.9306859	0.8509143	0.91061366	0.95752394	0.8437188	0.83578926	0.62672186	0.8985333	0.96061337	0.7379519	0.8977092	0.91544646	0.91725314	0.91677415	0.9063358	0.9299436	0.9447119	0.9025358	0.7997496	0.827353	0.80483466	0.9403938	0.870678	0.84813416	0.9480001	0.82532406	0.8262412	0.85904264	0.90709513	0.7978437	0.87089795	0.8401237	0.8269459	0.91800314	0.8431967	0.8546531	0.758559	0.95202	0.8797113	0.7365236	0.9061286	0.83492136	0.73416924	0.82740194	0.77367496	0.8668721	0.92442983	0.8777374	0.8485786	0.76257	0.78365046	0.9077104	0.86563087	0.88802505	0.79618585	0.9491057	0.8752375	0.88651305	0.7111958	0.94517154	0.8106538	0.72891855	0.79128724
cowboy_hoed/noun	0.87983644	0.0	0.68673056	0.91200536	0.8459079	0.88305026	0.8993937	0.9023367	0.9521182	0.71590436	0.9595227	0.85641706	0.9377811	0.96536714	0.8775284	0.8283169	0.72001827	0.8806325	0.84270054	0.8924755	0.9590327	0.889005	0.9338919	0.91975176	0.91278136	0.93807787	0.89082503	0.81698155	0.926054	0.94700474	0.827832	0.84515023	0.9208312	0.9505584	0.7834571	0.73037934	0.8529824	0.9620219	0.7861406	0.8872505	0.9106304	0.89968824	0.88190556	0.91630256	0.90326285	0.95563096	0.9318459	0.9032067	0.90270096	0.9307487	0.72265923	0.9175116	0.8830413	0.9320439	0.92516714	0.9785791	0.830879	0.8420493	0.9467295	0.85321325	0.9294407	0.7947408	0.91024923	0.8909298	0.93753564	0.9191079	0.8966483	0.9187041	0.9033786	0.83816975	0.9593586	0.8941624	0.95967686	0.88621145	0.8258021	0.89460194	0.936606	0.92008287	0.8770684	0.88279444	0.8495186	0.94872963	0.9492414	0.8911448	0.8364959	0.8736409	0.8907272	0.8626114	0.94128394	0.88348365	0.7333951	0.90653247	0.76106024	0.9361253	0.9195015	0.828391	0.9274204	0.8590051	0.9033992	0.9006382	0.9092767	0.84943646	0.88938034	0.9447062	0.8979542	0.94893694	0.9413031	0.8612215	0.92086625	0.89366215	0.7283002	0.914074	0.91767806	0.89856666	0.93214494	0.9345455	0.951597	0.8740421	0.85440236	0.893733	0.8965964	0.9059887	0.85335606	0.8219033	0.9177313	0.87674564	0.918256	0.8599441	0.9229363	0.7854309	0.8531329	0.71257055	0.79539526	0.85367715	0.9028789	0.86640286	0.8629141	0.8803295	0.947562	0.7614826	0.8705073	0.9146848	0.9389783	0.8200519	0.9047471	0.8512651	0.9096668	0.8788349	0.92760265	0.9591764	0.71849096	0.8874661	0.8765449	0.889171	0.77408993	0.6925892	0.89556473	0.8662994	0.9602416	0.8188269	0.9257585	0.8669517	0.9733278	0.9329433	0.86548054	0.9482511	0.7240509	0.84339106	0.96155804	0.95141566	0.93650794	0.94997984	0.93537617	0.94421476	0.7231397	0.9050471	0.8717676	0.96831924	0.9535644	0.90810734	0.8934437	0.88215464	0.93613464	0.87469757	0.891938	0.9064905	0.8497444	0.9666771	0.93069625	0.8731259	0.78030765	0.89592296	0.8986854	0.9096255	0.91612536	0.9465443	0.9452838	0.87768656	0.9014827	0.92959476	0.88847363	0.9365736	0.9280579	0.8772388	0.92946506	0.97077626	0.9063554	0.92555344	0.9098873	0.8936922	0.69579	0.9595494	0.9375152	0.867839	0.87305146	0.88100505	0.9399051	0.9379778	0.88252175	0.96686226	0.76056457	0.90869784	0.95119596	0.94628215	0.9508007	0.9323265	0.9351472	0.9073591	0.9503088	0.90906894	0.76784873	0.90808237	0.90007746	0.7128661	0.895205	0.9480287	0.9308395	0.8862995	0.9215507	0.96158665	0.89241546	0.9360673	0.83138835	0.90350544	0.92846274	0.9069009	0.93583417	0.86193526	0.919736	0.7880119	0.921657	0.8433244	0.9228229	0.88685066	0.8929182	0.9117508	0.7988837	0.9656025	0.8375417	0.75727546	0.8724203	0.8485019	0.95099133	0.9394265	0.90061116	0.9596442	0.9355717	0.86192465	0.9480993	0.889207	0.8837659	0.9484818	0.9178948	0.87224424	0.9139962	0.9485873	0.87799233	0.9725809	0.90769845	0.9284982	0.86507905	0.9127791	0.91364384	0.87872994	0.90837884	0.95418304	0.92249167	0.91058844	0.9460155	0.9136172	0.9706598	0.8970441	0.9482227	0.91301477	0.9350509	0.883814	0.94466865	0.9319453	0.84736407	0.89518875	0.8787636	0.80751306	0.93670964	0.83289576	0.8172332	0.8845751	0.8570049	0.89516824	0.9679723	0.9419366	0.91584694	0.9349725	0.9366336	0.9303511	0.8239037	0.966591	0.93599325	0.94118863	0.93235767	0.9429445	0.75851977	0.8750104	0.8997025	0.85505575	0.91364306	0.88208175	0.952183	0.8262655	0.87368846	0.88006216	0.868071	0.8994135	0.8455269	0.93567	0.93056124	0.9551223	0.93052244	0.92221224	0.9653822	0.9024106	0.946409	0.8624064	0.97434765	0.9376812	0.9233177	0.95185816	0.8748138	0.9208866	0.93002963	0.837371	0.9454029	0.9504569	0.8649862	0.9174825	0.9036493	0.9081712	0.94310254	0.87842894	0.8214139	0.7058021	0.74920404	0.9609183	0.9102169	0.90343	0.95172775	0.9069166	0.96674395	0.94122404	0.9043339	0.9213376	0.91368353	0.8607056	0.83864087	0.90988857	0.84751153	0.90993637	0.8266359	0.9468307	0.9201076	0.80948955	0.94150174	0.86739945	0.8633131	0.8516526	0.92806995	0.9511647	0.9410448	0.9121029	0.9122283	0.832554	0.9333013	0.9406117	0.88565737	0.8978447	0.9383887	0.9754858	0.8908295	0.9385913	0.73998654	0.96239674	0.8078115	0.86274517	0.8478953
jurk/noun	0.7866301	0.68673056	0.0	0.7910605	0.65685856	0.7392078	0.78085715	0.8040689	0.86613005	0.45279163	0.92469245	0.65657675	0.87628096	0.92946637	0.7610418	0.7107482	0.48086005	0.7382072	0.79412603	0.7686899	0.90314656	0.8124804	0.93514603	0.7374958	0.8886379	0.88230366	0.7775118	0.71819615	0.80074495	0.862229	0.7054883	0.7535681	0.7888359	0.921797	0.66473067	0.5073934	0.6303346	0.9667263	0.4792667	0.8602077	0.75857276	0.75839525	0.7585212	0.8179628	0.79832685	0.9110391	0.8751531	0.78298354	0.8167671	0.93488955	0.45901883	0.8604938	0.79513264	0.8009243	0.805894	0.91805214	0.72570515	0.6809325	0.92210746	0.7813505	0.86259717	0.63395286	0.7972626	0.8084712	0.85411024	0.8093103	0.7690147	0.80223686	0.75187385	0.7650897	0.8510862	0.80448335	0.87476504	0.8689878	0.6700786	0.75906974	0.8989452	0.8266733	0.8040189	0.69829977	0.7120022	0.9402712	0.899461	0.7514728	0.59622204	0.78860515	0.7991557	0.7620001	0.8520771	0.8426461	0.5290533	0.90840954	0.5902991	0.8776114	0.8279407	0.5579543	0.85318434	0.69028914	0.7748363	0.79080755	0.75545055	0.6965431	0.74526674	0.9128095	0.7528269	0.8668902	0.8475126	0.67268145	0.83413166	0.76477253	0.5211124	0.81358767	0.8723798	0.8743739	0.8730758	0.8320126	0.89424264	0.72666705	0.67530745	0.83422166	0.769331	0.7981058	0.72680664	0.5775641	0.8313756	0.7877513	0.82317954	0.7957463	0.90275407	0.63315195	0.7329557	0.5180573	0.7387544	0.67930853	0.8263119	0.7627826	0.78737	0.79376304	0.901713	0.51180995	0.82388294	0.8002962	0.8576294	0.6613405	0.8158716	0.7897964	0.75165576	0.736651	0.76462746	0.8991615	0.4265278	0.7512759	0.8071664	0.7771795	0.6268882	0.5556625	0.8311851	0.66097796	0.8947699	0.54725087	0.83326447	0.78628004	0.91613686	0.8737689	0.7634938	0.8665832	0.4210449	0.6927532	0.9387862	0.87354904	0.90394044	0.8853058	0.8337058	0.904586	0.5121511	0.82830507	0.70175344	0.8906802	0.8895009	0.74107975	0.7092898	0.74817103	0.8985634	0.7311298	0.7710542	0.8547997	0.63702893	0.8997058	0.82072747	0.75526893	0.5806051	0.7847097	0.8321041	0.78751427	0.77162844	0.86391956	0.9007108	0.7291783	0.84305626	0.88755214	0.7601661	0.8935942	0.8378263	0.82537585	0.8831353	0.9290502	0.7729718	0.7775565	0.8375919	0.75808626	0.45158142	0.90832835	0.89734155	0.67869985	0.7485337	0.7828293	0.869359	0.92067933	0.8418985	0.9528735	0.55847806	0.8520418	0.8641388	0.8884162	0.87862784	0.78612393	0.8549806	0.8380177	0.8582632	0.8027172	0.59452343	0.80231583	0.8243697	0.4425496	0.7092124	0.8503422	0.8247143	0.7283871	0.8709601	0.8861445	0.7999033	0.82068497	0.6499892	0.8354183	0.8053608	0.843506	0.8791555	0.77150285	0.8608584	0.6006901	0.76571965	0.74175835	0.83448	0.7281312	0.85288864	0.81536674	0.75217956	0.9021847	0.7720356	0.5192125	0.7466848	0.7212493	0.8754048	0.8626038	0.8194953	0.90958935	0.87099963	0.6824962	0.86205804	0.7318654	0.8082439	0.88818	0.8129934	0.77857363	0.7923673	0.9081843	0.7142304	0.94037986	0.84232134	0.8436354	0.8296094	0.8914935	0.8050519	0.7291507	0.7613397	0.90842336	0.8551949	0.8090419	0.8729453	0.76705194	0.94167125	0.8420902	0.893321	0.81950873	0.8504203	0.8023529	0.90366316	0.8822739	0.71408737	0.79046273	0.7821747	0.7082553	0.8440099	0.7405394	0.7105655	0.7775502	0.75720114	0.80186737	0.89700484	0.85638106	0.8305986	0.8975487	0.8218914	0.8489779	0.6523732	0.927572	0.87025666	0.8207725	0.9161454	0.86902934	0.6755723	0.7247164	0.79515386	0.781901	0.8779397	0.719448	0.90288496	0.6845397	0.81271136	0.7530821	0.7624712	0.729589	0.76766086	0.7824806	0.82333505	0.91073984	0.8622004	0.804594	0.9259895	0.75835097	0.87379	0.72685295	0.92650974	0.92640233	0.8326552	0.8947067	0.6587389	0.83951277	0.90552944	0.6452131	0.85015976	0.845363	0.78490347	0.8085941	0.82150936	0.83395463	0.8962966	0.84386533	0.6269827	0.48815542	0.5627488	0.9274101	0.8295611	0.7524296	0.90372586	0.7930664	0.92978346	0.8481306	0.87844515	0.8432479	0.8676847	0.7316335	0.6518253	0.87661386	0.8004427	0.74550694	0.5854235	0.901573	0.8712349	0.6609497	0.8058979	0.73275113	0.7958556	0.80627537	0.7826969	0.87249476	0.90011567	0.79978657	0.7902155	0.679013	0.87805873	0.9195782	0.7534435	0.7924812	0.7935595	0.9213306	0.76712394	0.8239057	0.56005836	0.9226584	0.72712153	0.5926854	0.70051587
spiegel_DIM/noun	0.8620795	0.91200536	0.7910605	0.0	0.8578006	0.9125941	0.8170526	0.8446578	0.9094642	0.7881568	0.92007613	0.77391726	0.8976982	0.9407259	0.8173585	0.8412025	0.77404994	0.83414024	0.8594375	0.8685054	0.90662825	0.8885431	0.9533394	0.8771743	0.907555	0.890941	0.85890794	0.87693655	0.82853806	0.88860995	0.8869858	0.92617524	0.8515713	0.94122195	0.8666149	0.85271746	0.80990154	0.94148356	0.7902592	0.8767711	0.8487575	0.84260267	0.8679504	0.90118533	0.8638407	0.9048294	0.9156877	0.88726723	0.8938873	0.90828073	0.78818035	0.89695287	0.85981184	0.88581467	0.9044932	0.94226325	0.903578	0.8716689	0.9384216	0.8677778	0.8986475	0.8377162	0.8243013	0.8824717	0.9091771	0.9195341	0.89448786	0.8926048	0.8894973	0.8771548	0.88574165	0.8932542	0.86495674	0.9198059	0.84145236	0.81866735	0.92337	0.87838703	0.86475635	0.83439237	0.8051176	0.9389021	0.9282977	0.83600754	0.78570795	0.85830873	0.8931332	0.8445502	0.92383623	0.94123244	0.7864806	0.95126903	0.85849404	0.91539234	0.9095737	0.7842787	0.93164784	0.87351125	0.8637776	0.8989959	0.8545093	0.8311494	0.82928264	0.9188762	0.90429556	0.9029371	0.92926174	0.8902543	0.8700297	0.88505226	0.826681	0.91025674	0.9387596	0.91975886	0.9091271	0.8800253	0.9367168	0.8076125	0.7215696	0.92863166	0.8602617	0.8890641	0.83628964	0.8305124	0.8905318	0.86457384	0.85639364	0.89721864	0.9380822	0.8614376	0.8596217	0.8525742	0.889258	0.77085096	0.9079906	0.80702245	0.8365772	0.8685303	0.90169	0.7916604	0.92777014	0.9043939	0.9208415	0.79757094	0.9071643	0.91776	0.82877886	0.8578457	0.80130947	0.9466995	0.8090787	0.873718	0.8504306	0.86334693	0.8398477	0.7730497	0.85139644	0.76340544	0.92741066	0.79825324	0.88877743	0.89492476	0.9220313	0.91247696	0.82061565	0.9194487	0.7972527	0.8820121	0.9278472	0.8461945	0.92550594	0.89528215	0.8681406	0.93892664	0.82312214	0.88086945	0.8167592	0.91717845	0.9026512	0.8662797	0.81838846	0.8896116	0.9211036	0.8085983	0.8712689	0.8600021	0.8041667	0.9010176	0.91464305	0.8829293	0.8092309	0.9013659	0.85801756	0.8926469	0.86538005	0.9489	0.9457512	0.8280593	0.8894273	0.9290533	0.86384463	0.9305702	0.8892831	0.9283249	0.93994784	0.9506947	0.89012164	0.83926773	0.8804891	0.8871775	0.83653927	0.937456	0.9349521	0.796584	0.8498404	0.8798433	0.95036244	0.94930094	0.9357902	0.9421384	0.84428275	0.8775324	0.91260743	0.93704116	0.9076339	0.88024086	0.92228806	0.8653925	0.89681566	0.869783	0.83329475	0.8972527	0.86583495	0.79111403	0.83265287	0.8742846	0.8711578	0.8473653	0.944703	0.9260462	0.8972325	0.89501196	0.8433679	0.900588	0.91505337	0.86640114	0.9158909	0.8242006	0.91717774	0.73700285	0.8586104	0.8888699	0.94336516	0.82247275	0.9227077	0.8664209	0.88505435	0.94682306	0.87066907	0.8147414	0.8477957	0.8696885	0.928399	0.9165266	0.93504465	0.9294858	0.92101216	0.78202325	0.89994013	0.80176675	0.8692157	0.92066276	0.88676935	0.87265176	0.8443073	0.95558965	0.8400073	0.9481082	0.888784	0.89709586	0.919572	0.9053996	0.9185804	0.8619885	0.88996065	0.86406565	0.8892608	0.8837187	0.92725575	0.85283595	0.9644233	0.87166935	0.925664	0.9093157	0.8624995	0.8643822	0.9383168	0.92643654	0.8538763	0.86757004	0.89091307	0.8379917	0.9101031	0.8583028	0.8511427	0.8494853	0.8694299	0.9170499	0.9203395	0.8741013	0.8798324	0.92627597	0.9076501	0.89893126	0.84582084	0.9494014	0.9128697	0.89692414	0.9301635	0.91104114	0.808123	0.89512277	0.89555955	0.86379564	0.91425025	0.8375397	0.91809523	0.8238367	0.880826	0.82702625	0.8485576	0.85837686	0.86956763	0.87679815	0.87098026	0.924697	0.88986063	0.9118521	0.88464904	0.8752144	0.9082772	0.8794766	0.9341614	0.9338674	0.8855186	0.9145907	0.7740886	0.8885789	0.93074656	0.78794336	0.8990942	0.89102465	0.8860964	0.87107515	0.886822	0.9220019	0.93139154	0.91493964	0.8709477	0.82601213	0.85913575	0.9632096	0.8669444	0.8647704	0.91696644	0.8469451	0.9459603	0.86543906	0.8863909	0.8696146	0.90223986	0.87093055	0.8342446	0.9358099	0.8758545	0.8918479	0.79267067	0.95817065	0.9041976	0.85176283	0.8656095	0.87401223	0.8912429	0.8869692	0.84799457	0.9089096	0.909894	0.91855305	0.8949157	0.8224731	0.9290676	0.91571736	0.8768263	0.9096985	0.8426092	0.9344659	0.88675433	0.8747663	0.8078739	0.9543055	0.87432575	0.8012871	0.7781054
