	100/num	3/num	Braziliaans/adj	Caraïbische/adj	Cock/name	Corneille/name	Engels/adj	Feyenoord/name	Frans/noun	Franstalig/adj	Hecke/name	Hilde/name	Jeroen/name	Koning/name	KunstRAI/name	Mechelaar/noun	Mexicaans/adj	Nederlands/adj	Parma/name	Potsdam/name	Rotterdam/name	Schoolstraat/name	T-shirt/noun	The/name	Vlaams/adj	aan/prep	accent/noun	accessoire/noun	achter/prep	afkomst/noun	afval_water/noun	allemaal/adv	allemaal/pron	allerlei/det	als/comparative	als/prep	altijd/adv	alvast/adv	ander/adj	anders/adj	anoniem/adj	april/noun	aquarel/noun	autentiek/adj	bak_DIM/noun	baksteen/noun	bal/noun	bal_DIM/noun	ballon/noun	bamboe/noun	banaan/noun	band_DIM/noun	barst_DIM/noun	baseer/verb	bastaard/noun	bedevaart/noun	beeld/noun	begin/noun	begrip/noun	bekijk/verb	bekleed/verb	belangstelling/noun	ben/verb	benader/verb	benadering/noun	berichtgeving/noun	beschimp/verb	bevolking/noun	beweeg/verb	bezet/adj	bij/noun	bij/prep	bijeen/adj	bijna/adv	bijvoorbeeld/adv	biologisch/adj	bizar/adj	blaas/verb	blad/noun	blank/adj	blauw/adj	bliksem/noun	bloedrood/adj	blok_DIM/noun	blond/adj	boei/noun	bol_DIM/noun	bont/adj	bontjas/noun	boot_DIM/noun	bord/noun	bord_DIM/noun	boven/prep	bovenlaag/noun	bovenop/prep	breng/verb	breng_aan/verb	bril/noun	bril_DIM/noun	brok_DIM/noun	bruin/adj	buiten/adv	cadeau/fixed	campagne/noun	cast/noun	chocolade/noun	coalitie/noun	colbert/noun	combi/noun	communautair/adj	compleet/adj	cowboy_hoed/noun	crew/noun	cultureel/adj	daar/adv	dan/adv	dan/comparative	dat/comp	dat/pron	de/det	decoratief/adj	deel/verb	definitie/noun	diamant/noun	dicht/adj	die/det	die/pron	dien/verb	ding_DIM/noun	dissonanten/noun	dit/det	divers/adj	doe/verb	doek/noun	donker/adj	door/prep	doorzichtig/adj	draag/verb	drie/num	drijf/verb	drummer/noun	duidelijk/adj	duurzaam/adj	echt/adj	een/det	eens/adv	eenzijdig/adj	eerste/num	eet/verb	eigen/adj	elite/noun	elk/adv	elkaar/pron	en/adv	en/comp	en/vg	episode/noun	er/adv	er/fixed	er/noun	ergernis/noun	ets/noun	even/adj	eventueel/adj	extra/adj	familie/noun	feestelijk/adj	feit/noun	fel/adj	flard/noun	fles/noun	fles_DIM/noun	fontein_DIM/noun	foto/noun	fraai/adj	fris_op/verb	fruit/noun	furore/fixed	ga/verb	gebruik/verb	gedoseerd/adj	geef/verb	geen/det	gegeven/noun	geheel/adj	geheugen/noun	gehuld/adj	genoeg/det	genre/noun	geparfumeerd/adj	geschiedenis/noun	gespierd/adj	gestapeld/adj	gevel/noun	gevolge/prep	gevuld/adj	gezien/adj	gezond/adj	giet_af/verb	giftig/adj	gigantisch/adj	glas/noun	glas_DIM/noun	glasplaat/noun	glim/adj	goal/noun	goed/adj	grillig/adj	groen/adj	groente/noun	groot/adj	haar/det	haar/noun	haar/pron	hagel_slag/noun	hang/verb	heb/verb	helder/adj	hele/adv	hemd/noun	hemel/noun	her/adv	herinner/verb	herinnering/noun	herken/verb	het/det	hij/pron	hilariteit/noun	historisch/adj	hoog/adj	hotelkamer/noun	houd/verb	houten/adj	huid/noun	huis/noun	huis_DIM/noun	hul/verb	hun/det	identiteit_crisis/noun	ideologisch/adj	ik/pron	in/adj	in/prep	ineen/pp	informatie/noun	inhoud/noun	inkt/noun	inmiddels/adv	intens/adj	inzending/noun	jas_DIM/noun	je/det	je/pron	jeans/noun	jong/adj	jongen/noun	jurk/noun	kaart/noun	kaart_DIM/noun	kamer/noun	kan/verb	katholiek/noun	keer/noun	ken/verb	kenmerk/verb	kennis/noun	kijk/verb	kil/adj	kind/noun	kip/noun	kleding/noun	klein/adj	kleur/noun	klodder/noun	knot_gek/adj	knus/adj	kom/verb	kook/verb	kop_DIM/noun	kous/noun	krant/noun	krijg/verb	krul/verb	kunstmatig/adj	laan/noun	laat/verb	lang/adj	langs/prep	leer/verb	letterlijk/adj	lichaam/noun	licht/adj	licht/noun	lichtbruin/adj	lief/adj	lijn/noun	lik_DIM/noun	lingerie/noun	links/adj	lippenstift/noun	lokaal/adj	maak/verb	maar/adv	maar/comp	maar/vg	mag/verb	manschappen/noun	markeer/verb	mascara/noun	matras/noun	me/pron	medemens/noun	meer/adj	meer/adv	melancholisch/adj	mens/noun	met/prep	min/adj	minder/adj	minderheid/noun	model/noun	moeilijk/adj	mogelijkheid/noun	monster/noun	moralistisch/adj	mysterieus/adj	mythologie/noun	naamloos/adj	naar/adj	naar/prep	naargelang/comp	naast/prep	natuur_steen/noun	neem/verb	negatief/adj	nestel/verb	net/adv	neutraal/adj	niet/adv	nieuw/adj	nog/adv	noot/noun	nostalgie/noun	noteer/verb	nu/adv	of/comp	of/vg	olympisch/adj	om/comp	om/part	om/prep	omdat/comp	onder/prep	onder_klasse/noun	onderaan/adv	onderdaan/noun	onschuld/noun	ontslag/noun	oog/noun	ook/adv	op/adj	op/part	op/prep	opdrachtgever/noun	open/adj	opvallend/adj	origineel/adj	ouderwets/adj	over/prep	overhemd/noun	overstroming/noun	overtuigend/adj	paars/adj	paars_groen/adj	pantoffel/noun	papier/noun	pas/verb	pasta/noun	pastel/noun	per/prep	persoonlijk/adj	perspectief/noun	plak/verb	plastic/adj	plastic/noun	plexiglas/noun	plooi/noun	podium/noun	politiek/adj	portret/noun	potlood/noun	prachtig/adj	projector/noun	publiek/noun	raak/verb	raar/adj	rand/noun	rechthoek/noun	reeks/noun	regering/noun	regionaal/adj	reliëf/noun	rij/verb	ring/noun	riskeer/verb	ronde_DIM/noun	rood-groen/adj	rood-wit_blauw/adj	rood/adj	rood/noun	rood_wit/adj	rookwolk/noun	rose/adj	rosé/noun	ruik/verb	ruis/verb	rust/noun	samenleving/noun	scheidsrechter/noun	scherm/noun	schip/noun	schittering/noun	scholier/noun	schreeuw/adj	scoor/verb	selecteer/verb	set/noun	sfeer/noun	slechts/adv	slim/adj	slinger_rond/verb	sluier/noun	sluit_uit/adj	snel/adj	sommige/det	soort/noun	sowieso/adv	spaarzaam/adj	speel/verb	speler/noun	spiegel/noun	spiegel_DIM/noun	spreekkoor/noun	sta/verb	sta_op/verb	staaf_DIM/noun	stad/noun	stadion/noun	standpunt/noun	stap_pers/noun	stedelijk/adj	steeds/adv	sterk/adj	stip_DIM/noun	stoel_DIM/noun	stoer/adj	straat/noun	stralend/adj	streep/noun	stuk/noun	substantie/noun	symbool/noun	tamelijk/adj	tapijt/noun	tatoeage/noun	tatoeages/noun	te/adv	te/comp	te/fixed	team/noun	tegel/noun	tegen/prep	tegenover/prep	tekst/noun	temidden/prep	ten/prep	thee/noun	thema/noun	tijdens/prep	tint_DIM/noun	toevoeging/noun	tol/noun	ton/noun	toneel/noun	toon/verb	tot/prep	touw/noun	traag/adj	traditie/noun	traditioneel/adj	trappenhuis/noun	trek/noun	trek/verb	tropisch/adj	tros/noun	trui/noun	twee/num	uit/part	uit/prep	unilateralisme/noun	uur/noun	vaar/verb	van/comp	van/name	van/prep	vandaag/adv	vanuit/prep	vanwege/prep	varieer/adj	veel/adj	veel/det	vele/adj	vergelijkbaar/adj	verhaal/noun	verover/verb	verschil/adj	verschuif/verb	versie/noun	versierd/adj	verstik/adj	verwissel/verb	vier/noun	vier/num	vijftien/num	vijver/noun	vis/noun	visie/noun	vlag_DIM/noun	vlak/noun	vlek/noun	vleugel/noun	vlieg/verb	vloeistof/noun	voer/verb	voering/noun	voetballer/noun	vol/prep	volgorde/noun	volledig/adj	voor/adv	voor/prep	voorbij/adv	voorkeur/noun	voorzien/prep	vredig/adj	vreemd/adj	vriend/noun	vriendin/noun	vrolijk/adj	vrouw/noun	vrouw_DIM/noun	waar/adv	waar/noun	waarheid/noun	waaronder/pp	waarop/pp	waarover/pp	waarschijnlijk/adj	waarvan/pp	wand/noun	want/vg	was_middel/noun	wat/det	water/noun	we/pron	wedstrijd/noun	weef/verb	week/verb	weer/adv	weinig/adj	weinig/det	wel/adv	welk/det	wellicht/adv	wereld/noun	werk/verb	werknemer/noun	wijk/noun	wil/verb	wild/adj	wilg/noun	wit/adj	wit/noun	wollig/adj	woon/verb	word/adj	word/verb	zaal/noun	zal/verb	zand/noun	zangeres/noun	ze/pron	zee/noun	zeer/adv	zeil/noun	zelden/adj	zelf/adv	zelfs/adv	zes/num	zeven/num	zie/verb	zij/pron	zijn/det	zit/verb	zit_DIM/noun	zo'n/det	zo/adv	zoals/comp	zondag/noun	zoveel/det	zowel/adv	zwart/adj	één/adv	één/pron
100/num	0.0	0.69002074	0.8973185	0.95161355	0.8994899	0.89779955	0.9194347	0.9230454	0.97504157	0.91084945	0.9640028	0.91584253	0.83023846	0.89786404	0.9775513	0.9338968	0.89869225	0.8650113	0.8910245	0.9650382	0.8914733	0.9519834	0.8243954	0.968919	0.9408557	0.8980322	0.8961653	0.9030371	0.8777585	0.90279096	0.85822785	0.9020888	0.8709107	0.8447989	0.8968637	0.84670097	0.9258581	0.7026504	0.8615643	0.92071754	0.8188732	0.8904334	0.87284935	0.9073756	0.7658913	0.89801496	0.9461022	0.78809255	0.7438563	0.88135934	0.7429198	0.8687769	0.97251153	0.90645355	0.9379533	0.9809128	0.87938225	0.979342	0.96663785	0.7448056	0.9031629	0.87660706	0.9610789	0.9145636	0.9502784	0.96955377	0.88476145	0.94918066	0.899912	0.82312566	0.760151	0.8742115	0.73970675	0.719972	0.76603025	0.81500477	0.98023933	0.8140721	0.89705527	0.90938973	0.77542794	0.75910276	0.94454956	0.779716	0.86687267	0.87255895	0.87990785	0.84430254	0.9327654	0.78379667	0.7617028	0.8766924	0.7334157	0.9334016	0.7115847	0.8836116	0.803702	0.89602244	0.8778301	0.90995955	0.80656826	0.833241	0.71653944	0.9264656	0.90613604	0.74662864	0.9475527	0.90847474	0.9125579	0.9372657	0.8999471	0.9573459	0.849055	0.9448115	0.88811815	0.89900994	0.6822208	0.94230884	0.8725591	0.8440544	0.93297553	0.8692514	0.9591869	0.8667926	0.86257416	0.8695464	0.7759022	0.86843824	0.9528957	0.9786223	0.94044816	0.8468356	0.9446267	0.8601485	0.83211595	0.8151514	0.8398562	0.82184494	0.5787537	0.79528403	0.92312956	0.97692484	0.93627334	0.9298194	0.70929664	0.83533895	0.95388865	0.88662314	0.7907232	0.9261271	0.9150766	0.6606773	0.9045572	0.83019197	0.9066746	0.69715416	0.98270905	0.83020395	0.9365651	0.90766466	0.9774684	0.81527424	0.8980438	0.8506063	0.7124621	0.9237298	0.80978334	0.98361784	0.9028734	0.91745347	0.8177445	0.8682698	0.896124	0.84519815	0.8708296	0.929821	0.7274939	0.9580256	0.891582	0.8123395	0.9277789	0.842245	0.8577898	0.89254904	0.9419301	0.89168733	0.9587609	0.7119776	0.9377708	0.8336396	0.9236975	0.91430855	0.815418	0.8549066	0.9072482	0.6766148	0.8824763	0.8162734	0.82285243	0.80726963	0.7780998	0.73841393	0.8111291	0.8481781	0.8272973	0.9260499	0.8910512	0.88175833	0.7904443	0.7709302	0.8818363	0.8825924	0.8538373	0.8316256	0.88990086	0.82240367	0.8900549	0.8994842	0.9180052	0.8851832	0.83301866	0.8558591	0.89204884	0.9046992	0.85814464	0.9305644	0.8581769	0.9384763	0.9433567	0.869891	0.8923125	0.92721117	0.8402786	0.8890897	0.86687213	0.91425365	0.95648706	0.8116676	0.98914343	0.9634187	0.9103878	0.86868507	0.90352285	0.9493047	0.8100782	0.8115578	0.85897005	0.867485	0.9436307	0.763762	0.9118567	0.8424053	0.8553762	0.8938494	0.8935621	0.8938305	0.8481532	0.8756289	0.77673066	0.8252415	0.8625988	0.91568184	0.8167507	0.96913975	0.94208235	0.9086612	0.8502124	0.93691057	0.8922671	0.76510966	0.83640516	0.7484157	0.8380185	0.9112055	0.9493921	0.9124861	0.90461195	0.7876563	0.87400615	0.8574224	0.9489718	0.73165727	0.9735662	0.7990872	0.8354949	0.8287132	0.8775173	0.86389506	0.91013396	0.87348235	0.9109019	0.8650125	0.9063674	0.92243916	0.8204359	0.9312706	0.9489418	0.8749515	0.93236774	0.9008585	0.880516	0.8377522	0.86422586	0.9538308	0.96182376	0.8141688	0.7900736	0.8738827	0.9370111	0.8439012	0.917906	0.9577678	0.6949433	0.9080713	0.94981664	0.8832325	0.69244885	0.86723614	0.73171496	0.95503956	0.9082799	0.8813603	0.8560646	0.88843864	0.9641731	0.93267846	0.97800004	0.8918157	0.8992244	0.85637087	0.82469684	0.7870314	0.88356274	0.95821065	0.97817117	0.8314723	0.8485678	0.8486023	0.94948125	0.9610168	0.8422929	0.8776208	0.9344776	0.86066234	0.91814846	0.9063632	0.7011778	0.84626764	0.8036154	0.8362895	0.78795326	0.8596237	0.8039896	0.9527141	0.847079	0.949033	0.96024203	0.87487996	0.9084784	0.9122236	0.86045754	0.824846	0.8439877	0.82297933	0.8212564	0.8748772	0.7350383	0.8643464	0.8862514	0.906893	0.87241507	0.9516597	0.8523844	0.96700156	0.84317744	0.7735386	0.88017726	0.8008985	0.92552674	0.5041796	0.94848394	0.88427895	0.801584	0.7217297	0.82701576	0.96452063	0.9405037	0.8635465	0.979393	0.86382675	0.9095722	0.8220306	0.92581236	0.9107186	0.88454396	0.7991029	0.81928337	0.9458384	0.89005	0.9782549	0.9808179	0.83067465	0.8281385	0.7466108	0.8012159	0.7803726	0.88192374	0.8774785	0.7369521	0.83944845	0.87929255	0.9759309	0.75241405	0.8338836	0.8089544	0.9024457	0.902997	0.9716138	0.9047407	0.9194588	0.78038096	0.8861675	0.7995462	0.910727	0.9191502	0.77395344	0.9648089	0.9484805	0.7472842	0.8332617	0.87529546	0.9557812	0.7857556	0.8183347	0.8015153	0.8445061	0.88895404	0.904538	0.9124938	0.8955224	0.8304768	0.8850506	0.97107327	0.8458846	0.8070864	0.8912269	0.90334296	0.81518424	0.9780476	0.9050701	0.9121064	0.88806546	0.9170888	0.9429406	0.9067179	0.92104	0.80913204	0.91677886	0.9015757	0.84391314	0.89187294	0.82954884	0.95036376	0.85392237	0.94545704	0.9424215	0.91860294	0.8787891	0.93662906	0.82121104	0.9250258	0.92390126	0.8758889	0.884241	0.88939315	0.9512229	0.78610307	0.8608973	0.8280432	0.86925757	0.88311195	0.8928652	0.7053963	0.94397926	0.8569065	0.82798815	0.8217105	0.8359473	0.9630293	0.90441626	0.93781453	0.8503413	0.8230822	0.79413974	0.83457595	0.82427275	0.602001	0.90010375	0.7384149	0.9988852	0.8035552	0.8059341	0.9351577	0.86071604	0.8600358	0.8522155	0.85812354	0.86938274	0.82957643	0.8483583	0.81387806	0.7107321	0.88779676	0.95140964	0.8583118	0.8139875	0.9138212	0.92282486	0.8146391	0.9306196	0.83146983	0.78765035	0.55893016	0.4746375	0.87981075	0.7728911	0.96955	0.86692685	0.9105475	0.8381113	0.8809064	0.75538546	0.8296154	0.9621653	0.9640686	0.97250015	0.7787152	0.8310041	0.9242113	0.86475265	0.7097428	0.8634491	0.88262916	0.76997685	0.9251424	0.8984369	0.9374054	0.9246578	0.8375217	0.92051184	0.9287013	0.81100744	0.88044417	0.9680474	0.6619407	0.7686397	0.90497386	0.8450859	0.66480607	0.8763115	0.94733256	0.77266264	0.78748083	0.76101315	0.88805014	0.80577683	0.95510775	0.8686772	0.9043214	0.8913105	0.8768976	0.9491295	0.8492175	0.90502524	0.90000355	0.8892589	0.8365547	0.90078247	0.8897371	0.85755366	0.9636775	0.75796676	0.8624975	0.973673	0.9320299	0.9476585	0.832483	0.86700386	0.8767018	0.7768487	0.9620584	0.87944424	0.84111005	0.9516675	0.794036	0.88832366	0.86089045	0.81938756	0.5226927	0.5738648	0.87158525	0.92224586	0.82220113	0.8616836	0.87872356	0.6096926	0.95838094	0.84598994	0.861259	0.8078675	0.7532911	0.78290147	0.8324163	0.874236
3/num	0.69002074	0.0	0.9611698	0.92905253	0.77434605	0.96600896	0.8630887	0.8812936	0.9469695	0.98181105	0.9256859	0.93074405	0.9953485	0.9854504	0.9585467	0.94291854	0.9392185	0.963327	0.9176342	0.9804468	0.8873913	0.9608974	0.91453964	0.9771683	0.9919443	0.892058	0.9672607	0.953747	0.86961865	0.9543435	0.8521548	0.9367409	0.9265055	0.8827758	0.9217248	0.9539763	0.9475931	0.9208979	0.93436736	0.9132247	0.88110924	0.8526091	0.94138104	0.94062024	0.772044	0.90993416	0.7839515	0.7621477	0.9096794	0.9235735	0.8252459	0.9320544	0.9500346	0.9910426	0.9677162	0.99671406	0.99329376	0.8522401	0.9874945	0.967674	0.8997443	0.9747497	0.9967234	0.9502745	0.99976903	0.9763	0.93645036	0.9864164	0.89913225	0.9578592	0.89730525	0.8883478	0.8789737	0.81749576	0.8508049	0.8952761	0.9767936	0.87266326	0.90542614	0.9226621	0.86420995	0.9487482	0.8909072	0.6987078	0.8837983	0.92804676	0.8341558	0.9792347	0.92983013	0.89954525	0.7568814	0.7778019	0.77224714	0.94660914	0.76223046	0.8462105	0.8984629	0.9396851	0.97174037	0.8174027	0.826585	0.88045114	0.9002048	0.9962068	0.9835016	0.76165545	0.9454794	0.9666842	0.9584452	0.9843105	0.9187303	0.9330109	0.8388089	0.88138115	0.95648396	0.8715321	0.8900082	0.9846099	0.91679454	0.8823927	0.9120463	0.96058726	0.9838363	0.9201114	0.9444742	0.8943233	0.891442	0.9768276	0.9322724	0.97358733	0.97003293	0.9704408	0.8889519	0.93876743	0.9111527	0.9325715	0.9170438	0.8868466	0.6587529	0.91399515	0.98297876	0.8832256	0.98807585	0.8925346	0.77757114	0.89464295	0.9651617	0.8557204	0.7677636	0.9097219	0.877375	0.7992097	0.9426586	0.7986819	0.86648995	0.8303632	0.99761915	0.96322477	0.94810474	0.9956867	0.9179576	0.9748486	0.78268576	0.91440934	0.89469147	0.9694263	0.85986185	0.994089	0.93751234	0.98160744	0.9060681	0.84936756	0.8944191	0.9147984	0.8547525	0.95614904	0.8128482	0.9978196	0.8261293	0.8978956	0.998106	0.9236396	0.93416667	0.95145226	0.8890394	0.97842664	0.9561862	0.9148897	0.9270453	0.9066595	0.98965186	0.94420755	0.78142625	0.9673818	0.952342	0.78817904	0.95878416	0.85919785	0.68585134	0.83405066	0.8697496	0.8035826	0.8036105	0.8709286	0.876253	0.88000154	0.9517728	0.89548725	0.80469215	0.785166	0.9454394	0.88203484	0.8552362	0.86417985	0.83443063	0.8317751	0.9584829	0.89806044	0.8905263	0.93478376	0.94412184	0.91541386	0.9733671	0.97735405	0.9420674	0.9526635	0.948229	0.9449976	0.9862348	0.9608057	0.9163752	0.92230034	0.836078	0.9123993	0.91061574	0.9024675	0.96046656	0.8952897	0.9719231	0.9677307	0.9549451	0.8857857	0.81788164	0.89413625	0.97142273	0.8944621	0.8624551	0.8771944	0.91152567	0.97399837	0.9068042	0.864076	0.8773294	0.94042426	0.9359877	0.96900284	0.9361005	0.8372905	0.92736673	0.924162	0.8825639	0.9549683	0.95870316	0.9852459	0.9839531	0.99395955	0.91835135	0.9582747	0.92611367	0.7701557	0.9298033	0.7184192	0.8680762	0.8788424	0.91848606	0.91605365	0.9759136	0.7325754	0.795267	0.9313071	0.9566566	0.8241422	0.91658396	0.9258033	0.96467245	0.81012505	0.8670894	0.8758591	0.8728192	0.90065986	0.8911172	0.85643005	0.90649796	0.82362497	0.8690797	0.92428946	0.9684912	0.9390836	0.8671139	0.9792072	0.9647958	0.8848494	0.9363481	0.9319102	0.9344868	0.916408	0.95807713	0.89678603	0.8617016	0.9590297	0.99762374	0.87366056	0.8837302	0.9614614	0.9557886	0.9851403	0.7923	0.9497054	0.8918836	0.9872054	0.98454154	0.97472745	0.98680574	0.8820557	0.9761416	0.98974496	0.99679834	0.9629426	0.8535373	0.8722193	0.93262964	0.87285846	0.9026482	0.94651216	0.9596392	0.9273523	0.820036	0.8791491	0.97657514	0.9772106	0.9481608	0.8813679	0.9540876	0.8996251	0.94315314	0.91942394	0.75515425	0.95821553	0.93994075	0.89045346	0.82136166	0.9602119	0.8386434	0.96693885	0.8712956	0.94195807	0.9771298	0.99300236	0.9112302	0.97004724	0.9229831	0.94085723	0.860936	0.9739315	0.80283505	0.9630914	0.957225	0.89071465	0.8931762	0.952327	0.9370683	0.9290968	0.92527175	0.9632423	0.94910336	0.84602654	0.92633224	0.75733364	0.9646666	0.66685015	0.9442804	0.9965063	0.8849359	0.804599	0.84363186	0.91761047	0.8815069	0.969691	0.9272422	0.93128717	0.87811524	0.90116835	0.9843707	0.97924775	0.79851866	0.95625407	0.82630885	0.8295377	0.9913634	0.9976803	0.9643206	0.9596201	0.9030884	0.9562118	0.934771	0.9384571	0.9423992	0.9648045	0.7754347	0.87563217	0.95806545	0.9840209	0.8969739	0.8892266	0.7596556	0.8904364	0.8778009	0.93254495	0.81234896	0.9659855	0.81567955	0.9333089	0.9638346	0.87007385	0.9123775	0.98603755	0.8393378	0.98423	0.8597845	0.93673337	0.9040596	0.957941	0.91043633	0.8513	0.94464415	0.81703204	0.9372174	0.86097074	0.86987144	0.8817627	0.8956345	0.923341	0.938497	0.8797421	0.86197644	0.83385956	0.9770056	0.9279095	0.9916908	0.95440453	0.9268059	0.97711116	0.91886604	0.850464	0.9224125	0.9557833	0.9626384	0.9471333	0.9378772	0.88997483	0.91267127	0.96187896	0.9627839	0.8989481	0.9724358	0.9723214	0.9368412	0.93820435	0.8295646	0.96154314	0.9596559	0.9079539	0.90176076	0.8865776	0.9367788	0.9300994	0.707061	0.9153053	0.906448	0.9612224	0.9663493	0.95036066	0.7449585	0.9836716	0.94801134	0.73841465	0.8612407	0.95258975	0.9775869	0.8430952	0.9878786	0.8510125	0.7999979	0.8775829	0.91599864	0.917511	0.6402631	0.92036825	0.9110195	1.0	0.8314768	0.91402215	0.88167846	0.9988174	0.94547176	0.9365045	0.9022721	0.90709305	0.8217943	0.9507515	0.92321026	0.883081	0.77982754	0.95526725	0.92785853	0.9482324	0.89630187	0.9740006	0.90687144	0.97725254	0.9381893	0.83227986	0.62008953	0.80994743	0.9862189	0.752611	0.9884079	0.88596237	0.9540732	0.8436467	0.9334975	0.91706836	0.8186588	0.98483944	0.9445511	0.96983266	0.858312	0.94955677	0.92050606	0.93417114	0.8523917	0.913673	0.9366204	0.899961	0.9422231	0.9446177	0.89753664	0.89413697	0.8872546	0.9001344	0.8297374	0.9123484	0.8828428	0.9694538	0.8732161	0.91442597	0.98442346	0.94336444	0.8124757	0.9079113	0.9463508	0.8722481	0.9012075	0.7271067	0.92904115	0.8598681	0.9167326	0.9063404	0.9232881	0.9505672	0.9755232	0.9816954	0.95551145	0.9550082	0.9793698	0.97960836	0.9794724	0.9859592	0.9512506	0.8401475	0.9641872	0.80844647	0.8678143	0.9333401	0.93950963	0.92601943	0.930608	0.958714	0.97846735	0.7769194	0.98088604	0.8397808	0.8766657	0.9926891	0.8778374	0.8980432	0.8498027	0.8452192	0.701617	0.66315395	0.91870624	0.96025425	0.9408578	0.77943516	0.9679011	0.78211	0.9639864	0.8972621	0.7672787	0.85681593	0.8815058	0.83239204	0.8976815	0.97332585
