	doceer/verb	globaal/adj	ongetwijfeld/adv	rand/noun	angst/noun	doorsta/verb	bijzonder/adj	word/verb	bekom/verb	acht/verb	bevrijd/verb	pijnlijk/adj	morgen/adv	bewind/noun	hoe/adj	vis/noun	groei_cijfer/noun	veiligheid_situatie/noun	klus/noun	nog/adv	noodzakelijk/adj	regering/noun	6/noun	blijk/verb	Portugees/noun	uur_DIM/noun	ziel/noun	strijd/noun	bestrijding/noun	baken_af/verb	weg/noun	grond_oorlog/noun	voorspel/verb	sjeik/noun	claim/noun	onverwacht/adj	verdedig/adj	oplossing/noun	controle/noun	behoorlijk/adj	reconstrueer/verb	gekneld/adj	veilig/adj	katholiek/noun	jaarlijks/adj	collega/noun	cover/noun	koor/noun	rit/noun	schets/verb	kom_terecht/verb	koel/adj	kunstenaar/noun	demonstreer/verb	raak_af/verb	aandacht/noun	ervaar/verb	knok/verb	lijk/verb	op/adj	operatie/noun	perfect/adj	leer/verb	net/adv	recupereer/verb	bereid/adj	samenwerking/noun	zee/noun	laat_toe/verb	trek_aan/verb	post/noun	clandestien/adj	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	gevaarlijk/adj	macht/noun	zorg/verb	hek/noun	houd_over/verb	beloof/verb	doelman/noun	lastig/adj	onderdeel/noun	bevind/verb	Koerdisch/adj	juist/adj	echter/adv	cent/noun	slap/adj	dans/noun	parkoers/noun	definitie/noun	aandenken/noun	bedreig/verb	opgenomen/adj	impasse/noun	personage/noun	deelnemer/noun	breng_op/verb	goeroe/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	krachtig/adj	vind/verb	plant/verb	zowat/adv	beleef/verb	tocht/noun	begin/verb	manoeuvreer/verb	meest/adj	moment/noun	kwestie/noun	paar/noun	wereldkampioen/noun	tijd/noun	sport/noun	zaak/noun	haal_in/verb	actie/noun	breng/verb	noordelijk/adj	lever_op/verb	genoeg/adv	psychiater/noun	uitslag/noun	boekdeel/noun	positie/noun	prognose/noun	politiek/adj	opdracht/noun	vrijwel/adv	sprint/noun	het/noun	klimaat/noun	uiterst/adj	bel/noun	essentieel/adj	red/verb	onderneem/verb	publicitair/adj	kan/verb	vreemde/noun	tegenstander/noun	lengte/noun	veelal/adv	tafereel/noun	vang/verb	automobilist/noun	man/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	begrip/noun	eenvoudig/adj	vrouw/noun	blij/adj	avontuur/noun	dreig/verb	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	over/adj	onzeker/adj	binnenlands/adj	plotseling/adj	zomer_seizoen/noun	verkeer/verb	ga_op/verb	kritiek/noun	duur/verb	vracht_wagen/noun	gezondheidszorg/noun	verhaal/noun	toch/adv	dus/adv	vaartuig/noun	zo/adj	Beverse/adj	ben/verb	opblaasbare/adj	wagen/noun	Mechelse/adj	dat/noun	Congolees/adj	opnieuw/adv	heel/adj	bestaan/noun	soms/adv	Nijlense/adj	Kosovaar/noun	recent/adj	kom/adj	stand_DIM/noun	trek/verb	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	buurland/noun	knijp_dicht/verb	park/noun	auteur/noun	omstandigheid/noun	optie/noun	gewraakt/adj	maak/verb	dergelijk/adj	ramp/noun	werk_samen/verb	poging/noun	Leuvense/adj	breng_over/verb	besluit/noun	even/adv	gemeente_kas/noun	EK/noun	te/adj	riskeer/verb	onfortuinlijk/adj	overleef/verb	bereik/verb	denk_terug/verb	talloos/adj	krakkemikkige/adj	enig/adj	stap/verb	steeds/adv	gepaard/adj	zie_uit/verb	situatie/noun	volk_raadpleging/noun	pijn/noun	tref_aan/verb	gebied/noun	stunt_werk/noun	muzikaal/adj	linker/adj	leid/verb	wrak/noun	aansprakelijk/adj	meen/verb	blijf/verb	overhaast/adj	natuurlijk/adj	heel/adv	ambulanciers/noun	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	keer/noun	voorbij/adj	landelijk/adj	koers/noun	praat/verb	enquête/noun	raak/verb	toer/noun	temeer/adv	insider/noun	exercitie/noun	luchtvaart/noun	capriool/noun	spreek/verb	ouverture/noun	kussen/noun	reis/noun	leven/noun	onhoudbaar/adj	kant/noun	oversteek/noun	uiteindelijk/adj	schipper/noun	slachtoffer/noun	vaak/adj	vertoon/verb	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	ruimte/noun	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	Willebroekse/adj	iets/adv	stem_gedrag/noun	onderneming/noun	wild_vreemd/adj	onderwerp/noun	zeker/adv	recensie/noun	voer_op/verb	chauffeur/noun	bedrijf/noun	afkomst/noun	president/noun	doel/noun
doceer/verb	0.0	0.853237	0.86417127	0.907971	0.89559793	0.8225668	0.86460006	0.88473845	0.8800324	0.8597691	0.8689711	0.9063507	0.86983395	0.8473592	0.8865144	0.9255998	0.884915	0.91280544	0.90113646	0.90483373	0.8830775	0.8795156	0.9014988	0.8942837	0.82400465	0.88900614	0.8434582	0.89049536	0.89055324	0.8829663	0.9263687	0.92731386	0.83197725	0.87680835	0.8858696	0.89630234	0.8722025	0.9165504	0.9256636	0.88119113	0.82598525	0.9414862	0.9248018	0.7979841	0.8800936	0.7478761	0.85045725	0.81023026	0.9243401	0.7415344	0.8855819	0.89666957	0.7406864	0.79252654	0.8917674	0.85678214	0.8326267	0.9154748	0.8902902	0.9246941	0.9016527	0.8595402	0.7350054	0.8814876	0.88300806	0.9048822	0.8436628	0.9154087	0.85837924	0.86665916	0.86857224	0.85093355	0.8779052	0.85538316	0.90892625	0.8551839	0.86992747	0.90741634	0.8724078	0.90178245	0.92650616	0.8896047	0.87094784	0.84256005	0.87450117	0.8451676	0.88859653	0.86750376	0.8817881	0.88958657	0.91626054	0.883309	0.7542535	0.9032917	0.7985539	0.8936746	0.87348014	0.79824007	0.8730395	0.84438497	0.87038416	0.9074922	0.7529944	0.8460718	0.8522756	0.8917613	0.87937963	0.9117041	0.9243966	0.8432927	0.87359154	0.8737991	0.8745889	0.8717288	0.8407742	0.8933573	0.86118734	0.8709041	0.8441608	0.9305193	0.8400725	0.9196018	0.8360466	0.9192138	0.8144729	0.90571123	0.8577419	0.9251431	0.8894566	0.8856553	0.91197246	0.9096599	0.77662575	0.92293173	0.85154134	0.888483	0.88828784	0.8002888	0.8506962	0.83980215	0.88577735	0.92915964	0.86572284	0.8787058	0.88441944	0.82664174	0.9070758	0.87381065	0.88111734	0.88659716	0.87496895	0.8916377	0.9148881	0.77978265	0.8466176	0.88180137	0.9081272	0.89890325	0.8859172	0.7765646	0.846006	0.92907244	0.8249991	0.8896328	0.87369084	0.9244218	0.8336891	0.8990271	0.89247525	0.8767567	0.8554127	0.88931143	0.8269369	0.8603126	0.8844925	0.8816158	0.863137	0.9147563	0.88021433	0.8858853	0.85285234	0.9113637	0.92314297	0.85331106	0.83957225	0.9111876	0.8976209	0.8888038	0.9127004	0.87430763	0.87186134	0.94006675	0.9450583	0.87738776	0.90114504	0.84780896	0.90155953	0.8763352	0.8671198	0.85592353	0.92542666	0.8791317	0.837157	0.90710133	0.86129916	0.88321215	0.8659223	0.90074545	0.82714736	0.91810006	0.90308446	0.9005685	0.8854759	0.8012495	0.8780088	0.89223355	0.9008715	0.6708199	0.92811596	0.9149532	0.8616871	0.90258735	0.8811025	0.9043968	0.77069175	0.8929792	0.7454877	0.89129215	0.9006384	0.882901	0.93323356	0.90626824	0.8598995	0.88286155	0.83926016	0.88259023	0.9236907	0.8487214	0.790898	0.9027109	0.890257	0.9006801	0.86401576	0.8941161	0.9361065	0.9037044	0.89814734	0.9218954	0.8978661	0.8765343	0.8960388	0.8183827	0.90453947	0.87366587	0.8978841	0.89910716	0.72560585	0.9046942	0.8977048	0.8879327	0.88036627	0.9080999	0.89076567	0.9016409	0.8786994	0.85440695	0.9220792	0.9111443	0.8821238	0.92266726	0.7836923	0.8738912	0.9238738	0.85785633	0.8290877	0.84611166	0.9041912	0.8315894	0.8797831	0.75660706	0.86424714	0.897639	0.86129165	0.8548831	0.85369647	0.91459185	0.87504756	0.9263488	0.8331072	0.9158162	0.8366067	0.84518486	0.8497956	0.8326539	0.8895656	0.8725625	0.8634763	0.88084245	0.8902509	0.8594126	0.9044922	0.84433794	0.8589827	0.8679895	0.82692516	0.847823	0.9072149	0.8664744	0.8898042	0.873975	0.9162367	0.80537033	0.9100807	0.8089713	0.8399348	0.9092188	0.87053454	0.7921351	0.8453559	0.9217624
globaal/adj	0.853237	0.0	0.80954397	0.8895254	0.83727825	0.81714016	0.7711861	0.76706356	0.79740745	0.83236897	0.91084266	0.84134966	0.87291914	0.874281	0.8163605	0.90181035	0.7230662	0.83001417	0.86528546	0.8398686	0.63444805	0.75524664	0.9456122	0.78640664	0.8661456	0.91162556	0.88886356	0.85289025	0.7063062	0.77459174	0.9040087	0.86192304	0.7765574	0.9000708	0.78836244	0.8133724	0.82904416	0.752481	0.78973794	0.7163689	0.8246796	0.94380593	0.8274234	0.8371694	0.7126664	0.8927798	0.8934294	0.87739706	0.9284997	0.7764324	0.86817825	0.8396346	0.85598993	0.87039787	0.91043013	0.8001961	0.8094149	0.9146685	0.80504364	0.8987018	0.78052557	0.7424755	0.8898203	0.9325233	0.8375294	0.79701436	0.71084857	0.8861431	0.7760934	0.87153584	0.815927	0.82929826	0.84084046	0.8084985	0.9139167	0.8750998	0.8653083	0.8244746	0.8501663	0.7858559	0.917673	0.84038854	0.78968376	0.92254585	0.83450586	0.74323237	0.86067975	0.8521172	0.70762813	0.72880185	0.8124709	0.80634207	0.85819125	0.8367914	0.7106633	0.9037626	0.872257	0.80126953	0.78616524	0.82561445	0.8601719	0.8214743	0.85360885	0.892936	0.90944916	0.8598405	0.8946101	0.8294846	0.88823944	0.80055225	0.7448559	0.8657558	0.83523524	0.7622825	0.89856553	0.88803434	0.90339965	0.8504614	0.82158643	0.91091263	0.77277017	0.90500915	0.9314092	0.875101	0.83370596	0.8280135	0.89825267	0.8053887	0.85405487	0.8477533	0.72754145	0.8851485	0.8625746	0.8602634	0.83284235	0.8219291	0.72919095	0.6781783	0.8021806	0.7604534	0.9241214	0.88035667	0.7286649	0.78374887	0.9090915	0.6368115	0.92692864	0.8193604	0.8287604	0.7717263	0.88464946	0.87655956	0.8196609	0.7414515	0.85746586	0.86421865	0.851755	0.92453825	0.90216297	0.88281345	0.7465853	0.74379766	0.75563395	0.76232314	0.91642964	0.91427654	0.8957598	0.8309346	0.8568332	0.83291066	0.84498954	0.77293205	0.8583576	0.86697245	0.83437246	0.6628386	0.8467193	0.82086164	0.8446491	0.8716535	0.8419376	0.88275653	0.903065	0.66514194	0.8627249	0.83929324	0.7606655	0.82922876	0.8812643	0.8438	0.78811395	0.8937666	0.920508	0.85504186	0.79549974	0.84582365	0.81223	0.7786278	0.854069	0.8209088	0.8803713	0.8728514	0.7604899	0.77530265	0.8729123	0.88163763	0.8192023	0.82282716	0.65509623	0.8196656	0.7321391	0.7451082	0.6402319	0.9087125	0.82118475	0.88652635	0.85216403	0.8678583	0.80273175	0.79097164	0.77554476	0.86218214	0.59389895	0.85963863	0.81750166	0.85632443	0.84735006	0.92275834	0.8102028	0.8803236	0.7786706	0.9076967	0.90900064	0.8896275	0.8750079	0.8572967	0.7841438	0.92834324	0.7973938	0.874344	0.82211524	0.9057369	0.76677	0.73408777	0.8774321	0.7819959	0.7878033	0.8972522	0.8940659	0.78185046	0.892847	0.77696514	0.90148723	0.7495252	0.8828598	0.84969604	0.86192286	0.7916082	0.8054028	0.8269247	0.8343709	0.8990192	0.753203	0.9032713	0.87160754	0.65070736	0.91871154	0.835866	0.7020717	0.78956896	0.87863535	0.7885573	0.92057836	0.87149525	0.75069964	0.7816348	0.8580936	0.71281433	0.9076358	0.87660956	0.87873673	0.87924683	0.8857886	0.8697125	0.7774305	0.90925556	0.89456075	0.7805401	0.876593	0.8952657	0.79881334	0.80693144	0.8452084	0.91791046	0.8092824	0.861754	0.7528944	0.81614465	0.7978953	0.7819891	0.7741579	0.84089935	0.90544087	0.7972243	0.68646103	0.6571274	0.87242615	0.7986584	0.8042007	0.6876123	0.9028416	0.78859097	0.8146689	0.8539874	0.827829	0.8868169	0.7061762	0.8866528	0.9225642	0.85058147
ongetwijfeld/adv	0.86417127	0.80954397	0.0	0.92707807	0.7799741	0.762394	0.62853575	0.83589166	0.843662	0.8498994	0.89756644	0.7295282	0.8132993	0.8769196	0.7469332	0.8607707	0.8276586	0.8908082	0.8095981	0.7503368	0.82359284	0.8873118	0.9481462	0.805629	0.8138615	0.84937763	0.8439873	0.83856666	0.8939259	0.87037444	0.88939315	0.86232334	0.79824895	0.8608869	0.86201507	0.6920678	0.7644934	0.86374843	0.898846	0.69924897	0.7902298	0.92724925	0.89185476	0.8239052	0.8757105	0.8478946	0.7866392	0.83578736	0.9069963	0.7719998	0.90636384	0.8211765	0.81969756	0.8298772	0.8958979	0.826544	0.7295439	0.81252337	0.7294527	0.88307035	0.83591515	0.8246849	0.8445088	0.8500395	0.81731814	0.8582362	0.8401367	0.8822582	0.88756806	0.8253724	0.8756229	0.863548	0.6461711	0.75784624	0.81535316	0.8087945	0.82563114	0.8545215	0.8742111	0.760761	0.89935774	0.77487665	0.7777547	0.8516339	0.7933911	0.8579915	0.8948539	0.90078783	0.771029	0.7179971	0.9266871	0.8070325	0.80161	0.7986396	0.7941131	0.8421406	0.90616643	0.82422733	0.8558742	0.6931454	0.85649985	0.8736007	0.8231585	0.8236012	0.79682827	0.74953717	0.7526618	0.79170316	0.9268004	0.79477936	0.76496863	0.7721409	0.8601385	0.83889997	0.677816	0.8157371	0.8459463	0.8165488	0.70471895	0.7702284	0.80396646	0.83875114	0.8818791	0.8464559	0.7889896	0.8461318	0.8278978	0.8288216	0.8272364	0.90858924	0.72787356	0.73474807	0.86296517	0.8428925	0.7877284	0.83332217	0.8446193	0.7589067	0.84534854	0.84024197	0.86209	0.8009824	0.79629767	0.7527982	0.857739	0.7871232	0.88947356	0.87542677	0.77722776	0.7442581	0.8591685	0.77859867	0.89199275	0.7622646	0.7213852	0.8593532	0.8369911	0.88552195	0.91054875	0.773638	0.8542566	0.86719733	0.7840264	0.8238184	0.88051677	0.8215902	0.7464886	0.8541104	0.8333389	0.8459519	0.81669956	0.866976	0.72380173	0.8188145	0.8103985	0.826966	0.7573569	0.8074738	0.89363843	0.8969592	0.805281	0.9131538	0.93411916	0.8949109	0.7074194	0.651384	0.7095772	0.886057	0.7949135	0.810466	0.6822863	0.87297344	0.9395238	0.8655554	0.78686076	0.8746612	0.76930684	0.7649942	0.8297294	0.660064	0.9161761	0.88606644	0.76926744	0.8241956	0.8139073	0.82919276	0.9059717	0.88462305	0.7662133	0.87159085	0.8308648	0.85937667	0.82219476	0.9235728	0.8852225	0.87681353	0.8813331	0.7828111	0.8249089	0.8557429	0.8356172	0.8003363	0.7420434	0.837247	0.8982177	0.8477652	0.90743494	0.9392888	0.8320094	0.7738869	0.86243343	0.8795692	0.8995782	0.87376547	0.81921095	0.8606455	0.86176944	0.7579864	0.72982013	0.87134683	0.787344	0.9278601	0.7274442	0.75870675	0.8092049	0.83268714	0.8408108	0.8134248	0.9150266	0.8719633	0.8279368	0.6533071	0.88141716	0.8069017	0.88772327	0.9039023	0.83719283	0.79873925	0.83556277	0.6286571	0.64872825	0.91826904	0.89861596	0.7855034	0.89824635	0.8569312	0.8758016	0.7902599	0.8783905	0.868339	0.8418581	0.8741064	0.89028054	0.85068697	0.71151966	0.76721764	0.81909883	0.8122605	0.8268552	0.8229669	0.8287872	0.8356291	0.81215334	0.78747094	0.8460152	0.8720511	0.88731503	0.7883494	0.8499467	0.88914025	0.7263523	0.82538867	0.810515	0.8017251	0.8303751	0.8513575	0.8410077	0.7367849	0.71847904	0.7288612	0.86705565	0.91982985	0.8303167	0.80518025	0.7021853	0.8195132	0.8922124	0.78063405	0.8104716	0.85393435	0.8725339	0.7277161	0.7168217	0.7739928	0.8025388	0.9030424	0.88242865	0.87687904	0.90270936	0.8893224
rand/noun	0.907971	0.8895254	0.92707807	0.0	0.91260725	0.9280569	0.92891246	0.9048203	0.90945655	0.955021	0.8955873	0.91160345	0.90568197	0.9029917	0.93418205	0.82426363	0.9269276	0.8969624	0.93602693	0.94217485	0.94294167	0.9019804	0.93962616	0.96741337	0.91126776	0.8773117	0.8493925	0.92612684	0.9294022	0.7409529	0.76938355	0.9626983	0.93017477	0.92252773	0.9116856	0.9083179	0.93068504	0.95115006	0.91664296	0.9242374	0.867934	0.9071344	0.79790574	0.905238	0.88880605	0.92637235	0.9025208	0.9174059	0.93773496	0.9176371	0.7998053	0.7983569	0.90296227	0.86521125	0.9180262	0.9311889	0.90767115	0.9135647	0.91676754	0.9225133	0.93896985	0.9073053	0.9529929	0.9111228	0.9152017	0.9367029	0.91788	0.6856812	0.89611024	0.9353887	0.926837	0.886061	0.9290023	0.8957016	0.93090177	0.9733508	0.95095813	0.8646372	0.93671703	0.91640574	0.66048205	0.8861141	0.92653996	0.92058635	0.9354065	0.90039206	0.7104492	0.8908276	0.93434966	0.95095164	0.9413139	0.87009925	0.9111608	0.8402884	0.9187424	0.883655	0.87394166	0.89194953	0.8821199	0.905843	0.93504715	0.92105204	0.9368624	0.93298155	0.90336245	0.92453134	0.906451	0.9486306	0.88061357	0.8857124	0.8857626	0.9428382	0.7027655	0.83315265	0.892806	0.8096187	0.93589497	0.8217732	0.9133389	0.9287727	0.9360274	0.85683244	0.94548243	0.9377568	0.94448954	0.93975955	0.9191633	0.94727075	0.90982544	0.7073189	0.9113049	0.930213	0.9591536	0.96801436	0.8878902	0.91308755	0.94189286	0.9033442	0.95229375	0.8762239	0.9458175	0.97982526	0.87930644	0.9043304	0.8873811	0.93006384	0.87193626	0.94692343	0.9159962	0.9354017	0.92552716	0.91738	0.8435068	0.8412565	0.8422761	0.839321	0.84037775	0.88695705	0.8924897	0.92004263	0.93561006	0.94292355	0.9485763	0.92215574	0.9091936	0.97959906	0.90205085	0.8364794	0.95549417	0.7011454	0.8789385	0.86669725	0.9285142	0.8974417	0.9381479	0.929904	0.83345604	0.9016467	0.8648239	0.83903295	0.9340905	0.9649533	0.8262992	0.9295911	0.9406703	0.94818795	0.94498587	0.86905664	0.9280808	0.89417446	0.94186366	0.82943153	0.8371638	0.8765762	0.9403367	0.88866967	0.8646711	0.8240426	0.90403515	0.8741605	0.9357346	0.88174355	0.92012095	0.94494283	0.8709293	0.8126841	0.9461059	0.96313494	0.8993918	0.88803995	0.91306293	0.91394144	0.91740036	0.71841085	0.865209	0.9012695	0.63670266	0.9466237	0.9325066	0.94166875	0.9045849	0.95066005	0.9277305	0.9222619	0.91363513	0.9265861	0.8863833	0.89138854	0.96398985	0.8520108	0.89319503	0.9288124	0.8536938	0.89543	0.89377826	0.894724	0.89417076	0.9145247	0.8314614	0.88007194	0.9311516	0.8690366	0.8959383	0.91591436	0.89828706	0.91448724	0.924835	0.9210959	0.7953617	0.74869275	0.9251852	0.92266095	0.80554295	0.8835603	0.83055204	0.92530984	0.9754772	0.8999533	0.9171481	0.9510832	0.9230838	0.9031805	0.896445	0.8852259	0.81397986	0.8938261	0.94854665	0.92051184	0.86543554	0.90909445	0.9407175	0.9433334	0.90144545	0.89986837	0.9183133	0.9149077	0.95631206	0.89078856	0.89661825	0.9420057	0.9208829	0.7476311	0.8918607	0.92541516	0.89001447	0.7578843	0.8666327	0.9243624	0.88989615	0.9263696	0.90996885	0.88537335	0.91981363	0.91549766	0.94037205	0.85672927	0.9409363	0.88811773	0.9484031	0.898041	0.77645135	0.81720835	0.8148348	0.9256939	0.88432693	0.88821423	0.91369426	0.8768136	0.9341227	0.9162513	0.906301	0.93012494	0.94694346	0.93938947	0.9133157	0.88971204	0.90747297	0.92515343	0.9417143	0.9031892
angst/noun	0.89559793	0.83727825	0.7799741	0.91260725	0.0	0.79551053	0.880626	0.82929695	0.89262307	0.84713596	0.78345996	0.76135933	0.94527864	0.81116813	0.7814648	0.8617374	0.8490666	0.85798866	0.9322074	0.8509422	0.85602885	0.8773906	0.9810309	0.84953576	0.8433664	0.9043043	0.7423789	0.775262	0.77081317	0.89838016	0.89541614	0.83534545	0.8420429	0.8526826	0.8170018	0.7957696	0.88782823	0.87710965	0.841737	0.81837046	0.8537929	0.8997194	0.8752087	0.7801224	0.9272714	0.88914704	0.9248636	0.9341269	0.975469	0.84233207	0.8947478	0.86059475	0.90465283	0.8323666	0.8800897	0.83028764	0.62920845	0.9143083	0.78045666	0.9179658	0.87170184	0.86595523	0.8090608	0.9103137	0.91172594	0.8487221	0.8921312	0.8669863	0.86697376	0.8728099	0.9141456	0.8331794	0.7647923	0.796066	0.9280872	0.7701025	0.9013626	0.80547744	0.7490723	0.77434444	0.87981224	0.86374825	0.9025433	0.95208395	0.83218575	0.92326635	0.89573574	0.7983878	0.8294668	0.78028655	0.94713473	0.84191173	0.8720231	0.9374162	0.7384201	0.94160223	0.7505208	0.9056959	0.81352264	0.72297984	0.9600464	0.89363134	0.8451699	0.7425075	0.9075488	0.82458234	0.8799206	0.87648857	0.92887086	0.58744895	0.81504154	0.8733481	0.9107736	0.93063635	0.8434774	0.91439617	0.91171163	0.8541895	0.83324045	0.80721915	0.84817636	0.9348165	0.9551329	0.86517096	0.8376963	0.9058645	0.88281244	0.8295989	0.8805416	0.8896845	0.87571836	0.8692408	0.8673626	0.9235998	0.8598123	0.8347527	0.8632557	0.7401389	0.91595495	0.797104	0.9427934	0.87122524	0.7240556	0.85393846	0.88280904	0.82862973	0.88449347	0.8669877	0.86238146	0.80249834	0.8785591	0.81657034	0.9234878	0.7519558	0.80017835	0.83019376	0.81034553	0.81886446	0.7991192	0.8787641	0.86524403	0.85012054	0.6994146	0.87387747	0.78688127	0.8898491	0.81835014	0.76229477	0.9058856	0.8373142	0.8457729	0.7906393	0.8852083	0.83956444	0.8134115	0.81258154	0.68775827	0.9028452	0.8024279	0.89539593	0.79499197	0.9374282	0.90459645	0.8638631	0.8101975	0.79065144	0.797295	0.9054287	0.83264524	0.8973302	0.7930125	0.92238784	0.9011242	0.9158044	0.89031756	0.85305357	0.84932834	0.85677576	0.7805481	0.6619324	0.95276546	0.7926916	0.84725606	0.92052567	0.89033735	0.90412647	0.86753726	0.8759882	0.7919816	0.87601876	0.7856601	0.8646053	0.83270216	0.9110878	0.800397	0.82237995	0.9343879	0.90308565	0.8130903	0.91306853	0.8699887	0.850155	0.7972605	0.8015631	0.9192966	0.81971335	0.9430845	0.92088723	0.88250095	0.861775	0.9087825	0.96481013	0.96913046	0.84205186	0.87414217	0.7968017	0.9248245	0.82013977	0.78388095	0.9019586	0.87130916	0.914943	0.7138368	0.6750136	0.9049164	0.7764789	0.88199854	0.5802665	0.89137006	0.8273409	0.8948935	0.8473192	0.87931395	0.69339216	0.85244614	0.87027895	0.863111	0.8079717	0.836274	0.7589679	0.8018129	0.9092806	0.92688775	0.8241282	0.90442955	0.88140666	0.93037283	0.8707935	0.9341482	0.8953373	0.84363294	0.8991991	0.84214765	0.8901912	0.7517497	0.828163	0.89320666	0.803053	0.86679196	0.8353999	0.92187417	0.84835994	0.90520877	0.7357898	0.8439696	0.8903946	0.8997789	0.8509836	0.8831905	0.75532436	0.7043451	0.81534135	0.9310009	0.86103475	0.88517153	0.89072603	0.829918	0.8305688	0.8262736	0.7147372	0.8500502	0.95466703	0.85779274	0.73831725	0.79479706	0.8335904	0.94142616	0.82987905	0.80079484	0.87370384	0.86921465	0.8370083	0.8369754	0.8878464	0.86342907	0.8553213	0.89265716	0.8211493	0.8983164	0.87701786
doorsta/verb	0.8225668	0.81714016	0.762394	0.9280569	0.79551053	0.0	0.8116269	0.85369974	0.81995726	0.8468535	0.81519973	0.769552	0.83937985	0.8431721	0.83896756	0.87584543	0.8602637	0.8896504	0.82562727	0.8206464	0.8054102	0.87608767	0.93829596	0.7872641	0.8167654	0.8746049	0.8662305	0.8469502	0.8504675	0.86018455	0.89291084	0.8589265	0.7931823	0.8637733	0.860216	0.80337477	0.8311107	0.87594664	0.84802324	0.77282065	0.79062283	0.8787353	0.88243777	0.82923466	0.906315	0.8645753	0.8518743	0.88452905	0.89780724	0.811398	0.85477555	0.8122308	0.8578491	0.79733557	0.8758384	0.8630594	0.73151505	0.834458	0.7892814	0.8903306	0.8039926	0.8406627	0.8313288	0.8276902	0.832594	0.8766769	0.8596927	0.8436254	0.8022893	0.8713002	0.88126945	0.8384477	0.8167882	0.80912316	0.8618391	0.818106	0.8058149	0.8360798	0.863943	0.78671324	0.90449023	0.79509085	0.84610534	0.87541324	0.8106866	0.85256577	0.8565007	0.86551535	0.87102216	0.81238866	0.9248214	0.82927	0.90311635	0.82882273	0.80261916	0.8680882	0.8441038	0.8329784	0.8330698	0.8081	0.8789401	0.84553146	0.8342204	0.8616728	0.81640005	0.8364425	0.8475448	0.84082615	0.901134	0.7757077	0.8264671	0.8284367	0.8558793	0.8629075	0.7341117	0.84850466	0.79158986	0.82421255	0.8131628	0.8652007	0.8482869	0.86775875	0.87876624	0.8500819	0.8600312	0.8688371	0.7924614	0.88453424	0.8809949	0.83534575	0.7587005	0.84780025	0.85372853	0.8611228	0.81727535	0.86000955	0.8868729	0.8067147	0.8636731	0.815066	0.87998676	0.857929	0.80637187	0.8147063	0.879144	0.82908607	0.8405445	0.8154677	0.83105016	0.8090975	0.90163475	0.8239457	0.90140533	0.79983425	0.78658277	0.81611484	0.85559875	0.88123226	0.8681658	0.8530082	0.787065	0.90531045	0.80509317	0.83185744	0.8748492	0.8836895	0.78709483	0.80758435	0.83936065	0.88093525	0.841926	0.82063574	0.8341401	0.8365625	0.8490608	0.86006486	0.809109	0.8732486	0.80152595	0.8560527	0.82038957	0.79958886	0.90309006	0.8839375	0.8181042	0.79829794	0.8167312	0.8397955	0.8368397	0.85766727	0.78828746	0.90742683	0.9145311	0.87634605	0.8223282	0.86735696	0.8346861	0.838947	0.8561903	0.76331484	0.9352672	0.8441024	0.79109025	0.84828424	0.8560624	0.8263891	0.859652	0.8961771	0.7806568	0.86252224	0.8923866	0.8305571	0.852603	0.8775625	0.82224506	0.8482547	0.9169395	0.84314466	0.8220485	0.88906604	0.8557197	0.8449934	0.7833853	0.8236631	0.8666544	0.83269274	0.9081361	0.8865274	0.8813029	0.8251917	0.8955463	0.8767882	0.894444	0.842382	0.8088562	0.62792444	0.834967	0.80381894	0.7894912	0.8967637	0.86087966	0.890682	0.8407581	0.7222233	0.8305716	0.8413707	0.8722366	0.7637391	0.8530829	0.8363634	0.86767364	0.8191948	0.8840952	0.73661834	0.8551821	0.88259715	0.8617031	0.8388617	0.8531226	0.8010672	0.81943357	0.90927416	0.8645122	0.8444232	0.903395	0.84468967	0.86274993	0.7507975	0.88330114	0.9080928	0.86711514	0.89571756	0.84413594	0.8315179	0.7460047	0.8242803	0.83841425	0.8085763	0.8504984	0.8512	0.8698767	0.8674116	0.84734917	0.8431852	0.847079	0.9058093	0.8562901	0.8677137	0.86695176	0.82478184	0.7942501	0.8054887	0.880583	0.81092	0.8508322	0.8401655	0.85106826	0.8176941	0.824759	0.77002585	0.8818414	0.9135976	0.82433957	0.8260592	0.78118867	0.8579119	0.90071774	0.8625474	0.8585483	0.8647474	0.89979833	0.8338052	0.8072762	0.8274584	0.82489884	0.86875415	0.8777993	0.8924086	0.90320337	0.8649017
