	eind/adv	gemakkelijk/adj	soldaat/noun	Zeno/name	evengoed/adv	verhouding/noun	Cecilia/name	en/comp	zulk/det	alleen/adj	haast/adv	moreel/adj	vorm/verb	ontbinding/noun	of/name	omtrek/noun	inmiddels/adv	tv/noun	train/verb	dan/adv	nutteloos/adj	daarom/pp	aldus/prep	helemaal/adv	nog/adv	zo'n/det	hard/adj	jarenlang/adj	daarentegen/adv	geregeld/adj	uzelf/pron	week/adj	daar/adv	gips/noun	mentaal/adj	blijk/verb	wel/adv	ziel/noun	leeftijd/noun	binnen/adv	voor/comp	strijd/noun	alvorens/comp	verschrikkelijk/adj	luid/verb	Hilversums/adj	maar/adv	vooraleer/comp	ertegen/pp	behoorlijk/adj	uit/part	gevormd/adj	voorbij/part	twijfel/noun	kom_voorbij/verb	leer_kracht/noun	Martens/name	werkelijk/adv	waterput/noun	werk_omstandigheid/noun	operatie/noun	luchtvochtigheid/noun	net/adv	systeem/noun	schrijnend/adj	om/comp	bijna/adv	koorts/noun	Amsterdammer/noun	sprong/noun	zelfs/adv	want/vg	teen/noun	louter/adj	staal/noun	al/adv	katalysator/noun	overigens/adv	voeg_toe/verb	sla/verb	extern/adj	Chris/name	kind/noun	sociaal/adj	zeer/adv	Aarlen/name	politie/noun	stress/noun	water/noun	lucht/noun	strijder/noun	alleen/adv	rest/verb	te/comp	die/det	fiets/noun	vuiligheid/noun	Koreaan/noun	zak/noun	zeker/tag	verlokking/noun	duur/adv	klaag/verb	Australië/name	brouwerij/noun	haal_uit/verb	zo/adv	extreem/adj	stel_uit/verb	ga_door/verb	eenmaal/noun	echt/adv	vind/verb	amper/adv	rijp/verb	coach/noun	beleef/verb	tocht/noun	script/noun	zwem/verb	eigenlijk/adj	moeilijk/adj	zeg/verb	Kontich/name	slechts/adv	snel/adj	rook/noun	Wouda/name	oorlog_ervaring/noun	kern/noun	daarna/adv	buiten/adv	spanning/noun	wijd/adj	zaak/noun	meestal/adv	droog/verb	maar/vg	jeugdig/adj	hitte/noun	kriebel/verb	simpelweg/adv	Fruit/name	milieu/noun	anders/adj	bloem/noun	Lelièvre/name	opdracht/noun	gedachte/noun	minstens/adv	Landuyt/name	mijn/det	makkelijk/adj	voldoende/adj	Frans/name	geheel/noun	fiets/verb	draai/verb	iedereen/pron	kan/verb	oksel/noun	ze/pron	wereld_DIM/noun	Lierde/name	niet/adv	moet/verb	stank/noun	zeeman/noun	overlast/noun	smerig/adj	tijdens/prep	professioneel/adj	dring_binnen/verb	temperatuur/noun	the/name	weer/adv	reuk/noun	maand/noun	workshop/noun	avontuur/noun	toestand/noun	val/verb	klank/noun	duik_op/verb	kritiek/noun	thuis/adv	vrolijk/adj	dochter_DIM/noun	daglicht/noun	toch/adv	student/noun	Verheyen/name	ben/verb	oppervlak/noun	sterk/verb	Francis/name	maak_mee/verb	men/pron	karakter/noun	verkeer/noun	jeugd/noun	verander/verb	heel/adj	bestaan/noun	soms/adv	vooral/adv	vooruitzicht/noun	meer/adv	haar/pron	langer/adv	zomer/noun	sloop/adj	intussen/adv	Tienen/name	zich/pron	golfplaat/noun	heb/verb	lawaai/noun	stilte/noun	Amerika/name	gezond/adj	mest/noun	door/prep	Smets/name	want/comp	Palace/name	Schneider/name	Verhaegen/name	discipline/noun	pupil/noun	selecteer/verb	bezoeker/noun	heup/noun	list/noun	na/part	buurt/noun	verdriet/noun	Cobain/name	EK/noun	ik/pron	daar/noun	tegen/prep	geur/noun	kaas/noun	toerist/noun	wellicht/adv	eigenaardig/adj	dat/det	trilling/noun	verkeer_overlast/noun	gewoon/adj	werk/noun	slang_kuil/noun	weer/noun	situatie/noun	monotoon/adj	pijn/noun	rot/adj	BOIC/name	Oorlog/name	hier/adv	oefen/verb	afloop/noun	verspreid/verb	mij/pron	Bruno/name	zonder/prep	lade/noun	Palestijns/adj	hij/pron	we/pron	hen/pron	gedwongen/adj	tegenstelling/prep	beslotenheid/noun	wenk/verb	wijs_uit/verb	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	ons/pron	kind_soldaat/noun	evenwel/adv	wanneer/comp	Deckers/name	woon_bij/verb	huid/noun	dag/noun	sommige/det	in_activiteit/noun	Buckingham/name	fit/adj	laag/adj	concurrentie/noun	leven/noun	stemming/noun	Koude/name	verleden/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	maar/comp	wat/pron	vervolg/noun	ge/pron	schitterend/adj	eerst/adv	beetje/noun	zolang/comp	bewoner/noun	kamp/noun	den/adv	schaar/verb	Ronaldo/name	leef/verb	innovatie/noun	2001/noun	medewerker/noun	slijp/verb	mezelf/pron	vorm/noun	wieler_sport/noun	spier_pijn/noun	meting/noun	betref/verb	huid_ziekte/noun	vertel/verb	minder/adj	leger/noun	beroep/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	speler/noun	er/adv	lies/noun
eind/adv	0.0	0.91581243	0.90334386	0.8229167	0.9275119	0.95256215	0.9621285	0.91256374	0.86168504	0.9084395	0.87739855	0.90106595	0.97677493	0.912067	0.9605291	0.9756674	0.85859025	0.94241375	0.79202217	0.8763772	0.91974646	0.8417225	0.89302075	0.9255817	0.78175485	0.8730228	0.8894197	0.8806743	0.9452233	0.81761956	0.8953907	0.9031295	0.90570813	0.78330004	0.96852934	0.8544761	0.9393799	0.9603497	0.94840384	0.8934369	0.7777755	0.7938297	0.77341366	0.942943	0.95041496	0.9359359	0.9382338	0.7099029	0.90649706	0.8928592	0.8242734	0.9457446	0.8956407	0.9362306	0.95915526	0.81814396	0.91826993	0.9904051	0.92003584	0.868709	0.6981443	0.94649017	0.8839127	0.86686414	0.9277087	0.9289647	0.7662785	0.9223913	0.9131877	0.9552735	0.8450049	0.8783896	0.9740121	0.89606774	0.9054934	0.74049973	0.9098195	0.9080906	0.94939446	0.90640503	0.89636344	0.9394463	0.9227482	0.9376267	0.9699092	0.76737	0.9040262	0.8686141	0.93584925	0.91970474	0.91880244	0.927932	0.89319426	0.88772553	0.8559189	0.88535655	0.9517617	0.9624907	0.8358367	0.95027226	0.9308565	0.9672075	0.9072011	0.7820439	0.9299233	0.8225428	0.93170744	0.96997935	0.5932654	0.87074053	0.87651914	0.941585	0.9503187	0.7446103	0.8151188	0.90624243	0.8139598	0.9403343	0.9080258	0.90026623	0.9222162	0.8727083	0.866244	0.8145384	0.8714195	0.87921715	0.8935245	0.92730135	0.9884727	0.9101533	0.8583551	0.9036059	0.94801724	0.947065	0.8797528	0.9266007	0.9271297	0.89478415	0.9163445	0.91459614	0.90256083	0.9206994	0.9416332	0.9058253	0.9165504	0.96130955	0.72552896	0.87883866	0.9282124	0.6170758	0.8603729	0.94007593	0.8901806	0.8423028	0.94165117	0.94490075	0.91318566	0.9054155	0.93452597	0.90261114	0.9681717	0.8968391	0.93724203	0.8611382	0.95162356	0.77466345	0.9032883	0.92200184	0.91826594	0.9408321	0.78552926	0.8699578	0.9256497	0.9026007	0.96488136	0.7802003	0.92721426	0.5692371	0.90621805	0.89196426	0.91263354	0.9037797	0.9498425	0.6784878	0.9034947	0.8346655	0.94534147	0.87938374	0.91326493	0.9097793	0.92401683	0.89886993	0.9121741	0.9481271	0.940617	0.8688615	0.8888323	0.8750651	0.9435256	0.90603715	0.83299565	0.90249753	0.83083993	0.91488	0.9249183	0.9341045	0.6676519	0.9306173	0.8695134	0.8743189	0.67349553	0.8519168	0.815252	0.83501744	0.8741166	0.9541714	0.8685547	0.9158613	0.9263308	0.8501028	0.9505409	0.90956444	0.8823477	0.93045044	0.9299582	0.9888538	0.89715934	0.935676	0.9099886	0.95358014	0.8350539	0.9072932	0.8850343	0.93767464	0.8638351	0.92465407	0.9774216	0.7660562	0.7462507	0.9428303	0.92278945	0.79326034	0.91563594	0.9783298	0.90612733	0.6881814	0.95124805	0.93949544	0.88048303	0.9049156	0.9441679	0.8082146	0.9815329	0.84262633	0.96657544	0.9643156	0.9189708	0.96093136	0.8761224	0.94972867	0.9226473	0.7624071	0.96812356	0.9148016	0.92576337	0.8800328	0.9285376	0.9476823	0.9249515	0.8207931	0.85355246	0.85357463	0.7397741	0.8557972	0.9575306	0.8381049	0.7812741	0.7894024	0.85269916	0.91924626	0.8498058	0.8921181	0.85742515	0.7905458	0.88392043	0.9703633	0.8924422	0.9737386	0.75540084	0.88645405	0.7178861	0.94062	0.8299062	0.86193806	0.9562756	0.903638	0.8230104	0.95319545	0.89991933	0.8410807	0.9293408	0.64334315	0.8718823	0.91586864	0.93500227	0.90870106	0.939506	0.8672342	0.82911026	0.95286685	0.9077378	0.944505	0.90625125	0.9588781	0.90553486	0.8344841	0.8792701	0.9217474	0.55398285	0.94914055	0.9358043	0.9363243	0.94912344	0.89507204	0.94512105	0.8135462	0.8965844	0.9225813	0.9289991	0.8070046	0.8595998	0.81147504	0.93897456	0.8686475	0.88372123	0.87941694	0.95134383	0.9197821	0.82710356	0.9113763
gemakkelijk/adj	0.91581243	0.0	0.87076646	0.9466767	0.7668961	0.87310314	0.90259206	0.64442986	0.641045	0.57680976	0.6537521	0.8195097	0.8135955	0.9519804	0.99458945	0.87027574	0.7676998	0.83333015	0.77855945	0.6309613	0.7395401	0.62448144	0.9484375	0.6426697	0.7430412	0.69014716	0.69944143	0.8475064	0.7242403	0.72984636	0.71057075	0.83443797	0.6220069	0.9069523	0.7798861	0.70748556	0.66037655	0.8956915	0.8652007	0.6677787	0.6831135	0.8853069	0.71042466	0.75579596	0.6230588	0.8962706	0.7368555	0.6773454	0.7182164	0.71321607	0.78270483	0.79973555	0.7249749	0.832198	0.72266054	0.79462445	0.96849597	0.6831743	0.87706804	0.8696181	0.87549376	0.88181245	0.71874595	0.74912	0.82103086	0.6016084	0.73064184	0.88542265	0.8184417	0.84994715	0.69155097	0.5867042	0.81720185	0.76068556	0.800213	0.8041658	0.8228343	0.7556721	0.84085894	0.80568385	0.8022102	0.91813534	0.8126089	0.8313223	0.726931	0.96200466	0.8436505	0.8246698	0.7316289	0.7287965	0.9100144	0.7140728	0.77244884	0.621185	0.6210321	0.7571623	0.8775969	0.8699738	0.8138913	0.8111467	0.77686113	0.80031073	0.77609634	0.8821436	0.8959882	0.8295573	0.6678826	0.8035649	0.80463994	0.7065209	0.8120402	0.6513324	0.6510906	0.82983285	0.72939265	0.848671	0.8382212	0.8723351	0.88321215	0.7699094	0.65995014	0.4271589	0.79288083	0.9605105	0.7971887	0.41772497	0.85079277	0.8033566	0.88639617	0.8810193	0.6495805	0.7131819	0.85408133	0.80760354	0.7794167	0.684466	0.7542381	0.6635084	0.87819296	0.813851	0.7565401	0.7555351	0.9417537	0.8670863	0.5965984	0.8813704	0.9357388	0.73324054	0.66161263	0.7636766	0.95076126	0.69359857	0.1468364	0.61743724	0.95576113	0.7562753	0.7912766	0.7248789	0.6178039	0.5713557	0.82349676	0.6068758	0.7098609	0.9372838	0.61091566	0.7090084	0.8006927	0.886805	0.87589717	0.84289813	0.896055	0.7392471	0.8644459	0.82183635	0.9800336	0.7344909	0.8820581	0.91967684	0.8786771	0.87218505	0.8524614	0.7640189	0.8678143	0.8046994	0.72551215	0.72603357	0.72788966	0.936952	0.80542666	0.6310345	0.783564	0.93158376	0.6777793	0.8267761	0.69784087	0.9713045	0.78568	0.5630691	0.82788914	0.8374518	0.83862126	0.66995764	0.7133961	0.9056536	0.7069758	0.78682697	0.8693254	0.6700616	0.73541594	0.62698066	0.885396	0.83728063	0.7590922	0.89978635	0.70721495	0.9139755	0.6988737	0.8588639	0.82601374	0.891128	0.75426924	0.7854068	0.88214606	0.9607177	0.67483413	0.9901329	0.94912004	0.89302444	0.74650276	0.8241341	0.82613814	0.77248895	0.9340683	0.9055777	0.68808424	0.8837683	0.86104333	0.9359157	0.87048197	0.6632046	0.6615785	0.8443089	0.8427766	0.89408815	0.734848	0.7338495	0.78734845	0.6091658	0.81862664	0.89717114	0.62646663	0.80382824	0.88601685	0.7353674	0.77113086	0.79403746	0.7933862	0.8234658	0.85631716	0.90450567	0.6719589	0.7668538	0.82098275	0.8453783	0.704916	0.97387767	0.7216768	0.9279192	0.9529387	0.72353613	0.62859964	0.69394994	0.86122376	0.80650294	0.842275	0.8229953	0.8480833	0.70482886	0.69167507	0.7191069	0.9485994	0.64871204	0.88153315	0.6783968	0.65218353	0.94594836	0.90959567	0.7826519	0.81398153	0.7036655	0.91572475	0.97201085	0.8227942	0.87088096	0.7668419	0.8287562	0.8756862	0.8938617	0.8337135	0.8302547	0.55483425	0.8887143	0.64440703	0.67401946	0.7366707	0.87891495	0.695336	0.79861933	0.7220361	0.71368	0.7480264	0.87069833	0.8325315	0.8008333	0.8141119	0.9011096	0.7737255	0.85674924	0.9384626	0.82022834	0.7989907	0.63901496	0.7529236	0.83937585	0.89979714	0.8330221	0.7699337	0.9096214	0.77738273	0.7029524	0.87990093	0.80929375	0.8094226	0.679791	0.9139152	0.6907277	0.84947807	0.83336806	0.70315504	0.9176924
soldaat/noun	0.90334386	0.87076646	0.0	0.90095454	0.8464714	0.91480625	0.9688888	0.90184814	0.79607123	0.9007325	0.81309724	0.8164513	0.819515	0.70082587	0.9813229	0.86334467	0.8446112	0.88717633	0.83710915	0.91276175	0.88051707	0.9029045	0.9802579	0.92792994	0.9036518	0.6996734	0.8342266	0.6725005	0.9042697	0.7643143	0.93691486	0.8947381	0.8245336	0.8783453	0.92029643	0.94050753	0.9531399	0.7865769	0.89399153	0.8446668	0.84475046	0.682984	0.8024547	0.7735383	0.95249903	0.9141787	0.88911957	0.85066843	0.7886587	0.90004355	0.9054906	0.8269358	0.8578317	0.93009394	0.9192353	0.8352942	0.9620626	0.9247917	0.8134406	0.82039857	0.699152	0.94363093	0.8344445	0.8561002	0.87652946	0.82653457	0.8964709	0.88723636	0.9107708	0.91697776	0.8250309	0.87480474	0.91137403	0.823983	0.90548694	0.90299284	0.8637749	0.8867619	0.9772934	0.8006501	0.9426427	0.98535687	0.7138766	0.9112359	0.8662489	0.9006667	0.6390612	0.9058908	0.7912274	0.85185397	0.4111163	0.91903716	0.86865526	0.8321446	0.86126244	0.8945355	0.94500697	0.761367	0.8874608	0.8623291	0.8424418	0.96723294	0.93276024	0.87615675	0.85442173	0.88645655	0.8906794	0.9137585	0.8868251	0.79750097	0.80336267	0.95649123	0.8916385	0.91383016	0.91683257	0.9278828	0.9193779	0.83942413	0.94229805	0.8437281	0.89589787	0.9166423	0.9612756	0.97944945	0.8685899	0.9430608	0.788476	0.96308345	0.8496387	0.95647335	0.79112864	0.8620486	0.86638355	0.93951833	0.7926869	0.81099623	0.9193721	0.901897	0.85522884	0.8847563	0.97606504	0.74109495	0.9503078	0.8281005	0.9388069	0.9101478	0.9459426	0.7986705	0.90168726	0.8160175	0.9849415	0.84569114	0.86807257	0.9378314	0.97010046	0.9126984	0.89494365	0.9232717	0.9004554	0.8872065	0.92587703	0.7830131	0.92787874	0.8890687	0.9474593	0.8809132	0.88019055	0.66421545	0.90602356	0.725311	0.7494428	0.86518645	0.65109277	0.9163641	0.984281	0.87288165	0.85745955	0.8683248	0.8761199	0.8341294	0.7950289	0.87194324	0.8947357	0.86329746	0.84989214	0.870931	0.8942503	0.91580546	0.8854083	0.93971884	0.78907245	0.9789706	0.9078404	0.90930206	0.87676	0.93686426	0.8133974	0.87734365	0.822785	0.92222536	0.8899855	0.88615704	0.7673395	0.7717571	0.86265194	0.8598847	0.86080843	0.9528069	0.81258893	0.78077453	0.9245571	0.874315	0.8394375	0.8391664	0.79352534	0.9656714	0.7960971	0.8822212	0.9166442	0.76219034	0.8623155	0.89546597	0.6826831	0.96999085	0.8687945	0.9826601	0.93338305	0.97299165	0.8722587	0.9115702	0.87921554	0.8569107	0.8671579	0.8055051	0.8693254	0.8075046	0.83247304	0.93139863	0.90415365	0.89478326	0.926998	0.7127337	0.81579316	0.9243795	0.78477275	0.8543223	0.79660714	0.97293144	0.8579005	0.947584	0.855288	0.8908287	0.8886954	0.8742405	0.90654296	0.88011694	0.8793226	0.83245903	0.9479742	0.7773445	0.85739475	0.79187536	0.89722943	0.8235104	0.91239315	0.94734305	0.8532619	0.9452407	0.42809683	0.7923756	0.88373667	0.76419026	0.7587764	0.9370749	0.89938295	0.88850725	0.8671733	0.8606433	0.88356346	0.8847786	0.97536606	0.8849383	0.5699483	0.90366924	0.849704	0.9719774	0.8288737	0.847543	0.8076321	0.75889236	0.89466274	0.95404357	0.92855304	0.9572229	0.93972963	0.750217	0.8335011	0.73240757	0.7207707	0.800352	0.91718847	0.8616215	0.78523886	0.915909	0.9521628	0.7646064	0.9105504	0.9335553	0.8479171	0.88259697	0.80183196	0.8381894	0.49101222	0.94884646	0.79679215	0.93819964	0.72213185	0.96967065	0.9701356	0.9122106	0.899923	0.8854497	0.943981	0.97259957	0.90485924	0.9363941	0.93530357	0.9086529	0.7944553	0.94509584	0.35433596	0.8548297	0.92648554	0.77379525	0.96477765	0.84089255	0.78954804	0.89093614	0.8780108	0.90335613
Zeno/name	0.8229167	0.9466767	0.90095454	0.0	0.93703693	0.93830365	0.8345487	0.83968186	0.86253124	0.923458	0.8125526	0.9415433	0.9874486	0.98838663	0.82923627	0.9242551	0.9743676	0.9058567	0.886115	0.8086084	0.7491002	0.95227677	0.8955265	0.8998524	0.92241836	0.8519837	0.91548014	0.92220896	0.94853514	0.9120728	0.9705592	0.93746257	0.8900882	0.85115856	0.9508885	0.8596218	0.9332494	0.78932357	0.9560908	0.8659764	0.88466066	0.9396459	0.93942994	0.86442506	0.93876976	0.9266139	0.88120496	0.8446208	0.95124316	0.9428317	0.9837298	0.9878553	0.9181406	0.97462213	0.8790874	0.89109516	0.7757406	0.9662489	0.94385403	0.9468958	0.8341919	0.9458882	0.9572068	0.97407293	0.8955671	0.93304735	0.8580576	0.93468505	0.8868947	0.99033505	0.86434585	0.7397239	0.9817763	0.88702494	0.98408085	0.88951796	0.9639597	0.954465	0.91953695	0.90592456	0.95335734	0.93696654	0.9287146	0.93086	0.9803206	0.94404024	0.9437133	0.9338546	0.944329	0.9583944	0.9482713	0.9243112	0.9156147	0.937543	0.83920205	0.92339694	0.9344771	0.9721861	0.87296534	0.9560774	0.8865113	0.99530184	0.9194425	0.87516195	0.85641587	0.93836516	0.8806897	0.9620903	0.92142004	0.81070065	0.9326308	0.9714787	0.8278741	0.90070814	0.8894955	0.87242526	0.9004816	0.90315944	0.91784626	0.91650736	0.8879091	0.9229727	0.896682	0.9448866	0.939926	0.87978524	0.94061834	0.9653548	0.92405033	0.914729	0.78445584	0.80337065	0.9141752	0.90295243	0.9132277	0.88531816	0.9458051	0.71413946	0.91691077	0.9267581	0.93764144	0.9573559	0.7584219	0.9792349	0.91581583	0.94001514	0.9915916	0.8400677	0.8722639	0.8735802	0.96105427	0.8790144	0.9383441	0.97869873	0.8770602	0.97817636	0.8965859	0.90736717	0.88703746	0.84156334	0.96223354	0.86428887	0.9056607	0.961024	0.9713723	0.9564229	0.82110345	0.9026139	0.92445594	0.89495003	0.9483493	0.94814956	0.9586165	0.90252674	0.78267366	0.88773173	0.9759797	0.90808547	0.9906464	0.77066475	0.91192687	0.87461734	0.84987843	0.92964876	0.95642555	0.86581796	0.90393543	0.89682305	0.9303965	0.9138015	0.9551712	0.8463321	0.80904984	0.89690745	0.8949244	0.9422888	0.91376543	0.8665358	0.86405355	0.9501262	0.94661283	0.8866043	0.9007731	0.9042571	0.8818538	0.930207	0.8531622	0.98598397	0.88156205	0.97540885	0.893473	0.91290945	0.8529275	0.91103554	0.92225885	0.9365596	0.8619138	0.88780075	0.78054327	0.9214906	0.9319877	0.9634599	0.9410839	0.94923663	0.8388497	0.9161076	0.7999185	0.93458223	0.8907393	0.9232842	0.9384944	0.8300592	0.87813616	0.84029615	0.958552	0.92846835	0.83251476	0.95058256	0.89237404	0.8917681	0.9037983	0.94934577	0.89189446	0.90301	0.82006717	0.88349843	0.87169766	0.8821102	0.8865013	0.9508534	0.8415189	0.86122763	0.87959856	0.8609991	0.93401337	0.8442458	0.8926456	0.91924924	0.9208045	0.99444145	0.81937414	0.96595025	0.892648	0.9595855	0.8539587	0.8957749	0.89600897	0.84840727	0.9909386	0.8306327	0.88802224	0.8302063	0.8953935	0.9289739	0.9652788	0.8123297	0.9699588	0.8803094	0.86699504	0.81518674	0.9634049	0.8423213	0.85867804	0.95197356	0.8455684	0.94663405	0.9150337	0.9600008	0.9062252	0.924047	0.93069303	0.8980973	0.9481983	0.96145475	0.9493911	0.86653763	0.96439075	0.98544776	0.96489275	0.90498	0.8801014	0.9449154	0.917045	0.7868186	0.91126657	0.8955709	0.885002	0.8340048	0.96764743	0.9051457	0.8560987	0.900677	0.901791	0.9825078	0.9255615	0.84207934	0.89762235	0.9607982	0.97001326	0.9345911	0.9139067	0.87471783	0.8862475	0.9740996	0.9127832	0.91315615	0.91798997	0.93663234	0.8990732	0.89354014	0.8898129	0.94485575	0.9231587	0.94431883	0.92154783	0.87767667	0.883909	0.9317091	0.8601785	0.94081247
evengoed/adv	0.9275119	0.7668961	0.8464714	0.93703693	0.0	0.9011779	0.97814447	0.72358125	0.74381256	0.608368	0.659967	0.71295226	0.89152676	0.94157064	0.8768935	0.8969451	0.82733834	0.7501417	0.8116504	0.72949845	0.74655586	0.76636654	0.95345056	0.7818142	0.8083423	0.6651616	0.75064963	0.88556635	0.83194256	0.8268952	0.774215	0.8561091	0.7022979	0.927455	0.72911316	0.85923517	0.689021	0.6758995	0.8314382	0.81068957	0.80914766	0.6966867	0.8528898	0.6372521	0.93500894	0.74905527	0.70571554	0.8174134	0.7919574	0.7252085	0.91232574	0.85350084	0.8244075	0.8516459	0.774789	0.8669971	0.87654567	0.7804129	0.9393047	0.82984173	0.86690646	0.8882883	0.82493347	0.91078675	0.7899615	0.8403038	0.8289722	0.83353007	0.84312546	0.88562995	0.78126246	0.68474746	0.9004796	0.79871905	0.90157664	0.88720083	0.8796562	0.8662489	0.7754797	0.8211614	0.881855	0.92537665	0.74517584	0.8694435	0.75991	0.9658117	0.9266362	0.7316537	0.90549654	0.83626515	0.9111945	0.6231785	0.7900462	0.8786134	0.60287184	0.90225244	0.80571854	0.8945595	0.85535055	0.81016666	0.8754966	0.72086966	0.8042301	0.9187942	0.9371393	0.8459858	0.76303947	0.7994902	0.8988329	0.80524004	0.71776843	0.7011006	0.7777318	0.7838041	0.7534731	0.9032891	0.75959253	0.80354047	0.9139974	0.8836192	0.7536836	0.71343887	0.8192508	0.94849217	0.8062698	0.862906	0.86565167	0.9199699	0.89784443	0.96168125	0.8319732	0.8517809	0.72786164	0.90729046	0.8366134	0.64933264	0.84704036	0.76736027	0.8721226	0.8356094	0.8753607	0.815424	0.9417303	0.9006829	0.76337504	0.8338717	0.95281744	0.8294363	0.73466194	0.8555938	0.9567287	0.7836656	0.72007334	0.8649367	0.8647501	0.7637199	0.8354659	0.7901934	0.7823557	0.7829494	0.8549311	0.78917575	0.91438997	0.89015055	0.7668797	0.70951116	0.86966765	0.8590295	0.8579983	0.8429732	0.9280535	0.87597144	0.82746124	0.9072775	0.94729805	0.81233233	0.8618424	0.84882784	0.88814723	0.85016835	0.81789947	0.8557687	0.69698375	0.82336926	0.8690931	0.79309165	0.7432077	0.8349607	0.93067396	0.6742036	0.85811234	0.96014965	0.71150935	0.9068237	0.88169754	0.98545563	0.7804487	0.7540583	0.72345865	0.8952374	0.9051249	0.7443203	0.82290965	0.69904935	0.582183	0.70909595	0.8336947	0.85297334	0.75723517	0.78533715	0.8866898	0.7884668	0.7435987	0.952745	0.76963025	0.9497295	0.76917243	0.77082115	0.615239	0.90630966	0.82949877	0.8363384	0.791781	0.9705929	0.6474291	0.9888463	0.9777482	0.9115008	0.81240654	0.9187819	0.81548685	0.83780587	0.872385	0.7589657	0.897112	0.85107833	0.7012863	0.9449361	0.933386	0.7726325	0.751763	0.8080118	0.7837447	0.81742036	0.8080053	0.8075557	0.75258154	0.69051635	0.82854027	0.86733747	0.7023995	0.7694843	0.7489041	0.80747974	0.7755319	0.78475976	0.77539897	0.77913606	0.8917777	0.8966328	0.6764308	0.8494729	0.8591895	0.7962651	0.67320645	0.9588229	0.7578824	0.8867965	0.88777953	0.84990317	0.76265055	0.701584	0.8043431	0.91276854	0.8731191	0.7430465	0.89916325	0.70177627	0.7947619	0.72756517	0.9381355	0.70250136	0.80077165	0.7915706	0.7326242	0.9826969	0.88742167	0.9268399	0.81082726	0.7907062	0.90686655	0.97724074	0.91211843	0.8961204	0.84523547	0.6879642	0.8626236	0.883417	0.8804319	0.88608146	0.74601173	0.846754	0.6656604	0.7972669	0.7730556	0.84091055	0.74684393	0.8332683	0.763429	0.7094887	0.725011	0.81331027	0.69293404	0.71732676	0.90556425	0.9109741	0.7167791	0.9401814	0.9066046	0.8785038	0.8564553	0.79231113	0.8298317	0.84058964	0.92112875	0.8621775	0.82845473	0.8728433	0.76920396	0.7737098	0.8410045	0.8557031	0.9519822	0.7892706	0.9541278	0.7391038	0.76607245	0.86958426	0.80847055	0.9739958
