	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
kind/noun	0.8469019	0.91425806	0.78071827	0.75838196	0.85906154	0.81794214	0.7944287	0.86246926	0.90741736	0.93314797	0.6726754	0.8929144	0.8520834	0.93710184	0.9130791	0.71295583	0.83314973	0.80322725	0.7918345	0.825856	0.90406346	0.9255767	0.8626075	0.7763138	0.8687681	0.45107138	0.7902102	0.91017336	0.86920965	0.7511624	0.7697024	0.7979368	0.8738382	0.8877003	0.85754085	0.87069726	0.8637231	0.79137695	0.8163636	0.94192517	0.81512064	0.8104369	0.9062723	0.8994694	0.86067843	0.8635492	0.0	0.8480239	0.8687316	0.8379706	0.8002988	0.81785464	0.95383793	0.885773	0.85651445	0.86123466	0.8294178	0.8945703	0.6624303	0.8543203	0.8819671	0.83053505	0.84139067	0.7084687	0.89674926	0.8446751	0.8428106	0.7586272	0.8876537	0.8414273	0.91665244	0.8064822	0.9243416	0.7134861	0.76733625	0.8410522	0.8011851	0.86085904	0.8427291	0.9019943	0.9529713	0.8716291	0.8723797	0.7636656	0.7451786	0.8685712	0.8984963	0.60887855	0.8667707	0.8704617	0.8353789	0.8733648	0.60875595	0.88706625	0.86314654	0.9122316	0.9160362	0.46907628	0.8492482	0.89034337	0.7724845	0.77392274	0.84190166	0.77362907	0.9501519	0.8454931	0.9010693	0.8150172	0.8121382	0.7615079	0.8846197	0.83607394	0.6592027	0.83426034	0.8629286	0.91430163	0.8789362	0.5785501	0.9192779	0.9194267	0.9183267	0.50278306	0.86242855	0.7926578	0.79237527	0.7489313	0.8039187	0.8701749	0.8656152	0.89054126	0.74473405	0.8599781	0.7188599	0.75978553	0.87427497	0.88721544	0.9048829	0.92161226	0.8702031	0.83093673	0.82864547	0.87158155	0.742199	0.74107677	0.75818455	0.87804365	0.8641802	0.9227547	0.79873747	0.81836975	0.6434559	0.7489034	0.78201437	0.8439013	0.8854637	0.79023033	0.789227	0.9624047	0.7502597	0.7289227	0.84235525	0.9046185	0.8194791	0.7790461	0.7955892	0.91198397	0.9375694	0.9043784	0.8690304	0.9717733	0.81399906	0.847819	0.8220504	0.7549274	0.8332007	0.8131238	0.77002424	0.72658366	0.76369214	0.8777318	0.8539363	0.9390882
sinds/comp	0.76844704	0.7778424	0.75664884	0.867262	0.76856726	0.8848171	0.67987484	0.80141467	0.84053266	0.84545225	0.8141434	0.9008918	0.7583743	0.710894	0.9339123	0.7870282	0.8239879	0.7031881	0.8724093	0.7687605	0.8342158	0.8535731	0.74069357	0.7478694	0.8571877	0.8075706	0.8569982	0.83069724	0.9048542	0.8028605	0.8638705	0.8133352	0.89003515	0.9124077	0.80816436	0.8318641	0.8676196	0.8570808	0.85074043	0.84539366	0.8729968	0.8570913	0.82663417	0.78597045	0.8284686	0.88555235	0.8480239	0.0	0.8277723	0.80721664	0.8907117	0.87676406	0.66842943	0.70283806	0.81945443	0.77587473	0.86794806	0.831071	0.8128387	0.8808468	0.90352535	0.77080506	0.8937184	0.8944107	0.8136674	0.8119819	0.89404577	0.7659906	0.86723864	0.840607	0.83949786	0.79212123	0.8419356	0.71874416	0.87815714	0.87978685	0.91131604	0.767915	0.9075747	0.87886125	0.7028978	0.85219646	0.78897184	0.8467052	0.9025034	0.89564776	0.79436654	0.8349583	0.6644575	0.8717889	0.88894725	0.8289331	0.81807756	0.8440379	0.902224	0.7309839	0.88280666	0.80435246	0.907559	0.8424405	0.8009999	0.87770456	0.87649685	0.7891396	0.74001694	0.89137983	0.8092829	0.7740598	0.8976657	0.88848436	0.8819494	0.85900736	0.8431021	0.8359328	0.6874074	0.81708723	0.904813	0.7562533	0.86398166	0.6782104	0.7541963	0.8620586	0.90894103	0.81186754	0.8774895	0.8632142	0.8274983	0.9008752	0.8387763	0.8975114	0.76472914	0.87353045	0.80798876	0.88384557	0.91252285	0.8359284	0.8166438	0.90622103	0.76704353	0.85293424	0.9008912	0.7845288	0.87078184	0.84829444	0.90091825	0.7574397	0.8486438	0.82698977	0.90078264	0.9100357	0.8559793	0.736608	0.8789254	0.8981446	0.79448783	0.9062705	0.9149161	0.9310812	0.8727911	0.7462579	0.7914312	0.83579946	0.8132814	0.89688265	0.78389573	0.8090784	0.7858882	0.8024757	0.9114316	0.84068537	0.8630614	0.8408312	0.9100167	0.8036491	0.9086787	0.8610708	0.8866814	0.8067632	0.8388411	0.71231884	0.8849671	0.6044289
Syriër/noun	0.8935752	0.8427956	0.75978744	0.9113922	0.9315008	0.87946326	0.8327792	0.87750083	0.8836295	0.90103763	0.8130875	0.9253439	0.8483087	0.83403563	0.9186468	0.7750012	0.92182	0.72942805	0.8750651	0.83995205	0.93326366	0.9200989	0.838059	0.6755412	0.8552828	0.8650293	0.8806148	0.92744404	0.90392345	0.87354064	0.89914924	0.8619874	0.9284841	0.8868095	0.8005028	0.8102705	0.9230586	0.85316277	0.8604496	0.9380144	0.9130347	0.87573564	0.86160594	0.8655499	0.86185366	0.9045361	0.8687316	0.8277723	0.0	0.86638445	0.87334144	0.88445014	0.81452525	0.80523455	0.86769986	0.8373835	0.86364853	0.91072625	0.753435	0.89008915	0.91839945	0.8658204	0.89152384	0.89817315	0.84135073	0.8805008	0.9153021	0.72171474	0.9336701	0.85708195	0.9009476	0.8314777	0.8947839	0.8463037	0.9055918	0.8582293	0.9041943	0.81067795	0.9175943	0.88533306	0.84203243	0.9091184	0.8935872	0.9033835	0.88171417	0.91455317	0.8774465	0.8055081	0.8023804	0.9079834	0.8997951	0.93290347	0.80880445	0.9208604	0.90423656	0.86738855	0.9397388	0.8474291	0.92070943	0.91869974	0.8791292	0.8711217	0.91081214	0.78593373	0.89889467	0.8893839	0.8880075	0.8192158	0.8558289	0.8800373	0.8841817	0.8767723	0.86749464	0.88375884	0.8109599	0.88251305	0.91688436	0.8476854	0.90235776	0.8383496	0.8333531	0.8076217	0.9038687	0.8485688	0.878168	0.88216084	0.8643614	0.91445184	0.8776595	0.9248055	0.84183687	0.8781773	0.81452614	0.908265	0.8961462	0.91571474	0.9161897	0.91835666	0.84533346	0.89097214	0.90471596	0.8719963	0.8640417	0.8520201	0.89611906	0.8333001	0.89558715	0.9312401	0.8902503	0.91834337	0.7947676	0.7809114	0.8671065	0.90423363	0.89940625	0.88637227	0.8727155	0.95011955	0.9158808	0.8771344	0.8194662	0.90430343	0.8680891	0.9021185	0.8703061	0.89718056	0.87450624	0.8690786	0.9117975	0.94796497	0.9140151	0.8360767	0.88689804	0.76006925	0.918665	0.8706939	0.83712757	0.7756777	0.84242266	0.8602761	0.9101498	0.83070266
evenzeer/adv	0.81787944	0.794845	0.81391394	0.8474923	0.86684537	0.70444286	0.81969273	0.7337263	0.79927945	0.88746107	0.8255298	0.8700006	0.70435965	0.77675724	0.85976374	0.77814174	0.8690156	0.7766075	0.8760319	0.8032585	0.78695166	0.88147974	0.6705185	0.74375725	0.7604544	0.86293447	0.7890771	0.8697926	0.8449255	0.8140391	0.75250465	0.681139	0.7142399	0.801348	0.84116745	0.7100456	0.7881267	0.75278723	0.8364324	0.9349661	0.8031471	0.7526437	0.68923175	0.6875378	0.8652185	0.84190047	0.8379706	0.80721664	0.86638445	0.0	0.8220633	0.7236172	0.85533935	0.78325975	0.86375916	0.8177213	0.67620844	0.8266362	0.68737215	0.8086974	0.79598135	0.86916786	0.7770076	0.78055584	0.7659454	0.6878319	0.767206	0.76393384	0.8807977	0.76724	0.78715307	0.84779835	0.8652272	0.6595551	0.72369885	0.6919936	0.80577195	0.7254367	0.71007514	0.80118287	0.8402965	0.87196475	0.7361199	0.8535589	0.7381257	0.72830236	0.7794024	0.7590932	0.7372485	0.8619505	0.7284157	0.7940533	0.8558428	0.8684527	0.8192209	0.9296429	0.8916895	0.8255835	0.8562669	0.7928166	0.76033276	0.75577164	0.7874679	0.7204856	0.89733803	0.7315425	0.77904356	0.75961065	0.71872795	0.69206417	0.9156884	0.77710533	0.7749364	0.6177925	0.76833487	0.8230923	0.8865579	0.847927	0.8181385	0.8288646	0.7840114	0.77928483	0.74978596	0.75807106	0.7548986	0.78601885	0.8253664	0.85775036	0.825962	0.73840886	0.7468929	0.6986356	0.8324486	0.8037783	0.7141791	0.84235597	0.8303458	0.87623847	0.7848625	0.7457088	0.7652781	0.8100804	0.7794572	0.79951763	0.801646	0.80357593	0.72123814	0.8485197	0.7464647	0.7204313	0.75227845	0.74754035	0.7885642	0.7849938	0.8369063	0.7861037	0.7605438	0.9104633	0.8455188	0.72781146	0.80966705	0.84483385	0.8547531	0.7562502	0.78210294	0.84891576	0.78625375	0.7488578	0.76256394	0.8989439	0.7656019	0.83118856	0.81540275	0.7785233	0.763189	0.75626296	0.71114504	0.81131226	0.748997	0.76788056	0.846578	0.8386281
elkaar/pron	0.8737186	0.88791555	0.83816755	0.8327002	0.8769586	0.8352551	0.86368096	0.8756396	0.8653257	0.9323843	0.85455364	0.88645744	0.90152353	0.8730764	0.856872	0.8686944	0.91411704	0.8572759	0.9186716	0.8595396	0.85844564	0.94309956	0.8134847	0.805551	0.8330208	0.8137569	0.840384	0.9400954	0.76950467	0.8574412	0.7668587	0.78791994	0.85342073	0.82183224	0.84804165	0.84483963	0.8447499	0.8015121	0.78581786	0.9558577	0.8060314	0.81448895	0.83288884	0.82172024	0.90957946	0.8959622	0.8002988	0.8907117	0.87334144	0.8220633	0.0	0.7917247	0.9370868	0.88194406	0.8975873	0.93671155	0.7560761	0.9000774	0.73016727	0.8103572	0.8233956	0.76669	0.7776591	0.69238126	0.8671322	0.79897904	0.83552337	0.8333337	0.8599846	0.81139815	0.8720146	0.8602896	0.90640056	0.75734836	0.7757483	0.7814525	0.7833844	0.7998824	0.82751423	0.8568493	0.913513	0.8754596	0.82208526	0.8563791	0.73114216	0.76107633	0.80163753	0.6404735	0.8785223	0.89421666	0.8072983	0.8495088	0.80093324	0.90582967	0.8619926	0.9442569	0.92218906	0.793148	0.8831098	0.8767605	0.8094996	0.6879282	0.87594235	0.83112824	0.956957	0.80344224	0.87275225	0.85938835	0.7732083	0.719202	0.91534585	0.84829473	0.6210431	0.81027824	0.87380826	0.9206619	0.86796886	0.83641374	0.87826365	0.8425384	0.8717066	0.7398397	0.8512788	0.8081718	0.79458094	0.7637707	0.80302626	0.8125316	0.85631	0.8234317	0.78223425	0.78952724	0.8582828	0.7748265	0.83486885	0.90028083	0.9053213	0.90977705	0.8903685	0.78450507	0.807629	0.85996747	0.7326324	0.7768037	0.8261537	0.88129693	0.8510817	0.90093064	0.75204104	0.8081677	0.6759254	0.72768456	0.71244127	0.74754333	0.9084866	0.7369769	0.71531093	0.9359448	0.8475784	0.76629996	0.8352643	0.88220763	0.8365413	0.7002269	0.85183007	0.8800937	0.8576244	0.84957117	0.8185892	0.9614328	0.84659415	0.8656504	0.7613071	0.8557612	0.80181694	0.73770416	0.743682	0.8394314	0.64607126	0.8968099	0.8720528	0.9210023
intens/adj	0.8083524	0.89152706	0.8805948	0.85037386	0.90045035	0.76611507	0.8846331	0.8061427	0.8448221	0.902377	0.8588114	0.8577506	0.75383264	0.8837458	0.86594206	0.88301307	0.88671386	0.8663103	0.92656	0.87627685	0.8068854	0.92311144	0.7721689	0.82656723	0.81796163	0.8468484	0.80335605	0.9255133	0.81336385	0.83894324	0.76028097	0.783441	0.7526974	0.7948899	0.89417595	0.8417108	0.8805347	0.8056381	0.840555	0.9337981	0.803895	0.7623121	0.83197135	0.79912543	0.9011338	0.85290074	0.81785464	0.87676406	0.88445014	0.7236172	0.7917247	0.0	0.9019649	0.84329665	0.88150835	0.8884153	0.7419728	0.8602068	0.8009898	0.84753907	0.68536353	0.8580675	0.73740625	0.72582674	0.8323121	0.62033194	0.8181075	0.8417697	0.88889945	0.8437234	0.78424287	0.88181597	0.8967427	0.6529889	0.5750693	0.69384587	0.7477379	0.8425859	0.6678027	0.85143256	0.9336047	0.9007225	0.77528495	0.86147904	0.7988076	0.77815425	0.86534464	0.75289863	0.8472671	0.8798213	0.8618311	0.7571016	0.83886755	0.90214115	0.89731425	0.93662035	0.9328368	0.8226413	0.866725	0.7535522	0.82290685	0.81439936	0.8240025	0.8104097	0.9485959	0.7713769	0.8426984	0.8186805	0.815076	0.5744071	0.9229736	0.82045686	0.781512	0.7545794	0.85458225	0.9014932	0.8927034	0.85322607	0.85621476	0.85451466	0.87419	0.7605589	0.7865456	0.8115769	0.8002852	0.75207585	0.85789657	0.84098375	0.8492689	0.6891836	0.78502625	0.7785815	0.88825977	0.8037926	0.8123817	0.85866755	0.83204424	0.8826527	0.85692775	0.819828	0.63332	0.86936736	0.8054209	0.79827356	0.8434764	0.8956679	0.8345413	0.84016657	0.7671003	0.753913	0.81777316	0.78868604	0.79121053	0.83001286	0.8892656	0.7772256	0.8035935	0.94054335	0.8503983	0.7605986	0.8598337	0.88357925	0.8018573	0.75099194	0.8168347	0.8874143	0.74944705	0.8160145	0.8493696	0.9431969	0.7161075	0.87248874	0.8124566	0.8714507	0.65689695	0.8132838	0.7894153	0.8993177	0.8328171	0.874184	0.8104688	0.9366027
VS/name	0.7838687	0.5805981	0.7820937	0.94398975	0.8495598	0.88135767	0.81907266	0.81922907	0.90893036	0.9106517	0.8621068	0.9639596	0.7773371	0.67795527	0.9454845	0.7486956	0.85260254	0.5158415	0.9382884	0.8268685	0.90746427	0.8600962	0.7999466	0.71441704	0.8588817	0.9360828	0.94148284	0.86270416	0.9667686	0.8472345	0.9314174	0.88204014	0.92890185	0.95322084	0.8242057	0.77135015	0.8946422	0.84799176	0.9144289	0.89013296	0.92460364	0.8917618	0.8578657	0.8152797	0.8671954	0.8984262	0.95383793	0.66842943	0.81452525	0.85533935	0.9370868	0.9019649	0.0	0.66856694	0.8620607	0.8129723	0.90092397	0.8047974	0.82166713	0.92494977	0.9352552	0.89049065	0.94836456	0.97081995	0.7785643	0.8750812	0.9766195	0.7284864	0.9197189	0.8772402	0.88230085	0.8296018	0.91907185	0.753858	0.9348657	0.9232792	0.9756124	0.7258879	0.94127315	0.90919393	0.7624116	0.9452964	0.8611082	0.92181283	0.9609127	0.90016747	0.82187974	0.9138736	0.780888	0.89384186	0.9478487	0.90635204	0.9123797	0.9058854	0.91620255	0.8603637	0.8893946	0.8958457	0.9467594	0.8576132	0.9057662	0.9022865	0.9210873	0.8419439	0.8171582	0.95171493	0.88951725	0.7836548	0.9124716	0.9481879	0.89384085	0.86073893	0.9167161	0.81236786	0.42624956	0.86710286	0.9637868	0.8618482	0.9043117	0.7038033	0.62142587	0.93595463	0.9621887	0.8594955	0.91029036	0.972062	0.8735421	0.96011233	0.8819933	0.9173514	0.8299846	0.9428508	0.8431358	0.97199893	0.93687963	0.9208068	0.86551154	0.9532243	0.84455794	0.9077256	0.9345533	0.85154974	0.9264607	0.95777565	0.9575576	0.73364484	0.82392204	0.909242	0.9561897	0.9492415	0.8703574	0.8674357	0.9436726	0.9483153	0.90206814	0.9579043	0.926718	0.9554522	0.94367033	0.9048483	0.7703642	0.9012595	0.8841453	0.9355683	0.8211956	0.90206456	0.831091	0.81943834	0.9644697	0.8657316	0.89702004	0.7752265	0.94341964	0.80660444	0.9232007	0.9091941	0.90533507	0.88003117	0.89464384	0.74660397	0.90819716	0.6408778
oorlog/noun	0.9034243	0.74830866	0.65333074	0.92958486	0.93441176	0.80492365	0.8484976	0.83724415	0.9227617	0.8686287	0.8807143	0.92340523	0.7785232	0.74076086	0.92577755	0.7629629	0.94860137	0.62140846	0.9273435	0.83547384	0.8790589	0.9489208	0.78857416	0.6044909	0.8038205	0.89944446	0.86660326	0.9439707	0.8936156	0.8364409	0.84933287	0.87062836	0.87924284	0.86243093	0.7720897	0.680956	0.89321303	0.8379046	0.8701707	0.8778394	0.93618083	0.87358135	0.8806428	0.7669053	0.90656626	0.9000805	0.885773	0.70283806	0.80523455	0.78325975	0.88194406	0.84329665	0.66856694	0.0	0.83474994	0.801353	0.8617131	0.8742894	0.79408985	0.9149488	0.87297684	0.85179055	0.89925396	0.90429837	0.6099248	0.82609904	0.9271865	0.59981525	0.91753113	0.8777845	0.89798737	0.72139627	0.94733804	0.77728784	0.837041	0.8682499	0.9142271	0.5892366	0.9080686	0.8868786	0.7998005	0.92986655	0.8394917	0.88922584	0.9072704	0.84010917	0.819986	0.8569516	0.7826788	0.9312014	0.90005654	0.9164132	0.9031063	0.9500199	0.899764	0.9093764	0.94327146	0.8829273	0.9356289	0.88712996	0.8566328	0.8700637	0.91423804	0.8520984	0.9436015	0.9208229	0.84272814	0.5517603	0.8811611	0.8698703	0.9276928	0.7841016	0.8963301	0.83798957	0.60760385	0.85984176	0.8949121	0.8774773	0.9250755	0.70120245	0.59888947	0.8674056	0.91788495	0.7080869	0.86351335	0.91483945	0.83019125	0.92625993	0.91173166	0.8903787	0.8193575	0.89994663	0.8808686	0.9203996	0.90053093	0.91706884	0.9453821	0.9578863	0.7921423	0.8642303	0.88280404	0.81957006	0.86364055	0.87351847	0.939886	0.70432866	0.7815576	0.91582865	0.9194945	0.89858794	0.844417	0.83497185	0.8995339	0.8866013	0.9316931	0.93112886	0.90536726	0.9509392	0.95099986	0.8547851	0.8356558	0.91787976	0.8422654	0.88660425	0.8716596	0.92051935	0.7635315	0.7555176	0.90922165	0.9777267	0.8532169	0.8097398	0.9245746	0.6602676	0.9170654	0.85887396	0.86797446	0.8649679	0.8792833	0.77426994	0.8912464	0.6769276
stad/noun	0.90848297	0.83035827	0.747845	0.7377503	0.9168502	0.891181	0.81829345	0.86067617	0.91996294	0.8782233	0.80192876	0.8802694	0.8426182	0.9142099	0.93597525	0.7471441	0.91617894	0.8319199	0.8818509	0.85338455	0.8232629	0.933922	0.89167595	0.75110984	0.8543893	0.9047926	0.898338	0.9201702	0.9217034	0.61062944	0.89512354	0.8388542	0.8253965	0.9306216	0.87012875	0.85912836	0.87480485	0.8269637	0.83145094	0.89304096	0.8686509	0.8742482	0.9050129	0.8619479	0.71466064	0.9190515	0.85651445	0.81945443	0.86769986	0.86375916	0.8975873	0.88150835	0.8620607	0.83474994	0.0	0.89209014	0.878743	0.93195	0.85942507	0.89503586	0.8882812	0.8396728	0.91263545	0.90796953	0.858598	0.8757162	0.9490621	0.7583174	0.9146346	0.79131734	0.9400456	0.84871197	0.9494259	0.7211251	0.9054527	0.9231693	0.907551	0.85528064	0.92508996	0.9254051	0.8857187	0.9302837	0.8794607	0.86149776	0.9120904	0.88195974	0.87983733	0.8742934	0.8397533	0.91921574	0.9554372	0.89153326	0.86323696	0.92745227	0.8866417	0.8573103	0.9474745	0.84694487	0.891067	0.8773296	0.92641187	0.8860666	0.9049796	0.8643368	0.9263908	0.93209326	0.7494994	0.8335281	0.86229694	0.9118841	0.90293163	0.7676475	0.9164303	0.83042496	0.7993389	0.91547626	0.9213937	0.9145859	0.86854833	0.852964	0.82182086	0.82596624	0.9422063	0.7688322	0.8574471	0.9394236	0.80291325	0.92218316	0.8911769	0.9008389	0.8211474	0.942321	0.6558566	0.9071743	0.94378686	0.8405224	0.90741915	0.91693294	0.9049308	0.9151849	0.9122676	0.8651883	0.91643155	0.80588084	0.9365518	0.72630346	0.85017526	0.86202455	0.94349766	0.92792815	0.87282777	0.9014286	0.8846576	0.9385969	0.9125903	0.9496535	0.92163897	0.95824397	0.8961978	0.89178216	0.8651645	0.9169589	0.83580124	0.9041527	0.8606599	0.929314	0.89352256	0.87000084	0.9479214	0.94131905	0.8719381	0.86248326	0.93460786	0.7656406	0.87700295	0.8974638	0.8839668	0.8531563	0.92395747	0.89178133	0.8645526	0.8838268
wegens/prep	0.9066214	0.8189693	0.7557125	0.92809165	0.89625597	0.8707895	0.74317336	0.8766489	0.8545221	0.89032423	0.74596345	0.9085252	0.35103023	0.8554323	0.94918966	0.8304694	0.9114653	0.840624	0.8640326	0.83394253	0.8947257	0.84803325	0.7916634	0.8331492	0.8834983	0.8787212	0.8997388	0.8546683	0.9495973	0.8926786	0.92741066	0.8501618	0.9489101	0.9341478	0.876029	0.8399607	0.85145926	0.8228646	0.8931575	0.92562157	0.9074719	0.89093685	0.83239317	0.8627121	0.88594216	0.93816316	0.86123466	0.77587473	0.8373835	0.8177213	0.93671155	0.8884153	0.8129723	0.801353	0.89209014	0.0	0.8418775	0.9048555	0.74652094	0.8724911	0.92354715	0.82251704	0.92114097	0.9476084	0.8733353	0.8751206	0.95938087	0.7849648	0.8967916	0.8906444	0.8536375	0.8187988	0.9350843	0.7696142	0.9128383	0.8414233	0.9529725	0.85121363	0.8984718	0.92358196	0.8578286	0.895857	0.86614704	0.89159715	0.9381701	0.92777383	0.844486	0.8531109	0.7785671	0.91695005	0.8953421	0.93742496	0.74230826	0.90637785	0.9297406	0.82511836	0.91754425	0.8345659	0.9093046	0.93757576	0.8539856	0.9156924	0.8864339	0.5373869	0.90315616	0.91710705	0.83781636	0.6742362	0.90202296	0.85164	0.91646713	0.9215691	0.85965204	0.82452494	0.8558394	0.81111646	0.9399781	0.8539258	0.9203905	0.85977334	0.79774475	0.8453846	0.93189496	0.9011881	0.8698822	0.93799543	0.8646554	0.94994384	0.8944697	0.90360343	0.84240615	0.90387	0.8769495	0.9022301	0.9177578	0.91267395	0.9345687	0.95583236	0.7850127	0.9052605	0.9108944	0.883328	0.9276909	0.9365866	0.9525403	0.77833056	0.82253647	0.90513825	0.94511956	0.91683125	0.7692412	0.7710605	0.9231643	0.9268493	0.8999877	0.9350679	0.9132043	0.88661295	0.9057825	0.81980145	0.8920872	0.88673365	0.8822166	0.91715276	0.8480643	0.903146	0.79551613	0.7795818	0.9660079	0.92299956	0.95052165	0.86289984	0.9291196	0.8134261	0.9500236	0.88338375	0.9105254	0.8695992	0.7747327	0.8679556	0.89535046	0.80989736
die/det	0.8565971	0.7906506	0.8392644	0.8083341	0.8751512	0.74378514	0.8126734	0.76268053	0.7611144	0.8842433	0.83538616	0.81000054	0.7032696	0.83268607	0.8045809	0.8116895	0.93095154	0.83536077	0.8610666	0.8587154	0.75729555	0.90189195	0.7059321	0.7953569	0.7686846	0.86116123	0.74432206	0.917609	0.7151499	0.81590915	0.7735183	0.5969413	0.7778802	0.753268	0.85476416	0.7457022	0.73862326	0.6229845	0.82725203	0.93545437	0.76594055	0.7134023	0.6707214	0.7654804	0.858508	0.8442081	0.8294178	0.86794806	0.86364853	0.67620844	0.7560761	0.7419728	0.90092397	0.8617131	0.878743	0.8418775	0.0	0.86828315	0.6576076	0.68301845	0.7952833	0.8019278	0.70471394	0.5963714	0.810861	0.7905537	0.6436975	0.83784115	0.83474207	0.7842895	0.7716564	0.866011	0.87263846	0.76989824	0.7675854	0.63938034	0.6847881	0.8301249	0.7428404	0.8137608	0.9055438	0.85718256	0.7828353	0.8330785	0.69415677	0.7079512	0.83269656	0.62281394	0.7761839	0.876177	0.64639086	0.8085402	0.8558544	0.882288	0.8417413	0.9302245	0.90609145	0.848588	0.8375927	0.8284779	0.64395213	0.7134366	0.74232614	0.6627801	0.94633365	0.6473526	0.88165224	0.80827063	0.6363892	0.6232456	0.86764234	0.82641333	0.72312635	0.6432806	0.8197855	0.7942996	0.8030675	0.8784319	0.83822614	0.8645178	0.80391026	0.72626144	0.66326773	0.78507614	0.75562364	0.6361844	0.7572415	0.8000717	0.8255774	0.73824465	0.7799895	0.65239716	0.8375902	0.67314756	0.55782676	0.87516433	0.90389705	0.8843026	0.72680974	0.7371804	0.7103003	0.82160616	0.6546804	0.6739987	0.70984757	0.84365684	0.7369653	0.84014547	0.6609961	0.61741257	0.7354444	0.7087689	0.62213606	0.75406265	0.88507205	0.6940038	0.6791297	0.89649785	0.78283006	0.65759027	0.8209473	0.8418712	0.7960988	0.66849697	0.8215548	0.8429085	0.83181745	0.77653927	0.6871646	0.9693753	0.7792886	0.8124945	0.7042142	0.8399943	0.7897187	0.73703516	0.5939395	0.8541229	0.7111635	0.81009316	0.80661047	0.9087696
