	het/noun	paar/noun	Bart/name	o/noun	oog_lid/noun	teken/noun	maak/verb	kom_neer/verb	seconde/noun	dreun/verb	zorgwekkend/adj	uitgewoond/adj	dwaal/verb	ondersteund/adj	tintel/adj	dauw/noun	eindig/verb	hoor/verb	lees/verb	staart/noun	pijn/noun	Safin/name	karakter/noun	onzeker/adj	drum/noun	ga_schuil/verb	streep_DIM/noun	ga_samen/verb	zwart/noun	ellende/noun	zelfmedelijden/noun	signaal/noun	eerlijk/adj	plotseling/adj	dooier/noun	ramp/noun	weinig/adj	droog/adj	onderscheid/verb	onderbouwd/adj	ontsnap/verb	steek_af/verb	aanhoudend/adj	den/adv	breek_af/verb	recept/noun	coupé/noun	lijden/noun	matig/adj	waarschuw/verb	nadien/pp	e/noun	lethargie/noun	glas/noun	muur/noun	klank/noun	vermoeid/adj	als/comparative	gekweld/adj	zie/verb	geef/verb	dan/adv	ruis/noun	val/verb	huid/noun	blad/noun	weet/verb	haar/noun	vlak/adj	kerkklok/noun	afgewisseld/adj	dicht/adj	dof/adj	laat/adj	plaat/noun	berusting/noun	vals/adj	glans/noun	zang_stem/noun	zit_op/verb	oud/adj	allemaal/adv	Jagger/name	uittocht/noun	dreun/noun	saai/adj	ritme/noun	schittering/noun	kijker/noun	neerslachtig/adj	stijf/adj	knal/noun	teleurstelling/noun	even/adj	word/verb	bont/noun	enigszins/adv	klap/noun	sfeer/noun	grauw/adj	brok/noun	rond/prep	terwijl/comp	zie_uit/verb	oor/noun	neem_in/verb	Marat/name	bas_lijn/noun	tegelijk/adj	achter/prep	veroorzaak/verb	daar/adv	schoot/noun	droef/adj	bril_glas/noun	veeleer/adv	twintigjarige/adj	maal/noun	doorbraak/noun	1998/noun	ontbloot/verb	sla_toe/verb	kant/noun	bleek/adj	drijf/verb	hun/det	ceremonieel/noun	verweerd/adj	dan/comparative	zand/noun	rafelig/adj	George/name	opeens/adv	dringend/adj	wek/verb	toen/comp	zoandapos;n/det	opwinding/noun	vanuit/prep	vlak/adv	bedoening/noun	daarna/adv	in/comp	drie/num	ruw/adj	merkwaardig/adj	storend/adj	beland/verb	half/adj	soort/noun	overloop/noun	wentel_af/verb	dring_door/verb	vreemd/adj	zucht/noun	te/adv	je/pron	regen/noun	dus/comp	enkel/adv	voel/verb	akelig/adj	gruwel/noun	boven/prep	vlek/noun	weggebruiker/noun	weerklink/verb	donker/adj	explosie/noun	verdrietig/adj	val_af/verb	toon/noun	gestommel/verb	anti_climax/noun	af/adv	blazoen/noun	enthousiasme/noun	smak/verb	nacht/noun	acteur/noun	klop/noun	lees_voor/verb	ratel/adj	metaal/noun	leer/noun	zijn/det	veelvuldig/adj	zoet/adj	heerlijk/adj	verdwijn/verb	hard/adj	als/comp	naar/adj	gelatenheid/noun	die/det	blik/noun	zo/adv	mislukkeling/noun	wat/det	glans/adj	kras/noun	sla/verb	meteen/adv	opgenomen/adj	begeleid/adj	veranderlijk/adj	korrel/noun	bom/noun	soms/adv	troosteloos/adj	Gullegem/name	verword/verb	die/pron	nauw/adj	klik/noun	plomp/adj	altijd/adv	maar/vg	hoop_DIM/noun	helder/adj	vies/adj	één/num	daarin/pp	miserie/noun	gevoel/noun	op/adv	Ahmet/name	gek/adj	licht/noun	kleur/noun	gebakken/adj	schitter/verb	laat/verb	radeloosheid/noun	haar/det	werkelijkheid/noun	kamer/noun	ondervoed/adj	niets/noun	staar/verb	schoen/noun	zeurderig/adj	laag_DIM/noun	vermoeidheid/noun	stil/adj	voet/noun	papier/noun	hol/adj	wat/adv	droog/verb	song/noun	dring_binnen/verb	vertolk/verb	Man/name	talent/noun	bewust/adj	deels/adv	bonk/verb	onduidelijk/adj	verf/noun	want/vg	kunststof/noun	gezoem/verb	last/noun	geluid/noun	druk_uit/verb	dat/pron	theater_zaal/noun	door/prep	en/vg	beteken/verb	gezicht/noun	punt/noun	waardoor/pp	verschijn/verb	buur/noun	of/vg	by/noun	plots/adj	noem/verb	oog/noun	vloek/noun	verte/noun	poeder/noun	variant/noun	ondersteun/verb	antwoord/noun	vlakte/noun	onverschillig/adj	trom/noun	wanhoop/noun	kom_terecht/verb	razernij/noun	begin/verb	kleur/verb	beetje/noun	alleen/adv	sta/verb	geklets/verb	klinker/noun	uit/part	sla_om/verb	vorm/noun	val/noun	kas/noun	weer/adv	licht/adj	stralend/adj	al/det	herhaling/noun	onder/prep	gedrag/noun	er/adv	glijd/verb	poging/noun	Carla/name	dreun/adj	spiegel/noun	percussie/noun	overdreven/adj	roffel/verb	ondoordringbaar/adj	shirt/noun	van/comp	avond/noun	iets/adv	streep/noun	zwaar/adj	met/prep	kort/adj	redding/noun	hoofd/noun	spring/verb	prettig/adj	verdriet/noun	kijk/verb	Brit/noun	koper/noun	oog_DIM/noun	zend/verb	muziek/noun	het/det	overal/adv	oppervlak/noun	na/prep	bol/noun	flank/noun	klink/verb	voorstelling/noun	cd/noun	veredeld/adj	een/det	wat/pron	alsof/comp	Bailliu/name	zodat/comp	kreet/noun	applaus/noun	hart/noun	haar/pron	plaats/comp	meisje/noun	nauwelijks/adv	contrasteer/verb	kortom/tag	hoe/adj	piano/noun	goud/noun	laat_af/adj	dikwijls/adj	Rafter/name	vaak/adj	Bill/name	leegte/noun	lijk/verb	waarmee/pp	tamelijk/adj	vuil/adj	leg_uit/verb	hoog_oven/noun	boor/verb	ik/pron	loop_uit/verb	somber/adj	wit/adj	indruk/noun	duur/adv	daarbij/pp	lig/verb	groen/adj	herinner/verb	ruk/verb	moment/noun	hevig/adj	koud/adj	er/fixed	koninklijk/adj	slag/noun	periode/noun	doordat/comp	tempo/noun	volg/verb	vergeet/verb	gast/noun	sluit_af/verb	kalm/adj	loutering/noun	auto/noun	verontwaardigd/adj	heers/verb	verkeer_ellende/noun	geel_groen/adj	VTM/name	wissel_af/verb	beton_blok/noun	zak_weg/verb	ze/pron	geworden/adj	spierwit/adj	kaal/adj	slechts/adv	zelfs/adv
het/noun	0.0	0.92547834	0.9583651	0.87363535	0.8140409	0.88298833	0.8610588	0.87284577	0.9682936	0.90998435	0.78493035	0.84713554	0.8527093	0.9269827	0.818395	0.9323648	0.94948554	0.84284925	0.7160269	0.92268556	0.8496999	0.9398204	0.8187236	0.7643122	0.92140764	0.84907895	0.8942204	0.89435655	0.8778939	0.8599918	0.7661453	0.8239509	0.7089254	0.77858317	0.8972655	0.8916082	0.81369644	0.8843603	0.90755254	0.7810679	0.9001126	0.8519666	0.9018168	0.8457368	0.9393647	0.8434439	0.8750076	0.91528684	0.87240005	0.85002667	0.9354875	0.989503	0.92750204	0.9192911	0.95404893	0.8234055	0.8076953	0.7543476	0.8518908	0.7993916	0.8917433	0.7160888	0.9054275	0.9227451	0.88042295	0.9254065	0.7388675	0.9054983	0.8178053	0.9350733	0.9248447	0.91169155	0.80743814	0.89175147	0.85675204	0.8232662	0.9094651	0.91860956	0.8952932	0.8825482	0.90638053	0.5648923	0.865348	0.90477836	0.9054407	0.75476027	0.88492346	0.848826	0.8661018	0.87601835	0.8387058	0.8794532	0.88879764	0.6631434	0.8347732	0.9259622	0.71884376	0.9414189	0.78637683	0.8661213	0.90546936	0.9662232	0.8897371	0.71009624	0.85219127	0.8392644	0.9915959	0.88040423	0.77007604	0.9535872	0.90784645	0.8021593	0.9308949	0.81502604	0.9152721	0.7573613	0.93044126	0.93566346	0.9092881	0.96289974	0.870275	0.9096846	0.84248126	0.8451948	0.9251335	0.9210645	0.9040767	0.90608925	0.8346939	0.924905	0.8521321	0.9416134	0.7096137	0.94225377	0.84518015	0.8904049	0.7968683	0.8280672	0.9497947	0.96515185	0.7568895	0.879795	0.8840476	0.95743674	0.88475984	0.7809747	0.7891358	0.90230834	0.9182986	0.82228255	0.95970345	0.89972675	0.86871237	0.7247392	0.88531023	0.7397859	0.6374637	0.9033193	0.7768034	0.9243329	0.6034983	0.81224996	0.8943809	0.9302837	0.88080376	0.8703929	0.8953411	0.87904435	0.9342309	0.75436807	0.9087361	0.7996417	0.9165083	0.8626305	0.85280454	0.91253597	0.8480599	0.9207053	0.92960757	0.87545466	0.9572204	0.8652805	0.8778931	0.90643764	0.87682545	0.9401986	0.9228538	0.82992256	0.8200698	0.88032866	0.8793567	0.68600124	0.8285414	0.79883933	0.7574516	0.85873556	0.6233967	0.8939906	0.855205	0.9110738	0.92013705	0.9318579	0.89189464	0.9587812	0.975603	0.93633795	0.9232632	0.90909123	0.6218159	0.8208553	0.9762708	0.89028114	0.9014186	0.88837117	0.9157239	0.7935068	0.6249751	0.55825305	0.90152234	0.8169909	0.8098137	0.96115005	0.91751224	0.8512335	0.6810913	0.8468987	0.94408774	0.71029985	0.8896406	0.8953443	0.9174154	0.94712955	0.84331286	0.8896944	0.92543536	0.7411744	0.9094306	0.8659902	0.7898637	0.84923226	0.9201395	0.745052	0.90826285	0.82480997	0.7998492	0.9078579	0.88630044	0.88296056	0.68515074	0.9185134	0.83764184	0.9382464	0.9015745	0.9679864	0.91597193	0.8450209	0.9439176	0.89293915	0.68024075	0.92041	0.5293057	0.8994927	0.81057096	0.8302999	0.789272	0.7810795	0.93811005	0.894845	0.9648062	0.9144046	0.9137843	0.77502084	0.97399247	0.8232492	0.9399152	0.8669335	0.8638655	0.94091433	0.7866608	0.7049714	0.86302406	0.8110846	0.88571554	0.8918268	0.8846843	0.9507961	0.83328897	0.91624993	0.713007	0.9123098	0.88140905	0.85083497	0.86701953	0.8674955	0.9301651	0.59847045	0.8490976	0.93108505	0.8250442	0.9329461	0.839926	0.8803749	0.85146236	0.96283925	0.92686653	0.7868927	0.8429221	0.8428389	0.8133377	0.8913108	0.9746942	0.7431032	0.7366519	0.8893376	0.9464241	0.9390762	0.9324411	0.87402374	0.9047308	0.74711156	0.91719425	0.89823365	0.9407546	0.93424934	0.85810995	0.8042714	0.9687081	0.90492994	0.95098174	0.9216128	0.9135937	0.9271966	0.9140375	0.7431768	0.8768172	0.77190745	0.91166794	0.95777154	0.92022616	0.93265045	0.84369063	0.8067943	0.8497219	0.89990944	0.96146697	0.9094822	0.9073866	0.7208695	0.88111675	0.9350146	0.8514391	0.8015357	0.72160673	0.76735157	0.94957095	0.84354925	0.82569885	0.8750751	0.87500626	0.7754922	0.8886688	0.85758126	0.81143165	0.8754049	0.7945703	0.6096884	0.9351616	0.94426227	0.9280542	0.78575444	0.9365628	0.74213433	0.9767056	0.8692643	0.57492834	0.96253526	0.73653424	0.8940822	0.82857466	0.94680333	0.95826185	0.62944543	0.8933623	0.7608384	0.9371841	0.7481632	0.8088111	0.87192386	0.9268989	0.94953847	0.79180235	0.90095687	0.74803156	0.90154934	0.83627355	0.63357675	0.963759	0.9699985	0.92514133	0.8385311	0.851822	0.93296397	0.77318823	0.825374	0.9694146	0.7982712	0.90450144	0.9460648	0.83441365	0.853765	0.988906	0.8799394	0.987449	0.9004052	0.9325163	0.8886836	0.6518831	0.8392718	0.91304934	0.85061	0.9086993	0.7286252
paar/noun	0.92547834	0.0	0.91708434	0.88179183	0.86558306	0.82966393	0.796183	0.8660599	0.5898224	0.8021007	0.9383937	0.87560946	0.8137783	0.8487606	0.8732669	0.8411709	0.75655687	0.66709185	0.83638906	0.8152924	0.8503091	0.9250041	0.8339533	0.94152796	0.8074033	0.84354365	0.7706739	0.9150757	0.7525398	0.87653023	0.9182176	0.89284897	0.923682	0.7391894	0.9210041	0.8684809	0.8885061	0.6719133	0.8069492	0.9083867	0.78544635	0.8724109	0.8992616	0.83796823	0.76430094	0.8402306	0.7938593	0.96569365	0.787724	0.89802736	0.76315045	0.87413573	0.8382946	0.7180086	0.71699095	0.73830044	0.8645229	0.8002487	0.884414	0.797573	0.84374917	0.72807217	0.75553584	0.7931671	0.82157236	0.7451912	0.9168386	0.7816124	0.834192	0.9130494	0.77174354	0.8010287	0.60553235	0.6691313	0.70332354	0.8900931	0.8970491	0.7552899	0.84984916	0.767753	0.73162824	0.8583494	0.79430115	0.878934	0.74992317	0.8284748	0.82051784	0.8797108	0.78647673	0.84981483	0.8782009	0.696899	0.8367896	0.71493137	0.8146809	0.82020724	0.84864986	0.8423345	0.8604332	0.80797434	0.81804174	0.85479075	0.6548195	0.83051664	0.74513435	0.8743495	0.93093324	0.84046924	0.8416702	0.781432	0.8165436	0.7544562	0.7664422	0.8980991	0.86738664	0.877204	0.86554235	0.7314034	0.89291257	0.8377507	0.8937801	0.8218047	0.79625785	0.81776667	0.8653972	0.7934052	0.8901546	0.8796681	0.7323773	0.7262774	0.8418875	0.88488847	0.7053063	0.8756088	0.86460173	0.72977424	0.77988535	0.81092316	0.8882319	0.748564	0.90082043	0.72479695	0.9124289	0.55461615	0.6954162	0.810625	0.8719724	0.73534536	0.7118373	0.7642108	0.89247876	0.9718336	0.8477515	0.8233342	0.79693556	0.84726304	0.75547475	0.7539331	0.77353096	0.764831	0.81431675	0.8476248	0.8991082	0.69639736	0.78434503	0.9505919	0.7161606	0.70960104	0.77466863	0.8799872	0.7856399	0.7639278	0.8706213	0.827886	0.677677	0.79951715	0.90966374	0.8239506	0.77926886	0.8921503	0.87855005	0.8149695	0.82310414	0.84361595	0.7693248	0.70096886	0.8560467	0.76082605	0.661295	0.7338747	0.7280848	0.77368754	0.8247088	0.85427696	0.69433403	0.80641526	0.88493156	0.84591866	0.7270603	0.7129906	0.72951937	0.7595041	0.652811	0.80613595	0.76600045	0.92009777	0.7921675	0.82573605	0.71364665	0.8740443	0.8811257	0.7913046	0.7158395	0.8576943	0.6557765	0.84286255	0.7913667	0.80714506	0.81037694	0.79346204	0.7590499	0.47259885	0.880001	0.8819646	0.90374017	0.846468	0.8775423	0.8619748	0.7862534	0.773707	0.8356918	0.81336606	0.80250967	0.88427436	0.701303	0.85734504	0.81199217	0.9292188	0.89611834	0.8002595	0.6668714	0.84655213	0.80175704	0.91116583	0.801871	0.7289933	0.735208	0.8532533	0.7861251	0.7215357	0.76500756	0.8347804	0.84830344	0.82076335	0.8481019	0.83709395	0.912128	0.8512163	0.8866465	0.74996126	0.78158015	0.8278739	0.82128465	0.8640887	0.68541384	0.8823364	0.8439486	0.8754903	0.7890059	0.6926874	0.80050373	0.7353772	0.8064142	0.67765343	0.6278565	0.84318256	0.692672	0.9109167	0.67782325	0.9011949	0.8238638	0.86985236	0.74036354	0.7444963	0.8238102	0.9109882	0.8895376	0.8277164	0.8918369	0.84419316	0.8406894	0.8521153	0.88345665	0.82265747	0.843089	0.8000436	0.7971008	0.72506833	0.87185514	0.79448783	0.8397979	0.83007985	0.7850176	0.84667295	0.88547724	0.7471259	0.7120722	0.73222524	0.8326433	0.85522467	0.78408617	0.89388967	0.7789038	0.7101661	0.83481693	0.9126928	0.87058157	0.7165276	0.8539609	0.90764564	0.8437855	0.871713	0.714005	0.89029664	0.74809813	0.7852911	0.67719865	0.7814428	0.64380646	0.6651459	0.7796282	0.7101095	0.68412554	0.86095107	0.8943608	0.80955625	0.87971	0.7827014	0.8887062	0.9125029	0.7392868	0.86602414	0.73959064	0.7835323	0.72820234	0.7723952	0.7518096	0.70290947	0.83988994	0.69164807	0.8413352	0.6124566	0.9165066	0.7298672	0.9457733	0.724385	0.81915677	0.8026353	0.85359466	0.7925347	0.87605524	0.7656313	0.8117159	0.90324914	0.84892887	0.913179	0.76920664	0.7803526	0.91201377	0.85550094	0.9115007	0.8039697	0.9136901	0.83458847	0.8064611	0.7373005	0.8133283	0.7467564	0.91922766	0.904459	0.8298769	0.8298929	0.7887431	0.8677319	0.68910486	0.8508634	0.86148673	0.8337332	0.8192545	0.80363715	0.7948017	0.85863733	0.76421505	0.7847401	0.78376275	0.8474906	0.7865404	0.9014915	0.82932484	0.81107247	0.8445609	0.7687264	0.8699169	0.7864605	0.9117554	0.8418614	0.9314034	0.74570906	0.8295045	0.8816933	0.9499656	0.85432047	0.92060876	0.7969067	0.8312502	0.82172734	0.77298963	0.7803687	0.7847841	0.7592269	0.67423546	0.7326742
Bart/name	0.9583651	0.91708434	0.0	0.9562626	0.935351	0.7889726	0.97281575	0.86347216	0.848859	0.9501001	0.9710743	0.99351144	0.9482602	0.89502597	0.9117967	0.9831904	0.77127725	0.7756053	0.9370998	0.90598834	0.8638457	0.85544777	0.92693985	0.8843652	0.85282195	0.90867764	0.94816154	0.8933067	0.92591405	0.8654585	0.9773445	0.98351294	0.9378854	0.74560285	0.9682633	0.97930145	0.94045657	0.9069044	0.94190145	0.9229544	0.83707666	0.9274381	0.91895056	0.9786868	0.9235803	0.94736886	0.92711514	0.94764364	0.8696954	0.9819707	0.7885832	0.9639566	0.93949425	0.85010266	0.9414958	0.8662499	0.8751143	0.9319829	0.8567662	0.9269939	0.85846335	0.9346801	0.97950786	0.9476889	0.88751376	0.9287232	0.96116674	0.93734896	0.86929023	0.9538696	0.8401578	0.93655854	0.7154201	0.87608653	0.8987964	0.92571765	0.92893726	0.9361885	0.99224454	0.9152746	0.9501331	0.950133	0.9431888	0.9573164	0.84961665	0.9386343	0.8119382	0.9404082	0.86108255	0.91248155	0.86024153	0.86556435	0.86832917	0.7913881	0.88307476	0.88477623	0.9156557	0.7876732	0.9128153	0.9428641	0.8793913	0.8912965	0.85136485	0.9713278	0.88807636	0.88692886	0.87000954	0.9076229	0.90067774	0.81099725	0.900694	0.90548927	0.9379288	0.93361974	0.9358456	0.9527139	0.85053194	0.91974175	0.7484428	0.93397284	0.96751183	0.88239354	0.9415498	0.89096755	0.8682438	0.8493827	0.9430474	0.96169704	0.9375501	0.9117139	0.96379006	0.8591617	0.8378556	0.9414061	0.7775115	0.7947977	0.8570792	0.8251847	0.91372013	0.89000875	0.99291426	0.8298976	0.9345833	0.918787	0.9016351	0.91920805	0.9527805	0.8426119	0.8876718	0.8697212	0.8828977	0.97300935	0.8872196	0.9504909	0.8989271	0.9601321	0.9425393	0.89268774	0.9125901	0.8038551	0.88064474	0.94064474	0.9761108	0.8869884	0.9755768	0.98111093	0.8496005	0.89725	0.90006185	0.9596252	0.95659834	0.9259887	0.9395294	0.897354	0.8110279	0.96652925	0.8951674	0.9213728	0.8969469	0.82180893	0.79905367	0.8641441	0.90493494	0.9271646	0.9729187	0.8261965	0.80426186	0.9075205	0.85555273	0.93573904	0.8797064	0.92121506	0.9558957	0.94009227	0.8718264	0.8616041	0.94115853	0.96889544	0.8270204	0.9437904	0.9541572	0.88302225	0.85989916	0.92596674	0.8299439	0.93820286	0.96416354	0.95909786	0.89666754	0.9166013	0.7207519	0.8762472	0.78811145	0.9617165	0.9456433	0.9929654	0.92938095	0.91346955	0.9033025	0.9186937	0.8923262	0.9152289	0.87853116	0.83704495	0.8612781	0.9278835	0.8396742	0.95208514	0.8612331	0.9178723	0.952562	0.83555824	0.91785896	0.94051903	0.84875536	0.8983489	0.8390196	0.9632723	0.981296	0.9184447	0.961155	0.96895874	0.94194007	0.89138186	0.93256783	0.85602874	0.9371933	0.84745187	0.8860389	0.9749901	0.8974178	0.92798656	0.8781385	0.7878053	0.8880522	0.95940423	0.9580577	0.97215503	0.94785285	0.9458776	0.9229592	0.9285745	0.9844529	0.8450317	0.85272264	0.9613845	0.8973714	0.94417584	0.8069537	0.7596379	0.86912477	0.89447814	0.8474426	0.9050086	0.92638797	0.7475785	0.9015851	0.9566511	0.7521178	0.97637063	0.88449144	0.8741268	0.8782756	0.94133544	0.95564616	0.83500034	0.94363177	0.9507433	0.9440167	0.88572407	0.88957775	0.8895463	0.9674414	0.83693004	0.91759276	0.8901973	0.9012237	0.94633204	0.9623233	0.960889	0.86959046	0.8703726	0.96469367	0.84053606	0.9586298	0.8539791	0.8284631	0.9379623	0.8553601	0.8520962	0.9508035	0.97924525	0.95422614	0.9416237	0.8916774	0.9455614	0.98537153	0.94443	0.8001143	0.9436294	0.9041038	0.9383108	0.9178616	0.936231	0.8955538	0.9252586	0.87526536	0.87522006	0.8530948	0.9361931	0.8937322	0.8750363	0.8588308	0.89684653	0.9108638	0.9219271	0.8946328	0.92741805	0.83052915	0.9534063	0.8628324	0.9457032	0.95540565	0.88930243	0.8264855	0.95175296	0.8720212	0.77444726	0.7755942	0.89755297	0.93202406	0.82602817	0.9457785	0.8596052	0.80818474	0.9152104	0.8562072	0.8938733	0.9007759	0.8889309	0.9226464	0.8256484	0.90068555	0.96316075	0.90090275	0.9250559	0.83484614	0.9155358	0.9137775	0.8777423	0.95429605	0.8918754	0.8879663	0.8862913	0.8878253	0.83623636	0.91813505	0.93339896	0.854197	0.97081935	0.9154216	0.9004101	0.7781962	0.94975805	0.91789705	0.9449051	0.9821937	0.9320218	0.95252216	0.9158559	0.9142641	0.95502555	0.9009323	0.9306738	0.9045493	0.98032427	0.89931256	0.8265382	0.9107752	0.9612651	0.937596	0.84392166	0.86492825	0.8970861	0.91112727	0.9175538	0.9784007	0.9150878	0.9252554	0.91084963	0.99020934	0.94310296	0.81147945	0.8237507	0.97542125	0.796965	0.9058344	0.85452956	0.94888556	0.91594285	0.8976768	0.8872985
o/noun	0.87363535	0.88179183	0.9562626	0.0	0.8625345	0.82351863	0.88440436	0.85940194	0.9150388	0.8395288	0.8456477	0.8514549	0.7776747	0.79436636	0.81573075	0.86783344	0.81217116	0.8275399	0.78251123	0.8477447	0.80360234	0.9242409	0.79356384	0.9176247	0.8107549	0.88867116	0.66185594	0.8151753	0.76908374	0.82008	0.83999187	0.84910667	0.8351639	0.8250424	0.86606586	0.9184295	0.9331391	0.85356444	0.7035837	0.8329767	0.8487563	0.71452236	0.8752247	0.8971	0.88734573	0.82020473	0.7513526	0.71245754	0.86642253	0.9165138	0.8843879	0.33894992	0.83595574	0.82208097	0.8931776	0.6548482	0.8542745	0.8417554	0.77450407	0.83927774	0.87191695	0.8964299	0.8075155	0.8462617	0.85839975	0.8343829	0.9334097	0.8606528	0.7271412	0.8474687	0.6767582	0.87049866	0.7264459	0.9087255	0.72944105	0.84542274	0.77060544	0.83552605	0.78433883	0.8880874	0.88845897	0.84165365	0.7840321	0.8220846	0.82360125	0.8632951	0.8293479	0.79882777	0.8903323	0.8549863	0.8908039	0.8493831	0.89579517	0.89006793	0.85233146	0.73120064	0.8435604	0.8812331	0.8192928	0.8095503	0.8178407	0.8894995	0.8380306	0.8701342	0.8326057	0.93057203	0.9383166	0.85290515	0.7907791	0.8522809	0.86059344	0.8414712	0.84398687	0.83481586	0.8907901	0.79395616	0.8638791	0.84824	0.8762415	0.9199752	0.85774034	0.93673956	0.8826687	0.7746476	0.8086298	0.88066643	0.87189066	0.8382678	0.87255126	0.83537424	0.80829495	0.9179792	0.79636425	0.8781054	0.867766	0.92847335	0.84706473	0.8666613	0.9178461	0.91385746	0.83629924	0.87414575	0.91242015	0.8709314	0.8551023	0.77576673	0.8333325	0.8794056	0.9546302	0.8466344	0.90259796	0.8882452	0.8533393	0.80738246	0.9087221	0.87138015	0.8295193	0.8853126	0.8446625	0.8972255	0.8770063	0.7538185	0.58081055	0.8541913	0.8513935	0.81898457	0.8302624	0.7361599	0.8842468	0.8626579	0.8534036	0.7230696	0.87530833	0.84140944	0.82924616	0.82575	0.8531157	0.7937509	0.89302015	0.8351501	0.9052912	0.8385636	0.776438	0.84531844	0.8203055	0.8855392	0.79599535	0.6872301	0.71518207	0.9112562	0.86952555	0.8389554	0.81041205	0.82920474	0.75375503	0.84140265	0.8048761	0.8108957	0.8737102	0.7694649	0.8638102	0.9124041	0.8667196	0.7550105	0.7826395	0.8777059	0.88433754	0.8372276	0.78567964	0.83049166	0.9136345	0.82952636	0.7701956	0.8657249	0.80695975	0.82496274	0.8188764	0.83970356	0.88773644	0.70403564	0.7924593	0.8903578	0.8219537	0.85815585	0.7918505	0.89413965	0.90042853	0.8026539	0.7873607	0.7361639	0.77940285	0.777823	0.89534897	0.8376311	0.86138964	0.8274954	0.89891565	0.8746298	0.91842705	0.79055035	0.91460836	0.7631924	0.8101525	0.8762497	0.83048487	0.9220903	0.8590099	0.79860663	0.8065741	0.85725754	0.70704585	0.8643494	0.7564525	0.70417804	0.9176307	0.8461724	0.88865656	0.8727519	0.8765904	0.85181725	0.8181466	0.8671477	0.8345881	0.93082565	0.7608532	0.77254295	0.85211325	0.87904423	0.8670449	0.78583884	0.85547245	0.8488661	0.93722284	0.7962488	0.83416116	0.8703323	0.7610826	0.82730544	0.8585806	0.87700015	0.84268063	0.8063037	0.831648	0.8526546	0.77290535	0.88949203	0.88301164	0.9027686	0.7841935	0.8513089	0.8109495	0.8773161	0.7923277	0.8960216	0.80034614	0.8445524	0.8123231	0.8744347	0.8145619	0.6081211	0.94662505	0.86965716	0.8019998	0.87450314	0.811988	0.87589437	0.8290144	0.8364917	0.7873717	0.8486694	0.8861757	0.8891627	0.890162	0.86146283	0.94429433	0.85394984	0.8576352	0.7738241	0.8367918	0.8606572	0.8889228	0.8432634	0.8424722	0.9117038	0.86104304	0.82180095	0.91903067	0.9350511	0.8338196	0.7987647	0.86661226	0.90407276	0.9162959	0.8162001	0.8160145	0.85402364	0.88602287	0.87199545	0.8993169	0.83338714	0.7422378	0.83485126	0.8604566	0.83369344	0.9409177	0.7797918	0.8168644	0.7512324	0.8113181	0.72688186	0.87833345	0.7945818	0.8311158	0.8378464	0.8879977	0.8702557	0.8341136	0.8755401	0.84406686	0.8452389	0.8843149	0.88543683	0.8482512	0.7526984	0.84576684	0.88819695	0.7335101	0.87469596	0.8717749	0.79200995	0.91860586	0.8024364	0.89704674	0.7232398	0.84506106	0.79913586	0.8414569	0.83487445	0.91410977	0.87407297	0.9222702	0.8706824	0.9035798	0.7797616	0.7908645	0.93356514	0.89067066	0.82374555	0.886962	0.85605645	0.76866806	0.88006526	0.9106131	0.9141242	0.7717256	0.8776626	0.82940537	0.89641434	0.9339431	0.8414619	0.84770787	0.9431945	0.8792738	0.90824664	0.973077	0.79623663	0.8299081	0.90135014	0.82506937	0.8856126	0.8611026	0.8417978	0.8470412	0.81802714	0.8413577	0.8062794	0.8805532	0.81352	0.81874627	0.78119653	0.8367341	0.838776
