	subliem/adj	gedrag/noun	mag/verb	heers/verb	hard/adj	stijf/adj	fluit/adj	verdrietig/adj	weggebruiker/noun	zit_op/verb	kijk/verb	kort/adj	breek_af/verb	glans/noun	op/adv	tegelijk/adj	sta_caravan/noun	antwoord/noun	kalm/adj	dikwijls/adj	veelvuldig/adj	laag_DIM/noun	dicht/adj	dier/noun	trots/noun	streep/noun	soort/noun	verontwaardigd/adj	uitgewoond/adj	klinker/noun	cd/noun	soundtrack/noun	plots/adj	nacht/noun	sport/noun	punt/noun	portier/noun	droog/verb	herhaling/noun	neerslachtig/adj	exclusief/adj	laat/adj	e/noun	blik/noun	geheel/noun	tintel/adj	vlot/adj	variant/noun	moedeloosheid/noun	oog_DIM/noun	weer/adv	keel/noun	kreet/noun	onthul/verb	theater_zaal/noun	waai_aan/verb	acteur/noun	zucht/noun	plotseling/adj	wit/adj	veraf/adj	zie/verb	oppervlak/noun	bewust/adj	rafelig/adj	karakter/noun	lig/verb	klop/noun	meisje/noun	kunststof/noun	slag/noun	voorstelling/noun	dring_door/verb	kraan/noun	te/adv	zend/verb	gekweld/adj	licht/adj	verdriet/noun	droog/adj	voet/noun	auto/noun	droef/adj	waarschuw/verb	15.30/noun	doods/adj	koud/adj	onderbouwd/adj	groen/adj	licht/noun	opwinding/noun	overal/adv	nauw/adj	knal/noun	bril_glas/noun	weinig/adj	leegte/noun	zender/noun	vuil/adj	rinkel/adj	wen/verb	lach/noun	teken/noun	dringend/adj	verte/noun	matig/adj	kant/noun	roffel/verb	verdwijn/verb	vaak/adj	herinner/verb	beeld/noun	staar/verb	noem/verb	lens/noun	hart/noun	bom/noun	deels/adv	brok/noun	nauwelijks/adv	plomp/adj	zwart/adj	eindig/verb	schaamte/noun	mislukkeling/noun	akoestisch/adj	bedoening/noun	enigszins/adv	waas/noun	schouw/noun	ga_schuil/verb	uitlaat/noun	bus/noun	spiegel/noun	gespannen/adj	druk_uit/verb	avond/noun	Rus/noun	koel/adj	ceremonieel/noun	verdacht/adj	oog/noun	operatie/noun	beland/verb	radeloosheid/noun	bezitter/noun	geel_groen/adj	altijd/adv	glazuur/noun	horde/noun	illustreer/verb	vloek/noun	verontwaardiging/noun	bederf/verb	raak_kwijt/verb	storend/adj	teleurstelling/noun	glijd/verb	vloer/noun	diep/adj	weerklink/verb	glas/noun	kogel/noun	geworden/adj	val_af/verb	wanhoop/noun	begin/verb	omschrijf/verb	paar/noun	slechts/adv	steevast/adj	2/noun	buiten/adv	wentel_af/verb	dreun/verb	schitter/verb	stoffig/adj	periode/noun	buur/noun	loop_vast/verb	overloop/noun	het/noun	doorbraak/noun	weg_versperring/noun	stijg_op/adj	heerlijk/adj	vlak/adv	ondersteund/adj	slapeloos/adj	laat_af/adj	toon/noun	nadruk/noun	populair/adj	anti_climax/noun	ruk/verb	stil/adj	kleur/noun	streep_DIM/noun	verschijn/verb	helderheid/noun	hevig/adj	geluid/noun	opeens/adv	laat/verb	onophoudelijk/adj	auteur/noun	schoot/noun	poging/noun	klik/noun	oog_lid/noun	dreun/adj	dik/adj	gevoel/noun	pijn/noun	parel/noun	zorgwekkend/adj	gevuld/adj	butler/noun	begeleid/adj	veranderlijk/adj	gezoem/verb	finaal/adj	huid/noun	contrasteer/verb	laag/adj	allemaal/adv	troosteloos/adj	vertolk/verb	hoop_DIM/noun	kijker/noun	donker/adj	beetje/noun	trom/noun	gast/noun	sta/verb	kom_neer/verb	uittocht/noun	strijker/noun	bol/noun	iets/adv	zeker/adv	ellende/noun	er/adv	tweedehands/adj	vluchteling/noun	been/noun	baas/noun	veeleer/adv	hoe/adj	ver/adj	prettig/adj	daar/adv	gevolgd/adj	hoofd/noun	klink/verb	muur/noun	electronisch/adj	toe/adv	enthousiasme/noun	geef/verb	appel/noun	kerkklok/noun	sla_om/verb	vies/adj	voorraad/noun	hoog_oven/noun	nergens/adv	dooier/noun	maak_schoon/verb	tempo/noun	vloek/verb	explosie/noun	loop_uit/verb	leer/noun	zwak/noun	naakt/adj	klap/noun	miserie/noun	niets/noun	saai/adj	water/noun	vervolgens/adv	vulpen/noun	almaar/adv	besneeuwd/adj	hond/noun	opgenomen/adj	duur/adv	onduidelijk/adj	zo/adv	aanhoudend/adj	rook/noun	razernij/noun	lees_voor/verb	klater/adj	indruk/noun	geweer_schot/noun	aanmoediging/noun	net/adj	spring/verb	ruis/noun	ritme/noun	maart/noun	helder/adj	voel/verb	gek/adj	gras/noun	lijden/noun	klank/noun	val/verb	onzeker/adj	piano/noun	slaap/noun	dauw/noun	voortijdig/adj	1998/noun	bont/noun	haar/noun	papier/noun	gitaar/noun	vlak/adj	ruw/adj	verkeer_ellende/noun	dof/adj	wek/verb	gezicht/noun	maak/verb	veld/noun	kas/noun	overdreven/adj	plaat/noun	vlijmscherp/adj	drum/noun	bleek/adj	lethargie/noun	last/noun	autistisch/adj	eerlijk/adj	schot/noun	bonk/verb	o/noun	onverschillig/adj	metalen/adj	schoen/noun	dwaal/verb	weet/verb	even/adj	Brit/noun	oud/adj	verf/noun	coupé/noun	maal/noun	wat/adv	blad/noun	ontbloot/verb	grauw/adj	veel/adj	verword/verb	sluit_af/verb	haal_over/verb	ster/noun	verwijt/verb	gestommel/verb	goud/noun	word/verb	kaal/adj	ondervoed/adj	oor/noun	dan/adv	percussie/noun	vermoeidheid/noun	signaal/noun	begin/noun	min/adj	ondersteun/verb	ondoordringbaar/adj	eufemistisch/adj	kleur/verb	talent/noun	zang_stem/noun	stof/noun	zoet/adj	kom_terecht/verb	blazoen/noun	beton_blok/noun	lijk/verb	wakker/adj	hoor/verb	bijna/adv	recept/noun	stralend/adj	zelfs/adv	beteken/verb	ga_samen/verb	spierwit/adj	poeder/noun	krul/noun	en/adv	berusting/noun	alleen/adv	beuk/verb	zand/noun	redding/noun	oog/verb	veroorzaak/verb	tand/noun	storing/noun	blazer/noun	moment/noun	daarna/adv	zeurderig/adj	wissel_af/verb	regen/noun	staart/noun	bas_lijn/noun	merkwaardig/adj	schilderij/noun	grond/noun	onderscheid/verb	hol/adj	jas/noun	hang/verb	zelfmedelijden/noun	bloedserieus/adj	krokus_vakantie/noun	pas/verb	veredeld/adj	vreemd/adj	twintigjarige/adj	verweerd/adj	werkelijkheid/noun	ratel/adj	boor/verb	sla_toe/verb	seconde/noun	kras/noun	voortreffelijk/adj	akelig/adj	echt/adj	afgewisseld/adj	soms/adv	strak/adj	nipt/adj	loutering/noun	af/adv	gelatenheid/noun	by/noun	geklets/verb	song/noun	tafel/noun	onmiddellijk/adv	vlakte/noun	tamelijk/adj	zege/noun	zwart/noun	kamer/noun	ongekend/adj	ontplof/adj	neem_in/verb	koper/noun	korrel/noun	sfeer/noun	vals/adj	praat/verb	triomfantelijk/adj	naar/adj	val/adj	sommig/adj	volg/verb	zwaar/adj	smak/verb	shirt/noun	verkrampt/adj	metaal/noun	somber/adj	den/adv	dreun/noun	veroorzaakt/adj	vorm/noun	druif/noun	muziek/noun	gruwel/noun	vergeet/verb
subliem/adj	0.0	0.8996769	0.875603	0.8371977	0.7488501	0.8574059	0.8072529	0.86275566	0.92714673	0.89489645	0.8569336	0.8687624	0.90525526	0.72639585	0.819345	0.7148741	0.92118776	0.86263835	0.6692022	0.7730352	0.82858235	0.8260186	0.8666928	0.85768986	0.8714046	0.8132905	0.854847	0.8817464	0.8192302	0.825057	0.68288195	0.64378685	0.8178602	0.90561706	0.8550777	0.8985876	0.84300035	0.80733854	0.83984625	0.7791448	0.8762089	0.79668975	0.8548002	0.8060513	0.66024417	0.6956281	0.77857625	0.8395636	0.8852026	0.8847633	0.79162467	0.8159208	0.71935767	0.79735976	0.85644674	0.83821785	0.65779066	0.7849925	0.7497041	0.8407505	0.773775	0.79513305	0.7914145	0.86718225	0.7666533	0.74879444	0.91659105	0.91896635	0.8888231	0.8452629	0.8577932	0.6223487	0.8608577	0.8826419	0.86011624	0.81403023	0.7587087	0.77514386	0.8185319	0.76811254	0.8142712	0.9280156	0.7134039	0.9047855	0.8510583	0.78999233	0.8433353	0.7374819	0.8447994	0.7782624	0.7646532	0.81089664	0.78977305	0.7572798	0.859079	0.85886073	0.7895802	0.8779531	0.8659161	0.80271983	0.78565735	0.7610336	0.8695377	0.8962256	0.77687365	0.73574674	0.86105394	0.7283248	0.8441553	0.7786586	0.74240917	0.73182255	0.8201741	0.90317124	0.84754443	0.8806169	0.9163047	0.8534266	0.8240651	0.85482174	0.8455514	0.8629159	0.76197565	0.8742347	0.81661797	0.64091754	0.8184058	0.8288198	0.833153	0.80441976	0.76295704	0.8560716	0.93442404	0.8839657	0.76402014	0.8234473	0.7692458	0.9173358	0.77676606	0.8733455	0.91604906	0.8265666	0.7885774	0.81558466	0.85112983	0.9032222	0.8644822	0.80584735	0.8650645	0.877609	0.6970817	0.8451294	0.8308857	0.79916817	0.85273325	0.7667859	0.8279947	0.7291247	0.805896	0.79676604	0.71472096	0.83567286	0.88196707	0.77961224	0.85094845	0.7556778	0.87639445	0.806319	0.7791412	0.8853862	0.73910624	0.9386023	0.81178856	0.90945315	0.7583431	0.76481354	0.78682446	0.854685	0.89788526	0.779691	0.9085021	0.9002259	0.840422	0.88847315	0.861329	0.62384	0.8271622	0.6361433	0.9079501	0.83702964	0.620404	0.7635695	0.7689294	0.7852964	0.82046974	0.78618664	0.7075247	0.8001025	0.8207651	0.5853712	0.8205421	0.6920213	0.7458743	0.85190547	0.8055251	0.789744	0.81397325	0.77566016	0.82571733	0.8319849	0.7253026	0.8193438	0.7814976	0.87638396	0.80793476	0.85030067	0.7585583	0.8362482	0.6346266	0.7891805	0.89235187	0.7393726	0.8190572	0.73998755	0.82043743	0.8634802	0.8195781	0.6247111	0.862744	0.8413687	0.70426756	0.79347485	0.8657817	0.85641336	0.8749216	0.7754353	0.88849473	0.6229321	0.8014242	0.78456986	0.87444305	0.835467	0.8605777	0.8786461	0.91401404	0.881068	0.93678546	0.74214494	0.8255533	0.85676765	0.7083663	0.8477261	0.76620364	0.85021025	0.6409065	0.87402177	0.7215601	0.7738715	0.8240428	0.80412924	0.86874133	0.8603506	0.7691971	0.8446904	0.88043195	0.8865679	0.6775683	0.8545057	0.89574647	0.65545386	0.7938398	0.76797473	0.7988483	0.7588339	0.87115705	0.7806864	0.864279	0.828472	0.948896	0.73193	0.8100594	0.8049702	0.8923979	0.80838114	0.80539554	0.8993985	0.64606404	0.858465	0.8366573	0.8143826	0.8465609	0.881788	0.83846796	0.7324528	0.7217926	0.8096967	0.8436256	0.83656526	0.754091	0.76911056	0.8629773	0.6096119	0.9511971	0.6483333	0.8424489	0.8830697	0.814752	0.78949237	0.5792614	0.88667804	0.87431175	0.62498784	0.8497652	0.86252475	0.86815655	0.950303	0.85465467	0.8652192	0.87706614	0.64654064	0.7572061	0.78303605	0.8988639	0.66877264	0.86055195	0.8521917	0.8587816	0.8557428	0.8938799	0.807966	0.65065765	0.7245264	0.68620574	0.81066334	0.84763277	0.955713	0.83883214	0.8695928	0.75328207	0.8841239	0.82531226	0.7666398	0.82511324	0.8676396	0.8117459	0.94540924	0.77472514	0.86245346	0.83231497	0.88924575	0.8470185	0.8910877	0.7622793	0.8775146	0.89511156	0.83191067	0.8249278	0.90848243	0.9083406	0.8681591	0.7870764	0.93501675	0.8962114	0.8575354	0.83058155	0.7542323	0.8862185	0.8266587	0.8823332	0.5852452	0.85948217	0.8668546	0.925512	0.8610114	0.5736113	0.834818	0.8463062	0.7566472	0.82475793	0.72004324	0.8914726	0.76943755	0.9031362	0.8759497	0.8912474	0.77527	0.849904	0.7148032	0.82206297	0.80640364	0.8058976	0.7673533	0.79844606	0.605281	0.88430655	0.862479	0.8427694	0.7700715	0.78829795	0.86145633	0.7676549	0.8490323	0.65336025	0.78983104	0.8991641	0.8735556	0.9148706	0.5966225	0.74998057	0.74271095	0.7942508	0.62086695	0.82661533	0.8610643	0.6925853	0.7310145	0.8268863	0.8954103	0.76615417	0.7658453	0.8739642	0.86669457	0.8105405	0.78903735	0.9224533	0.70592403	0.84070534	0.80362934	0.8910902	0.8387856	0.79977643	0.70635414	0.8585844	0.8486955	0.82028407	0.8726248	0.46838963	0.75685036	0.79451895	0.73280555	0.6770536	0.6633679	0.7290795	0.8018975	0.7827878	0.74490094	0.8111465	0.89580125	0.57062924	0.88961965	0.78204495	0.8573836	0.7391299	0.8690362	0.79356563	0.8941996	0.77024806	0.8941732	0.87309957	0.7885289	0.89132524	0.6503043	0.86766905	0.8268017	0.8126887	0.8074557	0.8478093	0.8573016	0.75616646	0.891076	0.8196969	0.8355819	0.82842624	0.83261585	0.72191733	0.85795355	0.74451554	0.8613928	0.77503085	0.81555754	0.6171339	0.8289707	0.8655425
gedrag/noun	0.8996769	0.0	0.8649529	0.781948	0.83228236	0.86695826	0.9231026	0.71811545	0.7233292	0.9077334	0.8477237	0.9084023	0.8828516	0.87881887	0.81917614	0.76714426	0.9332704	0.8813695	0.82708126	0.6930702	0.7618675	0.929357	0.94869125	0.6828126	0.8338022	0.94545835	0.69952106	0.74561006	0.9369234	0.84839404	0.8935441	0.94965464	0.8575313	0.9039965	0.8346935	0.9571164	0.9344268	0.92020655	0.74838567	0.9312535	0.89410996	0.9466534	0.85689723	0.80693966	0.808807	0.8858997	0.91289896	0.79299396	0.82669437	0.9390934	0.86887777	0.8502593	0.7834919	0.8885812	0.9251667	0.86991656	0.8732655	0.8600479	0.7788045	0.8762305	0.7893046	0.8440083	0.8639542	0.78680146	0.892554	0.7227071	0.91333735	0.96342057	0.82975984	0.88228315	0.91478026	0.86640316	0.81641406	0.90466	0.7513368	0.857406	0.84304273	0.7212895	0.7754826	0.8704813	0.90520823	0.88192904	0.8776339	0.7655651	0.90190816	0.91569656	0.8518441	0.8834091	0.87934864	0.81166023	0.7604637	0.8756716	0.90656364	0.82443625	0.84636134	0.7495316	0.80665314	0.80320466	0.87217313	0.9194863	0.6978656	0.8632057	0.7620152	0.88285685	0.8674572	0.86780024	0.8087617	0.8967697	0.8404609	0.59665596	0.86818737	0.7605592	0.82956535	0.6492982	0.86293125	0.9447369	0.8778993	0.7423769	0.86708474	0.7864491	0.8709177	0.88187456	0.9175998	0.77972823	0.8925981	0.87832785	0.87168163	0.63385475	0.84263337	0.92034346	0.8452029	0.94627786	0.920034	0.85962987	0.7959649	0.70098484	0.8860256	0.8635877	0.7862188	0.8650683	0.7846402	0.81412256	0.8543087	0.8782901	0.8268984	0.8249701	0.8703425	0.8139473	0.92152864	0.81902945	0.8308078	0.81717396	0.7207558	0.8744769	0.86566263	0.643105	0.7772847	0.90754426	0.86805886	0.85712314	0.89300084	0.91208184	0.9476564	0.8675144	0.8683686	0.7836494	0.8567875	0.73734915	0.91688526	0.87028533	0.80027866	0.9274253	0.8535507	0.8253194	0.8975234	0.9354012	0.90126616	0.90627486	0.752412	0.847545	0.92104685	0.757602	0.93666077	0.9012587	0.8132201	0.87209177	0.92537147	0.9426449	0.8453551	0.8267845	0.7626271	0.8394399	0.94275606	0.9402977	0.89311755	0.78629655	0.7865921	0.91750485	0.9274456	0.8619504	0.7811937	0.7399559	0.8195282	0.87842554	0.77080494	0.76040834	0.9378573	0.81962013	0.86318815	0.8949529	0.8691675	0.92188877	0.7743845	0.7299925	0.9115118	0.7568898	0.8900382	0.8881781	0.95388335	0.8431179	0.82090825	0.823948	0.85322094	0.7887521	0.84808713	0.8242897	0.8314869	0.92129886	0.88894343	0.81946933	0.8897856	0.6787534	0.9048275	0.85121006	0.8899574	0.728751	0.87763727	0.91036236	0.90659076	0.82618535	0.7464918	0.7789855	0.8826004	0.8907591	0.88140565	0.91171753	0.7933643	0.6584042	0.80848825	0.8898811	0.8462381	0.90531754	0.9351845	0.8766292	0.74730396	0.85617286	0.87949485	0.810611	0.84477115	0.8804854	0.90589595	0.87999207	0.77820385	0.87990487	0.84238267	0.94457924	0.7506324	0.9324354	0.89964175	0.8739333	0.79626846	0.8543041	0.9182604	0.89733917	0.7972727	0.87711596	0.89106697	0.8310852	0.8298452	0.82635015	0.8799263	0.88641185	0.93678665	0.7742629	0.90874267	0.75305146	0.8836761	0.80272526	0.7900622	0.7683538	0.7551532	0.80508596	0.80716103	0.85950714	0.8974619	0.8134119	0.897913	0.84405255	0.8869176	0.85480714	0.78354985	0.84797955	0.98094475	0.8796987	0.7854131	0.8554001	0.86697674	0.7475016	0.7864969	0.8835923	0.7876021	0.9049646	0.8303375	0.9016938	0.9111787	0.93998367	0.86944747	0.8720727	0.9008232	0.8806556	0.85486746	0.84031475	0.8526584	0.6406101	0.7130437	0.80355203	0.8545321	0.8759607	0.92185295	0.71850777	0.89132035	0.90944916	0.9309312	0.87028575	0.8891548	0.7225672	0.6693202	0.7957158	0.95967776	0.9019036	0.911603	0.76079714	0.8604619	0.9196696	0.9045499	0.9255944	0.842152	0.8050839	0.8469772	0.8626542	0.8895527	0.88636845	0.70428824	0.8975645	0.8765396	0.902966	0.7558673	0.9212947	0.9444037	0.88753825	0.892601	0.7282007	0.89923495	0.95127064	0.7266156	0.87767607	0.8721508	0.88210714	0.83414114	0.8974099	0.7271835	0.7552639	0.9771467	0.7605888	0.8818317	0.86757386	0.8148446	0.9131704	0.8926569	0.864699	0.79321724	0.8364138	0.8786993	0.9070761	0.87981546	0.7641548	0.8289278	0.81779754	0.8387089	0.88363683	0.8673173	0.6899568	0.8565657	0.778969	0.915644	0.82819206	0.935304	0.82218075	0.6990035	0.8115257	0.82993305	0.91139764	0.91397667	0.81008935	0.74584746	0.89519536	0.86643827	0.9028855	0.8891356	0.8868245	0.7769025	0.8393098	0.8514339	0.842906	0.9263687	0.73696244	0.9015707	0.8896316	0.81973946	0.8418629	0.9257064	0.8894551	0.729257	0.8848093	0.9404894	0.8096036	0.8219626	0.68765134	0.89911366	0.90851843	0.72676134	0.9026678	0.9362864	0.8770242	0.88095367	0.853987	0.87451965	0.81754637	0.80809	0.9049238	0.63470626	0.8627894	0.94519067	0.84274	0.8142601	0.8098439	0.9051756	0.8168819	0.83988	0.93651474	0.90300965	0.93088794	0.67704296	0.92717284	0.83770895	0.9070634	0.82618654	0.85842973	0.8083446	0.9213505	0.81386656	0.818934	0.71018237	0.8397689	0.8280518	0.8194443	0.8718565	0.6290331	0.88795936	0.8103583	0.90752995	0.92938364	0.828823	0.8307717	0.8036856	0.79106843	0.9024842	0.74971056	0.698782	0.89656204	0.80850524	0.806662	0.8396865
mag/verb	0.875603	0.8649529	0.0	0.8930399	0.8422432	0.8304787	0.84580886	0.89970326	0.8533173	0.83142555	0.79665136	0.8464521	0.813889	0.9125954	0.76493514	0.8868275	0.88820463	0.92498887	0.8717069	0.82067156	0.78727746	0.87408614	0.8898132	0.80846906	0.8939115	0.9128548	0.8882662	0.85844624	0.8920116	0.9272461	0.93800014	0.939967	0.8475429	0.93939084	0.8113196	0.9475447	0.8773551	0.8241551	0.9121104	0.8471906	0.80943286	0.85580146	0.9153979	0.8196481	0.82844436	0.9253724	0.8657954	0.91657037	0.9387586	0.87152946	0.68843234	0.8903549	0.861635	0.9130413	0.9327609	0.8424968	0.9088291	0.8779002	0.857633	0.8621777	0.8950669	0.79978216	0.9232278	0.8434027	0.8088573	0.8644185	0.90064526	0.9140885	0.9165142	0.9547467	0.92879385	0.9035326	0.90389204	0.8257467	0.8613134	0.8757193	0.90159166	0.8335589	0.8818363	0.84886277	0.8862835	0.85824597	0.878723	0.8846594	0.9612466	0.8590919	0.8397822	0.906616	0.86395305	0.897971	0.81908095	0.8521174	0.93779546	0.873818	0.92980224	0.84245217	0.9114307	0.8256655	0.82531106	0.8956998	0.80770725	0.8900045	0.86275023	0.87031496	0.8731096	0.8499719	0.8498638	0.8885343	0.85138905	0.728526	0.86051846	0.8926603	0.8308173	0.89571744	0.92587453	0.91866946	0.9032476	0.8555051	0.8851161	0.82772434	0.87721044	0.87099487	0.84047246	0.86423326	0.9094429	0.94395006	0.9096694	0.8708043	0.9473758	0.84896964	0.9278743	0.86415803	0.8967724	0.8826364	0.88619435	0.92114264	0.84645414	0.9091919	0.8916662	0.8988399	0.84582937	0.8814758	0.91233057	0.8886545	0.8661183	0.8411462	0.91875863	0.7980737	0.9422882	0.9160628	0.9298601	0.87762535	0.9194475	0.80859125	0.87546194	0.8594054	0.84433526	0.89184093	0.87477255	0.8884726	0.8897849	0.8706043	0.8712937	0.903802	0.81312525	0.91574126	0.8562467	0.9390127	0.82607484	0.8695825	0.8235829	0.98195267	0.7902279	0.9043683	0.8628978	0.8882692	0.8649398	0.9501524	0.80656713	0.8986856	0.8871658	0.8545884	0.9456003	0.85505295	0.93032354	0.8266263	0.919616	0.9031998	0.923347	0.9361551	0.90108246	0.92617244	0.8872377	0.9129399	0.8930486	0.8136102	0.89715743	0.85061795	0.83842194	0.94892323	0.9178098	0.86661255	0.7988657	0.7582608	0.8969071	0.8902457	0.87987477	0.9417575	0.91923225	0.78363216	0.93822134	0.8657043	0.89266276	0.8459511	0.77450114	0.906976	0.9057398	0.9376607	0.9410078	0.95276654	0.8933795	0.9229935	0.8575875	0.94426274	0.90437144	0.80800533	0.8901096	0.93712634	0.8438286	0.800155	0.8635736	0.7640462	0.9489064	0.8010123	0.835291	0.8964995	0.9235598	0.9144623	0.8931031	0.85168374	0.77377176	0.81610006	0.7848891	0.8402957	0.9022293	0.86315465	0.86153316	0.8888384	0.83027816	0.8459362	0.8224869	0.7652273	0.9187689	0.87912244	0.86966974	0.87856686	0.93320537	0.75200075	0.8797128	0.9322828	0.82665026	0.9329349	0.9111943	0.7689902	0.8831215	0.97594166	0.74210554	0.95002383	0.81201684	0.89210624	0.82461464	0.90953714	0.8297355	0.896798	0.8867189	0.90241694	0.89691865	0.8476891	0.92713225	0.8253907	0.88697803	0.7994066	0.92551666	0.84785646	0.8791646	0.7753407	0.9508883	0.8073318	0.9049076	0.7919993	0.965401	0.85382146	0.9018269	0.8759067	0.9225325	0.8904252	0.8509087	0.9202956	0.8302298	0.86802006	0.87313	0.9300303	0.95620865	0.8937679	0.85371935	0.83304834	0.8125183	0.89909565	0.90135515	0.85476923	0.80602306	0.91256654	0.86781865	0.93351465	0.87940884	0.9424629	0.8713601	0.9117742	0.88144046	0.91762745	0.88770396	0.8687235	0.9601989	0.73981357	0.8826008	0.8758042	0.83918583	0.81978047	0.8603313	0.7749893	0.8936381	0.8707525	0.95514375	0.84207606	0.8688239	0.8331945	0.89027864	0.9218563	0.90804577	0.89000416	0.9403277	0.8769176	0.9132154	0.84490836	0.8403421	0.85882735	0.6876258	0.915948	0.8190645	0.8822211	0.8807573	0.87530977	0.8198202	0.89350826	0.8318343	0.8684918	0.8545512	0.93730646	0.8531023	0.8929605	0.88244337	0.8921646	0.8894591	0.88000005	0.6657878	0.8609922	0.8566464	0.8703757	0.719751	0.9324091	0.90201575	0.93873405	0.94419336	0.8071358	0.9116955	0.93393373	0.8375656	0.8980415	0.91548836	0.94723505	0.90487653	0.85467136	0.8730229	0.9358601	0.8400284	0.7546127	0.8843348	0.8439405	0.7661037	0.9307306	0.89092875	0.76659983	0.82731813	0.9366196	0.91498685	0.942862	0.8515436	0.71564686	0.9319231	0.75502944	0.9326785	0.889572	0.90374553	0.84850097	0.93211126	0.78383917	0.8976832	0.8985987	0.87304795	0.79909474	0.81762844	0.9212791	0.83766264	0.8535613	0.9175366	0.8560638	0.8944456	0.8152278	0.93064284	0.8256508	0.796764	0.8199652	0.9136505	0.88182914	0.9508335	0.8663337	0.8588983	0.7592238	0.9758698	0.92915964	0.86177284	0.93656486	0.8494778	0.8844416	0.890614	0.92467344	0.9263793	0.8460363	0.7907022	0.9200501	0.7620434	0.87293637	0.9212836	0.9331163	0.7359267	0.9199492	0.9564821	0.9057773	0.90220267	0.8713114	0.9183019	0.9287808	0.9076467	0.9227833	0.8463397	0.88670975	0.9658185	0.9264995	0.87827045	0.8472105	0.93375695	0.8856024	0.85535824	0.7565167	0.8564364	0.79342157	0.89755243	0.76682734	0.86276835	0.9305447	0.9261279	0.87690604	0.84849155	0.8872786	0.8280808	0.8277028	0.8940623	0.95329803	0.91697305	0.9234737	0.88846713	0.850988	0.783484
