	rand/noun	plein/noun	prachtig/adj	als/prep	trek_uit/verb	daarentegen/adv	vilt/noun	overheers/adj	nevel/noun	dito/adj	in/verb	kuif/noun	maar/adv	kort/adj	blauw/adj	achter/prep	glijd_af/verb	dan/comparative	meter_lang/adj	wat/noun	gans/noun	lucht/noun	die/det	soort/noun	druk/noun	verontwaardigd/adj	zij/adv	klinker/noun	kimono/noun	beleef/verb	kleurstof/noun	onopvallend/adj	plafond/noun	en/vg	ruil_in/verb	ronk/adj	blik/noun	schelp/noun	contrast/noun	in/prep	annexeer/verb	schakering/noun	vanuit/prep	Sierra/name	man/noun	pak/noun	landschap/noun	weer/adv	donkerblauw/adj	wit/adj	zie/verb	rimpel/noun	lauw/adj	ben/verb	lig/verb	bijpassend/adj	rij/noun	wereld/noun	paars/adj	gebreid/adj	haar/pron	te/adv	brommer/noun	vrijwilliger_werk/noun	droog/adj	inderdaad/adv	dat/pron	rookwolk/noun	doods/adj	licht/noun	weer/noun	ideaal/noun	middenmoot/noun	zalm/noun	ontsta/verb	achter/part	verplaatst/adj	aangezicht/noun	monster/noun	kom_over/verb	onveilig/adj	lang/adj	aan/adv	seizoen/noun	als/comparative	zijn/det	indrukwekkend/adj	kous/noun	verdwijn/verb	vaak/adj	vertoon/verb	wolk/noun	zone/noun	eerst/adv	start/noun	enerzijds/adv	vergeten/adj	elke/det	nauwelijks/adv	laat_achter/verb	zwart/adj	baard_DIM/noun	glans/adj	bekleed/adj	rook_gordijn/noun	strijk/verb	die/pron	hersencellen/noun	anoniem/adj	enigszins/adv	helemaal/adv	waas/noun	bus/noun	tijdig/adj	pantalon/noun	vis/verb	Kromme/name	natuur_steen/noun	CE/name	brij/noun	lul/noun	klein/adj	poes_DIM/noun	regenjas/noun	Verbeek/name	ons/det	stijg_op/verb	vloer/noun	outfit/noun	stevig/adj	jongen/noun	zeehond/noun	schemer_zone/noun	schiet_door/verb	paar/noun	groot/adj	bruin/adj	dezelfde/det	zoveelste/num	uiterst/adj	plastic/noun	rij/verb	matras/noun	gans/adj	kweek/verb	voer_uit/verb	Golf/name	vlucht_wagen/noun	mantel/noun	gebouw/noun	midden/noun	rot/noun	voorstad/noun	lok/noun	schud/verb	kleur/noun	golf/noun	til/verb	streep_DIM/noun	verschijn/verb	vooruitblik/noun	garnaal/noun	marmer/noun	door/prep	versier/verb	doos/noun	ongemerkt/adj	overheers/verb	vele/adj	gezet/adj	kom_thuis/verb	dik/adj	gebied/noun	voorgoed/adv	graniet/noun	gevuld/adj	blijf/verb	dompel_onder/verb	vuilniszak/noun	Mondeo/name	weg/adv	hemel/noun	waar/noun	kijk_uit/verb	opgetrokken/adj	toelaatbaar/adj	dien_op/verb	allemaal/adv	sanitair/noun	waarop/pp	neiging/noun	Mercedes/name	gast/noun	kil/adj	rok_DIM/noun	beroemdheid/noun	inclusief/prep	keurig/adj	verlichting/noun	Volkswagen/name	neutraal/adj	nevelig/adj	naast/prep	zo'n/det	hoofd/noun	muur/noun	vriendelijk/adj	blok/noun	Flandria/noun	klei/noun	plaats/noun	mouw/noun	tomaat/noun	Opel/name	bastion/noun	waarrond/pp	betonnen/adj	klap/noun	sok/noun	saai/adj	uniform/adj	water/noun	Peugeot/name	rug/noun	massa/noun	zak/noun	verschijning/noun	zo/adv	resistent/adj	Ford/name	pruik/noun	gevel/noun	haar_kleur/noun	maar/vg	voorheen/adv	risotto/noun	erg/adj	kapsel/noun	draai/verb	oase/noun	veelal/adv	rij_weg/verb	hout/noun	ontkom/verb	waarvoor/pp	vrouw/noun	stek/noun	wijs/verb	bureaucratisch/adj	heer/noun	doem/verb	dun/adj	vet/adj	genoemd/adj	haar/noun	pijp/noun	blijf_over/verb	gezicht/noun	tint/noun	Kadett/name	schilder/verb	robot/noun	Citroën/name	kubus/noun	steeds/adv	muis/noun	steel/verb	aanvaardbaar/adj	onder/prep	begeef/verb	even/adj	Gogh/name	oud/adj	leven/noun	vlakbij/adj	klassiek/adj	ge/pron	patroon/noun	wat/adv	blad/noun	achtergrond/noun	onaanzienlijk/adj	veel/adj	baard/noun	besta/verb	wolkendek/noun	Cadillac/name	hoed/noun	word/verb	deur/noun	kaal/adj	morgen/adv	inmiddels/adv	dan/adv	circuit/noun	schuifel/verb	bij/noun	broek/noun	vol/prep	gat/noun	gewaad/noun	BMW/name	rust/verb	alles/noun	Astra/name	net/adv	groep_DIM/noun	bak/noun	muis_DIM/noun	uit/prep	plaats/prep	bos/noun	poeder/noun	krul/noun	alleen/adv	stad/noun	praat/adj	tand/noun	wolf/noun	figuur/noun	aluminium/noun	meest/adj	af_stand_DIM/noun	gekleed/adj	krijt_streep/noun	imago/noun	steen/noun	marginaal/adj	overweeg/adj	wie/pron	weg_werk/noun	vest/noun	eeuwig/adj	deprimeer/adj	jas/noun	één/num	hang/verb	triestig/adj	werkelijkheid/noun	brood/noun	stop/verb	draag/verb	wijk/verb	omheen/prep	leg_aan/verb	Smog/name	mooi/adj	verander/verb	heel/adj	bestaan/noun	luister/verb	vooral/adv	plant_bak/noun	ambtenaar/noun	met/prep	daarin/pp	regenachtig/adj	duur/adj	even/adv	voor/noun	doek/noun	handel/noun	gewoon/adj	straat/noun	zie_uit/verb	haar/det	gestoken/adj	hier/adv	kleurrijk/adj	asfalt/noun	zonder/prep	230/num	sfeer/noun	sober/adj	raam/noun	tussen/prep	dag/noun	naar/adj	partij_kader/noun	verleden/noun	shirt/noun	mist/noun	een/det	somber/adj	wandel_route/noun	rood/adj	tapijt/noun	beton/noun	chauffeur/noun	schilder_af/verb	of/vg	panter/noun
rand/noun	0.0	0.68596756	0.7367133	0.92497534	0.9005892	0.86700076	0.87038225	0.8868352	0.8192334	0.773741	0.85566926	0.8840233	0.9120807	0.90257424	0.6652036	0.77350676	0.7853776	0.9200626	0.7674837	0.9230854	0.8166127	0.75277233	0.8856729	0.85111433	0.92709935	0.9328916	0.8577479	0.77699614	0.9025834	0.8924763	0.8661437	0.78738874	0.70922226	0.73557395	0.82801497	0.8930669	0.79566324	0.77237386	0.8316308	0.7098443	0.8623823	0.88917357	0.791286	0.8472596	0.88758487	0.79158664	0.71546715	0.8525648	0.7856591	0.6526191	0.85610116	0.83438504	0.86005366	0.92512894	0.66396284	0.80958587	0.78253186	0.87676865	0.7883904	0.8489177	0.87049085	0.88497674	0.86024415	0.92430353	0.76136625	0.90356255	0.82217234	0.8004197	0.8089731	0.7958092	0.8663102	0.88064885	0.88384724	0.83841974	0.85283804	0.83086866	0.8729329	0.84272134	0.826927	0.93508893	0.7757307	0.8501533	0.81109166	0.94626975	0.8661099	0.86691314	0.8356167	0.8611411	0.7432052	0.8776535	0.8650146	0.72737646	0.7455919	0.8681892	0.94343835	0.87529904	0.79382926	0.8929184	0.90538186	0.772448	0.7037609	0.8649013	0.73702645	0.72509253	0.90920925	0.83475804	0.86867833	0.9308046	0.9233592	0.88993907	0.89547545	0.8319521	0.841229	0.8984758	0.8617788	0.7825432	0.91561043	0.7738088	0.9587538	0.8293619	0.899785	0.7393926	0.91902995	0.81502545	0.9360297	0.8554206	0.7628026	0.70757264	0.8821421	0.8113111	0.8650691	0.8588414	0.90084314	0.8626428	0.8360872	0.8017917	0.69419	0.8899158	0.87932116	0.87432057	0.73365366	0.8114584	0.7805631	0.85245734	0.85547537	0.9404557	0.80533665	0.9133118	0.8051195	0.7695974	0.5744128	0.9232854	0.7438029	0.84715444	0.849441	0.7757846	0.79246217	0.8307893	0.7954259	0.91420805	0.96992534	0.8104594	0.7505929	0.81290174	0.76811504	0.7425192	0.8148445	0.8339777	0.8240306	0.82817197	0.8879897	0.7353997	0.75574255	0.82012165	0.8125794	0.714568	0.8883554	0.82430583	0.79251975	0.9255445	0.78851295	0.74944746	0.86587775	0.82381153	0.7459719	0.93048173	0.83448964	0.91096884	0.85460216	0.8158399	0.88335633	0.84852	0.8687571	0.78764474	0.84044296	0.90553635	0.8143435	0.76536065	0.8051425	0.88140434	0.8694453	0.89786845	0.6427957	0.8379182	0.8112073	0.6477238	0.9022841	0.7499087	0.96065795	0.72319806	0.8835553	0.8428166	0.7976882	0.8613677	0.87771004	0.84838474	0.61334395	0.8861849	0.8098848	0.85437346	0.867721	0.6656923	0.87856483	0.8198841	0.7562798	0.83683956	0.85446626	0.90556407	0.95299363	0.90827954	0.821017	0.6812548	0.94069016	0.89551824	0.8555754	0.90266955	0.90985477	0.8255005	0.86830485	0.7424382	0.8299258	0.8798897	0.7311143	0.85677284	0.9120389	0.90541476	0.8926291	0.91286904	0.9181838	0.8860476	0.86035824	0.6929407	0.8127345	0.88740885	0.74668527	0.76136935	0.8184167	0.8114406	0.78090084	0.87428284	0.74667263	0.8705723	0.8743191	0.78700054	0.87254447	0.8473326	0.8954489	0.9177559	0.83159995	0.7461077	0.84780264	0.90842986	0.7869168	0.9028261	0.7079755	0.8985655	0.87236667	0.8026877	0.8649206	0.83077216	0.8136557	0.90179265	0.90649855	0.820897	0.89738065	0.8322725	0.896631	0.8110267	0.8913379	0.81243753	0.6652415	0.929484	0.88831085	0.88589245	0.84107184	0.7964247	0.80668676	0.801937	0.702348	0.7415844	0.8059329	0.86167914	0.80733114	0.90824217	0.89570546	0.8748555	0.8599807	0.733718	0.9139997	0.7974759	0.8047036	0.6388965	0.8226815	0.77210826	0.87191904	0.7032762	0.87664396	0.81490314	0.8555532	0.87005854	0.82304865	0.89792967	0.9265016	0.80490124	0.9047514	0.9180194	0.6805583	0.90868604	0.7956649	0.94693834	0.87357557	0.82765	0.85064703	0.83489347	0.79621595	0.87711364	0.7379519	0.9200728	0.89769214	0.8128375	0.90643746	0.827353	0.749997	0.78085977	0.65177	0.8757863	0.8054143	0.8949701	0.8282943	0.89413065	0.94200504	0.89495397	0.8024727	0.9560837	0.8269229	0.89031076	0.8236994	0.8858617	0.8226718	0.90446675	0.758559	0.8974341	0.8691859	0.73416924	0.866072	0.8501053	0.8159462	0.82208115	0.7946718	0.6850301	0.8752201	0.8714534	0.8777374	0.81579447	0.73410445	0.8017591	0.8965624	0.8485786	0.9610783	0.93270767	0.8344817	0.803298	0.7439164	0.8492788	0.84827197	0.7111958	0.72891855	0.6776109	0.90006506	0.9058144	0.75012994	0.89362144
plein/noun	0.68596756	0.0	0.66973746	0.86259705	0.8509279	0.8510996	0.8985326	0.8813051	0.82505494	0.7904955	0.83194476	0.9024309	0.89193	0.8999837	0.7592456	0.7911036	0.88386536	0.8984719	0.80832666	0.8747386	0.8192356	0.81938356	0.8323047	0.81988883	0.928439	0.896613	0.8589959	0.71143794	0.91218793	0.88465405	0.9131119	0.7624848	0.7155405	0.7062535	0.82578146	0.8487679	0.82849276	0.79232764	0.78848135	0.74271476	0.8674644	0.8861879	0.779299	0.8720416	0.86547166	0.8187761	0.66301584	0.81559294	0.8218323	0.72661513	0.8336109	0.89060426	0.87017983	0.86953574	0.7570839	0.8370342	0.79189694	0.85809064	0.8449179	0.89377195	0.8671693	0.88057333	0.78036976	0.8995083	0.8222518	0.86001074	0.7678298	0.8094209	0.7587557	0.78089976	0.81104636	0.856398	0.89948356	0.87717277	0.8494042	0.8600632	0.86312485	0.8391119	0.8235543	0.9037239	0.7109158	0.8851163	0.7990552	0.9261075	0.83936244	0.8603558	0.72631764	0.89026433	0.7836816	0.8434308	0.8501997	0.7805377	0.6964768	0.83480036	0.90230596	0.85389584	0.8029114	0.84860605	0.88386524	0.78412473	0.80091083	0.9000576	0.7550956	0.7705406	0.9019989	0.83970094	0.7962053	0.9060675	0.8688157	0.8441586	0.835624	0.8681209	0.75516146	0.8362751	0.8844446	0.8381804	0.8706135	0.74886924	0.94754505	0.8831352	0.8951846	0.77097493	0.9044274	0.84658635	0.91708505	0.8443696	0.79389626	0.693912	0.8423239	0.84996325	0.8562681	0.8711766	0.9198376	0.89658284	0.83339864	0.83413017	0.76597154	0.86357456	0.85987	0.86846685	0.8065641	0.80005383	0.80735195	0.7815233	0.8824268	0.88848466	0.8234481	0.90941185	0.8352221	0.49758786	0.6713314	0.90608156	0.77949786	0.86389285	0.8788797	0.7884626	0.8396231	0.87339807	0.8155966	0.9095516	0.94054693	0.88561964	0.71451116	0.7765163	0.7448567	0.7742019	0.8295865	0.8456347	0.7625658	0.796332	0.8452872	0.83186984	0.7196425	0.8253135	0.8120359	0.76220834	0.8799679	0.8233878	0.7881249	0.89660674	0.8036287	0.815149	0.86312205	0.81932926	0.73595446	0.93540376	0.87281823	0.865707	0.7325797	0.8154416	0.88635075	0.8108091	0.797666	0.7716219	0.8777341	0.8552266	0.7988275	0.7439903	0.6612888	0.86039877	0.8498348	0.87813926	0.64861786	0.7960365	0.8749074	0.64921606	0.81837523	0.72031105	0.91678643	0.7987184	0.7857944	0.86036307	0.8865725	0.82631373	0.88321143	0.81589234	0.5908608	0.88428986	0.8459937	0.78949237	0.8178481	0.7644883	0.83441246	0.8833267	0.7170294	0.88395417	0.80950403	0.85760456	0.9496341	0.86430526	0.8522891	0.53539836	0.9348513	0.86239266	0.80933857	0.9152504	0.8933503	0.8356945	0.8719727	0.698653	0.7833354	0.8295604	0.7541031	0.87360156	0.858659	0.8960072	0.79133934	0.9168805	0.88140047	0.84843946	0.8899047	0.81447923	0.86256635	0.8464737	0.8564893	0.7952517	0.83505356	0.8125015	0.79281604	0.87694085	0.733388	0.84030443	0.8323193	0.783747	0.8537847	0.8682169	0.86392283	0.89748	0.8476068	0.7445644	0.82123953	0.87638104	0.7412034	0.872457	0.6823018	0.824838	0.8355093	0.8045436	0.8098171	0.84663665	0.8354732	0.88431805	0.8524561	0.81917596	0.8986213	0.8717235	0.8759691	0.8239985	0.7676159	0.7566292	0.6859971	0.85883486	0.8408522	0.862415	0.78758574	0.75113624	0.8341622	0.8509139	0.7311065	0.79188186	0.7950682	0.8317004	0.8548367	0.85094655	0.8385949	0.86861515	0.746898	0.78910124	0.9111594	0.8498501	0.82637435	0.63331205	0.87107927	0.81356555	0.8431766	0.5393667	0.8420206	0.8878518	0.87598926	0.80080616	0.81963277	0.8566895	0.9053538	0.7818502	0.8981056	0.85273147	0.7018933	0.87626195	0.82230777	0.9000982	0.7481309	0.7882694	0.8509045	0.83326375	0.829751	0.8686931	0.7566764	0.88757974	0.8810561	0.8571278	0.8861232	0.86177003	0.73710424	0.7667559	0.6319405	0.87995213	0.7527723	0.8875886	0.7704571	0.84571385	0.90586513	0.85214823	0.7559897	0.9028327	0.8210893	0.8854179	0.8087834	0.86119056	0.7905205	0.8302384	0.7458384	0.89825463	0.82674176	0.47725618	0.80605066	0.86620957	0.8008084	0.7382778	0.6885441	0.66391957	0.866274	0.87711596	0.76562923	0.71374136	0.68130565	0.8318038	0.84516525	0.832499	0.92700815	0.8813447	0.8204514	0.81020933	0.7074584	0.83160603	0.7181792	0.8140748	0.69697124	0.65841407	0.8405311	0.8967198	0.77126473	0.92498136
prachtig/adj	0.7367133	0.66973746	0.0	0.76350284	0.8800815	0.8179309	0.8106496	0.7985171	0.7675622	0.60754216	0.8046539	0.8328119	0.8744689	0.78503495	0.6485325	0.8167821	0.86995256	0.8686907	0.80809605	0.82459867	0.8152238	0.8097026	0.7771024	0.69814926	0.9512724	0.8940036	0.85533196	0.7957574	0.8143353	0.7695092	0.87992734	0.6858383	0.7202718	0.5976765	0.76604927	0.78605974	0.7415484	0.7295226	0.6091617	0.7479793	0.90103817	0.779624	0.8082482	0.9038219	0.8716728	0.75131714	0.5309466	0.85088027	0.735302	0.6254746	0.7406019	0.8501023	0.8390082	0.838252	0.7809845	0.64688545	0.8472517	0.8196345	0.74701625	0.7869915	0.8244964	0.8678608	0.892126	0.90258026	0.7662437	0.80377764	0.6895882	0.8618991	0.78691113	0.71588606	0.802199	0.8093325	0.9060797	0.82540005	0.81395787	0.8758822	0.8658408	0.85823464	0.76922816	0.78498495	0.8490125	0.8441602	0.81684595	0.89560205	0.7323803	0.7549427	0.4251265	0.83904314	0.7854894	0.76996017	0.7936008	0.73034996	0.88909054	0.8552736	0.90107214	0.7917763	0.6784961	0.8785901	0.85596037	0.8076349	0.69416106	0.83244705	0.57913935	0.7371764	0.9186016	0.7774642	0.75288725	0.9313382	0.8748347	0.77717805	0.85011506	0.78260875	0.9146052	0.9048293	0.8098321	0.79827845	0.8903072	0.73888457	0.9542887	0.8332259	0.8826488	0.766846	0.8708694	0.79796624	0.8892065	0.8305025	0.80186373	0.7500208	0.7479564	0.7749999	0.8431622	0.8579558	0.9081246	0.8627626	0.7981826	0.8129035	0.66565824	0.8075351	0.81174797	0.75161266	0.7374039	0.8896605	0.8061129	0.8139403	0.83558583	0.88922566	0.86975074	0.95119596	0.74240726	0.7060504	0.7137915	0.84867966	0.85725886	0.812328	0.81814086	0.5575056	0.8192346	0.83719623	0.72266054	0.75764596	0.9093852	0.85767895	0.6776732	0.7880044	0.64283645	0.7124814	0.82132614	0.73647714	0.69117785	0.7331064	0.85938895	0.7527856	0.85915065	0.82716125	0.7718463	0.6891749	0.88821054	0.74450594	0.80982876	0.92127854	0.85091317	0.7284459	0.7821398	0.8041843	0.6852267	0.9176662	0.8045899	0.79599637	0.8299326	0.7022682	0.8560589	0.85232604	0.7767128	0.7176309	0.7546744	0.7890775	0.7457824	0.6373753	0.75416785	0.90387666	0.8102841	0.854841	0.6312419	0.7100538	0.8490851	0.6652745	0.76885056	0.80336034	0.92955744	0.74322826	0.9137285	0.7719048	0.82807374	0.9004231	0.89036447	0.8190695	0.7147486	0.9310927	0.7846273	0.6731822	0.7889775	0.8023486	0.85278726	0.8726133	0.7465575	0.8752481	0.6791667	0.8006221	0.9261671	0.87218887	0.7319801	0.64402664	0.89747125	0.76540375	0.82644206	0.8645025	0.8203506	0.74790233	0.81897515	0.6985347	0.718736	0.9158745	0.68304116	0.91233915	0.8003472	0.87348044	0.87060475	0.91079324	0.87794256	0.7937191	0.87865853	0.7115383	0.7429244	0.796005	0.75952154	0.7883182	0.82066494	0.75359374	0.62445915	0.944175	0.53068113	0.82112384	0.8626245	0.76297134	0.86626995	0.8363712	0.8679585	0.8743148	0.8864445	0.80474216	0.8053898	0.74739724	0.6607064	0.77399665	0.7801335	0.5339701	0.8229507	0.6863358	0.7778635	0.76725495	0.7049454	0.885862	0.81943846	0.751988	0.82757115	0.8722077	0.824157	0.720881	0.8723407	0.8496041	0.6183839	0.89841837	0.88927937	0.89981174	0.872502	0.78473324	0.79365814	0.78055704	0.5257824	0.8518776	0.67972153	0.8851349	0.84198916	0.8440651	0.90808785	0.8199766	0.8377571	0.8237391	0.88250655	0.7210294	0.79455733	0.69202566	0.84114134	0.7133867	0.8027521	0.77011263	0.80802256	0.8543574	0.81259704	0.65779245	0.7765288	0.7571528	0.90484864	0.6894836	0.8312825	0.866735	0.73875636	0.85745025	0.7651477	0.89281446	0.90770096	0.78977585	0.75054955	0.7393123	0.75083184	0.8374288	0.68457246	0.8102641	0.7558713	0.8340287	0.90232766	0.7537609	0.78754467	0.7391471	0.77445924	0.8965408	0.22153097	0.8431486	0.74346447	0.8325023	0.79409224	0.77453375	0.8285475	0.94753796	0.71284986	0.80268395	0.80959076	0.8157216	0.68553174	0.894632	0.60323286	0.9134508	0.84223175	0.82333875	0.7055861	0.74211955	0.7181924	0.78973734	0.4498198	0.8128481	0.83491105	0.8674601	0.6842154	0.48047256	0.7581402	0.83487314	0.8950351	0.78911865	0.95976007	0.84540945	0.75852567	0.80678546	0.594791	0.704177	0.735124	0.70915675	0.6405079	0.74091417	0.94037014	0.8726661	0.72698593	0.8438599
als/prep	0.92497534	0.86259705	0.76350284	0.0	0.92460334	0.72910106	0.90324664	0.8210691	0.88165575	0.7758117	0.84944236	0.8817061	0.8674242	0.9046736	0.8592076	0.84559345	0.83756995	0.82581604	0.9204927	0.8096094	0.8535024	0.90245885	0.7834471	0.6615023	0.8832045	0.8192485	0.80078685	0.88087285	0.89512414	0.8175657	0.9124886	0.7563442	0.899366	0.66150475	0.74439013	0.8336752	0.8305688	0.8584832	0.7948531	0.8589909	0.87126815	0.90311426	0.8524926	0.85209167	0.84811395	0.8491403	0.789686	0.89822316	0.90232414	0.8393781	0.82529944	0.873702	0.8375343	0.7197482	0.9232069	0.85349965	0.88610804	0.76900864	0.7991034	0.8969442	0.8270755	0.8545795	0.9030645	0.811649	0.905387	0.7863381	0.74974006	0.928843	0.8836616	0.89105237	0.9189406	0.7432542	0.8784884	0.8637663	0.8742763	0.87264365	0.93795156	0.88403946	0.74573386	0.7533879	0.8468106	0.9160628	0.79828113	0.806762	0.7067568	0.72020036	0.75017655	0.90149575	0.8678586	0.69966596	0.8312899	0.8634001	0.89242136	0.86658514	0.8797393	0.7198272	0.7332819	0.8569713	0.8331601	0.8522315	0.7781079	0.90474373	0.8191392	0.87630105	0.8749363	0.8715365	0.54215145	0.87428206	0.7369512	0.80431795	0.90912426	0.8856265	0.92975205	0.8594124	0.8988731	0.8298426	0.9169898	0.89328176	0.918702	0.90376616	0.8817705	0.82028526	0.9129359	0.88293505	0.8005213	0.74622023	0.88516724	0.9011569	0.8327504	0.8432778	0.83824766	0.87082183	0.87594557	0.8665316	0.86036026	0.77582306	0.84757775	0.79688215	0.7592125	0.7689233	0.8659961	0.90776193	0.879116	0.84285843	0.79203796	0.8665992	0.87586755	0.95488393	0.87625366	0.87116957	0.8392416	0.8415283	0.870682	0.89662325	0.8475146	0.8427424	0.8476784	0.8491009	0.8644967	0.87274766	0.9201905	0.86773956	0.8637077	0.75293267	0.8356244	0.86212665	0.85104007	0.8244242	0.68078494	0.81489354	0.87942976	0.8760315	0.8291949	0.8148459	0.8757277	0.8401437	0.85781133	0.8323586	0.9001731	0.92266876	0.8929885	0.8364333	0.7852535	0.8738916	0.83578753	0.87154007	0.8709583	0.8321608	0.90054166	0.764846	0.7724843	0.8671637	0.80456305	0.75808597	0.89119375	0.7672197	0.7751774	0.7926589	0.8643161	0.8495479	0.7189206	0.9578991	0.7566704	0.7525463	0.896317	0.8844154	0.77316654	0.82625383	0.9441353	0.86143005	0.8792433	0.8775678	0.8871874	0.8627602	0.8157973	0.8369664	0.877543	0.91893643	0.8748425	0.7534317	0.8403925	0.902981	0.82676435	0.9005213	0.8064617	0.9111474	0.7751897	0.8127512	0.9012398	0.8029777	0.85966575	0.88548684	0.9046779	0.7839665	0.6853037	0.9109458	0.8288554	0.8353799	0.8752192	0.856228	0.6344016	0.8933683	0.8497947	0.84122574	0.6947253	0.83045334	0.8444628	0.8286925	0.81866086	0.80670685	0.8584697	0.8442917	0.83019364	0.6710626	0.89281833	0.8741853	0.8219197	0.83863556	0.85176736	0.94798994	0.78669953	0.77431464	0.8600761	0.89910525	0.75953496	0.7970737	0.9084255	0.8101388	0.79354334	0.84948754	0.89464694	0.79458314	0.7844634	0.79307735	0.8692454	0.7005112	0.8514175	0.80186033	0.85781413	0.81238216	0.7586506	0.8714155	0.83469576	0.8242073	0.7966574	0.9330201	0.8929524	0.8098948	0.79210246	0.94211996	0.8099748	0.8669237	0.7568581	0.88638455	0.78992826	0.885417	0.82890224	0.902626	0.78832936	0.9111165	0.84696805	0.85576856	0.867303	0.92260545	0.8740223	0.79805636	0.75631404	0.87358093	0.90326154	0.79497755	0.8058316	0.8888533	0.9027749	0.8829845	0.78396654	0.85465217	0.8057706	0.87796414	0.8096096	0.70263946	0.8825084	0.654067	0.8945589	0.78364027	0.9155826	0.76726687	0.868452	0.77033204	0.7919587	0.7364397	0.93321747	0.8774532	0.7414465	0.8345444	0.87680876	0.7618923	0.8923873	0.86520374	0.7869996	0.87207186	0.90626335	0.8401511	0.8262967	0.832428	0.9025475	0.93078524	0.774354	0.88367504	0.85575825	0.7995175	0.8084606	0.7142557	0.9370821	0.7913184	0.8059115	0.7853211	0.8966146	0.84229887	0.77449054	0.9176254	0.82946396	0.87200737	0.83220077	0.9039655	0.872162	0.75702107	0.80162585	0.8256069	0.72528124	0.9008	0.7892322	0.87801546	0.859393	0.7724304	0.92463773	0.82236564	0.93108517	0.80532193	0.88323295	0.812445	0.8287102	0.8775494	0.65703106	0.8416338	0.87267035	0.8681265	0.8411511	0.8720982	0.88736296	0.6425446	0.72961825	0.8691479
