	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
gans/noun	0.8596021	0.87411284	0.8732423	0.8631945	0.87594444	0.8546115	0.8979429	0.8573587	0.8973869	0.86996377	0.85363126	0.9444042	0.8552505	0.7851601	0.8692755	0.91553503	0.8715733	0.9107311	0.82266796	0.7742589	0.82048494	0.8776645	0.89028734	0.8270166	0.8539896	0.8158531	0.8259672	0.0	0.8127223	0.7943616	0.75802535	0.84764314	0.7705675	0.8394995	0.946512	0.8375987	0.8872926	0.8698833	0.7841588	0.84901077	0.6597505	0.83878833	0.7779031	0.89306045	0.890453	0.8287899	0.65782976	0.91517216	0.84129965	0.86644614	0.933555	0.9181508	0.87538916	0.77451456	0.8721427	0.8428226	0.872899	0.8606122	0.87666786	0.84213066	0.7695187	0.7969886	0.9182573	0.80671823	0.8086103	0.82772887	0.78020996	0.9118316	0.8288532	0.889094	0.73725796	0.8625313	0.7812303	0.8206975	0.897294	0.89094067	0.8456712	0.82147026	0.8952869	0.77920943	0.8000066	0.9487731	0.91388947	0.730952	0.8510989	0.8278039	0.8578396	0.8416245	0.8320511	0.84172803	0.8207025	0.8007039	0.87220573	0.8477979	0.8565587	0.87202644	0.85153735	0.82622313	0.6539091	0.9241331	0.87061024	0.804596	0.8383985	0.74492013	0.83025384	0.8495245	0.9372012	0.91537374	0.8779772	0.81030905	0.78025466	0.877486	0.925644	0.8431282	0.8587013	0.8888307	0.842566	0.92257583	0.86473143	0.78853834	0.803205	0.8314993	0.86542714	0.89267236	0.88920456	0.80956537	0.922913	0.77775615
krul/noun	0.9132494	0.83801365	0.9400799	0.9041113	0.766253	0.72951454	0.77282804	0.8248922	0.7207972	0.69992816	0.8081231	0.9560779	0.6791831	0.74720526	0.86685747	0.8524622	0.7629921	0.89749885	0.78022677	0.75045776	0.81837106	0.8055717	0.79569423	0.8454952	0.69946694	0.69465333	0.7923609	0.8127223	0.0	0.7746512	0.7698699	0.9069239	0.7458631	0.8225913	0.9510638	0.7325419	0.7363391	0.7624058	0.7119743	0.814765	0.805712	0.7990919	0.65939116	0.7984489	0.7806122	0.6222513	0.87613046	0.93011296	0.73046166	0.8286026	0.82475996	0.7733443	0.8575814	0.75276387	0.8518121	0.62090635	0.8200534	0.84908634	0.8604889	0.73122954	0.7157023	0.70513934	0.82368785	0.64744204	0.792114	0.80103415	0.7113764	0.9343487	0.6823095	0.873695	0.7731649	0.7967706	0.61193657	0.76133657	0.8904322	0.9030328	0.61808544	0.81165767	0.9117743	0.49008793	0.74613386	0.9403752	0.948231	0.79633	0.72105646	0.6591747	0.81928545	0.8938853	0.78540254	0.7089695	0.8338593	0.72881323	0.9159423	0.81550324	0.8455216	0.7615708	0.75497997	0.91977483	0.78331	0.89729637	0.79601246	0.800304	0.7709505	0.7787875	0.7565221	0.8929169	0.9402816	0.89953345	0.73912454	0.83103555	0.73323625	0.9127601	0.8693663	0.75791216	0.80656743	0.8005284	0.83268476	0.9444804	0.6695874	0.5840628	0.68736494	0.7385608	0.89626294	0.8491981	0.72931623	0.63040197	0.89038336	0.84438616
lucht/noun	0.8864418	0.8299477	0.8323282	0.9089706	0.8072226	0.71282196	0.87223405	0.67894423	0.8970004	0.85338426	0.8060817	0.95949733	0.8377266	0.708076	0.86668587	0.8950292	0.83830786	0.9129726	0.78478736	0.68690586	0.87546104	0.86782897	0.8939332	0.9065088	0.8209978	0.73902583	0.72505903	0.7943616	0.7746512	0.0	0.49446768	0.8115554	0.6562983	0.79193336	0.9086665	0.7478143	0.86986196	0.8116068	0.7903508	0.85951847	0.82630324	0.87151086	0.8050696	0.87621516	0.781537	0.82025063	0.8135626	0.9338027	0.7464987	0.894926	0.9306694	0.88982815	0.885888	0.67887175	0.87152976	0.8416586	0.7664187	0.87519944	0.85344505	0.79103816	0.7455449	0.703167	0.884315	0.763814	0.8346633	0.8673355	0.6759029	0.8804355	0.7935625	0.8893026	0.7781893	0.89875174	0.69762754	0.7577542	0.9109527	0.8609978	0.82345265	0.71076936	0.90200055	0.7325864	0.8482342	0.968521	0.95594054	0.72608024	0.78000534	0.73941183	0.83111656	0.8412639	0.8001632	0.7322563	0.8204402	0.7243006	0.8959603	0.7837532	0.6990103	0.812294	0.6597054	0.80766296	0.7919813	0.8882939	0.82894206	0.79147327	0.5663452	0.7914958	0.6753333	0.80639684	0.9545742	0.92898345	0.8550338	0.858616	0.48333055	0.8429792	0.8791472	0.79758674	0.8373454	0.8177318	0.6433011	0.8805605	0.83529854	0.79360425	0.74462837	0.68783426	0.8488492	0.70726585	0.8821032	0.7620757	0.89463264	0.8828815
water/noun	0.85106015	0.8281744	0.8914683	0.8915433	0.825788	0.7895817	0.8867715	0.738938	0.8879244	0.8832558	0.7628101	0.9510441	0.85931313	0.6248961	0.82627964	0.92393976	0.760113	0.9194943	0.6672139	0.52387434	0.87654155	0.8698178	0.8836247	0.86657274	0.8350853	0.7626482	0.6403471	0.75802535	0.7698699	0.49446768	0.0	0.8005627	0.6182621	0.74250567	0.89731014	0.6651478	0.90425915	0.77645135	0.7902874	0.8543825	0.8352322	0.8998997	0.83857334	0.900789	0.7271701	0.8554822	0.76041734	0.9179818	0.71423197	0.9011539	0.9527341	0.92352766	0.8989326	0.62261796	0.88553065	0.85231906	0.8429754	0.8935685	0.8850585	0.8162612	0.64238286	0.6113547	0.8958675	0.7846679	0.8317468	0.8740194	0.57183397	0.9028957	0.75648844	0.8992872	0.63367325	0.9211407	0.6220194	0.710137	0.8913825	0.8757867	0.8553249	0.6905303	0.9000157	0.74201554	0.86312044	0.96554476	0.9519168	0.6272667	0.72612274	0.7548073	0.80937886	0.827701	0.8268051	0.74207187	0.8260423	0.68263113	0.8442875	0.71281	0.7825365	0.7886939	0.68879414	0.7629352	0.7914793	0.8952203	0.7849119	0.7178484	0.70993304	0.76677406	0.6972488	0.8112204	0.95936215	0.9040489	0.8503187	0.85601526	0.58995533	0.7961993	0.77705336	0.8094237	0.82149386	0.8703239	0.70250726	0.92588496	0.8730001	0.8210879	0.6867182	0.5730574	0.8298933	0.784442	0.9035498	0.7327262	0.91090655	0.89803416
stad/noun	0.922207	0.87542254	0.8799765	0.8059207	0.90354735	0.9190134	0.9442134	0.8716732	0.94214565	0.9293422	0.8152343	0.932651	0.852205	0.8581195	0.8908492	0.91130656	0.84092206	0.8095093	0.90962005	0.8822107	0.9179992	0.9333069	0.89492697	0.931789	0.8992932	0.89071137	0.90173006	0.84764314	0.9069239	0.8115554	0.8005627	0.0	0.7828933	0.90691435	0.92256314	0.8542194	0.8850183	0.8558186	0.93103623	0.8888033	0.8577507	0.83872336	0.89284813	0.9123745	0.89698476	0.91361344	0.8443867	0.92284137	0.7074643	0.8757844	0.9511791	0.9450729	0.8341288	0.7925954	0.9052163	0.88796175	0.73896515	0.89394355	0.86474276	0.8499105	0.8647975	0.8852554	0.89364153	0.8865477	0.7490661	0.87956494	0.84105736	0.9196011	0.88014287	0.8860628	0.8913206	0.90450245	0.8891659	0.78326666	0.92311496	0.614364	0.9015283	0.84164655	0.8438144	0.9174857	0.8990483	0.9541123	0.83686084	0.8801409	0.82778955	0.87352246	0.90891767	0.81229204	0.84158295	0.8596312	0.8576974	0.85605776	0.8547828	0.6410447	0.839133	0.87907755	0.8468514	0.48910755	0.8940005	0.92453337	0.87512404	0.8371111	0.85247827	0.8484629	0.8283212	0.8456663	0.9331674	0.8507077	0.9363267	0.8429727	0.8181132	0.65079355	0.82611	0.8765298	0.8683396	0.8178208	0.82342887	0.9278219	0.91999245	0.8769595	0.80872476	0.79293	0.8732189	0.91220754	0.94619375	0.8494814	0.936597	0.91563153
massa/noun	0.8385781	0.8250953	0.8614941	0.8300709	0.7998475	0.7988458	0.8742359	0.7670256	0.88278186	0.8535302	0.75303835	0.94746524	0.7544454	0.7178588	0.77872133	0.8913898	0.80599666	0.86526406	0.7120892	0.65408945	0.8298727	0.844074	0.8509984	0.8585891	0.80710024	0.7453314	0.7168863	0.7705675	0.7458631	0.6562983	0.6182621	0.7828933	0.0	0.7426748	0.88516355	0.7122123	0.7997425	0.7830638	0.78635174	0.7746432	0.7830589	0.76157236	0.7651746	0.87028474	0.7699453	0.7751172	0.7833239	0.87868416	0.74677485	0.84871554	0.90344584	0.873607	0.8192524	0.6668452	0.81192505	0.77022594	0.7530292	0.82178587	0.792	0.7691996	0.6870906	0.6820123	0.8549456	0.73126984	0.69333863	0.78728044	0.65513074	0.903512	0.6544684	0.7894389	0.72313344	0.80804527	0.6736007	0.73691213	0.8463068	0.85306585	0.81137973	0.68212336	0.8222957	0.7347739	0.7556431	0.9259429	0.8797841	0.734298	0.7551067	0.732134	0.77520734	0.8041565	0.7284409	0.712834	0.7504899	0.657451	0.8293107	0.6990663	0.7856263	0.7975135	0.73771125	0.8126671	0.73487926	0.86287665	0.80035084	0.7224419	0.7039138	0.7238033	0.7364582	0.8078629	0.9316856	0.8490725	0.82472473	0.750119	0.64651716	0.8246991	0.84782946	0.75268745	0.7801707	0.7681846	0.7474252	0.85896	0.8191557	0.7448255	0.6866898	0.6683254	0.77541256	0.80641305	0.8678335	0.6927597	0.8763219	0.88400805
zak/noun	0.8990809	0.8225102	0.9287358	0.8838074	0.8718506	0.7687249	0.85561925	0.90338326	0.8312167	0.8806208	0.8309798	0.93835425	0.8228365	0.76362205	0.8771155	0.9206545	0.89449316	0.9329603	0.83784544	0.6077112	0.861516	0.8732833	0.91548884	0.8546693	0.7310091	0.6529746	0.659279	0.8394995	0.8225913	0.79193336	0.74250567	0.90691435	0.7426748	0.0	0.949647	0.7878886	0.8241365	0.8760551	0.80209523	0.9268557	0.8843369	0.9017073	0.71117365	0.8453277	0.8313778	0.7350564	0.88488007	0.9442366	0.8379545	0.90707314	0.9192283	0.8561725	0.91776985	0.73792344	0.95334756	0.8091984	0.8963239	0.87518424	0.92750746	0.6717458	0.74598056	0.6360011	0.91330314	0.58049214	0.82564694	0.8032646	0.7159404	0.83334947	0.6069827	0.93497306	0.6941986	0.8731251	0.73176754	0.8691704	0.9190477	0.9250502	0.85760295	0.8827268	0.923588	0.7390207	0.82643163	0.96294075	0.8678774	0.78031325	0.84830487	0.8352859	0.8980682	0.7785902	0.88189566	0.79968476	0.85267013	0.4812498	0.7983778	0.79847586	0.86838347	0.86133766	0.8669882	0.9256309	0.8248129	0.91161084	0.8912244	0.4915014	0.8484561	0.81933635	0.794255	0.8679279	0.9157974	0.93608594	0.7341665	0.87359923	0.8320761	0.8807964	0.89255613	0.8995859	0.83834064	0.89617175	0.8823501	0.95272	0.8108275	0.792801	0.725073	0.7827993	0.9184236	0.9062823	0.8691163	0.75795543	0.9105355	0.91068274
druk/noun	0.9077323	0.9437357	0.8857202	0.8259326	0.9349311	0.8837716	0.96980155	0.9105028	0.9635674	0.9538263	0.81854653	0.9488357	0.94825864	0.9418102	0.91365325	0.9480981	0.94349325	0.89292675	0.9323232	0.90927655	0.9609217	0.94544613	0.9460221	0.96756554	0.9597566	0.9532172	0.9468428	0.946512	0.9510638	0.9086665	0.89731014	0.92256314	0.88516355	0.949647	0.0	0.9282041	0.9549937	0.92929524	0.9072332	0.89381605	0.9480588	0.90722364	0.9357987	0.95355344	0.9144867	0.9375139	0.9189804	0.8908416	0.94484115	0.94178873	0.96883553	0.95240724	0.8674517	0.9281067	0.9024403	0.94186825	0.84047854	0.90123624	0.86682314	0.9377705	0.94271535	0.93549985	0.93366027	0.9500782	0.84150136	0.93941694	0.92385405	0.96137726	0.9133401	0.925099	0.95042247	0.93004024	0.92868227	0.9173186	0.94246596	0.9432917	0.9532769	0.8418654	0.9185029	0.9543855	0.9243715	0.9355204	0.8631772	0.94707924	0.9407724	0.93834597	0.85638684	0.9343034	0.9066378	0.94178605	0.9146114	0.9360201	0.8470986	0.92044634	0.90465915	0.94559085	0.89258814	0.8528266	0.9046402	0.9149814	0.93844825	0.9213417	0.9390922	0.9119146	0.94357234	0.9041626	0.9227732	0.9258858	0.93729895	0.8683109	0.8853188	0.9077469	0.9266214	0.85508895	0.90268445	0.8821786	0.8882868	0.921513	0.9460095	0.94363064	0.93765026	0.90971017	0.8276388	0.9297285	0.96890557	0.92521244	0.88713723	0.94863266
vloer/noun	0.88241017	0.5923187	0.9182296	0.8847906	0.8505227	0.74812055	0.8102084	0.8158079	0.8577848	0.88408756	0.6719154	0.9415729	0.78884554	0.6758082	0.84786534	0.9204171	0.6338756	0.8888761	0.7963677	0.6159735	0.89493066	0.8801576	0.8092793	0.8547573	0.8134573	0.6974048	0.7909719	0.8375987	0.7325419	0.7478143	0.6651478	0.8542194	0.7122123	0.7878886	0.9282041	0.0	0.84792	0.71448684	0.7648643	0.8731574	0.8807515	0.83505124	0.7840706	0.8839743	0.6662544	0.8026887	0.88715315	0.9363291	0.54335356	0.8812274	0.93835217	0.88420105	0.8957908	0.57128745	0.88581765	0.7864725	0.82625747	0.8668337	0.88934684	0.7671872	0.6912577	0.61224455	0.8917452	0.70228213	0.794046	0.8436566	0.5591879	0.87401664	0.7360337	0.90009123	0.79995006	0.8536309	0.6690458	0.6718246	0.88401335	0.8686014	0.86439335	0.81508154	0.9129739	0.7451105	0.85041857	0.9599665	0.92621934	0.86517954	0.5805662	0.72030723	0.8595511	0.8361922	0.8140528	0.6327863	0.82955456	0.59612006	0.91970575	0.69165	0.83221257	0.70298684	0.7341666	0.87632656	0.80277693	0.89291686	0.74822426	0.70503813	0.76889724	0.80677485	0.4567471	0.8947278	0.94713044	0.9009365	0.7998321	0.83966064	0.74089825	0.8730869	0.66759807	0.8276472	0.8002969	0.841297	0.81266785	0.9131639	0.82421196	0.79717994	0.4905342	0.52003837	0.8771451	0.81437635	0.8938333	0.62739444	0.8965534	0.89146906
outfit/noun	0.9111439	0.911747	0.88585234	0.8760896	0.84858346	0.8433095	0.83339953	0.87399113	0.6930659	0.7681887	0.88102585	0.9296424	0.64893985	0.8436034	0.8331381	0.8720522	0.8424753	0.88441104	0.8449905	0.85119116	0.87028277	0.8781976	0.8154893	0.9065782	0.716153	0.6709884	0.8453989	0.8872926	0.7363391	0.86986196	0.90425915	0.8850183	0.7997425	0.8241365	0.9549937	0.84792	0.0	0.85514754	0.82602924	0.80282545	0.86245275	0.76037395	0.6424016	0.7506946	0.82943094	0.6370814	0.9019015	0.93277997	0.79552984	0.83068025	0.85603476	0.7343353	0.7940749	0.8554352	0.82281315	0.6240754	0.81262743	0.88167506	0.85063434	0.6784943	0.8233644	0.7893623	0.8443889	0.63078207	0.7862373	0.80072993	0.81252503	0.9228327	0.60545063	0.8720536	0.8630131	0.7675673	0.7833262	0.8648626	0.8770037	0.8760972	0.8103661	0.87548184	0.8684232	0.6924677	0.7886709	0.9202369	0.8994132	0.8766221	0.8507061	0.68085974	0.8563072	0.863351	0.79970926	0.77136403	0.8392042	0.78056574	0.9211385	0.8445146	0.8771779	0.7957157	0.83475465	0.9258217	0.82963794	0.9065182	0.87833756	0.80901754	0.84777606	0.8321805	0.84722024	0.86976224	0.89225465	0.87667763	0.7093837	0.816851	0.84281147	0.87547874	0.8744595	0.7870395	0.8185702	0.7940304	0.8776819	0.9017408	0.61440825	0.6998807	0.7515898	0.8698437	0.8783386	0.90214366	0.7549492	0.7049662	0.91051364	0.875362
klinker/noun	0.88070536	0.847457	0.9242397	0.8951631	0.85951877	0.8717623	0.8340856	0.85290635	0.8445534	0.8703156	0.7730198	0.91920054	0.8332013	0.7384161	0.86073416	0.9047997	0.7005465	0.9134246	0.8024004	0.78449076	0.90111816	0.89461577	0.86341345	0.91989297	0.85404503	0.8075756	0.83193195	0.8698833	0.7624058	0.8116068	0.77645135	0.8558186	0.7830638	0.8760551	0.92929524	0.71448684	0.85514754	0.0	0.8403343	0.8464796	0.88921535	0.8443866	0.85683864	0.9082362	0.7530431	0.85439116	0.883043	0.9351887	0.70454717	0.9090202	0.8813467	0.8255254	0.86633015	0.65983844	0.86682874	0.81180006	0.851486	0.8853357	0.87035906	0.8280345	0.76257426	0.7229836	0.8470417	0.8015251	0.812263	0.8864107	0.7279732	0.8908065	0.83220446	0.8648743	0.8640429	0.88458496	0.7449441	0.75958514	0.89789	0.913067	0.8527218	0.83262146	0.91788834	0.7903986	0.879235	0.94166386	0.93921727	0.8410591	0.7354778	0.7602837	0.8358587	0.8240751	0.8389274	0.76767147	0.83374316	0.8005526	0.9182369	0.7617455	0.86666983	0.8084268	0.79532427	0.87286943	0.8277391	0.89576083	0.7517956	0.8037777	0.8411672	0.857476	0.76919943	0.8943355	0.9336345	0.9020183	0.86731535	0.82995766	0.77869016	0.8088846	0.8206057	0.82425165	0.8399778	0.8406216	0.82310224	0.91319066	0.83962786	0.8202564	0.7152462	0.6404851	0.8767392	0.8498926	0.88452435	0.74352944	0.8949062	0.9127292
tand/noun	0.8501482	0.856738	0.927212	0.8922874	0.86131024	0.74480474	0.86285746	0.86622065	0.82018304	0.80821943	0.79887587	0.9477829	0.805634	0.77072114	0.8451023	0.89589125	0.84216917	0.8695114	0.85244143	0.79007685	0.836296	0.8206229	0.8722566	0.84686536	0.7970032	0.73947847	0.7978297	0.7841588	0.7119743	0.7903508	0.7902874	0.93103623	0.78635174	0.80209523	0.9072332	0.7648643	0.82602924	0.8403343	0.0	0.8413464	0.75929093	0.86588097	0.766932	0.8924169	0.85882455	0.7619037	0.8072988	0.9446864	0.7877974	0.86573476	0.8799397	0.89887834	0.8583176	0.7151845	0.86834943	0.73361355	0.8846996	0.8491902	0.8767172	0.7639827	0.72982836	0.75890756	0.9001663	0.7219187	0.84485495	0.8006257	0.7462395	0.91633624	0.74474084	0.86511135	0.77300966	0.841819	0.67417026	0.8519101	0.8525282	0.92649883	0.7613574	0.83597636	0.91534555	0.5768715	0.7593474	0.97981524	0.927019	0.82583106	0.7870054	0.7968373	0.8533662	0.8652563	0.8094668	0.7632306	0.8386441	0.75074613	0.92994106	0.8548715	0.87046623	0.84551626	0.83537745	0.9079548	0.7252054	0.90840393	0.8506344	0.80000484	0.79916227	0.75592625	0.76625335	0.8876805	0.92562026	0.88790125	0.8019676	0.82064164	0.80264056	0.9308239	0.9044676	0.82072914	0.8151554	0.870989	0.84439903	0.9181983	0.79247785	0.6797599	0.77627856	0.7303709	0.84773815	0.85242766	0.81571597	0.73149	0.92075753	0.85583293
zo/adv	0.8848344	0.9211517	0.89684963	0.84837025	0.8782377	0.8799466	0.90973747	0.84043276	0.85897124	0.86268693	0.84405905	0.9335843	0.8410338	0.8598623	0.6989968	0.86687195	0.87212133	0.8800858	0.82546407	0.8551265	0.86269623	0.7829861	0.8932434	0.88389516	0.84458923	0.8276376	0.8474442	0.84901077	0.814765	0.85951847	0.8543825	0.8888033	0.7746432	0.9268557	0.89381605	0.8731574	0.80282545	0.8464796	0.8413464	0.0	0.8387796	0.7155918	0.83097255	0.90237767	0.83620167	0.8281689	0.8648013	0.89982665	0.84966695	0.8410684	0.87565994	0.882872	0.72926414	0.8741179	0.4295612	0.73120785	0.8404198	0.84108806	0.5984546	0.8930527	0.83852196	0.84793293	0.8539822	0.84589255	0.7681575	0.8140794	0.82594806	0.9389074	0.7999005	0.70488906	0.8590511	0.7693876	0.8037625	0.87947285	0.8601796	0.89906067	0.8468908	0.84827244	0.80049956	0.82146966	0.7544679	0.9198468	0.85768795	0.84198177	0.8426564	0.78241956	0.5215517	0.88919365	0.5296818	0.8140764	0.7745886	0.8640677	0.8810039	0.86188555	0.9040307	0.877403	0.8587338	0.8764672	0.7939993	0.84938496	0.88426757	0.89325243	0.84503055	0.77903485	0.8903921	0.8656654	0.8776667	0.8177133	0.86831635	0.64533573	0.8234358	0.90034753	0.9059386	0.52224755	0.800222	0.80862063	0.81635344	0.8409022	0.84666866	0.8001475	0.84507465	0.848872	0.77008104	0.90098536	0.8259047	0.8064622	0.8578993	0.90244603
wolf/noun	0.88967925	0.910274	0.8939823	0.85961366	0.85222936	0.8739604	0.9037347	0.81154114	0.9066658	0.9029693	0.8682858	0.9529722	0.85028243	0.8048521	0.86199665	0.915362	0.9217165	0.8467312	0.8835093	0.8554534	0.81255805	0.8701465	0.89898753	0.81568223	0.8449651	0.8136029	0.84559953	0.6597505	0.805712	0.82630324	0.8352322	0.8577507	0.7830589	0.8843369	0.9480588	0.8807515	0.86245275	0.88921535	0.75929093	0.8387796	0.0	0.7922753	0.7859868	0.8940438	0.90119076	0.8209791	0.6848691	0.9018736	0.8753817	0.77535754	0.9340866	0.93135804	0.8718989	0.814688	0.86914974	0.82565427	0.8624429	0.8441182	0.86984986	0.8503201	0.8047795	0.85202646	0.92454576	0.8108636	0.8139231	0.76254356	0.8421956	0.89763886	0.8375735	0.81277287	0.84350157	0.84441113	0.8357898	0.8597951	0.8585275	0.8785169	0.8512115	0.8034958	0.8661548	0.79059774	0.74922186	0.9326292	0.900025	0.8195374	0.8818311	0.8477315	0.866187	0.8512973	0.81739527	0.8286953	0.7845841	0.82060623	0.8978661	0.82987857	0.8726924	0.88459367	0.86165345	0.8251573	0.6506172	0.9306877	0.8639588	0.8371647	0.8272653	0.65926784	0.8765666	0.86491567	0.92543024	0.8324743	0.8612919	0.78312147	0.77320844	0.86897045	0.9417428	0.84221405	0.8660681	0.8221272	0.8326203	0.9331328	0.8708817	0.7672869	0.83390236	0.8397521	0.88185364	0.89940524	0.8748919	0.83402693	0.91994584	0.7595093
figuur/noun	0.8945418	0.9295171	0.93927586	0.8407291	0.81886727	0.8631252	0.8590102	0.7928146	0.8627296	0.8364513	0.7894869	0.953408	0.7243581	0.79527503	0.8701786	0.8739584	0.84534985	0.81663746	0.8608017	0.89729995	0.8877569	0.8724941	0.8294697	0.89101624	0.81903017	0.83372515	0.8703432	0.83878833	0.7990919	0.87151086	0.8998997	0.83872336	0.76157236	0.9017073	0.90722364	0.83505124	0.76037395	0.8443866	0.86588097	0.7155918	0.7922753	0.0	0.7740054	0.869624	0.82891726	0.76531446	0.8608935	0.8871993	0.7852607	0.73328424	0.88739574	0.8749914	0.75033164	0.80165154	0.7312852	0.72493017	0.7608126	0.8201425	0.67479	0.84742385	0.8037253	0.8178576	0.79367435	0.8179374	0.67292583	0.76377136	0.79618025	0.9573656	0.8143133	0.6639048	0.8982081	0.771828	0.7719423	0.7767796	0.8755159	0.89050806	0.8521378	0.82071114	0.75282717	0.79534626	0.78947973	0.92923737	0.8578695	0.88751864	0.78503	0.71056616	0.80692035	0.9058956	0.6309744	0.6231825	0.78591645	0.81598365	0.8853029	0.86456335	0.89758587	0.79624146	0.77927613	0.85580003	0.79988134	0.9116842	0.8430561	0.8697765	0.8015075	0.67385614	0.8540307	0.92291707	0.92975336	0.7350302	0.87474346	0.6898705	0.7832196	0.90054995	0.9001967	0.74651957	0.74738634	0.6188919	0.8350532	0.8950341	0.8274013	0.7547565	0.7459971	0.81900567	0.8279848	0.9119443	0.8381785	0.73986226	0.87173504	0.8790423
hoed/noun	0.9102969	0.8331885	0.9049399	0.87849814	0.82225907	0.72626084	0.7653034	0.818429	0.656459	0.74950147	0.825887	0.9441925	0.62825596	0.7719596	0.84066933	0.85350657	0.82985854	0.9115871	0.8352695	0.77905613	0.8442131	0.80744237	0.8376341	0.8242752	0.59555376	0.63457084	0.80179584	0.7779031	0.65939116	0.8050696	0.83857334	0.89284813	0.7651746	0.71117365	0.9357987	0.7840706	0.6424016	0.85683864	0.766932	0.83097255	0.7859868	0.7740054	0.0	0.7338459	0.81747174	0.52834165	0.85626984	0.93487954	0.7851423	0.82586026	0.8567374	0.7183705	0.8549806	0.7626616	0.8766619	0.60649097	0.81485486	0.8204523	0.85933626	0.60921556	0.7446822	0.6982465	0.87031627	0.4743786	0.768238	0.76763785	0.7511633	0.9356312	0.5738481	0.8629861	0.7848134	0.7003449	0.68508875	0.8017441	0.8891028	0.9020649	0.7267505	0.8274169	0.8874948	0.576133	0.7519048	0.9527529	0.90900636	0.8154786	0.7830576	0.6792728	0.84021413	0.8442907	0.8051226	0.694414	0.8286574	0.6564627	0.8937188	0.8249239	0.86712	0.8019363	0.8039387	0.9084152	0.74771786	0.9124591	0.8432259	0.72769207	0.7800051	0.77536666	0.7774635	0.89814764	0.93151516	0.89296067	0.6364664	0.80928266	0.73426634	0.89692426	0.9147844	0.79151285	0.794864	0.7864802	0.8369514	0.9318927	0.589546	0.56310475	0.69262	0.813345	0.8771302	0.88387924	0.71502674	0.6242849	0.9274563	0.84696615
kimono/noun	0.9483071	0.89053804	0.93142116	0.9383774	0.89354664	0.89537936	0.8192327	0.8887632	0.74212134	0.85788375	0.8927727	0.94986814	0.7047409	0.8904372	0.91580284	0.8848851	0.8598664	0.9005456	0.90830374	0.89053583	0.8869011	0.8836494	0.88605875	0.932202	0.7829978	0.7486814	0.8566801	0.89306045	0.7984489	0.87621516	0.900789	0.9123745	0.87028474	0.8453277	0.95355344	0.8839743	0.7506946	0.9082362	0.8924169	0.90237767	0.8940438	0.869624	0.7338459	0.0	0.8879711	0.74395275	0.9053854	0.93338203	0.8759557	0.90821505	0.90744495	0.78605855	0.90848255	0.8864472	0.91908765	0.8018323	0.86172366	0.9405732	0.9120238	0.75030345	0.8781788	0.8201655	0.879865	0.70885694	0.8546432	0.8817482	0.86676455	0.915459	0.74391484	0.94385815	0.89225245	0.8464432	0.8163071	0.88877606	0.9033431	0.9337027	0.8605222	0.9156408	0.94510394	0.778423	0.8831618	0.9463304	0.95518786	0.8729816	0.83798	0.79918283	0.8989179	0.92078984	0.87996656	0.81602204	0.8858532	0.8258164	0.93339425	0.9154769	0.915048	0.8493962	0.8672725	0.9520002	0.8727179	0.9495514	0.8861181	0.8307903	0.8950454	0.89028645	0.87099814	0.9205796	0.9508967	0.9232229	0.77697265	0.8833307	0.8685937	0.91872823	0.91845065	0.8911753	0.9043835	0.8488529	0.89484763	0.9459243	0.74939847	0.8000596	0.8047068	0.8965512	0.9269315	0.8905244	0.8693718	0.7751213	0.92919755	0.8979448
