	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
te/adv	0.84250134	0.93247247	0.999931	0.94035995	0.8341491	0.8660319	0.79194295	0.87257564	0.626479	0.7605303	0.9697894	0.89736944	0.8784985	0.84878427	0.9637814	0.59624124	0.9582483	0.84014815	0.7607343	0.88590956	0.9493838	0.7988289	0.99023056	0.90430945	0.76642793	0.74068046	0.86133415	0.96129394	0.8287458	0.84380347	0.8553119	0.9304397	0.7562349	0.79650384	0.7714479	0.88001555	0.7492497	0.7725136	0.92389053	0.4063105	0.97138774	0.76406145	0.7898463	0.7564449	0.88118076	0.7859425	0.8529791	0.9098403	0.9655278	0.9808212	0.97462165	0.88974404	0.9506034	0.9053655	0.37119323	0.7535393	0.9356214	0.81144595	0.5355902	0.69184506	0.9540858	0.8014824	0.98857903	0.70587075	0.8564967	0.82421523	0.85516936	0.8397925	0.73755205	0.76981854	0.7749931	0.93984103	0.6996256	0.8583535	0.7906611	0.99584377	0.8123187	0.8418306	0.8127936	0.634166	0.6321397	0.7400694	0.93832725	0.8951005	0.90949464	0.7657243	0.0	0.8864073	0.7266782	0.78318155	0.99461067	0.88030434	0.6724137	0.74809873	0.97898906	0.9963866	0.89132035	0.8279822	0.7362946	0.98318726	0.8919783	0.81792384	0.9728783	0.8981654	0.92169535	0.9602395	0.9776367	0.5782069	0.59515166	0.8099148	0.86722517	0.9822795	0.9184805	0.490256	0.8319731	0.8965849	0.8338969	0.9995296	0.5524267	0.71602416	0.8840817	0.9065339	0.8743179	0.73796797	0.717194	0.7919021	0.94275653	0.99287665
brommer/noun	1.0	0.7825639	1.0	0.9260541	0.9223634	0.74014676	0.8715417	0.9005479	0.80279964	0.88754725	0.8828726	0.7580433	0.7441096	0.8700433	0.89084715	0.8766357	0.78901637	0.97458905	0.8923708	0.8344191	0.886443	0.8255604	0.8453107	0.79953504	0.70914507	0.72683406	0.7415205	0.78838265	0.8186965	0.90379083	0.8453793	0.90360236	0.839025	0.6663027	1.0	0.68557274	0.864288	0.8408293	0.849369	0.8686509	0.9334793	0.8797304	0.79079014	0.67169094	0.8872338	0.7914644	0.83424085	0.93936276	0.7244271	0.64625835	0.9451119	0.84366983	0.95328826	0.75807303	0.9160765	0.8522001	0.88446546	0.82800615	0.97001016	0.7704761	0.84819365	0.6428016	0.89235735	0.6605805	0.8186072	0.80225754	0.8012359	0.7632953	0.7052511	0.8988461	0.8776545	0.9752909	0.82582176	0.7868585	0.992075	0.94616574	0.8591382	0.82520527	0.9304004	0.8450601	0.8330096	1.0	0.91357595	0.7909222	0.7902062	0.8446076	0.8864073	0.0	0.83395296	0.7529766	0.8441837	0.57545257	0.93869805	0.666027	0.99286425	0.83075833	0.87981755	0.9761506	0.82374394	1.0	0.8553306	0.5802897	0.9606216	0.6521657	0.80883896	0.9755883	0.99131215	0.83682007	0.81395197	0.9198418	0.8805887	0.9042266	0.80597585	0.88765264	0.86712486	0.79215086	0.95078725	0.9972075	0.81925094	0.8149717	0.6703464	0.74462724	0.9253175	0.993618	0.8998957	0.7441993	0.8721908	0.9056657
even/adv	0.98217267	0.73153335	0.6742247	0.88228893	0.7576827	0.7132375	0.86118245	0.81994385	0.89123833	0.84967077	0.8676735	0.88497394	0.784418	0.79857004	0.9033918	0.8037107	0.87532514	0.88100696	0.8170807	0.78369826	0.88603395	0.876249	0.82434696	0.9844784	0.7985358	0.8141401	0.7797732	0.8421043	0.74638945	0.5584894	0.74373007	0.73555076	0.77995896	0.8537169	0.94441617	0.7640093	0.7695986	0.9003036	0.82805353	0.6478567	0.96436054	0.6888077	0.74857175	0.82452506	0.71670175	0.8392189	0.90350085	0.9035344	0.74364734	0.85919607	0.8245778	0.86510587	0.93209267	0.7562271	0.5491719	0.7365223	0.58959514	0.67802197	0.5231681	0.78701556	0.8452304	0.71481395	0.885464	0.777146	0.5047636	0.82397896	0.7606194	0.9035632	0.7892636	0.67018735	0.8550535	0.8759027	0.52827966	0.7077322	0.92822087	0.96171916	0.8012725	0.60080826	0.83780617	0.7295015	0.7366545	0.9686368	0.97107315	0.9005892	0.82734656	0.719368	0.7266782	0.83395296	0.0	0.45687717	0.6926771	0.8322288	0.6338589	0.8623687	0.60520744	0.7391458	0.6011839	0.8255042	0.9629865	0.97806305	0.7932308	0.85728055	0.5262362	0.7953439	0.68845326	0.5461358	0.95877016	0.8314487	0.7454617	0.67496634	0.5216609	0.6361241	0.9379559	0.63575816	0.8357949	0.70168185	0.60485977	0.9202645	0.8525827	0.75880456	0.8012716	0.8228434	0.8062045	0.4476148	0.81736934	0.6633853	0.9615814	0.95946574
doek/noun	0.90110034	0.6158112	0.7154767	0.93220145	0.8128068	0.635559	0.67176235	0.79273564	0.8184376	0.7830826	0.75252295	0.8187845	0.5349774	0.5350373	0.8219226	0.77250487	0.6690273	0.67936647	0.6512865	0.8368334	0.81661236	0.8453002	0.72203153	0.92916465	0.8141721	0.82671905	0.6979998	0.85005033	0.6472702	0.6386726	0.6597289	0.82429594	0.62837315	0.7154912	0.94491106	0.5967319	0.78671384	0.7871159	0.7723103	0.86105824	0.9410945	0.52952474	0.66373944	0.7427822	0.5266546	0.6772586	0.85583866	0.87593853	0.60732657	0.6353666	0.868082	0.9710059	0.97231376	0.51612264	0.77355325	0.7683234	0.60278076	0.6641071	0.54635966	0.80749625	0.58487	0.6137749	0.8450513	0.66158605	0.60128593	0.77789366	0.56480896	0.72703767	0.77381265	0.6262807	0.8109273	0.85547686	0.48055536	0.6552478	0.7615987	0.7731749	0.79135984	0.67237765	0.92281395	0.60044485	0.7432743	0.94670075	0.96520096	0.8104373	0.61509	0.56820536	0.78318155	0.7529766	0.45687717	0.0	0.908114	0.6933867	0.6544558	0.7440053	0.85717416	0.6976036	0.57184905	0.85663027	0.88839495	1.0	0.7625668	0.7970652	0.6620624	0.73766005	0.5867691	0.7716623	1.0	0.88591266	0.7317476	0.824174	0.6058918	0.8358191	0.81383705	0.7379431	0.6533952	0.5461228	0.73517996	0.93315923	0.7187531	0.6025343	0.4888023	0.6454389	0.8759586	0.5492988	0.82547116	0.40190327	0.8215029	0.8972162
robot/noun	0.9923612	0.96489125	0.99546236	0.9897517	0.9537873	0.9000386	0.85178375	0.9728335	0.8220762	1.0	0.8781841	1.0	0.9452408	0.8832394	0.98296016	0.95744765	0.9100544	0.95309657	0.9748688	0.65608126	0.9602914	0.9992864	0.89187545	0.96915317	0.8630303	0.79516697	0.9048698	0.9723705	0.99069405	0.70394707	0.8690185	0.7573768	0.93091595	0.8209302	1.0	0.9380033	0.8805525	0.9665659	0.9317668	0.95005196	0.9510288	0.86858416	0.89026827	0.9721523	0.9692508	0.8495765	0.9375103	0.8857238	0.92737544	0.8685705	1.0	1.0	0.9058034	0.859181	0.9239463	0.99467635	0.95735335	0.9691065	0.95310855	0.67148465	0.91442496	0.8960928	0.8218772	0.8429409	0.9079238	0.94705737	0.9094537	0.9713829	0.83516496	0.740296	0.89840484	0.94382966	0.92242265	0.90387535	0.9723134	0.9795993	0.99469686	0.9669953	0.75071007	0.9270584	0.980434	1.0	0.99323285	0.87258637	0.9162871	0.94686	0.99461067	0.8441837	0.6926771	0.908114	0.0	0.80349976	0.99610543	0.875819	0.45933932	0.85990053	0.9396839	0.8178907	0.84501696	0.98501056	0.9266865	0.90966296	0.5976913	0.67913944	0.8284187	0.9703853	0.9744029	0.93291724	0.9998938	0.88840175	0.8322189	0.7821821	0.86178434	0.9608345	0.96203077	0.74228597	0.85375774	1.0	0.87349266	0.95453304	0.9413691	0.82990444	0.7696339	0.9459327	0.8756792	0.8532164	0.94564813	0.9803554
doos/noun	0.832822	0.6203114	0.9638804	0.8326992	0.84842515	0.6658039	0.6943072	0.8737452	0.81426245	0.8782265	0.57892895	0.9107596	0.8430442	0.56489265	0.69377136	0.9583212	0.73440105	0.86334395	0.8221265	0.42176116	0.62220466	0.8486852	0.7851401	0.69783336	0.6882072	0.5521326	0.5669652	0.70562124	0.79137605	0.6801903	0.56896293	0.91860545	0.6229725	0.27204806	0.87772363	0.53208977	0.83922786	0.8175973	0.7867002	0.9630154	0.8762488	0.7482695	0.62843037	0.7063719	0.49969953	0.70108235	0.8368195	0.9564975	0.6122724	0.7402297	0.8566567	0.8090273	0.8431487	0.52559173	0.9783355	0.7986987	0.90628415	0.66542137	0.98138946	0.6975046	0.6145644	0.35999924	0.97618407	0.6231708	0.7112411	0.7805024	0.5130863	0.8334846	0.5541784	0.8870896	0.53580946	0.82659364	0.6839011	0.59830785	0.9361109	0.9803188	0.8829998	0.8804352	0.95224464	0.8173325	0.8241979	1.0	0.92912304	0.5959966	0.6082298	0.7570034	0.88030434	0.57545257	0.8322288	0.6933867	0.80349976	0.0	0.816067	0.64897025	0.95158434	0.50698495	0.7828542	0.94510704	0.6397518	0.98393863	0.716663	0.3517245	0.7373847	0.5260625	0.529523	0.9017109	0.97300225	0.98410565	0.801075	0.92350405	0.81051356	0.9912876	0.6053871	0.9077284	0.7892006	0.88457686	0.94106954	0.9980141	0.7642231	0.781899	0.5745815	0.51708853	0.8313942	0.96620345	0.9152784	0.49428266	0.95220184	0.82479906
handel/noun	1.0	0.8156582	0.9146887	0.9406372	0.87341624	0.9494562	0.77291584	0.76613516	0.8489405	0.78784245	0.81576455	1.0	0.83124894	0.6462221	0.9058239	0.87336767	0.841855	0.64377445	0.69526553	0.9006882	0.8883517	0.7669327	0.8272208	0.8231853	0.820548	0.7051631	0.6967476	0.91404766	0.81245595	0.73719144	0.6760019	0.9648926	0.73490113	0.7891067	0.9913714	0.6800447	0.91033196	0.8756479	0.8944708	0.7511924	0.9755361	0.7789091	0.85541666	0.82239574	0.54322743	0.883288	0.5066923	1.0	0.79961705	0.92191786	1.0	0.7547718	0.8863958	0.79354274	0.57966816	0.79637706	0.74116063	0.6819072	0.5689381	0.85364175	0.76054525	0.6268692	0.99140835	0.8343852	0.7384285	0.87380105	0.6183976	0.97155243	0.8390602	0.771857	0.7596334	0.8796929	0.5099945	0.67516327	0.9004657	0.93559366	0.88614297	0.73981965	0.95123327	0.78648573	0.8056115	1.0	0.9608416	0.66223276	0.68554616	0.6873505	0.6724137	0.93869805	0.6338589	0.6544558	0.99610543	0.816067	0.0	0.94884217	0.97521055	0.8209761	0.8284261	0.671152	0.98321015	0.9868096	0.7326522	0.9142878	0.93828195	0.78214765	0.76460385	0.9149148	0.9622696	0.99631757	0.7654494	0.90883577	0.781033	0.9650042	0.9123902	0.65043116	0.6361401	0.86620593	0.77764016	0.96235245	0.79986614	0.81324506	0.7482497	0.71047604	0.8120985	0.67052555	0.7497097	0.6999117	0.8659868	0.9302999
straat/noun	0.9164927	0.67069125	0.97736317	0.983527	0.9191074	0.7212608	0.82870454	0.8761764	0.7299566	0.91752195	0.7754061	0.7174761	0.84041935	0.7297102	0.9268876	0.73433375	0.63882077	0.93454653	0.7597099	0.7166332	0.9155999	0.88886905	0.7233569	0.9377706	0.6795617	0.7039261	0.82346606	0.83216393	0.8317189	0.7376853	0.7198496	0.6496072	0.67134964	0.5573534	0.8459349	0.628107	0.6777543	0.4969566	0.960153	0.9564992	0.9935714	0.81390667	0.708434	0.81709945	0.8126915	0.7396102	0.83884287	0.9835848	0.5965829	0.8078627	0.95677054	0.894571	0.9017602	0.55670834	0.88153553	0.8429414	0.8912736	0.86264473	0.9457469	0.6692463	0.8031241	0.72164845	0.88749087	0.60838723	0.7429509	0.6935251	0.770832	0.84743077	0.5872773	0.93746114	0.78103125	0.83921754	0.7225971	0.62899745	0.8206165	0.7284624	0.8767382	0.8525069	0.97028387	0.7963418	0.74557996	0.98514116	0.9392049	0.8834474	0.76769376	0.78560865	0.74809873	0.666027	0.8623687	0.7440053	0.875819	0.64897025	0.94884217	0.0	0.9022721	0.7616838	0.83414906	0.8761736	0.88135546	1.0	0.67331755	0.47220963	0.90532005	0.88835406	0.6415949	0.89104384	0.9832575	0.91845024	0.7392366	0.9014056	0.8666648	0.660591	0.66775644	0.91617954	0.8798452	0.81616646	0.93254006	0.9795052	0.7629671	0.75205785	0.74316406	0.656029	0.8511051	0.9621714	0.88784105	0.71777	0.9775246	0.9033506
rookwolk/noun	0.9988671	0.8315495	0.7355445	0.9682976	0.6937897	0.8050585	0.9962556	0.66150343	0.9981279	0.9502017	0.9514421	0.9695127	0.85388386	0.9368511	0.99307114	0.9941579	0.98199546	0.94725627	0.8701929	0.6992086	0.872206	0.9398408	0.8321198	0.9986769	0.9569685	0.96304667	0.87710124	0.8905498	0.949691	0.57512784	0.75814927	0.5945094	0.91113186	0.99173933	0.99768436	0.92514294	0.9293134	0.9395457	0.986837	0.961242	0.9153372	0.8142201	0.979512	0.9959341	0.92035735	0.9274392	0.92493343	0.9873017	0.88841414	0.931794	0.99445844	0.9927581	0.880556	0.8187497	0.8248207	0.992497	0.70657533	0.9770263	0.98159385	0.8983852	0.92584306	0.9285675	0.8187352	0.97655034	0.9179744	0.9704048	0.9347477	0.8694428	0.94999385	0.93122804	1.0	0.99083936	0.864316	0.94080734	0.8956402	0.8916259	0.9667209	0.8115853	0.8170333	0.9965227	0.9783329	0.998983	0.9548955	0.9704946	0.94804716	0.8380643	0.97898906	0.99286425	0.60520744	0.85717416	0.45933932	0.95158434	0.97521055	0.9022721	0.0	0.85513896	0.6380775	0.68887866	1.0	1.0	0.8982403	0.9192982	0.52043086	0.88842773	0.7551915	0.9339342	0.8746894	0.8683405	0.98909086	0.74209297	0.51044714	0.6402525	0.9140949	0.8031427	0.9802878	0.62054175	0.64549077	0.83861476	0.9881062	0.95390713	0.93734133	0.9125293	0.77788687	0.78617144	0.9980899	0.8797727	0.82137275	0.9825982
kubus/noun	0.9223043	0.5591975	0.9625783	0.7230197	0.8308117	0.87256	0.784107	0.94902444	0.9418704	0.96038294	0.51587355	0.7233744	0.91803384	0.6390855	0.8542917	0.99902326	0.68714625	0.9366639	0.90792555	0.56935626	0.9019925	0.96436197	0.6122202	0.92185533	0.8390094	0.86985856	0.82054114	0.9196806	0.80695605	0.5731171	0.7663189	0.92458045	0.869539	0.7561389	1.0	0.65357906	0.9067634	0.8549899	0.94338024	0.95630753	0.9909251	0.6319947	0.71500134	0.9487009	0.39728975	0.87027127	0.8908741	0.8878956	0.4062919	0.8614286	0.89782435	0.8534785	0.98613137	0.61090505	0.97238535	0.85006577	0.90921783	0.92060447	0.9471637	0.9086083	0.74379677	0.4708057	0.9058487	0.8537922	0.6306132	0.9362478	0.4508356	0.93056977	0.8586444	0.9672709	0.8342746	0.88924605	0.75713915	0.47747743	0.80400884	0.95127696	0.9610714	0.89748144	0.95205146	0.94689494	0.94480664	1.0	1.0	0.85570323	0.61044276	0.8229883	0.9963866	0.83075833	0.7391458	0.6976036	0.85990053	0.50698495	0.8209761	0.7616838	0.85513896	0.0	0.63170654	0.97559327	0.8543549	1.0	0.6167089	0.76328796	0.71365	0.8883152	0.48118573	0.97168416	0.9759399	0.90478677	0.8889218	0.95862013	0.88112783	0.95933366	0.5923997	0.856479	0.863619	0.8357867	0.9480059	1.0	0.8904359	0.8870034	0.7593331	0.52498484	0.84951544	0.93344283	0.9281553	0.5517499	0.9875643	0.8526839
licht/noun	0.69878554	0.67272604	0.5835075	0.7711962	0.39493316	0.69365597	0.92485315	0.569821	0.978364	0.8671334	0.6978532	0.9034264	0.7338422	0.64594924	0.74346524	0.95520467	0.7347138	0.85131866	0.7646008	0.6316212	0.79837495	0.90038973	0.67015874	0.9672165	0.91030765	0.9138225	0.5776307	0.7812755	0.7907077	0.3911453	0.49669784	0.7783221	0.6658176	0.8577472	0.811784	0.5765184	0.94036156	0.85124874	0.891301	0.8665289	0.9684966	0.7045109	0.8612258	0.9373298	0.5751328	0.92349315	0.8071809	0.9162974	0.5785518	0.7660145	1.0	0.9148101	0.9596598	0.49743587	0.8195072	0.9186497	0.6222528	0.90191686	0.7898804	0.96779436	0.7145147	0.54981905	0.7876129	0.89574987	0.675164	0.9275055	0.5408464	0.75527173	0.8319216	0.76627034	0.8138237	0.9020389	0.5473287	0.64506906	0.83803177	0.8345965	0.87675434	0.5895537	0.8776351	0.8395505	0.9411892	0.9834936	0.9768025	0.8783505	0.5999723	0.5168048	0.89132035	0.87981755	0.6011839	0.57184905	0.9396839	0.7828542	0.8284261	0.83414906	0.6380775	0.63170654	0.0	0.8467674	0.78078485	0.9989866	0.60738575	0.83641016	0.4596576	0.80807513	0.5199194	0.71896803	0.9467358	0.9150032	0.9506372	0.7655333	0.37138784	0.88651454	0.74953926	0.81076205	0.62463444	0.6112734	0.54824793	0.88513136	0.92338675	0.8732542	0.5091114	0.5898257	0.86786675	0.5537329	0.96050334	0.5918627	0.80151343	0.95182395
gebied/noun	0.97945166	0.9508319	0.7198906	0.73600376	0.84802854	0.9278791	0.92793655	0.7196347	0.93458587	0.900889	0.98745	0.9827551	0.9350833	0.78726816	0.9464697	0.95217496	0.96963197	0.5224694	0.71720445	0.92087126	0.98246354	0.88557	0.98073626	0.7518014	0.93513685	0.8753311	0.88264984	0.6854603	0.921801	0.70746684	0.7547065	0.47525948	0.79146314	0.94710124	0.9071223	0.913189	0.9804824	0.9128051	0.8909884	0.88696945	0.5165292	0.85966283	0.9533316	0.90958214	0.9243599	0.95721555	0.5521468	0.8012285	0.8594166	0.971725	1.0	0.9877218	0.78495497	0.91521424	0.74699205	0.8741687	0.5587883	0.8805915	0.69213027	0.9647591	0.8998761	0.8926906	0.92044586	0.9375427	0.815902	0.9238209	0.8514056	0.96753454	0.93100244	0.80653906	0.7928022	0.86794096	0.7426542	0.8403986	0.97857064	0.5613198	0.92983377	0.9107634	0.9042038	0.8992939	0.91615087	1.0	0.81689113	0.7081466	0.95216626	0.80361867	0.8279822	0.9761506	0.8255042	0.85663027	0.8178907	0.94510704	0.671152	0.8761736	0.68887866	0.97559327	0.8467674	0.0	0.9156208	0.87721777	0.9261044	0.97290653	0.75700146	0.82438093	0.82122034	0.830386	0.9852523	0.9080761	0.9380051	0.8672841	0.7492687	0.61411256	0.8929579	0.8789437	0.8439499	0.60224533	0.6484726	0.9740566	0.9136299	0.93851197	0.8427586	0.9095446	0.85220957	0.6583713	0.86891663	0.899329	0.92713934	0.6506758
muis/noun	0.2469415	0.9360726	0.9945887	0.8301684	0.9711674	0.78512	0.84011716	0.9404893	0.7223724	0.9399222	0.90864205	1.0	0.94917613	0.88096154	0.9633712	0.7753197	0.91797596	0.95189375	0.9390499	0.74269265	0.7010294	0.9529574	0.9510197	0.6018764	0.81919134	0.7005172	0.8961527	0.6552218	0.8950464	0.8555319	0.8512164	0.99499804	0.74616915	0.71605456	0.78185403	0.8737842	0.79066914	0.9874527	0.8149844	0.9724448	0.7912146	0.87713677	0.73640394	0.9054051	0.9568971	0.756101	0.9689318	0.90097666	0.9373027	0.878672	0.8924478	0.9411316	0.9932453	0.90397257	0.99214286	0.9160971	0.97392464	0.8077439	0.90898633	0.66837424	0.8895632	0.86538136	0.93896693	0.72464544	0.885401	0.82873696	0.8864459	0.97262704	0.64147997	0.9578564	0.72979313	0.87634313	0.8497453	0.75111985	0.85576874	0.9925168	0.9458958	0.9800797	0.9882284	0.7910688	0.81478083	0.9946969	0.9888432	0.8674537	0.9319775	0.8931231	0.7362946	0.82374394	0.9629865	0.88839495	0.84501696	0.6397518	0.98321015	0.88135546	1.0	0.8543549	0.78078485	0.9156208	0.0	0.95734847	0.91573346	0.85542476	0.9045434	0.8244257	0.9259489	0.93704224	0.97719646	0.97863	0.816929	0.95960015	0.98669225	0.9787095	0.85665685	0.9310699	0.818791	0.93161184	0.96904373	0.9983686	0.6786081	0.8254766	0.900488	0.8734815	0.85248935	0.99378043	0.8215104	0.81095105	0.99859166	0.94292504
middenmoot/noun	1.0	1.0	0.87449193	0.8377917	0.99841744	0.99979985	1.0	0.9788133	0.9973906	0.9965064	1.0	0.94016784	0.99908733	0.94393224	1.0	0.95325685	1.0	0.8570444	0.9963634	0.9747182	0.9532231	0.54538953	0.96124655	1.0	0.9972673	1.0	0.99736935	0.9051058	0.99918735	1.0	0.99535686	0.9802536	0.9916786	0.99848795	0.8004079	1.0	0.96385807	1.0	0.9012404	0.998368	0.661291	0.98189586	0.99725366	0.9874986	0.9957011	0.99950325	1.0	0.702769	1.0	0.9991408	1.0	0.9948464	1.0	1.0	0.99660015	0.99908674	0.9805462	0.7675682	0.8451114	0.9967201	1.0	1.0	0.95881414	0.9997421	0.8995917	1.0	1.0	1.0	0.9809041	0.9004795	0.9987717	0.9769232	0.97912055	1.0	0.99196875	0.9986631	0.9983023	0.9910954	0.5351393	0.99939257	0.9928438	0.78557074	1.0	0.99971074	0.99745166	0.9888533	0.98318726	1.0	0.97806305	1.0	0.98501056	0.98393863	0.9868096	1.0	1.0	1.0	0.9989866	0.87721777	0.95734847	0.0	1.0	1.0	0.9938595	0.95016825	0.9997512	0.9589852	0.3598925	0.9938808	1.0	0.9611674	0.99994886	1.0	0.99870574	0.84777576	0.9661987	1.0	0.8446207	0.3609764	0.98655546	0.9984691	1.0	1.0	0.8579859	0.98034495	0.9812726	0.92009336	0.9635052	0.8490623
graniet/noun	0.9539303	0.7098299	0.87233436	0.96768004	0.7734883	0.7816271	0.7134763	0.83016616	0.9655454	0.9345529	0.26450837	0.8011376	0.9273645	0.34975636	0.8590995	0.8203019	0.27270067	0.83606756	0.7231858	0.72656375	0.9343703	0.91836125	0.65034044	0.93025255	0.86574817	0.839133	0.5434835	0.84072715	0.70488197	0.74641067	0.6287048	0.88200974	0.5452448	0.8491797	0.7867212	0.35826337	0.880943	0.436585	0.7783373	0.8654855	0.8726229	0.7154787	0.8732307	0.82067776	0.3980074	0.85108566	0.87425345	0.9952367	0.39367282	0.94272596	0.87208796	0.7976003	0.9287944	0.31396967	0.7341482	0.8480928	0.7112635	0.9484864	0.907058	0.9788077	0.6278461	0.4118973	0.89478755	0.8878668	0.69704986	0.9494636	0.30542636	0.9613172	0.81346226	0.8374653	0.8700947	0.9564632	0.56052095	0.54825664	0.8322326	0.97584426	0.7138092	0.85222334	0.87305737	0.8430332	0.8298116	0.9553411	0.9988025	0.8793463	0.27446568	0.56707907	0.8919783	0.8553306	0.7932308	0.7625668	0.9266865	0.716663	0.7326522	0.67331755	0.8982403	0.6167089	0.60738575	0.9261044	0.91573346	1.0	0.0	0.888644	0.86843413	0.8529861	0.5370615	0.9358903	0.9265249	0.93557495	0.8634789	0.8379932	0.72818947	0.8414373	0.53910667	0.8376608	0.73740906	0.7293649	0.75892013	0.86279315	0.93151325	0.866264	0.4874978	0.20554817	0.862512	0.9112828	0.90957683	0.47658563	0.8930228	0.93632096
vuilniszak/noun	0.9460202	0.5899347	0.95288014	0.93930316	0.8042496	0.68097186	0.92635715	0.94442177	0.8370302	0.89815056	0.8919449	0.99394274	0.911455	0.7647192	0.7443918	0.9241561	0.85704714	0.96121347	0.78322554	0.58511853	0.8465107	0.7941564	0.84106755	0.7831435	0.6695454	0.60603726	0.79636973	0.7995123	0.9014089	0.74805397	0.71500933	0.8400985	0.8091827	0.26145428	0.93710494	0.64555055	0.7902597	0.8809557	0.9565493	0.98253095	0.97248447	0.8310684	0.6754129	0.6983153	0.7642177	0.8649819	0.96059346	0.9943694	0.75578713	0.915381	0.9995018	0.83593726	0.94209707	0.6442505	0.98594576	0.7525627	0.95328724	0.78591645	0.9982203	0.6745849	0.866293	0.50794685	0.92927337	0.56566113	0.86251295	0.6720915	0.71858585	0.8702458	0.54974455	0.9822783	0.58646214	0.76727116	0.7900498	0.85276586	0.94404596	0.93049735	0.91889995	0.89865065	0.9902252	0.8637079	0.7820907	0.98660743	0.9186087	0.8302729	0.8001611	0.7887063	0.81792384	0.5802897	0.85728055	0.7970652	0.90966296	0.3517245	0.9142878	0.47220963	0.9192982	0.76328796	0.83641016	0.97290653	0.85542476	1.0	0.888644	0.0	0.8654041	0.79613703	0.57678556	0.8407495	0.97039366	0.9763493	0.76259524	0.90276927	0.88338584	0.90833074	0.6895193	0.883072	0.9369186	0.95761514	0.9665125	0.9958258	0.8974858	0.87370664	0.6565131	0.71150583	0.6860269	0.9636296	0.93486464	0.7482946	0.9731317	0.97057146
hemel/noun	0.93717587	0.8555627	0.51610124	0.83955586	0.62821233	0.68261147	0.86827403	0.611765	0.99342185	0.8873922	0.79277503	0.99884796	0.739822	0.6918267	0.8353595	0.9279621	0.7925533	0.8403505	0.7756327	0.5357064	0.9066991	0.99664795	0.9061265	0.9865517	0.9246603	0.77670735	0.72001183	0.9255519	0.8065554	0.28243	0.4609545	0.63527805	0.69535244	0.8047545	0.95917064	0.77274346	0.8726459	0.8770024	0.91058296	0.8903287	0.9763386	0.74239826	0.8356777	0.91767395	0.76536155	0.8169066	0.9056904	0.9160773	0.7389164	0.8462169	0.9337901	0.9897711	0.9390822	0.632818	0.8681985	0.88678676	0.6618557	0.93691975	0.7325836	0.8690828	0.7063446	0.7902367	0.7874498	0.8835404	0.6878402	0.8224019	0.77820444	0.93113434	0.82066154	0.7106608	0.74483067	0.86252266	0.674184	0.76149213	0.97565395	0.89517087	0.9121293	0.6740532	0.8720866	0.75259113	0.8653939	0.98659885	0.95116556	0.80302966	0.8432989	0.6775906	0.9728783	0.9606216	0.5262362	0.6620624	0.5976913	0.7373847	0.93828195	0.90532005	0.52043086	0.71365	0.4596576	0.75700146	0.9045434	0.9938595	0.86843413	0.8654041	0.0	0.83463204	0.6208322	0.57725763	0.89389133	0.913123	0.9452085	0.73505956	0.35386539	0.73560405	0.9401499	0.82000136	0.80279344	0.5806593	0.52793276	0.876886	0.91711855	0.78044903	0.8035897	0.7281717	0.4687882	0.56318295	0.9759874	0.7217977	0.8973156	0.972393
