	rand/noun	plein/noun	gelaat/noun	expressie/noun	prachtig/adj	rose/adj	trek_uit/verb	daarentegen/adv	vilt/noun	overheers/adj	nevel/noun	dito/adj	opwindend/adj	in/verb	kuif/noun	mijnheer/noun	maar/adv	hobbel/verb	kijk/verb	combinatie/noun	kort/adj	blauw/adj	glijd_af/verb	dagje/noun	commentator/noun	fotografeer/verb	samenleving/noun	zee/noun	gangster/noun	trek_aan/verb	(/noun	hek/noun	arbeid/noun	meter_lang/adj	wat/noun	ontvreemd/verb	gans/noun	lucht/noun	dynamisch/adj	soort/noun	gebakken/adj	druk/noun	verontwaardigd/adj	zij/adv	klinker/noun	sta_open/adj	kruid/noun	model/noun	kimono/noun	beleef/verb	kleurstof/noun	onopvallend/adj	plafond/noun	kleding/noun	nacht/noun	meestal/adv	decennium/noun	ruil_in/verb	ronk/adj	syntetisch/adj	vuurrood/adj	blik/noun	schelp/noun	contrast/noun	annexeer/verb	schakering/noun	conservatief/adj	man/noun	pak/noun	landschap/noun	weer/adv	flets/adj	donkerblauw/adj	zucht/noun	wit/adj	zie/verb	groen/noun	rimpel/noun	lauw/adj	ben/verb	wagen/noun	lig/verb	bijpassend/adj	rij/noun	wereld/noun	paars/adj	gebreid/adj	legende/noun	kompaan/noun	paradijselijk/adj	motregen/noun	traag/adj	te/adv	brommer/noun	vrijwilliger_werk/noun	licht/adj	droog/adj	verder/adv	inderdaad/adv	rookwolk/noun	doods/adj	groen/adj	licht/noun	weer/noun	huis/noun	ideaal/noun	middenmoot/noun	zalm/noun	ontsta/verb	ronde_DIM/noun	verplaatst/adj	heks/noun	aangezicht/noun	monster/noun	oorspronkelijk/adj	kom_over/verb	plat/adj	onveilig/adj	fiscaal/adj	lang/adj	aan/adv	bloem_DIM/noun	seizoen/noun	schijn/noun	indrukwekkend/adj	kous/noun	verdwijn/verb	vaak/adj	vertoon/verb	politicus/noun	wolk/noun	herinner/verb	streng/noun	zone/noun	eerst/adv	ruimte/noun	start/noun	enerzijds/adv	vergeten/adj	nauwelijks/adv	laat_achter/verb	zwart/adj	baard_DIM/noun	morsig/adj	glans/adj	bekleed/adj	rook_gordijn/noun	typisch/adj	strijk/verb	transformeer/verb	hersencellen/noun	universiteit/noun	anoniem/adj	strijdlust/noun	enigszins/adv	helemaal/adv	waas/noun	arbeid_markt/noun	bus/noun	dreigend/adj	stap_in/verb	bouw_put/noun	tijdig/adj	pantalon/noun	vis/verb	charmeur/noun	fleur_op/verb	natuur_steen/noun	gedistingeerd/adj	sleep/verb	betaald/adj	help_mee/verb	schoolplein/noun	oog/noun	woestijn/noun	brij/noun	lul/noun	omlijsting/noun	klein/adj	paling/noun	poes_DIM/noun	regenjas/noun	radio/noun	bedrukt/adj	strijk_neer/verb	vul/verb	stijg_op/verb	kop_DIM/noun	vol/adj	vloer/noun	trui/noun	diep/adj	outfit/noun	stevig/adj	jongen/noun	glas/noun	doe_voor/verb	zeehond/noun	schemer_zone/noun	rijzig/adj	schiet_door/verb	paar/noun	val_op/verb	groot/adj	bruin/adj	ruim/verb	geverfd/adj	zon/noun	uiterst/adj	plastic/noun	rij/verb	sta_op/verb	matras/noun	gans/adj	kweek/verb	voor_gerecht/noun	verspreid/adj	voer_uit/verb	vlucht_wagen/noun	gewillig/adj	hemd/noun	schrijfster/noun	zwart_wit/noun	doordeweeks/adj	mantel/noun	parkeer_plaats/noun	gebouw/noun	herken/verb	midden/noun	plas/noun	rot/noun	complex/noun	bril/noun	voorstad/noun	afschuwelijk/adj	heftig/adj	lok/noun	schud/verb	kleur/noun	golf/noun	tuur/verb	til/verb	streep_DIM/noun	nogal/adv	verschijn/verb	veeg/noun	vooruitblik/noun	garnaal/noun	opeens/adv	zogenaamd/adj	communisme/noun	marmer/noun	folkloristisch/adj	overspoel/verb	versier/verb	doos/noun	praat_programma/noun	ongemerkt/adj	overheers/verb	vele/adj	gezet/adj	kom_thuis/verb	dik/adj	gebied/noun	voorgoed/adv	leid/verb	graniet/noun	gevuld/adj	blijf/verb	dompel_onder/verb	vuilniszak/noun	maai/verb	mantel_pak_DIM/noun	bestuurder/noun	weg/adv	hemel/noun	waar/noun	gisterochtend/adv	kijk_uit/verb	opgetrokken/adj	toelaatbaar/adj	dien_op/verb	stropdas/noun	allemaal/adv	donker/adj	sanitair/noun	beetje/noun	neiging/noun	ooit/adv	voorkeur/noun	gast/noun	haal_op/verb	kil/adj	sta/verb	kei/noun	rok_DIM/noun	beroemdheid/noun	huisvrouw/noun	herkenbaar/adj	gegeerd/adj	decor/noun	keurig/adj	haring/noun	evengoed/adv	verlichting/noun	alleen/adj	neutraal/adj	nevelig/adj	ochtend/noun	hoofd/noun	droevig/adj	muur/noun	vriendelijk/adj	blok/noun	T-shirt/noun	verlegen/adj	Flandria/noun	klei/noun	plaats/noun	vleesgeworden/adj	hip/adj	spijkerbroek/noun	gebruik/noun	mouw/noun	tomaat/noun	vaal/adj	berg/verb	bastion/noun	gipsen/adj	kom_binnen/verb	wacht_op/verb	politiek/noun	betonnen/adj	tik/verb	klap/noun	sok/noun	bevind/verb	saai/adj	mistig/adj	uniform/adj	water/noun	rug/noun	hoekig/adj	almaar/adv	massa/noun	zak/noun	gedaanteverwisseling/noun	verschijning/noun	fris/adj	resistent/adj	zo/adv	frontaal/adj	beklim/verb	pruik/noun	gepensioneerd/adj	overhemd/noun	gevel/noun	haar_kleur/noun	trendy/adj	zijden/adj	voorheen/adv	risotto/noun	erg/adj	kapsel/noun	vroeg/adj	draai/verb	stoom/noun	oase/noun	veelal/adv	rij_weg/verb	hout/noun	ontkom/verb	vrouw/noun	gras/noun	stek/noun	bureaucratisch/adj	truc/noun	wijs/verb	heer/noun	val/verb	bad/noun	doem/verb	dader/noun	dun/adj	vet/adj	zit/verb	genoemd/adj	aarde/noun	haar/noun	exemplaar/noun	kolk/adj	bewindsvrouw/noun	modern/adj	papier/noun	pijp/noun	vlak/adj	zie_eruit/verb	blijf_over/verb	dof/adj	gezicht/noun	oprit/noun	tint/noun	zacht/adj	overdreven/adj	regen_zone/noun	schilder/verb	doelloos/adj	zilt/adj	robot/noun	getuige/noun	haal/noun	kubus/noun	stap/verb	steeds/adv	geparkeerd/adj	muis/noun	aanvaardbaar/adj	steel/verb	name/noun	begeef/verb	stenen/adj	even/adj	passief/adj	waar/adv	oud/adj	trap/noun	leven/noun	dief/noun	vlakbij/adj	klassiek/adj	patroon/noun	wat/adv	blad/noun	basketbal/noun	achtergrond/noun	onaanzienlijk/adj	veel/adj	huis_DIM/noun	baard/noun	besta/verb	wolkendek/noun	hoed/noun	inhoud/noun	word/verb	kabeljauw/noun	deur/noun	kaal/adj	morgen/adv	inmiddels/adv	oor/noun	dan/adv	geld/noun	circuit/noun	schuifel/verb	bij/noun	omringd/adj	broek/noun	hoeveelheid/noun	gat/noun	gewaad/noun	rust/verb	wild/adj	noordwesten/noun	alles/noun	onverstaanbaar/adj	gelaten/adj	lijk/verb	verkrijg/verb	net/adv	groep_DIM/noun	bijna/adv	bak/noun	muis_DIM/noun	zelfs/adv	bos/noun	corpulent/adj	poeder/noun	krul/noun	alleen/adv	stad/noun	wollen/adj	publiek/noun	oog/verb	praat/adj	middag/noun	tand/noun	wolf/noun	figuur/noun	dijk/noun	middenstand/noun	aluminium/noun	meest/adj	af_stand_DIM/noun	duin/noun	tovenaar/noun	gekleed/adj	ton/noun	krijt_streep/noun	gekleurd/adj	imago/noun	regen/noun	steen/noun	schaduw/noun	accent/noun	marginaal/adj	anders/adj	overweeg/adj	weg_werk/noun	antwoord/verb	vest/noun	eeuwig/adj	deprimeer/adj	onherroepelijk/adj	jas/noun	hang/verb	vannacht/adv	triestig/adj	werkelijkheid/noun	dreig/verb	brood/noun	stop/verb	wit/noun	draag/verb	wijk/verb	minnaar/noun	kast/noun	spoel_aan/verb	leg_aan/verb	mooi/adj	security/noun	heel/adj	bestaan/noun	luister/verb	strak/adj	verander/verb	voetpad/noun	vooral/adv	plant_bak/noun	sleutel/noun	ambtenaar/noun	nat/adj	regenachtig/adj	stemmig/adj	duur/adj	roos/noun	letter/noun	even/adv	rest_afval/noun	voor/noun	tamelijk/adj	doek/noun	handel/noun	gewoon/adj	straat/noun	zie_uit/verb	zwart/noun	gestoken/adj	kamer/noun	weerbarstig/adj	rots/noun	hier/adv	kleurrijk/adj	asfalt/noun	sfeer/noun	sober/adj	breed/adj	voorst/adj	raam/noun	dag/noun	grafsteen/noun	naar/adj	rest/noun	vanochtend/adv	partij_kader/noun	verleden/noun	boom_rij/noun	shirt/noun	heb_over/verb	mist/noun	somber/adj	wandel_route/noun	bot/noun	rood/adj	druif/noun	tapijt/noun	beton/noun	industrieel/adj	chauffeur/noun	schilder_af/verb	panter/noun
rand/noun	0.0	0.68596756	0.8160345	0.912469	0.7367133	0.69452596	0.9005892	0.86700076	0.87038225	0.8868352	0.8192334	0.773741	0.9018658	0.85566926	0.8840233	0.90292525	0.9120807	0.83869046	0.8492053	0.88712835	0.90257424	0.6652036	0.7853776	0.87024784	0.92780626	0.7918285	0.8914772	0.68286777	0.87999296	0.9300151	0.9099175	0.65652305	0.9319006	0.7674837	0.9230854	0.8833976	0.8166127	0.75277233	0.87038684	0.85111433	0.79837763	0.92709935	0.9328916	0.8577479	0.77699614	0.8621119	0.8250953	0.86981285	0.9025834	0.8924763	0.8661437	0.78738874	0.70922226	0.85625386	0.8709253	0.8377134	0.85690665	0.82801497	0.8930669	0.87324315	0.816929	0.79566324	0.77237386	0.8316308	0.8623823	0.88917357	0.9096542	0.88758487	0.79158664	0.71546715	0.8525648	0.8546611	0.7856591	0.87501305	0.6526191	0.85610116	0.67563903	0.83438504	0.86005366	0.92512894	0.8552677	0.66396284	0.80958587	0.78253186	0.87676865	0.7883904	0.8489177	0.9018454	0.9138477	0.82019275	0.8670985	0.83315104	0.88497674	0.86024415	0.92430353	0.8412033	0.76136625	0.88484615	0.90356255	0.8004197	0.8089731	0.6549974	0.7958092	0.8663102	0.7726761	0.88064885	0.88384724	0.83841974	0.85283804	0.77488637	0.8729329	0.86465514	0.84272134	0.826927	0.849468	0.93508893	0.70394576	0.7757307	0.9396264	0.8501533	0.81109166	0.817877	0.94626975	0.87928796	0.8356167	0.8611411	0.7432052	0.8776535	0.8650146	0.9215823	0.72737646	0.9021612	0.8737655	0.7455919	0.8681892	0.77413005	0.94343835	0.87529904	0.79382926	0.90538186	0.772448	0.7037609	0.8649013	0.836666	0.73702645	0.72509253	0.90920925	0.8436474	0.83475804	0.8054984	0.9308046	0.9430526	0.9233592	0.9471895	0.88993907	0.89547545	0.8319521	0.92396533	0.841229	0.7676283	0.8238495	0.7636343	0.8984758	0.8617788	0.7825432	0.9411625	0.8152379	0.7738088	0.9207184	0.8523264	0.9254518	0.87408376	0.85280144	0.8224403	0.6750183	0.8293619	0.899785	0.8313425	0.7393926	0.8291188	0.91902995	0.81502545	0.9313306	0.8621621	0.76165766	0.71904206	0.7628026	0.7676366	0.80401754	0.70757264	0.841998	0.7269785	0.8821421	0.8113111	0.8650691	0.6967991	0.9122111	0.8588414	0.90084314	0.89109504	0.8626428	0.8360872	0.864736	0.8017917	0.69419	0.78239894	0.79397273	0.7271031	0.87432057	0.73365366	0.8114584	0.85538113	0.7805631	0.85245734	0.85547537	0.9009379	0.725181	0.9404557	0.9133118	0.8799902	0.8024239	0.91735	0.9293454	0.8580166	0.8051195	0.72944915	0.7695974	0.8874604	0.5744128	0.7015623	0.9232854	0.7413825	0.81122404	0.7438029	0.8550699	0.8940153	0.84715444	0.849441	0.7757846	0.79246217	0.7526977	0.8307893	0.7954259	0.89938664	0.91420805	0.853462	0.96992534	0.8104594	0.79185224	0.85417205	0.8798233	0.7505929	0.9190698	0.8270838	0.76811504	0.7425192	0.9421135	0.8148445	0.8339777	0.8240306	0.82817197	0.8879897	0.7353997	0.75574255	0.82012165	0.8618306	0.8125794	0.714568	0.8883554	0.82430583	0.79251975	0.8122591	0.8660559	0.92455584	0.78851295	0.74944746	0.86587775	0.8607525	0.82381153	0.7459719	0.93048173	0.83448964	0.824729	0.91096884	0.6734859	0.85460216	0.8981862	0.88335633	0.877189	0.8906505	0.8687571	0.9027557	0.78764474	0.7685508	0.76780224	0.84044296	0.90553635	0.8927409	0.8491762	0.9416469	0.7702714	0.76536065	0.84251213	0.85183704	0.8051425	0.9206965	0.8694453	0.89786845	0.8392333	0.8112073	0.88280445	0.6477238	0.9022841	0.7499087	0.8121098	0.87567025	0.96065795	0.72319806	0.8835553	0.9484584	0.83256674	0.84731436	0.9218843	0.8428166	0.7976882	0.80427897	0.8561826	0.87771004	0.86842436	0.90176344	0.84994173	0.923626	0.61334395	0.8395214	0.8861849	0.8098848	0.7017194	0.85437346	0.8163853	0.867721	0.6656923	0.8198841	0.8230734	0.8221693	0.7562798	0.83683956	0.93735224	0.85446626	0.8323737	0.95299363	0.90556407	0.8988123	0.7817383	0.821017	0.91023767	0.7899543	0.6812548	0.94069016	0.82287925	0.78841436	0.8555754	0.90266955	0.90985477	0.8255005	0.8698199	0.86830485	0.86242616	0.7424382	0.8299258	0.8798897	0.7311143	0.85677284	0.90541476	0.65134776	0.8926291	0.9181838	0.8943579	0.91286904	0.8860476	0.86390084	0.74958444	0.86035824	0.9232838	0.6929407	0.8127345	0.8073832	0.88740885	0.7298094	0.74668527	0.86316884	0.7982372	0.9383648	0.85167074	0.83041966	0.76136935	0.7231281	0.7833897	0.8184167	0.7885592	0.8114406	0.76318145	0.78090084	0.7526671	0.9024611	0.8846066	0.74667263	0.81037635	0.84329623	0.8705723	0.9418303	0.8976509	0.78700054	0.8796142	0.87254447	0.8252173	0.8473326	0.9177559	0.8954489	0.93595785	0.7461077	0.6287993	0.84780264	0.9095929	0.617002	0.7869168	0.75606346	0.9028261	0.8891817	0.7079755	0.8985655	0.8026877	0.8649206	0.83077216	0.9153464	0.8136557	0.90179265	0.90649855	0.658834	0.820897	0.89738065	0.8322725	0.8110267	0.91391766	0.8913379	0.8816652	0.81243753	0.6652415	0.929484	0.88831085	0.84808624	0.88589245	0.9458474	0.84107184	0.7964247	0.80668676	0.6796139	0.801937	0.8772972	0.7415844	0.8059329	0.80733114	0.8084378	0.8109499	0.90824217	0.9088237	0.88390493	0.8743264	0.9245405	0.8748555	0.8599807	0.86927205	0.733718	0.9139997	0.8532335	0.6388965	0.9167505	0.8226815	0.77210826	0.87191904	0.7032762	0.81345284	0.8920447	0.7832718	0.87664396	0.8488762	0.81490314	0.8555532	0.87005854	0.6637056	0.88236403	0.82304865	0.89792967	0.9265016	0.6401626	0.88605404	0.80490124	0.86455894	0.9047514	0.6992419	0.9180194	0.7843703	0.6805583	0.7286501	0.8509143	0.90868604	0.95752394	0.7956649	0.87357557	0.9569158	0.82765	0.85064703	0.83489347	0.8014547	0.79621595	0.7379519	0.8312501	0.9200728	0.89769214	0.8049712	0.8128375	0.90643746	0.7997496	0.827353	0.749997	0.8964761	0.7568511	0.8628687	0.65177	0.8054143	0.932597	0.8282943	0.89413065	0.94200504	0.78105736	0.8949701	0.717015	0.89495397	0.8024727	0.8946302	0.9560837	0.703834	0.8236994	0.82371426	0.8858617	0.7645285	0.78414977	0.8226718	0.90890515	0.90446675	0.8546531	0.758559	0.8974341	0.8691859	0.73416924	0.866072	0.81152594	0.8159462	0.77367496	0.86539704	0.6401529	0.82208115	0.7946718	0.6850301	0.8777374	0.81579447	0.7792792	0.81605345	0.73410445	0.8965624	0.81022644	0.8485786	0.84207124	0.8955594	0.9610783	0.93270767	0.8315609	0.8344817	0.8868374	0.803298	0.8492788	0.84827197	0.8085273	0.7111958	0.81700104	0.72891855	0.6776109	0.84661746	0.90006506	0.9058144	0.89362144
plein/noun	0.68596756	0.0	0.81285626	0.87581617	0.66973746	0.74542123	0.8509279	0.8510996	0.8985326	0.8813051	0.82505494	0.7904955	0.8464909	0.83194476	0.9024309	0.88406676	0.89193	0.84408057	0.8491435	0.86107683	0.8999837	0.7592456	0.88386536	0.8113405	0.90922123	0.7585469	0.8559673	0.7441134	0.85705906	0.910084	0.8583331	0.61726624	0.8990311	0.80832666	0.8747386	0.8499119	0.8192356	0.81938356	0.7995634	0.81988883	0.8739073	0.928439	0.896613	0.8589959	0.71143794	0.8507944	0.85938174	0.8201268	0.91218793	0.88465405	0.9131119	0.7624848	0.7155405	0.82423717	0.84190524	0.8024887	0.85778785	0.82578146	0.8487679	0.8738913	0.8778503	0.82849276	0.79232764	0.78848135	0.8674644	0.8861879	0.90469366	0.86547166	0.8187761	0.66301584	0.81559294	0.8518211	0.8218323	0.8700061	0.72661513	0.8336109	0.6072408	0.89060426	0.87017983	0.86953574	0.78503203	0.7570839	0.8370342	0.79189694	0.85809064	0.8449179	0.89377195	0.8388654	0.893087	0.7995366	0.8676857	0.8184891	0.88057333	0.78036976	0.8995083	0.86697984	0.8222518	0.87321186	0.86001074	0.8094209	0.7587557	0.72070503	0.78089976	0.81104636	0.653239	0.856398	0.89948356	0.87717277	0.8494042	0.77488077	0.86312485	0.83200884	0.8391119	0.8235543	0.7648965	0.9037239	0.7604703	0.7109158	0.9175868	0.8851163	0.7990552	0.8126327	0.9261075	0.87441725	0.72631764	0.89026433	0.7836816	0.8434308	0.8501997	0.91268075	0.7805377	0.8540876	0.87995327	0.6964768	0.83480036	0.640846	0.90230596	0.85389584	0.8029114	0.88386524	0.78412473	0.80091083	0.9000576	0.7982979	0.7550956	0.7705406	0.9019989	0.8300992	0.83970094	0.7737441	0.9060675	0.90571487	0.8688157	0.92264336	0.8441586	0.835624	0.8681209	0.8820178	0.75516146	0.817061	0.8297266	0.6529393	0.8362751	0.8844446	0.8381804	0.92673486	0.7168447	0.74886924	0.88749385	0.8800588	0.90703696	0.8196018	0.7470752	0.86184454	0.71299493	0.8831352	0.8951846	0.81130385	0.77097493	0.8833673	0.9044274	0.84658635	0.89850366	0.8368334	0.7500404	0.7646685	0.79389626	0.81482154	0.80533934	0.693912	0.86148685	0.87937737	0.8423239	0.84996325	0.8562681	0.7630944	0.9007026	0.8711766	0.9198376	0.8540193	0.89658284	0.83339864	0.82814145	0.83413017	0.76597154	0.827667	0.7927467	0.77374876	0.86846685	0.8065641	0.80005383	0.8535642	0.80735195	0.7815233	0.8824268	0.8899258	0.729356	0.88848466	0.90941185	0.87189174	0.851612	0.9058372	0.9307115	0.7790592	0.8352221	0.5287051	0.49758786	0.8726702	0.6713314	0.72600293	0.90608156	0.54641616	0.82335484	0.77949786	0.86088383	0.86904836	0.86389285	0.8788797	0.7884626	0.8396231	0.788638	0.87339807	0.8155966	0.84438896	0.9095516	0.8980882	0.94054693	0.88561964	0.776079	0.8341743	0.88068557	0.71451116	0.8141104	0.8349991	0.7448567	0.7742019	0.87628585	0.8295865	0.8456347	0.7625658	0.796332	0.8452872	0.83186984	0.7196425	0.8253135	0.89671844	0.8120359	0.76220834	0.8799679	0.8233878	0.7881249	0.81526387	0.8874487	0.897058	0.8036287	0.815149	0.86312205	0.79805386	0.81932926	0.73595446	0.93540376	0.87281823	0.8467146	0.865707	0.6992209	0.7325797	0.8595637	0.88635075	0.8301131	0.86783123	0.797666	0.8856264	0.7716219	0.74639714	0.7727486	0.8777341	0.8552266	0.87300724	0.80694103	0.934455	0.6446222	0.7439903	0.877419	0.8214502	0.6612888	0.8717847	0.8498348	0.87813926	0.7793349	0.8749074	0.858857	0.64921606	0.81837523	0.72031105	0.81071	0.8595989	0.91678643	0.7987184	0.7857944	0.9328864	0.74583125	0.8595691	0.884984	0.86036307	0.8865725	0.8335464	0.8694838	0.88321143	0.8246673	0.8455099	0.78065324	0.90794545	0.5908608	0.86011213	0.88428986	0.8459937	0.7260997	0.78949237	0.8041155	0.8178481	0.7644883	0.8833267	0.8146064	0.8382381	0.7170294	0.88395417	0.8780679	0.80950403	0.8079246	0.9496341	0.85760456	0.8715247	0.7367722	0.8522891	0.8732495	0.8542667	0.53539836	0.9348513	0.7363467	0.8430654	0.80933857	0.9152504	0.8933503	0.8356945	0.82402825	0.8719727	0.87105983	0.698653	0.7833354	0.8295604	0.7541031	0.87360156	0.8960072	0.728619	0.79133934	0.88140047	0.8918334	0.9168805	0.84843946	0.90699077	0.7202391	0.8899047	0.8855726	0.81447923	0.86256635	0.8430156	0.8464737	0.79918027	0.8564893	0.8610866	0.8031562	0.93058795	0.76955754	0.870758	0.7952517	0.73456633	0.7666145	0.83505356	0.82428753	0.8125015	0.65274215	0.79281604	0.8180774	0.86165076	0.9141899	0.733388	0.79641867	0.9088627	0.84030443	0.88653606	0.9290105	0.783747	0.85074997	0.8537847	0.7616591	0.8682169	0.89748	0.86392283	0.93072027	0.7445644	0.62484074	0.82123953	0.87781876	0.6004007	0.7412034	0.70596284	0.872457	0.85009366	0.6823018	0.824838	0.8045436	0.8098171	0.84663665	0.8909206	0.8354732	0.88431805	0.8524561	0.6100714	0.81917596	0.8986213	0.8717235	0.8239985	0.906101	0.7676159	0.89885515	0.7566292	0.6859971	0.85883486	0.8408522	0.8890502	0.862415	0.91081494	0.78758574	0.75113624	0.8341622	0.71902585	0.8509139	0.8804589	0.79188186	0.7950682	0.8548367	0.8056611	0.84682924	0.85094655	0.90066385	0.86112547	0.8829801	0.8907158	0.86861515	0.746898	0.86495596	0.78910124	0.9111594	0.8381734	0.63331205	0.9149327	0.87107927	0.81356555	0.8431766	0.5393667	0.8479694	0.81583124	0.72706556	0.8420206	0.7802271	0.8878518	0.87598926	0.80080616	0.63752335	0.8048694	0.81963277	0.8566895	0.9053538	0.665564	0.8732948	0.7818502	0.8769855	0.8981056	0.7431654	0.85273147	0.82941383	0.7018933	0.7415416	0.8537591	0.87626195	0.9240622	0.82230777	0.7481309	0.92534184	0.7882694	0.8509045	0.83326375	0.8447587	0.829751	0.7566764	0.8213091	0.88757974	0.8810561	0.8641575	0.8571278	0.8861232	0.83180046	0.86177003	0.73710424	0.877286	0.804344	0.87663066	0.6319405	0.7527723	0.89186394	0.7704571	0.84571385	0.90586513	0.80159694	0.8875886	0.55208117	0.85214823	0.7559897	0.8519678	0.9028327	0.7670101	0.8087834	0.7332699	0.86119056	0.814275	0.80963403	0.7905205	0.9208929	0.8302384	0.83209336	0.7458384	0.89825463	0.82674176	0.47725618	0.80605066	0.8362735	0.8008084	0.6797458	0.87028193	0.67952657	0.7382778	0.6885441	0.66391957	0.76562923	0.71374136	0.76096565	0.7989773	0.68130565	0.84516525	0.7857536	0.832499	0.8417572	0.8701509	0.92700815	0.8813447	0.7270757	0.8204514	0.89219224	0.81020933	0.83160603	0.7181792	0.8427194	0.8140748	0.8619674	0.69697124	0.65841407	0.7952571	0.8405311	0.8967198	0.92498136
