	graniet/noun	schilder/verb	Astra/name	dompel_onder/verb	onopvallend/adj	gevuld/adj	naast/prep	robot/noun	Volkswagen/name	onaanzienlijk/adj	afwezig/adj	pak/noun	voor/noun	brood/noun	baard/noun	zwart/adj	patroon/noun	gans/noun	vuilniszak/noun	fotografeer/verb	streep_DIM/noun	blok/noun	verander/verb	noordwesten/noun	outfit/noun	aangezicht/noun	zon/noun	overspoel/verb	vergeleken/adj	beton/noun	kleurrijk/adj	gekleurd/adj	dien_op/verb	plaats/prep	vriendelijk/adj	praat_programma/noun	vlakbij/adj	droog/adj	gebreid/adj	waas/noun	gewaad/noun	kuif/noun	erg/adj	zoveelste/num	doe_voor/verb	bot/noun	mantel/noun	Kadett/name	gans/adj	natuur_steen/noun	poes_DIM/noun	muis/noun	wolf/noun	alles/noun	als/comparative	aluminium/noun	schilder_af/verb	zie/verb	partij_kader/noun	dan/adv	val/verb	rand/noun	Peugeot/name	zee/noun	blad/noun	achtergrond/noun	vannacht/adv	rook_gordijn/noun	haar/noun	opgetrokken/adj	straat/noun	stad/noun	draai/verb	publiek/noun	dik/adj	draag/verb	morgen/adv	massa/noun	tomaat/noun	stap/verb	ambtenaar/noun	oud/adj	gat/noun	bloem_DIM/noun	tussen/prep	saai/adj	bak/noun	bekleed/adj	even/adj	broek/noun	spijkerbroek/noun	weer/noun	word/verb	overweeg/adj	enigszins/adv	waarvoor/pp	vooruitblik/noun	paling/noun	sfeer/noun	keurig/adj	kom_tegemoet/verb	lang/adj	doods/adj	overheers/adj	tint/noun	terwijl/comp	huis_DIM/noun	zie_uit/verb	deur/noun	oor/noun	kil/adj	dito/adj	spijt/prep	achter/prep	hang/verb	ontkom/verb	gewoon/adj	daarentegen/adv	rij_weg/verb	Opel/name	inhoud/noun	mistig/adj	zeehond/noun	klei/noun	kous/noun	rest/noun	dan/comparative	inderdaad/adv	doos/noun	kubus/noun	voorgoed/adv	monster/noun	stropdas/noun	vanuit/prep	marginaal/adj	omheen/prep	wolkendek/noun	Mercedes/name	Mondeo/name	basketbal/noun	hoekig/adj	zo'n/det	zone/noun	overhemd/noun	soort/noun	Ford/name	paars/adj	tegemoet/part	voorheen/adv	golf/noun	Golf/name	waarop/pp	kabeljauw/noun	schuifel/verb	zonder/prep	te/adv	neiging/noun	regen/noun	voorstad/noun	zit/verb	omlijsting/noun	vloer/noun	jas/noun	vergeten/adj	Ian/name	oase/noun	gegeerd/adj	rimpel/noun	rose/adj	lauw/adj	vilt/noun	uiterst/adj	middenmoot/noun	versier/verb	heb_over/verb	heel/adj	tong/noun	nevel/noun	strijk/verb	zijn/det	water/noun	garnaal/noun	schud/verb	verdwijn/verb	leg_aan/verb	vlucht_wagen/noun	bestaan/noun	naar/adj	triestig/adj	die/det	schemer_zone/noun	zwart_wit/noun	zo/adv	ongemerkt/adj	glans/adj	als/prep	seizoen/noun	val_op/verb	leid/verb	vrijwilliger_werk/noun	ontvreemd/verb	veelal/adv	klassiek/adj	eerst/adv	die/pron	rok_DIM/noun	hout/noun	altijd/adv	maar/vg	krul/noun	start/noun	één/num	middenstand/noun	verschijning/noun	prachtig/adj	fleur_op/verb	daarin/pp	sanitair/noun	kweek/verb	uit/prep	figuur/noun	langs/prep	licht/noun	kleur/noun	hobbel/verb	kapsel/noun	deprimeer/adj	zalm/noun	wolk/noun	asfalt/noun	veel/adj	steeds/adv	gevel/noun	verplaatst/adj	sta_op/verb	ideaal/noun	gezet/adj	haar/det	tovenaar/noun	bastion/noun	werkelijkheid/noun	tuur/verb	muis_DIM/noun	radio/noun	achter/part	BMW/name	doem/verb	Cadillac/name	doek/noun	rood/adj	pruik/noun	indrukwekkend/adj	stek/noun	wat/adv	ons/det	arbeid/noun	gebouw/noun	beleef/verb	schelp/noun	duur/adj	bril/noun	wijs/verb	dat/pron	door/prep	druk/noun	handel/noun	en/vg	laat_achter/verb	afschuwelijk/adj	inmiddels/adv	regenjas/noun	gezicht/noun	bij/noun	brommer/noun	aanvaardbaar/adj	verschijn/verb	of/vg	oog/verb	oog/noun	lul/noun	poeder/noun	bedrukt/adj	helemaal/adv	behuizing/noun	lucht/noun	nee/tag	blijf/verb	rij/verb	stop/verb	Sierra/name	annexeer/verb	spoel_aan/verb	mist_bank/noun	maar/adv	dun/adj	sta/verb	til/verb	in/prep	klinker/noun	besta/verb	sober/adj	blauw/adj	(/noun	stap_in/verb	sok/noun	weer/adv	zak/noun	woestijn/noun	boom_rij/noun	onder/prep	gebied/noun	rookwolk/noun	hersencellen/noun	weg_werk/noun	krijt_streep/noun	plastic/noun	chauffeur/noun	ruil_in/verb	trek_aan/verb	onveilig/adj	circuit/noun	verder/adv	Smog/name	waarrond/pp	vrouw/noun	Blauw/name	shirt/noun	strijk_neer/verb	tapijt/noun	met/prep	mist/noun	kort/adj	wacht_op/verb	heer/noun	hoofd/noun	ben/verb	Citroën/name	tand/noun	pantalon/noun	dreig/verb	kijk/verb	vol/prep	één/pron	groot/adj	hoed/noun	complex/noun	kimono/noun	rotzooi/noun	vest/noun	even/adv	nevelig/adj	hemel/noun	overheers/verb	een/det	Flandria/noun	rot/noun	eeuwig/adj	uniform/adj	mooi/adj	kaal/adj	imago/noun	betonnen/adj	haar/pron	praat/adj	vooral/adv	matras/noun	nauwelijks/adv	anoniem/adj	steel/verb	meter_lang/adj	midden/noun	pijp/noun	steen/noun	genoemd/adj	Hasselaar/name	baard_DIM/noun	vele/adj	marmer/noun	minnaar/noun	kijk_uit/verb	vaak/adj	lijk/verb	begeef/verb	verleden/noun	vanochtend/adv	dag/noun	somber/adj	ontsta/verb	wit/adj	berg/verb	panter/noun	trek_uit/verb	lig/verb	bevind/verb	man/noun	raam/noun	groen/adj	herinner/verb	neutraal/adj	beeld/noun	help_mee/verb	glijd_af/verb	hemd/noun	gestoken/adj	plant_bak/noun	stevig/adj	stijg_op/verb	jeans/noun	haar_kleur/noun	rij/noun	er/fixed	brij/noun	schakering/noun	inclusief/prep	bureaucratisch/adj	gast/noun	wie/pron	bos/noun	haring/noun	regenachtig/adj	omringd/adj	donkerblauw/adj	gekleed/adj	mouw/noun	voer_uit/verb	lok/noun
graniet/noun	0.0	0.65276545	0.92408043	0.79442537	0.8089892	0.6725781	0.707816	0.8488628	0.88860214	0.87691534	0.9194183	0.7585983	0.9611102	0.80269086	0.81481564	0.6280436	0.59380937	0.8738469	0.7985369	0.7816503	0.758558	0.41150588	0.8236538	0.8958764	0.7945792	0.8333756	0.80885094	0.9143127	0.9013943	0.38172835	0.73102516	0.5619211	0.883374	0.67466545	0.89044875	0.9261505	0.84703743	0.82328576	0.8080179	0.76428604	0.69875175	0.7790287	0.87890214	0.8655237	0.9434288	0.82974696	0.6678165	0.88846457	0.9280146	0.29303563	0.88546145	0.85674393	0.8333058	0.9085463	0.7694971	0.44815296	0.86472553	0.82578707	0.9391577	0.9454325	0.7987697	0.650937	0.88765025	0.7437545	0.6390103	0.74980474	0.89810514	0.7916313	0.78499293	0.46359074	0.79817367	0.85689944	0.94491464	0.94254243	0.62806857	0.8462876	0.93911415	0.7104808	0.8268329	0.8613936	0.9700925	0.7917623	0.6381617	0.73072064	0.7585288	0.83657146	0.6739355	0.43114626	0.8998773	0.8133834	0.8161827	0.9147899	0.8304641	0.7703538	0.8200022	0.88579416	0.96699995	0.88321924	0.8992172	0.74544	0.9665079	0.88248557	0.8368385	0.8047275	0.6295894	0.82732373	0.6350169	0.8300569	0.72108275	0.77140284	0.77301556	0.767027	0.88718	0.74393904	0.7203783	0.93420285	0.8715427	0.86461073	0.8811314	0.9038663	0.8878909	0.85834867	0.8922529	0.44033742	0.7683103	0.85420597	0.8647351	0.87530506	0.6376467	0.63693106	0.86391854	0.81413615	0.8264842	0.87090564	0.87708896	0.79311323	0.85976034	0.757723	0.912641	0.9161217	0.66818583	0.84089273	0.78953016	0.8012655	0.68938273	0.9175432	0.65331054	0.8905461	0.88329583	0.81944823	0.8924204	0.7595295	0.9115401	0.76056844	0.90674615	0.9399765	0.8453566	0.76113534	0.88291353	0.8035508	0.6695612	0.45785147	0.7730912	0.840169	0.9730892	0.7442442	0.8635971	0.85858893	0.6327575	0.92297125	0.73001194	0.91381365	0.9540923	0.7133819	0.91482264	0.8728862	0.8297938	0.81152177	0.85885215	0.9012062	0.7318641	0.8592156	0.91405255	0.76322204	0.6509168	0.8968922	0.92259085	0.86306727	0.8936057	0.84235805	0.9513599	0.7639704	0.8943494	0.87540406	0.5110692	0.8019751	0.94413054	0.8186629	0.9370449	0.95367754	0.89574546	0.7303755	0.70579183	0.82989675	0.8200327	0.81262606	0.364156	0.8926548	0.9075602	0.6542947	0.9169968	0.75977063	0.96116847	0.84933376	0.61282223	0.7953291	0.81358635	0.6745169	0.94121164	0.62588656	0.74016035	0.70778465	0.7068641	0.633072	0.9240444	0.75953764	0.83205056	0.8708605	0.7488595	0.5583483	0.84793	0.8853857	0.46219462	0.9344257	0.8447397	0.79509115	0.81357425	0.856024	0.9007953	0.7202915	0.8463078	0.72404814	0.8540343	0.9582317	0.8822864	0.8500606	0.89426804	0.78956765	0.68373823	0.6020011	0.78731066	0.7238102	0.91191965	0.8783284	0.88826144	0.91631705	0.50941277	0.9102853	0.6148728	0.69698083	0.7862892	0.8693031	0.673624	0.78869474	0.93476653	0.7954494	0.62579674	0.8480354	0.773328	0.886939	0.8304989	0.76805586	0.8717902	0.86432767	0.9466593	0.84575534	0.6169617	0.6393233	0.81946576	0.93745047	0.6454149	0.8404685	0.836701	0.7393351	0.7412054	0.96827334	0.89442104	0.8336074	0.88438517	0.89783305	0.8813951	0.85256636	0.8477955	0.944465	0.6639528	0.7148122	0.85973245	0.7319361	0.52921003	0.6506221	0.6870197	0.6323768	0.9490816	0.9240378	0.78436476	0.9231943	0.76737	0.79301524	0.6481631	0.8104378	0.8945864	0.81245655	0.86848855	0.8849626	0.77058256	0.47530103	0.8854073	0.87671494	0.9315224	0.90338403	0.8250367	0.96135104	0.84782773	0.7308514	0.8750625	0.8364445	0.79163814	0.86470675	0.529359	0.652735	0.7793053	0.8700603	0.8562782	0.92122203	0.79212755	0.878168	0.905015	0.7556149	0.8418725	0.8681425	0.87651074	0.6728126	0.7850774	0.74272346	0.77354753	0.6277289	0.77250755	0.8632543	0.82335365	0.8585813	0.8765443	0.82107484	0.689826	0.7231729	0.9027874	0.8844899	0.74585235	0.6959877	0.68028253	0.6672516	0.9169787	0.48665076	0.84697074	0.86713946	0.87900347	0.7250451	0.8893282	0.9231182	0.8863055	0.76410675	0.61144626	0.7910639	0.36033344	0.8613057	0.851799	0.86845374	0.78430766	0.30232906	0.9618183	0.8745607	0.88984966	0.8046091	0.80682456	0.8826697	0.91531074	0.9217013	0.8426206	0.78466505	0.5906855	0.85709345	0.78229153	0.8824642	0.65964663	0.7410289	0.88016146	0.63061064	0.6641776	0.82038134	0.806167	0.73021567	0.87926096	0.84695697	0.8047923	0.8041166	0.8039745	0.6427108	0.73978686	0.84606147	0.8444716	0.8077605	0.8223355	0.7813014	0.75063187	0.8424928	0.8951199	0.894431	0.9723776	0.73313415	0.9066101	0.86926603	0.70378816	0.811458	0.82675827	0.82028234	0.77106464	0.74071527
schilder/verb	0.65276545	0.0	0.91319597	0.7208362	0.6535939	0.6548465	0.64251584	0.7914057	0.8568876	0.7769105	0.8543747	0.68520474	0.9548481	0.87562233	0.6380664	0.56074214	0.51898825	0.8232587	0.7691789	0.5292123	0.51356053	0.6783772	0.760531	0.86808866	0.6629019	0.6854218	0.66405874	0.8372541	0.80879015	0.58176374	0.5735674	0.4604429	0.81063503	0.6889899	0.6917745	0.87604463	0.8363469	0.7433185	0.73283386	0.67349935	0.5756327	0.70226395	0.80529743	0.84368557	0.83448493	0.7968374	0.5929426	0.8905513	0.9077025	0.5914229	0.8659646	0.77188027	0.76469356	0.7826407	0.7239151	0.6922575	0.7859117	0.5982363	0.93255484	0.8545679	0.80210763	0.622017	0.87477165	0.6318232	0.6286503	0.45638013	0.8308289	0.8141973	0.56638616	0.6683948	0.71813107	0.82634205	0.834438	0.8358874	0.60897374	0.66336966	0.8846822	0.70503354	0.7601989	0.8518388	0.8869277	0.75045896	0.6665367	0.6105714	0.7821065	0.7019914	0.7352787	0.54814947	0.7787512	0.6978456	0.7254674	0.77999735	0.83631	0.6598623	0.7364059	0.83286524	0.90273553	0.8677694	0.7639288	0.63881004	0.91114175	0.7669227	0.784878	0.6305597	0.4207723	0.6400246	0.5559628	0.6196424	0.70678836	0.7495657	0.6703181	0.61728764	0.832718	0.6838651	0.6018715	0.91592944	0.81880593	0.8179523	0.86084235	0.8898883	0.889488	0.67114294	0.8654207	0.5209774	0.7152878	0.87807727	0.8365495	0.7711717	0.6845954	0.64770067	0.8076095	0.74809384	0.73071766	0.7892818	0.83643544	0.7376816	0.77327466	0.82315564	0.86345524	0.8413619	0.6752436	0.72335446	0.8254388	0.70149434	0.69537723	0.8851172	0.5177951	0.82886195	0.8307916	0.72255254	0.84591675	0.5555765	0.8870429	0.7571532	0.7561979	0.8361874	0.77795005	0.7389945	0.7686796	0.76790166	0.7202244	0.50355077	0.6574174	0.82583076	0.9098286	0.75267255	0.8941525	0.66113794	0.498807	0.84375143	0.60455143	0.7543435	0.92200464	0.5901283	0.8879802	0.7727232	0.7621461	0.70061207	0.69181955	0.7473558	0.67585397	0.80889285	0.8274193	0.7060061	0.7112431	0.86491257	0.8718607	0.7753515	0.7340908	0.6822311	0.9027345	0.62889814	0.7938498	0.8709696	0.48828804	0.8026052	0.87545943	0.63345325	0.92426527	0.9220745	0.85677034	0.64508843	0.63650966	0.7730976	0.6703657	0.60182214	0.5247544	0.7584321	0.75975233	0.5591935	0.9078058	0.8281946	0.876312	0.6534554	0.49783218	0.5925335	0.80246836	0.761484	0.82243824	0.70083976	0.54186094	0.6983916	0.4925068	0.41008508	0.8515661	0.63041997	0.6897652	0.7868469	0.61368	0.67294586	0.7930641	0.83614486	0.49687457	0.8690487	0.8158837	0.79035795	0.7091068	0.6697811	0.7894358	0.7732857	0.7176815	0.6388986	0.8019803	0.91368616	0.8500694	0.839633	0.8567408	0.8320848	0.43421036	0.4787373	0.5764112	0.6278111	0.90186894	0.7161834	0.85543793	0.9017693	0.619413	0.80480766	0.6394732	0.8328991	0.669955	0.7639048	0.70012057	0.7695761	0.95241183	0.8690344	0.5027021	0.7887851	0.75165474	0.8294295	0.7231738	0.53976876	0.8325758	0.84852344	0.9214699	0.63882685	0.56470263	0.59986484	0.61213934	0.88394046	0.63247615	0.6915271	0.7495522	0.77095866	0.6411345	0.8675753	0.84837013	0.843895	0.84490466	0.8720513	0.84201497	0.900367	0.8999877	0.8197833	0.5542437	0.71631134	0.8813558	0.71850514	0.6740664	0.7238595	0.5949079	0.48684448	0.8949008	0.8583312	0.7451977	0.8338011	0.8000991	0.75017583	0.76825774	0.7698573	0.841617	0.7528916	0.87910783	0.9313203	0.75815994	0.54898965	0.886544	0.7735377	0.797702	0.83338535	0.8230084	0.879366	0.8361598	0.7789557	0.6784574	0.67471445	0.6804524	0.84607875	0.5040194	0.58405787	0.73681283	0.7786754	0.85377896	0.8254821	0.68522304	0.76739174	0.8672234	0.7172518	0.7641951	0.8987322	0.69690865	0.52017754	0.7317519	0.8027412	0.62890166	0.76206183	0.76735276	0.8204509	0.69861543	0.7476678	0.80339974	0.62189484	0.63217103	0.5769979	0.9003976	0.7790361	0.7108491	0.7159502	0.5498067	0.5418327	0.85075843	0.6284737	0.70191693	0.8058259	0.7688576	0.67943263	0.8143611	0.7627492	0.86995244	0.62492687	0.68474984	0.68618935	0.5399873	0.7943189	0.91845554	0.7283993	0.6688641	0.56593287	0.85220534	0.8578392	0.720327	0.70938945	0.80923015	0.7821582	0.9029604	0.839638	0.6336019	0.7559782	0.48850346	0.8271039	0.6765517	0.88837326	0.6864135	0.7779127	0.75024486	0.58115685	0.53400326	0.6993741	0.6979217	0.5835246	0.8530422	0.85495836	0.68935084	0.67798173	0.7756138	0.7184714	0.7617855	0.6837268	0.7459937	0.79191065	0.6665075	0.7576349	0.60392207	0.73016095	0.85948765	0.789812	0.86847794	0.6816802	0.8231418	0.7780056	0.5590982	0.6663698	0.60654444	0.7876689	0.7885322	0.6924521
Astra/name	0.92408043	0.91319597	0.0	0.9640829	0.8164499	0.91518414	0.76638716	0.8575698	0.17781198	0.9854224	0.92741555	0.8428259	0.91743314	0.931619	0.89611477	0.74638087	0.94144225	0.9116735	0.8851064	0.932352	0.87172264	0.921882	0.9743705	0.9802927	0.85206884	0.9010791	0.94082433	0.9184281	0.79377776	0.9239368	0.9228658	0.9131968	0.9295535	0.86606824	0.88501596	0.9209594	0.86772835	0.93537813	0.8470266	0.88764256	0.8699127	0.8974679	0.90200317	0.95854545	0.9506823	0.94045323	0.88371724	0.25333637	0.94339705	0.92033136	0.9333125	0.92418265	0.93072903	0.8832157	0.81248695	0.911191	0.9423228	0.88466877	0.9486469	0.91792107	0.97162235	0.94661176	0.21898496	0.9115645	0.9172433	0.86685133	0.96578586	0.8460057	0.89176875	0.9321947	0.8459047	0.9320324	0.9101784	0.9402221	0.881658	0.8804261	0.96639967	0.92372626	0.9087833	0.56780064	0.9217331	0.783289	0.9146622	0.90468603	0.9693377	0.7768234	0.89373815	0.9141938	0.91358435	0.87216496	0.8396924	0.9632123	0.88115335	0.91092837	0.89109004	0.892812	0.834582	0.95392454	0.9385929	0.8321528	0.8605484	0.9191954	0.876048	0.85853404	0.864536	0.8411977	0.91923416	0.8441931	0.77392054	0.93995255	0.910354	0.89137554	0.8794782	0.90726423	0.9013969	0.64997876	0.8573272	0.7762604	0.41350067	0.14752078	0.858308	0.9402005	0.94416964	0.9474426	0.8410789	0.90624505	0.8301902	0.8912499	0.8512012	0.9278475	0.8971825	0.8973795	0.8618377	0.86581045	0.943948	0.88901854	0.94479495	0.31652594	0.2444765	0.94169825	0.8334262	0.930006	0.88725406	0.86276615	0.9569661	0.25729012	0.84533036	0.8911847	0.696404	0.9067166	0.19467348	0.91905016	0.94212264	0.9251371	0.9220894	0.90496725	0.88850975	0.9370681	0.9316075	0.89202845	0.8978925	0.92399156	0.7953485	0.9380281	0.93347055	0.91943395	0.84717226	0.9423629	0.8934805	0.904592	0.9176391	0.9083133	0.9470489	0.94051653	0.8564835	0.9244348	0.9274066	0.93819445	0.94146633	0.7739015	0.94128317	0.9575434	0.96050537	0.7463877	0.96131754	0.4526139	0.9365616	0.92235875	0.94489276	0.88652855	0.9897572	0.93237567	0.8885929	0.8778807	0.8018377	0.86384106	0.9421189	0.88126504	0.9636218	0.9392889	0.32284737	0.9337679	0.8752037	0.92048657	0.84228224	0.85696834	0.93255675	0.86809266	0.90188324	0.896494	0.9455353	0.9402009	0.88259953	0.84117794	0.8967173	0.9399396	0.82547605	0.9443246	0.94208634	0.84614015	0.94131786	0.78789634	0.8231627	0.87510943	0.92934257	0.9165621	0.9404817	0.92811257	0.88247395	0.84747005	0.8822744	0.9172547	0.826369	0.96576536	0.9284478	0.9385474	0.92337924	0.86039895	0.9559456	0.89460725	0.9190171	0.9196681	0.91526276	0.82337457	0.6260816	0.28798562	0.92777807	0.5881467	0.8770275	0.6954836	0.8861855	0.86888367	0.87568927	0.89038485	0.9117155	0.927865	0.9322093	0.92064893	0.91301966	0.7103399	0.87288666	0.9652662	0.92136	0.90455973	0.9869115	0.94546926	0.81321466	0.6511143	0.90218264	0.94454753	0.8180244	0.8707949	0.8461709	0.7404052	0.96936506	0.9183044	0.8594731	0.8359468	0.9128132	0.90154445	0.91642535	0.9084148	0.8989231	0.92732483	0.9236391	0.95128894	0.9209334	0.4674552	0.74716926	0.5845113	0.9841289	0.9369751	0.9620113	0.9518649	0.8991643	0.8172325	0.9200224	0.8862965	0.87564003	0.9224892	0.8663888	0.69371116	0.86585855	0.6995487	0.8521209	0.9165393	0.87997526	0.9025285	0.95188814	0.91898143	0.91171795	0.87248826	0.97139543	0.9400912	0.84160125	0.86542183	0.4571864	0.766317	0.92902535	0.8887755	0.92764497	0.90811014	0.9358551	0.95969504	0.8951033	0.78535277	0.8638874	0.9241955	0.84663767	0.75958234	0.9549076	0.9211062	0.8562122	0.9256377	0.9403222	0.932371	0.30872208	0.9319953	0.8618159	0.87410593	0.9290423	0.9242444	0.93721426	0.92300266	0.89014524	0.9403841	0.85640275	0.91913974	0.8283044	0.77534026	0.9698098	0.88466185	0.8328793	0.7328565	0.92793953	0.96331173	0.8471588	0.92147756	0.88361746	0.8718264	0.663604	0.88027805	0.90661776	0.8240552	0.8976251	0.9130513	0.9321569	0.9028807	0.3541646	0.9272331	0.93053496	0.9054146	0.91704524	0.8886665	0.527176	0.878656	0.94814706	0.91235083	0.90352744	0.9095776	0.8991804	0.91736245	0.9306747	0.91880435	0.9537776	0.9667012	0.8823498	0.94563425	0.7379563	0.9796757	0.9164881	0.92975456	0.9313442	0.96410733	0.79770625	0.8991892	0.734933	0.9520851	0.91259843	0.9429372	0.9360701	0.9446029	0.83116186	0.869717	0.9396741	0.9171907	0.9599803	0.84100443	0.9182918	0.9315631	0.8713167	0.94375664	0.8215225	0.9066967	0.8992287	0.96372706	0.9580599	0.9157839	0.9581616	0.9175869	0.93487614	0.570036	0.8674774	0.89154893	0.96935827	0.89680207
dompel_onder/verb	0.79442537	0.7208362	0.9640829	0.0	0.781383	0.6963353	0.85343176	0.7672358	0.94774896	0.9389484	0.86645365	0.7785837	0.9170006	0.8054421	0.8340682	0.75913167	0.79777724	0.8780544	0.82280093	0.7807931	0.7889478	0.8606736	0.82583296	0.7524989	0.76676303	0.84871054	0.66959894	0.57554036	0.91134334	0.8056176	0.77387345	0.7224196	0.84424883	0.8433417	0.7912651	0.8988522	0.8492608	0.69696164	0.8942905	0.77102125	0.7660346	0.8769167	0.79198873	0.90658057	0.81453437	0.9015108	0.80753314	0.95289373	0.819847	0.7724834	0.9230009	0.8922422	0.8913624	0.8446165	0.80108064	0.8607234	0.8747837	0.8718018	0.9164883	0.8821028	0.73485327	0.8071116	0.9686469	0.7541362	0.803506	0.7059423	0.7393442	0.8667622	0.82229507	0.83363074	0.7723919	0.6976291	0.8781597	0.86552453	0.7340325	0.84826756	0.7902154	0.70021117	0.75187284	0.9252732	0.9480165	0.9272945	0.83182716	0.8026444	0.9014163	0.7890449	0.7693132	0.8850697	0.834833	0.8489241	0.8667521	0.71357334	0.87707067	0.67442393	0.7849733	0.89085466	0.90611535	0.8571267	0.69392896	0.800796	0.8919445	0.87102145	0.80758953	0.76881737	0.6714636	0.75305784	0.76591206	0.7868613	0.90878814	0.88092387	0.6826428	0.8267361	0.847394	0.8647039	0.6889301	0.9089987	0.87209296	0.8682545	0.9139453	0.95723456	0.8416017	0.67335784	0.852244	0.72000694	0.8724915	0.8289939	0.88436174	0.88218796	0.8069446	0.8600989	0.84722465	0.84473884	0.8744824	0.73510617	0.90779287	0.83649135	0.79186463	0.93671125	0.92875963	0.91897553	0.81039286	0.7730329	0.7612036	0.8428254	0.8499994	0.9065785	0.76929915	0.82987493	0.9421366	0.75687146	0.9051615	0.810302	0.8601276	0.82248974	0.84113085	0.8265475	0.8322318	0.59185106	0.85428643	0.78290904	0.8421942	0.781264	0.8212595	0.85709536	0.96441764	0.8409796	0.90034467	0.8274013	0.74922043	0.74348795	0.835275	0.7782372	0.95331645	0.78542745	0.8716001	0.7504978	0.8787693	0.74054337	0.8802941	0.9043216	0.6729033	0.8440865	0.8397651	0.7764194	0.82125676	0.93100476	0.844798	0.80738074	0.8987707	0.7882103	0.92664933	0.7379062	0.84055483	0.80516636	0.7625172	0.8482659	0.85199124	0.75625414	0.84257704	0.95547336	0.9179968	0.7834763	0.8343562	0.7849734	0.79929113	0.851408	0.7886708	0.80448496	0.8061669	0.7908946	0.87288725	0.84215677	0.93677914	0.8465562	0.718276	0.7013188	0.82311463	0.8853824	0.84803116	0.77519435	0.76368845	0.83158004	0.70974326	0.69289505	0.91514766	0.8412108	0.69487846	0.7712142	0.6072831	0.8187829	0.8341518	0.88734806	0.81279445	0.8730138	0.87938803	0.79949576	0.8793046	0.88083065	0.9166868	0.90367633	0.8265289	0.78485274	0.8510993	0.86167336	0.8708087	0.9440223	0.85792863	0.899234	0.7412292	0.7840501	0.8531624	0.7574061	0.9479218	0.7629245	0.8799846	0.9251574	0.8302842	0.80514634	0.8082216	0.9397216	0.8664355	0.9632979	0.83297735	0.7378955	0.94502103	0.8844479	0.6758802	0.81654197	0.8701991	0.94225603	0.7551398	0.7625435	0.7984601	0.9336815	0.955781	0.880213	0.7019498	0.731591	0.8118787	0.9074594	0.71427596	0.82125765	0.87278605	0.9302664	0.62775826	0.89718455	0.73804116	0.84714824	0.8965024	0.89132035	0.8839042	0.8735526	0.8156169	0.9089262	0.73918235	0.8284317	0.8915465	0.7212815	0.852632	0.82644635	0.7641496	0.7037104	0.86788404	0.87571245	0.8388156	0.7975701	0.7950095	0.8098155	0.8637872	0.7987797	0.79230607	0.8925889	0.9626353	0.9557631	0.8334497	0.7835293	0.94449586	0.8550607	0.88678837	0.80352664	0.8354863	0.9598539	0.6826611	0.8370509	0.93079376	0.8368137	0.8239855	0.7989137	0.79783475	0.77678776	0.65657514	0.85923374	0.8337645	0.90080994	0.8823273	0.8050468	0.9247524	0.88127273	0.863112	0.806093	0.86708206	0.6737752	0.843179	0.8441653	0.88030434	0.84124136	0.80575526	0.78290075	0.8492203	0.81786644	0.8142509	0.6956941	0.70262873	0.7242469	0.9405058	0.93277735	0.75145435	0.77478313	0.8146776	0.73233795	0.9047396	0.82816637	0.88929963	0.86588275	0.78649265	0.86017966	0.8445531	0.8467305	0.92528325	0.8292757	0.7921508	0.8548392	0.7155796	0.85011417	0.8977114	0.90782005	0.7726114	0.77399755	0.9400581	0.6786016	0.817425	0.8049129	0.786595	0.89050007	0.84766585	0.677961	0.6382284	0.71670187	0.7160442	0.7940304	0.8444013	0.9023856	0.78839433	0.8701156	0.9039494	0.85009485	0.7364881	0.7669597	0.7814697	0.7289945	0.84483355	0.79630625	0.8255926	0.8564661	0.8892361	0.82166356	0.681712	0.79937583	0.80873865	0.85791147	0.77805907	0.8030094	0.772738	0.87545544	0.78277564	0.8886477	0.8936902	0.83025616	0.84963554	0.81202185	0.69659305	0.8149713	0.8017022	0.8906771	0.88558275	0.89382
