	rand/noun	plein/noun	expressie/noun	prachtig/adj	trek_uit/verb	daarentegen/adv	vilt/noun	overheers/adj	nevel/noun	dito/adj	opwindend/adj	in/verb	kuif/noun	maar/adv	hobbel/verb	kijk/verb	kort/adj	blauw/adj	glijd_af/verb	fotografeer/verb	zee/noun	(/noun	arbeid/noun	meter_lang/adj	wat/noun	ontvreemd/verb	gans/noun	lucht/noun	dynamisch/adj	soort/noun	gebakken/adj	druk/noun	verontwaardigd/adj	zij/adv	klinker/noun	sta_open/adj	kruid/noun	kimono/noun	beleef/verb	kleurstof/noun	onopvallend/adj	plafond/noun	meestal/adv	ruil_in/verb	ronk/adj	blik/noun	schelp/noun	contrast/noun	annexeer/verb	schakering/noun	conservatief/adj	man/noun	pak/noun	landschap/noun	weer/adv	donkerblauw/adj	zucht/noun	wit/adj	zie/verb	rimpel/noun	lauw/adj	ben/verb	lig/verb	bijpassend/adj	rij/noun	wereld/noun	paars/adj	gebreid/adj	legende/noun	kompaan/noun	te/adv	brommer/noun	vrijwilliger_werk/noun	droog/adj	verder/adv	inderdaad/adv	rookwolk/noun	doods/adj	groen/adj	licht/noun	weer/noun	huis/noun	ideaal/noun	middenmoot/noun	zalm/noun	ontsta/verb	verplaatst/adj	heks/noun	aangezicht/noun	monster/noun	oorspronkelijk/adj	kom_over/verb	onveilig/adj	fiscaal/adj	lang/adj	aan/adv	bloem_DIM/noun	seizoen/noun	indrukwekkend/adj	kous/noun	verdwijn/verb	vaak/adj	vertoon/verb	politicus/noun	wolk/noun	herinner/verb	streng/noun	zone/noun	eerst/adv	ruimte/noun	start/noun	enerzijds/adv	vergeten/adj	nauwelijks/adv	laat_achter/verb	zwart/adj	baard_DIM/noun	glans/adj	bekleed/adj	rook_gordijn/noun	strijk/verb	hersencellen/noun	anoniem/adj	enigszins/adv	helemaal/adv	waas/noun	arbeid_markt/noun	bus/noun	bouw_put/noun	tijdig/adj	pantalon/noun	vis/verb	natuur_steen/noun	gedistingeerd/adj	help_mee/verb	oog/noun	brij/noun	lul/noun	omlijsting/noun	klein/adj	poes_DIM/noun	regenjas/noun	radio/noun	bedrukt/adj	vul/verb	stijg_op/verb	kop_DIM/noun	vol/adj	vloer/noun	outfit/noun	stevig/adj	jongen/noun	zeehond/noun	schemer_zone/noun	rijzig/adj	schiet_door/verb	paar/noun	groot/adj	bruin/adj	ruim/verb	geverfd/adj	zon/noun	uiterst/adj	plastic/noun	rij/verb	matras/noun	gans/adj	kweek/verb	voor_gerecht/noun	voer_uit/verb	vlucht_wagen/noun	gewillig/adj	hemd/noun	schrijfster/noun	zwart_wit/noun	mantel/noun	parkeer_plaats/noun	gebouw/noun	midden/noun	plas/noun	rot/noun	complex/noun	bril/noun	voorstad/noun	heftig/adj	lok/noun	schud/verb	kleur/noun	golf/noun	til/verb	streep_DIM/noun	nogal/adv	verschijn/verb	vooruitblik/noun	garnaal/noun	marmer/noun	folkloristisch/adj	overspoel/verb	versier/verb	doos/noun	praat_programma/noun	ongemerkt/adj	overheers/verb	vele/adj	gezet/adj	kom_thuis/verb	dik/adj	gebied/noun	voorgoed/adv	leid/verb	graniet/noun	gevuld/adj	blijf/verb	dompel_onder/verb	vuilniszak/noun	weg/adv	hemel/noun	waar/noun	kijk_uit/verb	opgetrokken/adj	toelaatbaar/adj	dien_op/verb	stropdas/noun	allemaal/adv	sanitair/noun	neiging/noun	ooit/adv	gast/noun	kil/adj	sta/verb	rok_DIM/noun	beroemdheid/noun	huisvrouw/noun	gegeerd/adj	keurig/adj	evengoed/adv	verlichting/noun	neutraal/adj	nevelig/adj	hoofd/noun	muur/noun	vriendelijk/adj	blok/noun	Flandria/noun	klei/noun	plaats/noun	hip/adj	spijkerbroek/noun	mouw/noun	tomaat/noun	berg/verb	bastion/noun	betonnen/adj	tik/verb	klap/noun	sok/noun	bevind/verb	saai/adj	mistig/adj	uniform/adj	water/noun	rug/noun	hoekig/adj	almaar/adv	massa/noun	zak/noun	gedaanteverwisseling/noun	verschijning/noun	fris/adj	resistent/adj	zo/adv	frontaal/adj	beklim/verb	pruik/noun	overhemd/noun	gevel/noun	haar_kleur/noun	zijden/adj	voorheen/adv	risotto/noun	erg/adj	kapsel/noun	draai/verb	stoom/noun	oase/noun	veelal/adv	rij_weg/verb	hout/noun	ontkom/verb	vrouw/noun	stek/noun	truc/noun	bureaucratisch/adj	wijs/verb	heer/noun	val/verb	bad/noun	doem/verb	dader/noun	dun/adj	vet/adj	zit/verb	genoemd/adj	haar/noun	kolk/adj	bewindsvrouw/noun	pijp/noun	blijf_over/verb	dof/adj	gezicht/noun	oprit/noun	tint/noun	regen_zone/noun	schilder/verb	doelloos/adj	robot/noun	kubus/noun	haal/noun	steeds/adv	muis/noun	geparkeerd/adj	aanvaardbaar/adj	steel/verb	name/noun	begeef/verb	stenen/adj	even/adj	passief/adj	oud/adj	trap/noun	leven/noun	vlakbij/adj	klassiek/adj	patroon/noun	wat/adv	blad/noun	basketbal/noun	achtergrond/noun	onaanzienlijk/adj	veel/adj	baard/noun	besta/verb	wolkendek/noun	hoed/noun	inhoud/noun	word/verb	kabeljauw/noun	deur/noun	kaal/adj	morgen/adv	inmiddels/adv	dan/adv	circuit/noun	schuifel/verb	bij/noun	broek/noun	hoeveelheid/noun	gat/noun	gewaad/noun	rust/verb	noordwesten/noun	alles/noun	onverstaanbaar/adj	verkrijg/verb	net/adv	groep_DIM/noun	bijna/adv	bak/noun	muis_DIM/noun	bos/noun	poeder/noun	krul/noun	alleen/adv	stad/noun	publiek/noun	praat/adj	tand/noun	wolf/noun	figuur/noun	dijk/noun	aluminium/noun	meest/adj	af_stand_DIM/noun	tovenaar/noun	gekleed/adj	krijt_streep/noun	imago/noun	steen/noun	marginaal/adj	overweeg/adj	weg_werk/noun	vest/noun	eeuwig/adj	deprimeer/adj	jas/noun	hang/verb	vannacht/adv	triestig/adj	werkelijkheid/noun	brood/noun	stop/verb	draag/verb	wijk/verb	kast/noun	leg_aan/verb	mooi/adj	security/noun	heel/adj	bestaan/noun	luister/verb	strak/adj	verander/verb	voetpad/noun	vooral/adv	plant_bak/noun	ambtenaar/noun	regenachtig/adj	stemmig/adj	duur/adj	even/adv	rest_afval/noun	voor/noun	tamelijk/adj	doek/noun	handel/noun	gewoon/adj	straat/noun	zie_uit/verb	gestoken/adj	hier/adv	kleurrijk/adj	asfalt/noun	sfeer/noun	sober/adj	breed/adj	raam/noun	dag/noun	naar/adj	rest/noun	partij_kader/noun	verleden/noun	boom_rij/noun	shirt/noun	heb_over/verb	mist/noun	somber/adj	wandel_route/noun	rood/adj	tapijt/noun	beton/noun	industrieel/adj	chauffeur/noun	schilder_af/verb	panter/noun
rand/noun	0.0	0.5825309	0.8977681	0.58896416	0.77782154	0.7622763	0.728625	0.8145057	0.75505894	0.7041302	0.8487501	0.79842013	0.80837727	0.9006173	0.8096013	0.86613	0.838609	0.55766034	0.84118664	0.72128165	0.629167	0.8628042	0.9299968	0.66750395	0.9240189	0.86517906	0.7582346	0.6529482	0.85315275	0.71138155	0.7080411	0.89828634	0.86323214	0.8184163	0.58519256	0.79681605	0.7415937	0.87451386	0.88003016	0.7539176	0.7107692	0.56404555	0.7264564	0.7753631	0.817769	0.6987105	0.6256925	0.78507626	0.8582161	0.7996427	0.8746568	0.7751176	0.712273	0.6222563	0.81488043	0.7066256	0.92507327	0.5589807	0.8001065	0.8027321	0.8070401	0.8263472	0.5262865	0.7100826	0.7259134	0.9035885	0.6343365	0.74366397	0.90895057	0.94226813	0.8431153	0.8866554	0.9456089	0.71048987	0.84077287	0.8440322	0.7415001	0.76978314	0.5194545	0.67141736	0.8297017	0.6151676	0.818347	0.834964	0.78411186	0.7949386	0.8914306	0.8133697	0.8568898	0.73681146	0.68861115	0.9111235	0.7131479	0.83468574	0.7798425	0.7674989	0.67900896	0.93605584	0.7292418	0.7309059	0.68067455	0.85575426	0.75691855	0.8932951	0.7032351	0.81659925	0.8288927	0.692468	0.8103665	0.58369946	0.88406163	0.8123138	0.78082603	0.78731865	0.66669154	0.5916869	0.78758645	0.5825038	0.5854418	0.8356667	0.81998754	0.87300205	0.83685976	0.81163144	0.82142246	0.7558414	0.9244851	0.8074214	0.6741691	0.87206227	0.8194058	0.73443127	0.6093718	0.85563	0.79526454	0.7533562	0.8095211	0.82512134	0.73538077	0.65286636	0.8503075	0.71963245	0.9149968	0.8178291	0.6166633	0.7780447	0.68692756	0.7573201	0.54627275	0.7773357	0.6240288	0.7516437	0.84646964	0.8590534	0.8826002	0.8333947	0.7797431	0.63383216	0.54041755	0.75057924	0.68416715	0.72972333	0.7471667	0.6425121	0.7829001	0.7254313	0.81672966	0.8819053	0.8936197	0.842014	0.88273346	0.82178634	0.74757296	0.89742553	0.8587682	0.70175755	0.60086787	0.59138143	0.53753906	0.62999195	0.8682596	0.64959735	0.7330191	0.7106272	0.8841628	0.7721573	0.8373815	0.628713	0.72517437	0.82697237	0.7090659	0.8497474	0.8485841	0.974791	0.78000677	0.59704566	0.881746	0.8109964	0.6546581	0.61732686	0.9085844	0.78095496	0.7350167	0.75480354	0.752233	0.83509344	0.6203948	0.72455615	0.8304588	0.8695567	0.7019535	0.59539807	0.84446114	0.7582519	0.6937913	0.77801895	0.6925349	0.7220343	0.82402337	0.6767298	0.7704365	0.8122536	0.7560293	0.86694133	0.75364405	0.8840813	0.8209592	0.7406465	0.7244462	0.748805	0.7578908	0.8587296	0.8154525	0.957003	0.6816628	0.8682025	0.73899186	0.7482407	0.86280495	0.7131633	0.5105665	0.8181759	0.6651587	0.96095634	0.5843315	0.85294026	0.74795413	0.75802404	0.7611424	0.7617663	0.8414763	0.77481365	0.54435	0.77935904	0.88655674	0.706032	0.58995956	0.7423291	0.8117261	0.771829	0.59232944	0.72544086	0.7376395	0.7660558	0.6789737	0.6733358	0.83520824	0.798181	0.72168195	0.9290738	0.874899	0.8311691	0.7898908	0.71676034	0.76606625	0.5315522	0.83428	0.7021386	0.7980368	0.92869526	0.88310647	0.7297723	0.89899886	0.76013076	0.61287045	0.7516627	0.83632267	0.57852805	0.8508539	0.7806461	0.81825584	0.80849427	0.86560285	0.8090812	0.7958517	0.8047138	0.6815312	0.863856	0.918289	0.6186207	0.73180413	0.7623178	0.81207764	0.6756991	0.7566235	0.90989226	0.6758803	0.68405807	0.71821916	0.7031013	0.72505313	0.6440556	0.8879674	0.64841115	0.78336596	0.8405415	0.69287	0.8193454	0.8132185	0.8151634	0.8105179	0.78553283	0.8551069	0.9317196	0.689631	0.5319731	0.80222917	0.8571513	0.7052956	0.63851845	0.89755654	0.71659327	0.7571273	0.67237127	0.7988032	0.65873986	0.9155892	0.6972399	0.88542336	0.8683795	0.7169993	0.7780322	0.7736743	0.68423796	0.8666028	0.8034278	0.802088	0.6819346	0.5699831	0.8805934	0.8483978	0.8961399	0.7964799	0.75677764	0.79525065	0.7078362	0.71063536	0.6155812	0.7367195	0.74438375	0.74215186	0.87683463	0.8630177	0.82185465	0.80202	0.7954059	0.8136178	0.6492572	0.8927174	0.6233486	0.7193642	0.6701503	0.80286515	0.68429124	0.84467864	0.8210868	0.7538563	0.79034024	0.7324604	0.6675012	0.7134625	0.8904331	0.94657606	0.8504636	0.69207156	0.8622001	0.876771	0.5142745	0.8744697	0.70155036	0.7991899	0.7387146	0.69241273	0.73508614	0.65807545	0.6741287	0.8375617	0.89900523	0.81332016	0.7181785	0.8660806	0.72430164	0.68058217	0.70750314	0.58120966	0.66204137	0.9364695	0.72469753	0.8399548	0.88464606	0.6745816	0.80750704	0.6878825	0.8312344	0.71284014	0.9303633	0.79403865	0.7510561	0.7856785	0.77562815	0.8339331	0.8847551	0.7923479	0.66743815	0.8733018	0.80684483	0.6170301	0.8015691	0.7237332	0.7459737	0.73908496	0.6653919	0.81913555	0.6829277	0.6076452	0.67078364	0.85178435	0.799625	0.7658403	0.93850136	0.881152	0.6824686	0.75327194	0.8879336	0.7394315	0.7454843	0.78190374	0.57608724	0.6184077	0.52392536	0.75293446	0.85193807	0.8742987	0.87341577
plein/noun	0.5825309	0.0	0.8385129	0.57578194	0.847545	0.82122207	0.87133735	0.82725674	0.7798226	0.74523234	0.85824645	0.8539502	0.86546457	0.8656178	0.77055365	0.8610593	0.8847254	0.6487565	0.8262778	0.7389616	0.6855648	0.9102456	0.9626588	0.69641054	0.85011613	0.81039053	0.7585857	0.77135783	0.78304243	0.76652396	0.7954259	0.87169456	0.93873996	0.9183574	0.5595555	0.8796255	0.8886704	0.85734296	0.85445166	0.9032007	0.7124583	0.629819	0.73454976	0.79701203	0.82977676	0.7667862	0.7418351	0.73850965	0.89036286	0.77466476	0.926063	0.7986204	0.7951576	0.4805429	0.8119109	0.8074696	0.8914518	0.6639433	0.8101599	0.8728776	0.87816334	0.79050654	0.5306804	0.8574089	0.61840415	0.7892322	0.7676862	0.8578049	0.8694038	0.8925984	0.82514167	0.7914145	0.94133836	0.80563617	0.84588957	0.8236132	0.84273815	0.6801354	0.62704724	0.7124933	0.82853603	0.53737634	0.78598404	0.89617115	0.90464056	0.76413625	0.7803454	0.8082249	0.82730407	0.7950319	0.6285573	0.8068485	0.65035176	0.84848464	0.79066527	0.86761796	0.8412808	0.906794	0.6415713	0.91189486	0.6568151	0.7648833	0.7538036	0.87050253	0.7522917	0.73496413	0.83160645	0.61334026	0.78905505	0.5285275	0.9019563	0.8554336	0.79803884	0.86295485	0.62340343	0.72276145	0.86681545	0.6938946	0.6713105	0.87576747	0.8438971	0.8624842	0.76769155	0.7968873	0.79710734	0.8712839	0.9279084	0.68617296	0.6026238	0.8384104	0.91206884	0.8327471	0.58833617	0.88932234	0.75611734	0.83114207	0.7932826	0.80911195	0.697626	0.7594489	0.8364791	0.82920164	0.88080746	0.79465073	0.6769587	0.8248752	0.79598886	0.7734452	0.54901946	0.81093097	0.78761005	0.7556164	0.9009973	0.88326764	0.85482365	0.858239	0.7799897	0.71221	0.703642	0.7515122	0.776075	0.73687804	0.8161224	0.7323779	0.6453416	0.7675724	0.7536346	0.9087339	0.92639583	0.7446867	0.87066054	0.8665221	0.84216815	0.9265258	0.8401916	0.7645112	0.4110856	0.49294746	0.45727926	0.6087563	0.83184075	0.59234565	0.844329	0.7064435	0.88662297	0.86315596	0.8587346	0.6696694	0.8026012	0.8215393	0.7926298	0.75094956	0.84021854	0.9688334	0.89347315	0.652744	0.8072245	0.7918246	0.68708396	0.7226857	0.9564826	0.8215494	0.7374493	0.71125114	0.7498347	0.84715486	0.76869607	0.71741414	0.85169864	0.8762183	0.6933626	0.6533795	0.8189962	0.77746993	0.73179924	0.7046391	0.79573154	0.76528686	0.7964027	0.72407603	0.9053079	0.90518427	0.8787967	0.8209521	0.7345789	0.86348593	0.83027506	0.8293692	0.65588236	0.633764	0.89946204	0.8571957	0.8811288	0.92193246	0.66762495	0.8167273	0.5660705	0.761015	0.8887715	0.81425834	0.5679718	0.784628	0.6208299	0.8917883	0.7244531	0.7465997	0.83086765	0.84239584	0.86782557	0.8727435	0.8047138	0.86057806	0.4332143	0.8528284	0.86725265	0.83431447	0.5832176	0.7400239	0.80675936	0.61794066	0.67162377	0.74362636	0.77681637	0.7405338	0.6820431	0.8121274	0.85712767	0.7816238	0.78241277	0.94093186	0.77625793	0.7774696	0.7369203	0.82533574	0.87173283	0.42901897	0.8722236	0.7969203	0.85695976	0.89449596	0.82992506	0.81853396	0.8949797	0.883202	0.6389906	0.69392616	0.7719461	0.70538735	0.9037518	0.84879977	0.8490964	0.86347634	0.897643	0.7633461	0.84992516	0.86139375	0.7131655	0.86230546	0.8969416	0.7837938	0.8343314	0.80586207	0.8015161	0.7943122	0.7823421	0.9124251	0.79451513	0.6911721	0.7455733	0.74561036	0.54524875	0.6984571	0.9163414	0.6722051	0.7912401	0.8214874	0.74130255	0.89374834	0.833	0.8872639	0.6665693	0.8973737	0.82265216	0.9796865	0.70522946	0.5120642	0.75770485	0.898787	0.75562227	0.6234629	0.77247506	0.69934106	0.7652533	0.6705941	0.7368633	0.7758222	0.93439597	0.6783	0.8390782	0.82365483	0.8017876	0.79065555	0.860422	0.81885815	0.8854308	0.67969805	0.90329313	0.660764	0.6072132	0.9170231	0.8406226	0.8432375	0.81589967	0.7517178	0.80733955	0.85996103	0.83066446	0.61708593	0.7969874	0.72108626	0.8926015	0.83666015	0.8361154	0.8411733	0.86595136	0.7014744	0.7743208	0.6659511	0.94424146	0.6007043	0.850186	0.77536345	0.7790259	0.5039943	0.8162874	0.8094673	0.88303095	0.8631288	0.72645205	0.6095902	0.81580055	0.83670264	0.9123091	0.8920506	0.7861463	0.8635469	0.800068	0.55344206	0.89550835	0.8090608	0.6334834	0.8411559	0.7844391	0.79134536	0.8364501	0.69230014	0.9082234	0.85478413	0.8204085	0.87205136	0.9030173	0.8312187	0.6320259	0.7533121	0.4416958	0.64945877	0.8845756	0.68638396	0.8292172	0.89347684	0.6950509	0.8182652	0.4107685	0.76786935	0.5864549	0.88615996	0.80124867	0.747043	0.83504474	0.72369874	0.8759677	0.9086814	0.7424222	0.73405886	0.90949535	0.8190619	0.3485856	0.70905435	0.78797466	0.62802696	0.69097567	0.46271116	0.6728625	0.63149625	0.5753577	0.6564201	0.8395307	0.74751496	0.74619377	0.93705845	0.8908055	0.54594284	0.85434663	0.86362374	0.8440775	0.76084375	0.7278721	0.6980096	0.6558238	0.54671705	0.7816498	0.7399129	0.8706565	0.92029256
expressie/noun	0.8977681	0.8385129	0.0	0.65965676	0.9704901	0.7649817	0.8443364	0.7920195	0.8443107	0.80165863	0.7564893	0.8732807	0.73756504	0.85038626	0.9633861	0.8573772	0.886011	0.7821139	0.92462116	0.8218423	0.8001809	0.9190793	0.930446	0.9315829	0.86608243	0.9674601	0.94035876	0.80735254	0.6170144	0.834215	0.8728659	0.9436083	0.8742217	0.9436887	0.8823793	0.9450174	0.8729374	0.8961926	0.8369834	0.8840219	0.79800403	0.75702727	0.8177802	0.87592995	0.79161257	0.76002824	0.8408026	0.6451641	0.9252773	0.7289914	0.8700117	0.9152601	0.85078824	0.59480053	0.8630417	0.83235836	0.84694993	0.7658819	0.7901765	0.75989664	0.80918765	0.81865746	0.91838455	0.8766542	0.89882237	0.77715623	0.8100437	0.903757	0.9168057	0.970831	0.83750594	0.9457267	0.9214724	0.8660155	0.9293697	0.74698925	0.8518048	0.8401623	0.74399734	0.70281	0.8772219	0.86261785	0.82617867	0.9370506	0.89126754	0.7425763	0.92867243	0.85053396	0.7447656	0.87947303	0.79414713	0.8042364	0.89659965	0.9218018	0.85670364	0.9335064	0.90252554	0.909311	0.6838361	0.8807273	0.8857473	0.7894061	0.7441857	0.8514104	0.85504353	0.89000845	0.8888045	0.92208534	0.8985527	0.7841295	0.88630825	0.7825483	0.8842108	0.8037492	0.8987184	0.8003219	0.7745334	0.72309303	0.8775642	0.88669294	0.788595	0.9145984	0.8734596	0.8183347	0.8700108	0.8539214	0.7922175	0.95345986	0.88401705	0.9689878	0.8735523	0.9402276	0.81511927	0.9070392	0.95065415	0.7450141	0.8065782	0.927371	0.87151504	0.8190869	0.94465065	0.8940172	0.9217615	0.7265984	0.8509844	0.81026375	0.8276204	0.80761594	0.8899944	0.77888364	0.83945787	0.86573225	0.96159405	0.89785594	0.80902475	0.8502154	0.87869877	0.8437003	0.7661649	0.97145474	0.76808083	0.76586044	0.7511085	0.86153567	0.97213453	0.89009213	0.91700995	0.8234997	0.8376757	0.92404664	0.94288945	0.9166575	0.8132944	0.8678685	0.71193385	0.85680324	0.9212239	0.84021723	0.8431934	0.84212255	0.91374433	0.86080766	0.834364	0.8276024	0.71912235	0.7886817	0.86312497	0.6501124	0.87965214	0.95365405	0.78534824	0.7271625	0.83837193	0.8586726	0.9142233	0.7995352	0.83875287	0.89114	0.8124337	0.87491935	0.9427992	0.85004693	0.7047491	0.68280184	0.87432325	0.91835934	0.85780394	0.8641174	0.90998805	0.861379	0.8957249	0.79860294	0.89696383	0.8742697	0.9018974	0.85811234	0.7725065	0.8559999	0.92979616	0.8633151	0.95107967	0.8498931	0.88612187	0.7925608	0.8920596	0.7434356	0.8113196	0.8380287	0.7519324	0.8821942	0.87118244	0.7868186	0.86021703	0.9039677	0.8410287	0.8700223	0.78189576	0.7279788	0.91961384	0.8634604	0.8116173	0.7836629	0.87180936	0.9157691	0.83271366	0.93237495	0.789458	0.826563	0.8965141	0.8694649	0.9704659	0.93190944	0.8709479	0.8989591	0.91450775	0.8814559	0.88909614	0.77762413	0.85293764	0.8350221	0.8451419	0.9000586	0.6647221	0.74098766	0.7897831	0.8985089	0.94512355	0.7716683	0.71941113	0.9304051	0.7693424	0.93262434	0.92960924	0.75797546	0.79645026	0.7592163	0.89905477	0.87542915	0.7834079	0.8616782	0.7869282	0.76762354	0.9147241	0.9099741	0.78858125	0.80507624	0.94654274	0.82020074	0.9474247	0.8222377	0.9717638	0.86958075	0.8962407	0.9394639	0.9334393	0.8510714	0.8621465	0.9046865	0.94107646	0.77356756	0.75802135	0.88246876	0.905591	0.70533854	0.77662206	0.95652163	0.90006566	0.8543211	0.7818589	0.6590072	0.96481997	0.63891554	0.9644132	0.6851601	0.9169139	0.8342509	0.7920014	0.929118	0.78615403	0.83257365	0.9384164	0.8771715	0.94590706	0.9607078	0.94641304	0.8534577	0.81963134	0.8611939	0.87983596	0.88764393	0.8065504	0.9567085	0.8214854	0.69444597	0.75007033	0.83228207	0.9152539	0.6857695	0.9422575	0.7089212	0.7451668	0.8452468	0.8467128	0.8522195	0.8156223	0.8806779	0.92491734	0.90502346	0.7202664	0.9106955	0.84179825	0.8635773	0.88488173	0.91650975	0.79996157	0.86965454	0.84905493	0.890886	0.75929725	0.8568127	0.8446506	0.8573395	0.93677557	0.8784614	0.90974	0.92379904	0.87320185	0.89491665	0.94027257	0.8715863	0.9015391	0.7279291	0.8926755	0.7959426	0.7713393	0.849626	0.83556986	0.8994734	0.7257005	0.92021143	0.86346024	0.77194655	0.89072376	0.91795456	0.8037911	0.8674755	0.74790204	0.82356703	0.84473956	0.79734594	0.9361636	0.90976864	0.8764295	0.7820477	0.8567805	0.85648096	0.9079927	0.8408733	0.72307587	0.89888155	0.9668521	0.87365633	0.813651	0.8803697	0.87598276	0.6966355	0.9339489	0.8483969	0.8855905	0.9467685	0.6861821	0.8027488	0.9026052	0.7345119	0.8703458	0.9415882	0.8817362	0.814976	0.8847484	0.7729167	0.9334763	0.9375171	0.6987558	0.73141366	0.81367683	0.8970996	0.88654625	0.7189833	0.8252482	0.7879747	0.6585773	0.90710366	0.7463155	0.72958255	0.7553179	0.79920983	0.94164497	0.7660142	0.888366	0.93165	0.79458904	0.8640942	0.8632041	0.86108816	0.86224246	0.7637509	0.9336393	0.800044	0.8191742	0.8161247	0.79832697	0.94129425	0.876155	0.8290051
