	strijk/verb	rand/noun	word/verb	plein/noun	hersencellen/noun	verlichting/noun	deur/noun	kaal/adj	neutraal/adj	prachtig/adj	anoniem/adj	nevelig/adj	morgen/adv	enigszins/adv	inmiddels/adv	dan/adv	circuit/noun	helemaal/adv	schuifel/verb	waas/noun	bij/noun	trek_uit/verb	daarentegen/adv	vilt/noun	bus/noun	hoofd/noun	overheers/adj	zie_uit/verb	nevel/noun	dito/adj	tijdig/adj	muur/noun	vriendelijk/adj	pantalon/noun	broek/noun	vis/verb	in/verb	kuif/noun	schilder_af/verb	blok/noun	Flandria/noun	maar/adv	gat/noun	panter/noun	gewaad/noun	klei/noun	plaats/noun	rust/verb	alles/noun	kort/adj	natuur_steen/noun	mouw/noun	kleurrijk/adj	blauw/adj	tomaat/noun	hier/adv	glijd_af/verb	bastion/noun	net/adv	groep_DIM/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	klein/adj	poes_DIM/noun	betonnen/adj	bos/noun	regenjas/noun	klap/noun	meter_lang/adj	wat/noun	sok/noun	poeder/noun	gans/noun	saai/adj	lucht/noun	uniform/adj	water/noun	rug/noun	krul/noun	alleen/adv	stad/noun	stijg_op/verb	massa/noun	zak/noun	soort/noun	druk/noun	verontwaardigd/adj	zij/adv	vloer/noun	praat/adj	verschijning/noun	outfit/noun	klinker/noun	stevig/adj	zo/adv	jongen/noun	resistent/adj	hoed/noun	tand/noun	wolf/noun	figuur/noun	kimono/noun	pruik/noun	aluminium/noun	beleef/verb	kleurstof/noun	zeehond/noun	schemer_zone/noun	meest/adj	onopvallend/adj	schiet_door/verb	af_stand_DIM/noun	paar/noun	gevel/noun	plafond/noun	gekleed/adj	haar_kleur/noun	krijt_streep/noun	imago/noun	groot/adj	ruil_in/verb	bruin/adj	steen/noun	marginaal/adj	voorheen/adv	ronk/adj	risotto/noun	erg/adj	kapsel/noun	overweeg/adj	weg_werk/noun	heel/adj	uiterst/adj	vest/noun	blik/noun	schelp/noun	contrast/noun	plastic/noun	schakering/noun	annexeer/verb	rij/verb	draai/verb	oase/noun	eeuwig/adj	matras/noun	gans/adj	deprimeer/adj	kweek/verb	veelal/adv	jas/noun	rij_weg/verb	hang/verb	voer_uit/verb	man/noun	hout/noun	triestig/adj	vlucht_wagen/noun	ontkom/verb	pak/noun	landschap/noun	weer/adv	werkelijkheid/noun	vrouw/noun	stek/noun	wijs/verb	bureaucratisch/adj	brood/noun	heer/noun	mantel/noun	stop/verb	donkerblauw/adj	verander/verb	gebouw/noun	doem/verb	wit/adj	dun/adj	midden/noun	draag/verb	rot/noun	vet/adj	zie/verb	wijk/verb	voorstad/noun	bestaan/noun	rimpel/noun	leg_aan/verb	lauw/adj	genoemd/adj	ben/verb	lok/noun	chauffeur/noun	schud/verb	kleur/noun	lig/verb	golf/noun	mooi/adj	rij/noun	bijpassend/adj	til/verb	haar/noun	wereld/noun	paars/adj	streep_DIM/noun	gebreid/adj	verschijn/verb	vooruitblik/noun	pijp/noun	plant_bak/noun	ambtenaar/noun	garnaal/noun	blijf_over/verb	marmer/noun	gezicht/noun	regenachtig/adj	tint/noun	te/adv	duur/adj	vooral/adv	brommer/noun	vrijwilliger_werk/noun	versier/verb	even/adv	voor/noun	droog/adj	schilder/verb	doek/noun	robot/noun	doos/noun	handel/noun	inderdaad/adv	gewoon/adj	straat/noun	rookwolk/noun	ongemerkt/adj	doods/adj	overheers/verb	vele/adj	kubus/noun	licht/noun	gezet/adj	weer/noun	kom_thuis/verb	dik/adj	steeds/adv	gestoken/adj	gebied/noun	voorgoed/adv	ideaal/noun	middenmoot/noun	muis/noun	graniet/noun	steel/verb	zalm/noun	ontsta/verb	gevuld/adj	aanvaardbaar/adj	blijf/verb	dompel_onder/verb	verplaatst/adj	vuilniszak/noun	begeef/verb	asfalt/noun	weg/adv	aangezicht/noun	monster/noun	hemel/noun	even/adj	sfeer/noun	kom_over/verb	sober/adj	raam/noun	waar/noun	onveilig/adj	lang/adj	dag/noun	naar/adj	aan/adv	seizoen/noun	kijk_uit/verb	oud/adj	opgetrokken/adj	toelaatbaar/adj	dien_op/verb	leven/noun	vlakbij/adj	partij_kader/noun	allemaal/adv	verleden/noun	indrukwekkend/adj	kous/noun	verdwijn/verb	vaak/adj	vertoon/verb	klassiek/adj	wolk/noun	zone/noun	patroon/noun	sanitair/noun	shirt/noun	wat/adv	blad/noun	eerst/adv	neiging/noun	achtergrond/noun	mist/noun	somber/adj	wandel_route/noun	start/noun	onaanzienlijk/adj	veel/adj	gast/noun	enerzijds/adv	kil/adj	rood/adj	luister/verb	rok_DIM/noun	beroemdheid/noun	vergeten/adj	baard/noun	tapijt/noun	beton/noun	besta/verb	nauwelijks/adv	laat_achter/verb	zwart/adj	baard_DIM/noun	wolkendek/noun	glans/adj	bekleed/adj	rook_gordijn/noun	keurig/adj
strijk/verb	0.0	0.8357569	0.92734516	0.8541608	0.9060104	0.8647499	0.81391746	0.5677855	0.8295617	0.6067661	0.87392443	0.8683902	0.86536324	0.7799096	0.79108167	0.8456565	0.9179245	0.84817123	0.80536985	0.7588861	0.8023581	0.6484167	0.8742582	0.7911081	0.91160125	0.57965505	0.8835452	0.5543214	0.8116504	0.5297849	0.8596245	0.77392983	0.7035922	0.7142942	0.57173663	0.92094547	0.82672226	0.5998055	0.90334547	0.8787961	0.91241926	0.8381884	0.7951845	0.91129494	0.6638583	0.75715506	0.955945	0.83940613	0.87023056	0.54145867	0.84276325	0.73880374	0.79531735	0.5583298	0.82253075	0.8809799	0.8617846	0.9168331	0.68790495	0.8688146	0.83945495	0.80395997	0.9035851	0.79772055	0.7993933	0.9011145	0.83548933	0.73699933	0.756134	0.8852471	0.76171684	0.8076515	0.6437857	0.7776509	0.854451	0.7276633	0.70937574	0.8624061	0.7352418	0.6820496	0.47271258	0.8540311	0.94945323	0.7768115	0.7756812	0.7735108	0.78033715	0.93788403	0.71733695	0.9307898	0.76984525	0.7510584	0.64725685	0.6803755	0.89045817	0.666233	0.8633964	0.6294037	0.95822686	0.5726949	0.64977825	0.8383796	0.7857718	0.79008365	0.47006488	0.86154866	0.8766941	0.8474504	0.92358404	0.95332414	0.89135706	0.8238795	0.9356253	0.89762264	0.6602336	0.81081927	0.733532	0.57959247	0.90672094	0.74246645	0.84572256	0.81745285	0.7466652	0.5779125	0.7687107	0.94908583	0.79047203	0.91084594	0.8978888	0.8693427	0.5886814	0.8458442	0.9527854	0.8968605	0.8401975	0.62727773	0.58102703	0.7498224	0.7739576	0.78135073	0.87224376	0.9711918	0.86044174	0.7700582	0.82254386	0.7758694	0.73043793	0.8467675	0.8916966	0.80703294	0.86134124	0.5505806	0.84400594	0.607375	0.89204925	0.61792046	0.75123346	0.86757165	0.88133776	0.9062401	0.60783577	0.81126726	0.7876969	0.8830971	0.6649133	0.9397336	0.7967916	0.9020056	0.8107207	0.6921834	0.6103816	0.8124638	0.6466863	0.8247519	0.8342532	0.94539416	0.49899697	0.47513598	0.7816038	0.5027025	0.8763692	0.6289565	0.7546652	0.8133799	0.9495024	0.92483157	0.57715774	0.9341731	0.8034334	0.89154065	0.888807	0.4377681	0.93562824	0.65818346	0.6148996	0.8121729	0.8138142	0.6141859	0.84025526	0.59561735	0.80360603	0.39893717	0.8738352	0.56781	0.54238874	0.6563637	0.70570743	0.9790322	0.514117	0.9186455	0.9663292	0.90813744	0.8888451	0.7674197	0.48084527	0.82809806	0.70137966	0.8479948	0.8594027	0.90140414	0.87417674	0.96102655	0.75293773	0.79063743	0.9252057	0.76485443	0.65457916	0.72874624	0.85851103	0.82144624	0.92192423	0.8931169	0.7703514	0.87343544	0.8739592	0.876318	0.8212721	0.8544418	0.82709605	0.8265457	0.7215867	0.8113701	0.819376	0.8455757	0.6318697	0.91273475	0.6292814	0.91194415	0.85182375	0.80196416	0.9444622	0.80237186	0.8445859	0.80176264	0.8946848	0.8841673	0.7654021	0.93269646	0.8715482	0.8517221	0.89209443	0.83672124	0.8357587	0.78882015	0.6703265	0.7508931	0.8366939	0.79411685	0.75028443	0.8871102	0.8321037	0.7881043	0.74786747	0.8471792	0.91231185	0.48854327	0.8291983	0.7476108	0.89127845	0.88963133	0.86585426	0.7572849	0.80064154	0.94921947	0.82566285	0.8841785	0.95633584	0.9691955	0.8395709	0.84994775	0.806128	0.73793393	0.76442164	0.8958932	0.7068385	0.7309915	0.7636687	0.90697306	0.8177867	0.8530454	0.664121	0.7537478	0.8364007	0.8331744	0.82350135	0.78316814	0.8418851	0.79738176	0.83139837	0.90799135	0.9700068	0.85686755	0.8112991	0.84843487	0.78753304	0.52757084	0.78135973	0.6085259	0.90000147	0.88162464	0.5482024	0.7970449	0.75135154	0.8432894	0.89274997	0.7812761	0.55332005	0.5924361	0.8549395	0.6109849	0.73730147	0.93156195	0.58661795
rand/noun	0.8357569	0.0	0.844476	0.65604424	0.88361114	0.77764165	0.75189346	0.56815684	0.71116877	0.57697153	0.83786345	0.86421967	0.93018806	0.79076254	0.8737932	0.90273803	0.8176935	0.8449606	0.7468555	0.7663346	0.81633395	0.77695626	0.75571275	0.7051859	0.8040561	0.7125749	0.78127843	0.8013756	0.76887035	0.71057904	0.9200072	0.5070675	0.80592495	0.789759	0.6924814	0.7645043	0.78831863	0.8160482	0.85527295	0.6439849	0.95523703	0.9064398	0.6262357	0.8415933	0.72602236	0.5384087	0.88004315	0.7216277	0.881018	0.8416479	0.58930683	0.7273723	0.71638197	0.5618622	0.7659364	0.7613615	0.82788837	0.7564923	0.8376792	0.7686628	0.7980318	0.6506586	0.8790019	0.87958467	0.6720395	0.86152345	0.5795462	0.6315504	0.7032224	0.88344246	0.64698243	0.92288274	0.66615885	0.6893836	0.7866392	0.6984472	0.6097129	0.7500278	0.6308022	0.7216611	0.65909207	0.8255926	0.71190536	0.7926769	0.65089893	0.6706447	0.69730765	0.90093076	0.8352193	0.8353543	0.55507165	0.81036484	0.7778322	0.7684329	0.56223965	0.6526089	0.8656876	0.7609204	0.92086184	0.66156316	0.75122845	0.75418484	0.6889693	0.8546195	0.68116546	0.69720364	0.8796865	0.7512347	0.8595698	0.8809339	0.89703816	0.687418	0.8012295	0.9658095	0.78363925	0.5638446	0.5372875	0.67157793	0.81860006	0.8463086	0.89812165	0.6214189	0.7998605	0.55314004	0.51537675	0.86268604	0.7691164	0.8677781	0.9447909	0.8929249	0.71637833	0.68450165	0.84727144	0.75648284	0.7296937	0.731254	0.6965584	0.62052226	0.74829024	0.6327778	0.78371763	0.8542353	0.8048686	0.8891525	0.58271706	0.6906853	0.7019954	0.850417	0.70743847	0.88699704	0.74601513	0.6348882	0.8240944	0.68769836	0.8406785	0.73964226	0.55357516	0.8966504	0.8827718	0.8038313	0.6873118	0.6145257	0.8347682	0.81086713	0.74700934	0.8437838	0.84258294	0.84988016	0.7098863	0.7689521	0.6712005	0.8939152	0.67476946	0.8279073	0.61140287	0.84789705	0.5539124	0.59499955	0.5293359	0.7175524	0.8845456	0.7424168	0.7914966	0.7094039	0.6947132	0.80317366	0.79410297	0.61515653	0.8139611	0.81586313	0.801609	0.766539	0.88652736	0.8109967	0.6037952	0.54832894	0.6793122	0.6494596	0.7168244	0.70147264	0.83149207	0.6906171	0.89767754	0.59654576	0.70714295	0.71872765	0.8624014	0.9655361	0.6814449	0.7300675	0.93589115	0.80024743	0.7366985	0.57680136	0.67939234	0.80192447	0.653442	0.8647299	0.8047992	0.8483604	0.90479714	0.96279854	0.69070405	0.799694	0.87907237	0.7407372	0.6376251	0.6585352	0.827645	0.590775	0.8544834	0.8527658	0.82640517	0.6565634	0.7358364	0.7678318	0.7448007	0.73307204	0.75020695	0.62881005	0.68377256	0.7684417	0.8526933	0.87070465	0.59880793	0.8461378	0.7143595	0.7387681	0.84240794	0.8301034	0.84715414	0.78116196	0.65944064	0.8260097	0.79220486	0.8066287	0.6246308	0.75867915	0.8879437	0.78974044	0.86615515	0.6980493	0.7087467	0.6791539	0.7766707	0.8476523	0.75787115	0.7007768	0.8267038	0.805137	0.9098219	0.6599398	0.6421043	0.7434293	0.77409387	0.79814065	0.906855	0.8214323	0.8145181	0.9378243	0.86812204	0.71035075	0.66162485	0.6944464	0.8118415	0.878065	0.7660599	0.9468353	0.88125086	0.86808026	0.704031	0.6945495	0.7220769	0.87348795	0.74030685	0.7459434	0.7107036	0.72496724	0.6302494	0.8276858	0.74301815	0.7859448	0.6828098	0.8473062	0.86782426	0.6896979	0.7249116	0.73988324	0.81873477	0.9256258	0.8614431	0.88547266	0.7818462	0.85738945	0.7411586	0.56789756	0.8738792	0.7234378	0.87404263	0.7979194	0.6980388	0.60533977	0.53118384	0.74145186	0.80959076	0.6693604	0.57048285	0.7918131	0.7401564	0.5533918	0.57200444	0.7980309	0.67697734
word/verb	0.92734516	0.844476	0.0	0.69248414	0.7968826	0.69797015	0.8330328	0.81213593	0.7698752	0.8269249	0.8239589	0.902981	0.8047418	0.8606887	0.77734804	0.8211817	0.77428365	0.7993714	0.9070226	0.8505045	0.8257417	0.88923895	0.7382628	0.89653146	0.7580939	0.90454614	0.838004	0.79302776	0.7921206	0.8928807	0.8277763	0.8127585	0.8338302	0.9268418	0.900529	0.8015044	0.8659294	0.94793034	0.8327186	0.7711152	0.89163285	0.80662346	0.8386762	0.8489477	0.89089566	0.7534033	0.7579011	0.7508763	0.8363203	0.89205426	0.7684766	0.9169463	0.8279661	0.75670207	0.73851764	0.71061176	0.8719443	0.80408007	0.8560155	0.846183	0.8200694	0.76708645	0.8854942	0.8884198	0.7661983	0.8853983	0.769255	0.75262916	0.8830797	0.8464014	0.82335675	0.8445567	0.8367387	0.8335878	0.8124677	0.7902585	0.79385054	0.7975533	0.63834596	0.86491	0.8921671	0.8154042	0.75623477	0.8435666	0.77685237	0.8459268	0.621959	0.82167506	0.9407185	0.9601324	0.78238046	0.87438136	0.8621111	0.88320804	0.69754094	0.8279383	0.7893067	0.866265	0.84767866	0.9092408	0.79535925	0.8735314	0.7982991	0.93305093	0.9243156	0.8058021	0.8850126	0.86192715	0.7851246	0.8771843	0.72025514	0.8486773	0.8915342	0.9253993	0.8454734	0.7698789	0.83321583	0.8861395	0.93530434	0.87839997	0.81087565	0.81239355	0.87911767	0.76077163	0.73138034	0.82121253	0.81597114	0.8852607	0.8298559	0.7599944	0.90460056	0.73402774	0.67368495	0.74085444	0.76032746	0.884581	0.8929641	0.8652402	0.8270824	0.86061966	0.871893	0.91480744	0.81309247	0.8698843	0.89148647	0.80413705	0.80852246	0.7221909	0.8949902	0.78857875	0.7222187	0.83681226	0.8207861	0.86658865	0.7714931	0.860165	0.77620953	0.88460326	0.8780084	0.80999994	0.8470407	0.77007675	0.8041825	0.744235	0.8700408	0.84320647	0.9083378	0.7732737	0.75815606	0.8959916	0.8339028	0.83274114	0.8791859	0.8658647	0.7533435	0.8944761	0.7791006	0.7669924	0.8039218	0.9245033	0.93316376	0.79889876	0.85504663	0.80295825	0.8294941	0.88786304	0.86248094	0.69871414	0.7724215	0.8303117	0.7391163	0.9687363	0.77051616	0.874065	0.7661737	0.76429033	0.81484973	0.8117997	0.8727207	0.93153113	0.8582973	0.9022891	0.7707438	0.8925677	0.8897654	0.93123496	0.87353504	0.94061345	0.89470303	0.81116956	0.80199337	0.79116803	0.70346403	0.8247772	0.8621942	0.78493917	0.82745355	0.76753145	0.74069804	0.67949617	0.7729656	0.9203551	0.80256706	0.7898642	0.90861225	0.7660265	0.8396508	0.8388788	0.8372493	0.7995593	0.74102855	0.84996283	0.78394324	0.6629066	0.8641957	0.81951696	0.8139993	0.853536	0.7838682	0.89550877	0.84045345	0.89422834	0.814601	0.88493824	0.7852022	0.70333207	0.8904252	0.6898501	0.8749852	0.8556524	0.92608726	0.75095224	0.8098677	0.7964324	0.7677155	0.744303	0.8185438	0.85455585	0.8145659	0.90105385	0.84710836	0.7856167	0.8280331	0.70061046	0.7646768	0.8145037	0.7084191	0.84704673	0.81137866	0.80352986	0.8605144	0.7683264	0.81087255	0.8036945	0.6749288	0.8518429	0.7903299	0.7014488	0.92794776	0.9396551	0.8815439	0.82034564	0.79550445	0.9103184	0.8997817	0.8596862	0.80478203	0.7245108	0.87128174	0.77661175	0.83448434	0.8958181	0.8279595	0.63418764	0.79824114	0.7852796	0.7759653	0.7806608	0.7562287	0.81034714	0.89634776	0.74902195	0.8419935	0.6732346	0.7369553	0.8928603	0.7985236	0.81269705	0.8699067	0.8093172	0.8832761	0.7589697	0.79630053	0.7476058	0.716735	0.7914393	0.93924737	0.9167756	0.88071394	0.8515228	0.8853871	0.7938518	0.71975183	0.75502765	0.86327076	0.79210943	0.80464995	0.92495745	0.8498207	0.8353113	0.8381445	0.87268233	0.8472182
plein/noun	0.8541608	0.65604424	0.69248414	0.0	0.86381614	0.55845416	0.7173476	0.61875427	0.7095573	0.601734	0.7763181	0.91126674	0.9272158	0.78820556	0.86993957	0.847581	0.79392815	0.7934469	0.74491215	0.89617985	0.7869046	0.83837855	0.8146185	0.87790006	0.709875	0.83562285	0.79812133	0.65929276	0.78121066	0.73560894	0.83843446	0.5931313	0.7551748	0.9016551	0.8715606	0.8163065	0.8574665	0.87790364	0.8400651	0.6178916	0.8879784	0.883391	0.64058745	0.90703285	0.79849035	0.70905524	0.7558514	0.70098686	0.8146841	0.88432246	0.593621	0.84770983	0.64113176	0.6544579	0.8926375	0.6237365	0.809063	0.8762476	0.8876276	0.68426216	0.8016069	0.639168	0.943383	0.824524	0.7492702	0.85013837	0.4641329	0.66959584	0.8118369	0.8473419	0.7001726	0.876238	0.8144502	0.8416939	0.8300157	0.6782745	0.77277416	0.59525496	0.7007954	0.813226	0.77176434	0.78320813	0.48953545	0.82263243	0.6560589	0.8241653	0.7682974	0.8927059	0.9649118	0.9348445	0.5650765	0.80881137	0.7473211	0.78716236	0.5147613	0.8006892	0.7514579	0.7445183	0.95107955	0.82917964	0.9220349	0.8857197	0.71095175	0.835425	0.8209653	0.78458023	0.8142499	0.9181964	0.88672197	0.91260713	0.80886185	0.6859731	0.8231309	0.9092227	0.7818608	0.4536357	0.6349102	0.76882553	0.88761735	0.84648377	0.73868024	0.7280686	0.80366445	0.72713965	0.57444453	0.8867697	0.8564906	0.8369508	0.9023472	0.8201566	0.8173799	0.8228743	0.62765664	0.6888256	0.78589773	0.8357017	0.7828105	0.7414946	0.67524064	0.72526145	0.7582991	0.9245394	0.67153966	0.92033774	0.61899203	0.78887725	0.76644266	0.8113481	0.76781684	0.902611	0.71000063	0.8357663	0.7957536	0.672048	0.7022349	0.7720084	0.71123683	0.8461516	0.8688001	0.86673224	0.77490485	0.517624	0.8479238	0.80630213	0.83347046	0.86492544	0.81460935	0.88493943	0.8662337	0.8242269	0.7397364	0.9065881	0.78655756	0.82716674	0.49225605	0.8494574	0.6543459	0.7867085	0.49113566	0.8315567	0.8688773	0.8418597	0.8105124	0.72826713	0.68728787	0.816217	0.8817228	0.44021285	0.85934603	0.76085645	0.77143914	0.88267595	0.7883833	0.90200526	0.6705977	0.55434746	0.7856958	0.64024574	0.6314889	0.8501255	0.8281726	0.8080251	0.7479109	0.7543799	0.8094481	0.8519577	0.8674658	0.95888203	0.8015414	0.5705898	0.86349803	0.9154066	0.7429898	0.6629256	0.7565954	0.77085274	0.7308736	0.84606683	0.82776064	0.7581227	0.7829256	0.93641496	0.72784925	0.73751986	0.90907234	0.8319588	0.6712971	0.721986	0.802624	0.72255343	0.8880896	0.78662705	0.7967396	0.37212187	0.86871994	0.83306825	0.61183304	0.7257284	0.717029	0.7023138	0.7453184	0.7243904	0.83125216	0.83156097	0.78873426	0.8636175	0.76084614	0.748427	0.8402755	0.79747987	0.9170648	0.8746964	0.65410376	0.79069537	0.9066351	0.7787944	0.6558168	0.9191074	0.864019	0.7074832	0.73997724	0.72484195	0.65513337	0.46216643	0.7474777	0.799302	0.8318971	0.8105459	0.7667472	0.6023696	0.8192622	0.5716083	0.6552817	0.81004685	0.6900872	0.81169164	0.8864351	0.7633375	0.89081323	0.89101636	0.8224369	0.7466917	0.73145646	0.8839508	0.90461254	0.75298023	0.75511676	0.95884186	0.8101105	0.91143876	0.5932267	0.90865415	0.7055931	0.7922616	0.7688858	0.7303823	0.8094914	0.6085583	0.621107	0.7636283	0.8374196	0.7652324	0.84217143	0.8070544	0.85035414	0.71597934	0.84182596	0.7746623	0.75894463	0.93133974	0.8056556	0.8432508	0.8459186	0.8508094	0.6427166	0.6999711	0.9012176	0.8860399	0.85681856	0.8011296	0.82006025	0.66356045	0.5683473	0.77453375	0.895341	0.63654613	0.7176502	0.8853087	0.8521445	0.68063855	0.6670538	0.8529345	0.68097067
hersencellen/noun	0.9060104	0.88361114	0.7968826	0.86381614	0.0	0.9143405	0.8804551	0.86818933	0.86493987	0.8872412	0.9320292	0.9326429	0.96280766	0.9521882	0.8310164	0.86697316	0.7840533	0.8999557	0.9211752	0.8821913	0.94609827	0.8807504	0.8753088	0.8378157	0.9315016	0.8997027	0.90335727	0.9240719	0.87994915	0.8678814	0.9467306	0.89588284	0.9291867	0.88691086	0.8644541	0.9275665	0.96037066	0.90578973	0.8744023	0.92207706	0.96756846	0.884432	0.8810836	0.9516557	0.82026	0.87124884	0.9449781	0.92606664	0.894135	0.9167713	0.88760036	0.8740067	0.90019065	0.8572111	0.9324015	0.9184002	0.9550897	0.905073	0.91168284	0.75534976	0.85698646	0.9113953	0.8711763	0.92090154	0.7706256	0.8662595	0.8685457	0.8777607	0.90237904	0.9507585	0.8332649	0.9517803	0.8347783	0.9115897	0.8928033	0.88941586	0.8969983	0.94752526	0.9160836	0.80577743	0.9154984	0.8779916	0.94126636	0.9063462	0.85981536	0.8571953	0.81880856	0.9071619	0.94320256	0.97148263	0.898165	0.7908878	0.9315619	0.8786933	0.7974887	0.8835629	0.8688904	0.8713167	0.7697902	0.8461508	0.91782475	0.8914214	0.8556298	0.9443952	0.89946496	0.8897168	0.98010284	0.8961766	0.9208273	0.9235849	0.9055268	0.84877354	0.94100887	0.89709854	0.90454036	0.90978336	0.8801969	0.8514271	0.93586415	0.876191	0.9129519	0.9105669	0.7469559	0.8699668	0.8864623	0.8641987	0.9177133	0.92684805	0.9559162	0.9291101	0.8777682	0.96162117	0.90722513	0.91444397	0.9821254	0.846944	0.9035154	0.87215686	0.94156224	0.8909539	0.81685406	0.9825493	0.90417796	0.9516071	0.8869935	0.86888677	0.85896474	0.96002513	0.942311	0.81076425	0.8611755	0.8312882	0.84636945	0.87756926	0.92721486	0.87449545	0.9104103	0.9317428	0.95325935	0.9396157	0.8554655	0.8603252	0.8734515	0.9006755	0.91516507	0.8376536	0.8790275	0.9501303	0.87735575	0.89790106	0.7710233	0.8127816	0.8985101	0.76674765	0.925826	0.9534186	0.821281	0.8552311	0.8368799	0.8810965	0.9273393	0.89836997	0.8674703	0.92640543	0.88929754	0.88652194	0.8722352	0.88664323	0.97565025	0.9231051	0.89556885	0.9244348	0.9206701	0.8824005	0.83850926	0.9132302	0.8394826	0.90765387	0.9176569	0.89790475	0.7440682	0.8652176	0.90109444	0.8481934	0.85244083	0.84317267	0.89274514	0.94315594	0.88895327	0.8816108	0.93775195	0.93492603	0.9278644	0.9014223	0.89762694	0.8996788	0.9033047	0.85639244	0.8862029	0.8992216	0.9368242	0.9427986	0.9243368	0.9547001	0.9398002	0.93415785	0.87745035	0.853312	0.9442691	0.8239992	0.9220773	0.87900144	0.8701014	0.8863886	0.90546733	0.88013536	0.91276264	0.9365887	0.8940629	0.89023745	0.80287516	0.89956826	0.9426768	0.9432387	0.8460261	0.82201076	0.85103416	0.92706805	0.7367371	0.8583169	0.9277782	0.5353544	0.86834604	0.93083054	0.9347024	0.7748807	0.90737456	0.9286807	0.926548	0.95902014	0.92374766	0.85883594	0.92112696	0.90110606	0.89780504	0.7926964	0.9391615	0.9299973	0.89678216	0.931046	0.97345567	0.8688612	0.9318954	0.88151115	0.92054933	0.8869701	0.9630641	0.9215321	0.95426875	0.94616383	0.95666605	0.8634496	0.956148	0.973755	0.9516865	0.8498985	0.8827396	0.94554603	0.9409316	0.85022694	0.8979928	0.7980039	0.8199641	0.8327587	0.7623759	0.83604133	0.86728454	0.92959094	0.7113676	0.9282054	0.8726924	0.9301847	0.821646	0.89455974	0.7602539	0.87898207	0.8484114	0.9729847	0.91221166	0.9882421	0.90845317	0.9204985	0.9566188	0.9513987	0.91032207	0.82292604	0.9589682	0.90738267	0.9528805	0.9023833	0.8633262	0.8064956	0.8592197	0.8983762	0.92876273	0.91288584	0.85908693	0.934854	0.88588613	0.84835434	0.88184124	0.8412734	0.9045449
