	staar_aan/verb	gelaat/noun	jurk/noun	splits_af/verb	scherm/noun	uitspanning/noun	stem/noun	struis/adj	benadering/noun	eenzijdig/adj	computergestuurd/adj	hard/adj	daarentegen/adv	houten/adj	maar/adv	achterkant/noun	drive/noun	doe_na/verb	combinatie/noun	kort/adj	vrij/adj	genomen/adj	bocht/noun	teken/verb	tegelijk/adj	stuk/noun	pregnant/adj	ontleend/adj	vertelling/noun	trots/noun	verfijnd/adj	parallel/adj	festival/noun	aanzien/noun	wolkenkrabber/noun	model/noun	pas/noun	handschrift/noun	constructie/noun	viool/noun	digitaal/adj	choreografie/noun	melodie/noun	spanning/noun	uitgebreid/adj	liefde/noun	meestal/adv	ruil_in/verb	symbool/noun	laan/noun	eikenhouten/adj	blik/noun	contrast/noun	geheel/noun	sneuvel/verb	jeugd_jaar/noun	wemel/verb	gekomen/adj	landschap/noun	weer/adv	breakdance/noun	lawine/noun	manier/noun	wip/verb	knie/noun	film/noun	acteur/noun	bouw_werk/noun	flamboyant/adj	geel/adj	fors/adj	zo/adj	ben/verb	eveneens/adv	karakter/noun	gespeeld/adj	neem_door/verb	vijver/noun	kaak/noun	complex/adj	volume/noun	val_aan/verb	beeld_merk/noun	hengst/noun	te/adv	heup/noun	overzichtelijk/adj	bundel/noun	droog/adj	leun/verb	luid/adj	melancholisch/adj	motor/noun	hitsig/adj	handig/adj	prima/adj	kassei/noun	kop/noun	vloeiend/adj	steil/adj	gekeerd/adj	leep/adj	kom_over/verb	weinig/adj	gebroken/adj	afsluiting/noun	lang/adj	macho/adj	swing/noun	beroemd/adj	computeranimatie/noun	ronding/noun	tevens/adv	kant/noun	aanvankelijk/adj	vaak/adj	beheers/verb	grillig/adj	speel/verb	uitwerking/noun	beeld/noun	vraag/verb	fundamenteel/adj	lichaam/noun	pixels/noun	wissel_af/adj	tegendraads/adj	vleugel/noun	band/noun	resulteer/verb	oorbel/noun	verhoog/verb	woonkamer/noun	stijl/noun	brok/noun	nauwelijks/adv	zwart/adj	robuust/adj	auditorium/noun	afkomst/noun	steun/verb	typisch/adj	ongetwijfeld/adv	schril/adj	bijzonder/adj	uitdrukking/noun	produceer/verb	gezicht_DIM/noun	opgebouwd/adj	het/adv	als/adv	synchroon/adj	geleid/verb	uit/adj	lied_DIM/noun	solo/noun	weg/noun	zakelijk/adj	vogel_DIM/noun	geprononceerd/adj	gelaat_trek/noun	Oost_Vlaams/adj	gouden/adj	poëtisch/adj	Rus/noun	gemak/noun	stamp/verb	oog/noun	fysiek/noun	altijd/adv	24-jarige/adj	klein/adj	gitarist/noun	good/noun	gebaar/verb	zorgvuldig/adj	neig/adj	extreem/adj	stevig/adj	jongen/noun	glas/noun	hectisch/adj	dan_pas_DIM/noun	trouwring/noun	fotografie/noun	ritmisch/adj	groot/adj	debat/noun	houvast/noun	Chinees/adj	pedant/adj	blank/adj	handtas/noun	sound/noun	kies/verb	was_tafel/noun	iets/noun	scherp/noun	kap_DIM/noun	vaas/noun	bombastisch/adj	monumentaal/adj	camera/noun	gebouw/noun	populair/adj	doorzichtig/adj	schud/verb	kleur/noun	onaf/adj	langgerekt/adj	nogal/adv	hotel/noun	teoretisch/adj	geluid/noun	flat/noun	des/adv	grijs/adj	grooves/noun	geweldig/adj	canvas/noun	beweeg_voort/verb	effectief/adj	mineur/noun	aangekleed/adj	bereik/verb	recht/adj	dik/adj	rammel/adj	dynamiek/noun	blijf/verb	verloren/adj	rauw/adj	snerp/adj	dak/noun	voorzien/adj	afwachting/noun	ongemakkelijk/adj	schouder/noun	waar/noun	reken_af/verb	roestig/adj	jaag/adj	laag/adj	opgetrokken/adj	improviseer/verb	rond/adj	donker/adj	beetje/noun	dans/verb	aanstekelijk/adj	bedien/verb	sta/verb	structuur/noun	strijker/noun	iets/adv	open/adj	leef_uit/verb	herkenbaar/adj	decolleté/noun	scheur/noun	decor/noun	spel/noun	tentoonstelling_ruimte/noun	lever_op/verb	wonderlijk/adj	duidelijk/adj	aloud/adj	agressief/adj	uiteinde/noun	alleen/adj	ingetogen/adj	gevaarte/noun	la/noun	speels/adj	hoofd/noun	klink/verb	gezin_vriendelijk/adj	muur/noun	sensueel/adj	allen/noun	tracht/verb	hoog/adj	toe/adv	verlegen/adj	logo/noun	golf/adj	beweeg/verb	hardcore/noun	roep_op/verb	swing/adj	lichaam_taal/noun	kom_uit/verb	stotter/adj	elleboog/noun	smeed/verb	kast_DIM/noun	speelstijl/noun	grap/noun	pas_DIM/noun	vel_DIM/noun	leg/verb	sjamaan/noun	Japans/adj	vervang/verb	real/noun	duister/noun	gevaarlijk/adj	schrijf/verb	ontbloot/adj	schuin/adj	danser/noun	4x4/noun	beeldvorming/noun	kaarsrecht/adj	lip/noun	sleur_mee/verb	lach/verb	beschrijf/verb	markant/adj	verschijning/noun	zo/adv	snuit/noun	krachtig/adj	koets_werk/noun	beat/noun	ietwat/adv	keihard/adj	vakkundig/adj	klink/adj	tekst/noun	genoeg/adv	rock/noun	voorheen/adv	denk/verb	body/noun	lied/noun	stram/adj	verfilming/noun	lijn/noun	draai/verb	half_jaar_cijfer/noun	one-liners/noun	ritme/noun	veelal/adv	wijze/noun	terrein_wagen/noun	plaat_DIM/noun	carrosserie/noun	rock_song/noun	neus_DIM/noun	vrouw/noun	bovendien/adv	klank/noun	grof/adj	grafiek/noun	haar/noun	modern/adj	gitaar/noun	front/noun	vlak/adj	trant/noun	ruw/adj	vergelijk/verb	architect/noun	asymmetrische/adj	gezicht/noun	bruusk/adj	maak/verb	achterover/adv	uitgangspunt/noun	punk/noun	verzakelijking/noun	plaat/noun	ga_over/verb	elegant/adj	drum_stel/noun	bezaaid/adj	last/noun	steeds/adv	tred/noun	nors/adj	onbekend/adj	onverschillig/adj	zwoel/adj	metalen/adj	stel/noun	arrangement/noun	even/adj	slurf/noun	grappig/adj	stekel/noun	dansbare/adj	gereduceerd/adj	oud/adj	eigenzinnig/adj	ruig/adj	juist/adv	ken/verb	portret/noun	maquette/noun	zuil/noun	patroon/noun	ingewikkeld/adj	wat/adv	schitterend/adj	heftigheid/noun	achtergrond/noun	veel/adj	betrek/verb	eigenwijs/adj	snavel/noun	minder/adj	dance/noun	interview/noun	rouw/noun	funky/noun	beschik/verb	luiheid/noun	zaal/noun	sip/adj	combineer/verb	koket/adj	beresterke/adj	muziekleven/noun	verzorger/noun	veilig/adj	overdadig/adj	stof/noun	zoet/adj	divers/adj	lijk/verb	neus/noun	kenmerk/verb	hoor/verb	net/adv	weduwe/noun	mannelijk/adj	aarden/adj	bak/noun	nummer/noun	doem_op/verb	bos/noun	zorg/verb	mengsel/noun	spierwit/adj	zeer/adv	look/noun	bril_DIM/noun	intens/adj	atypische/adj	en/adv	energiek/adj	scherp/adj	persoonlijkheid/noun	lezing/noun	snijdend/adj	smal/adj	vrolijkheid/noun	stug/adj	personage/noun	zand/noun	flard/noun	ondergrond/noun	gebogen/adj	gotisch/adj	figuur/noun	hartstochtelijk/adj	sterk/adj	moment/noun	trek/noun	herleid/verb	kant_DIM/noun	zonnebril/noun	imago/noun	aluminium/adj	cameraman/noun	Zwitser/noun	steen/noun	accent/noun	loodzwaar/adj	kader/noun	voorruit/noun	vest/noun	verraad/verb	hardhandig/adj	mimiek/noun	tafereel/noun	zet_in/verb	thema/noun	smerig/adj	vreemd/adj	afstandelijk/adj	sla_toe/verb	volwassen/adj	uitgestoken/adj	draag/verb	gevoeligheid/noun	kast/noun	bakstenen/adj	levenslust/noun	begeleiding/noun	persoonlijk/adj	taal/noun	mooi/adj	vormgeving/noun	heel/adj	soms/adv	strak/adj	vooral/adv	oeuvre/noun	af/adv	bluesy/noun	stilistisch/adj	gedreven/adj	ritmiek/noun	song/noun	tafel/noun	letter/noun	even/adv	raak/adj	tamelijk/adj	doek/noun	gebaar/noun	set/noun	aanmerking/noun	vilein/adj	zie_uit/verb	uitbundig/adj	weg_net/noun	gestoken/adj	beweging/noun	gegoten/adj	kamer/noun	weerbarstig/adj	Macedonisch/adj	jongeman/noun	compositie/noun	hier/adv	meer/adj	charmant/adj	rijm/verb	suspense/noun	korrel/noun	sober/adj	breed/adj	standaard/adj	vals/adj	raam/noun	effect/noun	beeldhouw/verb	lyriek/noun	zanger/noun	onderhuids/adj	val/adj	eerder/adj	dwars/adj	bevat/verb	straal_uit/verb	vierkant/adj	fel/adj	volg/verb	zwaar/adj	stuw/adj	verkrampt/adj	hip_hop/noun	generaal/noun	lijd/verb	zet_neer/verb	nou/adv	vorm/noun	steek_uit/verb	animatie/noun	irritatie/noun	muziek/noun	beton/noun	motoriek/noun	piepklein/adj	lekker/adj
staar_aan/verb	0.0	0.7435645	0.7780622	0.89591354	0.8151774	0.82968056	0.7932419	0.74344414	0.83579206	0.8907083	0.90998435	0.83164585	0.8687196	0.79353666	0.83346486	0.7815815	0.9128829	0.8895352	0.9070608	0.84275323	0.8317112	0.90201885	0.8476908	0.76323724	0.80015415	0.82390714	0.86416626	0.8879508	0.8250868	0.87681067	0.81588215	0.8824593	0.9306203	0.8492124	0.83026665	0.7772175	0.91595405	0.8442563	0.83736193	0.905233	0.9057098	0.89683753	0.87476265	0.8707737	0.8751309	0.7987937	0.7956143	0.8927184	0.81063884	0.84200335	0.76788044	0.6413832	0.82386065	0.8488202	0.9178847	0.8780743	0.8828795	0.82239205	0.76066643	0.81218374	0.936399	0.90854764	0.8418031	0.81294644	0.8754801	0.8813978	0.8256102	0.8251779	0.83885074	0.8014152	0.94644195	0.8118406	0.84103835	0.88390076	0.81559366	0.8780439	0.83737457	0.8334275	0.82200503	0.8350895	0.8862896	0.8814745	0.87233126	0.91146255	0.8452709	0.7938779	0.82999027	0.84436035	0.76031727	0.7986934	0.8848351	0.7409648	0.92451936	0.78876173	0.8821509	0.89319515	0.9021514	0.86655134	0.860339	0.8584459	0.7713884	0.87168527	0.7998363	0.87442636	0.8343416	0.89185727	0.82761216	0.81128293	0.8929447	0.8270341	0.872839	0.8102072	0.8618257	0.8807175	0.8933215	0.83528227	0.89590746	0.8532265	0.9037952	0.9105155	0.8067939	0.8922404	0.92713046	0.80283135	0.9279542	0.7677163	0.83869076	0.882899	0.8939166	0.8601171	0.86227936	0.9348368	0.80514777	0.80664206	0.8662534	0.85462093	0.70720845	0.79290605	0.9376618	0.87252665	0.92301786	0.79957825	0.9106987	0.8539885	0.8640051	0.74899	0.91379064	0.8154483	0.8056122	0.90333223	0.9127377	0.83301365	0.87755984	0.859357	0.8667009	0.8997418	0.8772255	0.8158749	0.81364924	0.8070152	0.80221486	0.96195006	0.9159281	0.7906053	0.9641496	0.89199585	0.8445834	0.674327	0.9077433	0.7992177	0.8860128	0.79414207	0.89423496	0.92034245	0.8139521	0.8291775	0.84452176	0.83344096	0.8679872	0.80280703	0.7668277	0.85241556	0.85534716	0.94046134	0.8639754	0.84456635	0.8806732	0.90366316	0.89891005	0.83321214	0.80770826	0.8099326	0.88055646	0.8957159	0.87764597	0.73259795	0.90636355	0.89464545	0.92950284	0.7591664	0.8183304	0.77052325	0.73749465	0.8350245	0.86345154	0.74123424	0.81877697	0.76360184	0.78241384	0.7834166	0.85385305	0.8708749	0.89945704	0.8487632	0.88749784	0.87402207	0.7541954	0.8674561	0.8971223	0.81766796	0.8076171	0.92466897	0.82243407	0.81342673	0.9481242	0.76539207	0.7670731	0.87582296	0.9112399	0.8031604	0.86235267	0.7935351	0.85403067	0.8596765	0.87474155	0.9757335	0.76113224	0.76919615	0.85989195	0.9401892	0.81056714	0.92258966	0.8492011	0.72826385	0.8705598	0.71480596	0.6523097	0.85985434	0.8200073	0.86557096	0.89723957	0.78590786	0.8584042	0.86332685	0.83263814	0.7960458	0.88551044	0.7181256	0.7067313	0.81661475	0.77385724	0.8677131	0.8686434	0.8465171	0.7953794	0.8883743	0.8639048	0.86845493	0.8607693	0.8550525	0.7649359	0.8095976	0.8729105	0.7823573	0.8317269	0.8041531	0.9135	0.75577354	0.7491745	0.81867784	0.88982356	0.85160005	0.8652439	0.68638545	0.8015405	0.75821215	0.800998	0.909837	0.8507905	0.8454268	0.83345866	0.9181445	0.90151536	0.86339366	0.91874784	0.8661624	0.7834041	0.9103403	0.86805147	0.780231	0.8212924	0.89644456	0.90279424	0.8397503	0.9445813	0.7493828	0.9161552	0.90299606	0.7023315	0.69803387	0.8372012	0.9169662	0.92919487	0.8043256	0.75947523	0.88989455	0.8402527	0.83522695	0.7567597	0.72307086	0.82453907	0.8413493	0.7912351	0.82542545	0.90067214	0.7873275	0.8670082	0.86755574	0.8374297	0.8508555	0.8455926	0.8957752	0.8041773	0.85383683	0.88287544	0.8937371	0.77050805	0.8538586	0.8091661	0.8511244	0.8859502	0.8587042	0.8905285	0.8298285	0.84409237	0.8945043	0.7962135	0.8490957	0.8272277	0.74737644	0.7828647	0.9314707	0.84586895	0.80424166	0.90878403	0.7090721	0.85290474	0.8821832	0.8961656	0.77446234	0.87301123	0.7670318	0.8452879	0.8950729	0.834846	0.6894515	0.8233088	0.8786731	0.74263597	0.9151752	0.88997024	0.90120876	0.87015903	0.8909246	0.74760664	0.9524441	0.80272174	0.8977104	0.86346936	0.8005413	0.6635238	0.8027456	0.68904567	0.7847383	0.8051493	0.88775563	0.90003777	0.8063026	0.87255895	0.7534872	0.88850987	0.93443155	0.93737525	0.8166153	0.84515643	0.84842443	0.8429755	0.8513607	0.7482517	0.8779109	0.7730405	0.808429	0.9041517	0.8200306	0.83624804	0.89941806	0.7630661	0.8366555	0.8409761	0.8090918	0.77922547	0.8209616	0.91709906	0.913033	0.8012109	0.8606294	0.91794807	0.8552195	0.78281134	0.5934547	0.8892524	0.7594793	0.9403088	0.8695588	0.9057892	0.9186297	0.8107723	0.8627052	0.77022207	0.90618396	0.7734271	0.71028304	0.85463053	0.92919695	0.9210886	0.923373	0.7319689	0.9004054	0.88827616	0.9410079	0.81874	0.8819003	0.8810627	0.89933455	0.7415555	0.8071774	0.799775	0.7120735	0.77700716	0.9399124	0.8637424	0.8472441	0.75578284	0.84250456	0.94299453	0.8262721	0.70444024	0.89125884	0.7841819	0.79027086	0.8518967	0.8616397	0.90097725	0.74583316	0.8429584	0.73763514	0.82929325	0.91494316	0.9005892	0.82252115	0.9059673	0.8693249	0.7454128	0.8607655	0.83318377	0.75562257	0.93062854	0.84095025	0.87278265	0.88556707	0.837374	0.82379085	0.8669981	0.75227135	0.78233975	0.8738977	0.76534057	0.9129017	0.9095733	0.83839387	0.7630086	0.74146473	0.9370179	0.7764899	0.80021334	0.8062088	0.8673807	0.83797836	0.7845285	0.9223396	0.88680625	0.8961428	0.87627757	0.6964827	0.86346817	0.8035062	0.787065	0.7319402	0.81790036	0.86418957	0.87074465	0.8973807	0.8482064	0.8371534	0.90709054	0.8657461	0.8698626	0.77788854	0.80849314	0.8628837	0.81487226	0.70795107	0.8203347	0.95776874	0.98263615	0.77415466	0.72666967	0.773127	0.96988225	0.78484166	0.8673512	0.8206879	0.7917	0.82138205	0.9331318	0.7757355	0.87384754	0.8755045	0.9080006	0.77953255	0.8667328	0.9096926	0.8943418	0.7763644	0.756808	0.8916486	0.88997144	0.77067673	0.9484207	0.85734856	0.81354624	0.845087	0.7785992	0.8015358	0.9320969	0.8268626	0.8410188	0.7662568	0.8212625	0.83774567	0.85664815	0.8919141	0.920292	0.7026151	0.9088353	0.9262389	0.92809063	0.82873464	0.92697877	0.86126685	0.74061257	0.9270359	0.8672348	0.88993806	0.8295197	0.8508451	0.76074374	0.83049846
gelaat/noun	0.7435645	0.0	0.6788151	0.9122849	0.791954	0.90506244	0.6956408	0.789035	0.78963834	0.8432331	0.88270307	0.82830036	0.7635553	0.7755544	0.84232074	0.75909287	0.89754415	0.83334816	0.80277723	0.7856121	0.8029921	0.85489047	0.8584173	0.75416	0.72173494	0.8156497	0.82069117	0.81743854	0.7490858	0.7312601	0.7416717	0.8924509	0.9286744	0.8502472	0.87599677	0.72381794	0.8764652	0.79060656	0.82887274	0.824092	0.8811135	0.77160954	0.75525624	0.7711084	0.8326837	0.7025955	0.7562015	0.75449264	0.7158562	0.8683014	0.787639	0.5563275	0.65379363	0.8206916	0.9447726	0.9026147	0.86724395	0.8472772	0.6976219	0.7707585	0.89963174	0.89684576	0.72917205	0.8454882	0.8029439	0.851985	0.7343683	0.8425541	0.7680477	0.76366174	0.8543337	0.72200984	0.77681124	0.83841246	0.7307222	0.7587433	0.88996214	0.82083344	0.5907589	0.78711295	0.8345367	0.86697793	0.8445694	0.8525881	0.8313673	0.70498383	0.84521675	0.79464626	0.7335845	0.6898719	0.7824992	0.7024069	0.9118977	0.8627672	0.87565446	0.8836625	0.8146435	0.70478386	0.7442362	0.76510304	0.60632944	0.89812005	0.7501343	0.83994776	0.76451695	0.9208544	0.80054635	0.76506865	0.832729	0.82925427	0.84020835	0.7896141	0.798652	0.7617755	0.82024634	0.73509336	0.8042676	0.75813925	0.8568518	0.8025541	0.71768963	0.93720376	0.87640417	0.61294466	0.8964529	0.70798767	0.8189052	0.7716461	0.85524005	0.81557786	0.72931886	0.92196727	0.78821313	0.71879876	0.8040729	0.8129604	0.6362769	0.7260791	0.9046723	0.8014042	0.8333882	0.67955977	0.77226305	0.7296643	0.77175874	0.6342887	0.8584429	0.6317353	0.7929808	0.7560225	0.7687922	0.801915	0.86742485	0.8015386	0.8143862	0.7861666	0.86934006	0.83666027	0.85539526	0.6662686	0.635895	0.88116115	0.7993007	0.7334304	0.8164502	0.8361903	0.79265904	0.52873206	0.78454036	0.742087	0.85604745	0.8411671	0.8540773	0.8831916	0.7029481	0.76032984	0.78458184	0.6937	0.733955	0.73000515	0.72229755	0.8186878	0.815188	0.90555465	0.7435996	0.7376713	0.83796597	0.85585886	0.8739947	0.8336865	0.8602437	0.7155107	0.7900435	0.7706581	0.8500213	0.7677896	0.8227544	0.88358027	0.8297998	0.79609144	0.87220514	0.7937631	0.72015333	0.808169	0.8360958	0.78077865	0.6548044	0.6382198	0.84466827	0.7394084	0.7258223	0.8672769	0.894791	0.72047067	0.8634129	0.7547255	0.6343179	0.7752747	0.8273817	0.82541895	0.7934269	0.9009483	0.8419745	0.7709816	0.89873683	0.7135458	0.6781814	0.8781488	0.79235375	0.8782551	0.8717952	0.6961008	0.81505114	0.8637279	0.862283	0.94272757	0.7208997	0.66685426	0.8537455	0.8150668	0.81721807	0.94061506	0.9091264	0.7361336	0.83296597	0.7785561	0.61592865	0.7924287	0.7420413	0.75512207	0.8387091	0.82399654	0.83445954	0.81835556	0.7659843	0.7913834	0.8410485	0.7043162	0.7923826	0.83205664	0.7060728	0.73170984	0.9176564	0.8334502	0.7260849	0.8000267	0.8368062	0.7731516	0.7803016	0.84397244	0.7077281	0.81072164	0.8936372	0.73390436	0.6608461	0.74698067	0.9268626	0.7899948	0.7118883	0.84185755	0.7801045	0.87959546	0.7761753	0.64650863	0.8023319	0.709792	0.6879996	0.903613	0.78518194	0.8241264	0.6667889	0.91038394	0.8953433	0.71871537	0.8806008	0.81447244	0.77917016	0.7850569	0.9204656	0.79458797	0.8683584	0.8811473	0.8489973	0.8592875	0.90596616	0.8523459	0.8345227	0.88379294	0.6689332	0.737367	0.7188726	0.8801024	0.8635086	0.74411476	0.5422177	0.84963137	0.7672715	0.75673866	0.70944774	0.65218425	0.7955531	0.7665822	0.6997221	0.8038471	0.83659554	0.6676065	0.83931994	0.8093805	0.7945036	0.7495799	0.8039268	0.81813073	0.749697	0.9337085	0.8009124	0.8367967	0.7436854	0.82564026	0.7793747	0.78928304	0.93404025	0.88032883	0.7879543	0.74163055	0.7233411	0.85206145	0.7480643	0.86606526	0.85320663	0.82795787	0.72280604	0.87996143	0.728634	0.7542796	0.81847054	0.57779074	0.79651237	0.82325315	0.8284863	0.7557612	0.9137039	0.72235787	0.8361745	0.8652307	0.80577177	0.3721156	0.82881325	0.84488595	0.7131785	0.8009021	0.84611666	0.8456405	0.84361196	0.8225621	0.6687064	0.87737525	0.80777293	0.8532546	0.7438805	0.7251865	0.6545137	0.7995397	0.7255686	0.7668835	0.7939698	0.77147985	0.85731804	0.7233527	0.91287476	0.70947945	0.7880847	0.9173887	0.9189974	0.8010353	0.7397948	0.74261117	0.74416924	0.7767727	0.63799036	0.80226195	0.81743157	0.7323061	0.8279474	0.71362305	0.7796477	0.89750105	0.7208557	0.82076526	0.8971295	0.75873625	0.7823121	0.8063787	0.86325467	0.8506048	0.8076165	0.80586714	0.85615826	0.82625103	0.7623571	0.8554779	0.78512174	0.8009975	0.89933926	0.8481709	0.83377683	0.93853277	0.7318994	0.7511279	0.70116043	0.8393793	0.7347275	0.6539349	0.71580017	0.8631613	0.8616615	0.8403363	0.7001257	0.8957861	0.8882307	0.90665954	0.7651397	0.80348575	0.8757268	0.7850342	0.65305066	0.6965157	0.7030133	0.7192026	0.6730399	0.9422176	0.81204784	0.74607795	0.7108356	0.67417073	0.8868392	0.8290471	0.7195427	0.7571719	0.6940416	0.6498963	0.72580904	0.7879624	0.83523476	0.65274584	0.89198023	0.6250474	0.77001595	0.81475794	0.83897674	0.694533	0.78016484	0.7524801	0.5936007	0.7682416	0.87605774	0.81007063	0.8928195	0.79884636	0.66375047	0.8293107	0.8089843	0.8620144	0.74394846	0.5774687	0.75686723	0.64382696	0.7072151	0.9124336	0.80343497	0.7699247	0.721499	0.7303178	0.9071971	0.7537397	0.72284305	0.69537914	0.76326025	0.8615197	0.8152383	0.8378824	0.8468137	0.75456816	0.81420535	0.75354415	0.7728517	0.76387954	0.6656933	0.63892126	0.75713575	0.80950415	0.7780152	0.86136734	0.7912606	0.7466101	0.7602155	0.7840862	0.8228544	0.7970465	0.72106427	0.82677567	0.7303429	0.6695043	0.60229385	0.92474276	0.96129954	0.8612307	0.71768934	0.715176	0.8992567	0.65391695	0.69628745	0.8672341	0.819971	0.7960876	0.88787735	0.6956544	0.78789604	0.80081046	0.8405769	0.7721419	0.81291	0.86871743	0.81825936	0.6870769	0.7344026	0.7985858	0.8126325	0.7949807	0.8588206	0.7250741	0.75616384	0.7657888	0.78818285	0.7975671	0.8773821	0.7875942	0.78329724	0.67153406	0.79754955	0.73057085	0.8349291	0.87858975	0.88910925	0.70251834	0.813691	0.8749472	0.8961236	0.78817105	0.84993935	0.70247936	0.7803453	0.90812033	0.7350427	0.7877375	0.83149856	0.71223366	0.85931003	0.85772884
