	&/name	't/name	1ste/num	2001/noun	25/num	2de/num	3de/num	4/noun	8/noun	Aalsterse/adj	Afrit/name	Australisch/adj	Barcelona/name	Berlijn/name	Brabants/adj	Brits/adj	Bush/name	Castro/name	Champion/name	Chaplin/name	Clarke/name	Duitser/noun	Easy/name	Engelstalig/adj	Euro2000/name	Europees/adj	Filip/name	Gerets/name	Gerrit/name	Grim/name	Harris/name	Het/name	Hoet/name	Hollywood/name	India/name	Istanboel/name	Jet/name	Kamp/name	Komrij/name	Matthau/name	Mendoza/name	Meyde/name	Moët/name	Nederland/name	Nederlands/adj	Nederlandstalig/adj	Noorderlicht/name	Osama/name	PROV/name	Pavel/name	Real/name	Romein/noun	Romeo/name	Siza/name	Stedelijk/name	Tolstoj/name	Torhout/name	Tories/name	Van/name	Walter/name	Will/name	aan/adj	aan/part	aan/prep	aangepast/adj	aantal/noun	abstract/adj	accent/noun	achteren/adv	achttien/num	actualiteit_programma/noun	advertentie/noun	affiche/noun	afkomst/noun	afstandelijkheid/noun	al/adv	alle/det	alleen/adj	alleen/adv	allegorische/adj	allereerste/num	alles/noun	als/comp	als/prep	altijd/adv	alweer/adv	ander/adj	anderzijds/adv	angst/prep	artikel/noun	aspect/noun	auteur/noun	auto_wrak/noun	avond/noun	bakstenen/adj	bang/adj	basis_regel/noun	bedoeling/noun	beeld/noun	beetje/noun	begin/verb	bekendheid/noun	belangstelling/noun	belediging/noun	belicht/adj	belicht/verb	ben/verb	ben_uit/verb	bepaal/verb	bepaald/adj	beperkt/adj	betrokkenheid/noun	bevat/verb	bezie/verb	bezoeker/noun	bezorgd/adj	bied/verb	bij/prep	bijtend/adj	binnen/adv	blauw/adj	blijf_achter/verb	bom_vol/adj	bouw_op/verb	bovendien/adv	breed/adj	buis/noun	buitenlands/adj	cabaret/noun	campagne/noun	centraal/adj	charme_zanger/noun	clerus/noun	cliché/noun	code/noun	collega/noun	combinatie/noun	combineer/verb	conventie/noun	cool/adj	creëer/verb	cynicus/noun	daarmee/pp	daarvoor/pp	dag/noun	daglicht/noun	dan/adv	dan/comp	dan/comparative	dat/comp	dat/det	dat/pron	de/det	debat/noun	decor/noun	deel/fixed	deel/noun	der/name	dergelijk/adj	dertig/num	detective/noun	deugdzaam/adj	deze/det	diagonaal/adj	die/det	die/pron	diegene/pron	dien_in/verb	dikwijls/adj	discriminatie/noun	dit/det	doek/noun	door/comp	door/prep	doordrenkt/adj	draag_uit/verb	drama/noun	drie/num	drijf/verb	drijf_op/verb	drum/noun	duivenmelkers/noun	duo/noun	durf/noun	dusverre/adv	duurzaam/adj	echt/adj	een/det	eentje/pron	eenzaam/adj	eerder/adj	eeuwig/adj	eindeloos/adj	elk/det	en/comp	en/vg	enig/det	er/adv	er/noun	ere_plaats/noun	ernst/noun	etalage_pop/noun	even/adj	feit/noun	fel/adj	fictie/noun	fiets/verb	film/noun	film_zaal/noun	flankeer/verb	flink/adj	flyers/noun	folder/noun	fonkel/adj	ga/verb	gebruik/part	gebruik/verb	gedempt/adj	geef/verb	geen/det	geest/noun	gehard/adj	gekleurd/adj	geld/noun	geluid_effect/noun	geneigd/adj	geplaatst/adj	gesluierd/adj	getal/noun	gevierd/adj	gevoel/noun	gewaarwording/noun	geweigerd/adj	gewoonte/noun	gisteren/adv	goed/adj	goed/part	goedmoedig/adj	groot/adj	groot_macht/noun	haar/det	half/adj	halfnaakt/adj	hamer/verb	hang/adj	hang/verb	hang_op/verb	hard/adj	heb/verb	heb_op/verb	heel/adv	heilig/adj	helder/adj	hem/pron	het/det	hier/adv	high_tech/adj	hij/pron	hilarisch/adj	hoewel/comp	honderden/noun	hoogdravend/adj	hoogstpersoonlijk/adj	hoon/noun	hoor/verb	houd/verb	huil/verb	humor/noun	hun/det	iedereen/pron	iets/noun	ik/pron	in/prep	indruk/noun	industrieel/adj	ineens/adv	ingebouwd/adj	ingehouden/adj	intelligent/adj	introduceer/verb	inventief/adj	investeer/verb	ironie/noun	jaar/noun	jazz/noun	je/pron	jezelf/pron	jong/adj	kaars/noun	kan/verb	kandidaat/noun	kans/noun	kant_DIM/noun	keel/noun	keer/noun	keer_terug/verb	kerk/noun	kies/noun	kijk_aan/verb	kijk_terug/verb	kijker/noun	kinderachtig/adj	klacht/noun	klein/adj	kleurrijk/adj	kom_over/verb	komedie/noun	koop/verb	krachtig/adj	krijg/verb	kwaad/adj	laat/verb	laat_los/verb	lach/noun	lamp/noun	lastig/adj	lawaaierig/adj	leerling/noun	leg_in/verb	letter_DIM/noun	lezer/noun	licht/adj	licht/noun	licht/prefix	licht_show/noun	lijk/verb	linker_oog/noun	loop/verb	lucht/noun	maak/verb	maak_gebruik/verb	maandag/noun	maar/comp	maar/vg	macho/noun	mag/verb	man/noun	manier/noun	mannelijk/adj	me/pron	medium/noun	meisje/noun	mengeling/noun	mengsel/noun	mens/noun	menselijk/adj	met/prep	mijd/verb	mijn/det	mikpunt/noun	mild/adj	miljoen/noun	minachting/noun	moet/verb	moet_in/verb	moment/noun	monarchie/noun	monster/noun	montage/noun	mooi/adj	morgen/adv	morgen/noun	multicultureel/adj	muur/noun	na/prep	naam/noun	naar/prep	naast/prep	nationaal/adj	natuur_gebied/noun	nauwelijks/adv	neem_over/verb	neer/part	neig/verb	niemand/pron	niet/adv	niet_commercieel/adj	niets/noun	nieuw/adj	nieuws/prefix	nieuwsgierigheid/noun	nog/adv	nostalgie/noun	nota/adv	nu/adv	och/tag	of/vg	offer_feest/noun	om/comp	omdat/comp	omgeving/noun	omstreden/adj	onbedaarlijk/adj	ondanks/prep	onder/prep	ondergraaf/verb	ondervrager/noun	onderwerp/noun	onderzoeker/noun	ondraaglijk/adj	ongestraft/adj	onmiddellijk/adj	ontlok/verb	onttrek/verb	oog/noun	oog_klep/noun	ook/adv	op/part	op/prep	oppositie/noun	optimisme/noun	oud/adj	ouder/noun	over/part	over/prep	overal/adv	overdrijf/verb	overspoel/verb	paar/noun	pal/adv	partij/noun	partij_voorzitter/noun	paus/noun	per/prep	plaats/noun	plafond/noun	plein/noun	plots/adj	podium/noun	politicus/noun	politiek/adj	populair/adj	pose/noun	positie/noun	precair/adj	precies/adv	prent/noun	priem/verb	probleem/noun	productie_huis/noun	prognose/noun	publiek/adj	publiek/noun	raciaal/adj	racistisch/adj	radio/noun	ragfijn/adj	ranzig/adj	reactie/noun	reclame/noun	reclame_blok/noun	reddeloos/adj	reeks/noun	respons/noun	richt/verb	rijp/adj	roep_op/verb	ronde/noun	rondleiding/noun	rood/adj	samenleving/noun	schemer_door/verb	schets/verb	school/noun	schrijven/noun	schrijver/noun	seizoen/noun	senator/noun	september/noun	serieus/adj	sla_gade/verb	slaag/verb	slechts/adv	smeul/adj	socialistisch/adj	soort/noun	speel_af/verb	speel_toneel/verb	sport_beoefening/noun	sport_visser/noun	spreek_in/verb	sta/verb	sta_los/adj	stad_bestuur/noun	steeds/adv	steevast/adj	stel_op/verb	stem/noun	stink/adj	storend/adj	studio/noun	suggestief/adj	supporter/noun	surrealistisch/adj	symboliek/noun	taak/noun	tafereel/noun	te/comp	tegelijkertijd/adj	tegen/prep	tegenstander/noun	tekst/noun	televisie/noun	televisie_omroep/noun	ten/fixed	terecht/part	terloops/adj	terug/part	tevredenheid/noun	tijd/noun	toneel/part	tot/adv	tot/prep	treed_op/verb	tussen/prep	tv/noun	twee/num	tweede/num	uit/adj	uit/part	uit/prep	understatement/noun	universum/noun	vaak/adj	vaardig_uit/verb	val/verb	van/prep	vanavond/adv	varieer/verb	vee_handelaar/noun	veel/adj	veel/det	veiling/noun	ver/adj	verander/verb	verblind/adj	verdwijn/verb	vergelijking/prep	verholen/adj	verkeerd/adj	verlangen/noun	veroorzaak/verb	vertolkt/adj	verwondering/noun	verzameling/noun	vier/num	vind_goed/verb	vleugel/noun	vloer/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	volgens/prep	voor/prep	vooral/adv	voordat/comp	voorlopig/adj	vooroordeel/noun	voorwerp/noun	vrolijk/adj	vrouw/noun	vuur/noun	waar/noun	waarbij/pp	waarin/pp	waarmee/pp	waarop/pp	waarschuw/verb	waaruit/pp	waarvoor/pp	wang/noun	want/vg	wapen/noun	wat/det	water/noun	we/pron	web_site/noun	wedstrijd/noun	weer/adv	weerszijden/noun	weiger/verb	wel/adv	welbewust/adj	welk/det	wereld/noun	wereld_pers/noun	wereld_top/noun	werk/verb	wijsheid/noun	wijze/noun	wil/noun	wil/verb	wild/adj	win/verb	wisselend/adj	wonder/noun	word/verb	zal/verb	ze/pron	zeer/adv	zeg/verb	zeker/adj	zelf/adv	zelfportret/noun	zelfs/adv	zend_uit/verb	zes/num	zich/pron	zicht/noun	zichzelf/pron	zie/verb	zijkant/noun	zijn/det	zit/verb	zo/adj	zo/adv	zoals/comp	zoek_tocht/noun	zonder/comp	zonder/prep	zorg/verb	zulk/det	zweem/noun	zweer/verb	één/num	één/pron
&/name	0.0	0.8773039	0.9555133	0.93573254	0.94780475	0.95518637	0.9712048	0.9131553	0.94865286	0.92961717	0.90422326	0.76454914	0.9017833	0.9324915	0.9212008	0.7311151	0.9059632	0.96220315	0.8939705	0.750314	0.7558968	0.96548456	0.7642405	0.9184396	0.9570988	0.93006384	0.7833418	0.95964396	0.91216844	0.8571906	0.8239455	0.75089574	0.95213133	0.7450223	0.9327469	0.9506964	0.7928025	0.94266945	0.9593399	0.83696425	0.9545255	0.8958264	0.7700158	0.94899505	0.84973085	0.8598431	0.95631975	0.9824533	0.99125445	0.9491993	0.8945918	0.95756036	0.69354236	0.8658062	0.91001034	0.88980246	0.9049927	0.9454812	0.8131538	0.84193504	0.7861054	0.930878	0.9607351	0.96282643	0.8762966	0.94259053	0.9501779	0.93899614	0.9629546	0.91964024	0.92626905	0.93011045	0.915654	0.9070155	0.98798394	0.9713367	0.9744944	0.93485546	0.94204396	0.9594314	0.9552725	0.97474027	0.952299	0.7986824	0.9525765	0.93598944	0.96197313	0.98370284	0.96459025	0.835999	0.97434354	0.7948779	0.9700877	0.94310397	0.99126166	0.97362435	0.96588886	0.977946	0.93321395	0.9430617	0.91476923	0.83560026	0.94996834	0.9858016	0.9777447	0.94434965	0.9766445	0.9852358	0.9501078	0.9519322	0.937115	0.973764	0.94612616	0.947667	0.96989834	0.988584	0.96105444	0.9057016	0.951367	0.8932926	0.9747205	0.9309249	0.9787674	0.9066911	0.97801006	0.92465144	0.91244185	0.91771364	0.8790455	0.95309156	0.842518	0.852158	0.9927305	0.88904065	0.96379375	0.8573781	0.91112167	0.94792074	0.931076	0.92667544	0.9249723	0.93443143	0.91925085	0.92898613	0.996063	0.9810689	0.98651224	0.90208614	0.9658888	0.97480685	0.9811408	0.8357295	0.9379391	0.9525933	0.9081918	0.8500998	0.96302587	0.86829376	0.9439779	0.9556446	0.8090588	0.9967953	0.9036299	0.9713492	0.9581345	0.9139504	0.94456565	0.9853399	0.9362295	0.99029446	0.941181	0.9200289	0.9361633	0.8707531	0.9716384	0.9665365	0.8679577	0.96480227	0.92145014	0.95249295	0.8407436	0.9531536	0.7113085	0.99988323	0.9642687	0.9836678	0.94671154	0.9341703	0.9595499	0.92307407	0.9017027	0.94013596	0.97511536	0.95958483	0.96150434	0.8253992	0.94697607	0.97578734	0.98233646	0.94149	0.9620806	0.96628237	0.9461374	0.97682375	0.96236515	0.97105604	0.9649773	0.77909887	0.93992496	0.96495175	0.9745598	0.98347276	0.96011245	0.9695552	0.96679354	0.941942	0.9324613	0.95630574	0.9701175	0.9753177	0.95411086	0.9697058	0.953501	0.98606646	0.94412804	0.98558897	0.8969211	0.95925176	0.98326033	0.89695966	0.9786986	0.9944853	0.9488086	0.9223004	0.9259895	0.9789383	0.9630798	0.97965574	0.91652536	0.98351765	0.9353843	0.9161614	0.96752644	0.95108867	0.96690863	0.95855343	0.9628607	0.9689602	0.94955367	0.97423124	0.96706927	0.98025924	0.9612367	0.9596579	0.87721217	0.9547864	0.97194856	0.95908564	0.89874846	0.8899312	0.89083487	0.9779347	0.9361628	0.9683251	0.94794047	0.9239117	0.9275675	0.9176694	0.97780323	0.9476225	0.9750627	0.96882766	0.9293447	0.9587697	0.9361812	0.969455	0.9846684	0.94773793	0.9171156	0.8619752	0.9246009	0.9650897	0.9466772	0.9698935	0.8294683	0.957633	0.98610127	0.8524661	0.97225654	0.9752499	0.9649589	0.99105394	0.9714855	0.9648307	0.98090416	0.9329417	0.9789522	0.96713334	0.9843488	0.9390218	0.9308432	0.96621895	0.98530525	0.9529989	0.9694657	0.92109853	0.81921744	0.8155818	0.9568832	0.97355634	0.9904955	0.94396466	0.9328464	0.94473815	0.95406896	0.98462945	0.89415014	0.9469659	0.9845053	0.9371721	0.93923104	0.9328144	0.96798706	0.9622825	0.961693	0.943489	0.9967059	0.966089	0.9775051	0.900668	0.9299067	0.9349692	0.98432994	0.9564619	0.9859582	0.9789552	0.95762765	0.97176456	0.87209064	0.9862235	0.92483723	0.9362923	0.91312134	0.9636393	0.9819545	0.96549684	0.8979237	0.9426538	0.97191095	0.90349704	0.9458386	0.96976507	0.9823231	0.9655657	0.9400556	0.9703135	0.9097359	0.92415845	0.92004025	0.9388062	0.9454957	0.8917363	0.9056884	0.9792165	0.98689973	0.8142313	0.96866983	0.8558601	0.9740375	0.96768576	0.9739665	0.7873695	0.9611759	0.9712707	0.9508208	0.9836605	0.9345244	0.9729173	0.8915524	0.94646645	0.9500986	0.9580813	0.9792423	0.94199437	0.9765678	0.96895576	0.8680699	0.964605	0.9618574	0.98162025	0.97872686	0.87412417	0.9630127	0.96168226	0.93467844	0.9846613	0.95301956	0.949295	0.89827406	0.9520284	0.96896946	0.9231092	0.96769506	0.9692151	0.9739195	0.9661473	0.9461762	0.95392597	0.9804026	0.98717344	0.9729591	0.933812	0.9549506	0.90632457	0.93822664	0.9336776	0.9317297	0.9720324	0.9493103	0.9079988	0.9777379	0.89189345	0.94167495	0.9973073	0.9730019	0.9518878	0.95210356	0.94764423	0.8651997	0.937547	0.9591803	0.7559985	0.9468165	0.9189061	0.9708285	0.9532263	0.9786139	0.9341119	0.9739187	0.74585366	0.99355537	0.9383775	0.9037662	0.9461958	0.9609687	0.9045071	0.98279876	0.97311693	0.96784675	0.8951347	0.9787478	0.97131234	0.9261388	0.9834581	0.9277384	0.9734899	0.95699614	0.9564139	0.96372074	0.8785816	0.9050677	0.95516735	0.868654	0.9587883	0.831715	0.836915	0.94847447	0.9410295	0.94403255	0.9498646	0.9730981	0.89463663	0.9613867	0.9677132	0.92625916	0.9154346	0.9099417	0.9149632	0.96035165	0.983988	0.9699238	0.95718575	0.9918838	0.9677566	0.96182984	0.85375273	0.9621859	0.9327526	0.9796847	0.926897	0.7956642	0.9806227	0.9436268	0.94893116	0.9648839	0.92962795	0.9567699	0.95655197	0.9108393	0.94227535	0.9203417	0.9422732	0.90764976	0.9385634	0.9337191	0.89986575	0.94979936	0.97467315	0.9832187	0.9782251	0.9590988	0.9535998	0.96920836	0.7287537	0.9020186	0.89232767	0.96016043	0.93002844	0.9460589	0.9621257	0.9148393	0.91682166	0.94190526	0.93873227	0.9744093	0.9520793	0.86835593	0.79922193	0.89645886	0.9461173	0.96309656	0.961683	0.92363644	0.98107755	0.93582517	0.9926936	0.96053493	0.9604984	0.95412785	0.9941157	0.9686406	0.9468537	0.79866797	0.96051675	0.9533058	0.9601985	0.9947335	0.86126983	0.93127793	0.92865115	0.79899234	0.956302	0.9358159	0.85368353	0.9604543	0.9502753	0.9356695	0.9479792	0.9767634	0.9753214	0.92778367	0.93508106	0.97301495	0.89084643	0.9177401	0.8572691	0.9204656	0.9252553	0.9091009	0.9267955	0.9253712	0.9849047	0.952953	0.9854254	0.95641565	0.98636234	0.9699908	0.9331703	0.9682015	0.95718116	0.9647757	0.86143655	0.9790166	0.9752044	0.9647359	0.9409401	0.92643327	0.9839069	0.92322415	0.98895127	0.95340836	0.9878417	0.94006556	0.9125562	0.8931564	0.9566823	0.9508013	0.95580095	0.9591807	0.95458	0.94310623	0.8780872	0.9815471	0.9207985	0.9768619	0.9352224	0.8363941	0.97388107	0.9751487	0.97871435	0.9328042	0.97063875	0.9816898	0.91289973	0.97065574	0.92864114	0.9502325	0.82166964	0.9809127	0.9419985	0.96166945	0.9540898	0.9680831	0.9959451	0.933299	0.9674867	0.9115784
't/name	0.8773039	0.0	0.9523405	0.9038453	0.86401206	0.9271965	0.92154294	0.83623815	0.7770484	0.88232034	0.9024662	0.8989734	0.9217258	0.915818	0.8297074	0.8816115	0.92864084	0.9671372	0.98708516	0.8706796	0.93581724	0.9229395	0.90958625	0.82863384	0.93137103	0.91693306	0.791834	0.9186526	0.5990025	0.8236717	0.8708435	0.653169	0.8222367	0.887007	0.89096856	0.9660284	0.9534477	0.8897713	0.6868964	0.9925606	0.90095395	0.83940685	0.9553687	0.8803574	0.80434024	0.8245412	0.9265312	0.96080494	0.96706885	0.95829916	0.9221405	0.90097797	0.94234544	0.9736864	0.8149436	0.89944136	0.9075488	0.9895443	0.7498481	0.84803116	0.95319086	0.93032575	0.94169074	0.89825594	0.9749696	0.8884085	0.9512741	0.90766793	0.93199444	0.92168605	0.93948543	0.90459967	0.8202389	0.9419843	0.9186555	0.94468457	0.91976607	0.9335609	0.90625125	0.92300457	0.81955546	0.9554379	0.9801683	0.80927765	0.9608571	0.8810036	0.88680446	0.92990917	0.9678308	0.88298494	0.91105855	0.7367909	0.97958577	0.8898859	0.9082609	0.9751347	0.9825029	0.91659194	0.9057612	0.9071871	0.90355027	0.9050553	0.9212105	0.91187245	0.9663079	0.86287194	0.96332914	0.98982906	0.94194126	0.9363146	0.96609396	0.95099	0.9261459	0.9545214	0.8382006	0.9301038	0.88801235	0.9201748	0.9550845	0.9544987	0.94835955	0.95902765	0.9474572	0.9076893	0.94191986	0.8194057	0.9355029	0.9306324	0.79136336	0.95425004	0.89442277	0.88438314	0.99750364	0.92312807	0.93704355	0.8882798	0.86963576	0.93762064	0.9582312	0.95624727	0.83912766	0.9593915	0.9558934	0.9454064	0.96612704	0.9661923	0.981178	0.92333186	0.9676441	0.9463076	0.96988034	0.8525779	0.8801177	0.924312	0.8502959	0.8930892	0.8890508	0.7551193	0.95351154	0.8914408	0.89324856	0.99858105	0.8976141	0.958538	0.9615096	0.87047744	0.95432985	0.9794409	0.910921	0.9799324	0.9292082	0.8480534	0.9431029	0.8880027	0.938894	0.86123526	0.8861323	0.8981455	0.9056364	0.9328205	0.9435572	0.99590486	0.82032084	0.9826686	0.9682884	0.9185891	0.9596579	0.86660135	0.94736075	0.92965055	0.9149911	0.8701173	0.96769655	0.93190134	0.9366649	0.7669223	0.87010396	0.96163976	0.9767606	0.8664472	0.8851768	0.9849943	0.9373968	0.977422	0.9568622	0.9392925	0.9445224	0.8052571	0.8007662	0.8714622	0.92407835	0.941927	0.9163792	0.8898226	0.971519	0.97542906	0.8982373	0.9673077	0.952049	0.96237624	0.8534384	0.987141	0.8704369	0.99467945	0.82807755	0.96637297	0.95251846	0.9495186	0.95505726	0.86557364	0.93080515	0.9304476	0.88912284	0.9319484	0.8941193	0.97433317	0.9551072	0.86708915	0.8432777	0.92079204	0.930892	0.89149565	0.95559305	0.9670632	0.85218006	0.9096651	0.92472196	0.9449216	0.9464633	0.8999986	0.9741421	0.9181601	0.8442111	0.89720756	0.8677022	0.9532069	0.9625494	0.9060413	0.8355647	0.9025073	0.90388614	0.94717175	0.96680367	0.92158157	0.96215737	0.9464023	0.9287925	0.82827806	0.94905883	0.95481753	0.9316043	0.98050046	0.85242814	0.9264884	0.8894396	0.8960181	0.8921973	0.9747553	0.92704165	0.8496311	0.97156405	0.9519905	0.8570127	0.9709535	0.8330008	0.9721612	0.9505948	0.890464	0.97298765	0.9559485	0.957044	0.97168535	0.9191413	0.93066406	0.97381806	0.9295701	0.844338	0.9032706	0.90899134	0.8938158	0.9095692	0.9678407	0.9526407	0.871155	0.8922479	0.9340356	0.8870572	0.90854937	0.94228756	0.92141896	0.97318476	0.9183038	0.8854184	0.89521533	0.87109053	0.9576168	0.99067813	0.93774074	0.90432745	0.9389372	0.8352058	0.9103223	0.94589823	0.80645955	0.9775954	0.9466406	0.958546	0.9050259	0.9079172	0.90647435	0.9706198	0.8813251	0.9764916	0.96311796	0.9501076	0.9146373	0.90717435	0.942946	0.8992901	0.9812553	0.9061184	0.9647838	0.9015064	0.9518869	0.97056264	0.94805974	0.8835104	0.8943252	0.9646175	0.9359387	0.7970482	0.98617595	0.9376923	0.96627164	0.9538898	0.9431533	0.914281	0.9114477	0.9702912	0.8989233	0.874103	0.8526986	0.9174895	0.878939	0.9439345	0.8881246	0.93725723	0.76018786	0.9118801	0.7956662	0.93923867	0.9500508	0.940064	0.9545559	0.97763455	0.9856793	0.84508425	0.973768	0.9210826	0.98993886	0.928853	0.98016304	0.90101254	0.88727003	0.9706907	0.9638644	0.8367171	0.9204487	0.96532	0.96394557	0.83382225	0.84162354	0.95477176	0.9527899	0.90159464	0.93258244	0.9853007	0.88612354	0.89845115	0.9317198	0.8954323	0.95203674	0.8987706	0.9385457	0.9332087	0.97830117	0.9266941	0.9333529	0.8953331	0.95503294	0.91602683	0.88476014	0.97440475	0.9705187	0.92071664	0.8294294	0.97440404	0.9099004	0.9492163	0.81656003	0.96845806	0.9135714	0.9211221	0.9878222	0.9065336	0.9047957	0.8595446	0.9099285	0.77579224	0.91349393	0.9415795	0.8849144	0.8820012	0.91509914	0.9835806	0.94582194	0.91574895	0.9772565	0.9749708	0.9458722	0.9730768	0.92262655	0.8825931	0.96490955	0.92818946	0.914994	0.9860023	0.971587	0.9044577	0.9305745	0.9877424	0.9823425	0.89704734	0.9477232	0.87153304	0.93093795	0.93527865	0.95578754	0.8374647	0.8785032	0.93237627	0.94048053	0.83775663	0.95397115	0.8524006	0.6840543	0.9591385	0.88600475	0.872199	0.9111325	0.93621194	0.94769174	0.9552158	0.99175644	0.87980944	0.8299198	0.8209574	0.91621274	0.96582377	0.9718636	0.9849129	0.8672291	0.97126687	0.8959311	0.9693827	0.8620614	0.9111607	0.94756615	0.9654715	0.93065464	0.8596273	0.9755071	0.92209107	0.895148	0.9365165	0.9488714	0.9029163	0.9444816	0.8951634	0.9416122	0.92482984	0.85276145	0.89761895	0.9257093	0.9162345	0.80327153	0.90212977	0.99467874	0.96154416	0.9734294	0.89701045	0.9359111	0.9155506	0.80449975	0.8299027	0.8864553	0.9324621	0.9344755	0.85655695	0.9718244	0.9452997	0.94373024	0.92152673	0.882106	0.9490016	0.91181886	0.87776136	0.80109066	0.9206514	0.9774996	0.9695402	0.9196908	0.95400476	0.9786731	0.94797623	0.97076106	0.90339774	0.92702043	0.93939507	0.9361383	0.9231484	0.9440056	0.91618305	0.8468451	0.87661165	0.9005402	0.9757381	0.95039344	0.8648041	0.90736926	0.8102824	0.9183299	0.888959	0.8780607	0.9174741	0.90977216	0.93368626	0.9371791	0.9378861	0.94573647	0.92764467	0.9768013	0.9223796	0.8893531	0.89744174	0.8690993	0.91578674	0.9125208	0.85527503	0.92369616	0.846983	0.972298	0.9718453	0.957579	0.91737235	0.93517375	0.97747225	0.8894603	0.9461934	0.9563124	0.83085763	0.9336536	0.97044027	0.9561512	0.9256006	0.8950235	0.9814472	0.94552875	0.96981215	0.95009756	0.8556586	0.9672293	0.9447413	0.8961514	0.9491569	0.83436304	0.95157814	0.8698657	0.9496815	0.9601607	0.93895024	0.8568951	0.9615191	0.8373266	0.92059517	0.92116237	0.8949845	0.98989713	0.9333112	0.9536557	0.896122	0.95460725	0.8042088	0.8534238	0.94121283	0.95165324	0.9607517	0.78676826	0.88852036	0.9067353	0.9345246	0.95116496	0.9000405	0.9081904	0.9846985	0.9045994	0.8203409
